English Word	Valence	Arousal	Dominance	Azerbaijani Word
desist	0.220	0.358	0.291	əl çək
desk	0.510	0.135	0.422	Yazı masası
desolate	0.104	0.320	0.228	kimsəsiz
desolation	0.073	0.481	0.273	xarabalıq
despair	0.115	0.794	0.245	ümidsizlik
despairing	0.073	0.735	0.286	ümidsizlik
despatch	0.448	0.400	0.613	göndərmək
desperado	0.260	0.745	0.361	çarəsiz
desperate	0.083	0.842	0.337	ümidsiz
desperation	0.125	0.904	0.419	çarəsizlik
despicable	0.146	0.710	0.255	alçaq
despise	0.167	0.745	0.296	xorlamaq
despondent	0.133	0.378	0.221	ümidsiz
despotic	0.141	0.824	0.592	despotik
despotism	0.255	0.696	0.620	despotizm
dessert	0.755	0.491	0.404	desert
destination	0.708	0.471	0.637	təyinat
destined	0.698	0.462	0.617	təyin olunmuş
destiny	0.781	0.413	0.611	taleyi
destitute	0.130	0.451	0.222	yoxsul
destroy	0.046	0.935	0.635	məhv etmək
destroyed	0.031	0.696	0.288	məhv edildi
destroyer	0.083	0.830	0.543	məhv edən
destroying	0.041	0.828	0.660	məhv edir
destruct	0.071	0.868	0.525	məhv etmək
destruction	0.102	0.929	0.613	məhv
destructive	0.177	0.870	0.713	dağıdıcı
detach	0.357	0.625	0.450	ayırmaq
detached	0.280	0.396	0.216	ayrılmış
detachment	0.243	0.700	0.443	dəstə
detail	0.514	0.406	0.528	detal
detailed	0.603	0.314	0.472	ətraflı
details	0.583	0.367	0.481	təfərrüatlar
detain	0.351	0.345	0.430	tutmaq
detainee	0.306	0.510	0.321	məhbus
detect	0.531	0.520	0.565	aşkar etmək
detectable	0.479	0.539	0.649	aşkar edilə bilən
detection	0.708	0.567	0.538	aşkarlanması
detective	0.500	0.764	0.901	detektiv
detector	0.459	0.630	0.724	detektor
detention	0.265	0.698	0.562	həbs
deter	0.344	0.537	0.567	çəkindirmək
detergent	0.458	0.304	0.426	yuyucu vasitə
deteriorate	0.083	0.471	0.202	pisləşmək
deteriorated	0.053	0.549	0.237	pisləşdi
deteriorating	0.104	0.459	0.112	pisləşir
deterioration	0.130	0.512	0.283	pisləşməsi
determinable	0.625	0.565	0.723	müəyyən edilə bilən
determinate	0.630	0.314	0.772	müəyyən etmək
determination	0.776	0.725	0.795	qətiyyət
determine	0.612	0.368	0.776	müəyyən etmək
determined	0.760	0.528	0.673	müəyyən edilmişdir
deterrent	0.292	0.461	0.385	çəkindirici
detest	0.083	0.800	0.492	nifrət
detestation	0.177	0.637	0.412	nifrət
detonate	0.375	0.850	0.696	partlatmaq
detonation	0.167	0.931	0.741	partlama
detonator	0.207	0.875	0.750	detonator
detour	0.398	0.539	0.309	dolama yol
detract	0.344	0.438	0.368	alçaltmaq
detriment	0.281	0.538	0.263	zərər
detrimental	0.203	0.679	0.387	zərərli
detritus	0.276	0.353	0.363	detritus
deuce	0.479	0.338	0.425	deuce
deutschmark	0.439	0.431	0.509	alman markası
devalued	0.321	0.462	0.212	devalvasiyaya uğradı
devastate	0.021	0.796	0.509	viran etmək
devastated	0.120	0.544	0.264	viran
devastating	0.104	0.856	0.419	dağıdıcı
devastation	0.090	0.904	0.472	dağıntı
develop	0.771	0.670	0.821	inkişaf
developer	0.844	0.653	0.864	inkişaf etdirici
developing	0.833	0.587	0.714	inkişaf edir
development	0.827	0.500	0.796	inkişaf
deviant	0.094	0.589	0.398	deviant
deviate	0.173	0.562	0.269	çəkinmək
deviating	0.354	0.634	0.536	sapan
deviation	0.105	0.513	0.336	sapma
device	0.562	0.404	0.627	qurğu
devil	0.161	0.900	0.611	şeytan
deviled	0.347	0.559	0.358	şeytan
devilish	0.073	0.865	0.490	şeytan
devious	0.250	0.519	0.259	hiyləgər
devise	0.551	0.557	0.670	hazırlamaq
devoid	0.219	0.436	0.300	məhrum
devolution	0.345	0.434	0.425	təhvil verilməsi
devolve	0.367	0.427	0.596	təhvil vermək
devote	0.802	0.490	0.642	həsr etmək
devoted	0.867	0.320	0.698	sadiq
devotee	0.816	0.461	0.577	fədai
devotion	0.802	0.561	0.673	sədaqət
devotional	0.740	0.394	0.655	sədaqətli
devour	0.344	0.888	0.574	devour
devout	0.620	0.357	0.464	dindar
dew	0.604	0.225	0.464	şeh
dexter	0.458	0.473	0.444	dexter
dexterity	0.771	0.673	0.864	çeviklik
dextrose	0.333	0.402	0.323	dekstroz
diabetes	0.051	0.472	0.279	diabet
diabetic	0.125	0.269	0.237	diabetik
diabolical	0.102	0.912	0.456	şeytani
diagnose	0.378	0.520	0.714	diaqnoz qoymaq
diagnosis	0.571	0.500	0.819	diaqnoz
diagnostic	0.417	0.483	0.635	diaqnostik
diagnostics	0.540	0.440	0.750	diaqnostika
diagonal	0.500	0.343	0.410	diaqonal
diagram	0.562	0.357	0.445	diaqram
dial	0.620	0.427	0.596	yığın
dialect	0.635	0.422	0.526	dialekt
dialectic	0.510	0.540	0.638	dialektik
dialogue	0.599	0.441	0.625	dialoq
dialysis	0.194	0.567	0.407	dializ
diameter	0.427	0.298	0.483	Diametr
diamond	0.910	0.606	0.769	almaz
diamonds	0.927	0.684	0.917	brilyantlar
diaper	0.409	0.274	0.155	uşaq bezi
diaphragm	0.459	0.337	0.517	diafraqma
diarrhea	0.092	0.684	0.143	ishal
diarrhoea	0.038	0.692	0.250	ishal
diary	0.698	0.292	0.464	gündəlik
diatribe	0.354	0.569	0.409	diatribe
dib	0.479	0.370	0.344	dib
dibs	0.510	0.410	0.391	dibs
dice	0.458	0.441	0.264	zar
dicey	0.290	0.833	0.727	cılız
dichotomous	0.365	0.452	0.538	ikitərəfli
dichotomy	0.323	0.482	0.483	dixotomiya
dick	0.208	0.500	0.462	sik
dickhead	0.115	0.608	0.284	dickhead
dicks	0.310	0.694	0.358	siklər
dictate	0.480	0.423	0.668	diktə etmək
dictation	0.255	0.378	0.627	diktə
dictator	0.073	0.760	0.862	diktator
dictatorial	0.204	0.770	0.840	diktator
dictatorship	0.082	0.806	0.784	diktatura
diction	0.439	0.373	0.679	diksiya
dictionary	0.620	0.250	0.598	lüğət
dictum	0.385	0.510	0.528	diktum
didactic	0.645	0.480	0.673	didaktik
diddle	0.429	0.566	0.393	əyilmək
die	0.031	0.765	0.259	ölmək
died	0.021	0.650	0.327	ölmüş
diesel	0.490	0.327	0.448	dizel
diet	0.429	0.235	0.398	pəhriz
dietary	0.551	0.220	0.261	pəhriz
differ	0.230	0.398	0.396	fərqli
difference	0.474	0.560	0.483	fərq
differences	0.365	0.582	0.342	fərqlər
different	0.612	0.394	0.473	fərqli
differential	0.520	0.378	0.535	diferensial
differentiation	0.367	0.561	0.535	fərqləndirmə
differently	0.480	0.431	0.506	fərqli
differing	0.418	0.410	0.455	fərqlənən
difficult	0.235	0.700	0.508	çətin
difficulties	0.082	0.784	0.357	çətinliklər
difficulty	0.079	0.740	0.368	çətinlik
diffuse	0.430	0.431	0.321	diffuz
diffusion	0.356	0.615	0.517	diffuziya
dig	0.367	0.585	0.637	qazmaq
digest	0.720	0.413	0.483	həzm etmək
digestion	0.531	0.410	0.455	həzm
digestive	0.542	0.413	0.434	həzm
digit	0.447	0.286	0.333	rəqəm
digital	0.740	0.382	0.529	rəqəmsal
dignified	0.766	0.481	0.635	ləyaqətli
dignify	0.854	0.588	0.735	ləyaqətləndirmək
dignity	0.844	0.391	0.873	ləyaqət
digress	0.271	0.625	0.411	kənara çıxmaq
digs	0.448	0.670	0.635	qazır
dike	0.360	0.384	0.490	dayke
dilapidated	0.229	0.618	0.286	xarab olub
dilatation	0.385	0.574	0.368	dilatasiya
dilation	0.347	0.490	0.578	genişlənmə
dildo	0.536	0.587	0.491	dildo
dilemma	0.153	0.590	0.430	dilemma
diligence	0.688	0.423	0.700	çalışqanlıq
diligent	0.760	0.426	0.759	çalışqan
dill	0.427	0.360	0.373	şüyüd
diluent	0.417	0.344	0.332	seyreltici
dilute	0.275	0.192	0.349	seyreltmək
diluted	0.469	0.310	0.229	seyreltilmiş
dilution	0.445	0.337	0.352	seyreltmə
dim	0.398	0.321	0.273	zəif
dime	0.653	0.317	0.345	qəpik
dimension	0.592	0.415	0.627	ölçü
dimensional	0.561	0.484	0.596	ölçülü
diminish	0.240	0.357	0.167	azaltmaq
diminished	0.156	0.269	0.196	azalıb
diminution	0.316	0.296	0.245	azalma
diminutive	0.323	0.200	0.109	kiçildici
dimwit	0.255	0.459	0.175	axmaq
din	0.440	0.417	0.398	din
dine	0.821	0.519	0.478	nahar etmək
diner	0.643	0.302	0.538	yeməkxana
dinghy	0.510	0.269	0.325	qayıq
dingo	0.608	0.472	0.346	dinqo
dingy	0.156	0.483	0.343	çirkli
dining	0.724	0.350	0.459	yemək
dinky	0.357	0.451	0.358	dinky
dinner	0.823	0.392	0.379	şam yeməyi
dinnertime	0.796	0.406	0.341	Nahar vaxtı
dinosaur	0.448	0.630	0.596	dinozavr
dint	0.378	0.480	0.492	dint
diocesan	0.520	0.283	0.518	yeparxiya
diocese	0.510	0.288	0.575	yeparxiya
diorama	0.592	0.441	0.462	diorama
dioxide	0.354	0.433	0.456	dioksid
dip	0.516	0.583	0.397	daldırma
diploma	0.750	0.462	0.731	diplom
diplomacy	0.740	0.396	0.774	diplomatiya
diplomat	0.563	0.262	0.868	diplomat
diplomatic	0.653	0.363	0.918	diplomatik
dipper	0.548	0.361	0.348	dipper
dippy	0.430	0.402	0.340	pis
dipstick	0.365	0.312	0.316	yağ çubuğu
dire	0.214	0.660	0.259	dəhşətli
direct	0.793	0.403	0.650	birbaşa
directed	0.542	0.490	0.541	yönəldib
direction	0.719	0.330	0.684	istiqamət
directive	0.604	0.530	0.918	direktiv
directly	0.747	0.400	0.702	birbaşa
director	0.688	0.580	0.912	rejissor
directory	0.439	0.413	0.538	kataloq
dirt	0.112	0.500	0.236	kir
dirty	0.153	0.460	0.170	çirkli
disability	0.073	0.482	0.173	əlillik
disable	0.115	0.430	0.269	aradan buraxın
disabled	0.308	0.443	0.235	əlil
disadvantage	0.150	0.377	0.282	dezavantaj
disaffected	0.176	0.410	0.291	narazıdır
disagree	0.133	0.590	0.345	razı deyiləm
disagreeable	0.042	0.643	0.178	xoşagəlməz
disagreeing	0.255	0.643	0.350	razılaşmayan
disagreement	0.104	0.618	0.236	ixtilaf
disallow	0.156	0.519	0.424	icazə verməmək
disallowed	0.135	0.500	0.328	icazə verilmir
disapointment	0.104	0.418	0.231	məyusluq
disappear	0.143	0.441	0.350	yox olmaq
disappearance	0.214	0.698	0.367	yoxa çıxma
disappearing	0.167	0.427	0.379	yoxa çıxır
disappoint	0.150	0.633	0.288	məyus etmək
disappointed	0.071	0.472	0.241	məyus
disappointing	0.073	0.640	0.200	məyusedici
disappointment	0.115	0.490	0.336	məyusluq
disapproval	0.085	0.551	0.367	bəyənməmək
disapprove	0.160	0.594	0.445	bəyənməmək
disapproved	0.104	0.550	0.114	bəyənilmədi
disapproving	0.245	0.625	0.452	bəyənməmək
disarm	0.292	0.528	0.613	tərksilah
disarray	0.198	0.657	0.223	qarışıqlıq
disaster	0.082	0.892	0.433	fəlakət
disastrous	0.071	0.741	0.439	fəlakətli
disband	0.302	0.491	0.417	dağıtmaq
disbelief	0.188	0.409	0.373	inamsızlıq
disbelieve	0.188	0.441	0.352	inanmamaq
disburse	0.418	0.473	0.353	vermək
disbursement	0.240	0.443	0.435	ödənilməsi
disc	0.622	0.410	0.426	disk
discard	0.240	0.343	0.337	rədd etmək
discarded	0.229	0.460	0.308	atılır
discards	0.240	0.464	0.391	atır
discern	0.459	0.566	0.518	ayırd etmək
discernible	0.427	0.441	0.481	nəzərə çarpan
discerning	0.542	0.584	0.780	müdrik
discernment	0.408	0.471	0.694	idrak
discharge	0.427	0.538	0.578	boşalma
disciple	0.765	0.385	0.462	şagird
disciplinary	0.562	0.593	0.796	intizam
discipline	0.615	0.471	0.806	intizam
disciplined	0.728	0.450	0.750	intizamlı
disclaim	0.235	0.509	0.321	rədd etmək
disclaimer	0.367	0.571	0.542	imtina
disclose	0.490	0.570	0.545	açıqlamaq
disclosed	0.271	0.575	0.546	açıqlanıb
disclosure	0.500	0.615	0.710	açıqlama
disco	0.710	0.806	0.575	diskoteka
discoloration	0.224	0.373	0.414	rəngsizləşmə
discolored	0.204	0.340	0.269	rəngsizləşdi
discomfort	0.153	0.719	0.272	diskomfort
disconcerted	0.100	0.612	0.288	narahat oldu
disconcerting	0.106	0.549	0.269	narahatedici
disconnect	0.438	0.292	0.191	ayırın
disconnected	0.292	0.276	0.173	əlaqəsi kəsildi
disconnection	0.167	0.283	0.277	əlaqənin kəsilməsi
disconnects	0.256	0.357	0.241	ayırır
discontent	0.240	0.530	0.263	narazılıq
discontinuance	0.123	0.741	0.337	dayandırılması
discontinue	0.354	0.396	0.349	dayandırmaq
discontinuity	0.303	0.439	0.250	fasiləsizlik
discontinuous	0.233	0.409	0.316	fasiləsiz
discord	0.115	0.882	0.465	ixtilaf
discount	0.724	0.530	0.302	güzəşt
discounted	0.677	0.471	0.430	endirimli
discourage	0.184	0.443	0.267	ruhdan salmaq
discouraged	0.220	0.304	0.090	ruhdan düşdü
discouragement	0.112	0.319	0.206	ruhdan düşmə
discouraging	0.167	0.469	0.281	ruhdan salan
discourse	0.410	0.550	0.803	diskurs
discover	0.771	0.793	0.673	kəşf etmək
discovery	0.823	0.627	0.814	kəşf
discredit	0.075	0.529	0.355	nüfuzdan salmaq
discredited	0.112	0.491	0.182	nüfuzdan saldı
discreet	0.552	0.216	0.532	təmkinli
discrepancy	0.260	0.643	0.417	uyğunsuzluq
discrete	0.585	0.231	0.429	diskret
discretion	0.552	0.320	0.685	mülahizə
discretionary	0.520	0.365	0.446	ixtiyari
discriminate	0.125	0.761	0.366	ayrı-seçkilik etmək
discriminating	0.160	0.783	0.462	ayrı-seçkilik
discrimination	0.051	0.724	0.379	ayrı-seçkilik
discus	0.542	0.423	0.343	disk
discuss	0.396	0.769	0.509	müzakirə etmək
discussion	0.333	0.842	0.536	müzakirə
disdain	0.153	0.446	0.441	nifrət etmək
disdainful	0.097	0.480	0.263	mənfur
disease	0.041	0.539	0.333	xəstəlik
diseased	0.123	0.510	0.134	xəstə
disembodied	0.167	0.620	0.412	cisimsiz
disengage	0.406	0.529	0.304	ayırmaq
disengagement	0.327	0.373	0.395	ayrılma
disfigured	0.153	0.613	0.336	eybəcərləşdi
disgrace	0.061	0.531	0.331	biabırçılıq
disgraced	0.071	0.661	0.250	rüsvay oldu
disgraceful	0.082	0.702	0.240	biabırçı
disgruntled	0.104	0.658	0.442	narazı
disguise	0.573	0.694	0.431	maskalamaq
disguised	0.500	0.615	0.326	maskalanmış
disgust	0.052	0.775	0.317	ikrah
disgusted	0.051	0.773	0.274	iyrəndi
disgusting	0.031	0.796	0.245	iyrənc
dish	0.552	0.255	0.264	qab
disheartened	0.153	0.343	0.238	ruhdan düşmüş
disheartening	0.010	0.353	0.224	məyusedici
dishonest	0.191	0.491	0.163	vicdansız
dishonesty	0.094	0.592	0.348	vicdansızlıq
dishonor	0.104	0.620	0.185	şərəfsizlik
dishonorable	0.112	0.641	0.280	şərəfsiz
dishwasher	0.480	0.296	0.324	Qabyuyan maşın
disillusionment	0.051	0.519	0.190	xəyal qırıqlığı
disinclination	0.125	0.491	0.330	meylsizlik
disincline	0.458	0.454	0.278	meylsizlik
disinclined	0.385	0.442	0.364	meylsiz
disinfect	0.448	0.388	0.648	dezinfeksiya etmək
disinfectant	0.531	0.429	0.460	dezinfeksiyaedici
disinfection	0.517	0.556	0.473	dezinfeksiya
disinformation	0.230	0.577	0.260	dezinformasiya
disingenuous	0.194	0.509	0.204	vicdansız
disintegrate	0.143	0.660	0.364	parçalanmaq
disintegration	0.094	0.551	0.381	parçalanma
disinterested	0.398	0.284	0.392	maraqsız
disjoint	0.351	0.385	0.322	ayrı-ayrılıqda
disjointed	0.323	0.518	0.365	ayrılmış
disjunctive	0.286	0.481	0.400	disjunktiv
disk	0.573	0.423	0.412	disk
diskette	0.531	0.255	0.391	disket
dislike	0.156	0.406	0.321	bəyənməmək
disliked	0.062	0.510	0.221	bəyənmədi
disliking	0.163	0.637	0.366	bəyənməmək
dislocated	0.125	0.625	0.200	yerindən çıxmışdır
dislocation	0.229	0.565	0.373	dislokasiya
dislodge	0.214	0.769	0.356	yerindən çıxarmaq
disloyal	0.062	0.582	0.245	vəfasız
disloyalty	0.187	0.716	0.267	vəfasızlıq
dismal	0.194	0.450	0.192	məyus
dismantle	0.347	0.644	0.462	sökmək
dismay	0.314	0.681	0.459	qorxu
dismayed	0.165	0.735	0.389	qorxdu
dismemberment	0.104	0.860	0.470	parçalanma
dismiss	0.167	0.541	0.509	işdən çıxarmaq
dismissal	0.153	0.723	0.271	işdən çıxarılma
dismissive	0.188	0.541	0.430	rədd edən
dismount	0.361	0.423	0.391	endirmək
disobedience	0.051	0.868	0.369	itaətsizlik
disobedient	0.276	0.706	0.353	itaətsiz
disobey	0.143	0.556	0.491	tabe olmamaq
disorder	0.115	0.816	0.218	pozğunluq
disordered	0.210	0.714	0.288	nizamsız
disorderly	0.188	0.748	0.385	nizamsız
disorganized	0.052	0.507	0.184	nizamsız
disorientation	0.163	0.472	0.212	disorientasiya
disoriented	0.227	0.643	0.227	yönünü itirmiş
disown	0.153	0.637	0.368	inkar etmək
disparage	0.092	0.663	0.336	aşağılamaq
disparaging	0.102	0.626	0.411	aşağılayan
disparate	0.438	0.500	0.368	fərqli
disparity	0.208	0.482	0.361	uyğunsuzluq
dispassionate	0.199	0.217	0.218	qərəzsiz
dispatch	0.317	0.417	0.555	göndərmək
dispatcher	0.365	0.704	0.652	dispetçer
dispel	0.388	0.402	0.411	dağıtmaq
dispensary	0.406	0.380	0.606	dispanser
dispensation	0.388	0.462	0.490	dispensasiya
dispense	0.561	0.520	0.518	paylamaq
dispenser	0.583	0.392	0.470	dispenser
dispersal	0.388	0.507	0.421	dağılma
disperse	0.375	0.569	0.434	dağıtmaq
dispersed	0.344	0.490	0.274	dağıldı
dispersion	0.270	0.604	0.350	dispersiya
dispirited	0.204	0.280	0.142	ruhdan düşmüş
displace	0.424	0.541	0.454	köçürmək
displaced	0.281	0.472	0.291	köçkün
displacement	0.276	0.531	0.481	yerdəyişmə
displacency	0.500	0.528	0.642	yerdəyişmə
display	0.677	0.325	0.400	göstərin
displease	0.021	0.702	0.286	narazı salmaq
displeased	0.135	0.690	0.400	narazı
displeasure	0.115	0.559	0.250	narazılıq
disposable	0.271	0.439	0.250	birdəfəlik
disposal	0.135	0.608	0.396	sərəncam
dispose	0.548	0.538	0.559	sərəncam vermək
disposed	0.688	0.441	0.625	xaric edilmişdir
disposition	0.663	0.542	0.734	meyl
dispossessed	0.354	0.577	0.331	sahibsiz
disprove	0.375	0.625	0.613	təkzib etmək
dispute	0.219	0.750	0.585	münaqişə
disqualification	0.066	0.677	0.330	diskvalifikasiya
disqualified	0.129	0.464	0.232	diskvalifikasiya edilib
disqualify	0.208	0.595	0.267	diskvalifikasiya etmək
disquieted	0.229	0.850	0.290	narahat
disregard	0.177	0.647	0.308	etinasızlıq
disregarded	0.260	0.458	0.283	nəzərə alınmadı
disrelish	0.375	0.471	0.304	rəzil
disreputable	0.104	0.688	0.353	nüfuzsuz
disrepute	0.208	0.630	0.292	nüfuzdan salmaq
disrespect	0.062	0.637	0.302	hörmətsizlik
disrespectful	0.031	0.694	0.273	hörmətsiz
disrupt	0.265	0.640	0.349	pozmaq
disrupting	0.186	0.557	0.339	pozan
disruption	0.235	0.735	0.436	pozulması
disruptive	0.255	0.755	0.575	pozucu
dissatisfaction	0.115	0.663	0.202	narazılıq
dissatisfied	0.042	0.561	0.291	narazı
dissect	0.367	0.750	0.595	parçalamaq
dissection	0.276	0.632	0.462	parçalanma
disseminate	0.562	0.608	0.750	yaymaq
dissemination	0.476	0.551	0.583	yayılması
dissension	0.250	0.618	0.414	ixtilaf
dissent	0.300	0.655	0.407	müxalif
dissenting	0.208	0.552	0.366	müxalif
dissertation	0.312	0.575	0.575	dissertasiya
disservice	0.250	0.794	0.480	pis xidmət
dissident	0.350	0.582	0.413	dissident
dissimilar	0.276	0.461	0.472	bənzərsiz
dissipate	0.385	0.368	0.355	dağıtmaq
dissipated	0.281	0.421	0.231	dağıldı
dissociation	0.135	0.555	0.471	dissosiasiya
dissociative	0.281	0.615	0.397	dissosiativ
dissolution	0.204	0.464	0.349	əriməsi
dissolve	0.271	0.490	0.410	həll etmək
dissonance	0.173	0.471	0.336	dissonans
dissuade	0.482	0.500	0.350	fikrindən daşındırmaq
distal	0.410	0.401	0.438	distal
distance	0.233	0.317	0.418	məsafə
distant	0.229	0.324	0.269	uzaq
distaste	0.184	0.625	0.370	iyrənclik
distasteful	0.264	0.676	0.222	zövqsüz
distillate	0.500	0.347	0.382	distillə etmək
distillation	0.396	0.436	0.575	distillə
distilled	0.427	0.573	0.500	distillə edilmiş
distinct	0.542	0.578	0.509	fərqli
distinction	0.584	0.571	0.750	fərq
distinctive	0.885	0.520	0.604	fərqləndirici
distinguish	0.675	0.471	0.600	fərqləndirmək
distinguishable	0.635	0.530	0.727	fərqləndirən
distinguished	0.823	0.593	0.759	seçilib
distinguishing	0.622	0.363	0.640	fərqləndirən
distort	0.100	0.740	0.366	təhrif etmək
distorted	0.250	0.521	0.280	təhrif edilmişdir
distortion	0.299	0.570	0.380	təhrif
distract	0.241	0.609	0.336	yayındırmaq
distracted	0.194	0.392	0.213	diqqəti yayındırdı
distracting	0.445	0.583	0.400	yayındıran
distraction	0.402	0.557	0.390	yayındırma
distraught	0.115	0.903	0.264	pərişan
distress	0.073	0.840	0.396	sıxıntı
distressed	0.143	0.771	0.324	sıxıntılı
distressing	0.075	0.750	0.375	sıxıcı
distribute	0.643	0.596	0.709	yaymaq
distribution	0.635	0.548	0.788	paylanması
distributor	0.702	0.447	0.718	distribyutor
district	0.438	0.327	0.660	rayon
distrust	0.060	0.670	0.276	inamsızlıq
disturb	0.175	0.760	0.481	narahat et
disturbance	0.146	0.907	0.404	narahatlıq
disturbed	0.125	0.870	0.305	narahat etdi
disturbing	0.146	0.792	0.439	narahat edici
disuse	0.229	0.229	0.202	istifadə etməmək
disused	0.250	0.302	0.186	istifadəsiz
ditch	0.357	0.364	0.322	xəndək
ditto	0.449	0.418	0.411	belə
ditty	0.470	0.433	0.334	pis
diurnal	0.714	0.296	0.443	gündəlik
diva	0.660	0.657	0.596	diva
divan	0.750	0.202	0.262	divan
dive	0.583	0.531	0.500	dalış
diver	0.594	0.520	0.564	dalğıc
diverge	0.375	0.657	0.520	ayrılmaq
divergence	0.429	0.615	0.687	fərqlilik
divergent	0.449	0.660	0.587	fərqli
diverging	0.417	0.613	0.573	ayrılan
divers	0.583	0.580	0.602	dalğıclar
diverse	0.562	0.519	0.604	müxtəlif
diversified	0.602	0.538	0.549	şaxələndirilmiş
diversify	0.656	0.588	0.464	şaxələndirmək
diversion	0.740	0.821	0.714	təxribat
diversionary	0.551	0.587	0.300	təxribatçı
diversity	0.806	0.472	0.711	müxtəliflik
divert	0.344	0.622	0.407	yönləndirmək
diverting	0.396	0.571	0.537	yönləndirici
divest	0.365	0.547	0.424	əldən vermək
divested	0.333	0.449	0.311	ayrıldı
divestment	0.302	0.509	0.382	investisiya
divide	0.333	0.520	0.417	bölmək
divided	0.271	0.623	0.391	bölünür
dividend	0.583	0.491	0.566	dividend
divination	0.500	0.650	0.545	falçılıq
divine	0.918	0.571	0.885	ilahi
divinity	0.896	0.559	0.774	ilahilik
divisible	0.323	0.462	0.411	bölünə bilən
division	0.370	0.481	0.472	bölmə
divisor	0.344	0.517	0.455	bölən
divorce	0.042	0.700	0.385	boşanma
divorcee	0.153	0.610	0.481	boşanan
divulge	0.531	0.718	0.467	ifşa etmək
divvy	0.351	0.462	0.429	divvy
dizziness	0.229	0.555	0.254	başgicəllənmə
dizzy	0.199	0.582	0.193	başgicəllənmə
do	0.670	0.548	0.536	et
doable	0.760	0.404	0.675	edilə bilən
doc	0.458	0.317	0.392	dok
docile	0.604	0.259	0.264	itaətkar
dock	0.490	0.409	0.481	dok
docked	0.281	0.754	0.398	docked
docket	0.505	0.509	0.607	docket
docking	0.354	0.596	0.587	docking
doctor	0.700	0.531	0.861	həkim
doctorate	0.776	0.479	0.841	doktorantura
doctrinal	0.510	0.373	0.673	doktrinal
doctrine	0.500	0.394	0.769	Doktrina
document	0.594	0.240	0.667	sənəd
documentary	0.622	0.213	0.596	sənədli
documentation	0.719	0.290	0.667	sənədlər
documents	0.530	0.250	0.587	sənədlər
dodge	0.333	0.760	0.509	yayınmaq
dodger	0.427	0.454	0.490	qaçan
dodging	0.396	0.654	0.382	yayınmaq
dodgy	0.281	0.510	0.254	axmaq
dodo	0.438	0.306	0.353	dodo
doe	0.550	0.336	0.336	doe
doer	0.724	0.550	0.728	edən
dog	0.704	0.500	0.407	it
dogface	0.219	0.470	0.264	it üzü
dogged	0.255	0.750	0.594	inadkar
doggy	0.646	0.491	0.404	it
doghouse	0.438	0.417	0.340	it evi
dogma	0.530	0.460	0.719	dogma
dogmatic	0.448	0.520	0.654	dogmatik
dogsick	0.571	0.490	0.377	it xəstəsi
