English Word	Valence	Arousal	Dominance	Icelandic Word
diabetic	0.125	0.269	0.237	sykursýki
diabolical	0.102	0.912	0.456	djöfullegur
diagnose	0.378	0.520	0.714	greina
diagnosis	0.571	0.500	0.819	greiningu
diagnostic	0.417	0.483	0.635	greiningar
diagnostics	0.540	0.440	0.750	greiningar
diagonal	0.500	0.343	0.410	ská
diagram	0.562	0.357	0.445	skýringarmynd
dial	0.620	0.427	0.596	skífunni
dialect	0.635	0.422	0.526	mállýskur
dialectic	0.510	0.540	0.638	díalektík
dialogue	0.599	0.441	0.625	samtal
dialysis	0.194	0.567	0.407	skilun
diameter	0.427	0.298	0.483	þvermál
diamond	0.910	0.606	0.769	demantur
diamonds	0.927	0.684	0.917	demöntum
diaper	0.409	0.274	0.155	bleiu
diaphragm	0.459	0.337	0.517	þind
diarrhea	0.092	0.684	0.143	niðurgangur
diarrhoea	0.038	0.692	0.250	niðurgangur
diary	0.698	0.292	0.464	dagbók
diatribe	0.354	0.569	0.409	svívirðing
dib	0.479	0.370	0.344	dib
dibs	0.510	0.410	0.391	dibs
dice	0.458	0.441	0.264	teningum
dicey	0.290	0.833	0.727	dásamlegur
dichotomous	0.365	0.452	0.538	tvískiptur
dichotomy	0.323	0.482	0.483	tvískiptingu
dick	0.208	0.500	0.462	pikk
dickhead	0.115	0.608	0.284	skíthæll
dicks	0.310	0.694	0.358	pikkar
dictate	0.480	0.423	0.668	fyrirskipa
dictation	0.255	0.378	0.627	einræði
dictator	0.073	0.760	0.862	einræðisherra
dictatorial	0.204	0.770	0.840	einræðisherra
dictatorship	0.082	0.806	0.784	einræði
diction	0.439	0.373	0.679	orðatiltæki
dictionary	0.620	0.250	0.598	orðabók
dictum	0.385	0.510	0.528	fyrirmæli
didactic	0.645	0.480	0.673	kennslufræði
diddle	0.429	0.566	0.393	díla
die	0.031	0.765	0.259	deyja
died	0.021	0.650	0.327	dó
diesel	0.490	0.327	0.448	dísel
diet	0.429	0.235	0.398	mataræði
dietary	0.551	0.220	0.261	mataræði
differ	0.230	0.398	0.396	mismunandi
difference	0.474	0.560	0.483	munur
differences	0.365	0.582	0.342	munur
different	0.612	0.394	0.473	öðruvísi
differential	0.520	0.378	0.535	mismunadrif
differentiation	0.367	0.561	0.535	aðgreining
differently	0.480	0.431	0.506	öðruvísi
differing	0.418	0.410	0.455	mismunandi
difficult	0.235	0.700	0.508	erfitt
difficulties	0.082	0.784	0.357	erfiðleikar
difficulty	0.079	0.740	0.368	erfiðleikar
diffuse	0.430	0.431	0.321	dreifður
diffusion	0.356	0.615	0.517	dreifing
dig	0.367	0.585	0.637	grafa
digest	0.720	0.413	0.483	melta
digestion	0.531	0.410	0.455	melting
digestive	0.542	0.413	0.434	meltingarvegi
digit	0.447	0.286	0.333	tölustafur
digital	0.740	0.382	0.529	stafrænt
dignified	0.766	0.481	0.635	virðulegur
dignify	0.854	0.588	0.735	virða
dignity	0.844	0.391	0.873	reisn
digress	0.271	0.625	0.411	víkja
digs	0.448	0.670	0.635	grafir
dike	0.360	0.384	0.490	díki
dilapidated	0.229	0.618	0.286	niðurnídd
dilatation	0.385	0.574	0.368	útvíkkun
dilation	0.347	0.490	0.578	útvíkkun
dildo	0.536	0.587	0.491	dildó
dilemma	0.153	0.590	0.430	vandamál
diligence	0.688	0.423	0.700	dugnaður
diligent	0.760	0.426	0.759	duglegir
dill	0.427	0.360	0.373	dill
diluent	0.417	0.344	0.332	þynningarefni
dilute	0.275	0.192	0.349	þynna út
diluted	0.469	0.310	0.229	þynnt út
dilution	0.445	0.337	0.352	þynningu
dim	0.398	0.321	0.273	dimma
dime	0.653	0.317	0.345	dime
dimension	0.592	0.415	0.627	vídd
dimensional	0.561	0.484	0.596	víddar
diminish	0.240	0.357	0.167	minnka
diminished	0.156	0.269	0.196	minnkað
diminution	0.316	0.296	0.245	minnkun
diminutive	0.323	0.200	0.109	smærri
dimwit	0.255	0.459	0.175	fáviti
din	0.440	0.417	0.398	djöfull
dine	0.821	0.519	0.478	borða
diner	0.643	0.302	0.538	matsölustaður
dinghy	0.510	0.269	0.325	bátur
dingo	0.608	0.472	0.346	dingó
dingy	0.156	0.483	0.343	drullusama
dining	0.724	0.350	0.459	borðstofu
dinky	0.357	0.451	0.358	dinky
dinner	0.823	0.392	0.379	kvöldmatur
dinnertime	0.796	0.406	0.341	kvöldmatartími
dinosaur	0.448	0.630	0.596	risaeðla
dint	0.378	0.480	0.492	ekki
diocesan	0.520	0.283	0.518	biskupsdæmi
diocese	0.510	0.288	0.575	biskupsdæmi
diorama	0.592	0.441	0.462	diorama
dioxide	0.354	0.433	0.456	díoxíð
dip	0.516	0.583	0.397	dýfa
diploma	0.750	0.462	0.731	prófskírteini
diplomacy	0.740	0.396	0.774	erindrekstri
diplomat	0.563	0.262	0.868	diplómat
diplomatic	0.653	0.363	0.918	diplómatísk
dipper	0.548	0.361	0.348	dýfa
dippy	0.430	0.402	0.340	dýfu
dipstick	0.365	0.312	0.316	mælistiku
dire	0.214	0.660	0.259	skelfilegt
direct	0.793	0.403	0.650	beint
directed	0.542	0.490	0.541	leikstýrt
direction	0.719	0.330	0.684	átt
directive	0.604	0.530	0.918	tilskipun
directly	0.747	0.400	0.702	Beint
director	0.688	0.580	0.912	leikstjóri
directory	0.439	0.413	0.538	Skrá
dirt	0.112	0.500	0.236	óhreinindi
dirty	0.153	0.460	0.170	skítugur
disability	0.073	0.482	0.173	fötlun
disable	0.115	0.430	0.269	slökkva
disabled	0.308	0.443	0.235	fatlaður
disadvantage	0.150	0.377	0.282	ókostur
disaffected	0.176	0.410	0.291	óánægður
disagree	0.133	0.590	0.345	ósammála
disagreeable	0.042	0.643	0.178	óþægilegt
disagreeing	0.255	0.643	0.350	ósammála
disagreement	0.104	0.618	0.236	ágreiningur
disallow	0.156	0.519	0.424	banna
disallowed	0.135	0.500	0.328	óheimilt
disapointment	0.104	0.418	0.231	vonbrigði
disappear	0.143	0.441	0.350	hverfa
disappearance	0.214	0.698	0.367	hvarf
disappearing	0.167	0.427	0.379	að hverfa
disappoint	0.150	0.633	0.288	vonbrigði
disappointed	0.071	0.472	0.241	vonsvikinn
disappointing	0.073	0.640	0.200	vonbrigðum
disappointment	0.115	0.490	0.336	vonbrigði
disapproval	0.085	0.551	0.367	vanþóknun
disapprove	0.160	0.594	0.445	hafna
disapproved	0.104	0.550	0.114	hafnað
disapproving	0.245	0.625	0.452	afþakka
disarm	0.292	0.528	0.613	afvopnast
disarray	0.198	0.657	0.223	óreiðu
disaster	0.082	0.892	0.433	hörmung
disastrous	0.071	0.741	0.439	hörmulegt
disband	0.302	0.491	0.417	leysa upp
disbelief	0.188	0.409	0.373	vantrú
disbelieve	0.188	0.441	0.352	vantrúa
disburse	0.418	0.473	0.353	greiða út
disbursement	0.240	0.443	0.435	útborgun
disc	0.622	0.410	0.426	diskur
discard	0.240	0.343	0.337	henda
discarded	0.229	0.460	0.308	fargað
discards	0.240	0.464	0.391	brottkast
discern	0.459	0.566	0.518	greina
discernible	0.427	0.441	0.481	greinanlegt
discerning	0.542	0.584	0.780	hygginn
discernment	0.408	0.471	0.694	dómgreind
discharge	0.427	0.538	0.578	útskrift
disciple	0.765	0.385	0.462	lærisveinn
disciplinary	0.562	0.593	0.796	aga
discipline	0.615	0.471	0.806	aga
disciplined	0.728	0.450	0.750	agaður
disclaim	0.235	0.509	0.321	afneita
disclaimer	0.367	0.571	0.542	fyrirvari
disclose	0.490	0.570	0.545	upplýsa
disclosed	0.271	0.575	0.546	upplýst
disclosure	0.500	0.615	0.710	upplýsingagjöf
disco	0.710	0.806	0.575	diskó
discoloration	0.224	0.373	0.414	aflitun
discolored	0.204	0.340	0.269	mislitað
discomfort	0.153	0.719	0.272	óþægindi
disconcerted	0.100	0.612	0.288	órólegur
disconcerting	0.106	0.549	0.269	truflandi
disconnect	0.438	0.292	0.191	aftengjast
disconnected	0.292	0.276	0.173	ótengdur
disconnection	0.167	0.283	0.277	sambandsleysi
disconnects	0.256	0.357	0.241	aftengir
discontent	0.240	0.530	0.263	óánægju
discontinuance	0.123	0.741	0.337	hætt
discontinue	0.354	0.396	0.349	hætta
discontinuity	0.303	0.439	0.250	ósamfellu
discontinuous	0.233	0.409	0.316	ósamfellt
discord	0.115	0.882	0.465	ósætti
discount	0.724	0.530	0.302	afsláttur
discounted	0.677	0.471	0.430	afsláttur
discourage	0.184	0.443	0.267	draga kjark úr
discouraged	0.220	0.304	0.090	hugfallast
discouragement	0.112	0.319	0.206	kjarkleysi
discouraging	0.167	0.469	0.281	letjandi
discourse	0.410	0.550	0.803	orðræðu
discover	0.771	0.793	0.673	uppgötva
discovery	0.823	0.627	0.814	uppgötvun
discredit	0.075	0.529	0.355	vanvirða
discredited	0.112	0.491	0.182	vanvirtur
discreet	0.552	0.216	0.532	næði
discrepancy	0.260	0.643	0.417	misræmi
discrete	0.585	0.231	0.429	stakur
discretion	0.552	0.320	0.685	geðþótta
discretionary	0.520	0.365	0.446	geðþótta
discriminate	0.125	0.761	0.366	mismuna
discriminating	0.160	0.783	0.462	mismunun
discrimination	0.051	0.724	0.379	mismunun
discus	0.542	0.423	0.343	diskus
discuss	0.396	0.769	0.509	ræða
discussion	0.333	0.842	0.536	umræðu
disdain	0.153	0.446	0.441	fyrirlitningu
disdainful	0.097	0.480	0.263	fyrirlitlegt
disease	0.041	0.539	0.333	sjúkdómur
diseased	0.123	0.510	0.134	sjúkur
disembodied	0.167	0.620	0.412	líkamslaus
disengage	0.406	0.529	0.304	aftengjast
disengagement	0.327	0.373	0.395	afskipti
disfigured	0.153	0.613	0.336	afmyndaður
disgrace	0.061	0.531	0.331	svívirðing
disgraced	0.071	0.661	0.250	til skammar
disgraceful	0.082	0.702	0.240	svívirðilegt
disgruntled	0.104	0.658	0.442	óánægður
disguise	0.573	0.694	0.431	dulargervi
disguised	0.500	0.615	0.326	dulbúnir
disgust	0.052	0.775	0.317	viðbjóð
disgusted	0.051	0.773	0.274	viðbjóðslegur
disgusting	0.031	0.796	0.245	ógeðslegt
dish	0.552	0.255	0.264	fat
disheartened	0.153	0.343	0.238	vonsvikinn
disheartening	0.010	0.353	0.224	niðurdrepandi
dishonest	0.191	0.491	0.163	óheiðarlegur
dishonesty	0.094	0.592	0.348	óheiðarleika
dishonor	0.104	0.620	0.185	vanvirðu
dishonorable	0.112	0.641	0.280	óheiðarlegur
dishwasher	0.480	0.296	0.324	Uppþvottavél
disillusionment	0.051	0.519	0.190	vonbrigði
disinclination	0.125	0.491	0.330	óbilgirni
disincline	0.458	0.454	0.278	óbilgirni
disinclined	0.385	0.442	0.364	hneigðist
disinfect	0.448	0.388	0.648	sótthreinsa
disinfectant	0.531	0.429	0.460	sótthreinsiefni
disinfection	0.517	0.556	0.473	sótthreinsun
disinformation	0.230	0.577	0.260	óupplýsingar
disingenuous	0.194	0.509	0.204	ósanngjarnt
disintegrate	0.143	0.660	0.364	sundrast
disintegration	0.094	0.551	0.381	upplausn
disinterested	0.398	0.284	0.392	áhugalaus
disjoint	0.351	0.385	0.322	sundurlaus
disjointed	0.323	0.518	0.365	sundurlaus
disjunctive	0.286	0.481	0.400	sundurliðun
disk	0.573	0.423	0.412	diskur
diskette	0.531	0.255	0.391	diskur
dislike	0.156	0.406	0.321	mislíkar
disliked	0.062	0.510	0.221	mislíkaði
disliking	0.163	0.637	0.366	mislíkar
dislocated	0.125	0.625	0.200	farið úr liði
dislocation	0.229	0.565	0.373	liðskipti
dislodge	0.214	0.769	0.356	losa sig
disloyal	0.062	0.582	0.245	óhollustu
disloyalty	0.187	0.716	0.267	óhollustu
dismal	0.194	0.450	0.192	dapurlegt
dismantle	0.347	0.644	0.462	taka í sundur
dismay	0.314	0.681	0.459	óánægju
dismayed	0.165	0.735	0.389	hneykslaður
dismemberment	0.104	0.860	0.470	sundurliðun
dismiss	0.167	0.541	0.509	vísa frá
dismissal	0.153	0.723	0.271	uppsögn
dismissive	0.188	0.541	0.430	frávísandi
dismount	0.361	0.423	0.391	stíga niður
disobedience	0.051	0.868	0.369	óhlýðni
disobedient	0.276	0.706	0.353	óhlýðinn
disobey	0.143	0.556	0.491	óhlýðnast
disorder	0.115	0.816	0.218	röskun
disordered	0.210	0.714	0.288	óreglu
disorderly	0.188	0.748	0.385	óreglulega
disorganized	0.052	0.507	0.184	óskipulagt
disorientation	0.163	0.472	0.212	stefnuleysi
disoriented	0.227	0.643	0.227	stefnuleysi
disown	0.153	0.637	0.368	afneita
disparage	0.092	0.663	0.336	lítilsvirðing
disparaging	0.102	0.626	0.411	niðrandi
disparate	0.438	0.500	0.368	ólíkar
disparity	0.208	0.482	0.361	misræmi
dispassionate	0.199	0.217	0.218	ástríðufullur
dispatch	0.317	0.417	0.555	sendingu
dispatcher	0.365	0.704	0.652	sendandi
dispel	0.388	0.402	0.411	eyða
dispensary	0.406	0.380	0.606	afgreiðslustofu
dispensation	0.388	0.462	0.490	afgreiðslu
dispense	0.561	0.520	0.518	afgreiða
dispenser	0.583	0.392	0.470	skammtari
dispersal	0.388	0.507	0.421	dreifingu
disperse	0.375	0.569	0.434	dreifa
dispersed	0.344	0.490	0.274	dreift
dispersion	0.270	0.604	0.350	dreifingu
dispirited	0.204	0.280	0.142	niðurdreginn
displace	0.424	0.541	0.454	færa til
displaced	0.281	0.472	0.291	á flótta
displacement	0.276	0.531	0.481	tilfærslu
displacency	0.500	0.528	0.642	tilfærslu
display	0.677	0.325	0.400	sýna
displease	0.021	0.702	0.286	óánægja
displeased	0.135	0.690	0.400	óánægður
displeasure	0.115	0.559	0.250	óánægju
disposable	0.271	0.439	0.250	einnota
disposal	0.135	0.608	0.396	förgun
dispose	0.548	0.538	0.559	farga
disposed	0.688	0.441	0.625	fargað
disposition	0.663	0.542	0.734	ráðstöfun
dispossessed	0.354	0.577	0.331	ráðstafað
disprove	0.375	0.625	0.613	afsanna
dispute	0.219	0.750	0.585	ágreiningur
disqualification	0.066	0.677	0.330	vanhæfi
disqualified	0.129	0.464	0.232	vanhæfur
disqualify	0.208	0.595	0.267	vanhæfa
disquieted	0.229	0.850	0.290	órólegur
disregard	0.177	0.647	0.308	lítilsvirðing
disregarded	0.260	0.458	0.283	virt að vettugi
disrelish	0.375	0.471	0.304	ógleði
disreputable	0.104	0.688	0.353	óvirtur
disrepute	0.208	0.630	0.292	vanvirða
disrespect	0.062	0.637	0.302	virðingarleysi
disrespectful	0.031	0.694	0.273	virðingarleysi
disrupt	0.265	0.640	0.349	trufla
disrupting	0.186	0.557	0.339	trufla
disruption	0.235	0.735	0.436	truflun
disruptive	0.255	0.755	0.575	truflandi
dissatisfaction	0.115	0.663	0.202	óánægju
dissatisfied	0.042	0.561	0.291	óánægður
dissect	0.367	0.750	0.595	kryfja
dissection	0.276	0.632	0.462	krufning
disseminate	0.562	0.608	0.750	dreifa
dissemination	0.476	0.551	0.583	miðlun
dissension	0.250	0.618	0.414	ágreiningur
dissent	0.300	0.655	0.407	andóf
dissenting	0.208	0.552	0.366	ágreiningur
dissertation	0.312	0.575	0.575	ritgerð
disservice	0.250	0.794	0.480	vanþóknun
dissident	0.350	0.582	0.413	andófsmaður
dissimilar	0.276	0.461	0.472	ólíkar
dissipate	0.385	0.368	0.355	dreifist
dissipated	0.281	0.421	0.231	dreifðist
dissociation	0.135	0.555	0.471	sundrungu
dissociative	0.281	0.615	0.397	sundrandi
dissolution	0.204	0.464	0.349	upplausn
dissolve	0.271	0.490	0.410	leysast upp
dissonance	0.173	0.471	0.336	ósamræmi
dissuade	0.482	0.500	0.350	letja
distal	0.410	0.401	0.438	fjarlægur
distance	0.233	0.317	0.418	fjarlægð
distant	0.229	0.324	0.269	fjarlæg
distaste	0.184	0.625	0.370	ósmekklegt
distasteful	0.264	0.676	0.222	ósmekklegt
distillate	0.500	0.347	0.382	eimað
distillation	0.396	0.436	0.575	eimingu
distilled	0.427	0.573	0.500	eimað
distinct	0.542	0.578	0.509	greinilegur
distinction	0.584	0.571	0.750	greinarmun
distinctive	0.885	0.520	0.604	sérkennilegur
distinguish	0.675	0.471	0.600	greina á milli
distinguishable	0.635	0.530	0.727	aðgreinanlegur
distinguished	0.823	0.593	0.759	aðgreindur
distinguishing	0.622	0.363	0.640	aðgreina
distort	0.100	0.740	0.366	brenglast
distorted	0.250	0.521	0.280	brenglast
distortion	0.299	0.570	0.380	brenglun
distract	0.241	0.609	0.336	afvegaleiða
distracted	0.194	0.392	0.213	Annars hugar
distracting	0.445	0.583	0.400	truflandi
distraction	0.402	0.557	0.390	truflun
distraught	0.115	0.903	0.264	órólegur
distress	0.073	0.840	0.396	neyð
distressed	0.143	0.771	0.324	í uppnámi
distressing	0.075	0.750	0.375	átakanlegt
distribute	0.643	0.596	0.709	dreifa
distribution	0.635	0.548	0.788	dreifingu
distributor	0.702	0.447	0.718	dreifingaraðili
district	0.438	0.327	0.660	Umdæmi
distrust	0.060	0.670	0.276	vantraust
disturb	0.175	0.760	0.481	trufla
disturbance	0.146	0.907	0.404	truflun
disturbed	0.125	0.870	0.305	truflað
disturbing	0.146	0.792	0.439	truflandi
disuse	0.229	0.229	0.202	ónotkun
disused	0.250	0.302	0.186	ónýtt
ditch	0.357	0.364	0.322	skurði
ditto	0.449	0.418	0.411	sama sinnis
ditty	0.470	0.433	0.334	djöfull
diurnal	0.714	0.296	0.443	daglegt
diva	0.660	0.657	0.596	díva
divan	0.750	0.202	0.262	dívan
dive	0.583	0.531	0.500	dífa
diver	0.594	0.520	0.564	kafari
diverge	0.375	0.657	0.520	víkja
divergence	0.429	0.615	0.687	sundurleitni
divergent	0.449	0.660	0.587	ólíkar
diverging	0.417	0.613	0.573	misvísandi
divers	0.583	0.580	0.602	kafara
diverse	0.562	0.519	0.604	fjölbreytt
diversified	0.602	0.538	0.549	fjölbreytt
diversify	0.656	0.588	0.464	auka fjölbreytni
diversion	0.740	0.821	0.714	frávísun
diversionary	0.551	0.587	0.300	afleiðing
diversity	0.806	0.472	0.711	fjölbreytileika
divert	0.344	0.622	0.407	flytja
diverting	0.396	0.571	0.537	flytja
divest	0.365	0.547	0.424	afsala sér
divested	0.333	0.449	0.311	selt
divestment	0.302	0.509	0.382	sölu
divide	0.333	0.520	0.417	skipta
divided	0.271	0.623	0.391	skipt
dividend	0.583	0.491	0.566	arður
divination	0.500	0.650	0.545	spádómar
divine	0.918	0.571	0.885	guðdómlega
divinity	0.896	0.559	0.774	guðdómleika
divisible	0.323	0.462	0.411	deilanleg
division	0.370	0.481	0.472	deild
divisor	0.344	0.517	0.455	deilir
divorce	0.042	0.700	0.385	skilnað
divorcee	0.153	0.610	0.481	fráskilinn
divulge	0.531	0.718	0.467	upplýsa
divvy	0.351	0.462	0.429	deild
dizziness	0.229	0.555	0.254	svima
dizzy	0.199	0.582	0.193	svima
do	0.670	0.548	0.536	gera
doable	0.760	0.404	0.675	framkvæmanlegt
doc	0.458	0.317	0.392	doc
docile	0.604	0.259	0.264	þægur
dock	0.490	0.409	0.481	bryggju
docked	0.281	0.754	0.398	lagður að bryggju
docket	0.505	0.509	0.607	skjalaskrá
docking	0.354	0.596	0.587	bryggju
doctor	0.700	0.531	0.861	lækni
doctorate	0.776	0.479	0.841	doktorsgráðu
doctrinal	0.510	0.373	0.673	kenningarleg
doctrine	0.500	0.394	0.769	kenningu
document	0.594	0.240	0.667	skjal
documentary	0.622	0.213	0.596	heimildarmynd
documentation	0.719	0.290	0.667	skjöl
documents	0.530	0.250	0.587	skjöl
dodge	0.333	0.760	0.509	forðast
dodger	0.427	0.454	0.490	víking
dodging	0.396	0.654	0.382	forðast
dodgy	0.281	0.510	0.254	dónalegur
dodo	0.438	0.306	0.353	dodo
doe	0.550	0.336	0.336	doe
doer	0.724	0.550	0.728	gerandi
dog	0.704	0.500	0.407	hundur
dogface	0.219	0.470	0.264	hundslit
dogged	0.255	0.750	0.594	þrjóskur
doggy	0.646	0.491	0.404	hvutti
doghouse	0.438	0.417	0.340	hundahús
dogma	0.530	0.460	0.719	dogma
dogmatic	0.448	0.520	0.654	dogmatísk
dogsick	0.571	0.490	0.377	hundaveikur
doings	0.604	0.491	0.705	gjörðir
doit	0.500	0.519	0.392	gera það
dojo	0.500	0.435	0.455	dojo
doldrums	0.229	0.425	0.266	doði
dole	0.448	0.402	0.348	dole
doll	0.729	0.321	0.330	dúkka
dollar	0.755	0.632	0.694	dollara
dollhouse	0.643	0.245	0.363	dúkkuhús
dolor	0.167	0.635	0.375	dolor
dolphin	0.776	0.350	0.414	höfrungur
domain	0.573	0.549	0.828	lén
dome	0.620	0.398	0.509	hvelfingu
domestic	0.729	0.327	0.500	innanlands
domesticated	0.635	0.360	0.294	húsvanur
domestication	0.594	0.390	0.435	innlenda
domicile	0.604	0.292	0.529	lögheimili
domiciled	0.542	0.340	0.516	með lögheimili
dominance	0.542	0.775	0.839	yfirráð
dominant	0.406	0.854	0.893	ríkjandi
dominate	0.439	0.814	0.953	ráða yfir
dominating	0.427	0.769	0.902	ráðandi
domination	0.505	0.786	0.959	yfirráð
dominatrix	0.390	0.727	0.709	dominatrix
dominion	0.542	0.704	0.890	yfirráð
domino	0.594	0.510	0.473	domino
don	0.646	0.454	0.702	don
donate	0.774	0.462	0.577	gefa
donation	0.792	0.398	0.602	framlag
donkey	0.406	0.367	0.245	asni
donor	0.714	0.490	0.653	gjafa
dontlikeyou	0.055	0.500	0.282	líkar ekki við þig
dontmess	0.396	0.482	0.440	ekki rugla
dontmesswithme	0.312	0.635	0.440	dontmesswithme
dontpanic	0.469	0.465	0.425	ekki hræðast
dontunderstand	0.219	0.357	0.271	skil ekki
doodle	0.604	0.402	0.376	doodle
doom	0.073	0.750	0.442	dauðadómur
doomed	0.041	0.755	0.301	dæmdur
doomsday	0.125	0.861	0.670	dómsdag
door	0.549	0.189	0.421	hurð
doorbell	0.564	0.500	0.307	dyrabjöllu
doorknob	0.406	0.553	0.462	Hurðarhúnn
doorman	0.570	0.371	0.491	dyravörður
doormat	0.458	0.269	0.267	hurðarmottu
doornail	0.459	0.370	0.423	hurðarnögl
doorstep	0.531	0.274	0.391	dyraþrep
doorway	0.573	0.304	0.496	hurð
dopamine	0.548	0.469	0.426	dópamín
dope	0.295	0.855	0.425	dóp
dopey	0.320	0.380	0.365	djöfullegt
dork	0.272	0.519	0.361	lúði
dorky	0.302	0.480	0.390	dorky
dorm	0.719	0.194	0.327	heimavist
dormant	0.385	0.245	0.245	sofandi
dormitory	0.633	0.204	0.382	heimavist
dorsal	0.449	0.360	0.445	dorsal
dosage	0.344	0.450	0.490	skammtur
dose	0.458	0.490	0.427	skammt
dossier	0.357	0.380	0.544	skjöl
dot	0.434	0.290	0.391	punktur
doting	0.888	0.415	0.426	doting
dotted	0.480	0.347	0.426	punktaður
dotty	0.375	0.402	0.393	dotty
double	0.677	0.378	0.569	tvöfalt
doubled	0.427	0.536	0.560	tvöfaldast
doublet	0.420	0.431	0.500	tvöfaldur
doubling	0.459	0.452	0.464	tvöföldun
doubt	0.395	0.351	0.231	efast
doubtful	0.250	0.465	0.241	vafasamt
doubting	0.224	0.560	0.189	efast
doubtless	0.688	0.415	0.689	eflaust
doubts	0.306	0.448	0.305	efasemdir
douche	0.490	0.413	0.397	drullu
douchebags	0.327	0.587	0.366	drullusokkar
dough	0.588	0.229	0.391	deig
doughboy	0.365	0.443	0.396	dægurstrákur
doughnut	0.663	0.380	0.279	kleinuhringur
dour	0.360	0.404	0.325	dour
douse	0.365	0.453	0.412	dúsa
dove	0.729	0.235	0.437	dúfu
down	0.208	0.330	0.264	niður
downcast	0.071	0.500	0.222	niðurdreginn
downer	0.120	0.594	0.226	downer
downfall	0.200	0.717	0.182	fall
downfield	0.521	0.330	0.380	niðri
downhearted	0.119	0.461	0.255	niðurdreginn
downhill	0.292	0.573	0.279	niður á við
download	0.602	0.490	0.503	niðurhal
downpour	0.328	0.602	0.481	rigning
downright	0.625	0.454	0.679	beinlínis
downriver	0.542	0.469	0.279	niður ána
downside	0.190	0.400	0.246	neikvæðar afleiðingar
downtime	0.240	0.226	0.324	niður í miðbæ
downward	0.188	0.347	0.255	niður á við
downy	0.630	0.170	0.255	dúnmjúkur
dowry	0.604	0.453	0.544	heimanmundur
doze	0.592	0.200	0.405	blundar
dozen	0.583	0.343	0.425	tugi
drab	0.327	0.300	0.242	drasl
draft	0.438	0.360	0.351	drög
drafty	0.458	0.500	0.518	drjúgur
drag	0.388	0.606	0.348	draga
dragon	0.541	0.821	0.712	dreki
dragonfly	0.571	0.373	0.357	drekafluga
drain	0.277	0.470	0.222	holræsi
drainage	0.219	0.354	0.307	frárennsli
drained	0.310	0.441	0.352	tæmd
draining	0.337	0.396	0.304	tæmandi
drainpipe	0.417	0.413	0.277	frárennslisrör
drake	0.467	0.411	0.452	drake
drama	0.430	0.755	0.481	drama
dramaqueen	0.337	0.682	0.482	dramaqueen
dramatic	0.367	0.780	0.443	dramatískt
