English Word	Valence	Arousal	Dominance	Luxembourgish Word
clicker	0.418	0.490	0.463	klickt
client	0.583	0.450	0.618	Client
clientele	0.625	0.577	0.508	Clientèle
cliff	0.361	0.620	0.509	klipp
climate	0.635	0.240	0.483	Klima
climatology	0.531	0.367	0.541	klimatologie
climax	0.735	0.853	0.667	Héichpunkt
climb	0.615	0.660	0.604	klammen
climber	0.573	0.716	0.735	Kloteren
clinch	0.469	0.538	0.430	kléngt
cling	0.417	0.620	0.588	hänken
clingy	0.224	0.460	0.370	knaschteg
clinic	0.469	0.439	0.600	Klinik
clinical	0.337	0.412	0.640	klinesch
clink	0.458	0.462	0.319	kléngt
clip	0.438	0.310	0.381	clip
clipboard	0.594	0.255	0.423	Clipboard
clipper	0.293	0.422	0.383	klipper
clipping	0.460	0.500	0.405	ausschneiden
clique	0.427	0.430	0.391	klicken
clitoris	0.625	0.844	0.464	klitoris
cloak	0.469	0.188	0.333	mantel
cloaking	0.521	0.595	0.389	cloaking
cloakroom	0.690	0.254	0.397	Garderob
clobber	0.396	0.578	0.464	klobber
clock	0.677	0.173	0.407	Auer
clockwork	0.490	0.373	0.528	Auerwierk
clod	0.375	0.404	0.365	klot
clog	0.104	0.618	0.454	verstoppen
cloister	0.438	0.413	0.475	Klouschter
clone	0.406	0.471	0.524	klonen
cloning	0.216	0.696	0.679	klonen
close	0.292	0.260	0.263	zoumaachen
closed	0.240	0.164	0.318	zougemaach
closeness	0.796	0.237	0.450	Proximitéit
closet	0.531	0.204	0.330	Kleederschaaf
closure	0.229	0.220	0.412	Ofschloss
clot	0.150	0.558	0.275	klot
cloth	0.510	0.190	0.287	Stoff
clothe	0.797	0.330	0.481	kleeden
clothes	0.833	0.270	0.414	Kleeder
clothesline	0.582	0.324	0.366	Kleederlinn
clothing	0.750	0.343	0.407	Kleeder
cloud	0.740	0.133	0.342	Wollek
clouded	0.240	0.213	0.302	bewölkt
cloudiness	0.469	0.250	0.343	Wolleken
clouds	0.735	0.195	0.324	Wolleken
cloudy	0.281	0.280	0.202	bewölkt
clout	0.584	0.636	0.704	uerg
clove	0.439	0.296	0.315	Neel
clover	0.605	0.340	0.364	Kléi
cloves	0.427	0.218	0.396	Nelken
clown	0.650	0.598	0.300	clown
clowns	0.600	0.673	0.391	Clownen
club	0.646	0.618	0.393	club
clubhouse	0.694	0.571	0.493	clubhaus
clubs	0.723	0.530	0.591	Veräiner
cluck	0.390	0.490	0.353	kuck
clue	0.653	0.380	0.412	Hiweis
clueless	0.350	0.333	0.161	onkloer
clump	0.551	0.480	0.582	klump
clumsy	0.125	0.420	0.144	knaschteg
clunk	0.448	0.472	0.407	kléngt
cluster	0.490	0.458	0.446	Stärekoup
clutch	0.383	0.500	0.491	Kupplung
clutches	0.542	0.373	0.528	Kupplungen
clutter	0.135	0.598	0.400	clutter
coach	0.633	0.823	0.735	Trainer
coachman	0.479	0.394	0.509	Coachman
coagulation	0.381	0.558	0.436	Koagulatioun
coal	0.360	0.241	0.340	Kuel
coalesce	0.479	0.434	0.529	zesummenzéien
coalition	0.490	0.730	0.673	Koalitioun
coarse	0.333	0.481	0.481	grober
coast	0.719	0.396	0.458	Küst
coastal	0.604	0.370	0.510	Küst
coaster	0.612	0.788	0.627	Aachterbunn
coastline	0.745	0.282	0.441	Küstelinn
coat	0.677	0.256	0.464	Mantel
coating	0.620	0.440	0.596	Beschichtung
coax	0.367	0.400	0.447	coax
cobalt	0.408	0.325	0.441	kobolt
cobble	0.448	0.385	0.368	cobble
cobbler	0.510	0.415	0.318	cobbler
cobra	0.312	0.712	0.600	kobra
cocaine	0.156	0.840	0.373	Kokain
cock	0.418	0.562	0.392	kuk
cockamamie	0.450	0.500	0.382	cockamamie
cockeyed	0.459	0.460	0.423	geckeg
cockpit	0.520	0.424	0.343	cockpit
cockroach	0.188	0.667	0.196	Kakerlak
cocksucker	0.083	0.764	0.339	kucksucker
cocktail	0.740	0.480	0.381	Cocktail
cocky	0.260	0.784	0.519	cocky
cocoa	0.776	0.255	0.322	Kakao
coconut	0.622	0.265	0.227	Kokosnoss
cocoon	0.470	0.280	0.290	Kokon
cod	0.510	0.321	0.304	cod
code	0.583	0.308	0.491	Code
codeine	0.375	0.582	0.436	codeine
codex	0.531	0.488	0.524	codex
codfish	0.490	0.245	0.300	codfish
codification	0.448	0.400	0.698	Kodifikatioun
codify	0.448	0.410	0.679	kodéieren
coding	0.442	0.344	0.667	codéieren
coed	0.469	0.531	0.481	coed
coefficient	0.677	0.415	0.702	Koeffizient
coerce	0.260	0.741	0.517	zwéngen
coercion	0.330	0.708	0.577	Zwang
coercive	0.479	0.670	0.506	Zwang
coexist	0.708	0.460	0.536	coexistéieren
coexistence	0.588	0.472	0.638	Zesummeliewen
coexisting	0.551	0.349	0.648	Zesummeliewen
coffee	0.823	0.418	0.309	Kaffi
coffee table	0.720	0.339	0.295	Kaffisdësch
coffeehouse	0.694	0.357	0.307	Kaffisdësch
coffeepot	0.760	0.333	0.312	Kaffisdësch
coffin	0.073	0.432	0.343	Sarg
cog	0.427	0.343	0.363	kug
cogent	0.765	0.479	0.836	cogent
cognac	0.615	0.510	0.430	cognac
cognate	0.615	0.350	0.398	verwandt
cognition	0.635	0.344	0.706	Erkenntnis
cognitive	0.513	0.401	0.634	kognitiv
cohabitation	0.646	0.526	0.598	Zesummeliewe
coherence	0.720	0.406	0.788	Kohärenz
coherent	0.698	0.281	0.500	kohärent
cohesion	0.604	0.536	0.555	Zesummenhalt
cohesive	0.531	0.470	0.603	zesummenhänkt
cohort	0.459	0.551	0.566	kohort
coil	0.448	0.343	0.298	coil
coiled	0.378	0.518	0.389	opgerullt
coin	0.677	0.574	0.445	Mënz
coinage	0.500	0.400	0.545	Mënzprägung
coincide	0.635	0.490	0.593	zesummekommen
coincidence	0.612	0.450	0.518	Zoufall
coincident	0.562	0.385	0.602	zoufälleg
coincidental	0.646	0.481	0.337	zoufälleg
coinciding	0.673	0.373	0.623	zoufälleg
coke	0.404	0.461	0.397	cola
cola	0.469	0.325	0.240	cola
cold	0.398	0.538	0.348	kal
coldly	0.365	0.358	0.407	kal
coldness	0.093	0.470	0.427	Keelt
coldsweat	0.427	0.491	0.327	kale Schweess
coleslaw	0.707	0.312	0.336	coleslaw
colic	0.135	0.736	0.361	kolik
coliseum	0.612	0.663	0.704	coliseum
collaborate	0.816	0.449	0.559	kollaboréieren
collaboration	0.885	0.628	0.741	Zesummenaarbecht
collaborator	0.729	0.320	0.769	Kollaborateur
collage	0.680	0.321	0.375	collage
collagen	0.541	0.245	0.450	collagen
collapse	0.208	0.689	0.342	Zesummebroch
collar	0.656	0.442	0.446	kraag
collarbone	0.420	0.427	0.306	collarbone
collate	0.438	0.448	0.580	sammelen
collateral	0.531	0.422	0.717	Niewefuerderungen
collation	0.520	0.333	0.508	Zesummesetzung
colleague	0.740	0.413	0.600	Kolleg
collect	0.635	0.481	0.491	sammelen
collected	0.570	0.402	0.588	gesammelt
collection	0.725	0.311	0.588	Kollektioun
collective	0.583	0.458	0.698	kollektiv
collectively	0.817	0.573	0.533	kollektiv
collector	0.552	0.481	0.648	Sammler
college	0.700	0.467	0.746	Fachhéichschoul
collegiate	0.592	0.461	0.678	kollegial
collide	0.271	0.892	0.557	kollidéieren
collie	0.562	0.308	0.328	collie
collision	0.245	0.848	0.585	Kollisioun
collocation	0.637	0.360	0.594	Kollokatioun
colloquial	0.604	0.363	0.368	sproochlech
collusion	0.365	0.510	0.400	Zesummenaarbecht
cologne	0.677	0.413	0.552	Köln
colon	0.449	0.394	0.384	Colon
colonel	0.459	0.592	0.890	Colonel
colonial	0.553	0.327	0.613	kolonial
colonic	0.333	0.420	0.430	colonic
colonoscopy	0.208	0.524	0.466	Kolonoskopie
colony	0.716	0.353	0.593	Kolonie
colophon	0.500	0.408	0.385	kolofon
color	0.786	0.280	0.402	Faarf
coloration	0.541	0.520	0.443	Faarf
colored	0.806	0.317	0.275	faarweg
colorful	0.850	0.520	0.519	faarweg
coloring	0.781	0.469	0.353	faarweg
colorless	0.354	0.340	0.250	faarweg
colors	0.875	0.349	0.340	Faarwen
colossal	0.698	0.692	0.900	kolossal
colt	0.561	0.587	0.543	colt
columbine	0.520	0.521	0.407	Columbine
column	0.480	0.250	0.670	Kolonn
columnar	0.448	0.340	0.491	columnar
columnist	0.646	0.365	0.648	Kolumnist
com	0.396	0.382	0.382	com
coma	0.219	0.255	0.302	koma
comatose	0.143	0.438	0.433	comatose
comb	0.490	0.123	0.268	kamm
combat	0.302	0.846	0.833	bekämpfen
combatant	0.531	0.853	0.780	kämpfer
combative	0.381	0.690	0.816	kämpfend
combination	0.708	0.480	0.726	Kombinatioun
combinatorial	0.561	0.436	0.428	kombinatoresch
combine	0.663	0.442	0.533	kombinéieren
combined	0.622	0.370	0.500	kombinéiert
combo	0.698	0.439	0.453	kombo
combustible	0.386	0.650	0.750	brennbar
combustion	0.457	0.807	0.591	Verbrennung
come	0.529	0.269	0.558	komm
comeback	0.580	0.409	0.555	komm zeréck
comedian	0.812	0.735	0.598	Komiker
comedy	0.918	0.555	0.490	komedie
comet	0.704	0.679	0.471	Koméit
comfort	0.863	0.231	0.670	Confort
comfortable	0.927	0.163	0.473	bequem
comforter	0.618	0.275	0.302	Tréischterin
comforting	0.906	0.337	0.620	tréischtend
comfy	0.930	0.241	0.625	gemittlech
comic	0.917	0.459	0.387	komesch
comical	0.844	0.737	0.327	komesch
comics	0.690	0.556	0.384	Comics
coming	0.653	0.417	0.500	kommen
comma	0.344	0.269	0.242	komma
command	0.427	0.790	0.849	Kommando
commandant	0.622	0.700	0.943	Kommandant
commandeer	0.552	0.639	0.931	kommandant
commander	0.531	0.615	0.906	Kommandant
commanding	0.562	0.664	0.925	commandéiert
commandment	0.656	0.490	0.876	Gebot
commando	0.323	0.710	0.817	kommando
commemorate	0.812	0.602	0.636	gedenken
commemoration	0.719	0.615	0.754	Commemoratioun
commemorative	0.750	0.438	0.754	Gedenkzeremonie
commence	0.760	0.585	0.741	ufänken
commend	0.906	0.694	0.711	luewen
commendable	0.786	0.570	0.555	luewenswäert
commendation	0.911	0.500	0.639	commendatioun
commensurate	0.610	0.304	0.550	entspriechend
comment	0.667	0.417	0.379	kommentéieren
commentary	0.602	0.402	0.446	kommentéieren
commentator	0.492	0.510	0.607	kommentator
commerce	0.646	0.500	0.788	commerce
commercial	0.806	0.490	0.528	kommerziell
commie	0.385	0.519	0.454	komm
commissary	0.385	0.500	0.788	Kommissär
commission	0.677	0.480	0.571	Kommissioun
commissioner	0.602	0.449	0.949	Kommissär
commit	0.365	0.529	0.491	engagéieren
commitment	0.714	0.710	0.843	Engagement
committal	0.472	0.519	0.582	engagéiert
committed	0.710	0.542	0.712	engagéiert
committee	0.592	0.392	0.721	Comité
commodity	0.615	0.394	0.537	Wueren
commodore	0.427	0.530	0.636	Kommodor
common	0.600	0.127	0.318	gemeinsam
commoner	0.448	0.365	0.327	allgemeng
commonly	0.604	0.170	0.574	allgemeng
commonplace	0.520	0.337	0.442	allgemeng
commons	0.633	0.396	0.623	Commons
commonwealth	0.630	0.406	0.702	Commonwealth
commotion	0.490	0.700	0.646	Kommotioun
communal	0.592	0.321	0.556	kommunal
commune	0.500	0.488	0.655	Gemeng
communicable	0.796	0.491	0.623	kommunizéierbar
communicate	0.823	0.410	0.696	kommunizéieren
communication	0.837	0.400	0.649	Kommunikatioun
communicative	0.847	0.560	0.637	kommunikativ
communicator	0.573	0.509	0.796	kommunikator
communion	0.765	0.357	0.607	Kommioun
communism	0.264	0.570	0.623	Kommunismus
communist	0.265	0.702	0.632	kommunistesch
community	0.750	0.350	0.659	Communautéit
commutation	0.469	0.431	0.652	Kommutatioun
commutative	0.667	0.442	0.569	kommutativ
commute	0.622	0.582	0.565	pendelen
commuter	0.646	0.520	0.512	Pendler
comp	0.573	0.450	0.371	comp
compact	0.458	0.417	0.673	kompakt
compaction	0.531	0.471	0.582	Verdichtung
compactness	0.582	0.352	0.454	Kompaktheet
companion	0.770	0.377	0.618	Begleeder
companionless	0.271	0.259	0.200	companionless
companionship	0.833	0.438	0.792	Begleedung
company	0.906	0.425	0.798	Firma
comparable	0.562	0.443	0.458	vergläichbar
comparative	0.470	0.273	0.562	komparativ
comparatively	0.604	0.391	0.538	vergläichbar
compare	0.552	0.408	0.524	vergläichen
comparison	0.583	0.456	0.492	Verglach
compartment	0.500	0.389	0.607	Fach
compass	0.541	0.307	0.529	kompass
compassion	0.735	0.258	0.509	Matgefill
compassionate	0.857	0.404	0.411	matleedeg
compatibility	0.816	0.450	0.673	Kompatibilitéit
compatible	0.892	0.387	0.638	kompatibel
compel	0.200	0.847	0.625	zwéngen
compelled	0.333	0.654	0.347	gezwongen
compelling	0.698	0.570	0.870	iwwerzeegend
compendium	0.610	0.461	0.537	Kompendium
compensate	0.612	0.429	0.762	kompenséieren
compensation	0.775	0.469	0.598	Kompensatioun
compensatory	0.589	0.490	0.700	kompensatoresch
compete	0.573	0.745	0.786	konkurréiere
competence	0.615	0.802	0.823	Kompetenz
competency	0.768	0.775	0.764	Kompetenz
competent	0.865	0.560	0.904	kompetent
competition	0.580	0.790	0.798	Concours
competitive	0.447	0.718	0.908	kompetitiv
competitor	0.612	0.959	0.861	Konkurrent
compilation	0.530	0.512	0.606	Zesummesetzung
compile	0.600	0.413	0.519	kompiléieren
complacency	0.604	0.503	0.519	Komplizitéit
complacent	0.625	0.452	0.518	gemittlech
complain	0.143	0.682	0.360	beschwéieren
complaint	0.143	0.606	0.281	Plainte
complement	0.760	0.277	0.600	ergänzen
complementary	0.714	0.320	0.586	komplementär
complete	0.750	0.414	0.809	komplett
completed	0.823	0.357	0.777	ofgeschloss
completely	0.730	0.370	0.690	komplett
completeness	0.823	0.433	0.769	Vollständegkeet
completing	0.614	0.500	0.769	ofgeschloss
completion	0.656	0.470	0.525	Ofschloss
complex	0.388	0.608	0.550	komplex
complexed	0.312	0.577	0.612	komplex
complexion	0.521	0.520	0.380	Teint
complexity	0.479	0.620	0.595	Komplexitéit
compliance	0.750	0.462	0.750	Konformitéit
compliant	0.677	0.310	0.519	konform
complicate	0.210	0.657	0.404	komplizéiere
complicated	0.211	0.660	0.455	komplizéiert
complication	0.365	0.726	0.330	komplizéiert
complicity	0.323	0.684	0.670	Komplizitéit
compliment	0.820	0.490	0.651	kompliment
complimentary	0.823	0.413	0.435	gratis
comply	0.806	0.370	0.638	erfëllen
complying	0.729	0.423	0.590	konform
compo	0.500	0.346	0.390	komponéiert
component	0.531	0.382	0.525	Komponent
compose	0.639	0.432	0.694	komponéieren
composed	0.684	0.385	0.682	komponéiert
composer	0.822	0.588	0.691	Komponist
composite	0.591	0.459	0.620	Komposit
composition	0.765	0.408	0.652	Zesummesetzung
compost	0.480	0.404	0.441	Kompost
composure	0.802	0.354	0.717	roueg
compound	0.635	0.385	0.735	zesummegesat
comprehend	0.875	0.365	0.689	begräifen
comprehension	0.908	0.387	0.688	Verständnis
comprehensive	0.796	0.385	0.644	iwwergräifend
compress	0.406	0.412	0.460	kompriméieren
compressed	0.323	0.396	0.388	kompriméiert
compressible	0.622	0.392	0.585	kompriméierbar
compression	0.646	0.521	0.579	Kompressioun
compressor	0.418	0.481	0.630	Kompressor
comprise	0.839	0.373	0.669	ëmfaassen
compromise	0.677	0.520	0.805	Kompromëss
comptroller	0.402	0.481	0.866	kontrolleur
compulsion	0.118	0.760	0.604	Zwang
compulsive	0.347	0.871	0.573	compulsive
compulsory	0.343	0.541	0.791	obligatoresch
computable	0.570	0.402	0.545	berechnbar
computation	0.583	0.429	0.697	Berechnung
compute	0.531	0.408	0.564	berechnen
computer	0.802	0.356	0.639	Computer
computerized	0.677	0.450	0.657	computeriséiert
computing	0.745	0.398	0.695	Rechenzäit
comrade	0.781	0.412	0.804	Komeroden
con	0.255	0.736	0.427	con
concatenation	0.480	0.593	0.539	concatenation
concave	0.441	0.349	0.349	konkav
conceal	0.312	0.436	0.306	verstoppen
concealed	0.344	0.363	0.352	verstoppt
concealment	0.302	0.570	0.390	verstoppen
concede	0.670	0.324	0.473	zouginn
conceit	0.354	0.625	0.309	conceit
conceited	0.194	0.667	0.473	verwinnt
conceivable	0.730	0.350	0.613	denkbar
conceive	0.708	0.538	0.700	begéinen
concentrate	0.750	0.439	0.743	konzentréieren
concentration	0.735	0.500	0.722	Konzentratioun
concentric	0.730	0.479	0.635	konzentresch
concept	0.573	0.265	0.632	Konzept
conception	0.694	0.490	0.614	Konzeptioun
concern	0.250	0.734	0.463	Suerg
concerned	0.292	0.698	0.350	besuergt
concert	0.938	0.867	0.718	Concert
concerto	0.613	0.759	0.679	Concerto
concession	0.588	0.423	0.615	Konzessioun
concessional	0.770	0.493	0.657	konsequent
conch	0.583	0.306	0.339	conch
concierge	0.480	0.343	0.343	concierge
conciliation	0.792	0.475	0.726	Conciliatioun
concise	0.583	0.298	0.620	präzis
conclave	0.573	0.440	0.611	konklav
conclude	0.530	0.267	0.679	ofschléissen
concluding	0.531	0.382	0.603	ofschléissend
conclusion	0.615	0.377	0.659	Conclusioun
conclusive	0.500	0.427	0.745	schlussendlech
concoction	0.448	0.459	0.417	Zesummesetzung
concomitant	0.427	0.482	0.727	concomitant
concord	0.677	0.320	0.586	concord
concordance	0.625	0.358	0.608	Konkordanz
concours	0.500	0.530	0.495	concours
concourse	0.740	0.657	0.528	concours
concrete	0.633	0.420	0.547	konkret
concubine	0.388	0.594	0.476	concubine
concur	0.459	0.394	0.429	stëmmen
concurrence	0.764	0.627	0.613	Zoustëmmung
concurrent	0.573	0.547	0.741	gläichzäiteg
concurring	0.573	0.600	0.681	zoustëmmen
concussion	0.072	0.708	0.482	Geschwëster
condemn	0.102	0.793	0.625	veruerteelen
condemnation	0.133	0.725	0.449	Veruerteelung
condensation	0.510	0.316	0.538	Kondensatioun
condensed	0.598	0.415	0.623	kondenséiert
condescending	0.583	0.363	0.593	vernoléissegen
condescension	0.521	0.377	0.565	condescension
condiment	0.520	0.333	0.433	condiment
condition	0.500	0.469	0.519	Zoustand
conditional	0.521	0.343	0.556	bedingt
conditionally	0.396	0.419	0.617	bedingt
conditioned	0.490	0.417	0.616	bedingt
conditioner	0.781	0.360	0.538	conditioner
conditioning	0.440	0.468	0.617	Konditioun
conditions	0.551	0.441	0.593	Konditiounen
condo	0.439	0.288	0.607	condo
condolence	0.260	0.443	0.404	Kondolenz
condolences	0.198	0.480	0.288	Bäileed
condom	0.406	0.637	0.500	Kondom
condone	0.571	0.441	0.619	condonéieren
condor	0.573	0.388	0.519	kondor
conducive	0.775	0.479	0.679	förderlech
conduct	0.453	0.510	0.750	Verhalen
conduction	0.530	0.557	0.717	Leedung
conductivity	0.583	0.575	0.642	Konduktivitéit
conductor	0.677	0.663	0.621	Dirigent
conduit	0.470	0.302	0.413	conduit
cone	0.417	0.208	0.343	Kegel
confederacy	0.590	0.541	0.736	Konfederatioun
confederate	0.551	0.546	0.792	konfederéiert
confederation	0.663	0.404	0.830	Konfederatioun
confer	0.573	0.482	0.583	konferen
conference	0.688	0.615	0.606	Konferenz
confess	0.360	0.712	0.431	bekennen
confession	0.469	0.642	0.460	Beicht
confessional	0.458	0.392	0.629	beicht
confessions	0.325	0.538	0.658	Beichten
confetti	0.781	0.573	0.250	konfetti
confidant	0.837	0.633	0.631	vertraut
confide	0.669	0.472	0.595	vertrauen
confidence	0.959	0.276	0.943	Vertrauen
confident	0.765	0.324	0.723	zouversiichtlech
confidential	0.643	0.471	0.761	vertraulech
confidentiality	0.667	0.431	0.718	Confidentialitéit
confidentially	0.633	0.469	0.558	vertraulech
configuration	0.540	0.443	0.591	Configuratioun
confine	0.327	0.551	0.538	begrenzen
confined	0.286	0.472	0.444	agespaart
confinement	0.333	0.656	0.520	agespaart
confines	0.396	0.386	0.542	beschränkt
confirm	0.802	0.439	0.806	confirméieren
confirmation	0.812	0.480	0.692	Confirmatioun
confirmatory	0.656	0.500	0.683	confirméierend
confirmed	0.760	0.490	0.764	confirméiert
confiscate	0.250	0.625	0.482	konfiskéieren
confiscation	0.208	0.706	0.586	Konfiskatioun
conflagration	0.344	0.721	0.594	Konflagratioun
conflict	0.335	0.906	0.471	Konflikt
conflicting	0.173	0.738	0.553	widderspréchlech
confluence	0.677	0.598	0.565	Zesummefloss
conform	0.479	0.380	0.375	konform
conformance	0.608	0.278	0.254	Konformitéit
conformation	0.622	0.435	0.711	Konformatioun
conformity	0.645	0.363	0.579	Konformitéit
confound	0.347	0.529	0.333	verwiesselen
confounded	0.333	0.528	0.264	verwiesselt
confront	0.281	0.760	0.746	konfrontéieren
confrontation	0.177	0.870	0.658	Konfrontatioun
confuse	0.100	0.580	0.270	duercherneen bréngen
confused	0.220	0.650	0.179	duercherneen
confusing	0.229	0.690	0.222	konfus
confusion	0.255	0.667	0.277	Duercherneen
conga	0.469	0.529	0.440	conga
congenial	0.820	0.412	0.620	gemittlech
congenital	0.448	0.434	0.427	kongenital
congestion	0.271	0.654	0.491	Stau
conglomerate	0.500	0.500	0.838	konglomerat
conglomeration	0.541	0.720	0.670	Konglomeratioun
congrats	0.930	0.726	0.775	gratuléieren
congratulate	0.927	0.724	0.784	gratuléieren
congratulation	0.948	0.780	0.717	gratuléieren
congratulations	0.960	0.755	0.719	Gratulatioun
congratulatory	0.959	0.616	0.689	gratuléieren
congregate	0.653	0.530	0.733	versammelen
congregation	0.561	0.490	0.700	Kongregatioun
congress	0.449	0.444	0.857	Kongress
congressional	0.552	0.491	0.848	Kongress
congressman	0.438	0.471	0.877	Kongressman
congruence	0.656	0.472	0.577	Kongruenz
conic	0.510	0.368	0.379	konisch
conical	0.490	0.422	0.471	konisch
conjecture	0.396	0.398	0.534	Viraussetzung
conjugal	0.698	0.510	0.688	konjugal
conjugate	0.583	0.420	0.467	konjugéieren
conjugation	0.479	0.429	0.582	Konjugatioun
conjunction	0.520	0.472	0.509	Konjunktioun
conjunctive	0.487	0.444	0.639	konjunktiv
conjure	0.385	0.679	0.645	zauberen
conjuring	0.224	0.653	0.694	zauberen
conk	0.340	0.469	0.404	konk
connect	0.724	0.299	0.536	konnektéieren
connected	0.816	0.550	0.612	verbonnen
connection	0.729	0.560	0.655	Verbindung
connective	0.719	0.491	0.764	konnektéieren
connoisseur	0.760	0.461	0.769	Kenner
conquer	0.694	0.873	0.971	eroberen
conquering	0.760	0.873	0.936	iwwerwannen
conqueror	0.604	0.809	0.930	Eruewerer
conquest	0.710	0.702	0.833	Eruewerung
conscience	0.663	0.375	0.721	Gewësse
conscientious	0.688	0.404	0.688	gewëssenhaft
conscious	0.740	0.333	0.705	bewosst
consciousness	0.840	0.483	0.755	Bewosstsinn
conscription	0.396	0.775	0.642	Wehrpflicht
consecrated	0.663	0.500	0.800	geweiht
consecration	0.771	0.418	0.804	Weihung
consecutive	0.663	0.418	0.643	hannereneen
consensual	0.663	0.417	0.655	konsensuell
consensus	0.627	0.358	0.625	Konsens
consent	0.750	0.500	0.620	Zoustëmmung
consenting	0.727	0.406	0.693	zoustëmmen
consequence	0.240	0.721	0.593	Konsequenz
consequent	0.663	0.471	0.625	konsequent
conservation	0.832	0.401	0.606	Conservatioun
conservatism	0.406	0.369	0.633	Konservatismus
conservative	0.615	0.316	0.788	konservativ
conservatory	0.635	0.240	0.729	Conservatoire
conserve	0.690	0.347	0.573	konservéieren
consider	0.677	0.368	0.579	betruecht
considerable	0.653	0.314	0.683	bedeitend
considerate	0.781	0.380	0.633	virsiichteg
consideration	0.589	0.380	0.687	Iwwerleeung
consignee	0.635	0.385	0.602	Empfänger
consignment	0.490	0.440	0.500	Sendung
consist	0.823	0.386	0.580	bestinn
consistency	0.714	0.500	0.887	Konsequenz
consistent	0.786	0.431	0.726	konsequent
consolation	0.408	0.250	0.304	Trouscht
console	0.625	0.398	0.415	konsoll
consoled	0.700	0.343	0.452	getréischt
consolidate	0.880	0.440	0.870	konsolidéieren
consolidated	0.700	0.366	0.784	konsolidéiert
consolidation	0.604	0.445	0.776	Konsolidéierung
consonant	0.500	0.347	0.417	Konsonant
consort	0.632	0.509	0.630	consort
conspicuous	0.479	0.520	0.596	opfälleg
conspiracy	0.125	0.787	0.652	Verschwörung
conspirator	0.271	0.786	0.707	Verschwörer
conspire	0.206	0.740	0.520	konspireieren
constable	0.573	0.667	0.764	Konstabel
constancy	0.786	0.443	0.763	Stabilitéit
constant	0.740	0.296	0.686	konstant
constantly	0.663	0.561	0.700	stänneg
constellation	0.719	0.533	0.775	Stärebild
consternation	0.167	0.680	0.469	Konsternatioun
constipation	0.079	0.612	0.231	Verstopfung
