English Word	Valence	Arousal	Dominance	Romanian Word
den	0.510	0.347	0.398	den
deniability	0.230	0.509	0.417	negarea
denial	0.194	0.435	0.318	negare
denied	0.188	0.604	0.333	negat
denim	0.520	0.382	0.327	denim
denomination	0.490	0.363	0.429	denumire
denominational	0.458	0.375	0.679	confesionale
denominator	0.450	0.410	0.613	numitor
denote	0.448	0.471	0.534	denota
denounce	0.083	0.780	0.426	denunţa
dense	0.354	0.343	0.536	dens
density	0.602	0.471	0.561	densitate
dent	0.306	0.606	0.325	adâncitură
dental	0.573	0.404	0.463	dentare
dentist	0.479	0.620	0.642	dentist
dentistry	0.429	0.570	0.569	stomatologie
dentists	0.364	0.600	0.582	stomatologi
denunciation	0.146	0.830	0.561	denunţare
deny	0.316	0.667	0.321	nega
denying	0.080	0.542	0.272	negând
deodorant	0.480	0.265	0.269	deodorant
depart	0.398	0.480	0.444	pleca
departed	0.245	0.536	0.391	plecat
department	0.708	0.358	0.642	departament
departmental	0.612	0.422	0.446	departamental
departure	0.573	0.500	0.426	plecare
depend	0.388	0.429	0.358	depinde
dependable	0.880	0.357	0.741	de încredere
dependant	0.357	0.404	0.451	dependent
dependence	0.250	0.451	0.433	dependență
dependency	0.429	0.365	0.356	dependenţă
dependent	0.354	0.455	0.404	dependent
depict	0.663	0.529	0.723	descrie
depicting	0.490	0.566	0.602	înfățișând
depletion	0.153	0.370	0.236	epuizarea
deplorable	0.135	0.657	0.230	deplorabil
deplore	0.135	0.575	0.373	deplânge
deploy	0.500	0.520	0.585	disloca
deployment	0.510	0.520	0.612	implementare
deport	0.167	0.667	0.546	deporta
deportation	0.104	0.786	0.450	deportare
depose	0.286	0.420	0.451	depune
deposit	0.540	0.379	0.483	depozit
depositary	0.604	0.431	0.500	depozitar
deposition	0.394	0.510	0.471	depunere
depository	0.551	0.373	0.481	depozitar
depot	0.635	0.255	0.471	depozit
depraved	0.031	0.837	0.395	depravat
depravity	0.115	0.854	0.453	depravare
depreciate	0.270	0.623	0.445	deprecia
depreciated	0.135	0.672	0.250	amortizate
depreciation	0.143	0.571	0.386	depreciere
depress	0.219	0.635	0.528	deprima
depressed	0.024	0.445	0.136	deprimat
depressing	0.146	0.559	0.216	deprimant
depression	0.031	0.520	0.232	depresie
depressive	0.143	0.434	0.202	depresiv
depresson	0.135	0.400	0.308	deprimare
deprivation	0.194	0.610	0.413	privare
deprive	0.271	0.591	0.340	priva
deprived	0.354	0.506	0.536	lipsit
depth	0.708	0.561	0.759	adâncime
deputy	0.429	0.530	0.787	adjunct
derail	0.108	0.802	0.375	deraia
deranged	0.376	0.868	0.357	deranjat
derelict	0.208	0.470	0.237	abandonat
derision	0.265	0.670	0.292	derizoriu
derivation	0.521	0.519	0.644	derivare
derivative	0.541	0.491	0.508	derivat
derive	0.396	0.324	0.360	deriva
dermal	0.385	0.406	0.443	dermică
dermatologist	0.531	0.358	0.528	dermatolog
dermatology	0.422	0.500	0.556	dermatologie
derogation	0.208	0.460	0.327	derogare
derogatory	0.122	0.580	0.404	peiorativ
descend	0.385	0.535	0.231	coborî
descendant	0.684	0.420	0.625	descendent
descendent	0.391	0.480	0.565	descendent
descending	0.219	0.493	0.250	Descendentă
descent	0.300	0.402	0.158	coborâre
describe	0.542	0.472	0.555	descrie
description	0.582	0.425	0.596	Descriere
descriptive	0.667	0.352	0.570	descriptiv
desecrate	0.255	0.806	0.509	profanează
desecration	0.125	0.833	0.564	profanare
desert	0.469	0.279	0.389	deşert
deserted	0.156	0.480	0.214	pustiu
deserter	0.122	0.710	0.366	dezertor
desertion	0.122	0.630	0.289	dezertare
deserve	0.802	0.436	0.613	merita
deserved	0.781	0.582	0.689	meritat
deserving	0.802	0.596	0.858	meritatoare
design	0.796	0.327	0.632	proiecta
designate	0.531	0.538	0.683	desemna
designated	0.500	0.412	0.616	desemnat
designation	0.612	0.571	0.675	desemnare
designed	0.745	0.380	0.595	proiectat
designer	0.875	0.519	0.670	proiectant
designing	0.792	0.355	0.552	proiectarea
desirability	0.684	0.550	0.675	dezirabilitate
desirable	0.740	0.735	0.750	de dorit
desire	0.896	0.692	0.647	dorință
desiring	0.814	0.821	0.632	dorind
desirous	0.719	0.824	0.562	doritor
desist	0.220	0.358	0.291	desista
desk	0.510	0.135	0.422	birou
desolate	0.104	0.320	0.228	pustii
desolation	0.073	0.481	0.273	pustiire
despair	0.115	0.794	0.245	disperare
despairing	0.073	0.735	0.286	disperat
despatch	0.448	0.400	0.613	expediere
desperado	0.260	0.745	0.361	disperat
desperate	0.083	0.842	0.337	disperat
desperation	0.125	0.904	0.419	disperare
despicable	0.146	0.710	0.255	josnic
despise	0.167	0.745	0.296	dispreţui
despondent	0.133	0.378	0.221	descurajat
despotic	0.141	0.824	0.592	despotic
despotism	0.255	0.696	0.620	despotism
dessert	0.755	0.491	0.404	desert
destination	0.708	0.471	0.637	destinaţie
destined	0.698	0.462	0.617	destinat
destiny	0.781	0.413	0.611	destin
destitute	0.130	0.451	0.222	lipsit
destroy	0.046	0.935	0.635	distruge
destroyed	0.031	0.696	0.288	distrus
destroyer	0.083	0.830	0.543	distrugător
destroying	0.041	0.828	0.660	distrugând
destruct	0.071	0.868	0.525	distruge
destruction	0.102	0.929	0.613	distrugere
destructive	0.177	0.870	0.713	distructiv
detach	0.357	0.625	0.450	desprinde
detached	0.280	0.396	0.216	detașat
detachment	0.243	0.700	0.443	detaşare
detail	0.514	0.406	0.528	detaliu
detailed	0.603	0.314	0.472	detaliat
details	0.583	0.367	0.481	Detalii
detain	0.351	0.345	0.430	reţine
detainee	0.306	0.510	0.321	deţinut
detect	0.531	0.520	0.565	detecta
detectable	0.479	0.539	0.649	detectabil
detection	0.708	0.567	0.538	detectare
detective	0.500	0.764	0.901	detectiv
detector	0.459	0.630	0.724	detector
detention	0.265	0.698	0.562	detenţie
deter	0.344	0.537	0.567	împiedica
detergent	0.458	0.304	0.426	detergent
deteriorate	0.083	0.471	0.202	deteriora
deteriorated	0.053	0.549	0.237	deteriorat
deteriorating	0.104	0.459	0.112	deteriorarea
deterioration	0.130	0.512	0.283	deteriorare
determinable	0.625	0.565	0.723	determinabil
determinate	0.630	0.314	0.772	determinat
determination	0.776	0.725	0.795	determinare
determine	0.612	0.368	0.776	a determina
determined	0.760	0.528	0.673	determinat
deterrent	0.292	0.461	0.385	descurajant
detest	0.083	0.800	0.492	detesta
detestation	0.177	0.637	0.412	detestare
detonate	0.375	0.850	0.696	detona
detonation	0.167	0.931	0.741	detonaţie
detonator	0.207	0.875	0.750	detonator
detour	0.398	0.539	0.309	ocol
detract	0.344	0.438	0.368	detrage
detriment	0.281	0.538	0.263	în detriment
detrimental	0.203	0.679	0.387	dăunătoare
detritus	0.276	0.353	0.363	detritus
deuce	0.479	0.338	0.425	egalitate de puncte
deutschmark	0.439	0.431	0.509	deutschmark
devalued	0.321	0.462	0.212	devalorizat
devastate	0.021	0.796	0.509	devasta
devastated	0.120	0.544	0.264	devastată
devastating	0.104	0.856	0.419	devastator
devastation	0.090	0.904	0.472	devastare
develop	0.771	0.670	0.821	dezvolta
developer	0.844	0.653	0.864	dezvoltator
developing	0.833	0.587	0.714	în curs de dezvoltare
development	0.827	0.500	0.796	dezvoltare
deviant	0.094	0.589	0.398	deviant
deviate	0.173	0.562	0.269	deviază
deviating	0.354	0.634	0.536	deviind
deviation	0.105	0.513	0.336	deviere
device	0.562	0.404	0.627	dispozitiv
devil	0.161	0.900	0.611	diavol
deviled	0.347	0.559	0.358	dracului
devilish	0.073	0.865	0.490	diavolesc
devious	0.250	0.519	0.259	viclean
devise	0.551	0.557	0.670	concepe
devoid	0.219	0.436	0.300	lipsit
devolution	0.345	0.434	0.425	deconcentrare
devolve	0.367	0.427	0.596	devolve
devote	0.802	0.490	0.642	devota
devoted	0.867	0.320	0.698	devotat
devotee	0.816	0.461	0.577	adept
devotion	0.802	0.561	0.673	devotament
devotional	0.740	0.394	0.655	devoțional
devour	0.344	0.888	0.574	devora
devout	0.620	0.357	0.464	devotat
dew	0.604	0.225	0.464	rouă
dexter	0.458	0.473	0.444	dexter
dexterity	0.771	0.673	0.864	dexteritate
dextrose	0.333	0.402	0.323	dextroză
diabetes	0.051	0.472	0.279	Diabet
diabetic	0.125	0.269	0.237	diabetic
diabolical	0.102	0.912	0.456	diabolic
diagnose	0.378	0.520	0.714	diagnostica
diagnosis	0.571	0.500	0.819	diagnostic
diagnostic	0.417	0.483	0.635	diagnostic
diagnostics	0.540	0.440	0.750	diagnostice
diagonal	0.500	0.343	0.410	diagonală
diagram	0.562	0.357	0.445	diagramă
dial	0.620	0.427	0.596	formați
dialect	0.635	0.422	0.526	dialect
dialectic	0.510	0.540	0.638	dialectic
dialogue	0.599	0.441	0.625	dialog
dialysis	0.194	0.567	0.407	dializă
diameter	0.427	0.298	0.483	diametru
diamond	0.910	0.606	0.769	diamant
diamonds	0.927	0.684	0.917	diamante
diaper	0.409	0.274	0.155	scutec
diaphragm	0.459	0.337	0.517	diafragmă
diarrhea	0.092	0.684	0.143	diaree
diarrhoea	0.038	0.692	0.250	diaree
diary	0.698	0.292	0.464	jurnal
diatribe	0.354	0.569	0.409	diatribă
dib	0.479	0.370	0.344	dib
dibs	0.510	0.410	0.391	dibs
dice	0.458	0.441	0.264	zaruri
dicey	0.290	0.833	0.727	zguduit
dichotomous	0.365	0.452	0.538	dihotomice
dichotomy	0.323	0.482	0.483	dihotomie
dick	0.208	0.500	0.462	pula
dickhead	0.115	0.608	0.284	nebun
dicks	0.310	0.694	0.358	disti
dictate	0.480	0.423	0.668	dicta
dictation	0.255	0.378	0.627	dictare
dictator	0.073	0.760	0.862	dictator
dictatorial	0.204	0.770	0.840	dictatorial
dictatorship	0.082	0.806	0.784	dictatură
diction	0.439	0.373	0.679	dicție
dictionary	0.620	0.250	0.598	dicţionar
dictum	0.385	0.510	0.528	dicton
didactic	0.645	0.480	0.673	didactic
diddle	0.429	0.566	0.393	diddle
die	0.031	0.765	0.259	a muri
died	0.021	0.650	0.327	decedat
diesel	0.490	0.327	0.448	motorină
diet	0.429	0.235	0.398	dietă
dietary	0.551	0.220	0.261	dietetice
differ	0.230	0.398	0.396	diferă
difference	0.474	0.560	0.483	diferență
differences	0.365	0.582	0.342	diferențe
different	0.612	0.394	0.473	diferit
differential	0.520	0.378	0.535	diferenţial
differentiation	0.367	0.561	0.535	diferenţiere
differently	0.480	0.431	0.506	diferit
differing	0.418	0.410	0.455	diferite
difficult	0.235	0.700	0.508	dificil
difficulties	0.082	0.784	0.357	dificultăți
difficulty	0.079	0.740	0.368	dificultate
diffuse	0.430	0.431	0.321	difuz
diffusion	0.356	0.615	0.517	difuziune
dig	0.367	0.585	0.637	săpa
digest	0.720	0.413	0.483	digera
digestion	0.531	0.410	0.455	digestie
digestive	0.542	0.413	0.434	digestiv
digit	0.447	0.286	0.333	cifră
digital	0.740	0.382	0.529	digital
dignified	0.766	0.481	0.635	demn
dignify	0.854	0.588	0.735	demnifica
dignity	0.844	0.391	0.873	demnitate
digress	0.271	0.625	0.411	face o digresiune
digs	0.448	0.670	0.635	sapă
dike	0.360	0.384	0.490	dig
dilapidated	0.229	0.618	0.286	dărăpănat
dilatation	0.385	0.574	0.368	dilatare
dilation	0.347	0.490	0.578	dilatare
dildo	0.536	0.587	0.491	vibrator
dilemma	0.153	0.590	0.430	dilemă
diligence	0.688	0.423	0.700	diligenta
diligent	0.760	0.426	0.759	harnic
dill	0.427	0.360	0.373	mărar
diluent	0.417	0.344	0.332	diluant
dilute	0.275	0.192	0.349	dilua
diluted	0.469	0.310	0.229	diluat
dilution	0.445	0.337	0.352	diluare
dim	0.398	0.321	0.273	dim
dime	0.653	0.317	0.345	ban
dimension	0.592	0.415	0.627	dimensiune
dimensional	0.561	0.484	0.596	dimensională
diminish	0.240	0.357	0.167	diminua
diminished	0.156	0.269	0.196	diminuat
diminution	0.316	0.296	0.245	diminuare
diminutive	0.323	0.200	0.109	diminutiv
dimwit	0.255	0.459	0.175	nebunesc
din	0.440	0.417	0.398	din
dine	0.821	0.519	0.478	cina
diner	0.643	0.302	0.538	diner
dinghy	0.510	0.269	0.325	barcă
dingo	0.608	0.472	0.346	dingo
dingy	0.156	0.483	0.343	murdar
dining	0.724	0.350	0.459	mese
dinky	0.357	0.451	0.358	dinky
dinner	0.823	0.392	0.379	masa de seara
dinnertime	0.796	0.406	0.341	ora cinei
dinosaur	0.448	0.630	0.596	dinozaur
dint	0.378	0.480	0.492	dint
diocesan	0.520	0.283	0.518	eparhial
diocese	0.510	0.288	0.575	eparhie
diorama	0.592	0.441	0.462	dioramă
dioxide	0.354	0.433	0.456	dioxid
dip	0.516	0.583	0.397	scufundare
diploma	0.750	0.462	0.731	diplomă
diplomacy	0.740	0.396	0.774	diplomaţie
diplomat	0.563	0.262	0.868	diplomat
diplomatic	0.653	0.363	0.918	diplomatic
dipper	0.548	0.361	0.348	dipper
dippy	0.430	0.402	0.340	dippy
dipstick	0.365	0.312	0.316	joja
dire	0.214	0.660	0.259	groaznic
direct	0.793	0.403	0.650	direct
directed	0.542	0.490	0.541	regizat
direction	0.719	0.330	0.684	direcţie
directive	0.604	0.530	0.918	directivă
directly	0.747	0.400	0.702	direct
director	0.688	0.580	0.912	director
directory	0.439	0.413	0.538	director
dirt	0.112	0.500	0.236	murdărie
dirty	0.153	0.460	0.170	murdar
disability	0.073	0.482	0.173	handicap
disable	0.115	0.430	0.269	dezactivați
disabled	0.308	0.443	0.235	dezactivat
disadvantage	0.150	0.377	0.282	dezavantaj
disaffected	0.176	0.410	0.291	nemulţumit
disagree	0.133	0.590	0.345	dezacord
disagreeable	0.042	0.643	0.178	dezagreabil
disagreeing	0.255	0.643	0.350	dezacord
disagreement	0.104	0.618	0.236	dezacord
disallow	0.156	0.519	0.424	interzice
disallowed	0.135	0.500	0.328	interzisă
disapointment	0.104	0.418	0.231	dezamăgire
disappear	0.143	0.441	0.350	dispărea
disappearance	0.214	0.698	0.367	dispariție
disappearing	0.167	0.427	0.379	dispărând
disappoint	0.150	0.633	0.288	dezamăgi
disappointed	0.071	0.472	0.241	dezamăgit
disappointing	0.073	0.640	0.200	dezamăgitor
disappointment	0.115	0.490	0.336	dezamăgire
disapproval	0.085	0.551	0.367	dezaprobare
disapprove	0.160	0.594	0.445	dezaproba
disapproved	0.104	0.550	0.114	dezaprobat
disapproving	0.245	0.625	0.452	dezaprobator
disarm	0.292	0.528	0.613	dezarma
disarray	0.198	0.657	0.223	dezordine
disaster	0.082	0.892	0.433	dezastru
disastrous	0.071	0.741	0.439	dezastruos
disband	0.302	0.491	0.417	dizolva
disbelief	0.188	0.409	0.373	neîncredere
disbelieve	0.188	0.441	0.352	a nu crede
disburse	0.418	0.473	0.353	plăti
disbursement	0.240	0.443	0.435	debursare
disc	0.622	0.410	0.426	disc
discard	0.240	0.343	0.337	arunca
discarded	0.229	0.460	0.308	aruncat
discards	0.240	0.464	0.391	aruncări
discern	0.459	0.566	0.518	discerne
discernible	0.427	0.441	0.481	perceptibil
discerning	0.542	0.584	0.780	discernământ
discernment	0.408	0.471	0.694	discernământ
discharge	0.427	0.538	0.578	deversare
disciple	0.765	0.385	0.462	discipol
disciplinary	0.562	0.593	0.796	disciplinar
discipline	0.615	0.471	0.806	disciplina
disciplined	0.728	0.450	0.750	disciplinat
disclaim	0.235	0.509	0.321	declina
disclaimer	0.367	0.571	0.542	declinare a răspunderii
disclose	0.490	0.570	0.545	dezvăluie
disclosed	0.271	0.575	0.546	dezvăluite
disclosure	0.500	0.615	0.710	dezvăluire
disco	0.710	0.806	0.575	discotecă
discoloration	0.224	0.373	0.414	decolorare
discolored	0.204	0.340	0.269	decolorat
discomfort	0.153	0.719	0.272	disconfort
disconcerted	0.100	0.612	0.288	deconcertat
disconcerting	0.106	0.549	0.269	deconcertant
disconnect	0.438	0.292	0.191	Deconectat
disconnected	0.292	0.276	0.173	deconectat
disconnection	0.167	0.283	0.277	deconectare
disconnects	0.256	0.357	0.241	se deconectează
discontent	0.240	0.530	0.263	nemulţumire
discontinuance	0.123	0.741	0.337	întrerupere
discontinue	0.354	0.396	0.349	întrerupe
discontinuity	0.303	0.439	0.250	discontinuitate
discontinuous	0.233	0.409	0.316	discontinuu
discord	0.115	0.882	0.465	discordie
discount	0.724	0.530	0.302	reducere
discounted	0.677	0.471	0.430	reduse
discourage	0.184	0.443	0.267	descuraja
discouraged	0.220	0.304	0.090	descurajat
discouragement	0.112	0.319	0.206	descurajare
discouraging	0.167	0.469	0.281	descurajator
discourse	0.410	0.550	0.803	discurs
discover	0.771	0.793	0.673	descoperi
discovery	0.823	0.627	0.814	descoperire
discredit	0.075	0.529	0.355	discredita
discredited	0.112	0.491	0.182	discreditat
discreet	0.552	0.216	0.532	discret
discrepancy	0.260	0.643	0.417	discrepanţă
discrete	0.585	0.231	0.429	discret
discretion	0.552	0.320	0.685	discreție
discretionary	0.520	0.365	0.446	discreționară
discriminate	0.125	0.761	0.366	deosebi
discriminating	0.160	0.783	0.462	discriminare
discrimination	0.051	0.724	0.379	discriminare
discus	0.542	0.423	0.343	discuri
discuss	0.396	0.769	0.509	discuta
discussion	0.333	0.842	0.536	discuţie
disdain	0.153	0.446	0.441	dispreț
disdainful	0.097	0.480	0.263	disprețuitor
disease	0.041	0.539	0.333	boala
diseased	0.123	0.510	0.134	bolnav
disembodied	0.167	0.620	0.412	lipsit de trup
disengage	0.406	0.529	0.304	decupla
disengagement	0.327	0.373	0.395	dezangajare
disfigured	0.153	0.613	0.336	desfigurat
disgrace	0.061	0.531	0.331	ruşine
disgraced	0.071	0.661	0.250	dezonorat
disgraceful	0.082	0.702	0.240	ruşinos
disgruntled	0.104	0.658	0.442	nemulţumit
disguise	0.573	0.694	0.431	deghizare
disguised	0.500	0.615	0.326	deghizat
disgust	0.052	0.775	0.317	dezgust
disgusted	0.051	0.773	0.274	dezgustat
disgusting	0.031	0.796	0.245	dezgustător
dish	0.552	0.255	0.264	farfurie
disheartened	0.153	0.343	0.238	descurajat
disheartening	0.010	0.353	0.224	deprimant
dishonest	0.191	0.491	0.163	necinstit
dishonesty	0.094	0.592	0.348	necinste
dishonor	0.104	0.620	0.185	dezonoare
dishonorable	0.112	0.641	0.280	dezonorant
dishwasher	0.480	0.296	0.324	spalator de vase
disillusionment	0.051	0.519	0.190	deziluzie
disinclination	0.125	0.491	0.330	declinul
disincline	0.458	0.454	0.278	îndepărta de la
disinclined	0.385	0.442	0.364	dezclinat
disinfect	0.448	0.388	0.648	dezinfecta
disinfectant	0.531	0.429	0.460	dezinfectant
disinfection	0.517	0.556	0.473	dezinfectare
disinformation	0.230	0.577	0.260	dezinformare
disingenuous	0.194	0.509	0.204	necinstit
disintegrate	0.143	0.660	0.364	dezintegra
disintegration	0.094	0.551	0.381	dezintegrare
disinterested	0.398	0.284	0.392	dezinteresat
disjoint	0.351	0.385	0.322	disjuns
disjointed	0.323	0.518	0.365	dezarticulat
disjunctive	0.286	0.481	0.400	disjunctiv
disk	0.573	0.423	0.412	disc
diskette	0.531	0.255	0.391	dischetă
dislike	0.156	0.406	0.321	antipatie
disliked	0.062	0.510	0.221	ne-a plăcut
disliking	0.163	0.637	0.366	antipatie
dislocated	0.125	0.625	0.200	dislocat
dislocation	0.229	0.565	0.373	dislocare
dislodge	0.214	0.769	0.356	disloca
disloyal	0.062	0.582	0.245	neloial
disloyalty	0.187	0.716	0.267	neloialitate
dismal	0.194	0.450	0.192	sumbru
dismantle	0.347	0.644	0.462	demontează
dismay	0.314	0.681	0.459	consternare
dismayed	0.165	0.735	0.389	consternat
dismemberment	0.104	0.860	0.470	dezmembrare
dismiss	0.167	0.541	0.509	demite
dismissal	0.153	0.723	0.271	concediere
dismissive	0.188	0.541	0.430	disprețuitor
dismount	0.361	0.423	0.391	demonta
disobedience	0.051	0.868	0.369	nesupunere
disobedient	0.276	0.706	0.353	neascultător
disobey	0.143	0.556	0.491	neascultă
disorder	0.115	0.816	0.218	tulburare
disordered	0.210	0.714	0.288	dezordonat
disorderly	0.188	0.748	0.385	dezordonat
disorganized	0.052	0.507	0.184	dezorganizat
disorientation	0.163	0.472	0.212	dezorientare
disoriented	0.227	0.643	0.227	dezorientat
disown	0.153	0.637	0.368	neagă
disparage	0.092	0.663	0.336	discredita
disparaging	0.102	0.626	0.411	disprețuitor
disparate	0.438	0.500	0.368	disparate
disparity	0.208	0.482	0.361	disparitate
dispassionate	0.199	0.217	0.218	nepasional
dispatch	0.317	0.417	0.555	expediere
dispatcher	0.365	0.704	0.652	dispecer
dispel	0.388	0.402	0.411	risipi
dispensary	0.406	0.380	0.606	dispensar
dispensation	0.388	0.462	0.490	dispensa
dispense	0.561	0.520	0.518	dispensa
dispenser	0.583	0.392	0.470	dozator
dispersal	0.388	0.507	0.421	dispersare
disperse	0.375	0.569	0.434	dispersa
dispersed	0.344	0.490	0.274	dispersat
dispersion	0.270	0.604	0.350	dispersie
dispirited	0.204	0.280	0.142	abătut
displace	0.424	0.541	0.454	deplasa
displaced	0.281	0.472	0.291	deplasat
displacement	0.276	0.531	0.481	deplasare
displacency	0.500	0.528	0.642	deplasare
display	0.677	0.325	0.400	afişa
displease	0.021	0.702	0.286	nemulțumiți
displeased	0.135	0.690	0.400	nemulțumit
displeasure	0.115	0.559	0.250	nemulțumire
disposable	0.271	0.439	0.250	de unică folosință
disposal	0.135	0.608	0.396	eliminarea
dispose	0.548	0.538	0.559	dispune
disposed	0.688	0.441	0.625	dispuse
disposition	0.663	0.542	0.734	dispoziţie
dispossessed	0.354	0.577	0.331	deposedat
disprove	0.375	0.625	0.613	infirma
dispute	0.219	0.750	0.585	disputa
disqualification	0.066	0.677	0.330	descalificare
disqualified	0.129	0.464	0.232	descalificat
disqualify	0.208	0.595	0.267	descalifica
disquieted	0.229	0.850	0.290	neliniștit
disregard	0.177	0.647	0.308	nesocotire
disregarded	0.260	0.458	0.283	nesocotite
disrelish	0.375	0.471	0.304	dezgust
disreputable	0.104	0.688	0.353	de nerespectat
disrepute	0.208	0.630	0.292	discredit
disrespect	0.062	0.637	0.302	lipsă de respect
disrespectful	0.031	0.694	0.273	lipsit de respect
disrupt	0.265	0.640	0.349	perturba
disrupting	0.186	0.557	0.339	perturbatoare
disruption	0.235	0.735	0.436	perturbare
disruptive	0.255	0.755	0.575	perturbatoare
dissatisfaction	0.115	0.663	0.202	nemulţumire
dissatisfied	0.042	0.561	0.291	nemulţumit
dissect	0.367	0.750	0.595	diseca
dissection	0.276	0.632	0.462	disecţie
disseminate	0.562	0.608	0.750	răspândi
dissemination	0.476	0.551	0.583	diseminare
dissension	0.250	0.618	0.414	disensiune
dissent	0.300	0.655	0.407	disidenţă
dissenting	0.208	0.552	0.366	disidente
dissertation	0.312	0.575	0.575	disertație
disservice	0.250	0.794	0.480	deserviciu
dissident	0.350	0.582	0.413	disident
dissimilar	0.276	0.461	0.472	diferite
dissipate	0.385	0.368	0.355	risipi
dissipated	0.281	0.421	0.231	risipit
dissociation	0.135	0.555	0.471	disociere
dissociative	0.281	0.615	0.397	disociativ
dissolution	0.204	0.464	0.349	dizolvare
dissolve	0.271	0.490	0.410	dizolva
dissonance	0.173	0.471	0.336	disonanţă
