English Word	Valence	Arousal	Dominance	Maltese Word
eighty	0.500	0.300	0.453	tmenin
ejaculate	0.604	0.896	0.604	eġakula
ejaculation	0.615	0.893	0.547	eġakulazzjoni
eject	0.434	0.656	0.559	eject
ejection	0.188	0.836	0.554	tkeċċija
elaborate	0.561	0.367	0.680	jelabora
elaboration	0.708	0.500	0.598	elaborazzjoni
elan	0.562	0.367	0.500	elan
elapse	0.514	0.440	0.455	jgħaddi
elapsed	0.583	0.451	0.493	għadda
elastic	0.656	0.518	0.385	elastika
elasticity	0.635	0.452	0.582	elastiċità
elated	0.792	0.960	0.725	ferħana
elation	0.740	0.853	0.623	elazzjoni
elbow	0.448	0.133	0.254	minkeb
eld	0.471	0.292	0.451	eld
elder	0.448	0.153	0.462	anzjan
elders	0.602	0.260	0.441	anzjani
eldest	0.625	0.471	0.741	il-kbir
elect	0.667	0.554	0.661	elett
election	0.625	0.519	0.651	elezzjoni
elective	0.612	0.380	0.623	elettiv
elector	0.479	0.520	0.766	elettur
electoral	0.490	0.631	0.602	elettorali
electorate	0.560	0.380	0.696	elettorat
electric	0.458	0.708	0.512	elettriku
electric slide	0.542	0.660	0.536	slide elettriku
electrical	0.531	0.620	0.688	elettriku
electrician	0.449	0.590	0.620	elettriċista
electricity	0.698	0.810	0.733	elettriku
electrify	0.520	0.769	0.737	elettrifika
electrocute	0.271	0.731	0.555	elettrokutati
electrocution	0.177	0.844	0.692	elettrokuzzjoni
electromagnetic	0.531	0.632	0.683	elettromanjetiċi
electron	0.520	0.455	0.560	elettron
electronic	0.571	0.490	0.704	elettroniċi
electronics	0.708	0.545	0.574	elettronika
elegance	0.918	0.396	0.824	eleganti
elegant	0.865	0.500	0.685	eleganti
element	0.531	0.259	0.481	element
elemental	0.627	0.306	0.711	elementali
elementary	0.594	0.286	0.686	elementari
elements	0.510	0.312	0.462	elementi
elephant	0.531	0.510	0.615	iljunfant
elevate	0.812	0.500	0.804	jeleva
elevated	0.704	0.594	0.620	elevati
elevation	0.760	0.759	0.711	elevazzjoni
elevator	0.562	0.604	0.676	lift
eleven	0.449	0.250	0.430	ħdax
eleventh	0.594	0.329	0.357	il-ħdax
elf	0.460	0.457	0.315	elf
elicit	0.406	0.594	0.658	iqanqal
eligible	0.750	0.400	0.518	eliġibbli
eliminate	0.265	0.670	0.324	telimina
elimination	0.052	0.667	0.431	eliminazzjoni
elite	0.688	0.704	0.737	elite
elitist	0.500	0.606	0.656	elitista
elixir	0.708	0.587	0.604	elixir
elk	0.439	0.337	0.340	elk
ell	0.469	0.418	0.373	ell
ellipse	0.531	0.410	0.479	ellissi
ellipsis	0.653	0.358	0.314	ellissi
ellipsoid	0.500	0.440	0.419	ellissoid
elliptic	0.500	0.431	0.528	ellittika
elliptical	0.338	0.385	0.490	ellittika
elm	0.510	0.345	0.321	elm
elongate	0.583	0.385	0.540	tawwalija
elongation	0.561	0.500	0.500	titwil
elope	0.396	0.694	0.528	ħarab
eloquence	0.729	0.490	0.804	elokwenza
eloquent	0.870	0.680	0.741	elokwenti
elucidate	0.583	0.509	0.518	jiċċaraw
elucidation	0.650	0.574	0.586	iluċidazzjoni
elude	0.438	0.521	0.464	jaħrab
elusive	0.229	0.615	0.466	elużiva
emaciated	0.103	0.541	0.151	demaċjata
email	0.698	0.230	0.456	email
emanate	0.653	0.464	0.554	joħorġu
emancipation	0.704	0.684	0.763	emanċipazzjoni
embankment	0.677	0.438	0.436	moll
embargo	0.229	0.564	0.443	embargo
embark	0.541	0.550	0.619	jimbarkaw
embarrass	0.082	0.667	0.364	imbarazza
embarrassed	0.184	0.560	0.246	imbarazzat
embarrassing	0.226	0.809	0.225	imbarazzanti
embarrassment	0.143	0.685	0.226	imbarazzament
embassy	0.622	0.333	0.758	ambaxxata
embattled	0.235	0.724	0.421	battaljat
embed	0.417	0.554	0.670	daħħal
embellish	0.842	0.500	0.769	jsebb
embellishment	0.673	0.449	0.405	tisbiħ
embers	0.490	0.481	0.508	embers
embezzlement	0.143	0.827	0.435	seqba
embezzler	0.146	0.823	0.491	imbezzler
emblem	0.640	0.330	0.754	emblema
emblematic	0.771	0.459	0.798	emblematiċi
embodiment	0.562	0.690	0.663	inkarnazzjoni
embolism	0.104	0.660	0.302	emboliżmu
embossed	0.531	0.481	0.500	intaljat
embrace	0.949	0.490	0.452	tħaddan
embroidered	0.677	0.279	0.407	irrakkmati
embroidery	0.781	0.358	0.280	rakkmu
embroiled	0.337	0.721	0.420	imdawwar
embryo	0.673	0.469	0.453	embrijun
embryonic	0.573	0.453	0.598	embrijoniku
emcee	0.694	0.577	0.691	emcee
emerald	0.740	0.363	0.726	żmerald
emerge	0.602	0.594	0.731	joħorġu
emergence	0.276	0.857	0.676	emerġenza
emergency	0.200	0.900	0.571	emerġenza
emeritus	0.633	0.402	0.735	emeritu
emery	0.469	0.583	0.472	żmerill
emetophobia	0.243	0.620	0.403	emetofobija
emigrate	0.356	0.812	0.508	jemigra
emigration	0.564	0.664	0.432	emigrazzjoni
eminence	0.816	0.644	0.837	eminenza
eminent	0.740	0.620	0.830	eminenti
eminently	0.694	0.607	0.773	eminentement
emir	0.510	0.396	0.621	emiru
emissary	0.562	0.462	0.636	emissarju
emission	0.510	0.453	0.591	emissjoni
emit	0.638	0.445	0.510	jarmu
emo	0.354	0.314	0.226	emo
emotion	0.693	0.873	0.696	emozzjoni
emotional	0.779	0.714	0.526	emozzjonali
emotive	0.917	0.741	0.525	emottiv
empathic	0.760	0.570	0.558	empatiku
empathize	0.802	0.591	0.660	empatizza
empathy	0.729	0.349	0.545	empatija
emperor	0.651	0.704	0.962	imperatur
emphasis	0.653	0.745	0.816	enfasi
emphasize	0.510	0.605	0.769	jenfasizzaw
emphatic	0.615	0.707	0.732	enfatiku
emphysema	0.156	0.556	0.336	enfisema
empire	0.688	0.730	0.944	imperu
empirical	0.500	0.510	0.574	empiriku
empiricism	0.583	0.460	0.547	empiriżmu
employ	0.729	0.481	0.702	jimpjegaw
employee	0.582	0.361	0.481	impjegat
employer	0.663	0.518	0.767	min iħaddem
employment	0.750	0.594	0.611	impjieg
emporium	0.622	0.556	0.724	emporium
empower	0.694	0.779	0.891	tagħti s-setgħa
empress	0.716	0.669	0.855	imperatriċi
emptiness	0.177	0.173	0.184	vojt
emption	0.570	0.406	0.458	vojt
empty	0.188	0.183	0.081	vojta
emu	0.420	0.358	0.330	emu
emulate	0.438	0.340	0.549	jimitaw
emulsion	0.562	0.431	0.453	emulsjoni
enable	0.760	0.491	0.782	jippermettu
enablement	0.600	0.451	0.750	abilitazzjoni
enact	0.680	0.564	0.598	jippromulga
enactment	0.667	0.612	0.769	promulgazzjoni
enamel	0.594	0.280	0.306	enamel
encampment	0.677	0.573	0.605	kampament
enchant	0.873	0.650	0.643	iskanta
enchanted	0.917	0.633	0.687	msaħħra
enchanting	0.917	0.681	0.708	enchanting
enchantment	0.816	0.775	0.647	inkantar
enchantress	0.398	0.663	0.479	incantatriċi
enchilada	0.542	0.553	0.371	enchilada
encircle	0.460	0.500	0.519	iddawwar
encircling	0.510	0.368	0.557	jdawru
enclave	0.531	0.333	0.580	enklavi
enclose	0.531	0.477	0.473	jehmżu
enclosure	0.417	0.375	0.490	egħluq
encode	0.490	0.500	0.734	kodifika
encomiastic	0.541	0.500	0.670	enkomjastiku
encomium	0.541	0.451	0.519	enkomju
encompass	0.520	0.298	0.661	iħaddnu
encore	0.510	0.423	0.500	encore
encounter	0.865	0.702	0.689	jiltaqgħu
encourage	0.896	0.580	0.704	iħeġġeġ
encouraged	0.953	0.702	0.657	mħeġġa
encouragement	0.865	0.700	0.759	inkoraġġiment
encouraging	0.823	0.583	0.755	inkoraġġanti
encroach	0.302	0.742	0.702	jindaħal
encroachment	0.255	0.736	0.620	invażjoni
encrypt	0.500	0.387	0.500	kriptaġġ
encryption	0.547	0.415	0.474	encryption
encumbrance	0.300	0.521	0.480	piż
encyclopedia	0.679	0.320	0.645	enċiklopedija
end	0.198	0.349	0.298	tmiem
end table	0.541	0.480	0.482	tabella tat-tarf
endanger	0.115	0.885	0.404	jipperikolaw
endangered	0.083	0.885	0.430	fil-periklu
endangerment	0.167	0.873	0.519	periklu
endearing	0.663	0.434	0.604	tgħaqqad
endeavor	0.677	0.755	0.765	tipprova
ended	0.302	0.500	0.500	spiċċat
endemic	0.406	0.480	0.483	endemiku
endgame	0.449	0.538	0.526	tmiem il-logħba
ending	0.344	0.365	0.492	jispiċċa
endless	0.347	0.462	0.472	bla tmiem
endocarditis	0.235	0.587	0.412	endokardite
endorse	0.592	0.392	0.472	japprova
endorsement	0.834	0.360	0.611	endorsjar
endow	0.684	0.398	0.609	għotja
endowed	0.755	0.510	0.769	mogħnija
endowment	0.685	0.578	0.647	dotazzjoni
endpapers	0.542	0.400	0.339	endpapers
endpoint	0.311	0.410	0.448	endpoint
endurance	0.592	0.745	0.760	reżistenza
endure	0.320	0.610	0.574	isofru
enduring	0.633	0.459	0.768	dejjiema
enema	0.281	0.673	0.268	enema
enemy	0.135	0.794	0.591	ghadu
energetic	0.847	0.868	0.902	enerġetiku
energize	0.792	0.810	0.875	enerġizza
energy	0.944	0.725	0.868	enerġija
enforce	0.583	0.644	0.836	jinforza
enforcement	0.594	0.571	0.736	infurzar
enforcer	0.398	0.612	0.639	infurzatur
engage	0.771	0.796	0.713	jimpenjaw ruħhom
engaged	0.837	0.596	0.849	ingaġġat
engagement	0.906	0.587	0.807	ingaġġ
engaging	0.948	0.612	0.862	involviment
engender	0.561	0.741	0.688	jiġġenera
engine	0.615	0.644	0.676	magna
engineer	0.719	0.500	0.875	inġinier
engineering	0.735	0.471	0.836	inġinerija
engrave	0.486	0.442	0.517	inċiżjoni
engraved	0.542	0.375	0.473	imnaqqax
engraver	0.552	0.417	0.500	inċiżur
engraving	0.604	0.430	0.442	inċiżjoni
engrossed	0.541	0.471	0.304	assenjat
engrossing	0.698	0.702	0.750	engrossing
engulf	0.398	0.573	0.500	jaħkem
enhance	0.802	0.578	0.814	ittejjeb
enhancement	0.877	0.490	0.741	titjib
enigma	0.513	0.700	0.500	enigma
enigmatic	0.469	0.589	0.679	enigmatiku
enjoin	0.594	0.454	0.732	jordna
enjoy	0.959	0.725	0.750	igawdu
enjoyable	1.000	0.481	0.605	pjaċevoli
enjoying	0.908	0.759	0.759	tgawdi
enjoyment	0.930	0.612	0.716	tgawdija
enlarge	0.735	0.606	0.688	tkabbar
enlarged	0.673	0.490	0.518	imkabbra
enlargement	0.677	0.577	0.616	tkabbir
enlighten	0.729	0.549	0.667	idawwal
enlightened	0.956	0.566	0.700	imdawwal
enlightening	0.825	0.729	0.727	illuminanti
enlightenment	0.837	0.549	0.619	kjarifika
enlist	0.510	0.370	0.483	ingaġġa
enliven	0.833	0.683	0.702	ħajjar
enmity	0.094	0.706	0.382	għedewwa
ennui	0.406	0.461	0.316	ennui
enormity	0.594	0.648	0.848	enormi
enormous	0.677	0.665	0.886	enormi
enormously	0.760	0.694	0.872	enormi
enraged	0.083	0.962	0.636	irrabjat
enrich	0.896	0.731	0.705	jarrikkixxi
enroll	0.696	0.530	0.611	irreġistra
enrollment	0.667	0.391	0.698	reġistrazzjoni
ensemble	0.697	0.418	0.586	ensemble
ensign	0.663	0.270	0.545	ensign
enslave	0.073	0.800	0.481	skjavi
enslaved	0.104	0.720	0.321	skjavi
enslavement	0.086	0.635	0.302	jasar
ensue	0.698	0.363	0.332	jirriżulta
ensure	0.737	0.406	0.759	tiżgura
entail	0.484	0.630	0.645	jinvolvu
entangled	0.319	0.578	0.357	imħabbbil
entanglement	0.302	0.765	0.248	tħabbil
enter	0.708	0.470	0.500	jidħol
enterprise	0.760	0.392	0.754	intrapriża
enterprising	0.865	0.784	0.875	intraprendenti
entertain	0.918	0.684	0.598	divertiment
entertained	0.902	0.644	0.712	pjaċir
entertainer	0.888	0.709	0.759	spettatur
entertaining	0.833	0.658	0.660	divertenti
entertainment	0.847	0.750	0.569	divertiment
enthralled	0.745	0.602	0.615	mħeġġa
enthusiasm	0.938	0.816	0.798	entużjażmu
enthusiast	0.867	0.810	0.875	entużjast
enthusiastic	0.885	0.868	0.848	entużjasti
entice	0.521	0.887	0.518	iħajjar
entire	0.689	0.462	0.698	kollu
entirety	0.854	0.460	0.804	kollu
entitle	0.729	0.333	0.827	jintitola
entity	0.542	0.402	0.670	entità
entomology	0.438	0.396	0.545	entomoloġija
entourage	0.491	0.567	0.467	madwaru
entrails	0.365	0.538	0.387	interjuri
entrance	0.698	0.393	0.526	entratura
entrapment	0.177	0.604	0.441	qbid
entreat	0.304	0.560	0.462	entreat
entree	0.615	0.477	0.624	entrata
entrepreneur	0.885	0.704	0.920	intraprenditur
entrust	0.693	0.310	0.630	afda
entry	0.552	0.353	0.602	dħul
enumerate	0.521	0.390	0.491	jenumera
enumeration	0.548	0.327	0.534	enumerazzjoni
envelope	0.604	0.275	0.377	envelop
envious	0.110	0.754	0.341	għira
environ	0.724	0.221	0.433	ambjent
environment	0.646	0.194	0.528	ambjent
environmental	0.633	0.313	0.664	ambjentali
environs	0.561	0.288	0.345	inħawi
envision	0.625	0.449	0.483	jaħseb
envoy	0.531	0.375	0.586	mibgħut
envy	0.240	0.704	0.427	għira
enzyme	0.562	0.277	0.481	enzima
ephemeral	0.500	0.312	0.377	effimeru
ephemeris	0.640	0.380	0.528	efemeridi
epic	0.857	0.713	0.830	epika
epidemic	0.092	0.830	0.611	epidemija
epidermis	0.418	0.490	0.426	epidermide
epidural	0.347	0.452	0.525	epidurali
epilepsy	0.061	0.854	0.250	epilessija
epileptic	0.146	0.794	0.340	epilettiku
epilogue	0.582	0.353	0.466	epilogu
epiphany	0.625	0.596	0.526	epifanija
episcopal	0.542	0.314	0.750	episkopali
episode	0.719	0.367	0.509	episodju
episodic	0.531	0.542	0.462	episodiku
epistle	0.604	0.417	0.535	epistola
epitaph	0.276	0.323	0.442	epitafju
epithet	0.530	0.394	0.524	epitet
epitome	0.510	0.500	0.667	epitome
epoch	0.553	0.343	0.797	epoka
equal	0.781	0.178	0.407	ugwali
equality	0.898	0.305	0.716	ugwaljanza
equalization	0.625	0.422	0.423	ekwalizzazzjoni
equalize	0.738	0.281	0.574	indaqs
equalizer	0.604	0.451	0.586	equalizer
equally	0.625	0.264	0.436	bl-istess mod
equate	0.724	0.382	0.624	ugwali
equation	0.479	0.384	0.608	ekwazzjoni
equator	0.550	0.302	0.462	ekwatur
equatorial	0.550	0.271	0.593	ekwatorjali
equestrian	0.633	0.519	0.417	ekwestri
equidistant	0.375	0.406	0.509	ekwidistanti
equilibration	0.724	0.317	0.593	ekwilibrazzjoni
equilibrium	0.676	0.235	0.620	ekwilibriju
equip	0.650	0.519	0.713	jarmaw
equipment	0.745	0.495	0.700	tagħmir
equitable	0.714	0.286	0.750	ġust
equity	0.792	0.304	0.614	ekwità
equivalence	0.663	0.250	0.582	ekwivalenza
equivalent	0.646	0.347	0.500	ekwivalenti
equivocal	0.327	0.482	0.257	ekwivoku
era	0.615	0.407	0.449	era
eradicate	0.260	0.690	0.686	jeqirdu
eradication	0.208	0.788	0.685	eradikazzjoni
erase	0.240	0.260	0.321	ħassar
eraser	0.458	0.209	0.311	eraser
erasure	0.281	0.360	0.265	tħassir
ere	0.479	0.312	0.377	ere
erect	0.643	0.885	0.627	wieqfa
erectile	0.542	0.796	0.625	erettili
erection	0.640	0.856	0.695	erezzjoni
ergo	0.385	0.400	0.385	ergo
erode	0.208	0.643	0.580	tnaqqar
erosion	0.312	0.770	0.465	erożjoni
erotic	0.625	0.946	0.683	erotic
erotica	0.781	0.870	0.579	erotika
err	0.146	0.660	0.236	żball
errand	0.385	0.519	0.482	mandat
errant	0.205	0.602	0.375	errant
erratic	0.271	0.503	0.217	erratiku
erratum	0.327	0.528	0.436	erratum
erroneous	0.057	0.561	0.245	żbaljat
error	0.094	0.559	0.198	żball
erst	0.277	0.422	0.357	erst
erudite	0.719	0.434	0.774	erudit
erupt	0.188	0.820	0.818	tispara
eruption	0.156	0.913	0.733	eruzzjoni
escalade	0.480	0.724	0.442	teskala
escalate	0.653	0.714	0.728	teskala
escalating	0.646	0.724	0.518	teskala
escalation	0.571	0.807	0.582	eskalazzjoni
escalator	0.500	0.530	0.518	escalator
escape	0.367	0.765	0.448	ħarba
escaped	0.365	0.755	0.518	ħarab
escarpment	0.406	0.553	0.470	scarpa
eschew	0.184	0.438	0.370	jaħrab
escort	0.729	0.480	0.608	skorta
escrow	0.449	0.520	0.613	depożitu f'depożitu
esophagus	0.429	0.454	0.464	esofagu
esoteric	0.500	0.676	0.545	esoteriku
especial	0.827	0.419	0.794	speċjali
espionage	0.312	0.750	0.620	spjunaġġ
espouse	0.802	0.529	0.598	miżżewġa
espresso	0.677	0.620	0.508	espresso
esprit	0.552	0.431	0.407	esprit
esquire	0.604	0.542	0.518	skwadra
essay	0.559	0.411	0.530	esej
essayist	0.656	0.460	0.462	esejist
essence	0.663	0.369	0.575	essenza
essential	0.812	0.405	0.759	essenzjali
essentially	0.750	0.373	0.802	essenzjalment
establish	0.708	0.500	0.688	jistabbilixxu
established	0.796	0.394	0.694	stabbilit
establishment	0.690	0.398	0.631	stabbiliment
estate	0.653	0.385	0.647	proprjetà
esteem	0.745	0.380	0.679	stima
esteemed	0.694	0.418	0.531	stmata
esthetic	0.635	0.360	0.558	estetika
estimable	0.796	0.408	0.630	stimabbli
estimate	0.719	0.469	0.517	stima
estimation	0.740	0.480	0.589	stima
estoppel	0.354	0.459	0.482	estoppel
estranged	0.156	0.382	0.377	imbiegħed
estrogen	0.580	0.500	0.425	estroġenu
estuary	0.469	0.278	0.482	estwarju
etch	0.510	0.367	0.598	inċiżjoni
etching	0.567	0.491	0.575	inċiżjoni
eternal	0.854	0.409	0.843	eterna
eternity	0.765	0.520	0.911	eternità
ethanol	0.333	0.410	0.534	etanol
ether	0.490	0.306	0.412	etere
ethereal	0.520	0.419	0.518	etereali
ethic	0.786	0.260	0.791	etika
ethical	0.854	0.324	0.634	etiku
ethics	0.658	0.296	0.731	etika
ethnic	0.583	0.373	0.555	etniċi
ethnography	0.571	0.373	0.549	etnografija
etiology	0.500	0.385	0.639	etjoloġija
etiquette	0.604	0.350	0.421	etikett
etymology	0.531	0.370	0.529	etimoloġija
eucalyptus	0.602	0.308	0.418	ewkaliptu
euchre	0.470	0.459	0.442	euchre
eugenics	0.448	0.530	0.518	ewġenika
eulogistic	0.740	0.623	0.694	eloġistika
eulogium	0.542	0.482	0.655	eluġju
eulogize	0.850	0.518	0.679	ifaħħar
eulogy	0.625	0.443	0.667	eloġija
euphemism	0.418	0.453	0.491	ewfemiżmu
euphoria	0.769	0.955	0.648	ewforija
euphoric	0.745	0.904	0.588	ewforiku
euro	0.680	0.441	0.521	euro
euthanasia	0.229	0.716	0.325	ewtanasja
evacuate	0.354	0.792	0.314	jevakwa
evacuation	0.160	0.755	0.582	evakwazzjoni
evade	0.304	0.490	0.342	jevadi
evaluate	0.663	0.640	0.649	tevalwa
evaluation	0.542	0.667	0.764	evalwazzjoni
evanescence	0.527	0.519	0.458	evanescence
evangelical	0.602	0.389	0.602	evanġeliku
evangelist	0.582	0.464	0.702	evanġelista
evangelistic	0.660	0.375	0.612	evanġelistika
evaporate	0.357	0.469	0.402	jevapora
evaporation	0.556	0.346	0.388	evaporazzjoni
evasion	0.229	0.510	0.418	evażjoni
evasive	0.117	0.596	0.425	evażiv
eve	0.612	0.378	0.440	lejliet
evening	0.458	0.185	0.318	filgħaxija
evens	0.592	0.430	0.457	evens
event	0.745	0.673	0.664	avveniment
eventful	0.543	0.837	0.510	mimlija
eventual	0.633	0.459	0.413	eventwali
eventuality	0.469	0.627	0.527	eventwalità
evergreen	0.729	0.471	0.546	Evergreen
everlasting	0.740	0.413	0.809	għal dejjem
evermore	0.677	0.450	0.403	dejjem aktar
everyday	0.740	0.392	0.472	kuljum
everyman	0.522	0.333	0.535	kulħadd
evict	0.042	0.632	0.377	tkeċċi
eviction	0.185	0.731	0.455	żgumbrament
evidence	0.500	0.500	0.778	evidenza
evident	0.633	0.444	0.664	evidenti
evidentiary	0.448	0.541	0.717	evidenzjarju
evil	0.040	0.827	0.545	ħażen
evoke	0.438	0.341	0.500	jevokaw
evolution	0.781	0.657	0.854	evoluzzjoni
evolutionary	0.796	0.673	0.825	evoluzzjonarju
evolve	0.655	0.692	0.896	jevolvu
ewe	0.429	0.216	0.277	nagħaġ
ex	0.250	0.520	0.306	ex
exacerbate	0.323	0.776	0.580	jaggravaw
exacerbation	0.344	0.810	0.480	aggravament
exact	0.719	0.354	0.685	eżatt
exacting	0.448	0.673	0.767	esiġenti
exaggerate	0.193	0.760	0.529	jesaġera
exaggerated	0.224	0.885	0.732	esaġerat
exaggeration	0.312	0.775	0.582	esaġerazzjoni
exalt	0.656	0.750	0.745	teżalta
exaltation	0.594	0.892	0.673	esaltazzjoni
exalted	0.676	0.845	0.696	eżaltat
exam	0.479	0.663	0.577	eżami
examination	0.378	0.657	0.679	eżami
examine	0.615	0.623	0.786	teżamina
examiner	0.406	0.575	0.812	eżaminatur
example	0.542	0.337	0.510	eżempju
exasperated	0.229	0.816	0.377	exasperated
exasperation	0.214	0.833	0.483	eżasperazzjoni
excavate	0.583	0.613	0.635	skava
excavation	0.540	0.644	0.527	tħaffir
excavator	0.427	0.673	0.649	excavator
exceed	0.500	0.827	0.586	jaqbeż
exceeding	0.500	0.802	0.668	jaqbeż
excel	0.561	0.363	0.466	jisbqu
excellence	0.958	0.620	0.907	eċċellenza
excellent	0.970	0.587	0.870	eċċellenti
excelsior	0.700	0.625	0.611	excelsior
excepting	0.408	0.413	0.526	ħlief
exception	0.469	0.600	0.544	eċċezzjoni
exceptional	0.806	0.740	0.933	eċċezzjonali
excerpt	0.437	0.367	0.543	silta
excess	0.385	0.889	0.712	eċċess
excessive	0.417	0.731	0.601	eċċessiv
excessively	0.449	0.882	0.716	eċċessivament
exchange	0.740	0.569	0.491	skambju
excise	0.448	0.561	0.577	sisa
excision	0.260	0.480	0.519	qtugħ
excitability	0.906	0.910	0.724	eċċitabbiltà
excitable	0.803	0.939	0.629	eċċitabbli
excitation	0.792	0.958	0.750	eċċitazzjoni
excite	0.823	0.950	0.668	eċitati
excited	0.908	0.931	0.709	eċċitati
excitement	0.896	0.684	0.731	eċċitament
exciting	0.950	0.792	0.789	eċċitanti
exclaim	0.635	0.711	0.639	exclaim
exclamation	0.612	0.745	0.598	esklamazzjoni
exclude	0.292	0.500	0.530	teskludi
excluded	0.061	0.540	0.134	esklużi
excluding	0.271	0.550	0.324	esklużi
exclusion	0.240	0.530	0.389	esklużjoni
exclusive	0.792	0.630	0.653	esklussivi
excrement	0.041	0.558	0.221	ħmieġ
excretion	0.285	0.650	0.457	eskrezzjoni
excruciating	0.083	0.837	0.345	ħżiena
excursion	0.625	0.714	0.627	eskursjoni
excuse	0.240	0.696	0.318	skuża
exec	0.640	0.352	0.769	exec
execute	0.327	0.708	0.769	tesegwixxi
execution	0.160	0.811	0.713	eżekuzzjoni
executioner	0.235	0.816	0.676	eżekutur
executive	0.704	0.449	0.894	eżekuttiv
executor	0.365	0.755	0.759	esekutur
exegesis	0.458	0.472	0.491	eseġeżi
exemplar	0.844	0.537	0.625	eżempju
exemplary	0.833	0.343	0.729	eżemplari
exemplify	0.735	0.506	0.783	jagħtu eżempju
exempt	0.588	0.455	0.664	eżenti
exemption	0.531	0.578	0.627	eżenzjoni
exercise	0.750	0.789	0.625	eżerċizzju
exert	0.694	0.735	0.806	jeżerċitaw
exertion	0.663	0.755	0.717	sforz
exhale	0.542	0.490	0.411	exhale
exhaust	0.546	0.710	0.337	exhaust
exhausted	0.123	0.423	0.202	eżawriti
exhaustion	0.366	0.633	0.269	eżawriment
exhaustive	0.388	0.635	0.604	eżawrjenti
exhibit	0.688	0.633	0.708	esebizzjoni
exhibition	0.698	0.590	0.531	wirja
exhilarated	0.890	0.963	0.759	ferħana
exhilarating	0.917	0.823	0.810	exhilarating
exhilaration	0.792	0.868	0.783	ferħ
exhort	0.378	0.660	0.745	iħeġġeġ
exhortation	0.531	0.624	0.580	eżortazzjoni
exhumation	0.177	0.586	0.473	eżumazzjoni
exhume	0.184	0.627	0.452	exhume
exigent	0.385	0.611	0.792	esiġenti
exile	0.184	0.630	0.483	eżilju
exist	0.857	0.421	0.788	jeżistu
existence	0.760	0.513	0.771	eżistenza
existent	0.635	0.490	0.635	eżistenti
existential	0.583	0.510	0.638	eżistenzjali
existing	0.802	0.344	0.750	eżistenti
exit	0.370	0.353	0.399	ħruġ
exodus	0.286	0.663	0.567	eżodu
exonerate	0.592	0.500	0.538	jeżonera
exorbitant	0.398	0.865	0.825	eżorbitanti
exorcism	0.163	0.980	0.557	eżorċiżmu
exorcist	0.219	0.906	0.716	eżorċista
exotic	0.840	0.711	0.727	eżotiku
expand	0.792	0.559	0.686	jespandu
expanded	0.760	0.406	0.689	estiża
expanse	0.594	0.529	0.689	firxa
expansion	0.776	0.618	0.787	espansjoni
expansive	0.708	0.650	0.778	espansiva
expatriate	0.265	0.764	0.391	espatrijat
expect	0.469	0.327	0.377	jistennew
expectance	0.552	0.724	0.660	aspettattiva
expectancy	0.581	0.622	0.558	stennija
expectant	0.708	0.650	0.474	tistenna
expectation	0.771	0.690	0.707	aspettattiva
expected	0.729	0.412	0.545	mistenni
expecting	0.561	0.450	0.302	jistennew
expediency	0.604	0.443	0.703	espedjenza
expedient	0.885	0.461	0.454	spedjenti
expedite	0.571	0.858	0.798	iħaffef
expedition	0.735	0.802	0.620	spedizzjoni
expeditious	0.602	0.645	0.773	malajr
expel	0.281	0.725	0.452	tkeċċi
expendable	0.479	0.490	0.423	jintefqu
expenditure	0.250	0.608	0.603	nefqa
expense	0.317	0.451	0.377	spiża
expenses	0.240	0.633	0.396	spejjeż
expensive	0.323	0.540	0.530	għaljin
