English Word	Valence	Arousal	Dominance	Igbo Word
columnist	0.646	0.365	0.648	onye ode akwukwo
com	0.396	0.382	0.382	com
coma	0.219	0.255	0.302	coma
comatose	0.143	0.438	0.433	comatose
comb	0.490	0.123	0.268	mbo
combat	0.302	0.846	0.833	ọgụ
combatant	0.531	0.853	0.780	onye agha
combative	0.381	0.690	0.816	ọgụ
combination	0.708	0.480	0.726	ngwakọta
combinatorial	0.561	0.436	0.428	ngwakọta
combine	0.663	0.442	0.533	ikpokọta
combined	0.622	0.370	0.500	jikọtara
combo	0.698	0.439	0.453	ngwakọta
combustible	0.386	0.650	0.750	ire ọkụ
combustion	0.457	0.807	0.591	combustion
come	0.529	0.269	0.558	bia
comeback	0.580	0.409	0.555	laghachite azụ
comedian	0.812	0.735	0.598	ochi ochi
comedy	0.918	0.555	0.490	ihe ọchị
comet	0.704	0.679	0.471	kootu
comfort	0.863	0.231	0.670	nkasi obi
comfortable	0.927	0.163	0.473	nke ọma
comforter	0.618	0.275	0.302	onye nkasi obi
comforting	0.906	0.337	0.620	na-akasi obi
comfy	0.930	0.241	0.625	dị mma
comic	0.917	0.459	0.387	ihe ọchị
comical	0.844	0.737	0.327	ọchị
comics	0.690	0.556	0.384	ihe nkiri
coming	0.653	0.417	0.500	na-abịa
comma	0.344	0.269	0.242	rikoma
command	0.427	0.790	0.849	iwu
commandant	0.622	0.700	0.943	onye isi
commandeer	0.552	0.639	0.931	onye isi
commander	0.531	0.615	0.906	ọchịagha
commanding	0.562	0.664	0.925	na-enye iwu
commandment	0.656	0.490	0.876	iwu
commando	0.323	0.710	0.817	Commando
commemorate	0.812	0.602	0.636	na-echeta
commemoration	0.719	0.615	0.754	ncheta
commemorative	0.750	0.438	0.754	ncheta
commence	0.760	0.585	0.741	ibido
commend	0.906	0.694	0.711	jaa mma
commendable	0.786	0.570	0.555	kwesịrị ịja mma
commendation	0.911	0.500	0.639	ịja mma
commensurate	0.610	0.304	0.550	dabara
comment	0.667	0.417	0.379	ikwu okwu
commentary	0.602	0.402	0.446	nkọwa
commentator	0.492	0.510	0.607	nkọwa
commerce	0.646	0.500	0.788	azụmahịa
commercial	0.806	0.490	0.528	azụmahịa
commie	0.385	0.519	0.454	Komie
commissary	0.385	0.500	0.788	komissari
commission	0.677	0.480	0.571	ọrụ
commissioner	0.602	0.449	0.949	kọmishọna
commit	0.365	0.529	0.491	eme
commitment	0.714	0.710	0.843	nkwa
committal	0.472	0.519	0.582	itinye aka
committed	0.710	0.542	0.712	kwadoro
committee	0.592	0.392	0.721	kọmitii
commodity	0.615	0.394	0.537	ngwa ahịa
commodore	0.427	0.530	0.636	commodore
common	0.600	0.127	0.318	nkịtị
commoner	0.448	0.365	0.327	nkịtị
commonly	0.604	0.170	0.574	na-emekarị
commonplace	0.520	0.337	0.442	nkịtị
commons	0.633	0.396	0.623	nkịtị
commonwealth	0.630	0.406	0.702	Commonwealth
commotion	0.490	0.700	0.646	ọgba aghara
communal	0.592	0.321	0.556	obodo
commune	0.500	0.488	0.655	ikwukọrịta
communicable	0.796	0.491	0.623	nkwurịta okwu
communicate	0.823	0.410	0.696	nkwurịta okwu
communication	0.837	0.400	0.649	nzikọrịta ozi
communicative	0.847	0.560	0.637	nkwurịta okwu
communicator	0.573	0.509	0.796	onye nkwukọrịta ozi
communion	0.765	0.357	0.607	udo
communism	0.264	0.570	0.623	ọchịchị Kọmunist
communist	0.265	0.702	0.632	komunist
community	0.750	0.350	0.659	obodo
commutation	0.469	0.431	0.652	ntughari
commutative	0.667	0.442	0.569	mgbanwe
commute	0.622	0.582	0.565	ije
commuter	0.646	0.520	0.512	onye njem
comp	0.573	0.450	0.371	comp
compact	0.458	0.417	0.673	kọmpat
compaction	0.531	0.471	0.582	nchịkọta
compactness	0.582	0.352	0.454	kọmpat
companion	0.770	0.377	0.618	enyi
companionless	0.271	0.259	0.200	enweghị enyi
companionship	0.833	0.438	0.792	mkpakọrịta
company	0.906	0.425	0.798	ụlọ ọrụ
comparable	0.562	0.443	0.458	tụnyere
comparative	0.470	0.273	0.562	ntụnyere
comparatively	0.604	0.391	0.538	atụnyere
compare	0.552	0.408	0.524	tulee
comparison	0.583	0.456	0.492	ntụnyere
compartment	0.500	0.389	0.607	ọnụ ụlọ
compass	0.541	0.307	0.529	kompas
compassion	0.735	0.258	0.509	ọmịiko
compassionate	0.857	0.404	0.411	ọmịiko
compatibility	0.816	0.450	0.673	ndakọrịta
compatible	0.892	0.387	0.638	dakọtara
compel	0.200	0.847	0.625	ịmanye
compelled	0.333	0.654	0.347	mmanye
compelling	0.698	0.570	0.870	na-akpali mmasị
compendium	0.610	0.461	0.537	compendium
compensate	0.612	0.429	0.762	kwụọ ụgwọ
compensation	0.775	0.469	0.598	nkwụghachi ụgwọ
compensatory	0.589	0.490	0.700	nkwụghachi ụgwọ
compete	0.573	0.745	0.786	mpi
competence	0.615	0.802	0.823	ikike
competency	0.768	0.775	0.764	ikike
competent	0.865	0.560	0.904	tozuru oke
competition	0.580	0.790	0.798	asọmpi
competitive	0.447	0.718	0.908	asọmpi
competitor	0.612	0.959	0.861	osompi
compilation	0.530	0.512	0.606	nchịkọta
compile	0.600	0.413	0.519	kpokọta
complacency	0.604	0.503	0.519	afọ ojuju
complacent	0.625	0.452	0.518	afọ ojuju
complain	0.143	0.682	0.360	mkpesa
complaint	0.143	0.606	0.281	mkpesa
complement	0.760	0.277	0.600	imeju
complementary	0.714	0.320	0.586	nkwado
complete	0.750	0.414	0.809	zuru oke
completed	0.823	0.357	0.777	emechara
completely	0.730	0.370	0.690	kpam kpam
completeness	0.823	0.433	0.769	izu oke
completing	0.614	0.500	0.769	na-emecha
completion	0.656	0.470	0.525	mmecha
complex	0.388	0.608	0.550	mgbagwoju anya
complexed	0.312	0.577	0.612	mgbagwoju anya
complexion	0.521	0.520	0.380	odidi
complexity	0.479	0.620	0.595	mgbagwoju anya
compliance	0.750	0.462	0.750	nnabata
compliant	0.677	0.310	0.519	nnabata
complicate	0.210	0.657	0.404	mgbagwoju anya
complicated	0.211	0.660	0.455	mgbagwoju anya
complication	0.365	0.726	0.330	mgbagwoju anya
complicity	0.323	0.684	0.670	mgbagwoju anya
compliment	0.820	0.490	0.651	otuto
complimentary	0.823	0.413	0.435	ekele
comply	0.806	0.370	0.638	rube isi
complying	0.729	0.423	0.590	na-erube isi
compo	0.500	0.346	0.390	compo
component	0.531	0.382	0.525	akụrụngwa
compose	0.639	0.432	0.694	dee
composed	0.684	0.385	0.682	mejupụtara
composer	0.822	0.588	0.691	onye na-ede ihe
composite	0.591	0.459	0.620	ihe mejupụtara
composition	0.765	0.408	0.652	mejupụtara
compost	0.480	0.404	0.441	compost
composure	0.802	0.354	0.717	obi iru ala
compound	0.635	0.385	0.735	ngwakọta
comprehend	0.875	0.365	0.689	ghọta
comprehension	0.908	0.387	0.688	nghọta
comprehensive	0.796	0.385	0.644	keukwu
compress	0.406	0.412	0.460	mpikota onu
compressed	0.323	0.396	0.388	abịakọrọ
compressible	0.622	0.392	0.585	mkpakọ
compression	0.646	0.521	0.579	mkpakọ
compressor	0.418	0.481	0.630	compressor
comprise	0.839	0.373	0.669	mejupụtara
compromise	0.677	0.520	0.805	kwenye
comptroller	0.402	0.481	0.866	onye nchikota
compulsion	0.118	0.760	0.604	mmanye
compulsive	0.347	0.871	0.573	mmanye
compulsory	0.343	0.541	0.791	mmanye
computable	0.570	0.402	0.545	compactable
computation	0.583	0.429	0.697	mgbakọ
compute	0.531	0.408	0.564	gbakọọ
computer	0.802	0.356	0.639	kọmputa
computerized	0.677	0.450	0.657	kọmpụta
computing	0.745	0.398	0.695	mgbakọ
comrade	0.781	0.412	0.804	ibe
con	0.255	0.736	0.427	con
concatenation	0.480	0.593	0.539	njikọ
concave	0.441	0.349	0.349	concave
conceal	0.312	0.436	0.306	zobe
concealed	0.344	0.363	0.352	zoro ezo
concealment	0.302	0.570	0.390	nzuzo
concede	0.670	0.324	0.473	kwenye
conceit	0.354	0.625	0.309	mpako
conceited	0.194	0.667	0.473	mpako
conceivable	0.730	0.350	0.613	iche echiche
conceive	0.708	0.538	0.700	tuo ime
concentrate	0.750	0.439	0.743	itinye uche
concentration	0.735	0.500	0.722	itinye uche
concentric	0.730	0.479	0.635	concentric
concept	0.573	0.265	0.632	echiche
conception	0.694	0.490	0.614	echiche
concern	0.250	0.734	0.463	nchegbu
concerned	0.292	0.698	0.350	nchegbu
concert	0.938	0.867	0.718	egwu egwu
concerto	0.613	0.759	0.679	concerto
concession	0.588	0.423	0.615	nkwenye
concessional	0.770	0.493	0.657	nke nkwekorita
conch	0.583	0.306	0.339	conch
concierge	0.480	0.343	0.343	concierge
conciliation	0.792	0.475	0.726	nkwekorita
concise	0.583	0.298	0.620	nkenke
conclave	0.573	0.440	0.611	kpọkọta ọnụ
conclude	0.530	0.267	0.679	kwubie
concluding	0.531	0.382	0.603	mmechi
conclusion	0.615	0.377	0.659	mmechi
conclusive	0.500	0.427	0.745	mmechi
concoction	0.448	0.459	0.417	concoction
concomitant	0.427	0.482	0.727	concomitant
concord	0.677	0.320	0.586	nkwekọrịta
concordance	0.625	0.358	0.608	nkwekọrịta
concours	0.500	0.530	0.495	concours
concourse	0.740	0.657	0.528	nzuko
concrete	0.633	0.420	0.547	ihe
concubine	0.388	0.594	0.476	iko-nwayi
concur	0.459	0.394	0.429	kwekọrịta
concurrence	0.764	0.627	0.613	nkwekorita
concurrent	0.573	0.547	0.741	n'otu oge
concurring	0.573	0.600	0.681	na-ekwekọrịta
concussion	0.072	0.708	0.482	mgbagwoju anya
condemn	0.102	0.793	0.625	ikpe
condemnation	0.133	0.725	0.449	ikpe
condensation	0.510	0.316	0.538	condensation
condensed	0.598	0.415	0.623	condensed
condescending	0.583	0.363	0.593	na-eruda ala
condescension	0.521	0.377	0.565	nkwenye
condiment	0.520	0.333	0.433	condimenti
condition	0.500	0.469	0.519	ọnọdụ
conditional	0.521	0.343	0.556	keonodu
conditionally	0.396	0.419	0.617	keonodu
conditioned	0.490	0.417	0.616	oyiri
conditioner	0.781	0.360	0.538	conditioner
conditioning	0.440	0.468	0.617	ntụ oyi
conditions	0.551	0.441	0.593	ọnọdụ
condo	0.439	0.288	0.607	condo
condolence	0.260	0.443	0.404	ngụgụ obi
condolences	0.198	0.480	0.288	ngụgụ obi
condom	0.406	0.637	0.500	condom
condone	0.571	0.441	0.619	kwadoro
condor	0.573	0.388	0.519	condor
conducive	0.775	0.479	0.679	na-enyere aka
conduct	0.453	0.510	0.750	omume
conduction	0.530	0.557	0.717	nduzi
conductivity	0.583	0.575	0.642	conductivity
conductor	0.677	0.663	0.621	onye ndu
conduit	0.470	0.302	0.413	conduit
cone	0.417	0.208	0.343	cone
confederacy	0.590	0.541	0.736	nkwekọrịta
confederate	0.551	0.546	0.792	nkwekọ
confederation	0.663	0.404	0.830	njikọ
confer	0.573	0.482	0.583	inye
conference	0.688	0.615	0.606	ogbako
confess	0.360	0.712	0.431	kwuputa
confession	0.469	0.642	0.460	nkwuputa
confessional	0.458	0.392	0.629	nkwuputa
confessions	0.325	0.538	0.658	nkwupụta
confetti	0.781	0.573	0.250	confetti
confidant	0.837	0.633	0.631	obi ike
confide	0.669	0.472	0.595	kọwaa nzuzo
confidence	0.959	0.276	0.943	obi ike
confident	0.765	0.324	0.723	obi ike
confidential	0.643	0.471	0.761	nzuzo
confidentiality	0.667	0.431	0.718	nzuzo
confidentially	0.633	0.469	0.558	na nzuzo
configuration	0.540	0.443	0.591	nhazi
confine	0.327	0.551	0.538	kpochie
confined	0.286	0.472	0.444	ejichiri
confinement	0.333	0.656	0.520	mkpochi
confines	0.396	0.386	0.542	na-egbochi
confirm	0.802	0.439	0.806	gosi
confirmation	0.812	0.480	0.692	nkwenye
confirmatory	0.656	0.500	0.683	nkwenye
confirmed	0.760	0.490	0.764	kwadoro
confiscate	0.250	0.625	0.482	weghara
confiscation	0.208	0.706	0.586	njiko
conflagration	0.344	0.721	0.594	ọgbaghara
conflict	0.335	0.906	0.471	esemokwu
conflicting	0.173	0.738	0.553	na-emegiderịta onwe ya
confluence	0.677	0.598	0.565	nchikota
conform	0.479	0.380	0.375	kwekọrịtara
conformance	0.608	0.278	0.254	nkwenye
conformation	0.622	0.435	0.711	nkwekọrịta
conformity	0.645	0.363	0.579	nkwekọ
confound	0.347	0.529	0.333	mgbagwoju anya
confounded	0.333	0.528	0.264	nwere mgbagwoju anya
confront	0.281	0.760	0.746	ihu
confrontation	0.177	0.870	0.658	esemokwu
confuse	0.100	0.580	0.270	mgbagwoju anya
confused	0.220	0.650	0.179	mgbagwoju anya
confusing	0.229	0.690	0.222	na-agbagwoju anya
confusion	0.255	0.667	0.277	mgbagwoju anya
conga	0.469	0.529	0.440	conga
congenial	0.820	0.412	0.620	congenial
congenital	0.448	0.434	0.427	ọmụmụ
congestion	0.271	0.654	0.491	nchikota
conglomerate	0.500	0.500	0.838	conglomerate
conglomeration	0.541	0.720	0.670	conglomeration
congrats	0.930	0.726	0.775	ekele
congratulate	0.927	0.724	0.784	kẹle
congratulation	0.948	0.780	0.717	ekele
congratulations	0.960	0.755	0.719	kẹle
congratulatory	0.959	0.616	0.689	ekele
congregate	0.653	0.530	0.733	gbakọta
congregation	0.561	0.490	0.700	ọgbakọ
congress	0.449	0.444	0.857	nzuko
congressional	0.552	0.491	0.848	Congress
congressman	0.438	0.471	0.877	onye omebe iwu
congruence	0.656	0.472	0.577	nkwekọ
conic	0.510	0.368	0.379	conic
conical	0.490	0.422	0.471	conical
conjecture	0.396	0.398	0.534	ntule
conjugal	0.698	0.510	0.688	di na nwunye
conjugate	0.583	0.420	0.467	conjugate
conjugation	0.479	0.429	0.582	njikọ
conjunction	0.520	0.472	0.509	njikọ
conjunctive	0.487	0.444	0.639	njikọ
conjure	0.385	0.679	0.645	conjure
conjuring	0.224	0.653	0.694	conjuring
conk	0.340	0.469	0.404	nkochi
connect	0.724	0.299	0.536	jikọọ
connected	0.816	0.550	0.612	ejikọrọ
connection	0.729	0.560	0.655	njikọ
connective	0.719	0.491	0.764	njikọ
connoisseur	0.760	0.461	0.769	onye maara ihe
conquer	0.694	0.873	0.971	merie
conquering	0.760	0.873	0.936	na-emeri
conqueror	0.604	0.809	0.930	onye mmeri
conquest	0.710	0.702	0.833	mmeri
conscience	0.663	0.375	0.721	akọnuche
conscientious	0.688	0.404	0.688	akọnuche
conscious	0.740	0.333	0.705	maara ihe
consciousness	0.840	0.483	0.755	nsụhọ
conscription	0.396	0.775	0.642	ndebanye aha
consecrated	0.663	0.500	0.800	edoro nsọ
consecration	0.771	0.418	0.804	nchuaja
consecutive	0.663	0.418	0.643	nsoro
consensual	0.663	0.417	0.655	nkwenye
consensus	0.627	0.358	0.625	nkwenye
consent	0.750	0.500	0.620	nkwenye
consenting	0.727	0.406	0.693	nkwenye
consequence	0.240	0.721	0.593	ihe si na ya pụta
consequent	0.663	0.471	0.625	N'ihi ya
conservation	0.832	0.401	0.606	nchekwa
conservatism	0.406	0.369	0.633	conservatism
conservative	0.615	0.316	0.788	conservative
conservatory	0.635	0.240	0.729	ụlọ nchekwa
conserve	0.690	0.347	0.573	chekwaa
consider	0.677	0.368	0.579	tụlee
considerable	0.653	0.314	0.683	nnukwu
considerate	0.781	0.380	0.633	na-echebara echiche
consideration	0.589	0.380	0.687	nlebara anya
consignee	0.635	0.385	0.602	onye mbubata
consignment	0.490	0.440	0.500	mbufe
consist	0.823	0.386	0.580	mejupụtara
consistency	0.714	0.500	0.887	agbanwe agbanwe
consistent	0.786	0.431	0.726	na-agbanwe agbanwe
consolation	0.408	0.250	0.304	ngụgụ obi
console	0.625	0.398	0.415	console
consoled	0.700	0.343	0.452	nkasi obi
consolidate	0.880	0.440	0.870	imekota
consolidated	0.700	0.366	0.784	ejikọtara ọnụ
consolidation	0.604	0.445	0.776	nchikota
consonant	0.500	0.347	0.417	consonant
consort	0.632	0.509	0.630	onye mmekọ
conspicuous	0.479	0.520	0.596	pụtara ìhè
conspiracy	0.125	0.787	0.652	izu nzuzo
conspirator	0.271	0.786	0.707	onye na-agba izu
conspire	0.206	0.740	0.520	agba izu
constable	0.573	0.667	0.764	onye uwe ojii
constancy	0.786	0.443	0.763	na-adịgide adịgide
constant	0.740	0.296	0.686	na-adịgide adịgide
constantly	0.663	0.561	0.700	mgbe niile
constellation	0.719	0.533	0.775	ìgwè kpakpando
consternation	0.167	0.680	0.469	mgbagwoju anya
constipation	0.079	0.612	0.231	afọ ntachi
constituency	0.500	0.480	0.696	mpaghara
constituent	0.573	0.500	0.827	mejupụtara
constituents	0.573	0.414	0.833	ihe mejupụtara
constitute	0.812	0.349	0.906	mejuputara
constitution	0.590	0.380	0.889	iwu
constitutional	0.633	0.418	0.827	usoro iwu
constitutionality	0.612	0.439	0.853	iwu iwu
constrain	0.261	0.500	0.500	mmachi
constrained	0.135	0.537	0.357	mmachi
constraint	0.323	0.550	0.481	mmachi
construct	0.750	0.648	0.792	wuo
construction	0.848	0.612	0.759	ihe owuwu
constructive	0.860	0.570	0.812	na-ewuli elu
construe	0.602	0.519	0.553	echiche
consul	0.573	0.354	0.688	consul
consulate	0.561	0.453	0.694	consulate
consult	0.755	0.370	0.441	ndụmọdụ
consultant	0.770	0.344	0.808	onye ndụmọdụ
consultation	0.660	0.463	0.625	ndụmọdụ
consume	0.427	0.620	0.509	iri
consumer	0.507	0.551	0.677	n'ji
consuming	0.573	0.541	0.536	na-eri
consummate	0.551	0.540	0.558	na-agwụ agwụ
consummation	0.583	0.676	0.661	mmezu
consumption	0.390	0.531	0.538	oriri
contact	0.719	0.424	0.526	kọntaktị
contagion	0.208	0.630	0.535	ofufe
contagious	0.184	0.725	0.400	na efe efe
contain	0.542	0.490	0.658	nwere
container	0.551	0.396	0.561	akpa
containment	0.411	0.491	0.618	njide
contaminate	0.140	0.611	0.426	merụọ ahụ
contaminated	0.040	0.500	0.368	emeru
contamination	0.125	0.610	0.375	mmetọ
contemplate	0.740	0.347	0.642	tụgharịa uche
contemplation	0.552	0.324	0.627	ntughari uche
contemplative	0.729	0.308	0.739	na-atụgharị uche
contemporaneous	0.640	0.373	0.591	dịkọrọ ndụ
contemporary	0.720	0.365	0.569	dịkọrọ ndụ
contempt	0.206	0.635	0.396	nlelị
contemptible	0.146	0.657	0.471	ihe nleda anya
contemptuous	0.204	0.500	0.375	nke nlelị
contend	0.510	0.657	0.731	na-ese okwu
contender	0.480	0.790	0.681	onye na-asọ mpi
contending	0.490	0.698	0.716	na-asọrịta mpi
content	0.764	0.296	0.559	ọdịnaya
contented	0.857	0.612	0.746	afọ ojuju
contention	0.375	0.510	0.738	esemokwu
contentious	0.422	0.573	0.637	na-ese okwu
contentment	0.875	0.610	0.782	afọ ojuju
contents	0.656	0.375	0.550	ọdịnaya
contest	0.667	0.698	0.717	asọmpi
contestant	0.760	0.530	0.602	onye ndoro-ndoro ochichi
context	0.531	0.300	0.553	gburugburu
contiguous	0.375	0.450	0.500	na-aga n'ihu
continence	0.450	0.396	0.469	nkwụsịtụ
continent	0.551	0.373	0.833	kọntinent
continental	0.486	0.350	0.755	kọntinental
contingency	0.396	0.500	0.670	ihe mberede
contingent	0.470	0.531	0.659	contingent
continual	0.500	0.423	0.685	na-aga n'ihu
continually	0.646	0.438	0.698	mgbe niile
continuance	0.729	0.510	0.652	aga n'ihu
continuation	0.615	0.470	0.566	n'ihu
continue	0.630	0.427	0.612	gaa n'ihu
continued	0.635	0.440	0.500	gara n'ihu
continuing	0.667	0.500	0.520	na-aga n'ihu
continuity	0.781	0.439	0.684	aga n'ihu
continuous	0.625	0.509	0.580	na-aga n'ihu
continuously	0.719	0.417	0.702	na-aga n'ihu
continuum	0.677	0.390	0.491	aga n'ihu
contour	0.589	0.265	0.414	contour
contraband	0.177	0.875	0.670	ihe mgbochi
contraception	0.296	0.518	0.525	mgbochi ime
contract	0.594	0.412	0.636	nkwekọrịta
contracted	0.344	0.557	0.449	nkwekọrịta
contractile	0.480	0.586	0.569	nkwekọrịta
contracting	0.594	0.490	0.769	nkwekọrịta
contraction	0.292	0.755	0.603	nkwekọrịta
contractor	0.592	0.479	0.727	onye ọrụ nkwekọrịta
contradict	0.160	0.598	0.482	megidere
contradiction	0.250	0.660	0.377	esemokwu
contradictory	0.365	0.651	0.421	na-emegiderịta onwe ya
contraption	0.448	0.590	0.491	mgbochi
contrary	0.327	0.449	0.338	megidere
contrast	0.480	0.406	0.520	iche
contrasted	0.521	0.538	0.491	iche
contravene	0.357	0.618	0.472	imegide
contravention	0.344	0.627	0.593	mgbochi
contribute	0.806	0.350	0.795	inye aka
contribution	0.854	0.452	0.760	ntinye aka
contributor	0.844	0.510	0.760	onye ntinye aka
contrite	0.347	0.363	0.473	ịtụgharị uche
contrition	0.347	0.583	0.463	echiche
contrived	0.408	0.530	0.458	chepụtara
control	0.729	0.352	0.808	njikwa
controller	0.469	0.712	0.868	njikwa
controlling	0.490	0.441	0.885	ịchịkwa
controversial	0.271	0.858	0.538	esemokwu
controversy	0.250	0.819	0.600	esemokwu
contusion	0.167	0.565	0.509	contusion
conundrum	0.354	0.524	0.408	mgbagwoju anya
convalescent	0.458	0.480	0.269	convalescent
convection	0.521	0.494	0.526	convection
convene	0.583	0.676	0.636	zukọta
convenience	0.781	0.448	0.613	mma
conveniences	0.802	0.412	0.693	mma
convenient	0.846	0.491	0.574	adaba
convent	0.480	0.217	0.594	ebe obibi ndị nọn
convention	0.622	0.622	0.704	mgbakọ
conventional	0.594	0.292	0.634	omenala
converge	0.635	0.471	0.539	ikpokọta
convergence	0.551	0.491	0.625	nchikota
convergent	0.781	0.490	0.696	convergent
conversant	0.724	0.360	0.542	mkparịta ụka
conversation	0.750	0.510	0.609	mkparịta ụka
conversational	0.719	0.431	0.596	mkparịta ụka
conversationalist	0.719	0.467	0.667	onye na-akparịta ụka
converse	0.594	0.406	0.598	kparịta ụka
conversing	0.755	0.409	0.442	na-akparịta ụka
conversion	0.480	0.605	0.736	ntughari
convert	0.551	0.538	0.704	tụgharịa
converted	0.663	0.418	0.686	gbanwere
convertible	0.542	0.529	0.717	mgbanwe
convex	0.438	0.427	0.445	convex
convexity	0.449	0.354	0.484	convexity
convey	0.719	0.633	0.708	ibuga
conveyance	0.615	0.520	0.455	nnyefe
conveyancing	0.375	0.479	0.663	nnyefe
convict	0.177	0.840	0.477	ikpe
conviction	0.615	0.704	0.826	ikpe
convince	0.708	0.539	0.763	kwenye
convinced	0.750	0.500	0.630	kwenyesiri ike
convincing	0.760	0.527	0.900	kwenye
convocation	0.538	0.611	0.663	nkpọkọta
convoluted	0.323	0.614	0.433	mgbagwoju anya
convolution	0.417	0.559	0.527	convolution
convoy	0.500	0.671	0.639	convoy
coo	0.490	0.439	0.500	ndewo
cook	0.847	0.500	0.412	esi nri
cookbook	0.602	0.346	0.398	akwụkwọ nri
cooker	0.592	0.373	0.407	osi ite
cookery	0.633	0.368	0.345	esi nri
cookie	0.792	0.306	0.250	kuki
cookies	0.823	0.451	0.316	kuki
cooking	0.694	0.510	0.434	isi nri
cookout	0.680	0.406	0.482	esi nri
cool	0.885	0.540	0.781	dị jụụ
coolant	0.720	0.412	0.456	oyi oyi
cooler	0.664	0.375	0.460	ngwa nju oyi
cooling	0.469	0.324	0.392	jụrụ oyi
coolness	0.490	0.307	0.548	oyi
coon	0.490	0.460	0.400	iko
coop	0.612	0.445	0.650	kopu
cooperate	0.898	0.451	0.582	imekota
cooperating	0.760	0.390	0.693	na-akwado
cooperation	0.847	0.473	0.686	imekọ ihe ọnụ
cooperative	0.816	0.461	0.670	nkwado
coordinate	0.698	0.429	0.694	nhazi
coordination	0.677	0.454	0.789	nchikota
coordinator	0.750	0.510	0.850	onye nhazi
cop	0.327	0.770	0.836	onye uwe ojii
copacetic	0.510	0.471	0.453	copacetic
cope	0.592	0.647	0.709	idi
copier	0.459	0.345	0.390	ihe nnomi
copilot	0.640	0.538	0.573	pilot
coping	0.562	0.630	0.613	na-anagide
copious	0.427	0.462	0.527	nke ukwuu
copper	0.580	0.260	0.500	ọla kọpa
copter	0.571	0.704	0.569	kopter
copy	0.460	0.240	0.263	oyiri
copycat	0.449	0.580	0.443	oyiri
copying	0.448	0.315	0.404	na-eṅomi
copyright	0.458	0.402	0.663	nwebiisinka
coral	0.802	0.231	0.425	coral
coral snake	0.276	0.712	0.607	agwọ coral
cord	0.388	0.378	0.358	eriri
cordial	0.823	0.312	0.482	obi ụtọ
cordless	0.667	0.441	0.528	enweghị eriri
cordon	0.469	0.317	0.380	ụdọ
corduroy	0.570	0.324	0.357	corduroy
core	0.721	0.378	0.540	isi
cork	0.347	0.250	0.281	okwuchi
corkscrew	0.427	0.443	0.445	corkscrew
corn	0.594	0.196	0.292	ọka
cornball	0.479	0.378	0.325	bọọlụ ọka
cornbread	0.643	0.304	0.302	achịcha ọka
cornea	0.521	0.346	0.443	cornea
corned	0.459	0.441	0.425	ọka
corner	0.400	0.296	0.366	nkuku
cornerstone	0.550	0.388	0.596	nkume nkuku
cornet	0.507	0.520	0.415	cornet
cornfield	0.719	0.310	0.349	ubi ọka
