English Word	Valence	Arousal	Dominance	Swedish Word
calculating	0.458	0.430	0.625	beräknande
calculation	0.646	0.453	0.606	beräkning
calculator	0.513	0.283	0.588	kalkylator
calculus	0.360	0.360	0.562	kalkyl
calendar	0.480	0.212	0.473	kalender
calender	0.531	0.275	0.451	kalender
calf	0.531	0.366	0.336	kalv
caliber	0.429	0.551	0.606	kaliber
calibrate	0.552	0.460	0.623	kalibrera
calico	0.406	0.338	0.491	kalikå
calipers	0.480	0.510	0.481	skjutmått
calisthenics	0.562	0.663	0.545	gymnastik
call	0.594	0.627	0.558	ringa upp
callback	0.524	0.529	0.434	ring tillbaka
caller	0.646	0.615	0.472	uppringare
calligraphy	0.620	0.216	0.500	kalligrafi
calling	0.646	0.590	0.483	kallelse
callous	0.245	0.500	0.386	okänslig
calls	0.608	0.431	0.551	samtal
calm	0.875	0.100	0.282	lugna
calming	0.885	0.105	0.360	lugnande
calmness	0.934	0.105	0.394	stillhet
caloric	0.327	0.483	0.448	kalorier
calorie	0.333	0.540	0.427	kalori
calorimeter	0.406	0.560	0.414	kalorimeter
cam	0.448	0.363	0.355	kam
camaraderie	0.833	0.510	0.648	kamratskap
camber	0.430	0.382	0.439	camber
camcorder	0.556	0.422	0.454	videokamera
camel	0.540	0.282	0.314	kamel
cameo	0.573	0.457	0.509	cameo
camera	0.640	0.288	0.379	kamera
cameraman	0.542	0.452	0.542	kameraman
camisole	0.497	0.250	0.375	linne
camouflage	0.438	0.585	0.450	kamouflage
camouflaged	0.350	0.422	0.562	kamouflerad
camp	0.622	0.617	0.594	läger
campaign	0.602	0.730	0.823	kampanj
campaigner	0.592	0.698	0.821	förkämpe
campaigning	0.531	0.663	0.741	kampanj
camper	0.573	0.529	0.482	husbil
campfire	0.677	0.509	0.436	lägereld
camping	0.653	0.529	0.480	camping
campsite	0.680	0.490	0.547	campingplats
campus	0.604	0.388	0.519	campus
can	0.662	0.360	0.454	burk
can opener	0.444	0.491	0.308	konservöppnare
canal	0.673	0.259	0.321	kanal
canary	0.582	0.276	0.265	kanariefågel
cancel	0.214	0.306	0.368	Avbryt
canceling	0.229	0.470	0.349	inställande
cancellation	0.224	0.431	0.389	annullering
cancer	0.052	0.694	0.529	cancer
candid	0.667	0.349	0.458	uppriktig
candidacy	0.490	0.657	0.696	kandidatur
candidate	0.596	0.490	0.804	kandidat
candied	0.713	0.330	0.360	kanderad
candle	0.602	0.221	0.344	ljus
candlelight	0.789	0.294	0.417	levande ljus
candles	0.615	0.206	0.268	ljus
candlestick	0.448	0.531	0.534	ljusstake
candor	0.740	0.389	0.607	uppriktighet
candy	0.930	0.425	0.384	godis
cane	0.459	0.298	0.398	sockerrör
canine	0.573	0.569	0.425	hund-
canister	0.553	0.271	0.403	burk
canker	0.262	0.469	0.427	kräfta
cannabis	0.271	0.500	0.564	cannabis
canned	0.398	0.357	0.298	konserverad
cannibal	0.122	0.824	0.480	kannibal
cannibalism	0.094	0.890	0.583	kannibalism
canning	0.490	0.392	0.259	konservering
cannon	0.529	0.676	0.811	kanon
cannonball	0.344	0.840	0.759	kanonkula
canoe	0.542	0.300	0.418	kanot
canon	0.385	0.519	0.541	kanon
canonical	0.542	0.410	0.620	kanonisk
canons	0.385	0.588	0.593	kanoner
canopy	0.615	0.264	0.398	tak
cantaloupe	0.592	0.212	0.276	cantaloupmelon
cantbreathe	0.284	0.667	0.375	kan inte andas
canteen	0.688	0.600	0.514	matsal
canterbury	0.582	0.438	0.510	canterbury
canthandleit	0.354	0.613	0.354	orkar inte
cantilever	0.357	0.618	0.421	konsol
cantina	0.646	0.612	0.380	cantina
canto	0.776	0.461	0.554	sång
canton	0.542	0.472	0.536	kanton
cantstandit	0.418	0.546	0.343	orkar inte
cantwin	0.260	0.509	0.298	cantwin
canvas	0.719	0.090	0.364	duk
canvass	0.675	0.356	0.397	bearbeta
canyon	0.468	0.731	0.634	kanjon
cap	0.612	0.240	0.375	keps
capability	0.833	0.571	0.730	förmåga
capable	0.765	0.587	0.547	kapabel
capacity	0.719	0.411	0.806	kapacitet
cape	0.531	0.235	0.357	cape
caper	0.510	0.370	0.326	kapris
capillary	0.469	0.365	0.395	kapillär
capital	0.520	0.500	0.798	huvudstad
capitalism	0.448	0.686	0.848	kapitalism
capitalist	0.352	0.577	0.821	kapitalist
capitalize	0.771	0.601	0.885	kapitalisera
capitals	0.755	0.500	0.655	versaler
capitation	0.479	0.529	0.589	capitation
capitol	0.535	0.375	0.705	huvudstad
capitulation	0.375	0.546	0.615	kapitulation
cappuccino	0.792	0.279	0.384	cappuccino
caprice	0.333	0.640	0.430	nyck
capricious	0.221	0.650	0.500	nyckfull
caps	0.510	0.221	0.368	kepsar
capslock	0.330	0.394	0.398	Caps Lock
capsule	0.583	0.290	0.570	kapsel
captain	0.552	0.653	0.966	kapten
caption	0.814	0.292	0.379	rubrik
captivate	0.698	0.604	0.723	fängsla
captivating	0.895	0.594	0.816	fängslande
captive	0.235	0.558	0.411	fången
captivity	0.225	0.493	0.387	fångenskap
captor	0.347	0.625	0.612	fånge
capture	0.357	0.650	0.537	fånga
car	0.776	0.540	0.500	bil
caramel	0.901	0.363	0.400	kola
carat	0.823	0.604	0.676	karat
caravan	0.635	0.559	0.455	husvagn
carbon	0.604	0.360	0.350	kol
carburetor	0.469	0.612	0.555	förgasare
carcass	0.115	0.529	0.309	kadaver
carcinoma	0.153	0.692	0.440	carcinom
card	0.531	0.269	0.436	kort
cardboard	0.500	0.173	0.309	kartong
cardiac	0.344	0.765	0.615	hjärt-
cardigan	0.599	0.324	0.264	cardigan
cardinal	0.583	0.358	0.712	kardinal
cardiologist	0.458	0.630	0.814	kardiolog
cardiology	0.203	0.545	0.605	kardiologi
cardiomyopathy	0.177	0.645	0.537	kardiomyopati
cards	0.568	0.317	0.320	kort
care	0.729	0.370	0.500	vård
career	0.740	0.712	0.606	karriär
carefree	0.755	0.220	0.500	sorglös
careful	0.625	0.538	0.530	försiktig
carefully	0.698	0.330	0.544	försiktigt
careless	0.255	0.431	0.125	slarvig
carelessness	0.245	0.482	0.330	slarv
caress	0.833	0.418	0.509	smeka
caret	0.656	0.402	0.527	markör
caretaker	0.714	0.531	0.759	vaktmästare
cargo	0.408	0.444	0.455	frakt
caribou	0.562	0.452	0.342	caribou
caricature	0.604	0.373	0.383	karikatyr
caries	0.115	0.569	0.283	karies
caring	0.635	0.469	0.500	omtänksam
carjack	0.438	0.682	0.439	domkraft
carnage	0.406	0.600	0.558	blodbad
carnal	0.417	0.679	0.421	köttslig
carnation	0.653	0.357	0.431	nejlika
carnival	0.927	0.888	0.555	karneval
carnivorous	0.224	0.613	0.651	köttätande
carol	0.673	0.412	0.436	Carol
carols	0.847	0.420	0.491	julsånger
carousel	0.704	0.500	0.412	karusell
carp	0.531	0.324	0.375	karp
carpal	0.449	0.327	0.420	karpal
carpenter	0.521	0.550	0.519	snickare
carpentry	0.561	0.459	0.518	snickeri
carpet	0.520	0.170	0.339	matta
carpeting	0.542	0.312	0.444	mattor
carpool	0.625	0.509	0.500	samåka
carriage	0.650	0.538	0.491	transport
carried	0.490	0.382	0.534	bärs
carrier	0.533	0.588	0.638	bärare
carrot	0.500	0.235	0.279	morot
carry	0.635	0.380	0.500	bära
carrying	0.656	0.557	0.443	bärande
carsick	0.224	0.574	0.255	bilsjuk
cart	0.520	0.344	0.388	vagn
carte	0.592	0.320	0.274	carte
cartel	0.438	0.394	0.602	kartell
carter	0.312	0.480	0.431	carter
cartilage	0.438	0.370	0.407	brosk
cartographic	0.490	0.348	0.424	kartografisk
cartography	0.520	0.300	0.579	kartografi
carton	0.286	0.186	0.241	kartong
cartoon	0.867	0.471	0.387	tecknad serie
cartouche	0.427	0.458	0.450	kartusch
cartridge	0.458	0.500	0.407	patron
carve	0.469	0.443	0.598	rista
carver	0.418	0.500	0.500	carver
carving	0.541	0.444	0.368	träsnideri
cascade	0.735	0.509	0.395	kaskad
case	0.427	0.275	0.441	fall
casein	0.470	0.436	0.415	kasein
cash	0.867	0.552	0.714	kontanter
cashier	0.615	0.413	0.484	kassör
cashmere	0.653	0.452	0.439	kaschmir
casing	0.458	0.327	0.328	hölje
casino	0.542	0.684	0.568	kasino
cask	0.490	0.398	0.444	fat
casket	0.125	0.490	0.346	skrin
casserole	0.570	0.360	0.328	gryta
cassette	0.490	0.334	0.355	kassett
cast	0.558	0.620	0.517	kasta
castaway	0.208	0.646	0.422	kasta bort
caste	0.510	0.333	0.374	kast
caster	0.604	0.670	0.647	hjul
castle	0.680	0.396	0.718	slott
castor	0.583	0.337	0.368	hjul
castrate	0.177	0.485	0.519	kastrera
castration	0.198	0.735	0.381	kastrering
casual	0.643	0.224	0.385	tillfällig
casually	0.658	0.290	0.333	vardagligt
casualty	0.235	0.274	0.132	offer
cat	0.667	0.260	0.370	katt
catabolism	0.265	0.573	0.605	katabolism
catalog	0.561	0.221	0.573	katalog
catalogue	0.647	0.327	0.533	katalog
catalysis	0.385	0.559	0.531	katalys
catalyst	0.604	0.509	0.585	katalysator
catalytic	0.562	0.519	0.563	katalytisk
catamaran	0.571	0.566	0.526	katamaran
catapult	0.480	0.830	0.649	katapult
cataract	0.406	0.545	0.549	grå starr
catastrophe	0.146	0.952	0.670	katastrof
catastrophic	0.071	0.934	0.598	katastrofal
catatonic	0.255	0.500	0.509	katatoniska
catch	0.531	0.437	0.552	fånga
catcher	0.653	0.413	0.540	fångare
catching	0.490	0.788	0.644	fångst
catchphrase	0.698	0.423	0.433	slagord
catchy	0.677	0.441	0.462	catchy
catechism	0.656	0.236	0.613	katekes
categorical	0.615	0.442	0.760	kategorisk
category	0.571	0.264	0.521	kategori
cater	0.802	0.500	0.509	tillgodose
caterer	0.550	0.557	0.644	matleverantör
caterpillar	0.461	0.286	0.330	larv
cates	0.370	0.394	0.407	cates
catfish	0.458	0.337	0.296	havskatt
cathartic	0.450	0.510	0.604	renande
cathedral	0.598	0.330	0.643	katedral
catheter	0.336	0.491	0.373	kateter
cathouse	0.327	0.375	0.363	katthus
catnip	0.439	0.381	0.296	kattmynta
cattle	0.622	0.340	0.445	nötkreatur
catwalk	0.698	0.436	0.464	catwalk
caucus	0.418	0.311	0.491	förberedande valmöte
caudal	0.500	0.425	0.583	caudal
cauldron	0.510	0.486	0.418	kittel
cauliflower	0.448	0.255	0.231	blomkål
caulk	0.367	0.500	0.418	täta
causal	0.562	0.367	0.491	kausal
causality	0.500	0.378	0.336	kausalitet
causation	0.562	0.480	0.567	orsakssamband
cause	0.469	0.373	0.486	orsak
caused	0.344	0.520	0.382	orsakade
causeway	0.453	0.382	0.422	gångbro
caution	0.552	0.712	0.547	varning
cautionary	0.510	0.541	0.519	varnande
cautious	0.470	0.445	0.517	försiktig
cautiously	0.510	0.388	0.525	försiktigt
cavalier	0.735	0.462	0.713	stolt
cavalry	0.667	0.727	0.794	kavalleri
cave	0.459	0.333	0.380	grotta
caveat	0.344	0.629	0.484	varning
caveman	0.235	0.644	0.482	grottman
cavern	0.323	0.360	0.365	grotta
cavernous	0.354	0.548	0.462	kavernös
caviar	0.906	0.394	0.481	kaviar
caving	0.378	0.491	0.551	grottforskning
cavity	0.466	0.385	0.379	hålighet
cayenne	0.615	0.306	0.355	cayennepeppar
cease	0.388	0.250	0.420	upphöra
ceasefire	0.542	0.594	0.567	vapenvila
ceaseless	0.378	0.704	0.658	oupphörlig
cedar	0.560	0.267	0.577	ceder
cede	0.275	0.327	0.402	avstå
ceiling	0.520	0.224	0.366	tak
celebrant	0.865	0.656	0.643	celebrant
celebrate	0.917	0.857	0.859	fira
celebrated	0.875	0.690	0.763	berömd
celebrating	0.927	0.860	0.773	firar
celebration	0.939	0.824	0.880	firande
celebrations	0.958	0.794	0.714	firande
celebratory	0.857	0.653	0.845	högtidlig
celebrity	0.760	0.619	0.855	kändis
celery	0.396	0.147	0.223	selleri
celestial	0.817	0.360	0.731	himmelsk
celibacy	0.302	0.276	0.509	celibat
celibate	0.419	0.387	0.391	ogift
cell	0.541	0.375	0.465	cell
cellar	0.510	0.277	0.406	källare
cellblock	0.186	0.570	0.500	cellblock
cellist	0.667	0.500	0.486	cellist
cellmate	0.167	0.684	0.349	cellkamrat
cello	0.635	0.324	0.528	cello
cellophane	0.648	0.282	0.289	cellofan
cellular	0.643	0.398	0.517	cellulär
cellulite	0.200	0.384	0.256	celluliter
celluloid	0.469	0.440	0.425	celluloid
cement	0.544	0.265	0.527	cement
cemented	0.429	0.382	0.537	cementerad
cemetery	0.051	0.630	0.417	kyrkogård
censor	0.344	0.276	0.538	censurera
censorship	0.219	0.698	0.421	censur
censure	0.219	0.653	0.417	klander
census	0.449	0.289	0.553	folkräkning
cent	0.439	0.367	0.402	cent
centenary	0.604	0.440	0.642	Hundraårsdag
centennial	0.583	0.394	0.700	hundraårig
center	0.643	0.231	0.431	Centrum
centerfold	0.571	0.407	0.485	mittveck
centerpiece	0.594	0.208	0.520	mittpunkten
centimeter	0.427	0.280	0.380	centimeter
centipede	0.296	0.399	0.361	tusenfoting
central	0.640	0.356	0.621	central
centrality	0.571	0.312	0.709	centralitet
centralization	0.521	0.440	0.702	centralisering
centralize	0.684	0.427	0.802	centralisera
centrally	0.729	0.280	0.700	centralt
centrifugal	0.306	0.651	0.480	centrifugal
centrifuge	0.495	0.622	0.527	centrifug
centurion	0.590	0.447	0.696	centurion
century	0.407	0.347	0.735	århundrade
ceramic	0.521	0.255	0.371	keramisk
ceramics	0.573	0.250	0.373	keramik
cereal	0.612	0.206	0.316	flingor
cereals	0.719	0.224	0.311	spannmål
cerebral	0.408	0.509	0.627	cerebral
ceremonial	0.771	0.540	0.691	ceremoniell
ceremony	0.760	0.559	0.761	ceremoni
certain	0.760	0.358	0.673	vissa
certainty	0.781	0.400	0.769	säkerhet
certifiable	0.714	0.427	0.662	certifierbar
certificate	0.786	0.377	0.746	certifikat
certified	0.781	0.422	0.806	auktoriserad
certify	0.866	0.400	0.746	intyga
cervical	0.375	0.413	0.445	cervical
cervix	0.429	0.360	0.340	cervix
cess	0.427	0.375	0.406	cess
cessation	0.414	0.385	0.358	upphörande
cesspool	0.167	0.460	0.409	avloppsbrunn
cha cha	0.714	0.546	0.324	cha cha
chaff	0.333	0.327	0.188	agnar
chafing	0.430	0.415	0.368	skavning
chagrin	0.104	0.704	0.472	förtret
chagrined	0.112	0.745	0.361	bedrövad
chai	0.500	0.375	0.363	chai
chain	0.378	0.500	0.547	kedja
chainsaw	0.367	0.804	0.636	motorsåg
chair	0.562	0.082	0.276	stol
chairman	0.656	0.567	0.933	ordförande
chairperson	0.730	0.657	0.966	ordförande
chairwoman	0.719	0.664	0.953	kvinnlig ordförande
chaise	0.406	0.349	0.327	schäs
chalet	0.653	0.349	0.278	chalet
chalice	0.633	0.286	0.529	bägare
chalk	0.385	0.185	0.121	krita
challenge	0.469	0.922	0.713	utmaning
challenger	0.417	0.755	0.652	utmanare
chamber	0.583	0.373	0.455	kammare
chambermaid	0.594	0.375	0.336	kammarjungfru
chambers	0.542	0.442	0.388	kammare
chameleon	0.490	0.580	0.345	kameleont
champ	0.854	0.754	0.896	mästare
champagne	0.760	0.600	0.454	champagne
champion	0.890	0.880	0.945	mästare
championship	0.833	0.800	0.880	mästerskap
chance	0.833	0.551	0.525	chans
chancellor	0.646	0.500	0.887	kansler
chandelier	0.615	0.542	0.366	kristallkrona
chandler	0.510	0.452	0.454	chandler
change	0.625	0.575	0.606	förändra
changeable	0.490	0.480	0.528	föränderlig
changed	0.594	0.375	0.491	ändrats
changer	0.583	0.519	0.567	växlare
changing	0.571	0.569	0.461	skiftande
channel	0.490	0.287	0.405	kanal
chant	0.771	0.698	0.650	sång
chaos	0.016	0.923	0.373	kaos
chaotic	0.115	0.847	0.442	kaotisk
chap	0.550	0.410	0.345	kille
chapel	0.573	0.240	0.440	kapell
chaperon	0.500	0.520	0.404	förkläde
chaplain	0.582	0.370	0.577	kaplan
chapman	0.562	0.529	0.465	gårdfarihandlare
chaps	0.350	0.462	0.350	chaps
chapter	0.580	0.308	0.461	kapitel
char	0.554	0.361	0.404	röding
character	0.667	0.373	0.686	karaktär
characteristic	0.583	0.328	0.538	karakteristisk
characterize	0.729	0.471	0.735	karakterisera
charade	0.458	0.550	0.346	charad
charcoal	0.302	0.186	0.342	träkol
chardonnay	0.677	0.567	0.492	chardonnay
charge	0.510	0.633	0.785	avgift
chargeable	0.551	0.550	0.453	avgiftsbelagd
charger	0.531	0.418	0.545	laddare
chariot	0.684	0.550	0.491	stridsvagn
charisma	0.938	0.591	0.759	karisma
charismatic	0.938	0.684	0.849	karismatisk
charitable	0.865	0.380	0.593	välgörenhet
charity	0.920	0.284	0.551	välgörenhet
charlatan	0.200	0.640	0.352	charlatan
charm	0.833	0.363	0.649	charm
charmed	0.938	0.570	0.769	betagen
charmer	0.882	0.683	0.782	charmör
charming	0.917	0.660	0.764	charmig
charred	0.208	0.676	0.373	förkolnade
chart	0.469	0.317	0.330	Diagram
charter	0.677	0.382	0.518	charter
chartered	0.569	0.460	0.490	auktoriserad
chase	0.396	0.878	0.623	jaga
chased	0.188	0.830	0.287	jagade
chaser	0.375	0.830	0.645	jagare
chasm	0.265	0.579	0.500	klyfta
chassis	0.406	0.342	0.444	chassi
chaste	0.408	0.248	0.453	kysk
chastened	0.156	0.580	0.345	tuktas
chastisement	0.156	0.852	0.462	straff
chastity	0.469	0.392	0.509	kyskhet
chat	0.729	0.400	0.346	chatt
chateau	0.615	0.464	0.702	slott
chatter	0.560	0.450	0.347	prat
chatterbox	0.459	0.548	0.482	chatterbox
chattering	0.460	0.663	0.304	pladdrar
chatty	0.594	0.548	0.345	pratsam
chauffeur	0.500	0.353	0.471	chaufför
chauvinist	0.310	0.539	0.527	chauvinist
cheap	0.612	0.471	0.272	billig
cheapened	0.471	0.611	0.282	billigare
cheapskate	0.148	0.482	0.327	billig skridsko
cheat	0.125	0.776	0.400	fuska
cheater	0.104	0.920	0.333	fuskare
check	0.523	0.552	0.602	kolla upp
checkbook	0.552	0.284	0.364	checkhäfte
checker	0.330	0.417	0.553	pjäs
checkered	0.459	0.316	0.336	rutig
checkers	0.676	0.451	0.437	dam
checklist	0.561	0.521	0.552	checklista
checkmate	0.667	0.708	0.750	schackmatt
checkout	0.597	0.510	0.670	kolla upp
checkpoint	0.571	0.323	0.812	kontrollstation
checkup	0.500	0.435	0.491	kolla upp
cheek	0.670	0.314	0.421	kind
cheeks	0.708	0.324	0.282	kinder
cheeky	0.434	0.679	0.410	fräck
cheep	0.367	0.380	0.373	billigt
cheer	0.938	0.784	0.845	heja på
cheered	0.875	0.648	0.790	jublade
cheerful	0.990	0.720	0.696	glad
cheerfulness	0.969	0.802	0.675	gladlynthet
cheering	0.815	0.824	0.642	glädjande
cheerleader	0.923	0.746	0.657	cheerleader
cheerleading	0.698	0.769	0.404	cheerleading
cheerless	0.204	0.373	0.167	glädjelös
cheers	0.948	0.770	0.702	Skål
cheery	0.949	0.657	0.486	glad
cheese	0.740	0.280	0.281	ost
cheeseburger	0.802	0.529	0.336	ostburgare
cheesecake	0.860	0.276	0.238	cheesecake
cheesy	0.470	0.471	0.179	smaklös
cheetah	0.469	0.770	0.667	gepard
chef	0.854	0.411	0.570	kock
chemical	0.337	0.560	0.508	kemisk
chemise	0.530	0.275	0.364	linne
chemist	0.408	0.575	0.610	kemist
chemistry	0.625	0.520	0.694	kemi
chemo	0.214	0.686	0.444	kemo
chemotherapy	0.163	0.689	0.517	kemoterapi
cheque	0.698	0.529	0.660	kolla upp
cherish	0.896	0.491	0.652	vårda
cherishing	0.836	0.380	0.625	omhulda
cherry	0.688	0.186	0.250	körsbär
cherub	0.663	0.340	0.455	kerub
chess	0.656	0.363	0.518	schack
chest	0.520	0.429	0.481	bröst
chestnut	0.714	0.210	0.294	kastanj
chevron	0.469	0.469	0.598	sparre
chew	0.520	0.490	0.404	Tugga
chewy	0.625	0.418	0.390	seg
chic	0.870	0.624	0.380	chic
chicane	0.357	0.460	0.481	chikan
chick	0.771	0.602	0.387	brud
chicken	0.594	0.306	0.394	kyckling
chicken pox	0.194	0.510	0.415	vattkoppor
chickenpox	0.173	0.562	0.357	vattkoppor
chief	0.520	0.544	0.869	chef
chiefly	0.600	0.587	0.764	huvudsakligen
chieftain	0.343	0.529	0.860	hövding
chiffon	0.406	0.230	0.250	chiffong
child	0.912	0.460	0.413	barn
childbirth	0.604	0.861	0.673	förlossning
childhood	0.865	0.413	0.307	barndom
childish	0.573	0.442	0.230	barnslig
childless	0.310	0.400	0.396	utan barn
childlike	0.656	0.372	0.293	barnslig
childloss	0.240	0.571	0.421	barnförlust
children	0.857	0.538	0.435	barn
chili	0.592	0.566	0.433	chili
chill	0.837	0.206	0.482	kyla
chilled	0.521	0.340	0.482	kyld
chilling	0.208	0.850	0.358	kylning
chilly	0.329	0.459	0.408	kyligt
chime	0.573	0.541	0.464	klämta
chimera	0.292	0.582	0.372	chimär
chimes	0.625	0.490	0.402	klockspel
chimney	0.583	0.286	0.225	skorsten
chimp	0.394	0.588	0.345	schimpans
chimpanzee	0.500	0.633	0.387	schimpans
chin	0.571	0.310	0.269	haka
china	0.561	0.443	0.556	Kina
chinchilla	0.480	0.450	0.286	chinchilla
chine	0.561	0.360	0.352	chine
chinook	0.408	0.497	0.491	chinook
chip	0.479	0.382	0.452	chip
chipmunk	0.573	0.562	0.409	jordekorre
chipper	0.418	0.588	0.500	flishugg
chipping	0.354	0.452	0.353	flisning
chiropractor	0.420	0.549	0.651	kiropraktor
chirp	0.469	0.602	0.365	kvittra
chirping	0.500	0.463	0.360	kvittra
chisel	0.469	0.404	0.452	mejsel
chiseler	0.429	0.606	0.464	mejselare
chit	0.490	0.352	0.321	chit
chitchat	0.673	0.455	0.403	småprat
chivalry	0.857	0.380	0.848	ridderlighet
chloride	0.265	0.387	0.474	klorid
chlorine	0.306	0.327	0.332	klor
chloroform	0.281	0.370	0.393	kloroform
chocolate	0.885	0.480	0.418	choklad
choice	0.745	0.520	0.664	val
choir	0.704	0.298	0.473	kör
choke	0.167	0.788	0.676	sätta i halsen
cholera	0.020	0.867	0.507	kolera
cholesterol	0.198	0.583	0.398	kolesterol
choose	0.615	0.542	0.648	välja
choosing	0.719	0.529	0.689	välja
choosy	0.280	0.760	0.712	sparsmakad
chop	0.250	0.655	0.467	hacka
chopper	0.594	0.560	0.509	chopper
choppers	0.469	0.745	0.691	choppers
chopping	0.560	0.625	0.362	hacka
chops	0.612	0.420	0.269	käft
choral	0.852	0.290	0.421	kör
chord	0.729	0.394	0.539	ackord
chords	0.639	0.406	0.388	ackord
chore	0.406	0.462	0.500	Syssla
choreographer	0.646	0.639	0.625	koreograf
choreography	0.812	0.750	0.547	koreografi
chorus	0.620	0.417	0.500	kör
chosen	0.865	0.449	0.833	valt
chow	0.573	0.490	0.390	käk
chowder	0.510	0.324	0.241	chowder
christ	0.781	0.510	0.750	Kristus
christen	0.673	0.356	0.588	döpa
christening	0.725	0.382	0.650	dop
christmas	0.959	0.520	0.741	jul
christmasbreak	0.842	0.640	0.548	jullov
christmaseve	0.812	0.491	0.463	julafton
christmasspirit	0.867	0.602	0.575	julstämning
christmassy	0.875	0.698	0.602	julligt
christmastime	0.837	0.588	0.515	jultid
chromatic	0.407	0.413	0.435	kromatisk
chromatography	0.480	0.537	0.535	kromatografi
chrome	0.582	0.373	0.421	krom
chromium	0.458	0.404	0.447	krom
chromosome	0.500	0.296	0.548	kromosom
chronic	0.255	0.615	0.464	kronisk
chronicle	0.427	0.571	0.586	krönika
chronograph	0.500	0.392	0.529	kronograf
chronological	0.594	0.445	0.600	kronologiskt
chubby	0.531	0.427	0.304	knubbig
chuck	0.542	0.509	0.413	kasta
chuckle	0.844	0.736	0.481	skrocka
chug	0.401	0.413	0.358	stjälpa i sig
chum	0.911	0.347	0.518	kamrat
chummy	0.760	0.420	0.610	snäll
chump	0.375	0.451	0.304	klump
chunk	0.365	0.287	0.214	bit
chunky	0.520	0.517	0.509	tjock
church	0.708	0.198	0.610	kyrka
churchyard	0.296	0.444	0.347	kyrkogård
churn	0.316	0.491	0.407	churn
chute	0.580	0.745	0.455	ränna
chutney	0.459	0.370	0.400	chutney
ciao	0.542	0.426	0.409	ciao
cider	0.530	0.346	0.398	cider
cigar	0.306	0.463	0.346	cigarr
cigarette	0.219	0.528	0.304	cigarett
cilantro	0.469	0.260	0.208	Koriander
cinch	0.450	0.490	0.387	cinch
cinder	0.350	0.260	0.157	slagg
cinema	0.698	0.538	0.500	bio
cinematic	0.663	0.490	0.600	filmisk
cinematographer	0.792	0.455	0.711	filmfotograf
cinematography	0.781	0.571	0.625	filmkonst
cinnamon	0.600	0.250	0.292	kanel
cipher	0.490	0.414	0.500	chiffer
circle	0.480	0.290	0.343	cirkel
circling	0.510	0.654	0.336	cirkulerande
circuit	0.586	0.461	0.707	krets
circuitry	0.596	0.615	0.536	kretsar
circular	0.562	0.342	0.417	cirkulär
circulate	0.612	0.388	0.320	cirkulera
circulation	0.735	0.520	0.657	omlopp
circulatory	0.592	0.575	0.545	cirkulations-
circumcision	0.327	0.657	0.528	omskärelse
circumference	0.458	0.255	0.488	omkrets
circumferential	0.551	0.422	0.509	periferisk
circumscribed	0.365	0.539	0.569	avgränsad
circumstance	0.520	0.565	0.596	omständighet
circumstances	0.562	0.527	0.464	omständigheter
circumstantial	0.500	0.538	0.519	omständlig
circumvent	0.316	0.642	0.383	kringgå
circumvention	0.531	0.571	0.473	kringgående
circus	0.724	0.637	0.432	cirkus
cirque	0.604	0.647	0.467	cirque
cirrhosis	0.079	0.602	0.370	cirros
cirrus	0.470	0.451	0.348	cirrus
cistern	0.541	0.413	0.432	cistern
citadel	0.585	0.464	0.602	citadell
