English Word	Valence	Arousal	Dominance	Serbian Word
compute	0.531	0.408	0.564	израчунати
computer	0.802	0.356	0.639	рачунар
computerized	0.677	0.450	0.657	компјутеризовано
computing	0.745	0.398	0.695	рад на рачунару
comrade	0.781	0.412	0.804	друже
con	0.255	0.736	0.427	цон
concatenation	0.480	0.593	0.539	конкатенација
concave	0.441	0.349	0.349	конкавна
conceal	0.312	0.436	0.306	сакрити
concealed	0.344	0.363	0.352	прикривен
concealment	0.302	0.570	0.390	прикривање
concede	0.670	0.324	0.473	попустити
conceit	0.354	0.625	0.309	уображеност
conceited	0.194	0.667	0.473	уображен
conceivable	0.730	0.350	0.613	замислив
conceive	0.708	0.538	0.700	зачети
concentrate	0.750	0.439	0.743	концентрисати
concentration	0.735	0.500	0.722	концентрација
concentric	0.730	0.479	0.635	концентрична
concept	0.573	0.265	0.632	концепт
conception	0.694	0.490	0.614	зачеће
concern	0.250	0.734	0.463	забринутост
concerned	0.292	0.698	0.350	забринути
concert	0.938	0.867	0.718	концерт
concerto	0.613	0.759	0.679	цонцерто
concession	0.588	0.423	0.615	уступак
concessional	0.770	0.493	0.657	концесијски
conch	0.583	0.306	0.339	шкољка
concierge	0.480	0.343	0.343	консијерж
conciliation	0.792	0.475	0.726	помирење
concise	0.583	0.298	0.620	Јасан
conclave	0.573	0.440	0.611	конклава
conclude	0.530	0.267	0.679	закључити
concluding	0.531	0.382	0.603	закључујући
conclusion	0.615	0.377	0.659	закључак
conclusive	0.500	0.427	0.745	коначан
concoction	0.448	0.459	0.417	измишљотина
concomitant	0.427	0.482	0.727	истовремени
concord	0.677	0.320	0.586	цонцорд
concordance	0.625	0.358	0.608	подударност
concours	0.500	0.530	0.495	цонцоурс
concourse	0.740	0.657	0.528	збориште
concrete	0.633	0.420	0.547	бетон
concubine	0.388	0.594	0.476	конкубина
concur	0.459	0.394	0.429	цонцур
concurrence	0.764	0.627	0.613	подударност
concurrent	0.573	0.547	0.741	истовремено
concurring	0.573	0.600	0.681	сагласни
concussion	0.072	0.708	0.482	потрес мозга
condemn	0.102	0.793	0.625	осудити
condemnation	0.133	0.725	0.449	осуда
condensation	0.510	0.316	0.538	кондензација
condensed	0.598	0.415	0.623	згуснути
condescending	0.583	0.363	0.593	Изузетно
condescension	0.521	0.377	0.565	снисходљивост
condiment	0.520	0.333	0.433	зачин
condition	0.500	0.469	0.519	стање
conditional	0.521	0.343	0.556	условни
conditionally	0.396	0.419	0.617	условно
conditioned	0.490	0.417	0.616	условљена
conditioner	0.781	0.360	0.538	кондиционер
conditioning	0.440	0.468	0.617	условљавање
conditions	0.551	0.441	0.593	Услови
condo	0.439	0.288	0.607	стан
condolence	0.260	0.443	0.404	саучешће
condolences	0.198	0.480	0.288	саучешће
condom	0.406	0.637	0.500	кондом
condone	0.571	0.441	0.619	цондоне
condor	0.573	0.388	0.519	кондор
conducive	0.775	0.479	0.679	погодан
conduct	0.453	0.510	0.750	спровести
conduction	0.530	0.557	0.717	проводљивост
conductivity	0.583	0.575	0.642	проводљивост
conductor	0.677	0.663	0.621	кондуктер
conduit	0.470	0.302	0.413	провод
cone	0.417	0.208	0.343	Шишарка
confederacy	0.590	0.541	0.736	конфедерација
confederate	0.551	0.546	0.792	конфедеративан
confederation	0.663	0.404	0.830	конфедерација
confer	0.573	0.482	0.583	цонфер
conference	0.688	0.615	0.606	конференција
confess	0.360	0.712	0.431	исповедати се
confession	0.469	0.642	0.460	исповест
confessional	0.458	0.392	0.629	исповедаоница
confessions	0.325	0.538	0.658	исповести
confetti	0.781	0.573	0.250	конфети
confidant	0.837	0.633	0.631	поузданик
confide	0.669	0.472	0.595	поверити
confidence	0.959	0.276	0.943	самопоуздање
confident	0.765	0.324	0.723	самоуверен
confidential	0.643	0.471	0.761	поверљиво
confidentiality	0.667	0.431	0.718	Повјерљивост
confidentially	0.633	0.469	0.558	поверљиво
configuration	0.540	0.443	0.591	конфигурацију
confine	0.327	0.551	0.538	ограничити
confined	0.286	0.472	0.444	ограничен
confinement	0.333	0.656	0.520	затварање
confines	0.396	0.386	0.542	ограничава
confirm	0.802	0.439	0.806	Потврди
confirmation	0.812	0.480	0.692	потврда
confirmatory	0.656	0.500	0.683	потврдни
confirmed	0.760	0.490	0.764	потврђено
confiscate	0.250	0.625	0.482	конфискују
confiscation	0.208	0.706	0.586	конфискација
conflagration	0.344	0.721	0.594	пожар
conflict	0.335	0.906	0.471	сукоба
conflicting	0.173	0.738	0.553	конфликтне
confluence	0.677	0.598	0.565	ушће
conform	0.479	0.380	0.375	у складу
conformance	0.608	0.278	0.254	усклађеност
conformation	0.622	0.435	0.711	конформација
conformity	0.645	0.363	0.579	конформизам
confound	0.347	0.529	0.333	збунити
confounded	0.333	0.528	0.264	збуњен
confront	0.281	0.760	0.746	суочити
confrontation	0.177	0.870	0.658	конфронтација
confuse	0.100	0.580	0.270	збунити
confused	0.220	0.650	0.179	збуњен
confusing	0.229	0.690	0.222	збуњујуће
confusion	0.255	0.667	0.277	забуна
conga	0.469	0.529	0.440	цонга
congenial	0.820	0.412	0.620	сродан
congenital	0.448	0.434	0.427	урођене
congestion	0.271	0.654	0.491	загушења
conglomerate	0.500	0.500	0.838	конгломерат
conglomeration	0.541	0.720	0.670	конгломерат
congrats	0.930	0.726	0.775	честитам
congratulate	0.927	0.724	0.784	честитам
congratulation	0.948	0.780	0.717	честитам
congratulations	0.960	0.755	0.719	Честитам
congratulatory	0.959	0.616	0.689	честитајући
congregate	0.653	0.530	0.733	окупљати
congregation	0.561	0.490	0.700	конгрегације
congress	0.449	0.444	0.857	конгресу
congressional	0.552	0.491	0.848	конгресни
congressman	0.438	0.471	0.877	конгресмен
congruence	0.656	0.472	0.577	конгруенција
conic	0.510	0.368	0.379	конусни
conical	0.490	0.422	0.471	конусни
conjecture	0.396	0.398	0.534	нагађање
conjugal	0.698	0.510	0.688	брачни
conjugate	0.583	0.420	0.467	коњуговати
conjugation	0.479	0.429	0.582	коњугација
conjunction	0.520	0.472	0.509	коњункција
conjunctive	0.487	0.444	0.639	коњунктив
conjure	0.385	0.679	0.645	дочарати
conjuring	0.224	0.653	0.694	дочаравање
conk	0.340	0.469	0.404	цонк
connect	0.724	0.299	0.536	повезати
connected	0.816	0.550	0.612	повезан
connection	0.729	0.560	0.655	везу
connective	0.719	0.491	0.764	везивни
connoisseur	0.760	0.461	0.769	познавалац
conquer	0.694	0.873	0.971	победити
conquering	0.760	0.873	0.936	освајајући
conqueror	0.604	0.809	0.930	освајач
conquest	0.710	0.702	0.833	освајање
conscience	0.663	0.375	0.721	савести
conscientious	0.688	0.404	0.688	савесно
conscious	0.740	0.333	0.705	свесни
consciousness	0.840	0.483	0.755	свести
conscription	0.396	0.775	0.642	регрутације
consecrated	0.663	0.500	0.800	освећени
consecration	0.771	0.418	0.804	освећење
consecutive	0.663	0.418	0.643	узастопни
consensual	0.663	0.417	0.655	консензуално
consensus	0.627	0.358	0.625	консензус
consent	0.750	0.500	0.620	сагласност
consenting	0.727	0.406	0.693	пристајање
consequence	0.240	0.721	0.593	последица
consequent	0.663	0.471	0.625	консеквентно
conservation	0.832	0.401	0.606	конзервација
conservatism	0.406	0.369	0.633	конзервативизам
conservative	0.615	0.316	0.788	конзервативна
conservatory	0.635	0.240	0.729	конзерваторијум
conserve	0.690	0.347	0.573	конзервирати
consider	0.677	0.368	0.579	размотрити
considerable	0.653	0.314	0.683	знатан
considerate	0.781	0.380	0.633	обзиран
consideration	0.589	0.380	0.687	разматрање
consignee	0.635	0.385	0.602	примаоца
consignment	0.490	0.440	0.500	пошиљка
consist	0.823	0.386	0.580	састојати се
consistency	0.714	0.500	0.887	доследност
consistent	0.786	0.431	0.726	доследан
consolation	0.408	0.250	0.304	утеха
console	0.625	0.398	0.415	конзола
consoled	0.700	0.343	0.452	утешен
consolidate	0.880	0.440	0.870	консолидовати
consolidated	0.700	0.366	0.784	консолидовани
consolidation	0.604	0.445	0.776	консолидација
consonant	0.500	0.347	0.417	Сугласник
consort	0.632	0.509	0.630	супруга монарха
conspicuous	0.479	0.520	0.596	упадљивим
conspiracy	0.125	0.787	0.652	завера
conspirator	0.271	0.786	0.707	завереника
conspire	0.206	0.740	0.520	удруживати
constable	0.573	0.667	0.764	полицајац
constancy	0.786	0.443	0.763	постојаност
constant	0.740	0.296	0.686	константан
constantly	0.663	0.561	0.700	стално
constellation	0.719	0.533	0.775	сазвежђе
consternation	0.167	0.680	0.469	констернација
constipation	0.079	0.612	0.231	затвор
constituency	0.500	0.480	0.696	изборна јединица
constituent	0.573	0.500	0.827	саставни
constituents	0.573	0.414	0.833	саставних делова
constitute	0.812	0.349	0.906	конституисати
constitution	0.590	0.380	0.889	устав
constitutional	0.633	0.418	0.827	уставне
constitutionality	0.612	0.439	0.853	уставности
constrain	0.261	0.500	0.500	ограничити
constrained	0.135	0.537	0.357	ограничен
constraint	0.323	0.550	0.481	ограничење
construct	0.750	0.648	0.792	конструисати
construction	0.848	0.612	0.759	конструкција
constructive	0.860	0.570	0.812	конструктивне
construe	0.602	0.519	0.553	протумачити
consul	0.573	0.354	0.688	конзул
consulate	0.561	0.453	0.694	конзулат
consult	0.755	0.370	0.441	консултовати
consultant	0.770	0.344	0.808	консултант
consultation	0.660	0.463	0.625	консултације
consume	0.427	0.620	0.509	конзумирати
consumer	0.507	0.551	0.677	потрошача
consuming	0.573	0.541	0.536	конзумирајући
consummate	0.551	0.540	0.558	довршен
consummation	0.583	0.676	0.661	конзумација
consumption	0.390	0.531	0.538	потрошња
contact	0.719	0.424	0.526	контакт
contagion	0.208	0.630	0.535	зараза
contagious	0.184	0.725	0.400	заразан
contain	0.542	0.490	0.658	садржати
container	0.551	0.396	0.561	контејнер
containment	0.411	0.491	0.618	задржавање
contaminate	0.140	0.611	0.426	контаминирати
contaminated	0.040	0.500	0.368	контаминиран
contamination	0.125	0.610	0.375	контаминација
contemplate	0.740	0.347	0.642	размишљати
contemplation	0.552	0.324	0.627	контемплација
contemplative	0.729	0.308	0.739	контемплативна
contemporaneous	0.640	0.373	0.591	истовремени
contemporary	0.720	0.365	0.569	савремене
contempt	0.206	0.635	0.396	презир
contemptible	0.146	0.657	0.471	презира
contemptuous	0.204	0.500	0.375	презриво
contend	0.510	0.657	0.731	борити се
contender	0.480	0.790	0.681	изазивач
contending	0.490	0.698	0.716	надметање
content	0.764	0.296	0.559	садржаја
contented	0.857	0.612	0.746	задовољан
contention	0.375	0.510	0.738	препирка
contentious	0.422	0.573	0.637	споран
contentment	0.875	0.610	0.782	задовољство
contents	0.656	0.375	0.550	садржаја
contest	0.667	0.698	0.717	конкурс
contestant	0.760	0.530	0.602	такмичар
context	0.531	0.300	0.553	контекст
contiguous	0.375	0.450	0.500	суседни
continence	0.450	0.396	0.469	континенција
continent	0.551	0.373	0.833	континент
continental	0.486	0.350	0.755	континентални
contingency	0.396	0.500	0.670	случај
contingent	0.470	0.531	0.659	контингент
continual	0.500	0.423	0.685	континуирано
continually	0.646	0.438	0.698	непрекидно
continuance	0.729	0.510	0.652	наставак
continuation	0.615	0.470	0.566	наставак
continue	0.630	0.427	0.612	Настави
continued	0.635	0.440	0.500	наставио
continuing	0.667	0.500	0.520	наставља
continuity	0.781	0.439	0.684	континуитет
continuous	0.625	0.509	0.580	континуирано
continuously	0.719	0.417	0.702	непрекидно
continuum	0.677	0.390	0.491	континуум
contour	0.589	0.265	0.414	контура
contraband	0.177	0.875	0.670	кријумчарење
contraception	0.296	0.518	0.525	контрацепција
contract	0.594	0.412	0.636	уговор
contracted	0.344	0.557	0.449	уговорено
contractile	0.480	0.586	0.569	контрактилне
contracting	0.594	0.490	0.769	уговарање
contraction	0.292	0.755	0.603	контракција
contractor	0.592	0.479	0.727	извођач радова
contradict	0.160	0.598	0.482	противречити
contradiction	0.250	0.660	0.377	противречности
contradictory	0.365	0.651	0.421	контрадикторно
contraption	0.448	0.590	0.491	справа
contrary	0.327	0.449	0.338	супротно
contrast	0.480	0.406	0.520	контраст
contrasted	0.521	0.538	0.491	контрастно
contravene	0.357	0.618	0.472	противречити
contravention	0.344	0.627	0.593	кршење
contribute	0.806	0.350	0.795	доприносе
contribution	0.854	0.452	0.760	допринос
contributor	0.844	0.510	0.760	сарадник
contrite	0.347	0.363	0.473	скрушени
contrition	0.347	0.583	0.463	скрушеност
contrived	0.408	0.530	0.458	измишљено
control	0.729	0.352	0.808	контролу
controller	0.469	0.712	0.868	контролор
controlling	0.490	0.441	0.885	контролисање
controversial	0.271	0.858	0.538	контроверзно
controversy	0.250	0.819	0.600	контроверзи
contusion	0.167	0.565	0.509	контузија
conundrum	0.354	0.524	0.408	загонетка
convalescent	0.458	0.480	0.269	реконвалесцент
convection	0.521	0.494	0.526	конвекција
convene	0.583	0.676	0.636	сазивати
convenience	0.781	0.448	0.613	погодност
conveniences	0.802	0.412	0.693	погодности
convenient	0.846	0.491	0.574	згодно
convent	0.480	0.217	0.594	манастир
convention	0.622	0.622	0.704	конвенција
conventional	0.594	0.292	0.634	конвенционални
converge	0.635	0.471	0.539	тежити заједничком резултату
convergence	0.551	0.491	0.625	конвергенција
convergent	0.781	0.490	0.696	конвергентан
conversant	0.724	0.360	0.542	познавалац
