English Word	Valence	Arousal	Dominance	Uyghur Word
chime	0.573	0.541	0.464	chime
chimera	0.292	0.582	0.372	chimera
chimes	0.625	0.490	0.402	chimes
chimney	0.583	0.286	0.225	chimney
chimp	0.394	0.588	0.345	chimp
chimpanzee	0.500	0.633	0.387	شىمپەنزە
chin	0.571	0.310	0.269	chin
china	0.561	0.443	0.556	china
chinchilla	0.480	0.450	0.286	chinchilla
chine	0.561	0.360	0.352	chine
chinook	0.408	0.497	0.491	chinook
chip	0.479	0.382	0.452	ئۆزەك
chipmunk	0.573	0.562	0.409	chipmunk
chipper	0.418	0.588	0.500	ئۆزەك
chipping	0.354	0.452	0.353	ئۆزەك
chiropractor	0.420	0.549	0.651	chiropractor
chirp	0.469	0.602	0.365	chirp
chirping	0.500	0.463	0.360	chirping
chisel	0.469	0.404	0.452	chisel
chiseler	0.429	0.606	0.464	chiseler
chit	0.490	0.352	0.321	chit
chitchat	0.673	0.455	0.403	chitchat
chivalry	0.857	0.380	0.848	chivalry
chloride	0.265	0.387	0.474	خىلور
chlorine	0.306	0.327	0.332	خىلور
chloroform	0.281	0.370	0.393	خىلورفورم
chocolate	0.885	0.480	0.418	شاكىلات
choice	0.745	0.520	0.664	تاللاش
choir	0.704	0.298	0.473	ناخشا-ئۇسسۇل ئۆمىكى
choke	0.167	0.788	0.676	بوغۇلۇش
cholera	0.020	0.867	0.507	خولېرا
cholesterol	0.198	0.583	0.398	خولېستېرىن
choose	0.615	0.542	0.648	تاللاڭ
choosing	0.719	0.529	0.689	تاللاش
choosy	0.280	0.760	0.712	choosy
chop	0.250	0.655	0.467	chop
chopper	0.594	0.560	0.509	chopper
choppers	0.469	0.745	0.691	choppers
chopping	0.560	0.625	0.362	chopping
chops	0.612	0.420	0.269	chops
choral	0.852	0.290	0.421	خور
chord	0.729	0.394	0.539	chord
chords	0.639	0.406	0.388	chords
chore	0.406	0.462	0.500	ئۆي ئىشى
choreographer	0.646	0.639	0.625	خوروگراف
choreography	0.812	0.750	0.547	خوروگرافىيە
chorus	0.620	0.417	0.500	خور
chosen	0.865	0.449	0.833	تاللانغان
chow	0.573	0.490	0.390	chow
chowder	0.510	0.324	0.241	chowder
christ	0.781	0.510	0.750	christ
christen	0.673	0.356	0.588	christen
christening	0.725	0.382	0.650	christening
christmas	0.959	0.520	0.741	روژدېستۋو بايرىمى
christmasbreak	0.842	0.640	0.548	christmasbreak
christmaseve	0.812	0.491	0.463	christmaseve
christmasspirit	0.867	0.602	0.575	christmasspirit
christmassy	0.875	0.698	0.602	christmassy
christmastime	0.837	0.588	0.515	روژدېستۋو بايرىمى
chromatic	0.407	0.413	0.435	خىروم
chromatography	0.480	0.537	0.535	خىروموگرافىيە
chrome	0.582	0.373	0.421	خىروم
chromium	0.458	0.404	0.447	خىروم
chromosome	0.500	0.296	0.548	خىروموسوم
chronic	0.255	0.615	0.464	سوزۇلما
chronicle	0.427	0.571	0.586	chronicle
chronograph	0.500	0.392	0.529	chronograph
chronological	0.594	0.445	0.600	ۋاقىت تەرتىپى
chubby	0.531	0.427	0.304	chubby
chuck	0.542	0.509	0.413	chuck
chuckle	0.844	0.736	0.481	chuckle
chug	0.401	0.413	0.358	chug
chum	0.911	0.347	0.518	chum
chummy	0.760	0.420	0.610	chummy
chump	0.375	0.451	0.304	chump
chunk	0.365	0.287	0.214	chunk
chunky	0.520	0.517	0.509	chunky
church	0.708	0.198	0.610	چېركاۋ
churchyard	0.296	0.444	0.347	چېركاۋ
churn	0.316	0.491	0.407	churn
chute	0.580	0.745	0.455	chute
chutney	0.459	0.370	0.400	chutney
ciao	0.542	0.426	0.409	ciao
cider	0.530	0.346	0.398	cider
cigar	0.306	0.463	0.346	تاماكا
cigarette	0.219	0.528	0.304	تاماكا
cilantro	0.469	0.260	0.208	cilantro
cinch	0.450	0.490	0.387	cinch
cinder	0.350	0.260	0.157	cinder
cinema	0.698	0.538	0.500	كىنوخانا
cinematic	0.663	0.490	0.600	cinematic
cinematographer	0.792	0.455	0.711	كىنو ئىشلىگۈچى
cinematography	0.781	0.571	0.625	كىنوچىلىق
cinnamon	0.600	0.250	0.292	دارچىن
cipher	0.490	0.414	0.500	cipher
circle	0.480	0.290	0.343	چەمبىرەك
circling	0.510	0.654	0.336	ئايلانما
circuit	0.586	0.461	0.707	توك يولى
circuitry	0.596	0.615	0.536	توك يولى
circular	0.562	0.342	0.417	ئايلانما
circulate	0.612	0.388	0.320	ئوبوروت قىلىڭ
circulation	0.735	0.520	0.657	ئوبوروت
circulatory	0.592	0.575	0.545	ئوبوروت
circumcision	0.327	0.657	0.528	خەتنە قىلىش
circumference	0.458	0.255	0.488	ئايلانما
circumferential	0.551	0.422	0.509	ئايلانما
circumscribed	0.365	0.539	0.569	خەتنە قىلىندى
circumstance	0.520	0.565	0.596	ئەھۋال
circumstances	0.562	0.527	0.464	ئەھۋال
circumstantial	0.500	0.538	0.519	ئەھۋال
circumvent	0.316	0.642	0.383	ئايلانما
circumvention	0.531	0.571	0.473	ئايلىنىش
circus	0.724	0.637	0.432	سېرك
cirque	0.604	0.647	0.467	cirque
cirrhosis	0.079	0.602	0.370	جىگەر قېتىشىش
cirrus	0.470	0.451	0.348	cirrus
cistern	0.541	0.413	0.432	cistern
citadel	0.585	0.464	0.602	قەلئە
citation	0.570	0.549	0.508	citation
cite	0.625	0.454	0.532	cite
citizen	0.631	0.250	0.586	پۇقرا
citizenship	0.786	0.404	0.723	پۇقرالىق
citrine	0.375	0.400	0.420	citrine
citrus	0.469	0.368	0.375	citrus
city	0.847	0.531	0.508	شەھەر
citywide	0.592	0.509	0.707	پۈتۈن شەھەردە
civic	0.653	0.240	0.573	پۇقرالار
civics	0.700	0.279	0.720	civics
civil	0.521	0.281	0.517	ھەق تەلەپ
civilian	0.700	0.229	0.598	پۇقرا
civilians	0.490	0.448	0.525	پۇقرالار
civility	0.760	0.306	0.679	مەدەنىيلىك
civilization	0.823	0.452	0.839	مەدەنىيەت
civilized	0.792	0.231	0.796	مەدەنىيەتلىك
clad	0.583	0.373	0.481	چاپان
claim	0.255	0.760	0.473	تەلەپ
claimant	0.271	0.690	0.779	تۆلەم تەلەپ قىلغۇچى
clairvoyant	0.765	0.531	0.897	clairvoyant
clam	0.442	0.302	0.272	clam
clambake	0.542	0.540	0.429	clambake
clammy	0.354	0.440	0.236	clammy
clamor	0.438	0.643	0.360	دەپ توۋلىدى
clamp	0.541	0.388	0.454	clamp
clan	0.562	0.491	0.686	جەمەت
clandestine	0.425	0.677	0.469	clandestine
clang	0.459	0.520	0.510	clang
clap	0.779	0.731	0.529	چاۋاك چالدى
clapper	0.500	0.229	0.420	clapper
clapping	0.823	0.894	0.686	چاۋاك چالدى
clarification	0.802	0.461	0.613	ئايدىڭلاشتۇرۇش
clarify	0.652	0.535	0.625	ئايدىڭلاشتۇرۇڭ
clarinet	0.592	0.453	0.411	Clarinet
clarion	0.500	0.443	0.422	clarion
clarity	0.796	0.310	0.631	ئېنىقلىق
clash	0.293	0.918	0.453	توقۇنۇش
clashing	0.177	0.764	0.575	توقۇنۇش
clasp	0.448	0.375	0.241	clasp
class	0.656	0.314	0.522	class
classic	0.690	0.260	0.611	كىلاسسىك
classic rock	0.729	0.571	0.588	كىلاسسىك تاش
classical	0.643	0.198	0.536	كىلاسسىك
classics	0.750	0.333	0.510	كىلاسسىك
classification	0.583	0.423	0.613	تۈرگە ئايرىش
classified	0.571	0.460	0.663	تۈرگە ئايرىلدى
classify	0.646	0.411	0.720	تۈرگە ئايرىش
classmate	0.781	0.400	0.593	ساۋاقدىشى
classroom	0.539	0.292	0.363	دەرسخانا
classy	0.917	0.410	0.649	classy
clatter	0.418	0.820	0.387	clatter
clause	0.480	0.409	0.528	ماددا
clauses	0.449	0.429	0.545	ماددىلار
claustrophobia	0.125	0.840	0.333	claustrophobia
claustrophobic	0.092	0.755	0.400	claustrophobic
clavicle	0.398	0.400	0.452	clavicle
claw	0.260	0.600	0.598	تىرناق
claws	0.281	0.698	0.562	تىرناق
clay	0.542	0.250	0.267	لاي
clean	0.827	0.170	0.500	پاكىزە
cleaner	0.604	0.556	0.375	cleaner
cleaning	0.595	0.396	0.427	تازىلاش
cleanliness	0.816	0.363	0.609	پاكىزلىق
cleanly	0.823	0.352	0.583	پاكىزە
cleanse	0.625	0.310	0.660	تازىلاش
cleanser	0.604	0.353	0.433	تازىلاش ماشىنىسى
cleansing	0.729	0.298	0.472	تازىلاش
cleanup	0.729	0.314	0.451	تازىلاش
clear	0.857	0.327	0.573	ئېنىق
clearance	0.542	0.459	0.473	تازىلاش
clearing	0.680	0.333	0.509	تازىلاش
clearness	0.875	0.316	0.689	ئېنىقلىق
cleat	0.486	0.260	0.361	تازىلاش
cleavage	0.542	0.602	0.454	cleavage
cleave	0.296	0.545	0.389	cleave
cleaver	0.240	0.627	0.434	cleaver
clef	0.615	0.360	0.595	clef
cleft	0.306	0.442	0.360	cleft
clemency	0.594	0.417	0.397	كەڭچىلىك
clench	0.438	0.618	0.580	clench
clergy	0.531	0.312	0.575	دىنىي خادىملار
clergyman	0.594	0.330	0.556	دىنىي خادىم
cleric	0.521	0.324	0.589	دىنىي خادىم
clerical	0.520	0.396	0.491	روھانىي
clerk	0.500	0.579	0.509	پۈتۈكچى
clerkship	0.582	0.380	0.596	پۈتۈك
clever	0.896	0.353	0.729	ئەقىللىق
cleverness	0.878	0.509	0.921	ئەقىللىق
click	0.536	0.365	0.268	چېكىڭ
clicker	0.418	0.490	0.463	Clicker
client	0.583	0.450	0.618	خېرىدار
clientele	0.625	0.577	0.508	خېرىدار
cliff	0.361	0.620	0.509	قىيا
climate	0.635	0.240	0.483	كېلىمات
climatology	0.531	0.367	0.541	كىلىماتولوگىيە
climax	0.735	0.853	0.667	climax
climb	0.615	0.660	0.604	يامىشىش
climber	0.573	0.716	0.735	تاغقا ياماشقۇچى
clinch	0.469	0.538	0.430	clinch
cling	0.417	0.620	0.588	cling
clingy	0.224	0.460	0.370	clingy
clinic	0.469	0.439	0.600	شىپاخانا
clinical	0.337	0.412	0.640	كلىنىكىلىق
clink	0.458	0.462	0.319	clink
clip	0.438	0.310	0.381	clip
clipboard	0.594	0.255	0.423	چاپلاش تاختىسى
clipper	0.293	0.422	0.383	clipper
clipping	0.460	0.500	0.405	clipping
clique	0.427	0.430	0.391	خېرىدار
clitoris	0.625	0.844	0.464	clitoris
cloak	0.469	0.188	0.333	چاپان
cloaking	0.521	0.595	0.389	cloaking
cloakroom	0.690	0.254	0.397	cloakroom
clobber	0.396	0.578	0.464	clobber
clock	0.677	0.173	0.407	سائەت
clockwork	0.490	0.373	0.528	سائەت ئىشى
clod	0.375	0.404	0.365	clod
clog	0.104	0.618	0.454	clog
cloister	0.438	0.413	0.475	cloister
clone	0.406	0.471	0.524	كلون
cloning	0.216	0.696	0.679	كىلونلاش
close	0.292	0.260	0.263	close
closed	0.240	0.164	0.318	تاقالدى
closeness	0.796	0.237	0.450	يېقىنلىق
closet	0.531	0.204	0.330	ئىشكاپ
closure	0.229	0.220	0.412	تاقاش
clot	0.150	0.558	0.275	clot
cloth	0.510	0.190	0.287	رەخت
clothe	0.797	0.330	0.481	كىيىم
clothes	0.833	0.270	0.414	كىيىم
clothesline	0.582	0.324	0.366	كىيىم-كېچەك
clothing	0.750	0.343	0.407	كىيىم
cloud	0.740	0.133	0.342	بۇلۇت
clouded	0.240	0.213	0.302	بۇلۇتلۇق
cloudiness	0.469	0.250	0.343	بۇلۇتلۇق
clouds	0.735	0.195	0.324	بۇلۇت
cloudy	0.281	0.280	0.202	بۇلۇتلۇق
clout	0.584	0.636	0.704	clout
clove	0.439	0.296	0.315	clove
clover	0.605	0.340	0.364	clover
cloves	0.427	0.218	0.396	cloves
clown	0.650	0.598	0.300	clown
clowns	0.600	0.673	0.391	clowns
club	0.646	0.618	0.393	club
clubhouse	0.694	0.571	0.493	clubhouse
clubs	0.723	0.530	0.591	clubs
cluck	0.390	0.490	0.353	cluck
clue	0.653	0.380	0.412	يىپ ئۇچى
clueless	0.350	0.333	0.161	قوپال
clump	0.551	0.480	0.582	clump
clumsy	0.125	0.420	0.144	تۇتۇق
clunk	0.448	0.472	0.407	clunk
cluster	0.490	0.458	0.446	cluster
clutch	0.383	0.500	0.491	clutch
clutches	0.542	0.373	0.528	clutches
clutter	0.135	0.598	0.400	قالايمىقانچىلىق
coach	0.633	0.823	0.735	ترېنېر
coachman	0.479	0.394	0.509	تىرېنېر
coagulation	0.381	0.558	0.436	قېتىشىش
coal	0.360	0.241	0.340	كۆمۈر
coalesce	0.479	0.434	0.529	coalesce
coalition	0.490	0.730	0.673	بىرلەشمە
coarse	0.333	0.481	0.481	قوپال
coast	0.719	0.396	0.458	دېڭىز قىرغىقى
coastal	0.604	0.370	0.510	دېڭىز بويى
coaster	0.612	0.788	0.627	coaster
coastline	0.745	0.282	0.441	دېڭىز قىرغىقى
coat	0.677	0.256	0.464	چاپان
coating	0.620	0.440	0.596	سىر
coax	0.367	0.400	0.447	coax
cobalt	0.408	0.325	0.441	cobalt
cobble	0.448	0.385	0.368	cobble
cobbler	0.510	0.415	0.318	cobbler
cobra	0.312	0.712	0.600	كوبرا
cocaine	0.156	0.840	0.373	كوكايىن
cock	0.418	0.562	0.392	خوراز
cockamamie	0.450	0.500	0.382	cockamamie
cockeyed	0.459	0.460	0.423	خوراز
cockpit	0.520	0.424	0.343	ئايروپىلان بۆلمىسى
cockroach	0.188	0.667	0.196	خوراز
cocksucker	0.083	0.764	0.339	خوراز
cocktail	0.740	0.480	0.381	كوكتېل
cocky	0.260	0.784	0.519	خوراز
cocoa	0.776	0.255	0.322	كاكائو
coconut	0.622	0.265	0.227	كوكۇس
cocoon	0.470	0.280	0.290	پىلە قۇرتى
cod	0.510	0.321	0.304	cod
code	0.583	0.308	0.491	كود
codeine	0.375	0.582	0.436	codeine
codex	0.531	0.488	0.524	codex
codfish	0.490	0.245	0.300	codfish
codification	0.448	0.400	0.698	كودلاشتۇرۇش
codify	0.448	0.410	0.679	codify
coding	0.442	0.344	0.667	كودلاش
coed	0.469	0.531	0.481	coed
coefficient	0.677	0.415	0.702	كوئېففىتسېنتى
coerce	0.260	0.741	0.517	مەجبۇرلاش
coercion	0.330	0.708	0.577	مەجبۇرلاش
coercive	0.479	0.670	0.506	مەجبۇرلاش
coexist	0.708	0.460	0.536	تەڭ مەۋجۇت
coexistence	0.588	0.472	0.638	تەڭ مەۋجۇت بولۇپ تۇرۇش
coexisting	0.551	0.349	0.648	تەڭ مەۋجۇت
coffee	0.823	0.418	0.309	قەھۋە
coffee table	0.720	0.339	0.295	قەھۋە ئۈستىلى
coffeehouse	0.694	0.357	0.307	قەھۋەخانا
coffeepot	0.760	0.333	0.312	coffeepot
coffin	0.073	0.432	0.343	جەسەت ساندۇقى
cog	0.427	0.343	0.363	cog
cogent	0.765	0.479	0.836	cogent
cognac	0.615	0.510	0.430	cognac
cognate	0.615	0.350	0.398	cognate
cognition	0.635	0.344	0.706	بىلىش
cognitive	0.513	0.401	0.634	بىلىش
cohabitation	0.646	0.526	0.598	بىللە تۇرۇش
coherence	0.720	0.406	0.788	ماسلىشىش
coherent	0.698	0.281	0.500	coherent
cohesion	0.604	0.536	0.555	ئۇيۇشۇش
cohesive	0.531	0.470	0.603	cohesive
cohort	0.459	0.551	0.566	cohort
coil	0.448	0.343	0.298	coil
coiled	0.378	0.518	0.389	coiled
coin	0.677	0.574	0.445	تەڭگە
coinage	0.500	0.400	0.545	تەڭگە
coincide	0.635	0.490	0.593	تاسادىپىي
coincidence	0.612	0.450	0.518	تاسادىپىيلىق
coincident	0.562	0.385	0.602	تاسادىپىيلىق
coincidental	0.646	0.481	0.337	تاسادىپىيلىق
coinciding	0.673	0.373	0.623	تاسادىپىي
coke	0.404	0.461	0.397	كوك
cola	0.469	0.325	0.240	cola
cold	0.398	0.538	0.348	سوغۇق
coldly	0.365	0.358	0.407	سوغۇق
coldness	0.093	0.470	0.427	سوغۇق
coldsweat	0.427	0.491	0.327	coldsweat
coleslaw	0.707	0.312	0.336	coleslaw
colic	0.135	0.736	0.361	colic
coliseum	0.612	0.663	0.704	coliseum
collaborate	0.816	0.449	0.559	ھەمكارلىشىش
collaboration	0.885	0.628	0.741	ھەمكارلىق
collaborator	0.729	0.320	0.769	ھەمكارلاشقۇچى
collage	0.680	0.321	0.375	collage
collagen	0.541	0.245	0.450	كوللاگېن
collapse	0.208	0.689	0.342	يىمىرىلىش
collar	0.656	0.442	0.446	ياقا
collarbone	0.420	0.427	0.306	ياقا
collate	0.438	0.448	0.580	collate
collateral	0.531	0.422	0.717	كېپىللىك
collation	0.520	0.333	0.508	collation
colleague	0.740	0.413	0.600	خىزمەتدىشى
collect	0.635	0.481	0.491	يىغىش
collected	0.570	0.402	0.588	توپلانغان
collection	0.725	0.311	0.588	collection
collective	0.583	0.458	0.698	كوللىكتىپ
collectively	0.817	0.573	0.533	كوللىكتىپ
collector	0.552	0.481	0.648	يىغىپ ساقلىغۇچى
college	0.700	0.467	0.746	ئالىي مەكتەپ
collegiate	0.592	0.461	0.678	كوللىكتىپ
collide	0.271	0.892	0.557	سوقۇلۇش
collie	0.562	0.308	0.328	collie
collision	0.245	0.848	0.585	سوقۇلۇش
collocation	0.637	0.360	0.594	collocation
colloquial	0.604	0.363	0.368	سۆزلەش
collusion	0.365	0.510	0.400	تىل بىرىكتۈرۈش
cologne	0.677	0.413	0.552	cologne
colon	0.449	0.394	0.384	چوڭ ئۈچەي
colonel	0.459	0.592	0.890	پولكوۋنىك
colonial	0.553	0.327	0.613	مۇستەملىكە
colonic	0.333	0.420	0.430	چوڭ ئۈچەي
colonoscopy	0.208	0.524	0.466	چوڭ ئۈچەي تاياقچە باكتېرىيەسى
colony	0.716	0.353	0.593	مۇستەملىكە
colophon	0.500	0.408	0.385	colophon
color	0.786	0.280	0.402	رەڭ
coloration	0.541	0.520	0.443	رەڭ
colored	0.806	0.317	0.275	رەڭلىك
colorful	0.850	0.520	0.519	رەڭدار
coloring	0.781	0.469	0.353	رەڭدار
colorless	0.354	0.340	0.250	رەڭسىز
colors	0.875	0.349	0.340	رەڭلەر
colossal	0.698	0.692	0.900	colossal
colt	0.561	0.587	0.543	colt
columbine	0.520	0.521	0.407	columbine
column	0.480	0.250	0.670	ستون
columnar	0.448	0.340	0.491	ئىستون
columnist	0.646	0.365	0.648	ئىستون يازغۇچى
com	0.396	0.382	0.382	com
coma	0.219	0.255	0.302	coma
comatose	0.143	0.438	0.433	comatose
comb	0.490	0.123	0.268	comb
combat	0.302	0.846	0.833	جەڭ
combatant	0.531	0.853	0.780	جەڭچى
combative	0.381	0.690	0.816	جەڭگىۋار
combination	0.708	0.480	0.726	بىرلەشتۈرۈش
combinatorial	0.561	0.436	0.428	combinatorial
combine	0.663	0.442	0.533	بىرلەشتۈرۈڭ
combined	0.622	0.370	0.500	بىرلەشتۈرۈلگەن
combo	0.698	0.439	0.453	combo
combustible	0.386	0.650	0.750	ئاسان يانىدىغان
combustion	0.457	0.807	0.591	كۆيۈش
come	0.529	0.269	0.558	كەل
comeback	0.580	0.409	0.555	قايتىپ كەلدى
comedian	0.812	0.735	0.598	comedian
comedy	0.918	0.555	0.490	كومېدىيە
comet	0.704	0.679	0.471	comet
comfort	0.863	0.231	0.670	راھەت
comfortable	0.927	0.163	0.473	راھەت
comforter	0.618	0.275	0.302	تەسەللى بەرگۈچى
comforting	0.906	0.337	0.620	تەسەللى
comfy	0.930	0.241	0.625	راھەت
comic	0.917	0.459	0.387	comic
comical	0.844	0.737	0.327	يۇمۇرلۇق
comics	0.690	0.556	0.384	comics
coming	0.653	0.417	0.500	كېلىۋاتىدۇ
comma	0.344	0.269	0.242	پەش
command	0.427	0.790	0.849	بۇيرۇق
commandant	0.622	0.700	0.943	قوماندان
commandeer	0.552	0.639	0.931	قوماندان
commander	0.531	0.615	0.906	قوماندان
commanding	0.562	0.664	0.925	بۇيرۇق
commandment	0.656	0.490	0.876	بۇيرۇق
commando	0.323	0.710	0.817	commando
commemorate	0.812	0.602	0.636	خاتىرىلەش
commemoration	0.719	0.615	0.754	خاتىرىلەش
commemorative	0.750	0.438	0.754	خاتىرىلەش
commence	0.760	0.585	0.741	باشلاش
commend	0.906	0.694	0.711	ماختاش
commendable	0.786	0.570	0.555	ماختاشقا ئەرزىيدۇ
commendation	0.911	0.500	0.639	ماختاش
commensurate	0.610	0.304	0.550	ماس
comment	0.667	0.417	0.379	باھا
commentary	0.602	0.402	0.446	ئوبزور
commentator	0.492	0.510	0.607	ئوبزورچى
commerce	0.646	0.500	0.788	سودا
commercial	0.806	0.490	0.528	سودا
commie	0.385	0.519	0.454	commie
commissary	0.385	0.500	0.788	commissary
commission	0.677	0.480	0.571	commission
commissioner	0.602	0.449	0.949	كومىسسار
commit	0.365	0.529	0.491	ۋەدە بېرىش
commitment	0.714	0.710	0.843	ۋەدىسى
committal	0.472	0.519	0.582	committal
committed	0.710	0.542	0.712	ۋەدە بەردى
committee	0.592	0.392	0.721	كومىتېت
commodity	0.615	0.394	0.537	تاۋار
commodore	0.427	0.530	0.636	تاۋار
common	0.600	0.127	0.318	ئورتاق
commoner	0.448	0.365	0.327	commoner
commonly	0.604	0.170	0.574	ئادەتتە
commonplace	0.520	0.337	0.442	ئورتاق
commons	0.633	0.396	0.623	commons
commonwealth	0.630	0.406	0.702	Commonwealth
commotion	0.490	0.700	0.646	قالايمىقانچىلىق
communal	0.592	0.321	0.556	مەھەللە
commune	0.500	0.488	0.655	commune
communicable	0.796	0.491	0.623	ئالاقىلىشىشچان
communicate	0.823	0.410	0.696	ئالاقىلىشىڭ
communication	0.837	0.400	0.649	ئالاقىلىشىش
communicative	0.847	0.560	0.637	پىكىر ئالماشتۇرۇش
communicator	0.573	0.509	0.796	ئالاقىچى
communion	0.765	0.357	0.607	ئورتاقلىشىش
communism	0.264	0.570	0.623	كوممۇنىزم
communist	0.265	0.702	0.632	كوممۇنىست
community	0.750	0.350	0.659	مەھەللە
commutation	0.469	0.431	0.652	قىسقارتىش
commutative	0.667	0.442	0.569	commutative
commute	0.622	0.582	0.565	سەپەرگە چىقىش
commuter	0.646	0.520	0.512	يولۇچى
comp	0.573	0.450	0.371	comp
compact	0.458	0.417	0.673	ئىخچام
compaction	0.531	0.471	0.582	compaction
compactness	0.582	0.352	0.454	ئىخچام
companion	0.770	0.377	0.618	ھەمراھى
companionless	0.271	0.259	0.200	ھەمراھى يوق
companionship	0.833	0.438	0.792	ھەمراھى
company	0.906	0.425	0.798	شىركەت
comparable	0.562	0.443	0.458	سېلىشتۇرۇشقا بولىدۇ
comparative	0.470	0.273	0.562	سېلىشتۇرۇش
comparatively	0.604	0.391	0.538	سېلىشتۇرۇش
compare	0.552	0.408	0.524	سېلىشتۇرۇش
comparison	0.583	0.456	0.492	سېلىشتۇرۇش
compartment	0.500	0.389	0.607	بۆلۈم
compass	0.541	0.307	0.529	كومپاس
compassion	0.735	0.258	0.509	رەھىمدىل
compassionate	0.857	0.404	0.411	رەھىمدىل
compatibility	0.816	0.450	0.673	ماسلىشىشچانلىقى
compatible	0.892	0.387	0.638	ماس كېلىدۇ
compel	0.200	0.847	0.625	مەجبۇرلاش
compelled	0.333	0.654	0.347	مەجبۇرلانغان
compelling	0.698	0.570	0.870	مەجبۇرلاش
compendium	0.610	0.461	0.537	compendium
compensate	0.612	0.429	0.762	تۆلەم
compensation	0.775	0.469	0.598	تۆلەم
compensatory	0.589	0.490	0.700	تۆلەم
compete	0.573	0.745	0.786	رىقابەت
competence	0.615	0.802	0.823	ئىقتىدار
competency	0.768	0.775	0.764	ئىقتىدار
competent	0.865	0.560	0.904	ئىقتىدارلىق
competition	0.580	0.790	0.798	رىقابەت
competitive	0.447	0.718	0.908	رىقابەت كۈچىگە ئىگە
