English Word	Valence	Arousal	Dominance	Scots-Gaelic Word
exportation	0.760	0.633	0.673	às-mhalairt
expose	0.344	0.643	0.537	nochd
exposed	0.471	0.661	0.509	nochd
exposition	0.521	0.627	0.655	taisbeanadh
expository	0.706	0.653	0.636	nochd
exposure	0.570	0.830	0.630	leigeil ris
expound	0.438	0.575	0.740	cur an cèill
express	0.760	0.623	0.691	cur an cèill
expression	0.790	0.650	0.721	abairt
expressive	0.755	0.724	0.685	brìoghmhor
expressway	0.633	0.635	0.587	slighe luath
expropriation	0.188	0.735	0.788	cur às
expulsion	0.190	0.790	0.529	cur às
exquisite	0.892	0.644	0.604	eireachdail
exquisitely	0.849	0.728	0.723	gu h-eireachdail
extant	0.646	0.390	0.523	air bith
extend	0.646	0.570	0.689	leudachadh
extendable	0.660	0.592	0.722	leudachail
extended	0.570	0.304	0.649	leudachadh
extension	0.490	0.510	0.529	leudachadh
extensive	0.635	0.520	0.760	farsaing
extent	0.646	0.451	0.602	meud
exterior	0.542	0.400	0.627	taobh a-muigh
exterminate	0.177	0.857	0.736	cuir às
extermination	0.190	0.860	0.616	cur às
exterminator	0.344	0.804	0.887	sgriosadair
external	0.479	0.341	0.509	taobh a-muigh
externally	0.643	0.521	0.568	taobh a-muigh
extinct	0.112	0.491	0.412	à bith
extinction	0.104	0.750	0.611	a dhol à bith
extinguish	0.240	0.576	0.482	cur às
extinguisher	0.707	0.379	0.543	inneal-smàlaidh
extol	0.582	0.667	0.456	gàirdeachas
extort	0.052	0.827	0.570	creachadh
extortion	0.112	0.868	0.630	gràinealachd
extra	0.656	0.551	0.745	a bharrachd
extract	0.565	0.402	0.519	earrann
extracting	0.521	0.709	0.689	toirt a-mach
extraction	0.418	0.740	0.526	às-tharraing
extractor	0.302	0.536	0.519	inneal-tarraing
extracurricular	0.457	0.471	0.743	taobh a-muigh na sgoile
extradition	0.229	0.627	0.554	a bharrachd
extrajudicial	0.365	0.686	0.667	seach-bhreitheach
extramural	0.336	0.559	0.537	taobh a-muigh
extraneous	0.276	0.625	0.478	a-muigh
extraordinaire	0.847	0.864	0.898	neo-àbhaisteach
extraordinary	0.969	0.728	0.860	iongantach
extraterrestrial	0.510	0.833	0.792	a-muigh
extravagance	0.531	0.802	0.700	neo-thruaillidheachd
extravagant	0.720	0.763	0.812	neo-shunndach
extravaganza	0.646	0.786	0.906	extravaganza
extreme	0.318	0.800	0.721	anabarrach
extreme anticipation	0.551	0.740	0.704	an-dùil
extreme disgust	0.052	0.873	0.456	tàmailt anabarrach
extreme surprise	0.833	0.935	0.676	iongantas anabarrach
extreme trust	0.826	0.713	0.922	earbsa anabarrach
extremely	0.635	0.827	0.886	air leth
extremely negative	0.030	0.786	0.311	uabhasach àicheil
extremely positive	0.993	0.730	0.839	air leth adhartach
extremity	0.408	0.588	0.583	cheann-uidhe
extricate	0.542	0.510	0.543	extric
extrinsic	0.510	0.479	0.636	taobh a-muigh
extrusion	0.229	0.660	0.545	eas-tharraing
exuberance	0.698	0.816	0.787	faireachduinn
exude	0.375	0.519	0.411	eirich
eye	0.531	0.265	0.425	sùil
eyeball	0.526	0.422	0.420	ball-sùla
eyebrow	0.510	0.198	0.222	mala
eyeful	0.802	0.500	0.676	suil
eyeglass	0.531	0.236	0.286	eucail
eyeglasses	0.561	0.269	0.306	speuclairean
eyelash	0.480	0.250	0.278	sùla
eyelet	0.632	0.298	0.346	sùla
eyeliner	0.688	0.349	0.347	eyeliner
eyepiece	0.418	0.347	0.480	sùla
eyes	0.760	0.279	0.432	suilean
eyesight	0.750	0.226	0.343	fradharc
eyewitness	0.541	0.686	0.698	neach-fianais
fab	0.490	0.380	0.406	fab
fable	0.663	0.387	0.389	sgeul
fabled	0.625	0.538	0.545	fìnealta
fabric	0.635	0.190	0.345	aodach
fabricate	0.636	0.491	0.779	saothrachadh
fabricated	0.418	0.427	0.555	dèanta
fabrication	0.573	0.587	0.705	saothrachadh
fabulous	0.979	0.660	0.797	eireachdail
facade	0.520	0.333	0.518	aodann
face	0.571	0.173	0.453	aodann
faceless	0.230	0.406	0.173	gun aghaidh
facet	0.667	0.324	0.382	aghaidh
facial	0.594	0.429	0.433	aghaidh
facile	0.740	0.264	0.307	furasta
facilitate	0.812	0.333	0.509	furasta
facility	0.625	0.500	0.654	goireas
facing	0.604	0.406	0.550	aghaidh
facsimile	0.490	0.500	0.543	facs
fact	0.683	0.333	0.618	fìrinn
faction	0.469	0.430	0.448	faction
factor	0.635	0.365	0.678	bàillidh
factory	0.500	0.500	0.683	factaraidh
facts	0.688	0.471	0.693	fìrinnean
factual	0.656	0.440	0.545	fìrinneach
faculties	0.643	0.431	0.760	dàmhan
faculty	0.615	0.412	0.732	dàmh
fad	0.663	0.520	0.570	fad
fade	0.354	0.333	0.245	seargadh
faded	0.302	0.275	0.194	seargadh
faeces	0.184	0.476	0.175	sàthadh
fag	0.122	0.653	0.331	fag
faggot	0.219	0.643	0.292	fagot
fail	0.177	0.578	0.154	failinn
failing	0.125	0.490	0.268	fàilligeadh
failure	0.167	0.575	0.139	fàilligeadh
fain	0.479	0.417	0.426	fann
faint	0.063	0.429	0.167	fann
fainting	0.333	0.510	0.214	a' fannachadh
fair	0.812	0.557	0.643	cothromach
fairly	0.790	0.406	0.750	gu cothromach
fairness	0.740	0.317	0.552	cothromachd
fairway	0.541	0.510	0.500	fairway
fairy	0.776	0.408	0.413	sìthiche
faith	0.833	0.220	0.763	creideamh
faithful	0.888	0.333	0.627	dìleas
faithfulness	0.833	0.426	0.602	dìlseachd
faithless	0.102	0.683	0.304	gun chreidimh
fake	0.073	0.554	0.268	fuadain
faker	0.245	0.630	0.480	facail
falafel	0.560	0.402	0.351	falafel
falcon	0.557	0.580	0.678	seabhag
fall	0.177	0.657	0.221	tuiteam
fallacious	0.271	0.587	0.390	fallasach
fallacy	0.112	0.561	0.430	fallachd
fallback	0.458	0.358	0.508	tuiteam air ais
fallible	0.365	0.537	0.402	fallasach
falling	0.202	0.716	0.306	tuiteam
fallopian	0.297	0.390	0.464	fallopian
fallout	0.428	0.356	0.373	Rach a throd
fallow	0.375	0.368	0.464	branar
false	0.120	0.404	0.240	meallta
falsehood	0.031	0.625	0.384	breugan
falsely	0.083	0.480	0.265	gu breugach
falsification	0.173	0.720	0.490	falsachadh
falsified	0.042	0.630	0.306	air fhìreanachadh
falsify	0.115	0.657	0.409	falsachadh
falsity	0.120	0.689	0.186	mealltaireachd
falter	0.421	0.650	0.346	fallas
fame	0.896	0.755	0.852	cliù
famed	0.878	0.750	0.819	ainmeil
familiar	0.906	0.330	0.615	eòlach
familiarity	0.854	0.346	0.616	eòlas
familiarize	0.760	0.365	0.654	eòlas
family	0.968	0.383	0.643	teaghlach
familytime	0.939	0.420	0.679	àm teaghlaich
famine	0.163	0.679	0.310	gorta
famished	0.177	0.654	0.282	gortach
famous	0.916	0.775	0.882	ainmeil
famously	0.856	0.765	0.787	ainmeil
fan	0.781	0.429	0.357	fanadair
fanatic	0.573	0.780	0.629	fanatic
fanatical	0.555	0.830	0.714	fantainneach
fanaticism	0.292	0.896	0.566	fanaticism
fanciful	0.677	0.592	0.342	fanntach
fancy	0.854	0.673	0.534	fìnealta
fandango	0.490	0.591	0.429	fandango
fanfare	0.656	0.640	0.437	fanadh
fang	0.175	0.491	0.455	fang
fangs	0.286	0.598	0.434	fangan
fanning	0.615	0.330	0.236	fannachadh
fantasia	0.898	0.694	0.436	fantasia
fantasize	0.771	0.660	0.356	fantasachadh
fantastic	0.969	0.696	0.831	sgoinneil
fantasy	0.880	0.627	0.474	fantasachd
faraway	0.365	0.356	0.285	Fada air falbh
farce	0.265	0.667	0.246	bhaoth-chluich
farcical	0.406	0.481	0.259	farcaigeach
fare	0.490	0.425	0.645	faradh
farewell	0.130	0.500	0.591	soraidh
farm	0.781	0.327	0.297	tuathanas
farmer	0.677	0.432	0.464	tuathanach
farmhouse	0.690	0.330	0.444	taigh-tuathanais
farming	0.580	0.414	0.568	tuathanachas
farmland	0.729	0.363	0.509	fearann tuathanais
faro	0.544	0.349	0.357	faro
fart	0.194	0.439	0.264	fart
farther	0.418	0.500	0.430	nas fhaide
fascia	0.480	0.366	0.356	fascia
fascinate	0.854	0.683	0.802	inntinneach
fascinated	0.812	0.714	0.788	inntinneach
fascinating	0.979	0.817	0.784	taitneach
fascination	0.885	0.773	0.835	ùidh
fascism	0.104	0.740	0.695	faisisteachd
fascist	0.200	0.755	0.527	faisisteach
fashion	0.827	0.616	0.589	fasan
fashionable	0.750	0.510	0.605	fasanta
fastball	0.688	0.679	0.575	ball luath
fasten	0.458	0.585	0.529	ceangail
fastener	0.577	0.377	0.491	fastener
fastening	0.594	0.473	0.554	fastadh
fasting	0.388	0.370	0.394	trasgadh
fat	0.198	0.353	0.237	geir
fatal	0.061	0.775	0.509	marbhtach
fatalism	0.208	0.694	0.631	marbhtach
fatality	0.062	0.798	0.595	bàs
fate	0.571	0.479	0.712	dànadas
fated	0.582	0.472	0.692	tachart
fateful	0.290	0.583	0.402	dàna
fathead	0.296	0.527	0.463	athar
father	0.812	0.333	0.824	athair
fatherhood	0.885	0.519	0.682	athaireil
fatherland	0.729	0.469	0.778	dùthaich athar
fatherly	0.865	0.363	0.712	athaireil
fathom	0.520	0.410	0.523	fatham
fatigue	0.173	0.378	0.265	sgìths
fatigued	0.146	0.433	0.245	sgìth
fatso	0.286	0.394	0.336	fatso
fatten	0.375	0.549	0.363	reamhar
fatty	0.286	0.361	0.325	reamhar
faucet	0.427	0.278	0.356	fauc
fault	0.188	0.558	0.184	lochd
faultless	0.792	0.500	0.741	gun lochd
faulty	0.184	0.520	0.378	lochtach
faun	0.490	0.303	0.376	faun
fauna	0.646	0.346	0.404	ainmhidh
faux	0.291	0.490	0.204	faux
favor	0.812	0.308	0.519	fàbhar
favorable	0.952	0.380	0.788	fàbharach
favorite	0.885	0.590	0.691	còrdadh
favoriteholiday	0.867	0.618	0.582	saor-làithean as fheàrr leotha
favoritism	0.582	0.559	0.658	fàbhar
fawn	0.626	0.360	0.284	fainne
fax	0.406	0.368	0.304	facs
faze	0.417	0.515	0.382	faicsin
fear	0.073	0.840	0.293	eagal
feared	0.240	0.733	0.509	eagal
fearful	0.083	0.482	0.278	eagallach
fearfully	0.112	0.567	0.271	gu h-eagallach
fearing	0.125	0.566	0.256	eagal
fearless	0.810	0.806	0.760	gun eagal
fears	0.061	0.821	0.306	eagal
fearsome	0.115	0.900	0.586	eagallach
feasibility	0.653	0.490	0.741	ion-dhèantachd
feasible	0.694	0.388	0.611	so-dhèanta
feast	0.979	0.724	0.680	cuirm
feat	0.750	0.706	0.849	feat
feather	0.677	0.208	0.144	iteag
feathered	0.438	0.288	0.214	iteach
feature	0.667	0.314	0.679	feart
features	0.667	0.433	0.509	feartan
febrile	0.429	0.578	0.414	febrile
fecal	0.255	0.528	0.213	fecal
feces	0.240	0.407	0.307	feces
fecundity	0.688	0.591	0.683	fàsalachd
fed	0.602	0.370	0.482	biadhadh
federal	0.530	0.459	0.859	feadarail
federation	0.633	0.354	0.763	caidreachas
fedup	0.327	0.500	0.352	Seachd sgìth
fee	0.354	0.386	0.556	cìs
feeble	0.157	0.280	0.109	lag
feed	0.812	0.429	0.739	biadhadh
feedback	0.622	0.557	0.645	fios air ais
feeder	0.604	0.452	0.713	biadhaidh
feel	0.802	0.602	0.596	faireachdainn
feelgood	0.990	0.441	0.621	faireachdainn math
feeling	0.806	0.329	0.531	faireachdainn
feelingdown	0.490	0.457	0.567	faireachdainn sìos
feelinggood	0.940	0.449	0.655	faireachdainn math
feet	0.510	0.240	0.292	casan
feign	0.340	0.394	0.356	feig
feigned	0.173	0.602	0.333	feigned
feisty	0.592	0.853	0.789	feistinneach
felicity	0.913	0.704	0.793	caoimhneas
feline	0.615	0.745	0.509	feile
fell	0.255	0.462	0.250	thuit
feller	0.406	0.622	0.617	feileadair
fellow	0.745	0.298	0.570	fear eile
fellowship	0.900	0.429	0.778	comhluadar
felon	0.111	0.898	0.455	feile
felony	0.206	0.808	0.472	feallsanachd
felt	0.643	0.417	0.566	dh'fhairich
feminine	0.802	0.520	0.394	boireann
femininity	0.750	0.479	0.451	boireannachd
feminism	0.541	0.570	0.636	boireannachd
femme	0.551	0.529	0.398	femme
femoral	0.417	0.324	0.566	femoral
femur	0.408	0.289	0.413	femur
fen	0.490	0.276	0.379	fean
fence	0.500	0.198	0.398	feansa
fenced	0.323	0.430	0.429	feansaichte
fencing	0.542	0.654	0.539	feansadh
fend	0.646	0.731	0.537	feirg
fender	0.369	0.459	0.476	fender
fennel	0.573	0.277	0.389	feanail
ferment	0.375	0.531	0.418	aiseag
fermentation	0.420	0.567	0.473	coipeadh
fern	0.602	0.240	0.290	raineach
ferocious	0.167	0.915	0.776	borb
ferocity	0.235	0.906	0.746	fealltachd
ferret	0.385	0.391	0.398	fearaid
ferry	0.604	0.509	0.389	aiseag
ferryboat	0.594	0.452	0.553	bàta-aiseig
fertile	0.888	0.408	0.704	torrach
fertility	0.885	0.529	0.726	torachas
fertilize	0.708	0.443	0.542	todhar
fertilizer	0.438	0.463	0.565	todhar
fervent	0.646	0.632	0.773	dian
fervor	0.573	0.769	0.651	fiabhrus
fess	0.395	0.420	0.370	feis
fest	0.704	0.574	0.402	fèisd
festival	0.870	0.706	0.714	fèis
festive	0.854	0.740	0.764	fèill
fetal	0.388	0.308	0.364	fetal
fetch	0.479	0.363	0.491	thoir
fete	0.580	0.551	0.465	feithe
fetish	0.307	0.706	0.500	fetish
fetus	0.479	0.519	0.395	fetus
feud	0.146	0.796	0.312	feall
feudal	0.367	0.370	0.610	feudal
feudalism	0.229	0.465	0.607	feudalism
fever	0.194	0.674	0.364	fiabhras
feverish	0.385	0.696	0.436	fearail
fiancee	0.959	0.626	0.556	leannan
fiasco	0.167	0.600	0.200	fiasco
fiat	0.520	0.418	0.446	fiat
fib	0.438	0.510	0.361	fib
fiber	0.719	0.284	0.390	snàithle
fiberglass	0.451	0.451	0.443	snàithleach-glainne
fibrosis	0.160	0.469	0.546	fibrosis
fibrous	0.480	0.441	0.464	snàithleach
fickle	0.406	0.481	0.346	neo-thruaillidh
fiction	0.438	0.657	0.441	ficsean
fictional	0.430	0.490	0.340	ficseanail
fictitious	0.224	0.444	0.293	ficseanail
fiddle	0.571	0.449	0.391	fìdhle
fiddler	0.615	0.580	0.500	fìdhlear
fidelity	0.765	0.580	0.709	dìlseachd
fidgety	0.229	0.786	0.351	fidgey
fiduciary	0.375	0.400	0.509	fìnealta
field	0.640	0.380	0.336	achadh
field hockey	0.602	0.786	0.518	hocaidh achaidh
fielder	0.583	0.378	0.415	raonaiche
fiend	0.146	0.903	0.608	fiend
fiendish	0.167	0.846	0.591	diomhain
fierce	0.281	0.877	0.759	fann
fiery	0.418	0.850	0.721	loisgeach
fiesta	0.927	0.779	0.655	fiesta
fiesty	0.571	0.663	0.472	fiamh
fifteen	0.490	0.290	0.443	còig-deug
fifty	0.571	0.368	0.439	còigead
fig	0.573	0.390	0.339	fige
fight	0.531	0.868	0.809	sabaid
fighter	0.637	0.760	0.898	trodaiche
fighting	0.292	0.885	0.783	sabaid
fights	0.070	0.920	0.712	sabaid
figment	0.552	0.316	0.533	fige
figurative	0.479	0.450	0.634	figearach
figure	0.688	0.328	0.509	figear
figurine	0.760	0.283	0.258	figear
filament	0.510	0.452	0.377	filament
filamentous	0.531	0.480	0.516	filidheach
file	0.480	0.316	0.463	faidhle
filet	0.615	0.392	0.291	filet
filibuster	0.271	0.714	0.508	filibuster
filigree	0.576	0.408	0.514	filigree
filing	0.620	0.420	0.700	faidhleadh
filings	0.323	0.412	0.340	filidhean
fill	0.729	0.449	0.637	lionadh
filler	0.531	0.347	0.529	lìonaidh
fillet	0.745	0.415	0.378	fhilidh
filling	0.510	0.382	0.525	lìonadh
filly	0.479	0.564	0.519	lionta
film	0.823	0.491	0.566	film
filmmaker	0.704	0.510	0.635	filmeadair
filmy	0.583	0.510	0.425	filmeach
filter	0.440	0.296	0.260	criathradh
filth	0.194	0.592	0.319	salachar
filthy	0.115	0.714	0.321	salach
filtration	0.407	0.520	0.255	sìoladh
fin	0.333	0.340	0.377	fin
final	0.276	0.575	0.508	deireannach
finale	0.406	0.330	0.468	deireannach
finalist	0.833	0.686	0.736	neach-crìochnachaidh
finality	0.615	0.368	0.627	deireannach
finalize	0.556	0.550	0.578	crìochnaich
finalized	0.245	0.210	0.608	criochnachadh
finally	0.583	0.433	0.465	mu dheireadh
finance	0.753	0.431	0.843	ionmhas
financial	0.667	0.500	0.722	ionmhais
financier	0.602	0.500	0.778	ionmhasair
finch	0.438	0.444	0.358	finch
find	0.774	0.555	0.580	lorg
finder	0.360	0.550	0.630	lorgar
finding	0.796	0.469	0.664	lorg
fine	0.823	0.240	0.647	gu math
finery	0.562	0.479	0.636	fineachd
finesse	0.740	0.387	0.412	finealta
finger	0.321	0.264	0.291	meur
fingernail	0.418	0.415	0.153	meòir
fingerprint	0.583	0.404	0.570	lorgan-meòir
fingerscrossed	0.573	0.540	0.356	corragan
finish	0.471	0.429	0.545	crioch
finished	0.510	0.387	0.570	criochnaich
finite	0.384	0.347	0.293	criochnaich
fink	0.410	0.514	0.439	finc
fir	0.521	0.275	0.306	fir
fire	0.380	0.804	0.635	teine
firearm	0.086	0.943	0.864	arm-teine
firearms	0.220	0.943	0.821	gunnaichean
fireball	0.302	0.777	0.664	ball-teine
firecracker	0.474	0.741	0.434	inneal-smàlaidh
firefight	0.153	0.920	0.664	teine
firefighter	0.637	0.770	0.773	neach-smàlaidh
firefly	0.622	0.410	0.363	cuileag
firehouse	0.594	0.689	0.627	taigh-teine
firelight	0.677	0.504	0.639	lasadh teine
fireman	0.583	0.745	0.755	fear-smàlaidh
fireplace	0.667	0.380	0.417	teallach
firepower	0.375	0.941	0.810	cumhachd teine
fireproof	0.684	0.679	0.723	dìon-teine
fireside	0.684	0.377	0.394	taobh teine
firestorm	0.180	0.929	0.766	stoirm-teine
firewall	0.485	0.602	0.629	balla-teine
firewood	0.520	0.348	0.263	connadh
firework	0.786	0.904	0.593	cleas-teine
fireworks	0.735	0.863	0.579	cleasan-teine
firing	0.188	0.931	0.803	losgadh
firm	0.635	0.380	0.728	daingean
firmament	0.750	0.407	0.660	cumadh
firmly	0.786	0.510	0.777	gu daingean
firmness	0.823	0.479	0.939	daingneachd
first	0.625	0.500	0.788	a’ chiad
firstborn	0.786	0.490	0.695	ciad-ghin
firstworldprobs	0.458	0.612	0.483	probs an t-saoghail
fiscal	0.500	0.582	0.845	fiosgail
fish	0.510	0.280	0.250	iasg
fisherman	0.656	0.461	0.546	iasgair
fishery	0.574	0.503	0.519	iasgach
fishing	0.677	0.283	0.405	iasgach
fishing boat	0.521	0.403	0.627	bàta-iasgaich
fishy	0.224	0.601	0.471	iasgaich
fissile	0.333	0.490	0.380	fisail
fission	0.386	0.500	0.567	dòrtadh
fissure	0.333	0.510	0.431	sgàineadh
fist	0.333	0.686	0.481	dòrn
fistfight	0.208	0.902	0.543	dòrn
fistful	0.500	0.509	0.500	dòrn
fistula	0.312	0.481	0.330	fistula
fit	0.604	0.450	0.632	freagarrach
fitness	0.875	0.529	0.810	fallaineachd
fits	0.571	0.363	0.580	freagarrach
fitted	0.507	0.404	0.673	air uidheamachadh
fitting	0.612	0.441	0.638	freagarrach
fittings	0.531	0.404	0.409	uidheaman
five	0.510	0.221	0.298	còig
fiver	0.458	0.469	0.517	còigr
fix	0.760	0.538	0.519	socraich
fixable	0.724	0.470	0.645	socrach
fixation	0.562	0.459	0.655	socrachadh
fixed	0.684	0.167	0.509	stèidhichte
fixer	0.633	0.375	0.606	fear-rèiteachaidh
fixture	0.663	0.216	0.409	tàmh-àirneis
fixtures	0.643	0.330	0.370	tàmh-àirneisean
fizz	0.459	0.708	0.349	fizz
fjord	0.510	0.404	0.463	fjord
flabbergast	0.480	0.679	0.547	flabbergast
flabbergasted	0.312	0.802	0.342	flabbergasted
flabby	0.292	0.358	0.250	flathail
flaccid	0.156	0.400	0.151	fleasgach
flag	0.592	0.378	0.536	bratach
flagging	0.521	0.519	0.509	bratach
flagpole	0.500	0.394	0.458	pòla-bhrataich
flagrant	0.286	0.673	0.455	bratach
flagship	0.592	0.587	0.703	bratach
flagstaff	0.520	0.517	0.500	bratach
flair	0.775	0.471	0.676	sgàineadh
flak	0.390	0.600	0.600	flac
flake	0.385	0.388	0.289	flake
flaky	0.363	0.509	0.279	sgleò
flamboyant	0.615	0.794	0.705	lasrach
flame	0.448	0.574	0.615	lasair
flamethrower	0.160	0.882	0.683	lasadair
flaming	0.406	0.645	0.558	lasadh
flamingo	0.667	0.451	0.482	lasadh
flammable	0.216	0.800	0.715	lasanta
flan	0.604	0.304	0.198	lann
flange	0.500	0.306	0.390	lann
flank	0.448	0.458	0.443	cliathaich
flanked	0.333	0.431	0.368	cliathaich
flanking	0.490	0.622	0.519	taobh
flannel	0.490	0.250	0.327	flannail
flap	0.275	0.385	0.344	flap
flapping	0.458	0.728	0.404	a' bualadh
flare	0.558	0.823	0.508	lasadh
flares	0.580	0.642	0.556	lasraichean
flaring	0.625	0.771	0.509	a' lasadh
flash	0.571	0.590	0.657	flash
flashback	0.265	0.400	0.485	ais-ghlacadh
flashing	0.604	0.574	0.438	a' lasadh
flashlight	0.653	0.414	0.356	flashlight
flashy	0.704	0.600	0.827	lasrach
flask	0.418	0.412	0.454	flasg
flat	0.408	0.236	0.303	rèidh
flatbed	0.490	0.250	0.380	leabaidh chòmhnard
flatfoot	0.265	0.333	0.330	cas-chòmhnard
flatness	0.479	0.280	0.527	rèidh
flatten	0.286	0.469	0.442	rèidh
flatter	0.521	0.418	0.302	nas còmhnairde
flattered	0.865	0.608	0.708	rèidh
flattering	0.755	0.686	0.500	rèidh
flattery	0.470	0.575	0.404	rèidh
flatulence	0.210	0.632	0.343	flatulence
flaunt	0.438	0.611	0.525	flaint
flavor	0.885	0.479	0.392	blasad
flaw	0.319	0.491	0.175	lochd
flawed	0.133	0.490	0.194	lochtach
flawless	0.729	0.420	0.741	gun smal
flea	0.286	0.353	0.218	fleagh
fleabag	0.271	0.557	0.348	fleabag
fled	0.224	0.639	0.322	theich
flee	0.292	0.796	0.232	teich
fleece	0.561	0.250	0.381	lomradh
fleet	0.547	0.430	0.623	cabhlach
fleeting	0.439	0.650	0.387	fleasgaich
flesh	0.604	0.390	0.475	feòil
fleshy	0.500	0.518	0.406	feòil
flex	0.604	0.378	0.330	sùbailte
flexibility	0.867	0.402	0.472	sùbailteachd
flexible	0.719	0.460	0.465	sùbailte
flexin	0.552	0.559	0.366	sùbailte
flexion	0.449	0.551	0.418	sùbadh
flick	0.688	0.541	0.515	flip
flicker	0.635	0.321	0.333	priobadh
flickering	0.490	0.444	0.289	priobadh
flier	0.541	0.490	0.652	cuileag
flight	0.646	0.630	0.587	itealaich
flighty	0.219	0.602	0.436	itealaich
flimsy	0.302	0.396	0.189	sgith
flinch	0.350	0.804	0.555	flinch
fling	0.439	0.696	0.534	ag itealaich
flint	0.521	0.439	0.536	ailbhinn
flip	0.281	0.529	0.435	flip
flip flop	0.417	0.519	0.321	flip flop
flipper	0.677	0.420	0.415	fliear
flipping	0.553	0.551	0.345	sileadh
flirt	0.792	0.790	0.538	flirt
flirtation	0.653	0.719	0.482	suirghe
flirting	0.590	0.773	0.491	suirghe
flirty	0.714	0.721	0.491	caileag
float	0.688	0.394	0.344	fleòdradh
floater	0.480	0.433	0.370	fleòdradh
flock	0.500	0.546	0.543	treud
flog	0.408	0.520	0.382	flog
flood	0.208	0.778	0.608	tuil
floor	0.430	0.230	0.250	làr
flooring	0.562	0.235	0.346	làraidh
floozy	0.410	0.477	0.430	fliuch
flop	0.081	0.642	0.196	flop
floppy	0.549	0.300	0.333	sùbailte
flora	0.833	0.324	0.567	lusan
floral	0.833	0.235	0.264	flùranach
florist	0.771	0.410	0.388	florist
floss	0.500	0.280	0.278	floss
flotation	0.510	0.353	0.333	fleòdradh
flounder	0.711	0.333	0.345	leòmhann
flour	0.530	0.235	0.239	flùr
flourish	0.939	0.573	0.601	soirbheachadh
flow	0.696	0.316	0.464	sruth
flower	0.802	0.189	0.254	flùr
flowering	0.906	0.627	0.500	flùran
flowers	0.875	0.324	0.330	flùraichean
flowery	0.792	0.332	0.446	flùranach
flows	0.571	0.480	0.434	a' sruthadh
flu	0.230	0.547	0.250	cnatan mòr
fluctuate	0.285	0.617	0.480	luaineach
fluctuating	0.292	0.591	0.395	caochlaideach
fluctuation	0.347	0.750	0.519	caochlaidheachd
flue	0.354	0.688	0.451	luidh
fluency	0.776	0.504	0.718	fileantachd
fluent	0.760	0.500	0.614	fileanta
fluff	0.520	0.264	0.172	fluagh
fluffy	0.781	0.431	0.356	siùbhlach
fluid	0.673	0.407	0.589	lionntan
fluidity	0.729	0.510	0.576	siùbhlachd
fluke	0.446	0.450	0.432	fluc
flunk	0.104	0.548	0.170	sileadh
flunky	0.205	0.452	0.216	sgaiteach
fluorescence	0.667	0.490	0.500	fluaraiseachd
fluorescent	0.602	0.595	0.500	fluaraiseach
flurries	0.422	0.760	0.517	fluraichean
flurry	0.302	0.760	0.559	florruidh
flush	0.408	0.755	0.589	sruthadh
flustered	0.316	0.903	0.283	sileadh
flute	0.635	0.330	0.363	flute
fluted	0.438	0.438	0.389	sileadh
flutter	0.479	0.548	0.330	sileadh
fluvial	0.571	0.363	0.588	sruthach
flux	0.473	0.472	0.451	flux
fly	0.760	0.775	0.676	itealaich
flyboy	0.541	0.647	0.573	cuileag
