English Word	Valence	Arousal	Dominance	Javanese Word
floor	0.430	0.230	0.250	lantai
flooring	0.562	0.235	0.346	jogan
floozy	0.410	0.477	0.430	kepleset
flop	0.081	0.642	0.196	flop
floppy	0.549	0.300	0.333	floppy
flora	0.833	0.324	0.567	flora
floral	0.833	0.235	0.264	kembang
florist	0.771	0.410	0.388	tukang kembang
floss	0.500	0.280	0.278	flos
flotation	0.510	0.353	0.333	flotasi
flounder	0.711	0.333	0.345	nglurug
flour	0.530	0.235	0.239	glepung
flourish	0.939	0.573	0.601	ngrembaka
flow	0.696	0.316	0.464	mili
flower	0.802	0.189	0.254	kembang
flowering	0.906	0.627	0.500	ngembang
flowers	0.875	0.324	0.330	kembang
flowery	0.792	0.332	0.446	kembang-kembang
flows	0.571	0.480	0.434	mili
flu	0.230	0.547	0.250	flu
fluctuate	0.285	0.617	0.480	fluktuasi
fluctuating	0.292	0.591	0.395	fluktuasi
fluctuation	0.347	0.750	0.519	fluktuasi
flue	0.354	0.688	0.451	cerobong asap
fluency	0.776	0.504	0.718	kelancaran
fluent	0.760	0.500	0.614	lancar
fluff	0.520	0.264	0.172	kemul
fluffy	0.781	0.431	0.356	gembul
fluid	0.673	0.407	0.589	adi
fluidity	0.729	0.510	0.576	fluiditas
fluke	0.446	0.450	0.432	fluke
flunk	0.104	0.548	0.170	flunk
flunky	0.205	0.452	0.216	kesel
fluorescence	0.667	0.490	0.500	fluoresensi
fluorescent	0.602	0.595	0.500	neon
flurries	0.422	0.760	0.517	gegeran
flurry	0.302	0.760	0.559	gegeran
flush	0.408	0.755	0.589	siram
flustered	0.316	0.903	0.283	bingung
flute	0.635	0.330	0.363	suling
fluted	0.438	0.438	0.389	suling
flutter	0.479	0.548	0.330	nglirik
fluvial	0.571	0.363	0.588	fluvial
flux	0.473	0.472	0.451	fluks
fly	0.760	0.775	0.676	mabur
flyboy	0.541	0.647	0.573	flyboy
flyer	0.480	0.300	0.362	pamflet
flying	0.877	0.606	0.696	mabur
flywheel	0.667	0.480	0.442	flywheel
foal	0.542	0.578	0.482	anak lanang
foam	0.698	0.230	0.204	busa
foaming	0.643	0.240	0.198	berbusa
foamy	0.663	0.306	0.291	berbusa
fob	0.327	0.402	0.396	fob
focal	0.367	0.365	0.482	fokus
focus	0.690	0.382	0.648	fokus
fodder	0.316	0.358	0.430	pakan
foe	0.071	0.827	0.459	mungsuh
fog	0.510	0.213	0.260	kabut
foggy	0.354	0.337	0.302	pedhut
foil	0.312	0.204	0.342	foil
foiled	0.235	0.470	0.144	digagalaké
fold	0.385	0.412	0.330	melu
folded	0.179	0.373	0.327	dilipat
folder	0.490	0.279	0.375	folder
foliage	0.620	0.373	0.237	godhong-godhongan
folio	0.513	0.265	0.435	folio
folk	0.663	0.433	0.432	rakyat
folklore	0.755	0.585	0.449	crita rakyat
follicle	0.406	0.331	0.436	folikel
follicular	0.401	0.305	0.391	folikel
follow	0.667	0.509	0.600	tindakake
follower	0.646	0.488	0.461	pengikut
folly	0.184	0.833	0.363	bodho
fond	0.885	0.602	0.518	senengane
fondle	0.823	0.485	0.355	senengane
fondling	0.794	0.564	0.500	ngelus-elus
fondness	0.885	0.391	0.503	kesenengan
fondue	0.656	0.363	0.350	fondue
font	0.615	0.336	0.576	font
food	0.888	0.324	0.527	panganan
foodie	0.781	0.465	0.484	panganan
fool	0.160	0.560	0.148	wong bodho
fooled	0.051	0.692	0.241	diapusi
foolhardy	0.541	0.816	0.596	bodho
fooling	0.167	0.755	0.384	ngapusi
foolish	0.316	0.255	0.109	bodho
foolishness	0.235	0.472	0.173	bodho
foolproof	0.479	0.484	0.500	bodho
foot	0.490	0.290	0.254	sikil
foot stool	0.469	0.317	0.355	bangku sikil
footage	0.625	0.235	0.364	cuplikan
football	0.755	0.760	0.582	bal-balan
footbridge	0.582	0.375	0.440	kreteg
foothold	0.673	0.336	0.582	sikil
footing	0.760	0.346	0.464	pijakan
footlocker	0.500	0.417	0.393	footlocker
footloose	0.549	0.595	0.447	mlaku mlaku
footpath	0.677	0.321	0.473	dalan mlaku
footprint	0.592	0.292	0.336	tapak kaki
footwear	0.643	0.337	0.275	alas kaki
footwork	0.448	0.540	0.352	mlaku mlaku
fop	0.281	0.561	0.328	fop
forage	0.583	0.389	0.370	pakan
foray	0.418	0.618	0.676	nyusup
forbearance	0.520	0.471	0.549	sabar
forbid	0.115	0.686	0.598	nglarang
forbidding	0.198	0.781	0.500	nglarang
force	0.612	0.750	0.905	meksa
forced	0.180	0.721	0.458	dipeksa
forceful	0.533	0.673	0.898	kuwat
forceps	0.354	0.615	0.436	forceps
forces	0.551	0.686	0.886	pasukan
forcibly	0.365	0.704	0.647	kanthi meksa
ford	0.521	0.340	0.382	ford
fore	0.667	0.417	0.654	ngarep
forearm	0.469	0.304	0.509	lengen
foreboding	0.439	0.706	0.636	prasangka
forecast	0.783	0.419	0.698	prakiraan
forecaster	0.635	0.611	0.846	peramal
foreclose	0.220	0.582	0.560	nyita
foreclosure	0.167	0.651	0.500	panyitaan
forefathers	0.690	0.412	0.627	leluhur
forefinger	0.510	0.254	0.370	telunjuk
forefront	0.573	0.559	0.811	ngarep
forego	0.396	0.661	0.291	nglirwakake
foregoing	0.420	0.346	0.324	ing ngarep
foregone	0.271	0.567	0.235	ndhisiki
foreground	0.708	0.491	0.590	latar ngarep
forehead	0.470	0.308	0.556	bathuk
foreign	0.573	0.681	0.385	manca
foreigner	0.500	0.519	0.480	wong manca
foreman	0.458	0.612	0.750	mandor
foremost	0.735	0.593	0.907	paling utama
forensic	0.439	0.627	0.436	forensik
forensics	0.235	0.545	0.679	forensik
foreplay	0.724	0.627	0.474	foreplay
forerunner	0.694	0.540	0.843	purwakanthi
foresee	0.583	0.452	0.522	ramal
foreseen	0.566	0.361	0.562	diramalake
foresight	0.680	0.482	0.640	wawasan ngarep
forest	0.729	0.270	0.435	alas
forestall	0.540	0.550	0.606	nyegah
forethought	0.765	0.491	0.580	dipikir-pikir
foreveralone	0.296	0.375	0.343	salawas-lawase
forevermore	0.843	0.425	0.614	ing salawas-lawase
forewarned	0.480	0.618	0.606	dielingake
foreword	0.590	0.314	0.551	pambuka
forfeit	0.083	0.635	0.245	kelangan
forfeited	0.156	0.650	0.352	dibuwang
forfeiture	0.184	0.588	0.368	rampasan
forge	0.520	0.424	0.686	gawe
forger	0.156	0.673	0.518	pemalsu
forgery	0.235	0.654	0.481	pemalsuan
forget	0.312	0.382	0.209	lali
forgetful	0.240	0.343	0.264	lali
forgetfulness	0.271	0.385	0.302	lali
forgive	0.781	0.408	0.562	ngapura
forgiven	0.750	0.302	0.510	ngapura
forgiveness	0.667	0.430	0.471	pangapunten
forgiving	0.885	0.317	0.556	ngapura
forgotten	0.235	0.280	0.184	lali
fork	0.406	0.300	0.529	garpu
forked	0.333	0.585	0.365	bercabang
forking	0.327	0.596	0.490	forking
forklift	0.480	0.537	0.526	forklift
forlorn	0.316	0.571	0.217	kangen
form	0.510	0.302	0.436	wujud
formal	0.735	0.250	0.625	formal
formaldehyde	0.296	0.415	0.443	formaldehida
formalism	0.838	0.289	0.689	formalisme
formality	0.594	0.353	0.750	formalitas
format	0.562	0.308	0.438	format
formation	0.615	0.453	0.731	tatanan
formative	0.688	0.442	0.800	formatif
formed	0.656	0.272	0.696	kawangun
formidable	0.708	0.709	0.857	nggegirisi
forming	0.729	0.343	0.800	mbentuk
formless	0.398	0.201	0.163	tanpa wujud
formula	0.521	0.450	0.585	rumus
formulary	0.531	0.470	0.500	formularium
formulate	0.851	0.456	0.673	ngrumusake
fornicate	0.396	0.933	0.565	laku cabul
fornication	0.365	0.951	0.457	laku cabul
forsake	0.102	0.567	0.223	nilar
forsaken	0.050	0.490	0.192	ditinggal
forsooth	0.490	0.450	0.406	sakdurunge
fort	0.780	0.673	0.860	Bèntèng
forte	0.829	0.737	0.800	forte
forthcoming	0.660	0.509	0.600	teka
forthright	0.663	0.411	0.546	terus terang
forthwith	0.688	0.606	0.650	sakcepete
fortification	0.652	0.769	0.817	benteng
fortify	0.745	0.824	0.911	nguwatake
fortitude	0.823	0.608	0.897	keteguhan
fortnight	0.770	0.650	0.397	rong minggu
fortnightly	0.592	0.337	0.398	rong dina
fortress	0.816	0.500	0.933	beteng
fortuitous	0.625	0.469	0.546	kebetulan
fortunate	0.927	0.639	0.836	begja
fortune	0.926	0.731	0.873	rejeki
fortunes	0.824	0.706	0.789	rejeki
forty	0.458	0.367	0.482	patang puluh
forum	0.556	0.490	0.632	forum
forward	0.873	0.412	0.750	maju
forwarding	0.583	0.537	0.510	nerusake
fossil	0.480	0.292	0.380	fosil
fossils	0.520	0.314	0.422	fosil
foul	0.224	0.460	0.355	gawe salah
found	0.833	0.446	0.490	ketemu
foundation	0.771	0.385	0.730	dhasar
founder	0.760	0.465	0.891	Sing Ngadek ake
founding	0.698	0.404	0.898	pendiri
foundry	0.531	0.491	0.594	pengecoran
fountain	0.704	0.292	0.559	banyu mancur
four	0.552	0.280	0.383	papat
fourfold	0.530	0.408	0.510	kaping papat
foursome	0.615	0.497	0.518	papat
fourteen	0.552	0.279	0.308	patbelas
fourth	0.559	0.280	0.398	kaping papat
fowl	0.510	0.388	0.364	unggas
fox	0.323	0.555	0.491	rubah
foxhole	0.312	0.539	0.389	bolongan foxhole
foxtrot	0.562	0.520	0.505	foxtrot
foxy	0.552	0.642	0.679	foxy
foyer	0.552	0.370	0.443	foyer
fraction	0.417	0.330	0.400	pecahan
fractional	0.306	0.360	0.509	pecahan
fracture	0.135	0.740	0.375	patah
fragile	0.302	0.163	0.126	rapuh
fragility	0.316	0.306	0.200	rapuh
fragment	0.211	0.316	0.429	pecahan
fragmentary	0.438	0.520	0.464	pecahan
fragrance	0.847	0.357	0.667	wewangian
fragrant	0.615	0.598	0.613	wangi
frail	0.255	0.333	0.069	ringkih
frailty	0.385	0.400	0.218	kekirangan
frame	0.469	0.333	0.420	pigura
framework	0.459	0.330	0.360	kerangka
franc	0.710	0.451	0.640	franc
franchise	0.663	0.400	0.560	waralaba
frank	0.625	0.358	0.604	terus terang
frankenstorm	0.357	0.726	0.546	frankenstorm
frankness	0.571	0.612	0.745	jujur
frantic	0.210	0.890	0.627	panik
frantically	0.375	0.898	0.735	frantically
frat	0.714	0.371	0.726	frat
fraternal	0.844	0.336	0.536	seduluran
fraternity	0.892	0.536	0.679	paseduluran
fraud	0.111	0.688	0.407	penipuan
fraudulent	0.150	0.774	0.417	ngapusi
fraught	0.266	0.662	0.596	kebak
fray	0.337	0.542	0.482	rame
frayed	0.312	0.363	0.307	rame-rame
frazzled	0.344	0.415	0.339	kesel
freak	0.052	0.839	0.464	aneh
freaked	0.135	0.917	0.340	ngeri
freakedout	0.323	0.688	0.365	freakedout
freakingout	0.219	0.769	0.339	freakingout
freakish	0.135	0.915	0.566	aneh
freakout	0.250	0.696	0.397	freakout
freaky	0.190	0.615	0.384	aneh
freckle	0.542	0.396	0.254	freckle
free	0.896	0.500	0.544	gratis
freebie	0.796	0.596	0.500	gratisan
freedom	0.969	0.544	0.905	kamardikan
freehold	0.635	0.630	0.882	freehold
freelance	0.833	0.577	0.736	Kerja Lepas
freelancer	0.614	0.564	0.553	freelancer
freely	0.875	0.456	0.716	bebasan
freeman	0.823	0.454	0.618	wong bebas
freestyle	0.765	0.652	0.520	gaya bebas
freeway	0.531	0.644	0.648	dalan tol
freeze	0.191	0.406	0.481	beku
freezer	0.396	0.406	0.407	mesin pembeku
freezing	0.327	0.367	0.471	pembekuan
freight	0.411	0.528	0.490	barang
freighter	0.406	0.445	0.580	pengangkut barang
french horn	0.573	0.471	0.407	tanduk prancis
frenetic	0.429	0.930	0.616	frenetik
frenzied	0.365	0.951	0.655	gegeran
frenzy	0.610	0.965	0.682	edan
frequency	0.561	0.557	0.537	frekuensi
frequent	0.594	0.481	0.525	Kerep
frequently	0.596	0.423	0.634	kerep
fresco	0.827	0.280	0.320	fresco
fresh	0.908	0.292	0.419	seger
freshair	0.688	0.377	0.509	hawa seger
freshen	0.806	0.363	0.566	gawe seger
freshener	0.704	0.380	0.473	penyegar
freshman	0.677	0.570	0.441	wong anyar
freshness	0.917	0.333	0.585	kesegaran
freshstart	0.765	0.580	0.500	wiwitan
freshwater	0.854	0.284	0.393	banyu tawa
fret	0.289	0.460	0.231	repot
fretful	0.409	0.689	0.364	repot
friar	0.510	0.260	0.531	pandhita
fricking	0.333	0.642	0.357	fricking
friction	0.271	0.778	0.534	gesekan
friday	0.624	0.411	0.341	jumat
fridge	0.571	0.292	0.402	kulkas
fried	0.479	0.482	0.336	digoreng
friend	0.906	0.413	0.573	kanca
friendless	0.102	0.360	0.204	ora duwe kanca
friendliness	0.981	0.270	0.611	keramahan
friendly	0.917	0.398	0.598	grapyak
friends	0.929	0.510	0.625	kanca
friendship	0.958	0.343	0.694	paseduluran
frigate	0.490	0.510	0.560	fregat
friggen	0.390	0.550	0.442	friggen
fright	0.177	0.816	0.191	wedi
frighten	0.255	0.843	0.500	medeni
frightened	0.153	0.817	0.255	keweden
frightening	0.122	0.969	0.625	medeni
frightful	0.125	0.755	0.455	ngeri
frigid	0.219	0.481	0.395	adhem
fringe	0.520	0.387	0.323	pinggiran
fringed	0.458	0.370	0.348	pinggiran
frisbee	0.706	0.543	0.364	frisbee
frisk	0.490	0.547	0.377	geger
frisky	0.700	0.632	0.525	lincah
frivolous	0.271	0.565	0.377	sembrono
frock	0.632	0.327	0.381	rok
frog	0.439	0.311	0.150	kodhok
froggy	0.500	0.560	0.425	kodhok
frolic	0.781	0.864	0.538	dolanan
front	0.677	0.350	0.623	ngarep
frontage	0.510	0.356	0.277	ngarep
frontal	0.459	0.434	0.526	ngarep
frontier	0.438	0.550	0.650	wates
fronting	0.500	0.480	0.509	ngarep
frontispiece	0.438	0.453	0.491	sisih ngarep
frost	0.449	0.455	0.385	frost
frostbite	0.203	0.380	0.566	frostbite
frosted	0.748	0.471	0.218	beku
frosting	0.823	0.480	0.424	frosting
frosty	0.427	0.480	0.381	adhem
froth	0.612	0.287	0.194	buih
frothy	0.774	0.398	0.356	frothy
frown	0.214	0.602	0.433	mrengut
frowning	0.194	0.582	0.500	mrengut
frozen	0.344	0.346	0.375	beku
frugal	0.480	0.355	0.355	hemat
fruit	0.896	0.291	0.312	woh
fruit punch	0.837	0.363	0.368	woh punch
fruitcake	0.865	0.440	0.357	kue woh
fruitful	0.730	0.618	0.637	woh-wohan
fruition	0.776	0.567	0.664	woh
fruitless	0.260	0.580	0.311	tanpa woh
fruits	0.865	0.357	0.259	woh-wohan
fruity	0.683	0.414	0.330	woh-wohan
frustrate	0.100	0.809	0.243	gawe frustasi
frustrated	0.080	0.651	0.255	frustasi
frustrates	0.146	0.653	0.340	gawe frustasi
frustrating	0.042	0.696	0.264	gawe mumet
frustration	0.060	0.730	0.280	frustasi
fry	0.520	0.610	0.324	nggoreng
fryer	0.573	0.459	0.431	penggorengan
fuchsia	0.633	0.275	0.264	fuchsia
fuck	0.198	0.930	0.446	jancok
fuckedoff	0.122	0.696	0.316	jebule
fucker	0.094	0.788	0.357	bajingan
fucking	0.229	0.812	0.390	kurang ajar
fuckoff	0.190	0.700	0.457	jebule
fucksake	0.240	0.702	0.466	jancok
fucktard	0.214	0.643	0.364	bajingan
fuckyeah	0.490	0.811	0.528	jebule
fudge	0.853	0.418	0.407	fudge
fuel	0.445	0.528	0.644	bahan bakar
fugitive	0.104	0.922	0.388	buronan
fulcrum	0.410	0.320	0.445	fulcrum
fulfill	0.784	0.461	0.577	nepaki
fulfilled	0.896	0.480	0.676	kawujud
fulfilling	0.823	0.417	0.755	ngebaki
fulfillment	0.833	0.528	0.683	kasenengan
full	0.602	0.255	0.704	kebak
fullback	0.500	0.594	0.519	fullback
fullness	0.868	0.402	0.811	kapenuhan
fully	0.763	0.450	0.779	kanthi
fulsome	0.510	0.509	0.560	kebak
fumble	0.360	0.551	0.412	ngramut
fume	0.300	0.454	0.372	asep
fumigation	0.327	0.627	0.604	fumigasi
fumin	0.354	0.420	0.443	fumin
fuming	0.240	0.660	0.481	ngamuk
fun	0.918	0.843	0.667	nyenengake
function	0.694	0.296	0.618	fungsi
functional	0.750	0.500	0.720	fungsional
fund	0.521	0.360	0.426	dana
fundamental	0.708	0.422	0.903	dhasar
fundamentalist	0.490	0.430	0.759	fundamentalis
fundamentally	0.653	0.441	0.759	dhasar
funday	0.743	0.549	0.525	funday
funding	0.729	0.480	0.827	pendanaan
fundraiser	0.610	0.577	0.667	penggalangan dana
fundraising	0.760	0.620	0.544	penggalangan dana
funds	0.633	0.330	0.461	dana
funeral	0.073	0.380	0.393	panguburan
fungus	0.388	0.337	0.173	jamur
funk	0.466	0.589	0.390	funk
funky	0.531	0.755	0.389	funky
funnel	0.354	0.274	0.336	corong
funny	0.918	0.610	0.566	lucu
fur	0.583	0.392	0.315	wulu
furious	0.062	0.953	0.598	ngamuk
furiously	0.062	0.925	0.657	ngamuk
furlong	0.418	0.446	0.431	furlong
furlough	0.531	0.432	0.772	cuti
furnace	0.429	0.529	0.500	pawon
furnish	0.755	0.487	0.490	nglengkapi
furnishings	0.592	0.177	0.346	prabotan
furniture	0.688	0.260	0.264	prabot
furor	0.500	0.863	0.636	ngamuk
furrow	0.408	0.420	0.345	alur
furry	0.428	0.400	0.333	wulune
furtherance	0.698	0.441	0.727	kelanjutan
fury	0.062	0.875	0.676	ngamuk
fuse	0.373	0.565	0.574	sekring
fuselage	0.312	0.558	0.529	awak pesawat
fusion	0.635	0.561	0.741	fusi
fuss	0.406	0.876	0.480	rewel
fussy	0.417	0.643	0.519	rewel
fustrated	0.163	0.684	0.356	ngamuk
futile	0.122	0.332	0.158	tanpa guna
futility	0.125	0.320	0.176	tanpa guna
futon	0.429	0.351	0.343	futon
future	0.888	0.644	0.786	mangsa
fuzz	0.521	0.482	0.363	kebul
fuzzy	0.306	0.472	0.158	kabur
gab	0.500	0.471	0.375	gab
gaby	0.510	0.347	0.377	gaby
gad	0.510	0.470	0.408	gad
gadget	0.635	0.559	0.382	gadget
gaff	0.333	0.418	0.429	gaff
gag	0.323	0.660	0.398	gag
gaga	0.479	0.396	0.260	gagah
gage	0.552	0.451	0.473	gage
gaggle	0.542	0.529	0.664	gugel
gahhh	0.323	0.557	0.278	gahhh
gaiety	0.854	0.759	0.720	kesenengan
gain	0.917	0.640	0.822	gain
gainful	0.730	0.589	0.673	untung
gaining	0.837	0.618	0.883	entuk
gait	0.510	0.398	0.505	mlaku
gal	0.500	0.469	0.337	gal
gala	0.755	0.443	0.679	gala
galactic	0.656	0.670	0.776	galaksi
galaxy	0.750	0.571	0.750	galaksi
gale	0.271	0.691	0.611	gale
gall	0.417	0.510	0.353	empedu
gallant	0.908	0.539	0.679	gagah
gallantry	0.906	0.663	0.871	gagah prakosa
gallbladder	0.354	0.471	0.472	gallbladder
galled	0.270	0.731	0.356	kesel
gallery	0.659	0.433	0.569	galeri
galley	0.520	0.445	0.412	galley
gallon	0.531	0.327	0.345	galon
gallop	0.500	0.775	0.588	gallop
galloping	0.643	0.735	0.645	galloping
gallows	0.167	0.712	0.422	gantungan
galore	0.823	0.574	0.729	akeh
galvanic	0.396	0.490	0.557	galvanis
gamble	0.568	0.798	0.361	Gamble
gambler	0.458	0.694	0.618	gambler
gambling	0.365	0.806	0.347	gambling
game	0.735	0.788	0.493	game
gameday	0.729	0.593	0.544	gameday
gametime	0.735	0.571	0.442	wektu dolanan
gaming	0.896	0.633	0.491	dolanan
gamma	0.480	0.429	0.491	gamma
gammon	0.510	0.418	0.442	gammon
gamut	0.490	0.340	0.462	gamut
gander	0.510	0.410	0.353	gander
gang	0.217	0.850	0.629	geng
gangland	0.402	0.607	0.405	gangland
gangrene	0.133	0.653	0.359	gangrene
gangster	0.292	0.833	0.655	gangster
gangway	0.490	0.575	0.450	gangway
gaol	0.240	0.750	0.435	gaol
gap	0.396	0.451	0.357	jurang
gape	0.493	0.651	0.287	gape
gaping	0.408	0.668	0.242	nganga
garage	0.531	0.283	0.455	garasi
garb	0.562	0.370	0.508	klambi
garbage	0.188	0.510	0.192	uwuh
garbled	0.074	0.720	0.270	kacau
garden	0.770	0.230	0.456	taman
gardener	0.673	0.346	0.361	tukang kebon
gardening	0.854	0.333	0.361	ngolah kebon
gardens	0.775	0.202	0.296	kebon
gargle	0.410	0.594	0.336	kumukuh
gargoyle	0.286	0.536	0.525	gargoyle
garish	0.306	0.625	0.311	kesel
garlic	0.460	0.323	0.277	papak
garment	0.531	0.333	0.380	sandhangan
garner	0.479	0.460	0.500	nglumpukake
garnet	0.643	0.418	0.368	garnet
garnish	0.765	0.418	0.490	hiasan
garrison	0.510	0.527	0.679	garnisun
garter	0.521	0.406	0.353	garter
gas	0.396	0.408	0.519	gas
gaseous	0.398	0.462	0.298	gase
gash	0.429	0.560	0.406	gasik
gasification	0.344	0.509	0.593	gasifikasi
gasket	0.541	0.367	0.585	gasket
gasoline	0.417	0.562	0.519	bensin
gasp	0.440	0.754	0.298	megap-megap
gasping	0.208	0.704	0.379	ambegan
gassy	0.354	0.497	0.304	gasik
gastric	0.327	0.559	0.430	lambung
gastronomy	0.812	0.519	0.581	gastronomi
gate	0.510	0.235	0.426	gapura
gatekeeper	0.510	0.490	0.598	penjaga gerbang
gateway	0.592	0.376	0.529	gapura
gather	0.648	0.510	0.546	kumpul
gatherer	0.510	0.425	0.579	tukang kumpul
gathering	0.854	0.657	0.667	kumpul
gator	0.418	0.520	0.547	gator
gatorade	0.719	0.529	0.519	gatorade
gauche	0.254	0.398	0.385	gauche
gaudy	0.653	0.735	0.721	gampil
gauge	0.438	0.646	0.518	ngukur
gauging	0.480	0.463	0.556	ngukur
gaunt	0.214	0.490	0.237	kurus
gauntlet	0.420	0.491	0.390	sarung tangan
gauze	0.460	0.275	0.276	kasa
gavel	0.520	0.418	0.490	kandel
gawk	0.333	0.472	0.434	ngakak
gaze	0.633	0.588	0.586	nyawang
gazebo	0.469	0.402	0.341	gazebo
gazelle	0.669	0.448	0.460	gazelle
gazette	0.469	0.390	0.604	lembaran
gazetteer	0.531	0.417	0.527	wartane
gazillion	0.531	0.534	0.538	gazillion
gazing	0.677	0.413	0.362	nyawang
gear	0.510	0.577	0.509	roda nganggo grigi
geek	0.479	0.392	0.390	geek
geeky	0.479	0.431	0.454	geek
geez	0.417	0.396	0.390	embuh
geezer	0.458	0.374	0.414	geezer
geisha	0.521	0.679	0.442	geisha
gel	0.524	0.206	0.279	gel
gelatin	0.562	0.402	0.361	gelatin
geld	0.406	0.460	0.456	geld
gelding	0.398	0.520	0.455	gelding
gem	0.917	0.480	0.582	permata
gemini	0.531	0.320	0.327	Gemini
gender	0.688	0.346	0.611	gender
genealogy	0.479	0.370	0.644	silsilah
general	0.834	0.484	0.853	umum
generality	0.604	0.360	0.500	umum
generalization	0.542	0.459	0.704	generalisasi
generally	0.562	0.255	0.473	umume
generate	0.771	0.423	0.772	ngasilaken
generation	0.903	0.480	0.685	generasi
generative	0.724	0.549	0.708	generatif
generator	0.704	0.568	0.864	generator
generic	0.520	0.357	0.422	umum
generosity	0.958	0.443	0.692	loman
generous	1.000	0.410	0.810	loman
genesis	0.612	0.429	0.658	genesis
genetic	0.562	0.288	0.726	genetik
genetics	0.552	0.460	0.574	genetika
genial	0.867	0.630	0.769	genial
genie	0.760	0.600	0.908	jin
genital	0.385	0.694	0.453	alat kelamin
genitalia	0.323	0.667	0.500	genitalia
genius	0.878	0.667	0.846	jenius
genocide	0.020	0.878	0.627	pembantaian
genome	0.507	0.366	0.509	génom
genre	0.520	0.433	0.500	genre
gent	0.573	0.494	0.464	wong lanang
genteel	0.917	0.333	0.656	alus
gentile	0.833	0.250	0.527	kapir
gentle	0.847	0.353	0.589	alus
gentleman	0.823	0.439	0.712	priyayi
gentlemanly	0.918	0.451	0.720	purun
gentleness	0.927	0.278	0.447	kelembutan
gently	0.917	0.255	0.360	alon-alon
gentry	0.560	0.480	0.625	priyayi
genuine	0.875	0.450	0.685	asline
genus	0.582	0.349	0.561	genus
geographic	0.698	0.330	0.664	geografis
geographical	0.500	0.317	0.637	geografis
geography	0.719	0.150	0.553	geografi
geological	0.667	0.324	0.596	geologi
geologist	0.594	0.431	0.625	ahli geologi
geology	0.635	0.321	0.518	geologi
geometric	0.542	0.356	0.491	geometris
geometry	0.490	0.270	0.537	geometri
geranium	0.635	0.250	0.458	geranium
gerbil	0.453	0.306	0.398	gerbil
geriatric	0.479	0.247	0.436	geriatrik
germ	0.265	0.421	0.302	kuman
german	0.438	0.290	0.570	jerman
germane	0.570	0.500	0.567	germane
germinate	0.604	0.472	0.625	germinate
germination	0.439	0.490	0.566	germination
germs	0.135	0.510	0.380	kuman
gestation	0.561	0.538	0.702	meteng
gesture	0.667	0.481	0.427	polah
get	0.740	0.594	0.667	njaluk
getaway	0.500	0.760	0.368	plesiran
getoverit	0.327	0.481	0.433	getoverit
getoveryourself	0.470	0.481	0.472	ngalih dhewe
getup	0.541	0.582	0.455	tangi
getyourown	0.469	0.547	0.492	njaluk sampeyan
ghastly	0.125	0.790	0.472	ngeri
ghetto	0.302	0.630	0.482	ghetto
ghost	0.265	0.755	0.343	hantu
ghostly	0.260	0.764	0.430	memedi
ghoul	0.260	0.561	0.430	setan
giant	0.646	0.814	0.963	raseksa
gibberish	0.375	0.510	0.360	omong kosong
giddy	0.438	0.847	0.611	pusing
gift	0.880	0.539	0.483	hadiah
gifted	0.902	0.647	0.868	wasis
gifts	0.865	0.755	0.509	peparingé
gig	0.816	0.755	0.594	manggung
gigantic	0.750	0.776	0.921	raksasa
giggle	0.719	0.618	0.360	cekikikan
giggles	0.865	0.684	0.346	cekikikan
giggling	0.886	0.726	0.391	cekikikan
gigolo	0.400	0.706	0.528	gigolo
gilded	0.719	0.471	0.455	disepuh
gill	0.521	0.473	0.382	insang
gills	0.479	0.583	0.609	insang
gilt	0.583	0.417	0.510	gilt
gimmick	0.380	0.663	0.519	gimmick
gimp	0.469	0.442	0.342	gimp
gin	0.449	0.551	0.518	gin
ginger	0.406	0.375	0.316	jahe
gingerbread	0.597	0.333	0.264	roti jahe
gingerly	0.602	0.406	0.415	gingerly
ginseng	0.677	0.360	0.364	ginseng
