English Word	Valence	Arousal	Dominance	Tatar Word
disagreeable	0.042	0.643	0.178	риза түгел
disagreeing	0.255	0.643	0.350	риза түгел
disagreement	0.104	0.618	0.236	каршылык
disallow	0.156	0.519	0.424	рөхсәт итмә
disallowed	0.135	0.500	0.328	рөхсәт ителмәгән
disapointment	0.104	0.418	0.231	өметсезлек
disappear	0.143	0.441	0.350	юкка чыга
disappearance	0.214	0.698	0.367	юкка чыгу
disappearing	0.167	0.427	0.379	юкка чыга
disappoint	0.150	0.633	0.288	өметсезлек
disappointed	0.071	0.472	0.241	күңелсезләнде
disappointing	0.073	0.640	0.200	күңелсезләндерә
disappointment	0.115	0.490	0.336	өметсезлек
disapproval	0.085	0.551	0.367	хупламау
disapprove	0.160	0.594	0.445	хупламый
disapproved	0.104	0.550	0.114	хупланмады
disapproving	0.245	0.625	0.452	хупламый
disarm	0.292	0.528	0.613	коралсызландыру
disarray	0.198	0.657	0.223	тәртипсезлек
disaster	0.082	0.892	0.433	афәт
disastrous	0.071	0.741	0.439	аяныч
disband	0.302	0.491	0.417	таркату
disbelief	0.188	0.409	0.373	ышанмау
disbelieve	0.188	0.441	0.352	ышанма
disburse	0.418	0.473	0.353	түләү
disbursement	0.240	0.443	0.435	түләү
disc	0.622	0.410	0.426	диск
discard	0.240	0.343	0.337	ташлагыз
discarded	0.229	0.460	0.308	ташланган
discards	0.240	0.464	0.391	ташлый
discern	0.459	0.566	0.518	зирәк
discernible	0.427	0.441	0.481	күренеп тора
discerning	0.542	0.584	0.780	зирәк
discernment	0.408	0.471	0.694	зирәклек
discharge	0.427	0.538	0.578	агызу
disciple	0.765	0.385	0.462	шәкерт
disciplinary	0.562	0.593	0.796	дисциплинар
discipline	0.615	0.471	0.806	тәртип
disciplined	0.728	0.450	0.750	тәртипле
disclaim	0.235	0.509	0.321	баш тарту
disclaimer	0.367	0.571	0.542	баш тарту
disclose	0.490	0.570	0.545	ачу
disclosed	0.271	0.575	0.546	ачылды
disclosure	0.500	0.615	0.710	ачу
disco	0.710	0.806	0.575	дискотека
discoloration	0.224	0.373	0.414	төссезләнү
discolored	0.204	0.340	0.269	төссез
discomfort	0.153	0.719	0.272	уңайсызлык
disconcerted	0.100	0.612	0.288	.әр сүзнең
disconcerting	0.106	0.549	0.269	.әр сүзнең
disconnect	0.438	0.292	0.191	өзегез
disconnected	0.292	0.276	0.173	өзелгән
disconnection	0.167	0.283	0.277	өзелү
disconnects	0.256	0.357	0.241	өзә
discontent	0.240	0.530	0.263	ризасызлык
discontinuance	0.123	0.741	0.337	туктату
discontinue	0.354	0.396	0.349	туктату
discontinuity	0.303	0.439	0.250	туктату
discontinuous	0.233	0.409	0.316	өзлексез
discord	0.115	0.882	0.465	низаг
discount	0.724	0.530	0.302	ташлама
discounted	0.677	0.471	0.430	ташламалы
discourage	0.184	0.443	0.267	боек
discouraged	0.220	0.304	0.090	күңел төшенкелеге
discouragement	0.112	0.319	0.206	төшенкелек
discouraging	0.167	0.469	0.281	боек
discourse	0.410	0.550	0.803	сөйләү
discover	0.771	0.793	0.673	ачу
discovery	0.823	0.627	0.814	ачыш
discredit	0.075	0.529	0.355	кимсетү
discredited	0.112	0.491	0.182	дискредитация
discreet	0.552	0.216	0.532	акыллы
discrepancy	0.260	0.643	0.417	туры килмәү
discrete	0.585	0.231	0.429	дискрет
discretion	0.552	0.320	0.685	зирәклек
discretionary	0.520	0.365	0.446	ихтыярлы
discriminate	0.125	0.761	0.366	дискриминацияләү
discriminating	0.160	0.783	0.462	дискриминацияләү
discrimination	0.051	0.724	0.379	дискриминация
discus	0.542	0.423	0.343	диск
discuss	0.396	0.769	0.509	фикер алышу
discussion	0.333	0.842	0.536	дискуссия
disdain	0.153	0.446	0.441	кимсетү
disdainful	0.097	0.480	0.263	хурлык
disease	0.041	0.539	0.333	авыру
diseased	0.123	0.510	0.134	авыру
disembodied	0.167	0.620	0.412	бүленде
disengage	0.406	0.529	0.304	сүндерү
disengagement	0.327	0.373	0.395	ватылу
disfigured	0.153	0.613	0.336	үзгәртелгән
disgrace	0.061	0.531	0.331	хурлык
disgraced	0.071	0.661	0.250	хурлык
disgraceful	0.082	0.702	0.240	хурлык
disgruntled	0.104	0.658	0.442	риза түгел
disguise	0.573	0.694	0.431	киенү
disguised	0.500	0.615	0.326	киенгән
disgust	0.052	0.775	0.317	җирәнгеч
disgusted	0.051	0.773	0.274	җирәнгеч
disgusting	0.031	0.796	0.245	җирәнгеч
dish	0.552	0.255	0.264	савыт
disheartened	0.153	0.343	0.238	күңел төшенкелеге
disheartening	0.010	0.353	0.224	күңел төшенкелеге
dishonest	0.191	0.491	0.163	намуссыз
dishonesty	0.094	0.592	0.348	намуссызлык
dishonor	0.104	0.620	0.185	хурлык
dishonorable	0.112	0.641	0.280	хурлык
dishwasher	0.480	0.296	0.324	савыт-саба юу машинасы
disillusionment	0.051	0.519	0.190	өметсезлек
disinclination	0.125	0.491	0.330	дислинкация
disincline	0.458	0.454	0.278	дислин
disinclined	0.385	0.442	0.364	.әр сүзнең
disinfect	0.448	0.388	0.648	дезинфекцияләү
disinfectant	0.531	0.429	0.460	дезинфекцияләү
disinfection	0.517	0.556	0.473	дезинфекция
disinformation	0.230	0.577	0.260	дезинформация
disingenuous	0.194	0.509	0.204	бер-берсенә каршы
disintegrate	0.143	0.660	0.364	таркалу
disintegration	0.094	0.551	0.381	таркалу
disinterested	0.398	0.284	0.392	кызыксынмый
disjoint	0.351	0.385	0.322	күңелсезләнү
disjointed	0.323	0.518	0.365	күңелсезләнү
disjunctive	0.286	0.481	0.400	дисжунктив
disk	0.573	0.423	0.412	диск
diskette	0.531	0.255	0.391	диск
dislike	0.156	0.406	0.321	ошамый
disliked	0.062	0.510	0.221	ошамый
disliking	0.163	0.637	0.366	ошамый
dislocated	0.125	0.625	0.200	урнаштырылган
dislocation	0.229	0.565	0.373	күчерү
dislodge	0.214	0.769	0.356	урнаштыру
disloyal	0.062	0.582	0.245	хыянәт
disloyalty	0.187	0.716	0.267	хыянәт
dismal	0.194	0.450	0.192	аяныч
dismantle	0.347	0.644	0.462	сүтү
dismay	0.314	0.681	0.459	курку
dismayed	0.165	0.735	0.389	аптырап
dismemberment	0.104	0.860	0.470	сүтү
dismiss	0.167	0.541	0.509	эштән алу
dismissal	0.153	0.723	0.271	эштән алу
dismissive	0.188	0.541	0.430	эштән алу
dismount	0.361	0.423	0.391	сүтү
disobedience	0.051	0.868	0.369	тыңламаучанлык
disobedient	0.276	0.706	0.353	тыңламаучан
disobey	0.143	0.556	0.491	тыңламау
disorder	0.115	0.816	0.218	тәртип бозу
disordered	0.210	0.714	0.288	тәртипсез
disorderly	0.188	0.748	0.385	тәртипсез
disorganized	0.052	0.507	0.184	тәртипсезләнгән
disorientation	0.163	0.472	0.212	тәртипсезлек
disoriented	0.227	0.643	0.227	тәртипсезләнгән
disown	0.153	0.637	0.368	баш тарту
disparage	0.092	0.663	0.336	аерма
disparaging	0.102	0.626	0.411	кимсетү
disparate	0.438	0.500	0.368	аерыгыз
disparity	0.208	0.482	0.361	тигезсезлек
dispassionate	0.199	0.217	0.218	усал
dispatch	0.317	0.417	0.555	җибәрү
dispatcher	0.365	0.704	0.652	диспетчер
dispel	0.388	0.402	0.411	таркат
dispensary	0.406	0.380	0.606	диспансер
dispensation	0.388	0.462	0.490	тарату
dispense	0.561	0.520	0.518	тарату
dispenser	0.583	0.392	0.470	диспансер
dispersal	0.388	0.507	0.421	таралу
disperse	0.375	0.569	0.434	таралу
dispersed	0.344	0.490	0.274	таралдылар
dispersion	0.270	0.604	0.350	дисперсия
dispirited	0.204	0.280	0.142	.әр сүзнең
displace	0.424	0.541	0.454	алыштыру
displaced	0.281	0.472	0.291	күчерелгән
displacement	0.276	0.531	0.481	күчерү
displacency	0.500	0.528	0.642	күчерү
display	0.677	0.325	0.400	күрсәтү
displease	0.021	0.702	0.286	ризасызлык
displeased	0.135	0.690	0.400	риза түгел
displeasure	0.115	0.559	0.250	ризасызлык
disposable	0.271	0.439	0.250	бер тапкыр кулланыла
disposal	0.135	0.608	0.396	утильләштерү
dispose	0.548	0.538	0.559	утильләштерү
disposed	0.688	0.441	0.625	утильләштерелгән
disposition	0.663	0.542	0.734	холык
dispossessed	0.354	0.577	0.331	куылган
disprove	0.375	0.625	0.613	кире кагу
dispute	0.219	0.750	0.585	бәхәс
disqualification	0.066	0.677	0.330	дисквалификация
disqualified	0.129	0.464	0.232	дисквалификация
disqualify	0.208	0.595	0.267	дисквалификация
disquieted	0.229	0.850	0.290	борчылган
disregard	0.177	0.647	0.308	санга сукмау
disregarded	0.260	0.458	0.283	санга сукмыйлар
disrelish	0.375	0.471	0.304	ошамый
disreputable	0.104	0.688	0.353	бәхәссез
disrepute	0.208	0.630	0.292	бәхәс
disrespect	0.062	0.637	0.302	хөрмәтсезлек
disrespectful	0.031	0.694	0.273	хөрмәтсезлек
disrupt	0.265	0.640	0.349	өзелү
disrupting	0.186	0.557	0.339	бозу
disruption	0.235	0.735	0.436	өзелү
disruptive	0.255	0.755	0.575	бозучы
dissatisfaction	0.115	0.663	0.202	ризасызлык
dissatisfied	0.042	0.561	0.291	канәгать түгел
dissect	0.367	0.750	0.595	диссект
dissection	0.276	0.632	0.462	диссекция
disseminate	0.562	0.608	0.750	тарату
dissemination	0.476	0.551	0.583	тарату
dissension	0.250	0.618	0.414	каршылык
dissent	0.300	0.655	0.407	ризасызлык
dissenting	0.208	0.552	0.366	ризасызлык
dissertation	0.312	0.575	0.575	диссертация
disservice	0.250	0.794	0.480	диссервис
dissident	0.350	0.582	0.413	диссидент
dissimilar	0.276	0.461	0.472	охшаш
dissipate	0.385	0.368	0.355	тарату
dissipated	0.281	0.421	0.231	таралган
dissociation	0.135	0.555	0.471	аерылу
dissociative	0.281	0.615	0.397	диссоциатив
dissolution	0.204	0.464	0.349	таркату
dissolve	0.271	0.490	0.410	таркату
dissonance	0.173	0.471	0.336	диссонанс
dissuade	0.482	0.500	0.350	ышандыру
distal	0.410	0.401	0.438	дисталь
distance	0.233	0.317	0.418	ара
distant	0.229	0.324	0.269	ерак
distaste	0.184	0.625	0.370	.әр сүзнең
distasteful	0.264	0.676	0.222	җирәнгеч
distillate	0.500	0.347	0.382	дистилл
distillation	0.396	0.436	0.575	дистилляция
distilled	0.427	0.573	0.500	дистилл
distinct	0.542	0.578	0.509	аерылып тора
distinction	0.584	0.571	0.750	аерма
distinctive	0.885	0.520	0.604	аергыч
distinguish	0.675	0.471	0.600	аерырга
distinguishable	0.635	0.530	0.727	аерыла торган
distinguished	0.823	0.593	0.759	аерылып тора
distinguishing	0.622	0.363	0.640	аеру
distort	0.100	0.740	0.366	бозу
distorted	0.250	0.521	0.280	бозылган
distortion	0.299	0.570	0.380	бозык
distract	0.241	0.609	0.336	читкә юнәлтү
distracted	0.194	0.392	0.213	читкә юнәлтелгән
distracting	0.445	0.583	0.400	читкә юнәлтү
distraction	0.402	0.557	0.390	читкә юнәлтү
distraught	0.115	0.903	0.264	Борчылу
distress	0.073	0.840	0.396	кайгы
distressed	0.143	0.771	0.324	.әр сүзнең
distressing	0.075	0.750	0.375	борчулы
distribute	0.643	0.596	0.709	тарату
distribution	0.635	0.548	0.788	тарату
distributor	0.702	0.447	0.718	дистрибьютор
district	0.438	0.327	0.660	район
distrust	0.060	0.670	0.276	ышанмау
disturb	0.175	0.760	0.481	бозу
disturbance	0.146	0.907	0.404	тәртип бозу
disturbed	0.125	0.870	0.305	борчыла
disturbing	0.146	0.792	0.439	борчулы
disuse	0.229	0.229	0.202	куллану
disused	0.250	0.302	0.186	кулланылмаган
ditch	0.357	0.364	0.322	чокыр
ditto	0.449	0.418	0.411	дитто
ditty	0.470	0.433	0.334	дитти
diurnal	0.714	0.296	0.443	көндәлек
diva	0.660	0.657	0.596	дива
divan	0.750	0.202	0.262	диван
dive	0.583	0.531	0.500	суга
diver	0.594	0.520	0.564	суга сикерүче
diverge	0.375	0.657	0.520	аеру
divergence	0.429	0.615	0.687	аерма
divergent	0.449	0.660	0.587	төрле
diverging	0.417	0.613	0.573	аеру
divers	0.583	0.580	0.602	суга сикерүчеләр
diverse	0.562	0.519	0.604	төрле
diversified	0.602	0.538	0.549	күптөрле
diversify	0.656	0.588	0.464	диверсификацияләү
diversion	0.740	0.821	0.714	диверсия
diversionary	0.551	0.587	0.300	диверсион
diversity	0.806	0.472	0.711	төрлелек
divert	0.344	0.622	0.407	юнәлтү
diverting	0.396	0.571	0.537	юнәлтү
divest	0.365	0.547	0.424	сикерү
divested	0.333	0.449	0.311	бүленде
divestment	0.302	0.509	0.382	аеру
divide	0.333	0.520	0.417	бүлү
divided	0.271	0.623	0.391	бүленгән
dividend	0.583	0.491	0.566	дивиденд
divination	0.500	0.650	0.545	күрәзәлек
divine	0.918	0.571	0.885	илаһи
divinity	0.896	0.559	0.774	илаһилык
divisible	0.323	0.462	0.411	бүленгән
division	0.370	0.481	0.472	бүленү
divisor	0.344	0.517	0.455	бүлүче
divorce	0.042	0.700	0.385	аерылышу
divorcee	0.153	0.610	0.481	аерылышучы
divulge	0.531	0.718	0.467	ачу
divvy	0.351	0.462	0.429	divvy
dizziness	0.229	0.555	0.254	баш әйләнү
dizzy	0.199	0.582	0.193	баш әйләнү
do	0.670	0.548	0.536	эшлә
doable	0.760	0.404	0.675	эшләп була
doc	0.458	0.317	0.392	док
docile	0.604	0.259	0.264	.әр сүзнең
dock	0.490	0.409	0.481	док
docked	0.281	0.754	0.398	.әр сүзнең
docket	0.505	0.509	0.607	кесә
docking	0.354	0.596	0.587	тукталыш
doctor	0.700	0.531	0.861	табиб
doctorate	0.776	0.479	0.841	докторантура
doctrinal	0.510	0.373	0.673	доктриналь
doctrine	0.500	0.394	0.769	тәгълимат
document	0.594	0.240	0.667	документ
documentary	0.622	0.213	0.596	документаль
documentation	0.719	0.290	0.667	Документация
documents	0.530	0.250	0.587	документлар
dodge	0.333	0.760	0.509	додж
dodger	0.427	0.454	0.490	додгер
dodging	0.396	0.654	0.382	качу
dodgy	0.281	0.510	0.254	каушау
dodo	0.438	0.306	0.353	dodo
doe	0.550	0.336	0.336	doe
doer	0.724	0.550	0.728	башкаручы
dog	0.704	0.500	0.407	эт
dogface	0.219	0.470	0.264	эт
dogged	0.255	0.750	0.594	эт
doggy	0.646	0.491	0.404	эт
doghouse	0.438	0.417	0.340	йорт
dogma	0.530	0.460	0.719	догма
dogmatic	0.448	0.520	0.654	догматик
dogsick	0.571	0.490	0.377	эт
doings	0.604	0.491	0.705	эш
doit	0.500	0.519	0.392	эшлә аны
dojo	0.500	0.435	0.455	dojo
doldrums	0.229	0.425	0.266	тынычлану
dole	0.448	0.402	0.348	dole
doll	0.729	0.321	0.330	курчак
dollar	0.755	0.632	0.694	доллар
dollhouse	0.643	0.245	0.363	курчак
dolor	0.167	0.635	0.375	долор
dolphin	0.776	0.350	0.414	дельфин
domain	0.573	0.549	0.828	домен
dome	0.620	0.398	0.509	гөмбәз
domestic	0.729	0.327	0.500	көнкүреш
domesticated	0.635	0.360	0.294	өйдә
domestication	0.594	0.390	0.435	өйдә хезмәт итү
domicile	0.604	0.292	0.529	яшәү урыны
domiciled	0.542	0.340	0.516	урнашкан
dominance	0.542	0.775	0.839	өстенлек
dominant	0.406	0.854	0.893	доминант
dominate	0.439	0.814	0.953	өстенлек итә
dominating	0.427	0.769	0.902	өстенлек итү
domination	0.505	0.786	0.959	өстенлек
dominatrix	0.390	0.727	0.709	доминатрикс
dominion	0.542	0.704	0.890	өстенлек
domino	0.594	0.510	0.473	домино
don	0.646	0.454	0.702	дон
donate	0.774	0.462	0.577	иганә итү
donation	0.792	0.398	0.602	иганә
donkey	0.406	0.367	0.245	ишәк
donor	0.714	0.490	0.653	донор
dontlikeyou	0.055	0.500	0.282	dәр сүзнең
dontmess	0.396	0.482	0.440	dontmess
dontmesswithme	0.312	0.635	0.440	dontmesswithme
dontpanic	0.469	0.465	0.425	dontpanic
dontunderstand	0.219	0.357	0.271	аңлама
doodle	0.604	0.402	0.376	дудл
doom	0.073	0.750	0.442	җәза
doomed	0.041	0.755	0.301	җәза
doomsday	0.125	0.861	0.670	Кыямәт
door	0.549	0.189	0.421	ишек
doorbell	0.564	0.500	0.307	ишек шакыгы
doorknob	0.406	0.553	0.462	ишек төбе
doorman	0.570	0.371	0.491	ишек сакчысы
doormat	0.458	0.269	0.267	ишек
doornail	0.459	0.370	0.423	ишек төбе
doorstep	0.531	0.274	0.391	ишек төбендә
doorway	0.573	0.304	0.496	ишек
dopamine	0.548	0.469	0.426	допамин
dope	0.295	0.855	0.425	доп
dopey	0.320	0.380	0.365	допей
dork	0.272	0.519	0.361	дорк
dorky	0.302	0.480	0.390	дорки
dorm	0.719	0.194	0.327	тулай торак
dormant	0.385	0.245	0.245	йокы
dormitory	0.633	0.204	0.382	тулай торак
dorsal	0.449	0.360	0.445	дорсаль
dosage	0.344	0.450	0.490	дозасы
dose	0.458	0.490	0.427	дозасы
dossier	0.357	0.380	0.544	досер
dot	0.434	0.290	0.391	нокта
doting	0.888	0.415	0.426	нокта
dotted	0.480	0.347	0.426	нокталы
dotty	0.375	0.402	0.393	нокта
double	0.677	0.378	0.569	икеләтә
doubled	0.427	0.536	0.560	икеләтә
doublet	0.420	0.431	0.500	икеләтә
