English Word	Valence	Arousal	Dominance	Samoan Word
cultivate	0.708	0.410	0.598	fa'ato'a
cultivated	0.837	0.343	0.564	fa'ato'a
cultivation	0.625	0.324	0.462	fa'ato'aga
cultural	0.802	0.390	0.623	aganuu
culture	0.753	0.304	0.675	aganuu
cultured	0.635	0.429	0.625	fa'aleaganu'u
culvert	0.337	0.324	0.343	paipa alavai
cumbersome	0.259	0.623	0.292	lavelave
cumulus	0.570	0.433	0.432	fa'aputuga
cunning	0.604	0.685	0.683	poto
cunt	0.135	0.673	0.377	gaogao
cup	0.615	0.167	0.231	ipu
cupboard	0.553	0.200	0.304	kapoti
cupcake	0.656	0.333	0.344	keke keke
cupping	0.490	0.610	0.402	ipu
cur	0.440	0.519	0.460	cur
curable	0.823	0.292	0.574	mafai ona fofo
curate	0.726	0.418	0.526	pulepule
curative	0.667	0.318	0.613	fofo
curator	0.688	0.389	0.688	pule
curb	0.472	0.371	0.402	pupuni
curd	0.542	0.442	0.278	pata
cure	0.719	0.377	0.623	fofo
curfew	0.219	0.618	0.623	vavao
curiosity	0.750	0.755	0.463	fiailoa
curious	0.635	0.600	0.483	fia iloa
curl	0.385	0.452	0.351	pipi'i
curling	0.583	0.592	0.400	pipi'i
currency	0.583	0.418	0.592	tupe
current	0.625	0.312	0.612	taimi nei
curriculum	0.708	0.306	0.620	mataupu aoaoina
curry	0.633	0.345	0.302	kari
curse	0.033	0.720	0.375	fetuu
cursed	0.083	0.783	0.393	fetuuina
cursing	0.112	0.860	0.446	fetuu
cursory	0.423	0.451	0.431	fa'aupuga
curt	0.245	0.610	0.452	pupuu
curtail	0.306	0.439	0.497	faaitiitia
curtailment	0.230	0.578	0.431	fa'aitiitiga
curtain	0.698	0.278	0.304	pupuni
curtains	0.615	0.123	0.342	pupuni
curtsy	0.635	0.412	0.598	pupuu
curvature	0.417	0.367	0.447	pi'opi'o
curve	0.480	0.375	0.307	pi'o
curved	0.542	0.407	0.337	pi'opi'o
curvilinear	0.480	0.575	0.411	curvilinear
cushion	0.653	0.221	0.292	aluga
cushy	0.823	0.283	0.395	fa'alelei
cusp	0.667	0.710	0.700	tumutumu
cuss	0.354	0.538	0.443	cuss
cussed	0.156	0.625	0.454	malaia
custard	0.618	0.260	0.293	keke
custodial	0.418	0.462	0.718	tausiga
custodian	0.594	0.625	0.528	tausi
custody	0.494	0.472	0.675	puipuiga
custom	0.552	0.382	0.688	aga masani
customary	0.700	0.253	0.561	masani
customer	0.562	0.430	0.673	tagata fa'atau
customized	0.625	0.504	0.590	fa'apitoa
cut	0.490	0.490	0.393	tipi
cutaneous	0.365	0.370	0.328	pa'u
cute	0.920	0.528	0.579	aulelei
cuticle	0.340	0.320	0.377	cuticle
cutie	0.638	0.528	0.464	aulelei
cutlass	0.173	0.648	0.528	tipi tipi
cutlery	0.552	0.300	0.345	mea'ai
cutoff	0.432	0.510	0.518	tipi ese
cutter	0.427	0.731	0.583	tipi
cutters	0.197	0.653	0.491	tipi
cutthroat	0.110	0.823	0.663	tipi
cutting	0.448	0.375	0.536	tipi
cutting board	0.337	0.540	0.342	laupapa tipi
cuttings	0.479	0.392	0.433	tipi
cwt	0.500	0.410	0.384	cwt
cyanide	0.229	0.667	0.545	cyanide
cyberspace	0.677	0.594	0.611	luga ole initaneti
cycle	0.635	0.400	0.533	taamilosaga
cyclical	0.380	0.450	0.554	ta'amilosaga
cyclist	0.684	0.582	0.576	tietie uila
cyclone	0.416	0.796	0.673	afa
cylinder	0.459	0.324	0.447	fa'aigoa
cylindrical	0.458	0.294	0.414	fa'asilisili
cymbal	0.542	0.363	0.362	sumepalo
cynic	0.135	0.632	0.473	tauemu
cynical	0.156	0.760	0.474	tauemu
cynicism	0.104	0.780	0.454	fa'ataumu
cyst	0.173	0.578	0.312	kesi
cystic	0.314	0.481	0.400	cystic
cytomegalovirus	0.186	0.657	0.443	cytomegalovirus
cytoplasm	0.378	0.442	0.474	cytoplasm
czar	0.480	0.348	0.643	czar
dab	0.510	0.337	0.340	dab
dabble	0.550	0.530	0.491	taufetuli
dabbling	0.562	0.726	0.676	taufetuli
dad	0.857	0.412	0.786	tama
daddy	0.795	0.400	0.736	tama
dado	0.510	0.240	0.364	tama
daemon	0.333	0.490	0.500	temoni
daft	0.255	0.436	0.157	leaga
dagger	0.224	0.797	0.613	pelu
daily	0.653	0.347	0.473	aso uma
dainty	0.604	0.284	0.424	manaia
daiquiri	0.670	0.519	0.400	daiquiri
dairy	0.633	0.255	0.462	susu
daisy	0.562	0.367	0.333	daisy
dak	0.510	0.417	0.424	dak
dale	0.622	0.270	0.365	dale
dam	0.250	0.553	0.394	faatanoa
damage	0.059	0.726	0.403	fa'aleagaina
damaged	0.104	0.635	0.182	faaleagaina
damages	0.082	0.760	0.310	fa'aleagaina
dame	0.694	0.480	0.500	tama'ita'i
damn	0.073	0.784	0.431	malaia
damnation	0.135	0.750	0.416	malaia
damned	0.100	0.760	0.465	malaia
damp	0.360	0.279	0.210	susu
dampened	0.271	0.422	0.336	susu
damper	0.459	0.378	0.473	fa'asusu
damsel	0.719	0.475	0.400	teine
dance	0.894	0.840	0.551	siva
dancer	0.740	0.768	0.545	siva
dancing	0.885	0.868	0.444	siva
dandruff	0.398	0.298	0.293	pa'u
dandy	0.673	0.520	0.630	dandy
danger	0.115	0.923	0.673	matautia
dangerous	0.020	0.941	0.658	matautia
dangerously	0.082	0.930	0.564	matautia
dangit	0.396	0.606	0.358	dangit
dangle	0.362	0.469	0.375	tautau
dank	0.390	0.381	0.383	mata'utia
dapper	0.770	0.560	0.698	fa'alelei
dare	0.677	0.788	0.684	lototele
daredevil	0.429	0.714	0.653	fa'aleaga
daresay	0.540	0.451	0.490	fa'apea
daring	0.583	0.840	0.711	lototele
dark	0.198	0.398	0.426	pogisa
darken	0.250	0.471	0.382	faapogisaina
darkened	0.135	0.440	0.452	faapogisaina
darkly	0.219	0.548	0.443	pogisa
darkness	0.102	0.602	0.418	pogisa
darkroom	0.188	0.627	0.423	potu pogisa
darkside	0.102	0.690	0.365	itu pogisa
darling	0.885	0.370	0.608	pele
darn	0.115	0.765	0.418	leaga
dart	0.417	0.608	0.500	ufanafana
dash	0.574	0.312	0.324	osooso
dashboard	0.510	0.371	0.595	laupapa laupapa
dashed	0.276	0.393	0.338	motumotu
dashing	0.612	0.627	0.799	tausaafia
dastardly	0.208	0.688	0.270	mata'utia
data	0.500	0.250	0.426	fa'amaumauga
database	0.604	0.286	0.644	fa'amaumauga
date	0.604	0.231	0.400	aso
datenight	0.708	0.637	0.518	tafaoga faamasani
daughter	0.908	0.415	0.455	afa'fine
dawdle	0.479	0.464	0.357	ta'ufau
dawn	0.827	0.235	0.519	vaveao
dawned	0.694	0.471	0.473	ua tafa mai ata
day	0.719	0.269	0.389	aso
daybreak	0.802	0.358	0.474	vaveao
daycare	0.776	0.481	0.360	tausi fale
daydream	0.750	0.337	0.456	miti ao
daydreaming	0.776	0.360	0.479	moemiti
daylight	0.865	0.420	0.545	ao
daymade	0.646	0.450	0.417	fai aso
dayoff	0.760	0.368	0.377	aso malolo
daytime	0.750	0.324	0.454	ao
daze	0.245	0.735	0.329	vale
dazed	0.300	0.697	0.277	fa'anoanoa
dazzle	0.730	0.782	0.683	mata'utia
dazzling	0.854	0.880	0.767	pupula
deacon	0.531	0.430	0.736	tiakono
deactivate	0.235	0.447	0.392	fa'agata
dead	0.052	0.454	0.194	oti
deadbeat	0.229	0.453	0.368	matemate
deadline	0.214	0.615	0.460	aso gataaga
deadlines	0.406	0.769	0.411	taimi e gata ai
deadlock	0.170	0.418	0.323	fa'alavelave
deadly	0.143	0.849	0.554	oti
deafening	0.281	0.835	0.482	tutuli
deafness	0.125	0.413	0.219	tutuli
deal	0.719	0.599	0.543	fefa'ataua'iga
dealer	0.799	0.615	0.683	fa'atau
dealership	0.541	0.430	0.629	fa'atau
dealing	0.724	0.415	0.598	fefa'ataua'iga
dealings	0.600	0.491	0.480	fefa'ataua'iga
dean	0.612	0.469	0.723	dean
dear	0.880	0.434	0.629	pele
dearest	0.902	0.427	0.508	pele
dearth	0.156	0.539	0.255	matelaina
death	0.031	0.720	0.472	oti
deathbed	0.051	0.652	0.311	maliu
deathly	0.073	0.771	0.682	oti
debacle	0.156	0.606	0.266	fa'alavelave
debased	0.219	0.529	0.170	fa'aleaga
debatable	0.181	0.610	0.474	fefinauai
debate	0.408	0.691	0.683	felafolafoaiga
debauchery	0.354	0.901	0.500	fa'atauva'a
debenture	0.417	0.500	0.466	aitalafu
debilitating	0.125	0.490	0.308	fa'avaivai
debit	0.333	0.400	0.474	aitalafu
debrief	0.247	0.343	0.549	fa'amatalaga
debriefing	0.427	0.580	0.456	fa'atalanoaga
debris	0.135	0.396	0.327	otaota
debt	0.204	0.598	0.336	aitalafu
debtor	0.219	0.546	0.160	tagata aitalafu
debut	0.806	0.606	0.629	amataga
debutante	0.771	0.627	0.454	tagata muamua
decade	0.531	0.402	0.665	sefulu tausaga
decadence	0.237	0.455	0.291	fa'aletonu
decadent	0.290	0.559	0.324	leaga
decaf	0.480	0.324	0.353	lekaf
decanter	0.438	0.567	0.510	tu'u
decathlon	0.573	0.753	0.620	decathlon
decay	0.143	0.312	0.170	pala
decayed	0.017	0.375	0.169	pala
decaying	0.073	0.510	0.214	pala
deceased	0.021	0.538	0.188	ua maliu
decedent	0.423	0.481	0.415	fa'aleaga
deceit	0.020	0.696	0.343	fa'a'ole'ole
deceitful	0.071	0.788	0.371	fa'a'ole'ole
deceive	0.094	0.775	0.414	fa'a'ole'ole
deceived	0.059	0.673	0.302	ua faaseseina
deceiving	0.099	0.636	0.426	fa'a'ole'ole
december	0.740	0.540	0.464	Tesema
decency	0.750	0.235	0.634	amiolelei
decent	0.823	0.296	0.653	tauleleia
deception	0.090	0.745	0.370	taufaasese
deceptive	0.027	0.605	0.294	fa'a'ole'ole
decide	0.656	0.540	0.855	filifili
decidedly	0.750	0.480	0.843	ma le tonu
deciduous	0.385	0.353	0.282	fua
decimal	0.507	0.259	0.305	decimal
decimeter	0.520	0.292	0.377	tesimita
decipher	0.417	0.630	0.652	fa'amatala
decision	0.646	0.510	0.839	faaiuga
decisive	0.740	0.509	0.935	mautu
deck	0.420	0.333	0.394	fogafale
declaration	0.551	0.590	0.714	ta'utinoga
declaratory	0.635	0.582	0.673	ta'utinoga
declare	0.677	0.623	0.668	ta'utino atu
declination	0.250	0.549	0.311	tete'e
decline	0.173	0.491	0.240	fa'aitiitia
declining	0.328	0.400	0.264	fa'aitiitia
deco	0.625	0.274	0.356	teuteuga
decode	0.551	0.510	0.640	fa'avasega
decoder	0.562	0.340	0.686	decoder
decompose	0.194	0.596	0.241	pala
decomposed	0.073	0.442	0.231	pala
decomposition	0.133	0.600	0.263	pala
decompress	0.438	0.430	0.509	decompress
decompression	0.208	0.520	0.311	decompression
decontamination	0.611	0.538	0.573	fa'aleaga
decor	0.734	0.311	0.573	teuteuga
decorate	0.954	0.370	0.404	teuteu
decorating	0.863	0.548	0.462	teuteuga
decoration	0.878	0.553	0.526	teuteuga
decorative	0.908	0.460	0.381	teuteu
decorator	0.840	0.471	0.455	tagata teuteu
decorum	0.802	0.327	0.462	amio lelei
decoy	0.149	0.460	0.330	togafiti
decrease	0.125	0.360	0.267	faaitiitia
decreased	0.224	0.271	0.170	faaitiitia
decreasing	0.320	0.346	0.224	fa'aitiitia
decree	0.552	0.478	0.746	poloa'iga
decrement	0.255	0.427	0.373	fa'aititia
decrepit	0.156	0.490	0.225	vaivai
decry	0.400	0.814	0.548	ta'uvalea
decryption	0.459	0.445	0.600	decryption
dedicate	0.823	0.431	0.588	faapaiaina
dedication	0.867	0.471	0.682	tuuto
deduce	0.490	0.510	0.466	toso
deduct	0.355	0.330	0.412	toese
deductible	0.375	0.286	0.455	toesea
deduction	0.438	0.462	0.527	toesega
deed	0.520	0.320	0.592	galuega
deejay	0.551	0.630	0.473	deejay
deem	0.594	0.529	0.690	manatu
deep	0.490	0.473	0.657	loloto
deepen	0.625	0.530	0.776	faaloloto
deer	0.583	0.375	0.292	aila
defamation	0.110	0.670	0.481	taufaaleaga
defamatory	0.143	0.688	0.402	taufaaleaga
default	0.459	0.343	0.712	faaletonu
defeat	0.092	0.500	0.224	faia'ina
defeated	0.104	0.582	0.145	faatoilaloina
defeatist	0.163	0.567	0.315	fa'ato'ilalo
defect	0.135	0.561	0.185	faaletonu
defection	0.146	0.594	0.330	fulitua
defective	0.122	0.580	0.274	faaletonu
defector	0.163	0.696	0.286	tagata fa'amavae
defend	0.698	0.722	0.670	puipui
defendant	0.250	0.710	0.491	lē ua molia
defended	0.663	0.451	0.582	puipuia
defender	0.639	0.708	0.750	tagata puipui
defending	0.604	0.871	0.812	puipuia
defense	0.652	0.698	0.802	puipuiga
defenseless	0.143	0.357	0.105	leai se puipuiga
defensible	0.740	0.509	0.593	puipuia
defensive	0.542	0.640	0.678	puipui
defer	0.245	0.459	0.317	tolopoina
deference	0.510	0.396	0.447	fa'aaloalo
deferral	0.765	0.542	0.327	tolopoina
deferring	0.343	0.500	0.413	tolopoina
defiance	0.333	0.780	0.760	tete'e
defiant	0.250	0.792	0.769	fa'afefe
defibrillator	0.398	0.663	0.431	defibrillator
deficiency	0.073	0.373	0.179	faaletonu
deficient	0.240	0.464	0.132	faaletonu
deficit	0.358	0.500	0.269	faaletonu
define	0.688	0.415	0.632	fa'amatala
defined	0.670	0.214	0.646	faauigaina
definite	0.708	0.292	0.741	mautinoa
definition	0.573	0.375	0.579	fa'auigaga
definitive	0.583	0.479	0.787	mautinoa
deflate	0.148	0.404	0.237	fa'afefe
deflation	0.287	0.536	0.407	fa'aletonu
deflect	0.133	0.491	0.482	liliu ese
deflection	0.188	0.500	0.382	fa'asesega
defloration	0.188	0.690	0.434	fa'ate'aina
deform	0.112	0.654	0.284	fa'aletonu
deformed	0.198	0.435	0.308	fa'aletonu
deformity	0.160	0.569	0.241	fa'aletonu
defraud	0.175	0.635	0.314	taufaavalea
defray	0.375	0.598	0.653	totogi
defrost	0.427	0.317	0.389	fa'a'aisa
deft	0.719	0.575	0.849	tomai
defunct	0.112	0.491	0.272	ua le aoga
defuse	0.167	0.480	0.430	fa'afefe
defy	0.353	0.884	0.657	tetee
degeneracy	0.143	0.720	0.298	fa'aleagaina
degenerate	0.069	0.724	0.264	fa'aleagaina
degeneration	0.245	0.578	0.371	fa'aleagaina
degradation	0.160	0.608	0.315	fa'aleagaina
degrade	0.083	0.500	0.184	fa'aleaga
degraded	0.167	0.433	0.205	fa'aleagaina
degrading	0.031	0.583	0.232	faalumaina
degree	0.724	0.365	0.663	tikeri
dehydrated	0.310	0.685	0.212	fa'amama
dehydration	0.188	0.472	0.259	tu'u vai
dejected	0.104	0.654	0.347	fa'anoanoa
delay	0.204	0.510	0.162	tuai
delayed	0.188	0.490	0.216	tuai
delectable	0.781	0.642	0.718	suamalie
delegate	0.612	0.491	0.658	suitulaga
delegation	0.562	0.431	0.609	aumalaga
delete	0.292	0.298	0.409	tapeina
deleterious	0.297	0.725	0.440	fa'aleaga
deletion	0.062	0.506	0.462	tapeina
deli	0.561	0.448	0.447	faleoloa
deliberate	0.551	0.654	0.682	ma le loto i ai
deliberation	0.561	0.678	0.596	soalaupulega
deliberative	0.392	0.552	0.573	fa'atatau
delicacy	0.812	0.279	0.336	mea'ai
delicate	0.583	0.294	0.366	maaleale
delicatessen	0.656	0.474	0.400	mea'ai mea'ai
delicious	0.927	0.650	0.589	suamalie
delight	0.949	0.666	0.647	fiafia
delighted	0.938	0.664	0.685	fiafia
delightful	0.918	0.735	0.644	manaia
delineate	0.448	0.430	0.445	fa'amatala
delineation	0.521	0.402	0.314	fa'asinomaga
delinquency	0.135	0.860	0.508	solitulafono
delinquent	0.051	0.904	0.500	solitulafono
delirious	0.219	0.774	0.538	fa'afefe
delirium	0.233	0.694	0.484	fa'alavelave
deliver	0.583	0.370	0.582	avatu
deliverance	0.750	0.520	0.658	lavea'i
delivery	0.704	0.461	0.786	tu'uina atu
dell	0.458	0.380	0.453	dell
delta	0.551	0.343	0.509	delta
delude	0.143	0.627	0.353	fa'a'ole'ole
deluge	0.245	0.714	0.612	lologa
delusion	0.344	0.647	0.400	fa'asesega
delusional	0.219	0.745	0.327	fa'asesega
deluxe	0.792	0.612	0.755	matagofie
delve	0.469	0.529	0.684	su'esu'e
demand	0.292	0.673	0.500	mana'oga
demanding	0.396	0.750	0.828	mana'omia
demeaned	0.271	0.520	0.212	faalumaina
demeaning	0.104	0.645	0.308	fa'alumaluma
demeanor	0.633	0.433	0.657	amio
demented	0.088	0.787	0.309	fa'anoanoa
dementia	0.092	0.779	0.337	tu'inanau
demise	0.104	0.596	0.456	maliu
demo	0.510	0.314	0.423	fa'aaliga
democracy	0.680	0.500	0.840	faatemokalasi
democrat	0.582	0.400	0.755	faatemokalasi
democratic	0.802	0.519	0.798	faatemokalasi
demographic	0.459	0.356	0.594	demokalafi
demolish	0.125	0.632	0.700	soloia
demolished	0.271	0.647	0.353	soloia
demolition	0.133	0.827	0.541	talepeina
demon	0.037	0.908	0.509	temoni
demonic	0.146	0.875	0.600	temoni
demonstrable	0.735	0.471	0.749	fa'aalia
demonstrate	0.771	0.552	0.839	fa'aali
demonstrated	0.617	0.500	0.649	fa'aalia
demonstrating	0.698	0.571	0.693	fa'aali
demonstration	0.551	0.676	0.679	fa'ata'ita'iga
demonstrative	0.656	0.528	0.736	fa'aali
demonstrator	0.520	0.598	0.733	tagata fa'aalia
demoralized	0.082	0.590	0.149	fa'avaivai
demos	0.418	0.370	0.368	demos
demure	0.690	0.315	0.417	fa'alumaluma
den	0.510	0.347	0.398	lua
deniability	0.230	0.509	0.417	faafitia
denial	0.194	0.435	0.318	faafitia
denied	0.188	0.604	0.333	faafitia
denim	0.520	0.382	0.327	denim
denomination	0.490	0.363	0.429	lotu
denominational	0.458	0.375	0.679	lotu
denominator	0.450	0.410	0.613	fa'atatau
denote	0.448	0.471	0.534	fa'ailoa
denounce	0.083	0.780	0.426	ta'uleagaina
dense	0.354	0.343	0.536	mafiafia
density	0.602	0.471	0.561	mafiafia
dent	0.306	0.606	0.325	gau
dental	0.573	0.404	0.463	nifo
dentist	0.479	0.620	0.642	fomai nifo
dentistry	0.429	0.570	0.569	fomai nifo
dentists	0.364	0.600	0.582	fomai nifo
denunciation	0.146	0.830	0.561	fa'asalaina
deny	0.316	0.667	0.321	faafitia
denying	0.080	0.542	0.272	faafitia
deodorant	0.480	0.265	0.269	deodorant
depart	0.398	0.480	0.444	alu ese
departed	0.245	0.536	0.391	alu ese
department	0.708	0.358	0.642	matagaluega
departmental	0.612	0.422	0.446	matagaluega
departure	0.573	0.500	0.426	alu ese
depend	0.388	0.429	0.358	faalagolago
dependable	0.880	0.357	0.741	faatuatuaina
dependant	0.357	0.404	0.451	fa'alagolago
dependence	0.250	0.451	0.433	faalagolago
dependency	0.429	0.365	0.356	fa'alagolago
dependent	0.354	0.455	0.404	fa'alagolago
depict	0.663	0.529	0.723	fa'aalia
depicting	0.490	0.566	0.602	fa'aali
depletion	0.153	0.370	0.236	faaitiitia
deplorable	0.135	0.657	0.230	fa'anoanoa
deplore	0.135	0.575	0.373	fa'anoanoa
deploy	0.500	0.520	0.585	fa'apipi'i
deployment	0.510	0.520	0.612	fa'atinoina
deport	0.167	0.667	0.546	tipoti
deportation	0.104	0.786	0.450	ave'esea
depose	0.286	0.420	0.451	tu'u ese
deposit	0.540	0.379	0.483	teutupe
depositary	0.604	0.431	0.500	teutupe
deposition	0.394	0.510	0.471	teuina
depository	0.551	0.373	0.481	teuina
depot	0.635	0.255	0.471	fale teu oloa
depraved	0.031	0.837	0.395	amio leaga
depravity	0.115	0.854	0.453	amio leaga
depreciate	0.270	0.623	0.445	fa'aitiitiga
depreciated	0.135	0.672	0.250	faaitiitia
depreciation	0.143	0.571	0.386	fa'aititia o tau
depress	0.219	0.635	0.528	atuatuvale
depressed	0.024	0.445	0.136	fa'anoanoa
depressing	0.146	0.559	0.216	fa'anoanoa
depression	0.031	0.520	0.232	atuatuvale
depressive	0.143	0.434	0.202	fa'anoanoa
depresson	0.135	0.400	0.308	atuatuvalega
deprivation	0.194	0.610	0.413	le tagolima
deprive	0.271	0.591	0.340	fa'afiti
deprived	0.354	0.506	0.536	fa'afiti
depth	0.708	0.561	0.759	loloto
deputy	0.429	0.530	0.787	sui
derail	0.108	0.802	0.375	ta'avale
deranged	0.376	0.868	0.357	fa'aletonu
derelict	0.208	0.470	0.237	tuulafoaiina
derision	0.265	0.670	0.292	tauemuga
derivation	0.521	0.519	0.644	tupuaga
derivative	0.541	0.491	0.508	fa'atupu
derive	0.396	0.324	0.360	maua mai
dermal	0.385	0.406	0.443	dermal
dermatologist	0.531	0.358	0.528	dermatologist
dermatology	0.422	0.500	0.556	dermatology
derogation	0.208	0.460	0.327	fa'atauva'a
derogatory	0.122	0.580	0.404	fa'alumaluma
descend	0.385	0.535	0.231	alu ifo
descendant	0.684	0.420	0.625	suli
descendent	0.391	0.480	0.565	tupuaga
descending	0.219	0.493	0.250	alu ifo
descent	0.300	0.402	0.158	tupuaga
describe	0.542	0.472	0.555	faamatala
description	0.582	0.425	0.596	fa'amatalaga
descriptive	0.667	0.352	0.570	fa'amatala
desecrate	0.255	0.806	0.509	fa'aleagaina
desecration	0.125	0.833	0.564	fa'aleagaina
desert	0.469	0.279	0.389	toafa
deserted	0.156	0.480	0.214	tuufua
deserter	0.122	0.710	0.366	tagata tuulafoa'i
desertion	0.122	0.630	0.289	tuufua
deserve	0.802	0.436	0.613	tatau
deserved	0.781	0.582	0.689	tatau
deserving	0.802	0.596	0.858	tatau
design	0.796	0.327	0.632	mamanu
designate	0.531	0.538	0.683	tofia
designated	0.500	0.412	0.616	tofia
designation	0.612	0.571	0.675	fa'ailoga
designed	0.745	0.380	0.595	fuafuaina
designer	0.875	0.519	0.670	mamanu
designing	0.792	0.355	0.552	fuafuaina
desirability	0.684	0.550	0.675	mana'omia
desirable	0.740	0.735	0.750	mana'omia
desire	0.896	0.692	0.647	manao
desiring	0.814	0.821	0.632	manao
desirous	0.719	0.824	0.562	mana'o
desist	0.220	0.358	0.291	taofi
desk	0.510	0.135	0.422	kesi
desolate	0.104	0.320	0.228	tuufua
desolation	0.073	0.481	0.273	faatafunaina
despair	0.115	0.794	0.245	faanoanoa
despairing	0.073	0.735	0.286	fa'anoanoa
despatch	0.448	0.400	0.613	lafo atu
desperado	0.260	0.745	0.361	fa'anoanoa
desperate	0.083	0.842	0.337	fa'anoanoa
desperation	0.125	0.904	0.419	fa'anoanoa
despicable	0.146	0.710	0.255	inosia
despise	0.167	0.745	0.296	inosia
despondent	0.133	0.378	0.221	fa'anoanoa
despotic	0.141	0.824	0.592	sauā
despotism	0.255	0.696	0.620	fa'aleaga
dessert	0.755	0.491	0.404	suamalie
destination	0.708	0.471	0.637	taunuuga
destined	0.698	0.462	0.617	fa'amoemoe
destiny	0.781	0.413	0.611	taunuuga
destitute	0.130	0.451	0.222	matitiva
destroy	0.046	0.935	0.635	fa'aumatia
destroyed	0.031	0.696	0.288	fa'aumatia
destroyer	0.083	0.830	0.543	fa'aleaga
destroying	0.041	0.828	0.660	fa'aleagaina
destruct	0.071	0.868	0.525	fa'aleaga
destruction	0.102	0.929	0.613	faatafunaga
destructive	0.177	0.870	0.713	fa'aleagaina
detach	0.357	0.625	0.450	tu'u ese
detached	0.280	0.396	0.216	tu'ufua
detachment	0.243	0.700	0.443	tu'uaiga
detail	0.514	0.406	0.528	auiliiliga
detailed	0.603	0.314	0.472	auiliili
details	0.583	0.367	0.481	fa'amatalaga
detain	0.351	0.345	0.430	taofia
detainee	0.306	0.510	0.321	taofia
detect	0.531	0.520	0.565	iloa
detectable	0.479	0.539	0.649	iloagofie
detection	0.708	0.567	0.538	su'esu'ega
detective	0.500	0.764	0.901	leoleo leoleo
detector	0.459	0.630	0.724	su'esu'e
detention	0.265	0.698	0.562	taofia
deter	0.344	0.537	0.567	taofia
detergent	0.458	0.304	0.426	fa'amama
deteriorate	0.083	0.471	0.202	leaga
deteriorated	0.053	0.549	0.237	leaga
deteriorating	0.104	0.459	0.112	fa'aleagaina
deterioration	0.130	0.512	0.283	fa'aleagaina
determinable	0.625	0.565	0.723	fuafuaina
determinate	0.630	0.314	0.772	mautu
determination	0.776	0.725	0.795	naunautaiga
determine	0.612	0.368	0.776	fuafua
determined	0.760	0.528	0.673	mautu
deterrent	0.292	0.461	0.385	fa'alavelave
detest	0.083	0.800	0.492	inoino
detestation	0.177	0.637	0.412	inosia
detonate	0.375	0.850	0.696	pa
detonation	0.167	0.931	0.741	pa'u
detonator	0.207	0.875	0.750	mea fa'apa
detour	0.398	0.539	0.309	ta'amilosaga
detract	0.344	0.438	0.368	fa'aleaga
detriment	0.281	0.538	0.263	fa'aleagaina
detrimental	0.203	0.679	0.387	fa'aleagaina
detritus	0.276	0.353	0.363	otaota
deuce	0.479	0.338	0.425	fa'atau
deutschmark	0.439	0.431	0.509	deutschmark
devalued	0.321	0.462	0.212	fa'atauva'a
devastate	0.021	0.796	0.509	fa'aleaga
devastated	0.120	0.544	0.264	fa'aleagaina
devastating	0.104	0.856	0.419	faataumaoi
devastation	0.090	0.904	0.472	faatafunaga
develop	0.771	0.670	0.821	atiina ae
developer	0.844	0.653	0.864	atina'e
developing	0.833	0.587	0.714	atiina ae
development	0.827	0.500	0.796	atinae
deviant	0.094	0.589	0.398	fa'asese
deviate	0.173	0.562	0.269	alu ese
deviating	0.354	0.634	0.536	fa'asese
deviation	0.105	0.513	0.336	fa'asesega
device	0.562	0.404	0.627	masini
devil	0.161	0.900	0.611	tiapolo
deviled	0.347	0.559	0.358	temoni
devilish	0.073	0.865	0.490	temoni
devious	0.250	0.519	0.259	fa'a'ole'ole
devise	0.551	0.557	0.670	fuafua
devoid	0.219	0.436	0.300	leai se aoga
devolution	0.345	0.434	0.425	tu'uina atu
devolve	0.367	0.427	0.596	tuuina atu
devote	0.802	0.490	0.642	tuuto
devoted	0.867	0.320	0.698	tuuto
devotee	0.816	0.461	0.577	tagata tapua'i
