English Word	Valence	Arousal	Dominance	Maori Word
entrance	0.698	0.393	0.526	tomokanga
entrapment	0.177	0.604	0.441	mahanga
entreat	0.304	0.560	0.462	inoi
entree	0.615	0.477	0.624	urunga
entrepreneur	0.885	0.704	0.920	kaipakihi
entrust	0.693	0.310	0.630	tuku
entry	0.552	0.353	0.602	urunga
enumerate	0.521	0.390	0.491	tātai
enumeration	0.548	0.327	0.534	tatauranga
envelope	0.604	0.275	0.377	pūhera
envious	0.110	0.754	0.341	hae
environ	0.724	0.221	0.433	taiao
environment	0.646	0.194	0.528	taiao
environmental	0.633	0.313	0.664	taiao
environs	0.561	0.288	0.345	huri noa
envision	0.625	0.449	0.483	whakaaro
envoy	0.531	0.375	0.586	karere
envy	0.240	0.704	0.427	hae
enzyme	0.562	0.277	0.481	whākōkī
ephemeral	0.500	0.312	0.377	rangitahi
ephemeris	0.640	0.380	0.528	ephemeris
epic	0.857	0.713	0.830	hautoa
epidemic	0.092	0.830	0.611	mate urutā
epidermis	0.418	0.490	0.426	epidermis
epidural	0.347	0.452	0.525	epidural
epilepsy	0.061	0.854	0.250	mate urutomo
epileptic	0.146	0.794	0.340	mate pukupuku
epilogue	0.582	0.353	0.466	epilogue
epiphany	0.625	0.596	0.526	epiphany
episcopal	0.542	0.314	0.750	episcopal
episode	0.719	0.367	0.509	wahanga
episodic	0.531	0.542	0.462	wahanga
epistle	0.604	0.417	0.535	pukapuka
epitaph	0.276	0.323	0.442	epitaph
epithet	0.530	0.394	0.524	epithet
epitome	0.510	0.500	0.667	tauira
epoch	0.553	0.343	0.797	wā
equal	0.781	0.178	0.407	riterite
equality	0.898	0.305	0.716	taurite
equalization	0.625	0.422	0.423	whakaōrite
equalize	0.738	0.281	0.574	whakaōrite
equalizer	0.604	0.451	0.586	kaiwhakariterite
equally	0.625	0.264	0.436	rite tonu
equate	0.724	0.382	0.624	whakaōrite
equation	0.479	0.384	0.608	whārite
equator	0.550	0.302	0.462	equator
equatorial	0.550	0.271	0.593	equatorial
equestrian	0.633	0.519	0.417	kaieke hoiho
equidistant	0.375	0.406	0.509	riterite te tawhiti
equilibration	0.724	0.317	0.593	whakaōrite
equilibrium	0.676	0.235	0.620	taurite
equip	0.650	0.519	0.713	taputapu
equipment	0.745	0.495	0.700	taputapu
equitable	0.714	0.286	0.750	tika
equity	0.792	0.304	0.614	tika
equivalence	0.663	0.250	0.582	whakaōrite
equivalent	0.646	0.347	0.500	ōrite
equivocal	0.327	0.482	0.257	rangirua
era	0.615	0.407	0.449	wā
eradicate	0.260	0.690	0.686	whakakore
eradication	0.208	0.788	0.685	whakakorenga
erase	0.240	0.260	0.321	ūkui
eraser	0.458	0.209	0.311	kaikōmuru
erasure	0.281	0.360	0.265	muru
ere	0.479	0.312	0.377	mua
erect	0.643	0.885	0.627	tūtū
erectile	0.542	0.796	0.625	erectile
erection	0.640	0.856	0.695	hangahanga
ergo	0.385	0.400	0.385	ergo
erode	0.208	0.643	0.580	horo
erosion	0.312	0.770	0.465	horonga
erotic	0.625	0.946	0.683	erotic
erotica	0.781	0.870	0.579	erotika
err	0.146	0.660	0.236	pohehe
errand	0.385	0.519	0.482	mahi
errant	0.205	0.602	0.375	pohehe
erratic	0.271	0.503	0.217	pohehe
erratum	0.327	0.528	0.436	hē
erroneous	0.057	0.561	0.245	pohehe
error	0.094	0.559	0.198	hapa
erst	0.277	0.422	0.357	mua
erudite	0.719	0.434	0.774	mohio
erupt	0.188	0.820	0.818	pahū
eruption	0.156	0.913	0.733	hūnga
escalade	0.480	0.724	0.442	pikinga
escalate	0.653	0.714	0.728	piki ake
escalating	0.646	0.724	0.518	te piki haere
escalation	0.571	0.807	0.582	pikinga
escalator	0.500	0.530	0.518	escalator
escape	0.367	0.765	0.448	mawhiti
escaped	0.365	0.755	0.518	kua mawhiti
escarpment	0.406	0.553	0.470	whitinga
eschew	0.184	0.438	0.370	mawehe atu
escort	0.729	0.480	0.608	kaiawhina
escrow	0.449	0.520	0.613	urunga
esophagus	0.429	0.454	0.464	esophagus
esoteric	0.500	0.676	0.545	esoteric
especial	0.827	0.419	0.794	motuhake
espionage	0.312	0.750	0.620	torotoro
espouse	0.802	0.529	0.598	taumau
espresso	0.677	0.620	0.508	espresso
esprit	0.552	0.431	0.407	esprit
esquire	0.604	0.542	0.518	whakawai
essay	0.559	0.411	0.530	tuhinga roa
essayist	0.656	0.460	0.462	kaituhi
essence	0.663	0.369	0.575	mauri
essential	0.812	0.405	0.759	faufaa
essentially	0.750	0.373	0.802	tino
establish	0.708	0.500	0.688	whakatuu
established	0.796	0.394	0.694	whakapumautia
establishment	0.690	0.398	0.631	whakaturanga
estate	0.653	0.385	0.647	rawa
esteem	0.745	0.380	0.679	whakanui
esteemed	0.694	0.418	0.531	whakanuia
esthetic	0.635	0.360	0.558	rerehua
estimable	0.796	0.408	0.630	whakataurite
estimate	0.719	0.469	0.517	whakatau tata
estimation	0.740	0.480	0.589	whakatau tata
estoppel	0.354	0.459	0.482	estoppel
estranged	0.156	0.382	0.377	kua wehe ke
estrogen	0.580	0.500	0.425	estrogen
estuary	0.469	0.278	0.482	wahawaha
etch	0.510	0.367	0.598	etch
etching	0.567	0.491	0.575	whakairo
eternal	0.854	0.409	0.843	mau tonu
eternity	0.765	0.520	0.911	mure ore
ethanol	0.333	0.410	0.534	waiwaro
ether	0.490	0.306	0.412	etere
ethereal	0.520	0.419	0.518	rangirua
ethic	0.786	0.260	0.791	matatika
ethical	0.854	0.324	0.634	matatika
ethics	0.658	0.296	0.731	matatika
ethnic	0.583	0.373	0.555	mātāwaka
ethnography	0.571	0.373	0.549	matawhenua
etiology	0.500	0.385	0.639	etiology
etiquette	0.604	0.350	0.421	tikanga
etymology	0.531	0.370	0.529	etymology
eucalyptus	0.602	0.308	0.418	eucalyptus
euchre	0.470	0.459	0.442	euchre
eugenics	0.448	0.530	0.518	eugenics
eulogistic	0.740	0.623	0.694	eulogistic
eulogium	0.542	0.482	0.655	eulogium
eulogize	0.850	0.518	0.679	whakanui
eulogy	0.625	0.443	0.667	eulogy
euphemism	0.418	0.453	0.491	euphemism
euphoria	0.769	0.955	0.648	euphoria
euphoric	0.745	0.904	0.588	euphoric
euro	0.680	0.441	0.521	euro
euthanasia	0.229	0.716	0.325	euthanasia
evacuate	0.354	0.792	0.314	whakatahi
evacuation	0.160	0.755	0.582	hōneatanga
evade	0.304	0.490	0.342	mawhiti
evaluate	0.663	0.640	0.649	arotake
evaluation	0.542	0.667	0.764	aro mātai
evanescence	0.527	0.519	0.458	whakareretanga
evangelical	0.602	0.389	0.602	kaikauwhau
evangelist	0.582	0.464	0.702	kaikauwhau
evangelistic	0.660	0.375	0.612	kaikauwhau
evaporate	0.357	0.469	0.402	whakaeto
evaporation	0.556	0.346	0.388	whakaetonga
evasion	0.229	0.510	0.418	mawhiti
evasive	0.117	0.596	0.425	mawhiti
eve	0.612	0.378	0.440	eve
evening	0.458	0.185	0.318	ahiahi
evens	0.592	0.430	0.457	taurite
event	0.745	0.673	0.664	takahanga
eventful	0.543	0.837	0.510	takakau
eventual	0.633	0.459	0.413	te mutunga
eventuality	0.469	0.627	0.527	tūponotanga
evergreen	0.729	0.471	0.546	kākāriki
everlasting	0.740	0.413	0.809	mau tonu
evermore	0.677	0.450	0.403	ake tonu atu
everyday	0.740	0.392	0.472	ia rā
everyman	0.522	0.333	0.535	tangata katoa
evict	0.042	0.632	0.377	panaia
eviction	0.185	0.731	0.455	pananga
evidence	0.500	0.500	0.778	taunakitanga
evident	0.633	0.444	0.664	kitea
evidentiary	0.448	0.541	0.717	taunakitanga
evil	0.040	0.827	0.545	kino
evoke	0.438	0.341	0.500	whakaoho
evolution	0.781	0.657	0.854	whanaketanga
evolutionary	0.796	0.673	0.825	kukuwhatanga
evolve	0.655	0.692	0.896	whanake
ewe	0.429	0.216	0.277	ewe
ex	0.250	0.520	0.306	ex
exacerbate	0.323	0.776	0.580	whakakino
exacerbation	0.344	0.810	0.480	whakakino
exact	0.719	0.354	0.685	tika
exacting	0.448	0.673	0.767	tohe
exaggerate	0.193	0.760	0.529	whakanuia
exaggerated	0.224	0.885	0.732	whakanuia
exaggeration	0.312	0.775	0.582	whakanuia
exalt	0.656	0.750	0.745	whakanuia
exaltation	0.594	0.892	0.673	te faateiteiraa
exalted	0.676	0.845	0.696	whakanuia
exam	0.479	0.663	0.577	whakamātautau
examination	0.378	0.657	0.679	whakamātautau
examine	0.615	0.623	0.786	tirohia
examiner	0.406	0.575	0.812	kaitirotiro
example	0.542	0.337	0.510	tauira
exasperated	0.229	0.816	0.377	kua whakaparahako
exasperation	0.214	0.833	0.483	riri
excavate	0.583	0.613	0.635	keri
excavation	0.540	0.644	0.527	keri
excavator	0.427	0.673	0.649	kerekere
exceed	0.500	0.827	0.586	nui atu
exceeding	0.500	0.802	0.668	nui rawa atu
excel	0.561	0.363	0.466	hiranga
excellence	0.958	0.620	0.907	kairangi
excellent	0.970	0.587	0.870	tino pai
excelsior	0.700	0.625	0.611	hiranga
excepting	0.408	0.413	0.526	hāunga
exception	0.469	0.600	0.544	okotahi
exceptional	0.806	0.740	0.933	motuhake
excerpt	0.437	0.367	0.543	wahanga
excess	0.385	0.889	0.712	taikaha
excessive	0.417	0.731	0.601	taikaha
excessively	0.449	0.882	0.716	nui rawa
exchange	0.740	0.569	0.491	whakawhiti
excise	0.448	0.561	0.577	tango utu
excision	0.260	0.480	0.519	tangohanga
excitability	0.906	0.910	0.724	whakahihiri
excitable	0.803	0.939	0.629	whakahihiri
excitation	0.792	0.958	0.750	whakahihiri
excite	0.823	0.950	0.668	whakahihiri
excited	0.908	0.931	0.709	hikaka
excitement	0.896	0.684	0.731	whakahihiri
exciting	0.950	0.792	0.789	whakahihiri
exclaim	0.635	0.711	0.639	karanga
exclamation	0.612	0.745	0.598	tangi
exclude	0.292	0.500	0.530	whakakore
excluded	0.061	0.540	0.134	karekau
excluding	0.271	0.550	0.324	haunga
exclusion	0.240	0.530	0.389	whakakorenga
exclusive	0.792	0.630	0.653	motuhake
excrement	0.041	0.558	0.221	paru
excretion	0.285	0.650	0.457	tukunga
excruciating	0.083	0.837	0.345	whakamihi
excursion	0.625	0.714	0.627	haerenga
excuse	0.240	0.696	0.318	ohaoha
exec	0.640	0.352	0.769	kaiwhakahaere
execute	0.327	0.708	0.769	mahia
execution	0.160	0.811	0.713	te whakamatenga
executioner	0.235	0.816	0.676	kaiwhakamate
executive	0.704	0.449	0.894	kaiwhakahaere
executor	0.365	0.755	0.759	kaipatu
exegesis	0.458	0.472	0.491	exegesis
exemplar	0.844	0.537	0.625	tauira
exemplary	0.833	0.343	0.729	tauira
exemplify	0.735	0.506	0.783	whakatauira
exempt	0.588	0.455	0.664	whakawātea
exemption	0.531	0.578	0.627	whakawāteatanga
exercise	0.750	0.789	0.625	korikori tinana
exert	0.694	0.735	0.806	whakapau kaha
exertion	0.663	0.755	0.717	whakapau kaha
exhale	0.542	0.490	0.411	whakaha
exhaust	0.546	0.710	0.337	ngongo
exhausted	0.123	0.423	0.202	ruha
exhaustion	0.366	0.633	0.269	ngenge
exhaustive	0.388	0.635	0.604	pau rawa
exhibit	0.688	0.633	0.708	whakaaturanga
exhibition	0.698	0.590	0.531	whakaaturanga
exhilarated	0.890	0.963	0.759	whakahihiri
exhilarating	0.917	0.823	0.810	whakahihiri
exhilaration	0.792	0.868	0.783	whakahihiri
exhort	0.378	0.660	0.745	whakahauhau
exhortation	0.531	0.624	0.580	whakahauhau
exhumation	0.177	0.586	0.473	hehutanga
exhume	0.184	0.627	0.452	hahua
exigent	0.385	0.611	0.792	hiahia
exile	0.184	0.630	0.483	whakarau
exist	0.857	0.421	0.788	noho
existence	0.760	0.513	0.771	noho
existent	0.635	0.490	0.635	noho tonu
existential	0.583	0.510	0.638	whai oranga
existing	0.802	0.344	0.750	e noho ana
exit	0.370	0.353	0.399	putanga
exodus	0.286	0.663	0.567	putanga
exonerate	0.592	0.500	0.538	whakaatea
exorbitant	0.398	0.865	0.825	whakahirahira
exorcism	0.163	0.980	0.557	te whakatara
exorcist	0.219	0.906	0.716	te whakatara
exotic	0.840	0.711	0.727	tāwāhi
expand	0.792	0.559	0.686	whakawhänui
expanded	0.760	0.406	0.689	whakawhänui
expanse	0.594	0.529	0.689	whanuitanga
expansion	0.776	0.618	0.787	roha
expansive	0.708	0.650	0.778	whanui
expatriate	0.265	0.764	0.391	manene
expect	0.469	0.327	0.377	tumanako
expectance	0.552	0.724	0.660	tumanako
expectancy	0.581	0.622	0.558	te tumanako
expectant	0.708	0.650	0.474	tatari
expectation	0.771	0.690	0.707	tumanako
expected	0.729	0.412	0.545	e tumanakohia ana
expecting	0.561	0.450	0.302	e tatari ana
expediency	0.604	0.443	0.703	tika
expedient	0.885	0.461	0.454	tika
expedite	0.571	0.858	0.798	whakahohoro
expedition	0.735	0.802	0.620	haerenga
expeditious	0.602	0.645	0.773	tere
expel	0.281	0.725	0.452	pana
expendable	0.479	0.490	0.423	whakapaua
expenditure	0.250	0.608	0.603	whakapaunga
expense	0.317	0.451	0.377	whakapaunga
expenses	0.240	0.633	0.396	whakapaunga
expensive	0.323	0.540	0.530	utu nui
experience	0.827	0.618	0.905	wheako
experienced	0.771	0.613	0.914	mātanga
experiences	0.793	0.647	0.795	wheako
experiment	0.479	0.720	0.675	whakamātau
experimental	0.417	0.764	0.396	whakamātau
experimentation	0.637	0.769	0.767	whakamātau
experimenter	0.708	0.710	0.700	kaiwhakamatautau
expert	0.776	0.646	0.911	tohunga
expertise	0.792	0.589	0.925	tohungatanga
expiration	0.265	0.539	0.463	paunga
expire	0.573	0.745	0.702	paunga
expired	0.198	0.394	0.200	kua pau
expiry	0.194	0.434	0.382	paunga
explain	0.719	0.517	0.736	whakamārama
explanation	0.615	0.610	0.825	whakamārama
explanatory	0.573	0.433	0.688	whakamārama
expletive	0.357	0.567	0.536	whakangao
explication	0.510	0.445	0.602	whakamāramatanga
explicit	0.562	0.694	0.734	mārama
explode	0.277	0.885	0.773	pahū
exploit	0.312	0.878	0.660	whaihua
exploitation	0.156	0.920	0.718	whakawhanaunga
exploration	0.594	0.650	0.773	torotoro haere
exploratory	0.653	0.690	0.698	torotoro
explore	0.776	0.660	0.727	torotoro
explorer	0.729	0.663	0.714	kaihōpara
explosion	0.167	0.960	0.767	pahūtanga
explosions	0.123	0.860	0.594	pahūtanga
explosive	0.156	0.943	0.663	pahū
expo	0.610	0.562	0.500	whakaaturanga
exponent	0.529	0.510	0.845	taupū
exponential	0.704	0.588	0.763	taupūtanga
export	0.567	0.661	0.755	kaweake
exportation	0.760	0.633	0.673	kaweake
expose	0.344	0.643	0.537	whakakitenga
exposed	0.471	0.661	0.509	kitea
exposition	0.521	0.627	0.655	whakaaturanga
expository	0.706	0.653	0.636	whakaaturanga
exposure	0.570	0.830	0.630	whakakitenga
expound	0.438	0.575	0.740	whakamarama
express	0.760	0.623	0.691	whakapuaki
expression	0.790	0.650	0.721	whakapuakitanga
expressive	0.755	0.724	0.685	whakapuaki
expressway	0.633	0.635	0.587	huanui
expropriation	0.188	0.735	0.788	tangohanga
expulsion	0.190	0.790	0.529	pananga
exquisite	0.892	0.644	0.604	ataahua
exquisitely	0.849	0.728	0.723	tino ataahua
extant	0.646	0.390	0.523	noho tonu
extend	0.646	0.570	0.689	whakaroa
extendable	0.660	0.592	0.722	whakaroa
extended	0.570	0.304	0.649	whakaroa
extension	0.490	0.510	0.529	toronga
extensive	0.635	0.520	0.760	whānui
extent	0.646	0.451	0.602	whānuitanga
exterior	0.542	0.400	0.627	waho
exterminate	0.177	0.857	0.736	whakamotitia
extermination	0.190	0.860	0.616	whakamomori
exterminator	0.344	0.804	0.887	kaipatu
external	0.479	0.341	0.509	waho
externally	0.643	0.521	0.568	ki waho
extinct	0.112	0.491	0.412	ngaro
extinction	0.104	0.750	0.611	matemate
extinguish	0.240	0.576	0.482	tinei
extinguisher	0.707	0.379	0.543	whakapati
extol	0.582	0.667	0.456	whakanui
extort	0.052	0.827	0.570	tāne
extortion	0.112	0.868	0.630	te muru
extra	0.656	0.551	0.745	taapiri
extract	0.565	0.402	0.519	tangohanga
extracting	0.521	0.709	0.689	tangohanga
extraction	0.418	0.740	0.526	tangohanga
extractor	0.302	0.536	0.519	tangohanga
extracurricular	0.457	0.471	0.743	marautanga
extradition	0.229	0.627	0.554	tukunga
extrajudicial	0.365	0.686	0.667	whakawākanga
extramural	0.336	0.559	0.537	wahomuri
extraneous	0.276	0.625	0.478	ke atu
extraordinaire	0.847	0.864	0.898	whakahirahira
extraordinary	0.969	0.728	0.860	faahiahia
extraterrestrial	0.510	0.833	0.792	tuawhenua
extravagance	0.531	0.802	0.700	whakamomori
extravagant	0.720	0.763	0.812	mokemoke
extravaganza	0.646	0.786	0.906	whakaroa
extreme	0.318	0.800	0.721	tino
extreme anticipation	0.551	0.740	0.704	tino tumanako
extreme disgust	0.052	0.873	0.456	tino whakarihariha
extreme surprise	0.833	0.935	0.676	ohorere tino
extreme trust	0.826	0.713	0.922	tino whakawhirinaki
extremely	0.635	0.827	0.886	tino
extremely negative	0.030	0.786	0.311	tino kino
extremely positive	0.993	0.730	0.839	tino pai
extremity	0.408	0.588	0.583	pito
extricate	0.542	0.510	0.543	wetewete
extrinsic	0.510	0.479	0.636	o waho
extrusion	0.229	0.660	0.545	tangohanga
exuberance	0.698	0.816	0.787	harikoa
exude	0.375	0.519	0.411	puta
eye	0.531	0.265	0.425	kanohi
eyeball	0.526	0.422	0.420	kanohi kanohi
eyebrow	0.510	0.198	0.222	tukemata
eyeful	0.802	0.500	0.676	kanohi
eyeglass	0.531	0.236	0.286	karaihe kanohi
eyeglasses	0.561	0.269	0.306	mohiti kanohi
eyelash	0.480	0.250	0.278	makawe kanohi
eyelet	0.632	0.298	0.346	matamata
eyeliner	0.688	0.349	0.347	eyeliner
eyepiece	0.418	0.347	0.480	kanohi kanohi
eyes	0.760	0.279	0.432	kanohi
eyesight	0.750	0.226	0.343	tirohanga kanohi
eyewitness	0.541	0.686	0.698	kaiwhakaatu kanohi
fab	0.490	0.380	0.406	fab
fable	0.663	0.387	0.389	pakiwaitara
fabled	0.625	0.538	0.545	pakiwaitara
fabric	0.635	0.190	0.345	papanga
fabricate	0.636	0.491	0.779	tito
fabricated	0.418	0.427	0.555	tito
fabrication	0.573	0.587	0.705	tito
fabulous	0.979	0.660	0.797	mīharo
facade	0.520	0.333	0.518	mata
face	0.571	0.173	0.453	kanohi
faceless	0.230	0.406	0.173	kore kanohi
facet	0.667	0.324	0.382	taha
facial	0.594	0.429	0.433	kanohi
facile	0.740	0.264	0.307	ngawari
facilitate	0.812	0.333	0.509	whakangawari
facility	0.625	0.500	0.654	whare
facing	0.604	0.406	0.550	e anga ana
facsimile	0.490	0.500	0.543	waea waea
fact	0.683	0.333	0.618	meka
faction	0.469	0.430	0.448	wehenga
factor	0.635	0.365	0.678	take
factory	0.500	0.500	0.683	wheketere
facts	0.688	0.471	0.693	meka
factual	0.656	0.440	0.545	pono
faculties	0.643	0.431	0.760	nga pukenga
faculty	0.615	0.412	0.732	manga
fad	0.663	0.520	0.570	ahua
fade	0.354	0.333	0.245	memeha
faded	0.302	0.275	0.194	memeha
faeces	0.184	0.476	0.175	feeces
fag	0.122	0.653	0.331	fag
faggot	0.219	0.643	0.292	poauau
fail	0.177	0.578	0.154	kore
failing	0.125	0.490	0.268	rahua
failure	0.167	0.575	0.139	korenga
fain	0.479	0.417	0.426	whakapouri
faint	0.063	0.429	0.167	ngongo
fainting	0.333	0.510	0.214	hemo ana
fair	0.812	0.557	0.643	tika
fairly	0.790	0.406	0.750	tika
fairness	0.740	0.317	0.552	tika
fairway	0.541	0.510	0.500	rori
fairy	0.776	0.408	0.413	patupaiarehe
faith	0.833	0.220	0.763	whakapono
faithful	0.888	0.333	0.627	pono
faithfulness	0.833	0.426	0.602	pono
faithless	0.102	0.683	0.304	whakaponokore
fake	0.073	0.554	0.268	rūpahu
faker	0.245	0.630	0.480	tinihanga
falafel	0.560	0.402	0.351	falafel
falcon	0.557	0.580	0.678	whaa
fall	0.177	0.657	0.221	hinga
fallacious	0.271	0.587	0.390	hianga
fallacy	0.112	0.561	0.430	pohehe
fallback	0.458	0.358	0.508	whakamuri
fallible	0.365	0.537	0.402	whakapohehe
falling	0.202	0.716	0.306	hinga ana
fallopian	0.297	0.390	0.464	takakau
fallout	0.428	0.356	0.373	takahanga
fallow	0.375	0.368	0.464	takakau
false	0.120	0.404	0.240	teka
falsehood	0.031	0.625	0.384	teka
falsely	0.083	0.480	0.265	teka
falsification	0.173	0.720	0.490	whakapohehe
falsified	0.042	0.630	0.306	whakapohehe
falsify	0.115	0.657	0.409	whakapohehe
falsity	0.120	0.689	0.186	teka
falter	0.421	0.650	0.346	karekau
fame	0.896	0.755	0.852	rongonui
famed	0.878	0.750	0.819	rongonui
familiar	0.906	0.330	0.615	taunga
familiarity	0.854	0.346	0.616	taunga
familiarize	0.760	0.365	0.654	whakamohio
family	0.968	0.383	0.643	whanau
familytime	0.939	0.420	0.679	wā whānau
famine	0.163	0.679	0.310	matekai
famished	0.177	0.654	0.282	matekai
famous	0.916	0.775	0.882	rongonui
famously	0.856	0.765	0.787	rongonui
fan	0.781	0.429	0.357	powhiriwhiri
fanatic	0.573	0.780	0.629	pūmau
fanatical	0.555	0.830	0.714	pākaha
fanaticism	0.292	0.896	0.566	whakapoauau
fanciful	0.677	0.592	0.342	pohewa
fancy	0.854	0.673	0.534	rerehua
fandango	0.490	0.591	0.429	fandango
fanfare	0.656	0.640	0.437	pārekareka
fang	0.175	0.491	0.455	whao
fangs	0.286	0.598	0.434	niho
fanning	0.615	0.330	0.236	powhiriwhiri
fantasia	0.898	0.694	0.436	wawata
fantasize	0.771	0.660	0.356	wawata
fantastic	0.969	0.696	0.831	whakamiharo
fantasy	0.880	0.627	0.474	wawata
faraway	0.365	0.356	0.285	tawhiti
farce	0.265	0.667	0.246	whariki
farcical	0.406	0.481	0.259	whariki
fare	0.490	0.425	0.645	utu
farewell	0.130	0.500	0.591	poroporoaki
farm	0.781	0.327	0.297	pāmu
farmer	0.677	0.432	0.464	kaiahuwhenua
farmhouse	0.690	0.330	0.444	whare pāmu
farming	0.580	0.414	0.568	mahi pāmu
farmland	0.729	0.363	0.509	whenua pāmu
faro	0.544	0.349	0.357	faro
fart	0.194	0.439	0.264	pāmamao
farther	0.418	0.500	0.430	tawhiti atu
fascia	0.480	0.366	0.356	fascia
fascinate	0.854	0.683	0.802	whakamihi
fascinated	0.812	0.714	0.788	mīharo
fascinating	0.979	0.817	0.784	whakamihi
fascination	0.885	0.773	0.835	whakahihiri
fascism	0.104	0.740	0.695	fascism
fascist	0.200	0.755	0.527	fascist
fashion	0.827	0.616	0.589	ahua
fashionable	0.750	0.510	0.605	huatau
fastball	0.688	0.679	0.575	poikiri tere
fasten	0.458	0.585	0.529	whakamau
fastener	0.577	0.377	0.491	whakamau
fastening	0.594	0.473	0.554	whakamau
fasting	0.388	0.370	0.394	nohopuku
fat	0.198	0.353	0.237	ngako
fatal	0.061	0.775	0.509	matemate
fatalism	0.208	0.694	0.631	mate mate
fatality	0.062	0.798	0.595	matemate
fate	0.571	0.479	0.712	aitua
fated	0.582	0.472	0.692	kua mate
fateful	0.290	0.583	0.402	matemate
fathead	0.296	0.527	0.463	upoko ngako
father	0.812	0.333	0.824	papa
fatherhood	0.885	0.519	0.682	te papa
fatherland	0.729	0.469	0.778	whenua tupuna
fatherly	0.865	0.363	0.712	papa
fathom	0.520	0.410	0.523	whawha
fatigue	0.173	0.378	0.265	ngenge
fatigued	0.146	0.433	0.245	ngenge
fatso	0.286	0.394	0.336	ngako
fatten	0.375	0.549	0.363	whakamomona
fatty	0.286	0.361	0.325	ngako
faucet	0.427	0.278	0.356	kōrere
fault	0.188	0.558	0.184	hē
faultless	0.792	0.500	0.741	kohakore
faulty	0.184	0.520	0.378	hē
faun	0.490	0.303	0.376	whano
fauna	0.646	0.346	0.404	kararehe
faux	0.291	0.490	0.204	pohehe
favor	0.812	0.308	0.519	manaaki
favorable	0.952	0.380	0.788	pai
favorite	0.885	0.590	0.691	tino pai
favoriteholiday	0.867	0.618	0.582	hararei tino pai
favoritism	0.582	0.559	0.658	te manako
fawn	0.626	0.360	0.284	kuao
fax	0.406	0.368	0.304	waea whakaahua
faze	0.417	0.515	0.382	faze
fear	0.073	0.840	0.293	wehi
feared	0.240	0.733	0.509	wehi
fearful	0.083	0.482	0.278	wehi
fearfully	0.112	0.567	0.271	ma te mataku
fearing	0.125	0.566	0.256	wehi
fearless	0.810	0.806	0.760	kore mataku
fears	0.061	0.821	0.306	wehi
fearsome	0.115	0.900	0.586	whakamataku
feasibility	0.653	0.490	0.741	whaihuatanga
feasible	0.694	0.388	0.611	taea
feast	0.979	0.724	0.680	hākari
feat	0.750	0.706	0.849	feat
feather	0.677	0.208	0.144	huruhuru
feathered	0.438	0.288	0.214	huruhuru
feature	0.667	0.314	0.679	āhuatanga
features	0.667	0.433	0.509	āhuatanga
febrile	0.429	0.578	0.414	kirikarika
fecal	0.255	0.528	0.213	fecal
feces	0.240	0.407	0.307	taima
fecundity	0.688	0.591	0.683	whakawhānau
fed	0.602	0.370	0.482	whangai
federal	0.530	0.459	0.859	e hānga ana
federation	0.633	0.354	0.763	federation
fedup	0.327	0.500	0.352	whakapouri
fee	0.354	0.386	0.556	utu
feeble	0.157	0.280	0.109	ngoikore
feed	0.812	0.429	0.739	whāngai
feedback	0.622	0.557	0.645	urupare
feeder	0.604	0.452	0.713	kai whangai
feel	0.802	0.602	0.596	rongo
feelgood	0.990	0.441	0.621	karekau
feeling	0.806	0.329	0.531	mana'o
feelingdown	0.490	0.457	0.567	pouri
feelinggood	0.940	0.449	0.655	karekau
feet	0.510	0.240	0.292	waewae
feign	0.340	0.394	0.356	whakapohehe
