English Word	Valence	Arousal	Dominance	Welsh Word
conceivable	0.730	0.350	0.613	dychmygadwy
conceive	0.708	0.538	0.700	beichiogi
concentrate	0.750	0.439	0.743	canolbwyntio
concentration	0.735	0.500	0.722	canolbwyntio
concentric	0.730	0.479	0.635	consentrig
concept	0.573	0.265	0.632	cysyniad
conception	0.694	0.490	0.614	beichiogi
concern	0.250	0.734	0.463	pryder
concerned	0.292	0.698	0.350	dan sylw
concert	0.938	0.867	0.718	cyngerdd
concerto	0.613	0.759	0.679	concerto
concession	0.588	0.423	0.615	consesiwn
concessional	0.770	0.493	0.657	consesiynol
conch	0.583	0.306	0.339	conch
concierge	0.480	0.343	0.343	concierge
conciliation	0.792	0.475	0.726	cymodi
concise	0.583	0.298	0.620	cryno
conclave	0.573	0.440	0.611	conclaf
conclude	0.530	0.267	0.679	gorffen
concluding	0.531	0.382	0.603	cloi
conclusion	0.615	0.377	0.659	casgliad
conclusive	0.500	0.427	0.745	bendant
concoction	0.448	0.459	0.417	concoction
concomitant	0.427	0.482	0.727	cydredol
concord	0.677	0.320	0.586	concord
concordance	0.625	0.358	0.608	cydgordiad
concours	0.500	0.530	0.495	concours
concourse	0.740	0.657	0.528	cyntedd
concrete	0.633	0.420	0.547	concrit
concubine	0.388	0.594	0.476	gordderchwraig
concur	0.459	0.394	0.429	Cytuno
concurrence	0.764	0.627	0.613	cydsyniad
concurrent	0.573	0.547	0.741	cydamserol
concurring	0.573	0.600	0.681	cydredeg
concussion	0.072	0.708	0.482	cyfergyd
condemn	0.102	0.793	0.625	condemnio
condemnation	0.133	0.725	0.449	condemniad
condensation	0.510	0.316	0.538	anwedd
condensed	0.598	0.415	0.623	cywasgedig
condescending	0.583	0.363	0.593	goddefgar
condescension	0.521	0.377	0.565	cydweddiad
condiment	0.520	0.333	0.433	cyfwyd
condition	0.500	0.469	0.519	cyflwr
conditional	0.521	0.343	0.556	amodol
conditionally	0.396	0.419	0.617	yn amodol
conditioned	0.490	0.417	0.616	cyflyru
conditioner	0.781	0.360	0.538	cyflyrydd
conditioning	0.440	0.468	0.617	cyflyru
conditions	0.551	0.441	0.593	amodau
condo	0.439	0.288	0.607	condo
condolence	0.260	0.443	0.404	cydymdeimlad
condolences	0.198	0.480	0.288	cydymdeimlad
condom	0.406	0.637	0.500	condom
condone	0.571	0.441	0.619	cydoddef
condor	0.573	0.388	0.519	condor
conducive	0.775	0.479	0.679	ffafriol
conduct	0.453	0.510	0.750	arwain
conduction	0.530	0.557	0.717	dargludiad
conductivity	0.583	0.575	0.642	dargludedd
conductor	0.677	0.663	0.621	arweinydd
conduit	0.470	0.302	0.413	cwndid
cone	0.417	0.208	0.343	côn
confederacy	0.590	0.541	0.736	cydffederasiwn
confederate	0.551	0.546	0.792	cydffederasiwn
confederation	0.663	0.404	0.830	cydffederasiwn
confer	0.573	0.482	0.583	cydymgynghori
conference	0.688	0.615	0.606	cynhadledd
confess	0.360	0.712	0.431	cyffesu
confession	0.469	0.642	0.460	cyffes
confessional	0.458	0.392	0.629	cyffes
confessions	0.325	0.538	0.658	cyffesau
confetti	0.781	0.573	0.250	conffeti
confidant	0.837	0.633	0.631	cyfrinachwr
confide	0.669	0.472	0.595	ymddiried
confidence	0.959	0.276	0.943	hyder
confident	0.765	0.324	0.723	hyderus
confidential	0.643	0.471	0.761	gyfrinachol
confidentiality	0.667	0.431	0.718	cyfrinachedd
confidentially	0.633	0.469	0.558	yn gyfrinachol
configuration	0.540	0.443	0.591	cyfluniad
confine	0.327	0.551	0.538	cyfyngu
confined	0.286	0.472	0.444	cyfyng
confinement	0.333	0.656	0.520	caethiwed
confines	0.396	0.386	0.542	yn cyfyngu
confirm	0.802	0.439	0.806	cadarnhau
confirmation	0.812	0.480	0.692	cadarnhad
confirmatory	0.656	0.500	0.683	cadarnhaol
confirmed	0.760	0.490	0.764	cadarnhau
confiscate	0.250	0.625	0.482	atafaelu
confiscation	0.208	0.706	0.586	atafaelu
conflagration	0.344	0.721	0.594	conflagration
conflict	0.335	0.906	0.471	gwrthdaro
conflicting	0.173	0.738	0.553	gwrthdaro
confluence	0.677	0.598	0.565	cydlifiad
conform	0.479	0.380	0.375	cydymffurfio
conformance	0.608	0.278	0.254	cydymffurfiad
conformation	0.622	0.435	0.711	cydffurfiad
conformity	0.645	0.363	0.579	cydymffurfiad
confound	0.347	0.529	0.333	gwaradwyddus
confounded	0.333	0.528	0.264	gwaradwyddus
confront	0.281	0.760	0.746	wynebu
confrontation	0.177	0.870	0.658	gwrthdaro
confuse	0.100	0.580	0.270	drysu
confused	0.220	0.650	0.179	drysu
confusing	0.229	0.690	0.222	dryslyd
confusion	0.255	0.667	0.277	dryswch
conga	0.469	0.529	0.440	conga
congenial	0.820	0.412	0.620	cynhenus
congenital	0.448	0.434	0.427	cynhenid
congestion	0.271	0.654	0.491	tagfeydd
conglomerate	0.500	0.500	0.838	conglomerate
conglomeration	0.541	0.720	0.670	cyd-dyriad
congrats	0.930	0.726	0.775	llongyfarchiadau
congratulate	0.927	0.724	0.784	llongyfarch
congratulation	0.948	0.780	0.717	llongyfarchiadau
congratulations	0.960	0.755	0.719	llongyfarchiadau
congratulatory	0.959	0.616	0.689	llongyfarch
congregate	0.653	0.530	0.733	ymgynull
congregation	0.561	0.490	0.700	cynulleidfa
congress	0.449	0.444	0.857	cyngres
congressional	0.552	0.491	0.848	cyngresol
congressman	0.438	0.471	0.877	cyngreswr
congruence	0.656	0.472	0.577	cyfathiant
conic	0.510	0.368	0.379	conic
conical	0.490	0.422	0.471	conigaidd
conjecture	0.396	0.398	0.534	dybiaeth
conjugal	0.698	0.510	0.688	conjugal
conjugate	0.583	0.420	0.467	cyfun
conjugation	0.479	0.429	0.582	conjugation
conjunction	0.520	0.472	0.509	cyssylltiad
conjunctive	0.487	0.444	0.639	cyfunol
conjure	0.385	0.679	0.645	gonsurio
conjuring	0.224	0.653	0.694	gonsurio
conk	0.340	0.469	0.404	conc
connect	0.724	0.299	0.536	cysylltu
connected	0.816	0.550	0.612	cysylltiedig
connection	0.729	0.560	0.655	cysylltiad
connective	0.719	0.491	0.764	cysylltiol
connoisseur	0.760	0.461	0.769	connoisseur
conquer	0.694	0.873	0.971	gorchfygu
conquering	0.760	0.873	0.936	concro
conqueror	0.604	0.809	0.930	concwerwr
conquest	0.710	0.702	0.833	concwest
conscience	0.663	0.375	0.721	cydwybod
conscientious	0.688	0.404	0.688	cydwybodol
conscious	0.740	0.333	0.705	ymwybodol
consciousness	0.840	0.483	0.755	ymwybyddiaeth
conscription	0.396	0.775	0.642	consgripsiwn
consecrated	0.663	0.500	0.800	cysegredig
consecration	0.771	0.418	0.804	cysegru
consecutive	0.663	0.418	0.643	olynol
consensual	0.663	0.417	0.655	cydsyniol
consensus	0.627	0.358	0.625	consensws
consent	0.750	0.500	0.620	cydsynio
consenting	0.727	0.406	0.693	cydsynio
consequence	0.240	0.721	0.593	Canlyniad
consequent	0.663	0.471	0.625	canlyniadol
conservation	0.832	0.401	0.606	cadwraeth
conservatism	0.406	0.369	0.633	ceidwadaeth
conservative	0.615	0.316	0.788	ceidwadol
conservatory	0.635	0.240	0.729	ystafell wydr
conserve	0.690	0.347	0.573	cadw
consider	0.677	0.368	0.579	ystyried
considerable	0.653	0.314	0.683	sylweddol
considerate	0.781	0.380	0.633	ystyriol
consideration	0.589	0.380	0.687	ystyriaeth
consignee	0.635	0.385	0.602	traddodai
consignment	0.490	0.440	0.500	llwyth
consist	0.823	0.386	0.580	cynnwys
consistency	0.714	0.500	0.887	cysondeb
consistent	0.786	0.431	0.726	gyson
consolation	0.408	0.250	0.304	diddanwch
console	0.625	0.398	0.415	consol
consoled	0.700	0.343	0.452	cysuro
consolidate	0.880	0.440	0.870	cydgrynhoi
consolidated	0.700	0.366	0.784	cyfunol
consolidation	0.604	0.445	0.776	cydgrynhoi
consonant	0.500	0.347	0.417	cytsain
consort	0.632	0.509	0.630	consort
conspicuous	0.479	0.520	0.596	amlwg
conspiracy	0.125	0.787	0.652	cynllwyn
conspirator	0.271	0.786	0.707	cynllwynwr
conspire	0.206	0.740	0.520	cynllwyn
constable	0.573	0.667	0.764	cwnstabl
constancy	0.786	0.443	0.763	cysoni
constant	0.740	0.296	0.686	cyson
constantly	0.663	0.561	0.700	yn gyson
constellation	0.719	0.533	0.775	cytser
consternation	0.167	0.680	0.469	gofid
constipation	0.079	0.612	0.231	rhwymedd
constituency	0.500	0.480	0.696	etholaeth
constituent	0.573	0.500	0.827	cyfansoddol
constituents	0.573	0.414	0.833	etholwyr
constitute	0.812	0.349	0.906	cyfansoddi
constitution	0.590	0.380	0.889	cyfansoddiad
constitutional	0.633	0.418	0.827	cyfansoddiadol
constitutionality	0.612	0.439	0.853	cyfansoddiadol
constrain	0.261	0.500	0.500	cyfyngu
constrained	0.135	0.537	0.357	cyfyngu
constraint	0.323	0.550	0.481	cyfyngiad
construct	0.750	0.648	0.792	adeiladu
construction	0.848	0.612	0.759	adeiladu
constructive	0.860	0.570	0.812	adeiladol
construe	0.602	0.519	0.553	dehongli
consul	0.573	0.354	0.688	conswl
consulate	0.561	0.453	0.694	conswl
consult	0.755	0.370	0.441	ymgynghori
consultant	0.770	0.344	0.808	ymgynghorydd
consultation	0.660	0.463	0.625	ymgynghoriad
consume	0.427	0.620	0.509	bwyta
consumer	0.507	0.551	0.677	defnyddiwr
consuming	0.573	0.541	0.536	bwyta
consummate	0.551	0.540	0.558	consummate
consummation	0.583	0.676	0.661	consummation
consumption	0.390	0.531	0.538	treuliant
contact	0.719	0.424	0.526	cyswllt
contagion	0.208	0.630	0.535	heintiad
contagious	0.184	0.725	0.400	heintus
contain	0.542	0.490	0.658	cynnwys
container	0.551	0.396	0.561	cynhwysydd
containment	0.411	0.491	0.618	cyfyngiant
contaminate	0.140	0.611	0.426	halogi
contaminated	0.040	0.500	0.368	halogedig
contamination	0.125	0.610	0.375	halogiad
contemplate	0.740	0.347	0.642	myfyrio
contemplation	0.552	0.324	0.627	myfyrdod
contemplative	0.729	0.308	0.739	myfyrgar
contemporaneous	0.640	0.373	0.591	cyfoesol
contemporary	0.720	0.365	0.569	cyfoes
contempt	0.206	0.635	0.396	dirmyg
contemptible	0.146	0.657	0.471	dirmygus
contemptuous	0.204	0.500	0.375	dirmygus
contend	0.510	0.657	0.731	ymryson
contender	0.480	0.790	0.681	cystadleuydd
contending	0.490	0.698	0.716	yn ymryson
content	0.764	0.296	0.559	cynnwys
contented	0.857	0.612	0.746	bodlon
contention	0.375	0.510	0.738	cynnen
contentious	0.422	0.573	0.637	cynhennus
contentment	0.875	0.610	0.782	bodlonrwydd
contents	0.656	0.375	0.550	cynnwys
contest	0.667	0.698	0.717	gornest
contestant	0.760	0.530	0.602	cystadleuydd
context	0.531	0.300	0.553	cyd-destun
contiguous	0.375	0.450	0.500	cyffiniol
continence	0.450	0.396	0.469	ymataliaeth
continent	0.551	0.373	0.833	cyfandir
continental	0.486	0.350	0.755	cyfandirol
contingency	0.396	0.500	0.670	wrth gefn
contingent	0.470	0.531	0.659	amodol
continual	0.500	0.423	0.685	parhaus
continually	0.646	0.438	0.698	yn barhaus
continuance	0.729	0.510	0.652	parhad
continuation	0.615	0.470	0.566	parhad
continue	0.630	0.427	0.612	parhau
continued	0.635	0.440	0.500	parhau
continuing	0.667	0.500	0.520	yn parhau
continuity	0.781	0.439	0.684	parhad
continuous	0.625	0.509	0.580	parhaus
continuously	0.719	0.417	0.702	yn barhaus
continuum	0.677	0.390	0.491	continwwm
contour	0.589	0.265	0.414	cyfuchlin
contraband	0.177	0.875	0.670	contraband
contraception	0.296	0.518	0.525	atal cenhedlu
contract	0.594	0.412	0.636	contract
contracted	0.344	0.557	0.449	contractio
contractile	0.480	0.586	0.569	contractile
contracting	0.594	0.490	0.769	contractio
contraction	0.292	0.755	0.603	cyfangiad
contractor	0.592	0.479	0.727	contractwr
contradict	0.160	0.598	0.482	gwrthddweud
contradiction	0.250	0.660	0.377	gwrthddywediad
contradictory	0.365	0.651	0.421	gwrthgyferbyniol
contraption	0.448	0.590	0.491	contraption
contrary	0.327	0.449	0.338	groes
contrast	0.480	0.406	0.520	cyferbyniad
contrasted	0.521	0.538	0.491	cyferbyniol
contravene	0.357	0.618	0.472	groes
contravention	0.344	0.627	0.593	tramgwydd
contribute	0.806	0.350	0.795	cyfrannu
contribution	0.854	0.452	0.760	cyfraniad
contributor	0.844	0.510	0.760	cyfrannwr
contrite	0.347	0.363	0.473	contrite
contrition	0.347	0.583	0.463	edifeirwch
contrived	0.408	0.530	0.458	contrived
control	0.729	0.352	0.808	rheolaeth
controller	0.469	0.712	0.868	rheolydd
controlling	0.490	0.441	0.885	rheoli
controversial	0.271	0.858	0.538	dadleuol
controversy	0.250	0.819	0.600	dadl
contusion	0.167	0.565	0.509	contusion
conundrum	0.354	0.524	0.408	penbleth
convalescent	0.458	0.480	0.269	ymadfer
convection	0.521	0.494	0.526	darfudiad
convene	0.583	0.676	0.636	cynnull
convenience	0.781	0.448	0.613	cyfleustra
conveniences	0.802	0.412	0.693	cyfleusterau
convenient	0.846	0.491	0.574	cyfleus
convent	0.480	0.217	0.594	lleiandy
convention	0.622	0.622	0.704	confensiwn
conventional	0.594	0.292	0.634	confensiynol
converge	0.635	0.471	0.539	cydgyfeirio
convergence	0.551	0.491	0.625	cydgyfeiriant
convergent	0.781	0.490	0.696	cydgyfeiriol
conversant	0.724	0.360	0.542	yn gyfarwydd
conversation	0.750	0.510	0.609	sgwrs
conversational	0.719	0.431	0.596	sgyrsiol
conversationalist	0.719	0.467	0.667	sgyrsiwr
converse	0.594	0.406	0.598	sgwrsio
conversing	0.755	0.409	0.442	sgwrsio
conversion	0.480	0.605	0.736	troedigaeth
convert	0.551	0.538	0.704	trosi
converted	0.663	0.418	0.686	trosi
convertible	0.542	0.529	0.717	trosadwy
convex	0.438	0.427	0.445	amgrwm
convexity	0.449	0.354	0.484	convexity
convey	0.719	0.633	0.708	cyfleu
conveyance	0.615	0.520	0.455	trawsgludiad
conveyancing	0.375	0.479	0.663	trawsgludo
convict	0.177	0.840	0.477	euogfarn
conviction	0.615	0.704	0.826	argyhoeddiad
convince	0.708	0.539	0.763	argyhoeddi
convinced	0.750	0.500	0.630	argyhoeddedig
convincing	0.760	0.527	0.900	argyhoeddiadol
convocation	0.538	0.611	0.663	confocasiwn
convoluted	0.323	0.614	0.433	astrus
convolution	0.417	0.559	0.527	convolution
convoy	0.500	0.671	0.639	confoi
coo	0.490	0.439	0.500	coo
cook	0.847	0.500	0.412	coginio
cookbook	0.602	0.346	0.398	llyfr coginio
cooker	0.592	0.373	0.407	popty
cookery	0.633	0.368	0.345	coginio
cookie	0.792	0.306	0.250	cwci
cookies	0.823	0.451	0.316	briwsion
cooking	0.694	0.510	0.434	coginio
cookout	0.680	0.406	0.482	coginio allan
cool	0.885	0.540	0.781	cwl
coolant	0.720	0.412	0.456	oerydd
cooler	0.664	0.375	0.460	oerach
cooling	0.469	0.324	0.392	oeri
coolness	0.490	0.307	0.548	oerni
coon	0.490	0.460	0.400	cwn
coop	0.612	0.445	0.650	cwp
cooperate	0.898	0.451	0.582	cydweithredu
cooperating	0.760	0.390	0.693	cydweithredu
cooperation	0.847	0.473	0.686	cydweithrediad
cooperative	0.816	0.461	0.670	cydweithredol
coordinate	0.698	0.429	0.694	cydlynu
coordination	0.677	0.454	0.789	cydsymud
coordinator	0.750	0.510	0.850	cydlynydd
cop	0.327	0.770	0.836	cop
copacetic	0.510	0.471	0.453	copacetic
cope	0.592	0.647	0.709	ymdopi
copier	0.459	0.345	0.390	copïwr
copilot	0.640	0.538	0.573	copilot
coping	0.562	0.630	0.613	ymdopi
copious	0.427	0.462	0.527	helaeth
copper	0.580	0.260	0.500	copr
copter	0.571	0.704	0.569	copter
copy	0.460	0.240	0.263	copi
copycat	0.449	0.580	0.443	copicat
copying	0.448	0.315	0.404	copïo
copyright	0.458	0.402	0.663	hawlfraint
coral	0.802	0.231	0.425	cwrel
coral snake	0.276	0.712	0.607	neidr cwrel
cord	0.388	0.378	0.358	cordyn
cordial	0.823	0.312	0.482	cordial
cordless	0.667	0.441	0.528	diwifr
cordon	0.469	0.317	0.380	cordon
corduroy	0.570	0.324	0.357	melfaréd
core	0.721	0.378	0.540	craidd
cork	0.347	0.250	0.281	corc
corkscrew	0.427	0.443	0.445	corkscrew
corn	0.594	0.196	0.292	yd
cornball	0.479	0.378	0.325	cornball
cornbread	0.643	0.304	0.302	bara corn
cornea	0.521	0.346	0.443	gornbilen
corned	0.459	0.441	0.425	corned
corner	0.400	0.296	0.366	cornel
cornerstone	0.550	0.388	0.596	conglfaen
cornet	0.507	0.520	0.415	cornet
cornfield	0.719	0.310	0.349	maes yd
cornflakes	0.729	0.346	0.355	creision ŷd
cornice	0.458	0.441	0.295	cornis
cornstarch	0.643	0.299	0.337	starch corn
corny	0.448	0.370	0.221	corny
corollary	0.458	0.469	0.366	canlyneb
corona	0.818	0.439	0.745	corona
coronary	0.567	0.613	0.509	coronaidd
coronation	0.792	0.592	0.836	coroni
coroner	0.323	0.558	0.526	crwner
corporal	0.582	0.490	0.596	corporol
corporate	0.592	0.454	0.745	corfforaethol
corporation	0.429	0.332	0.873	gorfforaeth
corporeal	0.520	0.350	0.461	corporol
corps	0.551	0.453	0.483	corfflu
corpse	0.094	0.657	0.232	corff
corpsman	0.439	0.469	0.651	corpsman
corpus	0.543	0.340	0.490	corpws
corral	0.606	0.662	0.422	corlan
correct	0.857	0.306	0.723	gywir
correction	0.448	0.485	0.558	cywiriad
correctional	0.292	0.713	0.602	cywirol
corrective	0.448	0.528	0.613	cywirol
correctness	0.796	0.450	0.649	cywirdeb
correlation	0.596	0.462	0.571	cydberthynas
correlative	0.510	0.402	0.571	cydberthynol
correspond	0.710	0.452	0.545	gohebu
correspondence	0.663	0.423	0.491	gohebiaeth
correspondent	0.573	0.565	0.712	gohebydd
corresponding	0.740	0.423	0.618	cyfatebol
corridor	0.604	0.589	0.592	coridor
corroborate	0.671	0.471	0.616	cadarnhau
corroboration	0.625	0.431	0.733	cadarnhad
corrosion	0.156	0.610	0.348	cyrydu
corrosive	0.140	0.618	0.570	cyrydol
corrupt	0.020	0.806	0.500	llwgr
corrupting	0.062	0.804	0.380	llygru
corruption	0.052	0.830	0.549	llygredd
corsage	0.510	0.294	0.397	corsage
corse	0.448	0.451	0.382	cors
corset	0.490	0.520	0.381	corset
cortex	0.594	0.439	0.529	cortecs
cortical	0.380	0.423	0.536	cortical
cortisone	0.427	0.395	0.456	cortison
corvette	0.551	0.520	0.598	corvet
cosmetic	0.625	0.304	0.308	cosmetig
cosmetics	0.765	0.464	0.472	colur
cosmic	0.663	0.538	0.692	cosmig
cosmology	0.651	0.438	0.637	cosmoleg
cosmopolitan	0.823	0.510	0.760	cosmopolitan
cosmos	0.860	0.478	0.664	cosmos
cost	0.365	0.420	0.439	cost
costly	0.316	0.650	0.642	costus
costume	0.548	0.510	0.374	gwisg
cosy	0.847	0.255	0.518	clyd
cot	0.625	0.230	0.278	cot
cote	0.439	0.344	0.324	cot
cottage	0.600	0.279	0.361	bwthyn
cotton	0.639	0.071	0.240	cotwm
couch	0.594	0.082	0.198	soffa
cougar	0.438	0.588	0.538	cougar
cough	0.255	0.627	0.241	peswch
council	0.875	0.279	0.635	cyngor
councilman	0.531	0.367	0.793	cynghorydd
counsel	0.594	0.519	0.730	cynghor
counseling	0.667	0.480	0.704	cwnsela
counsellor	0.823	0.327	0.740	cynghorwr
counselor	0.873	0.365	0.706	cynghorwr
count	0.594	0.389	0.492	cyfrif
countdown	0.438	0.692	0.490	cyfri i lawr
countenance	0.635	0.440	0.690	wyneb
counter	0.439	0.478	0.750	cownter
counteract	0.378	0.542	0.688	gwrthweith
counterattack	0.281	0.951	0.764	gwrthymosodiad
counterbalance	0.520	0.480	0.627	gwrthbwys
counterclaim	0.398	0.760	0.651	gwrth-hawliad
counterfeit	0.094	0.694	0.451	ffug
counterpart	0.448	0.608	0.577	cymar
counterpoint	0.438	0.509	0.538	gwrthbwynt
countess	0.562	0.440	0.670	iarlles
countless	0.520	0.566	0.534	di-rif
country	0.698	0.394	0.693	gwlad
countryman	0.673	0.441	0.789	gwladwr
countrymusic	0.795	0.451	0.438	canu gwlad
countryside	0.732	0.288	0.327	cefn gwlad
counts	0.343	0.373	0.500	yn cyfri
county	0.479	0.368	0.545	Sir
coup	0.275	0.815	0.607	coup
coupe	0.479	0.460	0.482	coupe
couple	0.806	0.605	0.607	cwpl
coupled	0.612	0.286	0.650	cypledig
coupling	0.594	0.479	0.555	cyplu
coupon	0.704	0.300	0.421	cwpon
courage	0.830	0.728	0.849	dewrder
courageous	0.918	0.587	0.879	gwrol
courier	0.551	0.383	0.441	negesydd
courses	0.735	0.412	0.534	cyrsiau
coursing	0.542	0.472	0.546	cwrsio
court	0.479	0.769	0.827	llys
courteous	0.937	0.396	0.529	cwrtais
courtesy	0.927	0.287	0.431	cwrteisi
courthouse	0.571	0.503	0.818	llys
courtroom	0.385	0.670	0.887	ystafell llys
courts	0.367	0.710	0.816	llysoedd
courtship	0.667	0.490	0.654	carwriaeth
courtside	0.592	0.391	0.434	cwrt
courtyard	0.503	0.365	0.355	cwrt
cousin	0.675	0.394	0.427	cefnder
cousins	0.760	0.409	0.464	cefndryd
cove	0.500	0.304	0.370	cildraeth
coven	0.458	0.578	0.591	cwfen
covenant	0.594	0.462	0.667	cyfamod
cover	0.365	0.240	0.471	gorchudd
coverage	0.767	0.413	0.629	sylw
covered	0.562	0.340	0.644	gorchuddio
covering	0.615	0.382	0.583	gorchuddio
covert	0.500	0.570	0.508	cudd
covet	0.302	0.779	0.524	thrachwant
coveted	0.661	0.730	0.625	chwenychedig
cow	0.449	0.230	0.300	buwch
coward	0.102	0.490	0.149	llwfrgi
cowardice	0.133	0.621	0.167	llwfrdra
cowardly	0.102	0.385	0.127	llwfr
cowboy	0.594	0.625	0.695	cowboi
cowgirl	0.541	0.566	0.554	cowgirl
cowhand	0.438	0.480	0.596	cowhand
cowhide	0.458	0.324	0.333	cowhid
cowl	0.427	0.450	0.232	cwfl
coworker	0.667	0.490	0.625	cydweithiwr
coy	0.347	0.330	0.213	coi
coyote	0.459	0.471	0.387	coyote
cozy	0.910	0.356	0.545	clyd
crab	0.421	0.396	0.330	cranc
crabby	0.198	0.812	0.370	crabby
crack	0.302	0.625	0.400	crac
cracked	0.224	0.520	0.228	cracio
cracker	0.604	0.343	0.346	cracer
crackerjack	0.567	0.509	0.426	cracyrjack
cracking	0.327	0.557	0.286	cracio
crackle	0.327	0.643	0.481	clecian
crackpot	0.260	0.602	0.245	cracpot
cradle	0.776	0.194	0.333	crud
craft	0.760	0.321	0.539	crefft
crafts	0.667	0.380	0.391	crefftau
craftsman	0.719	0.310	0.583	crefftwr
craftsmanship	0.823	0.373	0.571	crefftwaith
crafty	0.589	0.679	0.783	crefftus
craig	0.448	0.449	0.490	craig
cram	0.354	0.730	0.598	cram
crammed	0.406	0.740	0.466	gorlawn
cramp	0.194	0.796	0.340	cramp
cramped	0.240	0.567	0.360	cyfyng
cranberry	0.793	0.330	0.363	llugaeronen
cranberry juice	0.622	0.321	0.281	sudd llugaeron
crane	0.396	0.417	0.589	craen
cranial	0.354	0.510	0.583	cranial
cranium	0.439	0.491	0.725	craniwm
crank	0.448	0.275	0.417	crank
cranky	0.194	0.776	0.396	cranky
cranny	0.194	0.471	0.250	cranny
crap	0.083	0.644	0.167	crap
crappy	0.039	0.582	0.208	crappy
craps	0.375	0.420	0.273	craps
crash	0.194	0.906	0.355	damwain
crass	0.223	0.490	0.466	cras
crate	0.427	0.173	0.274	crât
crater	0.450	0.647	0.529	crater
crave	0.625	0.510	0.731	chwant
craving	0.510	0.755	0.636	chwant
crawfish	0.510	0.427	0.342	cimwch yr afon
crawl	0.479	0.519	0.467	cropian
crayon	0.604	0.260	0.185	creon
crayons	0.684	0.366	0.405	creonau
craze	0.255	0.657	0.435	craze
crazed	0.153	0.877	0.417	gwallgof
craziness	0.238	0.908	0.255	gwallgofrwydd
crazy	0.156	0.843	0.321	gwallgof
creak	0.344	0.670	0.411	crych
creaking	0.302	0.743	0.415	crychu
cream	0.688	0.259	0.220	hufen
creamed	0.723	0.273	0.288	hufennog
creamer	0.594	0.192	0.269	hufenwr
creamy	0.823	0.337	0.345	hufennog
crease	0.440	0.286	0.300	crych
create	0.786	0.588	0.789	creu
creation	0.927	0.575	0.868	creu
creative	0.917	0.518	0.788	creadigol
creativity	0.938	0.684	0.815	creadigrwydd
creator	0.865	0.592	0.856	creawdwr
creature	0.669	0.625	0.620	creadur
credence	0.760	0.460	0.737	hygrededd
credential	0.735	0.337	0.597	credadwy
credentials	0.708	0.373	0.675	cymwysterau
credibility	0.875	0.427	0.809	hygrededd
credible	0.917	0.441	0.750	credadwy
credit	0.673	0.549	0.648	credyd
credit card	0.670	0.550	0.640	cerdyn credyd
creditable	0.802	0.510	0.742	hybarch
credited	0.781	0.390	0.691	credydu
crediting	0.673	0.550	0.741	credydu
creditor	0.479	0.594	0.689	credydwr
creed	0.573	0.245	0.544	credo
creek	0.552	0.392	0.330	cilfach
creep	0.354	0.647	0.361	ymlusgiad
creeper	0.429	0.558	0.366	dringwr
creeping	0.292	0.613	0.282	ymlusgo
creepy	0.125	0.861	0.373	iasol
cremation	0.084	0.620	0.420	amlosgiad
creole	0.667	0.357	0.523	creole
crepe	0.562	0.224	0.349	crêp
crescendo	0.760	0.575	0.594	crescendo
crescent	0.698	0.382	0.407	cilgant
