English Word	Valence	Arousal	Dominance	Latin Word
disrepute	0.208	0.630	0.292	contemptio
disrespect	0.062	0.637	0.302	turbidis rebus
disrespectful	0.031	0.694	0.273	impius
disrupt	0.265	0.640	0.349	perturbare
disrupting	0.186	0.557	0.339	distracting
disruption	0.235	0.735	0.436	perturbatio
disruptive	0.255	0.755	0.575	turbulentos
dissatisfaction	0.115	0.663	0.202	displicentia
dissatisfied	0.042	0.561	0.291	paenitere
dissect	0.367	0.750	0.595	dissecare
dissection	0.276	0.632	0.462	dissectio
disseminate	0.562	0.608	0.750	disseminare
dissemination	0.476	0.551	0.583	sparsis
dissension	0.250	0.618	0.414	dissensio
dissent	0.300	0.655	0.407	dissentire
dissenting	0.208	0.552	0.366	dissentientes
dissertation	0.312	0.575	0.575	dissertatione
disservice	0.250	0.794	0.480	disservice
dissident	0.350	0.582	0.413	dissidens
dissimilar	0.276	0.461	0.472	dissimile
dissipate	0.385	0.368	0.355	dissipare
dissipated	0.281	0.421	0.231	dissipatus
dissociation	0.135	0.555	0.471	dissociatio
dissociative	0.281	0.615	0.397	dissociative
dissolution	0.204	0.464	0.349	resolutionis
dissolve	0.271	0.490	0.410	dissolvere
dissonance	0.173	0.471	0.336	dissonantia
dissuade	0.482	0.500	0.350	dissuadere
distal	0.410	0.401	0.438	distalis
distance	0.233	0.317	0.418	procul
distant	0.229	0.324	0.269	longinquus
distaste	0.184	0.625	0.370	fastidium
distasteful	0.264	0.676	0.222	foedius
distillate	0.500	0.347	0.382	distillate
distillation	0.396	0.436	0.575	distillationis
distilled	0.427	0.573	0.500	decocta
distinct	0.542	0.578	0.509	distinct
distinction	0.584	0.571	0.750	distinctione
distinctive	0.885	0.520	0.604	proprium
distinguish	0.675	0.471	0.600	distinguere
distinguishable	0.635	0.530	0.727	distingui
distinguished	0.823	0.593	0.759	distinguitur
distinguishing	0.622	0.363	0.640	distinctione
distort	0.100	0.740	0.366	detorquere
distorted	0.250	0.521	0.280	deprauatum
distortion	0.299	0.570	0.380	corruptelam
distract	0.241	0.609	0.336	distract
distracted	0.194	0.392	0.213	distrahitur
distracting	0.445	0.583	0.400	distracting
distraction	0.402	0.557	0.390	distraction
distraught	0.115	0.903	0.264	amens
distress	0.073	0.840	0.396	angustia
distressed	0.143	0.771	0.324	laborantibus
distressing	0.075	0.750	0.375	miserum
distribute	0.643	0.596	0.709	distribute
distribution	0.635	0.548	0.788	distributio
distributor	0.702	0.447	0.718	distributor
district	0.438	0.327	0.660	regio
distrust	0.060	0.670	0.276	diffidentia
disturb	0.175	0.760	0.481	turbare
disturbance	0.146	0.907	0.404	commotio
disturbed	0.125	0.870	0.305	turbatus
disturbing	0.146	0.792	0.439	conturbant
disuse	0.229	0.229	0.202	desuetudinem
disused	0.250	0.302	0.186	desuetum
ditch	0.357	0.364	0.322	fossa
ditto	0.449	0.418	0.411	ditto
ditty	0.470	0.433	0.334	ditty
diurnal	0.714	0.296	0.443	diurnal
diva	0.660	0.657	0.596	diva
divan	0.750	0.202	0.262	divan
dive	0.583	0.531	0.500	dive
diver	0.594	0.520	0.564	diver
diverge	0.375	0.657	0.520	divergere
divergence	0.429	0.615	0.687	distinctio
divergent	0.449	0.660	0.587	divergent
diverging	0.417	0.613	0.573	discernuntur
divers	0.583	0.580	0.602	diversus
diverse	0.562	0.519	0.604	diverse
diversified	0.602	0.538	0.549	variatur
diversify	0.656	0.588	0.464	diversificant
diversion	0.740	0.821	0.714	distringere
diversionary	0.551	0.587	0.300	diversificant
diversity	0.806	0.472	0.711	diversitas
divert	0.344	0.622	0.407	divert
diverting	0.396	0.571	0.537	avertens
divest	0.365	0.547	0.424	exuere
divested	0.333	0.449	0.311	exutus
divestment	0.302	0.509	0.382	divestment
divide	0.333	0.520	0.417	divide
divided	0.271	0.623	0.391	divisus
dividend	0.583	0.491	0.566	dividendi
divination	0.500	0.650	0.545	divinatio
divine	0.918	0.571	0.885	Divinus
divinity	0.896	0.559	0.774	divinitas
divisible	0.323	0.462	0.411	divisibilis
division	0.370	0.481	0.472	divisio
divisor	0.344	0.517	0.455	divisor
divorce	0.042	0.700	0.385	divortium
divorcee	0.153	0.610	0.481	divortium
divulge	0.531	0.718	0.467	divulgare
divvy	0.351	0.462	0.429	divvy
dizziness	0.229	0.555	0.254	vertigo
dizzy	0.199	0.582	0.193	angustiæ
do	0.670	0.548	0.536	do
doable	0.760	0.404	0.675	agibile
doc	0.458	0.317	0.392	doc
docile	0.604	0.259	0.264	docilis
dock	0.490	0.409	0.481	navale
docked	0.281	0.754	0.398	navale
docket	0.505	0.509	0.607	docket
docking	0.354	0.596	0.587	docking
doctor	0.700	0.531	0.861	doctor
doctorate	0.776	0.479	0.841	doctoratus
doctrinal	0.510	0.373	0.673	doctrinale
doctrine	0.500	0.394	0.769	doctrina
document	0.594	0.240	0.667	documentum
documentary	0.622	0.213	0.596	litterarum
documentation	0.719	0.290	0.667	documentum
documents	0.530	0.250	0.587	documenta
dodge	0.333	0.760	0.509	ictos
dodger	0.427	0.454	0.490	dodger
dodging	0.396	0.654	0.382	evadentes
dodgy	0.281	0.510	0.254	acturum
dodo	0.438	0.306	0.353	dodo
doe	0.550	0.336	0.336	doe
doer	0.724	0.550	0.728	auctor
dog	0.704	0.500	0.407	canis
dogface	0.219	0.470	0.264	dogface
dogged	0.255	0.750	0.594	sequitur 
doggy	0.646	0.491	0.404	catulum
doghouse	0.438	0.417	0.340	cubile caninum
dogma	0.530	0.460	0.719	dogma
dogmatic	0.448	0.520	0.654	dogmaticum
dogsick	0.571	0.490	0.377	canes
doings	0.604	0.491	0.705	adinvicem
doit	0.500	0.519	0.392	facite
dojo	0.500	0.435	0.455	dojo
doldrums	0.229	0.425	0.266	doldrums
dole	0.448	0.402	0.348	dole
doll	0.729	0.321	0.330	pupa
dollar	0.755	0.632	0.694	pupa
dollhouse	0.643	0.245	0.363	dollhouse
dolor	0.167	0.635	0.375	dolor
dolphin	0.776	0.350	0.414	delphini
domain	0.573	0.549	0.828	domain
dome	0.620	0.398	0.509	testudine
domestic	0.729	0.327	0.500	domesticus
domesticated	0.635	0.360	0.294	domi
domestication	0.594	0.390	0.435	domestication
domicile	0.604	0.292	0.529	domicilium
domiciled	0.542	0.340	0.516	domicilium
dominance	0.542	0.775	0.839	dominatum
dominant	0.406	0.854	0.893	dominans
dominate	0.439	0.814	0.953	dominari
dominating	0.427	0.769	0.902	dominandi
domination	0.505	0.786	0.959	dominatio
dominatrix	0.390	0.727	0.709	dominatrix
dominion	0.542	0.704	0.890	dominium
domino	0.594	0.510	0.473	domino
don	0.646	0.454	0.702	don
donate	0.774	0.462	0.577	datum
donation	0.792	0.398	0.602	donation
donkey	0.406	0.367	0.245	asinus
donor	0.714	0.490	0.653	donatoris
dontlikeyou	0.055	0.500	0.282	dontlikeyou
dontmess	0.396	0.482	0.440	dontmess
dontmesswithme	0.312	0.635	0.440	dontmesswithme
dontpanic	0.469	0.465	0.425	Noli perterreri
dontunderstand	0.219	0.357	0.271	dontunderstand
doodle	0.604	0.402	0.376	Doodle
doom	0.073	0.750	0.442	malum
doomed	0.041	0.755	0.301	damnatus
doomsday	0.125	0.861	0.670	superi
door	0.549	0.189	0.421	ianua
doorbell	0.564	0.500	0.307	tintinabulum
doorknob	0.406	0.553	0.462	doorknob
doorman	0.570	0.371	0.491	ostiarius
doormat	0.458	0.269	0.267	doormat
doornail	0.459	0.370	0.423	doornail
doorstep	0.531	0.274	0.391	limen
doorway	0.573	0.304	0.496	ostium
dopamine	0.548	0.469	0.426	dopamine
dope	0.295	0.855	0.425	dope
dopey	0.320	0.380	0.365	dopey
dork	0.272	0.519	0.361	dork
dorky	0.302	0.480	0.390	dorky
dorm	0.719	0.194	0.327	dorm
dormant	0.385	0.245	0.245	sopitam
dormitory	0.633	0.204	0.382	dormitorium
dorsal	0.449	0.360	0.445	dorsal
dosage	0.344	0.450	0.490	dosis
dose	0.458	0.490	0.427	dose
dossier	0.357	0.380	0.544	instrumentum
dot	0.434	0.290	0.391	dot
doting	0.888	0.415	0.426	amantes
dotted	0.480	0.347	0.426	punctatum
dotty	0.375	0.402	0.393	dotty
double	0.677	0.378	0.569	duplici
doubled	0.427	0.536	0.560	duplicatus
doublet	0.420	0.431	0.500	doublet
doubling	0.459	0.452	0.464	geminatio
doubt	0.395	0.351	0.231	dubium
doubtful	0.250	0.465	0.241	dubium
doubting	0.224	0.560	0.189	dubitans
doubtless	0.688	0.415	0.689	sine dubio
doubts	0.306	0.448	0.305	dubia
douche	0.490	0.413	0.397	douche
douchebags	0.327	0.587	0.366	douchebags 
dough	0.588	0.229	0.391	corrumpit
doughboy	0.365	0.443	0.396	doughboy
doughnut	0.663	0.380	0.279	doughnut
dour	0.360	0.404	0.325	dour
douse	0.365	0.453	0.412	douse
dove	0.729	0.235	0.437	columba
down	0.208	0.330	0.264	deorsum
downcast	0.071	0.500	0.222	dejectus
downer	0.120	0.594	0.226	downer
downfall	0.200	0.717	0.182	ruinae
downfield	0.521	0.330	0.380	downfield
downhearted	0.119	0.461	0.255	animo
downhill	0.292	0.573	0.279	declivis
download	0.602	0.490	0.503	download
downpour	0.328	0.602	0.481	imbrem
downright	0.625	0.454	0.679	plane
downriver	0.542	0.469	0.279	downriver
downside	0.190	0.400	0.246	eluuntur
downtime	0.240	0.226	0.324	downtime
downward	0.188	0.347	0.255	deorsum
downy	0.630	0.170	0.255	lanugine
dowry	0.604	0.453	0.544	dos
doze	0.592	0.200	0.405	doze
dozen	0.583	0.343	0.425	dozen 
drab	0.327	0.300	0.242	moecha
draft	0.438	0.360	0.351	captura
drafty	0.458	0.500	0.518	drafty
drag	0.388	0.606	0.348	drag
dragon	0.541	0.821	0.712	draco
dragonfly	0.571	0.373	0.357	damselfly
drain	0.277	0.470	0.222	exhaurire
drainage	0.219	0.354	0.307	INCILE
drained	0.310	0.441	0.352	exhausit
draining	0.337	0.396	0.304	haurientes
drainpipe	0.417	0.413	0.277	drainpipe
drake	0.467	0.411	0.452	drake
drama	0.430	0.755	0.481	drama
dramaqueen	0.337	0.682	0.482	drama regina
dramatic	0.367	0.780	0.443	dramaticus
drape	0.417	0.439	0.404	drape
drapery	0.479	0.220	0.223	vellis
drastic	0.194	0.839	0.657	vehemens
drat	0.302	0.516	0.409	drat
draught	0.465	0.245	0.316	captura
draw	0.704	0.449	0.481	haurire
drawback	0.302	0.422	0.148	Incommodum
drawbridge	0.551	0.557	0.438	pons
drawer	0.429	0.196	0.292	drawer
drawers	0.539	0.260	0.236	femoralia
drawing	0.698	0.216	0.333	drawing
dread	0.153	0.792	0.368	formido
dreaded	0.122	0.706	0.460	timuerunt
dreadful	0.092	0.786	0.348	horribilis
dreadfully	0.246	0.806	0.306	horribiliter
dreading	0.125	0.760	0.377	veritus
dream	0.844	0.157	0.328	somnium
dreamboat	0.776	0.491	0.458	dreamboat
dreamer	0.820	0.394	0.455	fictor
dreaming	0.854	0.320	0.336	somniantes
dreamland	0.844	0.471	0.566	dreamland
dreams	0.865	0.415	0.530	somnia
dreamt	0.812	0.380	0.518	somniavit
dreamy	0.837	0.350	0.500	SOMNICULOSUS
dreary	0.260	0.490	0.324	acidus
dredge	0.427	0.445	0.444	INCRIBRO
drenched	0.302	0.361	0.388	perfunditur
dress	0.760	0.300	0.345	habitu
dresser	0.604	0.398	0.473	vinitor
dressmaker	0.698	0.460	0.483	dressmaker
dressy	0.800	0.570	0.696	dressy
dribble	0.417	0.551	0.465	STILLO
dried	0.427	0.260	0.385	exaruit
drier	0.306	0.347	0.392	sicciore
drift	0.316	0.520	0.375	summa
drifted	0.312	0.542	0.310	ibat
drifter	0.449	0.512	0.391	drifter 
driftwood	0.321	0.283	0.439	driftwood
drill	0.250	0.602	0.573	terebro
drink	0.650	0.552	0.474	bibere
drinker	0.365	0.735	0.441	potator
drinking	0.562	0.459	0.317	bibens
drinks	0.729	0.656	0.412	bibit
drip	0.392	0.193	0.175	distillans
dripping	0.302	0.257	0.267	cadendo
drive	0.625	0.689	0.713	coegi
drivel	0.398	0.469	0.463	drivel
driver	0.553	0.538	0.637	exactoris
driveway	0.612	0.392	0.689	driveway
drizzle	0.521	0.353	0.319	Proin
droll	0.459	0.573	0.422	nugae
drone	0.429	0.686	0.596	fucus
drones	0.398	0.577	0.588	fuci
drool	0.385	0.398	0.204	drool
drooping	0.245	0.558	0.353	demissa
droopy	0.438	0.350	0.297	cescente
drop	0.479	0.321	0.291	stilla
droplet	0.625	0.208	0.194	domi
dropout	0.253	0.550	0.481	dropout 
dropper	0.333	0.216	0.236	dropper
drought	0.133	0.353	0.267	siccitas
drove	0.541	0.528	0.623	drove
drown	0.071	0.860	0.270	demergat
drowsiness	0.260	0.194	0.303	dantes symbola
drowsy	0.375	0.180	0.240	somnum faciente
drudgery	0.094	0.522	0.241	tares
drug	0.214	0.790	0.453	medicamento
drug dealing	0.042	0.843	0.500	medicamento agi
drugged	0.102	0.750	0.321	offam
druggist	0.240	0.561	0.417	unctiones
drugs	0.167	0.750	0.368	medicinae
drugstore	0.490	0.343	0.518	drugstore
druid	0.517	0.445	0.481	druid
drum	0.615	0.679	0.339	tympanum
drummer	0.646	0.700	0.564	tympanista
drumming	0.594	0.750	0.426	icta
drunk	0.194	0.800	0.250	ebrius
drunk driving	0.073	0.900	0.306	ebrius incessus
drunkard	0.240	0.873	0.250	ebrius
drunken	0.155	0.849	0.250	ebrius
drunkenness	0.214	0.774	0.336	ebrietas
dry	0.363	0.169	0.311	sicco
dryer	0.479	0.343	0.277	dryer
dryness	0.292	0.296	0.263	siccitas
dual	0.573	0.330	0.384	dual
dualism	0.490	0.406	0.536	dualism
duality	0.438	0.520	0.503	dualitas
dub	0.510	0.480	0.387	dub
dubious	0.414	0.480	0.198	dubius
duchess	0.656	0.548	0.711	ducissa
duck	0.594	0.337	0.236	anatis
ducking	0.344	0.573	0.294	ducking
duckling	0.602	0.353	0.263	anaticula
ducky	0.520	0.430	0.368	cumminosum
duct	0.449	0.435	0.430	ductus
ductile	0.508	0.420	0.433	ductile
dud	0.167	0.455	0.246	dud
dude	0.809	0.356	0.615	dude
duds	0.347	0.311	0.339	duds
due	0.562	0.340	0.467	due
duel	0.271	0.696	0.589	duellum
dues	0.367	0.461	0.288	dues
duet	0.694	0.693	0.527	duet
duffel	0.500	0.400	0.384	duffel
dugout	0.490	0.370	0.463	dugout
duh	0.357	0.461	0.364	duh
duke	0.667	0.440	0.669	dux
dull	0.194	0.120	0.185	hebes
dullard	0.450	0.480	0.365	hebes
dumb	0.188	0.330	0.151	mutus
dumbasses	0.316	0.590	0.363	dumbasses
dumbbell	0.302	0.469	0.364	dumbbell
dumbbitch	0.281	0.636	0.393	dumbbitch
dumfound	0.271	0.551	0.295	dumfound
dumfounder	0.406	0.481	0.400	dumfounder
dummy	0.440	0.144	0.250	phantasma
dump	0.345	0.500	0.370	TUBER 
dumpling	0.580	0.321	0.360	dumpling
dumps	0.302	0.583	0.365	dumps
dumpster	0.229	0.418	0.101	receptaculum
dun	0.458	0.431	0.339	dun
dunce	0.188	0.327	0.146	dunc
dune	0.459	0.173	0.414	dune
dung	0.104	0.549	0.149	stercus
dungeon	0.276	0.608	0.440	lacum
dunk	0.406	0.333	0.475	Suspendisse cursus
duo	0.510	0.500	0.447	duo
dupe	0.184	0.760	0.327	inlusor
duplex	0.592	0.452	0.467	duplex
duplicate	0.521	0.490	0.338	duplicare
duplication	0.480	0.564	0.577	duplicatio
duplicity	0.406	0.500	0.578	duplicity
durability	0.750	0.398	0.813	firmitatem
durable	0.740	0.294	0.688	durabilis
duration	0.656	0.370	0.536	tempus
duress	0.302	0.569	0.612	coactus
dusk	0.532	0.276	0.519	vespera
dusky	0.229	0.528	0.324	fuscus
dust	0.344	0.246	0.241	pulvis
duster	0.408	0.265	0.296	PENICULUS
dustpan	0.609	0.466	0.371	dustpan
dusty	0.406	0.294	0.255	pulverulenta
dutiful	0.724	0.245	0.585	officiosus
duty	0.583	0.579	0.651	officium
dwarf	0.370	0.340	0.288	pumilio
dwarfed	0.365	0.265	0.293	devoratur
dweeb	0.354	0.446	0.327	dweeb
dwell	0.698	0.245	0.611	habitatio
dweller	0.615	0.304	0.500	habitatio
dwelling	0.765	0.330	0.481	habitatio
dye	0.479	0.314	0.371	tinctura
dying	0.040	0.664	0.422	mori
dyke	0.438	0.396	0.566	fossatum
dynamic	0.724	0.750	0.836	dynamic
dynamical	0.786	0.730	0.827	dynamical
dynamics	0.745	0.682	0.774	dynamics
dynamite	0.344	0.860	0.783	dynamite
dynamo	0.531	0.650	0.593	dynamo
dynasty	0.725	0.588	0.936	dynastia
dysentery	0.260	0.528	0.345	dysenteria
dysfunction	0.156	0.410	0.386	Praesent
dysfunctional	0.125	0.558	0.307	dysfunctional
dyspepsia	0.212	0.470	0.460	dyspepsia
eager	0.521	0.812	0.306	cupidus
eagerness	0.406	0.621	0.443	cupiditas
eagle	0.604	0.594	0.679	aquilae
ear	0.469	0.216	0.231	auris
earful	0.533	0.462	0.443	earful
earl	0.582	0.461	0.794	comitis
earlier	0.562	0.352	0.339	ante
early	0.633	0.373	0.426	mane
earn	0.865	0.769	0.817	earn
earnest	0.653	0.380	0.670	studiose
earnestly	0.847	0.490	0.717	vehementer
earnestness	0.812	0.373	0.615	intentio
earnings	0.938	0.650	0.875	earnings
earpiece	0.583	0.286	0.452	earpiece
earring	0.583	0.520	0.500	inauris
earrings	0.676	0.346	0.517	inaures
earshot	0.552	0.332	0.408	auriculae
earth	0.750	0.225	0.614	terra
earthenware	0.552	0.210	0.320	fictile
earthling	0.531	0.412	0.570	terrestris
earthly	0.625	0.318	0.518	terrenus
earthquake	0.073	0.930	0.812	terrae motus
earthy	0.375	0.413	0.404	terrenus
ease	0.796	0.385	0.491	otium
easel	0.694	0.340	0.527	easel
easement	0.479	0.345	0.302	servitute
easily	0.885	0.279	0.453	facile
east	0.510	0.250	0.317	orientem
eastbound	0.541	0.408	0.402	eastbound
eastern	0.521	0.420	0.480	orientem
easy	0.865	0.194	0.373	facilis
easygoing	0.823	0.276	0.538	facilis exitus
eat	0.731	0.500	0.464	manducare
eater	0.459	0.337	0.510	ficedula
eating	0.847	0.491	0.615	comedere
eatingdisorders	0.365	0.608	0.508	manducans perturbationes
eavesdrop	0.375	0.710	0.368	auscultatio
eavesdropping	0.490	0.380	0.441	auscultatio
ebb	0.354	0.451	0.404	reciprocus
ebony	0.490	0.317	0.400	hebenum
ebullient	0.659	0.856	0.746	ebullient
eccentric	0.531	0.806	0.721	eccentrici
eccentricity	0.408	0.735	0.745	eccentricitas
ecclesiastical	0.673	0.270	0.660	ecclesiasticae
echelon	0.490	0.404	0.425	obliquum
echinacea	0.592	0.418	0.454	echinacea
echo	0.573	0.373	0.345	Echo
eclectic	0.646	0.542	0.508	eclectic
eclipse	0.541	0.469	0.616	eclipse
ecliptic	0.531	0.520	0.556	ecliptic
ecological	0.885	0.290	0.607	fringilla
economic	0.561	0.408	0.639	oeconomica
economical	0.667	0.564	0.673	oeconomica
economics	0.625	0.481	0.632	oeconomica
economy	0.583	0.434	0.771	oeconomia
ecosystem	0.729	0.259	0.633	ecosystem
ecstasy	0.796	0.922	0.655	excessus
ecstatic	0.875	0.769	0.742	exstaticum
ecumenical	0.561	0.450	0.547	oecumenicum
eddy	0.500	0.394	0.350	barathrum
edema	0.250	0.519	0.318	hydropicus
edge	0.439	0.470	0.468	acies
edging	0.479	0.394	0.370	ora
edgy	0.281	0.895	0.306	edgy
edible	0.750	0.425	0.497	edulis
edict	0.316	0.547	0.560	edictum
edification	0.625	0.481	0.697	aedificatio
edifice	0.551	0.403	0.610	aedificium
edit	0.510	0.410	0.544	edit
editing	0.604	0.404	0.493	emendo
edition	0.542	0.455	0.564	ed
editor	0.772	0.431	0.673	editor
editorial	0.583	0.330	0.570	editorial
educate	0.760	0.380	0.728	educare
educated	0.816	0.297	0.625	educatus
education	0.896	0.275	0.840	educatione
educational	0.745	0.457	0.764	educationis
educator	0.827	0.317	0.845	educator
eeeek	0.367	0.540	0.349	eeeek
eeek	0.333	0.490	0.302	eeek
eek	0.292	0.529	0.343	eek
eel	0.292	0.564	0.487	anguillae
eerie	0.265	0.771	0.442	superstitio
effect	0.570	0.518	0.608	effectus
effective	0.844	0.632	0.891	efficax
effectiveness	0.640	0.654	0.812	efficaciam
effects	0.470	0.578	0.379	effectus
effectual	0.776	0.559	0.820	efficax
effectually	0.724	0.500	0.594	efficaciter
effectuate	0.510	0.602	0.679	effectuate
effeminate	0.337	0.619	0.291	effeminare
efficacious	0.823	0.698	0.845	efficax
efficacy	0.802	0.490	0.906	efficacia
efficiency	0.802	0.509	0.892	efficientiam
efficient	0.959	0.604	0.830	efficientis
effigy	0.510	0.440	0.401	effigies
effort	0.698	0.778	0.858	conatus
effortless	0.626	0.090	0.352	sine labore
effusion	0.344	0.730	0.472	effusio
effyou	0.354	0.529	0.490	effyou
egg	0.684	0.241	0.293	ovum
egghead	0.316	0.492	0.284	ovi
eggnog	0.635	0.360	0.259	eggnog
eggplant	0.592	0.152	0.323	eggplant
eggshell	0.408	0.269	0.212	ovi
ego	0.328	0.576	0.593	ego
egomaniac	0.133	0.708	0.596	egomaniac
egotistical	0.156	0.667	0.363	egotistical
egregious	0.150	0.716	0.442	egregius
egress	0.490	0.429	0.287	exitus
eight	0.540	0.199	0.315	octingenti
eighteen	0.523	0.340	0.404	duodeviginti
eighth	0.531	0.226	0.380	octavo
eighty	0.500	0.300	0.453	octoginta
ejaculate	0.604	0.896	0.604	ejaculate
ejaculation	0.615	0.893	0.547	exclamatio
eject	0.434	0.656	0.559	eject
ejection	0.188	0.836	0.554	deductio
elaborate	0.561	0.367	0.680	elaborare
elaboration	0.708	0.500	0.598	elaboratio
elan	0.562	0.367	0.500	elan
elapse	0.514	0.440	0.455	elapso
elapsed	0.583	0.451	0.493	elapsus
elastic	0.656	0.518	0.385	elastica
elasticity	0.635	0.452	0.582	elasticitas
elated	0.792	0.960	0.725	elatus
elation	0.740	0.853	0.623	elatio
elbow	0.448	0.133	0.254	cubitus
eld	0.471	0.292	0.451	senex
elder	0.448	0.153	0.462	senior 
elders	0.602	0.260	0.441	seniores
eldest	0.625	0.471	0.741	maximus natu
elect	0.667	0.554	0.661	eligere
election	0.625	0.519	0.651	electio
elective	0.612	0.380	0.623	electivus
elector	0.479	0.520	0.766	electoris
electoral	0.490	0.631	0.602	comitiorum
electorate	0.560	0.380	0.696	electorate
electric	0.458	0.708	0.512	electrico
electric slide	0.542	0.660	0.536	electrica slide
electrical	0.531	0.620	0.688	electrical
electrician	0.449	0.590	0.620	electrician
electricity	0.698	0.810	0.733	electricity
electrify	0.520	0.769	0.737	electrify
electrocute	0.271	0.731	0.555	electrocute
electrocution	0.177	0.844	0.692	electrocution
electromagnetic	0.531	0.632	0.683	electro
electron	0.520	0.455	0.560	electronica
electronic	0.571	0.490	0.704	electronic
electronics	0.708	0.545	0.574	electronics
elegance	0.918	0.396	0.824	elegantia
elegant	0.865	0.500	0.685	elegans
element	0.531	0.259	0.481	elementum
elemental	0.627	0.306	0.711	elemental
elementary	0.594	0.286	0.686	elementaris
