English Word	Valence	Arousal	Dominance	Odia Word
deluge	0.245	0.714	0.612	ବନ୍ୟା
delusion	0.344	0.647	0.400	ଭ୍ରାନ୍ତି |
delusional	0.219	0.745	0.327	ଭ୍ରମାତ୍ମକ |
deluxe	0.792	0.612	0.755	ଡିଲକ୍ସ
delve	0.469	0.529	0.684	delve
demand	0.292	0.673	0.500	ଚାହିଦା |
demanding	0.396	0.750	0.828	ଦାବି
demeaned	0.271	0.520	0.212	ନିନ୍ଦିତ |
demeaning	0.104	0.645	0.308	ଅପମାନ
demeanor	0.633	0.433	0.657	ବ୍ୟବହାର
demented	0.088	0.787	0.309	ଡିମେନ୍ଡ୍ |
dementia	0.092	0.779	0.337	ଡିମେନ୍ସିଆ
demise	0.104	0.596	0.456	ବିନାଶ
demo	0.510	0.314	0.423	ଡେମୋ
democracy	0.680	0.500	0.840	ଗଣତନ୍ତ୍ର
democrat	0.582	0.400	0.755	ଗଣତାନ୍ତ୍ରିକ
democratic	0.802	0.519	0.798	ଗଣତାନ୍ତ୍ରିକ
demographic	0.459	0.356	0.594	ଜନସଂଖ୍ୟା
demolish	0.125	0.632	0.700	ଭାଙ୍ଗିବା
demolished	0.271	0.647	0.353	ଭାଙ୍ଗିଗଲା
demolition	0.133	0.827	0.541	ଭଙ୍ଗା
demon	0.037	0.908	0.509	ଭୂତ
demonic	0.146	0.875	0.600	ଭୂତ
demonstrable	0.735	0.471	0.749	ପ୍ରଦର୍ଶନଯୋଗ୍ୟ
demonstrate	0.771	0.552	0.839	ପ୍ରଦର୍ଶନ
demonstrated	0.617	0.500	0.649	ପ୍ରଦର୍ଶନ
demonstrating	0.698	0.571	0.693	ପ୍ରଦର୍ଶନ
demonstration	0.551	0.676	0.679	ପ୍ରଦର୍ଶନ
demonstrative	0.656	0.528	0.736	ପ୍ରଦର୍ଶନକାରୀ |
demonstrator	0.520	0.598	0.733	ପ୍ରଦର୍ଶନକାରୀ
demoralized	0.082	0.590	0.149	ବିଚଳିତ
demos	0.418	0.370	0.368	ଡେମୋ
demure	0.690	0.315	0.417	demure
den	0.510	0.347	0.398	ଗୁମ୍ଫା
deniability	0.230	0.509	0.417	ଅସ୍ୱୀକାର
denial	0.194	0.435	0.318	ଅସ୍ୱୀକାର
denied	0.188	0.604	0.333	ଅସ୍ୱୀକାର
denim	0.520	0.382	0.327	ଡେନିମ୍
denomination	0.490	0.363	0.429	ନାମ
denominational	0.458	0.375	0.679	ନାମକରଣ
denominator	0.450	0.410	0.613	ଭେଦ
denote	0.448	0.471	0.534	ସୂଚାନ୍ତୁ
denounce	0.083	0.780	0.426	ନିନ୍ଦା
dense	0.354	0.343	0.536	ଘନ
density	0.602	0.471	0.561	ଘନତା
dent	0.306	0.606	0.325	ଦନ୍ତ
dental	0.573	0.404	0.463	ଦାନ୍ତ
dentist	0.479	0.620	0.642	ଦନ୍ତ ଚିକିତ୍ସକ
dentistry	0.429	0.570	0.569	ଦନ୍ତ ଚିକିତ୍ସା
dentists	0.364	0.600	0.582	ଦନ୍ତ ଚିକିତ୍ସକ
denunciation	0.146	0.830	0.561	ନିନ୍ଦା
deny	0.316	0.667	0.321	ଅସ୍ୱୀକାର କର |
denying	0.080	0.542	0.272	ଅସ୍ୱୀକାର
deodorant	0.480	0.265	0.269	ଡିଓଡୋରାଣ୍ଟ |
depart	0.398	0.480	0.444	ବିଦାୟ
departed	0.245	0.536	0.391	ଚାଲିଗଲା
department	0.708	0.358	0.642	ବିଭାଗ
departmental	0.612	0.422	0.446	ବିଭାଗୀୟ
departure	0.573	0.500	0.426	ପ୍ରସ୍ଥାନ
depend	0.388	0.429	0.358	ନିର୍ଭର କରେ |
dependable	0.880	0.357	0.741	ନିର୍ଭରଯୋଗ୍ୟ
dependant	0.357	0.404	0.451	ନିର୍ଭରଶୀଳ |
dependence	0.250	0.451	0.433	ନିର୍ଭରଶୀଳତା |
dependency	0.429	0.365	0.356	ନିର୍ଭରଶୀଳତା |
dependent	0.354	0.455	0.404	ନିର୍ଭରଶୀଳ |
depict	0.663	0.529	0.723	ଚିତ୍ରଣ
depicting	0.490	0.566	0.602	ଚିତ୍ରଣ
depletion	0.153	0.370	0.236	ହ୍ରାସ
deplorable	0.135	0.657	0.230	ଦୁ or ଖଦାୟକ
deplore	0.135	0.575	0.373	ଦୁ ore ଖ
deploy	0.500	0.520	0.585	ନିୟୋଜନ କରନ୍ତୁ |
deployment	0.510	0.520	0.612	ନିୟୋଜନ
deport	0.167	0.667	0.546	ନିର୍ବାସନ
deportation	0.104	0.786	0.450	ନିର୍ବାସନ
depose	0.286	0.420	0.451	ଜମା କରନ୍ତୁ |
deposit	0.540	0.379	0.483	ଜମା
depositary	0.604	0.431	0.500	ଜମାକାରୀ
deposition	0.394	0.510	0.471	ଜମା
depository	0.551	0.373	0.481	ଜମାକାରୀ
depot	0.635	0.255	0.471	ଡିପୋ
depraved	0.031	0.837	0.395	ଖରାପ
depravity	0.115	0.854	0.453	ଅପବିତ୍ରତା |
depreciate	0.270	0.623	0.445	ଅବନତି
depreciated	0.135	0.672	0.250	ଅବନତି
depreciation	0.143	0.571	0.386	ଅବନତି
depress	0.219	0.635	0.528	ଉଦାସ
depressed	0.024	0.445	0.136	ଉଦାସ
depressing	0.146	0.559	0.216	ଉଦାସୀନ
depression	0.031	0.520	0.232	ଉଦାସୀନତା
depressive	0.143	0.434	0.202	ଉଦାସୀନ
depresson	0.135	0.400	0.308	ଡିପ୍ରେସନ୍
deprivation	0.194	0.610	0.413	ବ iv ୍ଚିତ
deprive	0.271	0.591	0.340	ବଞ୍ଚିତ
deprived	0.354	0.506	0.536	ବଞ୍ଚିତ
depth	0.708	0.561	0.759	ଗଭୀରତା
deputy	0.429	0.530	0.787	ଡେପୁଟି
derail	0.108	0.802	0.375	ଖରାପ
deranged	0.376	0.868	0.357	ବିଚଳିତ |
derelict	0.208	0.470	0.237	ବିଲୋପ
derision	0.265	0.670	0.292	ଉପହାସ
derivation	0.521	0.519	0.644	derivation
derivative	0.541	0.491	0.508	derivative
derive	0.396	0.324	0.360	ପ୍ରାପ୍ତ କରନ୍ତୁ
dermal	0.385	0.406	0.443	ଚର୍ମ
dermatologist	0.531	0.358	0.528	ଚର୍ମରୋଗ ବିଶେଷଜ୍ଞ |
dermatology	0.422	0.500	0.556	ଚର୍ମ ରୋଗ
derogation	0.208	0.460	0.327	ଅପମାନ
derogatory	0.122	0.580	0.404	ଅପମାନ
descend	0.385	0.535	0.231	ତଳକୁ
descendant	0.684	0.420	0.625	ବଂଶଧର
descendent	0.391	0.480	0.565	ବଂଶଧର
descending	0.219	0.493	0.250	ଅବତରଣ
descent	0.300	0.402	0.158	ବଂଶ
describe	0.542	0.472	0.555	ବର୍ଣ୍ଣନା କର |
description	0.582	0.425	0.596	ବର୍ଣ୍ଣନା
descriptive	0.667	0.352	0.570	ବର୍ଣ୍ଣନାକାରୀ
desecrate	0.255	0.806	0.509	ଅପମାନ
desecration	0.125	0.833	0.564	ଅପମାନ
desert	0.469	0.279	0.389	ମରୁଭୂମି
deserted	0.156	0.480	0.214	ପରିତ୍ୟକ୍ତ
deserter	0.122	0.710	0.366	ମରୁଭୂମି
desertion	0.122	0.630	0.289	ତ୍ୟାଗ
deserve	0.802	0.436	0.613	ଯୋଗ୍ୟ
deserved	0.781	0.582	0.689	ଯୋଗ୍ୟ
deserving	0.802	0.596	0.858	ଯୋଗ୍ୟ
design	0.796	0.327	0.632	ଡିଜାଇନ୍
designate	0.531	0.538	0.683	ନିଯୁକ୍ତ କରନ୍ତୁ |
designated	0.500	0.412	0.616	ନିଯୁକ୍ତ
designation	0.612	0.571	0.675	ପଦବୀ
designed	0.745	0.380	0.595	ପରିକଳ୍ପିତ |
designer	0.875	0.519	0.670	ଡିଜାଇନର୍
designing	0.792	0.355	0.552	ଡିଜାଇନ୍
desirability	0.684	0.550	0.675	ଅଭିଳାଷ
desirable	0.740	0.735	0.750	ଅଭିଳାଷୀ |
desire	0.896	0.692	0.647	ଇଚ୍ଛା
desiring	0.814	0.821	0.632	ଇଚ୍ଛା
desirous	0.719	0.824	0.562	ଇଚ୍ଛା
desist	0.220	0.358	0.291	ବନ୍ଦ କର |
desk	0.510	0.135	0.422	ଡେସ୍କ
desolate	0.104	0.320	0.228	ଜନଶୂନ୍ୟ
desolation	0.073	0.481	0.273	ଧ୍ୱଂସ
despair	0.115	0.794	0.245	ନିରାଶ
despairing	0.073	0.735	0.286	ହତାଶ
despatch	0.448	0.400	0.613	ପଠାନ୍ତୁ
desperado	0.260	0.745	0.361	desperado
desperate	0.083	0.842	0.337	ହତାଶ |
desperation	0.125	0.904	0.419	ନିରାଶା
despicable	0.146	0.710	0.255	ଘୃଣ୍ୟ
despise	0.167	0.745	0.296	ତୁଚ୍ଛ
despondent	0.133	0.378	0.221	ନିରାଶ
despotic	0.141	0.824	0.592	ଘୃଣ୍ୟ
despotism	0.255	0.696	0.620	ଦେଶପ୍ରେମ
dessert	0.755	0.491	0.404	ମିଠା
destination	0.708	0.471	0.637	ଗନ୍ତବ୍ୟସ୍ଥଳ
destined	0.698	0.462	0.617	ଧାର୍ଯ୍ୟ
destiny	0.781	0.413	0.611	ଭାଗ୍ୟ
destitute	0.130	0.451	0.222	ଦରିଦ୍ର
destroy	0.046	0.935	0.635	ବିନାଶ କର |
destroyed	0.031	0.696	0.288	ଧ୍ୱଂସ
destroyer	0.083	0.830	0.543	ବିନାଶକାରୀ |
destroying	0.041	0.828	0.660	ବିନାଶ
destruct	0.071	0.868	0.525	ବିନାଶ
destruction	0.102	0.929	0.613	ବିନାଶ
destructive	0.177	0.870	0.713	ବିନାଶକାରୀ |
detach	0.357	0.625	0.450	ବିଚ୍ଛିନ୍ନ କର |
detached	0.280	0.396	0.216	ଅଲଗା
detachment	0.243	0.700	0.443	ବିଚ୍ଛିନ୍ନତା
detail	0.514	0.406	0.528	ସବିଶେଷ
detailed	0.603	0.314	0.472	ବିସ୍ତୃତ
details	0.583	0.367	0.481	ବିବରଣୀ
detain	0.351	0.345	0.430	ବନ୍ଦ କର
detainee	0.306	0.510	0.321	ବନ୍ଦୀ
detect	0.531	0.520	0.565	ଚିହ୍ନଟ କର |
detectable	0.479	0.539	0.649	ଚିହ୍ନଟଯୋଗ୍ୟ |
detection	0.708	0.567	0.538	ଚିହ୍ନଟ
detective	0.500	0.764	0.901	ଗୁପ୍ତଚର
detector	0.459	0.630	0.724	ଡିଟେକ୍ଟର |
detention	0.265	0.698	0.562	ବନ୍ଦନା
deter	0.344	0.537	0.567	ପ୍ରତିରୋଧ
detergent	0.458	0.304	0.426	ଡିଟରଜେଣ୍ଟ
deteriorate	0.083	0.471	0.202	ଖରାପ
deteriorated	0.053	0.549	0.237	ଖରାପ
deteriorating	0.104	0.459	0.112	ଖରାପ
deterioration	0.130	0.512	0.283	ଖରାପ
determinable	0.625	0.565	0.723	ନିର୍ଣ୍ଣୟଯୋଗ୍ୟ
determinate	0.630	0.314	0.772	ନିର୍ଣ୍ଣୟ କର
determination	0.776	0.725	0.795	ନିଷ୍ଠା
determine	0.612	0.368	0.776	ନିର୍ଣ୍ଣୟ କର |
determined	0.760	0.528	0.673	ସ୍ଥିର
deterrent	0.292	0.461	0.385	ପ୍ରତିରୋଧ
detest	0.083	0.800	0.492	ଘୃଣା
detestation	0.177	0.637	0.412	ଘୃଣ୍ୟ
detonate	0.375	0.850	0.696	ବିସ୍ଫୋରଣ
detonation	0.167	0.931	0.741	ବିସ୍ଫୋରଣ
detonator	0.207	0.875	0.750	ବିସ୍ଫୋରଣକାରୀ |
detour	0.398	0.539	0.309	ବୁଲିବା
detract	0.344	0.438	0.368	ବିଚ୍ଛିନ୍ନ କର |
detriment	0.281	0.538	0.263	କ୍ଷତିକାରକ |
detrimental	0.203	0.679	0.387	କ୍ଷତିକାରକ |
detritus	0.276	0.353	0.363	detritus
deuce	0.479	0.338	0.425	ଡ୍ୟୁସ୍
deutschmark	0.439	0.431	0.509	deutschmark
devalued	0.321	0.462	0.212	ମୂଲ୍ୟହୀନ
devastate	0.021	0.796	0.509	ବିନାଶ
devastated	0.120	0.544	0.264	ବିନାଶ
devastating	0.104	0.856	0.419	ବିନାଶକାରୀ |
devastation	0.090	0.904	0.472	ବିନାଶ
develop	0.771	0.670	0.821	ବିକାଶ
developer	0.844	0.653	0.864	ବିକାଶକାରୀ
developing	0.833	0.587	0.714	ବିକାଶ
development	0.827	0.500	0.796	ବିକାଶ
deviant	0.094	0.589	0.398	ବିଭ୍ରାନ୍ତ |
deviate	0.173	0.562	0.269	ବିଚ୍ୟୁତ
deviating	0.354	0.634	0.536	ବିଚ୍ୟୁତ
deviation	0.105	0.513	0.336	ବ୍ୟତିକ୍ରମ
device	0.562	0.404	0.627	ଉପକରଣ
devil	0.161	0.900	0.611	ଶୟତାନ
deviled	0.347	0.559	0.358	ଶୟତାନ |
devilish	0.073	0.865	0.490	ଶୟତାନ
devious	0.250	0.519	0.259	ଭ୍ରାନ୍ତ
devise	0.551	0.557	0.670	ଯୋଜନା କର
devoid	0.219	0.436	0.300	ନିଷ୍କ୍ରିୟ |
devolution	0.345	0.434	0.425	ବିଘ୍ନ
devolve	0.367	0.427	0.596	devolve
devote	0.802	0.490	0.642	ଭକ୍ତ
devoted	0.867	0.320	0.698	ଭକ୍ତ
devotee	0.816	0.461	0.577	ଭକ୍ତ
devotion	0.802	0.561	0.673	ଭକ୍ତି
devotional	0.740	0.394	0.655	ଭକ୍ତି
devour	0.344	0.888	0.574	ଗ୍ରାସ
devout	0.620	0.357	0.464	ଭକ୍ତ
dew	0.604	0.225	0.464	କାକର
dexter	0.458	0.473	0.444	ଡେକ୍ସଟର୍ |
dexterity	0.771	0.673	0.864	ବିଘ୍ନତା |
dextrose	0.333	0.402	0.323	ଡେକ୍ସଟ୍ରୋଜ୍ |
diabetes	0.051	0.472	0.279	ମଧୁମେହ
diabetic	0.125	0.269	0.237	ମଧୁମେହ
diabolical	0.102	0.912	0.456	ମଧୁମେହ
diagnose	0.378	0.520	0.714	ନିରାକରଣ
diagnosis	0.571	0.500	0.819	ନିରାକରଣ
diagnostic	0.417	0.483	0.635	ନିଦାନ
diagnostics	0.540	0.440	0.750	ନିଦାନ
diagonal	0.500	0.343	0.410	ତ୍ରିକୋଣୀୟ
diagram	0.562	0.357	0.445	ଚିତ୍ର
dial	0.620	0.427	0.596	ଡାଏଲ୍ କରନ୍ତୁ |
dialect	0.635	0.422	0.526	ଉପଭାଷା
dialectic	0.510	0.540	0.638	ଉପଭାଷା
dialogue	0.599	0.441	0.625	ସଂଳାପ
dialysis	0.194	0.567	0.407	ଡାୟଲିସିସ୍
diameter	0.427	0.298	0.483	ବ୍ୟାସ
diamond	0.910	0.606	0.769	ହୀରା |
diamonds	0.927	0.684	0.917	ହୀରା |
diaper	0.409	0.274	0.155	ଡାଏପର
diaphragm	0.459	0.337	0.517	ଡାଇଫ୍ରାଗମ୍ |
diarrhea	0.092	0.684	0.143	arr ାଡ଼ା
diarrhoea	0.038	0.692	0.250	arr ାଡ଼ା
diary	0.698	0.292	0.464	ଡାଏରୀ
diatribe	0.354	0.569	0.409	diatribe
dib	0.479	0.370	0.344	dib
dibs	0.510	0.410	0.391	dibs
dice	0.458	0.441	0.264	ଡ଼ାଇସ୍ |
dicey	0.290	0.833	0.727	dicey
dichotomous	0.365	0.452	0.538	ଦ୍ୱିପାକ୍ଷିକ |
dichotomy	0.323	0.482	0.483	ଡିଚୋଟୋମି
dick	0.208	0.500	0.462	ଡିକ୍
dickhead	0.115	0.608	0.284	ଡିକହେଡ୍
dicks	0.310	0.694	0.358	ଡିକ୍ସ
dictate	0.480	0.423	0.668	ନିର୍ଦ୍ଦେଶ ଦିଅ |
dictation	0.255	0.378	0.627	ନିର୍ଦ୍ଦେଶ
dictator	0.073	0.760	0.862	ଏକଛତ୍ରବାଦୀ ଶାସକ
dictatorial	0.204	0.770	0.840	ଏକଛତ୍ରବାଦୀ ଶାସନ
dictatorship	0.082	0.806	0.784	ଏକଛତ୍ରବାଦୀ ଶାସନ
diction	0.439	0.373	0.679	ଡ଼ିକ୍ସନ୍
dictionary	0.620	0.250	0.598	ଅଭିଧାନ
dictum	0.385	0.510	0.528	dictum
didactic	0.645	0.480	0.673	didactic
diddle	0.429	0.566	0.393	ଡିଡଲ୍
die	0.031	0.765	0.259	ମର
died	0.021	0.650	0.327	ମଲା
diesel	0.490	0.327	0.448	ଡିଜେଲ
diet	0.429	0.235	0.398	ଡାଏଟ୍ |
dietary	0.551	0.220	0.261	ଖାଦ୍ୟପେୟ
differ	0.230	0.398	0.396	ଭିନ୍ନ
difference	0.474	0.560	0.483	ପାର୍ଥକ୍ୟ
differences	0.365	0.582	0.342	ପାର୍ଥକ୍ୟ |
different	0.612	0.394	0.473	ଭିନ୍ନ
differential	0.520	0.378	0.535	ଭିନ୍ନକ୍ଷମ |
differentiation	0.367	0.561	0.535	ଭିନ୍ନତା
differently	0.480	0.431	0.506	ଭିନ୍ନ ଭାବରେ |
differing	0.418	0.410	0.455	ଭିନ୍ନ
difficult	0.235	0.700	0.508	କଷ୍ଟକର |
difficulties	0.082	0.784	0.357	ଅସୁବିଧା
difficulty	0.079	0.740	0.368	ଅସୁବିଧା
diffuse	0.430	0.431	0.321	ବିସ୍ତାର
diffusion	0.356	0.615	0.517	ବିସ୍ତାର
dig	0.367	0.585	0.637	ଖୋଳ
digest	0.720	0.413	0.483	ହଜମ କରନ୍ତୁ |
digestion	0.531	0.410	0.455	ହଜମ
digestive	0.542	0.413	0.434	ହଜମ
digit	0.447	0.286	0.333	ସଂଖ୍ୟା
digital	0.740	0.382	0.529	ଡିଜିଟାଲ୍ |
dignified	0.766	0.481	0.635	ସମ୍ମାନିତ
dignify	0.854	0.588	0.735	ସମ୍ମାନ
dignity	0.844	0.391	0.873	ସମ୍ମାନ
digress	0.271	0.625	0.411	ଡିଗ୍ରେସ୍
digs	0.448	0.670	0.635	ଖୋଳ
dike	0.360	0.384	0.490	dike
dilapidated	0.229	0.618	0.286	ଜରାଜୀର୍ଣ୍ଣ
dilatation	0.385	0.574	0.368	ବିସ୍ତାର
dilation	0.347	0.490	0.578	ବିସ୍ତାର
dildo	0.536	0.587	0.491	dildo
dilemma	0.153	0.590	0.430	ଦ୍ୱନ୍ଦ୍ୱ
diligence	0.688	0.423	0.700	ପରିଶ୍ରମ
diligent	0.760	0.426	0.759	ପରିଶ୍ରମୀ
dill	0.427	0.360	0.373	ଡିଲ୍
diluent	0.417	0.344	0.332	diluent
dilute	0.275	0.192	0.349	ହଳଦୀ
diluted	0.469	0.310	0.229	ମିଶ୍ରିତ
dilution	0.445	0.337	0.352	ମିଶ୍ରଣ
dim	0.398	0.321	0.273	ଅନ୍ଧକାର
dime	0.653	0.317	0.345	ଡାଇମ୍
dimension	0.592	0.415	0.627	ପରିମାପ |
dimensional	0.561	0.484	0.596	ଡାଇମେନ୍ସନାଲ୍ |
diminish	0.240	0.357	0.167	ହ୍ରାସ କର |
diminished	0.156	0.269	0.196	ହ୍ରାସ ପାଇଛି |
diminution	0.316	0.296	0.245	ହ୍ରାସ
diminutive	0.323	0.200	0.109	ହ୍ରାସ
dimwit	0.255	0.459	0.175	dimwit
din	0.440	0.417	0.398	ଡିନ
dine	0.821	0.519	0.478	ଭୋଜନ
diner	0.643	0.302	0.538	ରାତ୍ରୀ ଭୋଜନ
dinghy	0.510	0.269	0.325	ଡେଙ୍ଗି
dingo	0.608	0.472	0.346	ଡିଙ୍ଗୋ |
dingy	0.156	0.483	0.343	ଡଙ୍ଗି |
dining	0.724	0.350	0.459	ଭୋଜନ
dinky	0.357	0.451	0.358	dinky
dinner	0.823	0.392	0.379	ରାତ୍ରୀ ଭୋଜନ
dinnertime	0.796	0.406	0.341	ରାତ୍ରିଭୋଜନ ସମୟ
dinosaur	0.448	0.630	0.596	ଡାଇନୋସର
dint	0.378	0.480	0.492	dint
diocesan	0.520	0.283	0.518	ଡାୟୋସିନ୍
diocese	0.510	0.288	0.575	ଡ଼ିଓସିସ୍
diorama	0.592	0.441	0.462	diorama
dioxide	0.354	0.433	0.456	ଡାଇଅକ୍ସାଇଡ୍ |
dip	0.516	0.583	0.397	ବୁଡ଼ାନ୍ତୁ |
diploma	0.750	0.462	0.731	ଡିପ୍ଲୋମା
diplomacy	0.740	0.396	0.774	କୂଟନୀତି
diplomat	0.563	0.262	0.868	କୂଟନୀତିଜ୍ଞ
diplomatic	0.653	0.363	0.918	କୂଟନ diplomatic ତିକ
dipper	0.548	0.361	0.348	ଡିପର୍
dippy	0.430	0.402	0.340	ଡିପିପି |
dipstick	0.365	0.312	0.316	ଡିପଷ୍ଟିକ୍ |
dire	0.214	0.660	0.259	ଭୟଙ୍କର
direct	0.793	0.403	0.650	ସିଧାସଳଖ |
directed	0.542	0.490	0.541	ନିର୍ଦ୍ଦେଶିତ
direction	0.719	0.330	0.684	ଦିଗ
directive	0.604	0.530	0.918	ନିର୍ଦ୍ଦେଶନାମା
directly	0.747	0.400	0.702	ସିଧାସଳଖ |
director	0.688	0.580	0.912	ନିର୍ଦ୍ଦେଶକ
directory	0.439	0.413	0.538	ଡିରେକ୍ଟୋରୀ
dirt	0.112	0.500	0.236	ମଇଳା
dirty	0.153	0.460	0.170	ମଇଳା
disability	0.073	0.482	0.173	ଅକ୍ଷମତା
disable	0.115	0.430	0.269	ଅକ୍ଷମ କରନ୍ତୁ |
disabled	0.308	0.443	0.235	ଅକ୍ଷମ
disadvantage	0.150	0.377	0.282	ଅସୁବିଧା
disaffected	0.176	0.410	0.291	ଅସନ୍ତୁଷ୍ଟ
disagree	0.133	0.590	0.345	ଏକମତ ନୁହେଁ
disagreeable	0.042	0.643	0.178	ସହମତ ନୁହେଁ
disagreeing	0.255	0.643	0.350	ଏକମତ ନୁହେଁ
disagreement	0.104	0.618	0.236	ମତଭେଦ
disallow	0.156	0.519	0.424	ଅନୁମତି ଦିଅନ୍ତୁ
disallowed	0.135	0.500	0.328	ଅନୁମୋଦିତ
disapointment	0.104	0.418	0.231	ନିରାଶା
disappear	0.143	0.441	0.350	ଅଦୃଶ୍ୟ
disappearance	0.214	0.698	0.367	ଅଦୃଶ୍ୟ
disappearing	0.167	0.427	0.379	ଅଦୃଶ୍ୟ
disappoint	0.150	0.633	0.288	ନିରାଶ
disappointed	0.071	0.472	0.241	ନିରାଶ
disappointing	0.073	0.640	0.200	ନିରାଶାଜନକ |
disappointment	0.115	0.490	0.336	ନିରାଶା
disapproval	0.085	0.551	0.367	ନାପସନ୍ଦ
disapprove	0.160	0.594	0.445	ନାପସନ୍ଦ
disapproved	0.104	0.550	0.114	ନାପସନ୍ଦ
disapproving	0.245	0.625	0.452	ନାପସନ୍ଦ
disarm	0.292	0.528	0.613	ନିରସ୍ତ୍ରୀକରଣ
disarray	0.198	0.657	0.223	ବିଶୃଙ୍ଖଳା
disaster	0.082	0.892	0.433	ବିପର୍ଯ୍ୟୟ |
disastrous	0.071	0.741	0.439	ବିପର୍ଯ୍ୟସ୍ତ
disband	0.302	0.491	0.417	ବିଚ୍ଛିନ୍ନ କର |
disbelief	0.188	0.409	0.373	ଅବିଶ୍ୱାସ
disbelieve	0.188	0.441	0.352	ଅବିଶ୍ୱାସ କର
disburse	0.418	0.473	0.353	ବଣ୍ଟନ
disbursement	0.240	0.443	0.435	ବଣ୍ଟନ
disc	0.622	0.410	0.426	ଡିସ୍କ
discard	0.240	0.343	0.337	ପରିତ୍ୟାଗ କର |
discarded	0.229	0.460	0.308	ପରିତ୍ୟକ୍ତ
discards	0.240	0.464	0.391	ପରିତ୍ୟାଗ କରେ |
discern	0.459	0.566	0.518	ବୁ ern ନ୍ତୁ |
discernible	0.427	0.441	0.481	ବୁଦ୍ଧିମାନ
discerning	0.542	0.584	0.780	ବିଚକ୍ଷଣ
discernment	0.408	0.471	0.694	ବୁଦ୍ଧି
discharge	0.427	0.538	0.578	ମୁକ୍ତି
disciple	0.765	0.385	0.462	ଶିଷ୍ୟ
disciplinary	0.562	0.593	0.796	ଶୃଙ୍ଖଳିତ |
discipline	0.615	0.471	0.806	ଅନୁଶାସନ
disciplined	0.728	0.450	0.750	ଶୃଙ୍ଖଳିତ |
disclaim	0.235	0.509	0.321	ପ୍ରତ୍ୟାଖ୍ୟାନ କରନ୍ତୁ |
disclaimer	0.367	0.571	0.542	ପ୍ରତ୍ୟାଖ୍ୟାନ
disclose	0.490	0.570	0.545	ପ୍ରକାଶ କର |
disclosed	0.271	0.575	0.546	ପ୍ରକାଶିତ |
disclosure	0.500	0.615	0.710	ପ୍ରକାଶ
disco	0.710	0.806	0.575	ଡିସ୍କୋ |
discoloration	0.224	0.373	0.414	ରଙ୍ଗ
discolored	0.204	0.340	0.269	ରଙ୍ଗୀନ |
discomfort	0.153	0.719	0.272	ଅସନ୍ତୋଷ |
disconcerted	0.100	0.612	0.288	ଅସନ୍ତୁଷ୍ଟ
disconcerting	0.106	0.549	0.269	ଅସନ୍ତୋଷ |
disconnect	0.438	0.292	0.191	ସଂଯୋଗ ବିଚ୍ଛିନ୍ନ କରନ୍ତୁ |
disconnected	0.292	0.276	0.173	ସଂଯୋଗ ବିଚ୍ଛିନ୍ନ ହୋଇଛି |
disconnection	0.167	0.283	0.277	ସଂଯୋଗ ବିଚ୍ଛିନ୍ନ
disconnects	0.256	0.357	0.241	ସଂଯୋଗ ବିଚ୍ଛିନ୍ନ କରନ୍ତୁ |
discontent	0.240	0.530	0.263	ଅସନ୍ତୋଷ |
discontinuance	0.123	0.741	0.337	ବନ୍ଦ
discontinue	0.354	0.396	0.349	ବନ୍ଦ କରନ୍ତୁ
discontinuity	0.303	0.439	0.250	ବନ୍ଦ
discontinuous	0.233	0.409	0.316	ବନ୍ଦ
discord	0.115	0.882	0.465	ମତଭେଦ |
discount	0.724	0.530	0.302	ରିହାତି
discounted	0.677	0.471	0.430	ରିହାତି
discourage	0.184	0.443	0.267	ନିରାଶ
discouraged	0.220	0.304	0.090	ନିରାଶ
discouragement	0.112	0.319	0.206	ନିରାଶା
discouraging	0.167	0.469	0.281	ନିରୁତ୍ସାହଜନକ |
discourse	0.410	0.550	0.803	ଆଲୋଚନା
discover	0.771	0.793	0.673	ଆବିଷ୍କାର କରନ୍ତୁ |
discovery	0.823	0.627	0.814	ଆବିଷ୍କାର |
discredit	0.075	0.529	0.355	ଅସମ୍ମାନ |
discredited	0.112	0.491	0.182	ମାନ୍ୟତା
discreet	0.552	0.216	0.532	ଚତୁର
discrepancy	0.260	0.643	0.417	ଅସଙ୍ଗତି |
discrete	0.585	0.231	0.429	ବିଚ୍ଛିନ୍ନ
discretion	0.552	0.320	0.685	ବିବେକ
discretionary	0.520	0.365	0.446	ବିବେକ
discriminate	0.125	0.761	0.366	ଭେଦଭାବ
discriminating	0.160	0.783	0.462	ଭେଦଭାବ
discrimination	0.051	0.724	0.379	ଭେଦଭାବ
discus	0.542	0.423	0.343	ଡିସ୍କସ୍
discuss	0.396	0.769	0.509	ଆଲୋଚନା କରନ୍ତୁ |
discussion	0.333	0.842	0.536	ଆଲୋଚନା
disdain	0.153	0.446	0.441	ଅବମାନନା
disdainful	0.097	0.480	0.263	ଘୃଣ୍ୟ
disease	0.041	0.539	0.333	ରୋଗ
diseased	0.123	0.510	0.134	ରୋଗଗ୍ରସ୍ତ
disembodied	0.167	0.620	0.412	ବିଭାଜିତ |
disengage	0.406	0.529	0.304	ଅବସାଦ |
disengagement	0.327	0.373	0.395	ଅସନ୍ତୋଷ |
disfigured	0.153	0.613	0.336	ବିକୃତ
