English Word	Valence	Arousal	Dominance	Chichewa Word
boasting	0.417	0.620	0.602	kudzitamandira
boat	0.516	0.420	0.554	ngalawa
boathouse	0.592	0.380	0.404	nyumba ya ngalawa
boating	0.638	0.613	0.557	kukwera bwato
boatload	0.365	0.415	0.485	katundu wa ngalawa
boatman	0.592	0.573	0.562	woyendetsa ngalawa
bobbin	0.429	0.472	0.353	boma
bobcat	0.562	0.490	0.529	bobcat
bobsled	0.667	0.613	0.325	kukhumudwa
bode	0.344	0.406	0.411	bode
bodega	0.573	0.307	0.398	bodega
bodice	0.390	0.471	0.386	bodice
bodily	0.594	0.481	0.557	mwathupi
body	0.694	0.461	0.571	thupi
bodyguard	0.510	0.710	0.754	mlonda
bog	0.302	0.361	0.365	bog
bogey	0.380	0.519	0.368	bogey
bogeyman	0.388	0.708	0.517	munthu
bogus	0.219	0.353	0.144	zabodza
bohemian	0.622	0.500	0.407	bohemian
boil	0.417	0.684	0.433	wiritsani
boiler	0.561	0.590	0.509	boiler
boilerplate	0.398	0.519	0.387	boilerplate
boiling	0.302	0.690	0.526	otentha
boisterous	0.385	0.806	0.565	zaphokoso
bold	0.490	0.271	0.483	wolimba mtima
boldness	0.806	0.684	0.814	kulimba mtima
bollocks	0.448	0.471	0.327	mabotolo
bolster	0.708	0.471	0.569	kuthandizira
bolt	0.354	0.363	0.426	bawuti
bolus	0.426	0.491	0.352	bolus
bomb	0.167	0.912	0.750	bomba
bombard	0.156	0.961	0.777	bomba
bombardier	0.240	0.863	0.787	bombardier
bombardment	0.146	0.959	0.742	mabomba
bombed	0.051	0.851	0.627	kuphulitsidwa
bomber	0.125	0.837	0.810	wophulitsa bomba
bombers	0.173	0.920	0.787	oponya mabomba
bombing	0.167	0.963	0.732	kuphulitsa mabomba
bombshell	0.327	0.868	0.693	bomba
bonanza	0.875	0.410	0.683	bonanza
bonbon	0.865	0.551	0.446	bwino
bond	0.667	0.519	0.630	mgwirizano
bondage	0.146	0.705	0.355	ukapolo
bonding	0.594	0.442	0.509	kugwirizana
bonds	0.740	0.472	0.583	zomangira
bondsman	0.469	0.497	0.675	wantchito
bone	0.337	0.370	0.413	fupa
bonehead	0.337	0.521	0.518	mutu wa mafupa
boner	0.344	0.612	0.393	boner
bones	0.281	0.343	0.358	mafupa
bonfire	0.480	0.719	0.473	moto
bong	0.333	0.566	0.375	bong
bonkers	0.306	0.847	0.278	zonse
bonne	0.448	0.395	0.362	bone
bonnet	0.406	0.509	0.473	bonati
bonny	0.561	0.404	0.444	boni
bonsai	0.714	0.235	0.375	bonsai
bonus	0.857	0.620	0.682	bonasi
bony	0.445	0.462	0.330	fupa
boo	0.153	0.676	0.309	boo
boob	0.694	0.600	0.392	bowa
booby	0.396	0.423	0.185	bwinja
booger	0.399	0.537	0.427	booger
boogeyman	0.292	0.559	0.567	boogeyman
boogie	0.590	0.543	0.400	boogie
book	0.802	0.210	0.606	buku
bookcase	0.553	0.221	0.490	posungira mabuku
bookie	0.344	0.633	0.618	buku
booking	0.708	0.503	0.583	kusungitsa
bookish	0.604	0.236	0.430	mabuku
bookkeeper	0.480	0.363	0.468	wolemba mabuku
bookkeeping	0.520	0.214	0.592	kusunga mabuku
booklet	0.510	0.270	0.351	kabuku
bookmaker	0.583	0.804	0.633	bookmaker
bookmark	0.543	0.441	0.415	chizindikiro
books	0.729	0.115	0.430	mabuku
bookseller	0.583	0.317	0.456	wogulitsa mabuku
bookshop	0.688	0.291	0.389	malo ogulitsa mabuku
bookstore	0.771	0.180	0.503	malo ogulitsa mabuku
bookworm	0.563	0.337	0.316	wolemba mabuku
boom	0.604	0.655	0.731	boom
boomer	0.480	0.539	0.441	boomer
boomerang	0.531	0.625	0.500	boomerang
booming	0.688	0.554	0.661	kukulirakulira
boon	0.878	0.294	0.642	ubwino
boooo	0.271	0.549	0.255	buuuuu
boost	0.865	0.730	0.750	limbikitsa
booster	0.755	0.600	0.800	chilimbikitso
boot	0.438	0.650	0.625	nsapato
booth	0.531	0.400	0.310	nyumba
bootleg	0.357	0.519	0.466	bootleg
bootlegger	0.354	0.649	0.541	chowotchera
boots	0.602	0.255	0.350	nsapato
booty	0.663	0.587	0.784	zofunkha
booze	0.265	0.745	0.431	mowa
bop	0.429	0.490	0.426	bop
bopper	0.398	0.530	0.385	bopa
border	0.406	0.382	0.424	malire
bordering	0.643	0.382	0.438	kumalire
borderline	0.449	0.520	0.490	malire
bore	0.417	0.440	0.455	kubereka
boreal	0.582	0.348	0.400	boreal
bored	0.153	0.167	0.196	wotopa
boredom	0.167	0.139	0.255	kutopa
borer	0.302	0.549	0.578	wobowola
boring	0.194	0.217	0.125	wotopetsa
born	0.865	0.509	0.591	kubadwa
boron	0.441	0.370	0.375	boroni
borough	0.429	0.343	0.380	kudera
borrow	0.398	0.573	0.282	kubwereka
borrower	0.439	0.423	0.763	wobwereka
bosom	0.612	0.588	0.404	chifuwa
boss	0.310	0.627	0.954	bwana
bossy	0.240	0.824	0.750	bwana
boston	0.643	0.380	0.580	boston
botanical	0.660	0.259	0.491	za botanical
botanist	0.651	0.240	0.456	katswiri wa zomera
botany	0.604	0.201	0.500	zomera
bother	0.208	0.780	0.370	kuvutitsa
bothering	0.208	0.764	0.449	kuvutitsa
bottle	0.469	0.236	0.336	botolo
bottleneck	0.284	0.471	0.287	vuto
bottling	0.365	0.333	0.370	kubotolo
bottom	0.417	0.370	0.291	pansi
bottomless	0.310	0.470	0.368	opanda malire
botulism	0.292	0.575	0.386	botulism
boulder	0.461	0.309	0.531	mwala
bounce	0.375	0.633	0.386	kudumpha
bouncer	0.490	0.653	0.655	bouncer
bouncy	0.562	0.565	0.429	bouncy
bound	0.417	0.667	0.310	womangidwa
boundary	0.561	0.427	0.518	malire
boundless	0.684	0.642	0.652	wopanda malire
bounds	0.378	0.426	0.604	malire
bountiful	0.854	0.596	0.759	zambiri
bounty	0.760	0.755	0.833	ubwino
bouquet	0.724	0.352	0.306	maluwa
bourbon	0.602	0.490	0.517	bourbon
bourgeois	0.439	0.593	0.682	bourgeois
bourgeoisie	0.357	0.417	0.767	bourgeoisie
bourse	0.530	0.230	0.336	ndalama
bout	0.208	0.808	0.679	koma
boutique	0.745	0.490	0.441	boutique
bouttime	0.588	0.373	0.410	nthawi yopuma
bovine	0.449	0.255	0.353	ng'ombe
bow	0.530	0.306	0.408	uta
bowed	0.410	0.418	0.368	kuwerama
bowel	0.306	0.417	0.391	matumbo
bowels	0.194	0.448	0.362	matumbo
bowl	0.625	0.377	0.358	mbale
bowler	0.552	0.633	0.481	mbale
bowling	0.656	0.431	0.309	mpira
bowls	0.551	0.280	0.277	mbale
box	0.500	0.179	0.312	bokosi
boxcar	0.420	0.469	0.421	galimoto
boxer	0.490	0.810	0.802	wankhonya
boxers	0.375	0.880	0.654	osewera nkhonya
boxing	0.427	0.854	0.645	nkhonya
boycott	0.112	0.690	0.505	kunyanyala
boyfriend	0.781	0.604	0.547	chibwenzi
boyhood	0.729	0.745	0.500	unyamata
boyish	0.698	0.562	0.462	mnyamata
boysenberry	0.646	0.409	0.475	boyenberry
bozo	0.388	0.364	0.298	bozo
bra	0.672	0.529	0.509	bra
brace	0.610	0.385	0.364	mphamvu
bracelet	0.776	0.340	0.322	chibangili
braces	0.500	0.337	0.568	zomangira
brachial	0.388	0.363	0.464	brachial
bracket	0.490	0.350	0.682	bulaketi
brackets	0.573	0.281	0.435	mabulaketi
brackish	0.469	0.368	0.421	brackish
brad	0.490	0.385	0.402	brad
brag	0.347	0.545	0.578	kudzitama
braid	0.427	0.222	0.216	kuluka
brain	0.667	0.441	0.823	ubongo
brainless	0.138	0.310	0.224	opanda ubongo
brains	0.663	0.557	0.722	ubongo
brainstorm	0.794	0.784	0.636	kukambirana
brainwash	0.198	0.647	0.481	kusokoneza ubongo
brainy	0.708	0.520	0.648	waubongo
brake	0.312	0.481	0.310	ananyema
bran	0.688	0.433	0.483	chinangwa
branch	0.538	0.206	0.250	nthambi
branching	0.520	0.422	0.472	nthambi
brand	0.562	0.284	0.547	mtundu
brandy	0.600	0.590	0.487	burande
brash	0.360	0.814	0.552	brash
brass	0.500	0.320	0.490	mkuwa
brass knuckle	0.406	0.449	0.518	thumba la mkuwa
brassiere	0.510	0.469	0.336	brassiere
brat	0.312	0.440	0.231	brat
bratwurst	0.510	0.490	0.464	bratwurst
bravado	0.479	0.510	0.527	bravado
brave	0.837	0.750	0.917	wolimba mtima
bravery	0.898	0.745	0.868	kulimba mtima
brawl	0.104	0.938	0.603	kukangana
brawn	0.438	0.402	0.544	brawn
brazen	0.292	0.640	0.518	mkuwa
breach	0.177	0.745	0.423	kuphwanya
bread	0.660	0.314	0.342	mkate
breadth	0.667	0.490	0.644	m'lifupi
break	0.610	0.265	0.370	kuswa
breakable	0.194	0.667	0.408	chosweka
breakaway	0.479	0.802	0.519	Patuka
breakdown	0.365	0.423	0.361	sweka
breaker	0.323	0.527	0.520	wophwanya
breakers	0.469	0.588	0.439	ophwanya
breakfast	0.885	0.330	0.429	kadzutsa
breaking and entering	0.418	0.729	0.500	kuswa ndi kulowa
breakingnews	0.500	0.552	0.607	breakingnews
breakneck	0.254	0.833	0.604	breakneck
breakthrough	0.680	0.525	0.718	kupambana
breakup	0.250	0.720	0.357	lekana
breast	0.753	0.429	0.500	mawere
breath	0.684	0.392	0.451	mpweya
breathe	0.833	0.373	0.518	kupuma
breather	0.624	0.471	0.388	kupuma
breathless	0.323	0.490	0.222	wopanda mpweya
breathtaking	0.936	0.792	0.921	chopumira
breech	0.500	0.637	0.422	breech
breeches	0.365	0.457	0.333	akabudula
breed	0.490	0.441	0.578	mtundu
breeder	0.645	0.481	0.605	woweta
breeding	0.667	0.481	0.610	kuswana
breeze	0.837	0.284	0.370	mphepo
breezy	0.531	0.472	0.482	kwamphepo
brethren	0.917	0.380	0.641	abale
breve	0.535	0.365	0.191	breve
brevity	0.459	0.434	0.375	mwachidule
brew	0.740	0.538	0.758	mowa
brewery	0.710	0.622	0.510	moŵa
brewing	0.740	0.593	0.609	kuphika
briar	0.493	0.375	0.407	mbewu
bribe	0.112	0.690	0.472	chiphuphu
bribery	0.135	0.775	0.585	chiphuphu
brick	0.217	0.418	0.368	njerwa
bridal	0.823	0.655	0.596	mkwatibwi
bride	0.840	0.708	0.579	mkwatibwi
bridegroom	0.809	0.736	0.527	mkwati
bridesmaid	0.748	0.519	0.618	mkwatibwi
bridge	0.625	0.324	0.519	mlatho
bridle	0.427	0.367	0.386	kamwa
brief	0.469	0.300	0.279	mwachidule
briefcase	0.542	0.206	0.442	chikwama
briefing	0.612	0.333	0.702	mwachidule
briefly	0.686	0.314	0.330	mwachidule
brig	0.573	0.539	0.500	brig
brigade	0.604	0.710	0.828	gulu lankhondo
bright	0.890	0.527	0.812	chowala
brighten	0.760	0.547	0.649	owala
brightens	0.771	0.611	0.613	kuwala
brighter	0.918	0.698	0.833	chowala
brightness	0.938	0.623	0.660	kuwala
brilliance	0.990	0.673	0.830	nzeru
brilliant	0.939	0.575	0.923	wanzeru
brim	0.469	0.333	0.330	m'mphepete
brimming	0.656	0.690	0.758	kuphulika
brimstone	0.357	0.520	0.440	sulufule
brine	0.333	0.481	0.361	madzi
bring	0.635	0.460	0.462	bweretsa
brink	0.375	0.413	0.356	m'mphepete
brisk	0.719	0.745	0.742	mwachangu
brisket	0.552	0.378	0.222	brisket
bristle	0.375	0.375	0.326	bristle
brittle	0.276	0.490	0.272	cholimba
bro	0.794	0.349	0.684	m'bale
broach	0.438	0.439	0.675	broach
broad	0.762	0.365	0.637	yotakata
broadcast	0.615	0.587	0.355	kuwulutsa
broadcasting	0.542	0.700	0.706	kuwulutsa
broaden	0.678	0.602	0.610	kulitsa
broadside	0.459	0.316	0.462	m'mbali
broadsword	0.469	0.573	0.615	broadsword
brocade	0.500	0.327	0.464	brocade
broccoli	0.469	0.200	0.283	burokoli
brochure	0.552	0.226	0.391	kabuku
broil	0.510	0.404	0.330	broil
broke	0.245	0.590	0.370	wosweka
broken	0.062	0.500	0.293	wosweka
brokenheart	0.115	0.577	0.343	wosweka mtima
brokenhearted	0.130	0.598	0.227	osweka mtima
broker	0.582	0.462	0.600	broker
brokerage	0.479	0.500	0.500	kubweza ngongole
bromide	0.347	0.425	0.411	bromidi
bronco	0.500	0.510	0.473	bronco
bronze	0.622	0.333	0.526	mkuwa
brooch	0.531	0.260	0.380	brooch
brood	0.633	0.519	0.434	ana
brooding	0.327	0.367	0.333	kuganizira
brook	0.594	0.347	0.412	mtsinje
broom	0.385	0.154	0.302	tsache
broomstick	0.410	0.265	0.227	tsache
broth	0.500	0.245	0.168	msuzi
brothel	0.255	0.886	0.418	nyumba ya mahule
brother	0.823	0.361	0.546	m'bale
brotherhood	0.990	0.471	0.760	ubale
brotherly	0.865	0.306	0.596	abale
brow	0.562	0.311	0.481	nkhope
brown	0.396	0.202	0.293	zofiirira
brownstone	0.559	0.423	0.439	brownstone
browse	0.635	0.750	0.592	kusakatula
brrr	0.373	0.540	0.282	brrr
bruise	0.133	0.640	0.474	kuvulaza
bruising	0.084	0.520	0.422	kuvulala
brunch	0.406	0.363	0.343	brunch
brunette	0.802	0.528	0.529	brunette
brunt	0.204	0.750	0.349	brunt
brush	0.490	0.265	0.186	burashi
brutal	0.122	0.882	0.643	wankhanza
brutality	0.122	0.832	0.571	nkhanza
brute	0.115	0.547	0.379	wankhanza
brutish	0.270	0.837	0.588	wankhanza
bubble	0.774	0.213	0.364	kuwira
bubbling	0.500	0.438	0.384	kubwebweta
bubbly	0.698	0.608	0.462	kumveka
bubonic	0.280	0.530	0.394	bubonic
buck	0.677	0.577	0.720	ndalama
buckaroo	0.448	0.469	0.479	buckaroo
bucket	0.408	0.167	0.336	ndowa
buckle	0.416	0.373	0.361	manga
buckled	0.427	0.358	0.439	manga
bucko	0.439	0.455	0.465	bulu
buckshot	0.255	0.740	0.322	buckshot
buckwheat	0.490	0.471	0.434	buckwheat
bud	0.460	0.402	0.333	masamba
buddha	0.690	0.198	0.604	buda
buddhism	0.510	0.115	0.673	Chibuda
budding	0.490	0.500	0.355	kuphukira
buddy	0.884	0.585	0.655	bwanawe
budge	0.719	0.755	0.543	kuyenda
budget	0.643	0.396	0.731	bajeti
buff	0.561	0.425	0.361	buff
buffalo	0.469	0.528	0.527	njati
buffer	0.520	0.474	0.350	posungira
buffering	0.479	0.468	0.381	kusungitsa
buffet	0.656	0.546	0.519	zakudya zodzisankhira
buffoon	0.344	0.651	0.290	bufu
bug	0.286	0.500	0.246	cholakwika
bugaboo	0.439	0.491	0.441	bwalo
bugged	0.561	0.439	0.500	cholakwika
bugger	0.312	0.627	0.474	bugger
buggy	0.500	0.509	0.327	ngolo
bugle	0.479	0.588	0.391	vuto
bugler	0.542	0.540	0.393	bugler
build	0.771	0.546	0.806	kumanga
builder	0.660	0.642	0.701	womanga
building	0.705	0.288	0.673	kumanga
buildings	0.582	0.380	0.552	nyumba
buildup	0.490	0.509	0.623	unjika
bulb	0.562	0.208	0.300	babu
bulbous	0.390	0.442	0.430	bulbous
bulge	0.260	0.487	0.400	kuphulika
bulimic	0.092	0.570	0.373	matenda a bulimi
bulk	0.469	0.413	0.509	zambiri
bulkhead	0.312	0.425	0.402	bulkhead
bulky	0.427	0.591	0.750	zazikulu
bull	0.521	0.640	0.644	ng'ombe
bulldog	0.494	0.650	0.530	bulldog
bulldozer	0.459	0.549	0.643	bulldozer
bullet	0.408	0.794	0.634	chipolopolo
bulletin	0.573	0.294	0.361	nkhani
bulletproof	0.750	0.721	0.779	zipolopolo
bullfighter	0.448	0.794	0.664	womenyana ndi ng'ombe
bullfrog	0.344	0.481	0.422	ng'ombe
bullheaded	0.229	0.740	0.516	wamutu
bullhorn	0.510	0.653	0.736	nyanga yamphongo
bullion	0.693	0.558	0.729	ndalama
bullock	0.281	0.402	0.375	ng'ombe
bullpen	0.480	0.549	0.500	bullpen
bullshit	0.042	0.676	0.183	ng'ombe
bully	0.257	0.755	0.564	wozunza
bulwark	0.551	0.552	0.675	chitetezo
bum	0.281	0.451	0.155	bulu
bumblebee	0.469	0.493	0.321	mbuzi
bummed	0.296	0.430	0.227	kukhumudwa
bummer	0.163	0.500	0.267	kuluma
bump	0.286	0.458	0.368	kugunda
bumper	0.385	0.573	0.518	bampa
bumpy	0.306	0.683	0.419	bwinja
bun	0.424	0.306	0.268	gulu
bunch	0.552	0.358	0.473	gulu
bundle	0.510	0.343	0.434	mtolo
bungalow	0.562	0.352	0.406	bungalow
bungee	0.637	0.545	0.327	bungee
bunghole	0.286	0.426	0.396	bulu
bunion	0.276	0.340	0.290	bunion
bunk	0.438	0.332	0.339	pansi
bunker	0.375	0.673	0.773	nyumba
bunkhouse	0.470	0.414	0.407	nyumba yogona
bunny	0.740	0.325	0.194	bulu
bunt	0.417	0.422	0.349	bulu
buoy	0.562	0.280	0.284	buoy
buoyancy	0.625	0.373	0.538	kuyenda
buoyant	0.625	0.441	0.497	zolimba
bur	0.385	0.353	0.314	bur
burden	0.367	0.583	0.697	katundu
burdened	0.429	0.519	0.565	kulemedwa
burdensome	0.229	0.696	0.419	zolemetsa
bureau	0.562	0.373	0.618	ofesi
bureaucracy	0.380	0.578	0.740	maulamuliro
bureaucrat	0.208	0.519	0.598	maofesi
bureaucratic	0.280	0.630	0.573	waudindo
burger	0.688	0.568	0.398	burger
burglar	0.050	0.769	0.404	wakuba
burglary	0.146	0.918	0.543	kuba
burial	0.203	0.577	0.333	manda
buried	0.133	0.530	0.370	kukwiriridwa
burke	0.466	0.441	0.451	burk
burlap	0.429	0.462	0.411	kukumba
burlesque	0.327	0.615	0.343	burlesque
burly	0.562	0.650	0.750	wolumala
burn	0.219	0.783	0.509	kuwotcha
burned	0.163	0.603	0.347	kuwotchedwa
burner	0.296	0.816	0.446	chowotcha
burning	0.229	0.760	0.412	kuyaka
burnished	0.520	0.580	0.464	kuwotchedwa
burnout	0.219	0.445	0.240	kutopa kwambiri
burnt	0.082	0.713	0.356	kuwotchedwa
burp	0.219	0.594	0.432	kuphulika
burr	0.390	0.426	0.308	bur
burrito	0.688	0.294	0.166	burrito
burro	0.400	0.356	0.318	buro
burrow	0.438	0.280	0.355	kukumba
bursary	0.729	0.462	0.571	maphunziro
burst	0.156	0.894	0.845	kuphulika
bury	0.077	0.571	0.346	maliro
bus	0.407	0.411	0.400	basi
busboy	0.510	0.453	0.441	mnyamata wa basi
bush	0.413	0.220	0.315	chitsamba
bushel	0.417	0.387	0.368	bulu
bushy	0.562	0.321	0.427	zamanyazi
business	0.688	0.569	0.755	bizinesi
business man	0.530	0.598	0.933	munthu wamalonda
businessman	0.653	0.510	0.802	wamalonda
businesswoman	0.719	0.500	0.764	mkazi wamalonda
busload	0.561	0.481	0.492	katundu wa basi
buss	0.469	0.500	0.391	basi
bust	0.520	0.500	0.420	kuphulika
busted	0.204	0.676	0.345	kuphulika
buster	0.469	0.491	0.483	basi
bustle	0.347	0.814	0.445	phokoso
bustling	0.490	0.850	0.528	phokoso
busy	0.402	0.500	0.474	tanganidwa
busybody	0.255	0.634	0.472	wotanganidwa
butane	0.442	0.483	0.380	butane
butcher	0.500	0.575	0.608	wopha nyama
butler	0.469	0.225	0.438	woperekera chikho
butt	0.347	0.725	0.336	koma
butter	0.650	0.292	0.202	mafuta
buttercup	0.562	0.482	0.422	buttercup
butterfly	0.892	0.327	0.314	gulugufe
buttermilk	0.633	0.311	0.304	mkaka
butterscotch	0.708	0.510	0.356	butterscotch
buttery	0.625	0.318	0.303	batala
buttock	0.429	0.600	0.288	matako
buttocks	0.458	0.677	0.365	matako
button	0.520	0.220	0.343	batani
buttress	0.438	0.684	0.721	buttress
buxom	0.562	0.719	0.547	buxom
buy	0.771	0.769	0.612	kugula
buyer	0.613	0.519	0.649	wogula
buying	0.665	0.784	0.589	kugula
buzz	0.333	0.686	0.375	buzz
buzzard	0.350	0.500	0.225	khwangwala
buzzed	0.583	0.549	0.448	buzzed
buzzer	0.549	0.716	0.480	phokoso
buzzing	0.430	0.588	0.370	kulira
bye	0.375	0.398	0.321	pa
bygone	0.229	0.310	0.315	zapita
bylaw	0.469	0.373	0.725	lamulo
byline	0.469	0.450	0.435	byline
bypass	0.429	0.418	0.353	kulambalala
bystander	0.480	0.462	0.491	wowonera
byte	0.490	0.380	0.407	bati
byzantine	0.546	0.443	0.492	byzantine
cab	0.438	0.490	0.421	zashuga
cabal	0.500	0.406	0.573	kabala
cabana	0.698	0.296	0.407	kabana
cabaret	0.677	0.656	0.482	cabaret
cabbage	0.398	0.225	0.264	kabichi
cabbie	0.521	0.417	0.429	kamba
cabernet	0.543	0.420	0.480	kabernet
cabin	0.643	0.292	0.430	kanyumba
cabinet	0.552	0.306	0.465	kabati
cable	0.583	0.245	0.434	chingwe
caboodle	0.529	0.521	0.325	kamba
caboose	0.440	0.453	0.438	caboose
cabriolet	0.667	0.525	0.472	kabati
cache	0.552	0.348	0.389	posungira
cacophony	0.408	0.562	0.440	kakophony
cactus	0.439	0.412	0.284	nkhaka
cad	0.447	0.406	0.404	kad
cadaver	0.030	0.690	0.260	kamba
caddie	0.521	0.435	0.259	kodi
caddy	0.580	0.470	0.380	kodi
cadence	0.427	0.473	0.355	cadence
cadet	0.504	0.393	0.664	kadeti
cafe	0.781	0.392	0.358	kafe
cafeteria	0.757	0.400	0.382	chodyera
caffeine	0.562	0.759	0.500	khofi
cage	0.316	0.333	0.352	khola
cagey	0.542	0.363	0.582	khola
cahoots	0.312	0.696	0.474	cahoots
cairn	0.260	0.435	0.254	kayin
cake	0.810	0.375	0.287	mkate
cakewalk	0.719	0.510	0.447	ulendo wa mkate
calamari	0.521	0.312	0.406	calamari
calamitous	0.219	0.685	0.500	tsoka
calamity	0.122	0.795	0.343	tsoka
calcareous	0.490	0.368	0.462	wakuda
calcium	0.600	0.346	0.479	calcium
calculate	0.490	0.452	0.440	werengera
calculated	0.633	0.425	0.683	owerengeka
calculating	0.458	0.430	0.625	kuwerengera
calculation	0.646	0.453	0.606	kuwerengera
calculator	0.513	0.283	0.588	chowerengera
calculus	0.360	0.360	0.562	kawerengero
calendar	0.480	0.212	0.473	kalendala
calender	0.531	0.275	0.451	kalendala
calf	0.531	0.366	0.336	ng'ombe
caliber	0.429	0.551	0.606	wapamwamba
calibrate	0.552	0.460	0.623	chepetsa
calico	0.406	0.338	0.491	kaliko
calipers	0.480	0.510	0.481	makapu
calisthenics	0.562	0.663	0.545	kalisthenics
call	0.594	0.627	0.558	kuitana
callback	0.524	0.529	0.434	ndiyimbileninso
caller	0.646	0.615	0.472	woyimba foni
calligraphy	0.620	0.216	0.500	kalembedwe
calling	0.646	0.590	0.483	kuyitana
callous	0.245	0.500	0.386	wosalimba mtima
calls	0.608	0.431	0.551	mafoni
calm	0.875	0.100	0.282	bata
calming	0.885	0.105	0.360	wodekha
calmness	0.934	0.105	0.394	bata
caloric	0.327	0.483	0.448	zopatsa mphamvu
calorie	0.333	0.540	0.427	kalori
calorimeter	0.406	0.560	0.414	calorimeter
cam	0.448	0.363	0.355	cam
camaraderie	0.833	0.510	0.648	kucheza
camber	0.430	0.382	0.439	kamba
camcorder	0.556	0.422	0.454	camcorder
camel	0.540	0.282	0.314	ngamira
cameo	0.573	0.457	0.509	anabwera
camera	0.640	0.288	0.379	kamera
cameraman	0.542	0.452	0.542	cameraman
camisole	0.497	0.250	0.375	camisole
camouflage	0.438	0.585	0.450	kubisa
camouflaged	0.350	0.422	0.562	zobisika
camp	0.622	0.617	0.594	msasa
campaign	0.602	0.730	0.823	kampeni
campaigner	0.592	0.698	0.821	wochita kampeni
campaigning	0.531	0.663	0.741	kuchita kampeni
camper	0.573	0.529	0.482	msasa
campfire	0.677	0.509	0.436	moto wa msasa
camping	0.653	0.529	0.480	kumanga msasa
campsite	0.680	0.490	0.547	malo amisasa
campus	0.604	0.388	0.519	kampasi
can	0.662	0.360	0.454	akhoza
can opener	0.444	0.491	0.308	akhoza kutsegula
canal	0.673	0.259	0.321	ngalande
canary	0.582	0.276	0.265	canary
cancel	0.214	0.306	0.368	kuletsa
canceling	0.229	0.470	0.349	kuletsa
cancellation	0.224	0.431	0.389	kuletsa
cancer	0.052	0.694	0.529	khansa
candid	0.667	0.349	0.458	zoona
candidacy	0.490	0.657	0.696	kuyimira
candidate	0.596	0.490	0.804	woyimira
candied	0.713	0.330	0.360	zotsekemera
candle	0.602	0.221	0.344	kandulo
candlelight	0.789	0.294	0.417	kuyatsa kandulo
candles	0.615	0.206	0.268	makandulo
candlestick	0.448	0.531	0.534	choyikapo nyali
candor	0.740	0.389	0.607	kunena zoona
candy	0.930	0.425	0.384	maswiti
cane	0.459	0.298	0.398	ndodo
canine	0.573	0.569	0.425	canine
canister	0.553	0.271	0.403	botolo
canker	0.262	0.469	0.427	khansa
cannabis	0.271	0.500	0.564	chamba
canned	0.398	0.357	0.298	zamzitini
cannibal	0.122	0.824	0.480	wodya anthu
cannibalism	0.094	0.890	0.583	kudya anthu
canning	0.490	0.392	0.259	kuloza
cannon	0.529	0.676	0.811	mizinga
cannonball	0.344	0.840	0.759	mpira wa cannon
canoe	0.542	0.300	0.418	bwato
canon	0.385	0.519	0.541	kanoni
canonical	0.542	0.410	0.620	ovomerezeka
canons	0.385	0.588	0.593	canons
canopy	0.615	0.264	0.398	denga
cantaloupe	0.592	0.212	0.276	kantalupu
cantbreathe	0.284	0.667	0.375	sindingathe kupuma
canteen	0.688	0.600	0.514	canteen
canterbury	0.582	0.438	0.510	canterbury
canthandleit	0.354	0.613	0.354	canthandleit
cantilever	0.357	0.618	0.421	cantilever
cantina	0.646	0.612	0.380	cantina
canto	0.776	0.461	0.554	canto
canton	0.542	0.472	0.536	canton
cantstandit	0.418	0.546	0.343	sindingathe
cantwin	0.260	0.509	0.298	cantwin
canvas	0.719	0.090	0.364	chinsalu
canvass	0.675	0.356	0.397	canvasi
canyon	0.468	0.731	0.634	canyon
cap	0.612	0.240	0.375	kapu
capability	0.833	0.571	0.730	kuthekera
capable	0.765	0.587	0.547	wokhoza
capacity	0.719	0.411	0.806	mphamvu
cape	0.531	0.235	0.357	kape
caper	0.510	0.370	0.326	kapere
capillary	0.469	0.365	0.395	capillary
capital	0.520	0.500	0.798	likulu
capitalism	0.448	0.686	0.848	capitalism
capitalist	0.352	0.577	0.821	capitalist
capitalize	0.771	0.601	0.885	capitalize
capitals	0.755	0.500	0.655	mitu yayikulu
capitation	0.479	0.529	0.589	mphamvu
capitol	0.535	0.375	0.705	capitol
capitulation	0.375	0.546	0.615	kugonjera
cappuccino	0.792	0.279	0.384	cappuccino
caprice	0.333	0.640	0.430	caprice
capricious	0.221	0.650	0.500	zosasintha
caps	0.510	0.221	0.368	zipewa
capslock	0.330	0.394	0.398	zilembo zazikulu
capsule	0.583	0.290	0.570	kapisozi
captain	0.552	0.653	0.966	Captain
caption	0.814	0.292	0.379	mawu ofotokozera
captivate	0.698	0.604	0.723	gwira
captivating	0.895	0.594	0.816	wokopa
captive	0.235	0.558	0.411	wogwidwa
captivity	0.225	0.493	0.387	ukapolo
captor	0.347	0.625	0.612	wogwira
capture	0.357	0.650	0.537	gwira
car	0.776	0.540	0.500	galimoto
caramel	0.901	0.363	0.400	caramel
carat	0.823	0.604	0.676	karati
caravan	0.635	0.559	0.455	kalavani
carbon	0.604	0.360	0.350	kaboni
carburetor	0.469	0.612	0.555	carburetor
carcass	0.115	0.529	0.309	nyama
