English Word	Valence	Arousal	Dominance	Punjabi Word
economics	0.625	0.481	0.632	ਅਰਥ ਸ਼ਾਸਤਰ
economy	0.583	0.434	0.771	ਆਰਥਿਕਤਾ
ecosystem	0.729	0.259	0.633	ਈਕੋਸਿਸਟਮ
ecstasy	0.796	0.922	0.655	ਖੁਸ਼ੀ
ecstatic	0.875	0.769	0.742	ਖੁਸ਼ਹਾਲ
ecumenical	0.561	0.450	0.547	ਵਿਸ਼ਵਵਿਆਪੀ
eddy	0.500	0.394	0.350	ਐਡੀ
edema	0.250	0.519	0.318	ਸੋਜ
edge	0.439	0.470	0.468	ਕਿਨਾਰਾ
edging	0.479	0.394	0.370	ਕਿਨਾਰਾ
edgy	0.281	0.895	0.306	ਤੇਜ਼
edible	0.750	0.425	0.497	ਖਾਣਯੋਗ
edict	0.316	0.547	0.560	ਹੁਕਮ
edification	0.625	0.481	0.697	ਸੋਧ
edifice	0.551	0.403	0.610	ਇਮਾਰਤ
edit	0.510	0.410	0.544	ਸੰਪਾਦਿਤ ਕਰੋ
editing	0.604	0.404	0.493	ਸੰਪਾਦਨ
edition	0.542	0.455	0.564	ਐਡੀਸ਼ਨ
editor	0.772	0.431	0.673	ਸੰਪਾਦਕ
editorial	0.583	0.330	0.570	ਸੰਪਾਦਕੀ
educate	0.760	0.380	0.728	ਸਿੱਖਿਆ
educated	0.816	0.297	0.625	ਪੜ੍ਹੇ-ਲਿਖੇ
education	0.896	0.275	0.840	ਸਿੱਖਿਆ
educational	0.745	0.457	0.764	ਵਿਦਿਅਕ
educator	0.827	0.317	0.845	ਸਿੱਖਿਅਕ
eeeek	0.367	0.540	0.349	eeeek
eeek	0.333	0.490	0.302	eeek
eek	0.292	0.529	0.343	eek
eel	0.292	0.564	0.487	ਬਾਮਮਛਲੀ
eerie	0.265	0.771	0.442	ਭਿਆਨਕ
effect	0.570	0.518	0.608	ਪ੍ਰਭਾਵ
effective	0.844	0.632	0.891	ਅਸਰਦਾਰ
effectiveness	0.640	0.654	0.812	ਪ੍ਰਭਾਵ
effects	0.470	0.578	0.379	ਪ੍ਰਭਾਵ
effectual	0.776	0.559	0.820	ਪ੍ਰਭਾਵਸ਼ਾਲੀ
effectually	0.724	0.500	0.594	ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਢੰਗ ਨਾਲ
effectuate	0.510	0.602	0.679	ਪ੍ਰਭਾਵੀ ਕਰਨਾ
effeminate	0.337	0.619	0.291	ਪ੍ਰਭਾਵੀ
efficacious	0.823	0.698	0.845	ਪ੍ਰਭਾਵਸ਼ਾਲੀ
efficacy	0.802	0.490	0.906	ਪ੍ਰਭਾਵਸ਼ੀਲਤਾ
efficiency	0.802	0.509	0.892	ਕੁਸ਼ਲਤਾ
efficient	0.959	0.604	0.830	ਅਸਰਦਾਰ
effigy	0.510	0.440	0.401	ਪੁਤਲਾ
effort	0.698	0.778	0.858	ਜਤਨ
effortless	0.626	0.090	0.352	ਆਸਾਨ
effusion	0.344	0.730	0.472	ਪ੍ਰਵਾਹ
effyou	0.354	0.529	0.490	effyou
egg	0.684	0.241	0.293	ਅੰਡੇ
egghead	0.316	0.492	0.284	ਅੰਡੇ ਦਾ ਸਿਰ
eggnog	0.635	0.360	0.259	eggnog
eggplant	0.592	0.152	0.323	ਬੈਂਗਣ ਦਾ ਪੌਦਾ
eggshell	0.408	0.269	0.212	ਅੰਡੇ ਦਾ ਸ਼ੈੱਲ
ego	0.328	0.576	0.593	ਹਉਮੈ
egomaniac	0.133	0.708	0.596	ਹਉਮੈਵਾਦੀ
egotistical	0.156	0.667	0.363	ਹੰਕਾਰੀ
egregious	0.150	0.716	0.442	ਗੰਭੀਰ
egress	0.490	0.429	0.287	ਬਾਹਰ ਨਿਕਲਣਾ
eight	0.540	0.199	0.315	ਅੱਠ
eighteen	0.523	0.340	0.404	ਅਠਾਰਾਂ
eighth	0.531	0.226	0.380	ਅੱਠਵਾਂ
eighty	0.500	0.300	0.453	ਅੱਸੀ
ejaculate	0.604	0.896	0.604	ejaculate
ejaculation	0.615	0.893	0.547	ejaculation
eject	0.434	0.656	0.559	ਬਾਹਰ ਕੱਢੋ
ejection	0.188	0.836	0.554	ਬਾਹਰ ਕੱਢਣਾ
elaborate	0.561	0.367	0.680	ਵਿਸਤ੍ਰਿਤ
elaboration	0.708	0.500	0.598	ਵਿਸਤਾਰ
elan	0.562	0.367	0.500	ਏਲਾਨ
elapse	0.514	0.440	0.455	ਬੀਤ ਜਾਣਾ
elapsed	0.583	0.451	0.493	ਬੀਤਿਆ
elastic	0.656	0.518	0.385	ਲਚਕੀਲੇ
elasticity	0.635	0.452	0.582	ਲਚਕਤਾ
elated	0.792	0.960	0.725	ਖੁਸ਼
elation	0.740	0.853	0.623	ਖੁਸ਼ੀ
elbow	0.448	0.133	0.254	ਕੂਹਣੀ
eld	0.471	0.292	0.451	ਬਜ਼ੁਰਗ
elder	0.448	0.153	0.462	ਬਜ਼ੁਰਗ
elders	0.602	0.260	0.441	ਬਜ਼ੁਰਗ
eldest	0.625	0.471	0.741	ਸਭ ਤੋਂ ਵੱਡਾ
elect	0.667	0.554	0.661	ਚੁਣਿਆ
election	0.625	0.519	0.651	ਚੋਣ
elective	0.612	0.380	0.623	ਚੋਣਵੇਂ
elector	0.479	0.520	0.766	ਵੋਟਰ
electoral	0.490	0.631	0.602	ਚੋਣ
electorate	0.560	0.380	0.696	ਵੋਟਰ
electric	0.458	0.708	0.512	ਬਿਜਲੀ
electric slide	0.542	0.660	0.536	ਇਲੈਕਟ੍ਰਿਕ ਸਲਾਈਡ
electrical	0.531	0.620	0.688	ਬਿਜਲੀ
electrician	0.449	0.590	0.620	ਇਲੈਕਟ੍ਰੀਸ਼ੀਅਨ
electricity	0.698	0.810	0.733	ਬਿਜਲੀ
electrify	0.520	0.769	0.737	ਬਿਜਲੀਕਰਨ
electrocute	0.271	0.731	0.555	ਇਲੈਕਟ੍ਰਿਕ
electrocution	0.177	0.844	0.692	ਇਲੈਕਟ੍ਰਿਕਸ਼ਨ
electromagnetic	0.531	0.632	0.683	ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ
electron	0.520	0.455	0.560	ਇਲੈਕਟ੍ਰੋਨ
electronic	0.571	0.490	0.704	ਇਲੈਕਟ੍ਰਾਨਿਕ
electronics	0.708	0.545	0.574	ਇਲੈਕਟ੍ਰਾਨਿਕਸ
elegance	0.918	0.396	0.824	ਖੂਬਸੂਰਤੀ
elegant	0.865	0.500	0.685	ਸ਼ਾਨਦਾਰ
element	0.531	0.259	0.481	ਤੱਤ
elemental	0.627	0.306	0.711	ਮੂਲ
elementary	0.594	0.286	0.686	ਮੁੱਢਲੀ
elements	0.510	0.312	0.462	ਤੱਤ
elephant	0.531	0.510	0.615	ਹਾਥੀ
elevate	0.812	0.500	0.804	ਉੱਚਾ
elevated	0.704	0.594	0.620	ਉੱਚਾ
elevation	0.760	0.759	0.711	ਉਚਾਈ
elevator	0.562	0.604	0.676	ਐਲੀਵੇਟਰ
eleven	0.449	0.250	0.430	ਗਿਆਰਾਂ
eleventh	0.594	0.329	0.357	ਗਿਆਰ੍ਹਵਾਂ
elf	0.460	0.457	0.315	elf
elicit	0.406	0.594	0.658	ਉਜਾਗਰ
eligible	0.750	0.400	0.518	ਯੋਗ
eliminate	0.265	0.670	0.324	ਨੂੰ ਖਤਮ
elimination	0.052	0.667	0.431	ਖਾਤਮਾ
elite	0.688	0.704	0.737	ਕੁਲੀਨ
elitist	0.500	0.606	0.656	ਕੁਲੀਨ
elixir	0.708	0.587	0.604	ਅੰਮ੍ਰਿਤ
elk	0.439	0.337	0.340	ਐਲਕ
ell	0.469	0.418	0.373	ell
ellipse	0.531	0.410	0.479	ਅੰਡਾਕਾਰ
ellipsis	0.653	0.358	0.314	ਅੰਡਾਕਾਰ
ellipsoid	0.500	0.440	0.419	ਅੰਡਾਕਾਰ
elliptic	0.500	0.431	0.528	ਅੰਡਾਕਾਰ
elliptical	0.338	0.385	0.490	ਅੰਡਾਕਾਰ
elm	0.510	0.345	0.321	elm
elongate	0.583	0.385	0.540	ਲੰਬਾ ਕਰਨਾ
elongation	0.561	0.500	0.500	ਲੰਬਾਈ
elope	0.396	0.694	0.528	ਭੱਜਣਾ
eloquence	0.729	0.490	0.804	ਵਾਕਫ਼ੀਅਤ
eloquent	0.870	0.680	0.741	ਵਾਕਫੀਅਤ
elucidate	0.583	0.509	0.518	ਸਪਸ਼ਟੀਕਰਨ
elucidation	0.650	0.574	0.586	ਵਿਆਖਿਆ
elude	0.438	0.521	0.464	ਬਚਣਾ
elusive	0.229	0.615	0.466	ਧੋਖੇਬਾਜ਼
emaciated	0.103	0.541	0.151	ਕਮਜ਼ੋਰ
email	0.698	0.230	0.456	ਈ - ਮੇਲ
emanate	0.653	0.464	0.554	ਨਿਕਲਣਾ
emancipation	0.704	0.684	0.763	ਮੁਕਤੀ
embankment	0.677	0.438	0.436	ਬੰਨ੍ਹ
embargo	0.229	0.564	0.443	ਪਾਬੰਦੀ
embark	0.541	0.550	0.619	ਚੜ੍ਹਨਾ
embarrass	0.082	0.667	0.364	ਸ਼ਰਮਿੰਦਾ
embarrassed	0.184	0.560	0.246	ਸ਼ਰਮਿੰਦਾ
embarrassing	0.226	0.809	0.225	ਸ਼ਰਮਨਾਕ
embarrassment	0.143	0.685	0.226	ਸ਼ਰਮਿੰਦਗੀ
embassy	0.622	0.333	0.758	ਦੂਤਾਵਾਸ
embattled	0.235	0.724	0.421	ਸੰਘਰਸ਼ ਕੀਤਾ
embed	0.417	0.554	0.670	ਏਮਬੇਡ
embellish	0.842	0.500	0.769	ਸਜਾਉਣਾ
embellishment	0.673	0.449	0.405	ਸਜਾਵਟ
embers	0.490	0.481	0.508	ਅੰਗਰੇਜ਼
embezzlement	0.143	0.827	0.435	ਗਬਨ
embezzler	0.146	0.823	0.491	ਗਬਨ ਕਰਨ ਵਾਲਾ
emblem	0.640	0.330	0.754	ਪ੍ਰਤੀਕ
emblematic	0.771	0.459	0.798	ਪ੍ਰਤੀਕ
embodiment	0.562	0.690	0.663	ਸਰੂਪ
embolism	0.104	0.660	0.302	embolism
embossed	0.531	0.481	0.500	ਉਭਰਿਆ
embrace	0.949	0.490	0.452	ਗਲੇ ਲਗਾਓ
embroidered	0.677	0.279	0.407	ਕਡਾਈ ਕੀਤੀ
embroidery	0.781	0.358	0.280	ਕਢਾਈ
embroiled	0.337	0.721	0.420	ਉਲਝੇ ਹੋਏ
embryo	0.673	0.469	0.453	ਭਰੂਣ
embryonic	0.573	0.453	0.598	ਭਰੂਣ
emcee	0.694	0.577	0.691	emcee
emerald	0.740	0.363	0.726	ਪੰਨਾ
emerge	0.602	0.594	0.731	ਉਭਰਨਾ
emergence	0.276	0.857	0.676	ਉਭਰਨਾ
emergency	0.200	0.900	0.571	ਸੰਕਟਕਾਲੀਨ
emeritus	0.633	0.402	0.735	ਐਮਰੀਟਸ
emery	0.469	0.583	0.472	ਐਮਰੀ
emetophobia	0.243	0.620	0.403	ਈਮੇਟੋਫੋਬੀਆ
emigrate	0.356	0.812	0.508	ਪਰਵਾਸ
emigration	0.564	0.664	0.432	ਪਰਵਾਸ
eminence	0.816	0.644	0.837	ਉੱਤਮਤਾ
eminent	0.740	0.620	0.830	ਉੱਘੇ
eminently	0.694	0.607	0.773	ਉੱਘੇ ਤੌਰ 'ਤੇ
emir	0.510	0.396	0.621	ਅਮੀਰ
emissary	0.562	0.462	0.636	ਦੂਤ
emission	0.510	0.453	0.591	ਨਿਕਾਸ
emit	0.638	0.445	0.510	ਛੱਡਣਾ
emo	0.354	0.314	0.226	emo
emotion	0.693	0.873	0.696	ਭਾਵਨਾ
emotional	0.779	0.714	0.526	ਭਾਵਨਾਤਮਕ
emotive	0.917	0.741	0.525	ਭਾਵੁਕ
empathic	0.760	0.570	0.558	ਹਮਦਰਦ
empathize	0.802	0.591	0.660	ਹਮਦਰਦੀ
empathy	0.729	0.349	0.545	ਹਮਦਰਦੀ
emperor	0.651	0.704	0.962	ਸਮਰਾਟ
emphasis	0.653	0.745	0.816	ਜ਼ੋਰ
emphasize	0.510	0.605	0.769	ਜ਼ੋਰ ਦਿਓ
emphatic	0.615	0.707	0.732	ਜ਼ੋਰਦਾਰ
emphysema	0.156	0.556	0.336	emphysema
empire	0.688	0.730	0.944	ਸਾਮਰਾਜ
empirical	0.500	0.510	0.574	ਅਨੁਭਵੀ
empiricism	0.583	0.460	0.547	ਅਨੁਭਵਵਾਦ
employ	0.729	0.481	0.702	ਰੁਜ਼ਗਾਰ
employee	0.582	0.361	0.481	ਕਰਮਚਾਰੀ
employer	0.663	0.518	0.767	ਰੁਜ਼ਗਾਰਦਾਤਾ
employment	0.750	0.594	0.611	ਰੁਜ਼ਗਾਰ
emporium	0.622	0.556	0.724	ਐਂਪੋਰੀਅਮ
empower	0.694	0.779	0.891	ਸ਼ਕਤੀ
empress	0.716	0.669	0.855	ਮਹਾਰਾਣੀ
emptiness	0.177	0.173	0.184	ਖਾਲੀਪਨ
emption	0.570	0.406	0.458	ਖਾਲੀ
empty	0.188	0.183	0.081	ਖਾਲੀ
emu	0.420	0.358	0.330	ਈਮੂ
emulate	0.438	0.340	0.549	ਨਕਲ
emulsion	0.562	0.431	0.453	emulsion
enable	0.760	0.491	0.782	ਯੋਗ ਕਰੋ
enablement	0.600	0.451	0.750	ਸਮਰੱਥ
enact	0.680	0.564	0.598	ਲਾਗੂ ਕਰਨਾ
enactment	0.667	0.612	0.769	ਕਾਨੂੰਨ
enamel	0.594	0.280	0.306	ਪਰਲੀ
encampment	0.677	0.573	0.605	ਡੇਰੇ
enchant	0.873	0.650	0.643	ਮੋਹਿਤ
enchanted	0.917	0.633	0.687	ਮੋਹਿਤ
enchanting	0.917	0.681	0.708	ਮਨਮੋਹਕ
enchantment	0.816	0.775	0.647	ਜਾਦੂ
enchantress	0.398	0.663	0.479	ਜਾਦੂਗਰ
enchilada	0.542	0.553	0.371	enchilada
encircle	0.460	0.500	0.519	ਘੇਰਾ ਪਾਓ
encircling	0.510	0.368	0.557	ਨੂੰ ਘੇਰਨਾ
enclave	0.531	0.333	0.580	ਐਨਕਲੇਵ
enclose	0.531	0.477	0.473	ਨੱਥੀ ਕਰੋ
enclosure	0.417	0.375	0.490	ਦੀਵਾਰ
encode	0.490	0.500	0.734	ਇੰਕੋਡ
encomiastic	0.541	0.500	0.670	encomiistic
encomium	0.541	0.451	0.519	encomium
encompass	0.520	0.298	0.661	ਨੂੰ ਘੇਰ ਲਿਆ
encore	0.510	0.423	0.500	ਐਨਕੋਰ
encounter	0.865	0.702	0.689	ਮੁਲਾਕਾਤ
encourage	0.896	0.580	0.704	ਉਤਸ਼ਾਹਿਤ ਕਰੋ
encouraged	0.953	0.702	0.657	ਉਤਸ਼ਾਹਿਤ ਕੀਤਾ
encouragement	0.865	0.700	0.759	ਹੌਂਸਲਾ ਅਫ਼ਜ਼ਾਈ
encouraging	0.823	0.583	0.755	ਹੌਸਲਾ
encroach	0.302	0.742	0.702	ਘੇਰਾਬੰਦੀ
encroachment	0.255	0.736	0.620	ਕਬਜ਼ੇ
encrypt	0.500	0.387	0.500	ਐਨਕ੍ਰਿਪਟ
encryption	0.547	0.415	0.474	ਇਨਕ੍ਰਿਪਸ਼ਨ
encumbrance	0.300	0.521	0.480	ਬੋਝ
encyclopedia	0.679	0.320	0.645	ਐਨਸਾਈਕਲੋਪੀਡੀਆ
end	0.198	0.349	0.298	ਅੰਤ
end table	0.541	0.480	0.482	ਅੰਤ ਸਾਰਣੀ
endanger	0.115	0.885	0.404	ਖ਼ਤਰੇ ਵਿੱਚ
endangered	0.083	0.885	0.430	ਖ਼ਤਰੇ ਵਿੱਚ
endangerment	0.167	0.873	0.519	ਖ਼ਤਰਾ
endearing	0.663	0.434	0.604	ਪਿਆਰਾ
endeavor	0.677	0.755	0.765	ਕੋਸ਼ਿਸ਼
ended	0.302	0.500	0.500	ਬੰਦ ਹੋ ਗਿਆ
endemic	0.406	0.480	0.483	ਸਥਾਨਕ
endgame	0.449	0.538	0.526	ਅੰਤ ਦੀ ਖੇਡ
ending	0.344	0.365	0.492	ਖਤਮ
endless	0.347	0.462	0.472	ਬੇਅੰਤ
endocarditis	0.235	0.587	0.412	endocarditis
endorse	0.592	0.392	0.472	ਸਮਰਥਨ
endorsement	0.834	0.360	0.611	ਸਮਰਥਨ
endow	0.684	0.398	0.609	endow
endowed	0.755	0.510	0.769	ਬਖਸ਼ਿਆ
endowment	0.685	0.578	0.647	ਐਂਡੋਮੈਂਟ
endpapers	0.542	0.400	0.339	ਅੰਤ ਕਾਗਜ਼
endpoint	0.311	0.410	0.448	ਅੰਤ ਬਿੰਦੂ
endurance	0.592	0.745	0.760	ਧੀਰਜ
endure	0.320	0.610	0.574	ਸਹਿਣਾ
enduring	0.633	0.459	0.768	ਸਥਾਈ
enema	0.281	0.673	0.268	ਐਨੀਮਾ
enemy	0.135	0.794	0.591	ਦੁਸ਼ਮਣ
energetic	0.847	0.868	0.902	ਊਰਜਾਵਾਨ
energize	0.792	0.810	0.875	ਊਰਜਾਵਾਨ
energy	0.944	0.725	0.868	ਊਰਜਾ
enforce	0.583	0.644	0.836	ਲਾਗੂ ਕਰੋ
enforcement	0.594	0.571	0.736	ਲਾਗੂ ਕਰਨਾ
enforcer	0.398	0.612	0.639	ਲਾਗੂ ਕਰਨ ਵਾਲਾ
engage	0.771	0.796	0.713	ਸ਼ਮੂਲੀਅਤ
engaged	0.837	0.596	0.849	ਲੱਗੇ
engagement	0.906	0.587	0.807	ਸ਼ਮੂਲੀਅਤ
engaging	0.948	0.612	0.862	ਆਕਰਸ਼ਕ
engender	0.561	0.741	0.688	ਪੈਦਾ ਕਰਨਾ
engine	0.615	0.644	0.676	ਇੰਜਣ
engineer	0.719	0.500	0.875	ਇੰਜੀਨੀਅਰ
engineering	0.735	0.471	0.836	ਇੰਜੀਨੀਅਰਿੰਗ
engrave	0.486	0.442	0.517	ਉੱਕਰੀ
engraved	0.542	0.375	0.473	ਉੱਕਰੀ
engraver	0.552	0.417	0.500	ਉੱਕਰੀ
engraving	0.604	0.430	0.442	ਉੱਕਰੀ
engrossed	0.541	0.471	0.304	ਮਗਨ
engrossing	0.698	0.702	0.750	ਮਨਮੋਹਕ
engulf	0.398	0.573	0.500	ਲਪੇਟ
enhance	0.802	0.578	0.814	ਵਧਾਉਣਾ
enhancement	0.877	0.490	0.741	ਸੁਧਾਰ
enigma	0.513	0.700	0.500	ਰਹੱਸ
enigmatic	0.469	0.589	0.679	ਰਹੱਸਮਈ
enjoin	0.594	0.454	0.732	ਹੁਕਮ ਦਿਓ
enjoy	0.959	0.725	0.750	ਆਨੰਦ ਮਾਣੋ
enjoyable	1.000	0.481	0.605	ਮਜ਼ੇਦਾਰ
enjoying	0.908	0.759	0.759	ਆਨੰਦ ਮਾਣ ਰਿਹਾ ਹੈ
enjoyment	0.930	0.612	0.716	ਅਨੰਦ
enlarge	0.735	0.606	0.688	ਵੱਡਾ ਕਰੋ
enlarged	0.673	0.490	0.518	ਵਧਾਇਆ
enlargement	0.677	0.577	0.616	ਵਾਧਾ
enlighten	0.729	0.549	0.667	ਗਿਆਨ ਦੇਣਾ
enlightened	0.956	0.566	0.700	ਗਿਆਨਵਾਨ
enlightening	0.825	0.729	0.727	ਗਿਆਨਵਾਨ
enlightenment	0.837	0.549	0.619	ਗਿਆਨ
enlist	0.510	0.370	0.483	ਭਰਤੀ
enliven	0.833	0.683	0.702	ਜੀਵਿਤ
enmity	0.094	0.706	0.382	ਦੁਸ਼ਮਣੀ
ennui	0.406	0.461	0.316	ennui
enormity	0.594	0.648	0.848	ਵਿਸ਼ਾਲਤਾ
enormous	0.677	0.665	0.886	ਬਹੁਤ ਜ਼ਿਆਦਾ
enormously	0.760	0.694	0.872	ਬਹੁਤ ਜ਼ਿਆਦਾ
enraged	0.083	0.962	0.636	ਗੁੱਸੇ
enrich	0.896	0.731	0.705	ਅਮੀਰ
enroll	0.696	0.530	0.611	ਭਰਤੀ
enrollment	0.667	0.391	0.698	ਦਾਖਲਾ
ensemble	0.697	0.418	0.586	ਸਮੂਹ
ensign	0.663	0.270	0.545	ਨਿਸ਼ਾਨ
enslave	0.073	0.800	0.481	ਗੁਲਾਮ ਬਣਾਉਣਾ
enslaved	0.104	0.720	0.321	ਗ਼ੁਲਾਮ
enslavement	0.086	0.635	0.302	ਗੁਲਾਮੀ
ensue	0.698	0.363	0.332	ਨਤੀਜੇ
ensure	0.737	0.406	0.759	ਯਕੀਨੀ ਬਣਾਓ
entail	0.484	0.630	0.645	ਪਾਉਣਾ
entangled	0.319	0.578	0.357	ਉਲਝਿਆ
entanglement	0.302	0.765	0.248	ਉਲਝਣਾ
enter	0.708	0.470	0.500	ਦਾਖਲ ਕਰੋ
enterprise	0.760	0.392	0.754	ਐਂਟਰਪ੍ਰਾਈਜ਼
enterprising	0.865	0.784	0.875	ਉੱਦਮੀ
entertain	0.918	0.684	0.598	ਮਨੋਰੰਜਨ
entertained	0.902	0.644	0.712	ਮਨੋਰੰਜਨ ਕੀਤਾ
entertainer	0.888	0.709	0.759	ਮਨੋਰੰਜਨ ਕਰਨ ਵਾਲਾ
entertaining	0.833	0.658	0.660	ਮਨੋਰੰਜਕ
entertainment	0.847	0.750	0.569	ਮਨੋਰੰਜਨ
enthralled	0.745	0.602	0.615	ਮੋਹਿਤ
enthusiasm	0.938	0.816	0.798	ਉਤਸ਼ਾਹ
enthusiast	0.867	0.810	0.875	ਉਤਸ਼ਾਹੀ
enthusiastic	0.885	0.868	0.848	ਉਤਸ਼ਾਹੀ
entice	0.521	0.887	0.518	ਲੁਭਾਉਣਾ
entire	0.689	0.462	0.698	ਪੂਰਾ
entirety	0.854	0.460	0.804	ਪੂਰੀ ਤਰ੍ਹਾਂ
entitle	0.729	0.333	0.827	ਹੱਕਦਾਰ
entity	0.542	0.402	0.670	ਹਸਤੀ
entomology	0.438	0.396	0.545	ਕੀਟ ਵਿਗਿਆਨ
entourage	0.491	0.567	0.467	ਦਲ
entrails	0.365	0.538	0.387	ਅੰਤੜੀਆਂ
entrance	0.698	0.393	0.526	ਪਰਵੇਸ਼
entrapment	0.177	0.604	0.441	ਫਸਾਉਣਾ
entreat	0.304	0.560	0.462	ਬੇਨਤੀ
entree	0.615	0.477	0.624	ਦਾਖਲਾ
entrepreneur	0.885	0.704	0.920	ਉਦਯੋਗਪਤੀ
entrust	0.693	0.310	0.630	ਸੌਂਪਣਾ
entry	0.552	0.353	0.602	ਦਾਖਲਾ
enumerate	0.521	0.390	0.491	ਗਿਣਨਾ
enumeration	0.548	0.327	0.534	ਗਣਨਾ
envelope	0.604	0.275	0.377	ਲਿਫ਼ਾਫ਼ਾ
envious	0.110	0.754	0.341	ਈਰਖਾ
environ	0.724	0.221	0.433	ਵਾਤਾਵਰਣ
environment	0.646	0.194	0.528	ਵਾਤਾਵਰਣ
environmental	0.633	0.313	0.664	ਵਾਤਾਵਰਣਕ
environs	0.561	0.288	0.345	ਵਾਤਾਵਰਣ
envision	0.625	0.449	0.483	ਕਲਪਨਾ
envoy	0.531	0.375	0.586	ਰਾਜਦੂਤ
envy	0.240	0.704	0.427	ਈਰਖਾ
enzyme	0.562	0.277	0.481	ਪਾਚਕ
ephemeral	0.500	0.312	0.377	ਥੋੜ੍ਹੇ ਸਮੇਂ ਲਈ
ephemeris	0.640	0.380	0.528	ephemeris
epic	0.857	0.713	0.830	ਮਹਾਂਕਾਵਿ
epidemic	0.092	0.830	0.611	ਮਹਾਂਮਾਰੀ
epidermis	0.418	0.490	0.426	epidermis
epidural	0.347	0.452	0.525	epidural
epilepsy	0.061	0.854	0.250	ਮਿਰਗੀ
epileptic	0.146	0.794	0.340	ਮਿਰਗੀ
epilogue	0.582	0.353	0.466	ਐਪੀਲੋਗ
epiphany	0.625	0.596	0.526	ਐਪੀਫਨੀ
episcopal	0.542	0.314	0.750	ਐਪੀਸਕੋਪਲ
episode	0.719	0.367	0.509	ਪ੍ਰਸੰਗ
episodic	0.531	0.542	0.462	ਐਪੀਸੋਡਿਕ
epistle	0.604	0.417	0.535	ਪੱਤਰ
epitaph	0.276	0.323	0.442	epitaph
epithet	0.530	0.394	0.524	ਵਿਸ਼ੇਸ਼ਤਾ
epitome	0.510	0.500	0.667	ਪ੍ਰਤੀਕ
epoch	0.553	0.343	0.797	ਯੁੱਗ
equal	0.781	0.178	0.407	ਬਰਾਬਰ
equality	0.898	0.305	0.716	ਸਮਾਨਤਾ
equalization	0.625	0.422	0.423	ਬਰਾਬਰੀ
equalize	0.738	0.281	0.574	ਬਰਾਬਰ
equalizer	0.604	0.451	0.586	ਬਰਾਬਰੀ ਕਰਨ ਵਾਲਾ
equally	0.625	0.264	0.436	ਬਰਾਬਰ
equate	0.724	0.382	0.624	ਬਰਾਬਰ
equation	0.479	0.384	0.608	ਸਮੀਕਰਨ
equator	0.550	0.302	0.462	ਭੂਮੱਧ
equatorial	0.550	0.271	0.593	ਭੂਮੱਧ
equestrian	0.633	0.519	0.417	ਘੋੜਸਵਾਰ
equidistant	0.375	0.406	0.509	ਬਰਾਬਰ ਦੂਰੀ ਵਾਲਾ
equilibration	0.724	0.317	0.593	ਸੰਤੁਲਨ
equilibrium	0.676	0.235	0.620	ਸੰਤੁਲਨ
equip	0.650	0.519	0.713	ਲੈਸ
equipment	0.745	0.495	0.700	ਉਪਕਰਨ
equitable	0.714	0.286	0.750	ਬਰਾਬਰ
equity	0.792	0.304	0.614	ਇਕੁਇਟੀ
equivalence	0.663	0.250	0.582	ਸਮਾਨਤਾ
equivalent	0.646	0.347	0.500	ਬਰਾਬਰ
equivocal	0.327	0.482	0.257	ਵਿਵਾਦਪੂਰਨ
era	0.615	0.407	0.449	ਯੁੱਗ
eradicate	0.260	0.690	0.686	ਮਿਟਾਉਣਾ
eradication	0.208	0.788	0.685	ਖਾਤਮਾ
erase	0.240	0.260	0.321	ਮਿਟਾਓ
eraser	0.458	0.209	0.311	ਇਰੇਜ਼ਰ
erasure	0.281	0.360	0.265	ਮਿਟਾਉਣਾ
ere	0.479	0.312	0.377	ਪਹਿਲਾਂ
erect	0.643	0.885	0.627	ਖੜਾ
erectile	0.542	0.796	0.625	erectile
erection	0.640	0.856	0.695	ਨਿਰਮਾਣ
ergo	0.385	0.400	0.385	ਇਸ ਲਈ
erode	0.208	0.643	0.580	ਈਰੋਡ
erosion	0.312	0.770	0.465	ਕਟੌਤੀ
erotic	0.625	0.946	0.683	ਕਾਮੁਕ
erotica	0.781	0.870	0.579	erotica
err	0.146	0.660	0.236	ਗਲਤੀ
errand	0.385	0.519	0.482	ਕੰਮ
errant	0.205	0.602	0.375	ਗਲਤ
erratic	0.271	0.503	0.217	ਅਨਿਯਮਿਤ
erratum	0.327	0.528	0.436	ਇਰੱਟਮ
erroneous	0.057	0.561	0.245	ਗਲਤ
error	0.094	0.559	0.198	ਗਲਤੀ
erst	0.277	0.422	0.357	ਪਹਿਲਾ
erudite	0.719	0.434	0.774	ਵਿਦਵਾਨ
erupt	0.188	0.820	0.818	ਫਟਣਾ
eruption	0.156	0.913	0.733	ਫਟਣਾ
escalade	0.480	0.724	0.442	ਐਸਕੇਲੇਡ
escalate	0.653	0.714	0.728	ਵਧਣਾ
escalating	0.646	0.724	0.518	ਵਧਣਾ
escalation	0.571	0.807	0.582	ਵਾਧਾ
escalator	0.500	0.530	0.518	ਐਸਕੇਲੇਟਰ
escape	0.367	0.765	0.448	ਬਚਣਾ
escaped	0.365	0.755	0.518	ਬਚ ਗਿਆ
escarpment	0.406	0.553	0.470	ਸਕਾਰਪਮੈਂਟ
eschew	0.184	0.438	0.370	ਬਚਣਾ
