English Word	Valence	Arousal	Dominance	Telugu Word
equalization	0.625	0.422	0.423	సమీకరణ
equalize	0.738	0.281	0.574	సమం
equalizer	0.604	0.451	0.586	ఈక్వలైజర్
equally	0.625	0.264	0.436	సమానంగా
equate	0.724	0.382	0.624	సమానం
equation	0.479	0.384	0.608	సమీకరణం
equator	0.550	0.302	0.462	భూమధ్యరేఖ
equatorial	0.550	0.271	0.593	భూమధ్యరేఖ
equestrian	0.633	0.519	0.417	గుర్రపుస్వారీ
equidistant	0.375	0.406	0.509	సమదూరం
equilibration	0.724	0.317	0.593	సమతౌల్యం
equilibrium	0.676	0.235	0.620	సమతౌల్య
equip	0.650	0.519	0.713	సన్నద్ధం
equipment	0.745	0.495	0.700	పరికరాలు
equitable	0.714	0.286	0.750	సమానమైన
equity	0.792	0.304	0.614	ఈక్విటీ
equivalence	0.663	0.250	0.582	సమానత్వం
equivalent	0.646	0.347	0.500	సమానమైన
equivocal	0.327	0.482	0.257	సందిగ్ధమైన
era	0.615	0.407	0.449	యుగం
eradicate	0.260	0.690	0.686	నిర్మూలించేందుకు
eradication	0.208	0.788	0.685	నిర్మూలన
erase	0.240	0.260	0.321	తుడిచివేయండి
eraser	0.458	0.209	0.311	రబ్బరు
erasure	0.281	0.360	0.265	చెరిపివేయడం
ere	0.479	0.312	0.377	ముందు
erect	0.643	0.885	0.627	నిటారుగా
erectile	0.542	0.796	0.625	అంగస్తంభన
erection	0.640	0.856	0.695	అంగస్తంభన
ergo	0.385	0.400	0.385	ఎర్గో
erode	0.208	0.643	0.580	క్షీణించు
erosion	0.312	0.770	0.465	కోత
erotic	0.625	0.946	0.683	శృంగారభరిత
erotica	0.781	0.870	0.579	శృంగారం
err	0.146	0.660	0.236	తప్పు
errand	0.385	0.519	0.482	పని
errant	0.205	0.602	0.375	తప్పుచేసిన
erratic	0.271	0.503	0.217	అస్థిరమైన
erratum	0.327	0.528	0.436	లోపం
erroneous	0.057	0.561	0.245	తప్పు
error	0.094	0.559	0.198	లోపం
erst	0.277	0.422	0.357	పూర్వం
erudite	0.719	0.434	0.774	పాండిత్యం కలవాడు
erupt	0.188	0.820	0.818	విస్ఫోటనం
eruption	0.156	0.913	0.733	విస్ఫోటనం
escalade	0.480	0.724	0.442	పెంపుదల
escalate	0.653	0.714	0.728	పెంచు
escalating	0.646	0.724	0.518	పెచ్చుమీరుతోంది
escalation	0.571	0.807	0.582	పెంపుదల
escalator	0.500	0.530	0.518	ఎస్కలేటర్
escape	0.367	0.765	0.448	తప్పించుకుంటారు
escaped	0.365	0.755	0.518	తప్పించుకున్నాడు
escarpment	0.406	0.553	0.470	ఎస్కార్ప్మెంట్
eschew	0.184	0.438	0.370	విడిచిపెట్టు
escort	0.729	0.480	0.608	ఎస్కార్ట్
escrow	0.449	0.520	0.613	దస్తావేజు
esophagus	0.429	0.454	0.464	అన్నవాహిక
esoteric	0.500	0.676	0.545	రహస్యమైన
especial	0.827	0.419	0.794	ప్రత్యేకం
espionage	0.312	0.750	0.620	గూఢచర్యం
espouse	0.802	0.529	0.598	జీవిత భాగస్వామి
espresso	0.677	0.620	0.508	ఎస్ప్రెస్సో
esprit	0.552	0.431	0.407	ఎస్ప్రిట్
esquire	0.604	0.542	0.518	ఎస్క్వైర్
essay	0.559	0.411	0.530	వ్యాసం
essayist	0.656	0.460	0.462	వ్యాసకర్త
essence	0.663	0.369	0.575	సారాంశం
essential	0.812	0.405	0.759	అవసరమైన
essentially	0.750	0.373	0.802	ముఖ్యంగా
establish	0.708	0.500	0.688	ఏర్పాటు
established	0.796	0.394	0.694	స్థాపించబడింది
establishment	0.690	0.398	0.631	స్థాపన
estate	0.653	0.385	0.647	ఎస్టేట్
esteem	0.745	0.380	0.679	గౌరవం
esteemed	0.694	0.418	0.531	గౌరవించబడింది
esthetic	0.635	0.360	0.558	సౌందర్య సంబంధమైన
estimable	0.796	0.408	0.630	అంచనా వేయదగినది
estimate	0.719	0.469	0.517	అంచనా
estimation	0.740	0.480	0.589	అంచనా
estoppel	0.354	0.459	0.482	ఎస్టోపెల్
estranged	0.156	0.382	0.377	దూరమయ్యాడు
estrogen	0.580	0.500	0.425	ఈస్ట్రోజెన్
estuary	0.469	0.278	0.482	నదివాయి
etch	0.510	0.367	0.598	చెక్కు
etching	0.567	0.491	0.575	చెక్కడం
eternal	0.854	0.409	0.843	శాశ్వతమైన
eternity	0.765	0.520	0.911	శాశ్వతత్వం
ethanol	0.333	0.410	0.534	ఇథనాల్
ether	0.490	0.306	0.412	ఈథర్
ethereal	0.520	0.419	0.518	అంతరిక్షము
ethic	0.786	0.260	0.791	నీతి
ethical	0.854	0.324	0.634	నైతికమైన
ethics	0.658	0.296	0.731	నీతిశాస్త్రం
ethnic	0.583	0.373	0.555	జాతి
ethnography	0.571	0.373	0.549	ఎథ్నోగ్రఫీ
etiology	0.500	0.385	0.639	ఎటియాలజీ
etiquette	0.604	0.350	0.421	మర్యాదలు
etymology	0.531	0.370	0.529	వ్యుత్పత్తి శాస్త్రం
eucalyptus	0.602	0.308	0.418	యూకలిప్టస్
euchre	0.470	0.459	0.442	euchre
eugenics	0.448	0.530	0.518	యుజెనిక్స్
eulogistic	0.740	0.623	0.694	స్తుతించే
eulogium	0.542	0.482	0.655	స్తోత్రము
eulogize	0.850	0.518	0.679	స్తుతించండి
eulogy	0.625	0.443	0.667	స్తుతి
euphemism	0.418	0.453	0.491	సభ్యోక్తి
euphoria	0.769	0.955	0.648	ఆనందాతిరేకం
euphoric	0.745	0.904	0.588	ఉల్లాసకరమైన
euro	0.680	0.441	0.521	యూరో
euthanasia	0.229	0.716	0.325	అనాయాస
evacuate	0.354	0.792	0.314	ఖాళీ చేయండి
evacuation	0.160	0.755	0.582	తరలింపు
evade	0.304	0.490	0.342	తప్పించుకుంటుంది
evaluate	0.663	0.640	0.649	మూల్యాంకనం చేయండి
evaluation	0.542	0.667	0.764	మూల్యాంకనం
evanescence	0.527	0.519	0.458	అవాస్తవికత
evangelical	0.602	0.389	0.602	సువార్తికుడు
evangelist	0.582	0.464	0.702	మత ప్రచారకుడు
evangelistic	0.660	0.375	0.612	సువార్తికుడు
evaporate	0.357	0.469	0.402	ఆవిరైపోతుంది
evaporation	0.556	0.346	0.388	బాష్పీభవనం
evasion	0.229	0.510	0.418	ఎగవేత
evasive	0.117	0.596	0.425	తప్పించుకునే
eve	0.612	0.378	0.440	ఈవ్
evening	0.458	0.185	0.318	సాయంత్రం
evens	0.592	0.430	0.457	సమానం
event	0.745	0.673	0.664	సంఘటన
eventful	0.543	0.837	0.510	సంఘటనల
eventual	0.633	0.459	0.413	చివరికి
eventuality	0.469	0.627	0.527	సంఘటన
evergreen	0.729	0.471	0.546	సతత హరిత
everlasting	0.740	0.413	0.809	శాశ్వతమైన
evermore	0.677	0.450	0.403	ఎప్పటికీ
everyday	0.740	0.392	0.472	ప్రతి రోజు
everyman	0.522	0.333	0.535	ప్రతి మనిషి
evict	0.042	0.632	0.377	తరిమివేయు
eviction	0.185	0.731	0.455	తొలగింపు
evidence	0.500	0.500	0.778	సాక్ష్యం
evident	0.633	0.444	0.664	స్పష్టంగా
evidentiary	0.448	0.541	0.717	సాక్ష్యం
evil	0.040	0.827	0.545	చెడు
evoke	0.438	0.341	0.500	రేకెత్తిస్తాయి
evolution	0.781	0.657	0.854	పరిణామం
evolutionary	0.796	0.673	0.825	పరిణామాత్మకమైన
evolve	0.655	0.692	0.896	పరిణామం చెందుతాయి
ewe	0.429	0.216	0.277	ఈవ్
ex	0.250	0.520	0.306	ఉదా
exacerbate	0.323	0.776	0.580	మరింత ఉధృతం
exacerbation	0.344	0.810	0.480	తీవ్రతరం
exact	0.719	0.354	0.685	ఖచ్చితమైన
exacting	0.448	0.673	0.767	ఖచ్చితమైన
exaggerate	0.193	0.760	0.529	అతిశయోక్తి
exaggerated	0.224	0.885	0.732	అతిశయోక్తి
exaggeration	0.312	0.775	0.582	అతిశయోక్తి
exalt	0.656	0.750	0.745	ఔన్నత్యం
exaltation	0.594	0.892	0.673	ఔన్నత్యం
exalted	0.676	0.845	0.696	ఉన్నతమైన
exam	0.479	0.663	0.577	పరీక్ష
examination	0.378	0.657	0.679	పరీక్ష
examine	0.615	0.623	0.786	పరిశీలించండి
examiner	0.406	0.575	0.812	పరిశీలకుడు
example	0.542	0.337	0.510	ఉదాహరణ
exasperated	0.229	0.816	0.377	విసుగ్గా
exasperation	0.214	0.833	0.483	ఉద్రేకం
excavate	0.583	0.613	0.635	తవ్వకం
excavation	0.540	0.644	0.527	తవ్వకం
excavator	0.427	0.673	0.649	ఎక్స్కవేటర్
exceed	0.500	0.827	0.586	మించిపోతాయి
exceeding	0.500	0.802	0.668	మించిపోయింది
excel	0.561	0.363	0.466	ఎక్సెల్
excellence	0.958	0.620	0.907	సమర్థత
excellent	0.970	0.587	0.870	అద్భుతమైన
excelsior	0.700	0.625	0.611	శ్రేష్ఠుడు
excepting	0.408	0.413	0.526	మినహాయింపు
exception	0.469	0.600	0.544	మినహాయింపు
exceptional	0.806	0.740	0.933	అసాధారణమైన
excerpt	0.437	0.367	0.543	సారాంశం
excess	0.385	0.889	0.712	అదనపు
excessive	0.417	0.731	0.601	మితిమీరిన
excessively	0.449	0.882	0.716	అతిగా
exchange	0.740	0.569	0.491	మార్పిడి
excise	0.448	0.561	0.577	ఎక్సైజ్
excision	0.260	0.480	0.519	ఎక్సిషన్
excitability	0.906	0.910	0.724	ఉత్తేజితత
excitable	0.803	0.939	0.629	ఉత్తేజకరమైన
excitation	0.792	0.958	0.750	ఉత్తేజం
excite	0.823	0.950	0.668	ఉత్తేజితం
excited	0.908	0.931	0.709	ఉత్సాహంగా
excitement	0.896	0.684	0.731	ఉత్సాహం
exciting	0.950	0.792	0.789	ఉత్తేజకరమైన
exclaim	0.635	0.711	0.639	అని ఆక్రోశించండి
exclamation	0.612	0.745	0.598	ఆశ్చర్యార్థకం
exclude	0.292	0.500	0.530	మినహాయించండి
excluded	0.061	0.540	0.134	మినహాయించబడింది
excluding	0.271	0.550	0.324	మినహాయించి
exclusion	0.240	0.530	0.389	మినహాయింపు
exclusive	0.792	0.630	0.653	ప్రత్యేకమైనది
excrement	0.041	0.558	0.221	విసర్జన
excretion	0.285	0.650	0.457	విసర్జన
excruciating	0.083	0.837	0.345	విపరీతమైన
excursion	0.625	0.714	0.627	విహారయాత్ర
excuse	0.240	0.696	0.318	మన్నించు
exec	0.640	0.352	0.769	కార్యనిర్వాహకుడు
execute	0.327	0.708	0.769	అమలు
execution	0.160	0.811	0.713	అమలు
executioner	0.235	0.816	0.676	తలారి
executive	0.704	0.449	0.894	కార్యనిర్వాహకుడు
executor	0.365	0.755	0.759	కార్యనిర్వాహకుడు
exegesis	0.458	0.472	0.491	వివరణ
exemplar	0.844	0.537	0.625	ఉదాహరణ
exemplary	0.833	0.343	0.729	ఆదర్శప్రాయమైన
exemplify	0.735	0.506	0.783	ఉదహరించండి
exempt	0.588	0.455	0.664	మినహాయింపు
exemption	0.531	0.578	0.627	మినహాయింపు
exercise	0.750	0.789	0.625	వ్యాయామం
exert	0.694	0.735	0.806	శ్రమ
exertion	0.663	0.755	0.717	శ్రమ
exhale	0.542	0.490	0.411	ఆవిరైపో
exhaust	0.546	0.710	0.337	ఎగ్జాస్ట్
exhausted	0.123	0.423	0.202	అయిపోయింది
exhaustion	0.366	0.633	0.269	ఆయాసం
exhaustive	0.388	0.635	0.604	సమగ్రమైన
exhibit	0.688	0.633	0.708	ప్రదర్శించు
exhibition	0.698	0.590	0.531	ప్రదర్శన
exhilarated	0.890	0.963	0.759	ఉప్పొంగింది
exhilarating	0.917	0.823	0.810	సంతోషించే
exhilaration	0.792	0.868	0.783	ఉల్లాసం
exhort	0.378	0.660	0.745	ప్రబోధించు
exhortation	0.531	0.624	0.580	ప్రబోధం
exhumation	0.177	0.586	0.473	వెలికితీత
exhume	0.184	0.627	0.452	వెలికితీయు
exigent	0.385	0.611	0.792	అత్యవసరమైన
exile	0.184	0.630	0.483	బహిష్కరణ
exist	0.857	0.421	0.788	ఉనికిలో ఉన్నాయి
existence	0.760	0.513	0.771	ఉనికి
existent	0.635	0.490	0.635	ఉనికిలో ఉంది
existential	0.583	0.510	0.638	అస్తిత్వ
existing	0.802	0.344	0.750	ఉనికిలో ఉంది
exit	0.370	0.353	0.399	బయటకి దారి
exodus	0.286	0.663	0.567	నిర్గమనం
exonerate	0.592	0.500	0.538	నిర్దోషి
exorbitant	0.398	0.865	0.825	విపరీతమైన
exorcism	0.163	0.980	0.557	భూతవైద్యం
exorcist	0.219	0.906	0.716	భూతవైద్యుడు
exotic	0.840	0.711	0.727	అన్యదేశ
expand	0.792	0.559	0.686	విస్తరించండి
expanded	0.760	0.406	0.689	విస్తరించింది
expanse	0.594	0.529	0.689	విస్తీర్ణం
expansion	0.776	0.618	0.787	విస్తరణ
expansive	0.708	0.650	0.778	విశాలమైన
expatriate	0.265	0.764	0.391	ప్రవాసుడు
expect	0.469	0.327	0.377	ఆశించవచ్చు
expectance	0.552	0.724	0.660	నిరీక్షణ
expectancy	0.581	0.622	0.558	నిరీక్షణ
expectant	0.708	0.650	0.474	ఆశించే
expectation	0.771	0.690	0.707	నిరీక్షణ
expected	0.729	0.412	0.545	ఊహించబడింది
expecting	0.561	0.450	0.302	ఆశించడం
expediency	0.604	0.443	0.703	ప్రయోజనం
expedient	0.885	0.461	0.454	ప్రయోజనకరమైన
expedite	0.571	0.858	0.798	వేగవంతం
expedition	0.735	0.802	0.620	యాత్ర
expeditious	0.602	0.645	0.773	త్వరితగతిన
expel	0.281	0.725	0.452	బహిష్కరించండి
expendable	0.479	0.490	0.423	ఖర్చు చేయదగిన
expenditure	0.250	0.608	0.603	వ్యయం
expense	0.317	0.451	0.377	ఖర్చు
expenses	0.240	0.633	0.396	ఖర్చులు
expensive	0.323	0.540	0.530	ఖరీదైన
experience	0.827	0.618	0.905	అనుభవం
experienced	0.771	0.613	0.914	అనుభవించాడు
experiences	0.793	0.647	0.795	అనుభవాలు
experiment	0.479	0.720	0.675	ప్రయోగం
experimental	0.417	0.764	0.396	ప్రయోగాత్మకమైన
experimentation	0.637	0.769	0.767	ప్రయోగం
experimenter	0.708	0.710	0.700	ప్రయోగాత్మకుడు
expert	0.776	0.646	0.911	నిపుణుడు
expertise	0.792	0.589	0.925	నైపుణ్యం
expiration	0.265	0.539	0.463	గడువు
expire	0.573	0.745	0.702	గడువు ముగుస్తుంది
expired	0.198	0.394	0.200	గడువు ముగిసింది
expiry	0.194	0.434	0.382	గడువు ముగుస్తుంది
explain	0.719	0.517	0.736	వివరించండి
explanation	0.615	0.610	0.825	వివరణ
explanatory	0.573	0.433	0.688	వివరణాత్మకమైన
expletive	0.357	0.567	0.536	వివరణాత్మకమైన
explication	0.510	0.445	0.602	వివరణ
explicit	0.562	0.694	0.734	స్పష్టమైన
explode	0.277	0.885	0.773	పేలుడు
exploit	0.312	0.878	0.660	దోపిడీ
exploitation	0.156	0.920	0.718	దోపిడీ
exploration	0.594	0.650	0.773	అన్వేషణ
exploratory	0.653	0.690	0.698	అన్వేషణాత్మకమైన
explore	0.776	0.660	0.727	అన్వేషించండి
explorer	0.729	0.663	0.714	అన్వేషకుడు
explosion	0.167	0.960	0.767	పేలుడు
explosions	0.123	0.860	0.594	పేలుళ్లు
explosive	0.156	0.943	0.663	పేలుడు
expo	0.610	0.562	0.500	ఎక్స్పో
exponent	0.529	0.510	0.845	ఘాతాంకం
exponential	0.704	0.588	0.763	ఘాతాంక
export	0.567	0.661	0.755	ఎగుమతి
exportation	0.760	0.633	0.673	ఎగుమతి
