English Word	Valence	Arousal	Dominance	German Word
enlargement	0.677	0.577	0.616	Erweiterung
enlighten	0.729	0.549	0.667	erleuchten
enlightened	0.956	0.566	0.700	erleuchtet
enlightening	0.825	0.729	0.727	aufschlussreich
enlightenment	0.837	0.549	0.619	Aufklärung
enlist	0.510	0.370	0.483	gewinnen
enliven	0.833	0.683	0.702	beleben
enmity	0.094	0.706	0.382	Feindschaft
ennui	0.406	0.461	0.316	Langeweile
enormity	0.594	0.648	0.848	Ungeheuerlichkeit
enormous	0.677	0.665	0.886	enorm
enormously	0.760	0.694	0.872	enorm
enraged	0.083	0.962	0.636	wütend
enrich	0.896	0.731	0.705	bereichern
enroll	0.696	0.530	0.611	einschreiben
enrollment	0.667	0.391	0.698	Einschreibung
ensemble	0.697	0.418	0.586	Ensemble
ensign	0.663	0.270	0.545	Fähnrich
enslave	0.073	0.800	0.481	versklaven
enslaved	0.104	0.720	0.321	versklavt
enslavement	0.086	0.635	0.302	Versklavung
ensue	0.698	0.363	0.332	erfolgen
ensure	0.737	0.406	0.759	dafür sorgen
entail	0.484	0.630	0.645	mit sich bringen
entangled	0.319	0.578	0.357	verstrickt
entanglement	0.302	0.765	0.248	Verstrickung
enter	0.708	0.470	0.500	Eintreten
enterprise	0.760	0.392	0.754	Unternehmen
enterprising	0.865	0.784	0.875	unternehmungslustig
entertain	0.918	0.684	0.598	unterhalten
entertained	0.902	0.644	0.712	unterhalten
entertainer	0.888	0.709	0.759	Entertainer
entertaining	0.833	0.658	0.660	unterhaltsam
entertainment	0.847	0.750	0.569	Entertainment
enthralled	0.745	0.602	0.615	begeistert
enthusiasm	0.938	0.816	0.798	Begeisterung
enthusiast	0.867	0.810	0.875	Enthusiast
enthusiastic	0.885	0.868	0.848	enthusiastisch
entice	0.521	0.887	0.518	locken
entire	0.689	0.462	0.698	gesamte
entirety	0.854	0.460	0.804	Gesamtheit
entitle	0.729	0.333	0.827	berechtigen
entity	0.542	0.402	0.670	Einheit
entomology	0.438	0.396	0.545	Entomologie
entourage	0.491	0.567	0.467	Gefolge
entrails	0.365	0.538	0.387	Eingeweide
entrance	0.698	0.393	0.526	Eingang
entrapment	0.177	0.604	0.441	Gefangenschaft
entreat	0.304	0.560	0.462	anflehen
entree	0.615	0.477	0.624	Hauptgericht
entrepreneur	0.885	0.704	0.920	Unternehmer
entrust	0.693	0.310	0.630	anvertrauen
entry	0.552	0.353	0.602	Eintrag
enumerate	0.521	0.390	0.491	aufzählen
enumeration	0.548	0.327	0.534	Aufzählung
envelope	0.604	0.275	0.377	Umschlag
envious	0.110	0.754	0.341	neidisch
environ	0.724	0.221	0.433	Umgebung
environment	0.646	0.194	0.528	Umgebung
environmental	0.633	0.313	0.664	Umwelt
environs	0.561	0.288	0.345	Umgebung
envision	0.625	0.449	0.483	vorstellen
envoy	0.531	0.375	0.586	Gesandte
envy	0.240	0.704	0.427	der Neid
enzyme	0.562	0.277	0.481	Enzym
ephemeral	0.500	0.312	0.377	flüchtig
ephemeris	0.640	0.380	0.528	Ephemeriden
epic	0.857	0.713	0.830	Epos
epidemic	0.092	0.830	0.611	Epidemie
epidermis	0.418	0.490	0.426	Epidermis
epidural	0.347	0.452	0.525	epidural
epilepsy	0.061	0.854	0.250	Epilepsie
epileptic	0.146	0.794	0.340	epileptisch
epilogue	0.582	0.353	0.466	Epilog
epiphany	0.625	0.596	0.526	Offenbarung
episcopal	0.542	0.314	0.750	bischöflich
episode	0.719	0.367	0.509	Folge
episodic	0.531	0.542	0.462	episodisch
epistle	0.604	0.417	0.535	Brief
epitaph	0.276	0.323	0.442	Epitaph
epithet	0.530	0.394	0.524	Beiname
epitome	0.510	0.500	0.667	Inbegriff
epoch	0.553	0.343	0.797	Epoche
equal	0.781	0.178	0.407	gleich
equality	0.898	0.305	0.716	Gleichberechtigung
equalization	0.625	0.422	0.423	Ausgleich
equalize	0.738	0.281	0.574	ausgleichen
equalizer	0.604	0.451	0.586	Ausgleich
equally	0.625	0.264	0.436	gleichermaßen
equate	0.724	0.382	0.624	gleichsetzen
equation	0.479	0.384	0.608	Gleichung
equator	0.550	0.302	0.462	Äquator
equatorial	0.550	0.271	0.593	äquatorial
equestrian	0.633	0.519	0.417	Reiter
equidistant	0.375	0.406	0.509	gleich weit entfernt
equilibration	0.724	0.317	0.593	Ausgleich
equilibrium	0.676	0.235	0.620	Gleichgewicht
equip	0.650	0.519	0.713	ausrüsten
equipment	0.745	0.495	0.700	Ausrüstung
equitable	0.714	0.286	0.750	gerecht
equity	0.792	0.304	0.614	Eigenkapital
equivalence	0.663	0.250	0.582	Gleichwertigkeit
equivalent	0.646	0.347	0.500	gleichwertig
equivocal	0.327	0.482	0.257	zweideutig
era	0.615	0.407	0.449	Epoche
eradicate	0.260	0.690	0.686	ausrotten
eradication	0.208	0.788	0.685	Ausrottung
erase	0.240	0.260	0.321	löschen
eraser	0.458	0.209	0.311	Radiergummi
erasure	0.281	0.360	0.265	Löschen
ere	0.479	0.312	0.377	ehe
erect	0.643	0.885	0.627	aufrecht
erectile	0.542	0.796	0.625	erektile
erection	0.640	0.856	0.695	Erektion
ergo	0.385	0.400	0.385	ergo
erode	0.208	0.643	0.580	erodieren
erosion	0.312	0.770	0.465	Erosion
erotic	0.625	0.946	0.683	erotisch
erotica	0.781	0.870	0.579	Erotik
err	0.146	0.660	0.236	irren
errand	0.385	0.519	0.482	Auftrag
errant	0.205	0.602	0.375	irre
erratic	0.271	0.503	0.217	unberechenbar
erratum	0.327	0.528	0.436	Erratum
erroneous	0.057	0.561	0.245	fehlerhaft
error	0.094	0.559	0.198	Error
erst	0.277	0.422	0.357	erst
erudite	0.719	0.434	0.774	gelehrt
erupt	0.188	0.820	0.818	ausbrechen
eruption	0.156	0.913	0.733	Eruption
escalade	0.480	0.724	0.442	eskalieren
escalate	0.653	0.714	0.728	eskalieren
escalating	0.646	0.724	0.518	Eskalation
escalation	0.571	0.807	0.582	Eskalation
escalator	0.500	0.530	0.518	Rolltreppe
escape	0.367	0.765	0.448	Flucht
escaped	0.365	0.755	0.518	entkam
escarpment	0.406	0.553	0.470	Böschung
eschew	0.184	0.438	0.370	vermeiden
escort	0.729	0.480	0.608	begleiten
escrow	0.449	0.520	0.613	Schief
esophagus	0.429	0.454	0.464	Speiseröhre
esoteric	0.500	0.676	0.545	esoterisch
especial	0.827	0.419	0.794	besondere
espionage	0.312	0.750	0.620	Spionage
espouse	0.802	0.529	0.598	verloben
espresso	0.677	0.620	0.508	Espresso
esprit	0.552	0.431	0.407	Esprit
esquire	0.604	0.542	0.518	Esquire
essay	0.559	0.411	0.530	Aufsatz
essayist	0.656	0.460	0.462	Essayist
essence	0.663	0.369	0.575	Wesen
essential	0.812	0.405	0.759	wesentlich
essentially	0.750	0.373	0.802	im Wesentlichen
establish	0.708	0.500	0.688	Gründen
established	0.796	0.394	0.694	etabliert
establishment	0.690	0.398	0.631	Einrichtung
estate	0.653	0.385	0.647	Anwesen
esteem	0.745	0.380	0.679	Wertschätzung
esteemed	0.694	0.418	0.531	geschätzt
esthetic	0.635	0.360	0.558	ästhetisch
estimable	0.796	0.408	0.630	schätzbar
estimate	0.719	0.469	0.517	schätzen
estimation	0.740	0.480	0.589	Einschätzung
estoppel	0.354	0.459	0.482	Absperrung
estranged	0.156	0.382	0.377	entfremdet
estrogen	0.580	0.500	0.425	Östrogen
estuary	0.469	0.278	0.482	Mündung
etch	0.510	0.367	0.598	ätzen
etching	0.567	0.491	0.575	Radierung
eternal	0.854	0.409	0.843	ewig
eternity	0.765	0.520	0.911	Ewigkeit
ethanol	0.333	0.410	0.534	Äthanol
ether	0.490	0.306	0.412	Äther
ethereal	0.520	0.419	0.518	ätherisch
ethic	0.786	0.260	0.791	Ethik
ethical	0.854	0.324	0.634	ethisch
ethics	0.658	0.296	0.731	Ethik
ethnic	0.583	0.373	0.555	ethnisch
ethnography	0.571	0.373	0.549	Ethnographie
etiology	0.500	0.385	0.639	Ätiologie
etiquette	0.604	0.350	0.421	Etikette
etymology	0.531	0.370	0.529	Etymologie
eucalyptus	0.602	0.308	0.418	Eukalyptus
euchre	0.470	0.459	0.442	euchre
eugenics	0.448	0.530	0.518	Eugenik
eulogistic	0.740	0.623	0.694	lobend
eulogium	0.542	0.482	0.655	Lobpreis
eulogize	0.850	0.518	0.679	loben
eulogy	0.625	0.443	0.667	Lobrede
euphemism	0.418	0.453	0.491	Euphemismus
euphoria	0.769	0.955	0.648	Euphorie
euphoric	0.745	0.904	0.588	euphorisch
euro	0.680	0.441	0.521	Euro
euthanasia	0.229	0.716	0.325	Euthanasie
evacuate	0.354	0.792	0.314	evakuieren
evacuation	0.160	0.755	0.582	Evakuierung
evade	0.304	0.490	0.342	ausweichen
evaluate	0.663	0.640	0.649	auswerten
evaluation	0.542	0.667	0.764	Auswertung
evanescence	0.527	0.519	0.458	Vergänglichkeit
evangelical	0.602	0.389	0.602	evangelisch
evangelist	0.582	0.464	0.702	Evangelist
evangelistic	0.660	0.375	0.612	evangelistisch
evaporate	0.357	0.469	0.402	verdampfen
evaporation	0.556	0.346	0.388	Verdunstung
evasion	0.229	0.510	0.418	Ausweichen
evasive	0.117	0.596	0.425	ausweichend
eve	0.612	0.378	0.440	Vorabend
evening	0.458	0.185	0.318	Abend
evens	0.592	0.430	0.457	Abende
event	0.745	0.673	0.664	Veranstaltung
eventful	0.543	0.837	0.510	ereignisreich
eventual	0.633	0.459	0.413	eventuell
eventuality	0.469	0.627	0.527	Fall
evergreen	0.729	0.471	0.546	immergrün
everlasting	0.740	0.413	0.809	ewig
evermore	0.677	0.450	0.403	immer
everyday	0.740	0.392	0.472	täglich
everyman	0.522	0.333	0.535	jeder Mann
evict	0.042	0.632	0.377	vertreiben
eviction	0.185	0.731	0.455	Vertreibung
evidence	0.500	0.500	0.778	Beweis
evident	0.633	0.444	0.664	offensichtlich
evidentiary	0.448	0.541	0.717	Beweis
evil	0.040	0.827	0.545	teuflisch
evoke	0.438	0.341	0.500	hervorrufen
evolution	0.781	0.657	0.854	Evolution
evolutionary	0.796	0.673	0.825	evolutionär
evolve	0.655	0.692	0.896	sich entwickeln
ewe	0.429	0.216	0.277	Mutterschaf
ex	0.250	0.520	0.306	ex
exacerbate	0.323	0.776	0.580	verschärfen
exacerbation	0.344	0.810	0.480	Verschlimmerung
exact	0.719	0.354	0.685	genau
exacting	0.448	0.673	0.767	anspruchsvoll
exaggerate	0.193	0.760	0.529	übertreiben
exaggerated	0.224	0.885	0.732	übertrieben
exaggeration	0.312	0.775	0.582	Übertreibung
exalt	0.656	0.750	0.745	erhöhen
exaltation	0.594	0.892	0.673	Erhöhung
exalted	0.676	0.845	0.696	erhaben
exam	0.479	0.663	0.577	Prüfung
examination	0.378	0.657	0.679	Untersuchung
examine	0.615	0.623	0.786	untersuchen
examiner	0.406	0.575	0.812	Prüfer
example	0.542	0.337	0.510	Beispiel
exasperated	0.229	0.816	0.377	verärgert
exasperation	0.214	0.833	0.483	Verzweiflung
excavate	0.583	0.613	0.635	ausgraben
excavation	0.540	0.644	0.527	Ausgrabung
excavator	0.427	0.673	0.649	Bagger
exceed	0.500	0.827	0.586	überschreiten
exceeding	0.500	0.802	0.668	übersteigen
excel	0.561	0.363	0.466	übertreffen
excellence	0.958	0.620	0.907	Exzellenz
excellent	0.970	0.587	0.870	Ausgezeichnet
excelsior	0.700	0.625	0.611	Holzwolle
excepting	0.408	0.413	0.526	ausgenommen von
exception	0.469	0.600	0.544	Ausnahme
exceptional	0.806	0.740	0.933	außergewöhnlich
excerpt	0.437	0.367	0.543	Auszug
excess	0.385	0.889	0.712	Überschuss
excessive	0.417	0.731	0.601	übertrieben
excessively	0.449	0.882	0.716	übermäßig
exchange	0.740	0.569	0.491	Austausch
excise	0.448	0.561	0.577	Verbrauchsteuer
excision	0.260	0.480	0.519	Exzision
excitability	0.906	0.910	0.724	Erregbarkeit
excitable	0.803	0.939	0.629	erregbar
excitation	0.792	0.958	0.750	Erregung
excite	0.823	0.950	0.668	begeistern
excited	0.908	0.931	0.709	aufgeregt
excitement	0.896	0.684	0.731	Aufregung
exciting	0.950	0.792	0.789	aufregend
exclaim	0.635	0.711	0.639	ausrufen
exclamation	0.612	0.745	0.598	Ausruf
exclude	0.292	0.500	0.530	ausschließen
excluded	0.061	0.540	0.134	ausgeschlossen
excluding	0.271	0.550	0.324	ausschließlich
exclusion	0.240	0.530	0.389	Ausschluss
exclusive	0.792	0.630	0.653	exklusiv
excrement	0.041	0.558	0.221	Kot
excretion	0.285	0.650	0.457	Ausscheidung
excruciating	0.083	0.837	0.345	qualvoll
excursion	0.625	0.714	0.627	Ausflug
excuse	0.240	0.696	0.318	Entschuldigung
exec	0.640	0.352	0.769	Exekutive
execute	0.327	0.708	0.769	ausführen
execution	0.160	0.811	0.713	Hinrichtung
executioner	0.235	0.816	0.676	Henker
executive	0.704	0.449	0.894	Exekutive
executor	0.365	0.755	0.759	Testamentsvollstrecker
exegesis	0.458	0.472	0.491	Exegese
exemplar	0.844	0.537	0.625	Exemplar
exemplary	0.833	0.343	0.729	exemplarisch
exemplify	0.735	0.506	0.783	veranschaulichen
exempt	0.588	0.455	0.664	befreit
exemption	0.531	0.578	0.627	Befreiung
exercise	0.750	0.789	0.625	Übung
exert	0.694	0.735	0.806	ausüben
exertion	0.663	0.755	0.717	Anstrengung
exhale	0.542	0.490	0.411	ausatmen
exhaust	0.546	0.710	0.337	Auspuff
exhausted	0.123	0.423	0.202	erschöpft
exhaustion	0.366	0.633	0.269	Erschöpfung
exhaustive	0.388	0.635	0.604	erschöpfend
exhibit	0.688	0.633	0.708	Ausstellungsstück
exhibition	0.698	0.590	0.531	Ausstellung
exhilarated	0.890	0.963	0.759	beschwingt
exhilarating	0.917	0.823	0.810	berauschend
exhilaration	0.792	0.868	0.783	Hochgefühl
exhort	0.378	0.660	0.745	ermahnen
exhortation	0.531	0.624	0.580	Ermahnung
exhumation	0.177	0.586	0.473	Exhumierung
exhume	0.184	0.627	0.452	exhumieren
exigent	0.385	0.611	0.792	anspruchsvoll
exile	0.184	0.630	0.483	Exil
exist	0.857	0.421	0.788	existieren
existence	0.760	0.513	0.771	Existenz
existent	0.635	0.490	0.635	existent
existential	0.583	0.510	0.638	existentiell
existing	0.802	0.344	0.750	vorhandenen
exit	0.370	0.353	0.399	Ausfahrt
exodus	0.286	0.663	0.567	Exodus
exonerate	0.592	0.500	0.538	entlasten
exorbitant	0.398	0.865	0.825	exorbitant
exorcism	0.163	0.980	0.557	Exorzismus
exorcist	0.219	0.906	0.716	Exorzist
exotic	0.840	0.711	0.727	exotisch
expand	0.792	0.559	0.686	erweitern
expanded	0.760	0.406	0.689	erweitert
expanse	0.594	0.529	0.689	Weite
expansion	0.776	0.618	0.787	Erweiterung
expansive	0.708	0.650	0.778	expansiv
expatriate	0.265	0.764	0.391	Auswanderer
expect	0.469	0.327	0.377	erwarten von
expectance	0.552	0.724	0.660	Erwartung
expectancy	0.581	0.622	0.558	Erwartung
expectant	0.708	0.650	0.474	erwartungsvoll
expectation	0.771	0.690	0.707	Erwartung
expected	0.729	0.412	0.545	erwartet
expecting	0.561	0.450	0.302	erwarten
expediency	0.604	0.443	0.703	Zweckmäßigkeit
expedient	0.885	0.461	0.454	zweckmäßig
expedite	0.571	0.858	0.798	beschleunigen
expedition	0.735	0.802	0.620	Expedition
expeditious	0.602	0.645	0.773	zügig
expel	0.281	0.725	0.452	vertreiben
expendable	0.479	0.490	0.423	entbehrlich
expenditure	0.250	0.608	0.603	Ausgaben
expense	0.317	0.451	0.377	Kosten
expenses	0.240	0.633	0.396	Kosten
expensive	0.323	0.540	0.530	teuer
experience	0.827	0.618	0.905	Erfahrung
experienced	0.771	0.613	0.914	erfahren
experiences	0.793	0.647	0.795	Erfahrungen
experiment	0.479	0.720	0.675	Experiment
experimental	0.417	0.764	0.396	Experimental-
experimentation	0.637	0.769	0.767	Experimentieren
experimenter	0.708	0.710	0.700	Experimentator
expert	0.776	0.646	0.911	Experte
expertise	0.792	0.589	0.925	Sachverstand
expiration	0.265	0.539	0.463	Ablauf
expire	0.573	0.745	0.702	erlöschen
expired	0.198	0.394	0.200	abgelaufen
expiry	0.194	0.434	0.382	Ablauf
explain	0.719	0.517	0.736	erklären
explanation	0.615	0.610	0.825	Erläuterung
explanatory	0.573	0.433	0.688	erläuternd
expletive	0.357	0.567	0.536	Kraftausdruck
explication	0.510	0.445	0.602	Erklärung
explicit	0.562	0.694	0.734	explizit
explode	0.277	0.885	0.773	explodieren
exploit	0.312	0.878	0.660	Ausbeuten
exploitation	0.156	0.920	0.718	Ausbeutung
exploration	0.594	0.650	0.773	Erkundung
exploratory	0.653	0.690	0.698	explorativ
explore	0.776	0.660	0.727	erforschen
explorer	0.729	0.663	0.714	Forscher
explosion	0.167	0.960	0.767	Explosion
explosions	0.123	0.860	0.594	Explosionen
explosive	0.156	0.943	0.663	explosiv
expo	0.610	0.562	0.500	Messe
exponent	0.529	0.510	0.845	Exponent
exponential	0.704	0.588	0.763	exponentiell
export	0.567	0.661	0.755	Export
exportation	0.760	0.633	0.673	Ausfuhr
expose	0.344	0.643	0.537	entlarven
exposed	0.471	0.661	0.509	ausgesetzt
exposition	0.521	0.627	0.655	Exposition
expository	0.706	0.653	0.636	Ausstellung
exposure	0.570	0.830	0.630	Exposition
expound	0.438	0.575	0.740	erläutern
express	0.760	0.623	0.691	ausdrücken
expression	0.790	0.650	0.721	Ausdruck
expressive	0.755	0.724	0.685	ausdrucksvoll
expressway	0.633	0.635	0.587	Schnellstraße
expropriation	0.188	0.735	0.788	Enteignung
expulsion	0.190	0.790	0.529	Vertreibung
exquisite	0.892	0.644	0.604	exquisit
exquisitely	0.849	0.728	0.723	exquisit
extant	0.646	0.390	0.523	vorhanden
extend	0.646	0.570	0.689	erweitern
extendable	0.660	0.592	0.722	Erweiterbar
extended	0.570	0.304	0.649	erweitert
extension	0.490	0.510	0.529	Verlängerung
extensive	0.635	0.520	0.760	umfangreich
extent	0.646	0.451	0.602	Ausmaß
exterior	0.542	0.400	0.627	Außen
exterminate	0.177	0.857	0.736	vernichten
extermination	0.190	0.860	0.616	Vernichtung
exterminator	0.344	0.804	0.887	Kammerjäger
external	0.479	0.341	0.509	extern
externally	0.643	0.521	0.568	extern
extinct	0.112	0.491	0.412	ausgestorben
extinction	0.104	0.750	0.611	Aussterben
extinguish	0.240	0.576	0.482	löschen
extinguisher	0.707	0.379	0.543	Feuerlöscher
extol	0.582	0.667	0.456	verherrlichen
extort	0.052	0.827	0.570	erpressen
extortion	0.112	0.868	0.630	Erpressung
extra	0.656	0.551	0.745	extra
extract	0.565	0.402	0.519	Extrakt
extracting	0.521	0.709	0.689	extrahieren
extraction	0.418	0.740	0.526	Extraktion
extractor	0.302	0.536	0.519	Auszieher
extracurricular	0.457	0.471	0.743	außerhalb des Lehrplans
extradition	0.229	0.627	0.554	Auslieferung
extrajudicial	0.365	0.686	0.667	außergerichtlich
extramural	0.336	0.559	0.537	außerschulisch
extraneous	0.276	0.625	0.478	fremd
extraordinaire	0.847	0.864	0.898	außergewöhnlich
extraordinary	0.969	0.728	0.860	außerordentlich
extraterrestrial	0.510	0.833	0.792	außerirdisch
extravagance	0.531	0.802	0.700	Extravaganz
extravagant	0.720	0.763	0.812	extravagant
extravaganza	0.646	0.786	0.906	Extravaganz
extreme	0.318	0.800	0.721	extrem
extreme anticipation	0.551	0.740	0.704	extreme Vorfreude
extreme disgust	0.052	0.873	0.456	extremer Ekel
extreme surprise	0.833	0.935	0.676	extreme Überraschung
extreme trust	0.826	0.713	0.922	extremes Vertrauen
extremely	0.635	0.827	0.886	äußerst
extremely negative	0.030	0.786	0.311	extrem negativ
extremely positive	0.993	0.730	0.839	äußerst positiv
extremity	0.408	0.588	0.583	Extremität
extricate	0.542	0.510	0.543	befreien
extrinsic	0.510	0.479	0.636	extrinsisch
extrusion	0.229	0.660	0.545	Extrusion
exuberance	0.698	0.816	0.787	Überschwang
exude	0.375	0.519	0.411	verströmen
eye	0.531	0.265	0.425	Auge
eyeball	0.526	0.422	0.420	Augapfel
eyebrow	0.510	0.198	0.222	Augenbraue
eyeful	0.802	0.500	0.676	Augenfällig
eyeglass	0.531	0.236	0.286	Brille
eyeglasses	0.561	0.269	0.306	Brille
eyelash	0.480	0.250	0.278	Wimper
eyelet	0.632	0.298	0.346	Öse
eyeliner	0.688	0.349	0.347	Eyeliner
eyepiece	0.418	0.347	0.480	Okular
eyes	0.760	0.279	0.432	Augen
eyesight	0.750	0.226	0.343	Sehvermögen
eyewitness	0.541	0.686	0.698	Augenzeuge
fab	0.490	0.380	0.406	fabelhaft
fable	0.663	0.387	0.389	Fabel
fabled	0.625	0.538	0.545	sagenhaft
fabric	0.635	0.190	0.345	Stoff
fabricate	0.636	0.491	0.779	fabrizieren
fabricated	0.418	0.427	0.555	fabriziert
fabrication	0.573	0.587	0.705	Herstellung
fabulous	0.979	0.660	0.797	fabelhaft
facade	0.520	0.333	0.518	Fassade
face	0.571	0.173	0.453	Gesicht
faceless	0.230	0.406	0.173	gesichtslos
facet	0.667	0.324	0.382	Facette
facial	0.594	0.429	0.433	Gesichts-
facile	0.740	0.264	0.307	leicht
facilitate	0.812	0.333	0.509	erleichtern
facility	0.625	0.500	0.654	Einrichtung
facing	0.604	0.406	0.550	gegenüber
facsimile	0.490	0.500	0.543	Faksimile
fact	0.683	0.333	0.618	Tatsache
faction	0.469	0.430	0.448	Fraktion
factor	0.635	0.365	0.678	Faktor
factory	0.500	0.500	0.683	Fabrik
facts	0.688	0.471	0.693	Fakten
factual	0.656	0.440	0.545	sachlich
faculties	0.643	0.431	0.760	Fakultäten
faculty	0.615	0.412	0.732	Fakultät
fad	0.663	0.520	0.570	Mode
fade	0.354	0.333	0.245	verblassen
faded	0.302	0.275	0.194	verblasst
faeces	0.184	0.476	0.175	Kot
fag	0.122	0.653	0.331	Kippe
faggot	0.219	0.643	0.292	Schwuchtel
fail	0.177	0.578	0.154	scheitern
failing	0.125	0.490	0.268	Versagen
failure	0.167	0.575	0.139	Versagen
fain	0.479	0.417	0.426	gern
faint	0.063	0.429	0.167	ohnmächtig werden
fainting	0.333	0.510	0.214	Ohnmacht
fair	0.812	0.557	0.643	Messe
fairly	0.790	0.406	0.750	ziemlich
fairness	0.740	0.317	0.552	Gerechtigkeit
fairway	0.541	0.510	0.500	Fahrrinne
fairy	0.776	0.408	0.413	Fee
faith	0.833	0.220	0.763	Glaube
faithful	0.888	0.333	0.627	treu
faithfulness	0.833	0.426	0.602	Treue
faithless	0.102	0.683	0.304	treulos
fake	0.073	0.554	0.268	gefälscht
faker	0.245	0.630	0.480	Schwindler
falafel	0.560	0.402	0.351	Falafel
falcon	0.557	0.580	0.678	Falke
fall	0.177	0.657	0.221	Herbst
fallacious	0.271	0.587	0.390	trügerisch
fallacy	0.112	0.561	0.430	Irrtum
fallback	0.458	0.358	0.508	Zurückfallen
fallible	0.365	0.537	0.402	fehlbar
falling	0.202	0.716	0.306	fallen
fallopian	0.297	0.390	0.464	Eileiter
fallout	0.428	0.356	0.373	ausfallen
fallow	0.375	0.368	0.464	Brache
false	0.120	0.404	0.240	FALSCH
falsehood	0.031	0.625	0.384	Lüge
falsely	0.083	0.480	0.265	fälschlicherweise
falsification	0.173	0.720	0.490	Fälschung
falsified	0.042	0.630	0.306	verfälscht
falsify	0.115	0.657	0.409	verfälschen
falsity	0.120	0.689	0.186	Falschheit
falter	0.421	0.650	0.346	stocken
fame	0.896	0.755	0.852	Ruhm
famed	0.878	0.750	0.819	berühmt
familiar	0.906	0.330	0.615	vertraut
familiarity	0.854	0.346	0.616	Vertrautheit
familiarize	0.760	0.365	0.654	vertraut machen
family	0.968	0.383	0.643	Familie
familytime	0.939	0.420	0.679	Familienzeit
famine	0.163	0.679	0.310	Hungersnot
famished	0.177	0.654	0.282	ausgehungert
famous	0.916	0.775	0.882	berühmt
famously	0.856	0.765	0.787	berühmt
fan	0.781	0.429	0.357	Fan
fanatic	0.573	0.780	0.629	Fanatiker
fanatical	0.555	0.830	0.714	fanatisch
fanaticism	0.292	0.896	0.566	Fanatismus
fanciful	0.677	0.592	0.342	fantasievoll
fancy	0.854	0.673	0.534	schick
fandango	0.490	0.591	0.429	Fandango
fanfare	0.656	0.640	0.437	Fanfare
fang	0.175	0.491	0.455	Fang
fangs	0.286	0.598	0.434	Reißzähne
fanning	0.615	0.330	0.236	fächern
fantasia	0.898	0.694	0.436	Fantasie
fantasize	0.771	0.660	0.356	phantasieren
fantastic	0.969	0.696	0.831	Fantastisch
fantasy	0.880	0.627	0.474	Fantasie
faraway	0.365	0.356	0.285	weit weg
farce	0.265	0.667	0.246	Farce
farcical	0.406	0.481	0.259	Farce
fare	0.490	0.425	0.645	Fahrpreis
farewell	0.130	0.500	0.591	Abschied
farm	0.781	0.327	0.297	Bauernhof
farmer	0.677	0.432	0.464	Bauer
farmhouse	0.690	0.330	0.444	Bauernhaus
farming	0.580	0.414	0.568	Landwirtschaft
farmland	0.729	0.363	0.509	Ackerland
faro	0.544	0.349	0.357	faro
fart	0.194	0.439	0.264	Furz
farther	0.418	0.500	0.430	weiter
fascia	0.480	0.366	0.356	Faszie
fascinate	0.854	0.683	0.802	faszinieren
fascinated	0.812	0.714	0.788	fasziniert
fascinating	0.979	0.817	0.784	faszinierend
fascination	0.885	0.773	0.835	Faszination
fascism	0.104	0.740	0.695	Faschismus
fascist	0.200	0.755	0.527	Faschist
fashion	0.827	0.616	0.589	Mode
fashionable	0.750	0.510	0.605	modisch
fastball	0.688	0.679	0.575	Schnellball
fasten	0.458	0.585	0.529	befestigen
fastener	0.577	0.377	0.491	Verschluss
fastening	0.594	0.473	0.554	Befestigung
fasting	0.388	0.370	0.394	Fasten
fat	0.198	0.353	0.237	fett
fatal	0.061	0.775	0.509	tödlich
fatalism	0.208	0.694	0.631	Fatalismus
