English Word	Valence	Arousal	Dominance	Latvian Word
drainpipe	0.417	0.413	0.277	notekcaurule
drake	0.467	0.411	0.452	dreiks
drama	0.430	0.755	0.481	drāma
dramaqueen	0.337	0.682	0.482	Drāmas karaliene
dramatic	0.367	0.780	0.443	dramatisks
drape	0.417	0.439	0.404	drapējums
drapery	0.479	0.220	0.223	drapērijas
drastic	0.194	0.839	0.657	drastiski
drat	0.302	0.516	0.409	drat
draught	0.465	0.245	0.316	melnraksts
draw	0.704	0.449	0.481	izdarīt
drawback	0.302	0.422	0.148	šķērslis
drawbridge	0.551	0.557	0.438	paceļamais tilts
drawer	0.429	0.196	0.292	atvilktne
drawers	0.539	0.260	0.236	atvilktnes
drawing	0.698	0.216	0.333	zīmējums
dread	0.153	0.792	0.368	bailes
dreaded	0.122	0.706	0.460	baidījās
dreadful	0.092	0.786	0.348	drausmīgi
dreadfully	0.246	0.806	0.306	drausmīgi
dreading	0.125	0.760	0.377	bailīgs
dream	0.844	0.157	0.328	sapnis
dreamboat	0.776	0.491	0.458	sapņu laiva
dreamer	0.820	0.394	0.455	sapņotājs
dreaming	0.854	0.320	0.336	sapņojot
dreamland	0.844	0.471	0.566	sapņu zeme
dreams	0.865	0.415	0.530	sapņi
dreamt	0.812	0.380	0.518	sapņoju
dreamy	0.837	0.350	0.500	sapņains
dreary	0.260	0.490	0.324	drūms
dredge	0.427	0.445	0.444	draga
drenched	0.302	0.361	0.388	izmirkusi
dress	0.760	0.300	0.345	kleita
dresser	0.604	0.398	0.473	kumode
dressmaker	0.698	0.460	0.483	drēbniece
dressy	0.800	0.570	0.696	ģērbies
dribble	0.417	0.551	0.465	dribls
dried	0.427	0.260	0.385	žāvētas
drier	0.306	0.347	0.392	sausāks
drift	0.316	0.520	0.375	drifts
drifted	0.312	0.542	0.310	dreifēja
drifter	0.449	0.512	0.391	dreifētājs
driftwood	0.321	0.283	0.439	dreifējošais koks
drill	0.250	0.602	0.573	urbt
drink	0.650	0.552	0.474	dzert
drinker	0.365	0.735	0.441	dzērājs
drinking	0.562	0.459	0.317	dzeršana
drinks	0.729	0.656	0.412	dzērieni
drip	0.392	0.193	0.175	pilēt
dripping	0.302	0.257	0.267	pilošs
drive	0.625	0.689	0.713	braukt
drivel	0.398	0.469	0.463	uzdrīkstēšanās
driver	0.553	0.538	0.637	vadītājs
driveway	0.612	0.392	0.689	piebraucamais ceļš
drizzle	0.521	0.353	0.319	līņāt
droll	0.459	0.573	0.422	ruļļi
drone	0.429	0.686	0.596	drons
drones	0.398	0.577	0.588	droni
drool	0.385	0.398	0.204	drebuļi
drooping	0.245	0.558	0.353	nokarens
droopy	0.438	0.350	0.297	nokarens
drop	0.479	0.321	0.291	piliens
droplet	0.625	0.208	0.194	piliens
dropout	0.253	0.550	0.481	atbirums
dropper	0.333	0.216	0.236	pilinātājs
drought	0.133	0.353	0.267	sausums
drove	0.541	0.528	0.623	brauca
drown	0.071	0.860	0.270	noslīcināt
drowsiness	0.260	0.194	0.303	miegainība
drowsy	0.375	0.180	0.240	miegains
drudgery	0.094	0.522	0.241	smags darbs
drug	0.214	0.790	0.453	narkotiku
drug dealing	0.042	0.843	0.500	narkotiku tirdzniecība
drugged	0.102	0.750	0.321	apreibināts ar narkotikām
druggist	0.240	0.561	0.417	aptiekāre
drugs	0.167	0.750	0.368	narkotikas
drugstore	0.490	0.343	0.518	aptieka
druid	0.517	0.445	0.481	druīds
drum	0.615	0.679	0.339	bungas
drummer	0.646	0.700	0.564	bundzinieks
drumming	0.594	0.750	0.426	bungošana
drunk	0.194	0.800	0.250	piedzēries
drunk driving	0.073	0.900	0.306	braukšana dzērumā
drunkard	0.240	0.873	0.250	dzērājs
drunken	0.155	0.849	0.250	piedzēries
drunkenness	0.214	0.774	0.336	piedzeršanās
dry	0.363	0.169	0.311	sauss
dryer	0.479	0.343	0.277	žāvētājs
dryness	0.292	0.296	0.263	sausums
dual	0.573	0.330	0.384	dubultā
dualism	0.490	0.406	0.536	duālisms
duality	0.438	0.520	0.503	dualitāte
dub	0.510	0.480	0.387	dub
dubious	0.414	0.480	0.198	apšaubāms
duchess	0.656	0.548	0.711	hercogiene
duck	0.594	0.337	0.236	pīle
ducking	0.344	0.573	0.294	pīlings
duckling	0.602	0.353	0.263	pīlēns
ducky	0.520	0.430	0.368	pīle
duct	0.449	0.435	0.430	kanāls
ductile	0.508	0.420	0.433	elastīgs
dud	0.167	0.455	0.246	dud
dude	0.809	0.356	0.615	čalis
duds	0.347	0.311	0.339	duds
due	0.562	0.340	0.467	pienākas
duel	0.271	0.696	0.589	duelis
dues	0.367	0.461	0.288	nodevas
duet	0.694	0.693	0.527	duets
duffel	0.500	0.400	0.384	dufelis
dugout	0.490	0.370	0.463	zemnīca
duh	0.357	0.461	0.364	duh
duke	0.667	0.440	0.669	hercogs
dull	0.194	0.120	0.185	blāvi
dullard	0.450	0.480	0.365	dulls
dumb	0.188	0.330	0.151	mēms
dumbasses	0.316	0.590	0.363	stulbi
dumbbell	0.302	0.469	0.364	hantele
dumbbitch	0.281	0.636	0.393	stulbs
dumfound	0.271	0.551	0.295	mēmi atrasts
dumfounder	0.406	0.481	0.400	dumfounder
dummy	0.440	0.144	0.250	manekens
dump	0.345	0.500	0.370	izgāztuve
dumpling	0.580	0.321	0.360	klimpas
dumps	0.302	0.583	0.365	izgāztuves
dumpster	0.229	0.418	0.101	atkritumu tvertne
dun	0.458	0.431	0.339	dun
dunce	0.188	0.327	0.146	duncis
dune	0.459	0.173	0.414	kāpa
dung	0.104	0.549	0.149	mēsli
dungeon	0.276	0.608	0.440	Dungeon
dunk	0.406	0.333	0.475	dunk
duo	0.510	0.500	0.447	duets
dupe	0.184	0.760	0.327	maldīgs
duplex	0.592	0.452	0.467	duplekss
duplicate	0.521	0.490	0.338	dublikāts
duplication	0.480	0.564	0.577	dublēšanās
duplicity	0.406	0.500	0.578	divkosība
durability	0.750	0.398	0.813	izturību
durable	0.740	0.294	0.688	izturīgs
duration	0.656	0.370	0.536	ilgums
duress	0.302	0.569	0.612	piespiešana
dusk	0.532	0.276	0.519	krēsla
dusky	0.229	0.528	0.324	tumšs
dust	0.344	0.246	0.241	putekļi
duster	0.408	0.265	0.296	putekļu lupata
dustpan	0.609	0.466	0.371	putekļu panna
dusty	0.406	0.294	0.255	putekļains
dutiful	0.724	0.245	0.585	apzinīgs
duty	0.583	0.579	0.651	nodoklis
dwarf	0.370	0.340	0.288	punduris
dwarfed	0.365	0.265	0.293	punduris
dweeb	0.354	0.446	0.327	dweeb
dwell	0.698	0.245	0.611	apmesties
dweller	0.615	0.304	0.500	iemītnieks
dwelling	0.765	0.330	0.481	mājoklis
dye	0.479	0.314	0.371	krāsviela
dying	0.040	0.664	0.422	mirst
dyke	0.438	0.396	0.566	dambja
dynamic	0.724	0.750	0.836	dinamisks
dynamical	0.786	0.730	0.827	dinamisks
dynamics	0.745	0.682	0.774	dinamika
dynamite	0.344	0.860	0.783	dinamīts
dynamo	0.531	0.650	0.593	dinamo
dynasty	0.725	0.588	0.936	dinastija
dysentery	0.260	0.528	0.345	dizentērija
dysfunction	0.156	0.410	0.386	disfunkcija
dysfunctional	0.125	0.558	0.307	disfunkcionāls
dyspepsia	0.212	0.470	0.460	dispepsija
eager	0.521	0.812	0.306	dedzīgs
eagerness	0.406	0.621	0.443	dedzību
eagle	0.604	0.594	0.679	ērglis
ear	0.469	0.216	0.231	auss
earful	0.533	0.462	0.443	ausīgs
earl	0.582	0.461	0.794	grāfs
earlier	0.562	0.352	0.339	agrāk
early	0.633	0.373	0.426	agri
earn	0.865	0.769	0.817	nopelnīt
earnest	0.653	0.380	0.670	nopietni
earnestly	0.847	0.490	0.717	nopietni
earnestness	0.812	0.373	0.615	nopietnība
earnings	0.938	0.650	0.875	ieņēmumi
earpiece	0.583	0.286	0.452	austiņa
earring	0.583	0.520	0.500	auskars
earrings	0.676	0.346	0.517	auskari
earshot	0.552	0.332	0.408	dzirdes šāviņš
earth	0.750	0.225	0.614	zeme
earthenware	0.552	0.210	0.320	māla trauki
earthling	0.531	0.412	0.570	zemietis
earthly	0.625	0.318	0.518	zemes
earthquake	0.073	0.930	0.812	zemestrīce
earthy	0.375	0.413	0.404	zemisks
ease	0.796	0.385	0.491	vieglumu
easel	0.694	0.340	0.527	molberts
easement	0.479	0.345	0.302	servitūts
easily	0.885	0.279	0.453	viegli
east	0.510	0.250	0.317	uz austrumiem
eastbound	0.541	0.408	0.402	uz austrumiem
eastern	0.521	0.420	0.480	austrumu
easy	0.865	0.194	0.373	viegli
easygoing	0.823	0.276	0.538	vieglprātīgs
eat	0.731	0.500	0.464	ēst
eater	0.459	0.337	0.510	ēdājs
eating	0.847	0.491	0.615	ēšana
eatingdisorders	0.365	0.608	0.508	ēšanas traucējumi
eavesdrop	0.375	0.710	0.368	noklausītos
eavesdropping	0.490	0.380	0.441	noklausīšanās
ebb	0.354	0.451	0.404	bēgums
ebony	0.490	0.317	0.400	melnkoks
ebullient	0.659	0.856	0.746	kaitinošs
eccentric	0.531	0.806	0.721	ekscentrisks
eccentricity	0.408	0.735	0.745	ekscentriskums
ecclesiastical	0.673	0.270	0.660	baznīcas
echelon	0.490	0.404	0.425	ešelons
echinacea	0.592	0.418	0.454	ehinaceja
echo	0.573	0.373	0.345	atbalss
eclectic	0.646	0.542	0.508	eklektisks
eclipse	0.541	0.469	0.616	aptumsums
ecliptic	0.531	0.520	0.556	ekliptika
ecological	0.885	0.290	0.607	ekoloģisks
economic	0.561	0.408	0.639	ekonomisks
economical	0.667	0.564	0.673	ekonomisks
economics	0.625	0.481	0.632	ekonomika
economy	0.583	0.434	0.771	ekonomika
ecosystem	0.729	0.259	0.633	ekosistēma
ecstasy	0.796	0.922	0.655	ekstazī
ecstatic	0.875	0.769	0.742	ekstātisks
ecumenical	0.561	0.450	0.547	ekumēnisks
eddy	0.500	0.394	0.350	virpulis
edema	0.250	0.519	0.318	tūska
edge	0.439	0.470	0.468	mala
edging	0.479	0.394	0.370	apmales
edgy	0.281	0.895	0.306	nervozs
edible	0.750	0.425	0.497	ēdams
edict	0.316	0.547	0.560	edikts
edification	0.625	0.481	0.697	audzināšana
edifice	0.551	0.403	0.610	celtne
edit	0.510	0.410	0.544	rediģēt
editing	0.604	0.404	0.493	rediģēšana
edition	0.542	0.455	0.564	izdevums
editor	0.772	0.431	0.673	redaktors
editorial	0.583	0.330	0.570	redakcija
educate	0.760	0.380	0.728	izglītot
educated	0.816	0.297	0.625	izglītots
education	0.896	0.275	0.840	izglītība
educational	0.745	0.457	0.764	izglītojošs
educator	0.827	0.317	0.845	audzinātāja
eeeek	0.367	0.540	0.349	eeeek
eeek	0.333	0.490	0.302	eeek
eek	0.292	0.529	0.343	ēek
eel	0.292	0.564	0.487	zutis
eerie	0.265	0.771	0.442	baismīgs
effect	0.570	0.518	0.608	efekts
effective	0.844	0.632	0.891	efektīvs
effectiveness	0.640	0.654	0.812	efektivitāti
effects	0.470	0.578	0.379	efekti
effectual	0.776	0.559	0.820	iedarbīgs
effectually	0.724	0.500	0.594	efektīvi
effectuate	0.510	0.602	0.679	īstenot
effeminate	0.337	0.619	0.291	sievišķīgs
efficacious	0.823	0.698	0.845	iedarbīgs
efficacy	0.802	0.490	0.906	efektivitāti
efficiency	0.802	0.509	0.892	efektivitāti
efficient	0.959	0.604	0.830	efektīvs
effigy	0.510	0.440	0.401	tēls
effort	0.698	0.778	0.858	pūles
effortless	0.626	0.090	0.352	bez piepūles
effusion	0.344	0.730	0.472	izsvīdums
effyou	0.354	0.529	0.490	effyou
egg	0.684	0.241	0.293	olu
egghead	0.316	0.492	0.284	olu galviņa
eggnog	0.635	0.360	0.259	olu rieksts
eggplant	0.592	0.152	0.323	baklažāns
eggshell	0.408	0.269	0.212	olu čaumalu
ego	0.328	0.576	0.593	ego
egomaniac	0.133	0.708	0.596	egomaniaks
egotistical	0.156	0.667	0.363	egoistisks
egregious	0.150	0.716	0.442	nežēlīgs
egress	0.490	0.429	0.287	izeja
eight	0.540	0.199	0.315	astoņi
eighteen	0.523	0.340	0.404	astoņpadsmit
eighth	0.531	0.226	0.380	astotais
eighty	0.500	0.300	0.453	astoņdesmit
ejaculate	0.604	0.896	0.604	ejakulēt
ejaculation	0.615	0.893	0.547	ejakulācija
eject	0.434	0.656	0.559	izstumt
ejection	0.188	0.836	0.554	izmešana
elaborate	0.561	0.367	0.680	izstrādāt
elaboration	0.708	0.500	0.598	izstrāde
elan	0.562	0.367	0.500	elan
elapse	0.514	0.440	0.455	paiet
elapsed	0.583	0.451	0.493	pagājis
elastic	0.656	0.518	0.385	elastīgs
elasticity	0.635	0.452	0.582	elastība
elated	0.792	0.960	0.725	pacilāts
elation	0.740	0.853	0.623	pacilātība
elbow	0.448	0.133	0.254	elkonis
eld	0.471	0.292	0.451	lauks
elder	0.448	0.153	0.462	vecākais
elders	0.602	0.260	0.441	vecākie
eldest	0.625	0.471	0.741	vecākais
elect	0.667	0.554	0.661	ievēlētie
election	0.625	0.519	0.651	vēlēšanas
elective	0.612	0.380	0.623	izvēles
elector	0.479	0.520	0.766	vēlētājs
electoral	0.490	0.631	0.602	vēlēšanu
electorate	0.560	0.380	0.696	elektorāts
electric	0.458	0.708	0.512	elektrisks
electric slide	0.542	0.660	0.536	elektriskais slidkalniņš
electrical	0.531	0.620	0.688	elektriskās
electrician	0.449	0.590	0.620	elektriķis
electricity	0.698	0.810	0.733	elektrība
electrify	0.520	0.769	0.737	elektrificēt
electrocute	0.271	0.731	0.555	elektrības trieciens
electrocution	0.177	0.844	0.692	elektrotraumu
electromagnetic	0.531	0.632	0.683	elektromagnētiskais
electron	0.520	0.455	0.560	elektrons
electronic	0.571	0.490	0.704	elektroniski
electronics	0.708	0.545	0.574	elektronika
elegance	0.918	0.396	0.824	elegance
elegant	0.865	0.500	0.685	elegants
element	0.531	0.259	0.481	elements
elemental	0.627	0.306	0.711	elementārs
elementary	0.594	0.286	0.686	elementārs
elements	0.510	0.312	0.462	elementi
elephant	0.531	0.510	0.615	zilonis
elevate	0.812	0.500	0.804	paaugstināt
elevated	0.704	0.594	0.620	paaugstināts
elevation	0.760	0.759	0.711	pacēlums
elevator	0.562	0.604	0.676	lifts
eleven	0.449	0.250	0.430	vienpadsmit
eleventh	0.594	0.329	0.357	vienpadsmitais
elf	0.460	0.457	0.315	elfs
elicit	0.406	0.594	0.658	izvilināt
eligible	0.750	0.400	0.518	piemērots
eliminate	0.265	0.670	0.324	likvidēt
elimination	0.052	0.667	0.431	likvidēšana
elite	0.688	0.704	0.737	elite
elitist	0.500	0.606	0.656	elitārs
elixir	0.708	0.587	0.604	eliksīrs
elk	0.439	0.337	0.340	alnis
ell	0.469	0.418	0.373	ell
ellipse	0.531	0.410	0.479	elipse
ellipsis	0.653	0.358	0.314	elipsi
ellipsoid	0.500	0.440	0.419	elipsoīds
elliptic	0.500	0.431	0.528	eliptisks
elliptical	0.338	0.385	0.490	eliptisks
elm	0.510	0.345	0.321	goba
elongate	0.583	0.385	0.540	izstiept
elongation	0.561	0.500	0.500	pagarinājums
elope	0.396	0.694	0.528	aizbēgt
eloquence	0.729	0.490	0.804	daiļrunība
eloquent	0.870	0.680	0.741	daiļrunīgs
elucidate	0.583	0.509	0.518	noskaidrot
elucidation	0.650	0.574	0.586	noskaidrošana
elude	0.438	0.521	0.464	izvairīties
elusive	0.229	0.615	0.466	nenotverams
emaciated	0.103	0.541	0.151	novājējis
email	0.698	0.230	0.456	e-pasts
emanate	0.653	0.464	0.554	izplūst
emancipation	0.704	0.684	0.763	emancipācija
embankment	0.677	0.438	0.436	krastmala
embargo	0.229	0.564	0.443	embargo
embark	0.541	0.550	0.619	iekāpt
embarrass	0.082	0.667	0.364	apkaunot
embarrassed	0.184	0.560	0.246	apkaunots
embarrassing	0.226	0.809	0.225	apkaunojoši
embarrassment	0.143	0.685	0.226	apmulsums
embassy	0.622	0.333	0.758	vēstniecība
embattled	0.235	0.724	0.421	apkaunots
embed	0.417	0.554	0.670	iegult
embellish	0.842	0.500	0.769	izgreznot
embellishment	0.673	0.449	0.405	izgreznojums
embers	0.490	0.481	0.508	ogles
embezzlement	0.143	0.827	0.435	piesavināšanās
embezzler	0.146	0.823	0.491	piesavinātājs
emblem	0.640	0.330	0.754	emblēma
emblematic	0.771	0.459	0.798	emblematisks
embodiment	0.562	0.690	0.663	iemiesojums
embolism	0.104	0.660	0.302	embolija
embossed	0.531	0.481	0.500	reljefs
embrace	0.949	0.490	0.452	apskauj
embroidered	0.677	0.279	0.407	izšūts
embroidery	0.781	0.358	0.280	izšuvumi
embroiled	0.337	0.721	0.420	sapinušies
embryo	0.673	0.469	0.453	embrijs
embryonic	0.573	0.453	0.598	embrionāls
emcee	0.694	0.577	0.691	emcee
emerald	0.740	0.363	0.726	smaragds
emerge	0.602	0.594	0.731	parādīties
emergence	0.276	0.857	0.676	parādīšanās
emergency	0.200	0.900	0.571	ārkārtas
emeritus	0.633	0.402	0.735	emeritēts
emery	0.469	0.583	0.472	smirģelis
emetophobia	0.243	0.620	0.403	emetofobija
emigrate	0.356	0.812	0.508	emigrēt
emigration	0.564	0.664	0.432	emigrācija
eminence	0.816	0.644	0.837	izcilība
eminent	0.740	0.620	0.830	izcils
eminently	0.694	0.607	0.773	izcili
emir	0.510	0.396	0.621	emīrs
emissary	0.562	0.462	0.636	emisārs
emission	0.510	0.453	0.591	emisija
emit	0.638	0.445	0.510	izstaro
emo	0.354	0.314	0.226	emo
emotion	0.693	0.873	0.696	emocija
emotional	0.779	0.714	0.526	emocionāls
emotive	0.917	0.741	0.525	emocionāls
empathic	0.760	0.570	0.558	empātisks
empathize	0.802	0.591	0.660	just līdzi
empathy	0.729	0.349	0.545	empātija
emperor	0.651	0.704	0.962	imperators
emphasis	0.653	0.745	0.816	uzsvars
emphasize	0.510	0.605	0.769	uzsvērt
emphatic	0.615	0.707	0.732	uzsvērts
emphysema	0.156	0.556	0.336	emfizēma
empire	0.688	0.730	0.944	impērija
empirical	0.500	0.510	0.574	empīriski
empiricism	0.583	0.460	0.547	empīrisms
employ	0.729	0.481	0.702	nodarbināt
employee	0.582	0.361	0.481	darbinieks
employer	0.663	0.518	0.767	darba devējs
employment	0.750	0.594	0.611	nodarbinātība
emporium	0.622	0.556	0.724	emporium
empower	0.694	0.779	0.891	dot spēku
empress	0.716	0.669	0.855	ķeizariene
emptiness	0.177	0.173	0.184	tukšums
emption	0.570	0.406	0.458	iztukšošana
empty	0.188	0.183	0.081	tukšs
emu	0.420	0.358	0.330	emu
emulate	0.438	0.340	0.549	līdzināties
emulsion	0.562	0.431	0.453	emulsija
enable	0.760	0.491	0.782	iespējot
enablement	0.600	0.451	0.750	iespējot
enact	0.680	0.564	0.598	ieviest
enactment	0.667	0.612	0.769	pieņemšana
enamel	0.594	0.280	0.306	emalju
encampment	0.677	0.573	0.605	nometne
enchant	0.873	0.650	0.643	apburt
enchanted	0.917	0.633	0.687	apburts
enchanting	0.917	0.681	0.708	apburošs
enchantment	0.816	0.775	0.647	burvība
enchantress	0.398	0.663	0.479	burve
enchilada	0.542	0.553	0.371	Enčilada
encircle	0.460	0.500	0.519	apņemt
encircling	0.510	0.368	0.557	apņemšana
enclave	0.531	0.333	0.580	anklāvs
enclose	0.531	0.477	0.473	pievienot
enclosure	0.417	0.375	0.490	iežogojums
encode	0.490	0.500	0.734	kodēt
encomiastic	0.541	0.500	0.670	entuziastisks
encomium	0.541	0.451	0.519	enkomijs
encompass	0.520	0.298	0.661	aptvert
encore	0.510	0.423	0.500	encore
encounter	0.865	0.702	0.689	sastapties
encourage	0.896	0.580	0.704	mudināt
encouraged	0.953	0.702	0.657	iedrošināts
encouragement	0.865	0.700	0.759	iedrošinājumu
encouraging	0.823	0.583	0.755	iedrošinot
encroach	0.302	0.742	0.702	iejaukties
encroachment	0.255	0.736	0.620	iejaukšanos
encrypt	0.500	0.387	0.500	šifrēt
encryption	0.547	0.415	0.474	šifrēšana
encumbrance	0.300	0.521	0.480	apgrūtinājums
encyclopedia	0.679	0.320	0.645	enciklopēdija
end	0.198	0.349	0.298	beigas
end table	0.541	0.480	0.482	beigu tabula
endanger	0.115	0.885	0.404	apdraudēt
endangered	0.083	0.885	0.430	apdraudēta
endangerment	0.167	0.873	0.519	apdraudējums
endearing	0.663	0.434	0.604	mīļš
endeavor	0.677	0.755	0.765	centieni
ended	0.302	0.500	0.500	beidzās
endemic	0.406	0.480	0.483	endēmisks
endgame	0.449	0.538	0.526	beigu spēle
ending	0.344	0.365	0.492	beidzas
endless	0.347	0.462	0.472	bezgalīgs
endocarditis	0.235	0.587	0.412	endokardīts
endorse	0.592	0.392	0.472	atbalstīt
endorsement	0.834	0.360	0.611	apstiprinājums
endow	0.684	0.398	0.609	dot
endowed	0.755	0.510	0.769	apveltīts
endowment	0.685	0.578	0.647	dotācija
endpapers	0.542	0.400	0.339	beigu papīri
endpoint	0.311	0.410	0.448	galapunkts
endurance	0.592	0.745	0.760	izturība
endure	0.320	0.610	0.574	izturēt
enduring	0.633	0.459	0.768	izturīgs
enema	0.281	0.673	0.268	klizma
enemy	0.135	0.794	0.591	ienaidnieks
energetic	0.847	0.868	0.902	enerģisks
energize	0.792	0.810	0.875	dot enerģiju
energy	0.944	0.725	0.868	enerģiju
enforce	0.583	0.644	0.836	īstenot
enforcement	0.594	0.571	0.736	izpildi
enforcer	0.398	0.612	0.639	īstenotājs
engage	0.771	0.796	0.713	iesaistīties
engaged	0.837	0.596	0.849	saderinājies
engagement	0.906	0.587	0.807	saderināšanās
engaging	0.948	0.612	0.862	saistošs
engender	0.561	0.741	0.688	radīt
engine	0.615	0.644	0.676	dzinējs
engineer	0.719	0.500	0.875	inženieris
engineering	0.735	0.471	0.836	inženierzinātnes
engrave	0.486	0.442	0.517	iegravēt
engraved	0.542	0.375	0.473	iegravēts
engraver	0.552	0.417	0.500	gravieris
engraving	0.604	0.430	0.442	gravēšana
engrossed	0.541	0.471	0.304	iegrimis
engrossing	0.698	0.702	0.750	aizraujoša
engulf	0.398	0.573	0.500	aprīt
enhance	0.802	0.578	0.814	uzlabot
enhancement	0.877	0.490	0.741	uzlabošanu
enigma	0.513	0.700	0.500	mīkla
enigmatic	0.469	0.589	0.679	mīklains
enjoin	0.594	0.454	0.732	pavēlēt
enjoy	0.959	0.725	0.750	Izbaudi
enjoyable	1.000	0.481	0.605	patīkami
enjoying	0.908	0.759	0.759	bauda
enjoyment	0.930	0.612	0.716	bauda
enlarge	0.735	0.606	0.688	palielināt
enlarged	0.673	0.490	0.518	palielināts
enlargement	0.677	0.577	0.616	paplašināšanās
enlighten	0.729	0.549	0.667	apgaismot
enlightened	0.956	0.566	0.700	apgaismots
enlightening	0.825	0.729	0.727	apgaismojošs
enlightenment	0.837	0.549	0.619	apgaismība
enlist	0.510	0.370	0.483	piesaistīt
enliven	0.833	0.683	0.702	atdzīvināt
enmity	0.094	0.706	0.382	naidīgums
ennui	0.406	0.461	0.316	aizrautība
enormity	0.594	0.648	0.848	milzīgums
enormous	0.677	0.665	0.886	milzīgs
enormously	0.760	0.694	0.872	milzīgi
enraged	0.083	0.962	0.636	saniknots
enrich	0.896	0.731	0.705	bagātināt
enroll	0.696	0.530	0.611	reģistrēties
enrollment	0.667	0.391	0.698	uzņemšana
ensemble	0.697	0.418	0.586	ansamblis
ensign	0.663	0.270	0.545	praporščiks
enslave	0.073	0.800	0.481	paverdzināt
enslaved	0.104	0.720	0.321	paverdzināts
enslavement	0.086	0.635	0.302	paverdzināšana
ensue	0.698	0.363	0.332	rodas
ensure	0.737	0.406	0.759	nodrošināt
entail	0.484	0.630	0.645	ietver
entangled	0.319	0.578	0.357	sapinušies
entanglement	0.302	0.765	0.248	sapīšanās
enter	0.708	0.470	0.500	ievadiet
enterprise	0.760	0.392	0.754	uzņēmums
enterprising	0.865	0.784	0.875	uzņēmīgs
entertain	0.918	0.684	0.598	izklaidēt
entertained	0.902	0.644	0.712	izklaidēja
entertainer	0.888	0.709	0.759	namatēvs
entertaining	0.833	0.658	0.660	izklaidējošs
entertainment	0.847	0.750	0.569	izklaide
enthralled	0.745	0.602	0.615	sajūsmā
enthusiasm	0.938	0.816	0.798	entuziasms
enthusiast	0.867	0.810	0.875	entuziasts
enthusiastic	0.885	0.868	0.848	entuziasma pilns
entice	0.521	0.887	0.518	vilināt
entire	0.689	0.462	0.698	viss
entirety	0.854	0.460	0.804	kopumā
entitle	0.729	0.333	0.827	tiesības
entity	0.542	0.402	0.670	entītija
entomology	0.438	0.396	0.545	entomoloģija
entourage	0.491	0.567	0.467	svīta
