English Word	Valence	Arousal	Dominance	Turkmen Word
cohabitation	0.646	0.526	0.598	bile ýaşamak
coherence	0.720	0.406	0.788	utgaşyklyk
coherent	0.698	0.281	0.500	sazlaşykly
cohesion	0.604	0.536	0.555	jebislik
cohesive	0.531	0.470	0.603	bitewi
cohort	0.459	0.551	0.566	kohort
coil	0.448	0.343	0.298	rulon
coiled	0.378	0.518	0.389	örtülen
coin	0.677	0.574	0.445	teňňe
coinage	0.500	0.400	0.545	teňňe
coincide	0.635	0.490	0.593	gabat gelýär
coincidence	0.612	0.450	0.518	tötänlik
coincident	0.562	0.385	0.602	tötänlik
coincidental	0.646	0.481	0.337	tötänleýin
coinciding	0.673	0.373	0.623	gabat gelýär
coke	0.404	0.461	0.397	koks
cola	0.469	0.325	0.240	kola
cold	0.398	0.538	0.348	sowuk
coldly	0.365	0.358	0.407	sowuk
coldness	0.093	0.470	0.427	sowuklyk
coldsweat	0.427	0.491	0.327	sowuklama
coleslaw	0.707	0.312	0.336	koleslaw
colic	0.135	0.736	0.361	kolik
coliseum	0.612	0.663	0.704	koliseum
collaborate	0.816	0.449	0.559	hyzmatdaşlyk etmek
collaboration	0.885	0.628	0.741	hyzmatdaşlygy
collaborator	0.729	0.320	0.769	hyzmatdaş
collage	0.680	0.321	0.375	kolla ..
collagen	0.541	0.245	0.450	kollagen
collapse	0.208	0.689	0.342	ýykylmagy
collar	0.656	0.442	0.446	ýakasy
collarbone	0.420	0.427	0.306	ýakasy
collate	0.438	0.448	0.580	ýygnamak
collateral	0.531	0.422	0.717	girew
collation	0.520	0.333	0.508	ýygnamak
colleague	0.740	0.413	0.600	kärdeşi
collect	0.635	0.481	0.491	ýygnamak
collected	0.570	0.402	0.588	ýygnaldy
collection	0.725	0.311	0.588	ýygyndy
collective	0.583	0.458	0.698	köpçülikleýin
collectively	0.817	0.573	0.533	bilelikde
collector	0.552	0.481	0.648	kollektor
college	0.700	0.467	0.746	kollej
collegiate	0.592	0.461	0.678	kollegiýa
collide	0.271	0.892	0.557	çaknyşýar
collie	0.562	0.308	0.328	kolli
collision	0.245	0.848	0.585	çaknyşdy
collocation	0.637	0.360	0.594	ýygyndy
colloquial	0.604	0.363	0.368	gürleşmek
collusion	0.365	0.510	0.400	birleşmek
cologne	0.677	0.413	0.552	odekolon
colon	0.449	0.394	0.384	ýogyn içege
colonel	0.459	0.592	0.890	polkownik
colonial	0.553	0.327	0.613	kolonial
colonic	0.333	0.420	0.430	koloniki
colonoscopy	0.208	0.524	0.466	kolonoskopiýa
colony	0.716	0.353	0.593	koloniýasy
colophon	0.500	0.408	0.385	kolofon
color	0.786	0.280	0.402	reňk
coloration	0.541	0.520	0.443	reňklemek
colored	0.806	0.317	0.275	reňkli
colorful	0.850	0.520	0.519	reňkli
coloring	0.781	0.469	0.353	reňklemek
colorless	0.354	0.340	0.250	reňksiz
colors	0.875	0.349	0.340	reňkler
colossal	0.698	0.692	0.900	ullakan
colt	0.561	0.587	0.543	eşek
columbine	0.520	0.521	0.407	kolumbin
column	0.480	0.250	0.670	sütün
columnar	0.448	0.340	0.491	sütün
columnist	0.646	0.365	0.648	ýazyjy
com	0.396	0.382	0.382	com
coma	0.219	0.255	0.302	koma
comatose	0.143	0.438	0.433	komatoz
comb	0.490	0.123	0.268	tarak
combat	0.302	0.846	0.833	söweş
combatant	0.531	0.853	0.780	söweşiji
combative	0.381	0.690	0.816	söweşiji
combination	0.708	0.480	0.726	utgaşmasy
combinatorial	0.561	0.436	0.428	kombinator
combine	0.663	0.442	0.533	birleşdiriň
combined	0.622	0.370	0.500	birleşdirildi
combo	0.698	0.439	0.453	komb
combustible	0.386	0.650	0.750	ýangyjy
combustion	0.457	0.807	0.591	ýanmak
come	0.529	0.269	0.558	gel
comeback	0.580	0.409	0.555	gaýdyp gelmek
comedian	0.812	0.735	0.598	komediýaçy
comedy	0.918	0.555	0.490	komediýa
comet	0.704	0.679	0.471	kometa
comfort	0.863	0.231	0.670	rahatlyk
comfortable	0.927	0.163	0.473	amatly
comforter	0.618	0.275	0.302	teselli beriji
comforting	0.906	0.337	0.620	teselli beriji
comfy	0.930	0.241	0.625	rahat
comic	0.917	0.459	0.387	degişme
comical	0.844	0.737	0.327	gülkünç
comics	0.690	0.556	0.384	degişmeler
coming	0.653	0.417	0.500	gelýär
comma	0.344	0.269	0.242	vergi
command	0.427	0.790	0.849	buýruk
commandant	0.622	0.700	0.943	komandiri
commandeer	0.552	0.639	0.931	serkerdesi
commander	0.531	0.615	0.906	serkerdesi
commanding	0.562	0.664	0.925	buýruk bermek
commandment	0.656	0.490	0.876	buýruk
commando	0.323	0.710	0.817	komando
commemorate	0.812	0.602	0.636	ýatlamak
commemoration	0.719	0.615	0.754	hatyralama
commemorative	0.750	0.438	0.754	hatyralama
commence	0.760	0.585	0.741	başla
commend	0.906	0.694	0.711	öwmek
commendable	0.786	0.570	0.555	öwgä mynasyp
commendation	0.911	0.500	0.639	öwgi
commensurate	0.610	0.304	0.550	laýyk gelýär
comment	0.667	0.417	0.379	teswir
commentary	0.602	0.402	0.446	düşündiriş
commentator	0.492	0.510	0.607	teswirçi
commerce	0.646	0.500	0.788	söwda
commercial	0.806	0.490	0.528	täjirçilik
commie	0.385	0.519	0.454	komie
commissary	0.385	0.500	0.788	komissar
commission	0.677	0.480	0.571	komissiýasy
commissioner	0.602	0.449	0.949	komissary
commit	0.365	0.529	0.491	bermek
commitment	0.714	0.710	0.843	ygrarlylygy
committal	0.472	0.519	0.582	komitet
committed	0.710	0.542	0.712	ygrarly
committee	0.592	0.392	0.721	komiteti
commodity	0.615	0.394	0.537	haryt
commodore	0.427	0.530	0.636	haryt
common	0.600	0.127	0.318	umumy
commoner	0.448	0.365	0.327	umumy
commonly	0.604	0.170	0.574	köplenç
commonplace	0.520	0.337	0.442	adaty zat
commons	0.633	0.396	0.623	jemgyýetçilik
commonwealth	0.630	0.406	0.702	arkalaşyk
commotion	0.490	0.700	0.646	tolgunyşyk
communal	0.592	0.321	0.556	jemgyýetçilik
commune	0.500	0.488	0.655	komuna
communicable	0.796	0.491	0.623	aragatnaşykly
communicate	0.823	0.410	0.696	aragatnaşyk saklaň
communication	0.837	0.400	0.649	aragatnaşyk
communicative	0.847	0.560	0.637	aragatnaşyk
communicator	0.573	0.509	0.796	aragatnaşykçy
communion	0.765	0.357	0.607	gatnaşyk
communism	0.264	0.570	0.623	kommunizm
communist	0.265	0.702	0.632	kommunist
community	0.750	0.350	0.659	jemgyýeti
commutation	0.469	0.431	0.652	gatnaw
commutative	0.667	0.442	0.569	gatnaw
commute	0.622	0.582	0.565	gatnaw
commuter	0.646	0.520	0.512	ýolagçy
comp	0.573	0.450	0.371	komp
compact	0.458	0.417	0.673	ykjam
compaction	0.531	0.471	0.582	gysyş
compactness	0.582	0.352	0.454	ykjamlyk
companion	0.770	0.377	0.618	ýoldaş
companionless	0.271	0.259	0.200	ýoldaş
companionship	0.833	0.438	0.792	ýoldaşlyk
company	0.906	0.425	0.798	kompaniýasy
comparable	0.562	0.443	0.458	deňeşdirip bolar
comparative	0.470	0.273	0.562	deňeşdirme
comparatively	0.604	0.391	0.538	deňeşdirilende
compare	0.552	0.408	0.524	deňeşdiriň
comparison	0.583	0.456	0.492	deňeşdirmek
compartment	0.500	0.389	0.607	bölümi
compass	0.541	0.307	0.529	kompas
compassion	0.735	0.258	0.509	rehimdarlyk
compassionate	0.857	0.404	0.411	rehimli
compatibility	0.816	0.450	0.673	laýyklyk
compatible	0.892	0.387	0.638	gabat gelýär
compel	0.200	0.847	0.625	mejbur etmek
compelled	0.333	0.654	0.347	mejbury
compelling	0.698	0.570	0.870	ynandyryjy
compendium	0.610	0.461	0.537	goşma
compensate	0.612	0.429	0.762	öwezini dolmak
compensation	0.775	0.469	0.598	öwezini dolmak
compensatory	0.589	0.490	0.700	öwezini dolmak
compete	0.573	0.745	0.786	bäsleşiň
competence	0.615	0.802	0.823	başarnyk
competency	0.768	0.775	0.764	başarnyk
competent	0.865	0.560	0.904	başarnykly
competition	0.580	0.790	0.798	bäsdeşlik
competitive	0.447	0.718	0.908	bäsdeşlik edýär
competitor	0.612	0.959	0.861	bäsdeş
compilation	0.530	0.512	0.606	düzmek
compile	0.600	0.413	0.519	düzmek
complacency	0.604	0.503	0.519	arkaýynlyk
complacent	0.625	0.452	0.518	arkaýyn
complain	0.143	0.682	0.360	arz etmek
complaint	0.143	0.606	0.281	şikaýat
complement	0.760	0.277	0.600	doldurmak
complementary	0.714	0.320	0.586	biri-biriniň üstüni ýetirýär
complete	0.750	0.414	0.809	doly
completed	0.823	0.357	0.777	tamamlandy
completely	0.730	0.370	0.690	dolulygyna
completeness	0.823	0.433	0.769	dolulygyna
completing	0.614	0.500	0.769	tamamlamak
completion	0.656	0.470	0.525	tamamlamak
complex	0.388	0.608	0.550	çylşyrymly
complexed	0.312	0.577	0.612	çylşyrymly
complexion	0.521	0.520	0.380	deri
complexity	0.479	0.620	0.595	çylşyrymlylygy
compliance	0.750	0.462	0.750	berjaý etmek
compliant	0.677	0.310	0.519	laýyk gelýär
complicate	0.210	0.657	0.404	çylşyrymlaşdyrýar
complicated	0.211	0.660	0.455	çylşyrymly
complication	0.365	0.726	0.330	çylşyrymly
complicity	0.323	0.684	0.670	çylşyrymlylygy
compliment	0.820	0.490	0.651	öwgi
complimentary	0.823	0.413	0.435	öwgi
comply	0.806	0.370	0.638	berjaý et
complying	0.729	0.423	0.590	ýerine ýetirmek
compo	0.500	0.346	0.390	kompo
component	0.531	0.382	0.525	komponenti
compose	0.639	0.432	0.694	düzmek
composed	0.684	0.385	0.682	düzüldi
composer	0.822	0.588	0.691	kompozitor
composite	0.591	0.459	0.620	birleşdirilen
composition	0.765	0.408	0.652	düzümi
compost	0.480	0.404	0.441	kompost
composure	0.802	0.354	0.717	rahatlyk
compound	0.635	0.385	0.735	birleşme
comprehend	0.875	0.365	0.689	düşünmek
comprehension	0.908	0.387	0.688	düşünmek
comprehensive	0.796	0.385	0.644	hemmetaraplaýyn
compress	0.406	0.412	0.460	gysmak
compressed	0.323	0.396	0.388	gysylan
compressible	0.622	0.392	0.585	gysylýan
compression	0.646	0.521	0.579	gysyş
compressor	0.418	0.481	0.630	kompressor
comprise	0.839	0.373	0.669	düzýär
compromise	0.677	0.520	0.805	ylalaşyk
comptroller	0.402	0.481	0.866	kontroller
compulsion	0.118	0.760	0.604	mejbur etmek
compulsive	0.347	0.871	0.573	mejbury
compulsory	0.343	0.541	0.791	hökmany
computable	0.570	0.402	0.545	hasaplap bolýar
computation	0.583	0.429	0.697	hasaplama
compute	0.531	0.408	0.564	hasaplamak
computer	0.802	0.356	0.639	kompýuter
computerized	0.677	0.450	0.657	kompýuterleşdirildi
computing	0.745	0.398	0.695	hasaplamak
comrade	0.781	0.412	0.804	ýoldaş
con	0.255	0.736	0.427	con
concatenation	0.480	0.593	0.539	birleşmek
concave	0.441	0.349	0.349	konkaw
conceal	0.312	0.436	0.306	gizlemek
concealed	0.344	0.363	0.352	gizlenendir
concealment	0.302	0.570	0.390	gizlemek
concede	0.670	0.324	0.473	boýun al
conceit	0.354	0.625	0.309	ulumsylyk
conceited	0.194	0.667	0.473	ulumsy
conceivable	0.730	0.350	0.613	göz öňüne getirip bolar
conceive	0.708	0.538	0.700	göwreli
concentrate	0.750	0.439	0.743	jemlemek
concentration	0.735	0.500	0.722	konsentrasiýasy
concentric	0.730	0.479	0.635	konsentrik
concept	0.573	0.265	0.632	düşünjesi
conception	0.694	0.490	0.614	göwrelilik
concern	0.250	0.734	0.463	aladasy
concerned	0.292	0.698	0.350	bilen baglanyşykly
concert	0.938	0.867	0.718	konsert
concerto	0.613	0.759	0.679	Konsert
concession	0.588	0.423	0.615	ýeňillik
concessional	0.770	0.493	0.657	ýeňillikli
conch	0.583	0.306	0.339	konk
concierge	0.480	0.343	0.343	konserge
conciliation	0.792	0.475	0.726	barlyşyk
concise	0.583	0.298	0.620	gysga
conclave	0.573	0.440	0.611	konklaw
conclude	0.530	0.267	0.679	jemlemek
concluding	0.531	0.382	0.603	jemlemek
conclusion	0.615	0.377	0.659	Netije
conclusive	0.500	0.427	0.745	gutarnykly
concoction	0.448	0.459	0.417	ýasama
concomitant	0.427	0.482	0.727	ylalaşyk
concord	0.677	0.320	0.586	ylalaşyk
concordance	0.625	0.358	0.608	ylalaşyk
concours	0.500	0.530	0.495	jemlemek
concourse	0.740	0.657	0.528	jemlemek
concrete	0.633	0.420	0.547	beton
concubine	0.388	0.594	0.476	gyrnak
concur	0.459	0.394	0.429	ylalaşyk
concurrence	0.764	0.627	0.613	ylalaşyk
concurrent	0.573	0.547	0.741	bilelikde
concurring	0.573	0.600	0.681	ylalaşyk
concussion	0.072	0.708	0.482	sarsma
condemn	0.102	0.793	0.625	ýazgar
condemnation	0.133	0.725	0.449	ýazgarmak
condensation	0.510	0.316	0.538	kondensasiýa
condensed	0.598	0.415	0.623	kondensirlenen
condescending	0.583	0.363	0.593	peseltmek
condescension	0.521	0.377	0.565	kondensasiýa
condiment	0.520	0.333	0.433	ýakymly
condition	0.500	0.469	0.519	şert
conditional	0.521	0.343	0.556	şertli
conditionally	0.396	0.419	0.617	şertli
conditioned	0.490	0.417	0.616	şertli
conditioner	0.781	0.360	0.538	kondisioner
conditioning	0.440	0.468	0.617	kondisioner
conditions	0.551	0.441	0.593	şertleri
condo	0.439	0.288	0.607	kondo
condolence	0.260	0.443	0.404	gynanç
condolences	0.198	0.480	0.288	gynanç
condom	0.406	0.637	0.500	prezerwatiw
condone	0.571	0.441	0.619	ýol ber
condor	0.573	0.388	0.519	kondor
conducive	0.775	0.479	0.679	amatly
conduct	0.453	0.510	0.750	alyp barmak
conduction	0.530	0.557	0.717	geçiriji
conductivity	0.583	0.575	0.642	geçirijilik
conductor	0.677	0.663	0.621	dirijor
conduit	0.470	0.302	0.413	geçiriji
cone	0.417	0.208	0.343	konus
confederacy	0.590	0.541	0.736	konfederasiýa
confederate	0.551	0.546	0.792	konfederasiýa
confederation	0.663	0.404	0.830	konfederasiýa
confer	0.573	0.482	0.583	maslahat ber
conference	0.688	0.615	0.606	konferensiýasy
confess	0.360	0.712	0.431	boýun al
confession	0.469	0.642	0.460	boýun alma
confessional	0.458	0.392	0.629	boýun alma
confessions	0.325	0.538	0.658	boýun alma
confetti	0.781	0.573	0.250	konfetti
confidant	0.837	0.633	0.631	gizlin
confide	0.669	0.472	0.595	gizlin
confidence	0.959	0.276	0.943	ynam
confident	0.765	0.324	0.723	ynamly
confidential	0.643	0.471	0.761	gizlin
confidentiality	0.667	0.431	0.718	gizlinlik
confidentially	0.633	0.469	0.558	gizlinlikde
configuration	0.540	0.443	0.591	konfigurasiýasy
confine	0.327	0.551	0.538	çäklendirmek
confined	0.286	0.472	0.444	çäklendirilen
confinement	0.333	0.656	0.520	tussaglyk
confines	0.396	0.386	0.542	çäklendirýär
confirm	0.802	0.439	0.806	tassykla
confirmation	0.812	0.480	0.692	tassyklamak
confirmatory	0.656	0.500	0.683	tassyklaýjy
confirmed	0.760	0.490	0.764	tassyklandy
confiscate	0.250	0.625	0.482	konfiskasiýa etmek
confiscation	0.208	0.706	0.586	konfiskasiýa
conflagration	0.344	0.721	0.594	ýangyn
conflict	0.335	0.906	0.471	dawa
conflicting	0.173	0.738	0.553	gapma-garşy
confluence	0.677	0.598	0.565	goşma
conform	0.479	0.380	0.375	laýyk gel
conformance	0.608	0.278	0.254	laýyklyk
conformation	0.622	0.435	0.711	öwrülişigi
conformity	0.645	0.363	0.579	laýyklyk
confound	0.347	0.529	0.333	bulaşdyrmak
confounded	0.333	0.528	0.264	utandy
confront	0.281	0.760	0.746	garşy durmak
confrontation	0.177	0.870	0.658	gapma-garşylyk
confuse	0.100	0.580	0.270	bulaşdyrmak
confused	0.220	0.650	0.179	bulaşdy
confusing	0.229	0.690	0.222	bulaşyk
confusion	0.255	0.667	0.277	bulaşyklyk
conga	0.469	0.529	0.440	conga
congenial	0.820	0.412	0.620	dogabitdi
congenital	0.448	0.434	0.427	dogabitdi
congestion	0.271	0.654	0.491	dyknyşyk
conglomerate	0.500	0.500	0.838	konglomerat
conglomeration	0.541	0.720	0.670	jemleniş
congrats	0.930	0.726	0.775	gutlaýarys
congratulate	0.927	0.724	0.784	gutlaýan
congratulation	0.948	0.780	0.717	gutlaýan
congratulations	0.960	0.755	0.719	gutlaýan
congratulatory	0.959	0.616	0.689	gutlaýan
congregate	0.653	0.530	0.733	ýygnan
congregation	0.561	0.490	0.700	jemagat
congress	0.449	0.444	0.857	gurultaýy
congressional	0.552	0.491	0.848	Kongres
congressman	0.438	0.471	0.877	kongresmen
congruence	0.656	0.472	0.577	sazlaşyk
conic	0.510	0.368	0.379	konus
conical	0.490	0.422	0.471	konus
conjecture	0.396	0.398	0.534	çaklama
conjugal	0.698	0.510	0.688	konýugal
conjugate	0.583	0.420	0.467	birleşmek
conjugation	0.479	0.429	0.582	konýugasiýa
conjunction	0.520	0.472	0.509	baglanyşyk
conjunctive	0.487	0.444	0.639	birleşdiriji
conjure	0.385	0.679	0.645	sazlamak
conjuring	0.224	0.653	0.694	sazlamak
conk	0.340	0.469	0.404	konk
connect	0.724	0.299	0.536	birikdiriň
connected	0.816	0.550	0.612	birikdirildi
connection	0.729	0.560	0.655	baglanyşyk
connective	0.719	0.491	0.764	birleşdiriji
connoisseur	0.760	0.461	0.769	bilýän
conquer	0.694	0.873	0.971	basyp almak
conquering	0.760	0.873	0.936	basyp almak
conqueror	0.604	0.809	0.930	ýeňiji
conquest	0.710	0.702	0.833	basyp almak
conscience	0.663	0.375	0.721	wy consciencedan
conscientious	0.688	0.404	0.688	wyiousdanly
conscious	0.740	0.333	0.705	aňly
consciousness	0.840	0.483	0.755	aň
conscription	0.396	0.775	0.642	harby gulluga çagyrylmak
consecrated	0.663	0.500	0.800	mukaddes edildi
consecration	0.771	0.418	0.804	mukaddes etmek
consecutive	0.663	0.418	0.643	yzygiderli
consensual	0.663	0.417	0.655	ylalaşyk
consensus	0.627	0.358	0.625	ylalaşyk
consent	0.750	0.500	0.620	razylyk
consenting	0.727	0.406	0.693	razy bolmak
consequence	0.240	0.721	0.593	netijesi
consequent	0.663	0.471	0.625	Netijede
conservation	0.832	0.401	0.606	gorap saklamak
conservatism	0.406	0.369	0.633	konserwatiw
conservative	0.615	0.316	0.788	konserwatiw
conservatory	0.635	0.240	0.729	konserwatoriýasy
conserve	0.690	0.347	0.573	gorap saklaň
consider	0.677	0.368	0.579	serediň
considerable	0.653	0.314	0.683	ep-esli
considerate	0.781	0.380	0.633	ünsli
consideration	0.589	0.380	0.687	garamak
consignee	0.635	0.385	0.602	iberiji
consignment	0.490	0.440	0.500	iberiş
consist	0.823	0.386	0.580	ybaratdyr
consistency	0.714	0.500	0.887	yzygiderlilik
consistent	0.786	0.431	0.726	yzygiderli
consolation	0.408	0.250	0.304	teselli
console	0.625	0.398	0.415	konsol
consoled	0.700	0.343	0.452	teselli berdi
consolidate	0.880	0.440	0.870	birleşdirmek
consolidated	0.700	0.366	0.784	jebisleşdirildi
consolidation	0.604	0.445	0.776	birleşdirmek
consonant	0.500	0.347	0.417	çekimli ses
consort	0.632	0.509	0.630	konsort
conspicuous	0.479	0.520	0.596	görnükli
conspiracy	0.125	0.787	0.652	dildüwşük
conspirator	0.271	0.786	0.707	dildüwşük
conspire	0.206	0.740	0.520	dildüwşük
constable	0.573	0.667	0.764	polisiýa işgäri
constancy	0.786	0.443	0.763	yzygiderlilik
constant	0.740	0.296	0.686	hemişelik
constantly	0.663	0.561	0.700	yzygiderli
constellation	0.719	0.533	0.775	ýyldyzlar toplumy
consternation	0.167	0.680	0.469	aljyraňňylyk
constipation	0.079	0.612	0.231	iç gatamagy
constituency	0.500	0.480	0.696	saýlaw okrugy
constituent	0.573	0.500	0.827	esaslandyryjy
constituents	0.573	0.414	0.833	düzüjiler
constitute	0.812	0.349	0.906	emele getirýär
constitution	0.590	0.380	0.889	konstitusiýa
constitutional	0.633	0.418	0.827	konstitusiýa
constitutionality	0.612	0.439	0.853	konstitusiýa
constrain	0.261	0.500	0.500	çäklendirmek
constrained	0.135	0.537	0.357	çäklendirilen
constraint	0.323	0.550	0.481	çäklendirme
construct	0.750	0.648	0.792	gurmak
construction	0.848	0.612	0.759	gurluşyk
constructive	0.860	0.570	0.812	konstruktiw
construe	0.602	0.519	0.553	düşündirmek
consul	0.573	0.354	0.688	konsul
consulate	0.561	0.453	0.694	konsullygy
consult	0.755	0.370	0.441	bilen maslahatlaşyň
consultant	0.770	0.344	0.808	geňeşçisi
consultation	0.660	0.463	0.625	maslahat bermek
consume	0.427	0.620	0.509	sarp et
consumer	0.507	0.551	0.677	sarp ediji
consuming	0.573	0.541	0.536	sarp edýär
consummate	0.551	0.540	0.558	sarp ediji
consummation	0.583	0.676	0.661	jemlemek
consumption	0.390	0.531	0.538	sarp etmek
contact	0.719	0.424	0.526	habarlaşyň
contagion	0.208	0.630	0.535	ýokaşma
contagious	0.184	0.725	0.400	ýokanç
contain	0.542	0.490	0.658	öz içine alýar
container	0.551	0.396	0.561	gap
containment	0.411	0.491	0.618	saklamak
contaminate	0.140	0.611	0.426	hapalan
contaminated	0.040	0.500	0.368	hapalanan
contamination	0.125	0.610	0.375	hapalanmak
contemplate	0.740	0.347	0.642	pikirlen
contemplation	0.552	0.324	0.627	oýlanmak
contemplative	0.729	0.308	0.739	oýlanmak
contemporaneous	0.640	0.373	0.591	döwürdeş
contemporary	0.720	0.365	0.569	häzirki zaman
contempt	0.206	0.635	0.396	äsgermezlik
contemptible	0.146	0.657	0.471	ýigrenji
contemptuous	0.204	0.500	0.375	ýigrenji
contend	0.510	0.657	0.731	jedel et
contender	0.480	0.790	0.681	bäsdeş
contending	0.490	0.698	0.716	jedelleşýär
content	0.764	0.296	0.559	mazmuny
contented	0.857	0.612	0.746	kanagatlandy
contention	0.375	0.510	0.738	dawa
contentious	0.422	0.573	0.637	jedelli
contentment	0.875	0.610	0.782	kanagat
contents	0.656	0.375	0.550	mazmuny
contest	0.667	0.698	0.717	bäsleşigi
contestant	0.760	0.530	0.602	bäsleşige gatnaşdy
context	0.531	0.300	0.553	kontekstinde
contiguous	0.375	0.450	0.500	ýakyn
continence	0.450	0.396	0.469	yklym
continent	0.551	0.373	0.833	materik
continental	0.486	0.350	0.755	kontinental
contingency	0.396	0.500	0.670	adatdan daşary ýagdaý
contingent	0.470	0.531	0.659	şerti
continual	0.500	0.423	0.685	üznüksiz
continually	0.646	0.438	0.698	yzygiderli
continuance	0.729	0.510	0.652	dowamy
continuation	0.615	0.470	0.566	dowamy
continue	0.630	0.427	0.612	dowam et
continued	0.635	0.440	0.500	dowam etdi
continuing	0.667	0.500	0.520	dowam edýär
continuity	0.781	0.439	0.684	üznüksizlik
continuous	0.625	0.509	0.580	üznüksiz
continuously	0.719	0.417	0.702	üznüksiz
continuum	0.677	0.390	0.491	dowamy
contour	0.589	0.265	0.414	kontur
contraband	0.177	0.875	0.670	kontrabanda
contraception	0.296	0.518	0.525	göwreliligiň öňüni alyş çäreleri
contract	0.594	0.412	0.636	şertnama
contracted	0.344	0.557	0.449	şertnama baglaşdy
contractile	0.480	0.586	0.569	şertnama
contracting	0.594	0.490	0.769	şertnama baglaşmak
contraction	0.292	0.755	0.603	gysylmagy
contractor	0.592	0.479	0.727	potratçy
contradict	0.160	0.598	0.482	garşy gelýär
contradiction	0.250	0.660	0.377	gapma-garşylyk
contradictory	0.365	0.651	0.421	gapma-garşy
contraption	0.448	0.590	0.491	gapma-garşylyk
contrary	0.327	0.449	0.338	tersine
contrast	0.480	0.406	0.520	tersine
contrasted	0.521	0.538	0.491	tersine
contravene	0.357	0.618	0.472	garşy
contravention	0.344	0.627	0.593	gapma-garşylyk
contribute	0.806	0.350	0.795	goşant goşuň
contribution	0.854	0.452	0.760	goşant
contributor	0.844	0.510	0.760	goşant goşýan
contrite	0.347	0.363	0.473	tersine
contrition	0.347	0.583	0.463	gysyş
contrived	0.408	0.530	0.458	oýlandy
control	0.729	0.352	0.808	gözegçilik
controller	0.469	0.712	0.868	gözegçilik ediji
controlling	0.490	0.441	0.885	gözegçilik etmek
controversial	0.271	0.858	0.538	jedelli
controversy	0.250	0.819	0.600	jedel
contusion	0.167	0.565	0.509	kontuziýa
conundrum	0.354	0.524	0.408	ýygnanma
convalescent	0.458	0.480	0.269	sagaldyş
convection	0.521	0.494	0.526	konweksiýa
convene	0.583	0.676	0.636	çagyrmak
convenience	0.781	0.448	0.613	amatlylygy
conveniences	0.802	0.412	0.693	amatlylyklary
convenient	0.846	0.491	0.574	amatly
convent	0.480	0.217	0.594	monastyr
convention	0.622	0.622	0.704	konwensiýasy
conventional	0.594	0.292	0.634	adaty
converge	0.635	0.471	0.539	birleşdirmek
convergence	0.551	0.491	0.625	ýakynlygy
convergent	0.781	0.490	0.696	konwergent
conversant	0.724	0.360	0.542	söhbetdeş
conversation	0.750	0.510	0.609	söhbetdeşlik
conversational	0.719	0.431	0.596	söhbetdeşlik
conversationalist	0.719	0.467	0.667	gürleşiji
