English Word	Valence	Arousal	Dominance	Thai Word
drown	0.071	0.860	0.270	จมน้ำ
drowsiness	0.260	0.194	0.303	อาการง่วงนอน
drowsy	0.375	0.180	0.240	ง่วงนอน
drudgery	0.094	0.522	0.241	งานน่าเบื่อ
drug	0.214	0.790	0.453	ยา
drug dealing	0.042	0.843	0.500	ค้ายาเสพติด
drugged	0.102	0.750	0.321	ติดยา
druggist	0.240	0.561	0.417	เภสัชกร
drugs	0.167	0.750	0.368	ยาเสพติด
drugstore	0.490	0.343	0.518	ร้านขายยา
druid	0.517	0.445	0.481	ดรูอิด
drum	0.615	0.679	0.339	กลอง
drummer	0.646	0.700	0.564	มือกลอง
drumming	0.594	0.750	0.426	ตีกลอง
drunk	0.194	0.800	0.250	เมา
drunk driving	0.073	0.900	0.306	เมาแล้วขับ
drunkard	0.240	0.873	0.250	คนขี้เมา
drunken	0.155	0.849	0.250	เมาเหล้า
drunkenness	0.214	0.774	0.336	ความมึนเมา
dry	0.363	0.169	0.311	แห้ง
dryer	0.479	0.343	0.277	เครื่องเป่า
dryness	0.292	0.296	0.263	ความแห้งกร้าน
dual	0.573	0.330	0.384	คู่
dualism	0.490	0.406	0.536	ความเป็นคู่
duality	0.438	0.520	0.503	ความเป็นคู่
dub	0.510	0.480	0.387	พากย์
dubious	0.414	0.480	0.198	พิรุธ
duchess	0.656	0.548	0.711	ดัชเชส
duck	0.594	0.337	0.236	เป็ด
ducking	0.344	0.573	0.294	เป็ด
duckling	0.602	0.353	0.263	เป็ด
ducky	0.520	0.430	0.368	เป็ด
duct	0.449	0.435	0.430	ท่อ
ductile	0.508	0.420	0.433	เหนียว
dud	0.167	0.455	0.246	dud
dude	0.809	0.356	0.615	เพื่อน
duds	0.347	0.311	0.339	คนโง่
due	0.562	0.340	0.467	เนื่องจาก
duel	0.271	0.696	0.589	ดวล
dues	0.367	0.461	0.288	ค่าธรรมเนียม
duet	0.694	0.693	0.527	คู่หู
duffel	0.500	0.400	0.384	ดัฟเฟิล
dugout	0.490	0.370	0.463	ดังสนั่น
duh	0.357	0.461	0.364	duh
duke	0.667	0.440	0.669	ดยุค
dull	0.194	0.120	0.185	น่าเบื่อ
dullard	0.450	0.480	0.365	ดัลลาร์ด
dumb	0.188	0.330	0.151	โง่
dumbasses	0.316	0.590	0.363	คนโง่
dumbbell	0.302	0.469	0.364	ดัมเบล
dumbbitch	0.281	0.636	0.393	ไอ้โง่
dumfound	0.271	0.551	0.295	โง่เขลา
dumfounder	0.406	0.481	0.400	dumfounder
dummy	0.440	0.144	0.250	หุ่นจำลอง
dump	0.345	0.500	0.370	ทิ้ง
dumpling	0.580	0.321	0.360	เกี๊ยว
dumps	0.302	0.583	0.365	ทิ้ง
dumpster	0.229	0.418	0.101	ถังขยะ
dun	0.458	0.431	0.339	ตุน
dunce	0.188	0.327	0.146	คนโง่
dune	0.459	0.173	0.414	เนินทราย
dung	0.104	0.549	0.149	มูล
dungeon	0.276	0.608	0.440	ดันเจี้ยน
dunk	0.406	0.333	0.475	ดังค์
duo	0.510	0.500	0.447	duo
dupe	0.184	0.760	0.327	หลอก
duplex	0.592	0.452	0.467	เพล็กซ์
duplicate	0.521	0.490	0.338	ทำซ้ำ
duplication	0.480	0.564	0.577	การทำสำเนา
duplicity	0.406	0.500	0.578	ความซ้ำซ้อน
durability	0.750	0.398	0.813	ความทนทาน
durable	0.740	0.294	0.688	ทนทาน
duration	0.656	0.370	0.536	ระยะเวลา
duress	0.302	0.569	0.612	ข่มขู่
dusk	0.532	0.276	0.519	พลบค่ำ
dusky	0.229	0.528	0.324	มืดมน
dust	0.344	0.246	0.241	ฝุ่น
duster	0.408	0.265	0.296	ไม้ปัดฝุ่น
dustpan	0.609	0.466	0.371	ที่ตักขยะ
dusty	0.406	0.294	0.255	เต็มไปด้วยฝุ่น
dutiful	0.724	0.245	0.585	หน้าที่
duty	0.583	0.579	0.651	หน้าที่
dwarf	0.370	0.340	0.288	แคระ
dwarfed	0.365	0.265	0.293	คนแคระ
dweeb	0.354	0.446	0.327	ดวีบ
dwell	0.698	0.245	0.611	อาศัยอยู่
dweller	0.615	0.304	0.500	ผู้อยู่อาศัย
dwelling	0.765	0.330	0.481	ที่อยู่อาศัย
dye	0.479	0.314	0.371	ย้อม
dying	0.040	0.664	0.422	กำลังจะตาย
dyke	0.438	0.396	0.566	เขื่อนกั้นน้ำ
dynamic	0.724	0.750	0.836	พลวัต
dynamical	0.786	0.730	0.827	ไดนามิก
dynamics	0.745	0.682	0.774	พลวัต
dynamite	0.344	0.860	0.783	ระเบิด
dynamo	0.531	0.650	0.593	ไดนาโม
dynasty	0.725	0.588	0.936	ราชวงศ์
dysentery	0.260	0.528	0.345	โรคบิด
dysfunction	0.156	0.410	0.386	ความผิดปกติ
dysfunctional	0.125	0.558	0.307	ผิดปกติ
dyspepsia	0.212	0.470	0.460	อาการอาหารไม่ย่อย
eager	0.521	0.812	0.306	กระตือรือร้น
eagerness	0.406	0.621	0.443	ความกระตือรือร้น
eagle	0.604	0.594	0.679	อินทรี
ear	0.469	0.216	0.231	หู
earful	0.533	0.462	0.443	หูหนวก
earl	0.582	0.461	0.794	เอิร์ล
earlier	0.562	0.352	0.339	ก่อนหน้านี้
early	0.633	0.373	0.426	แต่แรก
earn	0.865	0.769	0.817	ได้รับ
earnest	0.653	0.380	0.670	จริงจัง
earnestly	0.847	0.490	0.717	อย่างจริงจัง
earnestness	0.812	0.373	0.615	ความจริงจัง
earnings	0.938	0.650	0.875	รายได้
earpiece	0.583	0.286	0.452	หูฟัง
earring	0.583	0.520	0.500	ต่างหู
earrings	0.676	0.346	0.517	ต่างหู
earshot	0.552	0.332	0.408	หูฟัง
earth	0.750	0.225	0.614	โลก
earthenware	0.552	0.210	0.320	เครื่องปั้นดินเผา
earthling	0.531	0.412	0.570	ดิน
earthly	0.625	0.318	0.518	ทางโลก
earthquake	0.073	0.930	0.812	แผ่นดินไหว
earthy	0.375	0.413	0.404	ดิน
ease	0.796	0.385	0.491	ผ่อนปรน
easel	0.694	0.340	0.527	ขาตั้ง
easement	0.479	0.345	0.302	ความสบาย
easily	0.885	0.279	0.453	อย่างง่ายดาย
east	0.510	0.250	0.317	ทิศตะวันออก
eastbound	0.541	0.408	0.402	มุ่งหน้า
eastern	0.521	0.420	0.480	ตะวันออก
easy	0.865	0.194	0.373	ง่าย
easygoing	0.823	0.276	0.538	สบายๆ
eat	0.731	0.500	0.464	กิน
eater	0.459	0.337	0.510	กิน
eating	0.847	0.491	0.615	การกิน
eatingdisorders	0.365	0.608	0.508	การกินผิดปกติ
eavesdrop	0.375	0.710	0.368	ดักฟัง
eavesdropping	0.490	0.380	0.441	แอบฟัง
ebb	0.354	0.451	0.404	ลดลง
ebony	0.490	0.317	0.400	ไม้มะเกลือ
ebullient	0.659	0.856	0.746	ฉุนเฉียว
eccentric	0.531	0.806	0.721	แหกคอก
eccentricity	0.408	0.735	0.745	ความเบี้ยว
ecclesiastical	0.673	0.270	0.660	นักบวช
echelon	0.490	0.404	0.425	ระดับ
echinacea	0.592	0.418	0.454	echinacea
echo	0.573	0.373	0.345	เสียงก้อง
eclectic	0.646	0.542	0.508	ผสมผสาน
eclipse	0.541	0.469	0.616	คราส
ecliptic	0.531	0.520	0.556	สุริยุปราคา
ecological	0.885	0.290	0.607	นิเวศวิทยา
economic	0.561	0.408	0.639	เศรษฐกิจ
economical	0.667	0.564	0.673	ประหยัด
economics	0.625	0.481	0.632	เศรษฐศาสตร์
economy	0.583	0.434	0.771	เศรษฐกิจ
ecosystem	0.729	0.259	0.633	ระบบนิเวศ
ecstasy	0.796	0.922	0.655	ความปีติยินดี
ecstatic	0.875	0.769	0.742	สุขสันต์
ecumenical	0.561	0.450	0.547	ทั่วโลก
eddy	0.500	0.394	0.350	เอ็ดดี้
edema	0.250	0.519	0.318	บวมน้ำ
edge	0.439	0.470	0.468	ขอบ
edging	0.479	0.394	0.370	ขอบ
edgy	0.281	0.895	0.306	หงุดหงิด
edible	0.750	0.425	0.497	กินได้
edict	0.316	0.547	0.560	พระราชกฤษฎีกา
edification	0.625	0.481	0.697	การปรุงแต่ง
edifice	0.551	0.403	0.610	อาคาร
edit	0.510	0.410	0.544	แก้ไข
editing	0.604	0.404	0.493	การแก้ไข
edition	0.542	0.455	0.564	ฉบับ
editor	0.772	0.431	0.673	บรรณาธิการ
editorial	0.583	0.330	0.570	บทบรรณาธิการ
educate	0.760	0.380	0.728	ให้ความรู้
educated	0.816	0.297	0.625	มีการศึกษา
education	0.896	0.275	0.840	การศึกษา
educational	0.745	0.457	0.764	เกี่ยวกับการศึกษา
educator	0.827	0.317	0.845	นักการศึกษา
eeeek	0.367	0.540	0.349	eeeek
eeek	0.333	0.490	0.302	อีค
eek	0.292	0.529	0.343	อีค
eel	0.292	0.564	0.487	ปลาไหล
eerie	0.265	0.771	0.442	น่าขนลุก
effect	0.570	0.518	0.608	ผล
effective	0.844	0.632	0.891	มีประสิทธิภาพ
effectiveness	0.640	0.654	0.812	ประสิทธิผล
effects	0.470	0.578	0.379	เอฟเฟกต์
effectual	0.776	0.559	0.820	ได้ผล
effectually	0.724	0.500	0.594	ได้ผล
effectuate	0.510	0.602	0.679	มีผล
effeminate	0.337	0.619	0.291	หญิงโสเภณี
efficacious	0.823	0.698	0.845	มีประสิทธิภาพ
efficacy	0.802	0.490	0.906	ประสิทธิภาพ
efficiency	0.802	0.509	0.892	ประสิทธิภาพ
efficient	0.959	0.604	0.830	มีประสิทธิภาพ
effigy	0.510	0.440	0.401	รูปจำลอง
effort	0.698	0.778	0.858	ความพยายาม
effortless	0.626	0.090	0.352	ง่ายดาย
effusion	0.344	0.730	0.472	การไหลออก
effyou	0.354	0.529	0.490	เอฟเอฟยู
egg	0.684	0.241	0.293	ไข่
egghead	0.316	0.492	0.284	ปัญญาชน
eggnog	0.635	0.360	0.259	ไข่ไก่
eggplant	0.592	0.152	0.323	มะเขือ
eggshell	0.408	0.269	0.212	เปลือกไข่
ego	0.328	0.576	0.593	อาตมา
egomaniac	0.133	0.708	0.596	ความเห็นแก่ตัว
egotistical	0.156	0.667	0.363	เห็นแก่ตัว
egregious	0.150	0.716	0.442	มหึมา
egress	0.490	0.429	0.287	ทางออก
eight	0.540	0.199	0.315	แปด
eighteen	0.523	0.340	0.404	สิบแปด
eighth	0.531	0.226	0.380	ที่แปด
eighty	0.500	0.300	0.453	แปดสิบ
ejaculate	0.604	0.896	0.604	อุทาน
ejaculation	0.615	0.893	0.547	พุ่งออกมา
eject	0.434	0.656	0.559	ดีดออก
ejection	0.188	0.836	0.554	การดีดออก
elaborate	0.561	0.367	0.680	ขยายความ
elaboration	0.708	0.500	0.598	รายละเอียดเพิ่มเติม
elan	0.562	0.367	0.500	elan
elapse	0.514	0.440	0.455	ผ่านไป
elapsed	0.583	0.451	0.493	ผ่านไป
elastic	0.656	0.518	0.385	ยืดหยุ่น
elasticity	0.635	0.452	0.582	ความยืดหยุ่น
elated	0.792	0.960	0.725	ร่าเริง
elation	0.740	0.853	0.623	ความอิ่มเอมใจ
elbow	0.448	0.133	0.254	ข้อศอก
eld	0.471	0.292	0.451	คนแก่
elder	0.448	0.153	0.462	พี่
elders	0.602	0.260	0.441	ผู้สูงอายุ
eldest	0.625	0.471	0.741	คนโต
elect	0.667	0.554	0.661	เลือก
election	0.625	0.519	0.651	การเลือกตั้ง
elective	0.612	0.380	0.623	วิชาเลือก
elector	0.479	0.520	0.766	ผู้มีสิทธิเลือกตั้ง
electoral	0.490	0.631	0.602	การเลือกตั้ง
electorate	0.560	0.380	0.696	เขตเลือกตั้ง
electric	0.458	0.708	0.512	ไฟฟ้า
electric slide	0.542	0.660	0.536	สไลด์ไฟฟ้า
electrical	0.531	0.620	0.688	ไฟฟ้า
electrician	0.449	0.590	0.620	ช่างไฟฟ้า
electricity	0.698	0.810	0.733	ไฟฟ้า
electrify	0.520	0.769	0.737	ไฟฟ้า
electrocute	0.271	0.731	0.555	ไฟฟ้าช็อต
electrocution	0.177	0.844	0.692	ไฟฟ้าช็อต
electromagnetic	0.531	0.632	0.683	แม่เหล็กไฟฟ้า
electron	0.520	0.455	0.560	อิเล็กตรอน
electronic	0.571	0.490	0.704	อิเล็กทรอนิกส์
electronics	0.708	0.545	0.574	อิเล็กทรอนิกส์
elegance	0.918	0.396	0.824	ความสง่างาม
elegant	0.865	0.500	0.685	สง่างาม
element	0.531	0.259	0.481	ธาตุ
elemental	0.627	0.306	0.711	ธาตุ
elementary	0.594	0.286	0.686	ประถม
elements	0.510	0.312	0.462	องค์ประกอบ
elephant	0.531	0.510	0.615	ช้าง
elevate	0.812	0.500	0.804	ยกระดับ
elevated	0.704	0.594	0.620	สูง
elevation	0.760	0.759	0.711	ระดับความสูง
elevator	0.562	0.604	0.676	ลิฟต์
eleven	0.449	0.250	0.430	สิบเอ็ด
eleventh	0.594	0.329	0.357	ที่สิบเอ็ด
elf	0.460	0.457	0.315	เอลฟ์
elicit	0.406	0.594	0.658	elicit
eligible	0.750	0.400	0.518	มีสิทธิ์
eliminate	0.265	0.670	0.324	กำจัด
elimination	0.052	0.667	0.431	การกำจัด
elite	0.688	0.704	0.737	ผู้ลากมากดี
elitist	0.500	0.606	0.656	ชนชั้นสูง
elixir	0.708	0.587	0.604	ยาอายุวัฒนะ
elk	0.439	0.337	0.340	กวาง
ell	0.469	0.418	0.373	เอล
ellipse	0.531	0.410	0.479	วงรี
ellipsis	0.653	0.358	0.314	จุดไข่ปลา
ellipsoid	0.500	0.440	0.419	ทรงรี
elliptic	0.500	0.431	0.528	วงรี
elliptical	0.338	0.385	0.490	รูปไข่
elm	0.510	0.345	0.321	เอล์ม
elongate	0.583	0.385	0.540	ยืดออก
elongation	0.561	0.500	0.500	การยืดตัว
elope	0.396	0.694	0.528	หลบหนี
eloquence	0.729	0.490	0.804	คารมคมคาย
eloquent	0.870	0.680	0.741	มีคารมคมคาย
elucidate	0.583	0.509	0.518	ชี้แจง
elucidation	0.650	0.574	0.586	การอธิบาย
elude	0.438	0.521	0.464	หลบเลี่ยง
elusive	0.229	0.615	0.466	เข้าใจยาก
emaciated	0.103	0.541	0.151	ผอมแห้ง
email	0.698	0.230	0.456	อีเมล
emanate	0.653	0.464	0.554	เล็ดลอดออกมา
emancipation	0.704	0.684	0.763	การปลดปล่อย
embankment	0.677	0.438	0.436	เขื่อน
embargo	0.229	0.564	0.443	ห้ามส่งสินค้า
embark	0.541	0.550	0.619	เริ่มดำเนินการ
embarrass	0.082	0.667	0.364	อับอาย
embarrassed	0.184	0.560	0.246	เขินอาย
embarrassing	0.226	0.809	0.225	น่าอาย
embarrassment	0.143	0.685	0.226	ความอับอาย
embassy	0.622	0.333	0.758	สถานทูต
embattled	0.235	0.724	0.421	ต่อสู้
embed	0.417	0.554	0.670	ฝัง
embellish	0.842	0.500	0.769	ประดับประดา
embellishment	0.673	0.449	0.405	การตกแต่ง
embers	0.490	0.481	0.508	ถ่าน
embezzlement	0.143	0.827	0.435	การยักยอกฉ้อฉล
embezzler	0.146	0.823	0.491	ยักยอกเงิน
emblem	0.640	0.330	0.754	ตราสัญลักษณ์
emblematic	0.771	0.459	0.798	สัญลักษณ์
embodiment	0.562	0.690	0.663	ศูนย์รวม
embolism	0.104	0.660	0.302	เส้นเลือดอุดตัน
embossed	0.531	0.481	0.500	นูน
embrace	0.949	0.490	0.452	โอบกอด
embroidered	0.677	0.279	0.407	ปัก
embroidery	0.781	0.358	0.280	เย็บปักถักร้อย
embroiled	0.337	0.721	0.420	พัวพัน
embryo	0.673	0.469	0.453	ตัวอ่อน
embryonic	0.573	0.453	0.598	ตัวอ่อน
emcee	0.694	0.577	0.691	โฆษก
emerald	0.740	0.363	0.726	มรกต
emerge	0.602	0.594	0.731	โผล่ออกมา
emergence	0.276	0.857	0.676	ภาวะฉุกเฉิน
emergency	0.200	0.900	0.571	ภาวะฉุกเฉิน
emeritus	0.633	0.402	0.735	กิตติคุณ
emery	0.469	0.583	0.472	กากกะรุน
emetophobia	0.243	0.620	0.403	โรคอีมีโทโฟเบีย
emigrate	0.356	0.812	0.508	อพยพ
emigration	0.564	0.664	0.432	การย้ายถิ่นฐาน
eminence	0.816	0.644	0.837	ความโดดเด่น
eminent	0.740	0.620	0.830	โดดเด่น
eminently	0.694	0.607	0.773	อย่างเด่นชัด
