English Word	Valence	Arousal	Dominance	Lithuanian Word
changed	0.594	0.375	0.491	pasikeitė
changer	0.583	0.519	0.567	keitiklis
changing	0.571	0.569	0.461	besikeičiantis
channel	0.490	0.287	0.405	kanalas
chant	0.771	0.698	0.650	giedoti
chaos	0.016	0.923	0.373	chaosas
chaotic	0.115	0.847	0.442	chaotiškas
chap	0.550	0.410	0.345	kap
chapel	0.573	0.240	0.440	koplyčia
chaperon	0.500	0.520	0.404	palydovas
chaplain	0.582	0.370	0.577	kapelionas
chapman	0.562	0.529	0.465	chapmanas
chaps	0.350	0.462	0.350	bičiuliai
chapter	0.580	0.308	0.461	skyrių
char	0.554	0.361	0.404	char
character	0.667	0.373	0.686	charakteris
characteristic	0.583	0.328	0.538	charakteristika
characterize	0.729	0.471	0.735	charakterizuoti
charade	0.458	0.550	0.346	šaradas
charcoal	0.302	0.186	0.342	anglis
chardonnay	0.677	0.567	0.492	chardonnay
charge	0.510	0.633	0.785	mokestis
chargeable	0.551	0.550	0.453	apmokestinami
charger	0.531	0.418	0.545	įkroviklis
chariot	0.684	0.550	0.491	karieta
charisma	0.938	0.591	0.759	charizma
charismatic	0.938	0.684	0.849	charizmatiškas
charitable	0.865	0.380	0.593	labdaringa
charity	0.920	0.284	0.551	labdara
charlatan	0.200	0.640	0.352	šarlatanas
charm	0.833	0.363	0.649	žavesio
charmed	0.938	0.570	0.769	sužavėtas
charmer	0.882	0.683	0.782	žavesys
charming	0.917	0.660	0.764	žavus
charred	0.208	0.676	0.373	apanglėjęs
chart	0.469	0.317	0.330	diagramą
charter	0.677	0.382	0.518	užsakomųjų
chartered	0.569	0.460	0.490	frachtuotas
chase	0.396	0.878	0.623	Vytis
chased	0.188	0.830	0.287	persekiojo
chaser	0.375	0.830	0.645	persekiotojas
chasm	0.265	0.579	0.500	bedugnė
chassis	0.406	0.342	0.444	važiuoklė
chaste	0.408	0.248	0.453	skaisčiai
chastened	0.156	0.580	0.345	nubausti
chastisement	0.156	0.852	0.462	bausmės
chastity	0.469	0.392	0.509	skaistumas
chat	0.729	0.400	0.346	pokalbis
chateau	0.615	0.464	0.702	pilis
chatter	0.560	0.450	0.347	plepėti
chatterbox	0.459	0.548	0.482	plepukas
chattering	0.460	0.663	0.304	plepėdamas
chatty	0.594	0.548	0.345	plepus
chauffeur	0.500	0.353	0.471	vairuotojas
chauvinist	0.310	0.539	0.527	šovinistas
cheap	0.612	0.471	0.272	pigu
cheapened	0.471	0.611	0.282	atpigo
cheapskate	0.148	0.482	0.327	pigios pačiūžos
cheat	0.125	0.776	0.400	apgauti
cheater	0.104	0.920	0.333	apgavikas
check	0.523	0.552	0.602	patikrinti
checkbook	0.552	0.284	0.364	čekių knygelė
checker	0.330	0.417	0.553	tikrintuvas
checkered	0.459	0.316	0.336	languotas
checkers	0.676	0.451	0.437	šaškės
checklist	0.561	0.521	0.552	kontrolinis sąrašas
checkmate	0.667	0.708	0.750	šachmatas
checkout	0.597	0.510	0.670	kasos
checkpoint	0.571	0.323	0.812	patikros punktas
checkup	0.500	0.435	0.491	Patikrinti
cheek	0.670	0.314	0.421	skruostas
cheeks	0.708	0.324	0.282	skruostai
cheeky	0.434	0.679	0.410	šelmiškas
cheep	0.367	0.380	0.373	pigus
cheer	0.938	0.784	0.845	nudžiuginti
cheered	0.875	0.648	0.790	nudžiugino
cheerful	0.990	0.720	0.696	linksmas
cheerfulness	0.969	0.802	0.675	linksmumas
cheering	0.815	0.824	0.642	džiūgaujantis
cheerleader	0.923	0.746	0.657	cheerleader
cheerleading	0.698	0.769	0.404	cheerleading
cheerless	0.204	0.373	0.167	nelinksmas
cheers	0.948	0.770	0.702	sveikinimai
cheery	0.949	0.657	0.486	linksmas
cheese	0.740	0.280	0.281	sūris
cheeseburger	0.802	0.529	0.336	sūrio mėsainis
cheesecake	0.860	0.276	0.238	sūrio pyragas
cheesy	0.470	0.471	0.179	sūrus
cheetah	0.469	0.770	0.667	Gepardas
chef	0.854	0.411	0.570	virėjas
chemical	0.337	0.560	0.508	cheminis
chemise	0.530	0.275	0.364	chemikalai
chemist	0.408	0.575	0.610	chemikas
chemistry	0.625	0.520	0.694	chemija
chemo	0.214	0.686	0.444	chemoterapija
chemotherapy	0.163	0.689	0.517	chemoterapija
cheque	0.698	0.529	0.660	patikrinti
cherish	0.896	0.491	0.652	branginti
cherishing	0.836	0.380	0.625	branginantis
cherry	0.688	0.186	0.250	vyšnia
cherub	0.663	0.340	0.455	kerubas
chess	0.656	0.363	0.518	Šachmatai
chest	0.520	0.429	0.481	krūtinė
chestnut	0.714	0.210	0.294	kaštonas
chevron	0.469	0.469	0.598	ševronas
chew	0.520	0.490	0.404	kramtyti
chewy	0.625	0.418	0.390	kramtyti
chic	0.870	0.624	0.380	prašmatnus
chicane	0.357	0.460	0.481	chicane
chick	0.771	0.602	0.387	viščiukas
chicken	0.594	0.306	0.394	vištiena
chicken pox	0.194	0.510	0.415	vėjaraupiai
chickenpox	0.173	0.562	0.357	vėjaraupiai
chief	0.520	0.544	0.869	viršininkas
chiefly	0.600	0.587	0.764	daugiausia
chieftain	0.343	0.529	0.860	viršininkas
chiffon	0.406	0.230	0.250	šifonas
child	0.912	0.460	0.413	vaikas
childbirth	0.604	0.861	0.673	gimdymas
childhood	0.865	0.413	0.307	vaikystė
childish	0.573	0.442	0.230	vaikiškas
childless	0.310	0.400	0.396	bevaikis
childlike	0.656	0.372	0.293	vaikiškas
childloss	0.240	0.571	0.421	vaiko praradimas
children	0.857	0.538	0.435	vaikai
chili	0.592	0.566	0.433	čili
chill	0.837	0.206	0.482	atvėsinti
chilled	0.521	0.340	0.482	atšaldytas
chilling	0.208	0.850	0.358	atšaldymas
chilly	0.329	0.459	0.408	vėsoka
chime	0.573	0.541	0.464	varpelis
chimera	0.292	0.582	0.372	chimera
chimes	0.625	0.490	0.402	varpeliai
chimney	0.583	0.286	0.225	kaminas
chimp	0.394	0.588	0.345	šimpanzė
chimpanzee	0.500	0.633	0.387	šimpanzės
chin	0.571	0.310	0.269	smakras
china	0.561	0.443	0.556	Kinija
chinchilla	0.480	0.450	0.286	šinšila
chine	0.561	0.360	0.352	kinas
chinook	0.408	0.497	0.491	chinook
chip	0.479	0.382	0.452	lustas
chipmunk	0.573	0.562	0.409	burundukas
chipper	0.418	0.588	0.500	smulkintuvas
chipping	0.354	0.452	0.353	skaldymas
chiropractor	0.420	0.549	0.651	chiropraktikas
chirp	0.469	0.602	0.365	čiulbėti
chirping	0.500	0.463	0.360	čiulbėdamas
chisel	0.469	0.404	0.452	kaltas
chiseler	0.429	0.606	0.464	kaltininkas
chit	0.490	0.352	0.321	šnekėti
chitchat	0.673	0.455	0.403	trumpas pašnekesys, papliurpimas
chivalry	0.857	0.380	0.848	riteriškumas
chloride	0.265	0.387	0.474	chloridas
chlorine	0.306	0.327	0.332	chloro
chloroform	0.281	0.370	0.393	chloroformas
chocolate	0.885	0.480	0.418	šokolado
choice	0.745	0.520	0.664	pasirinkimas
choir	0.704	0.298	0.473	choras
choke	0.167	0.788	0.676	užspringti
cholera	0.020	0.867	0.507	cholera
cholesterol	0.198	0.583	0.398	cholesterolio
choose	0.615	0.542	0.648	pasirinkti
choosing	0.719	0.529	0.689	pasirenkant
choosy	0.280	0.760	0.712	išrankus
chop	0.250	0.655	0.467	sukapoti
chopper	0.594	0.560	0.509	smulkintuvas
choppers	0.469	0.745	0.691	smulkintuvai
chopping	0.560	0.625	0.362	smulkinimas
chops	0.612	0.420	0.269	kotletai
choral	0.852	0.290	0.421	choralas
chord	0.729	0.394	0.539	akordas
chords	0.639	0.406	0.388	akordai
chore	0.406	0.462	0.500	nuobodi namų ruoša
choreographer	0.646	0.639	0.625	choreografas
choreography	0.812	0.750	0.547	choreografija
chorus	0.620	0.417	0.500	choras
chosen	0.865	0.449	0.833	pasirinktas
chow	0.573	0.490	0.390	čiau
chowder	0.510	0.324	0.241	sriuba
christ	0.781	0.510	0.750	kristus
christen	0.673	0.356	0.588	krikštyti
christening	0.725	0.382	0.650	krikštynos
christmas	0.959	0.520	0.741	Kalėdos
christmasbreak	0.842	0.640	0.548	Kalėdų atostogos
christmaseve	0.812	0.491	0.463	Kūčios
christmasspirit	0.867	0.602	0.575	kalėdinė dvasia
christmassy	0.875	0.698	0.602	kalėdinis
christmastime	0.837	0.588	0.515	Kalėdų laikas
chromatic	0.407	0.413	0.435	chromatinės
chromatography	0.480	0.537	0.535	chromatografija
chrome	0.582	0.373	0.421	chromo
chromium	0.458	0.404	0.447	chromo
chromosome	0.500	0.296	0.548	chromosoma
chronic	0.255	0.615	0.464	lėtinis
chronicle	0.427	0.571	0.586	kronika
chronograph	0.500	0.392	0.529	chronografas
chronological	0.594	0.445	0.600	chronologinis
chubby	0.531	0.427	0.304	apkūnus
chuck	0.542	0.509	0.413	pakabukas
chuckle	0.844	0.736	0.481	kikenu
chug	0.401	0.413	0.358	čiulbėti
chum	0.911	0.347	0.518	bičiulis
chummy	0.760	0.420	0.610	šmaikštus
chump	0.375	0.451	0.304	kamuolė
chunk	0.365	0.287	0.214	gabalas
chunky	0.520	0.517	0.509	stambus
church	0.708	0.198	0.610	bažnyčia
churchyard	0.296	0.444	0.347	bažnyčios šventorius
churn	0.316	0.491	0.407	riesti
chute	0.580	0.745	0.455	latakas
chutney	0.459	0.370	0.400	čatnis
ciao	0.542	0.426	0.409	ciao
cider	0.530	0.346	0.398	sidras
cigar	0.306	0.463	0.346	cigaras
cigarette	0.219	0.528	0.304	cigarečių
cilantro	0.469	0.260	0.208	kalendra
cinch	0.450	0.490	0.387	čiulbėti
cinder	0.350	0.260	0.157	pelenas
cinema	0.698	0.538	0.500	kinas
cinematic	0.663	0.490	0.600	kinematografinis
cinematographer	0.792	0.455	0.711	kinematografininkas
cinematography	0.781	0.571	0.625	kinematografija
cinnamon	0.600	0.250	0.292	cinamono
cipher	0.490	0.414	0.500	šifras
circle	0.480	0.290	0.343	ratas
circling	0.510	0.654	0.336	sukasi ratu
circuit	0.586	0.461	0.707	grandinė
circuitry	0.596	0.615	0.536	grandinės
circular	0.562	0.342	0.417	apskritas
circulate	0.612	0.388	0.320	cirkuliuoti
circulation	0.735	0.520	0.657	tiražu
circulatory	0.592	0.575	0.545	kraujotakos
circumcision	0.327	0.657	0.528	apipjaustymas
circumference	0.458	0.255	0.488	perimetras
circumferential	0.551	0.422	0.509	apskritimo
circumscribed	0.365	0.539	0.569	apribotas
circumstance	0.520	0.565	0.596	aplinkybė
circumstances	0.562	0.527	0.464	aplinkybės
circumstantial	0.500	0.538	0.519	netiesioginis
circumvent	0.316	0.642	0.383	apeiti
circumvention	0.531	0.571	0.473	apėjimas
circus	0.724	0.637	0.432	cirkas
cirque	0.604	0.647	0.467	cirkas
cirrhosis	0.079	0.602	0.370	cirozė
cirrus	0.470	0.451	0.348	cirrus
cistern	0.541	0.413	0.432	cisterna
citadel	0.585	0.464	0.602	citadelė
citation	0.570	0.549	0.508	citata
cite	0.625	0.454	0.532	cituoti
citizen	0.631	0.250	0.586	pilietis
citizenship	0.786	0.404	0.723	pilietybe
citrine	0.375	0.400	0.420	citrinas
citrus	0.469	0.368	0.375	citrusinių vaisių
city	0.847	0.531	0.508	miestas
citywide	0.592	0.509	0.707	miesto mastu
civic	0.653	0.240	0.573	pilietinis
civics	0.700	0.279	0.720	pilietiškumo
civil	0.521	0.281	0.517	civilinis
civilian	0.700	0.229	0.598	civilis
civilians	0.490	0.448	0.525	civiliai
civility	0.760	0.306	0.679	mandagumas
civilization	0.823	0.452	0.839	civilizacija
civilized	0.792	0.231	0.796	civilizuotas
clad	0.583	0.373	0.481	apsirengęs
claim	0.255	0.760	0.473	pretenzija
claimant	0.271	0.690	0.779	ieškovas
clairvoyant	0.765	0.531	0.897	aiškiaregis
clam	0.442	0.302	0.272	moliuskas
clambake	0.542	0.540	0.429	clambake
clammy	0.354	0.440	0.236	drumstas
clamor	0.438	0.643	0.360	klegesys
clamp	0.541	0.388	0.454	spaustukas
clan	0.562	0.491	0.686	klanas
clandestine	0.425	0.677	0.469	slaptas
clang	0.459	0.520	0.510	žvangėti
clap	0.779	0.731	0.529	ploti
clapper	0.500	0.229	0.420	plekšnė
clapping	0.823	0.894	0.686	plojimais
clarification	0.802	0.461	0.613	paaiškinimas
clarify	0.652	0.535	0.625	išaiškinti
clarinet	0.592	0.453	0.411	klarnetas
clarion	0.500	0.443	0.422	klyksmas
clarity	0.796	0.310	0.631	aiškumas
clash	0.293	0.918	0.453	susidūrimas
clashing	0.177	0.764	0.575	susikirtimas
clasp	0.448	0.375	0.241	užsegimas
class	0.656	0.314	0.522	klasė
classic	0.690	0.260	0.611	klasika
classic rock	0.729	0.571	0.588	klasikinis rokas
classical	0.643	0.198	0.536	klasikinis
classics	0.750	0.333	0.510	klasika
classification	0.583	0.423	0.613	klasifikacija
classified	0.571	0.460	0.663	klasifikuojami
classify	0.646	0.411	0.720	klasifikuoti
classmate	0.781	0.400	0.593	klasiokas
classroom	0.539	0.292	0.363	klasė
classy	0.917	0.410	0.649	madingas
clatter	0.418	0.820	0.387	tarškėjimas
clause	0.480	0.409	0.528	sąlyga
clauses	0.449	0.429	0.545	išlygos
claustrophobia	0.125	0.840	0.333	klaustrofobija
claustrophobic	0.092	0.755	0.400	klaustrofobiškas
clavicle	0.398	0.400	0.452	raktikaulis
claw	0.260	0.600	0.598	letena
claws	0.281	0.698	0.562	nagai
clay	0.542	0.250	0.267	molis
clean	0.827	0.170	0.500	švarus
cleaner	0.604	0.556	0.375	švaresnis
cleaning	0.595	0.396	0.427	valymas
cleanliness	0.816	0.363	0.609	švara
cleanly	0.823	0.352	0.583	švariai
cleanse	0.625	0.310	0.660	išvalyti
cleanser	0.604	0.353	0.433	valiklis
cleansing	0.729	0.298	0.472	valymas
cleanup	0.729	0.314	0.451	Išvalyti
clear	0.857	0.327	0.573	aišku
clearance	0.542	0.459	0.473	klirensas
clearing	0.680	0.333	0.509	kliringo
clearness	0.875	0.316	0.689	aiškumas
cleat	0.486	0.260	0.361	klipas
cleavage	0.542	0.602	0.454	skilimas
cleave	0.296	0.545	0.389	skilti
cleaver	0.240	0.627	0.434	kirtiklis
clef	0.615	0.360	0.595	raktas
cleft	0.306	0.442	0.360	plyšęs
clemency	0.594	0.417	0.397	malonės
clench	0.438	0.618	0.580	sugniaužti
clergy	0.531	0.312	0.575	dvasininkai
clergyman	0.594	0.330	0.556	dvasininkas
cleric	0.521	0.324	0.589	dvasininkas
clerical	0.520	0.396	0.491	dvasininkas
clerk	0.500	0.579	0.509	raštininkas
clerkship	0.582	0.380	0.596	raštvedyba
clever	0.896	0.353	0.729	protingas
cleverness	0.878	0.509	0.921	sumanumas
click	0.536	0.365	0.268	spustelėkite
clicker	0.418	0.490	0.463	klikeris
client	0.583	0.450	0.618	klientas
clientele	0.625	0.577	0.508	klientų ratą
cliff	0.361	0.620	0.509	skardis
climate	0.635	0.240	0.483	klimatas
climatology	0.531	0.367	0.541	klimatologija
climax	0.735	0.853	0.667	kulminacija
climb	0.615	0.660	0.604	lipti
climber	0.573	0.716	0.735	alpinistas
clinch	0.469	0.538	0.430	klintis
cling	0.417	0.620	0.588	prikibti
clingy	0.224	0.460	0.370	prigludęs
clinic	0.469	0.439	0.600	klinika
clinical	0.337	0.412	0.640	klinikinės
clink	0.458	0.462	0.319	cyptelėti
clip	0.438	0.310	0.381	klipas
clipboard	0.594	0.255	0.423	iškarpinę
clipper	0.293	0.422	0.383	kirpimo mašinėlė
clipping	0.460	0.500	0.405	karpymas
clique	0.427	0.430	0.391	klika
clitoris	0.625	0.844	0.464	klitorio
cloak	0.469	0.188	0.333	apsiaustas
cloaking	0.521	0.595	0.389	prisidengimas
cloakroom	0.690	0.254	0.397	rūbinė
clobber	0.396	0.578	0.464	klobininkas
clock	0.677	0.173	0.407	laikrodis
clockwork	0.490	0.373	0.528	laikrodžio mechanizmas
clod	0.375	0.404	0.365	grumstas
clog	0.104	0.618	0.454	užkimšti
cloister	0.438	0.413	0.475	vienuolynas
clone	0.406	0.471	0.524	klonas
cloning	0.216	0.696	0.679	klonavimas
close	0.292	0.260	0.263	Uždaryti
closed	0.240	0.164	0.318	uždaryta
closeness	0.796	0.237	0.450	artumas
closet	0.531	0.204	0.330	spinta
closure	0.229	0.220	0.412	uždarymas
clot	0.150	0.558	0.275	krešulys
cloth	0.510	0.190	0.287	audinys
clothe	0.797	0.330	0.481	apsirengti
clothes	0.833	0.270	0.414	drabužiai
clothesline	0.582	0.324	0.366	drabužių virvė
clothing	0.750	0.343	0.407	apranga
cloud	0.740	0.133	0.342	debesis
clouded	0.240	0.213	0.302	drumstas
cloudiness	0.469	0.250	0.343	debesuotumas
clouds	0.735	0.195	0.324	debesys
cloudy	0.281	0.280	0.202	Debesuota
clout	0.584	0.636	0.704	įtaka
clove	0.439	0.296	0.315	gvazdikėlis
clover	0.605	0.340	0.364	dobilas
cloves	0.427	0.218	0.396	gvazdikėliai
clown	0.650	0.598	0.300	klounas
clowns	0.600	0.673	0.391	klounai
club	0.646	0.618	0.393	klubas
clubhouse	0.694	0.571	0.493	klubo namas
clubs	0.723	0.530	0.591	klubai
cluck	0.390	0.490	0.353	spragsėti
clue	0.653	0.380	0.412	užuomina
clueless	0.350	0.333	0.161	beprasmis
clump	0.551	0.480	0.582	grumstas
clumsy	0.125	0.420	0.144	gremėzdiškas
clunk	0.448	0.472	0.407	klumpa
cluster	0.490	0.458	0.446	klasteris
clutch	0.383	0.500	0.491	sankaba
clutches	0.542	0.373	0.528	sankabos
clutter	0.135	0.598	0.400	netvarka
coach	0.633	0.823	0.735	treneris
coachman	0.479	0.394	0.509	kučeris
coagulation	0.381	0.558	0.436	koaguliacija
coal	0.360	0.241	0.340	anglis
coalesce	0.479	0.434	0.529	susijungti
coalition	0.490	0.730	0.673	koalicija
coarse	0.333	0.481	0.481	grubus
coast	0.719	0.396	0.458	pakrantėje
coastal	0.604	0.370	0.510	pakrantės
coaster	0.612	0.788	0.627	padėkliukas
coastline	0.745	0.282	0.441	pakrantės linija
coat	0.677	0.256	0.464	paltas
coating	0.620	0.440	0.596	danga
coax	0.367	0.400	0.447	įkalbinėti
cobalt	0.408	0.325	0.441	kobalto
cobble	0.448	0.385	0.368	trinkelėmis
cobbler	0.510	0.415	0.318	batsiuvys
cobra	0.312	0.712	0.600	kobra
cocaine	0.156	0.840	0.373	kokaino
cock	0.418	0.562	0.392	gaidys
cockamamie	0.450	0.500	0.382	cockamamie
cockeyed	0.459	0.460	0.423	pasipūtęs
cockpit	0.520	0.424	0.343	kabina
cockroach	0.188	0.667	0.196	tarakonas
cocksucker	0.083	0.764	0.339	gaidžiukas
cocktail	0.740	0.480	0.381	kokteilis
cocky	0.260	0.784	0.519	pasipūtęs
cocoa	0.776	0.255	0.322	kakavos
coconut	0.622	0.265	0.227	kokoso
cocoon	0.470	0.280	0.290	kokonas
cod	0.510	0.321	0.304	menkė
code	0.583	0.308	0.491	kodas
codeine	0.375	0.582	0.436	kodeinas
codex	0.531	0.488	0.524	kodeksas
codfish	0.490	0.245	0.300	menkė
codification	0.448	0.400	0.698	kodifikavimas
codify	0.448	0.410	0.679	kodifikuoti
coding	0.442	0.344	0.667	kodavimas
coed	0.469	0.531	0.481	koeduotas
coefficient	0.677	0.415	0.702	koeficientas
coerce	0.260	0.741	0.517	prievarta
coercion	0.330	0.708	0.577	prievarta
coercive	0.479	0.670	0.506	priverstinis
coexist	0.708	0.460	0.536	sugyventi
coexistence	0.588	0.472	0.638	sambūvis
coexisting	0.551	0.349	0.648	kartu egzistuojantys
coffee	0.823	0.418	0.309	kavos
coffee table	0.720	0.339	0.295	kavos stalelis
coffeehouse	0.694	0.357	0.307	kavos namai
coffeepot	0.760	0.333	0.312	kavinukas
coffin	0.073	0.432	0.343	karstas
cog	0.427	0.343	0.363	krumpliaratis
cogent	0.765	0.479	0.836	įtikinamas
cognac	0.615	0.510	0.430	konjako
cognate	0.615	0.350	0.398	giminingas
cognition	0.635	0.344	0.706	pažinimas
cognitive	0.513	0.401	0.634	pažinimo
cohabitation	0.646	0.526	0.598	bendras gyvenimas
coherence	0.720	0.406	0.788	darna
coherent	0.698	0.281	0.500	nuoseklus
cohesion	0.604	0.536	0.555	sanglauda
cohesive	0.531	0.470	0.603	darni
cohort	0.459	0.551	0.566	kohorta
coil	0.448	0.343	0.298	ritė
coiled	0.378	0.518	0.389	suvyniotas
coin	0.677	0.574	0.445	moneta
coinage	0.500	0.400	0.545	monetų kaldinimas
coincide	0.635	0.490	0.593	sutampa
coincidence	0.612	0.450	0.518	sutapimas
coincident	0.562	0.385	0.602	sutapimas
coincidental	0.646	0.481	0.337	sutapimas
coinciding	0.673	0.373	0.623	sutampa
coke	0.404	0.461	0.397	koksas
cola	0.469	0.325	0.240	kolos
cold	0.398	0.538	0.348	šalta
coldly	0.365	0.358	0.407	šaltai
coldness	0.093	0.470	0.427	šaltumas
coldsweat	0.427	0.491	0.327	šaltas prakaitas
coleslaw	0.707	0.312	0.336	kopūstų salotos
colic	0.135	0.736	0.361	diegliai
coliseum	0.612	0.663	0.704	koliziejus
collaborate	0.816	0.449	0.559	bendradarbiauti
collaboration	0.885	0.628	0.741	bendradarbiavimą
collaborator	0.729	0.320	0.769	bendradarbis
collage	0.680	0.321	0.375	koliažas
collagen	0.541	0.245	0.450	kolageno
collapse	0.208	0.689	0.342	griūtis
collar	0.656	0.442	0.446	apykaklė
collarbone	0.420	0.427	0.306	raktikaulis
collate	0.438	0.448	0.580	sugretinti
collateral	0.531	0.422	0.717	užstatas
collation	0.520	0.333	0.508	palyginimas
colleague	0.740	0.413	0.600	kolega
collect	0.635	0.481	0.491	rinkti
collected	0.570	0.402	0.588	surinkti
collection	0.725	0.311	0.588	kolekcija
collective	0.583	0.458	0.698	kolektyvinis
collectively	0.817	0.573	0.533	kolektyviai
collector	0.552	0.481	0.648	kolekcininkas
college	0.700	0.467	0.746	kolegija
collegiate	0.592	0.461	0.678	kolegiškas
collide	0.271	0.892	0.557	susidurti
collie	0.562	0.308	0.328	kolis
collision	0.245	0.848	0.585	susidūrimas
collocation	0.637	0.360	0.594	kolokacija
colloquial	0.604	0.363	0.368	šnekamoji kalba
collusion	0.365	0.510	0.400	susitarimas
cologne	0.677	0.413	0.552	odekolonas
colon	0.449	0.394	0.384	dvitaškis
colonel	0.459	0.592	0.890	pulkininkas
colonial	0.553	0.327	0.613	kolonijinis
colonic	0.333	0.420	0.430	storosios žarnos
colonoscopy	0.208	0.524	0.466	kolonoskopija
colony	0.716	0.353	0.593	kolonija
colophon	0.500	0.408	0.385	kolofonas
color	0.786	0.280	0.402	spalva
coloration	0.541	0.520	0.443	spalvinimas
colored	0.806	0.317	0.275	spalvotas
colorful	0.850	0.520	0.519	spalvinga
coloring	0.781	0.469	0.353	spalvinimas
colorless	0.354	0.340	0.250	bespalvis
colors	0.875	0.349	0.340	spalvos
colossal	0.698	0.692	0.900	kolosalus
colt	0.561	0.587	0.543	kolkas
columbine	0.520	0.521	0.407	kolumbinė
column	0.480	0.250	0.670	stulpelyje
columnar	0.448	0.340	0.491	koloninis
columnist	0.646	0.365	0.648	kolonistas
com	0.396	0.382	0.382	com
coma	0.219	0.255	0.302	koma
comatose	0.143	0.438	0.433	komos būsenos
comb	0.490	0.123	0.268	šukos
combat	0.302	0.846	0.833	kovoti
combatant	0.531	0.853	0.780	kovotojas
combative	0.381	0.690	0.816	kovingas
combination	0.708	0.480	0.726	derinys
combinatorial	0.561	0.436	0.428	kombinatorinis
combine	0.663	0.442	0.533	sujungti
combined	0.622	0.370	0.500	sujungti
combo	0.698	0.439	0.453	derinys
combustible	0.386	0.650	0.750	degios
combustion	0.457	0.807	0.591	degimo
come	0.529	0.269	0.558	ateiti
comeback	0.580	0.409	0.555	grįžk
comedian	0.812	0.735	0.598	komikas
comedy	0.918	0.555	0.490	komedija
comet	0.704	0.679	0.471	kometa
comfort	0.863	0.231	0.670	komfortą
comfortable	0.927	0.163	0.473	patogus
comforter	0.618	0.275	0.302	guodė
comforting	0.906	0.337	0.620	guodžiantis
comfy	0.930	0.241	0.625	patogus
comic	0.917	0.459	0.387	komiškas
comical	0.844	0.737	0.327	komiška
comics	0.690	0.556	0.384	komiksai
coming	0.653	0.417	0.500	ateina
comma	0.344	0.269	0.242	kablelis
command	0.427	0.790	0.849	komandą
commandant	0.622	0.700	0.943	komendantas
commandeer	0.552	0.639	0.931	vadas
commander	0.531	0.615	0.906	vadas
commanding	0.562	0.664	0.925	įsakmiai
commandment	0.656	0.490	0.876	įsakymas
commando	0.323	0.710	0.817	komandosas
commemorate	0.812	0.602	0.636	atminti
commemoration	0.719	0.615	0.754	minėjimas
commemorative	0.750	0.438	0.754	atminimo
commence	0.760	0.585	0.741	pradėti
commend	0.906	0.694	0.711	pagirti
commendable	0.786	0.570	0.555	pagirtinas
commendation	0.911	0.500	0.639	pagyrimas
commensurate	0.610	0.304	0.550	proporcingas
comment	0.667	0.417	0.379	komentarą
commentary	0.602	0.402	0.446	komentaras
commentator	0.492	0.510	0.607	komentatorius
commerce	0.646	0.500	0.788	komercija
commercial	0.806	0.490	0.528	komercinis
commie	0.385	0.519	0.454	commie
commissary	0.385	0.500	0.788	komisaras
commission	0.677	0.480	0.571	Komisija
commissioner	0.602	0.449	0.949	Komisijos narys
