English Word	Valence	Arousal	Dominance	Esperanto Word
dance	0.894	0.840	0.551	danci
dancer	0.740	0.768	0.545	dancisto
dancing	0.885	0.868	0.444	dancante
dandruff	0.398	0.298	0.293	caspa
dandy	0.673	0.520	0.630	dando
danger	0.115	0.923	0.673	danĝero
dangerous	0.020	0.941	0.658	danĝera
dangerously	0.082	0.930	0.564	danĝere
dangit	0.396	0.606	0.358	dangit
dangle	0.362	0.469	0.375	pendanta
dank	0.390	0.381	0.383	malseka
dapper	0.770	0.560	0.698	eleganta
dare	0.677	0.788	0.684	kuraĝas
daredevil	0.429	0.714	0.653	aŭdaca
daresay	0.540	0.451	0.490	kuraĝas diri
daring	0.583	0.840	0.711	aŭdaca
dark	0.198	0.398	0.426	malhela
darken	0.250	0.471	0.382	malheligi
darkened	0.135	0.440	0.452	mallumiĝis
darkly	0.219	0.548	0.443	malhele
darkness	0.102	0.602	0.418	mallumo
darkroom	0.188	0.627	0.423	malluma ĉambro
darkside	0.102	0.690	0.365	malluma flanko
darling	0.885	0.370	0.608	karulino
darn	0.115	0.765	0.418	darn
dart	0.417	0.608	0.500	sageto
dash	0.574	0.312	0.324	streketo
dashboard	0.510	0.371	0.595	panelo
dashed	0.276	0.393	0.338	paŭzita
dashing	0.612	0.627	0.799	impeta
dastardly	0.208	0.688	0.270	aĉa
data	0.500	0.250	0.426	datumoj
database	0.604	0.286	0.644	Datumbazo
date	0.604	0.231	0.400	dato
datenight	0.708	0.637	0.518	danokto
daughter	0.908	0.415	0.455	filino
dawdle	0.479	0.464	0.357	paŭzi
dawn	0.827	0.235	0.519	tagiĝo
dawned	0.694	0.471	0.473	tagiĝis
day	0.719	0.269	0.389	tago
daybreak	0.802	0.358	0.474	tagiĝo
daycare	0.776	0.481	0.360	infanvartejo
daydream	0.750	0.337	0.456	taga revo
daydreaming	0.776	0.360	0.479	tage sonĝante
daylight	0.865	0.420	0.545	taglumo
daymade	0.646	0.450	0.417	tagfarita
dayoff	0.760	0.368	0.377	tago libera
daytime	0.750	0.324	0.454	tagtempo
daze	0.245	0.735	0.329	daze
dazed	0.300	0.697	0.277	stuporiĝis
dazzle	0.730	0.782	0.683	blindigi
dazzling	0.854	0.880	0.767	blindiga
deacon	0.531	0.430	0.736	diakono
deactivate	0.235	0.447	0.392	malaktivigi
dead	0.052	0.454	0.194	mortinta
deadbeat	0.229	0.453	0.368	deadbeat
deadline	0.214	0.615	0.460	limdato
deadlines	0.406	0.769	0.411	templimoj
deadlock	0.170	0.418	0.323	blokiĝo
deadly	0.143	0.849	0.554	mortiga
deafening	0.281	0.835	0.482	surdiga
deafness	0.125	0.413	0.219	surdeco
deal	0.719	0.599	0.543	interkonsento
dealer	0.799	0.615	0.683	komercisto
dealership	0.541	0.430	0.629	koncesionario
dealing	0.724	0.415	0.598	traktado
dealings	0.600	0.491	0.480	negocoj
dean	0.612	0.469	0.723	dekano
dear	0.880	0.434	0.629	kara
dearest	0.902	0.427	0.508	plej kara
dearth	0.156	0.539	0.255	manko
death	0.031	0.720	0.472	morto
deathbed	0.051	0.652	0.311	mortolito
deathly	0.073	0.771	0.682	mortige
debacle	0.156	0.606	0.266	fiasko
debased	0.219	0.529	0.170	malbonigita
debatable	0.181	0.610	0.474	diskutebla
debate	0.408	0.691	0.683	debato
debauchery	0.354	0.901	0.500	diboĉo
debenture	0.417	0.500	0.466	obligacio
debilitating	0.125	0.490	0.308	debilitante
debit	0.333	0.400	0.474	debeto
debrief	0.247	0.343	0.549	debrief
debriefing	0.427	0.580	0.456	debriefing
debris	0.135	0.396	0.327	derompaĵoj
debt	0.204	0.598	0.336	ŝuldo
debtor	0.219	0.546	0.160	ŝuldanto
debut	0.806	0.606	0.629	debuto
debutante	0.771	0.627	0.454	debutanto
decade	0.531	0.402	0.665	jardeko
decadence	0.237	0.455	0.291	dekadenco
decadent	0.290	0.559	0.324	dekadenca
decaf	0.480	0.324	0.353	senkafeino
decanter	0.438	0.567	0.510	decanter
decathlon	0.573	0.753	0.620	dekatlono
decay	0.143	0.312	0.170	kadukiĝo
decayed	0.017	0.375	0.169	kadukiĝis
decaying	0.073	0.510	0.214	kadukiĝanta
deceased	0.021	0.538	0.188	mortinto
decedent	0.423	0.481	0.415	mortinto
deceit	0.020	0.696	0.343	trompo
deceitful	0.071	0.788	0.371	trompa
deceive	0.094	0.775	0.414	trompi
deceived	0.059	0.673	0.302	trompita
deceiving	0.099	0.636	0.426	trompanta
december	0.740	0.540	0.464	decembro
decency	0.750	0.235	0.634	dececo
decent	0.823	0.296	0.653	deca
deception	0.090	0.745	0.370	trompo
deceptive	0.027	0.605	0.294	trompa
decide	0.656	0.540	0.855	decidas
decidedly	0.750	0.480	0.843	decide
deciduous	0.385	0.353	0.282	deciduaj
decimal	0.507	0.259	0.305	decimalo
decimeter	0.520	0.292	0.377	decimetro
decipher	0.417	0.630	0.652	deĉifri
decision	0.646	0.510	0.839	decido
decisive	0.740	0.509	0.935	decida
deck	0.420	0.333	0.394	ferdeko
declaration	0.551	0.590	0.714	deklaro
declaratory	0.635	0.582	0.673	deklara
declare	0.677	0.623	0.668	deklari
declination	0.250	0.549	0.311	deklinacio
decline	0.173	0.491	0.240	malkresko
declining	0.328	0.400	0.264	malkreskante
deco	0.625	0.274	0.356	deko
decode	0.551	0.510	0.640	malkodi
decoder	0.562	0.340	0.686	malĉifrilo
decompose	0.194	0.596	0.241	malkomponi
decomposed	0.073	0.442	0.231	malkomponita
decomposition	0.133	0.600	0.263	putriĝo
decompress	0.438	0.430	0.509	malkunpremi
decompression	0.208	0.520	0.311	malkunpremo
decontamination	0.611	0.538	0.573	senkontaminado
decor	0.734	0.311	0.573	dekoracio
decorate	0.954	0.370	0.404	ornami
decorating	0.863	0.548	0.462	ornamado
decoration	0.878	0.553	0.526	dekoracio
decorative	0.908	0.460	0.381	ornamaj
decorator	0.840	0.471	0.455	dekoraciisto
decorum	0.802	0.327	0.462	decoro
decoy	0.149	0.460	0.330	forlogaĵo
decrease	0.125	0.360	0.267	malpliigi
decreased	0.224	0.271	0.170	malpliiĝis
decreasing	0.320	0.346	0.224	malkreskanta
decree	0.552	0.478	0.746	dekreto
decrement	0.255	0.427	0.373	dekreti
decrepit	0.156	0.490	0.225	kaduka
decry	0.400	0.814	0.548	mallaŭdi
decryption	0.459	0.445	0.600	malĉifrado
dedicate	0.823	0.431	0.588	dediĉi
dedication	0.867	0.471	0.682	dediĉo
deduce	0.490	0.510	0.466	dedukti
deduct	0.355	0.330	0.412	dedukti
deductible	0.375	0.286	0.455	dekalkulebla
deduction	0.438	0.462	0.527	dedukto
deed	0.520	0.320	0.592	faro
deejay	0.551	0.630	0.473	deejay
deem	0.594	0.529	0.690	opinias
deep	0.490	0.473	0.657	profunda
deepen	0.625	0.530	0.776	profundigi
deer	0.583	0.375	0.292	cervoj
defamation	0.110	0.670	0.481	kalumnio
defamatory	0.143	0.688	0.402	kalumnia
default	0.459	0.343	0.712	defaŭlte
defeat	0.092	0.500	0.224	malvenko
defeated	0.104	0.582	0.145	venkita
defeatist	0.163	0.567	0.315	malvenkisto
defect	0.135	0.561	0.185	difekto
defection	0.146	0.594	0.330	transfuĝo
defective	0.122	0.580	0.274	misa
defector	0.163	0.696	0.286	transfuĝinto
defend	0.698	0.722	0.670	defendi
defendant	0.250	0.710	0.491	akuzito
defended	0.663	0.451	0.582	defendis
defender	0.639	0.708	0.750	defendanto
defending	0.604	0.871	0.812	defendante
defense	0.652	0.698	0.802	defendo
defenseless	0.143	0.357	0.105	sendefenda
defensible	0.740	0.509	0.593	defendebla
defensive	0.542	0.640	0.678	defenda
defer	0.245	0.459	0.317	prokrasti
deference	0.510	0.396	0.447	deferenco
deferral	0.765	0.542	0.327	prokrasto
deferring	0.343	0.500	0.413	prokrastante
defiance	0.333	0.780	0.760	defio
defiant	0.250	0.792	0.769	defia
defibrillator	0.398	0.663	0.431	malfibrilaciilo
deficiency	0.073	0.373	0.179	manko
deficient	0.240	0.464	0.132	manka
deficit	0.358	0.500	0.269	deficito
define	0.688	0.415	0.632	difini
defined	0.670	0.214	0.646	difinita
definite	0.708	0.292	0.741	difinita
definition	0.573	0.375	0.579	difino
definitive	0.583	0.479	0.787	definitiva
deflate	0.148	0.404	0.237	malŝveligi
deflation	0.287	0.536	0.407	deflacio
deflect	0.133	0.491	0.482	deturni
deflection	0.188	0.500	0.382	deflankiĝo
defloration	0.188	0.690	0.434	deflorado
deform	0.112	0.654	0.284	misformigi
deformed	0.198	0.435	0.308	misformita
deformity	0.160	0.569	0.241	misformiĝo
defraud	0.175	0.635	0.314	fraŭdi
defray	0.375	0.598	0.653	pagi
defrost	0.427	0.317	0.389	defrosti
deft	0.719	0.575	0.849	lerta
defunct	0.112	0.491	0.272	malfunkcia
defuse	0.167	0.480	0.430	kvietigi
defy	0.353	0.884	0.657	defii
degeneracy	0.143	0.720	0.298	degenero
degenerate	0.069	0.724	0.264	degeneri
degeneration	0.245	0.578	0.371	degenero
degradation	0.160	0.608	0.315	degradado
degrade	0.083	0.500	0.184	degradi
degraded	0.167	0.433	0.205	degradita
degrading	0.031	0.583	0.232	degradante
degree	0.724	0.365	0.663	gradon
dehydrated	0.310	0.685	0.212	senhidratigita
dehydration	0.188	0.472	0.259	dehidratiĝo
dejected	0.104	0.654	0.347	deprimita
delay	0.204	0.510	0.162	prokrasto
delayed	0.188	0.490	0.216	prokrastita
delectable	0.781	0.642	0.718	bongusta
delegate	0.612	0.491	0.658	delegito
delegation	0.562	0.431	0.609	delegacio
delete	0.292	0.298	0.409	forigi
deleterious	0.297	0.725	0.440	malutila
deletion	0.062	0.506	0.462	forigo
deli	0.561	0.448	0.447	delikataĵejo
deliberate	0.551	0.654	0.682	intenca
deliberation	0.561	0.678	0.596	pripensado
deliberative	0.392	0.552	0.573	deliberative
delicacy	0.812	0.279	0.336	delikateco
delicate	0.583	0.294	0.366	delikata
delicatessen	0.656	0.474	0.400	frandaĵoj
delicious	0.927	0.650	0.589	bongusta
delight	0.949	0.666	0.647	ĝojo
delighted	0.938	0.664	0.685	ĝojis
delightful	0.918	0.735	0.644	rava
delineate	0.448	0.430	0.445	delinei
delineation	0.521	0.402	0.314	delineado
delinquency	0.135	0.860	0.508	delikto
delinquent	0.051	0.904	0.500	deliktulo
delirious	0.219	0.774	0.538	deliras
delirium	0.233	0.694	0.484	deliro
deliver	0.583	0.370	0.582	liveri
deliverance	0.750	0.520	0.658	savo
delivery	0.704	0.461	0.786	livero
dell	0.458	0.380	0.453	dell
delta	0.551	0.343	0.509	delto
delude	0.143	0.627	0.353	trompi
deluge	0.245	0.714	0.612	diluvo
delusion	0.344	0.647	0.400	iluzio
delusional	0.219	0.745	0.327	delira
deluxe	0.792	0.612	0.755	luksoklasa
delve	0.469	0.529	0.684	enprofundiĝi
demand	0.292	0.673	0.500	postulo
demanding	0.396	0.750	0.828	postulema
demeaned	0.271	0.520	0.212	humiligita
demeaning	0.104	0.645	0.308	humiliga
demeanor	0.633	0.433	0.657	konduto
demented	0.088	0.787	0.309	demenca
dementia	0.092	0.779	0.337	demenco
demise	0.104	0.596	0.456	forpaso
demo	0.510	0.314	0.423	demo
democracy	0.680	0.500	0.840	demokratio
democrat	0.582	0.400	0.755	demokrato
democratic	0.802	0.519	0.798	demokratia
demographic	0.459	0.356	0.594	demografiaj
demolish	0.125	0.632	0.700	malkonstrui
demolished	0.271	0.647	0.353	malkonstruita
demolition	0.133	0.827	0.541	malkonstruo
demon	0.037	0.908	0.509	demono
demonic	0.146	0.875	0.600	demona
demonstrable	0.735	0.471	0.749	pruvebla
demonstrate	0.771	0.552	0.839	pruvi
demonstrated	0.617	0.500	0.649	pruvis
demonstrating	0.698	0.571	0.693	manifestante
demonstration	0.551	0.676	0.679	manifestacio
demonstrative	0.656	0.528	0.736	demonstrativo
demonstrator	0.520	0.598	0.733	manifestacianto
demoralized	0.082	0.590	0.149	demoralizita
demos	0.418	0.370	0.368	demonstraĵoj
demure	0.690	0.315	0.417	modesta
den	0.510	0.347	0.398	den
deniability	0.230	0.509	0.417	neado
denial	0.194	0.435	0.318	neo
denied	0.188	0.604	0.333	neis
denim	0.520	0.382	0.327	denim
denomination	0.490	0.363	0.429	nomado
denominational	0.458	0.375	0.679	konfesiaj
denominator	0.450	0.410	0.613	denominatoro
denote	0.448	0.471	0.534	signifi
denounce	0.083	0.780	0.426	denunci
dense	0.354	0.343	0.536	densa
density	0.602	0.471	0.561	denseco
dent	0.306	0.606	0.325	dent
dental	0.573	0.404	0.463	dentala
dentist	0.479	0.620	0.642	dentisto
dentistry	0.429	0.570	0.569	dentokuracado
dentists	0.364	0.600	0.582	dentistoj
denunciation	0.146	0.830	0.561	denunco
deny	0.316	0.667	0.321	nei
denying	0.080	0.542	0.272	neante
deodorant	0.480	0.265	0.269	senodorigilo
depart	0.398	0.480	0.444	foriri
departed	0.245	0.536	0.391	foriris
department	0.708	0.358	0.642	fako
departmental	0.612	0.422	0.446	departementa
departure	0.573	0.500	0.426	foriro
depend	0.388	0.429	0.358	dependas
dependable	0.880	0.357	0.741	fidinda
dependant	0.357	0.404	0.451	dependaj
dependence	0.250	0.451	0.433	dependeco
dependency	0.429	0.365	0.356	dependeco
dependent	0.354	0.455	0.404	dependaj
depict	0.663	0.529	0.723	bildigi
depicting	0.490	0.566	0.602	bildigi
depletion	0.153	0.370	0.236	elĉerpiĝo
deplorable	0.135	0.657	0.230	bedaŭrinda
deplore	0.135	0.575	0.373	bedaŭri
deploy	0.500	0.520	0.585	deploji
deployment	0.510	0.520	0.612	deplojo
deport	0.167	0.667	0.546	deporti
deportation	0.104	0.786	0.450	deportado
depose	0.286	0.420	0.451	detronigi
deposit	0.540	0.379	0.483	deponejo
depositary	0.604	0.431	0.500	deponejo
deposition	0.394	0.510	0.471	depozicio
depository	0.551	0.373	0.481	deponejo
depot	0.635	0.255	0.471	deponejo
depraved	0.031	0.837	0.395	depravado
depravity	0.115	0.854	0.453	malvirteco
depreciate	0.270	0.623	0.445	malplivalorigi
depreciated	0.135	0.672	0.250	malplivalorigita
depreciation	0.143	0.571	0.386	depreco
depress	0.219	0.635	0.528	deprimi
depressed	0.024	0.445	0.136	deprimita
depressing	0.146	0.559	0.216	deprimante
depression	0.031	0.520	0.232	depresio
depressive	0.143	0.434	0.202	deprimiĝema
depresson	0.135	0.400	0.308	deprimo
deprivation	0.194	0.610	0.413	senigo
deprive	0.271	0.591	0.340	senigi
deprived	0.354	0.506	0.536	senigita
depth	0.708	0.561	0.759	profundo
deputy	0.429	0.530	0.787	deputito
derail	0.108	0.802	0.375	dereligi
deranged	0.376	0.868	0.357	konfuzita
derelict	0.208	0.470	0.237	forlasita
derision	0.265	0.670	0.292	mokado
derivation	0.521	0.519	0.644	derivado
derivative	0.541	0.491	0.508	derivaĵo
derive	0.396	0.324	0.360	derivi
dermal	0.385	0.406	0.443	dermal
dermatologist	0.531	0.358	0.528	dermatologo
dermatology	0.422	0.500	0.556	dermatologio
derogation	0.208	0.460	0.327	derogado
derogatory	0.122	0.580	0.404	malestima
descend	0.385	0.535	0.231	descendi
descendant	0.684	0.420	0.625	posteulo
descendent	0.391	0.480	0.565	posteulo
descending	0.219	0.493	0.250	malsupreniranta
descent	0.300	0.402	0.158	deveno
describe	0.542	0.472	0.555	priskribi
description	0.582	0.425	0.596	Priskribo
descriptive	0.667	0.352	0.570	priskriba
desecrate	0.255	0.806	0.509	profanigi
desecration	0.125	0.833	0.564	profanigo
desert	0.469	0.279	0.389	dezerto
deserted	0.156	0.480	0.214	dezerta
deserter	0.122	0.710	0.366	dizertinto
desertion	0.122	0.630	0.289	dizerto
deserve	0.802	0.436	0.613	meritas
deserved	0.781	0.582	0.689	meritita
deserving	0.802	0.596	0.858	meritantaj
design	0.796	0.327	0.632	dezajno
designate	0.531	0.538	0.683	nomumi
designated	0.500	0.412	0.616	designita
designation	0.612	0.571	0.675	nomado
designed	0.745	0.380	0.595	desegnita
designer	0.875	0.519	0.670	dezajnisto
designing	0.792	0.355	0.552	desegnante
desirability	0.684	0.550	0.675	dezirindeco
desirable	0.740	0.735	0.750	dezirinda
desire	0.896	0.692	0.647	deziro
desiring	0.814	0.821	0.632	deziranta
desirous	0.719	0.824	0.562	dezira
desist	0.220	0.358	0.291	rezigni
desk	0.510	0.135	0.422	skribotablo
desolate	0.104	0.320	0.228	dezerta
desolation	0.073	0.481	0.273	dezerto
despair	0.115	0.794	0.245	malespero
despairing	0.073	0.735	0.286	malespere
despatch	0.448	0.400	0.613	depeŝo
desperado	0.260	0.745	0.361	desesperado
desperate	0.083	0.842	0.337	malespera
desperation	0.125	0.904	0.419	malespero
despicable	0.146	0.710	0.255	malestiminda
despise	0.167	0.745	0.296	malestimi
despondent	0.133	0.378	0.221	senkuraĝa
despotic	0.141	0.824	0.592	despota
despotism	0.255	0.696	0.620	despotismo
dessert	0.755	0.491	0.404	deserto
destination	0.708	0.471	0.637	destino
destined	0.698	0.462	0.617	destinita
destiny	0.781	0.413	0.611	destino
destitute	0.130	0.451	0.222	malriĉa
destroy	0.046	0.935	0.635	detrui
destroyed	0.031	0.696	0.288	detruitaj
destroyer	0.083	0.830	0.543	detruanto
destroying	0.041	0.828	0.660	detruante
destruct	0.071	0.868	0.525	detrui
destruction	0.102	0.929	0.613	detruo
destructive	0.177	0.870	0.713	detrua
detach	0.357	0.625	0.450	dekroĉi
detached	0.280	0.396	0.216	dekroĉita
detachment	0.243	0.700	0.443	taĉmento
detail	0.514	0.406	0.528	detalo
detailed	0.603	0.314	0.472	detala
details	0.583	0.367	0.481	detaloj
detain	0.351	0.345	0.430	deteni
detainee	0.306	0.510	0.321	arestito
detect	0.531	0.520	0.565	detekti
detectable	0.479	0.539	0.649	detektebla
detection	0.708	0.567	0.538	detekto
detective	0.500	0.764	0.901	detektivo
detector	0.459	0.630	0.724	detektilo
detention	0.265	0.698	0.562	deteno
deter	0.344	0.537	0.567	malinstigi
detergent	0.458	0.304	0.426	lesivo
deteriorate	0.083	0.471	0.202	difekti
deteriorated	0.053	0.549	0.237	difektis
deteriorating	0.104	0.459	0.112	malboniĝanta
deterioration	0.130	0.512	0.283	difekto
determinable	0.625	0.565	0.723	determinebla
determinate	0.630	0.314	0.772	determinata
determination	0.776	0.725	0.795	determino
determine	0.612	0.368	0.776	determini
determined	0.760	0.528	0.673	determinita
deterrent	0.292	0.461	0.385	malkuraĝigo
detest	0.083	0.800	0.492	abomenas
detestation	0.177	0.637	0.412	abomeno
detonate	0.375	0.850	0.696	detonacii
detonation	0.167	0.931	0.741	detonacio
detonator	0.207	0.875	0.750	detonaciilo
detour	0.398	0.539	0.309	kromvojo
detract	0.344	0.438	0.368	malpliigi
detriment	0.281	0.538	0.263	malutilo
detrimental	0.203	0.679	0.387	malutila
detritus	0.276	0.353	0.363	detrito
deuce	0.479	0.338	0.425	deuce
deutschmark	0.439	0.431	0.509	la germana
devalued	0.321	0.462	0.212	malplivalorigita
devastate	0.021	0.796	0.509	ruinigi
devastated	0.120	0.544	0.264	detruita
devastating	0.104	0.856	0.419	ruiniga
devastation	0.090	0.904	0.472	ruiniĝo
develop	0.771	0.670	0.821	disvolvi
developer	0.844	0.653	0.864	programisto
developing	0.833	0.587	0.714	evoluanta
development	0.827	0.500	0.796	evoluo
deviant	0.094	0.589	0.398	devianta
deviate	0.173	0.562	0.269	deflankiĝi
deviating	0.354	0.634	0.536	deflankiĝanta
deviation	0.105	0.513	0.336	devio
device	0.562	0.404	0.627	aparato
devil	0.161	0.900	0.611	diablo
deviled	0.347	0.559	0.358	diabla
devilish	0.073	0.865	0.490	diablaj
devious	0.250	0.519	0.259	ruza
devise	0.551	0.557	0.670	elpensi
devoid	0.219	0.436	0.300	manka
devolution	0.345	0.434	0.425	transdono
devolve	0.367	0.427	0.596	devolvi
devote	0.802	0.490	0.642	dediĉi
devoted	0.867	0.320	0.698	sindona
devotee	0.816	0.461	0.577	devotulo
devotion	0.802	0.561	0.673	sindonemo
devotional	0.740	0.394	0.655	devota
devour	0.344	0.888	0.574	formanĝi
devout	0.620	0.357	0.464	devota
dew	0.604	0.225	0.464	roso
dexter	0.458	0.473	0.444	lerta
dexterity	0.771	0.673	0.864	lerteco
dextrose	0.333	0.402	0.323	dekstrozo
diabetes	0.051	0.472	0.279	diabeto
diabetic	0.125	0.269	0.237	diabeta
diabolical	0.102	0.912	0.456	diabla
diagnose	0.378	0.520	0.714	diagnozi
diagnosis	0.571	0.500	0.819	diagnozo
diagnostic	0.417	0.483	0.635	diagnozo
diagnostics	0.540	0.440	0.750	diagnozojn
diagonal	0.500	0.343	0.410	diagonalo
diagram	0.562	0.357	0.445	diagramo
dial	0.620	0.427	0.596	dial
dialect	0.635	0.422	0.526	dialekto
dialectic	0.510	0.540	0.638	dialektiko
dialogue	0.599	0.441	0.625	dialogo
dialysis	0.194	0.567	0.407	dializo
diameter	0.427	0.298	0.483	diametro
diamond	0.910	0.606	0.769	diamanto
diamonds	0.927	0.684	0.917	diamantoj
diaper	0.409	0.274	0.155	vindotuko
diaphragm	0.459	0.337	0.517	diafragmo
diarrhea	0.092	0.684	0.143	diareo
diarrhoea	0.038	0.692	0.250	diareo
diary	0.698	0.292	0.464	taglibro
diatribe	0.354	0.569	0.409	diatribo
dib	0.479	0.370	0.344	dib
dibs	0.510	0.410	0.391	dibs
dice	0.458	0.441	0.264	ĵetkuboj
dicey	0.290	0.833	0.727	dicey
dichotomous	0.365	0.452	0.538	dikotomaj
dichotomy	0.323	0.482	0.483	dikotomio
dick	0.208	0.500	0.462	diko
dickhead	0.115	0.608	0.284	dikokapo
dicks	0.310	0.694	0.358	dikoj
dictate	0.480	0.423	0.668	dikti
dictation	0.255	0.378	0.627	diktado
dictator	0.073	0.760	0.862	diktatoro
dictatorial	0.204	0.770	0.840	diktatoraj
dictatorship	0.082	0.806	0.784	diktatoreco
diction	0.439	0.373	0.679	diction
dictionary	0.620	0.250	0.598	vortaro
dictum	0.385	0.510	0.528	dikto
didactic	0.645	0.480	0.673	didaktika
diddle	0.429	0.566	0.393	diddle
die	0.031	0.765	0.259	morti
died	0.021	0.650	0.327	mortis
diesel	0.490	0.327	0.448	dizelo
diet	0.429	0.235	0.398	dieto
dietary	0.551	0.220	0.261	dietaj
differ	0.230	0.398	0.396	malsamas
difference	0.474	0.560	0.483	diferenco
differences	0.365	0.582	0.342	diferencoj
different	0.612	0.394	0.473	malsamaj
differential	0.520	0.378	0.535	diferencialo
differentiation	0.367	0.561	0.535	diferencigo
differently	0.480	0.431	0.506	alimaniere
differing	0.418	0.410	0.455	malsamante
difficult	0.235	0.700	0.508	malfacila
difficulties	0.082	0.784	0.357	malfacilaĵoj
difficulty	0.079	0.740	0.368	malfacileco
diffuse	0.430	0.431	0.321	difuza
diffusion	0.356	0.615	0.517	disvastigo
dig	0.367	0.585	0.637	fosi
digest	0.720	0.413	0.483	digesti
digestion	0.531	0.410	0.455	digesto
digestive	0.542	0.413	0.434	digestiva
digit	0.447	0.286	0.333	cifero
digital	0.740	0.382	0.529	cifereca
dignified	0.766	0.481	0.635	digna
dignify	0.854	0.588	0.735	dignigi
dignity	0.844	0.391	0.873	digno
digress	0.271	0.625	0.411	digresi
digs	0.448	0.670	0.635	fosas
dike	0.360	0.384	0.490	digo
dilapidated	0.229	0.618	0.286	kaduka
dilatation	0.385	0.574	0.368	dilatiĝo
dilation	0.347	0.490	0.578	dilatiĝo
dildo	0.536	0.587	0.491	dildo
dilemma	0.153	0.590	0.430	dilemo
diligence	0.688	0.423	0.700	diligento
diligent	0.760	0.426	0.759	diligenta
dill	0.427	0.360	0.373	aneto
diluent	0.417	0.344	0.332	diluanto
dilute	0.275	0.192	0.349	dilui
diluted	0.469	0.310	0.229	diluita
dilution	0.445	0.337	0.352	diluo
dim	0.398	0.321	0.273	dim
dime	0.653	0.317	0.345	dime
dimension	0.592	0.415	0.627	dimensio
dimensional	0.561	0.484	0.596	dimensia
diminish	0.240	0.357	0.167	malpliigi
diminished	0.156	0.269	0.196	malpliiĝis
diminution	0.316	0.296	0.245	malpliigo
diminutive	0.323	0.200	0.109	diminutivo
dimwit	0.255	0.459	0.175	dimwit
din	0.440	0.417	0.398	din
dine	0.821	0.519	0.478	manĝi
diner	0.643	0.302	0.538	manĝanto
dinghy	0.510	0.269	0.325	boato
dingo	0.608	0.472	0.346	dingo
dingy	0.156	0.483	0.343	malpura
dining	0.724	0.350	0.459	manĝado
dinky	0.357	0.451	0.358	dinky
dinner	0.823	0.392	0.379	vespermanĝo
dinnertime	0.796	0.406	0.341	vespermanĝo
dinosaur	0.448	0.630	0.596	dinosaŭro
dint	0.378	0.480	0.492	dint
diocesan	0.520	0.283	0.518	dioceza
diocese	0.510	0.288	0.575	diocezo
diorama	0.592	0.441	0.462	dioramo
dioxide	0.354	0.433	0.456	dioksido
