English Word	Valence	Arousal	Dominance	Croatian Word
fishing boat	0.521	0.403	0.627	Čamac za pecanje
fishy	0.224	0.601	0.471	sumnjiv
fissile	0.333	0.490	0.380	fisijski
fission	0.386	0.500	0.567	fisija
fissure	0.333	0.510	0.431	fisura
fist	0.333	0.686	0.481	šaka
fistfight	0.208	0.902	0.543	tučnjava šakama
fistful	0.500	0.509	0.500	pun šake
fistula	0.312	0.481	0.330	fistula
fit	0.604	0.450	0.632	odgovarati
fitness	0.875	0.529	0.810	fitness
fits	0.571	0.363	0.580	odgovara
fitted	0.507	0.404	0.673	pristaje
fitting	0.612	0.441	0.638	pristajanje
fittings	0.531	0.404	0.409	okovi
five	0.510	0.221	0.298	pet
fiver	0.458	0.469	0.517	petorica
fix	0.760	0.538	0.519	popraviti
fixable	0.724	0.470	0.645	popravljiv
fixation	0.562	0.459	0.655	fiksacija
fixed	0.684	0.167	0.509	fiksni
fixer	0.633	0.375	0.606	popravljač
fixture	0.663	0.216	0.409	učvršćenje
fixtures	0.643	0.330	0.370	učvršćenja
fizz	0.459	0.708	0.349	fiz
fjord	0.510	0.404	0.463	fjord
flabbergast	0.480	0.679	0.547	zapanjiti
flabbergasted	0.312	0.802	0.342	zapanjen
flabby	0.292	0.358	0.250	mlitav
flaccid	0.156	0.400	0.151	flacidan
flag	0.592	0.378	0.536	zastava
flagging	0.521	0.519	0.509	označavanje
flagpole	0.500	0.394	0.458	jarbol za zastavu
flagrant	0.286	0.673	0.455	flagrantan
flagship	0.592	0.587	0.703	admiralski brod
flagstaff	0.520	0.517	0.500	barjaktar
flair	0.775	0.471	0.676	njuh
flak	0.390	0.600	0.600	flak
flake	0.385	0.388	0.289	pahuljica
flaky	0.363	0.509	0.279	čudan
flamboyant	0.615	0.794	0.705	kitnjast
flame	0.448	0.574	0.615	plamen
flamethrower	0.160	0.882	0.683	bacač plamena
flaming	0.406	0.645	0.558	plameni
flamingo	0.667	0.451	0.482	flamingo
flammable	0.216	0.800	0.715	zapaljiv
flan	0.604	0.304	0.198	rožata
flange	0.500	0.306	0.390	prirubnica
flank	0.448	0.458	0.443	bok
flanked	0.333	0.431	0.368	flankiran
flanking	0.490	0.622	0.519	bočno bočno
flannel	0.490	0.250	0.327	flanel
flap	0.275	0.385	0.344	režanj
flapping	0.458	0.728	0.404	mlatarajući
flare	0.558	0.823	0.508	baklja
flares	0.580	0.642	0.556	baklje
flaring	0.625	0.771	0.509	rasplamsavajući
flash	0.571	0.590	0.657	bljesak
flashback	0.265	0.400	0.485	flashback
flashing	0.604	0.574	0.438	bljeskajući
flashlight	0.653	0.414	0.356	baterijska svjetiljka
flashy	0.704	0.600	0.827	blistav
flask	0.418	0.412	0.454	pljoska
flat	0.408	0.236	0.303	ravan
flatbed	0.490	0.250	0.380	ravna ploča
flatfoot	0.265	0.333	0.330	ravno stopalo
flatness	0.479	0.280	0.527	spljoštenost
flatten	0.286	0.469	0.442	izravnati
flatter	0.521	0.418	0.302	laskati
flattered	0.865	0.608	0.708	polaskan
flattering	0.755	0.686	0.500	laskajući
flattery	0.470	0.575	0.404	laskanje
flatulence	0.210	0.632	0.343	nadutost
flaunt	0.438	0.611	0.525	razmetati se
flavor	0.885	0.479	0.392	okus
flaw	0.319	0.491	0.175	mana
flawed	0.133	0.490	0.194	manjkav
flawless	0.729	0.420	0.741	nepogrešiv
flea	0.286	0.353	0.218	buha
fleabag	0.271	0.557	0.348	krevet
fled	0.224	0.639	0.322	pobjegao
flee	0.292	0.796	0.232	pobjeći
fleece	0.561	0.250	0.381	runo
fleet	0.547	0.430	0.623	flota
fleeting	0.439	0.650	0.387	prolazno
flesh	0.604	0.390	0.475	meso
fleshy	0.500	0.518	0.406	mesnat
flex	0.604	0.378	0.330	savijati
flexibility	0.867	0.402	0.472	fleksibilnost
flexible	0.719	0.460	0.465	fleksibilno
flexin	0.552	0.559	0.366	fleksin
flexion	0.449	0.551	0.418	savijanje
flick	0.688	0.541	0.515	zvrčka
flicker	0.635	0.321	0.333	treperenje
flickering	0.490	0.444	0.289	treperenje
flier	0.541	0.490	0.652	letak
flight	0.646	0.630	0.587	let
flighty	0.219	0.602	0.436	površan
flimsy	0.302	0.396	0.189	slabašan
flinch	0.350	0.804	0.555	trgnuti se
fling	0.439	0.696	0.534	baciti
flint	0.521	0.439	0.536	kremen
flip	0.281	0.529	0.435	okrenuti
flip flop	0.417	0.519	0.321	japanka
flipper	0.677	0.420	0.415	peraja
flipping	0.553	0.551	0.345	prevrćući
flirt	0.792	0.790	0.538	koketirati
flirtation	0.653	0.719	0.482	flert
flirting	0.590	0.773	0.491	flert
flirty	0.714	0.721	0.491	koketna
float	0.688	0.394	0.344	plutati
floater	0.480	0.433	0.370	plovak
flock	0.500	0.546	0.543	stado
flog	0.408	0.520	0.382	bičevati
flood	0.208	0.778	0.608	poplava
floor	0.430	0.230	0.250	kat
flooring	0.562	0.235	0.346	podnice
floozy	0.410	0.477	0.430	drolja
flop	0.081	0.642	0.196	neuspjeh
floppy	0.549	0.300	0.333	disketa
flora	0.833	0.324	0.567	Flora
floral	0.833	0.235	0.264	cvjetni
florist	0.771	0.410	0.388	cvjećar
floss	0.500	0.280	0.278	sirova svila
flotation	0.510	0.353	0.333	flotacija
flounder	0.711	0.333	0.345	iverak
flour	0.530	0.235	0.239	brašno
flourish	0.939	0.573	0.601	procvjetati
flow	0.696	0.316	0.464	teći
flower	0.802	0.189	0.254	cvijet
flowering	0.906	0.627	0.500	cvjetanje
flowers	0.875	0.324	0.330	cvijeće
flowery	0.792	0.332	0.446	cvjetni
flows	0.571	0.480	0.434	teče
flu	0.230	0.547	0.250	gripa
fluctuate	0.285	0.617	0.480	fluktuirati
fluctuating	0.292	0.591	0.395	fluktuirajući
fluctuation	0.347	0.750	0.519	fluktuacija
flue	0.354	0.688	0.451	dimnjak
fluency	0.776	0.504	0.718	tečnost
fluent	0.760	0.500	0.614	tečno
fluff	0.520	0.264	0.172	paperje
fluffy	0.781	0.431	0.356	paperjast
fluid	0.673	0.407	0.589	tekućina
fluidity	0.729	0.510	0.576	fluidnost
fluke	0.446	0.450	0.432	slučajnost
flunk	0.104	0.548	0.170	pati
flunky	0.205	0.452	0.216	lakeja
fluorescence	0.667	0.490	0.500	fluorescencija
fluorescent	0.602	0.595	0.500	fluorescentna
flurries	0.422	0.760	0.517	naletima
flurry	0.302	0.760	0.559	nalet
flush	0.408	0.755	0.589	ispiranje
flustered	0.316	0.903	0.283	usplahiren
flute	0.635	0.330	0.363	flauta
fluted	0.438	0.438	0.389	žljebasti
flutter	0.479	0.548	0.330	lepršati
fluvial	0.571	0.363	0.588	fluvijalni
flux	0.473	0.472	0.451	fluks
fly	0.760	0.775	0.676	letjeti
flyboy	0.541	0.647	0.573	letač
flyer	0.480	0.300	0.362	letak
flying	0.877	0.606	0.696	leteći
flywheel	0.667	0.480	0.442	zamašnjak
foal	0.542	0.578	0.482	ždrijebe
foam	0.698	0.230	0.204	pjena
foaming	0.643	0.240	0.198	pjenjenje
foamy	0.663	0.306	0.291	pjenast
fob	0.327	0.402	0.396	fob
focal	0.367	0.365	0.482	žarišni
focus	0.690	0.382	0.648	usredotočenost
fodder	0.316	0.358	0.430	stočna hrana
foe	0.071	0.827	0.459	neprijatelj
fog	0.510	0.213	0.260	magla
foggy	0.354	0.337	0.302	maglovit
foil	0.312	0.204	0.342	folija
foiled	0.235	0.470	0.144	foliran
fold	0.385	0.412	0.330	presavijati
folded	0.179	0.373	0.327	presavijeni
folder	0.490	0.279	0.375	mapa
foliage	0.620	0.373	0.237	lišće
folio	0.513	0.265	0.435	folijant
folk	0.663	0.433	0.432	narodni
folklore	0.755	0.585	0.449	folklor
follicle	0.406	0.331	0.436	folikul
follicular	0.401	0.305	0.391	folikularni
follow	0.667	0.509	0.600	slijediti
follower	0.646	0.488	0.461	sljedbenik
folly	0.184	0.833	0.363	ludost
fond	0.885	0.602	0.518	drag
fondle	0.823	0.485	0.355	milovati
fondling	0.794	0.564	0.500	milovanje
fondness	0.885	0.391	0.503	naklonost
fondue	0.656	0.363	0.350	fondi
font	0.615	0.336	0.576	font
food	0.888	0.324	0.527	hrana
foodie	0.781	0.465	0.484	gurman
fool	0.160	0.560	0.148	budala
fooled	0.051	0.692	0.241	prevaren
foolhardy	0.541	0.816	0.596	ludo odvažan
fooling	0.167	0.755	0.384	glupiranje
foolish	0.316	0.255	0.109	budalasto
foolishness	0.235	0.472	0.173	glupost
foolproof	0.479	0.484	0.500	siguran
foot	0.490	0.290	0.254	noga
foot stool	0.469	0.317	0.355	stolac za noge
footage	0.625	0.235	0.364	snimka
football	0.755	0.760	0.582	nogomet
footbridge	0.582	0.375	0.440	pješački most
foothold	0.673	0.336	0.582	uporište
footing	0.760	0.346	0.464	podnožje
footlocker	0.500	0.417	0.393	ormarić za obuću
footloose	0.549	0.595	0.447	slobodan
footpath	0.677	0.321	0.473	pješačka staza
footprint	0.592	0.292	0.336	otisak stopala
footwear	0.643	0.337	0.275	obuća
footwork	0.448	0.540	0.352	rad nogu
fop	0.281	0.561	0.328	facati
forage	0.583	0.389	0.370	krmivo
foray	0.418	0.618	0.676	prepad
forbearance	0.520	0.471	0.549	snošljivost
forbid	0.115	0.686	0.598	zabraniti
forbidding	0.198	0.781	0.500	zabranjujući
force	0.612	0.750	0.905	sila
forced	0.180	0.721	0.458	prisiljeni
forceful	0.533	0.673	0.898	snažan
forceps	0.354	0.615	0.436	pinceta
forces	0.551	0.686	0.886	snage
forcibly	0.365	0.704	0.647	prisilno
ford	0.521	0.340	0.382	ford
fore	0.667	0.417	0.654	naprijed
forearm	0.469	0.304	0.509	podlaktica
foreboding	0.439	0.706	0.636	slutnja
forecast	0.783	0.419	0.698	prognoza
forecaster	0.635	0.611	0.846	prognostičar
foreclose	0.220	0.582	0.560	zaplijeniti
foreclosure	0.167	0.651	0.500	ovrhe
forefathers	0.690	0.412	0.627	preci
forefinger	0.510	0.254	0.370	kažiprst
forefront	0.573	0.559	0.811	prvi plan
forego	0.396	0.661	0.291	prethoditi
foregoing	0.420	0.346	0.324	prethodno navedeno
foregone	0.271	0.567	0.235	propušteno
foreground	0.708	0.491	0.590	prvi plan
forehead	0.470	0.308	0.556	čelo
foreign	0.573	0.681	0.385	stranim
foreigner	0.500	0.519	0.480	stranac
foreman	0.458	0.612	0.750	nadzornik
foremost	0.735	0.593	0.907	prije svega
forensic	0.439	0.627	0.436	forenzički
forensics	0.235	0.545	0.679	forenzika
foreplay	0.724	0.627	0.474	predigra
forerunner	0.694	0.540	0.843	preteča
foresee	0.583	0.452	0.522	predvidjeti
foreseen	0.566	0.361	0.562	predviđeno
foresight	0.680	0.482	0.640	predviđanje
forest	0.729	0.270	0.435	šuma
forestall	0.540	0.550	0.606	spriječiti
forethought	0.765	0.491	0.580	predumišljaj
foreveralone	0.296	0.375	0.343	zauvijek sam
forevermore	0.843	0.425	0.614	zauvijek vise
forewarned	0.480	0.618	0.606	unaprijed upozoren
foreword	0.590	0.314	0.551	predgovor
forfeit	0.083	0.635	0.245	izgubiti
forfeited	0.156	0.650	0.352	oduzeto
forfeiture	0.184	0.588	0.368	oduzimanje
forge	0.520	0.424	0.686	krivotvoriti
forger	0.156	0.673	0.518	krivotvoritelj
forgery	0.235	0.654	0.481	krivotvorina
forget	0.312	0.382	0.209	zaboraviti
forgetful	0.240	0.343	0.264	zaboravan
forgetfulness	0.271	0.385	0.302	zaboravnost
forgive	0.781	0.408	0.562	oprostiti
forgiven	0.750	0.302	0.510	oprošteno
forgiveness	0.667	0.430	0.471	praštanje
forgiving	0.885	0.317	0.556	praštajući
forgotten	0.235	0.280	0.184	zaboravljen
fork	0.406	0.300	0.529	vilica
forked	0.333	0.585	0.365	račvasto
forking	0.327	0.596	0.490	račvanje
forklift	0.480	0.537	0.526	viljuškar
forlorn	0.316	0.571	0.217	napuštena
form	0.510	0.302	0.436	oblik
formal	0.735	0.250	0.625	formalan
formaldehyde	0.296	0.415	0.443	formaldehid
formalism	0.838	0.289	0.689	formalizam
formality	0.594	0.353	0.750	formalnost
format	0.562	0.308	0.438	format
formation	0.615	0.453	0.731	formiranje
formative	0.688	0.442	0.800	formativni
formed	0.656	0.272	0.696	formirana
formidable	0.708	0.709	0.857	zastrašujući
forming	0.729	0.343	0.800	formiranje
formless	0.398	0.201	0.163	bezobličan
formula	0.521	0.450	0.585	formula
formulary	0.531	0.470	0.500	formular
formulate	0.851	0.456	0.673	formulirati
fornicate	0.396	0.933	0.565	bludničiti
fornication	0.365	0.951	0.457	bludništvo
forsake	0.102	0.567	0.223	napustiti
forsaken	0.050	0.490	0.192	napuštena
forsooth	0.490	0.450	0.406	forsooth
fort	0.780	0.673	0.860	utvrda
forte	0.829	0.737	0.800	forte
forthcoming	0.660	0.509	0.600	nadolazeći
forthright	0.663	0.411	0.546	iskren
forthwith	0.688	0.606	0.650	odmah
fortification	0.652	0.769	0.817	utvrđivanje
fortify	0.745	0.824	0.911	učvrstiti
fortitude	0.823	0.608	0.897	snaga duha
fortnight	0.770	0.650	0.397	dvotjedni
fortnightly	0.592	0.337	0.398	dvotjedni
fortress	0.816	0.500	0.933	tvrđava
fortuitous	0.625	0.469	0.546	slučajan
fortunate	0.927	0.639	0.836	sretan
fortune	0.926	0.731	0.873	bogatstvo
fortunes	0.824	0.706	0.789	bogatstva
forty	0.458	0.367	0.482	četrdeset
forum	0.556	0.490	0.632	forum
forward	0.873	0.412	0.750	naprijed
forwarding	0.583	0.537	0.510	prosljeđivanje
fossil	0.480	0.292	0.380	fosil
fossils	0.520	0.314	0.422	fosili
foul	0.224	0.460	0.355	prekršaj
found	0.833	0.446	0.490	pronađeno
foundation	0.771	0.385	0.730	temelj
founder	0.760	0.465	0.891	osnivač
founding	0.698	0.404	0.898	osnivanje
foundry	0.531	0.491	0.594	ljevaonica
fountain	0.704	0.292	0.559	fontana
four	0.552	0.280	0.383	četiri
fourfold	0.530	0.408	0.510	četverostruk
foursome	0.615	0.497	0.518	četvorka
fourteen	0.552	0.279	0.308	četrnaest
fourth	0.559	0.280	0.398	Četvrta
fowl	0.510	0.388	0.364	peradi
fox	0.323	0.555	0.491	lisica
foxhole	0.312	0.539	0.389	streljački zaklon
foxtrot	0.562	0.520	0.505	fokstrot
foxy	0.552	0.642	0.679	lisica
foyer	0.552	0.370	0.443	foaje
fraction	0.417	0.330	0.400	frakcija
fractional	0.306	0.360	0.509	frakcijski
fracture	0.135	0.740	0.375	prijelom
fragile	0.302	0.163	0.126	lomljiv
fragility	0.316	0.306	0.200	krhkost
fragment	0.211	0.316	0.429	fragment
fragmentary	0.438	0.520	0.464	fragmentarno
fragrance	0.847	0.357	0.667	miris
fragrant	0.615	0.598	0.613	mirisna
frail	0.255	0.333	0.069	krhak
frailty	0.385	0.400	0.218	slabost
frame	0.469	0.333	0.420	okvir
framework	0.459	0.330	0.360	okvir
franc	0.710	0.451	0.640	franak
franchise	0.663	0.400	0.560	franšiza
frank	0.625	0.358	0.604	Frank
frankenstorm	0.357	0.726	0.546	frankenstorm
frankness	0.571	0.612	0.745	iskrenost
frantic	0.210	0.890	0.627	izbezumljen
frantically	0.375	0.898	0.735	mahnito
frat	0.714	0.371	0.726	bratstvo
fraternal	0.844	0.336	0.536	bratski
fraternity	0.892	0.536	0.679	bratstvo
fraud	0.111	0.688	0.407	prijevara
fraudulent	0.150	0.774	0.417	prevarantski
fraught	0.266	0.662	0.596	bremenit
fray	0.337	0.542	0.482	potući se
frayed	0.312	0.363	0.307	pohaban
frazzled	0.344	0.415	0.339	izmoždan
freak	0.052	0.839	0.464	nakaza
freaked	0.135	0.917	0.340	izbezumljen
freakedout	0.323	0.688	0.365	izbezumljen
freakingout	0.219	0.769	0.339	poludjeti
freakish	0.135	0.915	0.566	nakazan
freakout	0.250	0.696	0.397	poludjeti
freaky	0.190	0.615	0.384	čudno
freckle	0.542	0.396	0.254	pjega
free	0.896	0.500	0.544	besplatno
freebie	0.796	0.596	0.500	besplatno
freedom	0.969	0.544	0.905	sloboda
freehold	0.635	0.630	0.882	slobodno vlasništvo
freelance	0.833	0.577	0.736	slobodnjak
freelancer	0.614	0.564	0.553	slobodnjak
freely	0.875	0.456	0.716	slobodno
freeman	0.823	0.454	0.618	slobodnjak
freestyle	0.765	0.652	0.520	slobodni stil
freeway	0.531	0.644	0.648	autocesta
freeze	0.191	0.406	0.481	zamrznuti
freezer	0.396	0.406	0.407	zamrzivač
freezing	0.327	0.367	0.471	smrzavanje
freight	0.411	0.528	0.490	teretni
freighter	0.406	0.445	0.580	teretnjak
french horn	0.573	0.471	0.407	Francuski rog
frenetic	0.429	0.930	0.616	frenetičan
frenzied	0.365	0.951	0.655	pomahnitao
frenzy	0.610	0.965	0.682	bjesnilo
frequency	0.561	0.557	0.537	frekvencija
frequent	0.594	0.481	0.525	učestalo
frequently	0.596	0.423	0.634	često
fresco	0.827	0.280	0.320	freska
fresh	0.908	0.292	0.419	svježe
freshair	0.688	0.377	0.509	svježi zrak
freshen	0.806	0.363	0.566	osvježiti
freshener	0.704	0.380	0.473	osvježivač
freshman	0.677	0.570	0.441	brucoš
freshness	0.917	0.333	0.585	svježina
freshstart	0.765	0.580	0.500	novi početak
freshwater	0.854	0.284	0.393	slatkovodni
fret	0.289	0.460	0.231	uzrujavati se
fretful	0.409	0.689	0.364	razdražljiv
friar	0.510	0.260	0.531	fratar
fricking	0.333	0.642	0.357	jebeni
friction	0.271	0.778	0.534	trenje
friday	0.624	0.411	0.341	petak
fridge	0.571	0.292	0.402	hladnjak
fried	0.479	0.482	0.336	pržena
friend	0.906	0.413	0.573	prijatelju
friendless	0.102	0.360	0.204	bez prijatelja
friendliness	0.981	0.270	0.611	prijateljstvo
friendly	0.917	0.398	0.598	prijateljski
friends	0.929	0.510	0.625	prijatelji
friendship	0.958	0.343	0.694	prijateljstvo
frigate	0.490	0.510	0.560	fregata
friggen	0.390	0.550	0.442	friggen
fright	0.177	0.816	0.191	strah
frighten	0.255	0.843	0.500	preplašiti
frightened	0.153	0.817	0.255	uplašena
frightening	0.122	0.969	0.625	zastrašujuć
frightful	0.125	0.755	0.455	zastrašujuće
frigid	0.219	0.481	0.395	frigidan
fringe	0.520	0.387	0.323	rese
fringed	0.458	0.370	0.348	resast
frisbee	0.706	0.543	0.364	frizbi
frisk	0.490	0.547	0.377	pretresati
frisky	0.700	0.632	0.525	nestašan
frivolous	0.271	0.565	0.377	neozbiljan
frock	0.632	0.327	0.381	haljina
frog	0.439	0.311	0.150	žaba
froggy	0.500	0.560	0.425	žablji
frolic	0.781	0.864	0.538	veselje
front	0.677	0.350	0.623	ispred
frontage	0.510	0.356	0.277	pročelje
frontal	0.459	0.434	0.526	frontalni
frontier	0.438	0.550	0.650	granica
fronting	0.500	0.480	0.509	pročelje
frontispiece	0.438	0.453	0.491	frontispis
frost	0.449	0.455	0.385	mraz
frostbite	0.203	0.380	0.566	ozebline
frosted	0.748	0.471	0.218	matirano
frosting	0.823	0.480	0.424	glazura
frosty	0.427	0.480	0.381	mrazovito
froth	0.612	0.287	0.194	pjena
frothy	0.774	0.398	0.356	površan
frown	0.214	0.602	0.433	namrštiti se
frowning	0.194	0.582	0.500	mršteći se
frozen	0.344	0.346	0.375	smrznuti
frugal	0.480	0.355	0.355	štedljiv
fruit	0.896	0.291	0.312	voće
fruit punch	0.837	0.363	0.368	voćni punč
fruitcake	0.865	0.440	0.357	voćni kolač
fruitful	0.730	0.618	0.637	plodan
fruition	0.776	0.567	0.664	uživanje
fruitless	0.260	0.580	0.311	besplodan
fruits	0.865	0.357	0.259	voće
fruity	0.683	0.414	0.330	voćni
frustrate	0.100	0.809	0.243	frustrirati
frustrated	0.080	0.651	0.255	frustriran
frustrates	0.146	0.653	0.340	frustrira
frustrating	0.042	0.696	0.264	frustrirajuće
frustration	0.060	0.730	0.280	frustracija
fry	0.520	0.610	0.324	pržiti
fryer	0.573	0.459	0.431	friteza
fuchsia	0.633	0.275	0.264	fuksija
fuck	0.198	0.930	0.446	jebati
fuckedoff	0.122	0.696	0.316	odjebano
fucker	0.094	0.788	0.357	jebač
fucking	0.229	0.812	0.390	jebeni
fuckoff	0.190	0.700	0.457	jebote
fucksake	0.240	0.702	0.466	jebote
fucktard	0.214	0.643	0.364	jebote
fuckyeah	0.490	0.811	0.528	jebi ga
fudge	0.853	0.418	0.407	glupost
fuel	0.445	0.528	0.644	gorivo
fugitive	0.104	0.922	0.388	bjegunac
fulcrum	0.410	0.320	0.445	uporište
fulfill	0.784	0.461	0.577	ispuniti
fulfilled	0.896	0.480	0.676	ispunjeno
fulfilling	0.823	0.417	0.755	ispunjavajući
fulfillment	0.833	0.528	0.683	ispunjenje
full	0.602	0.255	0.704	puna
fullback	0.500	0.594	0.519	vođa navale
fullness	0.868	0.402	0.811	punina
fully	0.763	0.450	0.779	potpuno
fulsome	0.510	0.509	0.560	fulsome
fumble	0.360	0.551	0.412	petljati
fume	0.300	0.454	0.372	dim
fumigation	0.327	0.627	0.604	fumigacija
fumin	0.354	0.420	0.443	fumin
fuming	0.240	0.660	0.481	dimeći se
fun	0.918	0.843	0.667	zabava
function	0.694	0.296	0.618	funkcija
functional	0.750	0.500	0.720	funkcionalni
fund	0.521	0.360	0.426	fond
fundamental	0.708	0.422	0.903	temeljni
fundamentalist	0.490	0.430	0.759	fundamentalistički
fundamentally	0.653	0.441	0.759	temeljno
funday	0.743	0.549	0.525	zabavan dan
funding	0.729	0.480	0.827	financiranje
fundraiser	0.610	0.577	0.667	prikupljač sredstava
fundraising	0.760	0.620	0.544	prikupljanje sredstava
funds	0.633	0.330	0.461	fondovi
funeral	0.073	0.380	0.393	pogreb
fungus	0.388	0.337	0.173	gljiva
funk	0.466	0.589	0.390	funk
funky	0.531	0.755	0.389	funky
funnel	0.354	0.274	0.336	dimnjak
funny	0.918	0.610	0.566	smiješno
fur	0.583	0.392	0.315	krzno
furious	0.062	0.953	0.598	žestok
furiously	0.062	0.925	0.657	bijesno
furlong	0.418	0.446	0.431	staza
furlough	0.531	0.432	0.772	odsustvo
furnace	0.429	0.529	0.500	peć
furnish	0.755	0.487	0.490	namjestiti
furnishings	0.592	0.177	0.346	pokućstvo
furniture	0.688	0.260	0.264	namještaj
furor	0.500	0.863	0.636	bijes
furrow	0.408	0.420	0.345	brazda
furry	0.428	0.400	0.333	krznen
furtherance	0.698	0.441	0.727	unapređivanje
fury	0.062	0.875	0.676	bijes
fuse	0.373	0.565	0.574	osigurač
fuselage	0.312	0.558	0.529	trup trupa
fusion	0.635	0.561	0.741	fuzija
fuss	0.406	0.876	0.480	strka
fussy	0.417	0.643	0.519	nemiran
fustrated	0.163	0.684	0.356	izbezumljen
futile	0.122	0.332	0.158	uzaludan
futility	0.125	0.320	0.176	uzaludnost
futon	0.429	0.351	0.343	futon
future	0.888	0.644	0.786	budućnost
fuzz	0.521	0.482	0.363	dlačice
fuzzy	0.306	0.472	0.158	mutan
gab	0.500	0.471	0.375	brbljanje
gaby	0.510	0.347	0.377	gaby
gad	0.510	0.470	0.408	gad
gadget	0.635	0.559	0.382	naprava
gaff	0.333	0.418	0.429	sošnjak
gag	0.323	0.660	0.398	geg
gaga	0.479	0.396	0.260	gaga
gage	0.552	0.451	0.473	mjerač
gaggle	0.542	0.529	0.664	gakanje
gahhh	0.323	0.557	0.278	gahhh
gaiety	0.854	0.759	0.720	dobro raspoloženje
gain	0.917	0.640	0.822	dobiti
gainful	0.730	0.589	0.673	dobitna
gaining	0.837	0.618	0.883	dobivanje
gait	0.510	0.398	0.505	hod
gal	0.500	0.469	0.337	gal
gala	0.755	0.443	0.679	gala
galactic	0.656	0.670	0.776	galaktički
galaxy	0.750	0.571	0.750	galaksija
gale	0.271	0.691	0.611	Oluja
gall	0.417	0.510	0.353	žučni
gallant	0.908	0.539	0.679	galantan
gallantry	0.906	0.663	0.871	galantnost
gallbladder	0.354	0.471	0.472	žučni mjehur
galled	0.270	0.731	0.356	ogorčen
gallery	0.659	0.433	0.569	galerija
galley	0.520	0.445	0.412	galija
gallon	0.531	0.327	0.345	galon
gallop	0.500	0.775	0.588	galop
galloping	0.643	0.735	0.645	galopirajući
gallows	0.167	0.712	0.422	vješala
galore	0.823	0.574	0.729	u izobilju
galvanic	0.396	0.490	0.557	galvanski
gamble	0.568	0.798	0.361	kockanje
gambler	0.458	0.694	0.618	kockar
gambling	0.365	0.806	0.347	Kockanje
game	0.735	0.788	0.493	igra
gameday	0.729	0.593	0.544	dan za igru
gametime	0.735	0.571	0.442	vrijeme za igru
gaming	0.896	0.633	0.491	igrica
gamma	0.480	0.429	0.491	gama
gammon	0.510	0.418	0.442	gammon
gamut	0.490	0.340	0.462	skala
gander	0.510	0.410	0.353	gusak
gang	0.217	0.850	0.629	banda
gangland	0.402	0.607	0.405	gangland
gangrene	0.133	0.653	0.359	gangrena
gangster	0.292	0.833	0.655	gangster
gangway	0.490	0.575	0.450	pasarela
gaol	0.240	0.750	0.435	tamnica
gap	0.396	0.451	0.357	praznina
gape	0.493	0.651	0.287	zjapiti
gaping	0.408	0.668	0.242	zjapeći
garage	0.531	0.283	0.455	garaža
garb	0.562	0.370	0.508	ruho
garbage	0.188	0.510	0.192	smeće
