English Word	Valence	Arousal	Dominance	Basque Word
clad	0.583	0.373	0.481	jantzita
claim	0.255	0.760	0.473	erreklamazioa
claimant	0.271	0.690	0.779	erreklamatzailea
clairvoyant	0.765	0.531	0.897	argizale
clam	0.442	0.302	0.272	txirlo
clambake	0.542	0.540	0.429	clambake
clammy	0.354	0.440	0.236	limurtsua
clamor	0.438	0.643	0.360	zalaparta
clamp	0.541	0.388	0.454	besarkada
clan	0.562	0.491	0.686	klan
clandestine	0.425	0.677	0.469	klandestinoa
clang	0.459	0.520	0.510	deika
clap	0.779	0.731	0.529	txaloka
clapper	0.500	0.229	0.420	txaloa
clapping	0.823	0.894	0.686	txaloka
clarification	0.802	0.461	0.613	Argibide
clarify	0.652	0.535	0.625	argitu
clarinet	0.592	0.453	0.411	klarinetea
clarion	0.500	0.443	0.422	klariona
clarity	0.796	0.310	0.631	argitasuna
clash	0.293	0.918	0.453	talka
clashing	0.177	0.764	0.575	talka egiten
clasp	0.448	0.375	0.241	lokarri
class	0.656	0.314	0.522	klasea
classic	0.690	0.260	0.611	klasikoa
classic rock	0.729	0.571	0.588	rock klasikoa
classical	0.643	0.198	0.536	klasikoa
classics	0.750	0.333	0.510	klasikoak
classification	0.583	0.423	0.613	sailkapena
classified	0.571	0.460	0.663	sailkatuta
classify	0.646	0.411	0.720	sailkatu
classmate	0.781	0.400	0.593	ikaskide
classroom	0.539	0.292	0.363	ikasgela
classy	0.917	0.410	0.649	klasikoa
clatter	0.418	0.820	0.387	zartada
clause	0.480	0.409	0.528	klausula
clauses	0.449	0.429	0.545	klausulak
claustrophobia	0.125	0.840	0.333	klaustrofobia
claustrophobic	0.092	0.755	0.400	klaustrofobikoa
clavicle	0.398	0.400	0.452	klabikula
claw	0.260	0.600	0.598	atzaparra
claws	0.281	0.698	0.562	atzaparrak
clay	0.542	0.250	0.267	buztina
clean	0.827	0.170	0.500	garbi
cleaner	0.604	0.556	0.375	garbitzailea
cleaning	0.595	0.396	0.427	garbiketa
cleanliness	0.816	0.363	0.609	garbitasuna
cleanly	0.823	0.352	0.583	garbiki
cleanse	0.625	0.310	0.660	garbitu
cleanser	0.604	0.353	0.433	garbitzailea
cleansing	0.729	0.298	0.472	garbiketa
cleanup	0.729	0.314	0.451	garbitu
clear	0.857	0.327	0.573	argi
clearance	0.542	0.459	0.473	sakea
clearing	0.680	0.333	0.509	garbiketa
clearness	0.875	0.316	0.689	argitasuna
cleat	0.486	0.260	0.361	txuleta
cleavage	0.542	0.602	0.454	mozketa
cleave	0.296	0.545	0.389	urratu
cleaver	0.240	0.627	0.434	txuleta
clef	0.615	0.360	0.595	klabea
cleft	0.306	0.442	0.360	arraildura
clemency	0.594	0.417	0.397	clemency
clench	0.438	0.618	0.580	estutu
clergy	0.531	0.312	0.575	elizgizonak
clergyman	0.594	0.330	0.556	elizgizona
cleric	0.521	0.324	0.589	elizgizona
clerical	0.520	0.396	0.491	klerikala
clerk	0.500	0.579	0.509	idazkaria
clerkship	0.582	0.380	0.596	idazkaritza
clever	0.896	0.353	0.729	burutsua
cleverness	0.878	0.509	0.921	abilezia
click	0.536	0.365	0.268	egin klik
clicker	0.418	0.490	0.463	klikatzailea
client	0.583	0.450	0.618	bezeroa
clientele	0.625	0.577	0.508	bezeroa
cliff	0.361	0.620	0.509	labarra
climate	0.635	0.240	0.483	klima
climatology	0.531	0.367	0.541	klimatologia
climax	0.735	0.853	0.667	gorena
climb	0.615	0.660	0.604	igoera
climber	0.573	0.716	0.735	eskalatzailea
clinch	0.469	0.538	0.430	estutu
cling	0.417	0.620	0.588	itsatsi
clingy	0.224	0.460	0.370	itsatsi
clinic	0.469	0.439	0.600	klinika
clinical	0.337	0.412	0.640	klinikoa
clink	0.458	0.462	0.319	txintxika
clip	0.438	0.310	0.381	klipa
clipboard	0.594	0.255	0.423	arbela
clipper	0.293	0.422	0.383	mozgailu
clipping	0.460	0.500	0.405	mozketa
clique	0.427	0.430	0.391	klika
clitoris	0.625	0.844	0.464	klitorisa
cloak	0.469	0.188	0.333	kapa
cloaking	0.521	0.595	0.389	estaldura
cloakroom	0.690	0.254	0.397	jantzitegia
clobber	0.396	0.578	0.464	kolbatzailea
clock	0.677	0.173	0.407	erlojua
clockwork	0.490	0.373	0.528	erlojupekoa
clod	0.375	0.404	0.365	txorrota
clog	0.104	0.618	0.454	traba
cloister	0.438	0.413	0.475	klaustroa
clone	0.406	0.471	0.524	klonatu
cloning	0.216	0.696	0.679	klonazioa
close	0.292	0.260	0.263	itxi
closed	0.240	0.164	0.318	itxita
closeness	0.796	0.237	0.450	hurbiltasuna
closet	0.531	0.204	0.330	armairua
closure	0.229	0.220	0.412	itxiera
clot	0.150	0.558	0.275	koagulatu
cloth	0.510	0.190	0.287	oihal
clothe	0.797	0.330	0.481	jantzi
clothes	0.833	0.270	0.414	arropa
clothesline	0.582	0.324	0.366	arropa-korda
clothing	0.750	0.343	0.407	arropa
cloud	0.740	0.133	0.342	Hodei
clouded	0.240	0.213	0.302	lainotuta
cloudiness	0.469	0.250	0.343	hodeitasuna
clouds	0.735	0.195	0.324	hodeiak
cloudy	0.281	0.280	0.202	hodeitsu
clout	0.584	0.636	0.704	indarra
clove	0.439	0.296	0.315	ale
clover	0.605	0.340	0.364	hirusta
cloves	0.427	0.218	0.396	aleak
clown	0.650	0.598	0.300	pailazoa
clowns	0.600	0.673	0.391	pailazoak
club	0.646	0.618	0.393	kluba
clubhouse	0.694	0.571	0.493	kluba
clubs	0.723	0.530	0.591	klubak
cluck	0.390	0.490	0.353	txaloka
clue	0.653	0.380	0.412	arrastoa
clueless	0.350	0.333	0.161	despistatua
clump	0.551	0.480	0.582	mordoa
clumsy	0.125	0.420	0.144	baldarra
clunk	0.448	0.472	0.407	txorrota
cluster	0.490	0.458	0.446	kluster
clutch	0.383	0.500	0.491	enbragea
clutches	0.542	0.373	0.528	enbrageak
clutter	0.135	0.598	0.400	nahastea
coach	0.633	0.823	0.735	entrenatzailea
coachman	0.479	0.394	0.509	kotxezalea
coagulation	0.381	0.558	0.436	koagulazioa
coal	0.360	0.241	0.340	ikatza
coalesce	0.479	0.434	0.529	bat egin
coalition	0.490	0.730	0.673	koalizioa
coarse	0.333	0.481	0.481	lodia
coast	0.719	0.396	0.458	Kostaldea
coastal	0.604	0.370	0.510	kostaldekoa
coaster	0.612	0.788	0.627	mendixka
coastline	0.745	0.282	0.441	kostaldea
coat	0.677	0.256	0.464	berokia
coating	0.620	0.440	0.596	estaldura
coax	0.367	0.400	0.447	kaxa
cobalt	0.408	0.325	0.441	kobaltoa
cobble	0.448	0.385	0.368	galtzada
cobbler	0.510	0.415	0.318	zapatila
cobra	0.312	0.712	0.600	kobra
cocaine	0.156	0.840	0.373	kokaina
cock	0.418	0.562	0.392	oilarra
cockamamie	0.450	0.500	0.382	cockamamie
cockeyed	0.459	0.460	0.423	kokildu
cockpit	0.520	0.424	0.343	kabina
cockroach	0.188	0.667	0.196	labezomorroa
cocksucker	0.083	0.764	0.339	oilarra
cocktail	0.740	0.480	0.381	koktela
cocky	0.260	0.784	0.519	arrotza
cocoa	0.776	0.255	0.322	kakaoa
coconut	0.622	0.265	0.227	kokoa
cocoon	0.470	0.280	0.290	kuskua
cod	0.510	0.321	0.304	bakailaoa
code	0.583	0.308	0.491	kodea
codeine	0.375	0.582	0.436	kodeina
codex	0.531	0.488	0.524	kodexa
codfish	0.490	0.245	0.300	bakailaoa
codification	0.448	0.400	0.698	kodifikazioa
codify	0.448	0.410	0.679	kodetu
coding	0.442	0.344	0.667	kodetzea
coed	0.469	0.531	0.481	ikaskide
coefficient	0.677	0.415	0.702	koefizientea
coerce	0.260	0.741	0.517	behartu
coercion	0.330	0.708	0.577	hertsadura
coercive	0.479	0.670	0.506	hertsatzaile
coexist	0.708	0.460	0.536	elkarbizitza
coexistence	0.588	0.472	0.638	elkarbizitza
coexisting	0.551	0.349	0.648	elkarbizitza
coffee	0.823	0.418	0.309	kafea
coffee table	0.720	0.339	0.295	kafe-mahaia
coffeehouse	0.694	0.357	0.307	kafetegia
coffeepot	0.760	0.333	0.312	kafeontzia
coffin	0.073	0.432	0.343	hilkutxa
cog	0.427	0.343	0.363	engranajea
cogent	0.765	0.479	0.836	sendoa
cognac	0.615	0.510	0.430	koñaka
cognate	0.615	0.350	0.398	ahaidezkoa
cognition	0.635	0.344	0.706	ezagutza
cognitive	0.513	0.401	0.634	kognitiboa
cohabitation	0.646	0.526	0.598	bizikidetza
coherence	0.720	0.406	0.788	koherentzia
coherent	0.698	0.281	0.500	koherente
cohesion	0.604	0.536	0.555	kohesioa
cohesive	0.531	0.470	0.603	kohesionatu
cohort	0.459	0.551	0.566	kohorte
coil	0.448	0.343	0.298	bobina
coiled	0.378	0.518	0.389	kiribilduta
coin	0.677	0.574	0.445	txanpon
coinage	0.500	0.400	0.545	txanponak
coincide	0.635	0.490	0.593	bat etorri
coincidence	0.612	0.450	0.518	kasualitatea
coincident	0.562	0.385	0.602	kointzidentzia
coincidental	0.646	0.481	0.337	kasualitatea
coinciding	0.673	0.373	0.623	bat datoz
coke	0.404	0.461	0.397	kokea
cola	0.469	0.325	0.240	kola
cold	0.398	0.538	0.348	hotza
coldly	0.365	0.358	0.407	hotzez
coldness	0.093	0.470	0.427	hoztasuna
coldsweat	0.427	0.491	0.327	izerdi hotza
coleslaw	0.707	0.312	0.336	koleslaw
colic	0.135	0.736	0.361	kolikoak
coliseum	0.612	0.663	0.704	koliseoa
collaborate	0.816	0.449	0.559	kolaboratu
collaboration	0.885	0.628	0.741	lankidetza
collaborator	0.729	0.320	0.769	kolaboratzailea
collage	0.680	0.321	0.375	collagea
collagen	0.541	0.245	0.450	kolagenoa
collapse	0.208	0.689	0.342	kolapsatu
collar	0.656	0.442	0.446	lepokoa
collarbone	0.420	0.427	0.306	lepauzurra
collate	0.438	0.448	0.580	bildu
collateral	0.531	0.422	0.717	berme
collation	0.520	0.333	0.508	kolpazioa
colleague	0.740	0.413	0.600	lankidea
collect	0.635	0.481	0.491	bildu
collected	0.570	0.402	0.588	bildu
collection	0.725	0.311	0.588	bilduma
collective	0.583	0.458	0.698	kolektiboa
collectively	0.817	0.573	0.533	kolektiboki
collector	0.552	0.481	0.648	biltzailea
college	0.700	0.467	0.746	unibertsitatea
collegiate	0.592	0.461	0.678	kolegiatu
collide	0.271	0.892	0.557	talka egin
collie	0.562	0.308	0.328	colliea
collision	0.245	0.848	0.585	talka
collocation	0.637	0.360	0.594	kolokazio
colloquial	0.604	0.363	0.368	mintzagai
collusion	0.365	0.510	0.400	elkartasun
cologne	0.677	0.413	0.552	kolonia
colon	0.449	0.394	0.384	bi puntu
colonel	0.459	0.592	0.890	koronel
colonial	0.553	0.327	0.613	kolonial
colonic	0.333	0.420	0.430	kolonikoa
colonoscopy	0.208	0.524	0.466	kolonoskopia
colony	0.716	0.353	0.593	kolonia
colophon	0.500	0.408	0.385	kolofoia
color	0.786	0.280	0.402	kolore
coloration	0.541	0.520	0.443	kolorazioa
colored	0.806	0.317	0.275	koloreztatua
colorful	0.850	0.520	0.519	koloretsua
coloring	0.781	0.469	0.353	koloreztatzea
colorless	0.354	0.340	0.250	koloregabea
colors	0.875	0.349	0.340	koloreak
colossal	0.698	0.692	0.900	kolosala
colt	0.561	0.587	0.543	potroa
columbine	0.520	0.521	0.407	kolunbina
column	0.480	0.250	0.670	zutabea
columnar	0.448	0.340	0.491	zutabea
columnist	0.646	0.365	0.648	zutabegilea
com	0.396	0.382	0.382	com
coma	0.219	0.255	0.302	koma
comatose	0.143	0.438	0.433	komatsu
comb	0.490	0.123	0.268	orrazi
combat	0.302	0.846	0.833	borroka
combatant	0.531	0.853	0.780	borrokalaria
combative	0.381	0.690	0.816	borrokalaria
combination	0.708	0.480	0.726	konbinazioa
combinatorial	0.561	0.436	0.428	konbinatzailea
combine	0.663	0.442	0.533	konbinatu
combined	0.622	0.370	0.500	konbinatuta
combo	0.698	0.439	0.453	konbinazioa
combustible	0.386	0.650	0.750	erregai
combustion	0.457	0.807	0.591	errekuntza
come	0.529	0.269	0.558	etorri
comeback	0.580	0.409	0.555	Bueltatu
comedian	0.812	0.735	0.598	umorista
comedy	0.918	0.555	0.490	komedia
comet	0.704	0.679	0.471	kometa
comfort	0.863	0.231	0.670	erosotasuna
comfortable	0.927	0.163	0.473	eroso
comforter	0.618	0.275	0.302	kontsolatzailea
comforting	0.906	0.337	0.620	kontsolagarria
comfy	0.930	0.241	0.625	erosoa
comic	0.917	0.459	0.387	komikia
comical	0.844	0.737	0.327	komikoa
comics	0.690	0.556	0.384	komikiak
coming	0.653	0.417	0.500	etortzen
comma	0.344	0.269	0.242	koma
command	0.427	0.790	0.849	agindua
commandant	0.622	0.700	0.943	komandante
commandeer	0.552	0.639	0.931	komandante
commander	0.531	0.615	0.906	komandante
commanding	0.562	0.664	0.925	aginduz
commandment	0.656	0.490	0.876	agindua
commando	0.323	0.710	0.817	komandoa
commemorate	0.812	0.602	0.636	gogoratu
commemoration	0.719	0.615	0.754	oroitzapena
commemorative	0.750	0.438	0.754	oroigarri
commence	0.760	0.585	0.741	hasi
commend	0.906	0.694	0.711	goraipatu
commendable	0.786	0.570	0.555	txalogarria
commendation	0.911	0.500	0.639	laudorioa
commensurate	0.610	0.304	0.550	neurrikoak
comment	0.667	0.417	0.379	iruzkin
commentary	0.602	0.402	0.446	iruzkina
commentator	0.492	0.510	0.607	iruzkintzailea
commerce	0.646	0.500	0.788	merkataritza
commercial	0.806	0.490	0.528	komertziala
commie	0.385	0.519	0.454	komia
commissary	0.385	0.500	0.788	komisaria
commission	0.677	0.480	0.571	komisioa
commissioner	0.602	0.449	0.949	komisarioa
commit	0.365	0.529	0.491	konprometitu
commitment	0.714	0.710	0.843	konpromisoa
committal	0.472	0.519	0.582	konpromisoa
committed	0.710	0.542	0.712	konprometitua
committee	0.592	0.392	0.721	batzordea
commodity	0.615	0.394	0.537	merkantzia
commodore	0.427	0.530	0.636	komodoroa
common	0.600	0.127	0.318	ohikoa
commoner	0.448	0.365	0.327	arrunta
commonly	0.604	0.170	0.574	normalean
commonplace	0.520	0.337	0.442	ohikoa
commons	0.633	0.396	0.623	komunak
commonwealth	0.630	0.406	0.702	mankomunitatea
commotion	0.490	0.700	0.646	zalaparta
communal	0.592	0.321	0.556	komunala
commune	0.500	0.488	0.655	komuna
communicable	0.796	0.491	0.623	komunikagarria
communicate	0.823	0.410	0.696	komunikatu
communication	0.837	0.400	0.649	komunikazioa
communicative	0.847	0.560	0.637	komunikatiboa
communicator	0.573	0.509	0.796	komunikatzailea
communion	0.765	0.357	0.607	jaunartzea
communism	0.264	0.570	0.623	komunismoa
communist	0.265	0.702	0.632	komunista
community	0.750	0.350	0.659	komunitatea
commutation	0.469	0.431	0.652	komunztadura
commutative	0.667	0.442	0.569	komunztadura
commute	0.622	0.582	0.565	joan-etorria
commuter	0.646	0.520	0.512	bidaiari
comp	0.573	0.450	0.371	konp
compact	0.458	0.417	0.673	trinkoa
compaction	0.531	0.471	0.582	trinkotzea
compactness	0.582	0.352	0.454	trinkotasuna
companion	0.770	0.377	0.618	bidelagun
companionless	0.271	0.259	0.200	bidelagunik gabe
companionship	0.833	0.438	0.792	laguntasuna
company	0.906	0.425	0.798	konpainia
comparable	0.562	0.443	0.458	konparagarria
comparative	0.470	0.273	0.562	konparatiboa
comparatively	0.604	0.391	0.538	konparatiboki
compare	0.552	0.408	0.524	konparatu
comparison	0.583	0.456	0.492	alderaketa
compartment	0.500	0.389	0.607	konpartimendu
compass	0.541	0.307	0.529	iparrorratza
compassion	0.735	0.258	0.509	errukia
compassionate	0.857	0.404	0.411	errukitsua
compatibility	0.816	0.450	0.673	bateragarritasuna
compatible	0.892	0.387	0.638	bateragarriak
compel	0.200	0.847	0.625	behartu
compelled	0.333	0.654	0.347	behartuta
compelling	0.698	0.570	0.870	sinesgarria
compendium	0.610	0.461	0.537	konpendioa
compensate	0.612	0.429	0.762	konpentsatu
compensation	0.775	0.469	0.598	kalte-ordaina
compensatory	0.589	0.490	0.700	konpentsatzailea
compete	0.573	0.745	0.786	lehiatu
competence	0.615	0.802	0.823	konpetentzia
competency	0.768	0.775	0.764	konpetentzia
competent	0.865	0.560	0.904	eskudun
competition	0.580	0.790	0.798	lehiaketa
competitive	0.447	0.718	0.908	lehiakorra
competitor	0.612	0.959	0.861	lehiakide
compilation	0.530	0.512	0.606	bilketa
compile	0.600	0.413	0.519	konpilatu
complacency	0.604	0.503	0.519	konplazentzia
complacent	0.625	0.452	0.518	pozik
complain	0.143	0.682	0.360	kexatu
complaint	0.143	0.606	0.281	kexa
complement	0.760	0.277	0.600	osagarri
complementary	0.714	0.320	0.586	osagarri
complete	0.750	0.414	0.809	osatu
completed	0.823	0.357	0.777	osatua
completely	0.730	0.370	0.690	guztiz
completeness	0.823	0.433	0.769	osotasuna
completing	0.614	0.500	0.769	osatuz
completion	0.656	0.470	0.525	osatzea
complex	0.388	0.608	0.550	konplexua
complexed	0.312	0.577	0.612	konplexua
complexion	0.521	0.520	0.380	azala
complexity	0.479	0.620	0.595	konplexutasuna
compliance	0.750	0.462	0.750	betetzea
compliant	0.677	0.310	0.519	betetzen
complicate	0.210	0.657	0.404	zaildu
complicated	0.211	0.660	0.455	konplikatua
complication	0.365	0.726	0.330	konplikazioa
complicity	0.323	0.684	0.670	konplizitatea
compliment	0.820	0.490	0.651	piropoa
complimentary	0.823	0.413	0.435	osagarri
comply	0.806	0.370	0.638	bete
complying	0.729	0.423	0.590	betetzen
compo	0.500	0.346	0.390	konpo
component	0.531	0.382	0.525	osagaia
compose	0.639	0.432	0.694	konposatu
composed	0.684	0.385	0.682	osatua
composer	0.822	0.588	0.691	konpositorea
composite	0.591	0.459	0.620	konposatua
composition	0.765	0.408	0.652	konposizioa
compost	0.480	0.404	0.441	konposta
composure	0.802	0.354	0.717	patxada
compound	0.635	0.385	0.735	konposatua
comprehend	0.875	0.365	0.689	ulertu
comprehension	0.908	0.387	0.688	ulermena
comprehensive	0.796	0.385	0.644	integrala
compress	0.406	0.412	0.460	konprimitu
compressed	0.323	0.396	0.388	konprimituta
compressible	0.622	0.392	0.585	konprimagarria
compression	0.646	0.521	0.579	konpresioa
compressor	0.418	0.481	0.630	konpresore
comprise	0.839	0.373	0.669	osatu
compromise	0.677	0.520	0.805	konpromisoa
comptroller	0.402	0.481	0.866	kontrolatzaile
compulsion	0.118	0.760	0.604	derrigortasuna
compulsive	0.347	0.871	0.573	konpultsiboa
compulsory	0.343	0.541	0.791	derrigorrezkoa
computable	0.570	0.402	0.545	konputagarria
computation	0.583	0.429	0.697	konputazioa
compute	0.531	0.408	0.564	kalkulatu
computer	0.802	0.356	0.639	ordenagailua
computerized	0.677	0.450	0.657	informatizatuta
computing	0.745	0.398	0.695	informatika
comrade	0.781	0.412	0.804	kamarada
con	0.255	0.736	0.427	kon
concatenation	0.480	0.593	0.539	kateamendua
concave	0.441	0.349	0.349	ahurra
conceal	0.312	0.436	0.306	ezkutatu
concealed	0.344	0.363	0.352	ezkutatuta
concealment	0.302	0.570	0.390	ezkutatzea
concede	0.670	0.324	0.473	onartu
conceit	0.354	0.625	0.309	harrokeria
conceited	0.194	0.667	0.473	harrotsu
conceivable	0.730	0.350	0.613	pentsa daiteke
conceive	0.708	0.538	0.700	bururatu
concentrate	0.750	0.439	0.743	kontzentratu
concentration	0.735	0.500	0.722	kontzentrazioa
concentric	0.730	0.479	0.635	zentrokidea
concept	0.573	0.265	0.632	kontzeptua
conception	0.694	0.490	0.614	kontzepzioa
concern	0.250	0.734	0.463	kezka
concerned	0.292	0.698	0.350	kezkatuta
concert	0.938	0.867	0.718	kontzertua
concerto	0.613	0.759	0.679	kontzertua
concession	0.588	0.423	0.615	emakida
concessional	0.770	0.493	0.657	kontzesiozkoa
conch	0.583	0.306	0.339	karakola
concierge	0.480	0.343	0.343	atezaina
conciliation	0.792	0.475	0.726	kontziliazioa
concise	0.583	0.298	0.620	zehatza
conclave	0.573	0.440	0.611	konklabe
conclude	0.530	0.267	0.679	ondorioztatu
concluding	0.531	0.382	0.603	bukatzeko
conclusion	0.615	0.377	0.659	ondorioa
conclusive	0.500	0.427	0.745	erabakigarria
concoction	0.448	0.459	0.417	uztarketa
concomitant	0.427	0.482	0.727	aldi berean
concord	0.677	0.320	0.586	konkordia
concordance	0.625	0.358	0.608	adostasuna
concours	0.500	0.530	0.495	konkurtsoa
concourse	0.740	0.657	0.528	konpartsa
concrete	0.633	0.420	0.547	hormigoia
concubine	0.388	0.594	0.476	ohaide
concur	0.459	0.394	0.429	ados
concurrence	0.764	0.627	0.613	konkurrentzia
concurrent	0.573	0.547	0.741	aldi berean
concurring	0.573	0.600	0.681	bat etorriz
concussion	0.072	0.708	0.482	kolpea
condemn	0.102	0.793	0.625	gaitzetsi
condemnation	0.133	0.725	0.449	gaitzespena
condensation	0.510	0.316	0.538	kondentsazioa
condensed	0.598	0.415	0.623	kondentsatua
condescending	0.583	0.363	0.593	kondescendente
condescension	0.521	0.377	0.565	adeitasuna
condiment	0.520	0.333	0.433	ongarri
condition	0.500	0.469	0.519	baldintza
conditional	0.521	0.343	0.556	baldintzapekoa
conditionally	0.396	0.419	0.617	baldintzapean
conditioned	0.490	0.417	0.616	baldintzatua
conditioner	0.781	0.360	0.538	girotzailea
conditioning	0.440	0.468	0.617	girotzea
conditions	0.551	0.441	0.593	baldintzak
condo	0.439	0.288	0.607	etxebizitza
condolence	0.260	0.443	0.404	dolumina
condolences	0.198	0.480	0.288	doluminak
condom	0.406	0.637	0.500	kondoia
condone	0.571	0.441	0.619	onartu
condor	0.573	0.388	0.519	kondor
conducive	0.775	0.479	0.679	lagungarri
conduct	0.453	0.510	0.750	jokabidea
conduction	0.530	0.557	0.717	eroapena
conductivity	0.583	0.575	0.642	eroankortasuna
conductor	0.677	0.663	0.621	eroale
conduit	0.470	0.302	0.413	kanalizazioa
cone	0.417	0.208	0.343	konoa
confederacy	0.590	0.541	0.736	konfederazioa
confederate	0.551	0.546	0.792	konfederatu
confederation	0.663	0.404	0.830	konfederazioa
confer	0.573	0.482	0.583	eman
conference	0.688	0.615	0.606	hitzaldia
confess	0.360	0.712	0.431	aitortu
confession	0.469	0.642	0.460	aitortza
confessional	0.458	0.392	0.629	konfesionala
confessions	0.325	0.538	0.658	aitorpenak
confetti	0.781	0.573	0.250	konfeti
confidant	0.837	0.633	0.631	konfidentea
confide	0.669	0.472	0.595	konfidatu
confidence	0.959	0.276	0.943	konfiantza
confident	0.765	0.324	0.723	ziur
confidential	0.643	0.471	0.761	isilpekoa
confidentiality	0.667	0.431	0.718	konfidentzialtasuna
confidentially	0.633	0.469	0.558	isilpean
configuration	0.540	0.443	0.591	konfigurazioa
confine	0.327	0.551	0.538	mugatu
confined	0.286	0.472	0.444	mugatuta
confinement	0.333	0.656	0.520	konfinamendua
confines	0.396	0.386	0.542	mugak
confirm	0.802	0.439	0.806	berretsi
confirmation	0.812	0.480	0.692	berrespena
confirmatory	0.656	0.500	0.683	baieztapena
confirmed	0.760	0.490	0.764	baieztatu
confiscate	0.250	0.625	0.482	konfiskatu
confiscation	0.208	0.706	0.586	desamortizazioa
conflagration	0.344	0.721	0.594	konflagrazioa
conflict	0.335	0.906	0.471	gatazka
conflicting	0.173	0.738	0.553	gatazkatsuak
confluence	0.677	0.598	0.565	konfluentzia
conform	0.479	0.380	0.375	moldatu
conformance	0.608	0.278	0.254	adostasuna
conformation	0.622	0.435	0.711	konformazioa
conformity	0.645	0.363	0.579	adostasuna
confound	0.347	0.529	0.333	nahastu
confounded	0.333	0.528	0.264	nahasirik
confront	0.281	0.760	0.746	aurre egin
confrontation	0.177	0.870	0.658	konfrontazioa
confuse	0.100	0.580	0.270	nahasi
confused	0.220	0.650	0.179	nahasi
confusing	0.229	0.690	0.222	nahasgarria
confusion	0.255	0.667	0.277	nahasmena
conga	0.469	0.529	0.440	konga
congenial	0.820	0.412	0.620	atsegina
congenital	0.448	0.434	0.427	sortzetikoa
congestion	0.271	0.654	0.491	pilaketak
conglomerate	0.500	0.500	0.838	konglomeratu
conglomeration	0.541	0.720	0.670	konglomerazioa
congrats	0.930	0.726	0.775	zorionak
congratulate	0.927	0.724	0.784	zoriondu
congratulation	0.948	0.780	0.717	zorionak
congratulations	0.960	0.755	0.719	zorionak
congratulatory	0.959	0.616	0.689	zorionak
congregate	0.653	0.530	0.733	bildu
congregation	0.561	0.490	0.700	kongregazioa
congress	0.449	0.444	0.857	kongresua
congressional	0.552	0.491	0.848	biltzarra
congressman	0.438	0.471	0.877	kongresista
congruence	0.656	0.472	0.577	koherentzia
conic	0.510	0.368	0.379	konikoa
conical	0.490	0.422	0.471	konikoa
conjecture	0.396	0.398	0.534	aierua
conjugal	0.698	0.510	0.688	ezkondua
conjugate	0.583	0.420	0.467	komunztadura
conjugation	0.479	0.429	0.582	komunztadura
conjunction	0.520	0.472	0.509	juntagailua
