English Word	Valence	Arousal	Dominance	Yoruba Word
eloquence	0.729	0.490	0.804	arosọ
eloquent	0.870	0.680	0.741	lahannaye
elucidate	0.583	0.509	0.518	elucidate
elucidation	0.650	0.574	0.586	alayeye
elude	0.438	0.521	0.464	yago fun
elusive	0.229	0.615	0.466	elusive
emaciated	0.103	0.541	0.151	ti bajẹ
email	0.698	0.230	0.456	imeeli
emanate	0.653	0.464	0.554	jade
emancipation	0.704	0.684	0.763	emancipation
embankment	0.677	0.438	0.436	embankment
embargo	0.229	0.564	0.443	idinamọ
embark	0.541	0.550	0.619	embark
embarrass	0.082	0.667	0.364	itiju
embarrassed	0.184	0.560	0.246	idojuti
embarrassing	0.226	0.809	0.225	didamu
embarrassment	0.143	0.685	0.226	itiju
embassy	0.622	0.333	0.758	ajeji
embattled	0.235	0.724	0.421	embattled
embed	0.417	0.554	0.670	ifibọ
embellish	0.842	0.500	0.769	ṣe ọṣọ
embellishment	0.673	0.449	0.405	ohun ọṣọ
embers	0.490	0.481	0.508	embs
embezzlement	0.143	0.827	0.435	ilokulo
embezzler	0.146	0.823	0.491	apanilaya
emblem	0.640	0.330	0.754	aami
emblematic	0.771	0.459	0.798	emblematic
embodiment	0.562	0.690	0.663	irisi
embolism	0.104	0.660	0.302	embolism
embossed	0.531	0.481	0.500	embossed
embrace	0.949	0.490	0.452	gba esin
embroidered	0.677	0.279	0.407	ti iṣelọpọ
embroidery	0.781	0.358	0.280	iṣẹṣọṣọ
embroiled	0.337	0.721	0.420	ifibọ
embryo	0.673	0.469	0.453	oyun
embryonic	0.573	0.453	0.598	ọmọ inu oyun
emcee	0.694	0.577	0.691	emcee
emerald	0.740	0.363	0.726	emerald
emerge	0.602	0.594	0.731	farahan
emergence	0.276	0.857	0.676	farahan
emergency	0.200	0.900	0.571	pajawiri
emeritus	0.633	0.402	0.735	emeritus
emery	0.469	0.583	0.472	emery
emetophobia	0.243	0.620	0.403	emetophobia
emigrate	0.356	0.812	0.508	gbe jade
emigration	0.564	0.664	0.432	iṣilọ
eminence	0.816	0.644	0.837	olokiki
eminent	0.740	0.620	0.830	olokiki
eminently	0.694	0.607	0.773	ni pataki
emir	0.510	0.396	0.621	emir
emissary	0.562	0.462	0.636	asoju
emission	0.510	0.453	0.591	itujade
emit	0.638	0.445	0.510	jade
emo	0.354	0.314	0.226	emo
emotion	0.693	0.873	0.696	imolara
emotional	0.779	0.714	0.526	imolara
emotive	0.917	0.741	0.525	imolara
empathic	0.760	0.570	0.558	empathic
empathize	0.802	0.591	0.660	gba itara
empathy	0.729	0.349	0.545	imolara
emperor	0.651	0.704	0.962	Oba
emphasis	0.653	0.745	0.816	tcnu
emphasize	0.510	0.605	0.769	rinlẹ
emphatic	0.615	0.707	0.732	tcnu
emphysema	0.156	0.556	0.336	emphysema
empire	0.688	0.730	0.944	ijoba
empirical	0.500	0.510	0.574	ti o ni agbara
empiricism	0.583	0.460	0.547	empiricism
employ	0.729	0.481	0.702	gbaṣẹ
employee	0.582	0.361	0.481	abáni
employer	0.663	0.518	0.767	agbanisiṣẹ
employment	0.750	0.594	0.611	ise sise
emporium	0.622	0.556	0.724	emporium
empower	0.694	0.779	0.891	agbara
empress	0.716	0.669	0.855	Empress
emptiness	0.177	0.173	0.184	ofo
emption	0.570	0.406	0.458	ofofo
empty	0.188	0.183	0.081	ofo
emu	0.420	0.358	0.330	emu
emulate	0.438	0.340	0.549	fara wé
emulsion	0.562	0.431	0.453	emulsion
enable	0.760	0.491	0.782	mu ṣiṣẹ
enablement	0.600	0.451	0.750	sise
enact	0.680	0.564	0.598	fi lelẹ
enactment	0.667	0.612	0.769	ifilọlẹ
enamel	0.594	0.280	0.306	enamel
encampment	0.677	0.573	0.605	ibùdó
enchant	0.873	0.650	0.643	enchant
enchanted	0.917	0.633	0.687	enchanted
enchanting	0.917	0.681	0.708	enchanting
enchantment	0.816	0.775	0.647	enchantment
enchantress	0.398	0.663	0.479	enchantress
enchilada	0.542	0.553	0.371	enchilada
encircle	0.460	0.500	0.519	yika
encircling	0.510	0.368	0.557	iyika
enclave	0.531	0.333	0.580	enclave
enclose	0.531	0.477	0.473	paade
enclosure	0.417	0.375	0.490	apade
encode	0.490	0.500	0.734	kooduopo
encomiastic	0.541	0.500	0.670	encomiastic
encomium	0.541	0.451	0.519	encomium
encompass	0.520	0.298	0.661	yikaka
encore	0.510	0.423	0.500	encore
encounter	0.865	0.702	0.689	pade
encourage	0.896	0.580	0.704	iwuri
encouraged	0.953	0.702	0.657	iwuri
encouragement	0.865	0.700	0.759	iwuri
encouraging	0.823	0.583	0.755	iwuri
encroach	0.302	0.742	0.702	encroach
encroachment	0.255	0.736	0.620	ifinufindo
encrypt	0.500	0.387	0.500	encrypt
encryption	0.547	0.415	0.474	ìsekóòdù
encumbrance	0.300	0.521	0.480	ihamọ
encyclopedia	0.679	0.320	0.645	encyclopedia
end	0.198	0.349	0.298	ipari
end table	0.541	0.480	0.482	tabili ipari
endanger	0.115	0.885	0.404	ewu
endangered	0.083	0.885	0.430	ewu
endangerment	0.167	0.873	0.519	ewu
endearing	0.663	0.434	0.604	ifẹnukonu
endeavor	0.677	0.755	0.765	igbiyanju
ended	0.302	0.500	0.500	pari
endemic	0.406	0.480	0.483	ebute
endgame	0.449	0.538	0.526	ipari ere
ending	0.344	0.365	0.492	ipari
endless	0.347	0.462	0.472	ailopin
endocarditis	0.235	0.587	0.412	endocarditis
endorse	0.592	0.392	0.472	fọwọsi
endorsement	0.834	0.360	0.611	ifọwọsi
endow	0.684	0.398	0.609	ẹbun
endowed	0.755	0.510	0.769	ebun
endowment	0.685	0.578	0.647	ẹbun
endpapers	0.542	0.400	0.339	endpapers
endpoint	0.311	0.410	0.448	opin ojuami
endurance	0.592	0.745	0.760	ìfaradà
endure	0.320	0.610	0.574	farada
enduring	0.633	0.459	0.768	ifarada
enema	0.281	0.673	0.268	enema
enemy	0.135	0.794	0.591	ọtá
energetic	0.847	0.868	0.902	alagbara
energize	0.792	0.810	0.875	fi agbara mu
energy	0.944	0.725	0.868	agbara
enforce	0.583	0.644	0.836	fi agbara mu
enforcement	0.594	0.571	0.736	imuse
enforcer	0.398	0.612	0.639	agbofinro
engage	0.771	0.796	0.713	olukoni
engaged	0.837	0.596	0.849	npese
engagement	0.906	0.587	0.807	adehun igbeyawo
engaging	0.948	0.612	0.862	lowosi
engender	0.561	0.741	0.688	ẹda
engine	0.615	0.644	0.676	engine
engineer	0.719	0.500	0.875	ẹlẹrọ
engineering	0.735	0.471	0.836	ina-
engrave	0.486	0.442	0.517	engrave
engraved	0.542	0.375	0.473	engraved
engraver	0.552	0.417	0.500	engraver
engraving	0.604	0.430	0.442	fifin
engrossed	0.541	0.471	0.304	engrosed
engrossing	0.698	0.702	0.750	engrossing
engulf	0.398	0.573	0.500	engule
enhance	0.802	0.578	0.814	mu dara
enhancement	0.877	0.490	0.741	imudara
enigma	0.513	0.700	0.500	enigma
enigmatic	0.469	0.589	0.679	enigmatic
enjoin	0.594	0.454	0.732	paṣẹ
enjoy	0.959	0.725	0.750	gbadun
enjoyable	1.000	0.481	0.605	igbadun
enjoying	0.908	0.759	0.759	gbádùn
enjoyment	0.930	0.612	0.716	igbadun
enlarge	0.735	0.606	0.688	tobi
enlarged	0.673	0.490	0.518	gbooro
enlargement	0.677	0.577	0.616	gbooro
enlighten	0.729	0.549	0.667	tan imọlẹ
enlightened	0.956	0.566	0.700	imọlẹ
enlightening	0.825	0.729	0.727	imole
enlightenment	0.837	0.549	0.619	imole
enlist	0.510	0.370	0.483	enlist
enliven	0.833	0.683	0.702	enliven
enmity	0.094	0.706	0.382	ìṣọ̀tá
ennui	0.406	0.461	0.316	ennui
enormity	0.594	0.648	0.848	tobi pupo
enormous	0.677	0.665	0.886	tobi pupo
enormously	0.760	0.694	0.872	lọpọlọpọ
enraged	0.083	0.962	0.636	ibinu
enrich	0.896	0.731	0.705	bùkún
enroll	0.696	0.530	0.611	forukọsilẹ
enrollment	0.667	0.391	0.698	iforukọsilẹ
ensemble	0.697	0.418	0.586	akojọpọ
ensign	0.663	0.270	0.545	afọwọsi
enslave	0.073	0.800	0.481	ṣe ẹrú
enslaved	0.104	0.720	0.321	ẹrú
enslavement	0.086	0.635	0.302	isọdọmọ
ensue	0.698	0.363	0.332	ensue
ensure	0.737	0.406	0.759	rii daju
entail	0.484	0.630	0.645	fa
entangled	0.319	0.578	0.357	dipọ
entanglement	0.302	0.765	0.248	ifaramọ
enter	0.708	0.470	0.500	wọle
enterprise	0.760	0.392	0.754	ile-iṣẹ
enterprising	0.865	0.784	0.875	iṣowo
entertain	0.918	0.684	0.598	ṣe ere
entertained	0.902	0.644	0.712	idanilaraya
entertainer	0.888	0.709	0.759	alarinrin
entertaining	0.833	0.658	0.660	idanilaraya
entertainment	0.847	0.750	0.569	Idanilaraya
enthralled	0.745	0.602	0.615	itara
enthusiasm	0.938	0.816	0.798	itara
enthusiast	0.867	0.810	0.875	iyaragaga
enthusiastic	0.885	0.868	0.848	lakitiyan
entice	0.521	0.887	0.518	tàn
entire	0.689	0.462	0.698	odidi
entirety	0.854	0.460	0.804	odidi
entitle	0.729	0.333	0.827	ẹtọ
entity	0.542	0.402	0.670	nkankan
entomology	0.438	0.396	0.545	entomology
entourage	0.491	0.567	0.467	entourage
entrails	0.365	0.538	0.387	awọn inu inu
entrance	0.698	0.393	0.526	Ẹnu ọna
entrapment	0.177	0.604	0.441	idẹkùn
entreat	0.304	0.560	0.462	ẹbẹ
entree	0.615	0.477	0.624	iwọle
entrepreneur	0.885	0.704	0.920	otaja
entrust	0.693	0.310	0.630	gbekele
entry	0.552	0.353	0.602	titẹsi
enumerate	0.521	0.390	0.491	ṣe iṣiro
enumeration	0.548	0.327	0.534	kika
envelope	0.604	0.275	0.377	apoowe
envious	0.110	0.754	0.341	ilara
environ	0.724	0.221	0.433	ayika
environment	0.646	0.194	0.528	ayika
environmental	0.633	0.313	0.664	ayika
environs	0.561	0.288	0.345	awọn agbegbe
envision	0.625	0.449	0.483	irisi
envoy	0.531	0.375	0.586	aṣoju
envy	0.240	0.704	0.427	ilara
enzyme	0.562	0.277	0.481	enzymu
ephemeral	0.500	0.312	0.377	ephemeral
ephemeris	0.640	0.380	0.528	ephemeris
epic	0.857	0.713	0.830	apọju
epidemic	0.092	0.830	0.611	àjàkálẹ̀ àrùn
epidermis	0.418	0.490	0.426	epidermis
epidural	0.347	0.452	0.525	apọju
epilepsy	0.061	0.854	0.250	warapa
epileptic	0.146	0.794	0.340	warapa
epilogue	0.582	0.353	0.466	epilogue
epiphany	0.625	0.596	0.526	epiphany
episcopal	0.542	0.314	0.750	episcopal
episode	0.719	0.367	0.509	isele
episodic	0.531	0.542	0.462	episodic
epistle	0.604	0.417	0.535	iwe
epitaph	0.276	0.323	0.442	epitaph
epithet	0.530	0.394	0.524	apọju
epitome	0.510	0.500	0.667	apẹrẹ
epoch	0.553	0.343	0.797	epoch
equal	0.781	0.178	0.407	dogba
equality	0.898	0.305	0.716	dọgbadọgba
equalization	0.625	0.422	0.423	idogba
equalize	0.738	0.281	0.574	dọgbadọgba
equalizer	0.604	0.451	0.586	oluṣeto
equally	0.625	0.264	0.436	bakanna
equate	0.724	0.382	0.624	dọgbadọgba
equation	0.479	0.384	0.608	idogba
equator	0.550	0.302	0.462	equator
equatorial	0.550	0.271	0.593	equatorial
equestrian	0.633	0.519	0.417	ẹlẹṣin
equidistant	0.375	0.406	0.509	deedee
equilibration	0.724	0.317	0.593	iwọntunwọnsi
equilibrium	0.676	0.235	0.620	iwọntunwọnsi
equip	0.650	0.519	0.713	ohun elo
equipment	0.745	0.495	0.700	ohun elo
equitable	0.714	0.286	0.750	deedee
equity	0.792	0.304	0.614	inifura
equivalence	0.663	0.250	0.582	deedee
equivalent	0.646	0.347	0.500	deede
equivocal	0.327	0.482	0.257	equivocal
era	0.615	0.407	0.449	akoko
eradicate	0.260	0.690	0.686	parun
eradication	0.208	0.788	0.685	imukuro
erase	0.240	0.260	0.321	nu
eraser	0.458	0.209	0.311	eraser
erasure	0.281	0.360	0.265	nu
ere	0.479	0.312	0.377	ere
erect	0.643	0.885	0.627	titọ
erectile	0.542	0.796	0.625	erectile
erection	0.640	0.856	0.695	okó
ergo	0.385	0.400	0.385	nitori
erode	0.208	0.643	0.580	erogba
erosion	0.312	0.770	0.465	ogbara
erotic	0.625	0.946	0.683	itagiri
erotica	0.781	0.870	0.579	itagiri
err	0.146	0.660	0.236	asise
errand	0.385	0.519	0.482	ise
errant	0.205	0.602	0.375	asise
erratic	0.271	0.503	0.217	alaibamu
erratum	0.327	0.528	0.436	erratum
erroneous	0.057	0.561	0.245	asise
error	0.094	0.559	0.198	aṣiṣe
erst	0.277	0.422	0.357	akọkọ
erudite	0.719	0.434	0.774	erudite
erupt	0.188	0.820	0.818	nwaye
eruption	0.156	0.913	0.733	eruption
escalade	0.480	0.724	0.442	escalade
escalate	0.653	0.714	0.728	pọ si
escalating	0.646	0.724	0.518	escalating
escalation	0.571	0.807	0.582	escalation
escalator	0.500	0.530	0.518	escalator
escape	0.367	0.765	0.448	ona abayo
escaped	0.365	0.755	0.518	salọ
escarpment	0.406	0.553	0.470	escarpment
eschew	0.184	0.438	0.370	eschew
escort	0.729	0.480	0.608	alabobo
escrow	0.449	0.520	0.613	escrow
esophagus	0.429	0.454	0.464	esophagus
esoteric	0.500	0.676	0.545	esoteric
especial	0.827	0.419	0.794	pataki
espionage	0.312	0.750	0.620	amí
espouse	0.802	0.529	0.598	oko iyawo
espresso	0.677	0.620	0.508	Espresso
esprit	0.552	0.431	0.407	esprit
esquire	0.604	0.542	0.518	beere
essay	0.559	0.411	0.530	aroko ti
essayist	0.656	0.460	0.462	arosọ
essence	0.663	0.369	0.575	koko
essential	0.812	0.405	0.759	pataki
essentially	0.750	0.373	0.802	pataki
establish	0.708	0.500	0.688	fi idi
established	0.796	0.394	0.694	mulẹ
establishment	0.690	0.398	0.631	idasile
estate	0.653	0.385	0.647	ohun ini
esteem	0.745	0.380	0.679	iyin
esteemed	0.694	0.418	0.531	iyin
esthetic	0.635	0.360	0.558	darapupo
estimable	0.796	0.408	0.630	ifoju
estimate	0.719	0.469	0.517	ifoju
estimation	0.740	0.480	0.589	ifoju
estoppel	0.354	0.459	0.482	estoppel
estranged	0.156	0.382	0.377	àjèjì
estrogen	0.580	0.500	0.425	estrogen
estuary	0.469	0.278	0.482	estuary
etch	0.510	0.367	0.598	etch
etching	0.567	0.491	0.575	etching
eternal	0.854	0.409	0.843	ayeraye
eternity	0.765	0.520	0.911	ayeraye
ethanol	0.333	0.410	0.534	ethanol
ether	0.490	0.306	0.412	ether
ethereal	0.520	0.419	0.518	ethereal
ethic	0.786	0.260	0.791	iwa
ethical	0.854	0.324	0.634	iwa
ethics	0.658	0.296	0.731	ethics
ethnic	0.583	0.373	0.555	eya
ethnography	0.571	0.373	0.549	ethnography
etiology	0.500	0.385	0.639	etiology
etiquette	0.604	0.350	0.421	iwa iwa
etymology	0.531	0.370	0.529	etymology
eucalyptus	0.602	0.308	0.418	Eucalyptus
euchre	0.470	0.459	0.442	euchre
eugenics	0.448	0.530	0.518	eugenics
eulogistic	0.740	0.623	0.694	eulistic
eulogium	0.542	0.482	0.655	eulogium
eulogize	0.850	0.518	0.679	eulogize
eulogy	0.625	0.443	0.667	iyin
euphemism	0.418	0.453	0.491	euphemism
euphoria	0.769	0.955	0.648	euphoria
euphoric	0.745	0.904	0.588	euphoric
euro	0.680	0.441	0.521	Euro
euthanasia	0.229	0.716	0.325	euthanasia
evacuate	0.354	0.792	0.314	gbé e kúrò
evacuation	0.160	0.755	0.582	sisilo
evade	0.304	0.490	0.342	yago fun
evaluate	0.663	0.640	0.649	akojopo
evaluation	0.542	0.667	0.764	igbelewọn
evanescence	0.527	0.519	0.458	evanescence
evangelical	0.602	0.389	0.602	ihinrere
evangelist	0.582	0.464	0.702	Ajihinrere
evangelistic	0.660	0.375	0.612	ihinrere
evaporate	0.357	0.469	0.402	evaporate
evaporation	0.556	0.346	0.388	evaporation
evasion	0.229	0.510	0.418	evasion
evasive	0.117	0.596	0.425	evasive
eve	0.612	0.378	0.440	efa
evening	0.458	0.185	0.318	aṣalẹ
evens	0.592	0.430	0.457	awọn iṣẹlẹ
event	0.745	0.673	0.664	iṣẹlẹ
eventful	0.543	0.837	0.510	iṣẹlẹ
eventual	0.633	0.459	0.413	bajẹ
eventuality	0.469	0.627	0.527	iṣẹlẹ
evergreen	0.729	0.471	0.546	alawọ ewe
everlasting	0.740	0.413	0.809	ayeraye
evermore	0.677	0.450	0.403	lailai
everyday	0.740	0.392	0.472	lojojumo
everyman	0.522	0.333	0.535	gbogbo eniyan
evict	0.042	0.632	0.377	le jade
eviction	0.185	0.731	0.455	ilọkuro
evidence	0.500	0.500	0.778	eri
evident	0.633	0.444	0.664	kedere
evidentiary	0.448	0.541	0.717	eri
evil	0.040	0.827	0.545	ibi
evoke	0.438	0.341	0.500	ji
evolution	0.781	0.657	0.854	itankalẹ
evolutionary	0.796	0.673	0.825	itankalẹ
evolve	0.655	0.692	0.896	dagbasi
ewe	0.429	0.216	0.277	ewe
ex	0.250	0.520	0.306	Ex
exacerbate	0.323	0.776	0.580	buru si
exacerbation	0.344	0.810	0.480	imudara
exact	0.719	0.354	0.685	gangan
exacting	0.448	0.673	0.767	deede
exaggerate	0.193	0.760	0.529	àsọdùn
exaggerated	0.224	0.885	0.732	abumọ
exaggeration	0.312	0.775	0.582	Àsọdùn
exalt	0.656	0.750	0.745	gbega
exaltation	0.594	0.892	0.673	igbega
exalted	0.676	0.845	0.696	gbega
exam	0.479	0.663	0.577	idanwo
examination	0.378	0.657	0.679	ayewo
examine	0.615	0.623	0.786	se ayewo
examiner	0.406	0.575	0.812	oluyẹwo
example	0.542	0.337	0.510	apẹẹrẹ
exasperated	0.229	0.816	0.377	ibinu
exasperation	0.214	0.833	0.483	ibinu
excavate	0.583	0.613	0.635	excavate
excavation	0.540	0.644	0.527	iwakusa
excavator	0.427	0.673	0.649	excavator
exceed	0.500	0.827	0.586	koja
exceeding	0.500	0.802	0.668	ti o pọju
excel	0.561	0.363	0.466	tayọ
excellence	0.958	0.620	0.907	didara julọ
excellent	0.970	0.587	0.870	o tayọ
excelsior	0.700	0.625	0.611	olutayo
excepting	0.408	0.413	0.526	ayafi
exception	0.469	0.600	0.544	imukuro
exceptional	0.806	0.740	0.933	exceptional
excerpt	0.437	0.367	0.543	yiyan
excess	0.385	0.889	0.712	apọju
excessive	0.417	0.731	0.601	nmu
excessively	0.449	0.882	0.716	pupọju
exchange	0.740	0.569	0.491	paṣipaarọ
excise	0.448	0.561	0.577	excise
excision	0.260	0.480	0.519	excision
excitability	0.906	0.910	0.724	excitability
excitable	0.803	0.939	0.629	moriwu
excitation	0.792	0.958	0.750	simi
excite	0.823	0.950	0.668	ṣojulọyin
excited	0.908	0.931	0.709	yiya
excitement	0.896	0.684	0.731	simi
exciting	0.950	0.792	0.789	moriwu
exclaim	0.635	0.711	0.639	kigbe
exclamation	0.612	0.745	0.598	exclamation
exclude	0.292	0.500	0.530	ifesi
excluded	0.061	0.540	0.134	yọkuro
excluding	0.271	0.550	0.324	laisi
exclusion	0.240	0.530	0.389	iyasoto
exclusive	0.792	0.630	0.653	iyasoto
excrement	0.041	0.558	0.221	excrement
excretion	0.285	0.650	0.457	itujade
excruciating	0.083	0.837	0.345	excruciating
excursion	0.625	0.714	0.627	inọju
excuse	0.240	0.696	0.318	awawi
exec	0.640	0.352	0.769	exec
execute	0.327	0.708	0.769	ṣe
execution	0.160	0.811	0.713	ipaniyan
executioner	0.235	0.816	0.676	apaniyan
executive	0.704	0.449	0.894	alase
executor	0.365	0.755	0.759	alasepe
exegesis	0.458	0.472	0.491	exegesis
exemplar	0.844	0.537	0.625	apẹẹrẹ
exemplary	0.833	0.343	0.729	apẹẹrẹ
exemplify	0.735	0.506	0.783	apẹẹrẹ
exempt	0.588	0.455	0.664	alayokuro
exemption	0.531	0.578	0.627	idasile
exercise	0.750	0.789	0.625	ere idaraya
exert	0.694	0.735	0.806	ṣiṣẹ
exertion	0.663	0.755	0.717	igbiyanju
exhale	0.542	0.490	0.411	yọ jade
exhaust	0.546	0.710	0.337	eefi
exhausted	0.123	0.423	0.202	ti rẹwẹsi
exhaustion	0.366	0.633	0.269	irẹwẹsi
exhaustive	0.388	0.635	0.604	ti tán
exhibit	0.688	0.633	0.708	ifihan
exhibition	0.698	0.590	0.531	ifihan
exhilarated	0.890	0.963	0.759	exhilarated
exhilarating	0.917	0.823	0.810	exhilarating
exhilaration	0.792	0.868	0.783	exhilaration
exhort	0.378	0.660	0.745	gbaniyanju
exhortation	0.531	0.624	0.580	iyanju
exhumation	0.177	0.586	0.473	exhumation
exhume	0.184	0.627	0.452	yọ jade
exigent	0.385	0.611	0.792	exigent
exile	0.184	0.630	0.483	ìgbèkùn
exist	0.857	0.421	0.788	tẹlẹ
existence	0.760	0.513	0.771	aye
existent	0.635	0.490	0.635	tẹlẹ
existential	0.583	0.510	0.638	tẹlẹ
existing	0.802	0.344	0.750	tẹlẹ
exit	0.370	0.353	0.399	Jade
exodus	0.286	0.663	0.567	ijade
exonerate	0.592	0.500	0.538	exonerate
exorbitant	0.398	0.865	0.825	exorbitant
exorcism	0.163	0.980	0.557	exorcism
exorcist	0.219	0.906	0.716	exorcist
exotic	0.840	0.711	0.727	nla
expand	0.792	0.559	0.686	faagun
expanded	0.760	0.406	0.689	ti fẹ
expanse	0.594	0.529	0.689	igboro
expansion	0.776	0.618	0.787	imugboroosi
expansive	0.708	0.650	0.778	gbooro
expatriate	0.265	0.764	0.391	omo ilu okeere
expect	0.469	0.327	0.377	reti
expectance	0.552	0.724	0.660	ireti
expectancy	0.581	0.622	0.558	ireti
expectant	0.708	0.650	0.474	ireti
expectation	0.771	0.690	0.707	ireti
expected	0.729	0.412	0.545	o ti ṣe yẹ
expecting	0.561	0.450	0.302	nreti
expediency	0.604	0.443	0.703	anfani
expedient	0.885	0.461	0.454	anfani
expedite	0.571	0.858	0.798	yiyara
expedition	0.735	0.802	0.620	irin ajo
expeditious	0.602	0.645	0.773	iyara
expel	0.281	0.725	0.452	le jade
expendable	0.479	0.490	0.423	expendable
expenditure	0.250	0.608	0.603	inawo
expense	0.317	0.451	0.377	inawo
expenses	0.240	0.633	0.396	inawo
expensive	0.323	0.540	0.530	gbowolori
experience	0.827	0.618	0.905	iriri
experienced	0.771	0.613	0.914	kari
experiences	0.793	0.647	0.795	awọn iriri
experiment	0.479	0.720	0.675	ṣàdánwò
experimental	0.417	0.764	0.396	esiperimenta
experimentation	0.637	0.769	0.767	adanwo
experimenter	0.708	0.710	0.700	adanwo
expert	0.776	0.646	0.911	amoye
expertise	0.792	0.589	0.925	ĭrìrĭ
expiration	0.265	0.539	0.463	ipari
expire	0.573	0.745	0.702	pari
expired	0.198	0.394	0.200	pari
expiry	0.194	0.434	0.382	ipari
explain	0.719	0.517	0.736	se alaye
explanation	0.615	0.610	0.825	alaye
explanatory	0.573	0.433	0.688	alaye
expletive	0.357	0.567	0.536	expletive
explication	0.510	0.445	0.602	alaye
explicit	0.562	0.694	0.734	fojuhan
explode	0.277	0.885	0.773	gbamu
exploit	0.312	0.878	0.660	lo nilokulo
exploitation	0.156	0.920	0.718	ilokulo
exploration	0.594	0.650	0.773	iwakiri
exploratory	0.653	0.690	0.698	exploratory
explore	0.776	0.660	0.727	ṣawari
explorer	0.729	0.663	0.714	oluwakiri
explosion	0.167	0.960	0.767	bugbamu
explosions	0.123	0.860	0.594	bugbamu
explosive	0.156	0.943	0.663	bugbamu
expo	0.610	0.562	0.500	ifihan
exponent	0.529	0.510	0.845	olutayo
exponential	0.704	0.588	0.763	apọjuwọn
export	0.567	0.661	0.755	okeere
exportation	0.760	0.633	0.673	okeere
expose	0.344	0.643	0.537	fi han
exposed	0.471	0.661	0.509	fara han
exposition	0.521	0.627	0.655	ifihan
expository	0.706	0.653	0.636	ifihan
exposure	0.570	0.830	0.630	ìsírasílẹ̀
expound	0.438	0.575	0.740	ṣe alaye
express	0.760	0.623	0.691	han
expression	0.790	0.650	0.721	ikosile
expressive	0.755	0.724	0.685	ikosile
expressway	0.633	0.635	0.587	ọna kiakia
expropriation	0.188	0.735	0.788	ikogun
expulsion	0.190	0.790	0.529	itusilẹ
exquisite	0.892	0.644	0.604	olorinrin
exquisitely	0.849	0.728	0.723	exquisitely
extant	0.646	0.390	0.523	jade
extend	0.646	0.570	0.689	faagun
extendable	0.660	0.592	0.722	extendable
extended	0.570	0.304	0.649	gbooro sii
extension	0.490	0.510	0.529	itẹsiwaju
extensive	0.635	0.520	0.760	sanlalu
extent	0.646	0.451	0.602	iwọn
exterior	0.542	0.400	0.627	ode
exterminate	0.177	0.857	0.736	parun
extermination	0.190	0.860	0.616	iparun
exterminator	0.344	0.804	0.887	apanirun
external	0.479	0.341	0.509	ita
externally	0.643	0.521	0.568	ita
extinct	0.112	0.491	0.412	parun
extinction	0.104	0.750	0.611	iparun
extinguish	0.240	0.576	0.482	parun
extinguisher	0.707	0.379	0.543	apanirun
extol	0.582	0.667	0.456	gbé ga
extort	0.052	0.827	0.570	alọnilọwọgba
extortion	0.112	0.868	0.630	ikogun
extra	0.656	0.551	0.745	afikun
extract	0.565	0.402	0.519	jade
extracting	0.521	0.709	0.689	yiyo
extraction	0.418	0.740	0.526	isediwon
extractor	0.302	0.536	0.519	olutayo
extracurricular	0.457	0.471	0.743	extracurricular
extradition	0.229	0.627	0.554	isọdọtun
extrajudicial	0.365	0.686	0.667	aiṣedeede
extramural	0.336	0.559	0.537	extramural
extraneous	0.276	0.625	0.478	ajeji
extraordinaire	0.847	0.864	0.898	extraordinaire
extraordinary	0.969	0.728	0.860	extraordinary
extraterrestrial	0.510	0.833	0.792	extraterrestrial
extravagance	0.531	0.802	0.700	extravagance
extravagant	0.720	0.763	0.812	extravagant
extravaganza	0.646	0.786	0.906	ekstravaganza
extreme	0.318	0.800	0.721	awọn iwọn
extreme anticipation	0.551	0.740	0.704	awọn iwọn ifojusona
extreme disgust	0.052	0.873	0.456	ikorira pupọ
extreme surprise	0.833	0.935	0.676	awọn iwọn iyalenu
extreme trust	0.826	0.713	0.922	igbẹkẹle pupọ
extremely	0.635	0.827	0.886	lalailopinpin
extremely negative	0.030	0.786	0.311	lalailopinpin odi
extremely positive	0.993	0.730	0.839	lalailopinpin rere
extremity	0.408	0.588	0.583	opin
extricate	0.542	0.510	0.543	jade
