English Word	Valence	Arousal	Dominance	Vietnamese Word
calcareous	0.490	0.368	0.462	đá vôi
calcium	0.600	0.346	0.479	canxi
calculate	0.490	0.452	0.440	tính toán
calculated	0.633	0.425	0.683	tính toán
calculating	0.458	0.430	0.625	tính toán
calculation	0.646	0.453	0.606	phép tính
calculator	0.513	0.283	0.588	máy tính
calculus	0.360	0.360	0.562	giải tích
calendar	0.480	0.212	0.473	lịch
calender	0.531	0.275	0.451	bộ lịch
calf	0.531	0.366	0.336	bắp chân
caliber	0.429	0.551	0.606	tầm cỡ
calibrate	0.552	0.460	0.623	hiệu chỉnh
calico	0.406	0.338	0.491	calico
calipers	0.480	0.510	0.481	thước cặp
calisthenics	0.562	0.663	0.545	bài tập thể dục
call	0.594	0.627	0.558	cuộc gọi
callback	0.524	0.529	0.434	gọi lại
caller	0.646	0.615	0.472	người gọi
calligraphy	0.620	0.216	0.500	thư pháp
calling	0.646	0.590	0.483	kêu gọi
callous	0.245	0.500	0.386	nhẫn tâm
calls	0.608	0.431	0.551	cuộc gọi
calm	0.875	0.100	0.282	trấn tĩnh
calming	0.885	0.105	0.360	nguôi đi
calmness	0.934	0.105	0.394	điềm tĩnh
caloric	0.327	0.483	0.448	caloric
calorie	0.333	0.540	0.427	calorie
calorimeter	0.406	0.560	0.414	nhiệt lượng kế
cam	0.448	0.363	0.355	cam
camaraderie	0.833	0.510	0.648	tình bạn thân thiết
camber	0.430	0.382	0.439	khum khum
camcorder	0.556	0.422	0.454	máy quay phim
camel	0.540	0.282	0.314	con lạc đà
cameo	0.573	0.457	0.509	khách mời
camera	0.640	0.288	0.379	Máy ảnh
cameraman	0.542	0.452	0.542	người quay phim
camisole	0.497	0.250	0.375	áo yếm
camouflage	0.438	0.585	0.450	ngụy trang
camouflaged	0.350	0.422	0.562	ngụy trang
camp	0.622	0.617	0.594	cắm trại
campaign	0.602	0.730	0.823	chiến dịch
campaigner	0.592	0.698	0.821	người vận động
campaigning	0.531	0.663	0.741	vận động
camper	0.573	0.529	0.482	người cắm trại
campfire	0.677	0.509	0.436	lửa trại
camping	0.653	0.529	0.480	cắm trại
campsite	0.680	0.490	0.547	khu cắm trại
campus	0.604	0.388	0.519	khuôn viên
can	0.662	0.360	0.454	có thể
can opener	0.444	0.491	0.308	đồ khui hộp
canal	0.673	0.259	0.321	con kênh
canary	0.582	0.276	0.265	chim hoàng yến
cancel	0.214	0.306	0.368	sự hủy bỏ
canceling	0.229	0.470	0.349	hủy bỏ
cancellation	0.224	0.431	0.389	sự hủy bỏ
cancer	0.052	0.694	0.529	ung thư
candid	0.667	0.349	0.458	thật thà
candidacy	0.490	0.657	0.696	ứng cử
candidate	0.596	0.490	0.804	ứng viên
candied	0.713	0.330	0.360	kẹo
candle	0.602	0.221	0.344	nến
candlelight	0.789	0.294	0.417	ánh nến
candles	0.615	0.206	0.268	Nến
candlestick	0.448	0.531	0.534	chân đèn
candor	0.740	0.389	0.607	sự thẳng thắn
candy	0.930	0.425	0.384	cục kẹo
cane	0.459	0.298	0.398	cây mía
canine	0.573	0.569	0.425	răng nanh
canister	0.553	0.271	0.403	cái hộp
canker	0.262	0.469	0.427	tai ương
cannabis	0.271	0.500	0.564	cần sa
canned	0.398	0.357	0.298	đóng hộp
cannibal	0.122	0.824	0.480	người ăn thịt người
cannibalism	0.094	0.890	0.583	ăn thịt người
canning	0.490	0.392	0.259	đóng hộp
cannon	0.529	0.676	0.811	đại bác
cannonball	0.344	0.840	0.759	súng thần công
canoe	0.542	0.300	0.418	xuồng
canon	0.385	0.519	0.541	canon
canonical	0.542	0.410	0.620	kinh điển
canons	0.385	0.588	0.593	ca nô
canopy	0.615	0.264	0.398	Mái hiên
cantaloupe	0.592	0.212	0.276	dưa lưới
cantbreathe	0.284	0.667	0.375	cantbreathe
canteen	0.688	0.600	0.514	nhà ăn
canterbury	0.582	0.438	0.510	canterbury
canthandleit	0.354	0.613	0.354	canthandleit
cantilever	0.357	0.618	0.421	người đúc cantilever
cantina	0.646	0.612	0.380	cantina
canto	0.776	0.461	0.554	canto
canton	0.542	0.472	0.536	canton
cantstandit	0.418	0.546	0.343	can đảm
cantwin	0.260	0.509	0.298	cantwin
canvas	0.719	0.090	0.364	Tranh sơn dầu
canvass	0.675	0.356	0.397	canvass
canyon	0.468	0.731	0.634	hẻm núi
cap	0.612	0.240	0.375	mũ lưỡi trai
capability	0.833	0.571	0.730	khả năng
capable	0.765	0.587	0.547	có khả năng
capacity	0.719	0.411	0.806	dung tích
cape	0.531	0.235	0.357	áo choàng
caper	0.510	0.370	0.326	bạch hoa
capillary	0.469	0.365	0.395	mao mạch
capital	0.520	0.500	0.798	thủ đô
capitalism	0.448	0.686	0.848	chủ nghĩa tư bản
capitalist	0.352	0.577	0.821	nhà tư bản
capitalize	0.771	0.601	0.885	viết hoa
capitals	0.755	0.500	0.655	thủ đô
capitation	0.479	0.529	0.589	định suất
capitol	0.535	0.375	0.705	capitol
capitulation	0.375	0.546	0.615	sự đầu hàng
cappuccino	0.792	0.279	0.384	cappuccino
caprice	0.333	0.640	0.430	caprice
capricious	0.221	0.650	0.500	thất thường
caps	0.510	0.221	0.368	mũ lưỡi trai
capslock	0.330	0.394	0.398	phím Caps Lock
capsule	0.583	0.290	0.570	viên con nhộng
captain	0.552	0.653	0.966	đội trưởng
caption	0.814	0.292	0.379	đầu đề
captivate	0.698	0.604	0.723	quyến rũ
captivating	0.895	0.594	0.816	quyến rũ
captive	0.235	0.558	0.411	bị cầm tù
captivity	0.225	0.493	0.387	nuôi nhốt
captor	0.347	0.625	0.612	người bắt giữ
capture	0.357	0.650	0.537	chiếm lấy
car	0.776	0.540	0.500	xe hơi
caramel	0.901	0.363	0.400	caramen
carat	0.823	0.604	0.676	carat
caravan	0.635	0.559	0.455	đoàn caravan
carbon	0.604	0.360	0.350	carbon
carburetor	0.469	0.612	0.555	bộ chế hòa khí
carcass	0.115	0.529	0.309	xác thịt
carcinoma	0.153	0.692	0.440	ung thư biểu mô
card	0.531	0.269	0.436	Thẻ
cardboard	0.500	0.173	0.309	các tông
cardiac	0.344	0.765	0.615	tim
cardigan	0.599	0.324	0.264	áo nịt
cardinal	0.583	0.358	0.712	hồng y
cardiologist	0.458	0.630	0.814	bác sĩ tim mạch
cardiology	0.203	0.545	0.605	khoa tim
cardiomyopathy	0.177	0.645	0.537	bệnh cơ tim
cards	0.568	0.317	0.320	thẻ
care	0.729	0.370	0.500	quan tâm
career	0.740	0.712	0.606	sự nghiệp
carefree	0.755	0.220	0.500	không lo lắng
careful	0.625	0.538	0.530	cẩn thận
carefully	0.698	0.330	0.544	cẩn thận
careless	0.255	0.431	0.125	cẩu thả
carelessness	0.245	0.482	0.330	sự bất cẩn
caress	0.833	0.418	0.509	mơn trớn
caret	0.656	0.402	0.527	dấu mũ
caretaker	0.714	0.531	0.759	giữ nhà
cargo	0.408	0.444	0.455	hàng hóa
caribou	0.562	0.452	0.342	tuần lộc
caricature	0.604	0.373	0.383	biếm họa
caries	0.115	0.569	0.283	sâu răng
caring	0.635	0.469	0.500	quan tâm
carjack	0.438	0.682	0.439	Jack xe
carnage	0.406	0.600	0.558	sự tàn sát
carnal	0.417	0.679	0.421	xác thịt
carnation	0.653	0.357	0.431	hoa cẩm chướng
carnival	0.927	0.888	0.555	lễ hội hóa trang
carnivorous	0.224	0.613	0.651	ăn thịt
carol	0.673	0.412	0.436	carol
carols	0.847	0.420	0.491	bài hát mừng
carousel	0.704	0.500	0.412	băng chuyền
carp	0.531	0.324	0.375	cá chép
carpal	0.449	0.327	0.420	cổ tay
carpenter	0.521	0.550	0.519	thợ mộc
carpentry	0.561	0.459	0.518	nghề mộc
carpet	0.520	0.170	0.339	thảm
carpeting	0.542	0.312	0.444	thảm trải sàn
carpool	0.625	0.509	0.500	đi chung xe
carriage	0.650	0.538	0.491	xe
carried	0.490	0.382	0.534	mang theo
carrier	0.533	0.588	0.638	vận chuyển
carrot	0.500	0.235	0.279	củ cà rốt
carry	0.635	0.380	0.500	mang
carrying	0.656	0.557	0.443	chở
carsick	0.224	0.574	0.255	Say xe
cart	0.520	0.344	0.388	xe đẩy
carte	0.592	0.320	0.274	carte
cartel	0.438	0.394	0.602	thỏa thuận cạnh tranh
carter	0.312	0.480	0.431	thợ chạm
cartilage	0.438	0.370	0.407	sụn
cartographic	0.490	0.348	0.424	bản đồ học
cartography	0.520	0.300	0.579	bản đồ học
carton	0.286	0.186	0.241	thùng carton
cartoon	0.867	0.471	0.387	hoạt hình
cartouche	0.427	0.458	0.450	vỏ đạn
cartridge	0.458	0.500	0.407	hộp đạn
carve	0.469	0.443	0.598	khắc chạm
carver	0.418	0.500	0.500	thợ chạm khắc
carving	0.541	0.444	0.368	chạm khắc
cascade	0.735	0.509	0.395	thác
case	0.427	0.275	0.441	trường hợp
casein	0.470	0.436	0.415	casein
cash	0.867	0.552	0.714	tiền mặt
cashier	0.615	0.413	0.484	thu ngân
cashmere	0.653	0.452	0.439	cashmere
casing	0.458	0.327	0.328	vỏ bọc
casino	0.542	0.684	0.568	sòng bạc
cask	0.490	0.398	0.444	thùng
casket	0.125	0.490	0.346	quan tài
casserole	0.570	0.360	0.328	soong
cassette	0.490	0.334	0.355	băng cassette
cast	0.558	0.620	0.517	dàn diễn viên
castaway	0.208	0.646	0.422	người đi thiến
caste	0.510	0.333	0.374	đẳng cấp
caster	0.604	0.670	0.647	bình luận viên
castle	0.680	0.396	0.718	Lâu đài
castor	0.583	0.337	0.368	thầu dầu
castrate	0.177	0.485	0.519	thiến
castration	0.198	0.735	0.381	thiến
casual	0.643	0.224	0.385	bình thường
casually	0.658	0.290	0.333	tình cờ
casualty	0.235	0.274	0.132	thương vong
cat	0.667	0.260	0.370	con mèo
catabolism	0.265	0.573	0.605	dị hóa
catalog	0.561	0.221	0.573	mục lục
catalogue	0.647	0.327	0.533	mục lục
catalysis	0.385	0.559	0.531	xúc tác
catalyst	0.604	0.509	0.585	chất xúc tác
catalytic	0.562	0.519	0.563	xúc tác
catamaran	0.571	0.566	0.526	catamaran
catapult	0.480	0.830	0.649	máy bắn đá
cataract	0.406	0.545	0.549	đục thủy tinh thể
catastrophe	0.146	0.952	0.670	Thảm khốc
catastrophic	0.071	0.934	0.598	thảm khốc
catatonic	0.255	0.500	0.509	catatonic
catch	0.531	0.437	0.552	chụp lấy
catcher	0.653	0.413	0.540	người bắt
catching	0.490	0.788	0.644	bắt
catchphrase	0.698	0.423	0.433	khẩu hiệu
catchy	0.677	0.441	0.462	làm say mê
catechism	0.656	0.236	0.613	giáo lý
categorical	0.615	0.442	0.760	phân loại
category	0.571	0.264	0.521	thể loại
cater	0.802	0.500	0.509	phục vụ
caterer	0.550	0.557	0.644	người phục vụ ăn uống
caterpillar	0.461	0.286	0.330	sâu bướm
cates	0.370	0.394	0.407	cates
catfish	0.458	0.337	0.296	Cá mèo
cathartic	0.450	0.510	0.604	xúc tác
cathedral	0.598	0.330	0.643	thánh đường
catheter	0.336	0.491	0.373	ống thông
cathouse	0.327	0.375	0.363	nhà hầm
catnip	0.439	0.381	0.296	catnip
cattle	0.622	0.340	0.445	gia súc
catwalk	0.698	0.436	0.464	sàn catwalk
caucus	0.418	0.311	0.491	họp kín
caudal	0.500	0.425	0.583	đuôi ngựa
cauldron	0.510	0.486	0.418	cái vạc
cauliflower	0.448	0.255	0.231	súp lơ trắng
caulk	0.367	0.500	0.418	caulk
causal	0.562	0.367	0.491	nguyên nhân
causality	0.500	0.378	0.336	quan hệ nhân quả
causation	0.562	0.480	0.567	nhân quả
cause	0.469	0.373	0.486	gây ra
caused	0.344	0.520	0.382	gây ra
causeway	0.453	0.382	0.422	đường đắp cao
caution	0.552	0.712	0.547	thận trọng
cautionary	0.510	0.541	0.519	cảnh giác
cautious	0.470	0.445	0.517	dè dặt
cautiously	0.510	0.388	0.525	thận trọng
cavalier	0.735	0.462	0.713	ung dung
cavalry	0.667	0.727	0.794	kỵ sĩ
cave	0.459	0.333	0.380	hang
caveat	0.344	0.629	0.484	báo trước
caveman	0.235	0.644	0.482	người Thượng cổ
cavern	0.323	0.360	0.365	hang đá
cavernous	0.354	0.548	0.462	có hang
caviar	0.906	0.394	0.481	trứng cá muối
caving	0.378	0.491	0.551	hang động
cavity	0.466	0.385	0.379	lỗ
cayenne	0.615	0.306	0.355	Cayenne
cease	0.388	0.250	0.420	ngưng
ceasefire	0.542	0.594	0.567	ngừng bắn
ceaseless	0.378	0.704	0.658	không ngừng
cedar	0.560	0.267	0.577	tuyết tùng
cede	0.275	0.327	0.402	nhượng lại
ceiling	0.520	0.224	0.366	trần nhà
celebrant	0.865	0.656	0.643	chủ tế
celebrate	0.917	0.857	0.859	kỉ niệm
celebrated	0.875	0.690	0.763	tôn vinh
celebrating	0.927	0.860	0.773	kỷ niệm
celebration	0.939	0.824	0.880	lễ kỷ niệm
celebrations	0.958	0.794	0.714	lễ kỷ niệm
celebratory	0.857	0.653	0.845	mang tính kỷ niệm
celebrity	0.760	0.619	0.855	Danh nhân
celery	0.396	0.147	0.223	rau cần tây
celestial	0.817	0.360	0.731	thiên
celibacy	0.302	0.276	0.509	độc thân
celibate	0.419	0.387	0.391	độc thân
cell	0.541	0.375	0.465	tế bào
cellar	0.510	0.277	0.406	hầm
cellblock	0.186	0.570	0.500	cellblock
cellist	0.667	0.500	0.486	nghệ sĩ cello
cellmate	0.167	0.684	0.349	bạn cùng phòng
cello	0.635	0.324	0.528	đàn Trung Hồ cầm
cellophane	0.648	0.282	0.289	giấy bóng kính
cellular	0.643	0.398	0.517	di động
cellulite	0.200	0.384	0.256	cellulite
celluloid	0.469	0.440	0.425	celluloid
cement	0.544	0.265	0.527	xi măng
cemented	0.429	0.382	0.537	xi măng
cemetery	0.051	0.630	0.417	nghĩa trang
censor	0.344	0.276	0.538	người kiểm duyệt
censorship	0.219	0.698	0.421	sự kiểm duyệt
censure	0.219	0.653	0.417	sự chỉ trích
census	0.449	0.289	0.553	điều tra dân số
cent	0.439	0.367	0.402	xu
centenary	0.604	0.440	0.642	trăm năm
centennial	0.583	0.394	0.700	trăm năm
center	0.643	0.231	0.431	trung tâm
centerfold	0.571	0.407	0.485	trung tâm
centerpiece	0.594	0.208	0.520	trung tâm
centimeter	0.427	0.280	0.380	centimet
centipede	0.296	0.399	0.361	con rết
central	0.640	0.356	0.621	Trung tâm
centrality	0.571	0.312	0.709	trung tâm
centralization	0.521	0.440	0.702	tập trung hóa
centralize	0.684	0.427	0.802	tập trung hóa
centrally	0.729	0.280	0.700	trung ương
centrifugal	0.306	0.651	0.480	ly tâm
centrifuge	0.495	0.622	0.527	máy ly tâm
centurion	0.590	0.447	0.696	centurion
century	0.407	0.347	0.735	thế kỷ
ceramic	0.521	0.255	0.371	gốm sứ
ceramics	0.573	0.250	0.373	gốm sứ
cereal	0.612	0.206	0.316	ngũ cốc
cereals	0.719	0.224	0.311	ngũ cốc
cerebral	0.408	0.509	0.627	não
ceremonial	0.771	0.540	0.691	nghi lễ
ceremony	0.760	0.559	0.761	Lễ
certain	0.760	0.358	0.673	chắc chắn
certainty	0.781	0.400	0.769	sự chắc chắn
certifiable	0.714	0.427	0.662	có thể chứng nhận
certificate	0.786	0.377	0.746	giấy chứng nhận
certified	0.781	0.422	0.806	chứng nhận
certify	0.866	0.400	0.746	chứng thực
cervical	0.375	0.413	0.445	cổ tử cung
cervix	0.429	0.360	0.340	cổ tử cung
cess	0.427	0.375	0.406	cess
cessation	0.414	0.385	0.358	đình chỉ
cesspool	0.167	0.460	0.409	cesspool
cha cha	0.714	0.546	0.324	cha cha
chaff	0.333	0.327	0.188	chaff
chafing	0.430	0.415	0.368	chafing
chagrin	0.104	0.704	0.472	buồn rầu
chagrined	0.112	0.745	0.361	kinh khủng
chai	0.500	0.375	0.363	cái ghế
chain	0.378	0.500	0.547	chuỗi
chainsaw	0.367	0.804	0.636	máy cưa
chair	0.562	0.082	0.276	cái ghế
chairman	0.656	0.567	0.933	Chủ tịch
chairperson	0.730	0.657	0.966	chủ tọa
chairwoman	0.719	0.664	0.953	chủ tịch
chaise	0.406	0.349	0.327	ghế dài
chalet	0.653	0.349	0.278	nhà gỗ
chalice	0.633	0.286	0.529	chén thánh
chalk	0.385	0.185	0.121	phấn
challenge	0.469	0.922	0.713	thách đấu
challenger	0.417	0.755	0.652	kẻ thách thức
chamber	0.583	0.373	0.455	buồng
chambermaid	0.594	0.375	0.336	hầu phòng
chambers	0.542	0.442	0.388	buồng
chameleon	0.490	0.580	0.345	con tắc kè
champ	0.854	0.754	0.896	vô địch
champagne	0.760	0.600	0.454	Rượu sâm banh
champion	0.890	0.880	0.945	quán quân
championship	0.833	0.800	0.880	chức vô địch
chance	0.833	0.551	0.525	cơ hội
chancellor	0.646	0.500	0.887	thủ tướng
chandelier	0.615	0.542	0.366	đèn treo
chandler	0.510	0.452	0.454	chandler
change	0.625	0.575	0.606	biến đổi
changeable	0.490	0.480	0.528	có thể thay đổi
changed	0.594	0.375	0.491	đã thay đổi
changer	0.583	0.519	0.567	người thay đổi
changing	0.571	0.569	0.461	thay đổi
channel	0.490	0.287	0.405	kênh truyền hình
chant	0.771	0.698	0.650	tụng kinh
chaos	0.016	0.923	0.373	sự hỗn loạn
chaotic	0.115	0.847	0.442	hỗn loạn
chap	0.550	0.410	0.345	chap
chapel	0.573	0.240	0.440	nhà nguyện
chaperon	0.500	0.520	0.404	người đi kèm
chaplain	0.582	0.370	0.577	tuyên úy
chapman	0.562	0.529	0.465	chapman
chaps	0.350	0.462	0.350	chaps
chapter	0.580	0.308	0.461	chương
char	0.554	0.361	0.404	char
character	0.667	0.373	0.686	tính cách
characteristic	0.583	0.328	0.538	đặc tính
characterize	0.729	0.471	0.735	đặc điểm
charade	0.458	0.550	0.346	trò chơi đố chữ
charcoal	0.302	0.186	0.342	than củi
chardonnay	0.677	0.567	0.492	chardonnay
charge	0.510	0.633	0.785	sạc pin
chargeable	0.551	0.550	0.453	tính phí
charger	0.531	0.418	0.545	bộ sạc
chariot	0.684	0.550	0.491	xe ngựa
charisma	0.938	0.591	0.759	sức lôi cuốn
charismatic	0.938	0.684	0.849	lôi cuốn
charitable	0.865	0.380	0.593	từ thiện
charity	0.920	0.284	0.551	từ thiện
charlatan	0.200	0.640	0.352	lang băm
charm	0.833	0.363	0.649	quyến rũ
charmed	0.938	0.570	0.769	quyến rũ
charmer	0.882	0.683	0.782	người quyến rũ
charming	0.917	0.660	0.764	quyến rũ
charred	0.208	0.676	0.373	cháy thành than
chart	0.469	0.317	0.330	đồ thị
charter	0.677	0.382	0.518	điều lệ
chartered	0.569	0.460	0.490	thuê
chase	0.396	0.878	0.623	săn bắt
chased	0.188	0.830	0.287	đuổi theo
chaser	0.375	0.830	0.645	người đuổi bắt
chasm	0.265	0.579	0.500	hang sâu
chassis	0.406	0.342	0.444	khung xe
chaste	0.408	0.248	0.453	sự trong trắng
chastened	0.156	0.580	0.345	làm sạch
chastisement	0.156	0.852	0.462	sự trừng phạt
chastity	0.469	0.392	0.509	trinh tiết
chat	0.729	0.400	0.346	trò chuyện
chateau	0.615	0.464	0.702	lâu đài
chatter	0.560	0.450	0.347	nói nhảm
chatterbox	0.459	0.548	0.482	đa ngôn
chattering	0.460	0.663	0.304	nói chuyện phiếm
chatty	0.594	0.548	0.345	nói chuyện phiếm
chauffeur	0.500	0.353	0.471	tài xế riêng
chauvinist	0.310	0.539	0.527	người theo chủ nghĩa sô vanh
cheap	0.612	0.471	0.272	rẻ
cheapened	0.471	0.611	0.282	cheapeed
cheapskate	0.148	0.482	0.327	rẻ tiền
cheat	0.125	0.776	0.400	lừa đảo
cheater	0.104	0.920	0.333	kẻ lừa đảo
check	0.523	0.552	0.602	kiểm tra
checkbook	0.552	0.284	0.364	sổ séc
checker	0.330	0.417	0.553	người kiểm tra
checkered	0.459	0.316	0.336	ca rô
checkers	0.676	0.451	0.437	người kiểm tra
checklist	0.561	0.521	0.552	danh mục
checkmate	0.667	0.708	0.750	người kiểm tra
checkout	0.597	0.510	0.670	Thủ tục thanh toán
checkpoint	0.571	0.323	0.812	trạm kiểm soát
checkup	0.500	0.435	0.491	kiểm tra
cheek	0.670	0.314	0.421	má
cheeks	0.708	0.324	0.282	má
cheeky	0.434	0.679	0.410	táo tợn
cheep	0.367	0.380	0.373	chim kêu
cheer	0.938	0.784	0.845	nâng cốc
cheered	0.875	0.648	0.790	hoan hô
cheerful	0.990	0.720	0.696	vui lòng
cheerfulness	0.969	0.802	0.675	vui vẻ
cheering	0.815	0.824	0.642	Hân hoan
cheerleader	0.923	0.746	0.657	hoạt náo viên
cheerleading	0.698	0.769	0.404	hoạt náo viên
cheerless	0.204	0.373	0.167	vui vẻ
cheers	0.948	0.770	0.702	hoan hô
cheery	0.949	0.657	0.486	sảng khoái
cheese	0.740	0.280	0.281	phô mai
cheeseburger	0.802	0.529	0.336	bánh mì kẹp thịt
cheesecake	0.860	0.276	0.238	bánh pho mát
cheesy	0.470	0.471	0.179	sến súa
cheetah	0.469	0.770	0.667	con báo
chef	0.854	0.411	0.570	bếp trưởng
chemical	0.337	0.560	0.508	hóa học
chemise	0.530	0.275	0.364	hóa chất
chemist	0.408	0.575	0.610	nhà hóa học
chemistry	0.625	0.520	0.694	hoá học
chemo	0.214	0.686	0.444	hóa trị liệu
chemotherapy	0.163	0.689	0.517	hóa trị liệu
cheque	0.698	0.529	0.660	kiểm tra
cherish	0.896	0.491	0.652	trân trọng
cherishing	0.836	0.380	0.625	nâng niu
cherry	0.688	0.186	0.250	quả anh đào
cherub	0.663	0.340	0.455	cherub
chess	0.656	0.363	0.518	cờ vua
chest	0.520	0.429	0.481	ngực
chestnut	0.714	0.210	0.294	hạt dẻ
chevron	0.469	0.469	0.598	chevron
chew	0.520	0.490	0.404	nhai
chewy	0.625	0.418	0.390	dai
chic	0.870	0.624	0.380	sang trọng
chicane	0.357	0.460	0.481	mật mía
chick	0.771	0.602	0.387	gà con
chicken	0.594	0.306	0.394	Gà
chicken pox	0.194	0.510	0.415	thủy đậu
chickenpox	0.173	0.562	0.357	thủy đậu
chief	0.520	0.544	0.869	trưởng phòng
chiefly	0.600	0.587	0.764	chủ yếu
chieftain	0.343	0.529	0.860	thủ lĩnh
chiffon	0.406	0.230	0.250	voan
child	0.912	0.460	0.413	đứa trẻ
childbirth	0.604	0.861	0.673	sinh con
childhood	0.865	0.413	0.307	thời thơ ấu
childish	0.573	0.442	0.230	trẻ trâu
childless	0.310	0.400	0.396	không con
childlike	0.656	0.372	0.293	ngây thơ
childloss	0.240	0.571	0.421	trẻ con
children	0.857	0.538	0.435	bọn trẻ
chili	0.592	0.566	0.433	ớt
chill	0.837	0.206	0.482	làm lạnh
chilled	0.521	0.340	0.482	ướp lạnh
chilling	0.208	0.850	0.358	rùng mình
chilly	0.329	0.459	0.408	se se lạnh
chime	0.573	0.541	0.464	kêu vang
chimera	0.292	0.582	0.372	chimera
chimes	0.625	0.490	0.402	chuông
chimney	0.583	0.286	0.225	ống khói
chimp	0.394	0.588	0.345	tinh tinh
chimpanzee	0.500	0.633	0.387	tinh tinh
chin	0.571	0.310	0.269	cái cằm
china	0.561	0.443	0.556	Trung Quốc
chinchilla	0.480	0.450	0.286	chinchilla
chine	0.561	0.360	0.352	lưng heo
chinook	0.408	0.497	0.491	chinook
chip	0.479	0.382	0.452	Chip
chipmunk	0.573	0.562	0.409	sóc chuột
chipper	0.418	0.588	0.500	người làm lạnh
chipping	0.354	0.452	0.353	sứt mẻ
chiropractor	0.420	0.549	0.651	người chỉnh hình
chirp	0.469	0.602	0.365	tiếng kêu
chirping	0.500	0.463	0.360	ríu rít
chisel	0.469	0.404	0.452	đục đẽo
chiseler	0.429	0.606	0.464	thợ đục
chit	0.490	0.352	0.321	chít
chitchat	0.673	0.455	0.403	chit Chat
chivalry	0.857	0.380	0.848	tinh thần hiệp sĩ
chloride	0.265	0.387	0.474	clorua
chlorine	0.306	0.327	0.332	clo
chloroform	0.281	0.370	0.393	chloroform
chocolate	0.885	0.480	0.418	sô cô la
choice	0.745	0.520	0.664	sự lựa chọn
choir	0.704	0.298	0.473	hợp xướng
choke	0.167	0.788	0.676	nghẹt thở
cholera	0.020	0.867	0.507	bệnh dịch tả
cholesterol	0.198	0.583	0.398	cholesterol
choose	0.615	0.542	0.648	chọn
choosing	0.719	0.529	0.689	lựa chọn
choosy	0.280	0.760	0.712	kén chọn
chop	0.250	0.655	0.467	chặt
chopper	0.594	0.560	0.509	dao bầu
choppers	0.469	0.745	0.691	thợ chặt
chopping	0.560	0.625	0.362	chặt
chops	0.612	0.420	0.269	chặt
choral	0.852	0.290	0.421	hợp xướng
chord	0.729	0.394	0.539	dây nhau
chords	0.639	0.406	0.388	hợp âm
chore	0.406	0.462	0.500	việc vặt
choreographer	0.646	0.639	0.625	biên đạo múa
