English Word	Valence	Arousal	Dominance	Kinyarwanda Word
depreciated	0.135	0.672	0.250	guta agaciro
depreciation	0.143	0.571	0.386	guta agaciro
depress	0.219	0.635	0.528	kwiheba
depressed	0.024	0.445	0.136	kwiheba
depressing	0.146	0.559	0.216	birababaje
depression	0.031	0.520	0.232	kwiheba
depressive	0.143	0.434	0.202	kwiheba
depresson	0.135	0.400	0.308	depresson
deprivation	0.194	0.610	0.413	kwamburwa
deprive	0.271	0.591	0.340	kwambura
deprived	0.354	0.506	0.536	kwamburwa
depth	0.708	0.561	0.759	ubujyakuzimu
deputy	0.429	0.530	0.787	umudepite
derail	0.108	0.802	0.375	derail
deranged	0.376	0.868	0.357	yataye umutwe
derelict	0.208	0.470	0.237	gutesha agaciro
derision	0.265	0.670	0.292	urwenya
derivation	0.521	0.519	0.644	inkomoko
derivative	0.541	0.491	0.508	inkomoko
derive	0.396	0.324	0.360	inkomoko
dermal	0.385	0.406	0.443	dermal
dermatologist	0.531	0.358	0.528	dermatologue
dermatology	0.422	0.500	0.556	dermatology
derogation	0.208	0.460	0.327	gusebanya
derogatory	0.122	0.580	0.404	gusebanya
descend	0.385	0.535	0.231	manuka
descendant	0.684	0.420	0.625	urubyaro
descendent	0.391	0.480	0.565	urubyaro
descending	0.219	0.493	0.250	kumanuka
descent	0.300	0.402	0.158	kumanuka
describe	0.542	0.472	0.555	sobanura
description	0.582	0.425	0.596	ibisobanuro
descriptive	0.667	0.352	0.570	ibisobanuro
desecrate	0.255	0.806	0.509	gusuzugura
desecration	0.125	0.833	0.564	gutukwa
desert	0.469	0.279	0.389	ubutayu
deserted	0.156	0.480	0.214	ubutayu
deserter	0.122	0.710	0.366	gutoroka
desertion	0.122	0.630	0.289	gutoroka
deserve	0.802	0.436	0.613	bikwiye
deserved	0.781	0.582	0.689	yari akwiye
deserving	0.802	0.596	0.858	bikwiye
design	0.796	0.327	0.632	igishushanyo
designate	0.531	0.538	0.683	kugena
designated	0.500	0.412	0.616	yagenwe
designation	0.612	0.571	0.675	izina
designed	0.745	0.380	0.595	cyashizweho
designer	0.875	0.519	0.670	uwashushanyije
designing	0.792	0.355	0.552	gushushanya
desirability	0.684	0.550	0.675	kwifuzwa
desirable	0.740	0.735	0.750	kwifuzwa
desire	0.896	0.692	0.647	kwifuza
desiring	0.814	0.821	0.632	kwifuza
desirous	0.719	0.824	0.562	kwifuza
desist	0.220	0.358	0.291	kureka
desk	0.510	0.135	0.422	ameza
desolate	0.104	0.320	0.228	ubutayu
desolation	0.073	0.481	0.273	ubutayu
despair	0.115	0.794	0.245	kwiheba
despairing	0.073	0.735	0.286	kwiheba
despatch	0.448	0.400	0.613	kubohereza
desperado	0.260	0.745	0.361	desperado
desperate	0.083	0.842	0.337	bihebye
desperation	0.125	0.904	0.419	kwiheba
despicable	0.146	0.710	0.255	agasuzuguro
despise	0.167	0.745	0.296	gusuzugura
despondent	0.133	0.378	0.221	yihebye
despotic	0.141	0.824	0.592	umutegetsi
despotism	0.255	0.696	0.620	kwiheba
dessert	0.755	0.491	0.404	Ubutayu
destination	0.708	0.471	0.637	aho ujya
destined	0.698	0.462	0.617	yagenewe
destiny	0.781	0.413	0.611	iherezo
destitute	0.130	0.451	0.222	abatishoboye
destroy	0.046	0.935	0.635	kurimbura
destroyed	0.031	0.696	0.288	yarimbuwe
destroyer	0.083	0.830	0.543	gusenya
destroying	0.041	0.828	0.660	gusenya
destruct	0.071	0.868	0.525	gusenya
destruction	0.102	0.929	0.613	kurimbuka
destructive	0.177	0.870	0.713	gusenya
detach	0.357	0.625	0.450	gutandukana
detached	0.280	0.396	0.216	gutandukana
detachment	0.243	0.700	0.443	itsinda
detail	0.514	0.406	0.528	burambuye
detailed	0.603	0.314	0.472	burambuye
details	0.583	0.367	0.481	burambuye
detain	0.351	0.345	0.430	gufunga
detainee	0.306	0.510	0.321	ufunzwe
detect	0.531	0.520	0.565	gutahura
detectable	0.479	0.539	0.649	Kumenyekana
detection	0.708	0.567	0.538	gutahura
detective	0.500	0.764	0.901	umugenzacyaha
detector	0.459	0.630	0.724	icyuma
detention	0.265	0.698	0.562	gufungwa
deter	0.344	0.537	0.567	gukumira
detergent	0.458	0.304	0.426	ibikoresho
deteriorate	0.083	0.471	0.202	kwangirika
deteriorated	0.053	0.549	0.237	kwangirika
deteriorating	0.104	0.459	0.112	kwangirika
deterioration	0.130	0.512	0.283	kwangirika
determinable	0.625	0.565	0.723	kugenwa
determinate	0.630	0.314	0.772	Kugena
determination	0.776	0.725	0.795	kwiyemeza
determine	0.612	0.368	0.776	menya
determined	0.760	0.528	0.673	yiyemeje
deterrent	0.292	0.461	0.385	gukumira
detest	0.083	0.800	0.492	urwango
detestation	0.177	0.637	0.412	urwango
detonate	0.375	0.850	0.696	guturika
detonation	0.167	0.931	0.741	guturika
detonator	0.207	0.875	0.750	detonator
detour	0.398	0.539	0.309	kuzenguruka
detract	0.344	0.438	0.368	gutesha agaciro
detriment	0.281	0.538	0.263	bibi
detrimental	0.203	0.679	0.387	byangiza
detritus	0.276	0.353	0.363	detritus
deuce	0.479	0.338	0.425	deuce
deutschmark	0.439	0.431	0.509	Ikimenyetso
devalued	0.321	0.462	0.212	guta agaciro
devastate	0.021	0.796	0.509	gusenya
devastated	0.120	0.544	0.264	yashegeshwe
devastating	0.104	0.856	0.419	birababaje
devastation	0.090	0.904	0.472	gusenya
develop	0.771	0.670	0.821	kwiteza imbere
developer	0.844	0.653	0.864	umuterimbere
developing	0.833	0.587	0.714	gutera imbere
development	0.827	0.500	0.796	iterambere
deviant	0.094	0.589	0.398	gutandukana
deviate	0.173	0.562	0.269	gutandukana
deviating	0.354	0.634	0.536	gutandukana
deviation	0.105	0.513	0.336	gutandukana
device	0.562	0.404	0.627	igikoresho
devil	0.161	0.900	0.611	satani
deviled	0.347	0.559	0.358	shitani
devilish	0.073	0.865	0.490	shitani
devious	0.250	0.519	0.259	kubeshya
devise	0.551	0.557	0.670	Gutegura
devoid	0.219	0.436	0.300	idafite
devolution	0.345	0.434	0.425	Kwiyegurira Imana
devolve	0.367	0.427	0.596	devolve
devote	0.802	0.490	0.642	witange
devoted	0.867	0.320	0.698	abitanze
devotee	0.816	0.461	0.577	abihaye Imana
devotion	0.802	0.561	0.673	kwitanga
devotional	0.740	0.394	0.655	kwitanga
devour	0.344	0.888	0.574	kurya
devout	0.620	0.357	0.464	abihaye Imana
dew	0.604	0.225	0.464	ikime
dexter	0.458	0.473	0.444	dexter
dexterity	0.771	0.673	0.864	ubuhanga
dextrose	0.333	0.402	0.323	dextrose
diabetes	0.051	0.472	0.279	diyabete
diabetic	0.125	0.269	0.237	diyabete
diabolical	0.102	0.912	0.456	diabolical
diagnose	0.378	0.520	0.714	gusuzuma
diagnosis	0.571	0.500	0.819	gusuzuma
diagnostic	0.417	0.483	0.635	kwisuzumisha
diagnostics	0.540	0.440	0.750	kwisuzumisha
diagonal	0.500	0.343	0.410	diagonal
diagram	0.562	0.357	0.445	igishushanyo
dial	0.620	0.427	0.596	kanda
dialect	0.635	0.422	0.526	imvugo
dialectic	0.510	0.540	0.638	imvugo
dialogue	0.599	0.441	0.625	ibiganiro
dialysis	0.194	0.567	0.407	dialyse
diameter	0.427	0.298	0.483	diameter
diamond	0.910	0.606	0.769	diyama
diamonds	0.927	0.684	0.917	diyama
diaper	0.409	0.274	0.155	impapuro
diaphragm	0.459	0.337	0.517	diaphragm
diarrhea	0.092	0.684	0.143	impiswi
diarrhoea	0.038	0.692	0.250	impiswi
diary	0.698	0.292	0.464	ikarita
diatribe	0.354	0.569	0.409	diatribe
dib	0.479	0.370	0.344	dib
dibs	0.510	0.410	0.391	dibs
dice	0.458	0.441	0.264	dice
dicey	0.290	0.833	0.727	dicey
dichotomous	0.365	0.452	0.538	Dicotomous
dichotomy	0.323	0.482	0.483	dicotomy
dick	0.208	0.500	0.462	dick
dickhead	0.115	0.608	0.284	dickhead
dicks	0.310	0.694	0.358	Dicks
dictate	0.480	0.423	0.668	gutegeka
dictation	0.255	0.378	0.627	igitugu
dictator	0.073	0.760	0.862	umunyagitugu
dictatorial	0.204	0.770	0.840	igitugu
dictatorship	0.082	0.806	0.784	igitugu
diction	0.439	0.373	0.679	inkoranyamagambo
dictionary	0.620	0.250	0.598	inkoranyamagambo
dictum	0.385	0.510	0.528	igitugu
didactic	0.645	0.480	0.673	didactic
diddle	0.429	0.566	0.393	iddle
die	0.031	0.765	0.259	gupfa
died	0.021	0.650	0.327	yarapfuye
diesel	0.490	0.327	0.448	mazutu
diet	0.429	0.235	0.398	indyo
dietary	0.551	0.220	0.261	imirire
differ	0.230	0.398	0.396	bitandukanye
difference	0.474	0.560	0.483	itandukaniro
differences	0.365	0.582	0.342	itandukaniro
different	0.612	0.394	0.473	bitandukanye
differential	0.520	0.378	0.535	itandukaniro
differentiation	0.367	0.561	0.535	gutandukana
differently	0.480	0.431	0.506	mu buryo butandukanye
differing	0.418	0.410	0.455	bitandukanye
difficult	0.235	0.700	0.508	biragoye
difficulties	0.082	0.784	0.357	ingorane
difficulty	0.079	0.740	0.368	ingorane
diffuse	0.430	0.431	0.321	gukwirakwiza
diffusion	0.356	0.615	0.517	gukwirakwizwa
dig	0.367	0.585	0.637	gucukura
digest	0.720	0.413	0.483	gusya
digestion	0.531	0.410	0.455	igogora
digestive	0.542	0.413	0.434	igogora
digit	0.447	0.286	0.333	imibare
digital	0.740	0.382	0.529	imibare
dignified	0.766	0.481	0.635	icyubahiro
dignify	0.854	0.588	0.735	icyubahiro
dignity	0.844	0.391	0.873	icyubahiro
digress	0.271	0.625	0.411	gusubira inyuma
digs	0.448	0.670	0.635	gucukura
dike	0.360	0.384	0.490	dike
dilapidated	0.229	0.618	0.286	yarangiritse
dilatation	0.385	0.574	0.368	kwaguka
dilation	0.347	0.490	0.578	kwaguka
dildo	0.536	0.587	0.491	dildo
dilemma	0.153	0.590	0.430	ikibazo
diligence	0.688	0.423	0.700	umwete
diligent	0.760	0.426	0.759	umwete
dill	0.427	0.360	0.373	dill
diluent	0.417	0.344	0.332	umwete
dilute	0.275	0.192	0.349	dilute
diluted	0.469	0.310	0.229	Yashizwemo
dilution	0.445	0.337	0.352	dilution
dim	0.398	0.321	0.273	dim
dime	0.653	0.317	0.345	dime
dimension	0.592	0.415	0.627	ibipimo
dimensional	0.561	0.484	0.596	ibipimo
diminish	0.240	0.357	0.167	kugabanuka
diminished	0.156	0.269	0.196	yagabanutse
diminution	0.316	0.296	0.245	kugabanuka
diminutive	0.323	0.200	0.109	Kugabanuka
dimwit	0.255	0.459	0.175	dimwit
din	0.440	0.417	0.398	din
dine	0.821	0.519	0.478	kurya
diner	0.643	0.302	0.538	gusangira
dinghy	0.510	0.269	0.325	dinghy
dingo	0.608	0.472	0.346	dingo
dingy	0.156	0.483	0.343	dingy
dining	0.724	0.350	0.459	kurya
dinky	0.357	0.451	0.358	dinky
dinner	0.823	0.392	0.379	ifunguro rya nimugoroba
dinnertime	0.796	0.406	0.341	igihe cyo kurya
dinosaur	0.448	0.630	0.596	dinosaur
dint	0.378	0.480	0.492	dint
diocesan	0.520	0.283	0.518	Diyosezi
diocese	0.510	0.288	0.575	diyosezi
diorama	0.592	0.441	0.462	diorama
dioxide	0.354	0.433	0.456	dioxyde
dip	0.516	0.583	0.397	kwibiza
diploma	0.750	0.462	0.731	impamyabumenyi
diplomacy	0.740	0.396	0.774	diplomacy
diplomat	0.563	0.262	0.868	umudipolomate
diplomatic	0.653	0.363	0.918	diplomasi
dipper	0.548	0.361	0.348	dipper
dippy	0.430	0.402	0.340	dippy
dipstick	0.365	0.312	0.316	dipstick
dire	0.214	0.660	0.259	dire
direct	0.793	0.403	0.650	mu buryo butaziguye
directed	0.542	0.490	0.541	iyobora
direction	0.719	0.330	0.684	icyerekezo
directive	0.604	0.530	0.918	amabwiriza
directly	0.747	0.400	0.702	mu buryo butaziguye
director	0.688	0.580	0.912	umuyobozi
directory	0.439	0.413	0.538	ububiko
dirt	0.112	0.500	0.236	umwanda
dirty	0.153	0.460	0.170	umwanda
disability	0.073	0.482	0.173	ubumuga
disable	0.115	0.430	0.269	guhagarika
disabled	0.308	0.443	0.235	bamugaye
disadvantage	0.150	0.377	0.282	imbogamizi
disaffected	0.176	0.410	0.291	Yanze
disagree	0.133	0.590	0.345	ntibavuga rumwe
disagreeable	0.042	0.643	0.178	ntibumvikana
disagreeing	0.255	0.643	0.350	kutemeranya
disagreement	0.104	0.618	0.236	kutumvikana
disallow	0.156	0.519	0.424	kwanga
disallowed	0.135	0.500	0.328	ntibyemewe
disapointment	0.104	0.418	0.231	gutenguha
disappear	0.143	0.441	0.350	kuzimira
disappearance	0.214	0.698	0.367	kubura
disappearing	0.167	0.427	0.379	kuzimira
disappoint	0.150	0.633	0.288	gutenguha
disappointed	0.071	0.472	0.241	gutenguha
disappointing	0.073	0.640	0.200	gutenguha
disappointment	0.115	0.490	0.336	gutenguha
disapproval	0.085	0.551	0.367	kutemera
disapprove	0.160	0.594	0.445	kwanga
disapproved	0.104	0.550	0.114	ntibyemewe
disapproving	0.245	0.625	0.452	kutemera
disarm	0.292	0.528	0.613	kwambura intwaro
disarray	0.198	0.657	0.223	guhungabana
disaster	0.082	0.892	0.433	ibiza
disastrous	0.071	0.741	0.439	ibyago
disband	0.302	0.491	0.417	gusenya
disbelief	0.188	0.409	0.373	kutizera
disbelieve	0.188	0.441	0.352	mutemera
disburse	0.418	0.473	0.353	gutanga
disbursement	0.240	0.443	0.435	amafaranga
disc	0.622	0.410	0.426	disiki
discard	0.240	0.343	0.337	guta
discarded	0.229	0.460	0.308	bajugunywe
discards	0.240	0.464	0.391	guta
discern	0.459	0.566	0.518	gushishoza
discernible	0.427	0.441	0.481	gushishoza
discerning	0.542	0.584	0.780	ubushishozi
discernment	0.408	0.471	0.694	ubushishozi
discharge	0.427	0.538	0.578	gusohora
disciple	0.765	0.385	0.462	umwigishwa
disciplinary	0.562	0.593	0.796	indero
discipline	0.615	0.471	0.806	indero
disciplined	0.728	0.450	0.750	indero
disclaim	0.235	0.509	0.321	kwamagana
disclaimer	0.367	0.571	0.542	kwamagana
disclose	0.490	0.570	0.545	gutangaza
disclosed	0.271	0.575	0.546	yashyizwe ahagaragara
disclosure	0.500	0.615	0.710	kumenyekanisha
disco	0.710	0.806	0.575	disco
discoloration	0.224	0.373	0.414	ibara
discolored	0.204	0.340	0.269	ibara
discomfort	0.153	0.719	0.272	kutamererwa neza
disconcerted	0.100	0.612	0.288	guhagarika umutima
disconcerting	0.106	0.549	0.269	gutesha umutwe
disconnect	0.438	0.292	0.191	guhagarika
disconnected	0.292	0.276	0.173	guhagarikwa
disconnection	0.167	0.283	0.277	gutandukana
disconnects	0.256	0.357	0.241	guhagarika
discontent	0.240	0.530	0.263	kutanyurwa
discontinuance	0.123	0.741	0.337	guhagarika
discontinue	0.354	0.396	0.349	guhagarika
discontinuity	0.303	0.439	0.250	guhagarika umutima
discontinuous	0.233	0.409	0.316	guhagarika
discord	0.115	0.882	0.465	umwiryane
discount	0.724	0.530	0.302	kugabanyirizwa
discounted	0.677	0.471	0.430	kugabanywa
discourage	0.184	0.443	0.267	gucika intege
discouraged	0.220	0.304	0.090	gucika intege
discouragement	0.112	0.319	0.206	gucika intege
discouraging	0.167	0.469	0.281	guca intege
discourse	0.410	0.550	0.803	disikuru
discover	0.771	0.793	0.673	kuvumbura
discovery	0.823	0.627	0.814	kuvumbura
discredit	0.075	0.529	0.355	gutesha agaciro
discredited	0.112	0.491	0.182	gutesha agaciro
discreet	0.552	0.216	0.532	umunyabwenge
discrepancy	0.260	0.643	0.417	kunyuranya
discrete	0.585	0.231	0.429	gushishoza
discretion	0.552	0.320	0.685	ubushishozi
discretionary	0.520	0.365	0.446	ubushishozi
discriminate	0.125	0.761	0.366	kuvangura
discriminating	0.160	0.783	0.462	kuvangura
discrimination	0.051	0.724	0.379	ivangura
discus	0.542	0.423	0.343	disiki
discuss	0.396	0.769	0.509	muganire
discussion	0.333	0.842	0.536	kuganira
disdain	0.153	0.446	0.441	gusuzugura
disdainful	0.097	0.480	0.263	agasuzuguro
disease	0.041	0.539	0.333	indwara
diseased	0.123	0.510	0.134	barwaye
disembodied	0.167	0.620	0.412	disambodied
disengage	0.406	0.529	0.304	gutandukana
disengagement	0.327	0.373	0.395	gutandukana
disfigured	0.153	0.613	0.336	Byahinduwe
disgrace	0.061	0.531	0.331	amahano
disgraced	0.071	0.661	0.250	biteye isoni
disgraceful	0.082	0.702	0.240	biteye isoni
disgruntled	0.104	0.658	0.442	batishimiye
disguise	0.573	0.694	0.431	kwiyoberanya
disguised	0.500	0.615	0.326	yiyoberanije
disgust	0.052	0.775	0.317	amahano
disgusted	0.051	0.773	0.274	biteye ishozi
disgusting	0.031	0.796	0.245	biteye ishozi
dish	0.552	0.255	0.264	isahani
disheartened	0.153	0.343	0.238	gucika intege
disheartening	0.010	0.353	0.224	gucika intege
dishonest	0.191	0.491	0.163	ubuhemu
dishonesty	0.094	0.592	0.348	ubuhemu
dishonor	0.104	0.620	0.185	agasuzuguro
dishonorable	0.112	0.641	0.280	icyubahiro
dishwasher	0.480	0.296	0.324	koza ibikoresho
disillusionment	0.051	0.519	0.190	gutenguha
disinclination	0.125	0.491	0.330	gutandukana
disincline	0.458	0.454	0.278	disincline
disinclined	0.385	0.442	0.364	idahwitse
disinfect	0.448	0.388	0.648	kwanduza
disinfectant	0.531	0.429	0.460	kwanduza
disinfection	0.517	0.556	0.473	kwanduza
disinformation	0.230	0.577	0.260	disinformation
disingenuous	0.194	0.509	0.204	gutandukana
disintegrate	0.143	0.660	0.364	gusenyuka
disintegration	0.094	0.551	0.381	gusenyuka
disinterested	0.398	0.284	0.392	ntibashishikajwe
disjoint	0.351	0.385	0.322	gutandukana
disjointed	0.323	0.518	0.365	yatengushye
disjunctive	0.286	0.481	0.400	idahwitse
disk	0.573	0.423	0.412	disiki
diskette	0.531	0.255	0.391	disiketi
dislike	0.156	0.406	0.321	kwanga
disliked	0.062	0.510	0.221	ntibakunzwe
disliking	0.163	0.637	0.366	kwanga
dislocated	0.125	0.625	0.200	bimuwe
dislocation	0.229	0.565	0.373	kwimurwa
dislodge	0.214	0.769	0.356	kwimura
disloyal	0.062	0.582	0.245	ubuhemu
disloyalty	0.187	0.716	0.267	ubuhemu
dismal	0.194	0.450	0.192	biteye ubwoba
dismantle	0.347	0.644	0.462	gusenya
dismay	0.314	0.681	0.459	ubwoba
dismayed	0.165	0.735	0.389	ubwoba
dismemberment	0.104	0.860	0.470	gutandukana
dismiss	0.167	0.541	0.509	kwirukana
dismissal	0.153	0.723	0.271	kwirukanwa
dismissive	0.188	0.541	0.430	kwirukanwa
dismount	0.361	0.423	0.391	kumanuka
disobedience	0.051	0.868	0.369	kutumvira
disobedient	0.276	0.706	0.353	kutumvira
disobey	0.143	0.556	0.491	kutumvira
disorder	0.115	0.816	0.218	imvururu
disordered	0.210	0.714	0.288	bidahwitse
disorderly	0.188	0.748	0.385	bidahwitse
disorganized	0.052	0.507	0.184	idahwitse
disorientation	0.163	0.472	0.212	gutandukana
disoriented	0.227	0.643	0.227	gutandukana
disown	0.153	0.637	0.368	kwangwa
disparage	0.092	0.663	0.336	gusuzugura
disparaging	0.102	0.626	0.411	gutesha agaciro
disparate	0.438	0.500	0.368	bitandukanye
disparity	0.208	0.482	0.361	ubudasa
dispassionate	0.199	0.217	0.218	kubabaza
dispatch	0.317	0.417	0.555	ohereza
dispatcher	0.365	0.704	0.652	abatumwe
dispel	0.388	0.402	0.411	kwirukana
dispensary	0.406	0.380	0.606	dispanseri
dispensation	0.388	0.462	0.490	gutanga
dispense	0.561	0.520	0.518	gutanga
dispenser	0.583	0.392	0.470	dispenser
dispersal	0.388	0.507	0.421	gutatanya
disperse	0.375	0.569	0.434	gutatanya
dispersed	0.344	0.490	0.274	yatatanye
dispersion	0.270	0.604	0.350	gutatanya
dispirited	0.204	0.280	0.142	gutandukana
displace	0.424	0.541	0.454	kwimura
displaced	0.281	0.472	0.291	bimuwe
displacement	0.276	0.531	0.481	kwimurwa
displacency	0.500	0.528	0.642	kwimurwa
display	0.677	0.325	0.400	Kugaragaza
displease	0.021	0.702	0.286	kutishimira
displeased	0.135	0.690	0.400	ntibishimiye
displeasure	0.115	0.559	0.250	kutishimira
disposable	0.271	0.439	0.250	ikoreshwa
disposal	0.135	0.608	0.396	kujugunywa
dispose	0.548	0.538	0.559	guta
disposed	0.688	0.441	0.625	yajugunywe
disposition	0.663	0.542	0.734	imyitwarire
dispossessed	0.354	0.577	0.331	kwamburwa
disprove	0.375	0.625	0.613	kunyomoza
dispute	0.219	0.750	0.585	amakimbirane
disqualification	0.066	0.677	0.330	kutemerwa
disqualified	0.129	0.464	0.232	ntibemerewe
disqualify	0.208	0.595	0.267	kutemerwa
disquieted	0.229	0.850	0.290	guhagarika umutima
disregard	0.177	0.647	0.308	gusuzugura
disregarded	0.260	0.458	0.283	kutubahirizwa
disrelish	0.375	0.471	0.304	disrelish
disreputable	0.104	0.688	0.353	idashidikanywaho
disrepute	0.208	0.630	0.292	gusuzugura
disrespect	0.062	0.637	0.302	gusuzugura
disrespectful	0.031	0.694	0.273	kutubaha
disrupt	0.265	0.640	0.349	guhungabana
disrupting	0.186	0.557	0.339	guhungabana
disruption	0.235	0.735	0.436	guhungabana
disruptive	0.255	0.755	0.575	guhungabana
dissatisfaction	0.115	0.663	0.202	kutanyurwa
dissatisfied	0.042	0.561	0.291	ntibanyuzwe
dissect	0.367	0.750	0.595	gutandukana
dissection	0.276	0.632	0.462	gutandukana
disseminate	0.562	0.608	0.750	gukwirakwiza
dissemination	0.476	0.551	0.583	gukwirakwiza
dissension	0.250	0.618	0.414	gutandukana
dissent	0.300	0.655	0.407	abatavuga rumwe na leta
dissenting	0.208	0.552	0.366	kutavuga rumwe
dissertation	0.312	0.575	0.575	impamyabumenyi
disservice	0.250	0.794	0.480	kubi
dissident	0.350	0.582	0.413	abatavuga rumwe n’ubutegetsi
dissimilar	0.276	0.461	0.472	bidasa
dissipate	0.385	0.368	0.355	gutandukana
dissipated	0.281	0.421	0.231	yatatanye
dissociation	0.135	0.555	0.471	gutandukana
dissociative	0.281	0.615	0.397	gutandukana
dissolution	0.204	0.464	0.349	guseswa
dissolve	0.271	0.490	0.410	gushonga
dissonance	0.173	0.471	0.336	dissonance
dissuade	0.482	0.500	0.350	kwanga
distal	0.410	0.401	0.438	kure
distance	0.233	0.317	0.418	intera
distant	0.229	0.324	0.269	kure
distaste	0.184	0.625	0.370	kubi
distasteful	0.264	0.676	0.222	birababaje
distillate	0.500	0.347	0.382	kurigata
distillation	0.396	0.436	0.575	kubeshya
distilled	0.427	0.573	0.500	Yamazaki
distinct	0.542	0.578	0.509	zitandukanye
distinction	0.584	0.571	0.750	gutandukanya
distinctive	0.885	0.520	0.604	umwihariko
distinguish	0.675	0.471	0.600	gutandukanya
distinguishable	0.635	0.530	0.727	gutandukana
distinguished	0.823	0.593	0.759	itandukanye
distinguishing	0.622	0.363	0.640	gutandukanya
distort	0.100	0.740	0.366	kugoreka
distorted	0.250	0.521	0.280	kugoreka
distortion	0.299	0.570	0.380	kugoreka
distract	0.241	0.609	0.336	kurangaza
distracted	0.194	0.392	0.213	kurangara
distracting	0.445	0.583	0.400	kurangaza
distraction	0.402	0.557	0.390	kurangaza
distraught	0.115	0.903	0.264	ndumiwe
distress	0.073	0.840	0.396	amarushwa
distressed	0.143	0.771	0.324	ababaye
distressing	0.075	0.750	0.375	birababaje
distribute	0.643	0.596	0.709	gukwirakwiza
distribution	0.635	0.548	0.788	gukwirakwiza
distributor	0.702	0.447	0.718	umugabuzi
district	0.438	0.327	0.660	karere
distrust	0.060	0.670	0.276	kutizerana
disturb	0.175	0.760	0.481	guhungabana
disturbance	0.146	0.907	0.404	guhungabana
disturbed	0.125	0.870	0.305	guhungabana
disturbing	0.146	0.792	0.439	guhungabanya umutekano
disuse	0.229	0.229	0.202	gukoresha
disused	0.250	0.302	0.186	ikoreshwa
ditch	0.357	0.364	0.322	umwobo
ditto	0.449	0.418	0.411	ditto
ditty	0.470	0.433	0.334	ditty
diurnal	0.714	0.296	0.443	buri munsi
diva	0.660	0.657	0.596	diva
divan	0.750	0.202	0.262	divan
dive	0.583	0.531	0.500	kwibira
diver	0.594	0.520	0.564	uwibiza
diverge	0.375	0.657	0.520	gutandukana
divergence	0.429	0.615	0.687	gutandukana
divergent	0.449	0.660	0.587	bitandukanye
diverging	0.417	0.613	0.573	gutandukana
divers	0.583	0.580	0.602	abatandukanye
diverse	0.562	0.519	0.604	zitandukanye
diversified	0.602	0.538	0.549	bitandukanye
diversify	0.656	0.588	0.464	bitandukanye
diversion	0.740	0.821	0.714	gutandukana
diversionary	0.551	0.587	0.300	gutandukana
diversity	0.806	0.472	0.711	bitandukanye
divert	0.344	0.622	0.407	kuyobya
diverting	0.396	0.571	0.537	gutandukana
divest	0.365	0.547	0.424	divest
divested	0.333	0.449	0.311	gutandukana
divestment	0.302	0.509	0.382	gutandukana
divide	0.333	0.520	0.417	kugabana
divided	0.271	0.623	0.391	bigabanijwe
dividend	0.583	0.491	0.566	inyungu
divination	0.500	0.650	0.545	kuragura
divine	0.918	0.571	0.885	imana
divinity	0.896	0.559	0.774	ubumana
divisible	0.323	0.462	0.411	amacakubiri
division	0.370	0.481	0.472	amacakubiri
divisor	0.344	0.517	0.455	amacakubiri
divorce	0.042	0.700	0.385	gutandukana
divorcee	0.153	0.610	0.481	gutandukana
divulge	0.531	0.718	0.467	gutangaza
