English Word	Valence	Arousal	Dominance	Indonesian Word
copier	0.459	0.345	0.390	mesin fotokopi
copilot	0.640	0.538	0.573	kopilot
coping	0.562	0.630	0.613	mengatasi
copious	0.427	0.462	0.527	banyak sekali
copper	0.580	0.260	0.500	tembaga
copter	0.571	0.704	0.569	helikopter
copy	0.460	0.240	0.263	salinan
copycat	0.449	0.580	0.443	peniru
copying	0.448	0.315	0.404	penyalinan
copyright	0.458	0.402	0.663	hak cipta
coral	0.802	0.231	0.425	karang
coral snake	0.276	0.712	0.607	ular karang
cord	0.388	0.378	0.358	tali
cordial	0.823	0.312	0.482	ramah
cordless	0.667	0.441	0.528	tanpa kabel
cordon	0.469	0.317	0.380	barisan
corduroy	0.570	0.324	0.357	korduroi
core	0.721	0.378	0.540	inti
cork	0.347	0.250	0.281	sumbat
corkscrew	0.427	0.443	0.445	kotrek
corn	0.594	0.196	0.292	Jagung
cornball	0.479	0.378	0.325	bola jagung
cornbread	0.643	0.304	0.302	roti jagung
cornea	0.521	0.346	0.443	kornea
corned	0.459	0.441	0.425	kornet
corner	0.400	0.296	0.366	sudut
cornerstone	0.550	0.388	0.596	landasan
cornet	0.507	0.520	0.415	terompet kecil
cornfield	0.719	0.310	0.349	ladang jagung
cornflakes	0.729	0.346	0.355	sereal jagung
cornice	0.458	0.441	0.295	cornice
cornstarch	0.643	0.299	0.337	kanji dr tepung jagung
corny	0.448	0.370	0.221	dangkal
corollary	0.458	0.469	0.366	akibat wajar
corona	0.818	0.439	0.745	korona
coronary	0.567	0.613	0.509	koroner
coronation	0.792	0.592	0.836	pemahkotaan
coroner	0.323	0.558	0.526	koroner
corporal	0.582	0.490	0.596	kopral
corporate	0.592	0.454	0.745	perusahaan
corporation	0.429	0.332	0.873	perusahaan
corporeal	0.520	0.350	0.461	jasmani
corps	0.551	0.453	0.483	korps
corpse	0.094	0.657	0.232	mayat
corpsman	0.439	0.469	0.651	perawat tentara
corpus	0.543	0.340	0.490	badan
corral	0.606	0.662	0.422	kandang ternak
correct	0.857	0.306	0.723	benar
correction	0.448	0.485	0.558	koreksi
correctional	0.292	0.713	0.602	pemasyarakatan
corrective	0.448	0.528	0.613	perbaikan
correctness	0.796	0.450	0.649	ketepatan
correlation	0.596	0.462	0.571	korelasi
correlative	0.510	0.402	0.571	korelatif
correspond	0.710	0.452	0.545	sesuai
correspondence	0.663	0.423	0.491	korespondensi
correspondent	0.573	0.565	0.712	koresponden
corresponding	0.740	0.423	0.618	sesuai
corridor	0.604	0.589	0.592	koridor
corroborate	0.671	0.471	0.616	menguatkan
corroboration	0.625	0.431	0.733	pembenaran
corrosion	0.156	0.610	0.348	korosi
corrosive	0.140	0.618	0.570	korosif
corrupt	0.020	0.806	0.500	korup
corrupting	0.062	0.804	0.380	merusak
corruption	0.052	0.830	0.549	korupsi
corsage	0.510	0.294	0.397	korsase
corse	0.448	0.451	0.382	corse
corset	0.490	0.520	0.381	korset
cortex	0.594	0.439	0.529	korteks
cortical	0.380	0.423	0.536	kortikal
cortisone	0.427	0.395	0.456	kortison
corvette	0.551	0.520	0.598	korvet
cosmetic	0.625	0.304	0.308	kosmetik
cosmetics	0.765	0.464	0.472	kosmetik
cosmic	0.663	0.538	0.692	kosmik
cosmology	0.651	0.438	0.637	kosmologi
cosmopolitan	0.823	0.510	0.760	kosmopolitan
cosmos	0.860	0.478	0.664	kosmos
cost	0.365	0.420	0.439	biaya
costly	0.316	0.650	0.642	mahal
costume	0.548	0.510	0.374	kostum
cosy	0.847	0.255	0.518	nyaman
cot	0.625	0.230	0.278	pondok
cote	0.439	0.344	0.324	kandang
cottage	0.600	0.279	0.361	pondok
cotton	0.639	0.071	0.240	kapas
couch	0.594	0.082	0.198	sofa
cougar	0.438	0.588	0.538	tante girang
cough	0.255	0.627	0.241	batuk
council	0.875	0.279	0.635	Dewan
councilman	0.531	0.367	0.793	anggota dewan
counsel	0.594	0.519	0.730	nasihat
counseling	0.667	0.480	0.704	penyuluhan
counsellor	0.823	0.327	0.740	konselor
counselor	0.873	0.365	0.706	konselor
count	0.594	0.389	0.492	menghitung
countdown	0.438	0.692	0.490	hitung mundur
countenance	0.635	0.440	0.690	wajah
counter	0.439	0.478	0.750	menangkal
counteract	0.378	0.542	0.688	menetralkan
counterattack	0.281	0.951	0.764	serangan balik
counterbalance	0.520	0.480	0.627	mengimbangi
counterclaim	0.398	0.760	0.651	tuntutan balasan
counterfeit	0.094	0.694	0.451	palsu
counterpart	0.448	0.608	0.577	rekanan
counterpoint	0.438	0.509	0.538	tandingan
countess	0.562	0.440	0.670	Countess
countless	0.520	0.566	0.534	tak terhitung
country	0.698	0.394	0.693	negara
countryman	0.673	0.441	0.789	sebangsa
countrymusic	0.795	0.451	0.438	musik country
countryside	0.732	0.288	0.327	pedesaan
counts	0.343	0.373	0.500	menghitung
county	0.479	0.368	0.545	daerah
coup	0.275	0.815	0.607	kup
coupe	0.479	0.460	0.482	mobil tertutup
couple	0.806	0.605	0.607	pasangan
coupled	0.612	0.286	0.650	digabungkan
coupling	0.594	0.479	0.555	kopel
coupon	0.704	0.300	0.421	kupon
courage	0.830	0.728	0.849	keberanian
courageous	0.918	0.587	0.879	berani
courier	0.551	0.383	0.441	kurir
courses	0.735	0.412	0.534	kursus
coursing	0.542	0.472	0.546	pemburuan kelinci
court	0.479	0.769	0.827	pengadilan
courteous	0.937	0.396	0.529	sopan
courtesy	0.927	0.287	0.431	kesopanan
courthouse	0.571	0.503	0.818	gedung pengadilan
courtroom	0.385	0.670	0.887	ruang sidang
courts	0.367	0.710	0.816	pengadilan
courtship	0.667	0.490	0.654	pacaran
courtside	0.592	0.391	0.434	pinggir lapangan
courtyard	0.503	0.365	0.355	halaman
cousin	0.675	0.394	0.427	sepupu
cousins	0.760	0.409	0.464	sepupu
cove	0.500	0.304	0.370	teluk kecil
coven	0.458	0.578	0.591	perjanjian
covenant	0.594	0.462	0.667	perjanjian
cover	0.365	0.240	0.471	menutupi
coverage	0.767	0.413	0.629	liputan
covered	0.562	0.340	0.644	tertutupi
covering	0.615	0.382	0.583	penutup
covert	0.500	0.570	0.508	tersembunyi
covet	0.302	0.779	0.524	mendambakan
coveted	0.661	0.730	0.625	didambakan
cow	0.449	0.230	0.300	lembu
coward	0.102	0.490	0.149	pengecut
cowardice	0.133	0.621	0.167	kepengecutan
cowardly	0.102	0.385	0.127	pengecut
cowboy	0.594	0.625	0.695	koboi
cowgirl	0.541	0.566	0.554	cowgirl
cowhand	0.438	0.480	0.596	gembala sapi
cowhide	0.458	0.324	0.333	kulit sapi
cowl	0.427	0.450	0.232	biarawan
coworker	0.667	0.490	0.625	teman sekerja
coy	0.347	0.330	0.213	malu
coyote	0.459	0.471	0.387	anjing hutan
cozy	0.910	0.356	0.545	nyaman
crab	0.421	0.396	0.330	Kepiting
crabby	0.198	0.812	0.370	pemarah
crack	0.302	0.625	0.400	retakan
cracked	0.224	0.520	0.228	retak
cracker	0.604	0.343	0.346	kerupuk
crackerjack	0.567	0.509	0.426	jagoan
cracking	0.327	0.557	0.286	retak
crackle	0.327	0.643	0.481	meretih
crackpot	0.260	0.602	0.245	gila
cradle	0.776	0.194	0.333	buaian
craft	0.760	0.321	0.539	keahlian
crafts	0.667	0.380	0.391	kerajinan
craftsman	0.719	0.310	0.583	tukang
craftsmanship	0.823	0.373	0.571	keahlian
crafty	0.589	0.679	0.783	licik
craig	0.448	0.449	0.490	craig
cram	0.354	0.730	0.598	menjejalkan
crammed	0.406	0.740	0.466	penuh sesak
cramp	0.194	0.796	0.340	kejang
cramped	0.240	0.567	0.360	sempit
cranberry	0.793	0.330	0.363	cranberi
cranberry juice	0.622	0.321	0.281	Jus cranberry
crane	0.396	0.417	0.589	derek
cranial	0.354	0.510	0.583	tengkorak
cranium	0.439	0.491	0.725	tengkorak
crank	0.448	0.275	0.417	engkol
cranky	0.194	0.776	0.396	mudah marah
cranny	0.194	0.471	0.250	celah
crap	0.083	0.644	0.167	omong kosong
crappy	0.039	0.582	0.208	jelek
craps	0.375	0.420	0.273	omong kosong
crash	0.194	0.906	0.355	menabrak
crass	0.223	0.490	0.466	kasar
crate	0.427	0.173	0.274	peti
crater	0.450	0.647	0.529	kawah
crave	0.625	0.510	0.731	mendambakan
craving	0.510	0.755	0.636	keinginan
crawfish	0.510	0.427	0.342	mundur
crawl	0.479	0.519	0.467	merangkak
crayon	0.604	0.260	0.185	krayon
crayons	0.684	0.366	0.405	krayon
craze	0.255	0.657	0.435	menggila
crazed	0.153	0.877	0.417	gila
craziness	0.238	0.908	0.255	kegilaan
crazy	0.156	0.843	0.321	gila
creak	0.344	0.670	0.411	berderak
creaking	0.302	0.743	0.415	berderit
cream	0.688	0.259	0.220	krim
creamed	0.723	0.273	0.288	krim
creamer	0.594	0.192	0.269	pembuat krim
creamy	0.823	0.337	0.345	lembut
crease	0.440	0.286	0.300	lipatan
create	0.786	0.588	0.789	membuat
creation	0.927	0.575	0.868	penciptaan
creative	0.917	0.518	0.788	kreatif
creativity	0.938	0.684	0.815	kreativitas
creator	0.865	0.592	0.856	pencipta
creature	0.669	0.625	0.620	makhluk
credence	0.760	0.460	0.737	kepercayaan
credential	0.735	0.337	0.597	mandat
credentials	0.708	0.373	0.675	kredensial
credibility	0.875	0.427	0.809	kredibilitas
credible	0.917	0.441	0.750	kredibel
credit	0.673	0.549	0.648	kredit
credit card	0.670	0.550	0.640	kartu kredit
creditable	0.802	0.510	0.742	dapat dikreditkan
credited	0.781	0.390	0.691	dikreditkan
crediting	0.673	0.550	0.741	mengkredit
creditor	0.479	0.594	0.689	kreditor
creed	0.573	0.245	0.544	kepercayaan
creek	0.552	0.392	0.330	sungai kecil
creep	0.354	0.647	0.361	orang aneh
creeper	0.429	0.558	0.366	menjalar
creeping	0.292	0.613	0.282	merayap
creepy	0.125	0.861	0.373	menakutkan
cremation	0.084	0.620	0.420	kremasi
creole	0.667	0.357	0.523	kreol
crepe	0.562	0.224	0.349	kain krep
crescendo	0.760	0.575	0.594	crescendo
crescent	0.698	0.382	0.407	sabit
crest	0.458	0.333	0.333	puncak
crestfallen	0.235	0.346	0.175	kecewa
cretin	0.265	0.583	0.312	kretin
cretins	0.094	0.741	0.328	kretin
crevice	0.361	0.471	0.275	celah
crew	0.604	0.598	0.735	awak kapal
crewman	0.602	0.580	0.548	awak
crib	0.653	0.240	0.407	boks bayi
cricket	0.423	0.539	0.370	jangkrik
cried	0.167	0.612	0.254	menangis
crime	0.071	0.943	0.630	kejahatan
criminal	0.021	0.830	0.529	pidana
criminality	0.122	0.863	0.580	kriminalitas
crimp	0.260	0.557	0.396	halangan
crimson	0.667	0.385	0.370	merah tua
cringe	0.245	0.840	0.377	jijik
cripple	0.094	0.392	0.161	melumpuhkan
crippled	0.035	0.358	0.236	lumpuh
crippling	0.156	0.598	0.391	melumpuhkan
crisis	0.208	0.811	0.431	krisis
crisp	0.776	0.692	0.508	garing
crispy	0.656	0.550	0.509	renyah
criterion	0.396	0.410	0.736	kriteria
critic	0.264	0.604	0.686	pengkritik
critical	0.312	0.802	0.545	kritis
criticise	0.073	0.700	0.452	mengkritik
criticism	0.115	0.563	0.505	kritik
criticize	0.143	0.708	0.473	mengkritik
criticized	0.240	0.600	0.311	dikritik
critique	0.302	0.760	0.537	kritik
critter	0.542	0.539	0.482	makhluk
croak	0.337	0.346	0.298	menggaok
croc	0.327	0.452	0.451	buaya
crock	0.385	0.412	0.421	tempayan
crockery	0.552	0.216	0.327	balapecah
crocodile	0.344	0.708	0.610	buaya
croft	0.531	0.429	0.421	ladang kecil
croissant	0.745	0.330	0.430	croissant
crook	0.171	0.765	0.550	bajingan
crooked	0.146	0.594	0.305	bengkok
crop	0.615	0.260	0.500	tanaman
croquet	0.551	0.519	0.407	kroket
cross	0.448	0.321	0.569	menyeberang
cross country	0.531	0.441	0.529	lintas negara
crossbow	0.344	0.598	0.560	busur silang
crossed	0.431	0.490	0.508	menyeberang
crossfire	0.316	0.896	0.722	baku tembak
crossing	0.549	0.349	0.451	persimpangan
crossover	0.559	0.550	0.500	penyeberangan
crosswalk	0.557	0.441	0.380	penyeberangan
crossword	0.611	0.423	0.455	Teka teki silang
crotch	0.521	0.637	0.447	selangkangan
crouch	0.281	0.606	0.312	mendekam
crouched	0.333	0.363	0.279	berjongkok
crouching	0.261	0.429	0.345	berjongkok
croupier	0.531	0.519	0.404	bandar
crow	0.224	0.439	0.363	burung gagak
crowbar	0.406	0.531	0.386	linggis
crowd	0.350	0.827	0.731	kerumunan
crowded	0.694	0.286	0.585	penuh sesak
crowds	0.469	0.723	0.806	orang banyak
crown	0.708	0.572	0.737	mahkota
crowning	0.773	0.594	0.831	terpenting
crucial	0.541	0.657	0.777	penting
cruciate	0.429	0.435	0.585	menyalibkan
crucifix	0.469	0.480	0.510	silang dgn patung Kristus
crucifixion	0.135	0.857	0.541	penyaliban
crucify	0.146	0.878	0.573	menyalibkan
crud	0.312	0.330	0.444	kasar
crude	0.198	0.402	0.357	mentah
cruel	0.122	0.866	0.391	kejam
cruelly	0.146	0.790	0.471	dengan kejam
cruelty	0.092	0.836	0.536	kekejaman
cruise	0.740	0.442	0.683	pelayaran
cruise ship	0.878	0.650	0.500	kapal pesiar
cruiser	0.737	0.490	0.608	kapal penjelajah
cruising	0.886	0.580	0.560	jelajah
crumb	0.417	0.255	0.216	remah
crumble	0.333	0.480	0.423	hancur
crumbling	0.167	0.696	0.308	runtuh
crummy	0.125	0.531	0.224	tdk bagus
crunch	0.292	0.630	0.406	kegentingan
crunchy	0.625	0.560	0.539	garing
crusade	0.592	0.720	0.709	perang salib
crusader	0.439	0.588	0.548	tentara salib
crush	0.271	0.676	0.582	menghancurkan
crushed	0.167	0.647	0.300	hancur
crusher	0.271	0.709	0.598	penghancur
crushing	0.219	0.755	0.411	penumpasan
crust	0.542	0.337	0.456	Kerak
crusty	0.625	0.531	0.473	keras
crutch	0.302	0.294	0.302	kruk
crux	0.469	0.558	0.519	inti
cry	0.133	0.627	0.255	menangis
crybaby	0.375	0.702	0.311	cengeng
crying	0.153	0.704	0.208	menangis
crypt	0.156	0.431	0.386	ruang bawah tanah
cryptic	0.296	0.516	0.474	samar
cryptography	0.490	0.415	0.650	kriptografi
crystal	0.618	0.270	0.508	kristal
crystalline	0.765	0.235	0.534	kristal
crystallization	0.600	0.449	0.565	kristalisasi
cub	0.646	0.382	0.284	anak
cubby	0.354	0.385	0.360	tembem
cube	0.469	0.226	0.274	kubus
cubic	0.458	0.306	0.407	kubik
cubicle	0.479	0.343	0.417	bilik
cuckold	0.210	0.573	0.230	suami yg istrinya tdk setia
cuckoo	0.420	0.459	0.284	gila
cucumber	0.490	0.235	0.237	ketimun
cuddle	0.885	0.559	0.475	berpelukan
cuddled	0.906	0.547	0.567	dipeluk
cuddles	0.847	0.382	0.500	pelukan
cuddling	0.917	0.562	0.433	bercengkerama
cue	0.521	0.433	0.484	isyarat
cuff	0.469	0.453	0.387	manset
cuisine	0.714	0.365	0.390	Masakan
culinary	0.654	0.443	0.519	kuliner
cull	0.365	0.702	0.464	menyisihkan
culminate	0.667	0.550	0.602	berujung
culmination	0.656	0.586	0.695	puncak
culpability	0.112	0.745	0.368	kesalahan
culpable	0.140	0.700	0.319	bersalah
culprit	0.062	0.676	0.333	pelaku
cult	0.448	0.535	0.648	kultus
cultivate	0.708	0.410	0.598	mengolah
cultivated	0.837	0.343	0.564	dibudidayakan
cultivation	0.625	0.324	0.462	penanaman
cultural	0.802	0.390	0.623	kultural
culture	0.753	0.304	0.675	budaya
cultured	0.635	0.429	0.625	berbudaya
culvert	0.337	0.324	0.343	gorong-gorong
cumbersome	0.259	0.623	0.292	rumit
cumulus	0.570	0.433	0.432	gumpalan
cunning	0.604	0.685	0.683	licik
cunt	0.135	0.673	0.377	vagina
cup	0.615	0.167	0.231	cangkir
cupboard	0.553	0.200	0.304	lemari
cupcake	0.656	0.333	0.344	kue mangkuk
cupping	0.490	0.610	0.402	bekam
cur	0.440	0.519	0.460	bajingan
curable	0.823	0.292	0.574	dapat disembuhkan
curate	0.726	0.418	0.526	pendeta pembantu
curative	0.667	0.318	0.613	kuratif
curator	0.688	0.389	0.688	kurator
curb	0.472	0.371	0.402	mengendalikan
curd	0.542	0.442	0.278	dadih
cure	0.719	0.377	0.623	obat
curfew	0.219	0.618	0.623	jam malam
curiosity	0.750	0.755	0.463	rasa ingin tahu
curious	0.635	0.600	0.483	penasaran
curl	0.385	0.452	0.351	keriting
curling	0.583	0.592	0.400	keriting
currency	0.583	0.418	0.592	mata uang
current	0.625	0.312	0.612	saat ini
curriculum	0.708	0.306	0.620	kurikulum
curry	0.633	0.345	0.302	kari
curse	0.033	0.720	0.375	menyumpahi
cursed	0.083	0.783	0.393	dikutuk
cursing	0.112	0.860	0.446	kutuk
cursory	0.423	0.451	0.431	sepintas lalu
curt	0.245	0.610	0.452	singkat
curtail	0.306	0.439	0.497	mengurangi
curtailment	0.230	0.578	0.431	pembatasan
curtain	0.698	0.278	0.304	tirai
curtains	0.615	0.123	0.342	tirai
curtsy	0.635	0.412	0.598	hormat
curvature	0.417	0.367	0.447	lengkungan
curve	0.480	0.375	0.307	melengkung
curved	0.542	0.407	0.337	lengkung
curvilinear	0.480	0.575	0.411	lengkung
cushion	0.653	0.221	0.292	bantalan
cushy	0.823	0.283	0.395	enak
cusp	0.667	0.710	0.700	puncak gigi
cuss	0.354	0.538	0.443	menyumpahi
cussed	0.156	0.625	0.454	degil
custard	0.618	0.260	0.293	Custard
custodial	0.418	0.462	0.718	kustodian
custodian	0.594	0.625	0.528	pemelihara
custody	0.494	0.472	0.675	hak asuh
custom	0.552	0.382	0.688	kebiasaan
customary	0.700	0.253	0.561	biasa
customer	0.562	0.430	0.673	pelanggan
customized	0.625	0.504	0.590	disesuaikan
cut	0.490	0.490	0.393	memotong
cutaneous	0.365	0.370	0.328	Yg berhubung dgn kulit
cute	0.920	0.528	0.579	imut
cuticle	0.340	0.320	0.377	kutikula
cutie	0.638	0.528	0.464	manis
cutlass	0.173	0.648	0.528	pedang pendek
cutlery	0.552	0.300	0.345	alat makan
cutoff	0.432	0.510	0.518	memotong
cutter	0.427	0.731	0.583	pemotong
cutters	0.197	0.653	0.491	pemotong
cutthroat	0.110	0.823	0.663	kejam
cutting	0.448	0.375	0.536	pemotongan
cutting board	0.337	0.540	0.342	talenan
cuttings	0.479	0.392	0.433	stek
cwt	0.500	0.410	0.384	cwt
cyanide	0.229	0.667	0.545	sianida
cyberspace	0.677	0.594	0.611	dunia maya
cycle	0.635	0.400	0.533	siklus
cyclical	0.380	0.450	0.554	berhubung dgn putaran
cyclist	0.684	0.582	0.576	pengendara sepeda
cyclone	0.416	0.796	0.673	topan
cylinder	0.459	0.324	0.447	silinder
cylindrical	0.458	0.294	0.414	berbentuk silinder
cymbal	0.542	0.363	0.362	simbal
cynic	0.135	0.632	0.473	sinis
cynical	0.156	0.760	0.474	sinis
cynicism	0.104	0.780	0.454	sinisme
cyst	0.173	0.578	0.312	kista
cystic	0.314	0.481	0.400	kistik
cytomegalovirus	0.186	0.657	0.443	sitomegalovirus
cytoplasm	0.378	0.442	0.474	sitoplasma
czar	0.480	0.348	0.643	raja
dab	0.510	0.337	0.340	colek
dabble	0.550	0.530	0.491	mencoba-coba
dabbling	0.562	0.726	0.676	mencoba-coba
dad	0.857	0.412	0.786	ayah
daddy	0.795	0.400	0.736	ayah
dado	0.510	0.240	0.364	ayah
daemon	0.333	0.490	0.500	daemon
daft	0.255	0.436	0.157	gila
dagger	0.224	0.797	0.613	belati
daily	0.653	0.347	0.473	harian
dainty	0.604	0.284	0.424	halus
daiquiri	0.670	0.519	0.400	daiquiri
dairy	0.633	0.255	0.462	susu
daisy	0.562	0.367	0.333	bunga aster
dak	0.510	0.417	0.424	dak
dale	0.622	0.270	0.365	lembah
dam	0.250	0.553	0.394	bendungan
damage	0.059	0.726	0.403	kerusakan
damaged	0.104	0.635	0.182	rusak
damages	0.082	0.760	0.310	ganti rugi
dame	0.694	0.480	0.500	wanita cantik
damn	0.073	0.784	0.431	Sial
damnation	0.135	0.750	0.416	kutukan
damned	0.100	0.760	0.465	terkutuk
damp	0.360	0.279	0.210	lembap
dampened	0.271	0.422	0.336	dibasahi
damper	0.459	0.378	0.473	peredam
damsel	0.719	0.475	0.400	gadis
dance	0.894	0.840	0.551	menari
dancer	0.740	0.768	0.545	penari
dancing	0.885	0.868	0.444	tarian
dandruff	0.398	0.298	0.293	ketombe
dandy	0.673	0.520	0.630	pesolek
danger	0.115	0.923	0.673	bahaya
dangerous	0.020	0.941	0.658	berbahaya
dangerously	0.082	0.930	0.564	secara berbahaya
dangit	0.396	0.606	0.358	dangit
dangle	0.362	0.469	0.375	menjuntai
dank	0.390	0.381	0.383	lembab
dapper	0.770	0.560	0.698	rapi
dare	0.677	0.788	0.684	berani
daredevil	0.429	0.714	0.653	pemberani
daresay	0.540	0.451	0.490	tantangan
daring	0.583	0.840	0.711	berani
dark	0.198	0.398	0.426	gelap
darken	0.250	0.471	0.382	menggelapkan
darkened	0.135	0.440	0.452	digelapkan
darkly	0.219	0.548	0.443	secara gelap
darkness	0.102	0.602	0.418	kegelapan
darkroom	0.188	0.627	0.423	kamar gelap
darkside	0.102	0.690	0.365	sisi gelap
darling	0.885	0.370	0.608	sayang
darn	0.115	0.765	0.418	menisik
dart	0.417	0.608	0.500	anak panah
dash	0.574	0.312	0.324	berlari
dashboard	0.510	0.371	0.595	dasbor
dashed	0.276	0.393	0.338	putus asa
dashing	0.612	0.627	0.799	gagah
dastardly	0.208	0.688	0.270	pengecut
data	0.500	0.250	0.426	data
database	0.604	0.286	0.644	basis data
date	0.604	0.231	0.400	tanggal
datenight	0.708	0.637	0.518	kencan malam
daughter	0.908	0.415	0.455	anak perempuan
dawdle	0.479	0.464	0.357	membuang waktu
dawn	0.827	0.235	0.519	Fajar
dawned	0.694	0.471	0.473	sadar
day	0.719	0.269	0.389	hari
daybreak	0.802	0.358	0.474	fajar
daycare	0.776	0.481	0.360	tempat penitipan anak
daydream	0.750	0.337	0.456	melamun
daydreaming	0.776	0.360	0.479	melamun
daylight	0.865	0.420	0.545	siang hari
daymade	0.646	0.450	0.417	buatan siang hari
dayoff	0.760	0.368	0.377	libur
daytime	0.750	0.324	0.454	siang hari
daze	0.245	0.735	0.329	linglung
dazed	0.300	0.697	0.277	linglung
dazzle	0.730	0.782	0.683	mempesona
dazzling	0.854	0.880	0.767	mempesona
deacon	0.531	0.430	0.736	diaken
deactivate	0.235	0.447	0.392	menonaktifkan
dead	0.052	0.454	0.194	mati
deadbeat	0.229	0.453	0.368	pecundang
deadline	0.214	0.615	0.460	tenggat waktu
deadlines	0.406	0.769	0.411	tenggat waktu
deadlock	0.170	0.418	0.323	jalan buntu
deadly	0.143	0.849	0.554	mematikan
deafening	0.281	0.835	0.482	memekakkan telinga
deafness	0.125	0.413	0.219	ketulian
deal	0.719	0.599	0.543	Sepakat
dealer	0.799	0.615	0.683	pedagang
dealership	0.541	0.430	0.629	dealer
dealing	0.724	0.415	0.598	berurusan
dealings	0.600	0.491	0.480	transaksi
dean	0.612	0.469	0.723	dekan
dear	0.880	0.434	0.629	terhormat
dearest	0.902	0.427	0.508	tersayang
dearth	0.156	0.539	0.255	kelangkaan
death	0.031	0.720	0.472	kematian
deathbed	0.051	0.652	0.311	ranjang kematian
deathly	0.073	0.771	0.682	seperti mayat
debacle	0.156	0.606	0.266	bencana
debased	0.219	0.529	0.170	direndahkan
debatable	0.181	0.610	0.474	belum pasti
debate	0.408	0.691	0.683	perdebatan
debauchery	0.354	0.901	0.500	penyelewengan
debenture	0.417	0.500	0.466	surat hutang
debilitating	0.125	0.490	0.308	melemahkan
