English Word	Valence	Arousal	Dominance	Galician Word
cabin	0.643	0.292	0.430	cabina
cabinet	0.552	0.306	0.465	gabinete
cable	0.583	0.245	0.434	cable
caboodle	0.529	0.521	0.325	caboodle
caboose	0.440	0.453	0.438	furgón
cabriolet	0.667	0.525	0.472	cabriolé
cache	0.552	0.348	0.389	caché
cacophony	0.408	0.562	0.440	cacofonía
cactus	0.439	0.412	0.284	cacto
cad	0.447	0.406	0.404	cad
cadaver	0.030	0.690	0.260	cadáver
caddie	0.521	0.435	0.259	caddie
caddy	0.580	0.470	0.380	caddie
cadence	0.427	0.473	0.355	cadencia
cadet	0.504	0.393	0.664	cadete
cafe	0.781	0.392	0.358	café
cafeteria	0.757	0.400	0.382	cafetería
caffeine	0.562	0.759	0.500	cafeína
cage	0.316	0.333	0.352	gaiola
cagey	0.542	0.363	0.582	gaiola
cahoots	0.312	0.696	0.474	conxuntas
cairn	0.260	0.435	0.254	cairn
cake	0.810	0.375	0.287	bolo
cakewalk	0.719	0.510	0.447	cakewalk
calamari	0.521	0.312	0.406	calamares
calamitous	0.219	0.685	0.500	calamitoso
calamity	0.122	0.795	0.343	calamidade
calcareous	0.490	0.368	0.462	calcáreas
calcium	0.600	0.346	0.479	calcio
calculate	0.490	0.452	0.440	calcular
calculated	0.633	0.425	0.683	calculado
calculating	0.458	0.430	0.625	calculando
calculation	0.646	0.453	0.606	cálculo
calculator	0.513	0.283	0.588	calculadora
calculus	0.360	0.360	0.562	cálculo
calendar	0.480	0.212	0.473	calendario
calender	0.531	0.275	0.451	calendario
calf	0.531	0.366	0.336	becerro
caliber	0.429	0.551	0.606	calibre
calibrate	0.552	0.460	0.623	calibrar
calico	0.406	0.338	0.491	calico
calipers	0.480	0.510	0.481	calibres
calisthenics	0.562	0.663	0.545	calistenia
call	0.594	0.627	0.558	chamar
callback	0.524	0.529	0.434	devolución de chamada
caller	0.646	0.615	0.472	interlocutor
calligraphy	0.620	0.216	0.500	caligrafía
calling	0.646	0.590	0.483	chamando
callous	0.245	0.500	0.386	insensible
calls	0.608	0.431	0.551	chamadas
calm	0.875	0.100	0.282	tranquilo
calming	0.885	0.105	0.360	calmante
calmness	0.934	0.105	0.394	tranquilidade
caloric	0.327	0.483	0.448	calórico
calorie	0.333	0.540	0.427	calorías
calorimeter	0.406	0.560	0.414	calorímetro
cam	0.448	0.363	0.355	leva
camaraderie	0.833	0.510	0.648	camaradería
camber	0.430	0.382	0.439	camber
camcorder	0.556	0.422	0.454	videocámara
camel	0.540	0.282	0.314	camelo
cameo	0.573	0.457	0.509	cameo
camera	0.640	0.288	0.379	cámara
cameraman	0.542	0.452	0.542	camarógrafo
camisole	0.497	0.250	0.375	camisola
camouflage	0.438	0.585	0.450	camuflaxe
camouflaged	0.350	0.422	0.562	camuflado
camp	0.622	0.617	0.594	campamento
campaign	0.602	0.730	0.823	campaña
campaigner	0.592	0.698	0.821	activista
campaigning	0.531	0.663	0.741	facendo campaña
camper	0.573	0.529	0.482	campista
campfire	0.677	0.509	0.436	fogueira
camping	0.653	0.529	0.480	acampada
campsite	0.680	0.490	0.547	cámping
campus	0.604	0.388	0.519	campus
can	0.662	0.360	0.454	pode
can opener	0.444	0.491	0.308	abrelatas
canal	0.673	0.259	0.321	canle
canary	0.582	0.276	0.265	canario
cancel	0.214	0.306	0.368	cancelar
canceling	0.229	0.470	0.349	cancelando
cancellation	0.224	0.431	0.389	cancelación
cancer	0.052	0.694	0.529	cancro
candid	0.667	0.349	0.458	sincero
candidacy	0.490	0.657	0.696	candidatura
candidate	0.596	0.490	0.804	candidato
candied	0.713	0.330	0.360	confitado
candle	0.602	0.221	0.344	vela
candlelight	0.789	0.294	0.417	luz de velas
candles	0.615	0.206	0.268	velas
candlestick	0.448	0.531	0.534	candelabro
candor	0.740	0.389	0.607	candor
candy	0.930	0.425	0.384	doces
cane	0.459	0.298	0.398	cana
canine	0.573	0.569	0.425	canino
canister	0.553	0.271	0.403	bote
canker	0.262	0.469	0.427	cancro
cannabis	0.271	0.500	0.564	cannabis
canned	0.398	0.357	0.298	enlatados
cannibal	0.122	0.824	0.480	caníbal
cannibalism	0.094	0.890	0.583	canibalismo
canning	0.490	0.392	0.259	conservas
cannon	0.529	0.676	0.811	canón
cannonball	0.344	0.840	0.759	bala de canón
canoe	0.542	0.300	0.418	canoa
canon	0.385	0.519	0.541	canon
canonical	0.542	0.410	0.620	canónico
canons	0.385	0.588	0.593	cánones
canopy	0.615	0.264	0.398	dosel
cantaloupe	0.592	0.212	0.276	melón
cantbreathe	0.284	0.667	0.375	non pode respirar
canteen	0.688	0.600	0.514	comedor
canterbury	0.582	0.438	0.510	canterbury
canthandleit	0.354	0.613	0.354	canthandleit
cantilever	0.357	0.618	0.421	voladizo
cantina	0.646	0.612	0.380	cantina
canto	0.776	0.461	0.554	canto
canton	0.542	0.472	0.536	cantón
cantstandit	0.418	0.546	0.343	cantstandit
cantwin	0.260	0.509	0.298	cantwin
canvas	0.719	0.090	0.364	lenzo
canvass	0.675	0.356	0.397	lenzo
canyon	0.468	0.731	0.634	canón
cap	0.612	0.240	0.375	cap
capability	0.833	0.571	0.730	capacidade
capable	0.765	0.587	0.547	capaz
capacity	0.719	0.411	0.806	capacidade
cape	0.531	0.235	0.357	cabo
caper	0.510	0.370	0.326	alcaparra
capillary	0.469	0.365	0.395	capilar
capital	0.520	0.500	0.798	capital
capitalism	0.448	0.686	0.848	capitalismo
capitalist	0.352	0.577	0.821	capitalista
capitalize	0.771	0.601	0.885	capitalizar
capitals	0.755	0.500	0.655	capitais
capitation	0.479	0.529	0.589	capitación
capitol	0.535	0.375	0.705	capitolio
capitulation	0.375	0.546	0.615	capitulación
cappuccino	0.792	0.279	0.384	capuchino
caprice	0.333	0.640	0.430	capricho
capricious	0.221	0.650	0.500	caprichoso
caps	0.510	0.221	0.368	tapas
capslock	0.330	0.394	0.398	bloqueo de maiúsculas
capsule	0.583	0.290	0.570	cápsula
captain	0.552	0.653	0.966	capitán
caption	0.814	0.292	0.379	subtítulo
captivate	0.698	0.604	0.723	cativar
captivating	0.895	0.594	0.816	engaiolante
captive	0.235	0.558	0.411	cativo
captivity	0.225	0.493	0.387	catividade
captor	0.347	0.625	0.612	captor
capture	0.357	0.650	0.537	capturar
car	0.776	0.540	0.500	coche
caramel	0.901	0.363	0.400	caramelo
carat	0.823	0.604	0.676	quilates
caravan	0.635	0.559	0.455	caravana
carbon	0.604	0.360	0.350	carbono
carburetor	0.469	0.612	0.555	carburador
carcass	0.115	0.529	0.309	cadáver
carcinoma	0.153	0.692	0.440	carcinoma
card	0.531	0.269	0.436	tarxeta
cardboard	0.500	0.173	0.309	cartón
cardiac	0.344	0.765	0.615	cardíaca
cardigan	0.599	0.324	0.264	cardigan
cardinal	0.583	0.358	0.712	cardeal
cardiologist	0.458	0.630	0.814	cardiólogo
cardiology	0.203	0.545	0.605	cardioloxía
cardiomyopathy	0.177	0.645	0.537	miocardiopatía
cards	0.568	0.317	0.320	tarxetas
care	0.729	0.370	0.500	coidado
career	0.740	0.712	0.606	carreira
carefree	0.755	0.220	0.500	despreocupado
careful	0.625	0.538	0.530	coidado
carefully	0.698	0.330	0.544	coidadosamente
careless	0.255	0.431	0.125	descoidado
carelessness	0.245	0.482	0.330	descoido
caress	0.833	0.418	0.509	caricia
caret	0.656	0.402	0.527	careto
caretaker	0.714	0.531	0.759	conserxe
cargo	0.408	0.444	0.455	carga
caribou	0.562	0.452	0.342	caribú
caricature	0.604	0.373	0.383	caricatura
caries	0.115	0.569	0.283	carie
caring	0.635	0.469	0.500	coidado
carjack	0.438	0.682	0.439	carjack
carnage	0.406	0.600	0.558	carnicería
carnal	0.417	0.679	0.421	carnal
carnation	0.653	0.357	0.431	caravel
carnival	0.927	0.888	0.555	entroido
carnivorous	0.224	0.613	0.651	carnívoro
carol	0.673	0.412	0.436	villancico
carols	0.847	0.420	0.491	villancicos
carousel	0.704	0.500	0.412	carrusel
carp	0.531	0.324	0.375	carpa
carpal	0.449	0.327	0.420	carpiano
carpenter	0.521	0.550	0.519	carpinteiro
carpentry	0.561	0.459	0.518	carpintería
carpet	0.520	0.170	0.339	alfombra
carpeting	0.542	0.312	0.444	alfombras
carpool	0.625	0.509	0.500	compartición de coche
carriage	0.650	0.538	0.491	carruaxe
carried	0.490	0.382	0.534	levado
carrier	0.533	0.588	0.638	transportista
carrot	0.500	0.235	0.279	cenoria
carry	0.635	0.380	0.500	levar
carrying	0.656	0.557	0.443	levando
carsick	0.224	0.574	0.255	enfermo de coche
cart	0.520	0.344	0.388	carro
carte	0.592	0.320	0.274	carta
cartel	0.438	0.394	0.602	cartel
carter	0.312	0.480	0.431	carreteiro
cartilage	0.438	0.370	0.407	cartilaxe
cartographic	0.490	0.348	0.424	cartográficos
cartography	0.520	0.300	0.579	cartografía
carton	0.286	0.186	0.241	cartón
cartoon	0.867	0.471	0.387	debuxos animados
cartouche	0.427	0.458	0.450	cartucho
cartridge	0.458	0.500	0.407	cartucho
carve	0.469	0.443	0.598	esculpir
carver	0.418	0.500	0.500	tallador
carving	0.541	0.444	0.368	talla
cascade	0.735	0.509	0.395	fervenza
case	0.427	0.275	0.441	caso
casein	0.470	0.436	0.415	caseína
cash	0.867	0.552	0.714	diñeiro en efectivo
cashier	0.615	0.413	0.484	caixeiro
cashmere	0.653	0.452	0.439	cachemira
casing	0.458	0.327	0.328	carcasa
casino	0.542	0.684	0.568	casino
cask	0.490	0.398	0.444	barrica
casket	0.125	0.490	0.346	arqueta
casserole	0.570	0.360	0.328	cazola
cassette	0.490	0.334	0.355	casete
cast	0.558	0.620	0.517	reparto
castaway	0.208	0.646	0.422	náufrago
caste	0.510	0.333	0.374	caste
caster	0.604	0.670	0.647	lanzador
castle	0.680	0.396	0.718	castelo
castor	0.583	0.337	0.368	castor
castrate	0.177	0.485	0.519	castrar
castration	0.198	0.735	0.381	castración
casual	0.643	0.224	0.385	casual
casually	0.658	0.290	0.333	casualmente
casualty	0.235	0.274	0.132	vítima
cat	0.667	0.260	0.370	gato
catabolism	0.265	0.573	0.605	catabolismo
catalog	0.561	0.221	0.573	catálogo
catalogue	0.647	0.327	0.533	catálogo
catalysis	0.385	0.559	0.531	catálise
catalyst	0.604	0.509	0.585	catalizador
catalytic	0.562	0.519	0.563	catalítico
catamaran	0.571	0.566	0.526	catamarán
catapult	0.480	0.830	0.649	catapulta
cataract	0.406	0.545	0.549	catarata
catastrophe	0.146	0.952	0.670	catástrofe
catastrophic	0.071	0.934	0.598	catastrófico
catatonic	0.255	0.500	0.509	catatónico
catch	0.531	0.437	0.552	coller
catcher	0.653	0.413	0.540	captador
catching	0.490	0.788	0.644	atrapando
catchphrase	0.698	0.423	0.433	eslogan
catchy	0.677	0.441	0.462	pegadizo
catechism	0.656	0.236	0.613	catecismo
categorical	0.615	0.442	0.760	categórico
category	0.571	0.264	0.521	categoría
cater	0.802	0.500	0.509	atender
caterer	0.550	0.557	0.644	catering
caterpillar	0.461	0.286	0.330	eiruga
cates	0.370	0.394	0.407	cates
catfish	0.458	0.337	0.296	bagre
cathartic	0.450	0.510	0.604	catártico
cathedral	0.598	0.330	0.643	Catedral
catheter	0.336	0.491	0.373	catéter
cathouse	0.327	0.375	0.363	cathouse
catnip	0.439	0.381	0.296	catnip
cattle	0.622	0.340	0.445	gando
catwalk	0.698	0.436	0.464	pasarela
caucus	0.418	0.311	0.491	caucus
caudal	0.500	0.425	0.583	caudal
cauldron	0.510	0.486	0.418	caldeiro
cauliflower	0.448	0.255	0.231	coliflor
caulk	0.367	0.500	0.418	calafatear
causal	0.562	0.367	0.491	causal
causality	0.500	0.378	0.336	causalidade
causation	0.562	0.480	0.567	causalidade
cause	0.469	0.373	0.486	causa
caused	0.344	0.520	0.382	causado
causeway	0.453	0.382	0.422	calzada
caution	0.552	0.712	0.547	precaución
cautionary	0.510	0.541	0.519	cautela
cautious	0.470	0.445	0.517	cauteloso
cautiously	0.510	0.388	0.525	con cautela
cavalier	0.735	0.462	0.713	cabaleiro
cavalry	0.667	0.727	0.794	cabalería
cave	0.459	0.333	0.380	cova
caveat	0.344	0.629	0.484	Advertencia
caveman	0.235	0.644	0.482	home das cavernas
cavern	0.323	0.360	0.365	caverna
cavernous	0.354	0.548	0.462	cavernoso
caviar	0.906	0.394	0.481	caviar
caving	0.378	0.491	0.551	espeleoloxía
cavity	0.466	0.385	0.379	cavidade
cayenne	0.615	0.306	0.355	caiena
cease	0.388	0.250	0.420	cesar
ceasefire	0.542	0.594	0.567	cesamento do fogo
ceaseless	0.378	0.704	0.658	incesante
cedar	0.560	0.267	0.577	cedro
cede	0.275	0.327	0.402	ceder
ceiling	0.520	0.224	0.366	teito
celebrant	0.865	0.656	0.643	celebrante
celebrate	0.917	0.857	0.859	celebrar
celebrated	0.875	0.690	0.763	celebrado
celebrating	0.927	0.860	0.773	celebrando
celebration	0.939	0.824	0.880	celebración
celebrations	0.958	0.794	0.714	celebracións
celebratory	0.857	0.653	0.845	de celebración
celebrity	0.760	0.619	0.855	celebridade
celery	0.396	0.147	0.223	apio
celestial	0.817	0.360	0.731	celestial
celibacy	0.302	0.276	0.509	celibato
celibate	0.419	0.387	0.391	célibe
cell	0.541	0.375	0.465	célula
cellar	0.510	0.277	0.406	adega
cellblock	0.186	0.570	0.500	bloque celular
cellist	0.667	0.500	0.486	violonchelista
cellmate	0.167	0.684	0.349	compañeiro de cela
cello	0.635	0.324	0.528	violonchelo
cellophane	0.648	0.282	0.289	celofán
cellular	0.643	0.398	0.517	celular
cellulite	0.200	0.384	0.256	celulite
celluloid	0.469	0.440	0.425	celuloide
cement	0.544	0.265	0.527	cemento
cemented	0.429	0.382	0.537	cementado
cemetery	0.051	0.630	0.417	cemiterio
censor	0.344	0.276	0.538	censor
censorship	0.219	0.698	0.421	censura
censure	0.219	0.653	0.417	censura
census	0.449	0.289	0.553	censo
cent	0.439	0.367	0.402	centavo
centenary	0.604	0.440	0.642	centenario
centennial	0.583	0.394	0.700	centenario
center	0.643	0.231	0.431	centro
centerfold	0.571	0.407	0.485	plegado central
centerpiece	0.594	0.208	0.520	peza central
centimeter	0.427	0.280	0.380	centímetro
centipede	0.296	0.399	0.361	cempés
central	0.640	0.356	0.621	central
centrality	0.571	0.312	0.709	centralidade
centralization	0.521	0.440	0.702	centralización
centralize	0.684	0.427	0.802	centralizar
centrally	0.729	0.280	0.700	centralmente
centrifugal	0.306	0.651	0.480	centrífuga
centrifuge	0.495	0.622	0.527	centrífuga
centurion	0.590	0.447	0.696	centurión
century	0.407	0.347	0.735	século
ceramic	0.521	0.255	0.371	cerámica
ceramics	0.573	0.250	0.373	cerámica
cereal	0.612	0.206	0.316	cereais
cereals	0.719	0.224	0.311	cereais
cerebral	0.408	0.509	0.627	cerebral
ceremonial	0.771	0.540	0.691	cerimonial
ceremony	0.760	0.559	0.761	cerimonia
certain	0.760	0.358	0.673	certo
certainty	0.781	0.400	0.769	certeza
certifiable	0.714	0.427	0.662	certificable
certificate	0.786	0.377	0.746	certificado
certified	0.781	0.422	0.806	certificado
certify	0.866	0.400	0.746	certificar
cervical	0.375	0.413	0.445	cervical
cervix	0.429	0.360	0.340	cérvix
cess	0.427	0.375	0.406	ceso
cessation	0.414	0.385	0.358	cesamento
cesspool	0.167	0.460	0.409	fosa negra
cha cha	0.714	0.546	0.324	cha cha
chaff	0.333	0.327	0.188	palla
chafing	0.430	0.415	0.368	rozamento
chagrin	0.104	0.704	0.472	desgusto
chagrined	0.112	0.745	0.361	disgustado
chai	0.500	0.375	0.363	chai
chain	0.378	0.500	0.547	cadea
chainsaw	0.367	0.804	0.636	motoserra
chair	0.562	0.082	0.276	cadeira
chairman	0.656	0.567	0.933	presidente
chairperson	0.730	0.657	0.966	presidente
chairwoman	0.719	0.664	0.953	presidenta
chaise	0.406	0.349	0.327	chaise
chalet	0.653	0.349	0.278	chalé
chalice	0.633	0.286	0.529	cáliz
chalk	0.385	0.185	0.121	giz
challenge	0.469	0.922	0.713	reto
challenger	0.417	0.755	0.652	retador
chamber	0.583	0.373	0.455	cámara
chambermaid	0.594	0.375	0.336	camareira
chambers	0.542	0.442	0.388	cámaras
chameleon	0.490	0.580	0.345	camaleón
champ	0.854	0.754	0.896	campión
champagne	0.760	0.600	0.454	champaña
champion	0.890	0.880	0.945	campión
championship	0.833	0.800	0.880	campionato
chance	0.833	0.551	0.525	oportunidade
chancellor	0.646	0.500	0.887	chanceler
chandelier	0.615	0.542	0.366	candelabro
chandler	0.510	0.452	0.454	chandler
change	0.625	0.575	0.606	cambiar
changeable	0.490	0.480	0.528	cambiable
changed	0.594	0.375	0.491	cambiado
changer	0.583	0.519	0.567	cambiador
changing	0.571	0.569	0.461	cambiando
channel	0.490	0.287	0.405	canle
chant	0.771	0.698	0.650	cantar
chaos	0.016	0.923	0.373	caos
chaotic	0.115	0.847	0.442	caótico
chap	0.550	0.410	0.345	cap
chapel	0.573	0.240	0.440	capela
chaperon	0.500	0.520	0.404	chaperón
chaplain	0.582	0.370	0.577	capelán
chapman	0.562	0.529	0.465	chapman
chaps	0.350	0.462	0.350	chaps
chapter	0.580	0.308	0.461	capítulo
char	0.554	0.361	0.404	char
character	0.667	0.373	0.686	personaxe
characteristic	0.583	0.328	0.538	característica
characterize	0.729	0.471	0.735	caracterizar
charade	0.458	0.550	0.346	charada
charcoal	0.302	0.186	0.342	carbón vexetal
chardonnay	0.677	0.567	0.492	chardonnay
charge	0.510	0.633	0.785	cargar
chargeable	0.551	0.550	0.453	cobrable
charger	0.531	0.418	0.545	cargador
chariot	0.684	0.550	0.491	carroza
charisma	0.938	0.591	0.759	carisma
charismatic	0.938	0.684	0.849	carismático
charitable	0.865	0.380	0.593	caritativo
charity	0.920	0.284	0.551	caridade
charlatan	0.200	0.640	0.352	charlatán
charm	0.833	0.363	0.649	encanto
charmed	0.938	0.570	0.769	encantado
charmer	0.882	0.683	0.782	encantador
charming	0.917	0.660	0.764	encantador
charred	0.208	0.676	0.373	carbonizado
chart	0.469	0.317	0.330	gráfico
charter	0.677	0.382	0.518	carta
chartered	0.569	0.460	0.490	fretado
chase	0.396	0.878	0.623	persecución
chased	0.188	0.830	0.287	perseguido
chaser	0.375	0.830	0.645	cazador
chasm	0.265	0.579	0.500	abismo
chassis	0.406	0.342	0.444	chasis
chaste	0.408	0.248	0.453	casto
chastened	0.156	0.580	0.345	castigado
chastisement	0.156	0.852	0.462	castigo
chastity	0.469	0.392	0.509	castidade
chat	0.729	0.400	0.346	chat
chateau	0.615	0.464	0.702	castelo
chatter	0.560	0.450	0.347	charla
chatterbox	0.459	0.548	0.482	chatterbox
chattering	0.460	0.663	0.304	charlar
chatty	0.594	0.548	0.345	conversador
chauffeur	0.500	0.353	0.471	chofer
chauvinist	0.310	0.539	0.527	machista
cheap	0.612	0.471	0.272	barato
cheapened	0.471	0.611	0.282	abaratado
cheapskate	0.148	0.482	0.327	skate barato
cheat	0.125	0.776	0.400	enganar
cheater	0.104	0.920	0.333	tramposo
check	0.523	0.552	0.602	comprobar
checkbook	0.552	0.284	0.364	chequera
checker	0.330	0.417	0.553	verificador
checkered	0.459	0.316	0.336	cadros
checkers	0.676	0.451	0.437	damas
checklist	0.561	0.521	0.552	lista de verificación
checkmate	0.667	0.708	0.750	xaque mate
checkout	0.597	0.510	0.670	Comprobar
checkpoint	0.571	0.323	0.812	punto de control
checkup	0.500	0.435	0.491	comprobar
cheek	0.670	0.314	0.421	meixela
cheeks	0.708	0.324	0.282	meixelas
cheeky	0.434	0.679	0.410	descarado
cheep	0.367	0.380	0.373	cheep
cheer	0.938	0.784	0.845	ánimo
cheered	0.875	0.648	0.790	animado
cheerful	0.990	0.720	0.696	alegre
cheerfulness	0.969	0.802	0.675	alegría
cheering	0.815	0.824	0.642	animando
cheerleader	0.923	0.746	0.657	animadora
cheerleading	0.698	0.769	0.404	animadora
cheerless	0.204	0.373	0.167	alegre
cheers	0.948	0.770	0.702	ánimo
cheery	0.949	0.657	0.486	alegre
cheese	0.740	0.280	0.281	queixo
cheeseburger	0.802	0.529	0.336	hamburguesa con queixo
cheesecake	0.860	0.276	0.238	tarta de queixo
cheesy	0.470	0.471	0.179	cursi
cheetah	0.469	0.770	0.667	guepardo
chef	0.854	0.411	0.570	chef
chemical	0.337	0.560	0.508	química
chemise	0.530	0.275	0.364	camisa
chemist	0.408	0.575	0.610	químico
chemistry	0.625	0.520	0.694	química
chemo	0.214	0.686	0.444	quimioterapia
chemotherapy	0.163	0.689	0.517	quimioterapia
cheque	0.698	0.529	0.660	comprobar
cherish	0.896	0.491	0.652	apreciar
cherishing	0.836	0.380	0.625	acariciando
cherry	0.688	0.186	0.250	cereixa
cherub	0.663	0.340	0.455	querubín
chess	0.656	0.363	0.518	xadrez
chest	0.520	0.429	0.481	peito
chestnut	0.714	0.210	0.294	castaña
chevron	0.469	0.469	0.598	galón
chew	0.520	0.490	0.404	mastigar
chewy	0.625	0.418	0.390	masticable
chic	0.870	0.624	0.380	chic
chicane	0.357	0.460	0.481	chicana
chick	0.771	0.602	0.387	pito
chicken	0.594	0.306	0.394	polo
chicken pox	0.194	0.510	0.415	varicela
chickenpox	0.173	0.562	0.357	varicela
chief	0.520	0.544	0.869	xefe
chiefly	0.600	0.587	0.764	principalmente
chieftain	0.343	0.529	0.860	xefe
chiffon	0.406	0.230	0.250	gasa
child	0.912	0.460	0.413	neno
childbirth	0.604	0.861	0.673	parto
childhood	0.865	0.413	0.307	infancia
childish	0.573	0.442	0.230	infantil
childless	0.310	0.400	0.396	sen fillos
childlike	0.656	0.372	0.293	infantil
childloss	0.240	0.571	0.421	perda de fillos
children	0.857	0.538	0.435	nenos
chili	0.592	0.566	0.433	chile
chill	0.837	0.206	0.482	arrefriar
chilled	0.521	0.340	0.482	arrefriado
chilling	0.208	0.850	0.358	arrefriante
chilly	0.329	0.459	0.408	frío
chime	0.573	0.541	0.464	badalada
chimera	0.292	0.582	0.372	quimera
chimes	0.625	0.490	0.402	badaladas
chimney	0.583	0.286	0.225	cheminea
chimp	0.394	0.588	0.345	chimpancé
chimpanzee	0.500	0.633	0.387	chimpancé
chin	0.571	0.310	0.269	queixo
china	0.561	0.443	0.556	chinesa
chinchilla	0.480	0.450	0.286	chinchilla
chine	0.561	0.360	0.352	chine
chinook	0.408	0.497	0.491	chinook
chip	0.479	0.382	0.452	chip
chipmunk	0.573	0.562	0.409	esquilo
chipper	0.418	0.588	0.500	picadora
chipping	0.354	0.452	0.353	astillado
chiropractor	0.420	0.549	0.651	quiropráctico
chirp	0.469	0.602	0.365	piar
chirping	0.500	0.463	0.360	piar
chisel	0.469	0.404	0.452	cicel
chiseler	0.429	0.606	0.464	cincelador
chit	0.490	0.352	0.321	chit
chitchat	0.673	0.455	0.403	charla
chivalry	0.857	0.380	0.848	cabalería
chloride	0.265	0.387	0.474	cloruro
chlorine	0.306	0.327	0.332	cloro
chloroform	0.281	0.370	0.393	cloroformo
chocolate	0.885	0.480	0.418	chocolate
choice	0.745	0.520	0.664	elección
choir	0.704	0.298	0.473	coro
choke	0.167	0.788	0.676	atragantarse
cholera	0.020	0.867	0.507	cólera
cholesterol	0.198	0.583	0.398	colesterol
choose	0.615	0.542	0.648	escoller
choosing	0.719	0.529	0.689	escollendo
choosy	0.280	0.760	0.712	esixente
chop	0.250	0.655	0.467	cortar
chopper	0.594	0.560	0.509	picador
choppers	0.469	0.745	0.691	choppers
chopping	0.560	0.625	0.362	picar
chops	0.612	0.420	0.269	chuletas
choral	0.852	0.290	0.421	coral
chord	0.729	0.394	0.539	acorde
chords	0.639	0.406	0.388	acordes
chore	0.406	0.462	0.500	faena
choreographer	0.646	0.639	0.625	coreógrafo
choreography	0.812	0.750	0.547	coreografía
chorus	0.620	0.417	0.500	coro
chosen	0.865	0.449	0.833	escollido
chow	0.573	0.490	0.390	chow
chowder	0.510	0.324	0.241	sopa
christ	0.781	0.510	0.750	cristo
christen	0.673	0.356	0.588	bautizar
christening	0.725	0.382	0.650	bautizo
christmas	0.959	0.520	0.741	Nadal
christmasbreak	0.842	0.640	0.548	Nadal
christmaseve	0.812	0.491	0.463	Noiteboa
christmasspirit	0.867	0.602	0.575	espírito do Nadal
christmassy	0.875	0.698	0.602	navideño
christmastime	0.837	0.588	0.515	Nadal
chromatic	0.407	0.413	0.435	cromática
chromatography	0.480	0.537	0.535	cromatografía
chrome	0.582	0.373	0.421	cromo
chromium	0.458	0.404	0.447	cromo
chromosome	0.500	0.296	0.548	cromosoma
chronic	0.255	0.615	0.464	crónica
chronicle	0.427	0.571	0.586	crónica
chronograph	0.500	0.392	0.529	cronógrafo
