English Word	Valence	Arousal	Dominance	Norwegian Word
daemon	0.333	0.490	0.500	demon
daft	0.255	0.436	0.157	tåpelig
dagger	0.224	0.797	0.613	dolk
daily	0.653	0.347	0.473	daglig
dainty	0.604	0.284	0.424	lekkert
daiquiri	0.670	0.519	0.400	daiquiri
dairy	0.633	0.255	0.462	meieri
daisy	0.562	0.367	0.333	Tusenfryd
dak	0.510	0.417	0.424	dak
dale	0.622	0.270	0.365	dale
dam	0.250	0.553	0.394	demning
damage	0.059	0.726	0.403	skader
damaged	0.104	0.635	0.182	skadet
damages	0.082	0.760	0.310	skader
dame	0.694	0.480	0.500	dame
damn	0.073	0.784	0.431	faen
damnation	0.135	0.750	0.416	fordømmelse
damned	0.100	0.760	0.465	forbannet
damp	0.360	0.279	0.210	fuktig
dampened	0.271	0.422	0.336	fuktet
damper	0.459	0.378	0.473	demper
damsel	0.719	0.475	0.400	jente
dance	0.894	0.840	0.551	danse
dancer	0.740	0.768	0.545	danser
dancing	0.885	0.868	0.444	dans
dandruff	0.398	0.298	0.293	flass
dandy	0.673	0.520	0.630	dandy
danger	0.115	0.923	0.673	fare
dangerous	0.020	0.941	0.658	farlig
dangerously	0.082	0.930	0.564	farlig
dangit	0.396	0.606	0.358	Søren
dangle	0.362	0.469	0.375	dingle
dank	0.390	0.381	0.383	klam
dapper	0.770	0.560	0.698	dapper
dare	0.677	0.788	0.684	tør
daredevil	0.429	0.714	0.653	Våghals
daresay	0.540	0.451	0.490	våge å si
daring	0.583	0.840	0.711	dristig
dark	0.198	0.398	0.426	mørk
darken	0.250	0.471	0.382	mørkere
darkened	0.135	0.440	0.452	mørknet
darkly	0.219	0.548	0.443	mørkt
darkness	0.102	0.602	0.418	mørke
darkroom	0.188	0.627	0.423	mørkerom
darkside	0.102	0.690	0.365	mørk side
darling	0.885	0.370	0.608	Kjæreste
darn	0.115	0.765	0.418	Søren
dart	0.417	0.608	0.500	dart
dash	0.574	0.312	0.324	bindestrek
dashboard	0.510	0.371	0.595	dashbord
dashed	0.276	0.393	0.338	stiplet
dashing	0.612	0.627	0.799	flott
dastardly	0.208	0.688	0.270	elendig
data	0.500	0.250	0.426	data
database	0.604	0.286	0.644	database
date	0.604	0.231	0.400	Dato
datenight	0.708	0.637	0.518	stevnemøte kveld
daughter	0.908	0.415	0.455	datter
dawdle	0.479	0.464	0.357	dawle
dawn	0.827	0.235	0.519	soloppgang
dawned	0.694	0.471	0.473	gikk opp
day	0.719	0.269	0.389	dag
daybreak	0.802	0.358	0.474	daggry
daycare	0.776	0.481	0.360	barnehage
daydream	0.750	0.337	0.456	dagdrøm
daydreaming	0.776	0.360	0.479	dagdrømming
daylight	0.865	0.420	0.545	dagslys
daymade	0.646	0.450	0.417	daglaget
dayoff	0.760	0.368	0.377	fridag
daytime	0.750	0.324	0.454	dagtid
daze	0.245	0.735	0.329	fortumlet
dazed	0.300	0.697	0.277	fortumlet
dazzle	0.730	0.782	0.683	blende
dazzling	0.854	0.880	0.767	blendende
deacon	0.531	0.430	0.736	diakon
deactivate	0.235	0.447	0.392	deaktivere
dead	0.052	0.454	0.194	død
deadbeat	0.229	0.453	0.368	dødslag
deadline	0.214	0.615	0.460	frist
deadlines	0.406	0.769	0.411	frister
deadlock	0.170	0.418	0.323	vranglås
deadly	0.143	0.849	0.554	dødelig
deafening	0.281	0.835	0.482	øredøvende
deafness	0.125	0.413	0.219	døvhet
deal	0.719	0.599	0.543	avtale
dealer	0.799	0.615	0.683	forhandler
dealership	0.541	0.430	0.629	forhandler
dealing	0.724	0.415	0.598	handler
dealings	0.600	0.491	0.480	forretninger
dean	0.612	0.469	0.723	dekanus
dear	0.880	0.434	0.629	kjære
dearest	0.902	0.427	0.508	kjæreste
dearth	0.156	0.539	0.255	mangel
death	0.031	0.720	0.472	død
deathbed	0.051	0.652	0.311	dødsleie
deathly	0.073	0.771	0.682	dødelig
debacle	0.156	0.606	0.266	debakel
debased	0.219	0.529	0.170	fornedret
debatable	0.181	0.610	0.474	diskutabel
debate	0.408	0.691	0.683	debatt
debauchery	0.354	0.901	0.500	utskeielser
debenture	0.417	0.500	0.466	gjeldsbrev
debilitating	0.125	0.490	0.308	svekkende
debit	0.333	0.400	0.474	debet
debrief	0.247	0.343	0.549	debrief
debriefing	0.427	0.580	0.456	debriefing
debris	0.135	0.396	0.327	rester
debt	0.204	0.598	0.336	gjeld
debtor	0.219	0.546	0.160	debitor
debut	0.806	0.606	0.629	debut
debutante	0.771	0.627	0.454	debutant
decade	0.531	0.402	0.665	tiår
decadence	0.237	0.455	0.291	dekadanse
decadent	0.290	0.559	0.324	dekadent
decaf	0.480	0.324	0.353	koffeinfri
decanter	0.438	0.567	0.510	karaffel
decathlon	0.573	0.753	0.620	tikamp
decay	0.143	0.312	0.170	forfall
decayed	0.017	0.375	0.169	forfalt
decaying	0.073	0.510	0.214	råtnende
deceased	0.021	0.538	0.188	avdød
decedent	0.423	0.481	0.415	avdøde
deceit	0.020	0.696	0.343	bedrageri
deceitful	0.071	0.788	0.371	bedragersk
deceive	0.094	0.775	0.414	lure
deceived	0.059	0.673	0.302	bedratt
deceiving	0.099	0.636	0.426	lure
december	0.740	0.540	0.464	desember
decency	0.750	0.235	0.634	anstendighet
decent	0.823	0.296	0.653	skikkelig
deception	0.090	0.745	0.370	bedrag
deceptive	0.027	0.605	0.294	villedende
decide	0.656	0.540	0.855	Bestemme seg for
decidedly	0.750	0.480	0.843	bestemt
deciduous	0.385	0.353	0.282	løvfellende
decimal	0.507	0.259	0.305	desimal
decimeter	0.520	0.292	0.377	desimeter
decipher	0.417	0.630	0.652	tyde
decision	0.646	0.510	0.839	beslutning
decisive	0.740	0.509	0.935	avgjørende
deck	0.420	0.333	0.394	Dekk
declaration	0.551	0.590	0.714	erklæring
declaratory	0.635	0.582	0.673	deklaratorisk
declare	0.677	0.623	0.668	erklære
declination	0.250	0.549	0.311	deklinasjon
decline	0.173	0.491	0.240	avslå
declining	0.328	0.400	0.264	synkende
deco	0.625	0.274	0.356	deco
decode	0.551	0.510	0.640	dekode
decoder	0.562	0.340	0.686	dekoder
decompose	0.194	0.596	0.241	bryte ned
decomposed	0.073	0.442	0.231	dekomponert
decomposition	0.133	0.600	0.263	nedbrytning
decompress	0.438	0.430	0.509	dekomprimere
decompression	0.208	0.520	0.311	dekompresjon
decontamination	0.611	0.538	0.573	dekontaminering
decor	0.734	0.311	0.573	innredning
decorate	0.954	0.370	0.404	dekorere
decorating	0.863	0.548	0.462	dekorere
decoration	0.878	0.553	0.526	dekorasjon
decorative	0.908	0.460	0.381	dekorative
decorator	0.840	0.471	0.455	dekoratør
decorum	0.802	0.327	0.462	innredning
decoy	0.149	0.460	0.330	lokkemiddel
decrease	0.125	0.360	0.267	avta
decreased	0.224	0.271	0.170	redusert
decreasing	0.320	0.346	0.224	minkende
decree	0.552	0.478	0.746	dekret
decrement	0.255	0.427	0.373	nedgang
decrepit	0.156	0.490	0.225	avfeldig
decry	0.400	0.814	0.548	fordømme
decryption	0.459	0.445	0.600	dekryptering
dedicate	0.823	0.431	0.588	vie
dedication	0.867	0.471	0.682	dedikasjon
deduce	0.490	0.510	0.466	utlede
deduct	0.355	0.330	0.412	trekke fra
deductible	0.375	0.286	0.455	egenandel
deduction	0.438	0.462	0.527	fradrag
deed	0.520	0.320	0.592	skjøte
deejay	0.551	0.630	0.473	deejay
deem	0.594	0.529	0.690	anser
deep	0.490	0.473	0.657	dyp
deepen	0.625	0.530	0.776	utdype
deer	0.583	0.375	0.292	hjort
defamation	0.110	0.670	0.481	ærekrenkelse
defamatory	0.143	0.688	0.402	ærekrenkende
default	0.459	0.343	0.712	misligholde
defeat	0.092	0.500	0.224	nederlag
defeated	0.104	0.582	0.145	nedkjempet
defeatist	0.163	0.567	0.315	defaitistisk
defect	0.135	0.561	0.185	defekt
defection	0.146	0.594	0.330	avhopp
defective	0.122	0.580	0.274	defekt
defector	0.163	0.696	0.286	avhopper
defend	0.698	0.722	0.670	forsvare
defendant	0.250	0.710	0.491	anklagede
defended	0.663	0.451	0.582	forsvarte
defender	0.639	0.708	0.750	Forsvarer
defending	0.604	0.871	0.812	forsvare
defense	0.652	0.698	0.802	forsvar
defenseless	0.143	0.357	0.105	forsvarsløs
defensible	0.740	0.509	0.593	forsvarlig
defensive	0.542	0.640	0.678	defensiv
defer	0.245	0.459	0.317	utsette
deference	0.510	0.396	0.447	aktelse
deferral	0.765	0.542	0.327	utsettelse
deferring	0.343	0.500	0.413	utsette
defiance	0.333	0.780	0.760	trass
defiant	0.250	0.792	0.769	trassig
defibrillator	0.398	0.663	0.431	hjertestarter
deficiency	0.073	0.373	0.179	mangel
deficient	0.240	0.464	0.132	mangelfull
deficit	0.358	0.500	0.269	underskudd
define	0.688	0.415	0.632	definere
defined	0.670	0.214	0.646	definert
definite	0.708	0.292	0.741	bestemt
definition	0.573	0.375	0.579	definisjon
definitive	0.583	0.479	0.787	definitive
deflate	0.148	0.404	0.237	tømme luften
deflation	0.287	0.536	0.407	deflasjon
deflect	0.133	0.491	0.482	avlede
deflection	0.188	0.500	0.382	avbøyning
defloration	0.188	0.690	0.434	deflorering
deform	0.112	0.654	0.284	deformeres
deformed	0.198	0.435	0.308	deformert
deformity	0.160	0.569	0.241	misdannelse
defraud	0.175	0.635	0.314	bedra
defray	0.375	0.598	0.653	bekjempe
defrost	0.427	0.317	0.389	Tine
deft	0.719	0.575	0.849	dyktig
defunct	0.112	0.491	0.272	nedlagt
defuse	0.167	0.480	0.430	uskadeliggjøre
defy	0.353	0.884	0.657	trosse
degeneracy	0.143	0.720	0.298	degenerasjon
degenerate	0.069	0.724	0.264	degenerert
degeneration	0.245	0.578	0.371	degenerasjon
degradation	0.160	0.608	0.315	degradering
degrade	0.083	0.500	0.184	forringe
degraded	0.167	0.433	0.205	degradert
degrading	0.031	0.583	0.232	nedverdigende
degree	0.724	0.365	0.663	grad
dehydrated	0.310	0.685	0.212	dehydrert
dehydration	0.188	0.472	0.259	dehydrering
dejected	0.104	0.654	0.347	oppgitt
delay	0.204	0.510	0.162	forsinkelse
delayed	0.188	0.490	0.216	forsinket
delectable	0.781	0.642	0.718	deilig
delegate	0.612	0.491	0.658	delegat
delegation	0.562	0.431	0.609	delegasjon
delete	0.292	0.298	0.409	slette
deleterious	0.297	0.725	0.440	skadelig
deletion	0.062	0.506	0.462	sletting
deli	0.561	0.448	0.447	Deli
deliberate	0.551	0.654	0.682	tilsiktet
deliberation	0.561	0.678	0.596	overveielse
deliberative	0.392	0.552	0.573	deliberative
delicacy	0.812	0.279	0.336	delikatesse
delicate	0.583	0.294	0.366	delikat
delicatessen	0.656	0.474	0.400	delikatesseforretning
delicious	0.927	0.650	0.589	nydelig
delight	0.949	0.666	0.647	glede
delighted	0.938	0.664	0.685	glad
delightful	0.918	0.735	0.644	deilig
delineate	0.448	0.430	0.445	avgrense
delineation	0.521	0.402	0.314	avgrensning
delinquency	0.135	0.860	0.508	kriminalitet
delinquent	0.051	0.904	0.500	kriminell
delirious	0.219	0.774	0.538	delirisk
delirium	0.233	0.694	0.484	delirium
deliver	0.583	0.370	0.582	levere
deliverance	0.750	0.520	0.658	levering
delivery	0.704	0.461	0.786	leveranse
dell	0.458	0.380	0.453	dell
delta	0.551	0.343	0.509	delta
delude	0.143	0.627	0.353	bedrag
deluge	0.245	0.714	0.612	syndflod
delusion	0.344	0.647	0.400	vrangforestilling
delusional	0.219	0.745	0.327	vrangforestillinger
deluxe	0.792	0.612	0.755	deluxe
delve	0.469	0.529	0.684	utgrave
demand	0.292	0.673	0.500	kreve
demanding	0.396	0.750	0.828	krevende
demeaned	0.271	0.520	0.212	fornedret
demeaning	0.104	0.645	0.308	nedverdigende
demeanor	0.633	0.433	0.657	oppførsel
demented	0.088	0.787	0.309	dement
dementia	0.092	0.779	0.337	demens
demise	0.104	0.596	0.456	død
demo	0.510	0.314	0.423	demo
democracy	0.680	0.500	0.840	demokrati
democrat	0.582	0.400	0.755	demokrat
democratic	0.802	0.519	0.798	demokratisk
demographic	0.459	0.356	0.594	demografisk
demolish	0.125	0.632	0.700	rive
demolished	0.271	0.647	0.353	revet ned
demolition	0.133	0.827	0.541	riving
demon	0.037	0.908	0.509	demon
demonic	0.146	0.875	0.600	demonisk
demonstrable	0.735	0.471	0.749	påviselig
demonstrate	0.771	0.552	0.839	demonstrere
demonstrated	0.617	0.500	0.649	demonstrert
demonstrating	0.698	0.571	0.693	demonstrerer
demonstration	0.551	0.676	0.679	demonstrasjon
demonstrative	0.656	0.528	0.736	demonstrativt
demonstrator	0.520	0.598	0.733	demonstrant
demoralized	0.082	0.590	0.149	demoralisert
demos	0.418	0.370	0.368	demoer
demure	0.690	0.315	0.417	anstendig
den	0.510	0.347	0.398	hi
deniability	0.230	0.509	0.417	fornektelse
denial	0.194	0.435	0.318	benektelse
denied	0.188	0.604	0.333	nektet
denim	0.520	0.382	0.327	denim
denomination	0.490	0.363	0.429	kirkesamfunn
denominational	0.458	0.375	0.679	konfesjonelle
denominator	0.450	0.410	0.613	nevner
denote	0.448	0.471	0.534	betegne
denounce	0.083	0.780	0.426	fordømme
dense	0.354	0.343	0.536	tett
density	0.602	0.471	0.561	tetthet
dent	0.306	0.606	0.325	bulk
dental	0.573	0.404	0.463	tannlege
dentist	0.479	0.620	0.642	tannlege
dentistry	0.429	0.570	0.569	tannbehandling
dentists	0.364	0.600	0.582	tannleger
denunciation	0.146	0.830	0.561	oppsigelse
deny	0.316	0.667	0.321	benekte
denying	0.080	0.542	0.272	benektende
deodorant	0.480	0.265	0.269	deodorant
depart	0.398	0.480	0.444	reise
departed	0.245	0.536	0.391	dro
department	0.708	0.358	0.642	avdeling
departmental	0.612	0.422	0.446	avdeling
departure	0.573	0.500	0.426	avgang
depend	0.388	0.429	0.358	avhenge
dependable	0.880	0.357	0.741	pålitelig
dependant	0.357	0.404	0.451	avhengig
dependence	0.250	0.451	0.433	avhengighet
dependency	0.429	0.365	0.356	avhengighet
dependent	0.354	0.455	0.404	avhengig
depict	0.663	0.529	0.723	skildre
depicting	0.490	0.566	0.602	skildrer
depletion	0.153	0.370	0.236	uttømming
deplorable	0.135	0.657	0.230	beklagelig
deplore	0.135	0.575	0.373	beklager
deploy	0.500	0.520	0.585	utplassere
deployment	0.510	0.520	0.612	utplassering
deport	0.167	0.667	0.546	deportere
deportation	0.104	0.786	0.450	deportasjon
depose	0.286	0.420	0.451	avsette
deposit	0.540	0.379	0.483	innskudd
depositary	0.604	0.431	0.500	depositar
deposition	0.394	0.510	0.471	avsetning
depository	0.551	0.373	0.481	depot
depot	0.635	0.255	0.471	depot
depraved	0.031	0.837	0.395	fordervet
depravity	0.115	0.854	0.453	fordervelse
depreciate	0.270	0.623	0.445	avskrive
depreciated	0.135	0.672	0.250	avskrevet
depreciation	0.143	0.571	0.386	avskrivninger
depress	0.219	0.635	0.528	deprimere
depressed	0.024	0.445	0.136	deprimert
depressing	0.146	0.559	0.216	deprimerende
depression	0.031	0.520	0.232	depresjon
depressive	0.143	0.434	0.202	depressive
depresson	0.135	0.400	0.308	depresjon
deprivation	0.194	0.610	0.413	deprivasjon
deprive	0.271	0.591	0.340	frarøve
deprived	0.354	0.506	0.536	fratatt
depth	0.708	0.561	0.759	dybde
deputy	0.429	0.530	0.787	stedfortreder
derail	0.108	0.802	0.375	spore av
deranged	0.376	0.868	0.357	forvirret
derelict	0.208	0.470	0.237	forlatt
derision	0.265	0.670	0.292	hån
derivation	0.521	0.519	0.644	avledning
derivative	0.541	0.491	0.508	derivat
derive	0.396	0.324	0.360	utlede
dermal	0.385	0.406	0.443	dermal
dermatologist	0.531	0.358	0.528	hudlege
dermatology	0.422	0.500	0.556	dermatologi
derogation	0.208	0.460	0.327	unntak
derogatory	0.122	0.580	0.404	nedsettende
descend	0.385	0.535	0.231	gå ned
descendant	0.684	0.420	0.625	etterkommer
descendent	0.391	0.480	0.565	etterkommer
descending	0.219	0.493	0.250	synkende
descent	0.300	0.402	0.158	avstamning
describe	0.542	0.472	0.555	beskrive
description	0.582	0.425	0.596	beskrivelse
descriptive	0.667	0.352	0.570	beskrivende
desecrate	0.255	0.806	0.509	vanhellige
desecration	0.125	0.833	0.564	vanhelligelse
desert	0.469	0.279	0.389	ørken
deserted	0.156	0.480	0.214	forlatt
deserter	0.122	0.710	0.366	desertør
desertion	0.122	0.630	0.289	desertering
deserve	0.802	0.436	0.613	fortjene
deserved	0.781	0.582	0.689	fortjent
deserving	0.802	0.596	0.858	fortjent
design	0.796	0.327	0.632	design
designate	0.531	0.538	0.683	utpeke
designated	0.500	0.412	0.616	utpekt
designation	0.612	0.571	0.675	betegnelse
designed	0.745	0.380	0.595	designet
designer	0.875	0.519	0.670	designer
designing	0.792	0.355	0.552	designe
desirability	0.684	0.550	0.675	ønskelighet
desirable	0.740	0.735	0.750	ønskelig
desire	0.896	0.692	0.647	ønske
desiring	0.814	0.821	0.632	ønsker
desirous	0.719	0.824	0.562	ønskelig
desist	0.220	0.358	0.291	avstå
desk	0.510	0.135	0.422	skrivebord
desolate	0.104	0.320	0.228	øde
desolation	0.073	0.481	0.273	øde
despair	0.115	0.794	0.245	fortvilelse
despairing	0.073	0.735	0.286	fortvilet
despatch	0.448	0.400	0.613	forsendelse
desperado	0.260	0.745	0.361	desperado
desperate	0.083	0.842	0.337	desperat
desperation	0.125	0.904	0.419	desperasjon
despicable	0.146	0.710	0.255	avskyelig
despise	0.167	0.745	0.296	forakte
despondent	0.133	0.378	0.221	fortvilet
despotic	0.141	0.824	0.592	despotisk
despotism	0.255	0.696	0.620	despotisme
dessert	0.755	0.491	0.404	dessert
destination	0.708	0.471	0.637	mål
destined	0.698	0.462	0.617	skjebnebestemt
destiny	0.781	0.413	0.611	skjebne
destitute	0.130	0.451	0.222	nødlidende
destroy	0.046	0.935	0.635	ødelegge
destroyed	0.031	0.696	0.288	ødelagt
destroyer	0.083	0.830	0.543	ødelegger
destroying	0.041	0.828	0.660	ødelegger
destruct	0.071	0.868	0.525	ødelegge
destruction	0.102	0.929	0.613	ødeleggelse
destructive	0.177	0.870	0.713	ødeleggende
detach	0.357	0.625	0.450	løsne
detached	0.280	0.396	0.216	frakoblet
detachment	0.243	0.700	0.443	løsrivelse
detail	0.514	0.406	0.528	detalj
detailed	0.603	0.314	0.472	detaljert
details	0.583	0.367	0.481	detaljer
detain	0.351	0.345	0.430	holde tilbake
detainee	0.306	0.510	0.321	internert
detect	0.531	0.520	0.565	oppdage
detectable	0.479	0.539	0.649	påviselig
detection	0.708	0.567	0.538	gjenkjenning
detective	0.500	0.764	0.901	detektiv
detector	0.459	0.630	0.724	detektor
detention	0.265	0.698	0.562	fengsling
deter	0.344	0.537	0.567	avskrekke
detergent	0.458	0.304	0.426	vaskemiddel
deteriorate	0.083	0.471	0.202	forverres
deteriorated	0.053	0.549	0.237	forverret seg
deteriorating	0.104	0.459	0.112	forverres
deterioration	0.130	0.512	0.283	forverring
determinable	0.625	0.565	0.723	bestemmelig
determinate	0.630	0.314	0.772	bestemme
determination	0.776	0.725	0.795	besluttsomhet
determine	0.612	0.368	0.776	fastslå
determined	0.760	0.528	0.673	fast bestemt
deterrent	0.292	0.461	0.385	avskrekkende
detest	0.083	0.800	0.492	avsky
detestation	0.177	0.637	0.412	avsky
detonate	0.375	0.850	0.696	detonere
detonation	0.167	0.931	0.741	detonasjon
detonator	0.207	0.875	0.750	detonator
detour	0.398	0.539	0.309	omvei
detract	0.344	0.438	0.368	forringe
detriment	0.281	0.538	0.263	skade
detrimental	0.203	0.679	0.387	skadelig
detritus	0.276	0.353	0.363	detritus
deuce	0.479	0.338	0.425	toer
deutschmark	0.439	0.431	0.509	tyskmark
devalued	0.321	0.462	0.212	devaluert
devastate	0.021	0.796	0.509	ødelegge
devastated	0.120	0.544	0.264	ødelagt
devastating	0.104	0.856	0.419	ødeleggende
devastation	0.090	0.904	0.472	ødeleggelse
develop	0.771	0.670	0.821	utvikle
developer	0.844	0.653	0.864	utvikler
developing	0.833	0.587	0.714	utvikle seg
development	0.827	0.500	0.796	utvikling
deviant	0.094	0.589	0.398	avvikende
deviate	0.173	0.562	0.269	avvike
deviating	0.354	0.634	0.536	avvikende
deviation	0.105	0.513	0.336	avvik
device	0.562	0.404	0.627	enhet
devil	0.161	0.900	0.611	djevel
deviled	0.347	0.559	0.358	djevelsk
devilish	0.073	0.865	0.490	djevelsk
devious	0.250	0.519	0.259	utspekulert
devise	0.551	0.557	0.670	tenke ut
devoid	0.219	0.436	0.300	fri
devolution	0.345	0.434	0.425	devolusjon
devolve	0.367	0.427	0.596	devolvere
devote	0.802	0.490	0.642	vie
devoted	0.867	0.320	0.698	hengiven
devotee	0.816	0.461	0.577	hengiven
devotion	0.802	0.561	0.673	hengivenhet
devotional	0.740	0.394	0.655	andakt
devour	0.344	0.888	0.574	sluke
devout	0.620	0.357	0.464	troende
dew	0.604	0.225	0.464	dugg
dexter	0.458	0.473	0.444	dexter
dexterity	0.771	0.673	0.864	fingerferdighet
dextrose	0.333	0.402	0.323	dekstrose
diabetes	0.051	0.472	0.279	diabetes
diabetic	0.125	0.269	0.237	diabetiker
diabolical	0.102	0.912	0.456	diabolisk
diagnose	0.378	0.520	0.714	diagnostisere
diagnosis	0.571	0.500	0.819	diagnose
diagnostic	0.417	0.483	0.635	diagnostisk
diagnostics	0.540	0.440	0.750	diagnostikk
diagonal	0.500	0.343	0.410	diagonal
diagram	0.562	0.357	0.445	diagram
dial	0.620	0.427	0.596	slå
dialect	0.635	0.422	0.526	dialekt
dialectic	0.510	0.540	0.638	dialektikk
dialogue	0.599	0.441	0.625	dialog
dialysis	0.194	0.567	0.407	dialyse
diameter	0.427	0.298	0.483	diameter
diamond	0.910	0.606	0.769	diamant
diamonds	0.927	0.684	0.917	diamanter
diaper	0.409	0.274	0.155	bleie
diaphragm	0.459	0.337	0.517	diafragma
diarrhea	0.092	0.684	0.143	diaré
diarrhoea	0.038	0.692	0.250	diaré
diary	0.698	0.292	0.464	dagbok
diatribe	0.354	0.569	0.409	diatribe
dib	0.479	0.370	0.344	dib
dibs	0.510	0.410	0.391	dibs
dice	0.458	0.441	0.264	terning
dicey	0.290	0.833	0.727	tøff
dichotomous	0.365	0.452	0.538	dikotomisk
dichotomy	0.323	0.482	0.483	dikotomi
dick	0.208	0.500	0.462	pikk
dickhead	0.115	0.608	0.284	pikkhode
dicks	0.310	0.694	0.358	pikk
dictate	0.480	0.423	0.668	diktere
dictation	0.255	0.378	0.627	diktat
dictator	0.073	0.760	0.862	diktator
dictatorial	0.204	0.770	0.840	diktatorisk
dictatorship	0.082	0.806	0.784	diktatur
diction	0.439	0.373	0.679	diksjon
dictionary	0.620	0.250	0.598	ordbok
dictum	0.385	0.510	0.528	dictum
didactic	0.645	0.480	0.673	didaktisk
diddle	0.429	0.566	0.393	diddle
die	0.031	0.765	0.259	dø
died	0.021	0.650	0.327	døde
diesel	0.490	0.327	0.448	diesel
diet	0.429	0.235	0.398	kosthold
dietary	0.551	0.220	0.261	kosttilskudd
differ	0.230	0.398	0.396	avvike
difference	0.474	0.560	0.483	forskjell
differences	0.365	0.582	0.342	forskjeller
different	0.612	0.394	0.473	forskjellig
differential	0.520	0.378	0.535	differensial
differentiation	0.367	0.561	0.535	differensiering
differently	0.480	0.431	0.506	annerledes
differing	0.418	0.410	0.455	forskjellig
difficult	0.235	0.700	0.508	vanskelig
difficulties	0.082	0.784	0.357	vanskeligheter
difficulty	0.079	0.740	0.368	vanskelighet
diffuse	0.430	0.431	0.321	diffuse
diffusion	0.356	0.615	0.517	diffusjon
dig	0.367	0.585	0.637	grave
digest	0.720	0.413	0.483	fordøye
digestion	0.531	0.410	0.455	fordøyelse
digestive	0.542	0.413	0.434	fordøyelsen
digit	0.447	0.286	0.333	siffer
digital	0.740	0.382	0.529	digital
dignified	0.766	0.481	0.635	verdig
dignify	0.854	0.588	0.735	verdige
dignity	0.844	0.391	0.873	verdighet
digress	0.271	0.625	0.411	digresjon
