English Word	Valence	Arousal	Dominance	Georgian Word
credible	0.917	0.441	0.750	სანდო
credit	0.673	0.549	0.648	საკრედიტო
credit card	0.670	0.550	0.640	საკრედიტო ბარათი
creditable	0.802	0.510	0.742	საკრედიტო
credited	0.781	0.390	0.691	დაკრედიტდება
crediting	0.673	0.550	0.741	დაკრედიტება
creditor	0.479	0.594	0.689	კრედიტორი
creed	0.573	0.245	0.544	სარწმუნოება
creek	0.552	0.392	0.330	ნაკადი
creep	0.354	0.647	0.361	მიპარვა
creeper	0.429	0.558	0.366	მცოცავი
creeping	0.292	0.613	0.282	მცოცავი
creepy	0.125	0.861	0.373	შემზარავი
cremation	0.084	0.620	0.420	კრემაცია
creole	0.667	0.357	0.523	კრეოლური
crepe	0.562	0.224	0.349	კრეპი
crescendo	0.760	0.575	0.594	კრეშჩენდო
crescent	0.698	0.382	0.407	ნახევარმთვარე
crest	0.458	0.333	0.333	გერბი
crestfallen	0.235	0.346	0.175	crestfallen
cretin	0.265	0.583	0.312	კრეტინი
cretins	0.094	0.741	0.328	კრეტინები
crevice	0.361	0.471	0.275	ნაპრალი
crew	0.604	0.598	0.735	ეკიპაჟი
crewman	0.602	0.580	0.548	ეკიპაჟის წევრი
crib	0.653	0.240	0.407	საწოლი
cricket	0.423	0.539	0.370	კრიკეტი
cried	0.167	0.612	0.254	ტიროდა
crime	0.071	0.943	0.630	დანაშაული
criminal	0.021	0.830	0.529	დამნაშავე
criminality	0.122	0.863	0.580	კრიმინალი
crimp	0.260	0.557	0.396	დაჭიმვა
crimson	0.667	0.385	0.370	ჟოლოსფერი
cringe	0.245	0.840	0.377	შეჭმუხნული
cripple	0.094	0.392	0.161	ინვალიდი
crippled	0.035	0.358	0.236	დაშალეს
crippling	0.156	0.598	0.391	დამღუპველი
crisis	0.208	0.811	0.431	კრიზისი
crisp	0.776	0.692	0.508	ხრაშუნა
crispy	0.656	0.550	0.509	ხრაშუნა
criterion	0.396	0.410	0.736	კრიტერიუმი
critic	0.264	0.604	0.686	კრიტიკოსი
critical	0.312	0.802	0.545	კრიტიკული
criticise	0.073	0.700	0.452	აკრიტიკებენ
criticism	0.115	0.563	0.505	კრიტიკა
criticize	0.143	0.708	0.473	აკრიტიკებენ
criticized	0.240	0.600	0.311	გააკრიტიკეს
critique	0.302	0.760	0.537	კრიტიკა
critter	0.542	0.539	0.482	არსება
croak	0.337	0.346	0.298	ყიყინი
croc	0.327	0.452	0.451	კროსი
crock	0.385	0.412	0.421	ჭურჭელი
crockery	0.552	0.216	0.327	ჭურჭელი
crocodile	0.344	0.708	0.610	ნიანგი
croft	0.531	0.429	0.421	croft
croissant	0.745	0.330	0.430	კრუასანი
crook	0.171	0.765	0.550	თაღლითი
crooked	0.146	0.594	0.305	მრუდე
crop	0.615	0.260	0.500	მოსავალი
croquet	0.551	0.519	0.407	კროკეტი
cross	0.448	0.321	0.569	ჯვარი
cross country	0.531	0.441	0.529	ჯვარი ქვეყანა
crossbow	0.344	0.598	0.560	არბალეტი
crossed	0.431	0.490	0.508	გადაკვეთა
crossfire	0.316	0.896	0.722	ჯვარედინი ცეცხლი
crossing	0.549	0.349	0.451	გადაკვეთა
crossover	0.559	0.550	0.500	კროსოვერი
crosswalk	0.557	0.441	0.380	გადასასვლელი
crossword	0.611	0.423	0.455	კროსვორდი
crotch	0.521	0.637	0.447	crotch
crouch	0.281	0.606	0.312	კრაუჩი
crouched	0.333	0.363	0.279	ჩახრილი
crouching	0.261	0.429	0.345	ჩახშობა
croupier	0.531	0.519	0.404	კრუპიე
crow	0.224	0.439	0.363	ყვავი
crowbar	0.406	0.531	0.386	კვერთხი
crowd	0.350	0.827	0.731	ბრბო
crowded	0.694	0.286	0.585	ხალხმრავალი
crowds	0.469	0.723	0.806	ხალხმრავლობა
crown	0.708	0.572	0.737	გვირგვინი
crowning	0.773	0.594	0.831	გვირგვინი
crucial	0.541	0.657	0.777	გადამწყვეტი
cruciate	0.429	0.435	0.585	ჯვარედინი
crucifix	0.469	0.480	0.510	ჯვარცმა
crucifixion	0.135	0.857	0.541	ჯვარცმა
crucify	0.146	0.878	0.573	ჯვარს აცვეს
crud	0.312	0.330	0.444	ნედლი
crude	0.198	0.402	0.357	ნედლი
cruel	0.122	0.866	0.391	სასტიკი
cruelly	0.146	0.790	0.471	სასტიკად
cruelty	0.092	0.836	0.536	სისასტიკე
cruise	0.740	0.442	0.683	კრუიზი
cruise ship	0.878	0.650	0.500	საკრუიზო გემი
cruiser	0.737	0.490	0.608	კრეისერი
cruising	0.886	0.580	0.560	კრუიზინგი
crumb	0.417	0.255	0.216	crumb
crumble	0.333	0.480	0.423	დამსხვრევა
crumbling	0.167	0.696	0.308	დამსხვრეული
crummy	0.125	0.531	0.224	ხრაშუნა
crunch	0.292	0.630	0.406	კრუნჩხვა
crunchy	0.625	0.560	0.539	ხრაშუნა
crusade	0.592	0.720	0.709	ჯვაროსნული ლაშქრობა
crusader	0.439	0.588	0.548	ჯვაროსანი
crush	0.271	0.676	0.582	დამსხვრევა
crushed	0.167	0.647	0.300	დამსხვრეული
crusher	0.271	0.709	0.598	გამანადგურებელი
crushing	0.219	0.755	0.411	გამანადგურებელი
crust	0.542	0.337	0.456	ქერქი
crusty	0.625	0.531	0.473	ქერქი
crutch	0.302	0.294	0.302	ყავარჯენი
crux	0.469	0.558	0.519	კრუქსი
cry	0.133	0.627	0.255	ტირილი
crybaby	0.375	0.702	0.311	ტირილი
crying	0.153	0.704	0.208	ტირილით
crypt	0.156	0.431	0.386	საძვალე
cryptic	0.296	0.516	0.474	საიდუმლოებით მოცული
cryptography	0.490	0.415	0.650	კრიპტოგრაფია
crystal	0.618	0.270	0.508	ბროლის
crystalline	0.765	0.235	0.534	კრისტალური
crystallization	0.600	0.449	0.565	კრისტალიზაცია
cub	0.646	0.382	0.284	ბელი
cubby	0.354	0.385	0.360	კუბი
cube	0.469	0.226	0.274	კუბი
cubic	0.458	0.306	0.407	კუბური
cubicle	0.479	0.343	0.417	კაბინეტი
cuckold	0.210	0.573	0.230	ყაჩაღობა
cuckoo	0.420	0.459	0.284	გუგული
cucumber	0.490	0.235	0.237	კიტრი
cuddle	0.885	0.559	0.475	ჩახუტება
cuddled	0.906	0.547	0.567	ჩაეხუტა
cuddles	0.847	0.382	0.500	ჩახუტება
cuddling	0.917	0.562	0.433	ჩახუტება
cue	0.521	0.433	0.484	მინიშნება
cuff	0.469	0.453	0.387	მანჟეტი
cuisine	0.714	0.365	0.390	სამზარეულო
culinary	0.654	0.443	0.519	კულინარიული
cull	0.365	0.702	0.464	ამოღება
culminate	0.667	0.550	0.602	კულმინაციას
culmination	0.656	0.586	0.695	კულმინაცია
culpability	0.112	0.745	0.368	ბრალდება
culpable	0.140	0.700	0.319	დამნაშავე
culprit	0.062	0.676	0.333	დამნაშავე
cult	0.448	0.535	0.648	საკულტო
cultivate	0.708	0.410	0.598	ამუშავებენ
cultivated	0.837	0.343	0.564	გაშენებული
cultivation	0.625	0.324	0.462	გაშენება
cultural	0.802	0.390	0.623	კულტურული
culture	0.753	0.304	0.675	კულტურა
cultured	0.635	0.429	0.625	კულტურული
culvert	0.337	0.324	0.343	წყალგამტარი
cumbersome	0.259	0.623	0.292	უხერხული
cumulus	0.570	0.433	0.432	კუმულუსი
cunning	0.604	0.685	0.683	ეშმაკობა
cunt	0.135	0.673	0.377	ძუკნა
cup	0.615	0.167	0.231	ჭიქა
cupboard	0.553	0.200	0.304	კარადა
cupcake	0.656	0.333	0.344	კექსი
cupping	0.490	0.610	0.402	ჩასხმა
cur	0.440	0.519	0.460	განკურნება
curable	0.823	0.292	0.574	განკურნებადი
curate	0.726	0.418	0.526	კურატორი
curative	0.667	0.318	0.613	სამკურნალო
curator	0.688	0.389	0.688	კურატორი
curb	0.472	0.371	0.402	ასალაგმად
curd	0.542	0.442	0.278	ხაჭო
cure	0.719	0.377	0.623	განკურნება
curfew	0.219	0.618	0.623	კომენდანტის საათი
curiosity	0.750	0.755	0.463	ცნობისმოყვარეობა
curious	0.635	0.600	0.483	ცნობისმოყვარე
curl	0.385	0.452	0.351	დახვევა
curling	0.583	0.592	0.400	დახვევა
currency	0.583	0.418	0.592	ვალუტა
current	0.625	0.312	0.612	მიმდინარე
curriculum	0.708	0.306	0.620	სასწავლო გეგმა
curry	0.633	0.345	0.302	კარი
curse	0.033	0.720	0.375	წყევლა
cursed	0.083	0.783	0.393	დაწყევლილი
cursing	0.112	0.860	0.446	ლანძღვა
cursory	0.423	0.451	0.431	ზედაპირული
curt	0.245	0.610	0.452	ჭრელი
curtail	0.306	0.439	0.497	შეკვეცა
curtailment	0.230	0.578	0.431	შემცირება
curtain	0.698	0.278	0.304	ფარდა
curtains	0.615	0.123	0.342	ფარდები
curtsy	0.635	0.412	0.598	მორცხვი
curvature	0.417	0.367	0.447	გამრუდება
curve	0.480	0.375	0.307	მრუდი
curved	0.542	0.407	0.337	მოხრილი
curvilinear	0.480	0.575	0.411	მრუდი
cushion	0.653	0.221	0.292	ბალიში
cushy	0.823	0.283	0.395	მყუდრო
cusp	0.667	0.710	0.700	კუსპი
cuss	0.354	0.538	0.443	ცელქი
cussed	0.156	0.625	0.454	ლანძღავდა
custard	0.618	0.260	0.293	კრემისფერი
custodial	0.418	0.462	0.718	საპატიმრო
custodian	0.594	0.625	0.528	მეურვე
custody	0.494	0.472	0.675	მეურვეობა
custom	0.552	0.382	0.688	საბაჟო
customary	0.700	0.253	0.561	ჩვეულებითი
customer	0.562	0.430	0.673	მომხმარებელს
customized	0.625	0.504	0.590	მორგებული
cut	0.490	0.490	0.393	გაჭრა
cutaneous	0.365	0.370	0.328	კანის
cute	0.920	0.528	0.579	საყვარელი
cuticle	0.340	0.320	0.377	კუტიკულა
cutie	0.638	0.528	0.464	საყვარელი
cutlass	0.173	0.648	0.528	საჭრელი
cutlery	0.552	0.300	0.345	დანაჩანგალი
cutoff	0.432	0.510	0.518	მოჭრა
cutter	0.427	0.731	0.583	საჭრელი
cutters	0.197	0.653	0.491	საჭრელები
cutthroat	0.110	0.823	0.663	საჭრელი
cutting	0.448	0.375	0.536	ჭრის
cutting board	0.337	0.540	0.342	საჭრელი დაფა
cuttings	0.479	0.392	0.433	კალმები
cwt	0.500	0.410	0.384	cwt
cyanide	0.229	0.667	0.545	ციანიდი
cyberspace	0.677	0.594	0.611	კიბერსივრცე
cycle	0.635	0.400	0.533	ციკლი
cyclical	0.380	0.450	0.554	ციკლური
cyclist	0.684	0.582	0.576	ველოსიპედისტი
cyclone	0.416	0.796	0.673	ციკლონი
cylinder	0.459	0.324	0.447	ცილინდრი
cylindrical	0.458	0.294	0.414	ცილინდრული
cymbal	0.542	0.363	0.362	ციმბალი
cynic	0.135	0.632	0.473	ცინიკოსი
cynical	0.156	0.760	0.474	ცინიკური
cynicism	0.104	0.780	0.454	ცინიზმი
cyst	0.173	0.578	0.312	კისტა
cystic	0.314	0.481	0.400	კისტოზური
cytomegalovirus	0.186	0.657	0.443	ციტომეგალოვირუსი
cytoplasm	0.378	0.442	0.474	ციტოპლაზმა
czar	0.480	0.348	0.643	მეფე
dab	0.510	0.337	0.340	დაბნეულობა
dabble	0.550	0.530	0.491	დაბნეულობა
dabbling	0.562	0.726	0.676	მოფერება
