English Word	Valence	Arousal	Dominance	Marathi Word
boarder	0.604	0.440	0.475	बोर्डर
boarding	0.531	0.402	0.534	बोर्डिंग
boardroom	0.555	0.566	0.661	बोर्डरूम
boards	0.469	0.270	0.524	बोर्ड
boardwalk	0.643	0.481	0.549	बोर्डवॉक
boast	0.520	0.586	0.569	बढाई मारणे
boastful	0.490	0.806	0.695	बढाईखोर
boasting	0.417	0.620	0.602	बढाई मारणे
boat	0.516	0.420	0.554	बोट
boathouse	0.592	0.380	0.404	बोटहाऊस
boating	0.638	0.613	0.557	नौकाविहार
boatload	0.365	0.415	0.485	बोटलोड
boatman	0.592	0.573	0.562	नाविक
bobbin	0.429	0.472	0.353	बॉबिन
bobcat	0.562	0.490	0.529	बॉबकट
bobsled	0.667	0.613	0.325	bobsled
bode	0.344	0.406	0.411	bode
bodega	0.573	0.307	0.398	बोडेगा
bodice	0.390	0.471	0.386	चोळी
bodily	0.594	0.481	0.557	शारीरिक
body	0.694	0.461	0.571	शरीर
bodyguard	0.510	0.710	0.754	अंगरक्षक
bog	0.302	0.361	0.365	दलदल
bogey	0.380	0.519	0.368	बोगी
bogeyman	0.388	0.708	0.517	बोगीमॅन
bogus	0.219	0.353	0.144	बोगस
bohemian	0.622	0.500	0.407	बोहेमियन
boil	0.417	0.684	0.433	उकळणे
boiler	0.561	0.590	0.509	बॉयलर
boilerplate	0.398	0.519	0.387	बॉयलरप्लेट
boiling	0.302	0.690	0.526	उकळणे
boisterous	0.385	0.806	0.565	उद्दाम
bold	0.490	0.271	0.483	धीट
boldness	0.806	0.684	0.814	धाडस
bollocks	0.448	0.471	0.327	bollocks
bolster	0.708	0.471	0.569	बळ देणारा
bolt	0.354	0.363	0.426	बोल्ट
bolus	0.426	0.491	0.352	बोलस
bomb	0.167	0.912	0.750	बॉम्ब
bombard	0.156	0.961	0.777	भडिमार
bombardier	0.240	0.863	0.787	बॉम्बर्डियर
bombardment	0.146	0.959	0.742	भडिमार
bombed	0.051	0.851	0.627	बॉम्बस्फोट
bomber	0.125	0.837	0.810	बॉम्बर
bombers	0.173	0.920	0.787	बॉम्बर
bombing	0.167	0.963	0.732	बॉम्बस्फोट
bombshell	0.327	0.868	0.693	बॉम्बफेक
bonanza	0.875	0.410	0.683	बोनान्झा
bonbon	0.865	0.551	0.446	बोनबोन
bond	0.667	0.519	0.630	बंध
bondage	0.146	0.705	0.355	बंधन
bonding	0.594	0.442	0.509	बाँडिंग
bonds	0.740	0.472	0.583	बंध
bondsman	0.469	0.497	0.675	दास
bone	0.337	0.370	0.413	हाड
bonehead	0.337	0.521	0.518	बोनहेड
boner	0.344	0.612	0.393	बोनर
bones	0.281	0.343	0.358	हाडे
bonfire	0.480	0.719	0.473	आग
bong	0.333	0.566	0.375	bong
bonkers	0.306	0.847	0.278	बोंकर्स
bonne	0.448	0.395	0.362	बोन
bonnet	0.406	0.509	0.473	बोनेट
bonny	0.561	0.404	0.444	बोनी
bonsai	0.714	0.235	0.375	बोन्साय
bonus	0.857	0.620	0.682	बोनस
bony	0.445	0.462	0.330	हाड
boo	0.153	0.676	0.309	बू
boob	0.694	0.600	0.392	स्तन
booby	0.396	0.423	0.185	बूबी
booger	0.399	0.537	0.427	booger
boogeyman	0.292	0.559	0.567	बूगीमॅन
boogie	0.590	0.543	0.400	बूगी
book	0.802	0.210	0.606	पुस्तक
bookcase	0.553	0.221	0.490	बुककेस
bookie	0.344	0.633	0.618	बुकी
booking	0.708	0.503	0.583	बुकिंग
bookish	0.604	0.236	0.430	पुस्तकी
bookkeeper	0.480	0.363	0.468	बुककीपर
bookkeeping	0.520	0.214	0.592	लेखाजोखा
booklet	0.510	0.270	0.351	पुस्तिका
bookmaker	0.583	0.804	0.633	बुकमेकर
bookmark	0.543	0.441	0.415	बुकमार्क
books	0.729	0.115	0.430	पुस्तके
bookseller	0.583	0.317	0.456	पुस्तक विक्रेता
bookshop	0.688	0.291	0.389	पुस्तकांचे दुकान
bookstore	0.771	0.180	0.503	पुस्तकांचे दुकान
bookworm	0.563	0.337	0.316	पुस्तकी किडा
boom	0.604	0.655	0.731	बूम
boomer	0.480	0.539	0.441	बुमर
boomerang	0.531	0.625	0.500	बूमरँग
booming	0.688	0.554	0.661	भरभराट
boon	0.878	0.294	0.642	वरदान
boooo	0.271	0.549	0.255	boooo
boost	0.865	0.730	0.750	चालना
booster	0.755	0.600	0.800	बूस्टर
boot	0.438	0.650	0.625	बूट
booth	0.531	0.400	0.310	बूथ
bootleg	0.357	0.519	0.466	bootleg
bootlegger	0.354	0.649	0.541	बुटलेगर
boots	0.602	0.255	0.350	बूट
booty	0.663	0.587	0.784	लूट
booze	0.265	0.745	0.431	मद्य
bop	0.429	0.490	0.426	bop
bopper	0.398	0.530	0.385	बोपर
border	0.406	0.382	0.424	सीमा
bordering	0.643	0.382	0.438	सीमा
borderline	0.449	0.520	0.490	सीमारेषा
bore	0.417	0.440	0.455	कंटाळवाणे
boreal	0.582	0.348	0.400	बोरियल
bored	0.153	0.167	0.196	कंटाळा
boredom	0.167	0.139	0.255	कंटाळवाणेपणा
borer	0.302	0.549	0.578	बोअरर
boring	0.194	0.217	0.125	कंटाळवाणा
born	0.865	0.509	0.591	जन्म
boron	0.441	0.370	0.375	बोरॉन
borough	0.429	0.343	0.380	बरो
borrow	0.398	0.573	0.282	कर्ज घेणे
borrower	0.439	0.423	0.763	कर्जदार
bosom	0.612	0.588	0.404	छाती
boss	0.310	0.627	0.954	बॉस
bossy	0.240	0.824	0.750	बॉसी
boston	0.643	0.380	0.580	बोस्टन
botanical	0.660	0.259	0.491	वनस्पतिशास्त्रीय
botanist	0.651	0.240	0.456	वनस्पतिशास्त्रज्ञ
botany	0.604	0.201	0.500	वनस्पतिशास्त्र
bother	0.208	0.780	0.370	त्रास देणे
bothering	0.208	0.764	0.449	त्रासदायक
bottle	0.469	0.236	0.336	बाटली
bottleneck	0.284	0.471	0.287	अडचण
bottling	0.365	0.333	0.370	बाटली भरणे
bottom	0.417	0.370	0.291	तळाशी
bottomless	0.310	0.470	0.368	अथांग
botulism	0.292	0.575	0.386	बोटुलिझम
boulder	0.461	0.309	0.531	बोल्डर
bounce	0.375	0.633	0.386	उसळी
bouncer	0.490	0.653	0.655	बाउंसर
bouncy	0.562	0.565	0.429	उछाल
bound	0.417	0.667	0.310	बद्ध
boundary	0.561	0.427	0.518	सीमा
boundless	0.684	0.642	0.652	अमर्याद
bounds	0.378	0.426	0.604	सीमा
bountiful	0.854	0.596	0.759	उदंड
bounty	0.760	0.755	0.833	इनाम
bouquet	0.724	0.352	0.306	पुष्पगुच्छ
bourbon	0.602	0.490	0.517	बोर्बन
bourgeois	0.439	0.593	0.682	बुर्जुआ
bourgeoisie	0.357	0.417	0.767	भांडवलदार
bourse	0.530	0.230	0.336	भांडवल
bout	0.208	0.808	0.679	चढाओढ
boutique	0.745	0.490	0.441	बुटीक
bouttime	0.588	0.373	0.410	बाउटटाइम
bovine	0.449	0.255	0.353	बोवाइन
bow	0.530	0.306	0.408	धनुष्य
bowed	0.410	0.418	0.368	नमन केले
bowel	0.306	0.417	0.391	आतडी
bowels	0.194	0.448	0.362	आतडी
bowl	0.625	0.377	0.358	वाटी
bowler	0.552	0.633	0.481	गोलंदाज
bowling	0.656	0.431	0.309	गोलंदाजी
bowls	0.551	0.280	0.277	वाट्या
box	0.500	0.179	0.312	बॉक्स
boxcar	0.420	0.469	0.421	बॉक्सकार
boxer	0.490	0.810	0.802	बॉक्सर
boxers	0.375	0.880	0.654	बॉक्सर
boxing	0.427	0.854	0.645	बॉक्सिंग
boycott	0.112	0.690	0.505	बहिष्कार
boyfriend	0.781	0.604	0.547	प्रियकर
boyhood	0.729	0.745	0.500	बालपण
boyish	0.698	0.562	0.462	बालिश
boysenberry	0.646	0.409	0.475	boysenberry
bozo	0.388	0.364	0.298	बोझो
bra	0.672	0.529	0.509	ब्रा
brace	0.610	0.385	0.364	ब्रेस
bracelet	0.776	0.340	0.322	ब्रेसलेट
braces	0.500	0.337	0.568	ब्रेसेस
brachial	0.388	0.363	0.464	ब्रेकियल
bracket	0.490	0.350	0.682	कंस
brackets	0.573	0.281	0.435	कंस
brackish	0.469	0.368	0.421	खारा
brad	0.490	0.385	0.402	ब्रॅड
brag	0.347	0.545	0.578	बढाई मारणे
braid	0.427	0.222	0.216	वेणी
brain	0.667	0.441	0.823	मेंदू
brainless	0.138	0.310	0.224	मेंदूहीन
brains	0.663	0.557	0.722	मेंदू
brainstorm	0.794	0.784	0.636	विचारमंथन
brainwash	0.198	0.647	0.481	ब्रेनवॉश
brainy	0.708	0.520	0.648	मेंदू
brake	0.312	0.481	0.310	ब्रेक
bran	0.688	0.433	0.483	कोंडा
branch	0.538	0.206	0.250	शाखा
branching	0.520	0.422	0.472	शाखा
brand	0.562	0.284	0.547	ब्रँड
brandy	0.600	0.590	0.487	ब्रँडी
brash	0.360	0.814	0.552	तुटपुंजा
brass	0.500	0.320	0.490	पितळ
brass knuckle	0.406	0.449	0.518	पितळी पोर
brassiere	0.510	0.469	0.336	ब्रेसीअर
brat	0.312	0.440	0.231	ब्रॅट
bratwurst	0.510	0.490	0.464	ब्रॅटवर्स्ट
bravado	0.479	0.510	0.527	धाडसी
brave	0.837	0.750	0.917	धाडसी
bravery	0.898	0.745	0.868	शौर्य
brawl	0.104	0.938	0.603	भांडण
brawn	0.438	0.402	0.544	ब्राऊन
brazen	0.292	0.640	0.518	निर्लज्ज
breach	0.177	0.745	0.423	उल्लंघन
bread	0.660	0.314	0.342	ब्रेड
breadth	0.667	0.490	0.644	रुंदी
break	0.610	0.265	0.370	खंडित
breakable	0.194	0.667	0.408	मोडण्यायोग्य
breakaway	0.479	0.802	0.519	खंडित
breakdown	0.365	0.423	0.361	यंत्रातील बिघाड
breaker	0.323	0.527	0.520	तोडणारा
breakers	0.469	0.588	0.439	तोडणारे
breakfast	0.885	0.330	0.429	नाश्ता
breaking and entering	0.418	0.729	0.500	तोडणे आणि प्रवेश करणे
breakingnews	0.500	0.552	0.607	ठळक बातम्या
breakneck	0.254	0.833	0.604	भयंकर
breakthrough	0.680	0.525	0.718	घुसखोरी
breakup	0.250	0.720	0.357	ब्रेकअप
breast	0.753	0.429	0.500	स्तन
breath	0.684	0.392	0.451	श्वास
breathe	0.833	0.373	0.518	श्वास घेणे
breather	0.624	0.471	0.388	श्वास
breathless	0.323	0.490	0.222	धाप लागणे
breathtaking	0.936	0.792	0.921	चित्तथरारक
breech	0.500	0.637	0.422	ब्रीच
breeches	0.365	0.457	0.333	ब्रीच
breed	0.490	0.441	0.578	जाती
breeder	0.645	0.481	0.605	ब्रीडर
breeding	0.667	0.481	0.610	प्रजनन
breeze	0.837	0.284	0.370	वाऱ्याची झुळूक
breezy	0.531	0.472	0.482	हवेशीर
brethren	0.917	0.380	0.641	भाऊ
breve	0.535	0.365	0.191	ब्रेव्ह
brevity	0.459	0.434	0.375	संक्षिप्तता
brew	0.740	0.538	0.758	पेय
brewery	0.710	0.622	0.510	दारूभट्टी
brewing	0.740	0.593	0.609	मद्य तयार करणे
briar	0.493	0.375	0.407	ब्रायर
bribe	0.112	0.690	0.472	लाच
bribery	0.135	0.775	0.585	लाचखोरी
brick	0.217	0.418	0.368	वीट
bridal	0.823	0.655	0.596	वधू
bride	0.840	0.708	0.579	वधू
bridegroom	0.809	0.736	0.527	वर
bridesmaid	0.748	0.519	0.618	वधू
bridge	0.625	0.324	0.519	पूल
bridle	0.427	0.367	0.386	लगाम
brief	0.469	0.300	0.279	संक्षिप्त
briefcase	0.542	0.206	0.442	ब्रीफकेस
briefing	0.612	0.333	0.702	ब्रीफिंग
briefly	0.686	0.314	0.330	थोडक्यात
brig	0.573	0.539	0.500	ब्रिगेडियर
brigade	0.604	0.710	0.828	ब्रिगेड
bright	0.890	0.527	0.812	तेजस्वी
brighten	0.760	0.547	0.649	उजळणे
brightens	0.771	0.611	0.613	चमकते
brighter	0.918	0.698	0.833	उजळ
brightness	0.938	0.623	0.660	चमक
brilliance	0.990	0.673	0.830	तेज
brilliant	0.939	0.575	0.923	हुशार
brim	0.469	0.333	0.330	काठोकाठ
brimming	0.656	0.690	0.758	brimming
brimstone	0.357	0.520	0.440	गंधक
brine	0.333	0.481	0.361	समुद्र
bring	0.635	0.460	0.462	आणणे
brink	0.375	0.413	0.356	काठ
brisk	0.719	0.745	0.742	वेगवान
brisket	0.552	0.378	0.222	ब्रिस्केट
bristle	0.375	0.375	0.326	ब्रिस्टल
brittle	0.276	0.490	0.272	ठिसूळ
bro	0.794	0.349	0.684	भाऊ
broach	0.438	0.439	0.675	ब्रोच
broad	0.762	0.365	0.637	व्यापक
broadcast	0.615	0.587	0.355	प्रसारण
broadcasting	0.542	0.700	0.706	प्रसारण
broaden	0.678	0.602	0.610	रुंद करणे
broadside	0.459	0.316	0.462	रुंद बाजू
broadsword	0.469	0.573	0.615	ब्रॉडस्वर्ड
brocade	0.500	0.327	0.464	ब्रोकेड
broccoli	0.469	0.200	0.283	ब्रोकोली
brochure	0.552	0.226	0.391	माहितीपत्रक
broil	0.510	0.404	0.330	भांडणे
broke	0.245	0.590	0.370	तोडले
broken	0.062	0.500	0.293	तुटलेली
brokenheart	0.115	0.577	0.343	तुटलेले ह्रदय
brokenhearted	0.130	0.598	0.227	तुटलेले मन
broker	0.582	0.462	0.600	दलाल
brokerage	0.479	0.500	0.500	दलाली
bromide	0.347	0.425	0.411	ब्रोमाइड
bronco	0.500	0.510	0.473	ब्रोंको
bronze	0.622	0.333	0.526	कांस्य
brooch	0.531	0.260	0.380	ब्रोच
brood	0.633	0.519	0.434	मुले
brooding	0.327	0.367	0.333	ब्रूडिंग
brook	0.594	0.347	0.412	नाला
broom	0.385	0.154	0.302	झाडू
broomstick	0.410	0.265	0.227	झाडू
broth	0.500	0.245	0.168	मटनाचा रस्सा
brothel	0.255	0.886	0.418	वेश्यागृह
brother	0.823	0.361	0.546	भाऊ
brotherhood	0.990	0.471	0.760	बंधुत्व
brotherly	0.865	0.306	0.596	भाऊ
brow	0.562	0.311	0.481	कपाळ
brown	0.396	0.202	0.293	तपकिरी
brownstone	0.559	0.423	0.439	ब्राऊनस्टोन
browse	0.635	0.750	0.592	ब्राउझ करा
brrr	0.373	0.540	0.282	brrr
bruise	0.133	0.640	0.474	जखम
bruising	0.084	0.520	0.422	जखम
brunch	0.406	0.363	0.343	ब्रंच
brunette	0.802	0.528	0.529	श्यामला
brunt	0.204	0.750	0.349	झटका
brush	0.490	0.265	0.186	ब्रश
brutal	0.122	0.882	0.643	क्रूर
brutality	0.122	0.832	0.571	क्रूरता
brute	0.115	0.547	0.379	पाशवी
brutish	0.270	0.837	0.588	क्रूर
bubble	0.774	0.213	0.364	बबल
bubbling	0.500	0.438	0.384	बुडबुडे
bubbly	0.698	0.608	0.462	बुडबुडे
bubonic	0.280	0.530	0.394	बुबोनिक
buck	0.677	0.577	0.720	बोकड
buckaroo	0.448	0.469	0.479	बोकरू
bucket	0.408	0.167	0.336	बादली
buckle	0.416	0.373	0.361	बकल
buckled	0.427	0.358	0.439	buckled
bucko	0.439	0.455	0.465	बको
buckshot	0.255	0.740	0.322	बकशॉट
buckwheat	0.490	0.471	0.434	buckwheat
bud	0.460	0.402	0.333	कळी
buddha	0.690	0.198	0.604	बुद्ध
buddhism	0.510	0.115	0.673	बौद्ध धर्म
budding	0.490	0.500	0.355	होतकरू
buddy	0.884	0.585	0.655	मित्र
budge	0.719	0.755	0.543	बज
budget	0.643	0.396	0.731	बजेट
buff	0.561	0.425	0.361	बफ
buffalo	0.469	0.528	0.527	म्हैस
buffer	0.520	0.474	0.350	बफर
buffering	0.479	0.468	0.381	बफरिंग
buffet	0.656	0.546	0.519	बुफे
buffoon	0.344	0.651	0.290	बफून
bug	0.286	0.500	0.246	किडा
bugaboo	0.439	0.491	0.441	बगाबू
bugged	0.561	0.439	0.500	बग केलेले
bugger	0.312	0.627	0.474	बगर
buggy	0.500	0.509	0.327	बग्गी
bugle	0.479	0.588	0.391	बिगुल
bugler	0.542	0.540	0.393	बगलर
build	0.771	0.546	0.806	बांधणे
builder	0.660	0.642	0.701	बिल्डर
building	0.705	0.288	0.673	इमारत
buildings	0.582	0.380	0.552	इमारती
buildup	0.490	0.509	0.623	तयार करणे
bulb	0.562	0.208	0.300	बल्ब
bulbous	0.390	0.442	0.430	बल्बस
bulge	0.260	0.487	0.400	फुगवटा
bulimic	0.092	0.570	0.373	बुलिमिक
bulk	0.469	0.413	0.509	मोठ्या प्रमाणात
bulkhead	0.312	0.425	0.402	बल्कहेड
bulky	0.427	0.591	0.750	अवजड
bull	0.521	0.640	0.644	बैल
bulldog	0.494	0.650	0.530	बुलडॉग
bulldozer	0.459	0.549	0.643	बुलडोझर
bullet	0.408	0.794	0.634	बंदूकीची गोळी
bulletin	0.573	0.294	0.361	बुलेटिन
bulletproof	0.750	0.721	0.779	बुलेटप्रूफ
bullfighter	0.448	0.794	0.664	बुलफाइटर
bullfrog	0.344	0.481	0.422	बैलफ्रॉग
bullheaded	0.229	0.740	0.516	बुलहेडेड
bullhorn	0.510	0.653	0.736	बुलहॉर्न
bullion	0.693	0.558	0.729	सराफा
bullock	0.281	0.402	0.375	बैल
bullpen	0.480	0.549	0.500	बुलपेन
bullshit	0.042	0.676	0.183	बकवास
bully	0.257	0.755	0.564	गुंडगिरी
bulwark	0.551	0.552	0.675	बांध
bum	0.281	0.451	0.155	बम
