English Word	Valence	Arousal	Dominance	Afrikaans Word
cloudy	0.281	0.280	0.202	bewolk
clout	0.584	0.636	0.704	krag
clove	0.439	0.296	0.315	naeltjie
clover	0.605	0.340	0.364	klawer
cloves	0.427	0.218	0.396	naeltjies
clown	0.650	0.598	0.300	nar
clowns	0.600	0.673	0.391	narre
club	0.646	0.618	0.393	klub
clubhouse	0.694	0.571	0.493	klubhuis
clubs	0.723	0.530	0.591	klubs
cluck	0.390	0.490	0.353	kliek
clue	0.653	0.380	0.412	leidraad
clueless	0.350	0.333	0.161	ideeloos
clump	0.551	0.480	0.582	klomp
clumsy	0.125	0.420	0.144	lomp
clunk	0.448	0.472	0.407	klunk
cluster	0.490	0.458	0.446	cluster
clutch	0.383	0.500	0.491	koppelaar
clutches	0.542	0.373	0.528	koppelaars
clutter	0.135	0.598	0.400	warboel
coach	0.633	0.823	0.735	afrigter
coachman	0.479	0.394	0.509	koetsier
coagulation	0.381	0.558	0.436	stolling
coal	0.360	0.241	0.340	steenkool
coalesce	0.479	0.434	0.529	saamsmelt
coalition	0.490	0.730	0.673	koalisie
coarse	0.333	0.481	0.481	grof
coast	0.719	0.396	0.458	kus
coastal	0.604	0.370	0.510	kus
coaster	0.612	0.788	0.627	coaster
coastline	0.745	0.282	0.441	kuslyn
coat	0.677	0.256	0.464	Jas
coating	0.620	0.440	0.596	deklaag
coax	0.367	0.400	0.447	koakseer
cobalt	0.408	0.325	0.441	kobalt
cobble	0.448	0.385	0.368	klippe
cobbler	0.510	0.415	0.318	skoenmaker
cobra	0.312	0.712	0.600	kobra
cocaine	0.156	0.840	0.373	kokaïen
cock	0.418	0.562	0.392	haan
cockamamie	0.450	0.500	0.382	cockamamie
cockeyed	0.459	0.460	0.423	verwaand
cockpit	0.520	0.424	0.343	kajuit
cockroach	0.188	0.667	0.196	kakkerlak
cocksucker	0.083	0.764	0.339	haansuiker
cocktail	0.740	0.480	0.381	skemerkelkie
cocky	0.260	0.784	0.519	verwaand
cocoa	0.776	0.255	0.322	kakao
coconut	0.622	0.265	0.227	klapper
cocoon	0.470	0.280	0.290	kokon
cod	0.510	0.321	0.304	kabeljou
code	0.583	0.308	0.491	kode
codeine	0.375	0.582	0.436	kodeïen
codex	0.531	0.488	0.524	kodeks
codfish	0.490	0.245	0.300	kabeljou
codification	0.448	0.400	0.698	kodifikasie
codify	0.448	0.410	0.679	kodifiseer
coding	0.442	0.344	0.667	kodering
coed	0.469	0.531	0.481	coed
coefficient	0.677	0.415	0.702	koëffisiënt
coerce	0.260	0.741	0.517	dwing
coercion	0.330	0.708	0.577	dwang
coercive	0.479	0.670	0.506	dwingende
coexist	0.708	0.460	0.536	saambestaan
coexistence	0.588	0.472	0.638	saambestaan
coexisting	0.551	0.349	0.648	saambestaan
coffee	0.823	0.418	0.309	koffie
coffee table	0.720	0.339	0.295	koffie tafel
coffeehouse	0.694	0.357	0.307	koffiewinkel
coffeepot	0.760	0.333	0.312	koffie pot
coffin	0.073	0.432	0.343	kis
cog	0.427	0.343	0.363	rat
cogent	0.765	0.479	0.836	sterk
cognac	0.615	0.510	0.430	konjak
cognate	0.615	0.350	0.398	verwante
cognition	0.635	0.344	0.706	kognisie
cognitive	0.513	0.401	0.634	kognitiewe
cohabitation	0.646	0.526	0.598	saamwoon
coherence	0.720	0.406	0.788	samehang
coherent	0.698	0.281	0.500	samehangend
cohesion	0.604	0.536	0.555	samehorigheid
cohesive	0.531	0.470	0.603	samehangend
cohort	0.459	0.551	0.566	kohort
coil	0.448	0.343	0.298	spoel
coiled	0.378	0.518	0.389	opgerol
coin	0.677	0.574	0.445	munt
coinage	0.500	0.400	0.545	muntstuk
coincide	0.635	0.490	0.593	saamval
coincidence	0.612	0.450	0.518	toeval
coincident	0.562	0.385	0.602	toevallig
coincidental	0.646	0.481	0.337	toevallig
coinciding	0.673	0.373	0.623	saamval
coke	0.404	0.461	0.397	coke
cola	0.469	0.325	0.240	cola
cold	0.398	0.538	0.348	koud
coldly	0.365	0.358	0.407	koud
coldness	0.093	0.470	0.427	koudheid
coldsweat	0.427	0.491	0.327	Koue sweet
coleslaw	0.707	0.312	0.336	koolslaai
colic	0.135	0.736	0.361	koliek
coliseum	0.612	0.663	0.704	kolosseum
collaborate	0.816	0.449	0.559	saamwerk
collaboration	0.885	0.628	0.741	samewerking
collaborator	0.729	0.320	0.769	medewerker
collage	0.680	0.321	0.375	collage
collagen	0.541	0.245	0.450	kollageen
collapse	0.208	0.689	0.342	inval
collar	0.656	0.442	0.446	kraag
collarbone	0.420	0.427	0.306	sleutelbeen
collate	0.438	0.448	0.580	versamel
collateral	0.531	0.422	0.717	kollateraal
collation	0.520	0.333	0.508	versameling
colleague	0.740	0.413	0.600	kollega
collect	0.635	0.481	0.491	versamel
collected	0.570	0.402	0.588	ingesamel
collection	0.725	0.311	0.588	versameling
collective	0.583	0.458	0.698	kollektief
collectively	0.817	0.573	0.533	gesamentlik
collector	0.552	0.481	0.648	versamelaar
college	0.700	0.467	0.746	kollege
collegiate	0.592	0.461	0.678	kollegiale
collide	0.271	0.892	0.557	bots
collie	0.562	0.308	0.328	collie
collision	0.245	0.848	0.585	botsing
collocation	0.637	0.360	0.594	kollokasie
colloquial	0.604	0.363	0.368	omgangstaal
collusion	0.365	0.510	0.400	Samespanning
cologne	0.677	0.413	0.552	cologne
colon	0.449	0.394	0.384	kolon
colonel	0.459	0.592	0.890	kolonel
colonial	0.553	0.327	0.613	koloniale
colonic	0.333	0.420	0.430	kolon
colonoscopy	0.208	0.524	0.466	kolonoskopie
colony	0.716	0.353	0.593	kolonie
colophon	0.500	0.408	0.385	kolofoon
color	0.786	0.280	0.402	kleur
coloration	0.541	0.520	0.443	kleuring
colored	0.806	0.317	0.275	gekleur
colorful	0.850	0.520	0.519	kleurvol
coloring	0.781	0.469	0.353	inkleur
colorless	0.354	0.340	0.250	kleurloos
colors	0.875	0.349	0.340	kleure
colossal	0.698	0.692	0.900	kolossaal
colt	0.561	0.587	0.543	vul
columbine	0.520	0.521	0.407	akelei
column	0.480	0.250	0.670	kolom
columnar	0.448	0.340	0.491	kolomvormig
columnist	0.646	0.365	0.648	rubriekskrywer
com	0.396	0.382	0.382	com
coma	0.219	0.255	0.302	koma
comatose	0.143	0.438	0.433	komateus
comb	0.490	0.123	0.268	kam
combat	0.302	0.846	0.833	geveg
combatant	0.531	0.853	0.780	vegter
combative	0.381	0.690	0.816	veglustig
combination	0.708	0.480	0.726	kombinasie
combinatorial	0.561	0.436	0.428	kombinatories
combine	0.663	0.442	0.533	kombineer
combined	0.622	0.370	0.500	gekombineer
combo	0.698	0.439	0.453	kombinasie
combustible	0.386	0.650	0.750	brandbaar
combustion	0.457	0.807	0.591	verbranding
come	0.529	0.269	0.558	kom
comeback	0.580	0.409	0.555	kom terug
comedian	0.812	0.735	0.598	komediant
comedy	0.918	0.555	0.490	komedie
comet	0.704	0.679	0.471	komeet
comfort	0.863	0.231	0.670	troos
comfortable	0.927	0.163	0.473	gemaklik
comforter	0.618	0.275	0.302	trooster
comforting	0.906	0.337	0.620	vertroostend
comfy	0.930	0.241	0.625	gemaklik
comic	0.917	0.459	0.387	komiese
comical	0.844	0.737	0.327	komies
comics	0.690	0.556	0.384	strokiesprente
coming	0.653	0.417	0.500	kom
comma	0.344	0.269	0.242	komma
command	0.427	0.790	0.849	bevel
commandant	0.622	0.700	0.943	kommandant
commandeer	0.552	0.639	0.931	bevelvoerder
commander	0.531	0.615	0.906	bevelvoerder
commanding	0.562	0.664	0.925	beveel
commandment	0.656	0.490	0.876	gebod
commando	0.323	0.710	0.817	kommando
commemorate	0.812	0.602	0.636	herdenk
commemoration	0.719	0.615	0.754	herdenking
commemorative	0.750	0.438	0.754	herdenking
commence	0.760	0.585	0.741	begin
commend	0.906	0.694	0.711	prys
commendable	0.786	0.570	0.555	prysenswaardig
commendation	0.911	0.500	0.639	lof
commensurate	0.610	0.304	0.550	eweredig
comment	0.667	0.417	0.379	kommentaar lewer
commentary	0.602	0.402	0.446	kommentaar
commentator	0.492	0.510	0.607	kommentator
commerce	0.646	0.500	0.788	handel
commercial	0.806	0.490	0.528	kommersiële
commie	0.385	0.519	0.454	kommie
commissary	0.385	0.500	0.788	kommissaris
commission	0.677	0.480	0.571	kommissie
commissioner	0.602	0.449	0.949	kommissaris
commit	0.365	0.529	0.491	pleeg
commitment	0.714	0.710	0.843	verbintenis
committal	0.472	0.519	0.582	verbindend
committed	0.710	0.542	0.712	toegewyd
committee	0.592	0.392	0.721	komitee
commodity	0.615	0.394	0.537	kommoditeit
commodore	0.427	0.530	0.636	kommodoor
common	0.600	0.127	0.318	algemene
commoner	0.448	0.365	0.327	gewoner
commonly	0.604	0.170	0.574	algemeen
commonplace	0.520	0.337	0.442	alledaags
commons	0.633	0.396	0.623	gemeengoed
commonwealth	0.630	0.406	0.702	gemenebes
commotion	0.490	0.700	0.646	rumoer
communal	0.592	0.321	0.556	gemeenskaplik
commune	0.500	0.488	0.655	gemeente
communicable	0.796	0.491	0.623	oordraagbaar
communicate	0.823	0.410	0.696	kommunikeer
communication	0.837	0.400	0.649	kommunikasie
communicative	0.847	0.560	0.637	kommunikatiewe
communicator	0.573	0.509	0.796	kommunikeerder
communion	0.765	0.357	0.607	nagmaal
communism	0.264	0.570	0.623	kommunisme
communist	0.265	0.702	0.632	kommunis
community	0.750	0.350	0.659	gemeenskap
commutation	0.469	0.431	0.652	kommutasie
commutative	0.667	0.442	0.569	kommutatief
commute	0.622	0.582	0.565	pendel
commuter	0.646	0.520	0.512	pendelaar
comp	0.573	0.450	0.371	komp
compact	0.458	0.417	0.673	kompakte
compaction	0.531	0.471	0.582	verdigting
compactness	0.582	0.352	0.454	kompaktheid
companion	0.770	0.377	0.618	metgesel
companionless	0.271	0.259	0.200	metgesellose
companionship	0.833	0.438	0.792	geselskap
company	0.906	0.425	0.798	maatskappy
comparable	0.562	0.443	0.458	vergelykbaar
comparative	0.470	0.273	0.562	vergelykende
comparatively	0.604	0.391	0.538	vergelykend
compare	0.552	0.408	0.524	vergelyk
comparison	0.583	0.456	0.492	vergelyking
compartment	0.500	0.389	0.607	kompartement
compass	0.541	0.307	0.529	kompas
compassion	0.735	0.258	0.509	deernis
compassionate	0.857	0.404	0.411	deernisvol
compatibility	0.816	0.450	0.673	verenigbaarheid
compatible	0.892	0.387	0.638	versoenbaar is
compel	0.200	0.847	0.625	dwing
compelled	0.333	0.654	0.347	gedwing
compelling	0.698	0.570	0.870	oortuigend
compendium	0.610	0.461	0.537	kompendium
compensate	0.612	0.429	0.762	vergoed
compensation	0.775	0.469	0.598	vergoeding
compensatory	0.589	0.490	0.700	kompenserende
compete	0.573	0.745	0.786	kompeteer
competence	0.615	0.802	0.823	bevoegdheid
competency	0.768	0.775	0.764	bevoegdheid
competent	0.865	0.560	0.904	bevoeg
competition	0.580	0.790	0.798	kompetisie
competitive	0.447	0.718	0.908	mededingend
competitor	0.612	0.959	0.861	mededinger
compilation	0.530	0.512	0.606	samestelling
compile	0.600	0.413	0.519	saamstel
complacency	0.604	0.503	0.519	selfvoldaanheid
complacent	0.625	0.452	0.518	selfvoldaan
complain	0.143	0.682	0.360	kla
complaint	0.143	0.606	0.281	klagte
complement	0.760	0.277	0.600	aanvul
complementary	0.714	0.320	0.586	aanvullend
complete	0.750	0.414	0.809	voltooi
completed	0.823	0.357	0.777	voltooi
completely	0.730	0.370	0.690	heeltemal
completeness	0.823	0.433	0.769	volledigheid
completing	0.614	0.500	0.769	voltooi
completion	0.656	0.470	0.525	voltooiing
complex	0.388	0.608	0.550	kompleks
complexed	0.312	0.577	0.612	kompleks
complexion	0.521	0.520	0.380	gelaatskleur
complexity	0.479	0.620	0.595	kompleksiteit
compliance	0.750	0.462	0.750	nakoming
compliant	0.677	0.310	0.519	voldoen
complicate	0.210	0.657	0.404	bemoeilik
complicated	0.211	0.660	0.455	ingewikkeld
complication	0.365	0.726	0.330	komplikasie
complicity	0.323	0.684	0.670	medepligtigheid
compliment	0.820	0.490	0.651	kompliment
complimentary	0.823	0.413	0.435	komplimentêre
comply	0.806	0.370	0.638	voldoen
complying	0.729	0.423	0.590	voldoen
compo	0.500	0.346	0.390	samestelling
component	0.531	0.382	0.525	komponent
compose	0.639	0.432	0.694	saamstel
composed	0.684	0.385	0.682	saamgestel
composer	0.822	0.588	0.691	komponis
composite	0.591	0.459	0.620	saamgestelde
composition	0.765	0.408	0.652	samestelling
compost	0.480	0.404	0.441	kompos
composure	0.802	0.354	0.717	kalmte
compound	0.635	0.385	0.735	samestelling
comprehend	0.875	0.365	0.689	verstaan
comprehension	0.908	0.387	0.688	begrip
comprehensive	0.796	0.385	0.644	omvattend
compress	0.406	0.412	0.460	saamdruk
compressed	0.323	0.396	0.388	saamgepers
compressible	0.622	0.392	0.585	saamdrukbaar
compression	0.646	0.521	0.579	kompressie
compressor	0.418	0.481	0.630	kompressor
comprise	0.839	0.373	0.669	behels
compromise	0.677	0.520	0.805	kompromie
comptroller	0.402	0.481	0.866	kontroleerder
compulsion	0.118	0.760	0.604	dwang
compulsive	0.347	0.871	0.573	kompulsief
compulsory	0.343	0.541	0.791	verpligte
computable	0.570	0.402	0.545	berekenbaar
computation	0.583	0.429	0.697	berekening
compute	0.531	0.408	0.564	bereken
computer	0.802	0.356	0.639	rekenaar
computerized	0.677	0.450	0.657	gerekenariseerde
computing	0.745	0.398	0.695	rekenaar
comrade	0.781	0.412	0.804	kameraad
con	0.255	0.736	0.427	con
concatenation	0.480	0.593	0.539	aaneenskakeling
concave	0.441	0.349	0.349	konkaaf
conceal	0.312	0.436	0.306	verberg
concealed	0.344	0.363	0.352	versteek
concealment	0.302	0.570	0.390	verberging
concede	0.670	0.324	0.473	toegee
conceit	0.354	0.625	0.309	verwaandheid
conceited	0.194	0.667	0.473	verwaand
conceivable	0.730	0.350	0.613	denkbaar
conceive	0.708	0.538	0.700	swanger word
concentrate	0.750	0.439	0.743	konsentreer
concentration	0.735	0.500	0.722	konsentrasie
concentric	0.730	0.479	0.635	konsentriese
concept	0.573	0.265	0.632	konsep
conception	0.694	0.490	0.614	konsepsie
concern	0.250	0.734	0.463	kommer
concerned	0.292	0.698	0.350	betrokke
concert	0.938	0.867	0.718	konsert
concerto	0.613	0.759	0.679	konsert
concession	0.588	0.423	0.615	toegewing
concessional	0.770	0.493	0.657	konsessief
conch	0.583	0.306	0.339	konk
concierge	0.480	0.343	0.343	portier
conciliation	0.792	0.475	0.726	versoening
concise	0.583	0.298	0.620	bondig
conclave	0.573	0.440	0.611	konklaaf
conclude	0.530	0.267	0.679	afsluit
concluding	0.531	0.382	0.603	afsluiting
conclusion	0.615	0.377	0.659	afsluiting
conclusive	0.500	0.427	0.745	afdoende
concoction	0.448	0.459	0.417	konkoksie
concomitant	0.427	0.482	0.727	gepaardgaande
concord	0.677	0.320	0.586	ooreenstemming
concordance	0.625	0.358	0.608	konkordansie
concours	0.500	0.530	0.495	byeenkoms
concourse	0.740	0.657	0.528	gang
concrete	0.633	0.420	0.547	beton
concubine	0.388	0.594	0.476	byvrou
concur	0.459	0.394	0.429	stem saam
concurrence	0.764	0.627	0.613	instemming
concurrent	0.573	0.547	0.741	gelyktydig
concurring	0.573	0.600	0.681	saamstem
concussion	0.072	0.708	0.482	harsingskudding
condemn	0.102	0.793	0.625	veroordeel
condemnation	0.133	0.725	0.449	veroordeling
condensation	0.510	0.316	0.538	kondensasie
condensed	0.598	0.415	0.623	verkort
condescending	0.583	0.363	0.593	neerbuigend
condescension	0.521	0.377	0.565	neerbuigend
condiment	0.520	0.333	0.433	geurmiddel
condition	0.500	0.469	0.519	toestand
conditional	0.521	0.343	0.556	voorwaardelik
conditionally	0.396	0.419	0.617	voorwaardelik
conditioned	0.490	0.417	0.616	gekondisioneer
conditioner	0.781	0.360	0.538	conditioner
conditioning	0.440	0.468	0.617	kondisionering
conditions	0.551	0.441	0.593	voorwaardes
condo	0.439	0.288	0.607	woonstel
condolence	0.260	0.443	0.404	meegevoel
condolences	0.198	0.480	0.288	meegevoel
condom	0.406	0.637	0.500	kondoom
condone	0.571	0.441	0.619	goedpraat
condor	0.573	0.388	0.519	kondor
conducive	0.775	0.479	0.679	bevorderlik
conduct	0.453	0.510	0.750	gedrag
conduction	0.530	0.557	0.717	geleiding
conductivity	0.583	0.575	0.642	geleidingsvermoë
conductor	0.677	0.663	0.621	dirigent
conduit	0.470	0.302	0.413	leiding
cone	0.417	0.208	0.343	keël
confederacy	0.590	0.541	0.736	konfederasie
confederate	0.551	0.546	0.792	konfederasie
confederation	0.663	0.404	0.830	konfederasie
confer	0.573	0.482	0.583	beraadslaag
conference	0.688	0.615	0.606	konferensie
confess	0.360	0.712	0.431	bely
confession	0.469	0.642	0.460	belydenis
confessional	0.458	0.392	0.629	belydenisskrif
confessions	0.325	0.538	0.658	bekentenisse
confetti	0.781	0.573	0.250	konfetti
confidant	0.837	0.633	0.631	vertroueling
confide	0.669	0.472	0.595	vertrou
confidence	0.959	0.276	0.943	vertroue
confident	0.765	0.324	0.723	selfversekerd
confidential	0.643	0.471	0.761	vertroulik
confidentiality	0.667	0.431	0.718	vertroulikheid
confidentially	0.633	0.469	0.558	vertroulik
configuration	0.540	0.443	0.591	konfigurasie
confine	0.327	0.551	0.538	beperk
confined	0.286	0.472	0.444	ingeperk
confinement	0.333	0.656	0.520	opsluiting
confines	0.396	0.386	0.542	beperk
confirm	0.802	0.439	0.806	bevestig
confirmation	0.812	0.480	0.692	bevestiging
confirmatory	0.656	0.500	0.683	bevestigend
confirmed	0.760	0.490	0.764	bevestig
confiscate	0.250	0.625	0.482	konfiskeer
confiscation	0.208	0.706	0.586	konfiskering
conflagration	0.344	0.721	0.594	brand
conflict	0.335	0.906	0.471	konflik
conflicting	0.173	0.738	0.553	botsend
confluence	0.677	0.598	0.565	samevloeiing
conform	0.479	0.380	0.375	konformeer
conformance	0.608	0.278	0.254	ooreenstemming
conformation	0.622	0.435	0.711	bouvorm
conformity	0.645	0.363	0.579	ooreenstemming
confound	0.347	0.529	0.333	verwar
confounded	0.333	0.528	0.264	verward
confront	0.281	0.760	0.746	konfronteer
confrontation	0.177	0.870	0.658	konfrontasie
confuse	0.100	0.580	0.270	verwar
confused	0.220	0.650	0.179	verward
confusing	0.229	0.690	0.222	verwarrend
confusion	0.255	0.667	0.277	verwarring
conga	0.469	0.529	0.440	conga
congenial	0.820	0.412	0.620	gemoedelik
congenital	0.448	0.434	0.427	aangebore
congestion	0.271	0.654	0.491	opeenhoping
conglomerate	0.500	0.500	0.838	konglomeraat
conglomeration	0.541	0.720	0.670	konglomerasie
congrats	0.930	0.726	0.775	geluk
congratulate	0.927	0.724	0.784	gelukwens
congratulation	0.948	0.780	0.717	gelukwensing
congratulations	0.960	0.755	0.719	baie geluk
congratulatory	0.959	0.616	0.689	gelukwens
congregate	0.653	0.530	0.733	vergader
congregation	0.561	0.490	0.700	gemeente
congress	0.449	0.444	0.857	kongres
congressional	0.552	0.491	0.848	kongres
congressman	0.438	0.471	0.877	kongreslid
congruence	0.656	0.472	0.577	kongruensie
conic	0.510	0.368	0.379	keëlvormig
conical	0.490	0.422	0.471	konies
conjecture	0.396	0.398	0.534	vermoede
conjugal	0.698	0.510	0.688	huweliksmaat
conjugate	0.583	0.420	0.467	vervoeg
conjugation	0.479	0.429	0.582	vervoeging
conjunction	0.520	0.472	0.509	voegwoord
conjunctive	0.487	0.444	0.639	konjunktief
conjure	0.385	0.679	0.645	toor
conjuring	0.224	0.653	0.694	tower
conk	0.340	0.469	0.404	konk
connect	0.724	0.299	0.536	verbind
connected	0.816	0.550	0.612	verbind
connection	0.729	0.560	0.655	verband
connective	0.719	0.491	0.764	verbindend
connoisseur	0.760	0.461	0.769	fynproewer
conquer	0.694	0.873	0.971	oorwin
conquering	0.760	0.873	0.936	oorwin
conqueror	0.604	0.809	0.930	oorwinnaar
conquest	0.710	0.702	0.833	verowering
conscience	0.663	0.375	0.721	gewete
conscientious	0.688	0.404	0.688	pligsgetrou
conscious	0.740	0.333	0.705	bewus
consciousness	0.840	0.483	0.755	bewussyn
conscription	0.396	0.775	0.642	diensplig
consecrated	0.663	0.500	0.800	ingewy
consecration	0.771	0.418	0.804	toewyding
consecutive	0.663	0.418	0.643	opeenvolgende
consensual	0.663	0.417	0.655	konsensueel
consensus	0.627	0.358	0.625	konsensus
consent	0.750	0.500	0.620	toestemming
consenting	0.727	0.406	0.693	instemming
consequence	0.240	0.721	0.593	gevolg
consequent	0.663	0.471	0.625	gevolglik
conservation	0.832	0.401	0.606	bewaring
conservatism	0.406	0.369	0.633	konserwatisme
conservative	0.615	0.316	0.788	konserwatief
conservatory	0.635	0.240	0.729	konservatorium
conserve	0.690	0.347	0.573	bewaar
consider	0.677	0.368	0.579	oorweeg
considerable	0.653	0.314	0.683	aansienlik
considerate	0.781	0.380	0.633	bedagsaam
consideration	0.589	0.380	0.687	oorweging
consignee	0.635	0.385	0.602	ontvanger
consignment	0.490	0.440	0.500	besending
consist	0.823	0.386	0.580	Bestaan uit
consistency	0.714	0.500	0.887	konsekwentheid
consistent	0.786	0.431	0.726	konsekwent
consolation	0.408	0.250	0.304	troos
console	0.625	0.398	0.415	konsole
consoled	0.700	0.343	0.452	getroos
consolidate	0.880	0.440	0.870	konsolideer
consolidated	0.700	0.366	0.784	gekonsolideerde
consolidation	0.604	0.445	0.776	konsolidasie
consonant	0.500	0.347	0.417	konsonant
consort	0.632	0.509	0.630	gemaal
conspicuous	0.479	0.520	0.596	opvallend
conspiracy	0.125	0.787	0.652	sameswering
conspirator	0.271	0.786	0.707	samesweerder
conspire	0.206	0.740	0.520	saamsweer
constable	0.573	0.667	0.764	konstabel
constancy	0.786	0.443	0.763	konstantheid
constant	0.740	0.296	0.686	konstant
constantly	0.663	0.561	0.700	voortdurend
constellation	0.719	0.533	0.775	konstellasie
consternation	0.167	0.680	0.469	konsternasie
constipation	0.079	0.612	0.231	hardlywigheid
constituency	0.500	0.480	0.696	kiesafdeling
constituent	0.573	0.500	0.827	bestanddeel
constituents	0.573	0.414	0.833	bestanddele
constitute	0.812	0.349	0.906	uitmaak
constitution	0.590	0.380	0.889	grondwet
constitutional	0.633	0.418	0.827	grondwetlik
constitutionality	0.612	0.439	0.853	grondwetlikheid
constrain	0.261	0.500	0.500	beperk
constrained	0.135	0.537	0.357	ingeperk
constraint	0.323	0.550	0.481	beperking
construct	0.750	0.648	0.792	bou
construction	0.848	0.612	0.759	konstruksie
constructive	0.860	0.570	0.812	konstruktief
construe	0.602	0.519	0.553	konstrueer
consul	0.573	0.354	0.688	konsul
consulate	0.561	0.453	0.694	konsulaat
consult	0.755	0.370	0.441	raadpleeg
consultant	0.770	0.344	0.808	konsultant
consultation	0.660	0.463	0.625	konsultasie
consume	0.427	0.620	0.509	verbruik
consumer	0.507	0.551	0.677	verbruiker
consuming	0.573	0.541	0.536	verteer
consummate	0.551	0.540	0.558	volmaak
consummation	0.583	0.676	0.661	voleinding
consumption	0.390	0.531	0.538	verbruik
contact	0.719	0.424	0.526	Kontak
contagion	0.208	0.630	0.535	besmetting
contagious	0.184	0.725	0.400	aansteeklik
contain	0.542	0.490	0.658	bevat
container	0.551	0.396	0.561	houer
containment	0.411	0.491	0.618	inperking
contaminate	0.140	0.611	0.426	besoedel
contaminated	0.040	0.500	0.368	besmet
contamination	0.125	0.610	0.375	kontaminasie
contemplate	0.740	0.347	0.642	oordink
contemplation	0.552	0.324	0.627	kontemplasie
contemplative	0.729	0.308	0.739	kontemplatief
contemporaneous	0.640	0.373	0.591	gelyktydig
contemporary	0.720	0.365	0.569	kontemporêr
contempt	0.206	0.635	0.396	minagting
contemptible	0.146	0.657	0.471	veragtelik
contemptuous	0.204	0.500	0.375	minagtend
contend	0.510	0.657	0.731	stry
contender	0.480	0.790	0.681	aanspraakmaker
contending	0.490	0.698	0.716	strydig
content	0.764	0.296	0.559	inhoud
contented	0.857	0.612	0.746	tevrede
contention	0.375	0.510	0.738	twis
contentious	0.422	0.573	0.637	omstrede
contentment	0.875	0.610	0.782	tevredenheid
contents	0.656	0.375	0.550	inhoud
