English Word	Valence	Arousal	Dominance	Kazakh Word
estimation	0.740	0.480	0.589	бағалау
estoppel	0.354	0.459	0.482	тоқтату
estranged	0.156	0.382	0.377	алшақтады
estrogen	0.580	0.500	0.425	эстроген
estuary	0.469	0.278	0.482	эстуарий
etch	0.510	0.367	0.598	этч
etching	0.567	0.491	0.575	ою
eternal	0.854	0.409	0.843	мәңгілік
eternity	0.765	0.520	0.911	мәңгілік
ethanol	0.333	0.410	0.534	этанол
ether	0.490	0.306	0.412	эфир
ethereal	0.520	0.419	0.518	эфирлік
ethic	0.786	0.260	0.791	этика
ethical	0.854	0.324	0.634	этикалық
ethics	0.658	0.296	0.731	этика
ethnic	0.583	0.373	0.555	этникалық
ethnography	0.571	0.373	0.549	этнография
etiology	0.500	0.385	0.639	этиологиясы
etiquette	0.604	0.350	0.421	этикет
etymology	0.531	0.370	0.529	этимология
eucalyptus	0.602	0.308	0.418	эвкалипт
euchre	0.470	0.459	0.442	еврей
eugenics	0.448	0.530	0.518	евгеника
eulogistic	0.740	0.623	0.694	мадақтау
eulogium	0.542	0.482	0.655	евлогия
eulogize	0.850	0.518	0.679	мақтау
eulogy	0.625	0.443	0.667	мадақтау
euphemism	0.418	0.453	0.491	эвфемизм
euphoria	0.769	0.955	0.648	эйфория
euphoric	0.745	0.904	0.588	эйфория
euro	0.680	0.441	0.521	еуро
euthanasia	0.229	0.716	0.325	эвтаназия
evacuate	0.354	0.792	0.314	эвакуацияланамын
evacuation	0.160	0.755	0.582	эвакуация
evade	0.304	0.490	0.342	қашу
evaluate	0.663	0.640	0.649	бағалау
evaluation	0.542	0.667	0.764	бағалау
evanescence	0.527	0.519	0.458	жойылу
evangelical	0.602	0.389	0.602	евангелиялық
evangelist	0.582	0.464	0.702	евангелист
evangelistic	0.660	0.375	0.612	евангелисттік
evaporate	0.357	0.469	0.402	булану
evaporation	0.556	0.346	0.388	булану
evasion	0.229	0.510	0.418	жалтару
evasive	0.117	0.596	0.425	жалтару
eve	0.612	0.378	0.440	кеш
evening	0.458	0.185	0.318	кеш
evens	0.592	0.430	0.457	теңестіреді
event	0.745	0.673	0.664	оқиға
eventful	0.543	0.837	0.510	оқиғалы
eventual	0.633	0.459	0.413	ақырында
eventuality	0.469	0.627	0.527	ықтималдық
evergreen	0.729	0.471	0.546	мәңгі жасыл
everlasting	0.740	0.413	0.809	мәңгілік
evermore	0.677	0.450	0.403	мәңгі
everyday	0.740	0.392	0.472	күн сайын
everyman	0.522	0.333	0.535	әрбір адам
evict	0.042	0.632	0.377	шығару
eviction	0.185	0.731	0.455	шығару
evidence	0.500	0.500	0.778	дәлел
evident	0.633	0.444	0.664	айқын
evidentiary	0.448	0.541	0.717	дәлелдеме
evil	0.040	0.827	0.545	жауыз
evoke	0.438	0.341	0.500	ояту
evolution	0.781	0.657	0.854	эволюция
evolutionary	0.796	0.673	0.825	эволюциялық
evolve	0.655	0.692	0.896	дамиды
ewe	0.429	0.216	0.277	қой
ex	0.250	0.520	0.306	мысалы
exacerbate	0.323	0.776	0.580	күшейту
exacerbation	0.344	0.810	0.480	шиеленісуі
exact	0.719	0.354	0.685	дәл
exacting	0.448	0.673	0.767	талапшыл
exaggerate	0.193	0.760	0.529	асыра сілтеу
exaggerated	0.224	0.885	0.732	асыра айтқан
exaggeration	0.312	0.775	0.582	асыра сілтеу
exalt	0.656	0.750	0.745	жоғарылату
exaltation	0.594	0.892	0.673	асқақтату
exalted	0.676	0.845	0.696	жоғарылатылған
exam	0.479	0.663	0.577	емтихан
examination	0.378	0.657	0.679	емтихан
examine	0.615	0.623	0.786	тексеру
examiner	0.406	0.575	0.812	емтихан алушы
example	0.542	0.337	0.510	мысал
exasperated	0.229	0.816	0.377	ашуланды
exasperation	0.214	0.833	0.483	ашулану
excavate	0.583	0.613	0.635	қазу
excavation	0.540	0.644	0.527	қазба
excavator	0.427	0.673	0.649	экскаватор
exceed	0.500	0.827	0.586	асып кету
exceeding	0.500	0.802	0.668	асып түседі
excel	0.561	0.363	0.466	Excel
excellence	0.958	0.620	0.907	тамаша
excellent	0.970	0.587	0.870	тамаша
excelsior	0.700	0.625	0.611	excelsior
excepting	0.408	0.413	0.526	қоспағанда
exception	0.469	0.600	0.544	ерекшелік
exceptional	0.806	0.740	0.933	ерекше
excerpt	0.437	0.367	0.543	үзінді
excess	0.385	0.889	0.712	артық
excessive	0.417	0.731	0.601	шамадан тыс
excessively	0.449	0.882	0.716	шамадан тыс
exchange	0.740	0.569	0.491	айырбастау
excise	0.448	0.561	0.577	акциз
excision	0.260	0.480	0.519	кесу
excitability	0.906	0.910	0.724	қозғыштығы
excitable	0.803	0.939	0.629	қозғыш
excitation	0.792	0.958	0.750	қозу
excite	0.823	0.950	0.668	еліктіру
excited	0.908	0.931	0.709	толқыған
excitement	0.896	0.684	0.731	толқу
exciting	0.950	0.792	0.789	қызықты
exclaim	0.635	0.711	0.639	айқайлау
exclamation	0.612	0.745	0.598	леп белгісі
exclude	0.292	0.500	0.530	алып тастау
excluded	0.061	0.540	0.134	алынып тасталды
excluding	0.271	0.550	0.324	қоспағанда
exclusion	0.240	0.530	0.389	алып тастау
exclusive	0.792	0.630	0.653	эксклюзивті
excrement	0.041	0.558	0.221	нәжіс
excretion	0.285	0.650	0.457	экскреция
excruciating	0.083	0.837	0.345	шыдамды
excursion	0.625	0.714	0.627	экскурсия
excuse	0.240	0.696	0.318	кешірім
exec	0.640	0.352	0.769	орындау
execute	0.327	0.708	0.769	орындау
execution	0.160	0.811	0.713	орындау
executioner	0.235	0.816	0.676	жазалаушы
executive	0.704	0.449	0.894	атқарушы
executor	0.365	0.755	0.759	орындаушы
exegesis	0.458	0.472	0.491	эксегезия
exemplar	0.844	0.537	0.625	үлгілі
exemplary	0.833	0.343	0.729	үлгілі
exemplify	0.735	0.506	0.783	мысал келтіру
exempt	0.588	0.455	0.664	босатылған
exemption	0.531	0.578	0.627	босату
exercise	0.750	0.789	0.625	жаттығу
exert	0.694	0.735	0.806	күш салу
exertion	0.663	0.755	0.717	күш салу
exhale	0.542	0.490	0.411	дем шығару
exhaust	0.546	0.710	0.337	сору
exhausted	0.123	0.423	0.202	таусылған
exhaustion	0.366	0.633	0.269	шаршау
exhaustive	0.388	0.635	0.604	толық
exhibit	0.688	0.633	0.708	көрме
exhibition	0.698	0.590	0.531	көрме
exhilarated	0.890	0.963	0.759	шаттанды
exhilarating	0.917	0.823	0.810	қуантарлық
exhilaration	0.792	0.868	0.783	шаттану
exhort	0.378	0.660	0.745	насихат
exhortation	0.531	0.624	0.580	насихат
exhumation	0.177	0.586	0.473	эксгумация
exhume	0.184	0.627	0.452	эксгумация
exigent	0.385	0.611	0.792	талапшыл
exile	0.184	0.630	0.483	жер аудару
exist	0.857	0.421	0.788	бар
existence	0.760	0.513	0.771	болуы
existent	0.635	0.490	0.635	бар
existential	0.583	0.510	0.638	экзистенциалды
existing	0.802	0.344	0.750	бар
exit	0.370	0.353	0.399	Шығу
exodus	0.286	0.663	0.567	шығу
exonerate	0.592	0.500	0.538	ақтау
exorbitant	0.398	0.865	0.825	шектен тыс
exorcism	0.163	0.980	0.557	жын шығару
exorcist	0.219	0.906	0.716	эксзорцист
exotic	0.840	0.711	0.727	экзотикалық
expand	0.792	0.559	0.686	кеңейту
expanded	0.760	0.406	0.689	кеңейтілді
expanse	0.594	0.529	0.689	кеңістігі
expansion	0.776	0.618	0.787	кеңейту
expansive	0.708	0.650	0.778	кеңейген
expatriate	0.265	0.764	0.391	шетел азаматы
expect	0.469	0.327	0.377	күту
expectance	0.552	0.724	0.660	күту
expectancy	0.581	0.622	0.558	күту
expectant	0.708	0.650	0.474	күту
expectation	0.771	0.690	0.707	күту
expected	0.729	0.412	0.545	күтілген
expecting	0.561	0.450	0.302	күту
expediency	0.604	0.443	0.703	орындылығы
expedient	0.885	0.461	0.454	орынды
expedite	0.571	0.858	0.798	жеделдету
expedition	0.735	0.802	0.620	экспедиция
expeditious	0.602	0.645	0.773	жедел
expel	0.281	0.725	0.452	шығару
expendable	0.479	0.490	0.423	жұмсалатын
expenditure	0.250	0.608	0.603	шығыс
expense	0.317	0.451	0.377	шығын
expenses	0.240	0.633	0.396	шығындар
expensive	0.323	0.540	0.530	қымбат
experience	0.827	0.618	0.905	тәжірибе
experienced	0.771	0.613	0.914	тәжірибелі
experiences	0.793	0.647	0.795	тәжірибелер
experiment	0.479	0.720	0.675	эксперимент
experimental	0.417	0.764	0.396	эксперименттік
experimentation	0.637	0.769	0.767	эксперимент
experimenter	0.708	0.710	0.700	экспериментатор
expert	0.776	0.646	0.911	сарапшы
expertise	0.792	0.589	0.925	сараптама
expiration	0.265	0.539	0.463	жарамдылық мерзімі
expire	0.573	0.745	0.702	мерзімі бітеді
expired	0.198	0.394	0.200	жарамдылық мерзімі өткен
expiry	0.194	0.434	0.382	жарамдылық мерзімі
explain	0.719	0.517	0.736	түсіндіру
explanation	0.615	0.610	0.825	түсіндіру
explanatory	0.573	0.433	0.688	түсіндірме
expletive	0.357	0.567	0.536	реніш
explication	0.510	0.445	0.602	түсіндіру
explicit	0.562	0.694	0.734	айқын
explode	0.277	0.885	0.773	жарылуы
exploit	0.312	0.878	0.660	пайдалану
exploitation	0.156	0.920	0.718	қанау
exploration	0.594	0.650	0.773	барлау
exploratory	0.653	0.690	0.698	барлау
explore	0.776	0.660	0.727	зерттеу
explorer	0.729	0.663	0.714	зерттеуші
explosion	0.167	0.960	0.767	жарылыс
explosions	0.123	0.860	0.594	жарылыстар
explosive	0.156	0.943	0.663	жарылғыш
expo	0.610	0.562	0.500	ЭКСПО
exponent	0.529	0.510	0.845	көрсеткіш
exponential	0.704	0.588	0.763	экспоненциалды
export	0.567	0.661	0.755	экспорт
exportation	0.760	0.633	0.673	экспорттау
expose	0.344	0.643	0.537	әшкерелеу
exposed	0.471	0.661	0.509	ашылған
exposition	0.521	0.627	0.655	экспозиция
expository	0.706	0.653	0.636	экспозициялық
exposure	0.570	0.830	0.630	экспозиция
expound	0.438	0.575	0.740	түсіндіру
express	0.760	0.623	0.691	экспресс
expression	0.790	0.650	0.721	өрнек
expressive	0.755	0.724	0.685	экспрессивті
expressway	0.633	0.635	0.587	Автомагистраль
expropriation	0.188	0.735	0.788	экспроприация
expulsion	0.190	0.790	0.529	шығару
exquisite	0.892	0.644	0.604	талғампаз
exquisitely	0.849	0.728	0.723	керемет
extant	0.646	0.390	0.523	сақталған
extend	0.646	0.570	0.689	ұзарту
extendable	0.660	0.592	0.722	ұзартылатын
extended	0.570	0.304	0.649	ұзартылған
extension	0.490	0.510	0.529	ұзарту
extensive	0.635	0.520	0.760	ауқымды
extent	0.646	0.451	0.602	дәрежесі
exterior	0.542	0.400	0.627	сыртқы
exterminate	0.177	0.857	0.736	жою
extermination	0.190	0.860	0.616	жою
exterminator	0.344	0.804	0.887	жоюшы
external	0.479	0.341	0.509	сыртқы
externally	0.643	0.521	0.568	сырттан
extinct	0.112	0.491	0.412	жойылып кеткен
extinction	0.104	0.750	0.611	жойылу
extinguish	0.240	0.576	0.482	сөндіру
extinguisher	0.707	0.379	0.543	сөндіргіш
extol	0.582	0.667	0.456	мадақтау
extort	0.052	0.827	0.570	бопсалау
extortion	0.112	0.868	0.630	бопсалау
extra	0.656	0.551	0.745	қосымша
extract	0.565	0.402	0.519	сығындысы
extracting	0.521	0.709	0.689	өндіру
extraction	0.418	0.740	0.526	экстракция
extractor	0.302	0.536	0.519	экстрактор
extracurricular	0.457	0.471	0.743	сабақтан тыс
extradition	0.229	0.627	0.554	экстрадициялау
extrajudicial	0.365	0.686	0.667	соттан тыс
extramural	0.336	0.559	0.537	сырттай
extraneous	0.276	0.625	0.478	бөгде
extraordinaire	0.847	0.864	0.898	ерекше
extraordinary	0.969	0.728	0.860	ерекше
extraterrestrial	0.510	0.833	0.792	Жерден тыс
extravagance	0.531	0.802	0.700	ысырапшылдық
extravagant	0.720	0.763	0.812	экстравагант
extravaganza	0.646	0.786	0.906	экстраваганза
extreme	0.318	0.800	0.721	төтенше
extreme anticipation	0.551	0.740	0.704	шектен тыс күту
extreme disgust	0.052	0.873	0.456	шектен тыс жиіркеніш
extreme surprise	0.833	0.935	0.676	төтенше таңданыс
extreme trust	0.826	0.713	0.922	шектен тыс сенім
extremely	0.635	0.827	0.886	өте
extremely negative	0.030	0.786	0.311	өте жағымсыз
extremely positive	0.993	0.730	0.839	өте позитивті
extremity	0.408	0.588	0.583	шеткі
extricate	0.542	0.510	0.543	шығарып алу
extrinsic	0.510	0.479	0.636	сыртқы
extrusion	0.229	0.660	0.545	экструзия
exuberance	0.698	0.816	0.787	толқу
exude	0.375	0.519	0.411	шығару
eye	0.531	0.265	0.425	көз
eyeball	0.526	0.422	0.420	көз алмасы
eyebrow	0.510	0.198	0.222	қас
eyeful	0.802	0.500	0.676	көзді
eyeglass	0.531	0.236	0.286	көзілдірік
eyeglasses	0.561	0.269	0.306	көзілдірік
eyelash	0.480	0.250	0.278	кірпік
eyelet	0.632	0.298	0.346	көзілдірік
eyeliner	0.688	0.349	0.347	көз контурлағышы
eyepiece	0.418	0.347	0.480	окуляр
eyes	0.760	0.279	0.432	көздер
eyesight	0.750	0.226	0.343	көру
eyewitness	0.541	0.686	0.698	куәгер
fab	0.490	0.380	0.406	керемет
fable	0.663	0.387	0.389	ертегі
fabled	0.625	0.538	0.545	аңыз
fabric	0.635	0.190	0.345	мата
fabricate	0.636	0.491	0.779	құрастыру
fabricated	0.418	0.427	0.555	ойдан шығарылған
fabrication	0.573	0.587	0.705	құрастыру
fabulous	0.979	0.660	0.797	керемет
facade	0.520	0.333	0.518	қасбет
face	0.571	0.173	0.453	бет
faceless	0.230	0.406	0.173	бетсіз
facet	0.667	0.324	0.382	қыры
facial	0.594	0.429	0.433	бет
facile	0.740	0.264	0.307	жеңіл
facilitate	0.812	0.333	0.509	жеңілдету
facility	0.625	0.500	0.654	нысан
facing	0.604	0.406	0.550	бетпе-бет
facsimile	0.490	0.500	0.543	факсимил
fact	0.683	0.333	0.618	факт
faction	0.469	0.430	0.448	фракция
factor	0.635	0.365	0.678	фактор
factory	0.500	0.500	0.683	зауыт
facts	0.688	0.471	0.693	фактілер
factual	0.656	0.440	0.545	нақты
faculties	0.643	0.431	0.760	факультеттер
faculty	0.615	0.412	0.732	факультет
fad	0.663	0.520	0.570	сән
fade	0.354	0.333	0.245	өшеді
faded	0.302	0.275	0.194	өшіп қалды
faeces	0.184	0.476	0.175	нәжіс
fag	0.122	0.653	0.331	фаг
faggot	0.219	0.643	0.292	сұмырай
fail	0.177	0.578	0.154	сәтсіз
failing	0.125	0.490	0.268	сәтсіздікке
failure	0.167	0.575	0.139	сәтсіздік
fain	0.479	0.417	0.426	әлсіз
faint	0.063	0.429	0.167	әлсіз
fainting	0.333	0.510	0.214	естен тану
fair	0.812	0.557	0.643	әділ
fairly	0.790	0.406	0.750	әділ
fairness	0.740	0.317	0.552	әділдік
fairway	0.541	0.510	0.500	фарвей
fairy	0.776	0.408	0.413	ертегі
faith	0.833	0.220	0.763	сенім
faithful	0.888	0.333	0.627	адал
faithfulness	0.833	0.426	0.602	адалдық
faithless	0.102	0.683	0.304	сенімсіз
fake	0.073	0.554	0.268	жалған
faker	0.245	0.630	0.480	жалған
falafel	0.560	0.402	0.351	фалафель
falcon	0.557	0.580	0.678	сұңқар
fall	0.177	0.657	0.221	құлау
fallacious	0.271	0.587	0.390	жалған
fallacy	0.112	0.561	0.430	жаңылыс
fallback	0.458	0.358	0.508	Кері шегіну
fallible	0.365	0.537	0.402	қателесетін
falling	0.202	0.716	0.306	құлау
fallopian	0.297	0.390	0.464	фаллопиялық
fallout	0.428	0.356	0.373	түсу
fallow	0.375	0.368	0.464	тыңайған
false	0.120	0.404	0.240	«жалған»
falsehood	0.031	0.625	0.384	жалғандық
falsely	0.083	0.480	0.265	жалған
falsification	0.173	0.720	0.490	фальсификация
falsified	0.042	0.630	0.306	бұрмаланған
falsify	0.115	0.657	0.409	бұрмалау
falsity	0.120	0.689	0.186	жалғандық
falter	0.421	0.650	0.346	әлсіреу
fame	0.896	0.755	0.852	атақ
famed	0.878	0.750	0.819	атақты
familiar	0.906	0.330	0.615	таныс
familiarity	0.854	0.346	0.616	танысу
familiarize	0.760	0.365	0.654	танысу
family	0.968	0.383	0.643	отбасы
familytime	0.939	0.420	0.679	отбасылық уақыт
famine	0.163	0.679	0.310	аштық
famished	0.177	0.654	0.282	аштық
famous	0.916	0.775	0.882	атақты
famously	0.856	0.765	0.787	атақты
fan	0.781	0.429	0.357	желдеткіш
fanatic	0.573	0.780	0.629	фанат
fanatical	0.555	0.830	0.714	фанат
fanaticism	0.292	0.896	0.566	фанатизм
fanciful	0.677	0.592	0.342	қиялшыл
fancy	0.854	0.673	0.534	сәнді
fandango	0.490	0.591	0.429	фанданго
fanfare	0.656	0.640	0.437	фанфар
fang	0.175	0.491	0.455	азу
fangs	0.286	0.598	0.434	тістер
fanning	0.615	0.330	0.236	желдету
fantasia	0.898	0.694	0.436	қиял
fantasize	0.771	0.660	0.356	қиялдау
fantastic	0.969	0.696	0.831	ғажайып
fantasy	0.880	0.627	0.474	қиял
faraway	0.365	0.356	0.285	алыс
farce	0.265	0.667	0.246	фарс
farcical	0.406	0.481	0.259	күлкілі
fare	0.490	0.425	0.645	жол жүру ақысы
farewell	0.130	0.500	0.591	қоштасу
farm	0.781	0.327	0.297	ферма
farmer	0.677	0.432	0.464	фермер
farmhouse	0.690	0.330	0.444	ферма үйі
