English Word	Valence	Arousal	Dominance	Macedonian Word
crucifix	0.469	0.480	0.510	распетие
crucifixion	0.135	0.857	0.541	распнувањето
crucify	0.146	0.878	0.573	распнат на крст
crud	0.312	0.330	0.444	сурова
crude	0.198	0.402	0.357	сурова
cruel	0.122	0.866	0.391	суров
cruelly	0.146	0.790	0.471	сурово
cruelty	0.092	0.836	0.536	суровост
cruise	0.740	0.442	0.683	крстарење
cruise ship	0.878	0.650	0.500	Брод за крстарење
cruiser	0.737	0.490	0.608	крстосувач
cruising	0.886	0.580	0.560	крстарење
crumb	0.417	0.255	0.216	трошка
crumble	0.333	0.480	0.423	рони
crumbling	0.167	0.696	0.308	се распаѓа
crummy	0.125	0.531	0.224	крцкавиот
crunch	0.292	0.630	0.406	крцкање
crunchy	0.625	0.560	0.539	крцкавиот
crusade	0.592	0.720	0.709	крстоносна војна
crusader	0.439	0.588	0.548	крстоносец
crush	0.271	0.676	0.582	здроби
crushed	0.167	0.647	0.300	здробени
crusher	0.271	0.709	0.598	дробилката
crushing	0.219	0.755	0.411	дробење
crust	0.542	0.337	0.456	кора
crusty	0.625	0.531	0.473	кора
crutch	0.302	0.294	0.302	патерица
crux	0.469	0.558	0.519	срж
cry	0.133	0.627	0.255	плаче
crybaby	0.375	0.702	0.311	плачко
crying	0.153	0.704	0.208	плачење
crypt	0.156	0.431	0.386	криптата
cryptic	0.296	0.516	0.474	криптична
cryptography	0.490	0.415	0.650	криптографија
crystal	0.618	0.270	0.508	кристал
crystalline	0.765	0.235	0.534	кристален
crystallization	0.600	0.449	0.565	кристализација
cub	0.646	0.382	0.284	младенче
cubby	0.354	0.385	0.360	младенче
cube	0.469	0.226	0.274	коцка
cubic	0.458	0.306	0.407	кубни
cubicle	0.479	0.343	0.417	кабина
cuckold	0.210	0.573	0.230	кукавица
cuckoo	0.420	0.459	0.284	кукавица
cucumber	0.490	0.235	0.237	краставица
cuddle	0.885	0.559	0.475	гушкање
cuddled	0.906	0.547	0.567	гушнати
cuddles	0.847	0.382	0.500	гушкање
cuddling	0.917	0.562	0.433	гушкање
cue	0.521	0.433	0.484	знак
cuff	0.469	0.453	0.387	Лисици
cuisine	0.714	0.365	0.390	кујна
culinary	0.654	0.443	0.519	кулинарски
cull	0.365	0.702	0.464	убивам
culminate	0.667	0.550	0.602	кулминира
culmination	0.656	0.586	0.695	кулминација
culpability	0.112	0.745	0.368	вина
culpable	0.140	0.700	0.319	виновни
culprit	0.062	0.676	0.333	виновник
cult	0.448	0.535	0.648	култ
cultivate	0.708	0.410	0.598	одгледуваат
cultivated	0.837	0.343	0.564	култивирани
cultivation	0.625	0.324	0.462	одгледување
cultural	0.802	0.390	0.623	културен
culture	0.753	0.304	0.675	културата
cultured	0.635	0.429	0.625	културен
culvert	0.337	0.324	0.343	пропуст
cumbersome	0.259	0.623	0.292	гломазен
cumulus	0.570	0.433	0.432	кумулус
cunning	0.604	0.685	0.683	лукав
cunt	0.135	0.673	0.377	пизда
cup	0.615	0.167	0.231	чаша
cupboard	0.553	0.200	0.304	шкаф
cupcake	0.656	0.333	0.344	кекси
cupping	0.490	0.610	0.402	вендузи
cur	0.440	0.519	0.460	кур
curable	0.823	0.292	0.574	излечива
curate	0.726	0.418	0.526	куратор
curative	0.667	0.318	0.613	лековити
curator	0.688	0.389	0.688	кустос
curb	0.472	0.371	0.402	тротоарот
curd	0.542	0.442	0.278	урда
cure	0.719	0.377	0.623	лек
curfew	0.219	0.618	0.623	полициски час
curiosity	0.750	0.755	0.463	љубопитност
curious	0.635	0.600	0.483	љубопитни
curl	0.385	0.452	0.351	навивам
curling	0.583	0.592	0.400	виткање
currency	0.583	0.418	0.592	валута
current	0.625	0.312	0.612	струја
curriculum	0.708	0.306	0.620	наставна програма
curry	0.633	0.345	0.302	кари
curse	0.033	0.720	0.375	проклетство
cursed	0.083	0.783	0.393	проколнат
cursing	0.112	0.860	0.446	пцуејќи
cursory	0.423	0.451	0.431	површно
curt	0.245	0.610	0.452	кротка
curtail	0.306	0.439	0.497	скрати
curtailment	0.230	0.578	0.431	скратување
curtain	0.698	0.278	0.304	завеса
curtains	0.615	0.123	0.342	завеси
curtsy	0.635	0.412	0.598	лута
curvature	0.417	0.367	0.447	искривување
curve	0.480	0.375	0.307	кривина
curved	0.542	0.407	0.337	криви
curvilinear	0.480	0.575	0.411	криволиниски
cushion	0.653	0.221	0.292	перниче
cushy	0.823	0.283	0.395	мека
cusp	0.667	0.710	0.700	врв
cuss	0.354	0.538	0.443	кусур
cussed	0.156	0.625	0.454	проколнат
custard	0.618	0.260	0.293	крем за крем
custodial	0.418	0.462	0.718	старателски
custodian	0.594	0.625	0.528	чувар
custody	0.494	0.472	0.675	притвор
custom	0.552	0.382	0.688	обичај
customary	0.700	0.253	0.561	вообичаено
customer	0.562	0.430	0.673	клиент
customized	0.625	0.504	0.590	прилагодени
cut	0.490	0.490	0.393	сече
cutaneous	0.365	0.370	0.328	кожни
cute	0.920	0.528	0.579	слатко
cuticle	0.340	0.320	0.377	кутикулата
cutie	0.638	0.528	0.464	слатко
cutlass	0.173	0.648	0.528	сечкана
cutlery	0.552	0.300	0.345	прибор за јадење
cutoff	0.432	0.510	0.518	отсечен
cutter	0.427	0.731	0.583	секач
cutters	0.197	0.653	0.491	секачи
cutthroat	0.110	0.823	0.663	сечење
cutting	0.448	0.375	0.536	сечење
cutting board	0.337	0.540	0.342	даска за сечење
cuttings	0.479	0.392	0.433	сечи
cwt	0.500	0.410	0.384	cwt
cyanide	0.229	0.667	0.545	цијанид
cyberspace	0.677	0.594	0.611	сајбер просторот
cycle	0.635	0.400	0.533	циклус
cyclical	0.380	0.450	0.554	циклична
cyclist	0.684	0.582	0.576	велосипедист
cyclone	0.416	0.796	0.673	циклон
cylinder	0.459	0.324	0.447	цилиндар
cylindrical	0.458	0.294	0.414	цилиндричен
cymbal	0.542	0.363	0.362	кимбал
cynic	0.135	0.632	0.473	циничен
cynical	0.156	0.760	0.474	циничен
cynicism	0.104	0.780	0.454	цинизам
cyst	0.173	0.578	0.312	циста
cystic	0.314	0.481	0.400	цистична
cytomegalovirus	0.186	0.657	0.443	цитомегаловирус
cytoplasm	0.378	0.442	0.474	цитоплазмата
czar	0.480	0.348	0.643	цар
dab	0.510	0.337	0.340	тапкање
dabble	0.550	0.530	0.491	тапкање
dabbling	0.562	0.726	0.676	замавнување
dad	0.857	0.412	0.786	тато
daddy	0.795	0.400	0.736	татичко
dado	0.510	0.240	0.364	дадо
daemon	0.333	0.490	0.500	демон
daft	0.255	0.436	0.157	даф
dagger	0.224	0.797	0.613	кама
daily	0.653	0.347	0.473	дневно
dainty	0.604	0.284	0.424	вкусен
daiquiri	0.670	0.519	0.400	даикири
dairy	0.633	0.255	0.462	млечни производи
daisy	0.562	0.367	0.333	маргаритка
dak	0.510	0.417	0.424	темно
dale	0.622	0.270	0.365	Дејл
dam	0.250	0.553	0.394	брана
damage	0.059	0.726	0.403	оштетување
damaged	0.104	0.635	0.182	оштетени
damages	0.082	0.760	0.310	штети
dame	0.694	0.480	0.500	дама
damn	0.073	0.784	0.431	проклето
damnation	0.135	0.750	0.416	проклетство
damned	0.100	0.760	0.465	проклет
damp	0.360	0.279	0.210	влажна
dampened	0.271	0.422	0.336	навлажнета
damper	0.459	0.378	0.473	амортизер
damsel	0.719	0.475	0.400	девојка
dance	0.894	0.840	0.551	танцуваат
dancer	0.740	0.768	0.545	танцувач
dancing	0.885	0.868	0.444	танцување
dandruff	0.398	0.298	0.293	првут
dandy	0.673	0.520	0.630	денди
danger	0.115	0.923	0.673	опасност
dangerous	0.020	0.941	0.658	опасно
dangerously	0.082	0.930	0.564	опасно
dangit	0.396	0.606	0.358	дангит
dangle	0.362	0.469	0.375	висат
dank	0.390	0.381	0.383	тенок
dapper	0.770	0.560	0.698	тапачка
dare	0.677	0.788	0.684	се осмелуваат
daredevil	0.429	0.714	0.653	смело
daresay	0.540	0.451	0.490	се осмели
daring	0.583	0.840	0.711	смел
dark	0.198	0.398	0.426	темно
darken	0.250	0.471	0.382	потемни
darkened	0.135	0.440	0.452	затемнет
darkly	0.219	0.548	0.443	темно
darkness	0.102	0.602	0.418	темнина
darkroom	0.188	0.627	0.423	темна соба
darkside	0.102	0.690	0.365	темна страна
darling	0.885	0.370	0.608	мила
darn	0.115	0.765	0.418	проклето
dart	0.417	0.608	0.500	пикадо
dash	0.574	0.312	0.324	цртичка
dashboard	0.510	0.371	0.595	контролна табла
dashed	0.276	0.393	0.338	попарен
dashing	0.612	0.627	0.799	растрчани
dastardly	0.208	0.688	0.270	гадно
data	0.500	0.250	0.426	податоци
database	0.604	0.286	0.644	база на податоци
date	0.604	0.231	0.400	датум
datenight	0.708	0.637	0.518	датум ноќ
daughter	0.908	0.415	0.455	ќерка
dawdle	0.479	0.464	0.357	тапкање
dawn	0.827	0.235	0.519	зората
dawned	0.694	0.471	0.473	осамна
day	0.719	0.269	0.389	ден
daybreak	0.802	0.358	0.474	разденување
daycare	0.776	0.481	0.360	дневен престој
daydream	0.750	0.337	0.456	фантазирање
daydreaming	0.776	0.360	0.479	мечтаење
daylight	0.865	0.420	0.545	дневна светлина
daymade	0.646	0.450	0.417	дневна
dayoff	0.760	0.368	0.377	слободен ден
daytime	0.750	0.324	0.454	дење
daze	0.245	0.735	0.329	зашеметување
dazed	0.300	0.697	0.277	зашеметен
dazzle	0.730	0.782	0.683	заслепуваат
dazzling	0.854	0.880	0.767	блескави
deacon	0.531	0.430	0.736	ѓакон
deactivate	0.235	0.447	0.392	деактивирајте
dead	0.052	0.454	0.194	мртви
deadbeat	0.229	0.453	0.368	мртов
deadline	0.214	0.615	0.460	рок
deadlines	0.406	0.769	0.411	рокови
deadlock	0.170	0.418	0.323	ќор-сокак
deadly	0.143	0.849	0.554	смртоносна
deafening	0.281	0.835	0.482	заглупувачки
deafness	0.125	0.413	0.219	глувост
deal	0.719	0.599	0.543	договор
dealer	0.799	0.615	0.683	дилер
dealership	0.541	0.430	0.629	застапништво
dealing	0.724	0.415	0.598	справување
dealings	0.600	0.491	0.480	зделки
dean	0.612	0.469	0.723	деканот
dear	0.880	0.434	0.629	мил
dearest	0.902	0.427	0.508	најмили
dearth	0.156	0.539	0.255	недостаток
death	0.031	0.720	0.472	смрт
deathbed	0.051	0.652	0.311	смртна постела
deathly	0.073	0.771	0.682	смртоносна
debacle	0.156	0.606	0.266	дебакл
debased	0.219	0.529	0.170	понижени
debatable	0.181	0.610	0.474	дискутабилна
debate	0.408	0.691	0.683	дебата
debauchery	0.354	0.901	0.500	разврат
debenture	0.417	0.500	0.466	задолжница
debilitating	0.125	0.490	0.308	изнемоштени
debit	0.333	0.400	0.474	дебитна
debrief	0.247	0.343	0.549	дебрифинг
debriefing	0.427	0.580	0.456	дебрифинг
debris	0.135	0.396	0.327	остатоци
debt	0.204	0.598	0.336	долг
debtor	0.219	0.546	0.160	должникот
debut	0.806	0.606	0.629	деби
debutante	0.771	0.627	0.454	дебитант
decade	0.531	0.402	0.665	декада
decadence	0.237	0.455	0.291	декаденција
decadent	0.290	0.559	0.324	декадентен
decaf	0.480	0.324	0.353	без кофеин
decanter	0.438	0.567	0.510	декантер
decathlon	0.573	0.753	0.620	десетбој
decay	0.143	0.312	0.170	распаѓање
decayed	0.017	0.375	0.169	распаднати
decaying	0.073	0.510	0.214	распаѓање
deceased	0.021	0.538	0.188	починат
decedent	0.423	0.481	0.415	покојник
deceit	0.020	0.696	0.343	измама
deceitful	0.071	0.788	0.371	измамнички
deceive	0.094	0.775	0.414	измами
deceived	0.059	0.673	0.302	измамени
deceiving	0.099	0.636	0.426	залажувајќи
december	0.740	0.540	0.464	декември
decency	0.750	0.235	0.634	пристојност
decent	0.823	0.296	0.653	пристојно
deception	0.090	0.745	0.370	измама
deceptive	0.027	0.605	0.294	измамен
decide	0.656	0.540	0.855	одлучи
decidedly	0.750	0.480	0.843	одлучно
deciduous	0.385	0.353	0.282	листопадни
decimal	0.507	0.259	0.305	децимална
decimeter	0.520	0.292	0.377	дециметар
decipher	0.417	0.630	0.652	дешифрира
decision	0.646	0.510	0.839	одлука
decisive	0.740	0.509	0.935	одлучувачки
deck	0.420	0.333	0.394	палуба
declaration	0.551	0.590	0.714	декларација
declaratory	0.635	0.582	0.673	декларативна
declare	0.677	0.623	0.668	изјавуваат
declination	0.250	0.549	0.311	деклинација
decline	0.173	0.491	0.240	опаѓање
declining	0.328	0.400	0.264	опаѓање
deco	0.625	0.274	0.356	деко
decode	0.551	0.510	0.640	декодира
decoder	0.562	0.340	0.686	декодер
decompose	0.194	0.596	0.241	разградува
decomposed	0.073	0.442	0.231	распаднат
decomposition	0.133	0.600	0.263	распаѓање
decompress	0.438	0.430	0.509	декомпресира
decompression	0.208	0.520	0.311	декомпресија
decontamination	0.611	0.538	0.573	деконтаминација
decor	0.734	0.311	0.573	декор
decorate	0.954	0.370	0.404	украсуваат
decorating	0.863	0.548	0.462	украсување
decoration	0.878	0.553	0.526	декорација
decorative	0.908	0.460	0.381	декоративни
decorator	0.840	0.471	0.455	декоратор
decorum	0.802	0.327	0.462	декор
decoy	0.149	0.460	0.330	мамка
decrease	0.125	0.360	0.267	намалување
decreased	0.224	0.271	0.170	намалена
