English Word	Valence	Arousal	Dominance	Hawaiian Word
concatenation	0.480	0.593	0.539	concatenation
concave	0.441	0.349	0.349	concave
conceal	0.312	0.436	0.306	huna
concealed	0.344	0.363	0.352	hunaia
concealment	0.302	0.570	0.390	huna
concede	0.670	0.324	0.473	e ae aku
conceit	0.354	0.625	0.309	ka hookiekie
conceited	0.194	0.667	0.473	haaheo
conceivable	0.730	0.350	0.613	hiki ke noonoo
conceive	0.708	0.538	0.700	hapai
concentrate	0.750	0.439	0.743	hoʻopaʻa
concentration	0.735	0.500	0.722	hoʻopaʻa ʻana
concentric	0.730	0.479	0.635	concentric
concept	0.573	0.265	0.632	manaʻo
conception	0.694	0.490	0.614	hāpai ʻana
concern	0.250	0.734	0.463	hopohopo
concerned	0.292	0.698	0.350	pili
concert	0.938	0.867	0.718	ʻaha mele
concerto	0.613	0.759	0.679	concerto
concession	0.588	0.423	0.615	ʻae ʻae
concessional	0.770	0.493	0.657	ʻoluʻolu
conch	0.583	0.306	0.339	conch
concierge	0.480	0.343	0.343	concierge
conciliation	0.792	0.475	0.726	hookuikahi
concise	0.583	0.298	0.620	pōkole
conclave	0.573	0.440	0.611	conclave
conclude	0.530	0.267	0.679	hoʻopau
concluding	0.531	0.382	0.603	hoopau ana
conclusion	0.615	0.377	0.659	hopena
conclusive	0.500	0.427	0.745	hoʻoholo
concoction	0.448	0.459	0.417	huikau
concomitant	0.427	0.482	0.727	hui pū
concord	0.677	0.320	0.586	kuʻikahi
concordance	0.625	0.358	0.608	concordance
concours	0.500	0.530	0.495	concours
concourse	0.740	0.657	0.528	huikau
concrete	0.633	0.420	0.547	kaʻakū
concubine	0.388	0.594	0.476	haiā wahine
concur	0.459	0.394	0.429	ʻae aku
concurrence	0.764	0.627	0.613	ka ʻae ʻana
concurrent	0.573	0.547	0.741	hui pū
concurring	0.573	0.600	0.681	ka ʻae ʻana
concussion	0.072	0.708	0.482	kuʻekuʻe wāwae
condemn	0.102	0.793	0.625	hoohewa
condemnation	0.133	0.725	0.449	ka hoohewa ana
condensation	0.510	0.316	0.538	condensation
condensed	0.598	0.415	0.623	condensed
condescending	0.583	0.363	0.593	hoʻohaʻahaʻa
condescension	0.521	0.377	0.565	hoʻohaʻahaʻa
condiment	0.520	0.333	0.433	mea ʻala
condition	0.500	0.469	0.519	kūlana
conditional	0.521	0.343	0.556	kūlana
conditionally	0.396	0.419	0.617	kūlana
conditioned	0.490	0.417	0.616	hoʻopaʻa ʻia
conditioner	0.781	0.360	0.538	mea hoʻomaʻemaʻe
conditioning	0.440	0.468	0.617	hoʻopaʻa ʻana
conditions	0.551	0.441	0.593	kūlana
condo	0.439	0.288	0.607	condo
condolence	0.260	0.443	0.404	aloha aloha
condolences	0.198	0.480	0.288	aloha aloha
condom	0.406	0.637	0.500	condom
condone	0.571	0.441	0.619	ʻae aku
condor	0.573	0.388	0.519	condor
conducive	0.775	0.479	0.679	ʻoluʻolu
conduct	0.453	0.510	0.750	alakai
conduction	0.530	0.557	0.717	ka lawe ʻana
conductivity	0.583	0.575	0.642	conductivity
conductor	0.677	0.663	0.621	alakaʻi alakaʻi
conduit	0.470	0.302	0.413	auwai
cone	0.417	0.208	0.343	cone
confederacy	0.590	0.541	0.736	hui hui
confederate	0.551	0.546	0.792	hui pu
confederation	0.663	0.404	0.830	hui hui
confer	0.573	0.482	0.583	hāʻawi
conference	0.688	0.615	0.606	ʻaha kūkā
confess	0.360	0.712	0.431	hai aku
confession	0.469	0.642	0.460	hai aku
confessional	0.458	0.392	0.629	haʻiʻike
confessions	0.325	0.538	0.658	haiolelo
confetti	0.781	0.573	0.250	confetti
confidant	0.837	0.633	0.631	hilinaʻi
confide	0.669	0.472	0.595	haʻiʻōlelo
confidence	0.959	0.276	0.943	hilinaʻi
confident	0.765	0.324	0.723	hilinaʻi
confidential	0.643	0.471	0.761	mea huna
confidentiality	0.667	0.431	0.718	mea huna
confidentially	0.633	0.469	0.558	me ka huna huna
configuration	0.540	0.443	0.591	hoʻonohonoho
confine	0.327	0.551	0.538	hoʻopaʻa
confined	0.286	0.472	0.444	paa
confinement	0.333	0.656	0.520	hoʻopaʻa ʻia
confines	0.396	0.386	0.542	hoʻopaʻa
confirm	0.802	0.439	0.806	hōʻoia
confirmation	0.812	0.480	0.692	hōʻoia
confirmatory	0.656	0.500	0.683	hōʻoia
confirmed	0.760	0.490	0.764	hoʻopaʻa ʻia
confiscate	0.250	0.625	0.482	hao wale
confiscation	0.208	0.706	0.586	ka hao ana
conflagration	0.344	0.721	0.594	ke ahi ahi
conflict	0.335	0.906	0.471	paio
conflicting	0.173	0.738	0.553	paio ana
confluence	0.677	0.598	0.565	huikau
conform	0.479	0.380	0.375	hoohalike
conformance	0.608	0.278	0.254	conformance
conformation	0.622	0.435	0.711	conformation
conformity	0.645	0.363	0.579	kūlike
confound	0.347	0.529	0.333	huikau
confounded	0.333	0.528	0.264	huikau
confront	0.281	0.760	0.746	kūʻē
confrontation	0.177	0.870	0.658	hoʻopaʻapaʻa
confuse	0.100	0.580	0.270	huikau
confused	0.220	0.650	0.179	huikau
confusing	0.229	0.690	0.222	huikau
confusion	0.255	0.667	0.277	huikau
conga	0.469	0.529	0.440	conga
congenial	0.820	0.412	0.620	ʻoluʻolu
congenital	0.448	0.434	0.427	hānau hānau
congestion	0.271	0.654	0.491	huikau
conglomerate	0.500	0.500	0.838	conglomerate
conglomeration	0.541	0.720	0.670	huikau
congrats	0.930	0.726	0.775	aloha
congratulate	0.927	0.724	0.784	hoʻomaikaʻi
congratulation	0.948	0.780	0.717	hoʻomaikaʻi
congratulations	0.960	0.755	0.719	hoʻomaikaʻi
congratulatory	0.959	0.616	0.689	hoʻomaikaʻi
congregate	0.653	0.530	0.733	hui
congregation	0.561	0.490	0.700	anaina
congress	0.449	0.444	0.857	ʻaha kūkā
congressional	0.552	0.491	0.848	Ahaolelo
congressman	0.438	0.471	0.877	luna ʻahaʻōlelo
congruence	0.656	0.472	0.577	ka like ana
conic	0.510	0.368	0.379	conic
conical	0.490	0.422	0.471	conical
conjecture	0.396	0.398	0.534	hoʻopaʻapaʻa
conjugal	0.698	0.510	0.688	hoapili
conjugate	0.583	0.420	0.467	conjugate
conjugation	0.479	0.429	0.582	huikau
conjunction	0.520	0.472	0.509	hoʻohui
conjunctive	0.487	0.444	0.639	huikau
conjure	0.385	0.679	0.645	hoʻohiwahiwa
conjuring	0.224	0.653	0.694	hoʻohiwahiwa
conk	0.340	0.469	0.404	conk
connect	0.724	0.299	0.536	hoʻopili
connected	0.816	0.550	0.612	pili
connection	0.729	0.560	0.655	pili
connective	0.719	0.491	0.764	pili
connoisseur	0.760	0.461	0.769	mea akamai
conquer	0.694	0.873	0.971	lanakila
conquering	0.760	0.873	0.936	lanakila ana
conqueror	0.604	0.809	0.930	na'i aupuni
conquest	0.710	0.702	0.833	hoʻopio
conscience	0.663	0.375	0.721	ka lunamanao
conscientious	0.688	0.404	0.688	noonoo pono
conscious	0.740	0.333	0.705	ʻike
consciousness	0.840	0.483	0.755	ka ike
conscription	0.396	0.775	0.642	hoʻopaʻa inoa
consecrated	0.663	0.500	0.800	hoʻolaʻa ʻia
consecration	0.771	0.418	0.804	ka hoolaa ana
consecutive	0.663	0.418	0.643	huikau
consensual	0.663	0.417	0.655	kuʻikahi
consensus	0.627	0.358	0.625	kuʻikahi
consent	0.750	0.500	0.620	ʻae ʻae
consenting	0.727	0.406	0.693	ka ae ana
consequence	0.240	0.721	0.593	hopena
consequent	0.663	0.471	0.625	hopena
conservation	0.832	0.401	0.606	ka mālama ʻana
conservatism	0.406	0.369	0.633	conservatism
conservative	0.615	0.316	0.788	mālama ʻia
conservatory	0.635	0.240	0.729	conservatory
conserve	0.690	0.347	0.573	mālama
consider	0.677	0.368	0.579	noonoo
considerable	0.653	0.314	0.683	nui loa
considerate	0.781	0.380	0.633	noonoo
consideration	0.589	0.380	0.687	noonoo ana
consignee	0.635	0.385	0.602	mea hoʻouna
consignment	0.490	0.440	0.500	hoʻouna ʻana
consist	0.823	0.386	0.580	komo
consistency	0.714	0.500	0.887	kūlike
consistent	0.786	0.431	0.726	kūlike
consolation	0.408	0.250	0.304	hooluolu
console	0.625	0.398	0.415	hooluolu
consoled	0.700	0.343	0.452	hooluolu
consolidate	0.880	0.440	0.870	hoʻohui
consolidated	0.700	0.366	0.784	hoʻohui ʻia
consolidation	0.604	0.445	0.776	hoʻohuihui
consonant	0.500	0.347	0.417	consonant
consort	0.632	0.509	0.630	hoa wahine
conspicuous	0.479	0.520	0.596	ʻike maka
conspiracy	0.125	0.787	0.652	kipi
conspirator	0.271	0.786	0.707	mea kipi
conspire	0.206	0.740	0.520	kipi
constable	0.573	0.667	0.764	makai
constancy	0.786	0.443	0.763	kūpaʻa
constant	0.740	0.296	0.686	mau
constantly	0.663	0.561	0.700	mau
constellation	0.719	0.533	0.775	hui hoku
consternation	0.167	0.680	0.469	ka haalulu
constipation	0.079	0.612	0.231	constipation
constituency	0.500	0.480	0.696	māhele koho
constituent	0.573	0.500	0.827	constituent
constituents	0.573	0.414	0.833	nā mea koho
constitute	0.812	0.349	0.906	hoʻokumu
constitution	0.590	0.380	0.889	kumukānāwai
constitutional	0.633	0.418	0.827	kumukānāwai
constitutionality	0.612	0.439	0.853	kumukānāwai
constrain	0.261	0.500	0.500	kaohi
constrained	0.135	0.537	0.357	kaohiia
constraint	0.323	0.550	0.481	kaohi
construct	0.750	0.648	0.792	kūkulu
construction	0.848	0.612	0.759	kūkulu hale
constructive	0.860	0.570	0.812	mea hooikaika
construe	0.602	0.519	0.553	hoomaopopo
consul	0.573	0.354	0.688	kanikela
consulate	0.561	0.453	0.694	consulate
consult	0.755	0.370	0.441	kukakuka
consultant	0.770	0.344	0.808	kākāʻōlelo
consultation	0.660	0.463	0.625	kūkākūkā
consume	0.427	0.620	0.509	hoopau
consumer	0.507	0.551	0.677	mea kūʻai
consuming	0.573	0.541	0.536	e hoopau ana
consummate	0.551	0.540	0.558	hoʻokō
consummation	0.583	0.676	0.661	hoopau ana
consumption	0.390	0.531	0.538	ʻai
contact	0.719	0.424	0.526	pili
contagion	0.208	0.630	0.535	maʻi lele
contagious	0.184	0.725	0.400	lele lele
contain	0.542	0.490	0.658	komo
container	0.551	0.396	0.561	ipu
containment	0.411	0.491	0.618	hoʻopaʻa ʻia
contaminate	0.140	0.611	0.426	hoʻohaumia
contaminated	0.040	0.500	0.368	haumia
contamination	0.125	0.610	0.375	haumia
contemplate	0.740	0.347	0.642	e noonoo
contemplation	0.552	0.324	0.627	ka noonoo ana
contemplative	0.729	0.308	0.739	noonoo ana
contemporaneous	0.640	0.373	0.591	hoʻokahi manawa
contemporary	0.720	0.365	0.569	i kēia manawa
contempt	0.206	0.635	0.396	hoowahawaha
contemptible	0.146	0.657	0.471	hoowahawaha
contemptuous	0.204	0.500	0.375	hoowahawaha
contend	0.510	0.657	0.731	paio
contender	0.480	0.790	0.681	mea paio
contending	0.490	0.698	0.716	paio ana
content	0.764	0.296	0.559	maʻiʻo
contented	0.857	0.612	0.746	ʻoluʻolu
contention	0.375	0.510	0.738	paio
contentious	0.422	0.573	0.637	paio
contentment	0.875	0.610	0.782	ʻoluʻolu
contents	0.656	0.375	0.550	mea i loko
contest	0.667	0.698	0.717	hoʻokūkū
contestant	0.760	0.530	0.602	mea hoʻokūkū
context	0.531	0.300	0.553	pōʻaiapili
contiguous	0.375	0.450	0.500	pili
continence	0.450	0.396	0.469	ka hoomau ana
continent	0.551	0.373	0.833	ʻāina ʻāina
continental	0.486	0.350	0.755	ʻāina ʻāina
contingency	0.396	0.500	0.670	pilikia
contingent	0.470	0.531	0.659	huikau
continual	0.500	0.423	0.685	mau
continually	0.646	0.438	0.698	mau
continuance	0.729	0.510	0.652	hoʻomau
continuation	0.615	0.470	0.566	hoʻomau
continue	0.630	0.427	0.612	hoʻomau
continued	0.635	0.440	0.500	hoomau aku
continuing	0.667	0.500	0.520	e hoomau ana
continuity	0.781	0.439	0.684	hoʻomau
continuous	0.625	0.509	0.580	mau
continuously	0.719	0.417	0.702	mau
continuum	0.677	0.390	0.491	hoʻomau
contour	0.589	0.265	0.414	ʻōniʻoniʻo
contraband	0.177	0.875	0.670	kipi
contraception	0.296	0.518	0.525	hoʻopaʻa keiki
contract	0.594	0.412	0.636	ʻaelike
contracted	0.344	0.557	0.449	ʻaelike
contractile	0.480	0.586	0.569	ʻokoʻa
contracting	0.594	0.490	0.769	ʻaelike
contraction	0.292	0.755	0.603	ʻokiʻoki
contractor	0.592	0.479	0.727	mea ʻaelike
contradict	0.160	0.598	0.482	kuee
contradiction	0.250	0.660	0.377	kuee
contradictory	0.365	0.651	0.421	kuee
contraption	0.448	0.590	0.491	hoʻopāpā
contrary	0.327	0.449	0.338	kūʻē
contrast	0.480	0.406	0.520	ʻokoʻa
contrasted	0.521	0.538	0.491	hoʻohālikelike ʻia
contravene	0.357	0.618	0.472	kuee
contravention	0.344	0.627	0.593	kūʻē
contribute	0.806	0.350	0.795	hāʻawi
contribution	0.854	0.452	0.760	hāʻawi
contributor	0.844	0.510	0.760	mea hāʻawi
contrite	0.347	0.363	0.473	mihi
contrition	0.347	0.583	0.463	mihi
contrived	0.408	0.530	0.458	hana ʻia
control	0.729	0.352	0.808	hoʻomalu
controller	0.469	0.712	0.868	mea hooponopono
controlling	0.490	0.441	0.885	ka hoomalu ana
controversial	0.271	0.858	0.538	hoʻopaʻapaʻa
controversy	0.250	0.819	0.600	hoʻopaʻapaʻa
contusion	0.167	0.565	0.509	hoʻopaʻapaʻa
conundrum	0.354	0.524	0.408	pilikia
convalescent	0.458	0.480	0.269	hōʻoluʻolu
convection	0.521	0.494	0.526	convection
convene	0.583	0.676	0.636	ʻākoakoa
convenience	0.781	0.448	0.613	oluolu
conveniences	0.802	0.412	0.693	ʻoluʻolu
convenient	0.846	0.491	0.574	oluolu
convent	0.480	0.217	0.594	halepule
convention	0.622	0.622	0.704	ʻaha kūkā
conventional	0.594	0.292	0.634	kuʻuna
converge	0.635	0.471	0.539	huikau
convergence	0.551	0.491	0.625	ka hui ana
convergent	0.781	0.490	0.696	convergent
conversant	0.724	0.360	0.542	kamaʻilio
conversation	0.750	0.510	0.609	kamaʻilio ʻana
conversational	0.719	0.431	0.596	kamaʻilio
conversationalist	0.719	0.467	0.667	mea kamaʻilio
converse	0.594	0.406	0.598	kamaʻilio
conversing	0.755	0.409	0.442	kamaʻilio ʻana
conversion	0.480	0.605	0.736	hoohuli ana
convert	0.551	0.538	0.704	hoohuli
converted	0.663	0.418	0.686	hoohuliia
convertible	0.542	0.529	0.717	hiki ke hoololi
convex	0.438	0.427	0.445	convex
convexity	0.449	0.354	0.484	convexity
convey	0.719	0.633	0.708	lawe aku
conveyance	0.615	0.520	0.455	ka lawe ʻana aku
conveyancing	0.375	0.479	0.663	ka lawe ʻana aku
convict	0.177	0.840	0.477	hoahewa
conviction	0.615	0.704	0.826	manaʻoʻiʻo
convince	0.708	0.539	0.763	e hoohuli
convinced	0.750	0.500	0.630	hooiaio
convincing	0.760	0.527	0.900	hooiaio ana
convocation	0.538	0.611	0.663	ʻaha kūkā
convoluted	0.323	0.614	0.433	huikau
convolution	0.417	0.559	0.527	huikau
convoy	0.500	0.671	0.639	convoy
coo	0.490	0.439	0.500	coo
cook	0.847	0.500	0.412	kuke
cookbook	0.602	0.346	0.398	puke kuke
cooker	0.592	0.373	0.407	mea kuke kuke
cookery	0.633	0.368	0.345	mea kuke kuke
cookie	0.792	0.306	0.250	kuki
cookies	0.823	0.451	0.316	nā kuki
cooking	0.694	0.510	0.434	kuke ʻana
cookout	0.680	0.406	0.482	mea kuke kuke
cool	0.885	0.540	0.781	anu
coolant	0.720	0.412	0.456	mea hooluolu
cooler	0.664	0.375	0.460	mea hooluolu
cooling	0.469	0.324	0.392	hooluolu
coolness	0.490	0.307	0.548	ʻoluʻolu
coon	0.490	0.460	0.400	coon
coop	0.612	0.445	0.650	coop
cooperate	0.898	0.451	0.582	hui pū
cooperating	0.760	0.390	0.693	ka launa pū ʻana
cooperation	0.847	0.473	0.686	ka launa pū ʻana
cooperative	0.816	0.461	0.670	hui pū
coordinate	0.698	0.429	0.694	huikau
coordination	0.677	0.454	0.789	ka hoʻohui ʻana
coordinator	0.750	0.510	0.850	luna hooponopono
cop	0.327	0.770	0.836	makai
copacetic	0.510	0.471	0.453	copacetic
cope	0.592	0.647	0.709	hoʻokō
copier	0.459	0.345	0.390	mea kope kope
copilot	0.640	0.538	0.573	copilot
coping	0.562	0.630	0.613	ka hoopili ana
copious	0.427	0.462	0.527	nui loa
copper	0.580	0.260	0.500	keleawe
copter	0.571	0.704	0.569	copter
copy	0.460	0.240	0.263	kope
copycat	0.449	0.580	0.443	kope kope
copying	0.448	0.315	0.404	kope
copyright	0.458	0.402	0.663	kope kope
coral	0.802	0.231	0.425	ʻākoʻakoʻa
coral snake	0.276	0.712	0.607	nahesa koʻa
cord	0.388	0.378	0.358	kaula
cordial	0.823	0.312	0.482	aloha
cordless	0.667	0.441	0.528	kelepona ʻole
cordon	0.469	0.317	0.380	kaulahao
corduroy	0.570	0.324	0.357	corduroy
core	0.721	0.378	0.540	kumu
cork	0.347	0.250	0.281	pulu
corkscrew	0.427	0.443	0.445	kīʻaha
corn	0.594	0.196	0.292	kulina
cornball	0.479	0.378	0.325	popo kulina
cornbread	0.643	0.304	0.302	palaoa kulina
cornea	0.521	0.346	0.443	kinona
corned	0.459	0.441	0.425	kulina
corner	0.400	0.296	0.366	kihi
cornerstone	0.550	0.388	0.596	pōhaku kihi
cornet	0.507	0.520	0.415	korineta
cornfield	0.719	0.310	0.349	kahua kulina
cornflakes	0.729	0.346	0.355	cornflakes
cornice	0.458	0.441	0.295	cornice
cornstarch	0.643	0.299	0.337	kāpalapala
corny	0.448	0.370	0.221	koʻikoʻi
corollary	0.458	0.469	0.366	ka hopena
corona	0.818	0.439	0.745	corona
coronary	0.567	0.613	0.509	coronary
coronation	0.792	0.592	0.836	poni
coroner	0.323	0.558	0.526	koronero
corporal	0.582	0.490	0.596	kino kino
corporate	0.592	0.454	0.745	hui
corporation	0.429	0.332	0.873	ahahui
corporeal	0.520	0.350	0.461	kino kino
corps	0.551	0.453	0.483	kino kino
corpse	0.094	0.657	0.232	kupapau
corpsman	0.439	0.469	0.651	kanaka kupapau
corpus	0.543	0.340	0.490	kino kino
corral	0.606	0.662	0.422	pā hale
correct	0.857	0.306	0.723	pololei
correction	0.448	0.485	0.558	hooponopono ana
correctional	0.292	0.713	0.602	hoʻoponopono
corrective	0.448	0.528	0.613	hoʻoponopono
correctness	0.796	0.450	0.649	pololei
correlation	0.596	0.462	0.571	hoopili ana
correlative	0.510	0.402	0.571	pili pili
correspond	0.710	0.452	0.545	pili
correspondence	0.663	0.423	0.491	palapala leka
correspondent	0.573	0.565	0.712	mea kakau
corresponding	0.740	0.423	0.618	pili
corridor	0.604	0.589	0.592	alahele
corroborate	0.671	0.471	0.616	hōʻoiaʻiʻo
corroboration	0.625	0.431	0.733	hōʻoiaʻiʻo
corrosion	0.156	0.610	0.348	ʻinoʻino
corrosive	0.140	0.618	0.570	ʻinoʻino
corrupt	0.020	0.806	0.500	kolohe
corrupting	0.062	0.804	0.380	hana ino
corruption	0.052	0.830	0.549	palaho
corsage	0.510	0.294	0.397	corsage
corse	0.448	0.451	0.382	corse
corset	0.490	0.520	0.381	corset
cortex	0.594	0.439	0.529	cortex
cortical	0.380	0.423	0.536	cortical
cortisone	0.427	0.395	0.456	cortisone
corvette	0.551	0.520	0.598	corvette
cosmetic	0.625	0.304	0.308	mea hoʻonaninani
cosmetics	0.765	0.464	0.472	nā mea hoʻonaninani
cosmic	0.663	0.538	0.692	ka honua
cosmology	0.651	0.438	0.637	ka honua honua
cosmopolitan	0.823	0.510	0.760	cosmopolitan
cosmos	0.860	0.478	0.664	ka honua
cost	0.365	0.420	0.439	koina
costly	0.316	0.650	0.642	kumu kūʻai
costume	0.548	0.510	0.374	lole lole
cosy	0.847	0.255	0.518	ʻoluʻolu
cot	0.625	0.230	0.278	moe moe
cote	0.439	0.344	0.324	cote
cottage	0.600	0.279	0.361	hale hale
cotton	0.639	0.071	0.240	pulupulu
couch	0.594	0.082	0.198	moe moe
cougar	0.438	0.588	0.538	cougar
cough	0.255	0.627	0.241	ʻū
council	0.875	0.279	0.635	ʻaha kūkā
councilman	0.531	0.367	0.793	luna ʻaha kūkā
counsel	0.594	0.519	0.730	kākāʻōlelo
counseling	0.667	0.480	0.704	ʻōlelo aʻo
counsellor	0.823	0.327	0.740	kākāʻōlelo
counselor	0.873	0.365	0.706	kākāʻōlelo
count	0.594	0.389	0.492	helu
countdown	0.438	0.692	0.490	helu iho
countenance	0.635	0.440	0.690	helehelena
counter	0.439	0.478	0.750	counter
counteract	0.378	0.542	0.688	kue aku
counterattack	0.281	0.951	0.764	hoouka kaua
counterbalance	0.520	0.480	0.627	ke kaulike
counterclaim	0.398	0.760	0.651	hoʻopiʻi kūʻē
counterfeit	0.094	0.694	0.451	hoʻopunipuni
counterpart	0.448	0.608	0.577	hoa like
counterpoint	0.438	0.509	0.538	kūʻē
countess	0.562	0.440	0.670	kākāhine
countless	0.520	0.566	0.534	helu ole
country	0.698	0.394	0.693	ʻāina
countryman	0.673	0.441	0.789	kamaaina
countrymusic	0.795	0.451	0.438	mele ʻāina
countryside	0.732	0.288	0.327	kuaaina
counts	0.343	0.373	0.500	helu
county	0.479	0.368	0.545	kalana
coup	0.275	0.815	0.607	hoʻokahuli aupuni
coupe	0.479	0.460	0.482	coupe
couple	0.806	0.605	0.607	kalua
coupled	0.612	0.286	0.650	hui pū ʻia
coupling	0.594	0.479	0.555	hoʻopili ʻana
coupon	0.704	0.300	0.421	coupon
courage	0.830	0.728	0.849	koa
courageous	0.918	0.587	0.879	wiwo ole
courier	0.551	0.383	0.441	elele
courses	0.735	0.412	0.534	nā papa
coursing	0.542	0.472	0.546	hoʻolāʻau
court	0.479	0.769	0.827	hale hookolokolo
courteous	0.937	0.396	0.529	lokomaikaʻi
courtesy	0.927	0.287	0.431	ʻoluʻolu
courthouse	0.571	0.503	0.818	hale hookolokolo
courtroom	0.385	0.670	0.887	keena hookolokolo
courts	0.367	0.710	0.816	nā ʻaha hoʻokolokolo
courtship	0.667	0.490	0.654	hoopalau
courtside	0.592	0.391	0.434	ʻaoʻao pā hale
courtyard	0.503	0.365	0.355	pā hale
cousin	0.675	0.394	0.427	hoa hānau
cousins	0.760	0.409	0.464	nā hoahānau
cove	0.500	0.304	0.370	cove
coven	0.458	0.578	0.591	coven
covenant	0.594	0.462	0.667	berita
cover	0.365	0.240	0.471	uhi
coverage	0.767	0.413	0.629	uhi
covered	0.562	0.340	0.644	uhi ʻia
covering	0.615	0.382	0.583	uhi ana
covert	0.500	0.570	0.508	huna
covet	0.302	0.779	0.524	kuko
coveted	0.661	0.730	0.625	makemake ʻia
cow	0.449	0.230	0.300	bipi
coward	0.102	0.490	0.149	makaʻuʻuku
cowardice	0.133	0.621	0.167	makaʻuʻuku
cowardly	0.102	0.385	0.127	makaʻuʻuku
cowboy	0.594	0.625	0.695	paniolo
cowgirl	0.541	0.566	0.554	wahine paniolo
cowhand	0.438	0.480	0.596	lima bipi
cowhide	0.458	0.324	0.333	ili bipi
cowl	0.427	0.450	0.232	pulupulu
coworker	0.667	0.490	0.625	hoa hana
coy	0.347	0.330	0.213	coy
coyote	0.459	0.471	0.387	coyote
cozy	0.910	0.356	0.545	ʻoluʻolu
crab	0.421	0.396	0.330	pāpaʻi
crabby	0.198	0.812	0.370	pāpaʻi
crack	0.302	0.625	0.400	māhā
cracked	0.224	0.520	0.228	māhā
cracker	0.604	0.343	0.346	pahūpahū
crackerjack	0.567	0.509	0.426	pahūpahū
cracking	0.327	0.557	0.286	māhā
crackle	0.327	0.643	0.481	pahū
crackpot	0.260	0.602	0.245	ipu mākū
cradle	0.776	0.194	0.333	moi
craft	0.760	0.321	0.539	hana lima
crafts	0.667	0.380	0.391	hana lima
craftsman	0.719	0.310	0.583	mea hana lima
craftsmanship	0.823	0.373	0.571	hana hana
crafty	0.589	0.679	0.783	maalea
craig	0.448	0.449	0.490	craig
cram	0.354	0.730	0.598	puʻupuʻu
crammed	0.406	0.740	0.466	paʻapū
cramp	0.194	0.796	0.340	ʻūhā
cramped	0.240	0.567	0.360	ʻāpiki
cranberry	0.793	0.330	0.363	ʻalani
cranberry juice	0.622	0.321	0.281	wai ʻalani
crane	0.396	0.417	0.589	crane
cranial	0.354	0.510	0.583	cranial
cranium	0.439	0.491	0.725	poʻo
crank	0.448	0.275	0.417	kīkoʻo
cranky	0.194	0.776	0.396	ʻūhū
cranny	0.194	0.471	0.250	ʻūhā
crap	0.083	0.644	0.167	palaka
crappy	0.039	0.582	0.208	pōʻino
craps	0.375	0.420	0.273	pāpaʻi
crash	0.194	0.906	0.355	hāʻule
crass	0.223	0.490	0.466	pōʻino
crate	0.427	0.173	0.274	pahu
crater	0.450	0.647	0.529	lua pele
crave	0.625	0.510	0.731	makemake
craving	0.510	0.755	0.636	kuko
crawfish	0.510	0.427	0.342	ʻuʻu
crawl	0.479	0.519	0.467	kolo
crayon	0.604	0.260	0.185	penikala
crayons	0.684	0.366	0.405	penikala
craze	0.255	0.657	0.435	pupule
crazed	0.153	0.877	0.417	pupule
craziness	0.238	0.908	0.255	pupule
crazy	0.156	0.843	0.321	lōlō
creak	0.344	0.670	0.411	ʻūlū
creaking	0.302	0.743	0.415	ʻōniʻoniʻo
cream	0.688	0.259	0.220	holika
creamed	0.723	0.273	0.288	holika
creamer	0.594	0.192	0.269	mea holika
creamy	0.823	0.337	0.345	ʻoluʻolu
crease	0.440	0.286	0.300	ʻili
create	0.786	0.588	0.789	hana
creation	0.927	0.575	0.868	hana ʻana
creative	0.917	0.518	0.788	makakū
creativity	0.938	0.684	0.815	hana hoʻohua
creator	0.865	0.592	0.856	mea hana
creature	0.669	0.625	0.620	mea ola
credence	0.760	0.460	0.737	hilinaʻi
credential	0.735	0.337	0.597	palapala hōʻoia
credentials	0.708	0.373	0.675	palapala hōʻoia
credibility	0.875	0.427	0.809	hilinaʻi
credible	0.917	0.441	0.750	hilinaʻi
