English Word	Valence	Arousal	Dominance	Amharic Word
chiefly	0.600	0.587	0.764	በዋናነት
chieftain	0.343	0.529	0.860	አለቃ
chiffon	0.406	0.230	0.250	ቺፎን
child	0.912	0.460	0.413	ልጅ
childbirth	0.604	0.861	0.673	ልጅ መውለድ
childhood	0.865	0.413	0.307	የልጅነት ጊዜ
childish	0.573	0.442	0.230	የልጅነት
childless	0.310	0.400	0.396	ልጅ አልባ
childlike	0.656	0.372	0.293	ልጅ መሰል
childloss	0.240	0.571	0.421	ልጅ ማጣት
children	0.857	0.538	0.435	ልጆች
chili	0.592	0.566	0.433	ቺሊ
chill	0.837	0.206	0.482	ማቀዝቀዝ
chilled	0.521	0.340	0.482	የቀዘቀዘ
chilling	0.208	0.850	0.358	ማቀዝቀዝ
chilly	0.329	0.459	0.408	ቀዝቃዛ
chime	0.573	0.541	0.464	ቺም
chimera	0.292	0.582	0.372	chimera
chimes	0.625	0.490	0.402	ጩኸት
chimney	0.583	0.286	0.225	ጭስ ማውጫ
chimp	0.394	0.588	0.345	ቺምፕ
chimpanzee	0.500	0.633	0.387	ቺምፓንዚ
chin	0.571	0.310	0.269	አገጭ
china	0.561	0.443	0.556	ቻይና
chinchilla	0.480	0.450	0.286	ቺንቺላ
chine	0.561	0.360	0.352	ቻይና
chinook	0.408	0.497	0.491	chinook
chip	0.479	0.382	0.452	ቺፕ
chipmunk	0.573	0.562	0.409	ቺፕማንክ
chipper	0.418	0.588	0.500	ቺፐር
chipping	0.354	0.452	0.353	መቆራረጥ
chiropractor	0.420	0.549	0.651	ኪሮፕራክተር
chirp	0.469	0.602	0.365	ጩኸት
chirping	0.500	0.463	0.360	መጮህ
chisel	0.469	0.404	0.452	ቺዝል
chiseler	0.429	0.606	0.464	chiseler
chit	0.490	0.352	0.321	ቺት
chitchat	0.673	0.455	0.403	የማይረባ ወሬ
chivalry	0.857	0.380	0.848	chivalry
chloride	0.265	0.387	0.474	ክሎራይድ
chlorine	0.306	0.327	0.332	ክሎሪን
chloroform	0.281	0.370	0.393	ክሎሮፎርም
chocolate	0.885	0.480	0.418	ቸኮሌት
choice	0.745	0.520	0.664	ምርጫ
choir	0.704	0.298	0.473	መዘምራን
choke	0.167	0.788	0.676	ማነቅ
cholera	0.020	0.867	0.507	ኮሌራ
cholesterol	0.198	0.583	0.398	ኮሌስትሮል
choose	0.615	0.542	0.648	መምረጥ
choosing	0.719	0.529	0.689	መምረጥ
choosy	0.280	0.760	0.712	መራጭ
chop	0.250	0.655	0.467	መክተፍ
chopper	0.594	0.560	0.509	ቾፐር
choppers	0.469	0.745	0.691	choppers
chopping	0.560	0.625	0.362	መቁረጥ
chops	0.612	0.420	0.269	ቾፕስ
choral	0.852	0.290	0.421	ዝማሬ
chord	0.729	0.394	0.539	ኮርድ
chords	0.639	0.406	0.388	ኮርዶች
chore	0.406	0.462	0.500	ስራ
choreographer	0.646	0.639	0.625	ኮሪዮግራፈር
choreography	0.812	0.750	0.547	ኮሪዮግራፊ
chorus	0.620	0.417	0.500	ዝማሬ
chosen	0.865	0.449	0.833	ተመርጧል
chow	0.573	0.490	0.390	ቻው
chowder	0.510	0.324	0.241	ቾውደር
christ	0.781	0.510	0.750	ክርስቶስ
christen	0.673	0.356	0.588	ክርስቶስ
christening	0.725	0.382	0.650	ጥምቀት
christmas	0.959	0.520	0.741	የገና በአል
christmasbreak	0.842	0.640	0.548	የገና ዕረፍት
christmaseve	0.812	0.491	0.463	የገና ዋዜማ
christmasspirit	0.867	0.602	0.575	የገና መንፈስ
christmassy	0.875	0.698	0.602	የገና በዓል
christmastime	0.837	0.588	0.515	የገና ጊዜ
chromatic	0.407	0.413	0.435	ክሮማቲክ
chromatography	0.480	0.537	0.535	ክሮማቶግራፊ
chrome	0.582	0.373	0.421	ክሮም
chromium	0.458	0.404	0.447	ክሮምሚየም
chromosome	0.500	0.296	0.548	ክሮሞሶም
chronic	0.255	0.615	0.464	ሥር የሰደደ
chronicle	0.427	0.571	0.586	ዜና መዋዕል
chronograph	0.500	0.392	0.529	ክሮኖግራፍ
chronological	0.594	0.445	0.600	የጊዜ ቅደም ተከተል
chubby	0.531	0.427	0.304	ጩቢ
chuck	0.542	0.509	0.413	ቺክ
chuckle	0.844	0.736	0.481	ሳቅ
chug	0.401	0.413	0.358	ማቀፍ
chum	0.911	0.347	0.518	chum
chummy	0.760	0.420	0.610	ቺሚ
chump	0.375	0.451	0.304	ጩኸት
chunk	0.365	0.287	0.214	ቁርጥራጭ
chunky	0.520	0.517	0.509	ጨካኝ
church	0.708	0.198	0.610	ቤተ ክርስቲያን
churchyard	0.296	0.444	0.347	የቤተ ክርስቲያን አጥር ግቢ
churn	0.316	0.491	0.407	ጩኸት
chute	0.580	0.745	0.455	ጩኸት
chutney	0.459	0.370	0.400	ቹትኒ
ciao	0.542	0.426	0.409	ቻው
cider	0.530	0.346	0.398	cider
cigar	0.306	0.463	0.346	ሲጋራ
cigarette	0.219	0.528	0.304	ሲጋራ
cilantro	0.469	0.260	0.208	cilantro
cinch	0.450	0.490	0.387	መጨማደድ
cinder	0.350	0.260	0.157	ሲንደርደር
cinema	0.698	0.538	0.500	ሲኒማ
cinematic	0.663	0.490	0.600	ሲኒማቲክ
cinematographer	0.792	0.455	0.711	ሲኒማቶግራፈር
cinematography	0.781	0.571	0.625	ሲኒማቶግራፊ
cinnamon	0.600	0.250	0.292	ቀረፋ
cipher	0.490	0.414	0.500	ምስጢራዊ
circle	0.480	0.290	0.343	ክብ
circling	0.510	0.654	0.336	መዞር
circuit	0.586	0.461	0.707	ወረዳ
circuitry	0.596	0.615	0.536	ወረዳዎች
circular	0.562	0.342	0.417	ክብ
circulate	0.612	0.388	0.320	ማሰራጨት
circulation	0.735	0.520	0.657	የደም ዝውውር
circulatory	0.592	0.575	0.545	የደም ዝውውር
circumcision	0.327	0.657	0.528	ግርዛት
circumference	0.458	0.255	0.488	ዙሪያ
circumferential	0.551	0.422	0.509	ዙሪያ
circumscribed	0.365	0.539	0.569	የተገረዘ
circumstance	0.520	0.565	0.596	ሁኔታ
circumstances	0.562	0.527	0.464	ሁኔታዎች
circumstantial	0.500	0.538	0.519	ሁኔታዊ
circumvent	0.316	0.642	0.383	መዞር
circumvention	0.531	0.571	0.473	ሰርከምቬንሽን
circus	0.724	0.637	0.432	ሰርከስ
cirque	0.604	0.647	0.467	ሰርክ
cirrhosis	0.079	0.602	0.370	cirrhosis
cirrus	0.470	0.451	0.348	cirrus
cistern	0.541	0.413	0.432	የውኃ ጉድጓድ
citadel	0.585	0.464	0.602	ግንብ
citation	0.570	0.549	0.508	ጥቅስ
cite	0.625	0.454	0.532	ጥቀስ
citizen	0.631	0.250	0.586	ዜጋ
citizenship	0.786	0.404	0.723	ዜግነት
citrine	0.375	0.400	0.420	ሲትሪን
citrus	0.469	0.368	0.375	citrus
city	0.847	0.531	0.508	ከተማ
citywide	0.592	0.509	0.707	ከተማ አቀፍ
civic	0.653	0.240	0.573	ሲቪክ
civics	0.700	0.279	0.720	ሲቪክስ
civil	0.521	0.281	0.517	ሲቪል
civilian	0.700	0.229	0.598	ሲቪል
civilians	0.490	0.448	0.525	ሲቪሎች
civility	0.760	0.306	0.679	ስልጣኔ
civilization	0.823	0.452	0.839	ሥልጣኔ
civilized	0.792	0.231	0.796	የሰለጠነ
clad	0.583	0.373	0.481	የለበሰ
claim	0.255	0.760	0.473	የይገባኛል ጥያቄ
claimant	0.271	0.690	0.779	የይገባኛል ጥያቄ አቅራቢ
clairvoyant	0.765	0.531	0.897	clairvoyant
clam	0.442	0.302	0.272	ክላም
clambake	0.542	0.540	0.429	ክላምባክ
clammy	0.354	0.440	0.236	ክላሚ
clamor	0.438	0.643	0.360	ጩኸት
clamp	0.541	0.388	0.454	መቆንጠጥ
clan	0.562	0.491	0.686	ጎሳ
clandestine	0.425	0.677	0.469	ድብቅ
clang	0.459	0.520	0.510	ክላንግ
clap	0.779	0.731	0.529	ማጨብጨብ
clapper	0.500	0.229	0.420	ማጨብጨብ
clapping	0.823	0.894	0.686	ማጨብጨብ
clarification	0.802	0.461	0.613	ማብራሪያ
clarify	0.652	0.535	0.625	ግልጽ ማድረግ
clarinet	0.592	0.453	0.411	ክላሪኔት
clarion	0.500	0.443	0.422	ክላሪዮን
clarity	0.796	0.310	0.631	ግልጽነት
clash	0.293	0.918	0.453	ግጭት
clashing	0.177	0.764	0.575	መጋጨት
clasp	0.448	0.375	0.241	ማጨብጨብ
class	0.656	0.314	0.522	ክፍል
classic	0.690	0.260	0.611	ክላሲክ
classic rock	0.729	0.571	0.588	ክላሲክ ሮክ
classical	0.643	0.198	0.536	ክላሲካል
classics	0.750	0.333	0.510	አንጋፋዎች
classification	0.583	0.423	0.613	ምደባ
classified	0.571	0.460	0.663	ተመድቧል
classify	0.646	0.411	0.720	መድብ
classmate	0.781	0.400	0.593	የክፍል ጓደኛ
classroom	0.539	0.292	0.363	ክፍል
classy	0.917	0.410	0.649	ክላሲካል
clatter	0.418	0.820	0.387	ጩኸት
clause	0.480	0.409	0.528	አንቀጽ
clauses	0.449	0.429	0.545	አንቀጾች
claustrophobia	0.125	0.840	0.333	claustrophobia
claustrophobic	0.092	0.755	0.400	ክላስትሮፎቢክ
clavicle	0.398	0.400	0.452	clavicle
claw	0.260	0.600	0.598	ጥፍር
claws	0.281	0.698	0.562	ጥፍሮች
clay	0.542	0.250	0.267	ሸክላ
clean	0.827	0.170	0.500	ንፁህ
cleaner	0.604	0.556	0.375	የበለጠ ንጹህ
cleaning	0.595	0.396	0.427	ማጽዳት
cleanliness	0.816	0.363	0.609	ንጽህና
cleanly	0.823	0.352	0.583	በንጽሕና
cleanse	0.625	0.310	0.660	ማጽዳት
cleanser	0.604	0.353	0.433	ማጽጃ
cleansing	0.729	0.298	0.472	ማጽዳት
cleanup	0.729	0.314	0.451	አፅዳው
clear	0.857	0.327	0.573	ግልጽ
clearance	0.542	0.459	0.473	ማጽዳት
clearing	0.680	0.333	0.509	ማጽዳት
clearness	0.875	0.316	0.689	ግልጽነት
cleat	0.486	0.260	0.361	cleat
cleavage	0.542	0.602	0.454	መሰንጠቅ
cleave	0.296	0.545	0.389	መሰንጠቅ
cleaver	0.240	0.627	0.434	ክላቨር
clef	0.615	0.360	0.595	ስንጥቅ
cleft	0.306	0.442	0.360	መሰንጠቅ
clemency	0.594	0.417	0.397	ምህረት
clench	0.438	0.618	0.580	መቆንጠጥ
clergy	0.531	0.312	0.575	ቀሳውስት።
clergyman	0.594	0.330	0.556	ቄስ
cleric	0.521	0.324	0.589	ቄስ
clerical	0.520	0.396	0.491	ቄስ
clerk	0.500	0.579	0.509	ጸሐፊ
clerkship	0.582	0.380	0.596	የጽሕፈት ሥራ
clever	0.896	0.353	0.729	ጎበዝ
cleverness	0.878	0.509	0.921	ብልህነት
click	0.536	0.365	0.268	ጠቅ ያድርጉ
clicker	0.418	0.490	0.463	ጠቅ ማድረጊያ
client	0.583	0.450	0.618	ደንበኛ
clientele	0.625	0.577	0.508	ደንበኛ
cliff	0.361	0.620	0.509	ገደል
climate	0.635	0.240	0.483	የአየር ንብረት
climatology	0.531	0.367	0.541	climatology
climax	0.735	0.853	0.667	ጫፍ
climb	0.615	0.660	0.604	መውጣት
climber	0.573	0.716	0.735	ወጣ ገባ
clinch	0.469	0.538	0.430	ክሊች
cling	0.417	0.620	0.588	የሙጥኝ
clingy	0.224	0.460	0.370	የሙጥኝ ያለ
clinic	0.469	0.439	0.600	ክሊኒክ
clinical	0.337	0.412	0.640	ክሊኒካዊ
clink	0.458	0.462	0.319	አጨብጭቡ
clip	0.438	0.310	0.381	ቅንጥብ
clipboard	0.594	0.255	0.423	ቅንጥብ ሰሌዳ
clipper	0.293	0.422	0.383	ክሊፐር
clipping	0.460	0.500	0.405	መቁረጥ
clique	0.427	0.430	0.391	ክሊክ
clitoris	0.625	0.844	0.464	ቂንጥር
cloak	0.469	0.188	0.333	ካባ
cloaking	0.521	0.595	0.389	መደረቢያ
cloakroom	0.690	0.254	0.397	የልብስ ክፍል
clobber	0.396	0.578	0.464	ክላብበር
clock	0.677	0.173	0.407	ሰዓት
clockwork	0.490	0.373	0.528	የሰዓት ስራ
clod	0.375	0.404	0.365	ክሎድ
clog	0.104	0.618	0.454	መዝጋት
cloister	0.438	0.413	0.475	ክሎስተር
clone	0.406	0.471	0.524	ክሎን
cloning	0.216	0.696	0.679	ክሎኒንግ
close	0.292	0.260	0.263	ገጠመ
closed	0.240	0.164	0.318	ዝግ
closeness	0.796	0.237	0.450	መቀራረብ
closet	0.531	0.204	0.330	ቁም ሳጥን
closure	0.229	0.220	0.412	መዘጋት
clot	0.150	0.558	0.275	የረጋ ደም
cloth	0.510	0.190	0.287	ጨርቅ
clothe	0.797	0.330	0.481	ልብስ
clothes	0.833	0.270	0.414	ልብሶች
clothesline	0.582	0.324	0.366	የልብስ መስመር
clothing	0.750	0.343	0.407	ልብስ
cloud	0.740	0.133	0.342	ደመና
clouded	0.240	0.213	0.302	ደመናማ
cloudiness	0.469	0.250	0.343	ደመናማነት
clouds	0.735	0.195	0.324	ደመናዎች
cloudy	0.281	0.280	0.202	ደመናማ
clout	0.584	0.636	0.704	ግርግር
clove	0.439	0.296	0.315	ቅርንፉድ
clover	0.605	0.340	0.364	ክሎቨር
cloves	0.427	0.218	0.396	ቅርንፉድ
clown	0.650	0.598	0.300	ቀልደኛ
clowns	0.600	0.673	0.391	ክላውንቶች
club	0.646	0.618	0.393	ክለብ
clubhouse	0.694	0.571	0.493	ክለብ ቤት
clubs	0.723	0.530	0.591	ክለቦች
cluck	0.390	0.490	0.353	ክላክ
clue	0.653	0.380	0.412	ፍንጭ
clueless	0.350	0.333	0.161	ፍንጭ የለሽ
clump	0.551	0.480	0.582	መጨማደድ
clumsy	0.125	0.420	0.144	ጎበዝ
clunk	0.448	0.472	0.407	መጨማደድ
cluster	0.490	0.458	0.446	ክላስተር
clutch	0.383	0.500	0.491	ክላች
clutches	0.542	0.373	0.528	ክላችቶች
clutter	0.135	0.598	0.400	የተዝረከረከ
coach	0.633	0.823	0.735	አሰልጣኝ
coachman	0.479	0.394	0.509	አሰልጣኝ
coagulation	0.381	0.558	0.436	የደም መርጋት
coal	0.360	0.241	0.340	የድንጋይ ከሰል
coalesce	0.479	0.434	0.529	መተባበር
coalition	0.490	0.730	0.673	ጥምረት
coarse	0.333	0.481	0.481	ሻካራ
coast	0.719	0.396	0.458	የባህር ዳርቻ
coastal	0.604	0.370	0.510	የባህር ዳርቻ
coaster	0.612	0.788	0.627	ኮስተር
coastline	0.745	0.282	0.441	የባህር ዳርቻ
coat	0.677	0.256	0.464	ካፖርት
coating	0.620	0.440	0.596	ሽፋን
coax	0.367	0.400	0.447	ኮክክስ
cobalt	0.408	0.325	0.441	ኮባልት
cobble	0.448	0.385	0.368	ኮብል
cobbler	0.510	0.415	0.318	ኮብልለር
cobra	0.312	0.712	0.600	እባብ
cocaine	0.156	0.840	0.373	ኮኬይን
cock	0.418	0.562	0.392	ዶሮ
cockamamie	0.450	0.500	0.382	ኮካማሚ
cockeyed	0.459	0.460	0.423	ኮክዬድ
cockpit	0.520	0.424	0.343	ኮክፒት
cockroach	0.188	0.667	0.196	በረሮ
cocksucker	0.083	0.764	0.339	ኮክሳከር
cocktail	0.740	0.480	0.381	ኮክቴል
cocky	0.260	0.784	0.519	ኮኪ
cocoa	0.776	0.255	0.322	ኮኮዋ
coconut	0.622	0.265	0.227	ኮኮናት
cocoon	0.470	0.280	0.290	ኮኮን
cod	0.510	0.321	0.304	ኮድ
code	0.583	0.308	0.491	ኮድ
codeine	0.375	0.582	0.436	ኮዴን
codex	0.531	0.488	0.524	ኮዴክስ
codfish	0.490	0.245	0.300	ኮድፊሽ
codification	0.448	0.400	0.698	ኮድ ማድረግ
codify	0.448	0.410	0.679	ኮድ ማድረግ
coding	0.442	0.344	0.667	ኮድ መስጠት
coed	0.469	0.531	0.481	ኮድ
coefficient	0.677	0.415	0.702	ቅንጅት
coerce	0.260	0.741	0.517	ማስገደድ
coercion	0.330	0.708	0.577	ማስገደድ
coercive	0.479	0.670	0.506	ማስገደድ
coexist	0.708	0.460	0.536	አብሮ መኖር
coexistence	0.588	0.472	0.638	አብሮ መኖር
coexisting	0.551	0.349	0.648	አብሮ መኖር
coffee	0.823	0.418	0.309	ቡና
coffee table	0.720	0.339	0.295	የቡና ማቅረቢያ, የቡና ረከቦት
coffeehouse	0.694	0.357	0.307	የቡና ቤት
coffeepot	0.760	0.333	0.312	የቡና ማስቀመጫ
coffin	0.073	0.432	0.343	የሬሳ ሣጥን
cog	0.427	0.343	0.363	ኮግ
cogent	0.765	0.479	0.836	አስተዋይ
cognac	0.615	0.510	0.430	ኮኛክ
cognate	0.615	0.350	0.398	አስተውለው
cognition	0.635	0.344	0.706	እውቀት
cognitive	0.513	0.401	0.634	የእውቀት (ኮግኒቲቭ)
cohabitation	0.646	0.526	0.598	አብሮ መኖር
coherence	0.720	0.406	0.788	ቅንጅት
coherent	0.698	0.281	0.500	ወጥነት ያለው
cohesion	0.604	0.536	0.555	ጥምረት
cohesive	0.531	0.470	0.603	የተቀናጀ
cohort	0.459	0.551	0.566	ስብስብ
coil	0.448	0.343	0.298	ጥቅልል
coiled	0.378	0.518	0.389	የተጠመጠመ
coin	0.677	0.574	0.445	ሳንቲም
coinage	0.500	0.400	0.545	ሳንቲም
coincide	0.635	0.490	0.593	መገጣጠም
coincidence	0.612	0.450	0.518	በአጋጣሚ
coincident	0.562	0.385	0.602	በአጋጣሚ
coincidental	0.646	0.481	0.337	በአጋጣሚ
coinciding	0.673	0.373	0.623	የሚገጣጠም
coke	0.404	0.461	0.397	ኮክ
cola	0.469	0.325	0.240	ኮላ
cold	0.398	0.538	0.348	ቀዝቃዛ
coldly	0.365	0.358	0.407	በብርድ
coldness	0.093	0.470	0.427	ቅዝቃዜ
coldsweat	0.427	0.491	0.327	ቀዝቃዛ ላብ
coleslaw	0.707	0.312	0.336	coleslaw
colic	0.135	0.736	0.361	ኮሊክ
coliseum	0.612	0.663	0.704	coliseum
collaborate	0.816	0.449	0.559	መተባበር
collaboration	0.885	0.628	0.741	ትብብር
collaborator	0.729	0.320	0.769	ተባባሪ
collage	0.680	0.321	0.375	ኮላጅ
collagen	0.541	0.245	0.450	ኮላጅን
collapse	0.208	0.689	0.342	መውደቅ
collar	0.656	0.442	0.446	አንገትጌ
collarbone	0.420	0.427	0.306	የአንገት አጥንት
collate	0.438	0.448	0.580	መሰባበር
collateral	0.531	0.422	0.717	መያዣ
collation	0.520	0.333	0.508	ስብስብ
colleague	0.740	0.413	0.600	የሥራ ባልደረባዬ
collect	0.635	0.481	0.491	መሰብሰብ
collected	0.570	0.402	0.588	የተሰበሰበ
collection	0.725	0.311	0.588	ስብስብ
collective	0.583	0.458	0.698	የጋራ
collectively	0.817	0.573	0.533	በጋራ
collector	0.552	0.481	0.648	ሰብሳቢ
college	0.700	0.467	0.746	ኮሌጅ
collegiate	0.592	0.461	0.678	ኮሌጅ
collide	0.271	0.892	0.557	መጋጨት
collie	0.562	0.308	0.328	ኮሊ
collision	0.245	0.848	0.585	ግጭት
collocation	0.637	0.360	0.594	መሰባበር
colloquial	0.604	0.363	0.368	አነጋገር
collusion	0.365	0.510	0.400	መስማማት
cologne	0.677	0.413	0.552	ኮሎኝ
colon	0.449	0.394	0.384	ኮሎን
colonel	0.459	0.592	0.890	ኮሎኔል
colonial	0.553	0.327	0.613	ቅኝ ግዛት
colonic	0.333	0.420	0.430	ቅኝ ግዛት
colonoscopy	0.208	0.524	0.466	colonoscopy
colony	0.716	0.353	0.593	ቅኝ ግዛት
colophon	0.500	0.408	0.385	ኮሎፖን
color	0.786	0.280	0.402	ቀለም
coloration	0.541	0.520	0.443	ቀለም መቀባት
colored	0.806	0.317	0.275	ባለቀለም
colorful	0.850	0.520	0.519	ባለቀለም
coloring	0.781	0.469	0.353	ማቅለም
colorless	0.354	0.340	0.250	ቀለም የሌለው
colors	0.875	0.349	0.340	ቀለሞች
colossal	0.698	0.692	0.900	ግዙፍ
colt	0.561	0.587	0.543	ውርንጭላ
columbine	0.520	0.521	0.407	ኮሎምቢን
column	0.480	0.250	0.670	አምድ
columnar	0.448	0.340	0.491	columnar
columnist	0.646	0.365	0.648	አምደኛ
com	0.396	0.382	0.382	ኮም
coma	0.219	0.255	0.302	ኮማ
comatose	0.143	0.438	0.433	ኮማቶስ
comb	0.490	0.123	0.268	ማበጠሪያ
combat	0.302	0.846	0.833	ውጊያ
combatant	0.531	0.853	0.780	ተዋጊ
combative	0.381	0.690	0.816	ተዋጊ
combination	0.708	0.480	0.726	ጥምረት
combinatorial	0.561	0.436	0.428	ጥምር
combine	0.663	0.442	0.533	አዋህድ
combined	0.622	0.370	0.500	የተዋሃደ
combo	0.698	0.439	0.453	ጥምር
combustible	0.386	0.650	0.750	ተቀጣጣይ
combustion	0.457	0.807	0.591	ማቃጠል
come	0.529	0.269	0.558	ና
comeback	0.580	0.409	0.555	ተመልሰዉ ይምጡ
comedian	0.812	0.735	0.598	ኮሜዲያን
comedy	0.918	0.555	0.490	ኮሜዲ
comet	0.704	0.679	0.471	ኮሜት
comfort	0.863	0.231	0.670	ማጽናኛ
comfortable	0.927	0.163	0.473	ምቹ
comforter	0.618	0.275	0.302	አጽናኝ
comforting	0.906	0.337	0.620	ማጽናኛ
comfy	0.930	0.241	0.625	ምቹ
comic	0.917	0.459	0.387	አስቂኝ
comical	0.844	0.737	0.327	አስቂኝ
comics	0.690	0.556	0.384	ቀልዶች
coming	0.653	0.417	0.500	መምጣት
comma	0.344	0.269	0.242	ነጠላ ሰረዝ
command	0.427	0.790	0.849	ትእዛዝ
commandant	0.622	0.700	0.943	አዛዥ
commandeer	0.552	0.639	0.931	አዛዥ
commander	0.531	0.615	0.906	አዛዥ
commanding	0.562	0.664	0.925	ማዘዝ
commandment	0.656	0.490	0.876	ትእዛዝ
commando	0.323	0.710	0.817	ኮማንዶ
commemorate	0.812	0.602	0.636	መዘከር
commemoration	0.719	0.615	0.754	መታሰቢያ
commemorative	0.750	0.438	0.754	መታሰቢያ
commence	0.760	0.585	0.741	ጀምር
commend	0.906	0.694	0.711	ማመስገን
commendable	0.786	0.570	0.555	የሚያስመሰግነው
commendation	0.911	0.500	0.639	ማመስገን
commensurate	0.610	0.304	0.550	ተመጣጣኝ
comment	0.667	0.417	0.379	አስተያየት
commentary	0.602	0.402	0.446	አስተያየት
commentator	0.492	0.510	0.607	ተንታኝ
commerce	0.646	0.500	0.788	ንግድ
commercial	0.806	0.490	0.528	የንግድ
commie	0.385	0.519	0.454	ኮሚይ
commissary	0.385	0.500	0.788	ኮሚሽነር
commission	0.677	0.480	0.571	ኮሚሽን
commissioner	0.602	0.449	0.949	ኮሚሽነር
commit	0.365	0.529	0.491	መፈጸም
commitment	0.714	0.710	0.843	ቁርጠኝነት
committal	0.472	0.519	0.582	ቁርጠኝነት
committed	0.710	0.542	0.712	ቁርጠኛ ነው።
committee	0.592	0.392	0.721	ኮሚቴ
commodity	0.615	0.394	0.537	ሸቀጥ
commodore	0.427	0.530	0.636	commodore
common	0.600	0.127	0.318	የተለመደ
commoner	0.448	0.365	0.327	የተለመደ
commonly	0.604	0.170	0.574	በተለምዶ
commonplace	0.520	0.337	0.442	የተለመደ ቦታ
commons	0.633	0.396	0.623	የጋራ
commonwealth	0.630	0.406	0.702	የጋራ ሀገር
commotion	0.490	0.700	0.646	ግርግር
communal	0.592	0.321	0.556	የጋራ
commune	0.500	0.488	0.655	መግባባት
communicable	0.796	0.491	0.623	ተላላፊ
communicate	0.823	0.410	0.696	መግባባት
communication	0.837	0.400	0.649	ግንኙነት
communicative	0.847	0.560	0.637	ተግባቢ
communicator	0.573	0.509	0.796	ተግባቢ
communion	0.765	0.357	0.607	ቁርባን
communism	0.264	0.570	0.623	ኮሚኒዝም
communist	0.265	0.702	0.632	ኮሚኒስት
community	0.750	0.350	0.659	ማህበረሰብ
commutation	0.469	0.431	0.652	መለዋወጥ
commutative	0.667	0.442	0.569	ተላላፊ
commute	0.622	0.582	0.565	መጓጓዣ
commuter	0.646	0.520	0.512	ተጓዥ
comp	0.573	0.450	0.371	comp
compact	0.458	0.417	0.673	የታመቀ
compaction	0.531	0.471	0.582	መጨናነቅ
compactness	0.582	0.352	0.454	መጨናነቅ
companion	0.770	0.377	0.618	ተጓዳኝ
companionless	0.271	0.259	0.200	ጓደኛ አልባ
companionship	0.833	0.438	0.792	ጓደኝነት
company	0.906	0.425	0.798	ኩባንያ
comparable	0.562	0.443	0.458	ተመጣጣኝ
comparative	0.470	0.273	0.562	ንጽጽር
comparatively	0.604	0.391	0.538	በንጽጽር
compare	0.552	0.408	0.524	አወዳድር
comparison	0.583	0.456	0.492	ንጽጽር
compartment	0.500	0.389	0.607	ክፍል
compass	0.541	0.307	0.529	ኮምፓስ
compassion	0.735	0.258	0.509	ርህራሄ
compassionate	0.857	0.404	0.411	አዛኝ
compatibility	0.816	0.450	0.673	ተኳሃኝነት
compatible	0.892	0.387	0.638	የሚስማማ
compel	0.200	0.847	0.625	ማስገደድ
compelled	0.333	0.654	0.347	ተገድዷል
compelling	0.698	0.570	0.870	አስገዳጅ
compendium	0.610	0.461	0.537	ማጠቃለያ
compensate	0.612	0.429	0.762	ማካካሻ
compensation	0.775	0.469	0.598	ማካካሻ
compensatory	0.589	0.490	0.700	ማካካሻ
compete	0.573	0.745	0.786	መወዳደር
competence	0.615	0.802	0.823	ብቃት
competency	0.768	0.775	0.764	ብቃት
competent	0.865	0.560	0.904	ብቃት ያለው
competition	0.580	0.790	0.798	ውድድር
competitive	0.447	0.718	0.908	ተወዳዳሪ
competitor	0.612	0.959	0.861	ተወዳዳሪ
