English Word	Valence	Arousal	Dominance	Zulu Word
dorm	0.719	0.194	0.327	indawo yokulala
dormant	0.385	0.245	0.245	ithule
dormitory	0.633	0.204	0.382	indawo yokulala
dorsal	0.449	0.360	0.445	umhlane
dosage	0.344	0.450	0.490	umthamo
dose	0.458	0.490	0.427	umthamo
dossier	0.357	0.380	0.544	idosi
dot	0.434	0.290	0.391	ichashazi
doting	0.888	0.415	0.426	ukuchaphaza
dotted	0.480	0.347	0.426	enamachashazi
dotty	0.375	0.402	0.393	ichashazi
double	0.677	0.378	0.569	kabili
doubled	0.427	0.536	0.560	kabili
doublet	0.420	0.431	0.500	kabili
doubling	0.459	0.452	0.464	ukuphinda kabili
doubt	0.395	0.351	0.231	ukungabaza
doubtful	0.250	0.465	0.241	ngokungangabazi
doubting	0.224	0.560	0.189	ukungabaza
doubtless	0.688	0.415	0.689	ngokungangabazeki
doubts	0.306	0.448	0.305	ukungabaza
douche	0.490	0.413	0.397	inhlanzi
douchebags	0.327	0.587	0.366	ama-douchebags
dough	0.588	0.229	0.391	inhlama
doughboy	0.365	0.443	0.396	umfana omncane
doughnut	0.663	0.380	0.279	idonadi
dour	0.360	0.404	0.325	udoti
douse	0.365	0.453	0.412	douse
dove	0.729	0.235	0.437	ijuba
down	0.208	0.330	0.264	phansi
downcast	0.071	0.500	0.222	phansi
downer	0.120	0.594	0.226	phansi
downfall	0.200	0.717	0.182	ukuwa
downfield	0.521	0.330	0.380	phansi
downhearted	0.119	0.461	0.255	edangele
downhill	0.292	0.573	0.279	ekwehleni
download	0.602	0.490	0.503	download
downpour	0.328	0.602	0.481	imvula
downright	0.625	0.454	0.679	phansi
downriver	0.542	0.469	0.279	phansi komfula
downside	0.190	0.400	0.246	phansi
downtime	0.240	0.226	0.324	isikhathi sokuphumula
downward	0.188	0.347	0.255	phansi
downy	0.630	0.170	0.255	phansi
dowry	0.604	0.453	0.544	ilobolo
doze	0.592	0.200	0.405	kozela
dozen	0.583	0.343	0.425	ishumi nambili
drab	0.327	0.300	0.242	drab
draft	0.438	0.360	0.351	okusalungiswa
drafty	0.458	0.500	0.518	okusalungiswa
drag	0.388	0.606	0.348	hudula
dragon	0.541	0.821	0.712	udrako
dragonfly	0.571	0.373	0.357	ujekamanzi
drain	0.277	0.470	0.222	khipha amanzi
drainage	0.219	0.354	0.307	amanzi
drained	0.310	0.441	0.352	kukhanyiwe
draining	0.337	0.396	0.304	ukudonsa amanzi
drainpipe	0.417	0.413	0.277	umbhobho
drake	0.467	0.411	0.452	udrake
drama	0.430	0.755	0.481	idrama
dramaqueen	0.337	0.682	0.482	idramaqueen
dramatic	0.367	0.780	0.443	amadlingozi
drape	0.417	0.439	0.404	drape
drapery	0.479	0.220	0.223	i-drapery
drastic	0.194	0.839	0.657	kakhulu
drat	0.302	0.516	0.409	drat
draught	0.465	0.245	0.316	okusalungiswa
draw	0.704	0.449	0.481	dweba
drawback	0.302	0.422	0.148	ukuhlehla
drawbridge	0.551	0.557	0.438	drawbridge
drawer	0.429	0.196	0.292	ikhabethe
drawers	0.539	0.260	0.236	amakhabethe
drawing	0.698	0.216	0.333	umdwebo
dread	0.153	0.792	0.368	uvalo
dreaded	0.122	0.706	0.460	ethukile
dreadful	0.092	0.786	0.348	eyesabekayo
dreadfully	0.246	0.806	0.306	ngokwesabekayo
dreading	0.125	0.760	0.377	ukwesaba
dream	0.844	0.157	0.328	iphupho
dreamboat	0.776	0.491	0.458	isikebhe samaphupho
dreamer	0.820	0.394	0.455	mphuphi
dreaming	0.854	0.320	0.336	ukuphupha
dreamland	0.844	0.471	0.566	izwe lamaphupho
dreams	0.865	0.415	0.530	amaphupho
dreamt	0.812	0.380	0.518	waphupha
dreamy	0.837	0.350	0.500	uyaphupha
dreary	0.260	0.490	0.324	dreary
dredge	0.427	0.445	0.444	dredge
drenched	0.302	0.361	0.388	manzi te
dress	0.760	0.300	0.345	gqoka
dresser	0.604	0.398	0.473	umgqoki
dressmaker	0.698	0.460	0.483	umenzi wezingubo
dressy	0.800	0.570	0.696	gqoka
dribble	0.417	0.551	0.465	drible
dried	0.427	0.260	0.385	omisiwe
drier	0.306	0.347	0.392	ome kakhulu
drift	0.316	0.520	0.375	khukhuleka
drifted	0.312	0.542	0.310	wakhukhuleka
drifter	0.449	0.512	0.391	khukhuleka
driftwood	0.321	0.283	0.439	i-driftwood
drill	0.250	0.602	0.573	ukubhoboza
drink	0.650	0.552	0.474	phuza
drinker	0.365	0.735	0.441	isiphuzo
drinking	0.562	0.459	0.317	ukuphuza
drinks	0.729	0.656	0.412	iziphuzo
drip	0.392	0.193	0.175	ukuconsa
dripping	0.302	0.257	0.267	ukuconsa
drive	0.625	0.689	0.713	shayela
drivel	0.398	0.469	0.463	drivel
driver	0.553	0.538	0.637	umshayeli
driveway	0.612	0.392	0.689	indlela yokuhamba
drizzle	0.521	0.353	0.319	vuza
droll	0.459	0.573	0.422	drola
drone	0.429	0.686	0.596	indiza engenazindiza
drones	0.398	0.577	0.588	ama-drones
drool	0.385	0.398	0.204	drool
drooping	0.245	0.558	0.353	ukudangala
droopy	0.438	0.350	0.297	othobile
drop	0.479	0.321	0.291	wisa
droplet	0.625	0.208	0.194	ithonsi
dropout	0.253	0.550	0.481	shiya phansi
dropper	0.333	0.216	0.236	i-dropper
drought	0.133	0.353	0.267	isomiso
drove	0.541	0.528	0.623	shayela
drown	0.071	0.860	0.270	minza
drowsiness	0.260	0.194	0.303	ukozela
drowsy	0.375	0.180	0.240	ukozela
drudgery	0.094	0.522	0.241	isidina
drug	0.214	0.790	0.453	umuthi
drug dealing	0.042	0.843	0.500	ukudayisa izidakamizwa
drugged	0.102	0.750	0.321	udakiwe
druggist	0.240	0.561	0.417	udokotela wezidakamizwa
drugs	0.167	0.750	0.368	izidakamizwa
drugstore	0.490	0.343	0.518	isitolo sezidakamizwa
druid	0.517	0.445	0.481	druid
drum	0.615	0.679	0.339	isigubhu
drummer	0.646	0.700	0.564	umshayi wesigubhu
drumming	0.594	0.750	0.426	ukushaya izigubhu
drunk	0.194	0.800	0.250	edakiwe
drunk driving	0.073	0.900	0.306	ukushayela uphuzile
drunkard	0.240	0.873	0.250	isidakwa
drunken	0.155	0.849	0.250	udakiwe
drunkenness	0.214	0.774	0.336	ukudakwa
dry	0.363	0.169	0.311	omile
dryer	0.479	0.343	0.277	isomisi
dryness	0.292	0.296	0.263	ukoma
dual	0.573	0.330	0.384	okukabili
dualism	0.490	0.406	0.536	ububili
duality	0.438	0.520	0.503	ububili
dub	0.510	0.480	0.387	dub
dubious	0.414	0.480	0.198	ezingabazisayo
duchess	0.656	0.548	0.711	duchess
duck	0.594	0.337	0.236	idada
ducking	0.344	0.573	0.294	ukudada
duckling	0.602	0.353	0.263	idada
ducky	0.520	0.430	0.368	ducky
duct	0.449	0.435	0.430	umgudu
ductile	0.508	0.420	0.433	i-ductile
dud	0.167	0.455	0.246	dud
dude	0.809	0.356	0.615	dude
duds	0.347	0.311	0.339	duds
due	0.562	0.340	0.467	ngenxa
duel	0.271	0.696	0.589	duel
dues	0.367	0.461	0.288	izinkokhelo
duet	0.694	0.693	0.527	i-duet
duffel	0.500	0.400	0.384	duffel
dugout	0.490	0.370	0.463	umgodi
duh	0.357	0.461	0.364	duh
duke	0.667	0.440	0.669	Duke
dull	0.194	0.120	0.185	buthuntu
dullard	0.450	0.480	0.365	dullard
dumb	0.188	0.330	0.151	isimungulu
dumbasses	0.316	0.590	0.363	amadumba
dumbbell	0.302	0.469	0.364	dumbbell
dumbbitch	0.281	0.636	0.393	dumbbitch
dumfound	0.271	0.551	0.295	dumful
dumfounder	0.406	0.481	0.400	umsunguli
dummy	0.440	0.144	0.250	dummy
dump	0.345	0.500	0.370	lahla
dumpling	0.580	0.321	0.360	idombolo
dumps	0.302	0.583	0.365	izindawo zokulahla
dumpster	0.229	0.418	0.101	udoti
dun	0.458	0.431	0.339	dun
dunce	0.188	0.327	0.146	dunce
dune	0.459	0.173	0.414	indunduma
dung	0.104	0.549	0.149	ubulongwe
dungeon	0.276	0.608	0.440	umgodi
dunk	0.406	0.333	0.475	dunk
duo	0.510	0.500	0.447	duo
dupe	0.184	0.760	0.327	dupe
duplex	0.592	0.452	0.467	i-duplex
duplicate	0.521	0.490	0.338	impinda
duplication	0.480	0.564	0.577	ukuphindaphinda
duplicity	0.406	0.500	0.578	ukuphindaphinda
durability	0.750	0.398	0.813	ukuqina
durable	0.740	0.294	0.688	isikhathi eside
duration	0.656	0.370	0.536	ubude besikhathi
duress	0.302	0.569	0.612	ukuphoqa
dusk	0.532	0.276	0.519	ukuhwalala
dusky	0.229	0.528	0.324	kusihlwa
dust	0.344	0.246	0.241	uthuli
duster	0.408	0.265	0.296	uthuli
dustpan	0.609	0.466	0.371	uthuli
dusty	0.406	0.294	0.255	ezinothuli
dutiful	0.724	0.245	0.585	abaqotho
duty	0.583	0.579	0.651	umsebenzi
dwarf	0.370	0.340	0.288	into encane
dwarfed	0.365	0.265	0.293	ncane
dweeb	0.354	0.446	0.327	dweeb
dwell	0.698	0.245	0.611	hlala
dweller	0.615	0.304	0.500	ohlala khona
dwelling	0.765	0.330	0.481	indawo yokuhlala
dye	0.479	0.314	0.371	udayi
dying	0.040	0.664	0.422	efa
dyke	0.438	0.396	0.566	dyke
dynamic	0.724	0.750	0.836	ashukumisayo
dynamical	0.786	0.730	0.827	enamandla
dynamics	0.745	0.682	0.774	dynamics
dynamite	0.344	0.860	0.783	i-dynamite
dynamo	0.531	0.650	0.593	amandla
dynasty	0.725	0.588	0.936	ubukhosi
dysentery	0.260	0.528	0.345	isifo sohudo
dysfunction	0.156	0.410	0.386	ukungasebenzi
dysfunctional	0.125	0.558	0.307	ukungasebenzi
dyspepsia	0.212	0.470	0.460	i-dyspepsia
eager	0.521	0.812	0.306	ngokulangazela
eagerness	0.406	0.621	0.443	ukulangazela
eagle	0.604	0.594	0.679	ukhozi
ear	0.469	0.216	0.231	indlebe
earful	0.533	0.462	0.443	endlebeni
earl	0.582	0.461	0.794	indlebe
earlier	0.562	0.352	0.339	ngaphambili
early	0.633	0.373	0.426	kusenesikhathi
earn	0.865	0.769	0.817	zuza
earnest	0.653	0.380	0.670	ngobuqotho
earnestly	0.847	0.490	0.717	ngobuqotho
earnestness	0.812	0.373	0.615	ubuqotho
earnings	0.938	0.650	0.875	imali engenayo
earpiece	0.583	0.286	0.452	indlebe
earring	0.583	0.520	0.500	icici
earrings	0.676	0.346	0.517	namacici
earshot	0.552	0.332	0.408	ukuvala indlebe
earth	0.750	0.225	0.614	umhlaba
earthenware	0.552	0.210	0.320	izitsha zobumba
earthling	0.531	0.412	0.570	emhlabeni
earthly	0.625	0.318	0.518	okwasemhlabeni
earthquake	0.073	0.930	0.812	ukuzamazama komhlaba
earthy	0.375	0.413	0.404	umhlaba
ease	0.796	0.385	0.491	ukukhululeka
easel	0.694	0.340	0.527	easel
easement	0.479	0.345	0.302	ukukhululeka
easily	0.885	0.279	0.453	kalula
east	0.510	0.250	0.317	empumalanga
eastbound	0.541	0.408	0.402	empumalanga
eastern	0.521	0.420	0.480	empumalanga
easy	0.865	0.194	0.373	kulula
easygoing	0.823	0.276	0.538	kulula
eat	0.731	0.500	0.464	dla
eater	0.459	0.337	0.510	odlayo
eating	0.847	0.491	0.615	ukudla
eatingdisorders	0.365	0.608	0.508	ukuphazamiseka kokudla
eavesdrop	0.375	0.710	0.368	indlebe
eavesdropping	0.490	0.380	0.441	ukulalela
ebb	0.354	0.451	0.404	ebb
ebony	0.490	0.317	0.400	i-ebony
ebullient	0.659	0.856	0.746	ebullient
eccentric	0.531	0.806	0.721	i-eccentric
eccentricity	0.408	0.735	0.745	ukugqama
ecclesiastical	0.673	0.270	0.660	ezesonto
echelon	0.490	0.404	0.425	i-echelon
echinacea	0.592	0.418	0.454	i-echinacea
echo	0.573	0.373	0.345	enanela
eclectic	0.646	0.542	0.508	i-eclectic
eclipse	0.541	0.469	0.616	ukusitheka kwelanga
ecliptic	0.531	0.520	0.556	i-ecliptic
ecological	0.885	0.290	0.607	ezemvelo
economic	0.561	0.408	0.639	ezomnotho
economical	0.667	0.564	0.673	ukonga
economics	0.625	0.481	0.632	ezomnotho
economy	0.583	0.434	0.771	umnotho
ecosystem	0.729	0.259	0.633	i-ecosystem
ecstasy	0.796	0.922	0.655	injabulo
ecstatic	0.875	0.769	0.742	ejabulile
ecumenical	0.561	0.450	0.547	yesonto
eddy	0.500	0.394	0.350	eddy
edema	0.250	0.519	0.318	i-edema
edge	0.439	0.470	0.468	umphetho
edging	0.479	0.394	0.370	i-edging
edgy	0.281	0.895	0.306	edgy
edible	0.750	0.425	0.497	ezidliwayo
edict	0.316	0.547	0.560	umyalo
edification	0.625	0.481	0.697	ukwakhiwa
edifice	0.551	0.403	0.610	isakhiwo
edit	0.510	0.410	0.544	hlela
editing	0.604	0.404	0.493	ukuhlela
edition	0.542	0.455	0.564	uhlelo
editor	0.772	0.431	0.673	umhleli
editorial	0.583	0.330	0.570	umhleli
educate	0.760	0.380	0.728	fundisa
educated	0.816	0.297	0.625	abafundile
education	0.896	0.275	0.840	imfundo
educational	0.745	0.457	0.764	ezemfundo
educator	0.827	0.317	0.845	umfundisi
eeeek	0.367	0.540	0.349	eeeeek
eeek	0.333	0.490	0.302	euk
eek	0.292	0.529	0.343	euk
eel	0.292	0.564	0.487	i-eel
eerie	0.265	0.771	0.442	ehle
effect	0.570	0.518	0.608	umphumela
effective	0.844	0.632	0.891	ngempumelelo
effectiveness	0.640	0.654	0.812	ukusebenza kahle
effects	0.470	0.578	0.379	imiphumela
effectual	0.776	0.559	0.820	ngempumelelo
effectually	0.724	0.500	0.594	ngempumelelo
effectuate	0.510	0.602	0.679	sebenza
effeminate	0.337	0.619	0.291	effeminate
efficacious	0.823	0.698	0.845	ngempumelelo
efficacy	0.802	0.490	0.906	ukusebenza kahle
efficiency	0.802	0.509	0.892	ukusebenza kahle
efficient	0.959	0.604	0.830	ngempumelelo
effigy	0.510	0.440	0.401	isithombe
effort	0.698	0.778	0.858	umzamo
effortless	0.626	0.090	0.352	ngaphandle kwamandla
effusion	0.344	0.730	0.472	effusion
effyou	0.354	0.529	0.490	effyo
egg	0.684	0.241	0.293	iqanda
egghead	0.316	0.492	0.284	ikhanda leqanda
eggnog	0.635	0.360	0.259	iqanda
eggplant	0.592	0.152	0.323	isitshalo seqanda
eggshell	0.408	0.269	0.212	igobolondo leqanda
ego	0.328	0.576	0.593	ego
egomaniac	0.133	0.708	0.596	i-egomaniac
egotistical	0.156	0.667	0.363	ukuzidla
egregious	0.150	0.716	0.442	enkulu
egress	0.490	0.429	0.287	egress
eight	0.540	0.199	0.315	ayisishiyagalombili
eighteen	0.523	0.340	0.404	ishumi nesishiyagalombili
eighth	0.531	0.226	0.380	eyesishiyagalombili
eighty	0.500	0.300	0.453	amashumi ayisishiyagalombili
ejaculate	0.604	0.896	0.604	khipha isidoda
ejaculation	0.615	0.893	0.547	ukuqhanyelwa
eject	0.434	0.656	0.559	Khipha
ejection	0.188	0.836	0.554	ukukhishwa
elaborate	0.561	0.367	0.680	chaza kabanzi
elaboration	0.708	0.500	0.598	incazelo
elan	0.562	0.367	0.500	ela
elapse	0.514	0.440	0.455	dlula
elapsed	0.583	0.451	0.493	dlulile
elastic	0.656	0.518	0.385	nokunwebeka
elasticity	0.635	0.452	0.582	ukunwebeka
elated	0.792	0.960	0.725	ejabule
elation	0.740	0.853	0.623	injabulo
elbow	0.448	0.133	0.254	indololwane
eld	0.471	0.292	0.451	endala
elder	0.448	0.153	0.462	umdala
elders	0.602	0.260	0.441	abadala
eldest	0.625	0.471	0.741	endala
elect	0.667	0.554	0.661	khetha
election	0.625	0.519	0.651	ukhetho
elective	0.612	0.380	0.623	ukukhetha
elector	0.479	0.520	0.766	umkhethi
electoral	0.490	0.631	0.602	ezokhetho
electorate	0.560	0.380	0.696	abavoti
electric	0.458	0.708	0.512	kagesi
electric slide	0.542	0.660	0.536	isilayidi sikagesi
electrical	0.531	0.620	0.688	kagesi
electrician	0.449	0.590	0.620	osebenza ngogesi
electricity	0.698	0.810	0.733	ugesi
electrify	0.520	0.769	0.737	faka ugesi
electrocute	0.271	0.731	0.555	ugesi
electrocution	0.177	0.844	0.692	ukucwiywa ngogesi
electromagnetic	0.531	0.632	0.683	i-electromagnetic
electron	0.520	0.455	0.560	i-electron
electronic	0.571	0.490	0.704	electronic
electronics	0.708	0.545	0.574	electronics
elegance	0.918	0.396	0.824	ubuhle
elegant	0.865	0.500	0.685	nenhle
element	0.531	0.259	0.481	isici
elemental	0.627	0.306	0.711	okuyisisekelo
elementary	0.594	0.286	0.686	okuyisisekelo
elements	0.510	0.312	0.462	izakhi
elephant	0.531	0.510	0.615	indlovu
elevate	0.812	0.500	0.804	phakamisa
elevated	0.704	0.594	0.620	phezulu
elevation	0.760	0.759	0.711	ukuphakama
elevator	0.562	0.604	0.676	ikheshi
eleven	0.449	0.250	0.430	ishumi nanye
eleventh	0.594	0.329	0.357	eyeshumi nanye
elf	0.460	0.457	0.315	elf
elicit	0.406	0.594	0.658	vusa
eligible	0.750	0.400	0.518	kufanelekile
eliminate	0.265	0.670	0.324	qeda
elimination	0.052	0.667	0.431	ukuqedwa
elite	0.688	0.704	0.737	elite
elitist	0.500	0.606	0.656	i-elitist
elixir	0.708	0.587	0.604	elixir
elk	0.439	0.337	0.340	i-elk
ell	0.469	0.418	0.373	ell
ellipse	0.531	0.410	0.479	i-ellipse
ellipsis	0.653	0.358	0.314	i-ellipsis
ellipsoid	0.500	0.440	0.419	i-ellipsoid
elliptic	0.500	0.431	0.528	i-elliptic
elliptical	0.338	0.385	0.490	i-elliptical
elm	0.510	0.345	0.321	elm
elongate	0.583	0.385	0.540	andisa
elongation	0.561	0.500	0.500	ubude
elope	0.396	0.694	0.528	phumula
eloquence	0.729	0.490	0.804	ubugagu
eloquent	0.870	0.680	0.741	eqephuzayo
elucidate	0.583	0.509	0.518	cacisa
elucidation	0.650	0.574	0.586	ukucaciseleka
elude	0.438	0.521	0.464	balekela
elusive	0.229	0.615	0.466	engenakuqhathaniswa
emaciated	0.103	0.541	0.151	ezacile
email	0.698	0.230	0.456	i-imeyili
emanate	0.653	0.464	0.554	phuma
emancipation	0.704	0.684	0.763	ukukhululwa
embankment	0.677	0.438	0.436	udonga
embargo	0.229	0.564	0.443	i-embargo
embark	0.541	0.550	0.619	gibela
embarrass	0.082	0.667	0.364	namahloni
embarrassed	0.184	0.560	0.246	enamahloni
embarrassing	0.226	0.809	0.225	amahloni
embarrassment	0.143	0.685	0.226	ukuphoxeka
embassy	0.622	0.333	0.758	inxusa
embattled	0.235	0.724	0.421	baxabene
embed	0.417	0.554	0.670	shumeka
embellish	0.842	0.500	0.769	hlobisa
embellishment	0.673	0.449	0.405	ukuhlobisa
embers	0.490	0.481	0.508	amalahle
embezzlement	0.143	0.827	0.435	ukukhwabanisa
embezzler	0.146	0.823	0.491	umqili
emblem	0.640	0.330	0.754	uphawu
emblematic	0.771	0.459	0.798	uphawu
embodiment	0.562	0.690	0.663	ukufana komuntu
embolism	0.104	0.660	0.302	i-embolism
embossed	0.531	0.481	0.500	kugcizelelwe
embrace	0.949	0.490	0.452	nganga
embroidered	0.677	0.279	0.407	efekethisiwe
embroidery	0.781	0.358	0.280	umfekethiso
embroiled	0.337	0.721	0.420	ihlanganisiwe
embryo	0.673	0.469	0.453	umbungu
embryonic	0.573	0.453	0.598	i-embryonic
emcee	0.694	0.577	0.691	emcee
emerald	0.740	0.363	0.726	isimaragidu
emerge	0.602	0.594	0.731	vela
emergence	0.276	0.857	0.676	ukuvela
emergency	0.200	0.900	0.571	izimo eziphuthumayo
emeritus	0.633	0.402	0.735	abasafufusa
emery	0.469	0.583	0.472	emery
emetophobia	0.243	0.620	0.403	i-etophobia
emigrate	0.356	0.812	0.508	fuduka
emigration	0.564	0.664	0.432	ukufuduka
eminence	0.816	0.644	0.837	udumo
eminent	0.740	0.620	0.830	abavelele
eminently	0.694	0.607	0.773	ngokugqamile
emir	0.510	0.396	0.621	emir
emissary	0.562	0.462	0.636	isithunywa
emission	0.510	0.453	0.591	ukukhishwa
emit	0.638	0.445	0.510	khipha
emo	0.354	0.314	0.226	isimo
emotion	0.693	0.873	0.696	umzwelo
emotional	0.779	0.714	0.526	ngokomzwelo
emotive	0.917	0.741	0.525	evusa imizwa
empathic	0.760	0.570	0.558	ukuzwelana
empathize	0.802	0.591	0.660	zwelana
empathy	0.729	0.349	0.545	uzwela
emperor	0.651	0.704	0.962	umbusi
emphasis	0.653	0.745	0.816	ukugcizelela
emphasize	0.510	0.605	0.769	gcizelela
emphatic	0.615	0.707	0.732	egcizelela
emphysema	0.156	0.556	0.336	i-emphysema
empire	0.688	0.730	0.944	umbuso
empirical	0.500	0.510	0.574	okokusebenza
empiricism	0.583	0.460	0.547	amandla
employ	0.729	0.481	0.702	sebenzisa
employee	0.582	0.361	0.481	isisebenzi
employer	0.663	0.518	0.767	umqashi
employment	0.750	0.594	0.611	umsebenzi
emporium	0.622	0.556	0.724	i-emporium
empower	0.694	0.779	0.891	nikeza amandla
empress	0.716	0.669	0.855	indlovukazi
emptiness	0.177	0.173	0.184	ukungabi nalutho
emption	0.570	0.406	0.458	ukungabi nalutho
empty	0.188	0.183	0.081	ayinalutho
emu	0.420	0.358	0.330	emu
emulate	0.438	0.340	0.549	belingisa
emulsion	0.562	0.431	0.453	i-emulsion
enable	0.760	0.491	0.782	vumela
enablement	0.600	0.451	0.750	amandla
enact	0.680	0.564	0.598	sungula
enactment	0.667	0.612	0.769	umthetho
enamel	0.594	0.280	0.306	koqweqwe lwawo
encampment	0.677	0.573	0.605	ikamu
enchant	0.873	0.650	0.643	umthakathi
enchanted	0.917	0.633	0.687	eloyiwe
enchanting	0.917	0.681	0.708	ukuthakatha
enchantment	0.816	0.775	0.647	ukuthakatha
enchantress	0.398	0.663	0.479	umthakathi
enchilada	0.542	0.553	0.371	enchilada
encircle	0.460	0.500	0.519	zungeza
encircling	0.510	0.368	0.557	ezungeza
enclave	0.531	0.333	0.580	i-enclave
enclose	0.531	0.477	0.473	hlanganisa
enclosure	0.417	0.375	0.490	indawo ebiyelwe
encode	0.490	0.500	0.734	faka ikhodi
encomiastic	0.541	0.500	0.670	encomia
encomium	0.541	0.451	0.519	encomium
encompass	0.520	0.298	0.661	hlanganisa
encore	0.510	0.423	0.500	encore
encounter	0.865	0.702	0.689	ukuhlangana
encourage	0.896	0.580	0.704	khuthaza
encouraged	0.953	0.702	0.657	khuthazwa
encouragement	0.865	0.700	0.759	isikhuthazo
encouraging	0.823	0.583	0.755	ekhuthazayo
encroach	0.302	0.742	0.702	ngena
encroachment	0.255	0.736	0.620	ukungenela
encrypt	0.500	0.387	0.500	bethela
encryption	0.547	0.415	0.474	ukubethela
encumbrance	0.300	0.521	0.480	ukucindezeleka
encyclopedia	0.679	0.320	0.645	i-encyclopedia
end	0.198	0.349	0.298	ukuphela
end table	0.541	0.480	0.482	itafula lokugcina
endanger	0.115	0.885	0.404	ingozi
endangered	0.083	0.885	0.430	engozini
endangerment	0.167	0.873	0.519	ukubeka engozini
endearing	0.663	0.434	0.604	othandekayo
endeavor	0.677	0.755	0.765	zama
ended	0.302	0.500	0.500	iphelile
endemic	0.406	0.480	0.483	i-endmic
endgame	0.449	0.538	0.526	umdlalo wokugcina
ending	0.344	0.365	0.492	isiphetho
endless	0.347	0.462	0.472	okungapheli
endocarditis	0.235	0.587	0.412	i-endocarditis
endorse	0.592	0.392	0.472	vuma
endorsement	0.834	0.360	0.611	ukugunyazwa
endow	0.684	0.398	0.609	endow
endowed	0.755	0.510	0.769	siphiwe
endowment	0.685	0.578	0.647	isipho
endpapers	0.542	0.400	0.339	amaphepha okugcina
endpoint	0.311	0.410	0.448	iphoyinti lokugcina
endurance	0.592	0.745	0.760	ukukhuthazela
endure	0.320	0.610	0.574	bekezela
enduring	0.633	0.459	0.768	ezibekezelayo
enema	0.281	0.673	0.268	i-enema
enemy	0.135	0.794	0.591	isitha
energetic	0.847	0.868	0.902	nomdlandla
energize	0.792	0.810	0.875	nikeza amandla
energy	0.944	0.725	0.868	amandla
enforce	0.583	0.644	0.836	ukuphoqelela
enforcement	0.594	0.571	0.736	ukuphoqelela
enforcer	0.398	0.612	0.639	umphoqeleli
engage	0.771	0.796	0.713	hlanganyela
engaged	0.837	0.596	0.849	umshado
engagement	0.906	0.587	0.807	umshado
engaging	0.948	0.612	0.862	ezibandakanyayo
engender	0.561	0.741	0.688	enze
engine	0.615	0.644	0.676	injini
engineer	0.719	0.500	0.875	unjiniyela
engineering	0.735	0.471	0.836	ubunjiniyela
engrave	0.486	0.442	0.517	qopha
engraved	0.542	0.375	0.473	kuqoshwe
engraver	0.552	0.417	0.500	umqophi
engraving	0.604	0.430	0.442	ukuqopha
engrossed	0.541	0.471	0.304	egxile
engrossing	0.698	0.702	0.750	Kuyathakazelisa
engulf	0.398	0.573	0.500	guqa
enhance	0.802	0.578	0.814	thuthukisa
enhancement	0.877	0.490	0.741	ukuthuthukiswa
enigma	0.513	0.700	0.500	indida
enigmatic	0.469	0.589	0.679	okungaqondakali
enjoin	0.594	0.454	0.732	enjoin
enjoy	0.959	0.725	0.750	ujabulele
enjoyable	1.000	0.481	0.605	kujabulise
enjoying	0.908	0.759	0.759	ukujabulela
enjoyment	0.930	0.612	0.716	injabulo
enlarge	0.735	0.606	0.688	khulisa
enlarged	0.673	0.490	0.518	kukhulisiwe
enlargement	0.677	0.577	0.616	ukukhuliswa
enlighten	0.729	0.549	0.667	khanyisela
enlightened	0.956	0.566	0.700	ekhanyiselwe
enlightening	0.825	0.729	0.727	ekhanyisayo
enlightenment	0.837	0.549	0.619	ukukhanyiselwa
enlist	0.510	0.370	0.483	bhalisa
enliven	0.833	0.683	0.702	philisa
enmity	0.094	0.706	0.382	ubutha
ennui	0.406	0.461	0.316	enu
enormity	0.594	0.648	0.848	ubukhulu
enormous	0.677	0.665	0.886	enkulu
enormously	0.760	0.694	0.872	kakhulu
enraged	0.083	0.962	0.636	ethukuthele
enrich	0.896	0.731	0.705	enothisa
enroll	0.696	0.530	0.611	bhalisa
enrollment	0.667	0.391	0.698	ukubhalisa
ensemble	0.697	0.418	0.586	hlanganisa
ensign	0.663	0.270	0.545	isibonakaliso
enslave	0.073	0.800	0.481	gqilaza
