English Word	Valence	Arousal	Dominance	Greek Word
coaster	0.612	0.788	0.627	ακτοπλόων
coastline	0.745	0.282	0.441	ακτογραμμή
coat	0.677	0.256	0.464	παλτό
coating	0.620	0.440	0.596	επένδυση
coax	0.367	0.400	0.447	καταφέρνω
cobalt	0.408	0.325	0.441	κοβάλτιο
cobble	0.448	0.385	0.368	κροκάλα
cobbler	0.510	0.415	0.318	φρουτόπιτα
cobra	0.312	0.712	0.600	κόμπρα
cocaine	0.156	0.840	0.373	κοκαΐνη
cock	0.418	0.562	0.392	κόκορας
cockamamie	0.450	0.500	0.382	κοκαμαμί
cockeyed	0.459	0.460	0.423	αλλοίθωρος
cockpit	0.520	0.424	0.343	στίβος κοκκορομαχιών
cockroach	0.188	0.667	0.196	κατσαρίδα
cocksucker	0.083	0.764	0.339	κορόιδα
cocktail	0.740	0.480	0.381	κοκτέιλ
cocky	0.260	0.784	0.519	αναιδής
cocoa	0.776	0.255	0.322	κακάο
coconut	0.622	0.265	0.227	καρύδα
cocoon	0.470	0.280	0.290	κουκούλι
cod	0.510	0.321	0.304	γάδος
code	0.583	0.308	0.491	κώδικας
codeine	0.375	0.582	0.436	κωδεΐνη
codex	0.531	0.488	0.524	κώδιξ
codfish	0.490	0.245	0.300	μπακαλάος
codification	0.448	0.400	0.698	κωδικοποίηση
codify	0.448	0.410	0.679	κωδικοποιώ
coding	0.442	0.344	0.667	κωδικοποίηση
coed	0.469	0.531	0.481	συνοδευμένος
coefficient	0.677	0.415	0.702	συντελεστής
coerce	0.260	0.741	0.517	αναγκάζω
coercion	0.330	0.708	0.577	εξαναγκασμός
coercive	0.479	0.670	0.506	καταναγκαστικός
coexist	0.708	0.460	0.536	συνυπάρχω
coexistence	0.588	0.472	0.638	συνύπαρξη
coexisting	0.551	0.349	0.648	συνυπάρχουν
coffee	0.823	0.418	0.309	καφές
coffee table	0.720	0.339	0.295	τραπεζάκι του καφέ
coffeehouse	0.694	0.357	0.307	καφετέρια
coffeepot	0.760	0.333	0.312	μπρίκι
coffin	0.073	0.432	0.343	φέρετρο
cog	0.427	0.343	0.363	δόντι τροχού
cogent	0.765	0.479	0.836	πειστικός
cognac	0.615	0.510	0.430	κονιάκ
cognate	0.615	0.350	0.398	συγγενής
cognition	0.635	0.344	0.706	γνωστική λειτουργία
cognitive	0.513	0.401	0.634	γνωστική
cohabitation	0.646	0.526	0.598	συμβίωση
coherence	0.720	0.406	0.788	συνοχή
coherent	0.698	0.281	0.500	συναφής
cohesion	0.604	0.536	0.555	συνοχή
cohesive	0.531	0.470	0.603	συνεκτικός
cohort	0.459	0.551	0.566	σώμα στρατού
coil	0.448	0.343	0.298	σπείρα
coiled	0.378	0.518	0.389	κουλουριασμένος
coin	0.677	0.574	0.445	κέρμα
coinage	0.500	0.400	0.545	νομισματοκοπία
coincide	0.635	0.490	0.593	συμπίπτω
coincidence	0.612	0.450	0.518	σύμπτωση
coincident	0.562	0.385	0.602	συμπίπτων
coincidental	0.646	0.481	0.337	συμπτωματικός
coinciding	0.673	0.373	0.623	που συμπίπτουν
coke	0.404	0.461	0.397	κοκ
cola	0.469	0.325	0.240	δένδρο των τροπικών
cold	0.398	0.538	0.348	κρύο
coldly	0.365	0.358	0.407	ψυχρά
coldness	0.093	0.470	0.427	ψυχρότητα
coldsweat	0.427	0.491	0.327	κρύος ιδρώτας
coleslaw	0.707	0.312	0.336	λαχανοσαλάτα
colic	0.135	0.736	0.361	κολικός
coliseum	0.612	0.663	0.704	Κολόσαιο
collaborate	0.816	0.449	0.559	συνεργάζομαι
collaboration	0.885	0.628	0.741	συνεργασία
collaborator	0.729	0.320	0.769	συνεργάτης
collage	0.680	0.321	0.375	κολάζ
collagen	0.541	0.245	0.450	κολλαγόνο
collapse	0.208	0.689	0.342	κατάρρευση
collar	0.656	0.442	0.446	περιλαίμιο
collarbone	0.420	0.427	0.306	κλείδα
collate	0.438	0.448	0.580	αντιπαραβάλλω
collateral	0.531	0.422	0.717	εγγύηση
collation	0.520	0.333	0.508	αντιπαραβολή
colleague	0.740	0.413	0.600	συνάδελφος
collect	0.635	0.481	0.491	συλλέγω
collected	0.570	0.402	0.588	συγκεντρωμένος
collection	0.725	0.311	0.588	συλλογή
collective	0.583	0.458	0.698	συλλογικός
collectively	0.817	0.573	0.533	συλλογικά
collector	0.552	0.481	0.648	συλλέκτης
college	0.700	0.467	0.746	Κολλέγιο
collegiate	0.592	0.461	0.678	ακαδημαϊκός
collide	0.271	0.892	0.557	συγκρούονται
collie	0.562	0.308	0.328	είδος ποιμενικού σκύλου
collision	0.245	0.848	0.585	σύγκρουση
collocation	0.637	0.360	0.594	συγκατάταξη
colloquial	0.604	0.363	0.368	καθομιλουμένη
collusion	0.365	0.510	0.400	συμπαιγνία
cologne	0.677	0.413	0.552	Κολόνια
colon	0.449	0.394	0.384	άνω κάτω τελεία
colonel	0.459	0.592	0.890	συνταγματάρχης
colonial	0.553	0.327	0.613	αποικιακός
colonic	0.333	0.420	0.430	παχέος εντέρου
colonoscopy	0.208	0.524	0.466	κολονοσκόπηση
colony	0.716	0.353	0.593	αποικία
colophon	0.500	0.408	0.385	σήμα εκδότη βιβλίου
color	0.786	0.280	0.402	χρώμα
coloration	0.541	0.520	0.443	χρωματισμός
colored	0.806	0.317	0.275	έγχρωμος
colorful	0.850	0.520	0.519	πολύχρωμα
coloring	0.781	0.469	0.353	χρωστικός
colorless	0.354	0.340	0.250	άχρωμος
colors	0.875	0.349	0.340	χρωματιστά
colossal	0.698	0.692	0.900	κολοσσιαίος
colt	0.561	0.587	0.543	πουλάρι
columbine	0.520	0.521	0.407	κολομπίνα
column	0.480	0.250	0.670	στήλη
columnar	0.448	0.340	0.491	κιονοειδής
columnist	0.646	0.365	0.648	αρθρογράφος
com	0.396	0.382	0.382	com
coma	0.219	0.255	0.302	κώμα
comatose	0.143	0.438	0.433	κωματώδης
comb	0.490	0.123	0.268	χτένα
combat	0.302	0.846	0.833	μάχη
combatant	0.531	0.853	0.780	πολεμιστής
combative	0.381	0.690	0.816	μαχητικός
combination	0.708	0.480	0.726	συνδυασμός
combinatorial	0.561	0.436	0.428	συνδυαστική
combine	0.663	0.442	0.533	συνδυασμός
combined	0.622	0.370	0.500	σε συνδυασμό
combo	0.698	0.439	0.453	σύνθετο
combustible	0.386	0.650	0.750	καύσιμο
combustion	0.457	0.807	0.591	καύση
come	0.529	0.269	0.558	Έλα
comeback	0.580	0.409	0.555	ελα πισω
comedian	0.812	0.735	0.598	κωμικός
comedy	0.918	0.555	0.490	κωμωδία
comet	0.704	0.679	0.471	κομήτης
comfort	0.863	0.231	0.670	άνεση
comfortable	0.927	0.163	0.473	άνετος
comforter	0.618	0.275	0.302	κασκόλ
comforting	0.906	0.337	0.620	παρηγορητικό
comfy	0.930	0.241	0.625	άνετο
comic	0.917	0.459	0.387	κόμικς
comical	0.844	0.737	0.327	κωμικός
comics	0.690	0.556	0.384	ιστορία σε εικόνες
coming	0.653	0.417	0.500	ερχομός
comma	0.344	0.269	0.242	κόμμα
command	0.427	0.790	0.849	εντολή
commandant	0.622	0.700	0.943	διοικητής
commandeer	0.552	0.639	0.931	επιτάσσω
commander	0.531	0.615	0.906	διοικητής
commanding	0.562	0.664	0.925	διοικών
commandment	0.656	0.490	0.876	εντολή
commando	0.323	0.710	0.817	καταδρομέας
commemorate	0.812	0.602	0.636	εορτάζω την μνήμη
commemoration	0.719	0.615	0.754	εορτασμός
commemorative	0.750	0.438	0.754	αναμνηστικός
commence	0.760	0.585	0.741	αρχίζω
commend	0.906	0.694	0.711	συνιστώ
commendable	0.786	0.570	0.555	αξιέπαινος
commendation	0.911	0.500	0.639	έπαινος
commensurate	0.610	0.304	0.550	ανάλογος
comment	0.667	0.417	0.379	σχόλιο
commentary	0.602	0.402	0.446	σχολιασμός
commentator	0.492	0.510	0.607	σχολιαστής
commerce	0.646	0.500	0.788	εμπόριο
commercial	0.806	0.490	0.528	εμπορικός
commie	0.385	0.519	0.454	commie
commissary	0.385	0.500	0.788	επίτροπος
commission	0.677	0.480	0.571	επιτροπή
commissioner	0.602	0.449	0.949	επίτροπος
commit	0.365	0.529	0.491	διαπράττω
commitment	0.714	0.710	0.843	δέσμευση
committal	0.472	0.519	0.582	ανάθεση
committed	0.710	0.542	0.712	δεσμευμένος
committee	0.592	0.392	0.721	επιτροπή
commodity	0.615	0.394	0.537	εμπόρευμα
commodore	0.427	0.530	0.636	ανώτερος αξιωματικός του ναυτικού
common	0.600	0.127	0.318	κοινός
commoner	0.448	0.365	0.327	αστός
commonly	0.604	0.170	0.574	συνήθως
commonplace	0.520	0.337	0.442	κοινός
commons	0.633	0.396	0.623	κοινά
commonwealth	0.630	0.406	0.702	κοινοπολιτεία
commotion	0.490	0.700	0.646	αναταραχή
communal	0.592	0.321	0.556	κοινόχρηστος
commune	0.500	0.488	0.655	κοινότητα
communicable	0.796	0.491	0.623	μεταδόσιμος
communicate	0.823	0.410	0.696	ΕΠΙΚΟΙΝΩΝΩ
communication	0.837	0.400	0.649	επικοινωνία
communicative	0.847	0.560	0.637	ομιλητικός
communicator	0.573	0.509	0.796	μεταδίδων
communion	0.765	0.357	0.607	κοινωνία
communism	0.264	0.570	0.623	κομμουνισμός
communist	0.265	0.702	0.632	κομμουνιστικός
community	0.750	0.350	0.659	κοινότητα
commutation	0.469	0.431	0.652	μετατροπή
commutative	0.667	0.442	0.569	ανταλλακτική
commute	0.622	0.582	0.565	ανταλάσσω
commuter	0.646	0.520	0.512	μετακινούμενος
comp	0.573	0.450	0.371	συνθ
compact	0.458	0.417	0.673	συμπαγής
compaction	0.531	0.471	0.582	συμπύκνωση
compactness	0.582	0.352	0.454	συμπαγές
companion	0.770	0.377	0.618	σύντροφος
companionless	0.271	0.259	0.200	χωρίς συντροφιά
companionship	0.833	0.438	0.792	συντροφιά
company	0.906	0.425	0.798	Εταιρία
comparable	0.562	0.443	0.458	συγκρίσιμος
comparative	0.470	0.273	0.562	συγκριτικός
comparatively	0.604	0.391	0.538	συγκριτικά
compare	0.552	0.408	0.524	συγκρίνω
comparison	0.583	0.456	0.492	σύγκριση
compartment	0.500	0.389	0.607	διαμέρισμα
compass	0.541	0.307	0.529	πυξίδα
compassion	0.735	0.258	0.509	συμπόνια
compassionate	0.857	0.404	0.411	συμπονετικός
compatibility	0.816	0.450	0.673	συμβατότητα
compatible	0.892	0.387	0.638	σύμφωνος
compel	0.200	0.847	0.625	υποχρεώνω
compelled	0.333	0.654	0.347	αναγκασμένος
compelling	0.698	0.570	0.870	συναρπαστικό
compendium	0.610	0.461	0.537	επιτομή
compensate	0.612	0.429	0.762	αποζημιώνω
compensation	0.775	0.469	0.598	αποζημίωση
compensatory	0.589	0.490	0.700	αποζημιωτικός
compete	0.573	0.745	0.786	ανταγωνίζομαι
competence	0.615	0.802	0.823	επάρκεια
competency	0.768	0.775	0.764	ικανότητα
competent	0.865	0.560	0.904	ικανός
competition	0.580	0.790	0.798	ανταγωνισμός
competitive	0.447	0.718	0.908	ανταγωνιστικός
competitor	0.612	0.959	0.861	ανταγωνιστής
compilation	0.530	0.512	0.606	συλλογή
compile	0.600	0.413	0.519	συντάσσω
complacency	0.604	0.503	0.519	εφησυχασμός
complacent	0.625	0.452	0.518	ικανοποιημένος
complain	0.143	0.682	0.360	κανω παραπονα
complaint	0.143	0.606	0.281	καταγγελία
complement	0.760	0.277	0.600	συμπλήρωμα
complementary	0.714	0.320	0.586	συμπληρωματικός
complete	0.750	0.414	0.809	πλήρης
completed	0.823	0.357	0.777	ολοκληρώθηκε το
completely	0.730	0.370	0.690	εντελώς
completeness	0.823	0.433	0.769	πληρότητα
completing	0.614	0.500	0.769	ολοκληρώνοντας
completion	0.656	0.470	0.525	ολοκλήρωση
complex	0.388	0.608	0.550	συγκρότημα
complexed	0.312	0.577	0.612	σύνθετη
complexion	0.521	0.520	0.380	χροιά
complexity	0.479	0.620	0.595	περίπλοκο
compliance	0.750	0.462	0.750	συμμόρφωση
compliant	0.677	0.310	0.519	υποχωρητικός
complicate	0.210	0.657	0.404	περιπλέκω
complicated	0.211	0.660	0.455	περίπλοκος
complication	0.365	0.726	0.330	επιπλοκή
complicity	0.323	0.684	0.670	συνενοχή
compliment	0.820	0.490	0.651	φιλοφρόνηση
complimentary	0.823	0.413	0.435	φιλοφρονητικός
comply	0.806	0.370	0.638	συμμορφώνομαι
complying	0.729	0.423	0.590	συμμορφώνοντας
compo	0.500	0.346	0.390	σύνθεση
component	0.531	0.382	0.525	συστατικό
compose	0.639	0.432	0.694	συνθέτω
composed	0.684	0.385	0.682	απαρτίζεται
composer	0.822	0.588	0.691	συνθέτης
composite	0.591	0.459	0.620	σύνθετος
composition	0.765	0.408	0.652	σύνθεση
compost	0.480	0.404	0.441	κοπρόχωμα
composure	0.802	0.354	0.717	ψυχραιμία
compound	0.635	0.385	0.735	χημική ένωση
comprehend	0.875	0.365	0.689	κατανοώ
comprehension	0.908	0.387	0.688	κατανόηση
comprehensive	0.796	0.385	0.644	περιεκτικός
compress	0.406	0.412	0.460	συμπιέζω
compressed	0.323	0.396	0.388	συμπιεσμένο
compressible	0.622	0.392	0.585	συμπιεστός
compression	0.646	0.521	0.579	συμπίεση
compressor	0.418	0.481	0.630	συμπιεστής
comprise	0.839	0.373	0.669	περιλαμβάνω
compromise	0.677	0.520	0.805	συμβιβασμός
comptroller	0.402	0.481	0.866	ελεγκτής
compulsion	0.118	0.760	0.604	καταναγκασμός
compulsive	0.347	0.871	0.573	καταπιεστικός
compulsory	0.343	0.541	0.791	υποχρεωτικός
computable	0.570	0.402	0.545	υπολογίσιμος
computation	0.583	0.429	0.697	υπολογισμός
compute	0.531	0.408	0.564	υπολογίζω
computer	0.802	0.356	0.639	υπολογιστή
computerized	0.677	0.450	0.657	ηλεκτρονικά
computing	0.745	0.398	0.695	χρήση υπολογιστή
comrade	0.781	0.412	0.804	σύντροφος
con	0.255	0.736	0.427	ενάντιος
concatenation	0.480	0.593	0.539	αληλουχία
concave	0.441	0.349	0.349	κοίλος
conceal	0.312	0.436	0.306	κρύβουν
concealed	0.344	0.363	0.352	κρυμμένο
concealment	0.302	0.570	0.390	απόκρυψη
concede	0.670	0.324	0.473	παραδέχομαι
conceit	0.354	0.625	0.309	έπαρση
conceited	0.194	0.667	0.473	ματαιόδοξος
conceivable	0.730	0.350	0.613	νοητός
conceive	0.708	0.538	0.700	συλλαμβάνω
concentrate	0.750	0.439	0.743	συγκεντρώνομαι
concentration	0.735	0.500	0.722	συγκέντρωση
concentric	0.730	0.479	0.635	ομόκεντρος
concept	0.573	0.265	0.632	έννοια
conception	0.694	0.490	0.614	σύλληψη
concern	0.250	0.734	0.463	ανησυχία
concerned	0.292	0.698	0.350	ενδιαφερόμενος
concert	0.938	0.867	0.718	συναυλία
concerto	0.613	0.759	0.679	συναυλία
concession	0.588	0.423	0.615	παραχώρηση
concessional	0.770	0.493	0.657	ευνοϊκή
conch	0.583	0.306	0.339	βούκινο
concierge	0.480	0.343	0.343	θυρωρός
conciliation	0.792	0.475	0.726	συμβιβασμός
concise	0.583	0.298	0.620	συνοπτικός
conclave	0.573	0.440	0.611	σύσκεψη
conclude	0.530	0.267	0.679	καταλήγω
concluding	0.531	0.382	0.603	Καταλήγοντας
conclusion	0.615	0.377	0.659	συμπέρασμα
conclusive	0.500	0.427	0.745	πειστικός
concoction	0.448	0.459	0.417	αφέψημα
concomitant	0.427	0.482	0.727	συνακόλουθος
concord	0.677	0.320	0.586	ομόνοια
concordance	0.625	0.358	0.608	συμφωνία
concours	0.500	0.530	0.495	συμμετοχές
concourse	0.740	0.657	0.528	συνάθροιση
concrete	0.633	0.420	0.547	σκυρόδεμα
concubine	0.388	0.594	0.476	παλλακίδα
concur	0.459	0.394	0.429	συμπίπτω
concurrence	0.764	0.627	0.613	σύμπτωση
concurrent	0.573	0.547	0.741	ταυτόχρονος
concurring	0.573	0.600	0.681	συμφωνώντας
concussion	0.072	0.708	0.482	διάσειση
condemn	0.102	0.793	0.625	καταδικάζω
condemnation	0.133	0.725	0.449	καταδίκη
condensation	0.510	0.316	0.538	συμπύκνωση
condensed	0.598	0.415	0.623	συμπυκνωμένο
condescending	0.583	0.363	0.593	καταδεκτικός
condescension	0.521	0.377	0.565	συγκατάβαση
condiment	0.520	0.333	0.433	καρύκευμα
condition	0.500	0.469	0.519	κατάσταση
conditional	0.521	0.343	0.556	υποθετικός
conditionally	0.396	0.419	0.617	υπό όρους
conditioned	0.490	0.417	0.616	υπό όρους
conditioner	0.781	0.360	0.538	μαλακτικό
conditioning	0.440	0.468	0.617	κλιματισμού
conditions	0.551	0.441	0.593	συνθήκες
condo	0.439	0.288	0.607	διαμέρισμα
condolence	0.260	0.443	0.404	συλλυπητήρια
condolences	0.198	0.480	0.288	συλλυπητήρια
condom	0.406	0.637	0.500	προφυλακτικό
condone	0.571	0.441	0.619	συγχωρώ
condor	0.573	0.388	0.519	κόνδωρ
conducive	0.775	0.479	0.679	συμβάλλων
conduct	0.453	0.510	0.750	συμπεριφορά
conduction	0.530	0.557	0.717	μεταβίβαση
conductivity	0.583	0.575	0.642	αγώγιμο
conductor	0.677	0.663	0.621	αγωγός
conduit	0.470	0.302	0.413	αγωγός
cone	0.417	0.208	0.343	κώνος
confederacy	0.590	0.541	0.736	ομοσπονδία
confederate	0.551	0.546	0.792	συνασπίζομαι
confederation	0.663	0.404	0.830	συνομοσπονδία
confer	0.573	0.482	0.583	συνδιασκέπτομαι
conference	0.688	0.615	0.606	διάσκεψη
confess	0.360	0.712	0.431	ομολογώ
confession	0.469	0.642	0.460	ομολογία
confessional	0.458	0.392	0.629	εξομολογητήριο
confessions	0.325	0.538	0.658	εξομολογήσεις
confetti	0.781	0.573	0.250	κομφετί
confidant	0.837	0.633	0.631	έμπιστος φίλος
confide	0.669	0.472	0.595	εμπιστεύομαι
confidence	0.959	0.276	0.943	αυτοπεποίθηση
confident	0.765	0.324	0.723	βέβαιος
confidential	0.643	0.471	0.761	εμπιστευτικός
confidentiality	0.667	0.431	0.718	εμπιστευτικότητα
confidentially	0.633	0.469	0.558	εμπιστευτικώς
configuration	0.540	0.443	0.591	διαμόρφωση
confine	0.327	0.551	0.538	περιορίζω
confined	0.286	0.472	0.444	περιορισμένος
confinement	0.333	0.656	0.520	περιορισμός
confines	0.396	0.386	0.542	όρια
confirm	0.802	0.439	0.806	επιβεβαιώνω
confirmation	0.812	0.480	0.692	επιβεβαίωση
confirmatory	0.656	0.500	0.683	επιβεβαιωτικός
confirmed	0.760	0.490	0.764	επιβεβαιωμένος
confiscate	0.250	0.625	0.482	κατάσχω
confiscation	0.208	0.706	0.586	κατάσχεση
conflagration	0.344	0.721	0.594	πυρκαγιά
conflict	0.335	0.906	0.471	σύγκρουση
conflicting	0.173	0.738	0.553	αντιφατικός
confluence	0.677	0.598	0.565	συμβολή
