English Word	Valence	Arousal	Dominance	Frisian Word
deficit	0.358	0.500	0.269	tekoart
define	0.688	0.415	0.632	definiearje
defined	0.670	0.214	0.646	definiearre
definite	0.708	0.292	0.741	definityf
definition	0.573	0.375	0.579	definysje
definitive	0.583	0.479	0.787	definityf
deflate	0.148	0.404	0.237	deflate
deflation	0.287	0.536	0.407	deflaasje
deflect	0.133	0.491	0.482	ôfwike
deflection	0.188	0.500	0.382	ôfwiking
defloration	0.188	0.690	0.434	defloration
deform	0.112	0.654	0.284	ferfoarme
deformed	0.198	0.435	0.308	misfoarme
deformity	0.160	0.569	0.241	misfoarming
defraud	0.175	0.635	0.314	fraude
defray	0.375	0.598	0.653	defray
defrost	0.427	0.317	0.389	defrost
deft	0.719	0.575	0.849	deft
defunct	0.112	0.491	0.272	ûntbûn
defuse	0.167	0.480	0.430	defuse
defy	0.353	0.884	0.657	defy
degeneracy	0.143	0.720	0.298	degeneraasje
degenerate	0.069	0.724	0.264	degenerearje
degeneration	0.245	0.578	0.371	degeneraasje
degradation	0.160	0.608	0.315	degradaasje
degrade	0.083	0.500	0.184	degradearje
degraded	0.167	0.433	0.205	degradearre
degrading	0.031	0.583	0.232	ferneatigjend
degree	0.724	0.365	0.663	graad
dehydrated	0.310	0.685	0.212	útdroege
dehydration	0.188	0.472	0.259	útdroeging
dejected	0.104	0.654	0.347	misledige
delay	0.204	0.510	0.162	fertraging
delayed	0.188	0.490	0.216	fertrage
delectable	0.781	0.642	0.718	hearlik
delegate	0.612	0.491	0.658	ôffurdige
delegation	0.562	0.431	0.609	delegaasje
delete	0.292	0.298	0.409	wiskje
deleterious	0.297	0.725	0.440	skealik
deletion	0.062	0.506	0.462	deletion
deli	0.561	0.448	0.447	deli
deliberate	0.551	0.654	0.682	opsetlik
deliberation	0.561	0.678	0.596	oerlis
deliberative	0.392	0.552	0.573	deliberative
delicacy	0.812	0.279	0.336	delikatesse
delicate	0.583	0.294	0.366	delikat
delicatessen	0.656	0.474	0.400	delikatesse
delicious	0.927	0.650	0.589	hearlik
delight	0.949	0.666	0.647	wille
delighted	0.938	0.664	0.685	bliid
delightful	0.918	0.735	0.644	hearlik
delineate	0.448	0.430	0.445	ôfstimme
delineation	0.521	0.402	0.314	ôfskieding
delinquency	0.135	0.860	0.508	delinquency
delinquent	0.051	0.904	0.500	delinquent
delirious	0.219	0.774	0.538	delirious
delirium	0.233	0.694	0.484	delirium
deliver	0.583	0.370	0.582	leverje
deliverance	0.750	0.520	0.658	befrijing
delivery	0.704	0.461	0.786	befalling
dell	0.458	0.380	0.453	dell
delta	0.551	0.343	0.509	delta
delude	0.143	0.627	0.353	misledigje
deluge	0.245	0.714	0.612	deluge
delusion	0.344	0.647	0.400	waan
delusional	0.219	0.745	0.327	delusional
deluxe	0.792	0.612	0.755	deluxe
delve	0.469	0.529	0.684	delve
demand	0.292	0.673	0.500	eask
demanding	0.396	0.750	0.828	easken
demeaned	0.271	0.520	0.212	ferlegen
demeaning	0.104	0.645	0.308	fernederjend
demeanor	0.633	0.433	0.657	hâlding
demented	0.088	0.787	0.309	demintearre
dementia	0.092	0.779	0.337	demintens
demise	0.104	0.596	0.456	dea
demo	0.510	0.314	0.423	demo
democracy	0.680	0.500	0.840	demokrasy
democrat	0.582	0.400	0.755	demokraat
democratic	0.802	0.519	0.798	demokratysk
demographic	0.459	0.356	0.594	demografyske
demolish	0.125	0.632	0.700	ôfbrekke
demolished	0.271	0.647	0.353	ôfbrutsen
demolition	0.133	0.827	0.541	sloop
demon	0.037	0.908	0.509	demon
demonic	0.146	0.875	0.600	demonysk
demonstrable	0.735	0.471	0.749	oantoanber
demonstrate	0.771	0.552	0.839	demonstrearje
demonstrated	0.617	0.500	0.649	demonstrearre
demonstrating	0.698	0.571	0.693	demonstrearje
demonstration	0.551	0.676	0.679	demonstraasje
demonstrative	0.656	0.528	0.736	demonstratyf
demonstrator	0.520	0.598	0.733	demonstrator
demoralized	0.082	0.590	0.149	demoralisearre
demos	0.418	0.370	0.368	demos
demure	0.690	0.315	0.417	demure
den	0.510	0.347	0.398	den
deniability	0.230	0.509	0.417	ûntkenning
denial	0.194	0.435	0.318	ûntkenning
denied	0.188	0.604	0.333	wegere
denim	0.520	0.382	0.327	denim
denomination	0.490	0.363	0.429	denominaasje
denominational	0.458	0.375	0.679	denominational
denominator	0.450	0.410	0.613	neamer
denote	0.448	0.471	0.534	oantsjutte
denounce	0.083	0.780	0.426	denounce
dense	0.354	0.343	0.536	ticht
density	0.602	0.471	0.561	tichtens
dent	0.306	0.606	0.325	dent
dental	0.573	0.404	0.463	dental
dentist	0.479	0.620	0.642	toskedokter
dentistry	0.429	0.570	0.569	toskedokter
dentists	0.364	0.600	0.582	toskedokters
denunciation	0.146	0.830	0.561	ûntkenning
deny	0.316	0.667	0.321	ûntkenne
denying	0.080	0.542	0.272	ûntkenne
deodorant	0.480	0.265	0.269	deodorant
depart	0.398	0.480	0.444	fuortgean
departed	0.245	0.536	0.391	fuortgien
department	0.708	0.358	0.642	departemint
departmental	0.612	0.422	0.446	ôfdielings
departure	0.573	0.500	0.426	fertrek
depend	0.388	0.429	0.358	ôfhingje
dependable	0.880	0.357	0.741	betrouber
dependant	0.357	0.404	0.451	ôfhinklik
dependence	0.250	0.451	0.433	ôfhinklikens
dependency	0.429	0.365	0.356	ôfhinklikens
dependent	0.354	0.455	0.404	ôfhinklik
depict	0.663	0.529	0.723	ôfbyldzje
depicting	0.490	0.566	0.602	ôfbyldzjen
depletion	0.153	0.370	0.236	útputting
deplorable	0.135	0.657	0.230	jammerdearlik
deplore	0.135	0.575	0.373	betreurje
deploy	0.500	0.520	0.585	ynsette
deployment	0.510	0.520	0.612	ynset
deport	0.167	0.667	0.546	deportearje
deportation	0.104	0.786	0.450	deportaasje
depose	0.286	0.420	0.451	ôfsette
deposit	0.540	0.379	0.483	boarchsom
depositary	0.604	0.431	0.500	depositaris
deposition	0.394	0.510	0.471	ôfsetting
depository	0.551	0.373	0.481	depository
depot	0.635	0.255	0.471	depot
depraved	0.031	0.837	0.395	ferdreaun
depravity	0.115	0.854	0.453	ferfal
depreciate	0.270	0.623	0.445	ôfskriuwe
depreciated	0.135	0.672	0.250	ôfskreaun
depreciation	0.143	0.571	0.386	ôfskriuwing
depress	0.219	0.635	0.528	depressyf
depressed	0.024	0.445	0.136	depressyf
depressing	0.146	0.559	0.216	deprimearjend
depression	0.031	0.520	0.232	depresje
depressive	0.143	0.434	0.202	depressyf
depresson	0.135	0.400	0.308	depresje
deprivation	0.194	0.610	0.413	deprivaasje
deprive	0.271	0.591	0.340	ûntnimme
deprived	0.354	0.506	0.536	deprived
depth	0.708	0.561	0.759	djipte
deputy	0.429	0.530	0.787	deputearre
derail	0.108	0.802	0.375	ûntspoarje
deranged	0.376	0.868	0.357	deranged
derelict	0.208	0.470	0.237	ferlitten
derision	0.265	0.670	0.292	spot
derivation	0.521	0.519	0.644	ôflieding
derivative	0.541	0.491	0.508	derivative
derive	0.396	0.324	0.360	derive
dermal	0.385	0.406	0.443	dermal
dermatologist	0.531	0.358	0.528	dermatolooch
dermatology	0.422	0.500	0.556	dermatology
derogation	0.208	0.460	0.327	derogaasje
derogatory	0.122	0.580	0.404	derogatory
descend	0.385	0.535	0.231	delkomme
descendant	0.684	0.420	0.625	neikommeling
descendent	0.391	0.480	0.565	ôfstammeling
descending	0.219	0.493	0.250	delgeande
descent	0.300	0.402	0.158	ôfstamming
describe	0.542	0.472	0.555	beskriuwe
description	0.582	0.425	0.596	beskriuwing
descriptive	0.667	0.352	0.570	beskriuwend
desecrate	0.255	0.806	0.509	ûntskuldigje
desecration	0.125	0.833	0.564	ûntheiliging
desert	0.469	0.279	0.389	woastyn
deserted	0.156	0.480	0.214	ferlitten
deserter	0.122	0.710	0.366	deserteur
desertion	0.122	0.630	0.289	desertering
deserve	0.802	0.436	0.613	fertsjinje
deserved	0.781	0.582	0.689	fertsjinne
deserving	0.802	0.596	0.858	fertsjinne
design	0.796	0.327	0.632	ûntwerpe
designate	0.531	0.538	0.683	oanwize
designated	0.500	0.412	0.616	oanwiisd
designation	0.612	0.571	0.675	oantsjutting
designed	0.745	0.380	0.595	ûntwurpen
designer	0.875	0.519	0.670	ûntwerper
designing	0.792	0.355	0.552	ûntwerpen
desirability	0.684	0.550	0.675	winsklikens
desirable	0.740	0.735	0.750	winsklik
desire	0.896	0.692	0.647	begearen
desiring	0.814	0.821	0.632	winskje
desirous	0.719	0.824	0.562	winsklik
desist	0.220	0.358	0.291	ôfwize
desk	0.510	0.135	0.422	buro
desolate	0.104	0.320	0.228	desolate
desolation	0.073	0.481	0.273	ferwoasting
despair	0.115	0.794	0.245	wanhoop
despairing	0.073	0.735	0.286	wanhopich
despatch	0.448	0.400	0.613	ferstjoeren
desperado	0.260	0.745	0.361	desperado
desperate	0.083	0.842	0.337	wanhopich
desperation	0.125	0.904	0.419	wanhoop
despicable	0.146	0.710	0.255	ferachtlik
despise	0.167	0.745	0.296	ferachtsje
despondent	0.133	0.378	0.221	moedich
despotic	0.141	0.824	0.592	despotysk
despotism	0.255	0.696	0.620	despotisme
dessert	0.755	0.491	0.404	dessert
destination	0.708	0.471	0.637	bestimming
destined	0.698	0.462	0.617	bestimd
destiny	0.781	0.413	0.611	lot
destitute	0.130	0.451	0.222	wanhopich
destroy	0.046	0.935	0.635	ferneatigje
destroyed	0.031	0.696	0.288	ferneatige
destroyer	0.083	0.830	0.543	fernieler
destroying	0.041	0.828	0.660	ferneatigjen
destruct	0.071	0.868	0.525	ferneatigje
destruction	0.102	0.929	0.613	ferneatiging
destructive	0.177	0.870	0.713	destruktyf
detach	0.357	0.625	0.450	losmeitsje
detached	0.280	0.396	0.216	ôfsletten
detachment	0.243	0.700	0.443	ôfskieding
detail	0.514	0.406	0.528	detail
detailed	0.603	0.314	0.472	detaillearre
details	0.583	0.367	0.481	details
detain	0.351	0.345	0.430	oanhâlde
detainee	0.306	0.510	0.321	detineard
detect	0.531	0.520	0.565	detect
detectable	0.479	0.539	0.649	detectable
detection	0.708	0.567	0.538	detection
detective	0.500	0.764	0.901	detektive
detector	0.459	0.630	0.724	detektor
detention	0.265	0.698	0.562	opsluting
deter	0.344	0.537	0.567	deter
detergent	0.458	0.304	0.426	wasmiddel
deteriorate	0.083	0.471	0.202	ferfalle
deteriorated	0.053	0.549	0.237	efterút
deteriorating	0.104	0.459	0.112	verslechtert
deterioration	0.130	0.512	0.283	efterútgong
determinable	0.625	0.565	0.723	bepaald
determinate	0.630	0.314	0.772	bepale
determination	0.776	0.725	0.795	bepaling
determine	0.612	0.368	0.776	bepale
determined	0.760	0.528	0.673	beret
deterrent	0.292	0.461	0.385	ôfskrikmiddel
detest	0.083	0.800	0.492	hekel
detestation	0.177	0.637	0.412	fergriemerij
detonate	0.375	0.850	0.696	detonearje
detonation	0.167	0.931	0.741	detonaasje
detonator	0.207	0.875	0.750	detonator
detour	0.398	0.539	0.309	omwei
detract	0.344	0.438	0.368	ôfbrekke
detriment	0.281	0.538	0.263	skea
detrimental	0.203	0.679	0.387	detrimental
detritus	0.276	0.353	0.363	detritus
deuce	0.479	0.338	0.425	deuce
deutschmark	0.439	0.431	0.509	deutschmark
devalued	0.321	0.462	0.212	devaluearre
devastate	0.021	0.796	0.509	ferneatigje
devastated	0.120	0.544	0.264	ferwoaste
devastating	0.104	0.856	0.419	ferneatigjend
devastation	0.090	0.904	0.472	ferwoasting
develop	0.771	0.670	0.821	ûntwikkelje
developer	0.844	0.653	0.864	developer
developing	0.833	0.587	0.714	ûntwikkeljen
development	0.827	0.500	0.796	ûntwikkeling
deviant	0.094	0.589	0.398	ôfwikend
deviate	0.173	0.562	0.269	ôfwike
deviating	0.354	0.634	0.536	ôfwikend
deviation	0.105	0.513	0.336	ôfwiking
device	0.562	0.404	0.627	apparaat
devil	0.161	0.900	0.611	duvel
deviled	0.347	0.559	0.358	deviled
devilish	0.073	0.865	0.490	duvelsk
devious	0.250	0.519	0.259	devious
devise	0.551	0.557	0.670	betinke
devoid	0.219	0.436	0.300	sûnder
devolution	0.345	0.434	0.425	devolúsje
devolve	0.367	0.427	0.596	devolve
devote	0.802	0.490	0.642	wije
devoted	0.867	0.320	0.698	tawijd
devotee	0.816	0.461	0.577	tawijde
devotion	0.802	0.561	0.673	tawijing
devotional	0.740	0.394	0.655	devotional
devour	0.344	0.888	0.574	opslokke
devout	0.620	0.357	0.464	fromme
dew	0.604	0.225	0.464	dauwe
dexter	0.458	0.473	0.444	dexter
dexterity	0.771	0.673	0.864	behendigheid
dextrose	0.333	0.402	0.323	dextrose
diabetes	0.051	0.472	0.279	sûkersykte
diabetic	0.125	0.269	0.237	diabetic
diabolical	0.102	0.912	0.456	diabolical
diagnose	0.378	0.520	0.714	diagnoaze
diagnosis	0.571	0.500	0.819	diagnoaze
diagnostic	0.417	0.483	0.635	diagnostyk
diagnostics	0.540	0.440	0.750	diagnostyk
diagonal	0.500	0.343	0.410	diagonaal
diagram	0.562	0.357	0.445	diagram
dial	0.620	0.427	0.596	dial
dialect	0.635	0.422	0.526	dialekt
dialectic	0.510	0.540	0.638	dialektyk
dialogue	0.599	0.441	0.625	dialooch
dialysis	0.194	0.567	0.407	dialyse
diameter	0.427	0.298	0.483	diameter
diamond	0.910	0.606	0.769	diamant
diamonds	0.927	0.684	0.917	diamanten
diaper	0.409	0.274	0.155	ruft
diaphragm	0.459	0.337	0.517	diafragma
diarrhea	0.092	0.684	0.143	diarree
diarrhoea	0.038	0.692	0.250	diarree
diary	0.698	0.292	0.464	deiboek
diatribe	0.354	0.569	0.409	diatribe
dib	0.479	0.370	0.344	dib
dibs	0.510	0.410	0.391	dibs
dice	0.458	0.441	0.264	dobbelstiennen
dicey	0.290	0.833	0.727	dicey
dichotomous	0.365	0.452	0.538	dichotomous
dichotomy	0.323	0.482	0.483	dichotomy
dick	0.208	0.500	0.462	pyk
dickhead	0.115	0.608	0.284	dikke kop
dicks	0.310	0.694	0.358	dicks
dictate	0.480	0.423	0.668	diktearje
dictation	0.255	0.378	0.627	diktee
dictator	0.073	0.760	0.862	diktator
dictatorial	0.204	0.770	0.840	diktatoriaal
dictatorship	0.082	0.806	0.784	diktatuer
diction	0.439	0.373	0.679	diksje
dictionary	0.620	0.250	0.598	wurdboek
dictum	0.385	0.510	0.528	dictum
didactic	0.645	0.480	0.673	didaktysk
diddle	0.429	0.566	0.393	diddle
die	0.031	0.765	0.259	stjerre
died	0.021	0.650	0.327	ferstoarn
diesel	0.490	0.327	0.448	diesel
diet	0.429	0.235	0.398	dieet
dietary	0.551	0.220	0.261	dieet
differ	0.230	0.398	0.396	ferskille
difference	0.474	0.560	0.483	ferskil
differences	0.365	0.582	0.342	ferskillen
different	0.612	0.394	0.473	ferskillend
differential	0.520	0.378	0.535	differinsjaal
differentiation	0.367	0.561	0.535	differinsjaasje
differently	0.480	0.431	0.506	oars
differing	0.418	0.410	0.455	ferskillend
difficult	0.235	0.700	0.508	dreech
difficulties	0.082	0.784	0.357	swierrichheden
difficulty	0.079	0.740	0.368	swierrichheid
diffuse	0.430	0.431	0.321	diffús
diffusion	0.356	0.615	0.517	diffusion
dig	0.367	0.585	0.637	dig
digest	0.720	0.413	0.483	digest
digestion	0.531	0.410	0.455	spiisfertarring
digestive	0.542	0.413	0.434	digestive
digit	0.447	0.286	0.333	sifer
digital	0.740	0.382	0.529	digitaal
dignified	0.766	0.481	0.635	weardich
dignify	0.854	0.588	0.735	weardich
dignity	0.844	0.391	0.873	weardichheid
digress	0.271	0.625	0.411	digress
digs	0.448	0.670	0.635	digs
dike	0.360	0.384	0.490	dyk
dilapidated	0.229	0.618	0.286	ferfallen
dilatation	0.385	0.574	0.368	dilataasje
dilation	0.347	0.490	0.578	dilataasje
dildo	0.536	0.587	0.491	dildo
dilemma	0.153	0.590	0.430	dilemma
diligence	0.688	0.423	0.700	iver
diligent	0.760	0.426	0.759	iverich
dill	0.427	0.360	0.373	dille
diluent	0.417	0.344	0.332	diluent
dilute	0.275	0.192	0.349	ferwetterje
diluted	0.469	0.310	0.229	ferwettere
dilution	0.445	0.337	0.352	ferwettering
dim	0.398	0.321	0.273	dim
dime	0.653	0.317	0.345	dime
dimension	0.592	0.415	0.627	diminsje
dimensional	0.561	0.484	0.596	dimensional
diminish	0.240	0.357	0.167	ferminderje
diminished	0.156	0.269	0.196	fermindere
diminution	0.316	0.296	0.245	fermindering
diminutive	0.323	0.200	0.109	ferlytsingswurd
dimwit	0.255	0.459	0.175	dimwit
din	0.440	0.417	0.398	din
dine	0.821	0.519	0.478	dine
diner	0.643	0.302	0.538	diner
dinghy	0.510	0.269	0.325	dinghy
dingo	0.608	0.472	0.346	dingo
dingy	0.156	0.483	0.343	dingy
dining	0.724	0.350	0.459	dining
dinky	0.357	0.451	0.358	dinky
dinner	0.823	0.392	0.379	iten
dinnertime	0.796	0.406	0.341	itenstiid
dinosaur	0.448	0.630	0.596	dinosaurus
dint	0.378	0.480	0.492	dint
diocesan	0.520	0.283	0.518	bisdom
diocese	0.510	0.288	0.575	bisdom
diorama	0.592	0.441	0.462	diorama
dioxide	0.354	0.433	0.456	dioxide
dip	0.516	0.583	0.397	dip
diploma	0.750	0.462	0.731	diploma
diplomacy	0.740	0.396	0.774	diplomasy
diplomat	0.563	0.262	0.868	diplomaat
diplomatic	0.653	0.363	0.918	diplomatike
dipper	0.548	0.361	0.348	dipper
dippy	0.430	0.402	0.340	dippy
dipstick	0.365	0.312	0.316	dipstick
dire	0.214	0.660	0.259	dire
direct	0.793	0.403	0.650	direkt
directed	0.542	0.490	0.541	regissearre
direction	0.719	0.330	0.684	rjochting
directive	0.604	0.530	0.918	rjochtline
directly	0.747	0.400	0.702	direkt
director	0.688	0.580	0.912	direkteur
directory	0.439	0.413	0.538	directory
dirt	0.112	0.500	0.236	smoargens
dirty	0.153	0.460	0.170	smoarch
disability	0.073	0.482	0.173	handikap
disable	0.115	0.430	0.269	útskeakelje
disabled	0.308	0.443	0.235	ynvalide
disadvantage	0.150	0.377	0.282	neidiel
disaffected	0.176	0.410	0.291	ûntefreden
disagree	0.133	0.590	0.345	net mei iens
disagreeable	0.042	0.643	0.178	ûngeunstich
disagreeing	0.255	0.643	0.350	net mei iens
disagreement	0.104	0.618	0.236	ûnienichheid
disallow	0.156	0.519	0.424	net tastean
disallowed	0.135	0.500	0.328	net tastien
disapointment	0.104	0.418	0.231	teloarstelling
disappear	0.143	0.441	0.350	ferdwine
disappearance	0.214	0.698	0.367	ferdwining
disappearing	0.167	0.427	0.379	ferdwine
disappoint	0.150	0.633	0.288	teloarstelle
disappointed	0.071	0.472	0.241	teloarsteld
disappointing	0.073	0.640	0.200	teloarstellend
disappointment	0.115	0.490	0.336	teloarstelling
disapproval	0.085	0.551	0.367	ôfkarring
disapprove	0.160	0.594	0.445	ôfkarre
disapproved	0.104	0.550	0.114	ôfkard
disapproving	0.245	0.625	0.452	disapproving
disarm	0.292	0.528	0.613	ûntwapenje
disarray	0.198	0.657	0.223	disarray
disaster	0.082	0.892	0.433	ramp
disastrous	0.071	0.741	0.439	funest
disband	0.302	0.491	0.417	ûntbine
disbelief	0.188	0.409	0.373	ûnleauwe
disbelieve	0.188	0.441	0.352	net leauwe
disburse	0.418	0.473	0.353	útkeare
disbursement	0.240	0.443	0.435	útkearing
disc	0.622	0.410	0.426	skiif
discard	0.240	0.343	0.337	wegerje
discarded	0.229	0.460	0.308	wegereard
discards	0.240	0.464	0.391	wegwerpen
discern	0.459	0.566	0.518	ûnderskiede
discernible	0.427	0.441	0.481	te ûnderskieden
discerning	0.542	0.584	0.780	ynsjochsinnich
discernment	0.408	0.471	0.694	ynsjoch
discharge	0.427	0.538	0.578	ûntslach
disciple	0.765	0.385	0.462	dissipel
disciplinary	0.562	0.593	0.796	dissiplinêr
discipline	0.615	0.471	0.806	dissipline
disciplined	0.728	0.450	0.750	dissiplinearre
disclaim	0.235	0.509	0.321	disclaim
disclaimer	0.367	0.571	0.542	disclaimer
disclose	0.490	0.570	0.545	bekend meitsje
disclosed	0.271	0.575	0.546	bekend makke
disclosure	0.500	0.615	0.710	iepenbiering
disco	0.710	0.806	0.575	disco
discoloration	0.224	0.373	0.414	ferkleuring
discolored	0.204	0.340	0.269	ferkleure
discomfort	0.153	0.719	0.272	ûngemak
disconcerted	0.100	0.612	0.288	ferbjustere
disconcerting	0.106	0.549	0.269	ferfelend
disconnect	0.438	0.292	0.191	losmeitsje
disconnected	0.292	0.276	0.173	loskeppele
disconnection	0.167	0.283	0.277	ôfsluting
disconnects	0.256	0.357	0.241	losket
discontent	0.240	0.530	0.263	ûnfrede
discontinuance	0.123	0.741	0.337	ûnderbrekking
discontinue	0.354	0.396	0.349	ophâlde
discontinuity	0.303	0.439	0.250	diskontinuïteit
discontinuous	0.233	0.409	0.316	diskontinu
discord	0.115	0.882	0.465	ûnfrede
discount	0.724	0.530	0.302	koarting
discounted	0.677	0.471	0.430	koarting
discourage	0.184	0.443	0.267	ûntmoedigje
discouraged	0.220	0.304	0.090	ûntmoedige
discouragement	0.112	0.319	0.206	ûntmoediging
discouraging	0.167	0.469	0.281	ûntmoedigjend
discourse	0.410	0.550	0.803	diskusje
discover	0.771	0.793	0.673	ûntdekke
discovery	0.823	0.627	0.814	ûntdekking
discredit	0.075	0.529	0.355	diskreditearje
discredited	0.112	0.491	0.182	diskreditearre
discreet	0.552	0.216	0.532	diskreet
discrepancy	0.260	0.643	0.417	diskrepânsje
discrete	0.585	0.231	0.429	diskrete
discretion	0.552	0.320	0.685	diskresje
discretionary	0.520	0.365	0.446	diskresjonêr
discriminate	0.125	0.761	0.366	diskriminearje
discriminating	0.160	0.783	0.462	diskriminearjend
discrimination	0.051	0.724	0.379	diskriminaasje
discus	0.542	0.423	0.343	diskus
discuss	0.396	0.769	0.509	diskusjearje
discussion	0.333	0.842	0.536	diskusje
disdain	0.153	0.446	0.441	ferachting
disdainful	0.097	0.480	0.263	ferachtlik
disease	0.041	0.539	0.333	sykte
diseased	0.123	0.510	0.134	sike
disembodied	0.167	0.620	0.412	disembodied
disengage	0.406	0.529	0.304	losmeitsje
disengagement	0.327	0.373	0.395	ûntslach
disfigured	0.153	0.613	0.336	misfoarme
disgrace	0.061	0.531	0.331	skande
disgraced	0.071	0.661	0.250	skande
disgraceful	0.082	0.702	0.240	skande
disgruntled	0.104	0.658	0.442	ûntefreden
disguise	0.573	0.694	0.431	ferklaaien
disguised	0.500	0.615	0.326	ferklaaid
disgust	0.052	0.775	0.317	wearze
disgusted	0.051	0.773	0.274	wearze
disgusting	0.031	0.796	0.245	walgelijk
dish	0.552	0.255	0.264	dish
disheartened	0.153	0.343	0.238	ûntmoedige
disheartening	0.010	0.353	0.224	disheartening
dishonest	0.191	0.491	0.163	ûnearlik
dishonesty	0.094	0.592	0.348	ûnearlikens
dishonor	0.104	0.620	0.185	skande
dishonorable	0.112	0.641	0.280	ûnearlik
dishwasher	0.480	0.296	0.324	ôfwaskmasjine
disillusionment	0.051	0.519	0.190	desyllúzje
disinclination	0.125	0.491	0.330	disinclination
disincline	0.458	0.454	0.278	disincline
disinclined	0.385	0.442	0.364	disinclined
disinfect	0.448	0.388	0.648	desinfektearje
disinfectant	0.531	0.429	0.460	desinfektant
disinfection	0.517	0.556	0.473	desinfectie
disinformation	0.230	0.577	0.260	disinformaasje
disingenuous	0.194	0.509	0.204	ûngeunstich
disintegrate	0.143	0.660	0.364	útinoar falle
disintegration	0.094	0.551	0.381	desintegraasje
disinterested	0.398	0.284	0.392	net ynteressearre
disjoint	0.351	0.385	0.322	disjoint
disjointed	0.323	0.518	0.365	disjointed
disjunctive	0.286	0.481	0.400	disjunctive
disk	0.573	0.423	0.412	skiif
diskette	0.531	0.255	0.391	diskette
dislike	0.156	0.406	0.321	net leuk
disliked	0.062	0.510	0.221	net leuk
disliking	0.163	0.637	0.366	dislike
dislocated	0.125	0.625	0.200	dislocated
dislocation	0.229	0.565	0.373	dislokaasje
dislodge	0.214	0.769	0.356	loslitte
disloyal	0.062	0.582	0.245	disloyal
disloyalty	0.187	0.716	0.267	wantrouwen
dismal	0.194	0.450	0.192	dismal
dismantle	0.347	0.644	0.462	ôfbrekke
dismay	0.314	0.681	0.459	ferachting
dismayed	0.165	0.735	0.389	ferbjustere
dismemberment	0.104	0.860	0.470	dismemberment
dismiss	0.167	0.541	0.509	ôfwize
dismissal	0.153	0.723	0.271	ûntslach
dismissive	0.188	0.541	0.430	ôfwizend
dismount	0.361	0.423	0.391	ôfstekke
disobedience	0.051	0.868	0.369	oerhearrigens
disobedient	0.276	0.706	0.353	ongehoorzaam
disobey	0.143	0.556	0.491	ûnfoldwaan
disorder	0.115	0.816	0.218	disoarder
disordered	0.210	0.714	0.288	ûnregelmjittich
disorderly	0.188	0.748	0.385	disorderly
