English Word	Valence	Arousal	Dominance	Hmong Word
chaser	0.375	0.830	0.645	chaser
chasm	0.265	0.579	0.500	chasm
chassis	0.406	0.342	0.444	chassis
chaste	0.408	0.248	0.453	dawb huv
chastened	0.156	0.580	0.345	raug qhuab ntuas
chastisement	0.156	0.852	0.462	kev qhuab ntuas
chastity	0.469	0.392	0.509	kev coj dawb huv
chat	0.729	0.400	0.346	sib tham
chateau	0.615	0.464	0.702	chateau
chatter	0.560	0.450	0.347	tham
chatterbox	0.459	0.548	0.482	chatterbox
chattering	0.460	0.663	0.304	hais lus
chatty	0.594	0.548	0.345	lus
chauffeur	0.500	0.353	0.471	tus tsav tsheb
chauvinist	0.310	0.539	0.527	chauvinist
cheap	0.612	0.471	0.272	pheej yig
cheapened	0.471	0.611	0.282	pheej yig
cheapskate	0.148	0.482	0.327	pheej yig skate
cheat	0.125	0.776	0.400	dag
cheater	0.104	0.920	0.333	tus neeg dag
check	0.523	0.552	0.602	kuaj
checkbook	0.552	0.284	0.364	phau ntawv tshev
checker	0.330	0.417	0.553	tus checker
checkered	0.459	0.316	0.336	checkered
checkers	0.676	0.451	0.437	checkers
checklist	0.561	0.521	0.552	daim ntawv teev npe
checkmate	0.667	0.708	0.750	tus neeg txheeb xyuas
checkout	0.597	0.510	0.670	tshev tawm
checkpoint	0.571	0.323	0.812	chaw kuaj mob
checkup	0.500	0.435	0.491	kuaj xyuas
cheek	0.670	0.314	0.421	plhu
cheeks	0.708	0.324	0.282	ob sab plhu
cheeky	0.434	0.679	0.410	ruam
cheep	0.367	0.380	0.373	cheb
cheer	0.938	0.784	0.845	zoo siab
cheered	0.875	0.648	0.790	zoo siab
cheerful	0.990	0.720	0.696	zoo siab
cheerfulness	0.969	0.802	0.675	kev zoo siab
cheering	0.815	0.824	0.642	zoo siab
cheerleader	0.923	0.746	0.657	cheerleader
cheerleading	0.698	0.769	0.404	cheerleading
cheerless	0.204	0.373	0.167	tsis zoo siab
cheers	0.948	0.770	0.702	zoo siab
cheery	0.949	0.657	0.486	zoo siab
cheese	0.740	0.280	0.281	cheese
cheeseburger	0.802	0.529	0.336	cheeseburger
cheesecake	0.860	0.276	0.238	cheesecake
cheesy	0.470	0.471	0.179	cheesey
cheetah	0.469	0.770	0.667	cheetah
chef	0.854	0.411	0.570	kws ua zaub mov
chemical	0.337	0.560	0.508	tshuaj
chemise	0.530	0.275	0.364	tshuaj
chemist	0.408	0.575	0.610	kws tshuaj
chemistry	0.625	0.520	0.694	chemistry
chemo	0.214	0.686	0.444	kws khomob
chemotherapy	0.163	0.689	0.517	kws khomob
cheque	0.698	0.529	0.660	kuaj
cherish	0.896	0.491	0.652	hlub
cherishing	0.836	0.380	0.625	hlub
cherry	0.688	0.186	0.250	cherry
cherub	0.663	0.340	0.455	cherub
chess	0.656	0.363	0.518	chess
chest	0.520	0.429	0.481	hauv siab
chestnut	0.714	0.210	0.294	txiv ntseej
chevron	0.469	0.469	0.598	chevron
chew	0.520	0.490	0.404	zom
chewy	0.625	0.418	0.390	chewy
chic	0.870	0.624	0.380	chic
chicane	0.357	0.460	0.481	chicane
chick	0.771	0.602	0.387	qaib
chicken	0.594	0.306	0.394	qaib
chicken pox	0.194	0.510	0.415	pox cog
chickenpox	0.173	0.562	0.357	kab mob qhua pias
chief	0.520	0.544	0.869	tus thawj
chiefly	0.600	0.587	0.764	qhov tseem ceeb
chieftain	0.343	0.529	0.860	tus thawj coj
chiffon	0.406	0.230	0.250	chiffon
child	0.912	0.460	0.413	tus menyuam
childbirth	0.604	0.861	0.673	yug menyuam
childhood	0.865	0.413	0.307	thaum yau
childish	0.573	0.442	0.230	menyuam yaus
childless	0.310	0.400	0.396	tsis muaj menyuam
childlike	0.656	0.372	0.293	zoo li menyuam yaus
childloss	0.240	0.571	0.421	menyuam yaus
children	0.857	0.538	0.435	menyuam
chili	0.592	0.566	0.433	kua txob
chill	0.837	0.206	0.482	txias
chilled	0.521	0.340	0.482	txias
chilling	0.208	0.850	0.358	txias
chilly	0.329	0.459	0.408	cua txias
chime	0.573	0.541	0.464	chim
chimera	0.292	0.582	0.372	chimera
chimes	0.625	0.490	0.402	chimes
chimney	0.583	0.286	0.225	chimney
chimp	0.394	0.588	0.345	chimp
chimpanzee	0.500	0.633	0.387	chimpanzee
chin	0.571	0.310	0.269	puab tsaig
china	0.561	0.443	0.556	Suav teb
chinchilla	0.480	0.450	0.286	chinchilla
chine	0.561	0.360	0.352	suav
chinook	0.408	0.497	0.491	chinook
chip	0.479	0.382	0.452	nti
chipmunk	0.573	0.562	0.409	chipmunk
chipper	0.418	0.588	0.500	chipper
chipping	0.354	0.452	0.353	chipping
chiropractor	0.420	0.549	0.651	tus kws kho mob
chirp	0.469	0.602	0.365	hais lus
chirping	0.500	0.463	0.360	quaj
chisel	0.469	0.404	0.452	chisel
chiseler	0.429	0.606	0.464	chiseler
chit	0.490	0.352	0.321	chit
chitchat	0.673	0.455	0.403	chitchat
chivalry	0.857	0.380	0.848	chivalry
chloride	0.265	0.387	0.474	tshuaj chloride
chlorine	0.306	0.327	0.332	tshuaj chlorine
chloroform	0.281	0.370	0.393	chloroform
chocolate	0.885	0.480	0.418	chocolate
choice	0.745	0.520	0.664	kev xaiv
choir	0.704	0.298	0.473	hu nkauj
choke	0.167	0.788	0.676	choke
cholera	0.020	0.867	0.507	cholera
cholesterol	0.198	0.583	0.398	cov roj cholesterol
choose	0.615	0.542	0.648	xaiv
choosing	0.719	0.529	0.689	xaiv
choosy	0.280	0.760	0.712	xaiv
chop	0.250	0.655	0.467	chop
chopper	0.594	0.560	0.509	chopper
choppers	0.469	0.745	0.691	choppers
chopping	0.560	0.625	0.362	txiav
chops	0.612	0.420	0.269	chops
choral	0.852	0.290	0.421	choral
chord	0.729	0.394	0.539	chord
chords	0.639	0.406	0.388	chords
chore	0.406	0.462	0.500	ua haujlwm
choreographer	0.646	0.639	0.625	choreographer
choreography	0.812	0.750	0.547	choreography
chorus	0.620	0.417	0.500	hu nkauj
chosen	0.865	0.449	0.833	xaiv
chow	0.573	0.490	0.390	chaw
chowder	0.510	0.324	0.241	hmoov qab zib
christ	0.781	0.510	0.750	Tswv Yexus
christen	0.673	0.356	0.588	christen
christening	0.725	0.382	0.650	christening
christmas	0.959	0.520	0.741	Christmas
christmasbreak	0.842	0.640	0.548	christmasbreak
christmaseve	0.812	0.491	0.463	Christmas
christmasspirit	0.867	0.602	0.575	Christmas kev ua koob tsheej
christmassy	0.875	0.698	0.602	Christmas
christmastime	0.837	0.588	0.515	Christmas sij hawm
chromatic	0.407	0.413	0.435	chromatic
chromatography	0.480	0.537	0.535	chromatography
chrome	0.582	0.373	0.421	chrome
chromium	0.458	0.404	0.447	chromium
chromosome	0.500	0.296	0.548	chromosome
chronic	0.255	0.615	0.464	mob ntev
chronicle	0.427	0.571	0.586	keeb kwm
chronograph	0.500	0.392	0.529	chronograph
chronological	0.594	0.445	0.600	raws sijhawm
chubby	0.531	0.427	0.304	kub
chuck	0.542	0.509	0.413	chuck
chuckle	0.844	0.736	0.481	luag nyav
chug	0.401	0.413	0.358	chug
chum	0.911	0.347	0.518	chum
chummy	0.760	0.420	0.610	chummy
chump	0.375	0.451	0.304	khob
chunk	0.365	0.287	0.214	daim
chunky	0.520	0.517	0.509	chunky
church	0.708	0.198	0.610	pawg ntseeg
churchyard	0.296	0.444	0.347	lub tsev teev ntuj
churn	0.316	0.491	0.407	churn
chute	0.580	0.745	0.455	chute
chutney	0.459	0.370	0.400	chutney
ciao	0.542	0.426	0.409	ciao
cider	0.530	0.346	0.398	cider
cigar	0.306	0.463	0.346	cigar
cigarette	0.219	0.528	0.304	luam yeeb
cilantro	0.469	0.260	0.208	cilantro
cinch	0.450	0.490	0.387	cinch
cinder	0.350	0.260	0.157	cinder
cinema	0.698	0.538	0.500	xinesmas
cinematic	0.663	0.490	0.600	xinesmas
cinematographer	0.792	0.455	0.711	xinesmas
cinematography	0.781	0.571	0.625	xinesmas
cinnamon	0.600	0.250	0.292	cinnamon
cipher	0.490	0.414	0.500	cipher
circle	0.480	0.290	0.343	lub voj voog
circling	0.510	0.654	0.336	ncig ncig
circuit	0.586	0.461	0.707	Circuit Court
circuitry	0.596	0.615	0.536	circuitry
circular	0.562	0.342	0.417	ncig
circulate	0.612	0.388	0.320	ncig
circulation	0.735	0.520	0.657	kev ncig
circulatory	0.592	0.575	0.545	ntshav ncig
circumcision	0.327	0.657	0.528	kev txiav plaub hau
circumference	0.458	0.255	0.488	ncig
circumferential	0.551	0.422	0.509	circumferential
circumscribed	0.365	0.539	0.569	ua ncig
circumstance	0.520	0.565	0.596	xwm txheej
circumstances	0.562	0.527	0.464	xwm txheej
circumstantial	0.500	0.538	0.519	xwm txheej
circumvent	0.316	0.642	0.383	hla
circumvention	0.531	0.571	0.473	kev hla
circus	0.724	0.637	0.432	ncig ua si
cirque	0.604	0.647	0.467	ncig
cirrhosis	0.079	0.602	0.370	cirrhosis
cirrus	0.470	0.451	0.348	cirrus
cistern	0.541	0.413	0.432	cistern
citadel	0.585	0.464	0.602	citadel
citation	0.570	0.549	0.508	hais
cite	0.625	0.454	0.532	hais
citizen	0.631	0.250	0.586	pej xeem
citizenship	0.786	0.404	0.723	kev ua pej xeem
citrine	0.375	0.400	0.420	citrine
citrus	0.469	0.368	0.375	citrus
city	0.847	0.531	0.508	lub nroog
citywide	0.592	0.509	0.707	thoob lub nroog
civic	0.653	0.240	0.573	civic
civics	0.700	0.279	0.720	pej xeem
civil	0.521	0.281	0.517	pej xeem
civilian	0.700	0.229	0.598	pej xeem
civilians	0.490	0.448	0.525	cov pej xeem
civility	0.760	0.306	0.679	haiv neeg
civilization	0.823	0.452	0.839	kev vam meej
civilized	0.792	0.231	0.796	civilized
clad	0.583	0.373	0.481	clad
claim	0.255	0.760	0.473	thov
claimant	0.271	0.690	0.779	tus neeg thov
clairvoyant	0.765	0.531	0.897	clairvoyant
clam	0.442	0.302	0.272	clam
clambake	0.542	0.540	0.429	clambake
clammy	0.354	0.440	0.236	clammy
clamor	0.438	0.643	0.360	qw nrov
clamp	0.541	0.388	0.454	clamp
clan	0.562	0.491	0.686	xeem
clandestine	0.425	0.677	0.469	kev tsis ncaj ncees
clang	0.459	0.520	0.510	clang
clap	0.779	0.731	0.529	npuaj teg
clapper	0.500	0.229	0.420	npuaj teg
clapping	0.823	0.894	0.686	npuaj teg
clarification	0.802	0.461	0.613	kev qhia meej
clarify	0.652	0.535	0.625	qhia meej
clarinet	0.592	0.453	0.411	clarinet
clarion	0.500	0.443	0.422	Clarion
clarity	0.796	0.310	0.631	kev meej
clash	0.293	0.918	0.453	sib tsoo
clashing	0.177	0.764	0.575	kev sib tsoo
clasp	0.448	0.375	0.241	clasp
class	0.656	0.314	0.522	chav kawm
classic	0.690	0.260	0.611	classic
classic rock	0.729	0.571	0.588	classic pob zeb
classical	0.643	0.198	0.536	classical
classics	0.750	0.333	0.510	classics
classification	0.583	0.423	0.613	kev faib tawm
classified	0.571	0.460	0.663	cais
classify	0.646	0.411	0.720	faib
classmate	0.781	0.400	0.593	phooj ywg
classroom	0.539	0.292	0.363	chav kawm
classy	0.917	0.410	0.649	classy
clatter	0.418	0.820	0.387	clatter
clause	0.480	0.409	0.528	lus
clauses	0.449	0.429	0.545	cov lus
claustrophobia	0.125	0.840	0.333	claustrophobia
claustrophobic	0.092	0.755	0.400	claustrophobic
clavicle	0.398	0.400	0.452	clavicle
claw	0.260	0.600	0.598	claw
claws	0.281	0.698	0.562	claws
clay	0.542	0.250	0.267	av nplaum
clean	0.827	0.170	0.500	huv si
cleaner	0.604	0.556	0.375	huv si
cleaning	0.595	0.396	0.427	ntxuav
cleanliness	0.816	0.363	0.609	kev huv
cleanly	0.823	0.352	0.583	huv si
cleanse	0.625	0.310	0.660	ntxuav
cleanser	0.604	0.353	0.433	tshuaj ntxuav tes
cleansing	0.729	0.298	0.472	ntxuav
cleanup	0.729	0.314	0.451	ntxuav
clear	0.857	0.327	0.573	meej
clearance	0.542	0.459	0.473	tshem tawm
clearing	0.680	0.333	0.509	tshem tawm
clearness	0.875	0.316	0.689	kev meej
cleat	0.486	0.260	0.361	nqa
cleavage	0.542	0.602	0.454	cleavage
cleave	0.296	0.545	0.389	ntus
cleaver	0.240	0.627	0.434	cleaver
clef	0.615	0.360	0.595	clef
cleft	0.306	0.442	0.360	cleft
clemency	0.594	0.417	0.397	kev cai
clench	0.438	0.618	0.580	clench
clergy	0.531	0.312	0.575	txiv plig
clergyman	0.594	0.330	0.556	txiv plig
cleric	0.521	0.324	0.589	tus txiv plig
clerical	0.520	0.396	0.491	tus thawj coj
clerk	0.500	0.579	0.509	tus neeg ua haujlwm
clerkship	0.582	0.380	0.596	kev ua haujlwm
clever	0.896	0.353	0.729	ntse
cleverness	0.878	0.509	0.921	kev ntse
click	0.536	0.365	0.268	nias
clicker	0.418	0.490	0.463	nias
client	0.583	0.450	0.618	tus neeg siv khoom
clientele	0.625	0.577	0.508	cov neeg siv khoom
cliff	0.361	0.620	0.509	pob tsuas
climate	0.635	0.240	0.483	huab cua
climatology	0.531	0.367	0.541	climatology
climax	0.735	0.853	0.667	qhov kawg
climb	0.615	0.660	0.604	nce
climber	0.573	0.716	0.735	tus neeg nce toj
clinch	0.469	0.538	0.430	clinch
cling	0.417	0.620	0.588	tuav
clingy	0.224	0.460	0.370	clingy
clinic	0.469	0.439	0.600	tsev kho mob
clinical	0.337	0.412	0.640	kho mob
clink	0.458	0.462	0.319	clink
clip	0.438	0.310	0.381	clip
clipboard	0.594	0.255	0.423	ntawv
clipper	0.293	0.422	0.383	clipper
clipping	0.460	0.500	0.405	clipping
clique	0.427	0.430	0.391	clique
clitoris	0.625	0.844	0.464	clitoris
cloak	0.469	0.188	0.333	khaub ncaws
cloaking	0.521	0.595	0.389	cloaking
cloakroom	0.690	0.254	0.397	chav tsev dai khaub ncaws
clobber	0.396	0.578	0.464	clobber
clock	0.677	0.173	0.407	moos
clockwork	0.490	0.373	0.528	ua haujlwm moos
clod	0.375	0.404	0.365	clod
clog	0.104	0.618	0.454	clog
cloister	0.438	0.413	0.475	chav tsev nyob
clone	0.406	0.471	0.524	clone
cloning	0.216	0.696	0.679	cloning
close	0.292	0.260	0.263	kaw
closed	0.240	0.164	0.318	kaw
closeness	0.796	0.237	0.450	nyob ze
closet	0.531	0.204	0.330	txee dai khaub ncaws
closure	0.229	0.220	0.412	kaw
clot	0.150	0.558	0.275	clot
cloth	0.510	0.190	0.287	daim ntaub
clothe	0.797	0.330	0.481	khaub ncaws
clothes	0.833	0.270	0.414	khaub ncaws
clothesline	0.582	0.324	0.366	khaub ncaws
clothing	0.750	0.343	0.407	khaub ncaws
cloud	0.740	0.133	0.342	huab
clouded	0.240	0.213	0.302	huab
cloudiness	0.469	0.250	0.343	huab
clouds	0.735	0.195	0.324	huab
cloudy	0.281	0.280	0.202	huab
clout	0.584	0.636	0.704	muaj zog
clove	0.439	0.296	0.315	qej
clover	0.605	0.340	0.364	clover
cloves	0.427	0.218	0.396	qej
clown	0.650	0.598	0.300	neeg dag
clowns	0.600	0.673	0.391	neeg ua yeeb yam
club	0.646	0.618	0.393	club
clubhouse	0.694	0.571	0.493	clubhouse
clubs	0.723	0.530	0.591	cov koom haum
cluck	0.390	0.490	0.353	cluck
clue	0.653	0.380	0.412	tsis paub
clueless	0.350	0.333	0.161	tsis paub
clump	0.551	0.480	0.582	pawg
clumsy	0.125	0.420	0.144	ruam
clunk	0.448	0.472	0.407	clunk
cluster	0.490	0.458	0.446	pawg
clutch	0.383	0.500	0.491	clutch
clutches	0.542	0.373	0.528	clutches
clutter	0.135	0.598	0.400	khib
coach	0.633	0.823	0.735	tus kws qhia
coachman	0.479	0.394	0.509	tus kws qhia
coagulation	0.381	0.558	0.436	coagulation
coal	0.360	0.241	0.340	thee
coalesce	0.479	0.434	0.529	coalesce
coalition	0.490	0.730	0.673	kev sib koom tes
coarse	0.333	0.481	0.481	ntxhib
coast	0.719	0.396	0.458	ntug dej hiav txwv
coastal	0.604	0.370	0.510	ntug hiav txwv
coaster	0.612	0.788	0.627	coaster
coastline	0.745	0.282	0.441	ntug hiav txwv dej
coat	0.677	0.256	0.464	lub tsho tiv no
coating	0.620	0.440	0.596	txheej
coax	0.367	0.400	0.447	coax
cobalt	0.408	0.325	0.441	cobalt
cobble	0.448	0.385	0.368	cobble
cobbler	0.510	0.415	0.318	cobbler
cobra	0.312	0.712	0.600	cobra
cocaine	0.156	0.840	0.373	yeeb yam
cock	0.418	0.562	0.392	qaib
cockamamie	0.450	0.500	0.382	cockamamie
cockeyed	0.459	0.460	0.423	cockeyed
cockpit	0.520	0.424	0.343	cockpit
cockroach	0.188	0.667	0.196	kab laum
cocksucker	0.083	0.764	0.339	cocksucker
cocktail	0.740	0.480	0.381	dej cawv
cocky	0.260	0.784	0.519	dab laug
cocoa	0.776	0.255	0.322	cocoa
coconut	0.622	0.265	0.227	txiv maj phaub
cocoon	0.470	0.280	0.290	cocoon
cod	0.510	0.321	0.304	cod
code	0.583	0.308	0.491	code
codeine	0.375	0.582	0.436	codeine
codex	0.531	0.488	0.524	ua codex
codfish	0.490	0.245	0.300	ntses ntses
codification	0.448	0.400	0.698	kev cai lij choj
codify	0.448	0.410	0.679	codify
coding	0.442	0.344	0.667	coding
coed	0.469	0.531	0.481	coj
coefficient	0.677	0.415	0.702	coefficient
coerce	0.260	0.741	0.517	quab yuam
coercion	0.330	0.708	0.577	kev quab yuam
coercive	0.479	0.670	0.506	quab yuam
coexist	0.708	0.460	0.536	nyob ua ke
coexistence	0.588	0.472	0.638	kev nyob ua ke
coexisting	0.551	0.349	0.648	nyob ua ke
coffee	0.823	0.418	0.309	kas fes
coffee table	0.720	0.339	0.295	rooj kas fes
coffeehouse	0.694	0.357	0.307	tsev kas fes
coffeepot	0.760	0.333	0.312	kas fes
coffin	0.073	0.432	0.343	hleb
cog	0.427	0.343	0.363	cog
cogent	0.765	0.479	0.836	cogent
cognac	0.615	0.510	0.430	cognac
cognate	0.615	0.350	0.398	cognate
cognition	0.635	0.344	0.706	kev paub
cognitive	0.513	0.401	0.634	kev txawj ntse
cohabitation	0.646	0.526	0.598	kev sib raug zoo
coherence	0.720	0.406	0.788	kev sib raug zoo
coherent	0.698	0.281	0.500	sib txuas
cohesion	0.604	0.536	0.555	kev sib koom tes
cohesive	0.531	0.470	0.603	sib koom ua ke
cohort	0.459	0.551	0.566	pawg
coil	0.448	0.343	0.298	coil
coiled	0.378	0.518	0.389	kauj
coin	0.677	0.574	0.445	npib
coinage	0.500	0.400	0.545	npib
coincide	0.635	0.490	0.593	sib tham
coincidence	0.612	0.450	0.518	coincidence
coincident	0.562	0.385	0.602	coincident
coincidental	0.646	0.481	0.337	coincidental
coinciding	0.673	0.373	0.623	sib tham
coke	0.404	0.461	0.397	coke
cola	0.469	0.325	0.240	cola
cold	0.398	0.538	0.348	txias
coldly	0.365	0.358	0.407	txias
coldness	0.093	0.470	0.427	kev txias
coldsweat	0.427	0.491	0.327	cua txias
coleslaw	0.707	0.312	0.336	coleslaw
colic	0.135	0.736	0.361	colic
coliseum	0.612	0.663	0.704	colisum
collaborate	0.816	0.449	0.559	koom tes
collaboration	0.885	0.628	0.741	kev sib koom tes
collaborator	0.729	0.320	0.769	tus neeg koom tes
collage	0.680	0.321	0.375	collage
collagen	0.541	0.245	0.450	collagen
collapse	0.208	0.689	0.342	vaum
collar	0.656	0.442	0.446	dab tshos
collarbone	0.420	0.427	0.306	pob txha
collate	0.438	0.448	0.580	collate
collateral	0.531	0.422	0.717	nyiaj txiag
collation	0.520	0.333	0.508	kev sib tsoo
colleague	0.740	0.413	0.600	npoj yaig
collect	0.635	0.481	0.491	sau
collected	0.570	0.402	0.588	sau
collection	0.725	0.311	0.588	sau
collective	0.583	0.458	0.698	pawg
collectively	0.817	0.573	0.533	ua ke
collector	0.552	0.481	0.648	tus sau
college	0.700	0.467	0.746	kawm ntawv qib siab
collegiate	0.592	0.461	0.678	tsev kawm ntawv qib siab
collide	0.271	0.892	0.557	sib tsoo
collie	0.562	0.308	0.328	collie
collision	0.245	0.848	0.585	kev sib tsoo
collocation	0.637	0.360	0.594	kev koom ua ke
colloquial	0.604	0.363	0.368	lus
collusion	0.365	0.510	0.400	kev sib tham
cologne	0.677	0.413	0.552	cologne
colon	0.449	0.394	0.384	txoj hnyuv
colonel	0.459	0.592	0.890	Colonel
colonial	0.553	0.327	0.613	colonial
colonic	0.333	0.420	0.430	colonic
colonoscopy	0.208	0.524	0.466	colonoscopy
colony	0.716	0.353	0.593	thaj chaw
colophon	0.500	0.408	0.385	colophon
color	0.786	0.280	0.402	xim
coloration	0.541	0.520	0.443	xim
colored	0.806	0.317	0.275	xim
colorful	0.850	0.520	0.519	muaj yeeb yuj
coloring	0.781	0.469	0.353	xim
colorless	0.354	0.340	0.250	tsis muaj xim
colors	0.875	0.349	0.340	xim
colossal	0.698	0.692	0.900	colossal
colt	0.561	0.587	0.543	colt
columbine	0.520	0.521	0.407	columbine
column	0.480	0.250	0.670	kem
columnar	0.448	0.340	0.491	columnar
columnist	0.646	0.365	0.648	tus sau
com	0.396	0.382	0.382	com
coma	0.219	0.255	0.302	coma
comatose	0.143	0.438	0.433	comatose
comb	0.490	0.123	0.268	zuag
combat	0.302	0.846	0.833	kev sib ntaus sib tua
combatant	0.531	0.853	0.780	tus tub rog
combative	0.381	0.690	0.816	sib ntaus sib tua
combination	0.708	0.480	0.726	ua ke
combinatorial	0.561	0.436	0.428	kev sib xyaw ua ke
combine	0.663	0.442	0.533	ua ke
combined	0.622	0.370	0.500	ua ke
combo	0.698	0.439	0.453	sib txuas
combustible	0.386	0.650	0.750	hluav taws kub
combustion	0.457	0.807	0.591	combustion
come	0.529	0.269	0.558	tuaj
comeback	0.580	0.409	0.555	rov qab los
comedian	0.812	0.735	0.598	neeg ua yeeb yam
comedy	0.918	0.555	0.490	ua yeeb yam
comet	0.704	0.679	0.471	lub hnub qub
comfort	0.863	0.231	0.670	kev nplij siab
comfortable	0.927	0.163	0.473	xis nyob
comforter	0.618	0.275	0.302	kev nplij siab
comforting	0.906	0.337	0.620	kev nplij siab
comfy	0.930	0.241	0.625	xis nyob
comic	0.917	0.459	0.387	zaj dabneeg
comical	0.844	0.737	0.327	comical
comics	0.690	0.556	0.384	comics
coming	0.653	0.417	0.500	tuaj
comma	0.344	0.269	0.242	comma
command	0.427	0.790	0.849	lus txib
commandant	0.622	0.700	0.943	tus thawj coj
commandeer	0.552	0.639	0.931	tus thawj coj
commander	0.531	0.615	0.906	tus thawj coj
commanding	0.562	0.664	0.925	txib
commandment	0.656	0.490	0.876	lus txib
commando	0.323	0.710	0.817	commando
commemorate	0.812	0.602	0.636	ua kev nco txog
commemoration	0.719	0.615	0.754	kev ua koob tsheej nco txog
commemorative	0.750	0.438	0.754	nco txog
commence	0.760	0.585	0.741	pib
commend	0.906	0.694	0.711	qhuas
commendable	0.786	0.570	0.555	qhuas
commendation	0.911	0.500	0.639	kev qhuas
commensurate	0.610	0.304	0.550	sib haum
comment	0.667	0.417	0.379	tawm tswv yim
commentary	0.602	0.402	0.446	kev tawm tswv yim
commentator	0.492	0.510	0.607	tus hais lus
commerce	0.646	0.500	0.788	kev lag luam
commercial	0.806	0.490	0.528	kev lag luam
commie	0.385	0.519	0.454	commie ua
commissary	0.385	0.500	0.788	commissionary
commission	0.677	0.480	0.571	commission
commissioner	0.602	0.449	0.949	tus thawj coj
commit	0.365	0.529	0.491	cog lus
commitment	0.714	0.710	0.843	kev cog lus
committal	0.472	0.519	0.582	kev cog lus
committed	0.710	0.542	0.712	cog lus
committee	0.592	0.392	0.721	pawg neeg
commodity	0.615	0.394	0.537	khoom
commodore	0.427	0.530	0.636	tub rog
common	0.600	0.127	0.318	feem ntau
commoner	0.448	0.365	0.327	neeg siv
commonly	0.604	0.170	0.574	feem ntau
commonplace	0.520	0.337	0.442	qhov chaw
commons	0.633	0.396	0.623	haiv neeg
commonwealth	0.630	0.406	0.702	kev khwv noj khwv haus
commotion	0.490	0.700	0.646	kev ntxhov siab
communal	0.592	0.321	0.556	kev sib tham
commune	0.500	0.488	0.655	kev sib tham
communicable	0.796	0.491	0.623	sib txuas tau
communicate	0.823	0.410	0.696	sib txuas lus
communication	0.837	0.400	0.649	kev sib txuas lus
communicative	0.847	0.560	0.637	kev sib txuas lus
communicator	0.573	0.509	0.796	tus neeg sib txuas lus
communion	0.765	0.357	0.607	kev sib tham
communism	0.264	0.570	0.623	communism
communist	0.265	0.702	0.632	communist
community	0.750	0.350	0.659	zej zog
commutation	0.469	0.431	0.652	kev sib hloov
commutative	0.667	0.442	0.569	kev sib txuas lus
commute	0.622	0.582	0.565	kev mus los
commuter	0.646	0.520	0.512	tsheb thauj mus los
comp	0.573	0.450	0.371	comp
compact	0.458	0.417	0.673	compact
compaction	0.531	0.471	0.582	compaction
compactness	0.582	0.352	0.454	compactness
companion	0.770	0.377	0.618	tus khub
companionless	0.271	0.259	0.200	tsis muaj khub
companionship	0.833	0.438	0.792	kev phooj ywg
company	0.906	0.425	0.798	tuam txhab
comparable	0.562	0.443	0.458	piv
comparative	0.470	0.273	0.562	piv
comparatively	0.604	0.391	0.538	piv
compare	0.552	0.408	0.524	piv
comparison	0.583	0.456	0.492	kev sib piv
compartment	0.500	0.389	0.607	chav tsev
compass	0.541	0.307	0.529	compass
compassion	0.735	0.258	0.509	kev khuv leej
compassionate	0.857	0.404	0.411	kev khuv leej
compatibility	0.816	0.450	0.673	kev sib raug zoo
compatible	0.892	0.387	0.638	sib haum
compel	0.200	0.847	0.625	yuam
compelled	0.333	0.654	0.347	yuam
compelling	0.698	0.570	0.870	yuam
compendium	0.610	0.461	0.537	daim ntawv cog lus
compensate	0.612	0.429	0.762	nyiaj pab
compensation	0.775	0.469	0.598	nyiaj pab
compensatory	0.589	0.490	0.700	nyiaj pab
compete	0.573	0.745	0.786	sib tw
competence	0.615	0.802	0.823	kev txawj ntse
competency	0.768	0.775	0.764	kev txawj ntse
competent	0.865	0.560	0.904	muaj peev xwm
competition	0.580	0.790	0.798	kev sib tw
