English Word	Valence	Arousal	Dominance	Russian Word
calf	0.531	0.366	0.336	Телец
caliber	0.429	0.551	0.606	калибр
calibrate	0.552	0.460	0.623	калибровать
calico	0.406	0.338	0.491	бязь
calipers	0.480	0.510	0.481	штангенциркуль
calisthenics	0.562	0.663	0.545	художественная гимнастика
call	0.594	0.627	0.558	вызов
callback	0.524	0.529	0.434	перезвонить
caller	0.646	0.615	0.472	абонент
calligraphy	0.620	0.216	0.500	каллиграфия
calling	0.646	0.590	0.483	вызов
callous	0.245	0.500	0.386	черствый
calls	0.608	0.431	0.551	звонки
calm	0.875	0.100	0.282	спокойствие
calming	0.885	0.105	0.360	успокаивающий
calmness	0.934	0.105	0.394	спокойствие
caloric	0.327	0.483	0.448	калорийный
calorie	0.333	0.540	0.427	калория
calorimeter	0.406	0.560	0.414	калориметр
cam	0.448	0.363	0.355	камера
camaraderie	0.833	0.510	0.648	товарищество
camber	0.430	0.382	0.439	изгиб
camcorder	0.556	0.422	0.454	видеокамера
camel	0.540	0.282	0.314	верблюд
cameo	0.573	0.457	0.509	камея
camera	0.640	0.288	0.379	камера
cameraman	0.542	0.452	0.542	оператор
camisole	0.497	0.250	0.375	камзол
camouflage	0.438	0.585	0.450	камуфляж
camouflaged	0.350	0.422	0.562	замаскированный
camp	0.622	0.617	0.594	лагерь
campaign	0.602	0.730	0.823	кампания
campaigner	0.592	0.698	0.821	активист
campaigning	0.531	0.663	0.741	кампания
camper	0.573	0.529	0.482	кемпер
campfire	0.677	0.509	0.436	костер
camping	0.653	0.529	0.480	поход
campsite	0.680	0.490	0.547	кемпинг
campus	0.604	0.388	0.519	кампус
can	0.662	0.360	0.454	Можно
can opener	0.444	0.491	0.308	открывашка
canal	0.673	0.259	0.321	канал
canary	0.582	0.276	0.265	канарейка
cancel	0.214	0.306	0.368	отменить
canceling	0.229	0.470	0.349	отмена
cancellation	0.224	0.431	0.389	отмена
cancer	0.052	0.694	0.529	рак
candid	0.667	0.349	0.458	искренний
candidacy	0.490	0.657	0.696	кандидатура
candidate	0.596	0.490	0.804	кандидат
candied	0.713	0.330	0.360	засахаренный
candle	0.602	0.221	0.344	свеча
candlelight	0.789	0.294	0.417	свечи
candles	0.615	0.206	0.268	свечи
candlestick	0.448	0.531	0.534	подсвечник
candor	0.740	0.389	0.607	искренность
candy	0.930	0.425	0.384	конфеты
cane	0.459	0.298	0.398	трость
canine	0.573	0.569	0.425	собачий
canister	0.553	0.271	0.403	канистра
canker	0.262	0.469	0.427	язва
cannabis	0.271	0.500	0.564	конопля
canned	0.398	0.357	0.298	консервы
cannibal	0.122	0.824	0.480	каннибал
cannibalism	0.094	0.890	0.583	каннибализм
canning	0.490	0.392	0.259	консервирование
cannon	0.529	0.676	0.811	пушка
cannonball	0.344	0.840	0.759	пушечное ядро
canoe	0.542	0.300	0.418	каноэ
canon	0.385	0.519	0.541	канон
canonical	0.542	0.410	0.620	канонический
canons	0.385	0.588	0.593	каноны
canopy	0.615	0.264	0.398	навес
cantaloupe	0.592	0.212	0.276	мускусная дыня
cantbreathe	0.284	0.667	0.375	не могу дышать
canteen	0.688	0.600	0.514	столовая
canterbury	0.582	0.438	0.510	Кентербери
canthandleit	0.354	0.613	0.354	свечи
cantilever	0.357	0.618	0.421	консольный
cantina	0.646	0.612	0.380	столовая
canto	0.776	0.461	0.554	песня
canton	0.542	0.472	0.536	кантон
cantstandit	0.418	0.546	0.343	терпеть не могу
cantwin	0.260	0.509	0.298	кантун
canvas	0.719	0.090	0.364	холст
canvass	0.675	0.356	0.397	холст
canyon	0.468	0.731	0.634	каньон
cap	0.612	0.240	0.375	крышка
capability	0.833	0.571	0.730	способность
capable	0.765	0.587	0.547	способный
capacity	0.719	0.411	0.806	вместимость
cape	0.531	0.235	0.357	мыс
caper	0.510	0.370	0.326	каперсы
capillary	0.469	0.365	0.395	капилляр
capital	0.520	0.500	0.798	столица
capitalism	0.448	0.686	0.848	капитализм
capitalist	0.352	0.577	0.821	капиталист
capitalize	0.771	0.601	0.885	капитализировать
capitals	0.755	0.500	0.655	столицы
capitation	0.479	0.529	0.589	подушевой
capitol	0.535	0.375	0.705	Капитолий
capitulation	0.375	0.546	0.615	капитуляция
cappuccino	0.792	0.279	0.384	капучино
caprice	0.333	0.640	0.430	каприз
capricious	0.221	0.650	0.500	капризный
caps	0.510	0.221	0.368	шапки
capslock	0.330	0.394	0.398	капслок
capsule	0.583	0.290	0.570	капсула
captain	0.552	0.653	0.966	капитан
caption	0.814	0.292	0.379	подпись
captivate	0.698	0.604	0.723	пленять
captivating	0.895	0.594	0.816	очаровательный
captive	0.235	0.558	0.411	пленник
captivity	0.225	0.493	0.387	плен
captor	0.347	0.625	0.612	похититель
capture	0.357	0.650	0.537	захватывать
car	0.776	0.540	0.500	автомобиль
caramel	0.901	0.363	0.400	карамель
carat	0.823	0.604	0.676	карат
caravan	0.635	0.559	0.455	караван
carbon	0.604	0.360	0.350	углерод
carburetor	0.469	0.612	0.555	карбюратор
carcass	0.115	0.529	0.309	туша
carcinoma	0.153	0.692	0.440	карцинома
card	0.531	0.269	0.436	открытка
cardboard	0.500	0.173	0.309	картон
cardiac	0.344	0.765	0.615	сердечный
cardigan	0.599	0.324	0.264	кардиган
cardinal	0.583	0.358	0.712	кардинал
cardiologist	0.458	0.630	0.814	кардиолог
cardiology	0.203	0.545	0.605	кардиология
cardiomyopathy	0.177	0.645	0.537	кардиомиопатия
cards	0.568	0.317	0.320	карты
care	0.729	0.370	0.500	забота
career	0.740	0.712	0.606	карьера
carefree	0.755	0.220	0.500	беззаботный
careful	0.625	0.538	0.530	осторожный
carefully	0.698	0.330	0.544	осторожно
careless	0.255	0.431	0.125	беспечный
carelessness	0.245	0.482	0.330	небрежность
caress	0.833	0.418	0.509	ласкать
caret	0.656	0.402	0.527	каре
caretaker	0.714	0.531	0.759	смотритель
cargo	0.408	0.444	0.455	груз
caribou	0.562	0.452	0.342	карибу
caricature	0.604	0.373	0.383	карикатура
caries	0.115	0.569	0.283	кариес
caring	0.635	0.469	0.500	заботливый
carjack	0.438	0.682	0.439	домкрат
carnage	0.406	0.600	0.558	резня
carnal	0.417	0.679	0.421	плотский
carnation	0.653	0.357	0.431	гвоздика
carnival	0.927	0.888	0.555	карнавал
carnivorous	0.224	0.613	0.651	плотоядный
carol	0.673	0.412	0.436	Кэрол
carols	0.847	0.420	0.491	гимны
carousel	0.704	0.500	0.412	карусель
carp	0.531	0.324	0.375	карп
carpal	0.449	0.327	0.420	запястный
carpenter	0.521	0.550	0.519	плотник
carpentry	0.561	0.459	0.518	столярные изделия
carpet	0.520	0.170	0.339	ковер
carpeting	0.542	0.312	0.444	ковровое покрытие
carpool	0.625	0.509	0.500	автобаза
carriage	0.650	0.538	0.491	перевозка
carried	0.490	0.382	0.534	унесенный
carrier	0.533	0.588	0.638	перевозчик
carrot	0.500	0.235	0.279	морковь
carry	0.635	0.380	0.500	нести
carrying	0.656	0.557	0.443	несущий
carsick	0.224	0.574	0.255	укачивать
cart	0.520	0.344	0.388	тележка
carte	0.592	0.320	0.274	карта
cartel	0.438	0.394	0.602	картель
carter	0.312	0.480	0.431	Картер
cartilage	0.438	0.370	0.407	хрящ
cartographic	0.490	0.348	0.424	картографический
cartography	0.520	0.300	0.579	картография
carton	0.286	0.186	0.241	коробка
cartoon	0.867	0.471	0.387	мультфильм
cartouche	0.427	0.458	0.450	картуш
cartridge	0.458	0.500	0.407	картридж
carve	0.469	0.443	0.598	вырезать
carver	0.418	0.500	0.500	резчик
carving	0.541	0.444	0.368	резьба
cascade	0.735	0.509	0.395	каскад
case	0.427	0.275	0.441	кейс
casein	0.470	0.436	0.415	казеин
cash	0.867	0.552	0.714	наличные
cashier	0.615	0.413	0.484	касса
cashmere	0.653	0.452	0.439	кашемир
casing	0.458	0.327	0.328	кожух
casino	0.542	0.684	0.568	казино
cask	0.490	0.398	0.444	бочка
casket	0.125	0.490	0.346	шкатулка
casserole	0.570	0.360	0.328	запеканка
cassette	0.490	0.334	0.355	кассета
cast	0.558	0.620	0.517	В ролях
castaway	0.208	0.646	0.422	выбрасывать
caste	0.510	0.333	0.374	каста
caster	0.604	0.670	0.647	заклинатель
castle	0.680	0.396	0.718	замок
castor	0.583	0.337	0.368	кастор
castrate	0.177	0.485	0.519	кастрировать
castration	0.198	0.735	0.381	кастрация
casual	0.643	0.224	0.385	повседневный
casually	0.658	0.290	0.333	небрежно
casualty	0.235	0.274	0.132	пострадавший
cat	0.667	0.260	0.370	кошка
catabolism	0.265	0.573	0.605	катаболизм
catalog	0.561	0.221	0.573	каталог
catalogue	0.647	0.327	0.533	каталог
catalysis	0.385	0.559	0.531	катализ
catalyst	0.604	0.509	0.585	катализатор
catalytic	0.562	0.519	0.563	каталитический
catamaran	0.571	0.566	0.526	катамаран
catapult	0.480	0.830	0.649	катапульта
cataract	0.406	0.545	0.549	катаракта
catastrophe	0.146	0.952	0.670	катастрофа
catastrophic	0.071	0.934	0.598	катастрофический
catatonic	0.255	0.500	0.509	кататонический
catch	0.531	0.437	0.552	ловить
catcher	0.653	0.413	0.540	ловец
catching	0.490	0.788	0.644	ловить
catchphrase	0.698	0.423	0.433	крылатая фраза
catchy	0.677	0.441	0.462	запоминающийся
catechism	0.656	0.236	0.613	катехизис
categorical	0.615	0.442	0.760	категоричный
category	0.571	0.264	0.521	категория
cater	0.802	0.500	0.509	обслуживать
caterer	0.550	0.557	0.644	провизор
caterpillar	0.461	0.286	0.330	гусеница
cates	0.370	0.394	0.407	коты
catfish	0.458	0.337	0.296	сом
cathartic	0.450	0.510	0.604	очищающий
cathedral	0.598	0.330	0.643	кафедральный собор
catheter	0.336	0.491	0.373	катетер
cathouse	0.327	0.375	0.363	публичный дом
catnip	0.439	0.381	0.296	кошачья мята
cattle	0.622	0.340	0.445	крупный рогатый скот
catwalk	0.698	0.436	0.464	подиум
caucus	0.418	0.311	0.491	закрытое собрание
caudal	0.500	0.425	0.583	каудальный
cauldron	0.510	0.486	0.418	котел
cauliflower	0.448	0.255	0.231	цветная капуста
caulk	0.367	0.500	0.418	конопатить
causal	0.562	0.367	0.491	причинный
causality	0.500	0.378	0.336	причинность
causation	0.562	0.480	0.567	причинность
cause	0.469	0.373	0.486	причина
caused	0.344	0.520	0.382	вызванный
causeway	0.453	0.382	0.422	дамба
caution	0.552	0.712	0.547	осторожность
cautionary	0.510	0.541	0.519	предостерегающий
cautious	0.470	0.445	0.517	осторожный
cautiously	0.510	0.388	0.525	осторожно
cavalier	0.735	0.462	0.713	кавалер
cavalry	0.667	0.727	0.794	кавалерия
cave	0.459	0.333	0.380	пещера
caveat	0.344	0.629	0.484	предостережение
caveman	0.235	0.644	0.482	пещерный человек
cavern	0.323	0.360	0.365	пещера
cavernous	0.354	0.548	0.462	пещеристый
caviar	0.906	0.394	0.481	икра
caving	0.378	0.491	0.551	спелеология
cavity	0.466	0.385	0.379	полость
cayenne	0.615	0.306	0.355	кайенский перец
cease	0.388	0.250	0.420	прекратить
ceasefire	0.542	0.594	0.567	прекращение огня
ceaseless	0.378	0.704	0.658	непрекращающийся
cedar	0.560	0.267	0.577	кедр
cede	0.275	0.327	0.402	уступать
ceiling	0.520	0.224	0.366	потолок
celebrant	0.865	0.656	0.643	празднующий
celebrate	0.917	0.857	0.859	праздновать
celebrated	0.875	0.690	0.763	праздновали
celebrating	0.927	0.860	0.773	празднование
celebration	0.939	0.824	0.880	праздник
celebrations	0.958	0.794	0.714	торжества
celebratory	0.857	0.653	0.845	праздничный
celebrity	0.760	0.619	0.855	знаменитость
celery	0.396	0.147	0.223	сельдерей
celestial	0.817	0.360	0.731	небесный
celibacy	0.302	0.276	0.509	безбрачие
celibate	0.419	0.387	0.391	соблюдать целибат
cell	0.541	0.375	0.465	клетка
cellar	0.510	0.277	0.406	подвал
cellblock	0.186	0.570	0.500	тюрьма
cellist	0.667	0.500	0.486	виолончелист
cellmate	0.167	0.684	0.349	сокамерник
cello	0.635	0.324	0.528	виолончель
cellophane	0.648	0.282	0.289	целлофан
cellular	0.643	0.398	0.517	сотовый
cellulite	0.200	0.384	0.256	целлюлит
celluloid	0.469	0.440	0.425	целлулоид
cement	0.544	0.265	0.527	цемент
cemented	0.429	0.382	0.537	зацементированный
cemetery	0.051	0.630	0.417	кладбище
censor	0.344	0.276	0.538	цензор
censorship	0.219	0.698	0.421	цензура
censure	0.219	0.653	0.417	порицание
census	0.449	0.289	0.553	перепись
cent	0.439	0.367	0.402	цент
centenary	0.604	0.440	0.642	столетие
centennial	0.583	0.394	0.700	столетие
center	0.643	0.231	0.431	центр
centerfold	0.571	0.407	0.485	разворот
centerpiece	0.594	0.208	0.520	центральное место
centimeter	0.427	0.280	0.380	сантиметр
centipede	0.296	0.399	0.361	сороконожка
central	0.640	0.356	0.621	центральный
centrality	0.571	0.312	0.709	центральность
centralization	0.521	0.440	0.702	централизация
centralize	0.684	0.427	0.802	централизовать
centrally	0.729	0.280	0.700	центрально
centrifugal	0.306	0.651	0.480	центробежный
centrifuge	0.495	0.622	0.527	центрифуга
centurion	0.590	0.447	0.696	центурион
century	0.407	0.347	0.735	век
ceramic	0.521	0.255	0.371	керамический
ceramics	0.573	0.250	0.373	керамика
cereal	0.612	0.206	0.316	зерновой
cereals	0.719	0.224	0.311	хлопья
cerebral	0.408	0.509	0.627	церебральный
ceremonial	0.771	0.540	0.691	церемониальный
ceremony	0.760	0.559	0.761	церемония
certain	0.760	0.358	0.673	определенный
certainty	0.781	0.400	0.769	уверенность
certifiable	0.714	0.427	0.662	удостоверяемый
certificate	0.786	0.377	0.746	сертификат
certified	0.781	0.422	0.806	проверенный
certify	0.866	0.400	0.746	удостоверять
cervical	0.375	0.413	0.445	шейный отдел
cervix	0.429	0.360	0.340	шейка матки
cess	0.427	0.375	0.406	прекращение
cessation	0.414	0.385	0.358	прекращение
cesspool	0.167	0.460	0.409	выгребная яма
cha cha	0.714	0.546	0.324	ча ча
chaff	0.333	0.327	0.188	мякина
chafing	0.430	0.415	0.368	натирание
chagrin	0.104	0.704	0.472	огорчение
chagrined	0.112	0.745	0.361	огорченный
chai	0.500	0.375	0.363	чай
chain	0.378	0.500	0.547	цепь
chainsaw	0.367	0.804	0.636	бензопила
chair	0.562	0.082	0.276	стул
chairman	0.656	0.567	0.933	председатель
chairperson	0.730	0.657	0.966	председатель
chairwoman	0.719	0.664	0.953	председатель
chaise	0.406	0.349	0.327	шезлонг
chalet	0.653	0.349	0.278	шале
chalice	0.633	0.286	0.529	чаша
chalk	0.385	0.185	0.121	мел
challenge	0.469	0.922	0.713	вызов
challenger	0.417	0.755	0.652	претендент
chamber	0.583	0.373	0.455	камера
chambermaid	0.594	0.375	0.336	горничная
chambers	0.542	0.442	0.388	камеры
chameleon	0.490	0.580	0.345	хамелеон
champ	0.854	0.754	0.896	чемпион
champagne	0.760	0.600	0.454	шампанское
champion	0.890	0.880	0.945	чемпион
championship	0.833	0.800	0.880	чемпионат
chance	0.833	0.551	0.525	шанс
chancellor	0.646	0.500	0.887	канцлер
chandelier	0.615	0.542	0.366	люстра
