English Word	Valence	Arousal	Dominance	Somali Word
doom	0.073	0.750	0.442	cadaab
doomed	0.041	0.755	0.301	halaagsamay
doomsday	0.125	0.861	0.670	qiyaamaha
door	0.549	0.189	0.421	albaabka
doorbell	0.564	0.500	0.307	gambaleelka albaabka
doorknob	0.406	0.553	0.462	albaabbada
doorman	0.570	0.371	0.491	doorman
doormat	0.458	0.269	0.267	albaabbada
doornail	0.459	0.370	0.423	ciddiyaha
doorstep	0.531	0.274	0.391	albaabka laga galo
doorway	0.573	0.304	0.496	albaabka
dopamine	0.548	0.469	0.426	dopamine
dope	0.295	0.855	0.425	dope
dopey	0.320	0.380	0.365	dopey
dork	0.272	0.519	0.361	dork
dorky	0.302	0.480	0.390	dorky
dorm	0.719	0.194	0.327	jiifka
dormant	0.385	0.245	0.245	hurdo
dormitory	0.633	0.204	0.382	qolka jiifka
dorsal	0.449	0.360	0.445	dhabarka
dosage	0.344	0.450	0.490	qiyaasta
dose	0.458	0.490	0.427	qiyaas
dossier	0.357	0.380	0.544	dossier
dot	0.434	0.290	0.391	dhibic
doting	0.888	0.415	0.426	dhaqdhaqaajin
dotted	0.480	0.347	0.426	dhibco leh
dotty	0.375	0.402	0.393	dotty
double	0.677	0.378	0.569	labanlaaban
doubled	0.427	0.536	0.560	labanlaabmay
doublet	0.420	0.431	0.500	labajibbaaran
doubling	0.459	0.452	0.464	labanlaabid
doubt	0.395	0.351	0.231	shaki
doubtful	0.250	0.465	0.241	shaki
doubting	0.224	0.560	0.189	shaki
doubtless	0.688	0.415	0.689	shaki la'aan
doubts	0.306	0.448	0.305	shakiyo
douche	0.490	0.413	0.397	douche
douchebags	0.327	0.587	0.366	bacaha
dough	0.588	0.229	0.391	cajiinka
doughboy	0.365	0.443	0.396	doughboy
doughnut	0.663	0.380	0.279	burcad
dour	0.360	0.404	0.325	door
douse	0.365	0.453	0.412	douse
dove	0.729	0.235	0.437	qoolley
down	0.208	0.330	0.264	hoos
downcast	0.071	0.500	0.222	hoos u dhac
downer	0.120	0.594	0.226	hoose
downfall	0.200	0.717	0.182	hoos u dhac
downfield	0.521	0.330	0.380	garoonka hoose
downhearted	0.119	0.461	0.255	niyad jabay
downhill	0.292	0.573	0.279	hoos
download	0.602	0.490	0.503	soo dejiso
downpour	0.328	0.602	0.481	roob da'ay
downright	0.625	0.454	0.679	toosan
downriver	0.542	0.469	0.279	webiga hoose
downside	0.190	0.400	0.246	hoos u dhac
downtime	0.240	0.226	0.324	waqti dhimis
downward	0.188	0.347	0.255	hoos
downy	0.630	0.170	0.255	hoos u dhac
dowry	0.604	0.453	0.544	meher
doze	0.592	0.200	0.405	darsin
dozen	0.583	0.343	0.425	darsin
drab	0.327	0.300	0.242	dharbaaxo
draft	0.438	0.360	0.351	qabyo
drafty	0.458	0.500	0.518	qabyo ah
drag	0.388	0.606	0.348	jiidid
dragon	0.541	0.821	0.712	masduulaagii
dragonfly	0.571	0.373	0.357	maslaxo
drain	0.277	0.470	0.222	daadi
drainage	0.219	0.354	0.307	dheecaan
drained	0.310	0.441	0.352	miiray
draining	0.337	0.396	0.304	shuban
drainpipe	0.417	0.413	0.277	Dhuumaha biyaha
drake	0.467	0.411	0.452	drake
drama	0.430	0.755	0.481	riwaayad
dramaqueen	0.337	0.682	0.482	riwaayado
dramatic	0.367	0.780	0.443	riwaayad
drape	0.417	0.439	0.404	dahaadh
drapery	0.479	0.220	0.223	dhar xidhid
drastic	0.194	0.839	0.657	daran
drat	0.302	0.516	0.409	dharbaaxo
draught	0.465	0.245	0.316	qabyo
draw	0.704	0.449	0.481	sawirid
drawback	0.302	0.422	0.148	dib u dhac
drawbridge	0.551	0.557	0.438	barbaro
drawer	0.429	0.196	0.292	khaanad
drawers	0.539	0.260	0.236	khaanadaha
drawing	0.698	0.216	0.333	sawirid
dread	0.153	0.792	0.368	cabsi
dreaded	0.122	0.706	0.460	laga baqo
dreadful	0.092	0.786	0.348	laga cabsado
dreadfully	0.246	0.806	0.306	cabsi badan
dreading	0.125	0.760	0.377	cabsi
dream	0.844	0.157	0.328	riyo
dreamboat	0.776	0.491	0.458	riyo doon
dreamer	0.820	0.394	0.455	riyada
dreaming	0.854	0.320	0.336	riyoonaya
dreamland	0.844	0.471	0.566	dreamland
dreams	0.865	0.415	0.530	riyooyin
dreamt	0.812	0.380	0.518	ku riyooday
dreamy	0.837	0.350	0.500	riyo badan
dreary	0.260	0.490	0.324	riyoonaya
dredge	0.427	0.445	0.444	dhuuqid
drenched	0.302	0.361	0.388	qoyan
dress	0.760	0.300	0.345	lebbiska
dresser	0.604	0.398	0.473	labiska
dressmaker	0.698	0.460	0.483	dhar-sameeyaha
dressy	0.800	0.570	0.696	lebbisan
dribble	0.417	0.551	0.465	durdurin
dried	0.427	0.260	0.385	la qalajiyey
drier	0.306	0.347	0.392	qallajin
drift	0.316	0.520	0.375	maroorin
drifted	0.312	0.542	0.310	leexday
drifter	0.449	0.512	0.391	daadi
driftwood	0.321	0.283	0.439	alwaax
drill	0.250	0.602	0.573	daloolin
drink	0.650	0.552	0.474	cabbid
drinker	0.365	0.735	0.441	cabbid
drinking	0.562	0.459	0.317	cabbitaanka
drinks	0.729	0.656	0.412	cabbitaannada
drip	0.392	0.193	0.175	dhibicyo
dripping	0.302	0.257	0.267	dareere
drive	0.625	0.689	0.713	wado
drivel	0.398	0.469	0.463	darawalnimo
driver	0.553	0.538	0.637	darawal
driveway	0.612	0.392	0.689	jid maran
drizzle	0.521	0.353	0.319	daadin
droll	0.459	0.573	0.422	daadi
drone	0.429	0.686	0.596	diyaarad aan duuliye lahayn
drones	0.398	0.577	0.588	diyaaradaha aan duuliyaha lahayn
drool	0.385	0.398	0.204	dharbaaxo
drooping	0.245	0.558	0.353	hoos u dhacaya
droopy	0.438	0.350	0.297	daadsan
drop	0.479	0.321	0.291	tuurid
droplet	0.625	0.208	0.194	dhibco
dropout	0.253	0.550	0.481	ka tegid
dropper	0.333	0.216	0.236	tuurid
drought	0.133	0.353	0.267	abaar
drove	0.541	0.528	0.623	wadey
drown	0.071	0.860	0.270	qarqiyey
drowsiness	0.260	0.194	0.303	hurdo
drowsy	0.375	0.180	0.240	hurdo
drudgery	0.094	0.522	0.241	darxumo
drug	0.214	0.790	0.453	daroogada
drug dealing	0.042	0.843	0.500	ka ganacsiga daroogada
drugged	0.102	0.750	0.321	daroogaysan
druggist	0.240	0.561	0.417	daaweeyaha
drugs	0.167	0.750	0.368	daroogooyinka
drugstore	0.490	0.343	0.518	dukaanka daawada
druid	0.517	0.445	0.481	qallafsanaan
drum	0.615	0.679	0.339	durbaan
drummer	0.646	0.700	0.564	durbaan garaace
drumming	0.594	0.750	0.426	durbaan garaacid
drunk	0.194	0.800	0.250	sakhraansan
drunk driving	0.073	0.900	0.306	wadida sakhraansan
drunkard	0.240	0.873	0.250	sakhraansan
drunken	0.155	0.849	0.250	sakhraansan
drunkenness	0.214	0.774	0.336	sakhraannimo
dry	0.363	0.169	0.311	qallalan
dryer	0.479	0.343	0.277	qalajiyaha
dryness	0.292	0.296	0.263	qallayl
dual	0.573	0.330	0.384	laba
dualism	0.490	0.406	0.536	dualism
duality	0.438	0.520	0.503	laba-la'aanta
dub	0.510	0.480	0.387	dub
dubious	0.414	0.480	0.198	shaki badan
duchess	0.656	0.548	0.711	duchess
duck	0.594	0.337	0.236	shinbiraha
ducking	0.344	0.573	0.294	shinbiraha
duckling	0.602	0.353	0.263	shinbiraha
ducky	0.520	0.430	0.368	ducky
duct	0.449	0.435	0.430	dhuunta
ductile	0.508	0.420	0.433	ductile
dud	0.167	0.455	0.246	dud
dude	0.809	0.356	0.615	saaxiib
duds	0.347	0.311	0.339	dus
due	0.562	0.340	0.467	waajib
duel	0.271	0.696	0.589	dagaal
dues	0.367	0.461	0.288	khidmadaha
duet	0.694	0.693	0.527	labada dhinac
duffel	0.500	0.400	0.384	duffel
dugout	0.490	0.370	0.463	godad
duh	0.357	0.461	0.364	duh
duke	0.667	0.440	0.669	duke
dull	0.194	0.120	0.185	caajisnimo
dullard	0.450	0.480	0.365	dullard
dumb	0.188	0.330	0.151	doqon
dumbasses	0.316	0.590	0.363	dumbasses
dumbbell	0.302	0.469	0.364	dumbbell
dumbbitch	0.281	0.636	0.393	nacasnimo
dumfound	0.271	0.551	0.295	jahawareer
dumfounder	0.406	0.481	0.400	dumfounder
dummy	0.440	0.144	0.250	nacasnimo
dump	0.345	0.500	0.370	tuur
dumpling	0.580	0.321	0.360	qashin-qubka
dumps	0.302	0.583	0.365	daadinta
dumpster	0.229	0.418	0.101	qashin-qubka
dun	0.458	0.431	0.339	dun
dunce	0.188	0.327	0.146	dunsi
dune	0.459	0.173	0.414	dunid
dung	0.104	0.549	0.149	digo
dungeon	0.276	0.608	0.440	godka
dunk	0.406	0.333	0.475	dunsan
duo	0.510	0.500	0.447	laba
dupe	0.184	0.760	0.327	dupe
duplex	0.592	0.452	0.467	laba-laabasho
duplicate	0.521	0.490	0.338	nuqul
duplication	0.480	0.564	0.577	nuqul
duplicity	0.406	0.500	0.578	labalaabid
durability	0.750	0.398	0.813	adkeysiga
durable	0.740	0.294	0.688	raagaya
duration	0.656	0.370	0.536	muddada
duress	0.302	0.569	0.612	qasbid
dusk	0.532	0.276	0.519	fiidkii
dusky	0.229	0.528	0.324	gabbaldhac
dust	0.344	0.246	0.241	siigada
duster	0.408	0.265	0.296	boodhka
dustpan	0.609	0.466	0.371	boorso
dusty	0.406	0.294	0.255	habaas
dutiful	0.724	0.245	0.585	waajib ah
duty	0.583	0.579	0.651	waajib
dwarf	0.370	0.340	0.288	ciirsi
dwarfed	0.365	0.265	0.293	duuduuban
dweeb	0.354	0.446	0.327	dweeb
dwell	0.698	0.245	0.611	degid
dweller	0.615	0.304	0.500	degane
dwelling	0.765	0.330	0.481	hoy
dye	0.479	0.314	0.371	dheeh
dying	0.040	0.664	0.422	dhimanaya
dyke	0.438	0.396	0.566	dharbaaxo
dynamic	0.724	0.750	0.836	firfircoon
dynamical	0.786	0.730	0.827	firfircooni leh
dynamics	0.745	0.682	0.774	dhaqdhaqaaq
dynamite	0.344	0.860	0.783	firfircoon
dynamo	0.531	0.650	0.593	firfircooni
dynasty	0.725	0.588	0.936	boqortooyo
dysentery	0.260	0.528	0.345	dysentery
dysfunction	0.156	0.410	0.386	cillad
dysfunctional	0.125	0.558	0.307	shaqaynayn
dyspepsia	0.212	0.470	0.460	dyspepsia
eager	0.521	0.812	0.306	hamuun
eagerness	0.406	0.621	0.443	rabitaan
eagle	0.604	0.594	0.679	gorgorka
ear	0.469	0.216	0.231	dhegta
earful	0.533	0.462	0.443	dhego badan
earl	0.582	0.461	0.794	dhegta
earlier	0.562	0.352	0.339	hore
early	0.633	0.373	0.426	hore
earn	0.865	0.769	0.817	kasban
earnest	0.653	0.380	0.670	si dhab ah
earnestly	0.847	0.490	0.717	si dhab ah
earnestness	0.812	0.373	0.615	daacadnimo
earnings	0.938	0.650	0.875	dakhliga
earpiece	0.583	0.286	0.452	dhegta
earring	0.583	0.520	0.500	hilqado
earrings	0.676	0.346	0.517	hilqado
earshot	0.552	0.332	0.408	dhegta dhegta
earth	0.750	0.225	0.614	dhulka
earthenware	0.552	0.210	0.320	dhoobo
earthling	0.531	0.412	0.570	dhulbeereedka
earthly	0.625	0.318	0.518	dhuleed
earthquake	0.073	0.930	0.812	dhulgariir
earthy	0.375	0.413	0.404	dhoobo leh
ease	0.796	0.385	0.491	fudayd
easel	0.694	0.340	0.527	fududayn
easement	0.479	0.345	0.302	fududayn
easily	0.885	0.279	0.453	si fudud
east	0.510	0.250	0.317	bari
eastbound	0.541	0.408	0.402	bari u socda
eastern	0.521	0.420	0.480	bari
easy	0.865	0.194	0.373	fudud
easygoing	0.823	0.276	0.538	fududaan
eat	0.731	0.500	0.464	cun
eater	0.459	0.337	0.510	cune
eating	0.847	0.491	0.615	wax cunid
eatingdisorders	0.365	0.608	0.508	cunto xumo
eavesdrop	0.375	0.710	0.368	dhegaha
eavesdropping	0.490	0.380	0.441	dhego-dhigid
ebb	0.354	0.451	0.404	ebb
ebony	0.490	0.317	0.400	ebony
ebullient	0.659	0.856	0.746	kacsan
eccentric	0.531	0.806	0.721	eccentric
eccentricity	0.408	0.735	0.745	eccentricity
ecclesiastical	0.673	0.270	0.660	kaniisadda
echelon	0.490	0.404	0.425	echelon
echinacea	0.592	0.418	0.454	echinacea
echo	0.573	0.373	0.345	dhawaaq
eclectic	0.646	0.542	0.508	qalafsanaan
eclipse	0.541	0.469	0.616	madoobaad
ecliptic	0.531	0.520	0.556	madoobaad
ecological	0.885	0.290	0.607	deegaanka
economic	0.561	0.408	0.639	dhaqaale
economical	0.667	0.564	0.673	dhaqaale
economics	0.625	0.481	0.632	dhaqaalaha
economy	0.583	0.434	0.771	dhaqaalaha
ecosystem	0.729	0.259	0.633	deegaanka
ecstasy	0.796	0.922	0.655	farxad
ecstatic	0.875	0.769	0.742	farxay
ecumenical	0.561	0.450	0.547	dhaqan ahaan
eddy	0.500	0.394	0.350	badheedh
edema	0.250	0.519	0.318	barar
edge	0.439	0.470	0.468	gees
edging	0.479	0.394	0.370	af-duubid
edgy	0.281	0.895	0.306	qallafsanaan
edible	0.750	0.425	0.497	la cuni karo
edict	0.316	0.547	0.560	amar
edification	0.625	0.481	0.697	dhisid
edifice	0.551	0.403	0.610	dhismo
edit	0.510	0.410	0.544	wax ka beddel
editing	0.604	0.404	0.493	tafatirka
edition	0.542	0.455	0.564	daabacaad
editor	0.772	0.431	0.673	tafatire
editorial	0.583	0.330	0.570	tifaftirka
educate	0.760	0.380	0.728	waxbarid
educated	0.816	0.297	0.625	wax bartay
education	0.896	0.275	0.840	waxbarasho
educational	0.745	0.457	0.764	waxbarasho
educator	0.827	0.317	0.845	barre
eeeek	0.367	0.540	0.349	eeeek
eeek	0.333	0.490	0.302	eeek
eek	0.292	0.529	0.343	eek
eel	0.292	0.564	0.487	eel
eerie	0.265	0.771	0.442	eeri
effect	0.570	0.518	0.608	saamayn
effective	0.844	0.632	0.891	waxtar leh
effectiveness	0.640	0.654	0.812	waxtarka
effects	0.470	0.578	0.379	saamayn
effectual	0.776	0.559	0.820	waxtar leh
effectually	0.724	0.500	0.594	si wax ku ool ah
effectuate	0.510	0.602	0.679	wax ku ool ah
effeminate	0.337	0.619	0.291	dhaleeceyn
efficacious	0.823	0.698	0.845	waxtar leh
efficacy	0.802	0.490	0.906	waxtarka
efficiency	0.802	0.509	0.892	hufnaan
efficient	0.959	0.604	0.830	hufan
effigy	0.510	0.440	0.401	muuqaal
effort	0.698	0.778	0.858	dadaal
effortless	0.626	0.090	0.352	dadaal la'aan
effusion	0.344	0.730	0.472	dheecaan
effyou	0.354	0.529	0.490	kuu
egg	0.684	0.241	0.293	ukunta
egghead	0.316	0.492	0.284	madaxa ukunta
eggnog	0.635	0.360	0.259	ukunta
eggplant	0.592	0.152	0.323	eggplant
eggshell	0.408	0.269	0.212	qolof ukun
ego	0.328	0.576	0.593	ego
egomaniac	0.133	0.708	0.596	egomaniac
egotistical	0.156	0.667	0.363	egotistical
egregious	0.150	0.716	0.442	aad u xun
egress	0.490	0.429	0.287	ka bixid
eight	0.540	0.199	0.315	sideed
eighteen	0.523	0.340	0.404	siddeed iyo toban
eighth	0.531	0.226	0.380	sideedaad
eighty	0.500	0.300	0.453	sideetan
ejaculate	0.604	0.896	0.604	biyo bixi
ejaculation	0.615	0.893	0.547	biyo baxa
eject	0.434	0.656	0.559	ka saar
ejection	0.188	0.836	0.554	ka saarid
elaborate	0.561	0.367	0.680	faahfaahin
elaboration	0.708	0.500	0.598	faahfaahin
elan	0.562	0.367	0.500	elaan
elapse	0.514	0.440	0.455	dhacayso
elapsed	0.583	0.451	0.493	dhacay
elastic	0.656	0.518	0.385	laastiig
elasticity	0.635	0.452	0.582	barti
elated	0.792	0.960	0.725	farxay
elation	0.740	0.853	0.623	farxad
elbow	0.448	0.133	0.254	xusul
eld	0.471	0.292	0.451	ld
elder	0.448	0.153	0.462	oday
elders	0.602	0.260	0.441	odayaasha
eldest	0.625	0.471	0.741	ugu weyn
elect	0.667	0.554	0.661	dooran
election	0.625	0.519	0.651	doorasho
elective	0.612	0.380	0.623	la doortay
elector	0.479	0.520	0.766	doortaha
electoral	0.490	0.631	0.602	doorasho
electorate	0.560	0.380	0.696	codbixiye
electric	0.458	0.708	0.512	koronto
electric slide	0.542	0.660	0.536	slide koronto
electrical	0.531	0.620	0.688	koronto
electrician	0.449	0.590	0.620	koronto yaqaan
electricity	0.698	0.810	0.733	koronto
electrify	0.520	0.769	0.737	koronto
electrocute	0.271	0.731	0.555	koronto
electrocution	0.177	0.844	0.692	koronto ku dhac
electromagnetic	0.531	0.632	0.683	elektromagnetic
electron	0.520	0.455	0.560	elektaroonik
electronic	0.571	0.490	0.704	elegtaroonig ah
electronics	0.708	0.545	0.574	elektarooniga
elegance	0.918	0.396	0.824	xarrago
elegant	0.865	0.500	0.685	xarrago leh
element	0.531	0.259	0.481	curiye
elemental	0.627	0.306	0.711	aasaasiga ah
elementary	0.594	0.286	0.686	dugsiga hoose
elements	0.510	0.312	0.462	curiyayaasha
elephant	0.531	0.510	0.615	maroodi
elevate	0.812	0.500	0.804	kor u qaad
elevated	0.704	0.594	0.620	kor loo qaaday
elevation	0.760	0.759	0.711	sare u qaadid
elevator	0.562	0.604	0.676	wiishka
eleven	0.449	0.250	0.430	kow iyo toban
eleventh	0.594	0.329	0.357	kow iyo tobnaad
elf	0.460	0.457	0.315	elf
elicit	0.406	0.594	0.658	kicin
eligible	0.750	0.400	0.518	xaq u leh
eliminate	0.265	0.670	0.324	baabi'in
elimination	0.052	0.667	0.431	tirtirid
elite	0.688	0.704	0.737	akhyaar
elitist	0.500	0.606	0.656	elitist
elixir	0.708	0.587	0.604	elixir
elk	0.439	0.337	0.340	ilko
ell	0.469	0.418	0.373	ell
ellipse	0.531	0.410	0.479	ellipse
ellipsis	0.653	0.358	0.314	ellipsis
ellipsoid	0.500	0.440	0.419	ellipsoid
elliptic	0.500	0.431	0.528	Elliptik
elliptical	0.338	0.385	0.490	elliptical
elm	0.510	0.345	0.321	salmaan
elongate	0.583	0.385	0.540	dheerayn
elongation	0.561	0.500	0.500	dheerayn
elope	0.396	0.694	0.528	elope
eloquence	0.729	0.490	0.804	aftahannimo
eloquent	0.870	0.680	0.741	codkar
elucidate	0.583	0.509	0.518	caddayn
elucidation	0.650	0.574	0.586	caddayn
elude	0.438	0.521	0.464	ka cararid
elusive	0.229	0.615	0.466	aan qarsoonayn
emaciated	0.103	0.541	0.151	tabar daran
email	0.698	0.230	0.456	iimaylka
emanate	0.653	0.464	0.554	soo kicin
emancipation	0.704	0.684	0.763	xorayn
embankment	0.677	0.438	0.436	goynta
embargo	0.229	0.564	0.443	cunaqabatayn
embark	0.541	0.550	0.619	fuulo
embarrass	0.082	0.667	0.364	ceeb
embarrassed	0.184	0.560	0.246	xishood
embarrassing	0.226	0.809	0.225	ceeb
embarrassment	0.143	0.685	0.226	xishood
embassy	0.622	0.333	0.758	safaarada
embattled	0.235	0.724	0.421	cambarayn
embed	0.417	0.554	0.670	cuddoon
embellish	0.842	0.500	0.769	qurxin
embellishment	0.673	0.449	0.405	qurxin
embers	0.490	0.481	0.508	barar
embezzlement	0.143	0.827	0.435	lunsi
embezzler	0.146	0.823	0.491	lunsaday
emblem	0.640	0.330	0.754	astaan
emblematic	0.771	0.459	0.798	astaan
embodiment	0.562	0.690	0.663	qaabaysan
embolism	0.104	0.660	0.302	embolism
embossed	0.531	0.481	0.500	qurxin
embrace	0.949	0.490	0.452	isku duubni
embroidered	0.677	0.279	0.407	isku tolay
embroidery	0.781	0.358	0.280	daabac
embroiled	0.337	0.721	0.420	isku duuban
embryo	0.673	0.469	0.453	embriyaha
embryonic	0.573	0.453	0.598	embriyaha
emcee	0.694	0.577	0.691	emcee
emerald	0.740	0.363	0.726	sumurud
emerge	0.602	0.594	0.731	soo bixi
emergence	0.276	0.857	0.676	soo bixid
emergency	0.200	0.900	0.571	degdeg ah
emeritus	0.633	0.402	0.735	emeritus
emery	0.469	0.583	0.472	emery
emetophobia	0.243	0.620	0.403	emetophobia
emigrate	0.356	0.812	0.508	tahriib
emigration	0.564	0.664	0.432	guurid
eminence	0.816	0.644	0.837	haybad
eminent	0.740	0.620	0.830	caan ah
eminently	0.694	0.607	0.773	si heer sare ah
emir	0.510	0.396	0.621	amiir
emissary	0.562	0.462	0.636	ergay
emission	0.510	0.453	0.591	sii daynta
emit	0.638	0.445	0.510	sii daayo
emo	0.354	0.314	0.226	emo
emotion	0.693	0.873	0.696	dareen
emotional	0.779	0.714	0.526	qiiro leh
emotive	0.917	0.741	0.525	dareen leh
empathic	0.760	0.570	0.558	dareen
empathize	0.802	0.591	0.660	isu damqasho
empathy	0.729	0.349	0.545	naxariis
emperor	0.651	0.704	0.962	Boqor
emphasis	0.653	0.745	0.816	xooga saarid
emphasize	0.510	0.605	0.769	xooga saara
emphatic	0.615	0.707	0.732	xooga saaraysa
emphysema	0.156	0.556	0.336	emphysema
empire	0.688	0.730	0.944	boqortooyo
empirical	0.500	0.510	0.574	awood leh
empiricism	0.583	0.460	0.547	ilbaxnimo
employ	0.729	0.481	0.702	shaqaaleysiin
employee	0.582	0.361	0.481	shaqaale
employer	0.663	0.518	0.767	loo shaqeeyaha
employment	0.750	0.594	0.611	shaqaalaynta
emporium	0.622	0.556	0.724	emporium
empower	0.694	0.779	0.891	awood
empress	0.716	0.669	0.855	empress
emptiness	0.177	0.173	0.184	faaruqnimo
emption	0.570	0.406	0.458	bannaanayn
empty	0.188	0.183	0.081	madhan
emu	0.420	0.358	0.330	emu
emulate	0.438	0.340	0.549	ku daydo
emulsion	0.562	0.431	0.453	emulsion
enable	0.760	0.491	0.782	awood
enablement	0.600	0.451	0.750	karti
enact	0.680	0.564	0.598	dhaqan gelin
enactment	0.667	0.612	0.769	dhaqangelin
enamel	0.594	0.280	0.306	dhaldhalaalka
encampment	0.677	0.573	0.605	xerayn
enchant	0.873	0.650	0.643	sixran
enchanted	0.917	0.633	0.687	sixray
enchanting	0.917	0.681	0.708	sixraya
enchantment	0.816	0.775	0.647	sixran
enchantress	0.398	0.663	0.479	sixiroole
enchilada	0.542	0.553	0.371	enchilada
encircle	0.460	0.500	0.519	hareerayn
encircling	0.510	0.368	0.557	hareerayn
enclave	0.531	0.333	0.580	isku xidhid
enclose	0.531	0.477	0.473	xidhid
enclosure	0.417	0.375	0.490	xirid
encode	0.490	0.500	0.734	codayn
encomiastic	0.541	0.500	0.670	xamaasad leh
encomium	0.541	0.451	0.519	encomium
encompass	0.520	0.298	0.661	koobid
encore	0.510	0.423	0.500	dhiirigelin
encounter	0.865	0.702	0.689	la kulanka
encourage	0.896	0.580	0.704	dhiiri galin
encouraged	0.953	0.702	0.657	dhiirigeliyay
encouragement	0.865	0.700	0.759	dhiirigelin
encouraging	0.823	0.583	0.755	dhiirigelinaya
encroach	0.302	0.742	0.702	ku xadgudbid
encroachment	0.255	0.736	0.620	faragelin
encrypt	0.500	0.387	0.500	sir
encryption	0.547	0.415	0.474	sir
encumbrance	0.300	0.521	0.480	cudud
encyclopedia	0.679	0.320	0.645	encyclopedia
end	0.198	0.349	0.298	dhamaad
end table	0.541	0.480	0.482	miiska dhamaadka
endanger	0.115	0.885	0.404	khatar gelin
endangered	0.083	0.885	0.430	halis galay
endangerment	0.167	0.873	0.519	khatar gelin
endearing	0.663	0.434	0.604	jecel
endeavor	0.677	0.755	0.765	dadaal
ended	0.302	0.500	0.500	dhamaaday
endemic	0.406	0.480	0.483	cidhiidhi
endgame	0.449	0.538	0.526	dhamaadka ciyaarta
ending	0.344	0.365	0.492	dhamaanaya
endless	0.347	0.462	0.472	aan dhammaad lahayn
endocarditis	0.235	0.587	0.412	endocarditis
endorse	0.592	0.392	0.472	ayid
endorsement	0.834	0.360	0.611	ansixin
endow	0.684	0.398	0.609	deeq
endowed	0.755	0.510	0.769	loo yeelay
endowment	0.685	0.578	0.647	hibaynta
endpapers	0.542	0.400	0.339	qoraallada
endpoint	0.311	0.410	0.448	dhamaadka
endurance	0.592	0.745	0.760	dulqaadasho
endure	0.320	0.610	0.574	adkayso
enduring	0.633	0.459	0.768	waarta
enema	0.281	0.673	0.268	enema
enemy	0.135	0.794	0.591	cadowga
energetic	0.847	0.868	0.902	tamar leh
energize	0.792	0.810	0.875	tamar
energy	0.944	0.725	0.868	tamarta
enforce	0.583	0.644	0.836	dhaqangelin
enforcement	0.594	0.571	0.736	dhaqangelin
enforcer	0.398	0.612	0.639	dhaqangelin
engage	0.771	0.796	0.713	hawlgelin
engaged	0.837	0.596	0.849	ku hawlan
engagement	0.906	0.587	0.807	hawlgelinta
engaging	0.948	0.612	0.862	mashquulin
engender	0.561	0.741	0.688	dhalin
engine	0.615	0.644	0.676	mishiinka
engineer	0.719	0.500	0.875	injineer
engineering	0.735	0.471	0.836	injineernimada
engrave	0.486	0.442	0.517	xardho
engraved	0.542	0.375	0.473	xardhan
engraver	0.552	0.417	0.500	xardhaye
engraving	0.604	0.430	0.442	xardho
engrossed	0.541	0.471	0.304	mashquulay
engrossing	0.698	0.702	0.750	ku dhex milmay
engulf	0.398	0.573	0.500	ku dhufan
enhance	0.802	0.578	0.814	kor u qaad
enhancement	0.877	0.490	0.741	kor u qaadis
enigma	0.513	0.700	0.500	hal-xidhaale
enigmatic	0.469	0.589	0.679	yaab leh
enjoin	0.594	0.454	0.732	amri
enjoy	0.959	0.725	0.750	ku raaxayso
enjoyable	1.000	0.481	0.605	raaxo leh
enjoying	0.908	0.759	0.759	ku raaxaysanaya
enjoyment	0.930	0.612	0.716	raaxaysi
enlarge	0.735	0.606	0.688	balaarin
enlarged	0.673	0.490	0.518	weynaaday
enlargement	0.677	0.577	0.616	balaadhinta
enlighten	0.729	0.549	0.667	iftiimin
enlightened	0.956	0.566	0.700	iftiimay
enlightening	0.825	0.729	0.727	iftiimin
enlightenment	0.837	0.549	0.619	iftiimin
enlist	0.510	0.370	0.483	qortaan
enliven	0.833	0.683	0.702	noolayn
enmity	0.094	0.706	0.382	cadaawad
ennui	0.406	0.461	0.316	ennui
