English Word	Valence	Arousal	Dominance	Hindi Word
criticize	0.143	0.708	0.473	आलोचना करना
criticized	0.240	0.600	0.311	आलोचना की
critique	0.302	0.760	0.537	आलोचना
critter	0.542	0.539	0.482	जीव
croak	0.337	0.346	0.298	कर्कश
croc	0.327	0.452	0.451	क्रॉक
crock	0.385	0.412	0.421	थका हुआ
crockery	0.552	0.216	0.327	मिट्टी के बरतन
crocodile	0.344	0.708	0.610	मगरमच्छ
croft	0.531	0.429	0.421	क्र ाफ्ट
croissant	0.745	0.330	0.430	क्रोइसैन
crook	0.171	0.765	0.550	क्रूक
crooked	0.146	0.594	0.305	कुटिल
crop	0.615	0.260	0.500	काटना
croquet	0.551	0.519	0.407	क्रॉकेट
cross	0.448	0.321	0.569	पार
cross country	0.531	0.441	0.529	क्रॉस कंट्री
crossbow	0.344	0.598	0.560	क्रॉसबो
crossed	0.431	0.490	0.508	पार
crossfire	0.316	0.896	0.722	गोलीबारी
crossing	0.549	0.349	0.451	चौराहा
crossover	0.559	0.550	0.500	विदेशी
crosswalk	0.557	0.441	0.380	क्रॉसवॉक
crossword	0.611	0.423	0.455	क्रॉसवर्ड
crotch	0.521	0.637	0.447	दुशासी कोण
crouch	0.281	0.606	0.312	झुकना
crouched	0.333	0.363	0.279	झुके
crouching	0.261	0.429	0.345	झुकना
croupier	0.531	0.519	0.404	क्रुपियर
crow	0.224	0.439	0.363	कौआ
crowbar	0.406	0.531	0.386	लोहदंड
crowd	0.350	0.827	0.731	जन सैलाब
crowded	0.694	0.286	0.585	भीड़-भाड़ वाला
crowds	0.469	0.723	0.806	भीड़
crown	0.708	0.572	0.737	मुकुट
crowning	0.773	0.594	0.831	ताजपोशी
crucial	0.541	0.657	0.777	महत्वपूर्ण
cruciate	0.429	0.435	0.585	स्वास्तिक
crucifix	0.469	0.480	0.510	ईद्भास
crucifixion	0.135	0.857	0.541	सूली पर चढ़ाये जाने
crucify	0.146	0.878	0.573	क्रूस पर
crud	0.312	0.330	0.444	क्रूड
crude	0.198	0.402	0.357	अपरिष्कृत
cruel	0.122	0.866	0.391	निर्दयी
cruelly	0.146	0.790	0.471	निर्दयतापूर्वक
cruelty	0.092	0.836	0.536	क्रूरता
cruise	0.740	0.442	0.683	समुद्र में यात्रा करना
cruise ship	0.878	0.650	0.500	क्रूज जहाज
cruiser	0.737	0.490	0.608	क्रूजर
cruising	0.886	0.580	0.560	मंडरा
crumb	0.417	0.255	0.216	टुकड़ा
crumble	0.333	0.480	0.423	टुकड़े टुकड़े
crumbling	0.167	0.696	0.308	ढहती
crummy	0.125	0.531	0.224	फालतू
crunch	0.292	0.630	0.406	संकट
crunchy	0.625	0.560	0.539	कुरकुरे
crusade	0.592	0.720	0.709	धर्मयुद्ध
crusader	0.439	0.588	0.548	जेहादी
crush	0.271	0.676	0.582	चूर-चूर करना
crushed	0.167	0.647	0.300	कुचल
crusher	0.271	0.709	0.598	कुचल डालने वाला
crushing	0.219	0.755	0.411	मुंहतोड़
crust	0.542	0.337	0.456	पपड़ी
crusty	0.625	0.531	0.473	क्रस्टी
crutch	0.302	0.294	0.302	बैसाखी
crux	0.469	0.558	0.519	जड़
cry	0.133	0.627	0.255	रोना
crybaby	0.375	0.702	0.311	रो बच्चे
crying	0.153	0.704	0.208	रोना
crypt	0.156	0.431	0.386	तहखाने
cryptic	0.296	0.516	0.474	गुप्त
cryptography	0.490	0.415	0.650	क्रिप्टोग्राफी
crystal	0.618	0.270	0.508	क्रिस्टल
crystalline	0.765	0.235	0.534	क्रिस्टलीय
crystallization	0.600	0.449	0.565	क्रिस्टलीकरण
cub	0.646	0.382	0.284	पशुशावक
cubby	0.354	0.385	0.360	सुखकर
cube	0.469	0.226	0.274	घनक्षेत्र
cubic	0.458	0.306	0.407	घन
cubicle	0.479	0.343	0.417	कक्ष
cuckold	0.210	0.573	0.230	व्यभिचारी
cuckoo	0.420	0.459	0.284	कोयल
cucumber	0.490	0.235	0.237	खीरा
cuddle	0.885	0.559	0.475	छाती से लगाना
cuddled	0.906	0.547	0.567	गले लगाया
cuddles	0.847	0.382	0.500	गले लगाना
cuddling	0.917	0.562	0.433	लिपटना
cue	0.521	0.433	0.484	संकेत
cuff	0.469	0.453	0.387	कफ़
cuisine	0.714	0.365	0.390	भोजन
culinary	0.654	0.443	0.519	पाक
cull	0.365	0.702	0.464	चुनना
culminate	0.667	0.550	0.602	समापन
culmination	0.656	0.586	0.695	परिणति
culpability	0.112	0.745	0.368	दोषी
culpable	0.140	0.700	0.319	सदोष
culprit	0.062	0.676	0.333	अपराधी
cult	0.448	0.535	0.648	पंथ
cultivate	0.708	0.410	0.598	विकसित करना
cultivated	0.837	0.343	0.564	खेती
cultivation	0.625	0.324	0.462	खेती करना
cultural	0.802	0.390	0.623	सांस्कृतिक
culture	0.753	0.304	0.675	संस्कृति
cultured	0.635	0.429	0.625	सुसंस्कृत
culvert	0.337	0.324	0.343	पुलिया
cumbersome	0.259	0.623	0.292	बोझिल
cumulus	0.570	0.433	0.432	क्यूम्यलस
cunning	0.604	0.685	0.683	धूर्त
cunt	0.135	0.673	0.377	योनी
cup	0.615	0.167	0.231	कप
cupboard	0.553	0.200	0.304	अलमारी
cupcake	0.656	0.333	0.344	Cupcake
cupping	0.490	0.610	0.402	कपिंग
cur	0.440	0.519	0.460	कुर
curable	0.823	0.292	0.574	इलाज संभव
curate	0.726	0.418	0.526	क्यूरेट
curative	0.667	0.318	0.613	रोगनिवारक
curator	0.688	0.389	0.688	संग्रहाध्यक्ष
curb	0.472	0.371	0.402	नियंत्रण
curd	0.542	0.442	0.278	दही
cure	0.719	0.377	0.623	इलाज
curfew	0.219	0.618	0.623	कर्फ़्यू
curiosity	0.750	0.755	0.463	जिज्ञासा
curious	0.635	0.600	0.483	जिज्ञासु
curl	0.385	0.452	0.351	कर्ल
curling	0.583	0.592	0.400	कर्लिंग
currency	0.583	0.418	0.592	मुद्रा
current	0.625	0.312	0.612	वर्तमान
curriculum	0.708	0.306	0.620	पाठ्यक्रम
curry	0.633	0.345	0.302	करी
curse	0.033	0.720	0.375	अभिशाप
cursed	0.083	0.783	0.393	शापित
cursing	0.112	0.860	0.446	अपशब्द
cursory	0.423	0.451	0.431	सतही
curt	0.245	0.610	0.452	रूखा
curtail	0.306	0.439	0.497	घटाना
curtailment	0.230	0.578	0.431	कटौती
curtain	0.698	0.278	0.304	परदा
curtains	0.615	0.123	0.342	पर्दे
curtsy	0.635	0.412	0.598	कर्टसी
curvature	0.417	0.367	0.447	वक्रता
curve	0.480	0.375	0.307	वक्र
curved	0.542	0.407	0.337	वक्र
curvilinear	0.480	0.575	0.411	वक्रीय
cushion	0.653	0.221	0.292	तकिया
cushy	0.823	0.283	0.395	कुशी
cusp	0.667	0.710	0.700	उभार
cuss	0.354	0.538	0.443	गाली
cussed	0.156	0.625	0.454	चर्चा हुई
custard	0.618	0.260	0.293	कस्टर्ड
custodial	0.418	0.462	0.718	हिरासत में
custodian	0.594	0.625	0.528	संरक्षक
custody	0.494	0.472	0.675	हिरासत
custom	0.552	0.382	0.688	रीति
customary	0.700	0.253	0.561	प्रथागत
customer	0.562	0.430	0.673	ग्राहक
customized	0.625	0.504	0.590	अनुकूलित
cut	0.490	0.490	0.393	कट गया
cutaneous	0.365	0.370	0.328	त्वचीय
cute	0.920	0.528	0.579	प्यारा
cuticle	0.340	0.320	0.377	छल्ली
cutie	0.638	0.528	0.464	प्यारी
cutlass	0.173	0.648	0.528	कटार को
cutlery	0.552	0.300	0.345	कटलरी
cutoff	0.432	0.510	0.518	कट जाना
cutter	0.427	0.731	0.583	काटने वाला
cutters	0.197	0.653	0.491	कटर
cutthroat	0.110	0.823	0.663	गलाकाट
cutting	0.448	0.375	0.536	काट रहा है
cutting board	0.337	0.540	0.342	काटने का बोर्ड
cuttings	0.479	0.392	0.433	कलमों
cwt	0.500	0.410	0.384	सीडब्ल्यूटी
cyanide	0.229	0.667	0.545	साइनाइड
cyberspace	0.677	0.594	0.611	साइबरस्पेस
cycle	0.635	0.400	0.533	चक्र
cyclical	0.380	0.450	0.554	चक्रीय
cyclist	0.684	0.582	0.576	साइकिल-सवार
cyclone	0.416	0.796	0.673	चक्रवात
cylinder	0.459	0.324	0.447	सिलेंडर
cylindrical	0.458	0.294	0.414	बेलनाकार
cymbal	0.542	0.363	0.362	झांझ
cynic	0.135	0.632	0.473	निंदक
cynical	0.156	0.760	0.474	निंदक
cynicism	0.104	0.780	0.454	कुटिलता
cyst	0.173	0.578	0.312	पुटी
cystic	0.314	0.481	0.400	सिस्टिक
cytomegalovirus	0.186	0.657	0.443	साइटोमेगालो वायरस
cytoplasm	0.378	0.442	0.474	कोशिका द्रव्य
czar	0.480	0.348	0.643	ज़ार
dab	0.510	0.337	0.340	थपका
dabble	0.550	0.530	0.491	भिगोना
dabbling	0.562	0.726	0.676	dabbling
dad	0.857	0.412	0.786	पापा
daddy	0.795	0.400	0.736	पापा
dado	0.510	0.240	0.364	कुरसी
daemon	0.333	0.490	0.500	डेमॉन
daft	0.255	0.436	0.157	बेधड़क
dagger	0.224	0.797	0.613	कटार
daily	0.653	0.347	0.473	रोज
dainty	0.604	0.284	0.424	सुन्दर
daiquiri	0.670	0.519	0.400	Daiquiri
dairy	0.633	0.255	0.462	दुग्धालय
daisy	0.562	0.367	0.333	गुलबहार
dak	0.510	0.417	0.424	डाक
dale	0.622	0.270	0.365	घाटी
dam	0.250	0.553	0.394	बाँध
damage	0.059	0.726	0.403	क्षति
damaged	0.104	0.635	0.182	क्षतिग्रस्त
damages	0.082	0.760	0.310	हर्जाना
dame	0.694	0.480	0.500	बेगम
damn	0.073	0.784	0.431	लानत है
damnation	0.135	0.750	0.416	फटकार
damned	0.100	0.760	0.465	शापित
damp	0.360	0.279	0.210	नम
dampened	0.271	0.422	0.336	घटा
damper	0.459	0.378	0.473	स्पंज
damsel	0.719	0.475	0.400	युवती
dance	0.894	0.840	0.551	नृत्य
dancer	0.740	0.768	0.545	नर्तकी
dancing	0.885	0.868	0.444	नृत्य
dandruff	0.398	0.298	0.293	रूसी
dandy	0.673	0.520	0.630	रंगीन मिजाज
danger	0.115	0.923	0.673	खतरा
dangerous	0.020	0.941	0.658	खतरनाक
dangerously	0.082	0.930	0.564	खतरनाक
dangit	0.396	0.606	0.358	इसे अपशब्द कहें
dangle	0.362	0.469	0.375	लटकते
dank	0.390	0.381	0.383	नम
dapper	0.770	0.560	0.698	व्यवसायिक
dare	0.677	0.788	0.684	हिम्मत
daredevil	0.429	0.714	0.653	साहसी
daresay	0.540	0.451	0.490	साहस करना
daring	0.583	0.840	0.711	साहसी
dark	0.198	0.398	0.426	अँधेरा
darken	0.250	0.471	0.382	गहरा करें
darkened	0.135	0.440	0.452	अन्धेरा
darkly	0.219	0.548	0.443	अंधेरे में
darkness	0.102	0.602	0.418	अंधेरा
darkroom	0.188	0.627	0.423	अंधेरा कमरा
darkside	0.102	0.690	0.365	अंधेरा पहलू
darling	0.885	0.370	0.608	प्रिय
darn	0.115	0.765	0.418	शाप दिया हुआ
dart	0.417	0.608	0.500	तीव्र गति
dash	0.574	0.312	0.324	थोड़ा सा
dashboard	0.510	0.371	0.595	डैशबोर्ड
dashed	0.276	0.393	0.338	धराशायी
dashing	0.612	0.627	0.799	जोशीला
dastardly	0.208	0.688	0.270	डरपोक
data	0.500	0.250	0.426	जानकारी
database	0.604	0.286	0.644	डेटाबेस
date	0.604	0.231	0.400	दिनांक
datenight	0.708	0.637	0.518	तिथि रात
daughter	0.908	0.415	0.455	बेटी
dawdle	0.479	0.464	0.357	समय नष्ट करना
dawn	0.827	0.235	0.519	भोर
dawned	0.694	0.471	0.473	लगा
day	0.719	0.269	0.389	दिन
daybreak	0.802	0.358	0.474	भोर
daycare	0.776	0.481	0.360	डेकेयर
daydream	0.750	0.337	0.456	सपना
daydreaming	0.776	0.360	0.479	दिन में सपने देख
daylight	0.865	0.420	0.545	दिन का प्रकाश
daymade	0.646	0.450	0.417	दिन का बना
dayoff	0.760	0.368	0.377	छुट्टी का दिन
daytime	0.750	0.324	0.454	दिन
daze	0.245	0.735	0.329	अचंभे में डाल देना
dazed	0.300	0.697	0.277	घबड़ाया हुआ
dazzle	0.730	0.782	0.683	चकाचौंध
dazzling	0.854	0.880	0.767	चकाचौंधा
deacon	0.531	0.430	0.736	उपयाजक
deactivate	0.235	0.447	0.392	निष्क्रिय करें
dead	0.052	0.454	0.194	मृत
deadbeat	0.229	0.453	0.368	डेडबीट
deadline	0.214	0.615	0.460	समयसीमा
deadlines	0.406	0.769	0.411	समय सीमा
deadlock	0.170	0.418	0.323	गतिरोध
deadly	0.143	0.849	0.554	घातक
deafening	0.281	0.835	0.482	गगनभेदी
deafness	0.125	0.413	0.219	बहरापन
deal	0.719	0.599	0.543	सौदा
dealer	0.799	0.615	0.683	विक्रेता
dealership	0.541	0.430	0.629	डीलरशिप
dealing	0.724	0.415	0.598	व्यवहार
dealings	0.600	0.491	0.480	लेन-देन
dean	0.612	0.469	0.723	डीन
dear	0.880	0.434	0.629	प्रिय
dearest	0.902	0.427	0.508	प्यारे
dearth	0.156	0.539	0.255	अकाल
death	0.031	0.720	0.472	मौत
deathbed	0.051	0.652	0.311	मृत्युशय्या
deathly	0.073	0.771	0.682	प्राणघातक
debacle	0.156	0.606	0.266	पराजय
debased	0.219	0.529	0.170	आधारच्युत
debatable	0.181	0.610	0.474	विवादास्पद
debate	0.408	0.691	0.683	बहस
debauchery	0.354	0.901	0.500	ऐयाशी
debenture	0.417	0.500	0.466	ऋणपत्र
debilitating	0.125	0.490	0.308	दुर्बल
debit	0.333	0.400	0.474	नामे
debrief	0.247	0.343	0.549	पूछताछ
debriefing	0.427	0.580	0.456	डीब्रीफिंग
debris	0.135	0.396	0.327	मलबा
debt	0.204	0.598	0.336	का कर्ज
debtor	0.219	0.546	0.160	ऋणी
debut	0.806	0.606	0.629	प्रथम प्रवेश
debutante	0.771	0.627	0.454	लोगों के सामने पहली उपस्थिति करनेवाली
decade	0.531	0.402	0.665	दशक
decadence	0.237	0.455	0.291	पतन
decadent	0.290	0.559	0.324	अवनति का
decaf	0.480	0.324	0.353	डिकैफ़िनेटेड कॉफ़ी
decanter	0.438	0.567	0.510	शीशे की सुराही
decathlon	0.573	0.753	0.620	डेकाथलन
decay	0.143	0.312	0.170	क्षय
decayed	0.017	0.375	0.169	सड़ा हुआ
decaying	0.073	0.510	0.214	खस्ताहाल
deceased	0.021	0.538	0.188	मृतक
decedent	0.423	0.481	0.415	मृतक
deceit	0.020	0.696	0.343	छल
deceitful	0.071	0.788	0.371	छल से
deceive	0.094	0.775	0.414	धोखा देना
deceived	0.059	0.673	0.302	धोखा
deceiving	0.099	0.636	0.426	धोखा देना
december	0.740	0.540	0.464	दिसंबर
decency	0.750	0.235	0.634	शिष्टता
decent	0.823	0.296	0.653	शालीन
