English Word	Valence	Arousal	Dominance	Hungarian Word
cookbook	0.602	0.346	0.398	szakácskönyv
cooker	0.592	0.373	0.407	tűzhely
cookery	0.633	0.368	0.345	szakácsművészet
cookie	0.792	0.306	0.250	aprósütemény
cookies	0.823	0.451	0.316	sütiket
cooking	0.694	0.510	0.434	főzés
cookout	0.680	0.406	0.482	főzés
cool	0.885	0.540	0.781	menő
coolant	0.720	0.412	0.456	hűtőfolyadék
cooler	0.664	0.375	0.460	hűvösebb
cooling	0.469	0.324	0.392	hűtés
coolness	0.490	0.307	0.548	közömbösség
coon	0.490	0.460	0.400	mosómedve
coop	0.612	0.445	0.650	coop
cooperate	0.898	0.451	0.582	együttműködik
cooperating	0.760	0.390	0.693	együttműködő
cooperation	0.847	0.473	0.686	együttműködés
cooperative	0.816	0.461	0.670	szövetkezet
coordinate	0.698	0.429	0.694	koordináta
coordination	0.677	0.454	0.789	koordináció
coordinator	0.750	0.510	0.850	koordinátora
cop	0.327	0.770	0.836	zsaru
copacetic	0.510	0.471	0.453	kopacetikus
cope	0.592	0.647	0.709	megbirkózni
copier	0.459	0.345	0.390	másológép
copilot	0.640	0.538	0.573	másodpilóta
coping	0.562	0.630	0.613	megküzdése
copious	0.427	0.462	0.527	bőséges
copper	0.580	0.260	0.500	réz
copter	0.571	0.704	0.569	helikopter
copy	0.460	0.240	0.263	másolat
copycat	0.449	0.580	0.443	másoló
copying	0.448	0.315	0.404	másolás
copyright	0.458	0.402	0.663	szerzői jog
coral	0.802	0.231	0.425	korall
coral snake	0.276	0.712	0.607	korallkígyó
cord	0.388	0.378	0.358	zsinór
cordial	0.823	0.312	0.482	szívélyes
cordless	0.667	0.441	0.528	vezeték nélküli
cordon	0.469	0.317	0.380	kordon
corduroy	0.570	0.324	0.357	kordbársony
core	0.721	0.378	0.540	mag
cork	0.347	0.250	0.281	parafa-
corkscrew	0.427	0.443	0.445	dugóhúzó
corn	0.594	0.196	0.292	kukorica
cornball	0.479	0.378	0.325	kukoricagolyó
cornbread	0.643	0.304	0.302	kukoricakenyér
cornea	0.521	0.346	0.443	szaruhártya
corned	0.459	0.441	0.425	sózott
corner	0.400	0.296	0.366	sarok
cornerstone	0.550	0.388	0.596	sarokkő
cornet	0.507	0.520	0.415	kürt
cornfield	0.719	0.310	0.349	búzatábla
cornflakes	0.729	0.346	0.355	kukoricapehely
cornice	0.458	0.441	0.295	karnis
cornstarch	0.643	0.299	0.337	kukoricakeményítő
corny	0.448	0.370	0.221	elcsépelt
corollary	0.458	0.469	0.366	következmény
corona	0.818	0.439	0.745	korona
coronary	0.567	0.613	0.509	koszorúér
coronation	0.792	0.592	0.836	koronázás
coroner	0.323	0.558	0.526	halottkém
corporal	0.582	0.490	0.596	tizedes
corporate	0.592	0.454	0.745	társasági
corporation	0.429	0.332	0.873	vállalat
corporeal	0.520	0.350	0.461	testi
corps	0.551	0.453	0.483	hadtest
corpse	0.094	0.657	0.232	hulla
corpsman	0.439	0.469	0.651	hadtest
corpus	0.543	0.340	0.490	korpusz
corral	0.606	0.662	0.422	karám
correct	0.857	0.306	0.723	helyes
correction	0.448	0.485	0.558	javítás
correctional	0.292	0.713	0.602	javító
corrective	0.448	0.528	0.613	javító
correctness	0.796	0.450	0.649	helyességét
correlation	0.596	0.462	0.571	korreláció
correlative	0.510	0.402	0.571	korrelatív
correspond	0.710	0.452	0.545	megfelelnek
correspondence	0.663	0.423	0.491	levelezés
correspondent	0.573	0.565	0.712	levelező
corresponding	0.740	0.423	0.618	megfelelő
corridor	0.604	0.589	0.592	folyosó
corroborate	0.671	0.471	0.616	megerősíteni
corroboration	0.625	0.431	0.733	megerősítés
corrosion	0.156	0.610	0.348	korrózió
corrosive	0.140	0.618	0.570	maró hatású
corrupt	0.020	0.806	0.500	korrupt
corrupting	0.062	0.804	0.380	korrumpáló
corruption	0.052	0.830	0.549	korrupció
corsage	0.510	0.294	0.397	női ruhaderék
corse	0.448	0.451	0.382	corse
corset	0.490	0.520	0.381	fűző
cortex	0.594	0.439	0.529	kéreg
cortical	0.380	0.423	0.536	kortikális
cortisone	0.427	0.395	0.456	kortizon
corvette	0.551	0.520	0.598	korvett
cosmetic	0.625	0.304	0.308	kozmetika
cosmetics	0.765	0.464	0.472	kozmetikumok
cosmic	0.663	0.538	0.692	kozmikus
cosmology	0.651	0.438	0.637	kozmológia
cosmopolitan	0.823	0.510	0.760	kozmopolita
cosmos	0.860	0.478	0.664	világegyetem
cost	0.365	0.420	0.439	költség
costly	0.316	0.650	0.642	drága
costume	0.548	0.510	0.374	kosztüm
cosy	0.847	0.255	0.518	kényelmes
cot	0.625	0.230	0.278	gyermekágy
cote	0.439	0.344	0.324	utolér
cottage	0.600	0.279	0.361	kunyhó
cotton	0.639	0.071	0.240	pamut-
couch	0.594	0.082	0.198	kanapé
cougar	0.438	0.588	0.538	puma
cough	0.255	0.627	0.241	köhögés
council	0.875	0.279	0.635	tanács
councilman	0.531	0.367	0.793	tanácsos
counsel	0.594	0.519	0.730	jogi képviselő
counseling	0.667	0.480	0.704	tanácsadás
counsellor	0.823	0.327	0.740	tanácsadó
counselor	0.873	0.365	0.706	tanácsadó
count	0.594	0.389	0.492	számol
countdown	0.438	0.692	0.490	visszaszámlálás
countenance	0.635	0.440	0.690	arcát
counter	0.439	0.478	0.750	számláló
counteract	0.378	0.542	0.688	ellensúlyozni
counterattack	0.281	0.951	0.764	ellentámadás
counterbalance	0.520	0.480	0.627	ellensúly
counterclaim	0.398	0.760	0.651	viszontkereset
counterfeit	0.094	0.694	0.451	hamisított
counterpart	0.448	0.608	0.577	megfelelője
counterpoint	0.438	0.509	0.538	ellenpont
countess	0.562	0.440	0.670	grófnő
countless	0.520	0.566	0.534	számtalan
country	0.698	0.394	0.693	ország
countryman	0.673	0.441	0.789	vidéki
countrymusic	0.795	0.451	0.438	Country zene
countryside	0.732	0.288	0.327	vidéki táj
counts	0.343	0.373	0.500	számít
county	0.479	0.368	0.545	megye
coup	0.275	0.815	0.607	puccs
coupe	0.479	0.460	0.482	kupé
couple	0.806	0.605	0.607	párosít
coupled	0.612	0.286	0.650	összekapcsolt
coupling	0.594	0.479	0.555	csatolás
coupon	0.704	0.300	0.421	kupon
courage	0.830	0.728	0.849	bátorság
courageous	0.918	0.587	0.879	bátor
courier	0.551	0.383	0.441	futár
courses	0.735	0.412	0.534	tanfolyamok
coursing	0.542	0.472	0.546	falkavadászat
court	0.479	0.769	0.827	bíróság
courteous	0.937	0.396	0.529	udvarias
courtesy	0.927	0.287	0.431	udvariasság
courthouse	0.571	0.503	0.818	bíróság
courtroom	0.385	0.670	0.887	bíróság
courts	0.367	0.710	0.816	bíróságok
courtship	0.667	0.490	0.654	udvarlás
courtside	0.592	0.391	0.434	udvari oldalon
courtyard	0.503	0.365	0.355	udvar
cousin	0.675	0.394	0.427	unokatestvér
cousins	0.760	0.409	0.464	unokatestvérek
cove	0.500	0.304	0.370	öbölben
coven	0.458	0.578	0.591	coven
covenant	0.594	0.462	0.667	szövetség
cover	0.365	0.240	0.471	borító
coverage	0.767	0.413	0.629	lefedettség
covered	0.562	0.340	0.644	fedett
covering	0.615	0.382	0.583	burkolat
covert	0.500	0.570	0.508	rejtett
covet	0.302	0.779	0.524	megkíván
coveted	0.661	0.730	0.625	áhított
cow	0.449	0.230	0.300	tehén
coward	0.102	0.490	0.149	gyáva
cowardice	0.133	0.621	0.167	gyávaság
cowardly	0.102	0.385	0.127	gyáván
cowboy	0.594	0.625	0.695	cowboy
cowgirl	0.541	0.566	0.554	tehenészlány
cowhand	0.438	0.480	0.596	cowhand
cowhide	0.458	0.324	0.333	tehénbőr
cowl	0.427	0.450	0.232	csuklya
coworker	0.667	0.490	0.625	munkatárs
coy	0.347	0.330	0.213	félénk
coyote	0.459	0.471	0.387	prérifarkas
cozy	0.910	0.356	0.545	kényelmes
crab	0.421	0.396	0.330	Rák
crabby	0.198	0.812	0.370	zsémbes
crack	0.302	0.625	0.400	rés
cracked	0.224	0.520	0.228	repedt
cracker	0.604	0.343	0.346	keksz
crackerjack	0.567	0.509	0.426	crackerjack
cracking	0.327	0.557	0.286	reccsenés
crackle	0.327	0.643	0.481	ropogás
crackpot	0.260	0.602	0.245	repedés
cradle	0.776	0.194	0.333	bölcső
craft	0.760	0.321	0.539	hajó
crafts	0.667	0.380	0.391	iparművészet
craftsman	0.719	0.310	0.583	kézműves
craftsmanship	0.823	0.373	0.571	mesterségbeli tudás
crafty	0.589	0.679	0.783	ravasz
craig	0.448	0.449	0.490	craig
cram	0.354	0.730	0.598	bemagol
crammed	0.406	0.740	0.466	zsúfolt
cramp	0.194	0.796	0.340	görcs
cramped	0.240	0.567	0.360	görcsösen
cranberry	0.793	0.330	0.363	áfonya
cranberry juice	0.622	0.321	0.281	áfonyalé
crane	0.396	0.417	0.589	daru
cranial	0.354	0.510	0.583	koponya-
cranium	0.439	0.491	0.725	koponya
crank	0.448	0.275	0.417	hajtókar
cranky	0.194	0.776	0.396	házsártos
cranny	0.194	0.471	0.250	hasadék
crap	0.083	0.644	0.167	szar
crappy	0.039	0.582	0.208	gagyi
craps	0.375	0.420	0.273	szar
crash	0.194	0.906	0.355	összeomlik
crass	0.223	0.490	0.466	durva
crate	0.427	0.173	0.274	láda
crater	0.450	0.647	0.529	kráter
crave	0.625	0.510	0.731	sóvárog
craving	0.510	0.755	0.636	sóvárgás
crawfish	0.510	0.427	0.342	folyami rák
crawl	0.479	0.519	0.467	kúszni
crayon	0.604	0.260	0.185	zsírkréta
crayons	0.684	0.366	0.405	zsírkréták
craze	0.255	0.657	0.435	őrület
crazed	0.153	0.877	0.417	őrült
craziness	0.238	0.908	0.255	őrület
crazy	0.156	0.843	0.321	őrült
creak	0.344	0.670	0.411	nyikorog
creaking	0.302	0.743	0.415	csikorgó
cream	0.688	0.259	0.220	krém
creamed	0.723	0.273	0.288	krémes
creamer	0.594	0.192	0.269	krémes
creamy	0.823	0.337	0.345	tejszínes
crease	0.440	0.286	0.300	ránc
create	0.786	0.588	0.789	teremt
creation	0.927	0.575	0.868	Teremtés
creative	0.917	0.518	0.788	kreatív
creativity	0.938	0.684	0.815	kreativitás
creator	0.865	0.592	0.856	Teremtő
creature	0.669	0.625	0.620	teremtmény
credence	0.760	0.460	0.737	hitelét
credential	0.735	0.337	0.597	igazolvány
credentials	0.708	0.373	0.675	hitelesítő adatok
credibility	0.875	0.427	0.809	hitelesség
credible	0.917	0.441	0.750	hihető
credit	0.673	0.549	0.648	hitel
credit card	0.670	0.550	0.640	hitelkártya
creditable	0.802	0.510	0.742	hitelképes
credited	0.781	0.390	0.691	jóváírva
crediting	0.673	0.550	0.741	jóváírás
creditor	0.479	0.594	0.689	hitelező
creed	0.573	0.245	0.544	hitvallás
creek	0.552	0.392	0.330	patak
creep	0.354	0.647	0.361	kúszás
creeper	0.429	0.558	0.366	kúszónövény
creeping	0.292	0.613	0.282	kúszó
creepy	0.125	0.861	0.373	hátborzongató
cremation	0.084	0.620	0.420	hamvasztás
creole	0.667	0.357	0.523	kreol
crepe	0.562	0.224	0.349	krepp
crescendo	0.760	0.575	0.594	crescendo
crescent	0.698	0.382	0.407	félhold
crest	0.458	0.333	0.333	címer
crestfallen	0.235	0.346	0.175	levert
cretin	0.265	0.583	0.312	kretén
cretins	0.094	0.741	0.328	kretének
crevice	0.361	0.471	0.275	hasadék
crew	0.604	0.598	0.735	legénység
crewman	0.602	0.580	0.548	legénység
crib	0.653	0.240	0.407	gyerekágy
cricket	0.423	0.539	0.370	krikett
cried	0.167	0.612	0.254	kiáltott
crime	0.071	0.943	0.630	bűn
criminal	0.021	0.830	0.529	Bűnügyi
criminality	0.122	0.863	0.580	bűnözés
crimp	0.260	0.557	0.396	krimpelés
crimson	0.667	0.385	0.370	karmazsinvörös
cringe	0.245	0.840	0.377	kínos
cripple	0.094	0.392	0.161	nyomorék
crippled	0.035	0.358	0.236	rokkant
crippling	0.156	0.598	0.391	bénító
crisis	0.208	0.811	0.431	válság
crisp	0.776	0.692	0.508	ropogós
crispy	0.656	0.550	0.509	ropogós
criterion	0.396	0.410	0.736	kritérium
critic	0.264	0.604	0.686	kritikus
critical	0.312	0.802	0.545	kritikai
criticise	0.073	0.700	0.452	kritizálni
criticism	0.115	0.563	0.505	kritika
criticize	0.143	0.708	0.473	kritizálni
criticized	0.240	0.600	0.311	kritizálta
critique	0.302	0.760	0.537	kritika
critter	0.542	0.539	0.482	lény
croak	0.337	0.346	0.298	kuruttyol
croc	0.327	0.452	0.451	croc
crock	0.385	0.412	0.421	tönkretesz
crockery	0.552	0.216	0.327	cserépedény
crocodile	0.344	0.708	0.610	krokodil
croft	0.531	0.429	0.421	major
croissant	0.745	0.330	0.430	croissant
crook	0.171	0.765	0.550	csaló
crooked	0.146	0.594	0.305	görbe
crop	0.615	0.260	0.500	Vág
croquet	0.551	0.519	0.407	krokett
cross	0.448	0.321	0.569	kereszt
cross country	0.531	0.441	0.529	terepfutás
crossbow	0.344	0.598	0.560	nyílpuska
crossed	0.431	0.490	0.508	keresztbe
crossfire	0.316	0.896	0.722	kereszttűz
crossing	0.549	0.349	0.451	átkelés
crossover	0.559	0.550	0.500	crossover
crosswalk	0.557	0.441	0.380	átkelőhely
crossword	0.611	0.423	0.455	keresztrejtvény
crotch	0.521	0.637	0.447	ágyék
crouch	0.281	0.606	0.312	lekuporodik
crouched	0.333	0.363	0.279	leguggolt
crouching	0.261	0.429	0.345	guggolás
croupier	0.531	0.519	0.404	krupié
crow	0.224	0.439	0.363	varjú
crowbar	0.406	0.531	0.386	emelőrúd
crowd	0.350	0.827	0.731	tömeg
crowded	0.694	0.286	0.585	zsúfolt
crowds	0.469	0.723	0.806	tömegek
crown	0.708	0.572	0.737	korona
crowning	0.773	0.594	0.831	koronázás
crucial	0.541	0.657	0.777	alapvető
cruciate	0.429	0.435	0.585	keresztbe
crucifix	0.469	0.480	0.510	feszület
crucifixion	0.135	0.857	0.541	keresztre feszítés
crucify	0.146	0.878	0.573	keresztre feszíteni
crud	0.312	0.330	0.444	crud
crude	0.198	0.402	0.357	nyers
cruel	0.122	0.866	0.391	kegyetlen
cruelly	0.146	0.790	0.471	kegyetlenül
cruelty	0.092	0.836	0.536	kegyetlenség
cruise	0.740	0.442	0.683	hajókázás
cruise ship	0.878	0.650	0.500	Óceánjáró
cruiser	0.737	0.490	0.608	cirkáló
cruising	0.886	0.580	0.560	utazó
crumb	0.417	0.255	0.216	morzsa
crumble	0.333	0.480	0.423	elmorzsol
crumbling	0.167	0.696	0.308	omladozó
crummy	0.125	0.531	0.224	ócska
crunch	0.292	0.630	0.406	ropogtat
crunchy	0.625	0.560	0.539	ropogós
crusade	0.592	0.720	0.709	keresztes hadjárat
crusader	0.439	0.588	0.548	Keresztes lovag
crush	0.271	0.676	0.582	összetörni
crushed	0.167	0.647	0.300	összetörve
crusher	0.271	0.709	0.598	zúzógép
crushing	0.219	0.755	0.411	zúzó
crust	0.542	0.337	0.456	kéreg
crusty	0.625	0.531	0.473	kérges
crutch	0.302	0.294	0.302	mankó
crux	0.469	0.558	0.519	nehézség
cry	0.133	0.627	0.255	kiáltás
crybaby	0.375	0.702	0.311	síró baba
crying	0.153	0.704	0.208	síró
crypt	0.156	0.431	0.386	kripta
cryptic	0.296	0.516	0.474	rejtélyes
cryptography	0.490	0.415	0.650	kriptográfia
crystal	0.618	0.270	0.508	kristály-
crystalline	0.765	0.235	0.534	kristályos
crystallization	0.600	0.449	0.565	kristályosodás
cub	0.646	0.382	0.284	kölyök
cubby	0.354	0.385	0.360	kölyök
cube	0.469	0.226	0.274	kocka
cubic	0.458	0.306	0.407	kocka alakú
cubicle	0.479	0.343	0.417	fülke
cuckold	0.210	0.573	0.230	felszarvazott
cuckoo	0.420	0.459	0.284	kakukk
cucumber	0.490	0.235	0.237	uborka
cuddle	0.885	0.559	0.475	ölelkezés
cuddled	0.906	0.547	0.567	hozzábújva
cuddles	0.847	0.382	0.500	hozzábújik
cuddling	0.917	0.562	0.433	hozzábújva
cue	0.521	0.433	0.484	dákó
cuff	0.469	0.453	0.387	mandzsetta
cuisine	0.714	0.365	0.390	konyha
culinary	0.654	0.443	0.519	konyhai-
cull	0.365	0.702	0.464	selejtezés
culminate	0.667	0.550	0.602	tetőzik
culmination	0.656	0.586	0.695	csúcspontja
culpability	0.112	0.745	0.368	bűnösség
culpable	0.140	0.700	0.319	bűnös
culprit	0.062	0.676	0.333	tettes
cult	0.448	0.535	0.648	kultusz
cultivate	0.708	0.410	0.598	művelni
cultivated	0.837	0.343	0.564	művelt
cultivation	0.625	0.324	0.462	termesztés
cultural	0.802	0.390	0.623	kulturális
culture	0.753	0.304	0.675	kultúra
cultured	0.635	0.429	0.625	kulturált
culvert	0.337	0.324	0.343	vízelvezető
cumbersome	0.259	0.623	0.292	nehézkes
cumulus	0.570	0.433	0.432	gomolyfelhő
cunning	0.604	0.685	0.683	ravasz
cunt	0.135	0.673	0.377	köcsög
cup	0.615	0.167	0.231	csésze
cupboard	0.553	0.200	0.304	szekrény
cupcake	0.656	0.333	0.344	muffin
cupping	0.490	0.610	0.402	köpölyözés
cur	0.440	0.519	0.460	korcs
curable	0.823	0.292	0.574	gyógyítható
curate	0.726	0.418	0.526	segédlelkész
curative	0.667	0.318	0.613	gyógyhatású
curator	0.688	0.389	0.688	kurátor
curb	0.472	0.371	0.402	járdaszegély
curd	0.542	0.442	0.278	aludttej
cure	0.719	0.377	0.623	gyógymód
curfew	0.219	0.618	0.623	kijárási tilalom
curiosity	0.750	0.755	0.463	kíváncsiság
curious	0.635	0.600	0.483	kíváncsi
curl	0.385	0.452	0.351	becsavar
curling	0.583	0.592	0.400	curling
currency	0.583	0.418	0.592	valuta
current	0.625	0.312	0.612	jelenlegi
curriculum	0.708	0.306	0.620	tanterv
curry	0.633	0.345	0.302	curry
curse	0.033	0.720	0.375	átok
cursed	0.083	0.783	0.393	átkozott
cursing	0.112	0.860	0.446	káromkodva
cursory	0.423	0.451	0.431	felületes
curt	0.245	0.610	0.452	kurta
curtail	0.306	0.439	0.497	megnyirbál
curtailment	0.230	0.578	0.431	csökkentés
curtain	0.698	0.278	0.304	függöny
curtains	0.615	0.123	0.342	függönyök
curtsy	0.635	0.412	0.598	meghajlás
curvature	0.417	0.367	0.447	görbület
curve	0.480	0.375	0.307	ív
curved	0.542	0.407	0.337	ívelt
curvilinear	0.480	0.575	0.411	görbe vonalú
cushion	0.653	0.221	0.292	párna
cushy	0.823	0.283	0.395	kényelmes
cusp	0.667	0.710	0.700	holdcsúcs
cuss	0.354	0.538	0.443	szitok
cussed	0.156	0.625	0.454	megátalkodott
custard	0.618	0.260	0.293	tejsodó
custodial	0.418	0.462	0.718	őrizetbe vétel
custodian	0.594	0.625	0.528	gondnok
custody	0.494	0.472	0.675	őrizet
custom	0.552	0.382	0.688	egyedi
customary	0.700	0.253	0.561	szokásos
customer	0.562	0.430	0.673	vevő
customized	0.625	0.504	0.590	személyre szabott
cut	0.490	0.490	0.393	vágott
cutaneous	0.365	0.370	0.328	bőr-
cute	0.920	0.528	0.579	aranyos
cuticle	0.340	0.320	0.377	kutikula
cutie	0.638	0.528	0.464	szivi
cutlass	0.173	0.648	0.528	rövid kard
cutlery	0.552	0.300	0.345	evőeszköz
cutoff	0.432	0.510	0.518	levág
cutter	0.427	0.731	0.583	vágó
cutters	0.197	0.653	0.491	vágók
cutthroat	0.110	0.823	0.663	gyilkos
cutting	0.448	0.375	0.536	vágás
cutting board	0.337	0.540	0.342	vágódeszka
cuttings	0.479	0.392	0.433	dugványok
cwt	0.500	0.410	0.384	cwt
cyanide	0.229	0.667	0.545	cianid
cyberspace	0.677	0.594	0.611	kibertér
cycle	0.635	0.400	0.533	ciklus
cyclical	0.380	0.450	0.554	ciklikus
cyclist	0.684	0.582	0.576	kerékpáros
cyclone	0.416	0.796	0.673	ciklon
cylinder	0.459	0.324	0.447	henger
cylindrical	0.458	0.294	0.414	hengeres
cymbal	0.542	0.363	0.362	cintányér
cynic	0.135	0.632	0.473	cinikus
cynical	0.156	0.760	0.474	cinikus
cynicism	0.104	0.780	0.454	cinizmus
cyst	0.173	0.578	0.312	ciszta
cystic	0.314	0.481	0.400	cisztás
cytomegalovirus	0.186	0.657	0.443	citomegalovírus
cytoplasm	0.378	0.442	0.474	citoplazma
czar	0.480	0.348	0.643	cár
dab	0.510	0.337	0.340	hangyányi
dabble	0.550	0.530	0.491	megnedvesít
dabbling	0.562	0.726	0.676	döcögős
dad	0.857	0.412	0.786	apu
daddy	0.795	0.400	0.736	apu
dado	0.510	0.240	0.364	alapkocka
daemon	0.333	0.490	0.500	démon
daft	0.255	0.436	0.157	bolond
dagger	0.224	0.797	0.613	tőr
daily	0.653	0.347	0.473	napi
dainty	0.604	0.284	0.424	kecses
daiquiri	0.670	0.519	0.400	daiquiri
dairy	0.633	0.255	0.462	tejtermék
daisy	0.562	0.367	0.333	Százszorszép
dak	0.510	0.417	0.424	dak
dale	0.622	0.270	0.365	völgy
dam	0.250	0.553	0.394	gát
damage	0.059	0.726	0.403	kár
damaged	0.104	0.635	0.182	sérült
damages	0.082	0.760	0.310	kártérítés
dame	0.694	0.480	0.500	hölgy
damn	0.073	0.784	0.431	átkozott
damnation	0.135	0.750	0.416	kárhozat
damned	0.100	0.760	0.465	Átkozott
damp	0.360	0.279	0.210	nyirkos
dampened	0.271	0.422	0.336	csillapított
damper	0.459	0.378	0.473	csillapító
damsel	0.719	0.475	0.400	leányka
dance	0.894	0.840	0.551	tánc
dancer	0.740	0.768	0.545	táncos
dancing	0.885	0.868	0.444	tánc
dandruff	0.398	0.298	0.293	korpa
dandy	0.673	0.520	0.630	remek
danger	0.115	0.923	0.673	veszély
dangerous	0.020	0.941	0.658	veszélyes
dangerously	0.082	0.930	0.564	veszélyesen
dangit	0.396	0.606	0.358	dangit
dangle	0.362	0.469	0.375	fityeg
dank	0.390	0.381	0.383	nyirkos
dapper	0.770	0.560	0.698	jól öltözött
dare	0.677	0.788	0.684	merészel
daredevil	0.429	0.714	0.653	vakmerő
daresay	0.540	0.451	0.490	merem állítani
daring	0.583	0.840	0.711	merész
dark	0.198	0.398	0.426	sötét
darken	0.250	0.471	0.382	sötétedni
darkened	0.135	0.440	0.452	elsötétült
darkly	0.219	0.548	0.443	sötéten
darkness	0.102	0.602	0.418	sötétség
darkroom	0.188	0.627	0.423	sötét szoba
darkside	0.102	0.690	0.365	sötét oldal
darling	0.885	0.370	0.608	Drágám
