English Word	Valence	Arousal	Dominance	Corsican Word
creamy	0.823	0.337	0.345	cremosa
crease	0.440	0.286	0.300	striscia
create	0.786	0.588	0.789	crià
creation	0.927	0.575	0.868	criazioni
creative	0.917	0.518	0.788	criativu
creativity	0.938	0.684	0.815	creatività
creator	0.865	0.592	0.856	criaturi
creature	0.669	0.625	0.620	criatura
credence	0.760	0.460	0.737	credenza
credential	0.735	0.337	0.597	credenziale
credentials	0.708	0.373	0.675	credenziali
credibility	0.875	0.427	0.809	credibilità
credible	0.917	0.441	0.750	credibile
credit	0.673	0.549	0.648	creditu
credit card	0.670	0.550	0.640	carta di creditu
creditable	0.802	0.510	0.742	creditable
credited	0.781	0.390	0.691	creditu
crediting	0.673	0.550	0.741	creditu
creditor	0.479	0.594	0.689	creditore
creed	0.573	0.245	0.544	credo
creek	0.552	0.392	0.330	cala
creep	0.354	0.647	0.361	striscia
creeper	0.429	0.558	0.366	rampicante
creeping	0.292	0.613	0.282	strisciante
creepy	0.125	0.861	0.373	spaventoso
cremation	0.084	0.620	0.420	cremazione
creole	0.667	0.357	0.523	criolu
crepe	0.562	0.224	0.349	crêpe
crescendo	0.760	0.575	0.594	crescendo
crescent	0.698	0.382	0.407	crescente
crest	0.458	0.333	0.333	cresta
crestfallen	0.235	0.346	0.175	abbattutu
cretin	0.265	0.583	0.312	cretin
cretins	0.094	0.741	0.328	cretini
crevice	0.361	0.471	0.275	fessura
crew	0.604	0.598	0.735	equipaggiu
crewman	0.602	0.580	0.548	equipaggiu
crib	0.653	0.240	0.407	presepe
cricket	0.423	0.539	0.370	cricket
cried	0.167	0.612	0.254	gridò
crime	0.071	0.943	0.630	crimine
criminal	0.021	0.830	0.529	criminali
criminality	0.122	0.863	0.580	criminalità
crimp	0.260	0.557	0.396	crimpare
crimson	0.667	0.385	0.370	crimson
cringe	0.245	0.840	0.377	cringe
cripple	0.094	0.392	0.161	storpi
crippled	0.035	0.358	0.236	storpi
crippling	0.156	0.598	0.391	crippling
crisis	0.208	0.811	0.431	crisa
crisp	0.776	0.692	0.508	croccante
crispy	0.656	0.550	0.509	croccante
criterion	0.396	0.410	0.736	criteriu
critic	0.264	0.604	0.686	criticu
critical	0.312	0.802	0.545	criticu
criticise	0.073	0.700	0.452	criticà
criticism	0.115	0.563	0.505	critica
criticize	0.143	0.708	0.473	criticà
criticized	0.240	0.600	0.311	criticatu
critique	0.302	0.760	0.537	critica
critter	0.542	0.539	0.482	crittera
croak	0.337	0.346	0.298	croccare
croc	0.327	0.452	0.451	croc
crock	0.385	0.412	0.421	croccante
crockery	0.552	0.216	0.327	stoviglie
crocodile	0.344	0.708	0.610	crocodile
croft	0.531	0.429	0.421	croft
croissant	0.745	0.330	0.430	croissant
crook	0.171	0.765	0.550	truffatore
crooked	0.146	0.594	0.305	stortu
crop	0.615	0.260	0.500	cultura
croquet	0.551	0.519	0.407	croquet
cross	0.448	0.321	0.569	croce
cross country	0.531	0.441	0.529	cross country
crossbow	0.344	0.598	0.560	balestra
crossed	0.431	0.490	0.508	cruciata
crossfire	0.316	0.896	0.722	focu incruciatu
crossing	0.549	0.349	0.451	traversata
crossover	0.559	0.550	0.500	crossover
crosswalk	0.557	0.441	0.380	crucivia
crossword	0.611	0.423	0.455	cruciverba
crotch	0.521	0.637	0.447	crotch
crouch	0.281	0.606	0.312	accuccià
crouched	0.333	0.363	0.279	accovacciato
crouching	0.261	0.429	0.345	accovacciata
croupier	0.531	0.519	0.404	croupier
crow	0.224	0.439	0.363	corbu
crowbar	0.406	0.531	0.386	crowbar
crowd	0.350	0.827	0.731	folla
crowded	0.694	0.286	0.585	affollatu
crowds	0.469	0.723	0.806	folle
crown	0.708	0.572	0.737	corona
crowning	0.773	0.594	0.831	curonazione
crucial	0.541	0.657	0.777	cruciale
cruciate	0.429	0.435	0.585	cruciate
crucifix	0.469	0.480	0.510	crucifissu
crucifixion	0.135	0.857	0.541	crucifixion
crucify	0.146	0.878	0.573	crucificà
crud	0.312	0.330	0.444	crudu
crude	0.198	0.402	0.357	crudu
cruel	0.122	0.866	0.391	crudele
cruelly	0.146	0.790	0.471	crudelmente
cruelty	0.092	0.836	0.536	crudeltà
cruise	0.740	0.442	0.683	crociera
cruise ship	0.878	0.650	0.500	nave da crociera
cruiser	0.737	0.490	0.608	cruiser
cruising	0.886	0.580	0.560	crociera
crumb	0.417	0.255	0.216	briciola
crumble	0.333	0.480	0.423	crumble
crumbling	0.167	0.696	0.308	sfracicà
crummy	0.125	0.531	0.224	crummy
crunch	0.292	0.630	0.406	crunch
crunchy	0.625	0.560	0.539	croccante
crusade	0.592	0.720	0.709	cruciata
crusader	0.439	0.588	0.548	cruciatu
crush	0.271	0.676	0.582	schiacciare
crushed	0.167	0.647	0.300	schiacciatu
crusher	0.271	0.709	0.598	trituratore
crushing	0.219	0.755	0.411	sfracicà
crust	0.542	0.337	0.456	crosta
crusty	0.625	0.531	0.473	crosta
crutch	0.302	0.294	0.302	crutch
crux	0.469	0.558	0.519	crux
cry	0.133	0.627	0.255	pienghje
crybaby	0.375	0.702	0.311	pianghjenu
crying	0.153	0.704	0.208	pienghjendu
crypt	0.156	0.431	0.386	cripta
cryptic	0.296	0.516	0.474	criptu
cryptography	0.490	0.415	0.650	criptografia
crystal	0.618	0.270	0.508	cristallu
crystalline	0.765	0.235	0.534	cristalline
crystallization	0.600	0.449	0.565	cristallizazione
cub	0.646	0.382	0.284	cucciolo
cubby	0.354	0.385	0.360	cubby
cube	0.469	0.226	0.274	cubu
cubic	0.458	0.306	0.407	cubicu
cubicle	0.479	0.343	0.417	cubiculu
cuckold	0.210	0.573	0.230	cornutu
cuckoo	0.420	0.459	0.284	cuccu
cucumber	0.490	0.235	0.237	cucumber
cuddle	0.885	0.559	0.475	coccola
cuddled	0.906	0.547	0.567	accucciata
cuddles	0.847	0.382	0.500	coccole
cuddling	0.917	0.562	0.433	cuddling
cue	0.521	0.433	0.484	cue
cuff	0.469	0.453	0.387	bracciale
cuisine	0.714	0.365	0.390	cucina
culinary	0.654	0.443	0.519	culinariu
cull	0.365	0.702	0.464	cull
culminate	0.667	0.550	0.602	culminà
culmination	0.656	0.586	0.695	culminazione
culpability	0.112	0.745	0.368	culpabilità
culpable	0.140	0.700	0.319	culpèvule
culprit	0.062	0.676	0.333	culpevule
cult	0.448	0.535	0.648	cultu
cultivate	0.708	0.410	0.598	cultivà
cultivated	0.837	0.343	0.564	cultivatu
cultivation	0.625	0.324	0.462	cultivazioni
cultural	0.802	0.390	0.623	culturale
culture	0.753	0.304	0.675	cultura
cultured	0.635	0.429	0.625	cultu
culvert	0.337	0.324	0.343	culvert
cumbersome	0.259	0.623	0.292	ingombrante
cumulus	0.570	0.433	0.432	cumulus
cunning	0.604	0.685	0.683	astuzia
cunt	0.135	0.673	0.377	cunt
cup	0.615	0.167	0.231	tazza
cupboard	0.553	0.200	0.304	armadiu
cupcake	0.656	0.333	0.344	cupcake
cupping	0.490	0.610	0.402	cupping
cur	0.440	0.519	0.460	cur
curable	0.823	0.292	0.574	curabile
curate	0.726	0.418	0.526	curatu
curative	0.667	0.318	0.613	curativa
curator	0.688	0.389	0.688	curatore
curb	0.472	0.371	0.402	curb
curd	0.542	0.442	0.278	cagliata
cure	0.719	0.377	0.623	curà
curfew	0.219	0.618	0.623	curfew
curiosity	0.750	0.755	0.463	curiosità
curious	0.635	0.600	0.483	curiosu
curl	0.385	0.452	0.351	curl
curling	0.583	0.592	0.400	curling
currency	0.583	0.418	0.592	munita
current	0.625	0.312	0.612	currente
curriculum	0.708	0.306	0.620	curriculum
curry	0.633	0.345	0.302	curry
curse	0.033	0.720	0.375	maledizzione
cursed	0.083	0.783	0.393	maledetti
cursing	0.112	0.860	0.446	maledicà
cursory	0.423	0.451	0.431	currettu
curt	0.245	0.610	0.452	curtu
curtail	0.306	0.439	0.497	curtail
curtailment	0.230	0.578	0.431	curtailment
curtain	0.698	0.278	0.304	cortina
curtains	0.615	0.123	0.342	cortini
curtsy	0.635	0.412	0.598	incursione
curvature	0.417	0.367	0.447	curvatura
curve	0.480	0.375	0.307	curva
curved	0.542	0.407	0.337	curvatu
curvilinear	0.480	0.575	0.411	curvilineari
cushion	0.653	0.221	0.292	cuscinu
cushy	0.823	0.283	0.395	cuscino
cusp	0.667	0.710	0.700	cusp
cuss	0.354	0.538	0.443	cuss
cussed	0.156	0.625	0.454	cussed
custard	0.618	0.260	0.293	crema pasticcera
custodial	0.418	0.462	0.718	custodial
custodian	0.594	0.625	0.528	custode
custody	0.494	0.472	0.675	custodia
custom	0.552	0.382	0.688	custumi
customary	0.700	0.253	0.561	abitudine
customer	0.562	0.430	0.673	cliente
customized	0.625	0.504	0.590	persunalizatu
cut	0.490	0.490	0.393	tagliatu
cutaneous	0.365	0.370	0.328	cutanea
cute	0.920	0.528	0.579	cute
cuticle	0.340	0.320	0.377	cuticule
cutie	0.638	0.528	0.464	carina
cutlass	0.173	0.648	0.528	cutlass
cutlery	0.552	0.300	0.345	cutelleria
cutoff	0.432	0.510	0.518	taglià
cutter	0.427	0.731	0.583	cutter
cutters	0.197	0.653	0.491	cutters
cutthroat	0.110	0.823	0.663	tagliuzzatu
cutting	0.448	0.375	0.536	tagliu
cutting board	0.337	0.540	0.342	tagliere di taglio
cuttings	0.479	0.392	0.433	tagli
cwt	0.500	0.410	0.384	cwt
cyanide	0.229	0.667	0.545	cianuru
cyberspace	0.677	0.594	0.611	ciberspaziu
cycle	0.635	0.400	0.533	ciclu
cyclical	0.380	0.450	0.554	ciclicu
cyclist	0.684	0.582	0.576	ciclistu
cyclone	0.416	0.796	0.673	ciclone
cylinder	0.459	0.324	0.447	cilindru
cylindrical	0.458	0.294	0.414	cilindricu
cymbal	0.542	0.363	0.362	cembalu
cynic	0.135	0.632	0.473	cinicu
cynical	0.156	0.760	0.474	cinicu
cynicism	0.104	0.780	0.454	cinisme
cyst	0.173	0.578	0.312	cisti
cystic	0.314	0.481	0.400	cisticu
cytomegalovirus	0.186	0.657	0.443	citomegalovirus
cytoplasm	0.378	0.442	0.474	citoplasma
czar	0.480	0.348	0.643	zar
dab	0.510	0.337	0.340	dab
dabble	0.550	0.530	0.491	scaccià
dabbling	0.562	0.726	0.676	chjappà
dad	0.857	0.412	0.786	babbu
daddy	0.795	0.400	0.736	babbu
dado	0.510	0.240	0.364	dadu
daemon	0.333	0.490	0.500	demone
daft	0.255	0.436	0.157	stupidu
dagger	0.224	0.797	0.613	pugnale
daily	0.653	0.347	0.473	ogni ghjornu
dainty	0.604	0.284	0.424	delicatu
daiquiri	0.670	0.519	0.400	daiquiri
dairy	0.633	0.255	0.462	latticini
daisy	0.562	0.367	0.333	margherita
dak	0.510	0.417	0.424	dak
dale	0.622	0.270	0.365	dale
dam	0.250	0.553	0.394	diga
damage	0.059	0.726	0.403	danni
damaged	0.104	0.635	0.182	dannatu
damages	0.082	0.760	0.310	danni
dame	0.694	0.480	0.500	dama
damn	0.073	0.784	0.431	maledetta
damnation	0.135	0.750	0.416	dannazione
damned	0.100	0.760	0.465	dannatu
damp	0.360	0.279	0.210	umidi
dampened	0.271	0.422	0.336	inumiditu
damper	0.459	0.378	0.473	ammortizzatore
damsel	0.719	0.475	0.400	damigella
dance	0.894	0.840	0.551	ballu
dancer	0.740	0.768	0.545	ballarina
dancing	0.885	0.868	0.444	ballà
dandruff	0.398	0.298	0.293	forfora
dandy	0.673	0.520	0.630	dandy
danger	0.115	0.923	0.673	periculu
dangerous	0.020	0.941	0.658	periculosu
dangerously	0.082	0.930	0.564	periculosamente
dangit	0.396	0.606	0.358	dangit
dangle	0.362	0.469	0.375	pendula
dank	0.390	0.381	0.383	umida
dapper	0.770	0.560	0.698	dapper
dare	0.677	0.788	0.684	osare
daredevil	0.429	0.714	0.653	temeraria
daresay	0.540	0.451	0.490	osare dì
daring	0.583	0.840	0.711	audace
dark	0.198	0.398	0.426	scuru
darken	0.250	0.471	0.382	scurisce
darkened	0.135	0.440	0.452	scurita
darkly	0.219	0.548	0.443	scuru
darkness	0.102	0.602	0.418	bughjura
darkroom	0.188	0.627	0.423	camera scura
darkside	0.102	0.690	0.365	latu scuru
darling	0.885	0.370	0.608	cari
darn	0.115	0.765	0.418	maledetta
dart	0.417	0.608	0.500	dardo
dash	0.574	0.312	0.324	trattu
dashboard	0.510	0.371	0.595	dashboard
dashed	0.276	0.393	0.338	trattu
dashing	0.612	0.627	0.799	sfacciata
dastardly	0.208	0.688	0.270	disgraziatu
data	0.500	0.250	0.426	dati
database	0.604	0.286	0.644	basa di dati
date	0.604	0.231	0.400	data
datenight	0.708	0.637	0.518	data notte
daughter	0.908	0.415	0.455	figliola
dawdle	0.479	0.464	0.357	chjappà
dawn	0.827	0.235	0.519	alba
dawned	0.694	0.471	0.473	spuntò
day	0.719	0.269	0.389	ghjornu
daybreak	0.802	0.358	0.474	spuntà di ghjornu
daycare	0.776	0.481	0.360	cura di ghjornu
daydream	0.750	0.337	0.456	sognu di ghjornu
daydreaming	0.776	0.360	0.479	sognu à ghjornu
daylight	0.865	0.420	0.545	luce di ghjornu
daymade	0.646	0.450	0.417	ghjornu fattu
dayoff	0.760	0.368	0.377	ghjornu off
daytime	0.750	0.324	0.454	ghjornu
daze	0.245	0.735	0.329	sbagghiatu
dazed	0.300	0.697	0.277	sbagghiatu
dazzle	0.730	0.782	0.683	abbagliare
dazzling	0.854	0.880	0.767	abbagliante
deacon	0.531	0.430	0.736	diaconu
deactivate	0.235	0.447	0.392	disattivà
dead	0.052	0.454	0.194	mortu
deadbeat	0.229	0.453	0.368	deadbeat
deadline	0.214	0.615	0.460	scadenza
deadlines	0.406	0.769	0.411	scadenze
deadlock	0.170	0.418	0.323	bloccu
deadly	0.143	0.849	0.554	mortali
deafening	0.281	0.835	0.482	assordante
deafness	0.125	0.413	0.219	sordità
deal	0.719	0.599	0.543	affare
dealer	0.799	0.615	0.683	venditore
dealership	0.541	0.430	0.629	concessionaria
dealing	0.724	0.415	0.598	tratta
dealings	0.600	0.491	0.480	tratti
dean	0.612	0.469	0.723	decanu
dear	0.880	0.434	0.629	caru
dearest	0.902	0.427	0.508	più cari
dearth	0.156	0.539	0.255	carenza
death	0.031	0.720	0.472	morte
deathbed	0.051	0.652	0.311	lettu di morte
deathly	0.073	0.771	0.682	mortali
debacle	0.156	0.606	0.266	disgrazia
debased	0.219	0.529	0.170	degradatu
debatable	0.181	0.610	0.474	discutibile
debate	0.408	0.691	0.683	dibattitu
debauchery	0.354	0.901	0.500	disgrazia
debenture	0.417	0.500	0.466	debitu
debilitating	0.125	0.490	0.308	debilitante
debit	0.333	0.400	0.474	debitu
debrief	0.247	0.343	0.549	debrief
debriefing	0.427	0.580	0.456	debriefing
debris	0.135	0.396	0.327	detriti
debt	0.204	0.598	0.336	debitu
debtor	0.219	0.546	0.160	debitore
debut	0.806	0.606	0.629	debut
debutante	0.771	0.627	0.454	debutante
decade	0.531	0.402	0.665	decenniu
decadence	0.237	0.455	0.291	decadenza
decadent	0.290	0.559	0.324	decadente
decaf	0.480	0.324	0.353	decaf
decanter	0.438	0.567	0.510	decanter
decathlon	0.573	0.753	0.620	decathlon
decay	0.143	0.312	0.170	decadenza
decayed	0.017	0.375	0.169	decaduta
decaying	0.073	0.510	0.214	decadente
deceased	0.021	0.538	0.188	mortu
decedent	0.423	0.481	0.415	decedutu
deceit	0.020	0.696	0.343	ingannu
deceitful	0.071	0.788	0.371	ingannu
deceive	0.094	0.775	0.414	ingannà
deceived	0.059	0.673	0.302	ingannatu
deceiving	0.099	0.636	0.426	ingannà
december	0.740	0.540	0.464	Dicembre
decency	0.750	0.235	0.634	decenza
decent	0.823	0.296	0.653	decente
deception	0.090	0.745	0.370	ingannu
deceptive	0.027	0.605	0.294	ingannatu
decide	0.656	0.540	0.855	decide
decidedly	0.750	0.480	0.843	decisamente
deciduous	0.385	0.353	0.282	decidue
decimal	0.507	0.259	0.305	decimale
decimeter	0.520	0.292	0.377	decimetru
decipher	0.417	0.630	0.652	decifrare
decision	0.646	0.510	0.839	decisione
decisive	0.740	0.509	0.935	decisivu
deck	0.420	0.333	0.394	ponte
declaration	0.551	0.590	0.714	dichjarazione
declaratory	0.635	0.582	0.673	dichjarazione
declare	0.677	0.623	0.668	dichjarà
declination	0.250	0.549	0.311	declinazione
decline	0.173	0.491	0.240	decadenza
declining	0.328	0.400	0.264	in decadenza
deco	0.625	0.274	0.356	deco
decode	0.551	0.510	0.640	decodificà
decoder	0.562	0.340	0.686	decodificatore
decompose	0.194	0.596	0.241	decompone
decomposed	0.073	0.442	0.231	decompostu
decomposition	0.133	0.600	0.263	descomposizione
decompress	0.438	0.430	0.509	decompressà
decompression	0.208	0.520	0.311	decompressione
decontamination	0.611	0.538	0.573	decontaminazione
decor	0.734	0.311	0.573	decoru
decorate	0.954	0.370	0.404	decorate
decorating	0.863	0.548	0.462	decoru
decoration	0.878	0.553	0.526	decoru
decorative	0.908	0.460	0.381	decoru
decorator	0.840	0.471	0.455	decoratore
decorum	0.802	0.327	0.462	decoru
decoy	0.149	0.460	0.330	attrazzu
decrease	0.125	0.360	0.267	diminuite
decreased	0.224	0.271	0.170	diminuite
decreasing	0.320	0.346	0.224	diminuendu
decree	0.552	0.478	0.746	decretu
decrement	0.255	0.427	0.373	decrementu
decrepit	0.156	0.490	0.225	decrepitu
decry	0.400	0.814	0.548	dichjarà
decryption	0.459	0.445	0.600	decryption
dedicate	0.823	0.431	0.588	dedicà
dedication	0.867	0.471	0.682	dedicazione
deduce	0.490	0.510	0.466	deduce
deduct	0.355	0.330	0.412	deduce
deductible	0.375	0.286	0.455	deducible
deduction	0.438	0.462	0.527	deduzzione
deed	0.520	0.320	0.592	attu
deejay	0.551	0.630	0.473	deejay
deem	0.594	0.529	0.690	cunsidereghja
deep	0.490	0.473	0.657	prufonda
deepen	0.625	0.530	0.776	approfondisce
deer	0.583	0.375	0.292	cervu
defamation	0.110	0.670	0.481	diffamazione
defamatory	0.143	0.688	0.402	difamatori
default	0.459	0.343	0.712	predeterminatu
defeat	0.092	0.500	0.224	scunfitta
defeated	0.104	0.582	0.145	scunfittu
defeatist	0.163	0.567	0.315	disfattista
defect	0.135	0.561	0.185	difettu
defection	0.146	0.594	0.330	defezione
defective	0.122	0.580	0.274	difettu
defector	0.163	0.696	0.286	disertore
defend	0.698	0.722	0.670	difende
defendant	0.250	0.710	0.491	accusatu
defended	0.663	0.451	0.582	difesu
defender	0.639	0.708	0.750	difensore
defending	0.604	0.871	0.812	difendendu
defense	0.652	0.698	0.802	difesa
defenseless	0.143	0.357	0.105	senza difesa
defensible	0.740	0.509	0.593	difendibile
defensive	0.542	0.640	0.678	difensivu
defer	0.245	0.459	0.317	differisce
deference	0.510	0.396	0.447	deferenza
deferral	0.765	0.542	0.327	rinviu
deferring	0.343	0.500	0.413	deferendu
defiance	0.333	0.780	0.760	sfida
defiant	0.250	0.792	0.769	sfida
defibrillator	0.398	0.663	0.431	defibrillatore
deficiency	0.073	0.373	0.179	carenza
deficient	0.240	0.464	0.132	carenza
deficit	0.358	0.500	0.269	deficit
define	0.688	0.415	0.632	definisce
defined	0.670	0.214	0.646	definitu
definite	0.708	0.292	0.741	definitu
definition	0.573	0.375	0.579	definizione
definitive	0.583	0.479	0.787	definitivu
deflate	0.148	0.404	0.237	deflate
deflation	0.287	0.536	0.407	deflazione
deflect	0.133	0.491	0.482	deviate
deflection	0.188	0.500	0.382	deviazione
defloration	0.188	0.690	0.434	deflorazione
deform	0.112	0.654	0.284	deformà
deformed	0.198	0.435	0.308	deformatu
deformity	0.160	0.569	0.241	deformità
defraud	0.175	0.635	0.314	frode
defray	0.375	0.598	0.653	curriri
defrost	0.427	0.317	0.389	scongelà
deft	0.719	0.575	0.849	abile
defunct	0.112	0.491	0.272	defuntu
defuse	0.167	0.480	0.430	difusu
defy	0.353	0.884	0.657	sfida
degeneracy	0.143	0.720	0.298	degenerazione
degenerate	0.069	0.724	0.264	degeneratu
degeneration	0.245	0.578	0.371	degenerazione
degradation	0.160	0.608	0.315	degradazione
degrade	0.083	0.500	0.184	degrada
degraded	0.167	0.433	0.205	degradatu
degrading	0.031	0.583	0.232	degradante
degree	0.724	0.365	0.663	gradu
dehydrated	0.310	0.685	0.212	disidratati
dehydration	0.188	0.472	0.259	disidratazione
dejected	0.104	0.654	0.347	abbattutu
delay	0.204	0.510	0.162	ritardu
delayed	0.188	0.490	0.216	ritardatu
delectable	0.781	0.642	0.718	deliziosa
delegate	0.612	0.491	0.658	delegatu
delegation	0.562	0.431	0.609	delegazione
delete	0.292	0.298	0.409	sguassà
deleterious	0.297	0.725	0.440	deleteriu
deletion	0.062	0.506	0.462	eliminazione
deli	0.561	0.448	0.447	deli
deliberate	0.551	0.654	0.682	deliberatu
deliberation	0.561	0.678	0.596	deliberazione
deliberative	0.392	0.552	0.573	deliberativu
delicacy	0.812	0.279	0.336	delicatezza
delicate	0.583	0.294	0.366	dilicatu
delicatessen	0.656	0.474	0.400	salumeria
delicious	0.927	0.650	0.589	diliziosu
delight	0.949	0.666	0.647	piacè
delighted	0.938	0.664	0.685	piacè
delightful	0.918	0.735	0.644	deliziosu
delineate	0.448	0.430	0.445	delineate
delineation	0.521	0.402	0.314	delineazione
delinquency	0.135	0.860	0.508	delinquenza
delinquent	0.051	0.904	0.500	delinquente
delirious	0.219	0.774	0.538	delirante
delirium	0.233	0.694	0.484	diliriu
deliver	0.583	0.370	0.582	consegna
deliverance	0.750	0.520	0.658	liberazione
delivery	0.704	0.461	0.786	consegna
dell	0.458	0.380	0.453	dell
delta	0.551	0.343	0.509	delta
delude	0.143	0.627	0.353	illusione
deluge	0.245	0.714	0.612	diluviu
delusion	0.344	0.647	0.400	illusione
delusional	0.219	0.745	0.327	delirante
deluxe	0.792	0.612	0.755	deluxe
delve	0.469	0.529	0.684	scopre
demand	0.292	0.673	0.500	dumanda
demanding	0.396	0.750	0.828	esigenti
demeaned	0.271	0.520	0.212	sminuitu
demeaning	0.104	0.645	0.308	umiliante
demeanor	0.633	0.433	0.657	cumpurtamentu
demented	0.088	0.787	0.309	demente
dementia	0.092	0.779	0.337	dimenzia
demise	0.104	0.596	0.456	morte
demo	0.510	0.314	0.423	demo
democracy	0.680	0.500	0.840	demucrazia
democrat	0.582	0.400	0.755	demucraticu
democratic	0.802	0.519	0.798	demucraticu
demographic	0.459	0.356	0.594	demugraficu
demolish	0.125	0.632	0.700	demolisce
demolished	0.271	0.647	0.353	demolitu
demolition	0.133	0.827	0.541	demolition
demon	0.037	0.908	0.509	dimòniu
demonic	0.146	0.875	0.600	demoniacu
demonstrable	0.735	0.471	0.749	dimustrabile
demonstrate	0.771	0.552	0.839	dimustrà
demonstrated	0.617	0.500	0.649	dimustratu
demonstrating	0.698	0.571	0.693	dimustrà
demonstration	0.551	0.676	0.679	manifestazione
demonstrative	0.656	0.528	0.736	dimostrativu
demonstrator	0.520	0.598	0.733	manifestante
demoralized	0.082	0.590	0.149	demoralized
demos	0.418	0.370	0.368	demo
demure	0.690	0.315	0.417	demure
den	0.510	0.347	0.398	den
deniability	0.230	0.509	0.417	negazione
denial	0.194	0.435	0.318	negazione
denied	0.188	0.604	0.333	negatu
denim	0.520	0.382	0.327	denim
denomination	0.490	0.363	0.429	denominazione
denominational	0.458	0.375	0.679	denominational
