English Word	Valence	Arousal	Dominance	Chinese-Traditional Word
erupt	0.188	0.820	0.818	爆發
eruption	0.156	0.913	0.733	噴發
escalade	0.480	0.724	0.442	凱雷德
escalate	0.653	0.714	0.728	升級
escalating	0.646	0.724	0.518	升級
escalation	0.571	0.807	0.582	升級
escalator	0.500	0.530	0.518	自動扶梯
escape	0.367	0.765	0.448	逃脫
escaped	0.365	0.755	0.518	逃脫
escarpment	0.406	0.553	0.470	懸崖
eschew	0.184	0.438	0.370	避開
escort	0.729	0.480	0.608	護送
escrow	0.449	0.520	0.613	第三方託管
esophagus	0.429	0.454	0.464	食管
esoteric	0.500	0.676	0.545	深奧的
especial	0.827	0.419	0.794	特別的
espionage	0.312	0.750	0.620	間諜
espouse	0.802	0.529	0.598	擁護
espresso	0.677	0.620	0.508	濃咖啡
esprit	0.552	0.431	0.407	精神
esquire	0.604	0.542	0.518	紳士
essay	0.559	0.411	0.530	散文
essayist	0.656	0.460	0.462	散文家
essence	0.663	0.369	0.575	本質
essential	0.812	0.405	0.759	基本的
essentially	0.750	0.373	0.802	本質上
establish	0.708	0.500	0.688	建立
established	0.796	0.394	0.694	已確立的
establishment	0.690	0.398	0.631	成立
estate	0.653	0.385	0.647	財產
esteem	0.745	0.380	0.679	尊重
esteemed	0.694	0.418	0.531	尊敬的
esthetic	0.635	0.360	0.558	審美的
estimable	0.796	0.408	0.630	可估計的
estimate	0.719	0.469	0.517	估計
estimation	0.740	0.480	0.589	估計
estoppel	0.354	0.459	0.482	不容反悔
estranged	0.156	0.382	0.377	疏遠
estrogen	0.580	0.500	0.425	雌激素
estuary	0.469	0.278	0.482	河口
etch	0.510	0.367	0.598	蝕刻
etching	0.567	0.491	0.575	蝕刻
eternal	0.854	0.409	0.843	永恆
eternity	0.765	0.520	0.911	永恆
ethanol	0.333	0.410	0.534	乙醇
ether	0.490	0.306	0.412	醚
ethereal	0.520	0.419	0.518	空靈的
ethic	0.786	0.260	0.791	倫理
ethical	0.854	0.324	0.634	道德的
ethics	0.658	0.296	0.731	倫理
ethnic	0.583	0.373	0.555	種族的
ethnography	0.571	0.373	0.549	民族志
etiology	0.500	0.385	0.639	病因學
etiquette	0.604	0.350	0.421	禮儀
etymology	0.531	0.370	0.529	詞源
eucalyptus	0.602	0.308	0.418	桉樹
euchre	0.470	0.459	0.442	歐克雷
eugenics	0.448	0.530	0.518	優生學
eulogistic	0.740	0.623	0.694	讚美的
eulogium	0.542	0.482	0.655	悼詞
eulogize	0.850	0.518	0.679	謳歌
eulogy	0.625	0.443	0.667	頌
euphemism	0.418	0.453	0.491	委婉語
euphoria	0.769	0.955	0.648	欣快
euphoric	0.745	0.904	0.588	欣快的
euro	0.680	0.441	0.521	歐元
euthanasia	0.229	0.716	0.325	安樂死
evacuate	0.354	0.792	0.314	撤離
evacuation	0.160	0.755	0.582	疏散
evade	0.304	0.490	0.342	逃避
evaluate	0.663	0.640	0.649	評估
evaluation	0.542	0.667	0.764	評估
evanescence	0.527	0.519	0.458	消逝
evangelical	0.602	0.389	0.602	福音
evangelist	0.582	0.464	0.702	佈道者
evangelistic	0.660	0.375	0.612	佈道的
evaporate	0.357	0.469	0.402	蒸發
evaporation	0.556	0.346	0.388	蒸發
evasion	0.229	0.510	0.418	逃避
evasive	0.117	0.596	0.425	迴避的
eve	0.612	0.378	0.440	前夕
evening	0.458	0.185	0.318	晚上
evens	0.592	0.430	0.457	偶數
event	0.745	0.673	0.664	事件
eventful	0.543	0.837	0.510	多事
eventual	0.633	0.459	0.413	最終
eventuality	0.469	0.627	0.527	可能性
evergreen	0.729	0.471	0.546	常綠
everlasting	0.740	0.413	0.809	永恆的
evermore	0.677	0.450	0.403	永遠
everyday	0.740	0.392	0.472	每天
everyman	0.522	0.333	0.535	每個人
evict	0.042	0.632	0.377	驅逐
eviction	0.185	0.731	0.455	驅逐
evidence	0.500	0.500	0.778	證據
evident	0.633	0.444	0.664	明顯
evidentiary	0.448	0.541	0.717	證據
evil	0.040	0.827	0.545	邪惡的
evoke	0.438	0.341	0.500	喚起
evolution	0.781	0.657	0.854	進化
evolutionary	0.796	0.673	0.825	進化的
evolve	0.655	0.692	0.896	發展
ewe	0.429	0.216	0.277	母羊
ex	0.250	0.520	0.306	前任
exacerbate	0.323	0.776	0.580	加劇
exacerbation	0.344	0.810	0.480	惡化
exact	0.719	0.354	0.685	精確的
exacting	0.448	0.673	0.767	嚴格
exaggerate	0.193	0.760	0.529	誇大
exaggerated	0.224	0.885	0.732	誇張的
exaggeration	0.312	0.775	0.582	誇張
exalt	0.656	0.750	0.745	高舉
exaltation	0.594	0.892	0.673	提高
exalted	0.676	0.845	0.696	崇高的
exam	0.479	0.663	0.577	考試
examination	0.378	0.657	0.679	考試
examine	0.615	0.623	0.786	檢查
examiner	0.406	0.575	0.812	考官
example	0.542	0.337	0.510	例子
exasperated	0.229	0.816	0.377	被激怒了
exasperation	0.214	0.833	0.483	惱怒
excavate	0.583	0.613	0.635	挖掘
excavation	0.540	0.644	0.527	挖掘
excavator	0.427	0.673	0.649	挖掘機
exceed	0.500	0.827	0.586	超出
exceeding	0.500	0.802	0.668	超過
excel	0.561	0.363	0.466	擅長
excellence	0.958	0.620	0.907	卓越
excellent	0.970	0.587	0.870	出色的
excelsior	0.700	0.625	0.611	精益求精
excepting	0.408	0.413	0.526	除外
exception	0.469	0.600	0.544	例外
exceptional	0.806	0.740	0.933	特殊的
excerpt	0.437	0.367	0.543	摘抄
excess	0.385	0.889	0.712	過量的
excessive	0.417	0.731	0.601	過多的
excessively	0.449	0.882	0.716	過分
exchange	0.740	0.569	0.491	交換
excise	0.448	0.561	0.577	消費稅
excision	0.260	0.480	0.519	切除
excitability	0.906	0.910	0.724	興奮性
excitable	0.803	0.939	0.629	興奮的
excitation	0.792	0.958	0.750	勵磁
excite	0.823	0.950	0.668	激發
excited	0.908	0.931	0.709	興奮的
excitement	0.896	0.684	0.731	激動
exciting	0.950	0.792	0.789	令人興奮的
exclaim	0.635	0.711	0.639	驚呼
exclamation	0.612	0.745	0.598	感嘆
exclude	0.292	0.500	0.530	排除
excluded	0.061	0.540	0.134	排除在外
excluding	0.271	0.550	0.324	不包括
exclusion	0.240	0.530	0.389	排除
exclusive	0.792	0.630	0.653	獨家的
excrement	0.041	0.558	0.221	糞便
excretion	0.285	0.650	0.457	排泄
excruciating	0.083	0.837	0.345	痛苦的
excursion	0.625	0.714	0.627	遊覽
excuse	0.240	0.696	0.318	藉口
exec	0.640	0.352	0.769	執行
execute	0.327	0.708	0.769	執行
execution	0.160	0.811	0.713	執行
executioner	0.235	0.816	0.676	劊子手
executive	0.704	0.449	0.894	行政人員
executor	0.365	0.755	0.759	執行人
exegesis	0.458	0.472	0.491	註釋
exemplar	0.844	0.537	0.625	模範
exemplary	0.833	0.343	0.729	模範
exemplify	0.735	0.506	0.783	例證
exempt	0.588	0.455	0.664	豁免
exemption	0.531	0.578	0.627	豁免
exercise	0.750	0.789	0.625	鍛煉
exert	0.694	0.735	0.806	發揮
exertion	0.663	0.755	0.717	用力
exhale	0.542	0.490	0.411	呼氣
exhaust	0.546	0.710	0.337	排氣
exhausted	0.123	0.423	0.202	筋疲力盡的
exhaustion	0.366	0.633	0.269	筋疲力盡
exhaustive	0.388	0.635	0.604	詳盡無遺
exhibit	0.688	0.633	0.708	展示
exhibition	0.698	0.590	0.531	展覽
exhilarated	0.890	0.963	0.759	興高采烈
exhilarating	0.917	0.823	0.810	令人振奮
exhilaration	0.792	0.868	0.783	興奮
exhort	0.378	0.660	0.745	勸告
exhortation	0.531	0.624	0.580	講道
exhumation	0.177	0.586	0.473	掘屍
exhume	0.184	0.627	0.452	發掘
exigent	0.385	0.611	0.792	緊急
exile	0.184	0.630	0.483	流亡
exist	0.857	0.421	0.788	存在
existence	0.760	0.513	0.771	存在
existent	0.635	0.490	0.635	存在的
existential	0.583	0.510	0.638	存在主義
existing	0.802	0.344	0.750	現存的
exit	0.370	0.353	0.399	出口
exodus	0.286	0.663	0.567	出埃及記
exonerate	0.592	0.500	0.538	開脫
exorbitant	0.398	0.865	0.825	高昂
exorcism	0.163	0.980	0.557	驅魔
exorcist	0.219	0.906	0.716	驅魔人
exotic	0.840	0.711	0.727	異國情調
expand	0.792	0.559	0.686	擴張
expanded	0.760	0.406	0.689	展開
expanse	0.594	0.529	0.689	廣闊
expansion	0.776	0.618	0.787	擴張
expansive	0.708	0.650	0.778	膨脹的
expatriate	0.265	0.764	0.391	外籍人士
expect	0.469	0.327	0.377	預計
expectance	0.552	0.724	0.660	期待
expectancy	0.581	0.622	0.558	期望
expectant	0.708	0.650	0.474	期待的
expectation	0.771	0.690	0.707	期待
expected	0.729	0.412	0.545	預期的
expecting	0.561	0.450	0.302	期待
expediency	0.604	0.443	0.703	權宜之計
expedient	0.885	0.461	0.454	權宜
expedite	0.571	0.858	0.798	加快
expedition	0.735	0.802	0.620	遠征
expeditious	0.602	0.645	0.773	迅速
expel	0.281	0.725	0.452	驅逐
expendable	0.479	0.490	0.423	消耗品
expenditure	0.250	0.608	0.603	支出
expense	0.317	0.451	0.377	費用
expenses	0.240	0.633	0.396	花費
expensive	0.323	0.540	0.530	昂貴的
experience	0.827	0.618	0.905	經驗
experienced	0.771	0.613	0.914	有經驗的
experiences	0.793	0.647	0.795	經驗
experiment	0.479	0.720	0.675	實驗
experimental	0.417	0.764	0.396	實驗
experimentation	0.637	0.769	0.767	實驗
experimenter	0.708	0.710	0.700	實驗者
expert	0.776	0.646	0.911	專家
expertise	0.792	0.589	0.925	專業知識
expiration	0.265	0.539	0.463	到期
expire	0.573	0.745	0.702	到期
expired	0.198	0.394	0.200	已到期
expiry	0.194	0.434	0.382	到期
explain	0.719	0.517	0.736	解釋
explanation	0.615	0.610	0.825	解釋
explanatory	0.573	0.433	0.688	解釋性的
expletive	0.357	0.567	0.536	髒話
explication	0.510	0.445	0.602	解釋
explicit	0.562	0.694	0.734	明確的
explode	0.277	0.885	0.773	爆炸
exploit	0.312	0.878	0.660	開發
exploitation	0.156	0.920	0.718	開發
exploration	0.594	0.650	0.773	勘探
exploratory	0.653	0.690	0.698	探索性的
explore	0.776	0.660	0.727	探索
explorer	0.729	0.663	0.714	探險家
explosion	0.167	0.960	0.767	爆炸
explosions	0.123	0.860	0.594	爆炸
explosive	0.156	0.943	0.663	爆炸性的
expo	0.610	0.562	0.500	世博會
exponent	0.529	0.510	0.845	指數
exponential	0.704	0.588	0.763	指數的
export	0.567	0.661	0.755	出口
exportation	0.760	0.633	0.673	出口
expose	0.344	0.643	0.537	暴露
exposed	0.471	0.661	0.509	裸露
exposition	0.521	0.627	0.655	博覽會
expository	0.706	0.653	0.636	說明文
exposure	0.570	0.830	0.630	暴露
expound	0.438	0.575	0.740	闡述
express	0.760	0.623	0.691	表示
expression	0.790	0.650	0.721	表達
expressive	0.755	0.724	0.685	富有表現力的
expressway	0.633	0.635	0.587	高速公路
expropriation	0.188	0.735	0.788	徵用
expulsion	0.190	0.790	0.529	開除
exquisite	0.892	0.644	0.604	精美的
exquisitely	0.849	0.728	0.723	精美絕倫
extant	0.646	0.390	0.523	現存
extend	0.646	0.570	0.689	延長
extendable	0.660	0.592	0.722	可擴展
extended	0.570	0.304	0.649	擴展的
extension	0.490	0.510	0.529	擴大
extensive	0.635	0.520	0.760	廣泛的
extent	0.646	0.451	0.602	程度
exterior	0.542	0.400	0.627	外部的
exterminate	0.177	0.857	0.736	殄
extermination	0.190	0.860	0.616	滅絕
exterminator	0.344	0.804	0.887	滅蟲者
external	0.479	0.341	0.509	外部的
externally	0.643	0.521	0.568	外部
extinct	0.112	0.491	0.412	滅絕
extinction	0.104	0.750	0.611	滅絕
extinguish	0.240	0.576	0.482	熄滅
extinguisher	0.707	0.379	0.543	滅火器
extol	0.582	0.667	0.456	頌揚
extort	0.052	0.827	0.570	勒索
extortion	0.112	0.868	0.630	敲詐勒索
extra	0.656	0.551	0.745	額外的
extract	0.565	0.402	0.519	提煉
extracting	0.521	0.709	0.689	提取
extraction	0.418	0.740	0.526	萃取
extractor	0.302	0.536	0.519	提取器
extracurricular	0.457	0.471	0.743	課外
extradition	0.229	0.627	0.554	引渡
extrajudicial	0.365	0.686	0.667	法外的
extramural	0.336	0.559	0.537	校外
extraneous	0.276	0.625	0.478	無關的
extraordinaire	0.847	0.864	0.898	非凡的
extraordinary	0.969	0.728	0.860	非凡的
extraterrestrial	0.510	0.833	0.792	外星人
extravagance	0.531	0.802	0.700	奢侈
extravagant	0.720	0.763	0.812	靡
extravaganza	0.646	0.786	0.906	盛會
extreme	0.318	0.800	0.721	極端
extreme anticipation	0.551	0.740	0.704	極度期待
extreme disgust	0.052	0.873	0.456	極度厭惡
extreme surprise	0.833	0.935	0.676	極度驚喜
extreme trust	0.826	0.713	0.922	極度信任
extremely	0.635	0.827	0.886	極其
extremely negative	0.030	0.786	0.311	非常消極
extremely positive	0.993	0.730	0.839	非常積極
extremity	0.408	0.588	0.583	末端
extricate	0.542	0.510	0.543	解脫
extrinsic	0.510	0.479	0.636	外在
extrusion	0.229	0.660	0.545	擠壓
exuberance	0.698	0.816	0.787	繁榮
exude	0.375	0.519	0.411	滲出
eye	0.531	0.265	0.425	眼睛
eyeball	0.526	0.422	0.420	眼球
eyebrow	0.510	0.198	0.222	眉
eyeful	0.802	0.500	0.676	滿眼的
eyeglass	0.531	0.236	0.286	眼鏡
eyeglasses	0.561	0.269	0.306	眼鏡
eyelash	0.480	0.250	0.278	睫毛
eyelet	0.632	0.298	0.346	孔眼
eyeliner	0.688	0.349	0.347	眼線筆
eyepiece	0.418	0.347	0.480	目鏡
eyes	0.760	0.279	0.432	眼睛
eyesight	0.750	0.226	0.343	眼力
eyewitness	0.541	0.686	0.698	目擊者
fab	0.490	0.380	0.406	晶圓廠
fable	0.663	0.387	0.389	寓言
fabled	0.625	0.538	0.545	傳說中的
fabric	0.635	0.190	0.345	織物
fabricate	0.636	0.491	0.779	製造
fabricated	0.418	0.427	0.555	捏造的
fabrication	0.573	0.587	0.705	製造
fabulous	0.979	0.660	0.797	極好
facade	0.520	0.333	0.518	正面
face	0.571	0.173	0.453	臉
faceless	0.230	0.406	0.173	不露面
facet	0.667	0.324	0.382	刻面
facial	0.594	0.429	0.433	面部的
facile	0.740	0.264	0.307	容易
facilitate	0.812	0.333	0.509	促進
facility	0.625	0.500	0.654	設施
facing	0.604	0.406	0.550	面對
facsimile	0.490	0.500	0.543	傳真
fact	0.683	0.333	0.618	事實
faction	0.469	0.430	0.448	派
factor	0.635	0.365	0.678	因素
factory	0.500	0.500	0.683	工廠
facts	0.688	0.471	0.693	事實
factual	0.656	0.440	0.545	事實
faculties	0.643	0.431	0.760	院系
faculty	0.615	0.412	0.732	學院
fad	0.663	0.520	0.570	時尚
fade	0.354	0.333	0.245	褪色
faded	0.302	0.275	0.194	褪色
faeces	0.184	0.476	0.175	糞便
fag	0.122	0.653	0.331	基佬
faggot	0.219	0.643	0.292	柴草
fail	0.177	0.578	0.154	失敗
failing	0.125	0.490	0.268	失敗
failure	0.167	0.575	0.139	失敗
fain	0.479	0.417	0.426	欣然
faint	0.063	0.429	0.167	頭暈的
fainting	0.333	0.510	0.214	昏厥
fair	0.812	0.557	0.643	公平的
fairly	0.790	0.406	0.750	相當
fairness	0.740	0.317	0.552	公平
fairway	0.541	0.510	0.500	球道
fairy	0.776	0.408	0.413	仙女
faith	0.833	0.220	0.763	信仰
faithful	0.888	0.333	0.627	可信
faithfulness	0.833	0.426	0.602	忠誠
faithless	0.102	0.683	0.304	背信棄義
fake	0.073	0.554	0.268	偽造的
faker	0.245	0.630	0.480	騙子
falafel	0.560	0.402	0.351	沙拉三明治
falcon	0.557	0.580	0.678	鶻
fall	0.177	0.657	0.221	落下
fallacious	0.271	0.587	0.390	謬誤
fallacy	0.112	0.561	0.430	謬論
fallback	0.458	0.358	0.508	倒退
fallible	0.365	0.537	0.402	容易犯錯的
falling	0.202	0.716	0.306	墜落
fallopian	0.297	0.390	0.464	輸卵管
fallout	0.428	0.356	0.373	掉出來
fallow	0.375	0.368	0.464	休耕
false	0.120	0.404	0.240	“錯誤的”
falsehood	0.031	0.625	0.384	謬誤
falsely	0.083	0.480	0.265	錯誤地
falsification	0.173	0.720	0.490	偽造
falsified	0.042	0.630	0.306	偽造的
falsify	0.115	0.657	0.409	偽造
falsity	0.120	0.689	0.186	虛假
falter	0.421	0.650	0.346	步履蹣跚
fame	0.896	0.755	0.852	名聲
famed	0.878	0.750	0.819	著名的
familiar	0.906	0.330	0.615	熟悉的
familiarity	0.854	0.346	0.616	熟悉度
familiarize	0.760	0.365	0.654	熟悉
family	0.968	0.383	0.643	家庭
familytime	0.939	0.420	0.679	家人在一起的時間
famine	0.163	0.679	0.310	飢荒
famished	0.177	0.654	0.282	餓了
famous	0.916	0.775	0.882	著名的
famously	0.856	0.765	0.787	著名的
fan	0.781	0.429	0.357	扇子
fanatic	0.573	0.780	0.629	狂熱的
fanatical	0.555	0.830	0.714	狂熱的
fanaticism	0.292	0.896	0.566	狂熱
fanciful	0.677	0.592	0.342	異想天開的
fancy	0.854	0.673	0.534	想要
fandango	0.490	0.591	0.429	凡丹戈
fanfare	0.656	0.640	0.437	大張旗鼓
fang	0.175	0.491	0.455	方
fangs	0.286	0.598	0.434	獠牙
fanning	0.615	0.330	0.236	扇形
fantasia	0.898	0.694	0.436	幻想曲
fantasize	0.771	0.660	0.356	幻想
fantastic	0.969	0.696	0.831	極好的
fantasy	0.880	0.627	0.474	幻想
faraway	0.365	0.356	0.285	遠處
farce	0.265	0.667	0.246	鬧劇
farcical	0.406	0.481	0.259	滑稽的
fare	0.490	0.425	0.645	票價
farewell	0.130	0.500	0.591	告別
farm	0.781	0.327	0.297	農場
farmer	0.677	0.432	0.464	農民
farmhouse	0.690	0.330	0.444	農家
farming	0.580	0.414	0.568	農業
farmland	0.729	0.363	0.509	農田
faro	0.544	0.349	0.357	法魯
fart	0.194	0.439	0.264	屁
farther	0.418	0.500	0.430	更遠
fascia	0.480	0.366	0.356	筋膜
fascinate	0.854	0.683	0.802	吸引
fascinated	0.812	0.714	0.788	著迷
fascinating	0.979	0.817	0.784	迷人
fascination	0.885	0.773	0.835	魅力
fascism	0.104	0.740	0.695	法西斯主義
fascist	0.200	0.755	0.527	法西斯
fashion	0.827	0.616	0.589	時尚
fashionable	0.750	0.510	0.605	時髦
fastball	0.688	0.679	0.575	快球
fasten	0.458	0.585	0.529	系
fastener	0.577	0.377	0.491	緊固件
fastening	0.594	0.473	0.554	緊固
fasting	0.388	0.370	0.394	禁食
fat	0.198	0.353	0.237	胖的
fatal	0.061	0.775	0.509	致命的
fatalism	0.208	0.694	0.631	宿命論
fatality	0.062	0.798	0.595	死亡
fate	0.571	0.479	0.712	命運
fated	0.582	0.472	0.692	命中註定
fateful	0.290	0.583	0.402	命運多舛
fathead	0.296	0.527	0.463	白痴
father	0.812	0.333	0.824	父親
fatherhood	0.885	0.519	0.682	父親身份
fatherland	0.729	0.469	0.778	祖國
fatherly	0.865	0.363	0.712	父親般的
fathom	0.520	0.410	0.523	捉摸
fatigue	0.173	0.378	0.265	疲勞
fatigued	0.146	0.433	0.245	疲勞
fatso	0.286	0.394	0.336	胖子
fatten	0.375	0.549	0.363	催肥
fatty	0.286	0.361	0.325	脂肪
faucet	0.427	0.278	0.356	龍頭
fault	0.188	0.558	0.184	過錯
faultless	0.792	0.500	0.741	完美無缺
faulty	0.184	0.520	0.378	有缺陷的
faun	0.490	0.303	0.376	農牧神
fauna	0.646	0.346	0.404	動物群
faux	0.291	0.490	0.204	假的
favor	0.812	0.308	0.519	青睞
favorable	0.952	0.380	0.788	有利
favorite	0.885	0.590	0.691	最喜歡的
favoriteholiday	0.867	0.618	0.582	最喜歡的節日
favoritism	0.582	0.559	0.658	偏愛
fawn	0.626	0.360	0.284	討好
fax	0.406	0.368	0.304	傳真
faze	0.417	0.515	0.382	煩惱
fear	0.073	0.840	0.293	恐懼
feared	0.240	0.733	0.509	害怕
fearful	0.083	0.482	0.278	可怕
fearfully	0.112	0.567	0.271	可怕地
fearing	0.125	0.566	0.256	害怕
fearless	0.810	0.806	0.760	無所畏懼
fears	0.061	0.821	0.306	恐懼
fearsome	0.115	0.900	0.586	可怕的
feasibility	0.653	0.490	0.741	可行性
feasible	0.694	0.388	0.611	可行的
feast	0.979	0.724	0.680	盛宴
feat	0.750	0.706	0.849	壯舉
feather	0.677	0.208	0.144	羽毛
feathered	0.438	0.288	0.214	羽化
feature	0.667	0.314	0.679	特徵
features	0.667	0.433	0.509	特徵
febrile	0.429	0.578	0.414	發熱
fecal	0.255	0.528	0.213	糞便
feces	0.240	0.407	0.307	屎
fecundity	0.688	0.591	0.683	繁殖力
fed	0.602	0.370	0.482	餵
federal	0.530	0.459	0.859	聯邦
federation	0.633	0.354	0.763	聯邦
fedup	0.327	0.500	0.352	受夠了
fee	0.354	0.386	0.556	費用
feeble	0.157	0.280	0.109	微弱
feed	0.812	0.429	0.739	餵養
feedback	0.622	0.557	0.645	反饋
feeder	0.604	0.452	0.713	饋線
feel	0.802	0.602	0.596	感覺
feelgood	0.990	0.441	0.621	感覺不錯
feeling	0.806	0.329	0.531	感覺
feelingdown	0.490	0.457	0.567	情緒低落
feelinggood	0.940	0.449	0.655	感覺良好
feet	0.510	0.240	0.292	腳
feign	0.340	0.394	0.356	假裝
feigned	0.173	0.602	0.333	假裝的
feisty	0.592	0.853	0.789	好鬥的
felicity	0.913	0.704	0.793	幸福
feline	0.615	0.745	0.509	貓科動物
fell	0.255	0.462	0.250	跌倒
feller	0.406	0.622	0.617	傢伙
fellow	0.745	0.298	0.570	伙計
fellowship	0.900	0.429	0.778	獎學金
felon	0.111	0.898	0.455	重罪
felony	0.206	0.808	0.472	重罪
felt	0.643	0.417	0.566	毛氈
feminine	0.802	0.520	0.394	女性化
femininity	0.750	0.479	0.451	女性氣質
feminism	0.541	0.570	0.636	女權主義
femme	0.551	0.529	0.398	娘娘腔
femoral	0.417	0.324	0.566	股骨
femur	0.408	0.289	0.413	股骨
fen	0.490	0.276	0.379	分
fence	0.500	0.198	0.398	柵欄
fenced	0.323	0.430	0.429	圍欄
fencing	0.542	0.654	0.539	擊劍
fend	0.646	0.731	0.537	保護
fender	0.369	0.459	0.476	擋泥板
fennel	0.573	0.277	0.389	茴香
ferment	0.375	0.531	0.418	發酵
fermentation	0.420	0.567	0.473	發酵
fern	0.602	0.240	0.290	蕨類
ferocious	0.167	0.915	0.776	兇猛
ferocity	0.235	0.906	0.746	惡
ferret	0.385	0.391	0.398	雪貂
ferry	0.604	0.509	0.389	渡船
ferryboat	0.594	0.452	0.553	渡船
fertile	0.888	0.408	0.704	沃
fertility	0.885	0.529	0.726	生育力
fertilize	0.708	0.443	0.542	施肥
fertilizer	0.438	0.463	0.565	肥料
fervent	0.646	0.632	0.773	熱切
fervor	0.573	0.769	0.651	熱情
fess	0.395	0.420	0.370	費斯
fest	0.704	0.574	0.402	巨星
festival	0.870	0.706	0.714	節日
festive	0.854	0.740	0.764	喜慶的
fetal	0.388	0.308	0.364	胎
fetch	0.479	0.363	0.491	拿來
fete	0.580	0.551	0.465	宴請
fetish	0.307	0.706	0.500	戀物癖
fetus	0.479	0.519	0.395	胎兒
feud	0.146	0.796	0.312	世仇
feudal	0.367	0.370	0.610	封建
feudalism	0.229	0.465	0.607	封建
fever	0.194	0.674	0.364	發燒
feverish	0.385	0.696	0.436	發燒
fiancee	0.959	0.626	0.556	未婚妻
fiasco	0.167	0.600	0.200	慘敗
fiat	0.520	0.418	0.446	法令
fib	0.438	0.510	0.361	纖維
fiber	0.719	0.284	0.390	纖維
fiberglass	0.451	0.451	0.443	玻璃纖維
fibrosis	0.160	0.469	0.546	纖維化
fibrous	0.480	0.441	0.464	纖維狀
fickle	0.406	0.481	0.346	善變的
fiction	0.438	0.657	0.441	小說
fictional	0.430	0.490	0.340	虛構的
fictitious	0.224	0.444	0.293	虛擬
fiddle	0.571	0.449	0.391	小提琴
fiddler	0.615	0.580	0.500	提琴手
fidelity	0.765	0.580	0.709	保真度
fidgety	0.229	0.786	0.351	煩躁
fiduciary	0.375	0.400	0.509	受託人
field	0.640	0.380	0.336	場地
field hockey	0.602	0.786	0.518	曲棍球
fielder	0.583	0.378	0.415	守場員
fiend	0.146	0.903	0.608	惡魔
fiendish	0.167	0.846	0.591	惡魔般的
fierce	0.281	0.877	0.759	兇猛的
fiery	0.418	0.850	0.721	火熱
fiesta	0.927	0.779	0.655	嘉年華
fiesty	0.571	0.663	0.472	熱鬧
fifteen	0.490	0.290	0.443	十五
fifty	0.571	0.368	0.439	五十
fig	0.573	0.390	0.339	圖
fight	0.531	0.868	0.809	鬥爭
fighter	0.637	0.760	0.898	戰鬥機
fighting	0.292	0.885	0.783	鬥爭
fights	0.070	0.920	0.712	打架
figment	0.552	0.316	0.533	虛構
figurative	0.479	0.450	0.634	比喻的
