English Word	Valence	Arousal	Dominance	Bulgarian Word
fingerscrossed	0.573	0.540	0.356	стискам палци
finish	0.471	0.429	0.545	завършек
finished	0.510	0.387	0.570	завършен
finite	0.384	0.347	0.293	краен
fink	0.410	0.514	0.439	финк
fir	0.521	0.275	0.306	ела
fire	0.380	0.804	0.635	огън
firearm	0.086	0.943	0.864	огнестрелно оръжие
firearms	0.220	0.943	0.821	огнестрелни оръжия
fireball	0.302	0.777	0.664	огнено кълбо
firecracker	0.474	0.741	0.434	петарда
firefight	0.153	0.920	0.664	престрелка
firefighter	0.637	0.770	0.773	пожарникар
firefly	0.622	0.410	0.363	светулка
firehouse	0.594	0.689	0.627	пожарна
firelight	0.677	0.504	0.639	светлина от огън
fireman	0.583	0.745	0.755	пожарникар
fireplace	0.667	0.380	0.417	Пожарна
firepower	0.375	0.941	0.810	огнева мощ
fireproof	0.684	0.679	0.723	пожароустойчив
fireside	0.684	0.377	0.394	огнище
firestorm	0.180	0.929	0.766	огнена буря
firewall	0.485	0.602	0.629	защитна стена
firewood	0.520	0.348	0.263	дърва за горене
firework	0.786	0.904	0.593	фойерверк
fireworks	0.735	0.863	0.579	фойерверки
firing	0.188	0.931	0.803	стрелба
firm	0.635	0.380	0.728	твърд
firmament	0.750	0.407	0.660	небесен свод
firmly	0.786	0.510	0.777	твърдо
firmness	0.823	0.479	0.939	твърдост
first	0.625	0.500	0.788	първи
firstborn	0.786	0.490	0.695	първороден
firstworldprobs	0.458	0.612	0.483	проблеми от първия свят
fiscal	0.500	0.582	0.845	фискален
fish	0.510	0.280	0.250	риба
fisherman	0.656	0.461	0.546	рибар
fishery	0.574	0.503	0.519	рибарство
fishing	0.677	0.283	0.405	риболов
fishing boat	0.521	0.403	0.627	рибарска лодка
fishy	0.224	0.601	0.471	рибешки
fissile	0.333	0.490	0.380	делящ се
fission	0.386	0.500	0.567	делене
fissure	0.333	0.510	0.431	фисура
fist	0.333	0.686	0.481	юмрук
fistfight	0.208	0.902	0.543	бой с юмруци
fistful	0.500	0.509	0.500	юмрук
fistula	0.312	0.481	0.330	фистула
fit	0.604	0.450	0.632	годни
fitness	0.875	0.529	0.810	фитнес
fits	0.571	0.363	0.580	пасва
fitted	0.507	0.404	0.673	монтиран
fitting	0.612	0.441	0.638	монтаж
fittings	0.531	0.404	0.409	фитинги
five	0.510	0.221	0.298	пет
fiver	0.458	0.469	0.517	петица
fix	0.760	0.538	0.519	поправя
fixable	0.724	0.470	0.645	поправим
fixation	0.562	0.459	0.655	фиксация
fixed	0.684	0.167	0.509	фиксирани
fixer	0.633	0.375	0.606	фиксатор
fixture	0.663	0.216	0.409	приспособление
fixtures	0.643	0.330	0.370	приспособления
fizz	0.459	0.708	0.349	газене
fjord	0.510	0.404	0.463	фиорд
flabbergast	0.480	0.679	0.547	потресен
flabbergasted	0.312	0.802	0.342	поразен
flabby	0.292	0.358	0.250	отпуснат
flaccid	0.156	0.400	0.151	отпуснат
flag	0.592	0.378	0.536	знаме
flagging	0.521	0.519	0.509	маркиране
flagpole	0.500	0.394	0.458	пилон за знаме
flagrant	0.286	0.673	0.455	крещящо
flagship	0.592	0.587	0.703	флагман
flagstaff	0.520	0.517	0.500	флагшток
flair	0.775	0.471	0.676	нюх
flak	0.390	0.600	0.600	броня
flake	0.385	0.388	0.289	люспи
flaky	0.363	0.509	0.279	люспест
flamboyant	0.615	0.794	0.705	пищен
flame	0.448	0.574	0.615	пламък
flamethrower	0.160	0.882	0.683	огнехвъргачка
flaming	0.406	0.645	0.558	пламтящ
flamingo	0.667	0.451	0.482	фламинго
flammable	0.216	0.800	0.715	запалими
flan	0.604	0.304	0.198	флан
flange	0.500	0.306	0.390	фланец
flank	0.448	0.458	0.443	фланг
flanked	0.333	0.431	0.368	фланкиран
flanking	0.490	0.622	0.519	флангови
flannel	0.490	0.250	0.327	фланела
flap	0.275	0.385	0.344	клапа
flapping	0.458	0.728	0.404	пляскане
flare	0.558	0.823	0.508	изригване
flares	0.580	0.642	0.556	факли
flaring	0.625	0.771	0.509	изгаряне
flash	0.571	0.590	0.657	светкавица
flashback	0.265	0.400	0.485	ретроспекция
flashing	0.604	0.574	0.438	мига
flashlight	0.653	0.414	0.356	фенерче
flashy	0.704	0.600	0.827	наперен
flask	0.418	0.412	0.454	колба
flat	0.408	0.236	0.303	апартамент
flatbed	0.490	0.250	0.380	плосък
flatfoot	0.265	0.333	0.330	плоскостъпие
flatness	0.479	0.280	0.527	плоскост
flatten	0.286	0.469	0.442	изравнявам
flatter	0.521	0.418	0.302	лаская
flattered	0.865	0.608	0.708	поласкан
flattering	0.755	0.686	0.500	ласкателно
flattery	0.470	0.575	0.404	ласкателство
flatulence	0.210	0.632	0.343	метеоризъм
flaunt	0.438	0.611	0.525	парадирам
flavor	0.885	0.479	0.392	вкус
flaw	0.319	0.491	0.175	недостатък
flawed	0.133	0.490	0.194	недостатъчен
flawless	0.729	0.420	0.741	безупречен
flea	0.286	0.353	0.218	бълха
fleabag	0.271	0.557	0.348	торба с бълхи
fled	0.224	0.639	0.322	избягал
flee	0.292	0.796	0.232	бягам
fleece	0.561	0.250	0.381	руно
fleet	0.547	0.430	0.623	флота
fleeting	0.439	0.650	0.387	мимолетен
flesh	0.604	0.390	0.475	плът
fleshy	0.500	0.518	0.406	месест
flex	0.604	0.378	0.330	flex
flexibility	0.867	0.402	0.472	гъвкавост
flexible	0.719	0.460	0.465	гъвкав
flexin	0.552	0.559	0.366	флексин
flexion	0.449	0.551	0.418	флексия
flick	0.688	0.541	0.515	щракам
flicker	0.635	0.321	0.333	трептене
flickering	0.490	0.444	0.289	трептене
flier	0.541	0.490	0.652	летец
flight	0.646	0.630	0.587	полет
flighty	0.219	0.602	0.436	летящ
flimsy	0.302	0.396	0.189	крехък
flinch	0.350	0.804	0.555	трепвам
fling	0.439	0.696	0.534	хвърлям
flint	0.521	0.439	0.536	кремък
flip	0.281	0.529	0.435	флип
flip flop	0.417	0.519	0.321	джапанка
flipper	0.677	0.420	0.415	плавник
flipping	0.553	0.551	0.345	обръщане
flirt	0.792	0.790	0.538	флиртувам
flirtation	0.653	0.719	0.482	флирт
flirting	0.590	0.773	0.491	флиртуване
flirty	0.714	0.721	0.491	флиртуващ
float	0.688	0.394	0.344	плавам
floater	0.480	0.433	0.370	плувка
flock	0.500	0.546	0.543	стадо
flog	0.408	0.520	0.382	бич
flood	0.208	0.778	0.608	наводнение
floor	0.430	0.230	0.250	етаж
flooring	0.562	0.235	0.346	настилки
floozy	0.410	0.477	0.430	помия
flop	0.081	0.642	0.196	флоп
floppy	0.549	0.300	0.333	флопи
flora	0.833	0.324	0.567	флора
floral	0.833	0.235	0.264	флорален
florist	0.771	0.410	0.388	цветар
floss	0.500	0.280	0.278	конец за зъби
flotation	0.510	0.353	0.333	флотация
flounder	0.711	0.333	0.345	писия
flour	0.530	0.235	0.239	брашно
flourish	0.939	0.573	0.601	процъфтявам
flow	0.696	0.316	0.464	поток
flower	0.802	0.189	0.254	цвете
flowering	0.906	0.627	0.500	цъфтеж
flowers	0.875	0.324	0.330	цветя
flowery	0.792	0.332	0.446	цветен
flows	0.571	0.480	0.434	потоци
flu	0.230	0.547	0.250	грип
fluctuate	0.285	0.617	0.480	колебаят се
fluctuating	0.292	0.591	0.395	колебание
fluctuation	0.347	0.750	0.519	флуктуация
flue	0.354	0.688	0.451	димоотвод
fluency	0.776	0.504	0.718	плавност
fluent	0.760	0.500	0.614	свободно
fluff	0.520	0.264	0.172	пух
fluffy	0.781	0.431	0.356	пухкав
fluid	0.673	0.407	0.589	течност
fluidity	0.729	0.510	0.576	течливост
fluke	0.446	0.450	0.432	случайност
flunk	0.104	0.548	0.170	фалк
flunky	0.205	0.452	0.216	лакея
fluorescence	0.667	0.490	0.500	флуоресценция
fluorescent	0.602	0.595	0.500	флуоресцентни
flurries	0.422	0.760	0.517	вълни
flurry	0.302	0.760	0.559	вихрушка
flush	0.408	0.755	0.589	флъш
flustered	0.316	0.903	0.283	разтревожен
flute	0.635	0.330	0.363	флейта
fluted	0.438	0.438	0.389	набраздена
flutter	0.479	0.548	0.330	пърхане
fluvial	0.571	0.363	0.588	речни
flux	0.473	0.472	0.451	поток
fly	0.760	0.775	0.676	летя
flyboy	0.541	0.647	0.573	летец
flyer	0.480	0.300	0.362	листовка
flying	0.877	0.606	0.696	летене
flywheel	0.667	0.480	0.442	маховик
foal	0.542	0.578	0.482	жребче
foam	0.698	0.230	0.204	пяна
foaming	0.643	0.240	0.198	образуване на пяна
foamy	0.663	0.306	0.291	пенеста
fob	0.327	0.402	0.396	фоб
focal	0.367	0.365	0.482	огнищна
focus	0.690	0.382	0.648	фокус
fodder	0.316	0.358	0.430	фураж
foe	0.071	0.827	0.459	враг
fog	0.510	0.213	0.260	мъгла
foggy	0.354	0.337	0.302	мъгливо
foil	0.312	0.204	0.342	фолио
foiled	0.235	0.470	0.144	фолиран
fold	0.385	0.412	0.330	гънка
folded	0.179	0.373	0.327	сгънати
folder	0.490	0.279	0.375	папка
foliage	0.620	0.373	0.237	зеленина
folio	0.513	0.265	0.435	фолио
folk	0.663	0.433	0.432	народни
folklore	0.755	0.585	0.449	фолклор
follicle	0.406	0.331	0.436	фоликул
follicular	0.401	0.305	0.391	фоликуларен
follow	0.667	0.509	0.600	последвам
follower	0.646	0.488	0.461	последовател
folly	0.184	0.833	0.363	глупост
fond	0.885	0.602	0.518	обичам
fondle	0.823	0.485	0.355	галене
fondling	0.794	0.564	0.500	галене
fondness	0.885	0.391	0.503	привързаност
fondue	0.656	0.363	0.350	фондю
font	0.615	0.336	0.576	шрифт
food	0.888	0.324	0.527	храна
foodie	0.781	0.465	0.484	кулинар
fool	0.160	0.560	0.148	глупак
fooled	0.051	0.692	0.241	заблуден
foolhardy	0.541	0.816	0.596	безразсъден
fooling	0.167	0.755	0.384	заблуждавам се
foolish	0.316	0.255	0.109	глупав
foolishness	0.235	0.472	0.173	глупост
foolproof	0.479	0.484	0.500	безупречен
foot	0.490	0.290	0.254	крак
foot stool	0.469	0.317	0.355	табуретка за крака
footage	0.625	0.235	0.364	кадри
football	0.755	0.760	0.582	футбол
footbridge	0.582	0.375	0.440	пешеходен мост
foothold	0.673	0.336	0.582	опора
footing	0.760	0.346	0.464	опора
footlocker	0.500	0.417	0.393	шкафче за крака
footloose	0.549	0.595	0.447	разхлабен
footpath	0.677	0.321	0.473	пешеходна пътека
footprint	0.592	0.292	0.336	отпечатък
footwear	0.643	0.337	0.275	обувки
footwork	0.448	0.540	0.352	работа на краката
fop	0.281	0.561	0.328	фоп
forage	0.583	0.389	0.370	фураж
foray	0.418	0.618	0.676	набег
forbearance	0.520	0.471	0.549	търпение
forbid	0.115	0.686	0.598	забранявам
forbidding	0.198	0.781	0.500	забраняващ
force	0.612	0.750	0.905	сила
forced	0.180	0.721	0.458	принуден
forceful	0.533	0.673	0.898	силен
forceps	0.354	0.615	0.436	форцепс
forces	0.551	0.686	0.886	сили
forcibly	0.365	0.704	0.647	насила
ford	0.521	0.340	0.382	брод
fore	0.667	0.417	0.654	предна част
forearm	0.469	0.304	0.509	предмишницата
foreboding	0.439	0.706	0.636	предчувствие
forecast	0.783	0.419	0.698	прогноза
forecaster	0.635	0.611	0.846	синоптик
foreclose	0.220	0.582	0.560	възбранявам
foreclosure	0.167	0.651	0.500	възбрана
forefathers	0.690	0.412	0.627	предци
forefinger	0.510	0.254	0.370	показалец
forefront	0.573	0.559	0.811	преден план
forego	0.396	0.661	0.291	отказвам се
foregoing	0.420	0.346	0.324	гореизложеното
foregone	0.271	0.567	0.235	пропуснати
foreground	0.708	0.491	0.590	преден план
forehead	0.470	0.308	0.556	челото
foreign	0.573	0.681	0.385	чуждестранен
foreigner	0.500	0.519	0.480	чужденец
foreman	0.458	0.612	0.750	бригадир
foremost	0.735	0.593	0.907	преди всичко
forensic	0.439	0.627	0.436	криминалистика
forensics	0.235	0.545	0.679	криминалистика
foreplay	0.724	0.627	0.474	любовна игра
forerunner	0.694	0.540	0.843	предтеча
foresee	0.583	0.452	0.522	предвиждам
foreseen	0.566	0.361	0.562	предвидено
foresight	0.680	0.482	0.640	далновидност
forest	0.729	0.270	0.435	гора
forestall	0.540	0.550	0.606	предотвратя
forethought	0.765	0.491	0.580	предвидливост
foreveralone	0.296	0.375	0.343	завинаги сам
forevermore	0.843	0.425	0.614	завинаги
forewarned	0.480	0.618	0.606	предупреден
foreword	0.590	0.314	0.551	предговор
forfeit	0.083	0.635	0.245	неустойка
forfeited	0.156	0.650	0.352	конфискуван
forfeiture	0.184	0.588	0.368	конфискация
forge	0.520	0.424	0.686	ковачница
forger	0.156	0.673	0.518	фалшификатор
forgery	0.235	0.654	0.481	фалшификат
forget	0.312	0.382	0.209	забрави
forgetful	0.240	0.343	0.264	забравящ
forgetfulness	0.271	0.385	0.302	забравяне
forgive	0.781	0.408	0.562	прости
forgiven	0.750	0.302	0.510	простено
forgiveness	0.667	0.430	0.471	прошка
forgiving	0.885	0.317	0.556	прощаващ
forgotten	0.235	0.280	0.184	забравен
fork	0.406	0.300	0.529	вилица
forked	0.333	0.585	0.365	раздвоен
forking	0.327	0.596	0.490	раздвояване
forklift	0.480	0.537	0.526	мотокар
forlorn	0.316	0.571	0.217	изоставен
form	0.510	0.302	0.436	форма
formal	0.735	0.250	0.625	формален
formaldehyde	0.296	0.415	0.443	формалдехид
formalism	0.838	0.289	0.689	формализъм
formality	0.594	0.353	0.750	формалност
format	0.562	0.308	0.438	формат
formation	0.615	0.453	0.731	образуване
formative	0.688	0.442	0.800	формиращ
formed	0.656	0.272	0.696	образувани
formidable	0.708	0.709	0.857	страхотен
forming	0.729	0.343	0.800	формиране
formless	0.398	0.201	0.163	безформен
formula	0.521	0.450	0.585	формула
formulary	0.531	0.470	0.500	формуляр
formulate	0.851	0.456	0.673	формулирам
fornicate	0.396	0.933	0.565	блудствам
fornication	0.365	0.951	0.457	блудство
forsake	0.102	0.567	0.223	изоставям
forsaken	0.050	0.490	0.192	изоставен
forsooth	0.490	0.450	0.406	просъществувам
fort	0.780	0.673	0.860	крепост
forte	0.829	0.737	0.800	форте
forthcoming	0.660	0.509	0.600	предстоящи
forthright	0.663	0.411	0.546	откровен
forthwith	0.688	0.606	0.650	незабавно
fortification	0.652	0.769	0.817	укрепление
fortify	0.745	0.824	0.911	укрепвам
fortitude	0.823	0.608	0.897	сила на духа
fortnight	0.770	0.650	0.397	две седмици
fortnightly	0.592	0.337	0.398	на всеки две седмици
fortress	0.816	0.500	0.933	крепост
fortuitous	0.625	0.469	0.546	случайно
fortunate	0.927	0.639	0.836	късметлия
