English Word	Valence	Arousal	Dominance	Estonian Word
diver	0.594	0.520	0.564	sukelduja
diverge	0.375	0.657	0.520	lahknema
divergence	0.429	0.615	0.687	lahknemine
divergent	0.449	0.660	0.587	lahknev
diverging	0.417	0.613	0.573	lahknev
divers	0.583	0.580	0.602	sukeldujad
diverse	0.562	0.519	0.604	mitmekesine
diversified	0.602	0.538	0.549	mitmekesine
diversify	0.656	0.588	0.464	mitmekesistada
diversion	0.740	0.821	0.714	ümbersuunamine
diversionary	0.551	0.587	0.300	hajutav
diversity	0.806	0.472	0.711	mitmekesisust
divert	0.344	0.622	0.407	suunata
diverting	0.396	0.571	0.537	ümbersuunamine
divest	0.365	0.547	0.424	loovutama
divested	0.333	0.449	0.311	loovutatud
divestment	0.302	0.509	0.382	loovutamine
divide	0.333	0.520	0.417	jagama
divided	0.271	0.623	0.391	jagatud
dividend	0.583	0.491	0.566	dividend
divination	0.500	0.650	0.545	ennustamine
divine	0.918	0.571	0.885	jumalik
divinity	0.896	0.559	0.774	jumalikkus
divisible	0.323	0.462	0.411	jagatav
division	0.370	0.481	0.472	jaotus
divisor	0.344	0.517	0.455	jagaja
divorce	0.042	0.700	0.385	lahutust
divorcee	0.153	0.610	0.481	lahutatu
divulge	0.531	0.718	0.467	avaldama
divvy	0.351	0.462	0.429	divvy
dizziness	0.229	0.555	0.254	pearinglus
dizzy	0.199	0.582	0.193	uimane
do	0.670	0.548	0.536	teha
doable	0.760	0.404	0.675	teostatav
doc	0.458	0.317	0.392	dok
docile	0.604	0.259	0.264	kuulekas
dock	0.490	0.409	0.481	dokk
docked	0.281	0.754	0.398	dokitud
docket	0.505	0.509	0.607	dokk
docking	0.354	0.596	0.587	dokkimine
doctor	0.700	0.531	0.861	arst
doctorate	0.776	0.479	0.841	doktorikraad
doctrinal	0.510	0.373	0.673	õpetuslik
doctrine	0.500	0.394	0.769	doktriin
document	0.594	0.240	0.667	dokument
documentary	0.622	0.213	0.596	dokumentaalfilm
documentation	0.719	0.290	0.667	dokumentatsioon
documents	0.530	0.250	0.587	dokumente
dodge	0.333	0.760	0.509	põiklema
dodger	0.427	0.454	0.490	põikleja
dodging	0.396	0.654	0.382	põiklemine
dodgy	0.281	0.510	0.254	veider
dodo	0.438	0.306	0.353	dodo
doe	0.550	0.336	0.336	doe
doer	0.724	0.550	0.728	tegija
dog	0.704	0.500	0.407	koer
dogface	0.219	0.470	0.264	koeranägu
dogged	0.255	0.750	0.594	kangekaelne
doggy	0.646	0.491	0.404	koerake
doghouse	0.438	0.417	0.340	koerakuut
dogma	0.530	0.460	0.719	dogma
dogmatic	0.448	0.520	0.654	dogmaatiline
dogsick	0.571	0.490	0.377	koerahaige
doings	0.604	0.491	0.705	tegemised
doit	0.500	0.519	0.392	tee seda
dojo	0.500	0.435	0.455	dojo
doldrums	0.229	0.425	0.266	madalseis
dole	0.448	0.402	0.348	dole
doll	0.729	0.321	0.330	nukk
dollar	0.755	0.632	0.694	dollarit
dollhouse	0.643	0.245	0.363	nukumaja
dolor	0.167	0.635	0.375	dolor
dolphin	0.776	0.350	0.414	delfiin
domain	0.573	0.549	0.828	domeeni
dome	0.620	0.398	0.509	kuppel
domestic	0.729	0.327	0.500	kodune
domesticated	0.635	0.360	0.294	kodustatud
domestication	0.594	0.390	0.435	kodustamine
domicile	0.604	0.292	0.529	elukoht
domiciled	0.542	0.340	0.516	alaline elukoht
dominance	0.542	0.775	0.839	domineerimine
dominant	0.406	0.854	0.893	domineeriv
dominate	0.439	0.814	0.953	domineerima
dominating	0.427	0.769	0.902	domineeriv
domination	0.505	0.786	0.959	domineerimine
dominatrix	0.390	0.727	0.709	dominatrix
dominion	0.542	0.704	0.890	ülemvõimu
domino	0.594	0.510	0.473	doomino
don	0.646	0.454	0.702	don
donate	0.774	0.462	0.577	annetada
donation	0.792	0.398	0.602	annetus
donkey	0.406	0.367	0.245	eesel
donor	0.714	0.490	0.653	doonor
dontlikeyou	0.055	0.500	0.282	sa ei meeldi
dontmess	0.396	0.482	0.440	dontmess
dontmesswithme	0.312	0.635	0.440	ära sega minuga
dontpanic	0.469	0.465	0.425	ära paanitse
dontunderstand	0.219	0.357	0.271	ei saa aru
doodle	0.604	0.402	0.376	Doodle
doom	0.073	0.750	0.442	hukatus
doomed	0.041	0.755	0.301	hukule määratud
doomsday	0.125	0.861	0.670	maailmalõpupäev
door	0.549	0.189	0.421	uks
doorbell	0.564	0.500	0.307	uksekell
doorknob	0.406	0.553	0.462	ukselink
doorman	0.570	0.371	0.491	uksehoidja
doormat	0.458	0.269	0.267	uksematt
doornail	0.459	0.370	0.423	ukseküüs
doorstep	0.531	0.274	0.391	ukselävel
doorway	0.573	0.304	0.496	ukseava
dopamine	0.548	0.469	0.426	dopamiin
dope	0.295	0.855	0.425	doping
dopey	0.320	0.380	0.365	uimane
dork	0.272	0.519	0.361	nunnu
dorky	0.302	0.480	0.390	nukker
dorm	0.719	0.194	0.327	ühiselamu
dormant	0.385	0.245	0.245	uinunud
dormitory	0.633	0.204	0.382	ühiselamu
dorsal	0.449	0.360	0.445	seljaosa
dosage	0.344	0.450	0.490	annust
dose	0.458	0.490	0.427	annust
dossier	0.357	0.380	0.544	toimik
dot	0.434	0.290	0.391	punkt
doting	0.888	0.415	0.426	doing
dotted	0.480	0.347	0.426	täpiline
dotty	0.375	0.402	0.393	täpiline
double	0.677	0.378	0.569	kahekordne
doubled	0.427	0.536	0.560	kahekordistunud
doublet	0.420	0.431	0.500	dublett
doubling	0.459	0.452	0.464	kahekordistamine
doubt	0.395	0.351	0.231	kahtlema
doubtful	0.250	0.465	0.241	kahtlane
doubting	0.224	0.560	0.189	kahtledes
doubtless	0.688	0.415	0.689	kahtlemata
doubts	0.306	0.448	0.305	kahtlusi
douche	0.490	0.413	0.397	dušš
douchebags	0.327	0.587	0.366	pätid
dough	0.588	0.229	0.391	tainas
doughboy	0.365	0.443	0.396	taignapoiss
doughnut	0.663	0.380	0.279	sõõrik
dour	0.360	0.404	0.325	kurb
douse	0.365	0.453	0.412	tupsutama
dove	0.729	0.235	0.437	tuvi
down	0.208	0.330	0.264	alla
downcast	0.071	0.500	0.222	alla surutud
downer	0.120	0.594	0.226	allapoole
downfall	0.200	0.717	0.182	allakäik
downfield	0.521	0.330	0.380	allavälja
downhearted	0.119	0.461	0.255	masendunud
downhill	0.292	0.573	0.279	allamäge
download	0.602	0.490	0.503	lae alla
downpour	0.328	0.602	0.481	vihmasadu
downright	0.625	0.454	0.679	lausa
downriver	0.542	0.469	0.279	allajõgi
downside	0.190	0.400	0.246	negatiivne külg
downtime	0.240	0.226	0.324	seisakuid
downward	0.188	0.347	0.255	allapoole
downy	0.630	0.170	0.255	udune
dowry	0.604	0.453	0.544	kaasavara
doze	0.592	0.200	0.405	tukastada
dozen	0.583	0.343	0.425	tosin
drab	0.327	0.300	0.242	üksluine
draft	0.438	0.360	0.351	mustand
drafty	0.458	0.500	0.518	mustandiline
drag	0.388	0.606	0.348	vedama
dragon	0.541	0.821	0.712	draakon
dragonfly	0.571	0.373	0.357	kiil
drain	0.277	0.470	0.222	äravool
drainage	0.219	0.354	0.307	drenaaž
drained	0.310	0.441	0.352	kuivendatud
draining	0.337	0.396	0.304	äravool
drainpipe	0.417	0.413	0.277	äravoolutoru
drake	0.467	0.411	0.452	drake
drama	0.430	0.755	0.481	draama
dramaqueen	0.337	0.682	0.482	draamakuninganna
dramatic	0.367	0.780	0.443	dramaatiline
drape	0.417	0.439	0.404	drape
drapery	0.479	0.220	0.223	drapeering
drastic	0.194	0.839	0.657	drastiline
drat	0.302	0.516	0.409	drat
draught	0.465	0.245	0.316	mustand
draw	0.704	0.449	0.481	joonistada
drawback	0.302	0.422	0.148	puuduseks
drawbridge	0.551	0.557	0.438	tõstesild
drawer	0.429	0.196	0.292	sahtel
drawers	0.539	0.260	0.236	sahtlid
drawing	0.698	0.216	0.333	joonistamine
dread	0.153	0.792	0.368	hirm
dreaded	0.122	0.706	0.460	kardetud
dreadful	0.092	0.786	0.348	kohutav
dreadfully	0.246	0.806	0.306	kohutavalt
dreading	0.125	0.760	0.377	hirmutav
dream	0.844	0.157	0.328	unistus
dreamboat	0.776	0.491	0.458	unistuste paat
dreamer	0.820	0.394	0.455	unistaja
dreaming	0.854	0.320	0.336	unistades
dreamland	0.844	0.471	0.566	unistustemaa
dreams	0.865	0.415	0.530	unistused
dreamt	0.812	0.380	0.518	unistanud
dreamy	0.837	0.350	0.500	unistav
dreary	0.260	0.490	0.324	igav
dredge	0.427	0.445	0.444	tragi
drenched	0.302	0.361	0.388	läbimärjaks
dress	0.760	0.300	0.345	kleit
dresser	0.604	0.398	0.473	kummut
dressmaker	0.698	0.460	0.483	õmbleja
dressy	0.800	0.570	0.696	riietatud
dribble	0.417	0.551	0.465	tilgutama
dried	0.427	0.260	0.385	kuivatatud
drier	0.306	0.347	0.392	kuivemaks
drift	0.316	0.520	0.375	triivida
drifted	0.312	0.542	0.310	triivinud
drifter	0.449	0.512	0.391	triivija
driftwood	0.321	0.283	0.439	triivpuit
drill	0.250	0.602	0.573	puurida
drink	0.650	0.552	0.474	juua
drinker	0.365	0.735	0.441	joodik
drinking	0.562	0.459	0.317	joomine
drinks	0.729	0.656	0.412	joogid
drip	0.392	0.193	0.175	tilguti
dripping	0.302	0.257	0.267	tilkuv
drive	0.625	0.689	0.713	sõita
drivel	0.398	0.469	0.463	kihutamine
driver	0.553	0.538	0.637	autojuht
driveway	0.612	0.392	0.689	sõidutee
drizzle	0.521	0.353	0.319	tibutama
droll	0.459	0.573	0.422	ukerdada
drone	0.429	0.686	0.596	droon
drones	0.398	0.577	0.588	droonid
drool	0.385	0.398	0.204	sulistama
drooping	0.245	0.558	0.353	longus
droopy	0.438	0.350	0.297	longus
drop	0.479	0.321	0.291	tilk
droplet	0.625	0.208	0.194	tilk
dropout	0.253	0.550	0.481	välja kukkuma
dropper	0.333	0.216	0.236	tilguti
drought	0.133	0.353	0.267	põud
drove	0.541	0.528	0.623	sõitis
drown	0.071	0.860	0.270	uppuma
drowsiness	0.260	0.194	0.303	uimasus
drowsy	0.375	0.180	0.240	unine
drudgery	0.094	0.522	0.241	töörügamine
drug	0.214	0.790	0.453	ravim
drug dealing	0.042	0.843	0.500	uimastikaubandus
drugged	0.102	0.750	0.321	uimastanud
druggist	0.240	0.561	0.417	apteeker
drugs	0.167	0.750	0.368	ravimid
drugstore	0.490	0.343	0.518	apteek
druid	0.517	0.445	0.481	druiid
drum	0.615	0.679	0.339	trumm
drummer	0.646	0.700	0.564	trummar
drumming	0.594	0.750	0.426	trummimäng
drunk	0.194	0.800	0.250	purjus
drunk driving	0.073	0.900	0.306	joobes juhtimine
drunkard	0.240	0.873	0.250	joodik
drunken	0.155	0.849	0.250	purjus
drunkenness	0.214	0.774	0.336	joobumus
dry	0.363	0.169	0.311	kuiv
dryer	0.479	0.343	0.277	kuivati
dryness	0.292	0.296	0.263	kuivus
dual	0.573	0.330	0.384	kahekordne
dualism	0.490	0.406	0.536	dualism
duality	0.438	0.520	0.503	duaalsus
dub	0.510	0.480	0.387	dub
dubious	0.414	0.480	0.198	kahtlane
duchess	0.656	0.548	0.711	hertsoginna
duck	0.594	0.337	0.236	part
ducking	0.344	0.573	0.294	parditakse
duckling	0.602	0.353	0.263	pardipoeg
ducky	0.520	0.430	0.368	pardipoeg
duct	0.449	0.435	0.430	kanal
ductile	0.508	0.420	0.433	plastiline
dud	0.167	0.455	0.246	loll
dude	0.809	0.356	0.615	kutt
duds	0.347	0.311	0.339	pätid
due	0.562	0.340	0.467	tähtaeg
duel	0.271	0.696	0.589	duell
dues	0.367	0.461	0.288	tasud
duet	0.694	0.693	0.527	duett
duffel	0.500	0.400	0.384	duffel
dugout	0.490	0.370	0.463	kaev
duh	0.357	0.461	0.364	duh
duke	0.667	0.440	0.669	hertsog
dull	0.194	0.120	0.185	tuim
dullard	0.450	0.480	0.365	tuim
dumb	0.188	0.330	0.151	loll
dumbasses	0.316	0.590	0.363	lollid
dumbbell	0.302	0.469	0.364	hantel
dumbbitch	0.281	0.636	0.393	loll
dumfound	0.271	0.551	0.295	lolliks leitud
dumfounder	0.406	0.481	0.400	dumfoder
dummy	0.440	0.144	0.250	mannekeen
dump	0.345	0.500	0.370	prügimäele
dumpling	0.580	0.321	0.360	pelmeen
dumps	0.302	0.583	0.365	prügimäed
dumpster	0.229	0.418	0.101	prügikast
dun	0.458	0.431	0.339	duun
dunce	0.188	0.327	0.146	jama
dune	0.459	0.173	0.414	luide
dung	0.104	0.549	0.149	sõnnik
dungeon	0.276	0.608	0.440	koopasse
dunk	0.406	0.333	0.475	dunk
duo	0.510	0.500	0.447	duo
dupe	0.184	0.760	0.327	loll
duplex	0.592	0.452	0.467	dupleks
duplicate	0.521	0.490	0.338	duplikaat
duplication	0.480	0.564	0.577	dubleerimine
duplicity	0.406	0.500	0.578	kahepalgelisus
durability	0.750	0.398	0.813	vastupidavus
durable	0.740	0.294	0.688	vastupidav
duration	0.656	0.370	0.536	kestus
duress	0.302	0.569	0.612	sund
dusk	0.532	0.276	0.519	hämarus
dusky	0.229	0.528	0.324	hämar
dust	0.344	0.246	0.241	tolm
duster	0.408	0.265	0.296	tolmulapp
dustpan	0.609	0.466	0.371	tolmulapp
dusty	0.406	0.294	0.255	tolmune
dutiful	0.724	0.245	0.585	kohusetundlik
duty	0.583	0.579	0.651	kohustus
dwarf	0.370	0.340	0.288	kääbus
dwarfed	0.365	0.265	0.293	kääbus
dweeb	0.354	0.446	0.327	dweeb
dwell	0.698	0.245	0.611	elama
dweller	0.615	0.304	0.500	elanik
dwelling	0.765	0.330	0.481	eluruum
dye	0.479	0.314	0.371	värvaine
dying	0.040	0.664	0.422	suremas
dyke	0.438	0.396	0.566	tamm
dynamic	0.724	0.750	0.836	dünaamiline
dynamical	0.786	0.730	0.827	dünaamiline
dynamics	0.745	0.682	0.774	dünaamika
dynamite	0.344	0.860	0.783	dünamiit
dynamo	0.531	0.650	0.593	dünamo
dynasty	0.725	0.588	0.936	dünastia
dysentery	0.260	0.528	0.345	düsenteeria
dysfunction	0.156	0.410	0.386	düsfunktsioon
dysfunctional	0.125	0.558	0.307	düsfunktsionaalne
dyspepsia	0.212	0.470	0.460	düspepsia
eager	0.521	0.812	0.306	innukas
eagerness	0.406	0.621	0.443	innukus
eagle	0.604	0.594	0.679	kotkas
ear	0.469	0.216	0.231	kõrva
earful	0.533	0.462	0.443	kõrvaline
earl	0.582	0.461	0.794	krahv
earlier	0.562	0.352	0.339	varem
early	0.633	0.373	0.426	vara
earn	0.865	0.769	0.817	teenida
earnest	0.653	0.380	0.670	tõsine
earnestly	0.847	0.490	0.717	tõsiselt
earnestness	0.812	0.373	0.615	tõsimeelsus
earnings	0.938	0.650	0.875	tulud
earpiece	0.583	0.286	0.452	kuular
earring	0.583	0.520	0.500	kõrvarõngas
earrings	0.676	0.346	0.517	kõrvarõngad
earshot	0.552	0.332	0.408	kuuldekaugus
earth	0.750	0.225	0.614	maa
earthenware	0.552	0.210	0.320	savinõud
earthling	0.531	0.412	0.570	maalane
earthly	0.625	0.318	0.518	maise
earthquake	0.073	0.930	0.812	maavärin
earthy	0.375	0.413	0.404	mullane
ease	0.796	0.385	0.491	kergus
easel	0.694	0.340	0.527	molbert
easement	0.479	0.345	0.302	servituut
easily	0.885	0.279	0.453	lihtsalt
east	0.510	0.250	0.317	ida poole
eastbound	0.541	0.408	0.402	idasuunas
eastern	0.521	0.420	0.480	idapoolne
easy	0.865	0.194	0.373	lihtne
easygoing	0.823	0.276	0.538	muretu
eat	0.731	0.500	0.464	sööma
eater	0.459	0.337	0.510	sööja
eating	0.847	0.491	0.615	söömine
eatingdisorders	0.365	0.608	0.508	söömishäired
eavesdrop	0.375	0.710	0.368	pealtkuulamine
eavesdropping	0.490	0.380	0.441	pealtkuulamine
ebb	0.354	0.451	0.404	mõõn
ebony	0.490	0.317	0.400	eebenipuu
ebullient	0.659	0.856	0.746	tormav
eccentric	0.531	0.806	0.721	ekstsentriline
eccentricity	0.408	0.735	0.745	ekstsentrilisus
ecclesiastical	0.673	0.270	0.660	kiriklik
echelon	0.490	0.404	0.425	ešelon
echinacea	0.592	0.418	0.454	ehhiaatsia
echo	0.573	0.373	0.345	kaja
eclectic	0.646	0.542	0.508	eklektiline
eclipse	0.541	0.469	0.616	varjutus
ecliptic	0.531	0.520	0.556	ekliptika
ecological	0.885	0.290	0.607	ökoloogiline
economic	0.561	0.408	0.639	majanduslik
economical	0.667	0.564	0.673	ökonoomne
economics	0.625	0.481	0.632	majandusteadus
economy	0.583	0.434	0.771	majandust
ecosystem	0.729	0.259	0.633	ökosüsteem
ecstasy	0.796	0.922	0.655	ekstaas
ecstatic	0.875	0.769	0.742	ekstaatiline
ecumenical	0.561	0.450	0.547	oikumeeniline
eddy	0.500	0.394	0.350	pööris
edema	0.250	0.519	0.318	turse
edge	0.439	0.470	0.468	serv
edging	0.479	0.394	0.370	ääris
edgy	0.281	0.895	0.306	närviline
edible	0.750	0.425	0.497	söödav
edict	0.316	0.547	0.560	edikt
edification	0.625	0.481	0.697	ülesehitamine
edifice	0.551	0.403	0.610	ehitis
edit	0.510	0.410	0.544	muuda
editing	0.604	0.404	0.493	toimetamine
edition	0.542	0.455	0.564	väljaanne
editor	0.772	0.431	0.673	toimetaja
editorial	0.583	0.330	0.570	toimetus
educate	0.760	0.380	0.728	harima
educated	0.816	0.297	0.625	haritud
education	0.896	0.275	0.840	haridust
educational	0.745	0.457	0.764	hariv
educator	0.827	0.317	0.845	kasvataja
eeeek	0.367	0.540	0.349	eeeek
eeek	0.333	0.490	0.302	eeek
eek	0.292	0.529	0.343	eek
eel	0.292	0.564	0.487	angerjas
eerie	0.265	0.771	0.442	õudne
effect	0.570	0.518	0.608	mõju
effective	0.844	0.632	0.891	tõhus
effectiveness	0.640	0.654	0.812	tõhusust
effects	0.470	0.578	0.379	mõjusid
effectual	0.776	0.559	0.820	mõjusad
effectually	0.724	0.500	0.594	tõhusalt
effectuate	0.510	0.602	0.679	teostada
effeminate	0.337	0.619	0.291	naiselik
efficacious	0.823	0.698	0.845	tõhus
efficacy	0.802	0.490	0.906	tõhusust
efficiency	0.802	0.509	0.892	tõhusust
efficient	0.959	0.604	0.830	tõhus
effigy	0.510	0.440	0.401	kujund
effort	0.698	0.778	0.858	pingutus
effortless	0.626	0.090	0.352	pingutuseta
effusion	0.344	0.730	0.472	efusioon
effyou	0.354	0.529	0.490	effyou
egg	0.684	0.241	0.293	muna
egghead	0.316	0.492	0.284	munapea
eggnog	0.635	0.360	0.259	munanukk
eggplant	0.592	0.152	0.323	baklažaan
eggshell	0.408	0.269	0.212	munakoor
ego	0.328	0.576	0.593	ego
egomaniac	0.133	0.708	0.596	egomaniakk
egotistical	0.156	0.667	0.363	egoistlik
egregious	0.150	0.716	0.442	kohutav
egress	0.490	0.429	0.287	väljapääs
eight	0.540	0.199	0.315	kaheksa
eighteen	0.523	0.340	0.404	kaheksateist
eighth	0.531	0.226	0.380	kaheksas
eighty	0.500	0.300	0.453	kaheksakümmend
ejaculate	0.604	0.896	0.604	ejakuleerida
ejaculation	0.615	0.893	0.547	ejakulatsioon
eject	0.434	0.656	0.559	väljutama
ejection	0.188	0.836	0.554	väljutamine
elaborate	0.561	0.367	0.680	viimistleda
elaboration	0.708	0.500	0.598	viimistlemine
elan	0.562	0.367	0.500	elan
elapse	0.514	0.440	0.455	mööduma
elapsed	0.583	0.451	0.493	möödunud
elastic	0.656	0.518	0.385	elastne
elasticity	0.635	0.452	0.582	elastsus
elated	0.792	0.960	0.725	elevil
elation	0.740	0.853	0.623	elevus
elbow	0.448	0.133	0.254	küünarnukk
eld	0.471	0.292	0.451	eld
elder	0.448	0.153	0.462	vanem
elders	0.602	0.260	0.441	vanemad
eldest	0.625	0.471	0.741	vanim
elect	0.667	0.554	0.661	valitud
election	0.625	0.519	0.651	valimised
elective	0.612	0.380	0.623	valikaine
elector	0.479	0.520	0.766	valijamees
electoral	0.490	0.631	0.602	valimiste
electorate	0.560	0.380	0.696	valijaskond
electric	0.458	0.708	0.512	elektriline
electric slide	0.542	0.660	0.536	elektriline liumägi
electrical	0.531	0.620	0.688	elektriline
electrician	0.449	0.590	0.620	elektrik
electricity	0.698	0.810	0.733	elektrit
electrify	0.520	0.769	0.737	elektrifitseerida
electrocute	0.271	0.731	0.555	elektrilöögi
electrocution	0.177	0.844	0.692	elektrilöögist
electromagnetic	0.531	0.632	0.683	elektromagnetiline
electron	0.520	0.455	0.560	elektron
electronic	0.571	0.490	0.704	elektrooniline
electronics	0.708	0.545	0.574	elektroonika
elegance	0.918	0.396	0.824	elegants
elegant	0.865	0.500	0.685	elegantne
element	0.531	0.259	0.481	element
elemental	0.627	0.306	0.711	elementaarne
elementary	0.594	0.286	0.686	elementaarne
elements	0.510	0.312	0.462	elemendid
elephant	0.531	0.510	0.615	elevant
elevate	0.812	0.500	0.804	tõsta
elevated	0.704	0.594	0.620	kõrgendatud
elevation	0.760	0.759	0.711	kõrgendus
elevator	0.562	0.604	0.676	lift
eleven	0.449	0.250	0.430	üksteist
eleventh	0.594	0.329	0.357	üheteistkümnes
elf	0.460	0.457	0.315	päkapikk
elicit	0.406	0.594	0.658	esile kutsuda
eligible	0.750	0.400	0.518	abikõlblikud
eliminate	0.265	0.670	0.324	kõrvaldada
elimination	0.052	0.667	0.431	kõrvaldamine
elite	0.688	0.704	0.737	eliit
elitist	0.500	0.606	0.656	elitaarne
elixir	0.708	0.587	0.604	eliksiir
elk	0.439	0.337	0.340	põdrad
ell	0.469	0.418	0.373	ell
ellipse	0.531	0.410	0.479	ellips
ellipsis	0.653	0.358	0.314	ellips
ellipsoid	0.500	0.440	0.419	ellipsoid
elliptic	0.500	0.431	0.528	elliptiline
elliptical	0.338	0.385	0.490	elliptilised
elm	0.510	0.345	0.321	jalakas
elongate	0.583	0.385	0.540	pikeneb
elongation	0.561	0.500	0.500	pikenemine
elope	0.396	0.694	0.528	põgeneda
eloquence	0.729	0.490	0.804	sõnaosavus
eloquent	0.870	0.680	0.741	kõnekas
elucidate	0.583	0.509	0.518	selgitada
elucidation	0.650	0.574	0.586	selgitamine
elude	0.438	0.521	0.464	pääseda
elusive	0.229	0.615	0.466	tabamatu
emaciated	0.103	0.541	0.151	kõhnunud
email	0.698	0.230	0.456	email
emanate	0.653	0.464	0.554	eralduma
emancipation	0.704	0.684	0.763	emantsipatsioon
embankment	0.677	0.438	0.436	muldkeha
embargo	0.229	0.564	0.443	embargo
embark	0.541	0.550	0.619	asuda
embarrass	0.082	0.667	0.364	piinlik
embarrassed	0.184	0.560	0.246	piinlik
embarrassing	0.226	0.809	0.225	piinlik
embarrassment	0.143	0.685	0.226	piinlikkust
embassy	0.622	0.333	0.758	saatkond
embattled	0.235	0.724	0.421	sõditud
embed	0.417	0.554	0.670	manustada
embellish	0.842	0.500	0.769	kaunistama
embellishment	0.673	0.449	0.405	kaunistus
embers	0.490	0.481	0.508	süsi
embezzlement	0.143	0.827	0.435	omastamine
embezzler	0.146	0.823	0.491	omastaja
emblem	0.640	0.330	0.754	embleem
emblematic	0.771	0.459	0.798	sümboolne
embodiment	0.562	0.690	0.663	kehastus
embolism	0.104	0.660	0.302	emboolia
embossed	0.531	0.481	0.500	reljeefne
embrace	0.949	0.490	0.452	embama
embroidered	0.677	0.279	0.407	tikitud
embroidery	0.781	0.358	0.280	tikand
embroiled	0.337	0.721	0.420	segaduses
embryo	0.673	0.469	0.453	embrüo
embryonic	0.573	0.453	0.598	embrüonaalne
emcee	0.694	0.577	0.691	emcee
emerald	0.740	0.363	0.726	smaragd
emerge	0.602	0.594	0.731	esile kerkima
emergence	0.276	0.857	0.676	tekkimine
emergency	0.200	0.900	0.571	hädaolukord
emeritus	0.633	0.402	0.735	emeriit
emery	0.469	0.583	0.472	smirgel
emetophobia	0.243	0.620	0.403	emetofoobia
emigrate	0.356	0.812	0.508	emigreeruma
emigration	0.564	0.664	0.432	väljaränne
eminence	0.816	0.644	0.837	eminentsus
eminent	0.740	0.620	0.830	silmapaistev
eminently	0.694	0.607	0.773	silmapaistvalt
emir	0.510	0.396	0.621	emir
emissary	0.562	0.462	0.636	emissaar
emission	0.510	0.453	0.591	emissioon
emit	0.638	0.445	0.510	kiirgama
emo	0.354	0.314	0.226	emo
emotion	0.693	0.873	0.696	emotsioon
emotional	0.779	0.714	0.526	emotsionaalne
emotive	0.917	0.741	0.525	emotsionaalne
empathic	0.760	0.570	0.558	empaatiline
empathize	0.802	0.591	0.660	kaasa tundma
empathy	0.729	0.349	0.545	empaatia
