English Word	Valence	Arousal	Dominance	Xhosa Word
dialysis	0.194	0.567	0.407	dialysis
diameter	0.427	0.298	0.483	ububanzi
diamond	0.910	0.606	0.769	idayimani
diamonds	0.927	0.684	0.917	iidayimani
diaper	0.409	0.274	0.155	idiaper
diaphragm	0.459	0.337	0.517	i-diaphragm
diarrhea	0.092	0.684	0.143	urhudo
diarrhoea	0.038	0.692	0.250	urhudo
diary	0.698	0.292	0.464	idayari
diatribe	0.354	0.569	0.409	diatribe
dib	0.479	0.370	0.344	dib
dibs	0.510	0.410	0.391	dibs
dice	0.458	0.441	0.264	idayisi
dicey	0.290	0.833	0.727	idayisi
dichotomous	0.365	0.452	0.538	dichotomous
dichotomy	0.323	0.482	0.483	i-dichotomy
dick	0.208	0.500	0.462	udick
dickhead	0.115	0.608	0.284	intloko yentloko
dicks	0.310	0.694	0.358	iidicks
dictate	0.480	0.423	0.668	yalela
dictation	0.255	0.378	0.627	ukubizela
dictator	0.073	0.760	0.862	uzwilakhe
dictatorial	0.204	0.770	0.840	zwilakhe
dictatorship	0.082	0.806	0.784	ubuzwilakhe
diction	0.439	0.373	0.679	isichazamazwi
dictionary	0.620	0.250	0.598	isichazi-magama
dictum	0.385	0.510	0.528	intetho
didactic	0.645	0.480	0.673	i-didactic
diddle	0.429	0.566	0.393	diddle
die	0.031	0.765	0.259	fa
died	0.021	0.650	0.327	wafa
diesel	0.490	0.327	0.448	idizili
diet	0.429	0.235	0.398	ukutya
dietary	0.551	0.220	0.261	ukutya
differ	0.230	0.398	0.396	yahluka
difference	0.474	0.560	0.483	umahluko
differences	0.365	0.582	0.342	iyantlukwano
different	0.612	0.394	0.473	ezahlukeneyo
differential	0.520	0.378	0.535	umahluko
differentiation	0.367	0.561	0.535	umahluko
differently	0.480	0.431	0.506	ngokwahlukileyo
differing	0.418	0.410	0.455	ezahlukeneyo
difficult	0.235	0.700	0.508	nzima
difficulties	0.082	0.784	0.357	ubunzima
difficulty	0.079	0.740	0.368	ubunzima
diffuse	0.430	0.431	0.321	sasaza
diffusion	0.356	0.615	0.517	ukusasazwa
dig	0.367	0.585	0.637	gmba
digest	0.720	0.413	0.483	ukwetyisa
digestion	0.531	0.410	0.455	ukwetyisa
digestive	0.542	0.413	0.434	yokwetyisa
digit	0.447	0.286	0.333	idijithi
digital	0.740	0.382	0.529	idijithali
dignified	0.766	0.481	0.635	ngesidima
dignify	0.854	0.588	0.735	isidima
dignity	0.844	0.391	0.873	isidima
digress	0.271	0.625	0.411	ukugqabhuka
digs	0.448	0.670	0.635	ukugrumba
dike	0.360	0.384	0.490	dike
dilapidated	0.229	0.618	0.286	edlekile
dilatation	0.385	0.574	0.368	Ukwandiswa
dilation	0.347	0.490	0.578	ukwandiswa
dildo	0.536	0.587	0.491	dildo
dilemma	0.153	0.590	0.430	ingxaki
diligence	0.688	0.423	0.700	inkuthalo
diligent	0.760	0.426	0.759	ukhuthele
dill	0.427	0.360	0.373	idile
diluent	0.417	0.344	0.332	diluent
dilute	0.275	0.192	0.349	nciphisa
diluted	0.469	0.310	0.229	ixutywe
dilution	0.445	0.337	0.352	ukuhlanjululwa
dim	0.398	0.321	0.273	dim
dime	0.653	0.317	0.345	dime
dimension	0.592	0.415	0.627	ubukhulu
dimensional	0.561	0.484	0.596	macala
diminish	0.240	0.357	0.167	nciphisa
diminished	0.156	0.269	0.196	iyancipha
diminution	0.316	0.296	0.245	ukuncipha
diminutive	0.323	0.200	0.109	nciphisa
dimwit	0.255	0.459	0.175	dimwit
din	0.440	0.417	0.398	din
dine	0.821	0.519	0.478	yitya
diner	0.643	0.302	0.538	isidlo sangokuhlwa
dinghy	0.510	0.269	0.325	dinji
dingo	0.608	0.472	0.346	idingo
dingy	0.156	0.483	0.343	dindy
dining	0.724	0.350	0.459	yokutyela
dinky	0.357	0.451	0.358	dinky
dinner	0.823	0.392	0.379	isidlo sangokuhlwa
dinnertime	0.796	0.406	0.341	ixesha lesidlo
dinosaur	0.448	0.630	0.596	idayinaso
dint	0.378	0.480	0.492	dint
diocesan	0.520	0.283	0.518	kwidayosisi
diocese	0.510	0.288	0.575	kwidayosisi
diorama	0.592	0.441	0.462	idiorama
dioxide	0.354	0.433	0.456	idayoksayidi
dip	0.516	0.583	0.397	dipha
diploma	0.750	0.462	0.731	idiploma
diplomacy	0.740	0.396	0.774	idiplomacy
diplomat	0.563	0.262	0.868	unozakuzaku
diplomatic	0.653	0.363	0.918	idiplomatic
dipper	0.548	0.361	0.348	idipha
dippy	0.430	0.402	0.340	dippy
dipstick	0.365	0.312	0.316	intonga
dire	0.214	0.660	0.259	inzima
direct	0.793	0.403	0.650	ngqo
directed	0.542	0.490	0.541	yalathisa
direction	0.719	0.330	0.684	ulwalathiso
directive	0.604	0.530	0.918	isikhokelo
directly	0.747	0.400	0.702	ngqo
director	0.688	0.580	0.912	umlawuli
directory	0.439	0.413	0.538	ulawulo
dirt	0.112	0.500	0.236	ubumdaka
dirty	0.153	0.460	0.170	imdaka
disability	0.073	0.482	0.173	isiphene
disable	0.115	0.430	0.269	khubaza
disabled	0.308	0.443	0.235	ikhubazekile
disadvantage	0.150	0.377	0.282	ukusilela
disaffected	0.176	0.410	0.291	ndingachaphazeleki
disagree	0.133	0.590	0.345	andivumelani
disagreeable	0.042	0.643	0.178	engavumelaniyo
disagreeing	0.255	0.643	0.350	ukungavumelani
disagreement	0.104	0.618	0.236	ukungavisisani
disallow	0.156	0.519	0.424	ukungavumeli
disallowed	0.135	0.500	0.328	Akuvunyelwanga
disapointment	0.104	0.418	0.231	ukudana
disappear	0.143	0.441	0.350	zinyamalale
disappearance	0.214	0.698	0.367	ukunyamalala
disappearing	0.167	0.427	0.379	inyamalala
disappoint	0.150	0.633	0.288	ukuphoxa
disappointed	0.071	0.472	0.241	ukuphoxeka
disappointing	0.073	0.640	0.200	ukuphoxa
disappointment	0.115	0.490	0.336	ukuphoxeka
disapproval	0.085	0.551	0.367	ukungavumi
disapprove	0.160	0.594	0.445	ngavumi
disapproved	0.104	0.550	0.114	akavunyelwa
disapproving	0.245	0.625	0.452	ukungavumi
disarm	0.292	0.528	0.613	khulula izixhobo
disarray	0.198	0.657	0.223	ukuphazamiseka
disaster	0.082	0.892	0.433	intlekele
disastrous	0.071	0.741	0.439	yintlekele
disband	0.302	0.491	0.417	chitha
disbelief	0.188	0.409	0.373	ukungakholelwa
disbelieve	0.188	0.441	0.352	bangakholwa
disburse	0.418	0.473	0.353	khupha
disbursement	0.240	0.443	0.435	imbuyekezo
disc	0.622	0.410	0.426	idiski
discard	0.240	0.343	0.337	lahla
discarded	0.229	0.460	0.308	ilahliwe
discards	0.240	0.464	0.391	lahla
discern	0.459	0.566	0.518	qonda
discernible	0.427	0.441	0.481	ebonakalayo
discerning	0.542	0.584	0.780	ukuqonda
discernment	0.408	0.471	0.694	ukuqonda
discharge	0.427	0.538	0.578	ukukhupha
disciple	0.765	0.385	0.462	umfundi
disciplinary	0.562	0.593	0.796	ingqeqesho
discipline	0.615	0.471	0.806	uqeqesho
disciplined	0.728	0.450	0.750	ingqeqesho
disclaim	0.235	0.509	0.321	ukuzikhanyela
disclaimer	0.367	0.571	0.542	i-disclaimer
disclose	0.490	0.570	0.545	chaza
disclosed	0.271	0.575	0.546	ibhengeziwe
disclosure	0.500	0.615	0.710	ukuxela
disco	0.710	0.806	0.575	idisko
discoloration	0.224	0.373	0.414	ukuguquka kwebala
discolored	0.204	0.340	0.269	iguqulwe umbala
discomfort	0.153	0.719	0.272	ukungakhululeki
disconcerted	0.100	0.612	0.288	ukuphazamiseka
disconcerting	0.106	0.549	0.269	iyaphazamisa
disconnect	0.438	0.292	0.191	qhawula unxibelelwano
disconnected	0.292	0.276	0.173	iqhawulwe
disconnection	0.167	0.283	0.277	uqhawulo
disconnects	0.256	0.357	0.241	iyaqhawula
discontent	0.240	0.530	0.263	ukungoneliseki
discontinuance	0.123	0.741	0.337	ukupheliswa
discontinue	0.354	0.396	0.349	yeka
discontinuity	0.303	0.439	0.250	ukungaqhubeki
discontinuous	0.233	0.409	0.316	engaqhubekiyo
discord	0.115	0.882	0.465	imbambano
discount	0.724	0.530	0.302	isaphulelo
discounted	0.677	0.471	0.430	isaphulelo
discourage	0.184	0.443	0.267	tyhafisa
discouraged	0.220	0.304	0.090	dimazekile
discouragement	0.112	0.319	0.206	ukudimazeka
discouraging	0.167	0.469	0.281	ukudimaza
discourse	0.410	0.550	0.803	intetho
discover	0.771	0.793	0.673	fumana
discovery	0.823	0.627	0.814	ukufumanisa
discredit	0.075	0.529	0.355	ukuthoba isidima
discredited	0.112	0.491	0.182	engagunyaziswanga
discreet	0.552	0.216	0.532	eyingqondi
discrepancy	0.260	0.643	0.417	ukungangqinelani
discrete	0.585	0.231	0.429	ecacileyo
discretion	0.552	0.320	0.685	ingqiqo
discretionary	0.520	0.365	0.446	ngokwengqiqo
discriminate	0.125	0.761	0.366	ukucalula
discriminating	0.160	0.783	0.462	ukucalula
discrimination	0.051	0.724	0.379	ucalucalulo
discus	0.542	0.423	0.343	xoxa
discuss	0.396	0.769	0.509	xoxa
discussion	0.333	0.842	0.536	ingxoxo
disdain	0.153	0.446	0.441	indelelo
disdainful	0.097	0.480	0.263	nendelelo
disease	0.041	0.539	0.333	isifo
diseased	0.123	0.510	0.134	nesifo
disembodied	0.167	0.620	0.412	ngaphandle komzimba
disengage	0.406	0.529	0.304	khulula
disengagement	0.327	0.373	0.395	ukungabandakanywa
disfigured	0.153	0.613	0.336	yonakele
disgrace	0.061	0.531	0.331	ihlazo
disgraced	0.071	0.661	0.250	ihlazo
disgraceful	0.082	0.702	0.240	ilihlazo
disgruntled	0.104	0.658	0.442	engonelisekanga
disguise	0.573	0.694	0.431	guqula
disguised	0.500	0.615	0.326	ezifihlile
disgust	0.052	0.775	0.317	ukucaphuka
disgusted	0.051	0.773	0.274	ndonyanya
disgusting	0.031	0.796	0.245	lizothe
dish	0.552	0.255	0.264	isitya
disheartened	0.153	0.343	0.238	tyhafile
disheartening	0.010	0.353	0.224	iyadanisa
dishonest	0.191	0.491	0.163	abanganyanisekanga
dishonesty	0.094	0.592	0.348	ukunganyaniseki
dishonor	0.104	0.620	0.185	ihlazo
dishonorable	0.112	0.641	0.280	engahlonitshwa
dishwasher	0.480	0.296	0.324	isihlambi zitya
disillusionment	0.051	0.519	0.190	ukuphoxeka
disinclination	0.125	0.491	0.330	ukungatyeleli
disincline	0.458	0.454	0.278	ukuzithoba
disinclined	0.385	0.442	0.364	engathembekanga
disinfect	0.448	0.388	0.648	bulala iintsholongwane
disinfectant	0.531	0.429	0.460	isibulali ntsholongwane
disinfection	0.517	0.556	0.473	ukubulala iintsholongwane
disinformation	0.230	0.577	0.260	disinformation
disingenuous	0.194	0.509	0.204	engenanceba
disintegrate	0.143	0.660	0.364	qhekeka
disintegration	0.094	0.551	0.381	ukuqhekeka
disinterested	0.398	0.284	0.392	engenamdla
disjoint	0.351	0.385	0.322	ukungahlangani
disjointed	0.323	0.518	0.365	engadibaniyo
disjunctive	0.286	0.481	0.400	idibanisi
disk	0.573	0.423	0.412	idiski
diskette	0.531	0.255	0.391	idiski
dislike	0.156	0.406	0.321	ukungathandi
disliked	0.062	0.510	0.221	engathandwa
disliking	0.163	0.637	0.366	ukungathandi
dislocated	0.125	0.625	0.200	shenxisiwe
dislocation	0.229	0.565	0.373	ukususwa
dislodge	0.214	0.769	0.356	gxotha
disloyal	0.062	0.582	0.245	abanganyanisekanga
disloyalty	0.187	0.716	0.267	ukunganyaniseki
dismal	0.194	0.450	0.192	lusizi
dismantle	0.347	0.644	0.462	qhaqha
dismay	0.314	0.681	0.459	ukudana
dismayed	0.165	0.735	0.389	ukudana
dismemberment	0.104	0.860	0.470	ukunqunyulwa
dismiss	0.167	0.541	0.509	gxotha
dismissal	0.153	0.723	0.271	ukugxothwa
dismissive	0.188	0.541	0.430	gxotha
dismount	0.361	0.423	0.391	yehla
disobedience	0.051	0.868	0.369	ukungathobeli
disobedient	0.276	0.706	0.353	abangathobeliyo
disobey	0.143	0.556	0.491	ukungathobeli
disorder	0.115	0.816	0.218	ukuphazamiseka
disordered	0.210	0.714	0.288	iphazamisekile
disorderly	0.188	0.748	0.385	ngokungalungelelananga
disorganized	0.052	0.507	0.184	Ukungalungelelani
disorientation	0.163	0.472	0.212	ukuphazamiseka kwengqondo
disoriented	0.227	0.643	0.227	ukudideka
disown	0.153	0.637	0.368	azikhanyele
disparage	0.092	0.663	0.336	ukugxeka
disparaging	0.102	0.626	0.411	ukuthoba
disparate	0.438	0.500	0.368	ezahlukeneyo
disparity	0.208	0.482	0.361	ukungafani
dispassionate	0.199	0.217	0.218	ukungabi naluvelwano
dispatch	0.317	0.417	0.555	ukuthumela
dispatcher	0.365	0.704	0.652	umthumeli
dispel	0.388	0.402	0.411	gxotha
dispensary	0.406	0.380	0.606	i-dispensary
dispensation	0.388	0.462	0.490	unikezelo
dispense	0.561	0.520	0.518	khupha
dispenser	0.583	0.392	0.470	umkhupheli
dispersal	0.388	0.507	0.421	ukusasazeka
disperse	0.375	0.569	0.434	ukusasazeka
dispersed	0.344	0.490	0.274	sachithwa
dispersion	0.270	0.604	0.350	ukusasazeka
dispirited	0.204	0.280	0.142	ndiphelelwe lithemba
displace	0.424	0.541	0.454	susa indawo
displaced	0.281	0.472	0.291	bagxothiwe
displacement	0.276	0.531	0.481	ukufuduswa
displacency	0.500	0.528	0.642	ukufuduka
display	0.677	0.325	0.400	umboniso
displease	0.021	0.702	0.286	ukungakholisi
displeased	0.135	0.690	0.400	engonwabanga
displeasure	0.115	0.559	0.250	ukungonwabi
disposable	0.271	0.439	0.250	ezinokulahlwa
disposal	0.135	0.608	0.396	ukulahlwa
dispose	0.548	0.538	0.559	lahla
disposed	0.688	0.441	0.625	ilahliwe
disposition	0.663	0.542	0.734	isimo
dispossessed	0.354	0.577	0.331	ohluthiweyo
disprove	0.375	0.625	0.613	phikisa
dispute	0.219	0.750	0.585	ingxabano
disqualification	0.066	0.677	0.330	ukungafaneleki
disqualified	0.129	0.464	0.232	ngafaneleki
disqualify	0.208	0.595	0.267	ukungafaneleki
disquieted	0.229	0.850	0.290	ukuphazamiseka
disregard	0.177	0.647	0.308	ukungahoywa
disregarded	0.260	0.458	0.283	ingahoywa
disrelish	0.375	0.471	0.304	ngenambeko
disreputable	0.104	0.688	0.353	ehloniphekileyo
disrepute	0.208	0.630	0.292	igama elibi
disrespect	0.062	0.637	0.302	ukungabi nantlonipho
disrespectful	0.031	0.694	0.273	ukungabi nantlonipho
disrupt	0.265	0.640	0.349	phazamisa
disrupting	0.186	0.557	0.339	ukuphazamisa
disruption	0.235	0.735	0.436	ukuphazamiseka
disruptive	0.255	0.755	0.575	phazamisa
dissatisfaction	0.115	0.663	0.202	ukungoneliseki
dissatisfied	0.042	0.561	0.291	angonelisekanga
dissect	0.367	0.750	0.595	qhaqha
dissection	0.276	0.632	0.462	ukuqhekeka
disseminate	0.562	0.608	0.750	ukusasaza
dissemination	0.476	0.551	0.583	ukusasazwa
dissension	0.250	0.618	0.414	Ukungavisisani
dissent	0.300	0.655	0.407	ukuphikisa
dissenting	0.208	0.552	0.366	ukungavumelani
dissertation	0.312	0.575	0.575	dissertation
disservice	0.250	0.794	0.480	ukungakhathali
dissident	0.350	0.582	0.413	umchasi
dissimilar	0.276	0.461	0.472	ezahlukeneyo
dissipate	0.385	0.368	0.355	chitha
dissipated	0.281	0.421	0.231	chithwa
dissociation	0.135	0.555	0.471	ukwahlukana
dissociative	0.281	0.615	0.397	dissociative
dissolution	0.204	0.464	0.349	ukupheliswa
dissolve	0.271	0.490	0.410	nyibilikisa
dissonance	0.173	0.471	0.336	ukungavisisani
dissuade	0.482	0.500	0.350	gxotha
distal	0.410	0.401	0.438	kude
distance	0.233	0.317	0.418	umgama
distant	0.229	0.324	0.269	kude
distaste	0.184	0.625	0.370	ukucaphuka
distasteful	0.264	0.676	0.222	engathandekiyo
distillate	0.500	0.347	0.382	diyile
distillation	0.396	0.436	0.575	ukuchithwa
distilled	0.427	0.573	0.500	distilled
distinct	0.542	0.578	0.509	eyahlukileyo
distinction	0.584	0.571	0.750	umahluko
distinctive	0.885	0.520	0.604	eyahlukileyo
distinguish	0.675	0.471	0.600	yahlula
distinguishable	0.635	0.530	0.727	ukwahlulakala
distinguished	0.823	0.593	0.759	abahlukileyo
distinguishing	0.622	0.363	0.640	ukwahlula
distort	0.100	0.740	0.366	gqwetha
distorted	0.250	0.521	0.280	igqwethekile
distortion	0.299	0.570	0.380	uphazanyiso
distract	0.241	0.609	0.336	phazamisa
distracted	0.194	0.392	0.213	ukuphazamiseka
distracting	0.445	0.583	0.400	ukuphazamisa
distraction	0.402	0.557	0.390	ukuphazamiseka
distraught	0.115	0.903	0.264	khathazekile
distress	0.073	0.840	0.396	imbandezelo
distressed	0.143	0.771	0.324	nxunguphele
distressing	0.075	0.750	0.375	iyakhathaza
distribute	0.643	0.596	0.709	ukuhambisa
distribution	0.635	0.548	0.788	ukuhanjiswa
distributor	0.702	0.447	0.718	umsasazi
district	0.438	0.327	0.660	isithili
distrust	0.060	0.670	0.276	ukungathembi
disturb	0.175	0.760	0.481	phazamisa
disturbance	0.146	0.907	0.404	ukuphazamiseka
disturbed	0.125	0.870	0.305	phazamisekile
disturbing	0.146	0.792	0.439	ephazamisayo
disuse	0.229	0.229	0.202	ukusetyenziswa
disused	0.250	0.302	0.186	ingasetyenziswa
ditch	0.357	0.364	0.322	umsele
ditto	0.449	0.418	0.411	njalo
ditty	0.470	0.433	0.334	ditty
diurnal	0.714	0.296	0.443	ngosuku
diva	0.660	0.657	0.596	idiva
divan	0.750	0.202	0.262	idivan
dive	0.583	0.531	0.500	ukuntywila
diver	0.594	0.520	0.564	umntywizisi
diverge	0.375	0.657	0.520	hlukana
divergence	0.429	0.615	0.687	iyantlukwano
divergent	0.449	0.660	0.587	ezahlukeneyo
diverging	0.417	0.613	0.573	ukuphambuka
divers	0.583	0.580	0.602	abatshuzi
diverse	0.562	0.519	0.604	ezahlukeneyo
diversified	0.602	0.538	0.549	ezahlukeneyo
diversify	0.656	0.588	0.464	yahluka
diversion	0.740	0.821	0.714	ukuphambukisa
diversionary	0.551	0.587	0.300	umguquleli
diversity	0.806	0.472	0.711	iyantlukwano
divert	0.344	0.622	0.407	jika
diverting	0.396	0.571	0.537	ukuphambukisa
divest	0.365	0.547	0.424	divest
divested	0.333	0.449	0.311	ibiwe
divestment	0.302	0.509	0.382	ukwahlukana
divide	0.333	0.520	0.417	yahlula
divided	0.271	0.623	0.391	yahlulwe
dividend	0.583	0.491	0.566	isahlulo
divination	0.500	0.650	0.545	ukuvumisa
divine	0.918	0.571	0.885	yobuThixo
divinity	0.896	0.559	0.774	ubuThixo
divisible	0.323	0.462	0.411	yahlulahlulwe
division	0.370	0.481	0.472	isahlulo
divisor	0.344	0.517	0.455	umahluli
divorce	0.042	0.700	0.385	uqhawulo-mtshato
divorcee	0.153	0.610	0.481	oqhawule umtshato
divulge	0.531	0.718	0.467	chaza
divvy	0.351	0.462	0.429	i-divvy
dizziness	0.229	0.555	0.254	isiyezi
dizzy	0.199	0.582	0.193	ndinesiyezi
do	0.670	0.548	0.536	yenza
doable	0.760	0.404	0.675	inokwenzeka
doc	0.458	0.317	0.392	udoc
docile	0.604	0.259	0.264	thobekile
dock	0.490	0.409	0.481	idokhi
docked	0.281	0.754	0.398	ichwechwe
docket	0.505	0.509	0.607	idokethi
docking	0.354	0.596	0.587	idocking
doctor	0.700	0.531	0.861	ugqirha
doctorate	0.776	0.479	0.841	isidanga sobugqirha
doctrinal	0.510	0.373	0.673	imfundiso
doctrine	0.500	0.394	0.769	imfundiso
document	0.594	0.240	0.667	uxwebhu
documentary	0.622	0.213	0.596	ingxelo
documentation	0.719	0.290	0.667	uxwebhu
documents	0.530	0.250	0.587	amaxwebhu
dodge	0.333	0.760	0.509	dodge
dodger	0.427	0.454	0.490	dodger
dodging	0.396	0.654	0.382	ukubaleka
dodgy	0.281	0.510	0.254	dodgy
dodo	0.438	0.306	0.353	dodo
doe	0.550	0.336	0.336	inkomo
doer	0.724	0.550	0.728	umenzi
dog	0.704	0.500	0.407	inja
dogface	0.219	0.470	0.264	ubuso benja
dogged	0.255	0.750	0.594	inja
doggy	0.646	0.491	0.404	inja
doghouse	0.438	0.417	0.340	indlu yenja
dogma	0.530	0.460	0.719	imfundiso
dogmatic	0.448	0.520	0.654	ngqongqo
dogsick	0.571	0.490	0.377	i-dogsick
doings	0.604	0.491	0.705	izenzo
doit	0.500	0.519	0.392	yenze
dojo	0.500	0.435	0.455	dojo
doldrums	0.229	0.425	0.266	doldrums
dole	0.448	0.402	0.348	dole
doll	0.729	0.321	0.330	unodoli
dollar	0.755	0.632	0.694	idola
dollhouse	0.643	0.245	0.363	indlu kanodoli
dolor	0.167	0.635	0.375	idolo
dolphin	0.776	0.350	0.414	ihlengesi
domain	0.573	0.549	0.828	ithambeka
dome	0.620	0.398	0.509	idome
domestic	0.729	0.327	0.500	ekhaya
domesticated	0.635	0.360	0.294	ekhaya
domestication	0.594	0.390	0.435	ukwenziwa ekhaya
domicile	0.604	0.292	0.529	indawo yokuhlala
domiciled	0.542	0.340	0.516	ilawulwa
dominance	0.542	0.775	0.839	ukongamela
dominant	0.406	0.854	0.893	ukongamela
dominate	0.439	0.814	0.953	lawula
dominating	0.427	0.769	0.902	ukongamela
domination	0.505	0.786	0.959	ulawulo
dominatrix	0.390	0.727	0.709	dominatrix
dominion	0.542	0.704	0.890	ulawulo
domino	0.594	0.510	0.473	idomino
don	0.646	0.454	0.702	don
donate	0.774	0.462	0.577	nikela
donation	0.792	0.398	0.602	umnikelo
donkey	0.406	0.367	0.245	idonki
donor	0.714	0.490	0.653	umnikeli
dontlikeyou	0.055	0.500	0.282	andithandi wena
dontmess	0.396	0.482	0.440	dontmess
dontmesswithme	0.312	0.635	0.440	ungamesswithme
dontpanic	0.469	0.465	0.425	musa ukuphaphazela
dontunderstand	0.219	0.357	0.271	ndiqondi
doodle	0.604	0.402	0.376	idoodle
doom	0.073	0.750	0.442	intshabalalo
doomed	0.041	0.755	0.301	igwetyiwe
doomsday	0.125	0.861	0.670	imini yentshabalalo
door	0.549	0.189	0.421	umnyango
doorbell	0.564	0.500	0.307	intsimbi yokungena emnyango
doorknob	0.406	0.553	0.462	iqhiya locango
doorman	0.570	0.371	0.491	umgcini-mnyango
doormat	0.458	0.269	0.267	umethi womnyango
doornail	0.459	0.370	0.423	uzipho locango
doorstep	0.531	0.274	0.391	emnyango
doorway	0.573	0.304	0.496	umnyango
dopamine	0.548	0.469	0.426	i-dopamine
dope	0.295	0.855	0.425	dope
dopey	0.320	0.380	0.365	dopey
dork	0.272	0.519	0.361	dork
dorky	0.302	0.480	0.390	dorky
dorm	0.719	0.194	0.327	indawo yokulala
dormant	0.385	0.245	0.245	ndilele
dormitory	0.633	0.204	0.382	indawo yokulala
dorsal	0.449	0.360	0.445	umqolo
dosage	0.344	0.450	0.490	ithamo
dose	0.458	0.490	0.427	umthamo
dossier	0.357	0.380	0.544	idosi
dot	0.434	0.290	0.391	ichaphaza
doting	0.888	0.415	0.426	ukuchaphaza
dotted	0.480	0.347	0.426	ichaphaza
dotty	0.375	0.402	0.393	ichaphaza
double	0.677	0.378	0.569	kabini
doubled	0.427	0.536	0.560	iphindwe kabini
doublet	0.420	0.431	0.500	kabini
doubling	0.459	0.452	0.464	ukuphinda kabini
doubt	0.395	0.351	0.231	ukuthandabuza
doubtful	0.250	0.465	0.241	thandabuza
doubting	0.224	0.560	0.189	ukuthandabuza
doubtless	0.688	0.415	0.689	ngokungathandabuzekiyo
doubts	0.306	0.448	0.305	amathandabuzo
douche	0.490	0.413	0.397	idowutshi
douchebags	0.327	0.587	0.366	iidouchebags
dough	0.588	0.229	0.391	intlama
doughboy	0.365	0.443	0.396	Umntwana oyinkwenkwe
doughnut	0.663	0.380	0.279	idonut
dour	0.360	0.404	0.325	dour
douse	0.365	0.453	0.412	douse
dove	0.729	0.235	0.437	ihobe
down	0.208	0.330	0.264	phantsi
downcast	0.071	0.500	0.222	phantsi
downer	0.120	0.594	0.226	ngaphantsi
downfall	0.200	0.717	0.182	ukuwa
downfield	0.521	0.330	0.380	ezantsi
downhearted	0.119	0.461	0.255	ndidakumbile
downhill	0.292	0.573	0.279	ezantsi
download	0.602	0.490	0.503	Khuphela
downpour	0.328	0.602	0.481	izantyalantyala zemvula
downright	0.625	0.454	0.679	ngqo
downriver	0.542	0.469	0.279	ezantsi komlambo
downside	0.190	0.400	0.246	ecaleni
downtime	0.240	0.226	0.324	ixesha lokuphumla
downward	0.188	0.347	0.255	ezantsi
downy	0.630	0.170	0.255	phantsi
dowry	0.604	0.453	0.544	ikhazi
doze	0.592	0.200	0.405	ukozela
dozen	0.583	0.343	0.425	ishumi elinesibini
drab	0.327	0.300	0.242	drab
draft	0.438	0.360	0.351	uyilo
drafty	0.458	0.500	0.518	idrafti
drag	0.388	0.606	0.348	tsala
dragon	0.541	0.821	0.712	inamba
dragonfly	0.571	0.373	0.357	uhlabamanzi
drain	0.277	0.470	0.222	idreyini
drainage	0.219	0.354	0.307	ukukhupha amanzi
drained	0.310	0.441	0.352	ikhutshiwe
draining	0.337	0.396	0.304	ukukhupha amanzi
drainpipe	0.417	0.413	0.277	idrainpipe
drake	0.467	0.411	0.452	idrake
drama	0.430	0.755	0.481	idrama
dramaqueen	0.337	0.682	0.482	idramaqueen
dramatic	0.367	0.780	0.443	ngokumangalisayo
drape	0.417	0.439	0.404	idrape
drapery	0.479	0.220	0.223	drapery
drastic	0.194	0.839	0.657	ngqongqo
drat	0.302	0.516	0.409	idrat
draught	0.465	0.245	0.316	uyilo
draw	0.704	0.449	0.481	zoba
drawback	0.302	0.422	0.148	umva
drawbridge	0.551	0.557	0.438	drawbridge
drawer	0.429	0.196	0.292	idrowa
drawers	0.539	0.260	0.236	iidrowa
drawing	0.698	0.216	0.333	umzobo
dread	0.153	0.792	0.368	uloyiko
dreaded	0.122	0.706	0.460	yoyikwa
dreadful	0.092	0.786	0.348	yoyikeka
dreadfully	0.246	0.806	0.306	ngokoyikeka
dreading	0.125	0.760	0.377	ukoyika
dream	0.844	0.157	0.328	phupha
dreamboat	0.776	0.491	0.458	inqanawa yokuphupha
dreamer	0.820	0.394	0.455	umphuphi
dreaming	0.854	0.320	0.336	ukuphupha
dreamland	0.844	0.471	0.566	ilizwe lamaphupho
