English Word	Valence	Arousal	Dominance	Mongolian Word
creole	0.667	0.357	0.523	креол
crepe	0.562	0.224	0.349	дурдан
crescendo	0.760	0.575	0.594	кресендо
crescent	0.698	0.382	0.407	хавирган сар
crest	0.458	0.333	0.333	сүлд
crestfallen	0.235	0.346	0.175	унасан
cretin	0.265	0.583	0.312	кретин
cretins	0.094	0.741	0.328	кретин
crevice	0.361	0.471	0.275	ан цав
crew	0.604	0.598	0.735	багийн
crewman	0.602	0.580	0.548	багийн ажилтан
crib	0.653	0.240	0.407	өлгий
cricket	0.423	0.539	0.370	крикет
cried	0.167	0.612	0.254	гэж уйлсан
crime	0.071	0.943	0.630	гэмт хэрэг
criminal	0.021	0.830	0.529	гэмт хэрэгтэн
criminality	0.122	0.863	0.580	гэмт хэрэг
crimp	0.260	0.557	0.396	хавчих
crimson	0.667	0.385	0.370	час улаан
cringe	0.245	0.840	0.377	шаналах
cripple	0.094	0.392	0.161	тахир дутуу
crippled	0.035	0.358	0.236	тахир дутуу
crippling	0.156	0.598	0.391	тахир дутуу
crisis	0.208	0.811	0.431	хямрал
crisp	0.776	0.692	0.508	яруу
crispy	0.656	0.550	0.509	шаржигнуур
criterion	0.396	0.410	0.736	шалгуур
critic	0.264	0.604	0.686	шүүмжлэгч
critical	0.312	0.802	0.545	шүүмжлэлтэй
criticise	0.073	0.700	0.452	шүүмжлэх
criticism	0.115	0.563	0.505	шүүмжлэл
criticize	0.143	0.708	0.473	шүүмжлэх
criticized	0.240	0.600	0.311	шүүмжилсэн
critique	0.302	0.760	0.537	шүүмжлэл
critter	0.542	0.539	0.482	амьтан
croak	0.337	0.346	0.298	хашгирах
croc	0.327	0.452	0.451	матар
crock	0.385	0.412	0.421	тогоо
crockery	0.552	0.216	0.327	аяга таваг
crocodile	0.344	0.708	0.610	матар
croft	0.531	0.429	0.421	croft
croissant	0.745	0.330	0.430	croissant
crook	0.171	0.765	0.550	луйварчин
crooked	0.146	0.594	0.305	муруй
crop	0.615	0.260	0.500	ургац
croquet	0.551	0.519	0.407	крокет
cross	0.448	0.321	0.569	хөндлөн
cross country	0.531	0.441	0.529	хөндлөн улс
crossbow	0.344	0.598	0.560	хөндлөн нум
crossed	0.431	0.490	0.508	гаталсан
crossfire	0.316	0.896	0.722	хөндлөн гал
crossing	0.549	0.349	0.451	гатлах
crossover	0.559	0.550	0.500	кроссовер
crosswalk	0.557	0.441	0.380	явган хүний гарц
crossword	0.611	0.423	0.455	кроссворд
crotch	0.521	0.637	0.447	хонхорхой
crouch	0.281	0.606	0.312	бөхийх
crouched	0.333	0.363	0.279	бөхийв
crouching	0.261	0.429	0.345	бөхийж байна
croupier	0.531	0.519	0.404	крупьер
crow	0.224	0.439	0.363	хэрээ
crowbar	0.406	0.531	0.386	crowbar
crowd	0.350	0.827	0.731	олон түмэн
crowded	0.694	0.286	0.585	хөл хөдөлгөөн ихтэй
crowds	0.469	0.723	0.806	олон түмэн
crown	0.708	0.572	0.737	титэм
crowning	0.773	0.594	0.831	титэм зүүх
crucial	0.541	0.657	0.777	шийдвэрлэх ач холбогдолтой
cruciate	0.429	0.435	0.585	загалмайлсан
crucifix	0.469	0.480	0.510	загалмай
crucifixion	0.135	0.857	0.541	цовдлолт
crucify	0.146	0.878	0.573	цовдлох
crud	0.312	0.330	0.444	түүхий
crude	0.198	0.402	0.357	түүхий
cruel	0.122	0.866	0.391	хэрцгий
cruelly	0.146	0.790	0.471	хэрцгий
cruelty	0.092	0.836	0.536	харгислал
cruise	0.740	0.442	0.683	далайн аялал
cruise ship	0.878	0.650	0.500	аялалын хөлөг онгоц
cruiser	0.737	0.490	0.608	хөлөг онгоц
cruising	0.886	0.580	0.560	далайн аялал
crumb	0.417	0.255	0.216	үйрмэг
crumble	0.333	0.480	0.423	сүйрэх
crumbling	0.167	0.696	0.308	сүйрч байна
crummy	0.125	0.531	0.224	үйрмэг
crunch	0.292	0.630	0.406	хямрал
crunchy	0.625	0.560	0.539	шаржигнуур
crusade	0.592	0.720	0.709	загалмайтны аян дайн
crusader	0.439	0.588	0.548	загалмайтны цэрэг
crush	0.271	0.676	0.582	бутлах
crushed	0.167	0.647	0.300	буталсан
crusher	0.271	0.709	0.598	бутлуур
crushing	0.219	0.755	0.411	бутлах
crust	0.542	0.337	0.456	царцдас
crusty	0.625	0.531	0.473	царцдастай
crutch	0.302	0.294	0.302	таяг
crux	0.469	0.558	0.519	зангилаа
cry	0.133	0.627	0.255	уйлах
crybaby	0.375	0.702	0.311	уйлсан хүүхэд
crying	0.153	0.704	0.208	уйлж байна
crypt	0.156	0.431	0.386	крипт
cryptic	0.296	0.516	0.474	нууцлаг
cryptography	0.490	0.415	0.650	криптограф
crystal	0.618	0.270	0.508	болор
crystalline	0.765	0.235	0.534	талст
crystallization	0.600	0.449	0.565	талсжилт
cub	0.646	0.382	0.284	бамбарууш
cubby	0.354	0.385	0.360	cubby
cube	0.469	0.226	0.274	шоо
cubic	0.458	0.306	0.407	куб
cubicle	0.479	0.343	0.417	кабин
cuckold	0.210	0.573	0.230	хөхөө
cuckoo	0.420	0.459	0.284	хөхөө
cucumber	0.490	0.235	0.237	Өргөст хэмх
cuddle	0.885	0.559	0.475	тэврэх
cuddled	0.906	0.547	0.567	тэвэрсэн
cuddles	0.847	0.382	0.500	тэвэрдэг
cuddling	0.917	0.562	0.433	тэврэх
cue	0.521	0.433	0.484	дохио
cuff	0.469	0.453	0.387	ханцуйвч
cuisine	0.714	0.365	0.390	хоол
culinary	0.654	0.443	0.519	хоолны
cull	0.365	0.702	0.464	зулгаах
culminate	0.667	0.550	0.602	оргил үе
culmination	0.656	0.586	0.695	оргил үе
culpability	0.112	0.745	0.368	гэм буруутай
culpable	0.140	0.700	0.319	буруутай
culprit	0.062	0.676	0.333	буруутан
cult	0.448	0.535	0.648	шүтлэг
cultivate	0.708	0.410	0.598	тариалах
cultivated	0.837	0.343	0.564	тариалсан
cultivation	0.625	0.324	0.462	тариалалт
cultural	0.802	0.390	0.623	соёл
culture	0.753	0.304	0.675	соёл
cultured	0.635	0.429	0.625	соёлтой
culvert	0.337	0.324	0.343	ус дамжуулах хоолой
cumbersome	0.259	0.623	0.292	төвөгтэй
cumulus	0.570	0.433	0.432	бөөгнөрөл
cunning	0.604	0.685	0.683	зальтай
cunt	0.135	0.673	0.377	новш
cup	0.615	0.167	0.231	аяга
cupboard	0.553	0.200	0.304	шүүгээ
cupcake	0.656	0.333	0.344	аяга бялуу
cupping	0.490	0.610	0.402	аягалах
cur	0.440	0.519	0.460	cur
curable	0.823	0.292	0.574	эдгэрэх боломжтой
curate	0.726	0.418	0.526	засч залруулах
curative	0.667	0.318	0.613	эдгээх
curator	0.688	0.389	0.688	куратор
curb	0.472	0.371	0.402	хашлага
curd	0.542	0.442	0.278	ааруул
cure	0.719	0.377	0.623	эдгээх
curfew	0.219	0.618	0.623	хөл хорио
curiosity	0.750	0.755	0.463	сониуч зан
curious	0.635	0.600	0.483	сониуч
curl	0.385	0.452	0.351	буржгар
curling	0.583	0.592	0.400	буржгар
currency	0.583	0.418	0.592	валют
current	0.625	0.312	0.612	Одоогийн
curriculum	0.708	0.306	0.620	сургалтын хөтөлбөр
curry	0.633	0.345	0.302	карри
curse	0.033	0.720	0.375	хараал
cursed	0.083	0.783	0.393	хараал идсэн
cursing	0.112	0.860	0.446	хараал
cursory	0.423	0.451	0.431	өнгөцхөн
curt	0.245	0.610	0.452	богино
curtail	0.306	0.439	0.497	хумих
curtailment	0.230	0.578	0.431	бууруулах
curtain	0.698	0.278	0.304	хөшиг
curtains	0.615	0.123	0.342	хөшиг
curtsy	0.635	0.412	0.598	буржгар
curvature	0.417	0.367	0.447	муруйлт
curve	0.480	0.375	0.307	муруй
curved	0.542	0.407	0.337	муруй
curvilinear	0.480	0.575	0.411	муруй шугаман
cushion	0.653	0.221	0.292	дэр
cushy	0.823	0.283	0.395	зөөлөн
cusp	0.667	0.710	0.700	орой
cuss	0.354	0.538	0.443	хараал
cussed	0.156	0.625	0.454	хараасан
custard	0.618	0.260	0.293	цөцгийн тос
custodial	0.418	0.462	0.718	асран хамгаалагч
custodian	0.594	0.625	0.528	асран хамгаалагч
custody	0.494	0.472	0.675	асран хамгаалах
custom	0.552	0.382	0.688	заншил
customary	0.700	0.253	0.561	заншилтай
customer	0.562	0.430	0.673	үйлчлүүлэгч
customized	0.625	0.504	0.590	тохируулсан
cut	0.490	0.490	0.393	зүсэх
cutaneous	0.365	0.370	0.328	арьсны
cute	0.920	0.528	0.579	хөөрхөн
cuticle	0.340	0.320	0.377	кутикул
cutie	0.638	0.528	0.464	хөөрхөн
cutlass	0.173	0.648	0.528	хайчилбар
cutlery	0.552	0.300	0.345	хутганы хэрэгсэл
cutoff	0.432	0.510	0.518	таслах
cutter	0.427	0.731	0.583	таслагч
cutters	0.197	0.653	0.491	таслагч
cutthroat	0.110	0.823	0.663	захын хоолой
cutting	0.448	0.375	0.536	огтлох
cutting board	0.337	0.540	0.342	хайчлах самбар
cuttings	0.479	0.392	0.433	шороог
cwt	0.500	0.410	0.384	cwt
cyanide	0.229	0.667	0.545	цианид
cyberspace	0.677	0.594	0.611	кибер орон зай
cycle	0.635	0.400	0.533	мөчлөг
cyclical	0.380	0.450	0.554	мөчлөгийн
cyclist	0.684	0.582	0.576	дугуйчин
cyclone	0.416	0.796	0.673	циклон
cylinder	0.459	0.324	0.447	цилиндр
cylindrical	0.458	0.294	0.414	цилиндр хэлбэртэй
cymbal	0.542	0.363	0.362	цан
cynic	0.135	0.632	0.473	эелдэг
cynical	0.156	0.760	0.474	онигоо
cynicism	0.104	0.780	0.454	цинизм
cyst	0.173	0.578	0.312	цист
cystic	0.314	0.481	0.400	уйланхай
cytomegalovirus	0.186	0.657	0.443	цитомегаловирус
cytoplasm	0.378	0.442	0.474	цитоплазм
czar	0.480	0.348	0.643	хаан
dab	0.510	0.337	0.340	даб
dabble	0.550	0.530	0.491	бужигнуулах
dabbling	0.562	0.726	0.676	сэгсрэх
dad	0.857	0.412	0.786	аав
daddy	0.795	0.400	0.736	аав
dado	0.510	0.240	0.364	аав
daemon	0.333	0.490	0.500	демон
daft	0.255	0.436	0.157	тэнэг
dagger	0.224	0.797	0.613	чинжаал
daily	0.653	0.347	0.473	өдөр бүр
dainty	0.604	0.284	0.424	тансаг
daiquiri	0.670	0.519	0.400	Дайкири
dairy	0.633	0.255	0.462	сүүн бүтээгдэхүүн
daisy	0.562	0.367	0.333	Daisy
dak	0.510	0.417	0.424	дак
dale	0.622	0.270	0.365	Дейл
dam	0.250	0.553	0.394	далан
damage	0.059	0.726	0.403	хохирол
damaged	0.104	0.635	0.182	гэмтсэн
damages	0.082	0.760	0.310	хохирол
dame	0.694	0.480	0.500	хатагтай
damn	0.073	0.784	0.431	Новш гэж
damnation	0.135	0.750	0.416	хараал
damned	0.100	0.760	0.465	хараал идсэн
damp	0.360	0.279	0.210	чийгтэй
dampened	0.271	0.422	0.336	чийгшүүлсэн
damper	0.459	0.378	0.473	сааруулагч
damsel	0.719	0.475	0.400	охин
dance	0.894	0.840	0.551	бүжиглэх
dancer	0.740	0.768	0.545	бүжигчин
dancing	0.885	0.868	0.444	бүжиглэх
dandruff	0.398	0.298	0.293	хаг
dandy	0.673	0.520	0.630	данди
danger	0.115	0.923	0.673	аюул
dangerous	0.020	0.941	0.658	аюултай
dangerously	0.082	0.930	0.564	аюултай
dangit	0.396	0.606	0.358	новш гэж
dangle	0.362	0.469	0.375	унжих
dank	0.390	0.381	0.383	чийгтэй
dapper	0.770	0.560	0.698	дэгжин
dare	0.677	0.788	0.684	зүрхлэх
daredevil	0.429	0.714	0.653	зоригт чөтгөр
daresay	0.540	0.451	0.490	зүрхлэх
daring	0.583	0.840	0.711	зоригтой
dark	0.198	0.398	0.426	харанхуй
darken	0.250	0.471	0.382	харанхуйлах
darkened	0.135	0.440	0.452	харанхуйлсан
darkly	0.219	0.548	0.443	харанхуй
darkness	0.102	0.602	0.418	харанхуй
darkroom	0.188	0.627	0.423	харанхуй өрөө
darkside	0.102	0.690	0.365	муу тал
darling	0.885	0.370	0.608	хонгор минь
darn	0.115	0.765	0.418	новш
dart	0.417	0.608	0.500	сум
dash	0.574	0.312	0.324	зураас
dashboard	0.510	0.371	0.595	хяналтын самбар
dashed	0.276	0.393	0.338	тасархай
dashing	0.612	0.627	0.799	догшин
dastardly	0.208	0.688	0.270	бүдүүлэг
data	0.500	0.250	0.426	өгөгдөл
database	0.604	0.286	0.644	мэдээллийн сан
date	0.604	0.231	0.400	огноо
datenight	0.708	0.637	0.518	болзооны шөнө
daughter	0.908	0.415	0.455	охин
dawdle	0.479	0.464	0.357	бужигнах
dawn	0.827	0.235	0.519	үүр цайх
dawned	0.694	0.471	0.473	үүр цайв
day	0.719	0.269	0.389	өдөр
daybreak	0.802	0.358	0.474	үүр цайх
daycare	0.776	0.481	0.360	өдөр өнжүүлэх
daydream	0.750	0.337	0.456	өдрийн мөрөөдөл
daydreaming	0.776	0.360	0.479	зүүдлэх
daylight	0.865	0.420	0.545	өдрийн гэрэл
daymade	0.646	0.450	0.417	өдөр хийсэн
dayoff	0.760	0.368	0.377	амралтын өдөр
daytime	0.750	0.324	0.454	өдрийн цаг
daze	0.245	0.735	0.329	мангар
dazed	0.300	0.697	0.277	мангарсан
dazzle	0.730	0.782	0.683	нүд гялбам
dazzling	0.854	0.880	0.767	нүд гялбам
deacon	0.531	0.430	0.736	дикон
deactivate	0.235	0.447	0.392	идэвхгүй болгох
dead	0.052	0.454	0.194	үхсэн
deadbeat	0.229	0.453	0.368	үхлийн цохилт
deadline	0.214	0.615	0.460	эцсийн хугацаа
deadlines	0.406	0.769	0.411	эцсийн хугацаа
deadlock	0.170	0.418	0.323	мухардмал
deadly	0.143	0.849	0.554	үхлийн аюултай
deafening	0.281	0.835	0.482	дүлий
deafness	0.125	0.413	0.219	дүлий
deal	0.719	0.599	0.543	гэрээ
dealer	0.799	0.615	0.683	дилер
dealership	0.541	0.430	0.629	дилерийн газар
dealing	0.724	0.415	0.598	харьцах
dealings	0.600	0.491	0.480	харилцаа холбоо
dean	0.612	0.469	0.723	декан
dear	0.880	0.434	0.629	хайрт
dearest	0.902	0.427	0.508	хамгийн эрхэм
dearth	0.156	0.539	0.255	хомсдол
death	0.031	0.720	0.472	үхэл
deathbed	0.051	0.652	0.311	үхлийн ортой
deathly	0.073	0.771	0.682	үхлийн аюултай
debacle	0.156	0.606	0.266	сүйрэл
debased	0.219	0.529	0.170	доройтсон
debatable	0.181	0.610	0.474	маргаантай
debate	0.408	0.691	0.683	мэтгэлцээн
debauchery	0.354	0.901	0.500	завхайрал
debenture	0.417	0.500	0.466	өрийн бичиг
debilitating	0.125	0.490	0.308	сульдах
debit	0.333	0.400	0.474	дебит
debrief	0.247	0.343	0.549	тойм
debriefing	0.427	0.580	0.456	мэдээлэл хийх
debris	0.135	0.396	0.327	хог хаягдал
debt	0.204	0.598	0.336	өр
debtor	0.219	0.546	0.160	өртэй
debut	0.806	0.606	0.629	дебют
debutante	0.771	0.627	0.454	дебютант
decade	0.531	0.402	0.665	арван жил
decadence	0.237	0.455	0.291	уналт
decadent	0.290	0.559	0.324	доройтсон
decaf	0.480	0.324	0.353	кофегүй
decanter	0.438	0.567	0.510	декантер
decathlon	0.573	0.753	0.620	декатлон
decay	0.143	0.312	0.170	ялзрал
decayed	0.017	0.375	0.169	ялзарсан
decaying	0.073	0.510	0.214	ялзрах
deceased	0.021	0.538	0.188	нас барсан
decedent	0.423	0.481	0.415	өв залгамжлагч
deceit	0.020	0.696	0.343	хууран мэхлэлт
deceitful	0.071	0.788	0.371	зальтай
deceive	0.094	0.775	0.414	хуурах
deceived	0.059	0.673	0.302	хууртагдсан
deceiving	0.099	0.636	0.426	хууран мэхлэх
december	0.740	0.540	0.464	Арванхоёрдугаар сар
decency	0.750	0.235	0.634	ёс журам
decent	0.823	0.296	0.653	зохистой
deception	0.090	0.745	0.370	хууран мэхлэлт
deceptive	0.027	0.605	0.294	хуурмаг
decide	0.656	0.540	0.855	шийдэх
decidedly	0.750	0.480	0.843	шийдэмгий
deciduous	0.385	0.353	0.282	навчит
decimal	0.507	0.259	0.305	аравтын
decimeter	0.520	0.292	0.377	дециметр
decipher	0.417	0.630	0.652	тайлах
decision	0.646	0.510	0.839	шийдвэр
decisive	0.740	0.509	0.935	шийдвэрлэх
deck	0.420	0.333	0.394	тавцан
declaration	0.551	0.590	0.714	тунхаглал
declaratory	0.635	0.582	0.673	тунхаглагч
declare	0.677	0.623	0.668	тунхаглах
declination	0.250	0.549	0.311	уналт
decline	0.173	0.491	0.240	буурах
declining	0.328	0.400	0.264	буурч байна
deco	0.625	0.274	0.356	деко
decode	0.551	0.510	0.640	тайлах
decoder	0.562	0.340	0.686	декодер
decompose	0.194	0.596	0.241	задрах
decomposed	0.073	0.442	0.231	задарсан
decomposition	0.133	0.600	0.263	задрал
decompress	0.438	0.430	0.509	задлах
decompression	0.208	0.520	0.311	задлах
decontamination	0.611	0.538	0.573	халдваргүйжүүлэх
decor	0.734	0.311	0.573	чимэглэл
decorate	0.954	0.370	0.404	чимэглэх
decorating	0.863	0.548	0.462	чимэглэл
decoration	0.878	0.553	0.526	чимэглэл
decorative	0.908	0.460	0.381	гоёл чимэглэлийн
decorator	0.840	0.471	0.455	чимэглэгч
decorum	0.802	0.327	0.462	дэг журам
decoy	0.149	0.460	0.330	заль мэх
decrease	0.125	0.360	0.267	буурах
decreased	0.224	0.271	0.170	буурсан
decreasing	0.320	0.346	0.224	буурч байна
decree	0.552	0.478	0.746	тогтоол
decrement	0.255	0.427	0.373	бууруулах
