English Word	Valence	Arousal	Dominance	Bosnian Word
corridor	0.604	0.589	0.592	koridor
corroborate	0.671	0.471	0.616	potkrepiti
corroboration	0.625	0.431	0.733	potkrepljenje
corrosion	0.156	0.610	0.348	korozija
corrosive	0.140	0.618	0.570	korozivno
corrupt	0.020	0.806	0.500	korumpiran
corrupting	0.062	0.804	0.380	korumpirajuće
corruption	0.052	0.830	0.549	korupcija
corsage	0.510	0.294	0.397	corsage
corse	0.448	0.451	0.382	corse
corset	0.490	0.520	0.381	korzet
cortex	0.594	0.439	0.529	korteks
cortical	0.380	0.423	0.536	kortikalni
cortisone	0.427	0.395	0.456	kortizon
corvette	0.551	0.520	0.598	korveta
cosmetic	0.625	0.304	0.308	kozmetički
cosmetics	0.765	0.464	0.472	kozmetika
cosmic	0.663	0.538	0.692	kosmički
cosmology	0.651	0.438	0.637	kosmologija
cosmopolitan	0.823	0.510	0.760	kosmopolitski
cosmos	0.860	0.478	0.664	kosmos
cost	0.365	0.420	0.439	trošak
costly	0.316	0.650	0.642	skupo
costume	0.548	0.510	0.374	kostim
cosy	0.847	0.255	0.518	cozy
cot	0.625	0.230	0.278	krevetac
cote	0.439	0.344	0.324	cote
cottage	0.600	0.279	0.361	vikendica
cotton	0.639	0.071	0.240	pamuk
couch	0.594	0.082	0.198	kauč
cougar	0.438	0.588	0.538	cougar
cough	0.255	0.627	0.241	kašalj
council	0.875	0.279	0.635	savjet
councilman	0.531	0.367	0.793	vijećnik
counsel	0.594	0.519	0.730	advokat
counseling	0.667	0.480	0.704	savjetovanje
counsellor	0.823	0.327	0.740	savjetnik
counselor	0.873	0.365	0.706	savjetnik
count	0.594	0.389	0.492	count
countdown	0.438	0.692	0.490	odbrojavanje
countenance	0.635	0.440	0.690	lice
counter	0.439	0.478	0.750	counter
counteract	0.378	0.542	0.688	suprotstaviti se
counterattack	0.281	0.951	0.764	kontra napad
counterbalance	0.520	0.480	0.627	protivteža
counterclaim	0.398	0.760	0.651	protivtužba
counterfeit	0.094	0.694	0.451	falsifikat
counterpart	0.448	0.608	0.577	pandan
counterpoint	0.438	0.509	0.538	kontrapunkt
countess	0.562	0.440	0.670	grofica
countless	0.520	0.566	0.534	bezbroj
country	0.698	0.394	0.693	zemlja
countryman	0.673	0.441	0.789	zemljak
countrymusic	0.795	0.451	0.438	countrymusic
countryside	0.732	0.288	0.327	selo
counts	0.343	0.373	0.500	broji
county	0.479	0.368	0.545	okrug
coup	0.275	0.815	0.607	državni udar
coupe	0.479	0.460	0.482	coupe
couple	0.806	0.605	0.607	par
coupled	0.612	0.286	0.650	spojeno
coupling	0.594	0.479	0.555	spojnica
coupon	0.704	0.300	0.421	kupon
courage	0.830	0.728	0.849	hrabrost
courageous	0.918	0.587	0.879	hrabar
courier	0.551	0.383	0.441	kurir
courses	0.735	0.412	0.534	kursevi
coursing	0.542	0.472	0.546	coursing
court	0.479	0.769	0.827	sud
courteous	0.937	0.396	0.529	ljubazni
courtesy	0.927	0.287	0.431	ljubaznost
courthouse	0.571	0.503	0.818	sudnica
courtroom	0.385	0.670	0.887	sudnica
courts	0.367	0.710	0.816	sudovi
courtship	0.667	0.490	0.654	udvaranje
courtside	0.592	0.391	0.434	Courtside
courtyard	0.503	0.365	0.355	dvorište
cousin	0.675	0.394	0.427	rođak
cousins	0.760	0.409	0.464	rođaci
cove	0.500	0.304	0.370	uvala
coven	0.458	0.578	0.591	coven
covenant	0.594	0.462	0.667	zavet
cover	0.365	0.240	0.471	poklopac
coverage	0.767	0.413	0.629	pokrivenost
covered	0.562	0.340	0.644	pokriveno
covering	0.615	0.382	0.583	pokrivanje
covert	0.500	0.570	0.508	prikriveno
covet	0.302	0.779	0.524	covet
coveted	0.661	0.730	0.625	coveted
cow	0.449	0.230	0.300	krava
coward	0.102	0.490	0.149	kukavica
cowardice	0.133	0.621	0.167	kukavičluk
cowardly	0.102	0.385	0.127	kukavički
cowboy	0.594	0.625	0.695	kauboj
cowgirl	0.541	0.566	0.554	kaubojka
cowhand	0.438	0.480	0.596	cowhand
cowhide	0.458	0.324	0.333	goveđa koža
cowl	0.427	0.450	0.232	cowl
coworker	0.667	0.490	0.625	kolega
coy	0.347	0.330	0.213	stidljiv
coyote	0.459	0.471	0.387	kojot
cozy	0.910	0.356	0.545	cozy
crab	0.421	0.396	0.330	rak
crabby	0.198	0.812	0.370	krabby
crack	0.302	0.625	0.400	crack
cracked	0.224	0.520	0.228	napukla
cracker	0.604	0.343	0.346	kreker
crackerjack	0.567	0.509	0.426	crackerjack
cracking	0.327	0.557	0.286	pucanje
crackle	0.327	0.643	0.481	pucketanje
crackpot	0.260	0.602	0.245	crackpot
cradle	0.776	0.194	0.333	kolevka
craft	0.760	0.321	0.539	craft
crafts	0.667	0.380	0.391	zanati
craftsman	0.719	0.310	0.583	zanatlija
craftsmanship	0.823	0.373	0.571	craftsmanship
crafty	0.589	0.679	0.783	lukav
craig	0.448	0.449	0.490	craig
cram	0.354	0.730	0.598	natrpati
crammed	0.406	0.740	0.466	natrpan
cramp	0.194	0.796	0.340	grč
cramped	0.240	0.567	0.360	skučen
cranberry	0.793	0.330	0.363	brusnica
cranberry juice	0.622	0.321	0.281	sok od brusnice
crane	0.396	0.417	0.589	dizalica
cranial	0.354	0.510	0.583	kranijalni
cranium	0.439	0.491	0.725	lobanja
crank	0.448	0.275	0.417	ručica
cranky	0.194	0.776	0.396	cranky
cranny	0.194	0.471	0.250	cranny
crap	0.083	0.644	0.167	sranje
crappy	0.039	0.582	0.208	crappy
craps	0.375	0.420	0.273	craps
crash	0.194	0.906	0.355	crash
crass	0.223	0.490	0.466	crass
crate	0.427	0.173	0.274	sanduk
crater	0.450	0.647	0.529	krater
crave	0.625	0.510	0.731	žudeti
craving	0.510	0.755	0.636	žudnja
crawfish	0.510	0.427	0.342	rak
crawl	0.479	0.519	0.467	puzati
crayon	0.604	0.260	0.185	bojica
crayons	0.684	0.366	0.405	bojice
craze	0.255	0.657	0.435	ludilo
crazed	0.153	0.877	0.417	lud
craziness	0.238	0.908	0.255	ludost
crazy	0.156	0.843	0.321	ludo
creak	0.344	0.670	0.411	škripi
creaking	0.302	0.743	0.415	škripa
cream	0.688	0.259	0.220	krema
creamed	0.723	0.273	0.288	kremasto
creamer	0.594	0.192	0.269	kremasta
creamy	0.823	0.337	0.345	kremasto
crease	0.440	0.286	0.300	nabor
create	0.786	0.588	0.789	stvoriti
creation	0.927	0.575	0.868	kreacija
creative	0.917	0.518	0.788	kreativan
creativity	0.938	0.684	0.815	kreativnost
creator	0.865	0.592	0.856	kreator
creature	0.669	0.625	0.620	stvorenje
credence	0.760	0.460	0.737	vjerodostojnost
credential	0.735	0.337	0.597	vjerodajnica
credentials	0.708	0.373	0.675	vjerodajnice
credibility	0.875	0.427	0.809	kredibilitet
credible	0.917	0.441	0.750	kredibilan
credit	0.673	0.549	0.648	kredit
credit card	0.670	0.550	0.640	kreditna kartica
creditable	0.802	0.510	0.742	kreditno
credited	0.781	0.390	0.691	kreditirano
crediting	0.673	0.550	0.741	kreditiranje
creditor	0.479	0.594	0.689	kreditor
creed	0.573	0.245	0.544	vjerovanje
creek	0.552	0.392	0.330	creek
creep	0.354	0.647	0.361	creep
creeper	0.429	0.558	0.366	puzavica
creeping	0.292	0.613	0.282	creeping
creepy	0.125	0.861	0.373	jezivo
cremation	0.084	0.620	0.420	kremacija
creole	0.667	0.357	0.523	kreolski
crepe	0.562	0.224	0.349	krep
crescendo	0.760	0.575	0.594	crescendo
crescent	0.698	0.382	0.407	polumjesec
crest	0.458	0.333	0.333	greben
crestfallen	0.235	0.346	0.175	crestfallen
cretin	0.265	0.583	0.312	cretin
cretins	0.094	0.741	0.328	kretini
crevice	0.361	0.471	0.275	pukotina
crew	0.604	0.598	0.735	posada
crewman	0.602	0.580	0.548	član posade
crib	0.653	0.240	0.407	krevetac
cricket	0.423	0.539	0.370	kriket
cried	0.167	0.612	0.254	plakala
crime	0.071	0.943	0.630	kriminal
criminal	0.021	0.830	0.529	kriminalac
criminality	0.122	0.863	0.580	kriminalitet
crimp	0.260	0.557	0.396	crimp
crimson	0.667	0.385	0.370	grimizno
cringe	0.245	0.840	0.377	ježiti se
cripple	0.094	0.392	0.161	bogalj
crippled	0.035	0.358	0.236	osakaćen
crippling	0.156	0.598	0.391	sakaćenje
crisis	0.208	0.811	0.431	kriza
crisp	0.776	0.692	0.508	hrskav
crispy	0.656	0.550	0.509	hrskavo
criterion	0.396	0.410	0.736	kriterijum
critic	0.264	0.604	0.686	kritičar
critical	0.312	0.802	0.545	kritičan
criticise	0.073	0.700	0.452	kritikovati
criticism	0.115	0.563	0.505	kritika
criticize	0.143	0.708	0.473	kritikovati
criticized	0.240	0.600	0.311	kritikovano
critique	0.302	0.760	0.537	kritika
critter	0.542	0.539	0.482	critter
croak	0.337	0.346	0.298	graknuti
croc	0.327	0.452	0.451	croc
crock	0.385	0.412	0.421	crock
crockery	0.552	0.216	0.327	posuđe
crocodile	0.344	0.708	0.610	krokodil
croft	0.531	0.429	0.421	croft
croissant	0.745	0.330	0.430	kroasan
crook	0.171	0.765	0.550	lopova
crooked	0.146	0.594	0.305	krivo
crop	0.615	0.260	0.500	rezati
croquet	0.551	0.519	0.407	kroket
cross	0.448	0.321	0.569	krst
cross country	0.531	0.441	0.529	cross country
crossbow	0.344	0.598	0.560	samostrel
crossed	0.431	0.490	0.508	prešao
crossfire	0.316	0.896	0.722	unakrsna vatra
crossing	0.549	0.349	0.451	prelaz
crossover	0.559	0.550	0.500	crossover
crosswalk	0.557	0.441	0.380	pešački prelaz
crossword	0.611	0.423	0.455	ukrštenica
crotch	0.521	0.637	0.447	prepone
crouch	0.281	0.606	0.312	čučni
crouched	0.333	0.363	0.279	čučnuo
crouching	0.261	0.429	0.345	čučeći
croupier	0.531	0.519	0.404	krupije
crow	0.224	0.439	0.363	vrana
crowbar	0.406	0.531	0.386	poluga
crowd	0.350	0.827	0.731	gomila
crowded	0.694	0.286	0.585	prepuno
crowds	0.469	0.723	0.806	gužve
crown	0.708	0.572	0.737	kruna
crowning	0.773	0.594	0.831	krunisanje
crucial	0.541	0.657	0.777	odlučujuče
cruciate	0.429	0.435	0.585	cruciate
crucifix	0.469	0.480	0.510	raspelo
crucifixion	0.135	0.857	0.541	raspeće
crucify	0.146	0.878	0.573	razapeti
crud	0.312	0.330	0.444	crud
crude	0.198	0.402	0.357	sirovo
cruel	0.122	0.866	0.391	okrutno
cruelly	0.146	0.790	0.471	okrutno
cruelty	0.092	0.836	0.536	okrutnost
cruise	0.740	0.442	0.683	krstarenje
cruise ship	0.878	0.650	0.500	kruzer
cruiser	0.737	0.490	0.608	cruiser
cruising	0.886	0.580	0.560	krstarenje
crumb	0.417	0.255	0.216	mrvica
crumble	0.333	0.480	0.423	crumble
crumbling	0.167	0.696	0.308	raspadanje
crummy	0.125	0.531	0.224	mršavo
crunch	0.292	0.630	0.406	krckanje
crunchy	0.625	0.560	0.539	hrskavo
crusade	0.592	0.720	0.709	krstaški rat
crusader	0.439	0.588	0.548	crusader
crush	0.271	0.676	0.582	crush
crushed	0.167	0.647	0.300	zdrobljen
crusher	0.271	0.709	0.598	crusher
crushing	0.219	0.755	0.411	drobljenje
crust	0.542	0.337	0.456	kora
crusty	0.625	0.531	0.473	crusty
crutch	0.302	0.294	0.302	štaka
crux	0.469	0.558	0.519	crux
cry	0.133	0.627	0.255	plakati
crybaby	0.375	0.702	0.311	plačljivko
crying	0.153	0.704	0.208	plakanje
crypt	0.156	0.431	0.386	kripta
cryptic	0.296	0.516	0.474	cryptic
cryptography	0.490	0.415	0.650	kriptografija
crystal	0.618	0.270	0.508	kristal
crystalline	0.765	0.235	0.534	kristalno
crystallization	0.600	0.449	0.565	kristalizacija
cub	0.646	0.382	0.284	cub
cubby	0.354	0.385	0.360	cubby
cube	0.469	0.226	0.274	kocka
cubic	0.458	0.306	0.407	kubni
cubicle	0.479	0.343	0.417	kabina
cuckold	0.210	0.573	0.230	rogonja
cuckoo	0.420	0.459	0.284	kukavica
cucumber	0.490	0.235	0.237	krastavac
cuddle	0.885	0.559	0.475	maziti se
cuddled	0.906	0.547	0.567	cuddled
cuddles	0.847	0.382	0.500	maženje
cuddling	0.917	0.562	0.433	maženje
cue	0.521	0.433	0.484	cue
cuff	0.469	0.453	0.387	manžeta
cuisine	0.714	0.365	0.390	kuhinja
culinary	0.654	0.443	0.519	kulinarski
cull	0.365	0.702	0.464	cull
culminate	0.667	0.550	0.602	kulminirati
culmination	0.656	0.586	0.695	kulminacija
culpability	0.112	0.745	0.368	krivica
culpable	0.140	0.700	0.319	kriv
culprit	0.062	0.676	0.333	krivac
cult	0.448	0.535	0.648	kult
cultivate	0.708	0.410	0.598	kultivisati
cultivated	0.837	0.343	0.564	kultivisan
cultivation	0.625	0.324	0.462	uzgoj
cultural	0.802	0.390	0.623	kulturnim
culture	0.753	0.304	0.675	kulture
cultured	0.635	0.429	0.625	kulturan
culvert	0.337	0.324	0.343	propust
cumbersome	0.259	0.623	0.292	glomazan
cumulus	0.570	0.433	0.432	cumulus
cunning	0.604	0.685	0.683	lukav
cunt	0.135	0.673	0.377	pička
cup	0.615	0.167	0.231	cup
cupboard	0.553	0.200	0.304	kredenac
cupcake	0.656	0.333	0.344	cupcake
cupping	0.490	0.610	0.402	cupping
cur	0.440	0.519	0.460	cur
curable	0.823	0.292	0.574	izlječiv
curate	0.726	0.418	0.526	curate
curative	0.667	0.318	0.613	ljekovito
curator	0.688	0.389	0.688	kustos
curb	0.472	0.371	0.402	rubnik
curd	0.542	0.442	0.278	curd
cure	0.719	0.377	0.623	izlečiti
curfew	0.219	0.618	0.623	policijski čas
curiosity	0.750	0.755	0.463	radoznalost
curious	0.635	0.600	0.483	radoznao
curl	0.385	0.452	0.351	curl
curling	0.583	0.592	0.400	curling
currency	0.583	0.418	0.592	valuta
current	0.625	0.312	0.612	struja
curriculum	0.708	0.306	0.620	nastavni plan i program
curry	0.633	0.345	0.302	curry
curse	0.033	0.720	0.375	prokletstvo
cursed	0.083	0.783	0.393	proklet
cursing	0.112	0.860	0.446	psovanje
cursory	0.423	0.451	0.431	površno
curt	0.245	0.610	0.452	curt
curtail	0.306	0.439	0.497	smanjiti
curtailment	0.230	0.578	0.431	smanjenje
curtain	0.698	0.278	0.304	zavjesa
curtains	0.615	0.123	0.342	zavese
curtsy	0.635	0.412	0.598	curtsy
curvature	0.417	0.367	0.447	zakrivljenost
curve	0.480	0.375	0.307	krivulja
curved	0.542	0.407	0.337	zakrivljena
curvilinear	0.480	0.575	0.411	krivolinijski
cushion	0.653	0.221	0.292	jastuk
cushy	0.823	0.283	0.395	cusy
cusp	0.667	0.710	0.700	cusp
cuss	0.354	0.538	0.443	cuss
cussed	0.156	0.625	0.454	psovao
custard	0.618	0.260	0.293	kremasta krema
custodial	0.418	0.462	0.718	custodial
custodian	0.594	0.625	0.528	čuvar
custody	0.494	0.472	0.675	starateljstvo
custom	0.552	0.382	0.688	običaj
customary	0.700	0.253	0.561	uobičajeno
customer	0.562	0.430	0.673	kupac
customized	0.625	0.504	0.590	prilagođeno
cut	0.490	0.490	0.393	cut
cutaneous	0.365	0.370	0.328	kožni
cute	0.920	0.528	0.579	slatko
cuticle	0.340	0.320	0.377	zanoktica
cutie	0.638	0.528	0.464	cutie
cutlass	0.173	0.648	0.528	cutlass
cutlery	0.552	0.300	0.345	pribor za jelo
cutoff	0.432	0.510	0.518	cutoff
cutter	0.427	0.731	0.583	rezač
cutters	0.197	0.653	0.491	rezači
cutthroat	0.110	0.823	0.663	cutthroat
cutting	0.448	0.375	0.536	rezanje
cutting board	0.337	0.540	0.342	daska za rezanje
cuttings	0.479	0.392	0.433	reznice
cwt	0.500	0.410	0.384	cwt
cyanide	0.229	0.667	0.545	cijanid
cyberspace	0.677	0.594	0.611	sajber prostor
cycle	0.635	0.400	0.533	ciklus
cyclical	0.380	0.450	0.554	ciklično
cyclist	0.684	0.582	0.576	biciklista
cyclone	0.416	0.796	0.673	ciklon
cylinder	0.459	0.324	0.447	cilindar
cylindrical	0.458	0.294	0.414	cilindrični
cymbal	0.542	0.363	0.362	činele
cynic	0.135	0.632	0.473	cinik
cynical	0.156	0.760	0.474	ciničan
cynicism	0.104	0.780	0.454	cinizam
cyst	0.173	0.578	0.312	cista
cystic	0.314	0.481	0.400	cistična
cytomegalovirus	0.186	0.657	0.443	citomegalovirus
cytoplasm	0.378	0.442	0.474	citoplazma
czar	0.480	0.348	0.643	car
dab	0.510	0.337	0.340	dab
dabble	0.550	0.530	0.491	dabble
dabbling	0.562	0.726	0.676	dabbling
dad	0.857	0.412	0.786	tata
daddy	0.795	0.400	0.736	tata
dado	0.510	0.240	0.364	dado
daemon	0.333	0.490	0.500	daemon
daft	0.255	0.436	0.157	daft
dagger	0.224	0.797	0.613	bodež
daily	0.653	0.347	0.473	dnevno
dainty	0.604	0.284	0.424	dainty
daiquiri	0.670	0.519	0.400	daiquiri
dairy	0.633	0.255	0.462	mliječni proizvodi
daisy	0.562	0.367	0.333	tratinčica
dak	0.510	0.417	0.424	dak
dale	0.622	0.270	0.365	dale
dam	0.250	0.553	0.394	brana
damage	0.059	0.726	0.403	oštećenja
damaged	0.104	0.635	0.182	oštećena
damages	0.082	0.760	0.310	štete
dame	0.694	0.480	0.500	dame
damn	0.073	0.784	0.431	prokletstvo
damnation	0.135	0.750	0.416	prokletstvo
damned	0.100	0.760	0.465	prokleti
damp	0.360	0.279	0.210	vlažna
dampened	0.271	0.422	0.336	navlaženo
damper	0.459	0.378	0.473	amortizer
damsel	0.719	0.475	0.400	damsel
dance	0.894	0.840	0.551	plesati
dancer	0.740	0.768	0.545	plesačica
dancing	0.885	0.868	0.444	plesanja
dandruff	0.398	0.298	0.293	perut
dandy	0.673	0.520	0.630	dandy
danger	0.115	0.923	0.673	opasnost
dangerous	0.020	0.941	0.658	opasno
dangerously	0.082	0.930	0.564	opasno
dangit	0.396	0.606	0.358	dangit
dangle	0.362	0.469	0.375	dangle
dank	0.390	0.381	0.383	dank
dapper	0.770	0.560	0.698	dapper
dare	0.677	0.788	0.684	dare
daredevil	0.429	0.714	0.653	daredevil
daresay	0.540	0.451	0.490	daresay
daring	0.583	0.840	0.711	smeo
dark	0.198	0.398	0.426	mračno
darken	0.250	0.471	0.382	potamniti
darkened	0.135	0.440	0.452	potamnelo
darkly	0.219	0.548	0.443	mračno
darkness	0.102	0.602	0.418	mrak
darkroom	0.188	0.627	0.423	tamna soba
darkside	0.102	0.690	0.365	tamna strana
darling	0.885	0.370	0.608	draga
darn	0.115	0.765	0.418	prokletstvo
dart	0.417	0.608	0.500	dart
dash	0.574	0.312	0.324	crtica
dashboard	0.510	0.371	0.595	komandna tabla
dashed	0.276	0.393	0.338	isprekidano
dashing	0.612	0.627	0.799	poletan
dastardly	0.208	0.688	0.270	podlo
data	0.500	0.250	0.426	podaci
database	0.604	0.286	0.644	baza podataka
date	0.604	0.231	0.400	datum
datenight	0.708	0.637	0.518	datenight
daughter	0.908	0.415	0.455	kćer
dawdle	0.479	0.464	0.357	dawdle
dawn	0.827	0.235	0.519	zora
dawned	0.694	0.471	0.473	svanulo
day	0.719	0.269	0.389	dan
daybreak	0.802	0.358	0.474	svitanje
daycare	0.776	0.481	0.360	obdanište
daydream	0.750	0.337	0.456	sanjarenje
daydreaming	0.776	0.360	0.479	sanjarenje
daylight	0.865	0.420	0.545	dnevno svjetlo
daymade	0.646	0.450	0.417	daymade
dayoff	0.760	0.368	0.377	slobodan dan
daytime	0.750	0.324	0.454	danju
daze	0.245	0.735	0.329	daze
dazed	0.300	0.697	0.277	ošamućen
dazzle	0.730	0.782	0.683	dazzle
dazzling	0.854	0.880	0.767	blistavo
deacon	0.531	0.430	0.736	đakon
deactivate	0.235	0.447	0.392	deaktivirati
dead	0.052	0.454	0.194	smrt
deadbeat	0.229	0.453	0.368	deadbeat
deadline	0.214	0.615	0.460	rok
deadlines	0.406	0.769	0.411	rokovi
deadlock	0.170	0.418	0.323	zastoj
deadly	0.143	0.849	0.554	smrtonosna
deafening	0.281	0.835	0.482	zaglušujući
deafness	0.125	0.413	0.219	gluvoća
deal	0.719	0.599	0.543	dogovor
dealer	0.799	0.615	0.683	diler
dealership	0.541	0.430	0.629	zastupstvo
dealing	0.724	0.415	0.598	diling
dealings	0.600	0.491	0.480	poslovi
dean	0.612	0.469	0.723	dekan
dear	0.880	0.434	0.629	dragi
dearest	0.902	0.427	0.508	najdraži
dearth	0.156	0.539	0.255	Dearth
death	0.031	0.720	0.472	smrt
deathbed	0.051	0.652	0.311	smrtna postelja
deathly	0.073	0.771	0.682	smrtno
debacle	0.156	0.606	0.266	debakl
debased	0.219	0.529	0.170	debased
debatable	0.181	0.610	0.474	diskutabilno
debate	0.408	0.691	0.683	debata
debauchery	0.354	0.901	0.500	razvrat
debenture	0.417	0.500	0.466	zadužnica
debilitating	0.125	0.490	0.308	iscrpljujuće
debit	0.333	0.400	0.474	debit
debrief	0.247	0.343	0.549	debrief
debriefing	0.427	0.580	0.456	debrifing
debris	0.135	0.396	0.327	krhotine
debt	0.204	0.598	0.336	dug
debtor	0.219	0.546	0.160	dužnik
debut	0.806	0.606	0.629	debi
debutante	0.771	0.627	0.454	debitantica
decade	0.531	0.402	0.665	decenija
decadence	0.237	0.455	0.291	dekadencija
decadent	0.290	0.559	0.324	dekadentno
decaf	0.480	0.324	0.353	bez kofeina
decanter	0.438	0.567	0.510	dekanter
decathlon	0.573	0.753	0.620	desetoboj
decay	0.143	0.312	0.170	propadanje
decayed	0.017	0.375	0.169	raspadalo
decaying	0.073	0.510	0.214	propadanje
deceased	0.021	0.538	0.188	pokojni
decedent	0.423	0.481	0.415	ostavilac
deceit	0.020	0.696	0.343	prevara
deceitful	0.071	0.788	0.371	varljiv
deceive	0.094	0.775	0.414	obmanuti
deceived	0.059	0.673	0.302	prevaren
deceiving	0.099	0.636	0.426	varanje
december	0.740	0.540	0.464	decembar
decency	0.750	0.235	0.634	pristojnost
decent	0.823	0.296	0.653	pristojan
deception	0.090	0.745	0.370	obmana
deceptive	0.027	0.605	0.294	varljiv
decide	0.656	0.540	0.855	odlučiti
decidedly	0.750	0.480	0.843	odlučno
deciduous	0.385	0.353	0.282	listopadni
decimal	0.507	0.259	0.305	decimalni
decimeter	0.520	0.292	0.377	decimetar
decipher	0.417	0.630	0.652	dešifrovati
decision	0.646	0.510	0.839	odluka
decisive	0.740	0.509	0.935	odlučujući
deck	0.420	0.333	0.394	paluba
declaration	0.551	0.590	0.714	deklaracija
declaratory	0.635	0.582	0.673	deklarativno
declare	0.677	0.623	0.668	proglasiti
declination	0.250	0.549	0.311	deklinacija
decline	0.173	0.491	0.240	odbiti
declining	0.328	0.400	0.264	u opadanju
deco	0.625	0.274	0.356	deco
decode	0.551	0.510	0.640	dekodirati
decoder	0.562	0.340	0.686	dekoder
decompose	0.194	0.596	0.241	razgraditi
decomposed	0.073	0.442	0.231	razloženo
decomposition	0.133	0.600	0.263	raspadanje
decompress	0.438	0.430	0.509	decompress
decompression	0.208	0.520	0.311	dekompresija
decontamination	0.611	0.538	0.573	dekontaminacija
decor	0.734	0.311	0.573	dekor
decorate	0.954	0.370	0.404	ukrasiti
decorating	0.863	0.548	0.462	ukrašavanje
decoration	0.878	0.553	0.526	dekoracija
decorative	0.908	0.460	0.381	dekorativni
decorator	0.840	0.471	0.455	dekorater
