English Word	Valence	Arousal	Dominance	Portuguese Word
fall	0.177	0.657	0.221	cair
fallacious	0.271	0.587	0.390	falacioso
fallacy	0.112	0.561	0.430	falácia
fallback	0.458	0.358	0.508	cair pra trás
fallible	0.365	0.537	0.402	falível
falling	0.202	0.716	0.306	queda
fallopian	0.297	0.390	0.464	falópio
fallout	0.428	0.356	0.373	cair
fallow	0.375	0.368	0.464	pousio
false	0.120	0.404	0.240	falso
falsehood	0.031	0.625	0.384	falsidade
falsely	0.083	0.480	0.265	falsamente
falsification	0.173	0.720	0.490	falsificação
falsified	0.042	0.630	0.306	falsificado
falsify	0.115	0.657	0.409	falsificar
falsity	0.120	0.689	0.186	falsidade
falter	0.421	0.650	0.346	vacilar
fame	0.896	0.755	0.852	fama
famed	0.878	0.750	0.819	famoso
familiar	0.906	0.330	0.615	familiar
familiarity	0.854	0.346	0.616	familiaridade
familiarize	0.760	0.365	0.654	familiarizar
family	0.968	0.383	0.643	família
familytime	0.939	0.420	0.679	tempo para a família
famine	0.163	0.679	0.310	fome
famished	0.177	0.654	0.282	faminto
famous	0.916	0.775	0.882	famoso
famously	0.856	0.765	0.787	notoriamente
fan	0.781	0.429	0.357	fã
fanatic	0.573	0.780	0.629	fanático
fanatical	0.555	0.830	0.714	fanático
fanaticism	0.292	0.896	0.566	fanatismo
fanciful	0.677	0.592	0.342	fantasioso
fancy	0.854	0.673	0.534	gostar
fandango	0.490	0.591	0.429	fandango
fanfare	0.656	0.640	0.437	fanfarra
fang	0.175	0.491	0.455	presa
fangs	0.286	0.598	0.434	presas
fanning	0.615	0.330	0.236	abanando
fantasia	0.898	0.694	0.436	fantasia
fantasize	0.771	0.660	0.356	fantasiar
fantastic	0.969	0.696	0.831	fantástico
fantasy	0.880	0.627	0.474	fantasia
faraway	0.365	0.356	0.285	tão distante
farce	0.265	0.667	0.246	farsa
farcical	0.406	0.481	0.259	ridículo
fare	0.490	0.425	0.645	tarifa
farewell	0.130	0.500	0.591	até a próxima
farm	0.781	0.327	0.297	Fazenda
farmer	0.677	0.432	0.464	agricultor
farmhouse	0.690	0.330	0.444	casa de fazenda
farming	0.580	0.414	0.568	agricultura
farmland	0.729	0.363	0.509	terras agrícolas
faro	0.544	0.349	0.357	faro
fart	0.194	0.439	0.264	peidar
farther	0.418	0.500	0.430	mais
fascia	0.480	0.366	0.356	fáscia
fascinate	0.854	0.683	0.802	fascinar
fascinated	0.812	0.714	0.788	fascinado
fascinating	0.979	0.817	0.784	fascinante
fascination	0.885	0.773	0.835	fascinação
fascism	0.104	0.740	0.695	fascismo
fascist	0.200	0.755	0.527	fascista
fashion	0.827	0.616	0.589	moda
fashionable	0.750	0.510	0.605	elegante
fastball	0.688	0.679	0.575	bola rápida
fasten	0.458	0.585	0.529	prender
fastener	0.577	0.377	0.491	prendedor
fastening	0.594	0.473	0.554	fixação
fasting	0.388	0.370	0.394	jejum
fat	0.198	0.353	0.237	gordo
fatal	0.061	0.775	0.509	fatal
fatalism	0.208	0.694	0.631	fatalismo
fatality	0.062	0.798	0.595	fatalidade
fate	0.571	0.479	0.712	destino
fated	0.582	0.472	0.692	predestinado
fateful	0.290	0.583	0.402	fatídico
fathead	0.296	0.527	0.463	cabeça-dura
father	0.812	0.333	0.824	pai
fatherhood	0.885	0.519	0.682	paternidade
fatherland	0.729	0.469	0.778	pátria
fatherly	0.865	0.363	0.712	paternal
fathom	0.520	0.410	0.523	sondar
fatigue	0.173	0.378	0.265	fadiga
fatigued	0.146	0.433	0.245	cansado
fatso	0.286	0.394	0.336	gordo
fatten	0.375	0.549	0.363	engordar
fatty	0.286	0.361	0.325	gordinho
faucet	0.427	0.278	0.356	torneira
fault	0.188	0.558	0.184	culpa
faultless	0.792	0.500	0.741	impecável
faulty	0.184	0.520	0.378	defeituoso
faun	0.490	0.303	0.376	fauno
fauna	0.646	0.346	0.404	fauna
faux	0.291	0.490	0.204	falso
favor	0.812	0.308	0.519	Favor
favorable	0.952	0.380	0.788	favorável
favorite	0.885	0.590	0.691	favorito
favoriteholiday	0.867	0.618	0.582	feriado favorito
favoritism	0.582	0.559	0.658	favoritismo
fawn	0.626	0.360	0.284	fulvo
fax	0.406	0.368	0.304	fax
faze	0.417	0.515	0.382	perturbar
fear	0.073	0.840	0.293	temer
feared	0.240	0.733	0.509	temido
fearful	0.083	0.482	0.278	temeroso
fearfully	0.112	0.567	0.271	com medo
fearing	0.125	0.566	0.256	temendo
fearless	0.810	0.806	0.760	destemido
fears	0.061	0.821	0.306	medos
fearsome	0.115	0.900	0.586	temível
feasibility	0.653	0.490	0.741	viabilidade
feasible	0.694	0.388	0.611	viável
feast	0.979	0.724	0.680	celebração
feat	0.750	0.706	0.849	Parceria
feather	0.677	0.208	0.144	pena
feathered	0.438	0.288	0.214	emplumado
feature	0.667	0.314	0.679	característica
features	0.667	0.433	0.509	recursos
febrile	0.429	0.578	0.414	febril
fecal	0.255	0.528	0.213	fecal
feces	0.240	0.407	0.307	fezes
fecundity	0.688	0.591	0.683	fecundidade
fed	0.602	0.370	0.482	alimentado
federal	0.530	0.459	0.859	Federal
federation	0.633	0.354	0.763	federação
fedup	0.327	0.500	0.352	cheio
fee	0.354	0.386	0.556	taxa
feeble	0.157	0.280	0.109	fraco
feed	0.812	0.429	0.739	alimentação
feedback	0.622	0.557	0.645	retorno
feeder	0.604	0.452	0.713	alimentador
feel	0.802	0.602	0.596	sentir
feelgood	0.990	0.441	0.621	sentir bem
feeling	0.806	0.329	0.531	sentimento
feelingdown	0.490	0.457	0.567	sentindo pra baixo
feelinggood	0.940	0.449	0.655	sentindo-se bem
feet	0.510	0.240	0.292	pés
feign	0.340	0.394	0.356	fingir
feigned	0.173	0.602	0.333	fingido
feisty	0.592	0.853	0.789	mal-humorado
felicity	0.913	0.704	0.793	felicidade
feline	0.615	0.745	0.509	felino
fell	0.255	0.462	0.250	caiu
feller	0.406	0.622	0.617	Lenhador
fellow	0.745	0.298	0.570	companheiro
fellowship	0.900	0.429	0.778	comunhão
felon	0.111	0.898	0.455	criminoso
felony	0.206	0.808	0.472	crime
felt	0.643	0.417	0.566	sentiu
feminine	0.802	0.520	0.394	feminino
femininity	0.750	0.479	0.451	feminilidade
feminism	0.541	0.570	0.636	feminismo
femme	0.551	0.529	0.398	mulher
femoral	0.417	0.324	0.566	femoral
femur	0.408	0.289	0.413	fêmur
fen	0.490	0.276	0.379	pântano
fence	0.500	0.198	0.398	cerca
fenced	0.323	0.430	0.429	cercado
fencing	0.542	0.654	0.539	esgrima
fend	0.646	0.731	0.537	defender
fender	0.369	0.459	0.476	pára-choque
fennel	0.573	0.277	0.389	funcho
ferment	0.375	0.531	0.418	fermentar
fermentation	0.420	0.567	0.473	fermentação
fern	0.602	0.240	0.290	samambaia
ferocious	0.167	0.915	0.776	feroz
ferocity	0.235	0.906	0.746	ferocidade
ferret	0.385	0.391	0.398	furão
ferry	0.604	0.509	0.389	balsa
ferryboat	0.594	0.452	0.553	balsa
fertile	0.888	0.408	0.704	fertil
fertility	0.885	0.529	0.726	fertilidade
fertilize	0.708	0.443	0.542	fertilizar
fertilizer	0.438	0.463	0.565	fertilizante
fervent	0.646	0.632	0.773	fervoroso
fervor	0.573	0.769	0.651	fervor
fess	0.395	0.420	0.370	confessar
fest	0.704	0.574	0.402	Festival
festival	0.870	0.706	0.714	festival
festive	0.854	0.740	0.764	festivo
fetal	0.388	0.308	0.364	fetal
fetch	0.479	0.363	0.491	buscar
fete	0.580	0.551	0.465	festa
fetish	0.307	0.706	0.500	fetiche
fetus	0.479	0.519	0.395	feto
feud	0.146	0.796	0.312	feudo
feudal	0.367	0.370	0.610	feudal
feudalism	0.229	0.465	0.607	feudalismo
fever	0.194	0.674	0.364	febre
feverish	0.385	0.696	0.436	febril
fiancee	0.959	0.626	0.556	noiva
fiasco	0.167	0.600	0.200	fiasco
fiat	0.520	0.418	0.446	fiduciário
fib	0.438	0.510	0.361	mentira
fiber	0.719	0.284	0.390	fibra
fiberglass	0.451	0.451	0.443	fibra de vidro
fibrosis	0.160	0.469	0.546	fibrose
fibrous	0.480	0.441	0.464	fibroso
fickle	0.406	0.481	0.346	inconstante
fiction	0.438	0.657	0.441	ficção
fictional	0.430	0.490	0.340	fictício
fictitious	0.224	0.444	0.293	fictício
fiddle	0.571	0.449	0.391	violino
fiddler	0.615	0.580	0.500	violinista
fidelity	0.765	0.580	0.709	fidelidade
fidgety	0.229	0.786	0.351	inquieto
fiduciary	0.375	0.400	0.509	fiduciário
field	0.640	0.380	0.336	campo
field hockey	0.602	0.786	0.518	hóquei em campo
fielder	0.583	0.378	0.415	jogador de campo
fiend	0.146	0.903	0.608	demônio
fiendish	0.167	0.846	0.591	diabólico
fierce	0.281	0.877	0.759	feroz
fiery	0.418	0.850	0.721	fogosa
fiesta	0.927	0.779	0.655	festa
fiesty	0.571	0.663	0.472	feroz
fifteen	0.490	0.290	0.443	quinze
fifty	0.571	0.368	0.439	cinquenta
fig	0.573	0.390	0.339	FIG
fight	0.531	0.868	0.809	lutar
fighter	0.637	0.760	0.898	lutador
fighting	0.292	0.885	0.783	brigando
fights	0.070	0.920	0.712	brigas
figment	0.552	0.316	0.533	invenção
figurative	0.479	0.450	0.634	figurativo
figure	0.688	0.328	0.509	figura
figurine	0.760	0.283	0.258	estatueta
filament	0.510	0.452	0.377	filamento
filamentous	0.531	0.480	0.516	filamentoso
file	0.480	0.316	0.463	Arquivo
filet	0.615	0.392	0.291	filé
filibuster	0.271	0.714	0.508	obstruir
filigree	0.576	0.408	0.514	filigrana
filing	0.620	0.420	0.700	arquivamento
filings	0.323	0.412	0.340	arquivamentos
fill	0.729	0.449	0.637	encher
filler	0.531	0.347	0.529	enchimento
fillet	0.745	0.415	0.378	filé
filling	0.510	0.382	0.525	o preenchimento
filly	0.479	0.564	0.519	potranca
film	0.823	0.491	0.566	filme
filmmaker	0.704	0.510	0.635	cineasta
filmy	0.583	0.510	0.425	enevoado
filter	0.440	0.296	0.260	filtro
filth	0.194	0.592	0.319	sujeira
filthy	0.115	0.714	0.321	imundo
filtration	0.407	0.520	0.255	filtragem
fin	0.333	0.340	0.377	barbatana
final	0.276	0.575	0.508	final
finale	0.406	0.330	0.468	final
finalist	0.833	0.686	0.736	finalista
finality	0.615	0.368	0.627	finalidade
finalize	0.556	0.550	0.578	finalizar
finalized	0.245	0.210	0.608	finalizado
finally	0.583	0.433	0.465	finalmente
finance	0.753	0.431	0.843	finança
financial	0.667	0.500	0.722	financeiro
financier	0.602	0.500	0.778	financiador
finch	0.438	0.444	0.358	tentilhão
find	0.774	0.555	0.580	achar
finder	0.360	0.550	0.630	localizador
finding	0.796	0.469	0.664	encontrar
fine	0.823	0.240	0.647	multar
finery	0.562	0.479	0.636	elegância
finesse	0.740	0.387	0.412	sutileza
finger	0.321	0.264	0.291	dedo
fingernail	0.418	0.415	0.153	unha da mão
fingerprint	0.583	0.404	0.570	impressão digital
fingerscrossed	0.573	0.540	0.356	dedos cruzados
finish	0.471	0.429	0.545	Finalizar
finished	0.510	0.387	0.570	finalizado
finite	0.384	0.347	0.293	finito
fink	0.410	0.514	0.439	fink
fir	0.521	0.275	0.306	abeto
fire	0.380	0.804	0.635	incêndio
firearm	0.086	0.943	0.864	arma de fogo
firearms	0.220	0.943	0.821	armas de fogo
fireball	0.302	0.777	0.664	bola fogo
firecracker	0.474	0.741	0.434	bombinha
firefight	0.153	0.920	0.664	Bombeiro
firefighter	0.637	0.770	0.773	bombeiro
firefly	0.622	0.410	0.363	vaga-lume
firehouse	0.594	0.689	0.627	Quartel de bombeiros
firelight	0.677	0.504	0.639	luz do fogo
fireman	0.583	0.745	0.755	bombeiro
fireplace	0.667	0.380	0.417	lareira
firepower	0.375	0.941	0.810	potência de fogo
fireproof	0.684	0.679	0.723	a prova de fogo
fireside	0.684	0.377	0.394	lareira
firestorm	0.180	0.929	0.766	tempestade de fogo
firewall	0.485	0.602	0.629	firewall
firewood	0.520	0.348	0.263	lenha
firework	0.786	0.904	0.593	fogo de artifício
fireworks	0.735	0.863	0.579	fogos de artifício
firing	0.188	0.931	0.803	atirando
firm	0.635	0.380	0.728	empresa
firmament	0.750	0.407	0.660	firmamento
firmly	0.786	0.510	0.777	firmemente
firmness	0.823	0.479	0.939	firmeza
first	0.625	0.500	0.788	primeiro
firstborn	0.786	0.490	0.695	primogênito
firstworldprobs	0.458	0.612	0.483	problemas do primeiro mundo
fiscal	0.500	0.582	0.845	fiscal
fish	0.510	0.280	0.250	peixe
fisherman	0.656	0.461	0.546	pescador
fishery	0.574	0.503	0.519	pesca
fishing	0.677	0.283	0.405	pescaria
fishing boat	0.521	0.403	0.627	barco de pesca
fishy	0.224	0.601	0.471	duvidoso
fissile	0.333	0.490	0.380	físsil
fission	0.386	0.500	0.567	fissão
fissure	0.333	0.510	0.431	fissura
fist	0.333	0.686	0.481	punho
fistfight	0.208	0.902	0.543	briga
fistful	0.500	0.509	0.500	punhado
fistula	0.312	0.481	0.330	fístula
fit	0.604	0.450	0.632	em forma
fitness	0.875	0.529	0.810	ginástica
fits	0.571	0.363	0.580	encaixa
fitted	0.507	0.404	0.673	montado
fitting	0.612	0.441	0.638	apropriado
fittings	0.531	0.404	0.409	acessórios
five	0.510	0.221	0.298	cinco
fiver	0.458	0.469	0.517	nota de cinco
fix	0.760	0.538	0.519	fixar
fixable	0.724	0.470	0.645	fixável
fixation	0.562	0.459	0.655	fixação
fixed	0.684	0.167	0.509	fixo
fixer	0.633	0.375	0.606	fixador
fixture	0.663	0.216	0.409	acessório
fixtures	0.643	0.330	0.370	luminárias
fizz	0.459	0.708	0.349	efervescer
fjord	0.510	0.404	0.463	fiorde
flabbergast	0.480	0.679	0.547	estupefato
flabbergasted	0.312	0.802	0.342	estupefato
flabby	0.292	0.358	0.250	flácido
flaccid	0.156	0.400	0.151	flácido
flag	0.592	0.378	0.536	bandeira
flagging	0.521	0.519	0.509	sinalizando
flagpole	0.500	0.394	0.458	mastro
flagrant	0.286	0.673	0.455	flagrante
flagship	0.592	0.587	0.703	carro-chefe
flagstaff	0.520	0.517	0.500	mastro
flair	0.775	0.471	0.676	talento
flak	0.390	0.600	0.600	rebater
flake	0.385	0.388	0.289	Floco
flaky	0.363	0.509	0.279	escamoso
flamboyant	0.615	0.794	0.705	extravagante
flame	0.448	0.574	0.615	chama
flamethrower	0.160	0.882	0.683	lança-chamas
flaming	0.406	0.645	0.558	flamejante
flamingo	0.667	0.451	0.482	flamingo
flammable	0.216	0.800	0.715	inflamável
flan	0.604	0.304	0.198	pudim
flange	0.500	0.306	0.390	mesa
flank	0.448	0.458	0.443	flanco
flanked	0.333	0.431	0.368	flanqueado
flanking	0.490	0.622	0.519	flanqueando
flannel	0.490	0.250	0.327	flanela
flap	0.275	0.385	0.344	aba
flapping	0.458	0.728	0.404	batendo
flare	0.558	0.823	0.508	clarão
flares	0.580	0.642	0.556	chamas
flaring	0.625	0.771	0.509	queimando
flash	0.571	0.590	0.657	instantâneo
flashback	0.265	0.400	0.485	flashback
flashing	0.604	0.574	0.438	piscando
flashlight	0.653	0.414	0.356	lanterna
flashy	0.704	0.600	0.827	chamativo
flask	0.418	0.412	0.454	frasco
flat	0.408	0.236	0.303	apartamento
flatbed	0.490	0.250	0.380	mesa
flatfoot	0.265	0.333	0.330	pé chato
flatness	0.479	0.280	0.527	planicidade
flatten	0.286	0.469	0.442	achatar
flatter	0.521	0.418	0.302	bajular
flattered	0.865	0.608	0.708	lisonjeado
flattering	0.755	0.686	0.500	lisonjeiro
flattery	0.470	0.575	0.404	bajulação
flatulence	0.210	0.632	0.343	flatulência
flaunt	0.438	0.611	0.525	ostentar
flavor	0.885	0.479	0.392	sabor
flaw	0.319	0.491	0.175	falha
flawed	0.133	0.490	0.194	imperfeito
flawless	0.729	0.420	0.741	perfeito
flea	0.286	0.353	0.218	pulga
fleabag	0.271	0.557	0.348	saco de pulgas
fled	0.224	0.639	0.322	fugiu
flee	0.292	0.796	0.232	fugir
fleece	0.561	0.250	0.381	lã
fleet	0.547	0.430	0.623	frota
fleeting	0.439	0.650	0.387	fugaz
flesh	0.604	0.390	0.475	carne
fleshy	0.500	0.518	0.406	carnudo
flex	0.604	0.378	0.330	flexionar
flexibility	0.867	0.402	0.472	flexibilidade
flexible	0.719	0.460	0.465	flexível
flexin	0.552	0.559	0.366	flexina
flexion	0.449	0.551	0.418	flexão
flick	0.688	0.541	0.515	estalido
flicker	0.635	0.321	0.333	piscar
flickering	0.490	0.444	0.289	piscando
flier	0.541	0.490	0.652	aviador
flight	0.646	0.630	0.587	voar
flighty	0.219	0.602	0.436	volúvel
flimsy	0.302	0.396	0.189	frágil
flinch	0.350	0.804	0.555	Vacilar
fling	0.439	0.696	0.534	arremessar
flint	0.521	0.439	0.536	pedra
flip	0.281	0.529	0.435	virar
flip flop	0.417	0.519	0.321	chinelo de dedo
flipper	0.677	0.420	0.415	nadadeira
flipping	0.553	0.551	0.345	lançando
flirt	0.792	0.790	0.538	flerte
flirtation	0.653	0.719	0.482	flerte
flirting	0.590	0.773	0.491	flertar
flirty	0.714	0.721	0.491	provocante
float	0.688	0.394	0.344	flutuador
floater	0.480	0.433	0.370	flutuador
flock	0.500	0.546	0.543	rebanho
flog	0.408	0.520	0.382	açoitar
flood	0.208	0.778	0.608	enchente
floor	0.430	0.230	0.250	piso
flooring	0.562	0.235	0.346	piso
floozy	0.410	0.477	0.430	vagabundo
flop	0.081	0.642	0.196	fracasso
floppy	0.549	0.300	0.333	mole
flora	0.833	0.324	0.567	flora
floral	0.833	0.235	0.264	floral
florist	0.771	0.410	0.388	florista
floss	0.500	0.280	0.278	fio dental
flotation	0.510	0.353	0.333	flutuação
flounder	0.711	0.333	0.345	linguado
flour	0.530	0.235	0.239	farinha
flourish	0.939	0.573	0.601	florescer
flow	0.696	0.316	0.464	fluxo
flower	0.802	0.189	0.254	flor
flowering	0.906	0.627	0.500	floração
flowers	0.875	0.324	0.330	flores
flowery	0.792	0.332	0.446	florido
flows	0.571	0.480	0.434	fluxos
flu	0.230	0.547	0.250	gripe
fluctuate	0.285	0.617	0.480	flutuar
fluctuating	0.292	0.591	0.395	flutuante
fluctuation	0.347	0.750	0.519	flutuação
flue	0.354	0.688	0.451	chaminé
fluency	0.776	0.504	0.718	fluência
fluent	0.760	0.500	0.614	fluente
fluff	0.520	0.264	0.172	penugem
fluffy	0.781	0.431	0.356	fofo
fluid	0.673	0.407	0.589	fluido
fluidity	0.729	0.510	0.576	fluidez
fluke	0.446	0.450	0.432	acaso
flunk	0.104	0.548	0.170	reprovado
flunky	0.205	0.452	0.216	lacaio
fluorescence	0.667	0.490	0.500	fluorescência
fluorescent	0.602	0.595	0.500	fluorescente
flurries	0.422	0.760	0.517	rajadas
flurry	0.302	0.760	0.559	agitação
flush	0.408	0.755	0.589	rubor
flustered	0.316	0.903	0.283	perturbado
flute	0.635	0.330	0.363	flauta
fluted	0.438	0.438	0.389	canelado
flutter	0.479	0.548	0.330	esvoaçar
fluvial	0.571	0.363	0.588	fluvial
flux	0.473	0.472	0.451	fluxo
fly	0.760	0.775	0.676	voe
flyboy	0.541	0.647	0.573	aviador
flyer	0.480	0.300	0.362	folheto
flying	0.877	0.606	0.696	vôo
flywheel	0.667	0.480	0.442	volante
foal	0.542	0.578	0.482	potro
foam	0.698	0.230	0.204	espuma
foaming	0.643	0.240	0.198	espumante
foamy	0.663	0.306	0.291	espumoso
fob	0.327	0.402	0.396	porta-voz
focal	0.367	0.365	0.482	focal
focus	0.690	0.382	0.648	foco
fodder	0.316	0.358	0.430	forragem
foe	0.071	0.827	0.459	inimigo
fog	0.510	0.213	0.260	névoa
foggy	0.354	0.337	0.302	nebuloso
foil	0.312	0.204	0.342	frustrar
foiled	0.235	0.470	0.144	frustrado
fold	0.385	0.412	0.330	dobrar
folded	0.179	0.373	0.327	guardada
folder	0.490	0.279	0.375	pasta
foliage	0.620	0.373	0.237	folhagem
folio	0.513	0.265	0.435	fólio
folk	0.663	0.433	0.432	povo
folklore	0.755	0.585	0.449	folclore
follicle	0.406	0.331	0.436	folículo
follicular	0.401	0.305	0.391	folicular
follow	0.667	0.509	0.600	Segue
follower	0.646	0.488	0.461	seguidor
folly	0.184	0.833	0.363	loucura
fond	0.885	0.602	0.518	afeiçoado
fondle	0.823	0.485	0.355	acariciar
fondling	0.794	0.564	0.500	carícias
fondness	0.885	0.391	0.503	carinho
fondue	0.656	0.363	0.350	fondue
font	0.615	0.336	0.576	Fonte
food	0.888	0.324	0.527	Comida
foodie	0.781	0.465	0.484	viciado em comida
fool	0.160	0.560	0.148	idiota
fooled	0.051	0.692	0.241	enganado
foolhardy	0.541	0.816	0.596	imprudente
fooling	0.167	0.755	0.384	enganando
foolish	0.316	0.255	0.109	tolice
foolishness	0.235	0.472	0.173	loucura
foolproof	0.479	0.484	0.500	infalível
foot	0.490	0.290	0.254	pé
foot stool	0.469	0.317	0.355	banquinho
footage	0.625	0.235	0.364	cenas
football	0.755	0.760	0.582	futebol
footbridge	0.582	0.375	0.440	passarela
foothold	0.673	0.336	0.582	ponto de apoio
footing	0.760	0.346	0.464	fundamento
footlocker	0.500	0.417	0.393	baú
footloose	0.549	0.595	0.447	descomprometido
footpath	0.677	0.321	0.473	trilha
footprint	0.592	0.292	0.336	pegada
footwear	0.643	0.337	0.275	calçados
footwork	0.448	0.540	0.352	trabalho de pés
fop	0.281	0.561	0.328	almofadinha
forage	0.583	0.389	0.370	forragem
foray	0.418	0.618	0.676	incursão
forbearance	0.520	0.471	0.549	paciência
forbid	0.115	0.686	0.598	proibir
forbidding	0.198	0.781	0.500	proibitivo
force	0.612	0.750	0.905	força
forced	0.180	0.721	0.458	forçado
forceful	0.533	0.673	0.898	vigoroso
forceps	0.354	0.615	0.436	fórceps
forces	0.551	0.686	0.886	forças
forcibly	0.365	0.704	0.647	forçosamente
ford	0.521	0.340	0.382	vau
fore	0.667	0.417	0.654	frente
forearm	0.469	0.304	0.509	antebraço
foreboding	0.439	0.706	0.636	pressentimento
forecast	0.783	0.419	0.698	previsão
forecaster	0.635	0.611	0.846	prognosticador
foreclose	0.220	0.582	0.560	encerrar
foreclosure	0.167	0.651	0.500	encerramento
forefathers	0.690	0.412	0.627	antepassados
forefinger	0.510	0.254	0.370	dedo indicador
forefront	0.573	0.559	0.811	vanguarda
forego	0.396	0.661	0.291	renunciar
foregoing	0.420	0.346	0.324	acima expostos
foregone	0.271	0.567	0.235	esquecido
foreground	0.708	0.491	0.590	primeiro plano
forehead	0.470	0.308	0.556	testa
foreign	0.573	0.681	0.385	estrangeiro
foreigner	0.500	0.519	0.480	estrangeiro
foreman	0.458	0.612	0.750	capataz
foremost	0.735	0.593	0.907	acima de tudo
forensic	0.439	0.627	0.436	forense
forensics	0.235	0.545	0.679	forense
foreplay	0.724	0.627	0.474	preliminares
forerunner	0.694	0.540	0.843	precursor
foresee	0.583	0.452	0.522	prever
foreseen	0.566	0.361	0.562	previsto
foresight	0.680	0.482	0.640	previsão
forest	0.729	0.270	0.435	floresta
forestall	0.540	0.550	0.606	prevenir
forethought	0.765	0.491	0.580	premeditação
foreveralone	0.296	0.375	0.343	para sempre sozinho
forevermore	0.843	0.425	0.614	para sempre
