English Word	Valence	Arousal	Dominance	Tajik Word
extricate	0.542	0.510	0.543	баровардан
extrinsic	0.510	0.479	0.636	беруна
extrusion	0.229	0.660	0.545	экструзия
exuberance	0.698	0.816	0.787	пуршиддат
exude	0.375	0.519	0.411	баромадан
eye	0.531	0.265	0.425	чашм
eyeball	0.526	0.422	0.420	гарави чашм
eyebrow	0.510	0.198	0.222	абрӯ
eyeful	0.802	0.500	0.676	чашмдор
eyeglass	0.531	0.236	0.286	айнак
eyeglasses	0.561	0.269	0.306	айнак
eyelash	0.480	0.250	0.278	пилкон
eyelet	0.632	0.298	0.346	чашмак
eyeliner	0.688	0.349	0.347	пиёдагардон
eyepiece	0.418	0.347	0.480	чашмак
eyes	0.760	0.279	0.432	чашмон
eyesight	0.750	0.226	0.343	биниши чашм
eyewitness	0.541	0.686	0.698	шоҳиди айнӣ
fab	0.490	0.380	0.406	фаб
fable	0.663	0.387	0.389	афсона
fabled	0.625	0.538	0.545	афсонавӣ
fabric	0.635	0.190	0.345	матоъ
fabricate	0.636	0.491	0.779	сохтан
fabricated	0.418	0.427	0.555	сохта
fabrication	0.573	0.587	0.705	сохтакорӣ
fabulous	0.979	0.660	0.797	афсонавӣ
facade	0.520	0.333	0.518	фасад
face	0.571	0.173	0.453	чеҳра
faceless	0.230	0.406	0.173	бечеҳра
facet	0.667	0.324	0.382	ҷанба
facial	0.594	0.429	0.433	рӯй
facile	0.740	0.264	0.307	осон
facilitate	0.812	0.333	0.509	мусоидат намояд
facility	0.625	0.500	0.654	иншоот
facing	0.604	0.406	0.550	рӯбарӯ
facsimile	0.490	0.500	0.543	факсимил
fact	0.683	0.333	0.618	факт
faction	0.469	0.430	0.448	фраксия
factor	0.635	0.365	0.678	омил
factory	0.500	0.500	0.683	завод
facts	0.688	0.471	0.693	фактхо
factual	0.656	0.440	0.545	воқеият
faculties	0.643	0.431	0.760	факультетхо
faculty	0.615	0.412	0.732	факултет
fad	0.663	0.520	0.570	мода
fade	0.354	0.333	0.245	ранг паридан
faded	0.302	0.275	0.194	пажмурда шуд
faeces	0.184	0.476	0.175	наҷосат
fag	0.122	0.653	0.331	фаг
faggot	0.219	0.643	0.292	фагон
fail	0.177	0.578	0.154	ноком
failing	0.125	0.490	0.268	ноком
failure	0.167	0.575	0.139	ноком
fain	0.479	0.417	0.426	фаин
faint	0.063	0.429	0.167	суст
fainting	0.333	0.510	0.214	беҳуш шудан
fair	0.812	0.557	0.643	одилона
fairly	0.790	0.406	0.750	одилона
fairness	0.740	0.317	0.552	адолат
fairway	0.541	0.510	0.500	фарвэй
fairy	0.776	0.408	0.413	афсона
faith	0.833	0.220	0.763	имон
faithful	0.888	0.333	0.627	вафодор
faithfulness	0.833	0.426	0.602	садоқат
faithless	0.102	0.683	0.304	беимон
fake	0.073	0.554	0.268	қалбакӣ
faker	0.245	0.630	0.480	қалбакӣ
falafel	0.560	0.402	0.351	фалафел
falcon	0.557	0.580	0.678	шохин
fall	0.177	0.657	0.221	афтод
fallacious	0.271	0.587	0.390	хато
fallacy	0.112	0.561	0.430	хатогӣ
fallback	0.458	0.358	0.508	ба пушт афтодан
fallible	0.365	0.537	0.402	хатошаванда
falling	0.202	0.716	0.306	афтидан
fallopian	0.297	0.390	0.464	фаллопӣ
fallout	0.428	0.356	0.373	афтодан
fallow	0.375	0.368	0.464	бекорхобида
false	0.120	0.404	0.240	дурӯғ
falsehood	0.031	0.625	0.384	дурӯғ
falsely	0.083	0.480	0.265	бардуруг
falsification	0.173	0.720	0.490	сохтакорӣ
falsified	0.042	0.630	0.306	сохтакор карда шудааст
falsify	0.115	0.657	0.409	сохтакорӣ кардан
falsity	0.120	0.689	0.186	дурӯғгӯӣ
falter	0.421	0.650	0.346	суст шудан
fame	0.896	0.755	0.852	шӯҳрат
famed	0.878	0.750	0.819	машҳур
familiar	0.906	0.330	0.615	шинос
familiarity	0.854	0.346	0.616	ошноӣ
familiarize	0.760	0.365	0.654	шинос кардан
family	0.968	0.383	0.643	оила
familytime	0.939	0.420	0.679	замони оилавӣ
famine	0.163	0.679	0.310	гуруснагй
famished	0.177	0.654	0.282	гурусна
famous	0.916	0.775	0.882	машҳур
famously	0.856	0.765	0.787	машҳур
fan	0.781	0.429	0.357	мухлис
fanatic	0.573	0.780	0.629	мутаассиб
fanatical	0.555	0.830	0.714	мутаассифона
fanaticism	0.292	0.896	0.566	фанатизм
fanciful	0.677	0.592	0.342	хаёлпараст
fancy	0.854	0.673	0.534	афсонавӣ
fandango	0.490	0.591	0.429	фанданго
fanfare	0.656	0.640	0.437	фанфара
fang	0.175	0.491	0.455	фанг
fangs	0.286	0.598	0.434	дандонҳо
fanning	0.615	0.330	0.236	ҳаво додан
fantasia	0.898	0.694	0.436	фантазия
fantasize	0.771	0.660	0.356	хаёл кардан
fantastic	0.969	0.696	0.831	афсонавӣ
fantasy	0.880	0.627	0.474	фантазия
faraway	0.365	0.356	0.285	дур
farce	0.265	0.667	0.246	фарс
farcical	0.406	0.481	0.259	фоҳиша
fare	0.490	0.425	0.645	роҳкиро
farewell	0.130	0.500	0.591	хайрухуш
farm	0.781	0.327	0.297	ферма
farmer	0.677	0.432	0.464	дехкон
farmhouse	0.690	0.330	0.444	хонаи ферма
farming	0.580	0.414	0.568	кишоварзӣ
farmland	0.729	0.363	0.509	замини кишт
faro	0.544	0.349	0.357	фаро
fart	0.194	0.439	0.264	фарбеҳ
farther	0.418	0.500	0.430	дуртар
fascia	0.480	0.366	0.356	фассия
fascinate	0.854	0.683	0.802	мафтун кардан
fascinated	0.812	0.714	0.788	мафтуни
fascinating	0.979	0.817	0.784	мафтункунанда
fascination	0.885	0.773	0.835	мафтуни
fascism	0.104	0.740	0.695	фашизм
fascist	0.200	0.755	0.527	фашистй
fashion	0.827	0.616	0.589	муд
fashionable	0.750	0.510	0.605	муд
fastball	0.688	0.679	0.575	тезбол
fasten	0.458	0.585	0.529	маҳкам кардан
fastener	0.577	0.377	0.491	пайвандкунанда
fastening	0.594	0.473	0.554	мустаҳкам кардан
fasting	0.388	0.370	0.394	рӯза доштан
fat	0.198	0.353	0.237	фарбех
fatal	0.061	0.775	0.509	марговар
fatalism	0.208	0.694	0.631	фатализм
fatality	0.062	0.798	0.595	марговар
fate	0.571	0.479	0.712	тақдир
fated	0.582	0.472	0.692	тақдирсоз
fateful	0.290	0.583	0.402	тақдирсоз
fathead	0.296	0.527	0.463	фарбеҳ
father	0.812	0.333	0.824	падар
fatherhood	0.885	0.519	0.682	падарй
fatherland	0.729	0.469	0.778	ватан
fatherly	0.865	0.363	0.712	падарона
fathom	0.520	0.410	0.523	фахмидан
fatigue	0.173	0.378	0.265	хастагӣ
fatigued	0.146	0.433	0.245	хаста
fatso	0.286	0.394	0.336	фатсо
fatten	0.375	0.549	0.363	фарбех кардан
fatty	0.286	0.361	0.325	фарбеҳ
faucet	0.427	0.278	0.356	кран
fault	0.188	0.558	0.184	айб
faultless	0.792	0.500	0.741	беайб
faulty	0.184	0.520	0.378	иллатнок
faun	0.490	0.303	0.376	фаун
fauna	0.646	0.346	0.404	олами хайвонот
faux	0.291	0.490	0.204	қалбакӣ
favor	0.812	0.308	0.519	неъмат
favorable	0.952	0.380	0.788	мусоид
favorite	0.885	0.590	0.691	дӯстдошта
favoriteholiday	0.867	0.618	0.582	иди дӯстдошта
favoritism	0.582	0.559	0.658	тарафдорӣ
fawn	0.626	0.360	0.284	мурғ
fax	0.406	0.368	0.304	факс
faze	0.417	0.515	0.382	фаза
fear	0.073	0.840	0.293	тарс
feared	0.240	0.733	0.509	тарсид
fearful	0.083	0.482	0.278	тарсончак
fearfully	0.112	0.567	0.271	бо тарс
fearing	0.125	0.566	0.256	тарс
fearless	0.810	0.806	0.760	нотарс
fears	0.061	0.821	0.306	метарсад
fearsome	0.115	0.900	0.586	даҳшатовар
feasibility	0.653	0.490	0.741	имконпазирӣ
feasible	0.694	0.388	0.611	имконпазир
feast	0.979	0.724	0.680	ид
feat	0.750	0.706	0.849	feat
feather	0.677	0.208	0.144	пар
feathered	0.438	0.288	0.214	пар
feature	0.667	0.314	0.679	хусусият
features	0.667	0.433	0.509	Вижагиҳо
febrile	0.429	0.578	0.414	табларза
fecal	0.255	0.528	0.213	наҷосат
feces	0.240	0.407	0.307	наҷосат
fecundity	0.688	0.591	0.683	ҳосилхезӣ
fed	0.602	0.370	0.482	сер карда шуд
federal	0.530	0.459	0.859	федералй
federation	0.633	0.354	0.763	федерация
fedup	0.327	0.500	0.352	дилбазан
fee	0.354	0.386	0.556	ҳаққи
feeble	0.157	0.280	0.109	нотавон
feed	0.812	0.429	0.739	ғизо
feedback	0.622	0.557	0.645	фикру мулоҳизаҳо
feeder	0.604	0.452	0.713	ғизодиҳанда
feel	0.802	0.602	0.596	ҳис
feelgood	0.990	0.441	0.621	хис кардан
feeling	0.806	0.329	0.531	эҳсос
feelingdown	0.490	0.457	0.567	эҳсоси ноумедӣ
feelinggood	0.940	0.449	0.655	эҳсоси хуб
feet	0.510	0.240	0.292	пой
feign	0.340	0.394	0.356	фиреб додан
feigned	0.173	0.602	0.333	сохта
feisty	0.592	0.853	0.789	шуҷоъ
felicity	0.913	0.704	0.793	хушбахтӣ
feline	0.615	0.745	0.509	гурба
fell	0.255	0.462	0.250	афтод
feller	0.406	0.622	0.617	фуҷур
fellow	0.745	0.298	0.570	рафик
fellowship	0.900	0.429	0.778	шарикӣ
felon	0.111	0.898	0.455	ҷинояткор
felony	0.206	0.808	0.472	ҷиноят
felt	0.643	0.417	0.566	хис кард
feminine	0.802	0.520	0.394	занона
femininity	0.750	0.479	0.451	занона
feminism	0.541	0.570	0.636	феминизм
femme	0.551	0.529	0.398	зан
femoral	0.417	0.324	0.566	фон
femur	0.408	0.289	0.413	устухон
fen	0.490	0.276	0.379	фен
fence	0.500	0.198	0.398	девор
fenced	0.323	0.430	0.429	девор гирифта шудааст
fencing	0.542	0.654	0.539	шамшербозй
fend	0.646	0.731	0.537	парешон
fender	0.369	0.459	0.476	панҷара
fennel	0.573	0.277	0.389	fennel
ferment	0.375	0.531	0.418	фермент кардан
fermentation	0.420	0.567	0.473	ферментатсия
fern	0.602	0.240	0.290	папоротник
ferocious	0.167	0.915	0.776	бераҳм
ferocity	0.235	0.906	0.746	бераҳмӣ
ferret	0.385	0.391	0.398	паром
ferry	0.604	0.509	0.389	паром
ferryboat	0.594	0.452	0.553	киштии паром
fertile	0.888	0.408	0.704	ҳосилхез
fertility	0.885	0.529	0.726	ҳосилхезӣ
fertilize	0.708	0.443	0.542	пору андохтан
fertilizer	0.438	0.463	0.565	нурй
fervent	0.646	0.632	0.773	диловар
fervor	0.573	0.769	0.651	гайрат
fess	0.395	0.420	0.370	фесс
fest	0.704	0.574	0.402	фестивал
festival	0.870	0.706	0.714	фестиваль
festive	0.854	0.740	0.764	идона
fetal	0.388	0.308	0.364	ҳомила
fetch	0.479	0.363	0.491	овардан
fete	0.580	0.551	0.465	ид
fetish	0.307	0.706	0.500	фетиш
fetus	0.479	0.519	0.395	ҳомила
feud	0.146	0.796	0.312	хусумат
feudal	0.367	0.370	0.610	феодалй
feudalism	0.229	0.465	0.607	феодализм
fever	0.194	0.674	0.364	табларза
feverish	0.385	0.696	0.436	табларза
fiancee	0.959	0.626	0.556	арӯсшаванда
fiasco	0.167	0.600	0.200	фиаско
fiat	0.520	0.418	0.446	фиат
fib	0.438	0.510	0.361	фиб
fiber	0.719	0.284	0.390	нах
fiberglass	0.451	0.451	0.443	нахи шиша
fibrosis	0.160	0.469	0.546	фиброз
fibrous	0.480	0.441	0.464	нахдор
fickle	0.406	0.481	0.346	ноустувор
fiction	0.438	0.657	0.441	бадей
fictional	0.430	0.490	0.340	афсонавӣ
fictitious	0.224	0.444	0.293	афсонавӣ
fiddle	0.571	0.449	0.391	скрипка
fiddler	0.615	0.580	0.500	скрипкачӣ
fidelity	0.765	0.580	0.709	вафодорӣ
fidgety	0.229	0.786	0.351	майл
fiduciary	0.375	0.400	0.509	боваринок
field	0.640	0.380	0.336	майдон
field hockey	0.602	0.786	0.518	хоккейи майдон
fielder	0.583	0.378	0.415	майдондор
fiend	0.146	0.903	0.608	шайтон
fiendish	0.167	0.846	0.591	шайтон
fierce	0.281	0.877	0.759	шадид
fiery	0.418	0.850	0.721	оташин
fiesta	0.927	0.779	0.655	фиеста
fiesty	0.571	0.663	0.472	пурзӯр
fifteen	0.490	0.290	0.443	понздаҳ
fifty	0.571	0.368	0.439	панҷоҳ
fig	0.573	0.390	0.339	анҷир
fight	0.531	0.868	0.809	мубориза бурдан
fighter	0.637	0.760	0.898	мубориз
fighting	0.292	0.885	0.783	мубориза бурдан
fights	0.070	0.920	0.712	мубориза мебарад
figment	0.552	0.316	0.533	тасаввур
figurative	0.479	0.450	0.634	образнок
figure	0.688	0.328	0.509	рақам
figurine	0.760	0.283	0.258	ҳайкал
filament	0.510	0.452	0.377	филамент
filamentous	0.531	0.480	0.516	риштадор
file	0.480	0.316	0.463	файл
filet	0.615	0.392	0.291	филе
filibuster	0.271	0.714	0.508	филибустер
filigree	0.576	0.408	0.514	филигран
filing	0.620	0.420	0.700	пешниҳод кардан
filings	0.323	0.412	0.340	ҳуҷҷатҳо
fill	0.729	0.449	0.637	пур кардан
filler	0.531	0.347	0.529	пуркунанда
fillet	0.745	0.415	0.378	филе
filling	0.510	0.382	0.525	пур кардан
filly	0.479	0.564	0.519	пур
film	0.823	0.491	0.566	фильм
filmmaker	0.704	0.510	0.635	кинорежиссёр
filmy	0.583	0.510	0.425	филмбардор
filter	0.440	0.296	0.260	филтр
filth	0.194	0.592	0.319	чиркин
filthy	0.115	0.714	0.321	чиркин
filtration	0.407	0.520	0.255	филтратсия
fin	0.333	0.340	0.377	фин
final	0.276	0.575	0.508	ниҳоӣ
finale	0.406	0.330	0.468	финал
finalist	0.833	0.686	0.736	финалист
finality	0.615	0.368	0.627	ниҳоӣ
finalize	0.556	0.550	0.578	ба охир расонанд
finalized	0.245	0.210	0.608	ба охир расид
finally	0.583	0.433	0.465	нихоят
finance	0.753	0.431	0.843	молия
financial	0.667	0.500	0.722	молиявӣ
financier	0.602	0.500	0.778	молиячй
finch	0.438	0.444	0.358	фишка
find	0.774	0.555	0.580	ёфтан
finder	0.360	0.550	0.630	кофтуков
finding	0.796	0.469	0.664	ёфтан
fine	0.823	0.240	0.647	хуб
finery	0.562	0.479	0.636	ороиш
finesse	0.740	0.387	0.412	маҳорат
finger	0.321	0.264	0.291	ангушт
fingernail	0.418	0.415	0.153	нохун
fingerprint	0.583	0.404	0.570	изи ангушт
fingerscrossed	0.573	0.540	0.356	ангуштзанӣ
finish	0.471	0.429	0.545	тамом кардан
finished	0.510	0.387	0.570	тамом кард
finite	0.384	0.347	0.293	маҳдуд
fink	0.410	0.514	0.439	финк
fir	0.521	0.275	0.306	арча
fire	0.380	0.804	0.635	оташ
firearm	0.086	0.943	0.864	силоҳи оташфишон
firearms	0.220	0.943	0.821	яроки оташфишон
fireball	0.302	0.777	0.664	тӯби оташ
firecracker	0.474	0.741	0.434	оташдон
firefight	0.153	0.920	0.664	сухторхомушкунй
firefighter	0.637	0.770	0.773	сухторхомушкунй
firefly	0.622	0.410	0.363	оташпаршак
firehouse	0.594	0.689	0.627	оташхона
firelight	0.677	0.504	0.639	чароғи оташ
fireman	0.583	0.745	0.755	оташнишон
fireplace	0.667	0.380	0.417	оташдон
firepower	0.375	0.941	0.810	кувваи оташфишонй
fireproof	0.684	0.679	0.723	оташ тобовар
fireside	0.684	0.377	0.394	назди оташ
firestorm	0.180	0.929	0.766	тӯфони оташ
firewall	0.485	0.602	0.629	девори девор
firewood	0.520	0.348	0.263	ҳезум
firework	0.786	0.904	0.593	оташбозӣ
fireworks	0.735	0.863	0.579	оташбозӣ
firing	0.188	0.931	0.803	тирпарронй
firm	0.635	0.380	0.728	устувор
firmament	0.750	0.407	0.660	фалак
firmly	0.786	0.510	0.777	катъй
firmness	0.823	0.479	0.939	устуворй
first	0.625	0.500	0.788	аввал
firstborn	0.786	0.490	0.695	нахустзода
firstworldprobs	0.458	0.612	0.483	пробҳои ҷаҳони аввал
fiscal	0.500	0.582	0.845	фискалӣ
fish	0.510	0.280	0.250	моҳӣ
fisherman	0.656	0.461	0.546	моҳигир
fishery	0.574	0.503	0.519	моҳидорӣ
fishing	0.677	0.283	0.405	моҳидорӣ
fishing boat	0.521	0.403	0.627	киштии мохигирй
fishy	0.224	0.601	0.471	моҳӣ
fissile	0.333	0.490	0.380	пароканда
fission	0.386	0.500	0.567	тақсимшавӣ
fissure	0.333	0.510	0.431	шикоф
fist	0.333	0.686	0.481	мушт
fistfight	0.208	0.902	0.543	муштзанй
fistful	0.500	0.509	0.500	мушт
fistula	0.312	0.481	0.330	фистула
fit	0.604	0.450	0.632	мувофиқ
fitness	0.875	0.529	0.810	фитнес
fits	0.571	0.363	0.580	мувофиқат мекунад
fitted	0.507	0.404	0.673	муҷаҳҳаз шудааст
fitting	0.612	0.441	0.638	мувофиқ
fittings	0.531	0.404	0.409	арматура
five	0.510	0.221	0.298	панҷ
fiver	0.458	0.469	0.517	панҷум
fix	0.760	0.538	0.519	ислоҳ
fixable	0.724	0.470	0.645	ислоҳшаванда
fixation	0.562	0.459	0.655	тасниф
fixed	0.684	0.167	0.509	собит
fixer	0.633	0.375	0.606	ислоҳкунанда
fixture	0.663	0.216	0.409	арматура
fixtures	0.643	0.330	0.370	асбобҳо
fizz	0.459	0.708	0.349	физи
fjord	0.510	0.404	0.463	фьорд
flabbergast	0.480	0.679	0.547	флаббергаст
flabbergasted	0.312	0.802	0.342	ҳайрон
flabby	0.292	0.358	0.250	суст
flaccid	0.156	0.400	0.151	суст
flag	0.592	0.378	0.536	парчам
flagging	0.521	0.519	0.509	нишон додан
flagpole	0.500	0.394	0.458	сутуни парчам
