English Word	Valence	Arousal	Dominance	Catalan Word
fatality	0.062	0.798	0.595	fatalitat
fate	0.571	0.479	0.712	destí
fated	0.582	0.472	0.692	predestinat
fateful	0.290	0.583	0.402	fatídic
fathead	0.296	0.527	0.463	cap gros
father	0.812	0.333	0.824	pare
fatherhood	0.885	0.519	0.682	paternitat
fatherland	0.729	0.469	0.778	pàtria
fatherly	0.865	0.363	0.712	paternal
fathom	0.520	0.410	0.523	braça
fatigue	0.173	0.378	0.265	fatiga
fatigued	0.146	0.433	0.245	cansat
fatso	0.286	0.394	0.336	fatso
fatten	0.375	0.549	0.363	engreixar
fatty	0.286	0.361	0.325	grassa
faucet	0.427	0.278	0.356	aixeta
fault	0.188	0.558	0.184	culpa
faultless	0.792	0.500	0.741	impecable
faulty	0.184	0.520	0.378	defectuós
faun	0.490	0.303	0.376	faun
fauna	0.646	0.346	0.404	fauna
faux	0.291	0.490	0.204	falsa
favor	0.812	0.308	0.519	favor
favorable	0.952	0.380	0.788	favorable
favorite	0.885	0.590	0.691	favorit
favoriteholiday	0.867	0.618	0.582	vacances preferides
favoritism	0.582	0.559	0.658	favoritisme
fawn	0.626	0.360	0.284	cervatillo
fax	0.406	0.368	0.304	fax
faze	0.417	0.515	0.382	faze
fear	0.073	0.840	0.293	por
feared	0.240	0.733	0.509	temut
fearful	0.083	0.482	0.278	temorós
fearfully	0.112	0.567	0.271	amb por
fearing	0.125	0.566	0.256	tement
fearless	0.810	0.806	0.760	sense por
fears	0.061	0.821	0.306	pors
fearsome	0.115	0.900	0.586	temible
feasibility	0.653	0.490	0.741	viabilitat
feasible	0.694	0.388	0.611	factible
feast	0.979	0.724	0.680	festa
feat	0.750	0.706	0.849	gesta
feather	0.677	0.208	0.144	ploma
feathered	0.438	0.288	0.214	emplomat
feature	0.667	0.314	0.679	característica
features	0.667	0.433	0.509	característiques
febrile	0.429	0.578	0.414	febril
fecal	0.255	0.528	0.213	fecal
feces	0.240	0.407	0.307	femta
fecundity	0.688	0.591	0.683	fecunditat
fed	0.602	0.370	0.482	alimentat
federal	0.530	0.459	0.859	federal
federation	0.633	0.354	0.763	federació
fedup	0.327	0.500	0.352	fart
fee	0.354	0.386	0.556	quota
feeble	0.157	0.280	0.109	feble
feed	0.812	0.429	0.739	alimentar
feedback	0.622	0.557	0.645	comentaris
feeder	0.604	0.452	0.713	alimentador
feel	0.802	0.602	0.596	sentir
feelgood	0.990	0.441	0.621	sentir-se bé
feeling	0.806	0.329	0.531	sentiment
feelingdown	0.490	0.457	0.567	sensació de caiguda
feelinggood	0.940	0.449	0.655	sentir-se bé
feet	0.510	0.240	0.292	peus
feign	0.340	0.394	0.356	fingir
feigned	0.173	0.602	0.333	fingida
feisty	0.592	0.853	0.789	lluitador
felicity	0.913	0.704	0.793	felicitat
feline	0.615	0.745	0.509	felí
fell	0.255	0.462	0.250	va caure
feller	0.406	0.622	0.617	talador
fellow	0.745	0.298	0.570	company
fellowship	0.900	0.429	0.778	germanor
felon	0.111	0.898	0.455	delinqüent
felony	0.206	0.808	0.472	delicte
felt	0.643	0.417	0.566	sentit
feminine	0.802	0.520	0.394	femení
femininity	0.750	0.479	0.451	feminitat
feminism	0.541	0.570	0.636	feminisme
femme	0.551	0.529	0.398	dona
femoral	0.417	0.324	0.566	femoral
femur	0.408	0.289	0.413	fèmur
fen	0.490	0.276	0.379	fen
fence	0.500	0.198	0.398	tanca
fenced	0.323	0.430	0.429	tancat
fencing	0.542	0.654	0.539	esgrima
fend	0.646	0.731	0.537	defensar
fender	0.369	0.459	0.476	parafang
fennel	0.573	0.277	0.389	fonoll
ferment	0.375	0.531	0.418	fermentar
fermentation	0.420	0.567	0.473	fermentació
fern	0.602	0.240	0.290	falguera
ferocious	0.167	0.915	0.776	ferotge
ferocity	0.235	0.906	0.746	ferocitat
ferret	0.385	0.391	0.398	fura
ferry	0.604	0.509	0.389	ferri
ferryboat	0.594	0.452	0.553	Ferri
fertile	0.888	0.408	0.704	fèrtil
fertility	0.885	0.529	0.726	fertilitat
fertilize	0.708	0.443	0.542	fertilitzar
fertilizer	0.438	0.463	0.565	fertilitzant
fervent	0.646	0.632	0.773	fervent
fervor	0.573	0.769	0.651	fervor
fess	0.395	0.420	0.370	fes
fest	0.704	0.574	0.402	festa
festival	0.870	0.706	0.714	Festival
festive	0.854	0.740	0.764	festiva
fetal	0.388	0.308	0.364	fetal
fetch	0.479	0.363	0.491	buscar
fete	0.580	0.551	0.465	festa
fetish	0.307	0.706	0.500	fetitxisme
fetus	0.479	0.519	0.395	fetus
feud	0.146	0.796	0.312	feu
feudal	0.367	0.370	0.610	feudal
feudalism	0.229	0.465	0.607	feudalisme
fever	0.194	0.674	0.364	febre
feverish	0.385	0.696	0.436	febril
fiancee	0.959	0.626	0.556	núvia
fiasco	0.167	0.600	0.200	fiasco
fiat	0.520	0.418	0.446	fiat
fib	0.438	0.510	0.361	fib
fiber	0.719	0.284	0.390	fibra
fiberglass	0.451	0.451	0.443	fibra de vidre
fibrosis	0.160	0.469	0.546	fibrosi
fibrous	0.480	0.441	0.464	fibrosa
fickle	0.406	0.481	0.346	voluble
fiction	0.438	0.657	0.441	ficció
fictional	0.430	0.490	0.340	de ficció
fictitious	0.224	0.444	0.293	fictici
fiddle	0.571	0.449	0.391	violí
fiddler	0.615	0.580	0.500	violinista
fidelity	0.765	0.580	0.709	fidelitat
fidgety	0.229	0.786	0.351	inquiet
fiduciary	0.375	0.400	0.509	fiduciari
field	0.640	0.380	0.336	camp
field hockey	0.602	0.786	0.518	hoquei sobre gespa
fielder	0.583	0.378	0.415	campista
fiend	0.146	0.903	0.608	dimoni
fiendish	0.167	0.846	0.591	diabòlic
fierce	0.281	0.877	0.759	ferotge
fiery	0.418	0.850	0.721	ardent
fiesta	0.927	0.779	0.655	festa
fiesty	0.571	0.663	0.472	fogosa
fifteen	0.490	0.290	0.443	quinze
fifty	0.571	0.368	0.439	cinquanta
fig	0.573	0.390	0.339	fig
fight	0.531	0.868	0.809	lluitar
fighter	0.637	0.760	0.898	lluitador
fighting	0.292	0.885	0.783	lluitant
fights	0.070	0.920	0.712	baralles
figment	0.552	0.316	0.533	ficció
figurative	0.479	0.450	0.634	figuratiu
figure	0.688	0.328	0.509	figura
figurine	0.760	0.283	0.258	figureta
filament	0.510	0.452	0.377	filament
filamentous	0.531	0.480	0.516	filamentosos
file	0.480	0.316	0.463	dossier
filet	0.615	0.392	0.291	filet
filibuster	0.271	0.714	0.508	obstruir
filigree	0.576	0.408	0.514	filigrana
filing	0.620	0.420	0.700	arxivament
filings	0.323	0.412	0.340	presentacions
fill	0.729	0.449	0.637	omplir
filler	0.531	0.347	0.529	farciment
fillet	0.745	0.415	0.378	filet
filling	0.510	0.382	0.525	farciment
filly	0.479	0.564	0.519	potrera
film	0.823	0.491	0.566	pel·lícula
filmmaker	0.704	0.510	0.635	cineasta
filmy	0.583	0.510	0.425	pel·lícula
filter	0.440	0.296	0.260	filtre
filth	0.194	0.592	0.319	brutícia
filthy	0.115	0.714	0.321	brut
filtration	0.407	0.520	0.255	filtració
fin	0.333	0.340	0.377	aleta
final	0.276	0.575	0.508	final
finale	0.406	0.330	0.468	final
finalist	0.833	0.686	0.736	finalista
finality	0.615	0.368	0.627	finalitat
finalize	0.556	0.550	0.578	finalitzar
finalized	0.245	0.210	0.608	finalitzat
finally	0.583	0.433	0.465	finalment
finance	0.753	0.431	0.843	Finances
financial	0.667	0.500	0.722	financera
financier	0.602	0.500	0.778	financer
finch	0.438	0.444	0.358	pinyol
find	0.774	0.555	0.580	trobar
finder	0.360	0.550	0.630	cercador
finding	0.796	0.469	0.664	trobant
fine	0.823	0.240	0.647	bé
finery	0.562	0.479	0.636	gala
finesse	0.740	0.387	0.412	finesa
finger	0.321	0.264	0.291	dit
fingernail	0.418	0.415	0.153	ungla
fingerprint	0.583	0.404	0.570	empremta digital
fingerscrossed	0.573	0.540	0.356	dits creuats
finish	0.471	0.429	0.545	acabar
finished	0.510	0.387	0.570	acabat
finite	0.384	0.347	0.293	finit
fink	0.410	0.514	0.439	fink
fir	0.521	0.275	0.306	avet
fire	0.380	0.804	0.635	foc
firearm	0.086	0.943	0.864	arma de foc
firearms	0.220	0.943	0.821	armes de foc
fireball	0.302	0.777	0.664	bola de foc
firecracker	0.474	0.741	0.434	petard
firefight	0.153	0.920	0.664	foc
firefighter	0.637	0.770	0.773	bomber
firefly	0.622	0.410	0.363	lluerna
firehouse	0.594	0.689	0.627	casa de bombers
firelight	0.677	0.504	0.639	llum del foc
fireman	0.583	0.745	0.755	bomber
fireplace	0.667	0.380	0.417	llar de foc
firepower	0.375	0.941	0.810	potència de foc
fireproof	0.684	0.679	0.723	ignífug
fireside	0.684	0.377	0.394	al costat del foc
firestorm	0.180	0.929	0.766	tempesta de foc
firewall	0.485	0.602	0.629	tallafoc
firewood	0.520	0.348	0.263	llenya
firework	0.786	0.904	0.593	focs artificials
fireworks	0.735	0.863	0.579	focs artificials
firing	0.188	0.931	0.803	disparant
firm	0.635	0.380	0.728	ferm
firmament	0.750	0.407	0.660	firmament
firmly	0.786	0.510	0.777	fermament
firmness	0.823	0.479	0.939	fermesa
first	0.625	0.500	0.788	primer
firstborn	0.786	0.490	0.695	primogènit
firstworldprobs	0.458	0.612	0.483	firstworldprobs
fiscal	0.500	0.582	0.845	fiscal
fish	0.510	0.280	0.250	peixos
fisherman	0.656	0.461	0.546	pescador
fishery	0.574	0.503	0.519	pesqueria
fishing	0.677	0.283	0.405	pescar
fishing boat	0.521	0.403	0.627	vaixell de pesca
fishy	0.224	0.601	0.471	peix
fissile	0.333	0.490	0.380	fissil
fission	0.386	0.500	0.567	fissió
fissure	0.333	0.510	0.431	fissura
fist	0.333	0.686	0.481	puny
fistfight	0.208	0.902	0.543	baralla a cops de puny
fistful	0.500	0.509	0.500	punyós
fistula	0.312	0.481	0.330	fístula
fit	0.604	0.450	0.632	encaixar
fitness	0.875	0.529	0.810	aptitud
fits	0.571	0.363	0.580	encaixa
fitted	0.507	0.404	0.673	encaixat
fitting	0.612	0.441	0.638	encaix
fittings	0.531	0.404	0.409	accessoris
five	0.510	0.221	0.298	cinc
fiver	0.458	0.469	0.517	cinc
fix	0.760	0.538	0.519	arreglar
fixable	0.724	0.470	0.645	arreglable
fixation	0.562	0.459	0.655	fixació
fixed	0.684	0.167	0.509	fixat
fixer	0.633	0.375	0.606	fixador
fixture	0.663	0.216	0.409	aparell
fixtures	0.643	0.330	0.370	accessoris
fizz	0.459	0.708	0.349	efervessada
fjord	0.510	0.404	0.463	fiord
flabbergast	0.480	0.679	0.547	estupefacte
flabbergasted	0.312	0.802	0.342	estupefacte
flabby	0.292	0.358	0.250	flàccid
flaccid	0.156	0.400	0.151	flàccid
flag	0.592	0.378	0.536	bandera
flagging	0.521	0.519	0.509	senyalització
flagpole	0.500	0.394	0.458	pal de bandera
flagrant	0.286	0.673	0.455	flagrant
flagship	0.592	0.587	0.703	vaixell insígnia
flagstaff	0.520	0.517	0.500	asta de bandera
flair	0.775	0.471	0.676	estil
flak	0.390	0.600	0.600	flak
flake	0.385	0.388	0.289	floc
flaky	0.363	0.509	0.279	escamosa
flamboyant	0.615	0.794	0.705	extravagant
flame	0.448	0.574	0.615	flama
flamethrower	0.160	0.882	0.683	llançaflames
flaming	0.406	0.645	0.558	flamejant
flamingo	0.667	0.451	0.482	flamenc
flammable	0.216	0.800	0.715	inflamable
flan	0.604	0.304	0.198	flam
flange	0.500	0.306	0.390	brida
flank	0.448	0.458	0.443	flanc
flanked	0.333	0.431	0.368	flanquejat
flanking	0.490	0.622	0.519	flanqueig
flannel	0.490	0.250	0.327	franel·la
flap	0.275	0.385	0.344	solapa
flapping	0.458	0.728	0.404	aletejant
flare	0.558	0.823	0.508	flamarada
flares	0.580	0.642	0.556	bengales
flaring	0.625	0.771	0.509	flamant
flash	0.571	0.590	0.657	flaix
flashback	0.265	0.400	0.485	flashback
flashing	0.604	0.574	0.438	intermitent
flashlight	0.653	0.414	0.356	llanterna
flashy	0.704	0.600	0.827	cridaner
flask	0.418	0.412	0.454	matràs
flat	0.408	0.236	0.303	plana
flatbed	0.490	0.250	0.380	llit pla
flatfoot	0.265	0.333	0.330	peu pla
flatness	0.479	0.280	0.527	planitud
flatten	0.286	0.469	0.442	aplanar
flatter	0.521	0.418	0.302	afalagar
flattered	0.865	0.608	0.708	afalagada
flattering	0.755	0.686	0.500	afalagador
flattery	0.470	0.575	0.404	adulatge
flatulence	0.210	0.632	0.343	flatulència
flaunt	0.438	0.611	0.525	lluir
flavor	0.885	0.479	0.392	sabor
flaw	0.319	0.491	0.175	defecte
flawed	0.133	0.490	0.194	defectuós
flawless	0.729	0.420	0.741	impecable
flea	0.286	0.353	0.218	puça
fleabag	0.271	0.557	0.348	bossa de puces
fled	0.224	0.639	0.322	fugit
flee	0.292	0.796	0.232	fugir
fleece	0.561	0.250	0.381	polar
fleet	0.547	0.430	0.623	flota
fleeting	0.439	0.650	0.387	fugaç
flesh	0.604	0.390	0.475	carn
fleshy	0.500	0.518	0.406	carnós
flex	0.604	0.378	0.330	flexionar
flexibility	0.867	0.402	0.472	flexibilitat
flexible	0.719	0.460	0.465	flexible
flexin	0.552	0.559	0.366	flexina
flexion	0.449	0.551	0.418	flexió
flick	0.688	0.541	0.515	flick
flicker	0.635	0.321	0.333	parpelleig
flickering	0.490	0.444	0.289	parpellejant
flier	0.541	0.490	0.652	volant
flight	0.646	0.630	0.587	vol
flighty	0.219	0.602	0.436	volador
flimsy	0.302	0.396	0.189	feble
flinch	0.350	0.804	0.555	endollar-se
fling	0.439	0.696	0.534	llançar
flint	0.521	0.439	0.536	sílex
flip	0.281	0.529	0.435	voltejar
flip flop	0.417	0.519	0.321	xancletes
flipper	0.677	0.420	0.415	aleta
flipping	0.553	0.551	0.345	voltejant
flirt	0.792	0.790	0.538	coquetejar
flirtation	0.653	0.719	0.482	coqueteig
flirting	0.590	0.773	0.491	coquetejar
flirty	0.714	0.721	0.491	coqueta
float	0.688	0.394	0.344	flotar
floater	0.480	0.433	0.370	flotador
flock	0.500	0.546	0.543	ramat
flog	0.408	0.520	0.382	flagel·lar
flood	0.208	0.778	0.608	inundació
floor	0.430	0.230	0.250	pis
flooring	0.562	0.235	0.346	paviment
floozy	0.410	0.477	0.430	flous
flop	0.081	0.642	0.196	flop
floppy	0.549	0.300	0.333	disquet
flora	0.833	0.324	0.567	flora
floral	0.833	0.235	0.264	floral
florist	0.771	0.410	0.388	floristeria
floss	0.500	0.280	0.278	fil dental
flotation	0.510	0.353	0.333	flotació
flounder	0.711	0.333	0.345	llisa
flour	0.530	0.235	0.239	farina
flourish	0.939	0.573	0.601	florir
flow	0.696	0.316	0.464	fluir
flower	0.802	0.189	0.254	flor
flowering	0.906	0.627	0.500	floració
flowers	0.875	0.324	0.330	flors
flowery	0.792	0.332	0.446	florit
flows	0.571	0.480	0.434	fluxos
flu	0.230	0.547	0.250	grip
fluctuate	0.285	0.617	0.480	fluctuar
fluctuating	0.292	0.591	0.395	fluctuant
fluctuation	0.347	0.750	0.519	fluctuació
flue	0.354	0.688	0.451	conducte de fum
fluency	0.776	0.504	0.718	fluïdesa
fluent	0.760	0.500	0.614	fluïdesa
fluff	0.520	0.264	0.172	pelusa
fluffy	0.781	0.431	0.356	esponjosa
fluid	0.673	0.407	0.589	fluid
fluidity	0.729	0.510	0.576	fluïdesa
fluke	0.446	0.450	0.432	casualitat
flunk	0.104	0.548	0.170	suspendre
flunky	0.205	0.452	0.216	flunky
fluorescence	0.667	0.490	0.500	fluorescència
fluorescent	0.602	0.595	0.500	fluorescent
flurries	0.422	0.760	0.517	ràfegues
flurry	0.302	0.760	0.559	ràfega
flush	0.408	0.755	0.589	rubor
flustered	0.316	0.903	0.283	desconcertat
flute	0.635	0.330	0.363	flauta
fluted	0.438	0.438	0.389	estriada
flutter	0.479	0.548	0.330	aleteig
fluvial	0.571	0.363	0.588	fluvial
flux	0.473	0.472	0.451	flux
fly	0.760	0.775	0.676	volar
flyboy	0.541	0.647	0.573	flyboy
flyer	0.480	0.300	0.362	volant
flying	0.877	0.606	0.696	volant
flywheel	0.667	0.480	0.442	volant
foal	0.542	0.578	0.482	poltre
foam	0.698	0.230	0.204	escuma
foaming	0.643	0.240	0.198	fent escuma
foamy	0.663	0.306	0.291	espumós
fob	0.327	0.402	0.396	fob
focal	0.367	0.365	0.482	focal
focus	0.690	0.382	0.648	focus
fodder	0.316	0.358	0.430	farratge
foe	0.071	0.827	0.459	enemic
fog	0.510	0.213	0.260	boira
foggy	0.354	0.337	0.302	boira
foil	0.312	0.204	0.342	paper d'alumini
foiled	0.235	0.470	0.144	frustrat
fold	0.385	0.412	0.330	plegar
folded	0.179	0.373	0.327	plegat
folder	0.490	0.279	0.375	carpeta
foliage	0.620	0.373	0.237	fullatge
folio	0.513	0.265	0.435	foli
folk	0.663	0.433	0.432	popular
folklore	0.755	0.585	0.449	folklore
follicle	0.406	0.331	0.436	fol·licle
follicular	0.401	0.305	0.391	fol·licular
follow	0.667	0.509	0.600	segueix
follower	0.646	0.488	0.461	seguidor
folly	0.184	0.833	0.363	bogeria
fond	0.885	0.602	0.518	aficionat
fondle	0.823	0.485	0.355	acariciar
fondling	0.794	0.564	0.500	acariciar
fondness	0.885	0.391	0.503	afició
fondue	0.656	0.363	0.350	fondue
font	0.615	0.336	0.576	Font
food	0.888	0.324	0.527	menjar
foodie	0.781	0.465	0.484	gastronomic
fool	0.160	0.560	0.148	ximple
fooled	0.051	0.692	0.241	enganyat
foolhardy	0.541	0.816	0.596	temerari
fooling	0.167	0.755	0.384	enganyar
foolish	0.316	0.255	0.109	neci
foolishness	0.235	0.472	0.173	ximpleria
foolproof	0.479	0.484	0.500	infal·libles
foot	0.490	0.290	0.254	peu
foot stool	0.469	0.317	0.355	tamboret dels peus
footage	0.625	0.235	0.364	metratge
football	0.755	0.760	0.582	futbol
footbridge	0.582	0.375	0.440	passarel·la
foothold	0.673	0.336	0.582	punt de peu
footing	0.760	0.346	0.464	peu
footlocker	0.500	0.417	0.393	Foot Locker
footloose	0.549	0.595	0.447	peu solt
footpath	0.677	0.321	0.473	sender
footprint	0.592	0.292	0.336	petjada
footwear	0.643	0.337	0.275	calçat
footwork	0.448	0.540	0.352	treball de peus
fop	0.281	0.561	0.328	fop
forage	0.583	0.389	0.370	farratge
foray	0.418	0.618	0.676	incursió
forbearance	0.520	0.471	0.549	tolerància
forbid	0.115	0.686	0.598	prohibir
forbidding	0.198	0.781	0.500	prohibint
force	0.612	0.750	0.905	força
forced	0.180	0.721	0.458	forçat
forceful	0.533	0.673	0.898	contundent
forceps	0.354	0.615	0.436	pinces
forces	0.551	0.686	0.886	forces
forcibly	0.365	0.704	0.647	per força
ford	0.521	0.340	0.382	gual
fore	0.667	0.417	0.654	davant
forearm	0.469	0.304	0.509	avantbraç
foreboding	0.439	0.706	0.636	pressentiment
forecast	0.783	0.419	0.698	previsió
forecaster	0.635	0.611	0.846	pronosticador
foreclose	0.220	0.582	0.560	excloure
foreclosure	0.167	0.651	0.500	execució hipotecària
forefathers	0.690	0.412	0.627	avantpassats
forefinger	0.510	0.254	0.370	dit índex
forefront	0.573	0.559	0.811	avantguarda
forego	0.396	0.661	0.291	renunciar
foregoing	0.420	0.346	0.324	precedent
foregone	0.271	0.567	0.235	abandonat
foreground	0.708	0.491	0.590	primer pla
forehead	0.470	0.308	0.556	front
foreign	0.573	0.681	0.385	estranger
foreigner	0.500	0.519	0.480	estranger
foreman	0.458	0.612	0.750	capatàs
foremost	0.735	0.593	0.907	en primer lloc
forensic	0.439	0.627	0.436	forense
forensics	0.235	0.545	0.679	forense
foreplay	0.724	0.627	0.474	jocs preliminars
forerunner	0.694	0.540	0.843	precursor
foresee	0.583	0.452	0.522	preveure
foreseen	0.566	0.361	0.562	previst
foresight	0.680	0.482	0.640	previsió
forest	0.729	0.270	0.435	bosc
forestall	0.540	0.550	0.606	prevenir
forethought	0.765	0.491	0.580	previsió
foreveralone	0.296	0.375	0.343	sol per sempre
forevermore	0.843	0.425	0.614	per sempre més
forewarned	0.480	0.618	0.606	avisat
foreword	0.590	0.314	0.551	pròleg
forfeit	0.083	0.635	0.245	perdre
forfeited	0.156	0.650	0.352	decomisada
forfeiture	0.184	0.588	0.368	decomís
forge	0.520	0.424	0.686	forjar
forger	0.156	0.673	0.518	falsificador
forgery	0.235	0.654	0.481	falsificació
forget	0.312	0.382	0.209	oblidar
forgetful	0.240	0.343	0.264	oblidat
forgetfulness	0.271	0.385	0.302	oblit
forgive	0.781	0.408	0.562	perdonar
forgiven	0.750	0.302	0.510	perdonat
forgiveness	0.667	0.430	0.471	el perdó
forgiving	0.885	0.317	0.556	perdonant
forgotten	0.235	0.280	0.184	oblidat
fork	0.406	0.300	0.529	forquilla
forked	0.333	0.585	0.365	bifurcat
forking	0.327	0.596	0.490	bifurcació
forklift	0.480	0.537	0.526	carretó elevador
forlorn	0.316	0.571	0.217	abandonat
form	0.510	0.302	0.436	forma
formal	0.735	0.250	0.625	formal
formaldehyde	0.296	0.415	0.443	formaldehid
formalism	0.838	0.289	0.689	formalisme
formality	0.594	0.353	0.750	formalitat
format	0.562	0.308	0.438	format
formation	0.615	0.453	0.731	formació
formative	0.688	0.442	0.800	formativa
formed	0.656	0.272	0.696	format
formidable	0.708	0.709	0.857	formidable
forming	0.729	0.343	0.800	formant
formless	0.398	0.201	0.163	sense forma
formula	0.521	0.450	0.585	fórmula
formulary	0.531	0.470	0.500	formulari
formulate	0.851	0.456	0.673	formular
fornicate	0.396	0.933	0.565	fornicar
fornication	0.365	0.951	0.457	fornicació
forsake	0.102	0.567	0.223	abandonar
forsaken	0.050	0.490	0.192	abandonat
forsooth	0.490	0.450	0.406	forsooth
fort	0.780	0.673	0.860	fort
forte	0.829	0.737	0.800	fort
forthcoming	0.660	0.509	0.600	propera
forthright	0.663	0.411	0.546	directe
forthwith	0.688	0.606	0.650	de seguida
fortification	0.652	0.769	0.817	fortificació
fortify	0.745	0.824	0.911	fortificar
fortitude	0.823	0.608	0.897	fortalesa
fortnight	0.770	0.650	0.397	quinze dies
fortnightly	0.592	0.337	0.398	quinzenalment
fortress	0.816	0.500	0.933	fortalesa
fortuitous	0.625	0.469	0.546	fortuïta
fortunate	0.927	0.639	0.836	afortunat
fortune	0.926	0.731	0.873	fortuna
fortunes	0.824	0.706	0.789	fortunes
forty	0.458	0.367	0.482	quaranta
forum	0.556	0.490	0.632	fòrum
forward	0.873	0.412	0.750	endavant
forwarding	0.583	0.537	0.510	reenviament
fossil	0.480	0.292	0.380	fòssil
fossils	0.520	0.314	0.422	fòssils
foul	0.224	0.460	0.355	falta
found	0.833	0.446	0.490	trobat
foundation	0.771	0.385	0.730	fundació
founder	0.760	0.465	0.891	fundador
founding	0.698	0.404	0.898	fundació
foundry	0.531	0.491	0.594	foneria
fountain	0.704	0.292	0.559	Font
four	0.552	0.280	0.383	quatre
fourfold	0.530	0.408	0.510	quatre vegades
foursome	0.615	0.497	0.518	quartet
fourteen	0.552	0.279	0.308	catorze
fourth	0.559	0.280	0.398	quart
fowl	0.510	0.388	0.364	gallina
fox	0.323	0.555	0.491	guineu
foxhole	0.312	0.539	0.389	forat de guineu
foxtrot	0.562	0.520	0.505	foxtrot
foxy	0.552	0.642	0.679	guineu
foyer	0.552	0.370	0.443	vestíbul
fraction	0.417	0.330	0.400	fracció
fractional	0.306	0.360	0.509	fraccionat
fracture	0.135	0.740	0.375	fractura
fragile	0.302	0.163	0.126	fràgil
fragility	0.316	0.306	0.200	fragilitat
