English Word	Valence	Arousal	Dominance	Yiddish Word
experimenter	0.708	0.710	0.700	עקספּערימענטער
expert	0.776	0.646	0.911	מומחה
expertise	0.792	0.589	0.925	עקספּערטיז
expiration	0.265	0.539	0.463	עקספּעריישאַן
expire	0.573	0.745	0.702	ויסגיין
expired	0.198	0.394	0.200	אויסגעגאנגען
expiry	0.194	0.434	0.382	ויסגאַנג
explain	0.719	0.517	0.736	דערקלערן
explanation	0.615	0.610	0.825	דערקלערונג
explanatory	0.573	0.433	0.688	יקספּלאַנאַטאָרי
expletive	0.357	0.567	0.536	יקספּלאַטיוו
explication	0.510	0.445	0.602	דערקלערונג
explicit	0.562	0.694	0.734	בפירוש
explode	0.277	0.885	0.773	ופרייַסן
exploit	0.312	0.878	0.660	עקספּלויטירן
exploitation	0.156	0.920	0.718	עקספּלויטיישאַן
exploration	0.594	0.650	0.773	עקספּלעריישאַן
exploratory	0.653	0.690	0.698	עקספּלאָראַטאָרי
explore	0.776	0.660	0.727	ויספאָרשן
explorer	0.729	0.663	0.714	Explorer
explosion	0.167	0.960	0.767	יקספּלאָוזשאַן
explosions	0.123	0.860	0.594	יקספּלאָוזשאַנז
explosive	0.156	0.943	0.663	יקספּלאָוסיוו
expo	0.610	0.562	0.500	עקספּאָ
exponent	0.529	0.510	0.845	עקספּאָנענט
exponential	0.704	0.588	0.763	עקספּאָונענשאַל
export	0.567	0.661	0.755	אַרויספירן
exportation	0.760	0.633	0.673	עקספּאָרטאַטיאָן
expose	0.344	0.643	0.537	ויסשטעלן
exposed	0.471	0.661	0.509	יקספּאָוזד
exposition	0.521	0.627	0.655	ויסשטעלונג
expository	0.706	0.653	0.636	עקספּאָסיטאָרי
exposure	0.570	0.830	0.630	אויסגעשטעלטקייט
expound	0.438	0.575	0.740	דערקלערן
express	0.760	0.623	0.691	אויסדריקן
expression	0.790	0.650	0.721	אויסדרוק
expressive	0.755	0.724	0.685	יקספּרעסיוו
expressway	0.633	0.635	0.587	עקספּרעססווייַ
expropriation	0.188	0.735	0.788	עקספּראָופּרייישאַן
expulsion	0.190	0.790	0.529	יקספּאַלשאַן
exquisite	0.892	0.644	0.604	מעהודערדיק
exquisitely	0.849	0.728	0.723	עקסקוויזיטלי
extant	0.646	0.390	0.523	עקזיסטירט
extend	0.646	0.570	0.689	פאַרברייטערן
extendable	0.660	0.592	0.722	עקסטענדאַבלע
extended	0.570	0.304	0.649	פארלענגערט
extension	0.490	0.510	0.529	פאַרלענגערונג
extensive	0.635	0.520	0.760	ברייט
extent	0.646	0.451	0.602	מאָס
exterior	0.542	0.400	0.627	עקסטעריאָר
exterminate	0.177	0.857	0.736	ויסמעקן
extermination	0.190	0.860	0.616	פֿאַרניכטונג
exterminator	0.344	0.804	0.887	עקסטערמינאַטאָר
external	0.479	0.341	0.509	פונדרויסנדיק
externally	0.643	0.521	0.568	ויסווייניק
extinct	0.112	0.491	0.412	אויסגעשטארבן
extinction	0.104	0.750	0.611	יקסטינגשאַן
extinguish	0.240	0.576	0.482	פאַרלעשן
extinguisher	0.707	0.379	0.543	פֿאַרלעשער
extol	0.582	0.667	0.456	עקסטאָל
extort	0.052	0.827	0.570	אַרויסדרייען
extortion	0.112	0.868	0.630	יקסטאָרשאַן
extra	0.656	0.551	0.745	עקסטרע
extract	0.565	0.402	0.519	עקסטראַקט
extracting	0.521	0.709	0.689	עקסטראַקטינג
extraction	0.418	0.740	0.526	עקסטראַקטיאָן
extractor	0.302	0.536	0.519	עקסטראַקטאָר
extracurricular	0.457	0.471	0.743	עקסטראַקאַטעריאַלער
extradition	0.229	0.627	0.554	אויסלייג
extrajudicial	0.365	0.686	0.667	עקסטערדזשודיש
extramural	0.336	0.559	0.537	עקסטראַמעראַל
extraneous	0.276	0.625	0.478	אויסטערלישע
extraordinaire	0.847	0.864	0.898	ויסערגעוויינלעך
extraordinary	0.969	0.728	0.860	ויסערגעוויינלעך
extraterrestrial	0.510	0.833	0.792	עקסטראַטערעסטריאַל
extravagance	0.531	0.802	0.700	יקסטראַוואַגאַנס
extravagant	0.720	0.763	0.812	פּאַזראָניש
extravaganza	0.646	0.786	0.906	יקסטראַוואַגאַנזאַ
extreme	0.318	0.800	0.721	עקסטרעם
extreme anticipation	0.551	0.740	0.704	עקסטרעם אַנטיסאַפּיישאַן
extreme disgust	0.052	0.873	0.456	עקסטרעם עקל
extreme surprise	0.833	0.935	0.676	עקסטרעם יבערראַשן
extreme trust	0.826	0.713	0.922	עקסטרעם צוטרוי
extremely	0.635	0.827	0.886	גאָר
extremely negative	0.030	0.786	0.311	גאָר נעגאַטיוו
extremely positive	0.993	0.730	0.839	גאָר positive
extremity	0.408	0.588	0.583	עקסטרעמאַטי
extricate	0.542	0.510	0.543	אויסשטרעקן
extrinsic	0.510	0.479	0.636	עקסטרינסיק
extrusion	0.229	0.660	0.545	יקסטרוזשאַן
exuberance	0.698	0.816	0.787	איבערצייגונג
exude	0.375	0.519	0.411	אַרויסלאָזן
eye	0.531	0.265	0.425	אויג
eyeball	0.526	0.422	0.420	ייבאָל
eyebrow	0.510	0.198	0.222	ברעם
eyeful	0.802	0.500	0.676	אויגפול
eyeglass	0.531	0.236	0.286	ברגל
eyeglasses	0.561	0.269	0.306	ברילן
eyelash	0.480	0.250	0.278	וויע
eyelet	0.632	0.298	0.346	יילעט
eyeliner	0.688	0.349	0.347	ייליינער
eyepiece	0.418	0.347	0.480	אויג פּיעסע
eyes	0.760	0.279	0.432	אויגן
eyesight	0.750	0.226	0.343	ריע
eyewitness	0.541	0.686	0.698	עדות
fab	0.490	0.380	0.406	fab
fable	0.663	0.387	0.389	לעגענדע
fabled	0.625	0.538	0.545	פאַבלעד
fabric	0.635	0.190	0.345	שטאָף
fabricate	0.636	0.491	0.779	פּראָדוצירן
fabricated	0.418	0.427	0.555	פאבריצירט
fabrication	0.573	0.587	0.705	פאַבריקיישאַן
fabulous	0.979	0.660	0.797	פאַביאַלאַס
facade	0.520	0.333	0.518	פאַסאַד
face	0.571	0.173	0.453	פּנים
faceless	0.230	0.406	0.173	פייסלעסס
facet	0.667	0.324	0.382	פאַסעט
facial	0.594	0.429	0.433	פאַסיאַל
facile	0.740	0.264	0.307	פאַסילע
facilitate	0.812	0.333	0.509	פאַסילאַטייט
facility	0.625	0.500	0.654	מעכירעס
facing	0.604	0.406	0.550	פייסינג
facsimile	0.490	0.500	0.543	פאַקסימילע
fact	0.683	0.333	0.618	פאַקט
faction	0.469	0.430	0.448	פאַקשאַן
factor	0.635	0.365	0.678	פאַקטאָר
factory	0.500	0.500	0.683	פאַבריק
facts	0.688	0.471	0.693	פאקטן
factual	0.656	0.440	0.545	פאַקטיש
faculties	0.643	0.431	0.760	פאַקולטיעס
faculty	0.615	0.412	0.732	פיייקייַט
fad	0.663	0.520	0.570	פאַד
fade	0.354	0.333	0.245	וועלקן
faded	0.302	0.275	0.194	פאַרוועלקט
faeces	0.184	0.476	0.175	פעסעס
fag	0.122	0.653	0.331	fag
faggot	0.219	0.643	0.292	פאַגאָ
fail	0.177	0.578	0.154	דורכפאַלן
failing	0.125	0.490	0.268	פיילינג
failure	0.167	0.575	0.139	דורכפאַל
fain	0.479	0.417	0.426	fain
faint	0.063	0.429	0.167	שוואַך
fainting	0.333	0.510	0.214	פאַרשווינדן
fair	0.812	0.557	0.643	גערעכט
fairly	0.790	0.406	0.750	פערלי
fairness	0.740	0.317	0.552	יוישער
fairway	0.541	0.510	0.500	פערוויי
fairy	0.776	0.408	0.413	פייע
faith	0.833	0.220	0.763	אמונה
faithful	0.888	0.333	0.627	געטריי
faithfulness	0.833	0.426	0.602	אמונה
faithless	0.102	0.683	0.304	געטרייַ
fake	0.073	0.554	0.268	שווינדל
faker	0.245	0.630	0.480	faker
falafel	0.560	0.402	0.351	פאַלאַפעל
falcon	0.557	0.580	0.678	פאַלקאַן
fall	0.177	0.657	0.221	פאַלן
fallacious	0.271	0.587	0.390	פאַלש
fallacy	0.112	0.561	0.430	פאַלשקייט
fallback	0.458	0.358	0.508	צוריקפאַל
fallible	0.365	0.537	0.402	פאַלאַבאַל
falling	0.202	0.716	0.306	פאַללינג
fallopian	0.297	0.390	0.464	פאַלאָופּיאַן
fallout	0.428	0.356	0.373	אַרויספאַלן
fallow	0.375	0.368	0.464	פאַלאָו
false	0.120	0.404	0.240	פאַלש
falsehood	0.031	0.625	0.384	שקר
falsely	0.083	0.480	0.265	פאַלש
falsification	0.173	0.720	0.490	פאַלסיפיקאַטיאָן
falsified	0.042	0.630	0.306	פאלשען
falsify	0.115	0.657	0.409	פאלשן
falsity	0.120	0.689	0.186	פאַלשקייט
falter	0.421	0.650	0.346	פאַלטער
fame	0.896	0.755	0.852	רום
famed	0.878	0.750	0.819	באַרימט
familiar	0.906	0.330	0.615	קענטלעך
familiarity	0.854	0.346	0.616	פאַמיליעראַטי
familiarize	0.760	0.365	0.654	באַקענען זיך
family	0.968	0.383	0.643	משפּחה
familytime	0.939	0.420	0.679	משפּחה צייט
famine	0.163	0.679	0.310	הונגער
famished	0.177	0.654	0.282	הונגעריק
famous	0.916	0.775	0.882	באַרימט
famously	0.856	0.765	0.787	באַרימט
fan	0.781	0.429	0.357	פאָכער
fanatic	0.573	0.780	0.629	פאנאטיש
fanatical	0.555	0.830	0.714	פאַנאַטיש
fanaticism	0.292	0.896	0.566	פאנאטיזם
fanciful	0.677	0.592	0.342	פאַנטאַסטיש
fancy	0.854	0.673	0.534	פאַנטאַזיע
fandango	0.490	0.591	0.429	פאַנדאַנגאָ
fanfare	0.656	0.640	0.437	פאַנפער
fang	0.175	0.491	0.455	fang
fangs	0.286	0.598	0.434	פאַנגז
fanning	0.615	0.330	0.236	פאַננינג
fantasia	0.898	0.694	0.436	פאַנטאַזיע
fantasize	0.771	0.660	0.356	פאַנטאַזירן
fantastic	0.969	0.696	0.831	פאַנטאַסטיש
fantasy	0.880	0.627	0.474	פאַנטאַזיע
faraway	0.365	0.356	0.285	ווייט אוועק
farce	0.265	0.667	0.246	פאַרס
farcical	0.406	0.481	0.259	פאַרצווייפלט
fare	0.490	0.425	0.645	אָפּצאָל
farewell	0.130	0.500	0.591	געזעגענונג
farm	0.781	0.327	0.297	פאַרם
farmer	0.677	0.432	0.464	פּויער
farmhouse	0.690	0.330	0.444	פאַרמכאַוס
farming	0.580	0.414	0.568	פאַרמינג
farmland	0.729	0.363	0.509	פאַרמלאַנד
faro	0.544	0.349	0.357	faro
fart	0.194	0.439	0.264	פאַרצן
farther	0.418	0.500	0.430	ווייטער
fascia	0.480	0.366	0.356	fascia
fascinate	0.854	0.683	0.802	פאַסאַנייטינג
fascinated	0.812	0.714	0.788	פאַסאַנייטיד
fascinating	0.979	0.817	0.784	געוואלדיג
fascination	0.885	0.773	0.835	פאַסאַניישאַן
fascism	0.104	0.740	0.695	פאַשיזם
fascist	0.200	0.755	0.527	פאַשיסטיש
fashion	0.827	0.616	0.589	שניט
fashionable	0.750	0.510	0.605	מאָדערן
fastball	0.688	0.679	0.575	פאַסטבאָל
fasten	0.458	0.585	0.529	פאַסטן
fastener	0.577	0.377	0.491	פאַסנער
fastening	0.594	0.473	0.554	פאַסאַנינג
fasting	0.388	0.370	0.394	פאַסטן
fat	0.198	0.353	0.237	פעט
fatal	0.061	0.775	0.509	פאַטאַל
fatalism	0.208	0.694	0.631	פאַטאַליזאַם
fatality	0.062	0.798	0.595	פאַטאַליטי
fate	0.571	0.479	0.712	גורל
fated	0.582	0.472	0.692	באַשערט
fateful	0.290	0.583	0.402	גורלדיק
fathead	0.296	0.527	0.463	פעטהעאַד
father	0.812	0.333	0.824	פאטער
fatherhood	0.885	0.519	0.682	פאטערשאַפט
fatherland	0.729	0.469	0.778	פאטערלאנד
fatherly	0.865	0.363	0.712	פאטערלעך
fathom	0.520	0.410	0.523	פֿאָטן
fatigue	0.173	0.378	0.265	מידקייַט
fatigued	0.146	0.433	0.245	מיד
fatso	0.286	0.394	0.336	fatso
fatten	0.375	0.549	0.363	ויספּאַשען
fatty	0.286	0.361	0.325	פאַטי
faucet	0.427	0.278	0.356	קראַן
fault	0.188	0.558	0.184	שולד
faultless	0.792	0.500	0.741	פֿאָלקלאַס
faulty	0.184	0.520	0.378	פאָלטי
faun	0.490	0.303	0.376	faun
fauna	0.646	0.346	0.404	פאָנאַ
faux	0.291	0.490	0.204	פאָקס
favor	0.812	0.308	0.519	טויווע
favorable	0.952	0.380	0.788	גינציק
favorite	0.885	0.590	0.691	באַליבט
favoriteholiday	0.867	0.618	0.582	באַליבט יום טוּב
favoritism	0.582	0.559	0.658	פאַוואָריטיזאַם
fawn	0.626	0.360	0.284	פאַן
fax	0.406	0.368	0.304	פאַקס
faze	0.417	0.515	0.382	faze
fear	0.073	0.840	0.293	מורא
feared	0.240	0.733	0.509	מורא געהאט
fearful	0.083	0.482	0.278	מוראדיק
fearfully	0.112	0.567	0.271	מוראדיק
fearing	0.125	0.566	0.256	מורא
fearless	0.810	0.806	0.760	ומדערשראָקן
fears	0.061	0.821	0.306	מורא
fearsome	0.115	0.900	0.586	מוראדיק
feasibility	0.653	0.490	0.741	פיזאַבילאַטי
feasible	0.694	0.388	0.611	פיזאַבאַל
feast	0.979	0.724	0.680	סעודה
feat	0.750	0.706	0.849	קונץ
feather	0.677	0.208	0.144	פעדער
feathered	0.438	0.288	0.214	פעדערעד
feature	0.667	0.314	0.679	שטריך
features	0.667	0.433	0.509	איינריכטונגען
febrile	0.429	0.578	0.414	פעברילע
fecal	0.255	0.528	0.213	פעקאַל
feces	0.240	0.407	0.307	פעסעס
fecundity	0.688	0.591	0.683	פעקונדאַטי
fed	0.602	0.370	0.482	געפֿיטערט
federal	0.530	0.459	0.859	פעדעראלע
federation	0.633	0.354	0.763	פעדעריישאַן
fedup	0.327	0.500	0.352	גענוג געווען
fee	0.354	0.386	0.556	אָפּצאָל
feeble	0.157	0.280	0.109	שוואַך
feed	0.812	0.429	0.739	קאָרמען
feedback	0.622	0.557	0.645	באַמערקונגען
feeder	0.604	0.452	0.713	פידער
feel	0.802	0.602	0.596	פילן
feelgood	0.990	0.441	0.621	פילן גוט
feeling	0.806	0.329	0.531	געפיל
feelingdown	0.490	0.457	0.567	געפיל אַראָפּ
feelinggood	0.940	0.449	0.655	גוט געפיל
feet	0.510	0.240	0.292	פֿיס
feign	0.340	0.394	0.356	פייען
feigned	0.173	0.602	0.333	געמאַכט
feisty	0.592	0.853	0.789	פעיסטי
felicity	0.913	0.704	0.793	גליק
feline	0.615	0.745	0.509	פעלינע
fell	0.255	0.462	0.250	געפאלן
feller	0.406	0.622	0.617	פעלער
fellow	0.745	0.298	0.570	יונגערמאַן
fellowship	0.900	0.429	0.778	חברותאשאפט
felon	0.111	0.898	0.455	פאַרברעכער
felony	0.206	0.808	0.472	פאַרברעכן
felt	0.643	0.417	0.566	פּעלץ
feminine	0.802	0.520	0.394	ווייַבלעך
femininity	0.750	0.479	0.451	פעמאַנינאַטי
feminism	0.541	0.570	0.636	פעמיניזם
femme	0.551	0.529	0.398	femme
femoral	0.417	0.324	0.566	פעמאָראַל
femur	0.408	0.289	0.413	פעמור
fen	0.490	0.276	0.379	פען
fence	0.500	0.198	0.398	פּלויט
fenced	0.323	0.430	0.429	פענסט
fencing	0.542	0.654	0.539	פענסינג
fend	0.646	0.731	0.537	פענד
fender	0.369	0.459	0.476	פענדער
fennel	0.573	0.277	0.389	פעננעל
ferment	0.375	0.531	0.418	פערמענט
fermentation	0.420	0.567	0.473	פערמאַנטיישאַן
fern	0.602	0.240	0.290	פערן
ferocious	0.167	0.915	0.776	פעראָושאַס
ferocity	0.235	0.906	0.746	גרייַזקייט
ferret	0.385	0.391	0.398	פעראַט
ferry	0.604	0.509	0.389	פּראָם
ferryboat	0.594	0.452	0.553	פּראָם
fertile	0.888	0.408	0.704	פרוכטבאַר
fertility	0.885	0.529	0.726	גיביקייַט
fertilize	0.708	0.443	0.542	פערטאַלייז
fertilizer	0.438	0.463	0.565	פערטאַלייזער
fervent	0.646	0.632	0.773	פערווענט
fervor	0.573	0.769	0.651	ברעם
fess	0.395	0.420	0.370	פעסס
fest	0.704	0.574	0.402	פעסט
festival	0.870	0.706	0.714	פעסטיוואַל
festive	0.854	0.740	0.764	פעסטיוו
fetal	0.388	0.308	0.364	פעטאַל
fetch	0.479	0.363	0.491	ברענגען
fete	0.580	0.551	0.465	פעטע
fetish	0.307	0.706	0.500	פעטיש
fetus	0.479	0.519	0.395	פעטוס
feud	0.146	0.796	0.312	פיוד
feudal	0.367	0.370	0.610	פיודאַל
feudalism	0.229	0.465	0.607	פיודאַליזם
fever	0.194	0.674	0.364	פיבער
feverish	0.385	0.696	0.436	היץדיק
fiancee	0.959	0.626	0.556	כאָסן
fiasco	0.167	0.600	0.200	פיאַסקאָ
fiat	0.520	0.418	0.446	fiat
fib	0.438	0.510	0.361	fib
fiber	0.719	0.284	0.390	פיברע
fiberglass	0.451	0.451	0.443	פייבערגלאַס
fibrosis	0.160	0.469	0.546	פיבראָסיס
fibrous	0.480	0.441	0.464	פייבראַס
fickle	0.406	0.481	0.346	קאַפּריזיק
fiction	0.438	0.657	0.441	בעלעטריסטיק
fictional	0.430	0.490	0.340	פיקשאַנאַל
fictitious	0.224	0.444	0.293	פיקטיש
fiddle	0.571	0.449	0.391	פידעלע
fiddler	0.615	0.580	0.500	פידלער
fidelity	0.765	0.580	0.709	געטרייַשאַפט
fidgety	0.229	0.786	0.351	צעשויבערט
fiduciary	0.375	0.400	0.509	פידוסיאַרי
field	0.640	0.380	0.336	פעלד
field hockey	0.602	0.786	0.518	פעלד האָקי
fielder	0.583	0.378	0.415	פעלדער
fiend	0.146	0.903	0.608	פיענד
fiendish	0.167	0.846	0.591	פיענדיש
fierce	0.281	0.877	0.759	צאָרנדיק
fiery	0.418	0.850	0.721	פֿײַערדיק
fiesta	0.927	0.779	0.655	fiesta
fiesty	0.571	0.663	0.472	פיסטי
fifteen	0.490	0.290	0.443	פופצן
fifty	0.571	0.368	0.439	פופציק
fig	0.573	0.390	0.339	fig
fight	0.531	0.868	0.809	קאַמף
fighter	0.637	0.760	0.898	פייטער
fighting	0.292	0.885	0.783	פייטינג
fights	0.070	0.920	0.712	פייץ
figment	0.552	0.316	0.533	פיגימענט
figurative	0.479	0.450	0.634	פיגוראַטיווע
figure	0.688	0.328	0.509	פיגור
figurine	0.760	0.283	0.258	פיגיערין
filament	0.510	0.452	0.377	פאָדעם
filamentous	0.531	0.480	0.516	פילאַמענטאַס
file	0.480	0.316	0.463	טעקע
filet	0.615	0.392	0.291	פילעט
filibuster	0.271	0.714	0.508	פיליבוסטער
filigree	0.576	0.408	0.514	פיליגרעע
filing	0.620	0.420	0.700	פילינג
filings	0.323	0.412	0.340	פילינגז
fill	0.729	0.449	0.637	פּלאָמבירן
filler	0.531	0.347	0.529	פיללער
fillet	0.745	0.415	0.378	פאַליי
filling	0.510	0.382	0.525	פילונג
filly	0.479	0.564	0.519	פיל
film	0.823	0.491	0.566	פילם
filmmaker	0.704	0.510	0.635	פילמייקער
filmy	0.583	0.510	0.425	פילמי
filter	0.440	0.296	0.260	פילטער
filth	0.194	0.592	0.319	שמוץ
filthy	0.115	0.714	0.321	שמוציק
filtration	0.407	0.520	0.255	פילטריישאַן
fin	0.333	0.340	0.377	fin
final	0.276	0.575	0.508	לעצטגילטיק
finale	0.406	0.330	0.468	פינאַלע
finalist	0.833	0.686	0.736	פינאַליסט
finality	0.615	0.368	0.627	פינאַליטעט
finalize	0.556	0.550	0.578	פיינאַלייז
finalized	0.245	0.210	0.608	פיינאַלייזד
finally	0.583	0.433	0.465	צום סוף
finance	0.753	0.431	0.843	פינאַנצן
financial	0.667	0.500	0.722	פינאַנציעל
financier	0.602	0.500	0.778	פינאַנסיסט
finch	0.438	0.444	0.358	פינך
find	0.774	0.555	0.580	געפינען
finder	0.360	0.550	0.630	געפֿינען
finding	0.796	0.469	0.664	געפונען
fine	0.823	0.240	0.647	פייַן
finery	0.562	0.479	0.636	פינערי
finesse	0.740	0.387	0.412	פינעס
finger	0.321	0.264	0.291	פינגער
fingernail	0.418	0.415	0.153	פינגערנייל
fingerprint	0.583	0.404	0.570	פינגערפּרינט
fingerscrossed	0.573	0.540	0.356	מיט די פינגער
finish	0.471	0.429	0.545	ענדיקן
finished	0.510	0.387	0.570	געענדיקט
finite	0.384	0.347	0.293	ענדלעך
fink	0.410	0.514	0.439	פינק
fir	0.521	0.275	0.306	fir
fire	0.380	0.804	0.635	פייַער
firearm	0.086	0.943	0.864	פייערוואַם
firearms	0.220	0.943	0.821	פייער געווער
fireball	0.302	0.777	0.664	פיירבאָל
firecracker	0.474	0.741	0.434	פייערקראַקקער
firefight	0.153	0.920	0.664	פייערלעשער
firefighter	0.637	0.770	0.773	פייערלעשער
firefly	0.622	0.410	0.363	פייערפליי
firehouse	0.594	0.689	0.627	פייער הויז
firelight	0.677	0.504	0.639	פייער ליכט
fireman	0.583	0.745	0.755	פייערמאַן
fireplace	0.667	0.380	0.417	קאַמין
firepower	0.375	0.941	0.810	פיירקראַפט
