English Word	Valence	Arousal	Dominance	Malagasy Word
dove	0.729	0.235	0.437	voromailala
down	0.208	0.330	0.264	midina
downcast	0.071	0.500	0.222	kivy
downer	0.120	0.594	0.226	ambany
downfall	0.200	0.717	0.182	faharavan'i
downfield	0.521	0.330	0.380	downfield
downhearted	0.119	0.461	0.255	kivy
downhill	0.292	0.573	0.279	midina
download	0.602	0.490	0.503	DOWNLOAD
downpour	0.328	0.602	0.481	oram-be
downright	0.625	0.454	0.679	marina
downriver	0.542	0.469	0.279	renirano
downside	0.190	0.400	0.246	lafy ratsiny
downtime	0.240	0.226	0.324	haka aina amin'izay
downward	0.188	0.347	0.255	midina
downy	0.630	0.170	0.255	downy
dowry	0.604	0.453	0.544	anjara
doze	0.592	0.200	0.405	matoritory
dozen	0.583	0.343	0.425	ampolony
drab	0.327	0.300	0.242	dab
draft	0.438	0.360	0.351	volavolan-
drafty	0.458	0.500	0.518	drafty
drag	0.388	0.606	0.348	tarihiny
dragon	0.541	0.821	0.712	dragona
dragonfly	0.571	0.373	0.357	angidina
drain	0.277	0.470	0.222	tatatra
drainage	0.219	0.354	0.307	drainage
drained	0.310	0.441	0.352	notrohinao mbamin'ny faikany
draining	0.337	0.396	0.304	fandatsahana
drainpipe	0.417	0.413	0.277	fantson-drano
drake	0.467	0.411	0.452	drake
drama	0.430	0.755	0.481	tantara an-tsehatra
dramaqueen	0.337	0.682	0.482	dramaqueen
dramatic	0.367	0.780	0.443	miavaka
drape	0.417	0.439	0.404	drape
drapery	0.479	0.220	0.223	drapery
drastic	0.194	0.839	0.657	hentitra
drat	0.302	0.516	0.409	drat
draught	0.465	0.245	0.316	volavolan-
draw	0.704	0.449	0.481	hantsaka
drawback	0.302	0.422	0.148	hantsana lalina manjaka
drawbridge	0.551	0.557	0.438	drawbridge
drawer	0.429	0.196	0.292	vatasarihana
drawers	0.539	0.260	0.236	mpantsaka
drawing	0.698	0.216	0.333	sary
dread	0.153	0.792	0.368	hatahotra
dreaded	0.122	0.706	0.460	Natahotra
dreadful	0.092	0.786	0.348	mahatahotra
dreadfully	0.246	0.806	0.306	mahatsiravina
dreading	0.125	0.760	0.377	mahatahotra
dream	0.844	0.157	0.328	manonofy
dreamboat	0.776	0.491	0.458	dreamboat
dreamer	0.820	0.394	0.455	mpanonofy
dreaming	0.854	0.320	0.336	manonofy
dreamland	0.844	0.471	0.566	tany nofinofy
dreams	0.865	0.415	0.530	nofy
dreamt	0.812	0.380	0.518	nanonofy
dreamy	0.837	0.350	0.500	manonofinofy toy
dreary	0.260	0.490	0.324	mahonena
dredge	0.427	0.445	0.444	dredge
drenched	0.302	0.361	0.388	Feno
dress	0.760	0.300	0.345	akanjo
dresser	0.604	0.398	0.473	mpanao akanjo
dressmaker	0.698	0.460	0.483	mpanao akanjo
dressy	0.800	0.570	0.696	miakanjo
dribble	0.417	0.551	0.465	dribble
dried	0.427	0.260	0.385	maina
drier	0.306	0.347	0.392	maina kokoa
drift	0.316	0.520	0.375	mandresy
drifted	0.312	0.542	0.310	nirona
drifter	0.449	0.512	0.391	drifter
driftwood	0.321	0.283	0.439	tapatapaka hazo
drill	0.250	0.602	0.573	fandavahana
drink	0.650	0.552	0.474	zava-pisotro
drinker	0.365	0.735	0.441	mpisotro
drinking	0.562	0.459	0.317	misotro
drinks	0.729	0.656	0.412	zava-pisotro
drip	0.392	0.193	0.175	mitete
dripping	0.302	0.257	0.267	Mandrotsaha fahamarinana
drive	0.625	0.689	0.713	fiara
drivel	0.398	0.469	0.463	drivel
driver	0.553	0.538	0.637	Driver
driveway	0.612	0.392	0.689	lalana mivily
drizzle	0.521	0.353	0.319	manify
droll	0.459	0.573	0.422	droll
drone	0.429	0.686	0.596	drôna
drones	0.398	0.577	0.588	drôna
drool	0.385	0.398	0.204	drool
drooping	0.245	0.558	0.353	mirefarefa
droopy	0.438	0.350	0.297	droopy
drop	0.479	0.321	0.291	mitete
droplet	0.625	0.208	0.194	vongan-drano
dropout	0.253	0.550	0.481	ario
dropper	0.333	0.216	0.236	dropper
drought	0.133	0.353	0.267	hain-tany
drove	0.541	0.528	0.623	nandroaka
drown	0.071	0.860	0.270	faty an-drano
drowsiness	0.260	0.194	0.303	rendremana
drowsy	0.375	0.180	0.240	rendremana
drudgery	0.094	0.522	0.241	hahasorena
drug	0.214	0.790	0.453	RONGONY
drug dealing	0.042	0.843	0.500	fivarotana zava-mahadomelina
drugged	0.102	0.750	0.321	rongony
druggist	0.240	0.561	0.417	mpidoroka zava-mahadomelina
drugs	0.167	0.750	0.368	MAHADOMELINA
drugstore	0.490	0.343	0.518	fivarotam-panafody
druid	0.517	0.445	0.481	druid
drum	0.615	0.679	0.339	amponga
drummer	0.646	0.700	0.564	mpitendry amponga
drumming	0.594	0.750	0.426	mikapokapoka
drunk	0.194	0.800	0.250	mamo
drunk driving	0.073	0.900	0.306	mamo mitondra fiara
drunkard	0.240	0.873	0.250	mamo lava
drunken	0.155	0.849	0.250	mamo
drunkenness	0.214	0.774	0.336	fahamamoana
dry	0.363	0.169	0.311	MAINA
dryer	0.479	0.343	0.277	fanamainana
dryness	0.292	0.296	0.263	fahamainana
dual	0.573	0.330	0.384	lafiny roa
dualism	0.490	0.406	0.536	dualisme
duality	0.438	0.520	0.503	duality
dub	0.510	0.480	0.387	dub
dubious	0.414	0.480	0.198	mampiahiahy
duchess	0.656	0.548	0.711	duchess
duck	0.594	0.337	0.236	gana
ducking	0.344	0.573	0.294	mandà
duckling	0.602	0.353	0.263	ganagana
ducky	0.520	0.430	0.368	ganagana
duct	0.449	0.435	0.430	duct
ductile	0.508	0.420	0.433	ductile
dud	0.167	0.455	0.246	dud
dude	0.809	0.356	0.615	akama
duds	0.347	0.311	0.339	duds
due	0.562	0.340	0.467	noho
duel	0.271	0.696	0.589	duel
dues	0.367	0.461	0.288	àry izay tokony
duet	0.694	0.693	0.527	duet
duffel	0.500	0.400	0.384	duffel
dugout	0.490	0.370	0.463	lakana
duh	0.357	0.461	0.364	oh
duke	0.667	0.440	0.669	loham-
dull	0.194	0.120	0.185	nefa matromatroka
dullard	0.450	0.480	0.365	dullard
dumb	0.188	0.330	0.151	Raiki-Dela
dumbasses	0.316	0.590	0.363	adaladala
dumbbell	0.302	0.469	0.364	dumbbell
dumbbitch	0.281	0.636	0.393	adala
dumfound	0.271	0.551	0.295	dumfound
dumfounder	0.406	0.481	0.400	dumfounder
dummy	0.440	0.144	0.250	dummy
dump	0.345	0.500	0.370	fanariam
dumpling	0.580	0.321	0.360	dumpling
dumps	0.302	0.583	0.365	fanariam-pako
dumpster	0.229	0.418	0.101	fanariam-pako
dun	0.458	0.431	0.339	dun
dunce	0.188	0.327	0.146	dunce
dune	0.459	0.173	0.414	dune
dung	0.104	0.549	0.149	tain-drorohany
dungeon	0.276	0.608	0.440	trano-maizina
dunk	0.406	0.333	0.475	dunk
duo	0.510	0.500	0.447	roa
dupe	0.184	0.760	0.327	mamitaka
duplex	0.592	0.452	0.467	duplex
duplicate	0.521	0.490	0.338	mitovy
duplication	0.480	0.564	0.577	hitovian'ny
duplicity	0.406	0.500	0.578	hampiely lainga
durability	0.750	0.398	0.813	faharetana
durable	0.740	0.294	0.688	maharitra
duration	0.656	0.370	0.536	faharetana
duress	0.302	0.569	0.612	fanerena
dusk	0.532	0.276	0.519	maizina ny andro
dusky	0.229	0.528	0.324	volondavenona
dust	0.344	0.246	0.241	vovoka
duster	0.408	0.265	0.296	lamba famàohana
dustpan	0.609	0.466	0.371	fanapotehana
dusty	0.406	0.294	0.255	feno vovoka
dutiful	0.724	0.245	0.585	fanaovana adidy
duty	0.583	0.579	0.651	ADIDY
dwarf	0.370	0.340	0.288	sahozanina
dwarfed	0.365	0.265	0.293	tsaina lavitra
dweeb	0.354	0.446	0.327	dweeb
dwell	0.698	0.245	0.611	hitoetra
dweller	0.615	0.304	0.500	honina
dwelling	0.765	0.330	0.481	monina
dye	0.479	0.314	0.371	handokoana ny lamba
dying	0.040	0.664	0.422	maty
dyke	0.438	0.396	0.566	dyke
dynamic	0.724	0.750	0.836	mavitrika
dynamical	0.786	0.730	0.827	dinamika
dynamics	0.745	0.682	0.774	fihetsehana
dynamite	0.344	0.860	0.783	dinamita
dynamo	0.531	0.650	0.593	dinamo
dynasty	0.725	0.588	0.936	tarana-mpanjaka
dysentery	0.260	0.528	0.345	nivalan-dra
dysfunction	0.156	0.410	0.386	levitra
dysfunctional	0.125	0.558	0.307	dysfunctional
dyspepsia	0.212	0.470	0.460	dyspepsia
eager	0.521	0.812	0.306	te
eagerness	0.406	0.621	0.443	zotom-po
eagle	0.604	0.594	0.679	Eagle
ear	0.469	0.216	0.231	sofina
earful	0.533	0.462	0.443	sofina
earl	0.582	0.461	0.794	Earl
earlier	0.562	0.352	0.339	aloha
early	0.633	0.373	0.426	tany am-boalohany
earn	0.865	0.769	0.817	hahazoana
earnest	0.653	0.380	0.670	mafy
earnestly	0.847	0.490	0.717	fatratra
earnestness	0.812	0.373	0.615	fahazotoana
earnings	0.938	0.650	0.875	vola
earpiece	0.583	0.286	0.452	sofina
earring	0.583	0.520	0.500	kavin'orona
earrings	0.676	0.346	0.517	kavina
earshot	0.552	0.332	0.408	sofina
earth	0.750	0.225	0.614	eto an-tany
earthenware	0.552	0.210	0.320	tanimanga
earthling	0.531	0.412	0.570	olombelona
earthly	0.625	0.318	0.518	eto an-tany
earthquake	0.073	0.930	0.812	horohoron-tany
earthy	0.375	0.413	0.404	dia tany
ease	0.796	0.385	0.491	hampitony
easel	0.694	0.340	0.527	easel
easement	0.479	0.345	0.302	fanamaivanana
easily	0.885	0.279	0.453	mora foana
east	0.510	0.250	0.317	ATSINANANA
eastbound	0.541	0.408	0.402	miantsinanana
eastern	0.521	0.420	0.480	Eoropa
easy	0.865	0.194	0.373	mora
easygoing	0.823	0.276	0.538	tsotra
eat	0.731	0.500	0.464	mihinana
eater	0.459	0.337	0.510	mpihinana
eating	0.847	0.491	0.615	mihinana
eatingdisorders	0.365	0.608	0.508	fikorontanan-tsakafo
eavesdrop	0.375	0.710	0.368	henoiny ny resaka
eavesdropping	0.490	0.380	0.441	fihainoana
ebb	0.354	0.451	0.404	manjaka
ebony	0.490	0.317	0.400	hazo ebony
ebullient	0.659	0.856	0.746	mampihomehy
eccentric	0.531	0.806	0.721	hafahafa
eccentricity	0.408	0.735	0.745	hafahafa
ecclesiastical	0.673	0.270	0.660	-piangonana
echelon	0.490	0.404	0.425	échelon
echinacea	0.592	0.418	0.454	echinacea
echo	0.573	0.373	0.345	ako
eclectic	0.646	0.542	0.508	ekilekitika
eclipse	0.541	0.469	0.616	fanakona-masoandro
ecliptic	0.531	0.520	0.556	ekliptika
ecological	0.885	0.290	0.607	tontolo iainana
economic	0.561	0.408	0.639	ARA-
economical	0.667	0.564	0.673	ara-toekarena
economics	0.625	0.481	0.632	toekarena
economy	0.583	0.434	0.771	TOEKARENA
ecosystem	0.729	0.259	0.633	tontolo iainana
ecstasy	0.796	0.922	0.655	safononoky ny fahafinaretana
ecstatic	0.875	0.769	0.742	faly
ecumenical	0.561	0.450	0.547	ekiomenika
eddy	0.500	0.394	0.350	eddy
edema	0.250	0.519	0.318	edema
edge	0.439	0.470	0.468	sisin'ny
edging	0.479	0.394	0.370	sisiny
edgy	0.281	0.895	0.306	edgy
edible	0.750	0.425	0.497	fihinana
edict	0.316	0.547	0.560	didy
edification	0.625	0.481	0.697	fampandrosoana
edifice	0.551	0.403	0.610	hanorenana
edit	0.510	0.410	0.544	Ovay
editing	0.604	0.404	0.493	fanovana
edition	0.542	0.455	0.564	fanontana
editor	0.772	0.431	0.673	mpamoaka lahatsoratra
editorial	0.583	0.330	0.570	Editorial
educate	0.760	0.380	0.728	hanabe
educated	0.816	0.297	0.625	nahita fianarana
education	0.896	0.275	0.840	fampianarana
educational	0.745	0.457	0.764	NY FANABEAZANA
educator	0.827	0.317	0.845	mpampianatra
eeeek	0.367	0.540	0.349	eeeek
eeek	0.333	0.490	0.302	eeek
eek	0.292	0.529	0.343	eek
eel	0.292	0.564	0.487	amalona
eerie	0.265	0.771	0.442	mampatahotra
effect	0.570	0.518	0.608	vokatry
effective	0.844	0.632	0.891	FIASANA MAHOMBY
effectiveness	0.640	0.654	0.812	fahombiazany
effects	0.470	0.578	0.379	vokatry
effectual	0.776	0.559	0.820	mahomby
effectually	0.724	0.500	0.594	-pahombiazana
effectuate	0.510	0.602	0.679	manatanteraka
effeminate	0.337	0.619	0.291	vehivavy vehivavy
efficacious	0.823	0.698	0.845	mandaitra
efficacy	0.802	0.490	0.906	fahombiazan'ny
efficiency	0.802	0.509	0.892	fahombiazana
efficient	0.959	0.604	0.830	MAHOMBY
effigy	0.510	0.440	0.401	sarin'i
effort	0.698	0.778	0.858	Fiezahana
effortless	0.626	0.090	0.352	ezaka
effusion	0.344	0.730	0.472	effusion
effyou	0.354	0.529	0.490	effyou
egg	0.684	0.241	0.293	atody
egghead	0.316	0.492	0.284	atody
eggnog	0.635	0.360	0.259	eggnog
eggplant	0.592	0.152	0.323	baranjely
eggshell	0.408	0.269	0.212	akora-atody
ego	0.328	0.576	0.593	hambom-pon'ny
egomaniac	0.133	0.708	0.596	egomaniac
egotistical	0.156	0.667	0.363	mieboebo
egregious	0.150	0.716	0.442	mahatsiravina
egress	0.490	0.429	0.287	fivoahana
eight	0.540	0.199	0.315	VALO
eighteen	0.523	0.340	0.404	valo ambin'ny folo
eighth	0.531	0.226	0.380	fahavalo
eighty	0.500	0.300	0.453	valo-polo
ejaculate	0.604	0.896	0.604	ejaculate
ejaculation	0.615	0.893	0.547	ejaculation
eject	0.434	0.656	0.559	mamoaka
ejection	0.188	0.836	0.554	fandroahana
elaborate	0.561	0.367	0.680	hamelabelatra
elaboration	0.708	0.500	0.598	famolavolana
elan	0.562	0.367	0.500	elan
elapse	0.514	0.440	0.455	lasa
elapsed	0.583	0.451	0.493	lasana
elastic	0.656	0.518	0.385	lasitike
elasticity	0.635	0.452	0.582	fihenjanan'ny resaoro
elated	0.792	0.960	0.725	faly
elation	0.740	0.853	0.623	hafaliana
elbow	0.448	0.133	0.254	kiho
eld	0.471	0.292	0.451	eld
elder	0.448	0.153	0.462	LOHOLONA
elders	0.602	0.260	0.441	LOHOLONA
eldest	0.625	0.471	0.741	lahimatoa
elect	0.667	0.554	0.661	olom-boafidy
election	0.625	0.519	0.651	FIFIDIANANA
elective	0.612	0.380	0.623	fifidianana
elector	0.479	0.520	0.766	mpifidy
electoral	0.490	0.631	0.602	-pifidianana
electorate	0.560	0.380	0.696	mpifidy
electric	0.458	0.708	0.512	elektrika
electric slide	0.542	0.660	0.536	elektrika slide
electrical	0.531	0.620	0.688	herinaratra
electrician	0.449	0.590	0.620	mpanao herinaratra
electricity	0.698	0.810	0.733	HERINATRATRA
electrify	0.520	0.769	0.737	herinaratra
electrocute	0.271	0.731	0.555	electrocute
electrocution	0.177	0.844	0.692	herinaratra
electromagnetic	0.531	0.632	0.683	herinaratra
electron	0.520	0.455	0.560	elektronika
electronic	0.571	0.490	0.704	elektronika
electronics	0.708	0.545	0.574	ELEKITRONIKA
elegance	0.918	0.396	0.824	haja
elegant	0.865	0.500	0.685	kanto
element	0.531	0.259	0.481	singa
elemental	0.627	0.306	0.711	elemental
elementary	0.594	0.286	0.686	fototra
elements	0.510	0.312	0.462	singa
elephant	0.531	0.510	0.615	elefanta
elevate	0.812	0.500	0.804	Mampiavaka
elevated	0.704	0.594	0.620	ambony
elevation	0.760	0.759	0.711	isam-ponina
elevator	0.562	0.604	0.676	ascenseur
eleven	0.449	0.250	0.430	iraika ambin'ny folo
eleventh	0.594	0.329	0.357	fahiraika ambin'ny folo
elf	0.460	0.457	0.315	elf
elicit	0.406	0.594	0.658	hahatonga
eligible	0.750	0.400	0.518	afaka
eliminate	0.265	0.670	0.324	manafoana
elimination	0.052	0.667	0.431	fanafoanana
elite	0.688	0.704	0.737	sangany
elitist	0.500	0.606	0.656	Elitista
elixir	0.708	0.587	0.604	elixir
elk	0.439	0.337	0.340	elk
ell	0.469	0.418	0.373	ell
ellipse	0.531	0.410	0.479	ellipse
ellipsis	0.653	0.358	0.314	ellipsis
ellipsoid	0.500	0.440	0.419	ellipsoid
elliptic	0.500	0.431	0.528	lavalava
elliptical	0.338	0.385	0.490	boribory lavalava
elm	0.510	0.345	0.321	elm
elongate	0.583	0.385	0.540	elongate
elongation	0.561	0.500	0.500	elongation
elope	0.396	0.694	0.528	elope
eloquence	0.729	0.490	0.804	nahay nandaha-teny
eloquent	0.870	0.680	0.741	nahay nandaha-teny
elucidate	0.583	0.509	0.518	manazava ireo
elucidation	0.650	0.574	0.586	fanazavana
elude	0.438	0.521	0.464	hitan'ireo
elusive	0.229	0.615	0.466	eto an-tany
emaciated	0.103	0.541	0.151	Nahia
email	0.698	0.230	0.456	mailaka
emanate	0.653	0.464	0.554	mivoaka
emancipation	0.704	0.684	0.763	fanafahana
embankment	0.677	0.438	0.436	fefiloha
embargo	0.229	0.564	0.443	fahirano
embark	0.541	0.550	0.619	Nankao anaty sambo
embarrass	0.082	0.667	0.364	hahamenatra
embarrassed	0.184	0.560	0.246	menatra
embarrassing	0.226	0.809	0.225	nahamenatra
embarrassment	0.143	0.685	0.226	menatra
embassy	0.622	0.333	0.758	Masoivoho
embattled	0.235	0.724	0.421	niady
embed	0.417	0.554	0.670	embed
embellish	0.842	0.500	0.769	mandravaka
embellishment	0.673	0.449	0.405	haingo
embers	0.490	0.481	0.508	vainafo
embezzlement	0.143	0.827	0.435	fanodikodinam-bola
embezzler	0.146	0.823	0.491	mpanodinkodina
emblem	0.640	0.330	0.754	marika
emblematic	0.771	0.459	0.798	emblematic
embodiment	0.562	0.690	0.663	hita vatana
embolism	0.104	0.660	0.302	embolism
embossed	0.531	0.481	0.500	embossed
embrace	0.949	0.490	0.452	dia mandamaka
embroidered	0.677	0.279	0.407	peta-kofehy
embroidery	0.781	0.358	0.280	amboradara
embroiled	0.337	0.721	0.420	tafiditra
embryo	0.673	0.469	0.453	embryon
embryonic	0.573	0.453	0.598	embryonnique
emcee	0.694	0.577	0.691	emcee
emerald	0.740	0.363	0.726	robina
emerge	0.602	0.594	0.731	mipoitra
emergence	0.276	0.857	0.676	firongatry
emergency	0.200	0.900	0.571	vonjy taitra
emeritus	0.633	0.402	0.735	efa misotro ronono
emery	0.469	0.583	0.472	emery
emetophobia	0.243	0.620	0.403	emetophobia
emigrate	0.356	0.812	0.508	hifindra monina
emigration	0.564	0.664	0.432	fifindra-monina
eminence	0.816	0.644	0.837	ambony
eminent	0.740	0.620	0.830	ambony
eminently	0.694	0.607	0.773	dibo
emir	0.510	0.396	0.621	emir
emissary	0.562	0.462	0.636	iraky
emission	0.510	0.453	0.591	émission
emit	0.638	0.445	0.510	ataon-drizareo
emo	0.354	0.314	0.226	emo
emotion	0.693	0.873	0.696	fihetseham-po
emotional	0.779	0.714	0.526	pihetseham-po
emotive	0.917	0.741	0.525	ny fihetseham-pony
empathic	0.760	0.570	0.558	miombom-pihetseham-po
empathize	0.802	0.591	0.660	tsara ny fijalian'i
empathy	0.729	0.349	0.545	nahay niara-niory
emperor	0.651	0.704	0.962	mpanjaka
emphasis	0.653	0.745	0.816	fanamafisana
emphasize	0.510	0.605	0.769	manasongadina
emphatic	0.615	0.707	0.732	marihina
emphysema	0.156	0.556	0.336	emphysema
empire	0.688	0.730	0.944	FANJAKANA
empirical	0.500	0.510	0.574	empirical
empiricism	0.583	0.460	0.547	empirisme
employ	0.729	0.481	0.702	mampiasa
employee	0.582	0.361	0.481	mpiasa
employer	0.663	0.518	0.767	mpampiasa
employment	0.750	0.594	0.611	ASA
emporium	0.622	0.556	0.724	emporium
empower	0.694	0.779	0.891	hanome hery
empress	0.716	0.669	0.855	mpanjakavavin'ny
emptiness	0.177	0.173	0.184	zava-poana
emption	0.570	0.406	0.458	emption
empty	0.188	0.183	0.081	hanaisotra
emu	0.420	0.358	0.330	emu
emulate	0.438	0.340	0.549	haka tahaka
emulsion	0.562	0.431	0.453	emulsion
enable	0.760	0.491	0.782	Tadiavo
enablement	0.600	0.451	0.750	fahafahana
enact	0.680	0.564	0.598	mahazo miaro
enactment	0.667	0.612	0.769	fampiharana
enamel	0.594	0.280	0.306	karazana verinia
encampment	0.677	0.573	0.605	toby
enchant	0.873	0.650	0.643	enchant
enchanted	0.917	0.633	0.687	enchanted
enchanting	0.917	0.681	0.708	hilaza izao
enchantment	0.816	0.775	0.647	fisikidianana
enchantress	0.398	0.663	0.479	mpamosavy
enchilada	0.542	0.553	0.371	enchilada
encircle	0.460	0.500	0.519	hisakambina
encircling	0.510	0.368	0.557	manodidina
enclave	0.531	0.333	0.580	Gadran'ny
enclose	0.531	0.477	0.473	mamehy
enclosure	0.417	0.375	0.490	fefy
encode	0.490	0.500	0.734	isa
encomiastic	0.541	0.500	0.670	encomiastic
encomium	0.541	0.451	0.519	encomium
encompass	0.520	0.298	0.661	hanodidina
encore	0.510	0.423	0.500	encore
encounter	0.865	0.702	0.689	fihaonana
encourage	0.896	0.580	0.704	mampirisika
encouraged	0.953	0.702	0.657	Mampahery
encouragement	0.865	0.700	0.759	FAMPAHEREZANA
encouraging	0.823	0.583	0.755	mampahery
encroach	0.302	0.742	0.702	hanitsakitsaka
encroachment	0.255	0.736	0.620	hanimba azy
encrypt	0.500	0.387	0.500	encryption
encryption	0.547	0.415	0.474	fanafenana
encumbrance	0.300	0.521	0.480	enta-mavesatra
encyclopedia	0.679	0.320	0.645	-bolana malalaka
end	0.198	0.349	0.298	tapitra
end table	0.541	0.480	0.482	latabatra farany
endanger	0.115	0.885	0.404	hampidi-doza
endangered	0.083	0.885	0.430	atahorana ho lany tamingana
endangerment	0.167	0.873	0.519	ny fahasalamana
endearing	0.663	0.434	0.604	tian'izy
endeavor	0.677	0.755	0.765	miezaka
ended	0.302	0.500	0.500	tapitra
endemic	0.406	0.480	0.483	tsy fahita hatraiza hatraiza
endgame	0.449	0.538	0.526	endgame
ending	0.344	0.365	0.492	ampy
endless	0.347	0.462	0.472	tsy misy farany
endocarditis	0.235	0.587	0.412	endocarditis
endorse	0.592	0.392	0.472	manohana
endorsement	0.834	0.360	0.611	fankatoavana
endow	0.684	0.398	0.609	hanome harena
endowed	0.755	0.510	0.769	nanome anjara
endowment	0.685	0.578	0.647	fanafiana masina
endpapers	0.542	0.400	0.339	taratasy farany
endpoint	0.311	0.410	0.448	teboka farany
endurance	0.592	0.745	0.760	faharetana
endure	0.320	0.610	0.574	miaritra
enduring	0.633	0.459	0.768	maharitra
enema	0.281	0.673	0.268	enema
enemy	0.135	0.794	0.591	fahavalo
energetic	0.847	0.868	0.902	mavitrika
energize	0.792	0.810	0.875	manome hery
energy	0.944	0.725	0.868	ANGOVO
enforce	0.583	0.644	0.836	hampihatra
enforcement	0.594	0.571	0.736	ny fampiharana
enforcer	0.398	0.612	0.639	mpampihatra
engage	0.771	0.796	0.713	anjara
engaged	0.837	0.596	0.849	mpifamofo
engagement	0.906	0.587	0.807	andraikitra
engaging	0.948	0.612	0.862	hanintona
engender	0.561	0.741	0.688	miteraka
engine	0.615	0.644	0.676	maotera
engineer	0.719	0.500	0.875	injeniera
engineering	0.735	0.471	0.836	INJENIORIA
engrave	0.486	0.442	0.517	asio soratra
engraved	0.542	0.375	0.473	sarin-javatra
engraver	0.552	0.417	0.500	mpanora
engraving	0.604	0.430	0.442	sokitra
engrossed	0.541	0.471	0.304	Variana
engrossing	0.698	0.702	0.750	haharevo
engulf	0.398	0.573	0.500	manenika
enhance	0.802	0.578	0.814	manatsara
enhancement	0.877	0.490	0.741	hatsarana
enigma	0.513	0.700	0.500	miafina
enigmatic	0.469	0.589	0.679	saro-pantarina
enjoin	0.594	0.454	0.732	handidy
enjoy	0.959	0.725	0.750	ANKAFIZO
enjoyable	1.000	0.481	0.605	mahafinaritra
enjoying	0.908	0.759	0.759	nankafy
enjoyment	0.930	0.612	0.716	fifaliana
enlarge	0.735	0.606	0.688	Halalaho
enlarged	0.673	0.490	0.518	malalaka
enlargement	0.677	0.577	0.616	fahafahana
enlighten	0.729	0.549	0.667	hanazava
enlightened	0.956	0.566	0.700	nohazavaina
enlightening	0.825	0.729	0.727	fanazavana mahaliana
enlightenment	0.837	0.549	0.619	fahazavana ara-panahy
enlist	0.510	0.370	0.483	asaivo
enliven	0.833	0.683	0.702	hiaina ao
enmity	0.094	0.706	0.382	fandrafiana
ennui	0.406	0.461	0.316	ennui
enormity	0.594	0.648	0.848	goavana
enormous	0.677	0.665	0.886	goavana
enormously	0.760	0.694	0.872	manan-
enraged	0.083	0.962	0.636	TEZITRA
enrich	0.896	0.731	0.705	Manatsara
enroll	0.696	0.530	0.611	hosoratana
enrollment	0.667	0.391	0.698	Fomba andraisana anjara
ensemble	0.697	0.418	0.586	tarika
ensign	0.663	0.270	0.545	Liahona
enslave	0.073	0.800	0.481	manandevo
enslaved	0.104	0.720	0.321	handevozin'ny
enslavement	0.086	0.635	0.302	fanandevozan'ny
ensue	0.698	0.363	0.332	atỳ aoriana
