English Word	Valence	Arousal	Dominance	Albanian Word
decorum	0.802	0.327	0.462	dekor
decoy	0.149	0.460	0.330	mashtrim
decrease	0.125	0.360	0.267	zvogëlohet
decreased	0.224	0.271	0.170	ulur
decreasing	0.320	0.346	0.224	në rënie
decree	0.552	0.478	0.746	dekret
decrement	0.255	0.427	0.373	pakësim
decrepit	0.156	0.490	0.225	i rrënuar
decry	0.400	0.814	0.548	qortoj
decryption	0.459	0.445	0.600	deshifrimi
dedicate	0.823	0.431	0.588	kushtoj
dedication	0.867	0.471	0.682	përkushtim
deduce	0.490	0.510	0.466	nxjerr në përfundimin
deduct	0.355	0.330	0.412	zbres
deductible	0.375	0.286	0.455	i zbritshëm
deduction	0.438	0.462	0.527	zbritja
deed	0.520	0.320	0.592	vepër
deejay	0.551	0.630	0.473	deejay
deem	0.594	0.529	0.690	gjykoj
deep	0.490	0.473	0.657	thellë
deepen	0.625	0.530	0.776	thellohen
deer	0.583	0.375	0.292	dreri
defamation	0.110	0.670	0.481	shpifje
defamatory	0.143	0.688	0.402	shpifëse
default	0.459	0.343	0.712	default
defeat	0.092	0.500	0.224	disfatë
defeated	0.104	0.582	0.145	i mundur
defeatist	0.163	0.567	0.315	disfatist
defect	0.135	0.561	0.185	defekt
defection	0.146	0.594	0.330	dezertim
defective	0.122	0.580	0.274	me të meta
defector	0.163	0.696	0.286	dezertor
defend	0.698	0.722	0.670	mbroj
defendant	0.250	0.710	0.491	i pandehuri
defended	0.663	0.451	0.582	mbrojti
defender	0.639	0.708	0.750	mbrojtës
defending	0.604	0.871	0.812	duke mbrojtur
defense	0.652	0.698	0.802	mbrojtjes
defenseless	0.143	0.357	0.105	të pambrojtur
defensible	0.740	0.509	0.593	e mbrojtshme
defensive	0.542	0.640	0.678	mbrojtëse
defer	0.245	0.459	0.317	shtyj
deference	0.510	0.396	0.447	nderim
deferral	0.765	0.542	0.327	shtyrje
deferring	0.343	0.500	0.413	duke shtyrë
defiance	0.333	0.780	0.760	sfidë
defiant	0.250	0.792	0.769	sfidues
defibrillator	0.398	0.663	0.431	defibrilator
deficiency	0.073	0.373	0.179	mangësi
deficient	0.240	0.464	0.132	i mangët
deficit	0.358	0.500	0.269	deficit
define	0.688	0.415	0.632	përcaktojnë
defined	0.670	0.214	0.646	të përcaktuara
definite	0.708	0.292	0.741	i caktuar
definition	0.573	0.375	0.579	përkufizim
definitive	0.583	0.479	0.787	definitive
deflate	0.148	0.404	0.237	shfryj
deflation	0.287	0.536	0.407	deflacioni
deflect	0.133	0.491	0.482	devijoj
deflection	0.188	0.500	0.382	devijimi
defloration	0.188	0.690	0.434	deflorimi
deform	0.112	0.654	0.284	deformoj
deformed	0.198	0.435	0.308	i deformuar
deformity	0.160	0.569	0.241	deformim
defraud	0.175	0.635	0.314	mashtrojnë
defray	0.375	0.598	0.653	paguaj
defrost	0.427	0.317	0.389	shkrij
deft	0.719	0.575	0.849	i shkathët
defunct	0.112	0.491	0.272	i zhdukur
defuse	0.167	0.480	0.430	zbut
defy	0.353	0.884	0.657	sfidoj
degeneracy	0.143	0.720	0.298	degjenerimi
degenerate	0.069	0.724	0.264	i degjeneruar
degeneration	0.245	0.578	0.371	degjenerimi
degradation	0.160	0.608	0.315	degradimi
degrade	0.083	0.500	0.184	degradojnë
degraded	0.167	0.433	0.205	i degraduar
degrading	0.031	0.583	0.232	degraduese
degree	0.724	0.365	0.663	shkallë
dehydrated	0.310	0.685	0.212	i dehidratuar
dehydration	0.188	0.472	0.259	dehidratim
dejected	0.104	0.654	0.347	i dëshpëruar
delay	0.204	0.510	0.162	vonesë
delayed	0.188	0.490	0.216	i vonuar
delectable	0.781	0.642	0.718	i shijshëm
delegate	0.612	0.491	0.658	deleguar
delegation	0.562	0.431	0.609	delegacion
delete	0.292	0.298	0.409	fshij
deleterious	0.297	0.725	0.440	i dëmshëm
deletion	0.062	0.506	0.462	fshirje
deli	0.561	0.448	0.447	ushqime
deliberate	0.551	0.654	0.682	i qëllimshëm
deliberation	0.561	0.678	0.596	diskutim
deliberative	0.392	0.552	0.573	diskutimore
delicacy	0.812	0.279	0.336	delikatesë
delicate	0.583	0.294	0.366	delikate
delicatessen	0.656	0.474	0.400	ushqime të shijshme
delicious	0.927	0.650	0.589	e shijshme
delight	0.949	0.666	0.647	kënaqësi
delighted	0.938	0.664	0.685	i kënaqur
delightful	0.918	0.735	0.644	lezetshëm
delineate	0.448	0.430	0.445	përvijoj
delineation	0.521	0.402	0.314	përvijimi
delinquency	0.135	0.860	0.508	delikuencë
delinquent	0.051	0.904	0.500	delikuente
delirious	0.219	0.774	0.538	delirant
delirium	0.233	0.694	0.484	delirium
deliver	0.583	0.370	0.582	dorëzoj
deliverance	0.750	0.520	0.658	çlirim
delivery	0.704	0.461	0.786	dorëzimi
dell	0.458	0.380	0.453	dell
delta	0.551	0.343	0.509	delta
delude	0.143	0.627	0.353	mashtrojnë
deluge	0.245	0.714	0.612	përmbytje
delusion	0.344	0.647	0.400	lajthitje
delusional	0.219	0.745	0.327	delirante
deluxe	0.792	0.612	0.755	luksoz
delve	0.469	0.529	0.684	gërmoj
demand	0.292	0.673	0.500	kërkesës
demanding	0.396	0.750	0.828	kërkuese
demeaned	0.271	0.520	0.212	i nënçmuar
demeaning	0.104	0.645	0.308	poshtëruese
demeanor	0.633	0.433	0.657	sjellje
demented	0.088	0.787	0.309	i çmendur
dementia	0.092	0.779	0.337	demenca
demise	0.104	0.596	0.456	vdekje
demo	0.510	0.314	0.423	demo
democracy	0.680	0.500	0.840	demokraci
democrat	0.582	0.400	0.755	demokrate
democratic	0.802	0.519	0.798	demokratike
demographic	0.459	0.356	0.594	demografike
demolish	0.125	0.632	0.700	shemb
demolished	0.271	0.647	0.353	shembur
demolition	0.133	0.827	0.541	rrënimi
demon	0.037	0.908	0.509	demoni
demonic	0.146	0.875	0.600	demonike
demonstrable	0.735	0.471	0.749	të demonstrueshme
demonstrate	0.771	0.552	0.839	demonstrojnë
demonstrated	0.617	0.500	0.649	demonstruar
demonstrating	0.698	0.571	0.693	duke demonstruar
demonstration	0.551	0.676	0.679	demonstrim
demonstrative	0.656	0.528	0.736	demonstrative
demonstrator	0.520	0.598	0.733	demonstrues
demoralized	0.082	0.590	0.149	i demoralizuar
demos	0.418	0.370	0.368	demo
demure	0.690	0.315	0.417	i përulur
den	0.510	0.347	0.398	strofull
deniability	0.230	0.509	0.417	mohim
denial	0.194	0.435	0.318	mohimi
denied	0.188	0.604	0.333	mohuar
denim	0.520	0.382	0.327	xhins
denomination	0.490	0.363	0.429	emërtimi
denominational	0.458	0.375	0.679	konfesionale
denominator	0.450	0.410	0.613	emërues
denote	0.448	0.471	0.534	tregojnë
denounce	0.083	0.780	0.426	denoncoj
dense	0.354	0.343	0.536	të dendura
density	0.602	0.471	0.561	dendësia
dent	0.306	0.606	0.325	dhëmbëzim
dental	0.573	0.404	0.463	dentare
dentist	0.479	0.620	0.642	dentisti
dentistry	0.429	0.570	0.569	stomatologji
dentists	0.364	0.600	0.582	dentistët
denunciation	0.146	0.830	0.561	denoncimi
deny	0.316	0.667	0.321	mohojnë
denying	0.080	0.542	0.272	duke mohuar
deodorant	0.480	0.265	0.269	deodorant
depart	0.398	0.480	0.444	largohem
departed	0.245	0.536	0.391	u largua
department	0.708	0.358	0.642	departamenti
departmental	0.612	0.422	0.446	departamenti
departure	0.573	0.500	0.426	nisja
depend	0.388	0.429	0.358	varet
dependable	0.880	0.357	0.741	i besueshëm
dependant	0.357	0.404	0.451	i varur
dependence	0.250	0.451	0.433	varësi
dependency	0.429	0.365	0.356	varësia
dependent	0.354	0.455	0.404	i varur
depict	0.663	0.529	0.723	përshkruajnë
depicting	0.490	0.566	0.602	duke përshkruar
depletion	0.153	0.370	0.236	shterim
deplorable	0.135	0.657	0.230	e mjerueshme
deplore	0.135	0.575	0.373	dëshpëroj
deploy	0.500	0.520	0.585	vendosen
deployment	0.510	0.520	0.612	vendosjen
deport	0.167	0.667	0.546	dëbojnë
deportation	0.104	0.786	0.450	deportimi
depose	0.286	0.420	0.451	rrëzoj
deposit	0.540	0.379	0.483	depozitim
depositary	0.604	0.431	0.500	depozitar
deposition	0.394	0.510	0.471	depozitimi
depository	0.551	0.373	0.481	depozitues
depot	0.635	0.255	0.471	depo
depraved	0.031	0.837	0.395	i shthurur
depravity	0.115	0.854	0.453	shthurja
depreciate	0.270	0.623	0.445	zhvlerësohen
depreciated	0.135	0.672	0.250	të amortizuara
depreciation	0.143	0.571	0.386	amortizimi
depress	0.219	0.635	0.528	depresioni
depressed	0.024	0.445	0.136	në depresion
depressing	0.146	0.559	0.216	dëshpëruese
depression	0.031	0.520	0.232	depresioni
depressive	0.143	0.434	0.202	depresive
depresson	0.135	0.400	0.308	depresioni
deprivation	0.194	0.610	0.413	privimi
deprive	0.271	0.591	0.340	privoj
deprived	0.354	0.506	0.536	të privuar
depth	0.708	0.561	0.759	thellesi
deputy	0.429	0.530	0.787	zv
derail	0.108	0.802	0.375	del nga binarët
deranged	0.376	0.868	0.357	i çmendur
derelict	0.208	0.470	0.237	i braktisur
derision	0.265	0.670	0.292	tallje
derivation	0.521	0.519	0.644	derivimi
derivative	0.541	0.491	0.508	derivatore
derive	0.396	0.324	0.360	nxjerrin
dermal	0.385	0.406	0.443	dermale
dermatologist	0.531	0.358	0.528	dermatologe
dermatology	0.422	0.500	0.556	dermatologji
derogation	0.208	0.460	0.327	derogimi
derogatory	0.122	0.580	0.404	poshtëruese
descend	0.385	0.535	0.231	zbresin
descendant	0.684	0.420	0.625	pasardhës
descendent	0.391	0.480	0.565	pasardhës
descending	0.219	0.493	0.250	duke zbritur
descent	0.300	0.402	0.158	prejardhja
describe	0.542	0.472	0.555	përshkruajnë
description	0.582	0.425	0.596	përshkrim
descriptive	0.667	0.352	0.570	përshkruese
desecrate	0.255	0.806	0.509	përdhos
desecration	0.125	0.833	0.564	përdhosje
desert	0.469	0.279	0.389	shkretëtirë
deserted	0.156	0.480	0.214	shkretë
deserter	0.122	0.710	0.366	dezertor
desertion	0.122	0.630	0.289	dezertim
deserve	0.802	0.436	0.613	meritojnë
deserved	0.781	0.582	0.689	e merituar
deserving	0.802	0.596	0.858	e merituar
design	0.796	0.327	0.632	dizajni
designate	0.531	0.538	0.683	caktoj
designated	0.500	0.412	0.616	caktuar
designation	0.612	0.571	0.675	emërtimi
designed	0.745	0.380	0.595	projektuar
designer	0.875	0.519	0.670	projektuesi
designing	0.792	0.355	0.552	duke projektuar
desirability	0.684	0.550	0.675	dëshirueshmëria
desirable	0.740	0.735	0.750	e dëshirueshme
desire	0.896	0.692	0.647	dëshirë
desiring	0.814	0.821	0.632	duke dëshiruar
desirous	0.719	0.824	0.562	dëshirore
desist	0.220	0.358	0.291	heq dorë
desk	0.510	0.135	0.422	tavolinë
desolate	0.104	0.320	0.228	i shkretë
desolation	0.073	0.481	0.273	shkretim
despair	0.115	0.794	0.245	dëshpërim
despairing	0.073	0.735	0.286	të dëshpëruar
despatch	0.448	0.400	0.613	dërgoj
desperado	0.260	0.745	0.361	i dëshpëruar
desperate	0.083	0.842	0.337	të dëshpëruar
desperation	0.125	0.904	0.419	dëshpërim
despicable	0.146	0.710	0.255	e neveritshme
despise	0.167	0.745	0.296	përbuz
despondent	0.133	0.378	0.221	i dëshpëruar
despotic	0.141	0.824	0.592	despotike
despotism	0.255	0.696	0.620	despotizmi
dessert	0.755	0.491	0.404	ëmbëlsirë
destination	0.708	0.471	0.637	destinacion
destined	0.698	0.462	0.617	të destinuara
destiny	0.781	0.413	0.611	fatin
destitute	0.130	0.451	0.222	të varfër
destroy	0.046	0.935	0.635	shkatërrojnë
destroyed	0.031	0.696	0.288	të shkatërruara
destroyer	0.083	0.830	0.543	shkatërrues
destroying	0.041	0.828	0.660	duke shkatërruar
destruct	0.071	0.868	0.525	shkatërrojnë
destruction	0.102	0.929	0.613	shkatërrimi
destructive	0.177	0.870	0.713	shkatërrues
detach	0.357	0.625	0.450	shkëput
detached	0.280	0.396	0.216	të shkëputur
detachment	0.243	0.700	0.443	shkëputje
detail	0.514	0.406	0.528	detaj
detailed	0.603	0.314	0.472	të detajuara
details	0.583	0.367	0.481	detajet
detain	0.351	0.345	0.430	ndaloj
detainee	0.306	0.510	0.321	i paraburgosur
detect	0.531	0.520	0.565	zbuloj
detectable	0.479	0.539	0.649	të zbulueshme
detection	0.708	0.567	0.538	zbulim
detective	0.500	0.764	0.901	detektiv
detector	0.459	0.630	0.724	detektor
detention	0.265	0.698	0.562	ndalimi
deter	0.344	0.537	0.567	pengojnë
detergent	0.458	0.304	0.426	detergjent
deteriorate	0.083	0.471	0.202	përkeqësohet
deteriorated	0.053	0.549	0.237	i përkeqësuar
deteriorating	0.104	0.459	0.112	duke u përkeqësuar
deterioration	0.130	0.512	0.283	përkeqësim
determinable	0.625	0.565	0.723	të përcaktueshme
determinate	0.630	0.314	0.772	të përcaktuar
determination	0.776	0.725	0.795	vendosmëri
determine	0.612	0.368	0.776	përcaktojnë
determined	0.760	0.528	0.673	përcaktuar
deterrent	0.292	0.461	0.385	parandalues
detest	0.083	0.800	0.492	urrej
detestation	0.177	0.637	0.412	neveri
detonate	0.375	0.850	0.696	shpërthejnë
detonation	0.167	0.931	0.741	shpërthimi
detonator	0.207	0.875	0.750	detonator
detour	0.398	0.539	0.309	devijimi
detract	0.344	0.438	0.368	zbut
detriment	0.281	0.538	0.263	dëmtim
detrimental	0.203	0.679	0.387	të dëmshme
detritus	0.276	0.353	0.363	detritus
deuce	0.479	0.338	0.425	dredhi
deutschmark	0.439	0.431	0.509	gjermanisht
devalued	0.321	0.462	0.212	i zhvlerësuar
devastate	0.021	0.796	0.509	shkretojne
devastated	0.120	0.544	0.264	i shkatërruar
devastating	0.104	0.856	0.419	shkatërruese
devastation	0.090	0.904	0.472	shkatërrim
develop	0.771	0.670	0.821	zhvillojnë
developer	0.844	0.653	0.864	zhvilluesi
developing	0.833	0.587	0.714	duke u zhvilluar
development	0.827	0.500	0.796	zhvillimin
deviant	0.094	0.589	0.398	devijuese
deviate	0.173	0.562	0.269	devijojnë
deviating	0.354	0.634	0.536	duke devijuar
deviation	0.105	0.513	0.336	devijimi
device	0.562	0.404	0.627	pajisje
devil	0.161	0.900	0.611	djall
deviled	0.347	0.559	0.358	djallëzor
devilish	0.073	0.865	0.490	djallëzor
devious	0.250	0.519	0.259	dinak
devise	0.551	0.557	0.670	sajojnë
devoid	0.219	0.436	0.300	i lirë
devolution	0.345	0.434	0.425	transferimi
devolve	0.367	0.427	0.596	transferoj
devote	0.802	0.490	0.642	kushtoj
devoted	0.867	0.320	0.698	të përkushtuar
devotee	0.816	0.461	0.577	besimtar
devotion	0.802	0.561	0.673	përkushtim
devotional	0.740	0.394	0.655	besimtare
devour	0.344	0.888	0.574	gllabërojë
devout	0.620	0.357	0.464	i devotshëm
dew	0.604	0.225	0.464	vesa
dexter	0.458	0.473	0.444	shkathët
dexterity	0.771	0.673	0.864	shkathtësi
dextrose	0.333	0.402	0.323	dekstrozë
diabetes	0.051	0.472	0.279	diabetit
diabetic	0.125	0.269	0.237	diabetik
diabolical	0.102	0.912	0.456	djallëzore
diagnose	0.378	0.520	0.714	diagnostikojnë
diagnosis	0.571	0.500	0.819	diagnoza
diagnostic	0.417	0.483	0.635	diagnostike
diagnostics	0.540	0.440	0.750	diagnostifikimit
diagonal	0.500	0.343	0.410	diagonale
diagram	0.562	0.357	0.445	diagramë
dial	0.620	0.427	0.596	thirrni
dialect	0.635	0.422	0.526	dialekt
dialectic	0.510	0.540	0.638	dialektike
dialogue	0.599	0.441	0.625	dialogu
dialysis	0.194	0.567	0.407	dializa
diameter	0.427	0.298	0.483	diametri
diamond	0.910	0.606	0.769	diamanti
diamonds	0.927	0.684	0.917	diamante
diaper	0.409	0.274	0.155	pelenë
diaphragm	0.459	0.337	0.517	diafragma
diarrhea	0.092	0.684	0.143	diarreja
diarrhoea	0.038	0.692	0.250	diarreja
diary	0.698	0.292	0.464	ditar
diatribe	0.354	0.569	0.409	diatribe
dib	0.479	0.370	0.344	dib
dibs	0.510	0.410	0.391	dibs
dice	0.458	0.441	0.264	zare
dicey	0.290	0.833	0.727	dice
dichotomous	0.365	0.452	0.538	dikotomike
dichotomy	0.323	0.482	0.483	dikotomia
dick	0.208	0.500	0.462	kar
dickhead	0.115	0.608	0.284	kokë diku
dicks	0.310	0.694	0.358	karat
dictate	0.480	0.423	0.668	diktojnë
dictation	0.255	0.378	0.627	diktimi
dictator	0.073	0.760	0.862	diktator
dictatorial	0.204	0.770	0.840	diktatoriale
dictatorship	0.082	0.806	0.784	diktaturës
diction	0.439	0.373	0.679	diksioni
dictionary	0.620	0.250	0.598	Fjalor
dictum	0.385	0.510	0.528	diktim
didactic	0.645	0.480	0.673	didaktike
diddle	0.429	0.566	0.393	diddle
die	0.031	0.765	0.259	vdes
died	0.021	0.650	0.327	vdiq
diesel	0.490	0.327	0.448	naftë
diet	0.429	0.235	0.398	dietë
dietary	0.551	0.220	0.261	dietetike
differ	0.230	0.398	0.396	ndryshojnë
difference	0.474	0.560	0.483	ndryshim
differences	0.365	0.582	0.342	dallimet
different	0.612	0.394	0.473	të ndryshme
differential	0.520	0.378	0.535	diferencial
differentiation	0.367	0.561	0.535	diferencimi
differently	0.480	0.431	0.506	ndryshe
differing	0.418	0.410	0.455	të ndryshme
difficult	0.235	0.700	0.508	vështirë
difficulties	0.082	0.784	0.357	vështirësitë
difficulty	0.079	0.740	0.368	vështirësi
diffuse	0.430	0.431	0.321	difuze
diffusion	0.356	0.615	0.517	difuzionit
dig	0.367	0.585	0.637	gërmoj
digest	0.720	0.413	0.483	tretet
digestion	0.531	0.410	0.455	tretje
digestive	0.542	0.413	0.434	tretës
digit	0.447	0.286	0.333	shifra
digital	0.740	0.382	0.529	dixhitale
dignified	0.766	0.481	0.635	dinjitoze
dignify	0.854	0.588	0.735	dinjitet
dignity	0.844	0.391	0.873	dinjitet
digress	0.271	0.625	0.411	digresioni
digs	0.448	0.670	0.635	gërmon
dike	0.360	0.384	0.490	dige
dilapidated	0.229	0.618	0.286	i rrënuar
dilatation	0.385	0.574	0.368	zgjerimi
dilation	0.347	0.490	0.578	zgjerimi
dildo	0.536	0.587	0.491	dildo
dilemma	0.153	0.590	0.430	dilema
diligence	0.688	0.423	0.700	zell
diligent	0.760	0.426	0.759	të zellshëm
dill	0.427	0.360	0.373	kopër
diluent	0.417	0.344	0.332	hollues
dilute	0.275	0.192	0.349	holluar
diluted	0.469	0.310	0.229	holluar
dilution	0.445	0.337	0.352	hollimi
dim	0.398	0.321	0.273	i zbehtë
dime	0.653	0.317	0.345	monedhë
dimension	0.592	0.415	0.627	dimension
dimensional	0.561	0.484	0.596	dimensionale
diminish	0.240	0.357	0.167	zvogelohet
diminished	0.156	0.269	0.196	pakësuar
diminution	0.316	0.296	0.245	pakësim
diminutive	0.323	0.200	0.109	zvogëluese
dimwit	0.255	0.459	0.175	mendjelehtë
din	0.440	0.417	0.398	din
dine	0.821	0.519	0.478	darkoj
diner	0.643	0.302	0.538	restorant
dinghy	0.510	0.269	0.325	gomone
dingo	0.608	0.472	0.346	dingo
dingy	0.156	0.483	0.343	i zymtë
dining	0.724	0.350	0.459	ngrënie
dinky	0.357	0.451	0.358	i ndyrë
dinner	0.823	0.392	0.379	darkë
dinnertime	0.796	0.406	0.341	Koha e darkes
dinosaur	0.448	0.630	0.596	dinosauri
dint	0.378	0.480	0.492	dit
diocesan	0.520	0.283	0.518	dioqezane
diocese	0.510	0.288	0.575	dioqezë
diorama	0.592	0.441	0.462	diorama
dioxide	0.354	0.433	0.456	dioksidit
dip	0.516	0.583	0.397	zhytje
diploma	0.750	0.462	0.731	diplomë
diplomacy	0.740	0.396	0.774	diplomacinë
diplomat	0.563	0.262	0.868	diplomat
diplomatic	0.653	0.363	0.918	diplomatike
dipper	0.548	0.361	0.348	zhytës
dippy	0.430	0.402	0.340	i zhytur
dipstick	0.365	0.312	0.316	dipstick
dire	0.214	0.660	0.259	i tmerrshëm
direct	0.793	0.403	0.650	e drejtpërdrejtë
directed	0.542	0.490	0.541	drejtuar
direction	0.719	0.330	0.684	drejtimin
directive	0.604	0.530	0.918	direktivë
directly	0.747	0.400	0.702	drejtpërdrejt
director	0.688	0.580	0.912	drejtor
directory	0.439	0.413	0.538	drejtoria
dirt	0.112	0.500	0.236	i poshtër
dirty	0.153	0.460	0.170	pis
disability	0.073	0.482	0.173	paaftësia
disable	0.115	0.430	0.269	çaktivizoni
disabled	0.308	0.443	0.235	me aftësi të kufizuara
disadvantage	0.150	0.377	0.282	disavantazh
disaffected	0.176	0.410	0.291	i pakënaqur
disagree	0.133	0.590	0.345	nuk bie dakort
disagreeable	0.042	0.643	0.178	e papajtueshme
disagreeing	0.255	0.643	0.350	duke mos pajtuar
disagreement	0.104	0.618	0.236	mosmarrëveshje
disallow	0.156	0.519	0.424	mos lejojnë
disallowed	0.135	0.500	0.328	i ndaluar
disapointment	0.104	0.418	0.231	zhgënjim
disappear	0.143	0.441	0.350	zhduken
disappearance	0.214	0.698	0.367	zhdukje
disappearing	0.167	0.427	0.379	duke u zhdukur
disappoint	0.150	0.633	0.288	zhgënjej
disappointed	0.071	0.472	0.241	i zhgënjyer
disappointing	0.073	0.640	0.200	zhgënjyese
disappointment	0.115	0.490	0.336	zhgënjim
disapproval	0.085	0.551	0.367	mosmiratimi
disapprove	0.160	0.594	0.445	mosmiratoj
disapproved	0.104	0.550	0.114	i pamiratuar
disapproving	0.245	0.625	0.452	duke mos miratuar
disarm	0.292	0.528	0.613	çarmatosen
disarray	0.198	0.657	0.223	rrëmujë
disaster	0.082	0.892	0.433	fatkeqësi
disastrous	0.071	0.741	0.439	katastrofike
disband	0.302	0.491	0.417	shpërndajë
disbelief	0.188	0.409	0.373	mosbesimi
disbelieve	0.188	0.441	0.352	mos besoj
disburse	0.418	0.473	0.353	disbursojë
disbursement	0.240	0.443	0.435	disbursimi
disc	0.622	0.410	0.426	disk
discard	0.240	0.343	0.337	hidhni
discarded	0.229	0.460	0.308	i hedhur poshtë
discards	0.240	0.464	0.391	hedh poshtë
discern	0.459	0.566	0.518	dalloj
discernible	0.427	0.441	0.481	të dallueshme
discerning	0.542	0.584	0.780	dallues
discernment	0.408	0.471	0.694	aftësi dalluese
discharge	0.427	0.538	0.578	shkarkimi
disciple	0.765	0.385	0.462	dishepull
disciplinary	0.562	0.593	0.796	disiplinore
discipline	0.615	0.471	0.806	disipline
disciplined	0.728	0.450	0.750	i disiplinuar
disclaim	0.235	0.509	0.321	mohoj
disclaimer	0.367	0.571	0.542	mohim
disclose	0.490	0.570	0.545	zbuloj
disclosed	0.271	0.575	0.546	të zbuluara
disclosure	0.500	0.615	0.710	zbulimi
disco	0.710	0.806	0.575	disko
discoloration	0.224	0.373	0.414	njollë
discolored	0.204	0.340	0.269	të zbardhura
discomfort	0.153	0.719	0.272	parehati
disconcerted	0.100	0.612	0.288	i shqetësuar
disconcerting	0.106	0.549	0.269	shqetësuese
disconnect	0.438	0.292	0.191	shkëputje
disconnected	0.292	0.276	0.173	shkëputur
disconnection	0.167	0.283	0.277	shkëputje
disconnects	0.256	0.357	0.241	shkëputet
discontent	0.240	0.530	0.263	pakënaqësi
discontinuance	0.123	0.741	0.337	ndërprerje
discontinue	0.354	0.396	0.349	ndërpritet
discontinuity	0.303	0.439	0.250	ndërprerje
discontinuous	0.233	0.409	0.316	i ndërprerë
discord	0.115	0.882	0.465	mosmarrëveshje
discount	0.724	0.530	0.302	zbritje
discounted	0.677	0.471	0.430	me zbritje
discourage	0.184	0.443	0.267	dekurajoj
discouraged	0.220	0.304	0.090	i dekurajuar
discouragement	0.112	0.319	0.206	dekurajimi
discouraging	0.167	0.469	0.281	dekurajuese
discourse	0.410	0.550	0.803	ligjërimi
discover	0.771	0.793	0.673	zbuloni
discovery	0.823	0.627	0.814	zbulim
discredit	0.075	0.529	0.355	diskreditojnë
discredited	0.112	0.491	0.182	diskredituar
discreet	0.552	0.216	0.532	i matur
discrepancy	0.260	0.643	0.417	mospërputhje
discrete	0.585	0.231	0.429	diskrete
discretion	0.552	0.320	0.685	diskrecioni
discretionary	0.520	0.365	0.446	diskrecionale
discriminate	0.125	0.761	0.366	diskriminojnë
discriminating	0.160	0.783	0.462	diskriminuese
discrimination	0.051	0.724	0.379	diskriminim
discus	0.542	0.423	0.343	diskut
discuss	0.396	0.769	0.509	diskutojnë
discussion	0.333	0.842	0.536	diskutim
disdain	0.153	0.446	0.441	përbuzje
disdainful	0.097	0.480	0.263	përbuzës
disease	0.041	0.539	0.333	sëmundje
diseased	0.123	0.510	0.134	të sëmurë
disembodied	0.167	0.620	0.412	pa trup
disengage	0.406	0.529	0.304	shkëputje
disengagement	0.327	0.373	0.395	shkëputje
disfigured	0.153	0.613	0.336	i shpërfytyruar
disgrace	0.061	0.531	0.331	turp
disgraced	0.071	0.661	0.250	i turpëruar
disgraceful	0.082	0.702	0.240	e turpshme
