English Word	Valence	Arousal	Dominance	Cebuano Word
eeeek	0.367	0.540	0.349	eeeek
eeek	0.333	0.490	0.302	eeek
eek	0.292	0.529	0.343	eek
eel	0.292	0.564	0.487	igat
eerie	0.265	0.771	0.442	katingalahang
effect	0.570	0.518	0.608	epekto
effective	0.844	0.632	0.891	epektibo
effectiveness	0.640	0.654	0.812	epektibo
effects	0.470	0.578	0.379	mga epekto
effectual	0.776	0.559	0.820	epektibo
effectually	0.724	0.500	0.594	epektibo
effectuate	0.510	0.602	0.679	epektibo
effeminate	0.337	0.619	0.291	baye
efficacious	0.823	0.698	0.845	epektibo
efficacy	0.802	0.490	0.906	kaepektibo
efficiency	0.802	0.509	0.892	pagkaepisyente
efficient	0.959	0.604	0.830	episyente
effigy	0.510	0.440	0.401	effigy
effort	0.698	0.778	0.858	paningkamot
effortless	0.626	0.090	0.352	walay kahago
effusion	0.344	0.730	0.472	pagbuga
effyou	0.354	0.529	0.490	effyo nimo
egg	0.684	0.241	0.293	itlog
egghead	0.316	0.492	0.284	ulo sa itlog
eggnog	0.635	0.360	0.259	eggnog
eggplant	0.592	0.152	0.323	talong
eggshell	0.408	0.269	0.212	kabhang sa itlog
ego	0.328	0.576	0.593	ego
egomaniac	0.133	0.708	0.596	egomaniac
egotistical	0.156	0.667	0.363	egotistiko
egregious	0.150	0.716	0.442	grabe
egress	0.490	0.429	0.287	paggawas
eight	0.540	0.199	0.315	walo
eighteen	0.523	0.340	0.404	napulog walo
eighth	0.531	0.226	0.380	ikawalo
eighty	0.500	0.300	0.453	kawaloan
ejaculate	0.604	0.896	0.604	ejaculate
ejaculation	0.615	0.893	0.547	ejaculation
eject	0.434	0.656	0.559	ipagawas
ejection	0.188	0.836	0.554	ejection
elaborate	0.561	0.367	0.680	detalyado
elaboration	0.708	0.500	0.598	pagpatin-aw
elan	0.562	0.367	0.500	elan
elapse	0.514	0.440	0.455	molabay
elapsed	0.583	0.451	0.493	milabay
elastic	0.656	0.518	0.385	pagkamaunat-unat
elasticity	0.635	0.452	0.582	pagkamaunat-unat
elated	0.792	0.960	0.725	nalipay
elation	0.740	0.853	0.623	kalipay
elbow	0.448	0.133	0.254	siko
eld	0.471	0.292	0.451	eld
elder	0.448	0.153	0.462	tigulang
elders	0.602	0.260	0.441	mga tigulang
eldest	0.625	0.471	0.741	kamagulangan
elect	0.667	0.554	0.661	pilion
election	0.625	0.519	0.651	eleksyon
elective	0.612	0.380	0.623	elektibo
elector	0.479	0.520	0.766	elektor
electoral	0.490	0.631	0.602	elektoral
electorate	0.560	0.380	0.696	mga botante
electric	0.458	0.708	0.512	elektrisidad
electric slide	0.542	0.660	0.536	electric slide
electrical	0.531	0.620	0.688	elektrikal
electrician	0.449	0.590	0.620	electrician
electricity	0.698	0.810	0.733	kuryente
electrify	0.520	0.769	0.737	magpakuryente
electrocute	0.271	0.731	0.555	nakuryentihan
electrocution	0.177	0.844	0.692	pagkakuryente
electromagnetic	0.531	0.632	0.683	electromagnetic
electron	0.520	0.455	0.560	electron
electronic	0.571	0.490	0.704	elektroniko
electronics	0.708	0.545	0.574	elektroniko
elegance	0.918	0.396	0.824	kaanindot
elegant	0.865	0.500	0.685	elegante
element	0.531	0.259	0.481	elemento
elemental	0.627	0.306	0.711	elemental
elementary	0.594	0.286	0.686	elementarya
elements	0.510	0.312	0.462	mga elemento
elephant	0.531	0.510	0.615	elepante
elevate	0.812	0.500	0.804	ipataas
elevated	0.704	0.594	0.620	gipataas
elevation	0.760	0.759	0.711	kahitas-an
elevator	0.562	0.604	0.676	elevator
eleven	0.449	0.250	0.430	onse
eleventh	0.594	0.329	0.357	ikaonse
elf	0.460	0.457	0.315	elf
elicit	0.406	0.594	0.658	kuhaa
eligible	0.750	0.400	0.518	angayan
eliminate	0.265	0.670	0.324	wagtangon
elimination	0.052	0.667	0.431	pagwagtang
elite	0.688	0.704	0.737	elite
elitist	0.500	0.606	0.656	elitista
elixir	0.708	0.587	0.604	elixir
elk	0.439	0.337	0.340	elk
ell	0.469	0.418	0.373	ell
ellipse	0.531	0.410	0.479	ellipse
ellipsis	0.653	0.358	0.314	ellipsis
ellipsoid	0.500	0.440	0.419	ellipsoid
elliptic	0.500	0.431	0.528	eliptiko
elliptical	0.338	0.385	0.490	elliptical
elm	0.510	0.345	0.321	elm
elongate	0.583	0.385	0.540	elongate
elongation	0.561	0.500	0.500	elongation
elope	0.396	0.694	0.528	molayas
eloquence	0.729	0.490	0.804	kabatid sa pagsulti
eloquent	0.870	0.680	0.741	maayo mosulti
elucidate	0.583	0.509	0.518	ipasabot
elucidation	0.650	0.574	0.586	pagpatin-aw
elude	0.438	0.521	0.464	makalikay
elusive	0.229	0.615	0.466	idlas
emaciated	0.103	0.541	0.151	niwang
email	0.698	0.230	0.456	email
emanate	0.653	0.464	0.554	naggikan
emancipation	0.704	0.684	0.763	pagpalingkawas
embankment	0.677	0.438	0.436	embankment
embargo	0.229	0.564	0.443	embargo
embark	0.541	0.550	0.619	magsugod
embarrass	0.082	0.667	0.364	maulaw
embarrassed	0.184	0.560	0.246	naulaw
embarrassing	0.226	0.809	0.225	makauulaw
embarrassment	0.143	0.685	0.226	kaulaw
embassy	0.622	0.333	0.758	embahada
embattled	0.235	0.724	0.421	nakig-away
embed	0.417	0.554	0.670	i-embed
embellish	0.842	0.500	0.769	pagdayandayan
embellishment	0.673	0.449	0.405	pagdayandayan
embers	0.490	0.481	0.508	mga baga
embezzlement	0.143	0.827	0.435	pagpangawkaw
embezzler	0.146	0.823	0.491	mangingilad
emblem	0.640	0.330	0.754	emblema
emblematic	0.771	0.459	0.798	emblematic
embodiment	0.562	0.690	0.663	embodiment
embolism	0.104	0.660	0.302	embolismo
embossed	0.531	0.481	0.500	embossed
embrace	0.949	0.490	0.452	gakos
embroidered	0.677	0.279	0.407	binordahan
embroidery	0.781	0.358	0.280	pagborda
embroiled	0.337	0.721	0.420	nalambigit
embryo	0.673	0.469	0.453	embryo
embryonic	0.573	0.453	0.598	embryonic
emcee	0.694	0.577	0.691	emcee
emerald	0.740	0.363	0.726	esmeralda
emerge	0.602	0.594	0.731	migawas
emergence	0.276	0.857	0.676	pagtumaw
emergency	0.200	0.900	0.571	emergency
emeritus	0.633	0.402	0.735	emeritus
emery	0.469	0.583	0.472	emery
emetophobia	0.243	0.620	0.403	emetophobia
emigrate	0.356	0.812	0.508	molalin
emigration	0.564	0.664	0.432	paglalin
eminence	0.816	0.644	0.837	pagkahalangdon
eminent	0.740	0.620	0.830	bantogan
eminently	0.694	0.607	0.773	dayag nga
emir	0.510	0.396	0.621	emir
emissary	0.562	0.462	0.636	emisaryo
emission	0.510	0.453	0.591	pagbuga
emit	0.638	0.445	0.510	nagpagawas
emo	0.354	0.314	0.226	emo
emotion	0.693	0.873	0.696	emosyon
emotional	0.779	0.714	0.526	emosyonal
emotive	0.917	0.741	0.525	emosyonal
empathic	0.760	0.570	0.558	empatiya
empathize	0.802	0.591	0.660	empatiya
empathy	0.729	0.349	0.545	empatiya
emperor	0.651	0.704	0.962	emperador
emphasis	0.653	0.745	0.816	paghatag gibug-aton
emphasize	0.510	0.605	0.769	ipasiugda
emphatic	0.615	0.707	0.732	emphatic
emphysema	0.156	0.556	0.336	emphysema
empire	0.688	0.730	0.944	imperyo
empirical	0.500	0.510	0.574	empirikal
empiricism	0.583	0.460	0.547	empirismo
employ	0.729	0.481	0.702	nagpatrabaho
employee	0.582	0.361	0.481	empleyado
employer	0.663	0.518	0.767	amo
employment	0.750	0.594	0.611	panarbaho
emporium	0.622	0.556	0.724	emporium
empower	0.694	0.779	0.891	paghatag gahum
empress	0.716	0.669	0.855	empress
emptiness	0.177	0.173	0.184	kahaw-ang
emption	0.570	0.406	0.458	haw-ang
empty	0.188	0.183	0.081	walay sulod
emu	0.420	0.358	0.330	emu
emulate	0.438	0.340	0.549	sundogon
emulsion	0.562	0.431	0.453	emulsion
enable	0.760	0.491	0.782	makahimo
enablement	0.600	0.451	0.750	pagpaarang-arang
enact	0.680	0.564	0.598	paghimo og balaod
enactment	0.667	0.612	0.769	balaodnon
enamel	0.594	0.280	0.306	enamel
encampment	0.677	0.573	0.605	kampo
enchant	0.873	0.650	0.643	pagdani
enchanted	0.917	0.633	0.687	nalamdagan
enchanting	0.917	0.681	0.708	makapadani
enchantment	0.816	0.775	0.647	pagdani
enchantress	0.398	0.663	0.479	enchantress
enchilada	0.542	0.553	0.371	enchilada
encircle	0.460	0.500	0.519	liyok
encircling	0.510	0.368	0.557	naglibot
enclave	0.531	0.333	0.580	enclave
enclose	0.531	0.477	0.473	ilakip
enclosure	0.417	0.375	0.490	enclosure
encode	0.490	0.500	0.734	pag-encode
encomiastic	0.541	0.500	0.670	encomiastic
encomium	0.541	0.451	0.519	encomium
encompass	0.520	0.298	0.661	naglangkob
encore	0.510	0.423	0.500	encore
encounter	0.865	0.702	0.689	engkwentro
encourage	0.896	0.580	0.704	pagdasig
encouraged	0.953	0.702	0.657	gidasig
encouragement	0.865	0.700	0.759	pagdasig
encouraging	0.823	0.583	0.755	makapadasig
encroach	0.302	0.742	0.702	manghilabot
encroachment	0.255	0.736	0.620	paglapas
encrypt	0.500	0.387	0.500	pag-encrypt
encryption	0.547	0.415	0.474	pag-encrypt
encumbrance	0.300	0.521	0.480	kabug-at
encyclopedia	0.679	0.320	0.645	encyclopedia
end	0.198	0.349	0.298	katapusan
end table	0.541	0.480	0.482	katapusan nga lamesa
endanger	0.115	0.885	0.404	peligro
endangered	0.083	0.885	0.430	nameligro
endangerment	0.167	0.873	0.519	kapeligrohan
endearing	0.663	0.434	0.604	madanihon
endeavor	0.677	0.755	0.765	paningkamot
ended	0.302	0.500	0.500	natapos
endemic	0.406	0.480	0.483	endemic
endgame	0.449	0.538	0.526	katapusan nga dula
ending	0.344	0.365	0.492	pagtapos
endless	0.347	0.462	0.472	walay katapusan
endocarditis	0.235	0.587	0.412	endocarditis
endorse	0.592	0.392	0.472	endorso
endorsement	0.834	0.360	0.611	endorsement
endow	0.684	0.398	0.609	endow
endowed	0.755	0.510	0.769	gitugahan
endowment	0.685	0.578	0.647	endowment
endpapers	0.542	0.400	0.339	mga endpaper
endpoint	0.311	0.410	0.448	katapusan nga punto
endurance	0.592	0.745	0.760	paglahutay
endure	0.320	0.610	0.574	lahutay
enduring	0.633	0.459	0.768	paglahutay
enema	0.281	0.673	0.268	enema
enemy	0.135	0.794	0.591	kaaway
energetic	0.847	0.868	0.902	lagsik
energize	0.792	0.810	0.875	makapakusog
energy	0.944	0.725	0.868	kusog
enforce	0.583	0.644	0.836	ipatuman
enforcement	0.594	0.571	0.736	pagpatuman
enforcer	0.398	0.612	0.639	tigpatuman
engage	0.771	0.796	0.713	makiglambigit
engaged	0.837	0.596	0.849	engaged
engagement	0.906	0.587	0.807	engagement
engaging	0.948	0.612	0.862	pag-apil
engender	0.561	0.741	0.688	magpatungha
engine	0.615	0.644	0.676	makina
engineer	0.719	0.500	0.875	enhinyero
engineering	0.735	0.471	0.836	Engineering
engrave	0.486	0.442	0.517	pagkulit
engraved	0.542	0.375	0.473	gikulit
engraver	0.552	0.417	0.500	tigkulit
engraving	0.604	0.430	0.442	pagkulit
engrossed	0.541	0.471	0.304	nalingaw
engrossing	0.698	0.702	0.750	makalingaw
engulf	0.398	0.573	0.500	lamyon
enhance	0.802	0.578	0.814	pauswagon
enhancement	0.877	0.490	0.741	gipanindot
enigma	0.513	0.700	0.500	enigma
enigmatic	0.469	0.589	0.679	makalibog
enjoin	0.594	0.454	0.732	magsugo
enjoy	0.959	0.725	0.750	malingaw
enjoyable	1.000	0.481	0.605	makalingaw
enjoying	0.908	0.759	0.759	nalingaw
enjoyment	0.930	0.612	0.716	kalipay
enlarge	0.735	0.606	0.688	pagpadako
enlarged	0.673	0.490	0.518	gipadako
enlargement	0.677	0.577	0.616	pagpadako
enlighten	0.729	0.549	0.667	paglamdag
enlightened	0.956	0.566	0.700	nalamdagan
enlightening	0.825	0.729	0.727	paglamdag
enlightenment	0.837	0.549	0.619	kalamdagan
enlist	0.510	0.370	0.483	magpalista
enliven	0.833	0.683	0.702	makapabuhi
enmity	0.094	0.706	0.382	pagdumot
ennui	0.406	0.461	0.316	kasuko
enormity	0.594	0.648	0.848	kadako
enormous	0.677	0.665	0.886	dako kaayo
enormously	0.760	0.694	0.872	dako kaayo
enraged	0.083	0.962	0.636	nasuko
enrich	0.896	0.731	0.705	pagpadato
enroll	0.696	0.530	0.611	magpalista
enrollment	0.667	0.391	0.698	pagpalista
ensemble	0.697	0.418	0.586	ensemble
ensign	0.663	0.270	0.545	bandila
enslave	0.073	0.800	0.481	magpaulipon
enslaved	0.104	0.720	0.321	naulipon
enslavement	0.086	0.635	0.302	pagkaulipon
ensue	0.698	0.363	0.332	musunod
ensure	0.737	0.406	0.759	pagsiguro
entail	0.484	0.630	0.645	naglakip
entangled	0.319	0.578	0.357	nalambigit
entanglement	0.302	0.765	0.248	pagkalambigit
enter	0.708	0.470	0.500	pagsulod
enterprise	0.760	0.392	0.754	negosyo
enterprising	0.865	0.784	0.875	madasigon
entertain	0.918	0.684	0.598	lingaw
entertained	0.902	0.644	0.712	gilingaw
entertainer	0.888	0.709	0.759	tiglingaw
entertaining	0.833	0.658	0.660	makalingaw
entertainment	0.847	0.750	0.569	kalingawan
enthralled	0.745	0.602	0.615	nalingaw
enthusiasm	0.938	0.816	0.798	kadasig
enthusiast	0.867	0.810	0.875	mahiligon
enthusiastic	0.885	0.868	0.848	madasigon
entice	0.521	0.887	0.518	makadani
entire	0.689	0.462	0.698	tibuok
entirety	0.854	0.460	0.804	kinatibuk-an
entitle	0.729	0.333	0.827	katungod
entity	0.542	0.402	0.670	entidad
entomology	0.438	0.396	0.545	entomology
entourage	0.491	0.567	0.467	kuyog
entrails	0.365	0.538	0.387	mga tinai
entrance	0.698	0.393	0.526	entrada
entrapment	0.177	0.604	0.441	pagkalit-ag
entreat	0.304	0.560	0.462	paghangyo
entree	0.615	0.477	0.624	pagkaon
entrepreneur	0.885	0.704	0.920	negosyante
entrust	0.693	0.310	0.630	itugyan
entry	0.552	0.353	0.602	pagsulod
enumerate	0.521	0.390	0.491	pag-ihap
enumeration	0.548	0.327	0.534	enumeration
envelope	0.604	0.275	0.377	sobre
envious	0.110	0.754	0.341	nasina
environ	0.724	0.221	0.433	palibot
environment	0.646	0.194	0.528	palibot
environmental	0.633	0.313	0.664	kinaiyahan
environs	0.561	0.288	0.345	palibot
envision	0.625	0.449	0.483	paghanduraw
envoy	0.531	0.375	0.586	sinugo
envy	0.240	0.704	0.427	kasina
enzyme	0.562	0.277	0.481	enzyme
ephemeral	0.500	0.312	0.377	ephemeral
ephemeris	0.640	0.380	0.528	ephemeris
epic	0.857	0.713	0.830	epiko
epidemic	0.092	0.830	0.611	epidemya
epidermis	0.418	0.490	0.426	epidermis
epidural	0.347	0.452	0.525	epidural
epilepsy	0.061	0.854	0.250	epilepsy
epileptic	0.146	0.794	0.340	patol
epilogue	0.582	0.353	0.466	epilogue
epiphany	0.625	0.596	0.526	epipaniya
episcopal	0.542	0.314	0.750	obispo
episode	0.719	0.367	0.509	episode
episodic	0.531	0.542	0.462	episodic
epistle	0.604	0.417	0.535	epistola
epitaph	0.276	0.323	0.442	epitaph
epithet	0.530	0.394	0.524	epithet
epitome	0.510	0.500	0.667	epitome
epoch	0.553	0.343	0.797	kapanahonan
equal	0.781	0.178	0.407	managsama
equality	0.898	0.305	0.716	pagkaparehas
equalization	0.625	0.422	0.423	pagkaparehas
equalize	0.738	0.281	0.574	patas-an
equalizer	0.604	0.451	0.586	equalizer
equally	0.625	0.264	0.436	parehas
equate	0.724	0.382	0.624	iparehas
equation	0.479	0.384	0.608	equation
equator	0.550	0.302	0.462	ekwador
equatorial	0.550	0.271	0.593	ekwador
equestrian	0.633	0.519	0.417	mangangabayo
equidistant	0.375	0.406	0.509	managsama ang gilay-on
equilibration	0.724	0.317	0.593	pagbalanse
equilibrium	0.676	0.235	0.620	panimbang
equip	0.650	0.519	0.713	pagsangkap
equipment	0.745	0.495	0.700	kahimanan
equitable	0.714	0.286	0.750	makiangayon
equity	0.792	0.304	0.614	kaangayan
equivalence	0.663	0.250	0.582	pagkaparehas
equivalent	0.646	0.347	0.500	katumbas
equivocal	0.327	0.482	0.257	walay duhaduha
era	0.615	0.407	0.449	kapanahonan
eradicate	0.260	0.690	0.686	wagtangon
eradication	0.208	0.788	0.685	pagwagtang
erase	0.240	0.260	0.321	papason
eraser	0.458	0.209	0.311	eraser
erasure	0.281	0.360	0.265	pagpapas
ere	0.479	0.312	0.377	kaniadto
erect	0.643	0.885	0.627	tindog
erectile	0.542	0.796	0.625	erectile
erection	0.640	0.856	0.695	pagtindog
ergo	0.385	0.400	0.385	ergo
erode	0.208	0.643	0.580	makaguba
erosion	0.312	0.770	0.465	pagbanlas
erotic	0.625	0.946	0.683	erotiko
erotica	0.781	0.870	0.579	erotika
err	0.146	0.660	0.236	sayop
errand	0.385	0.519	0.482	buluhaton
errant	0.205	0.602	0.375	masayop
erratic	0.271	0.503	0.217	sayop
erratum	0.327	0.528	0.436	erratum
erroneous	0.057	0.561	0.245	sayop
error	0.094	0.559	0.198	sayop
erst	0.277	0.422	0.357	una
erudite	0.719	0.434	0.774	erudite
erupt	0.188	0.820	0.818	mibuto
eruption	0.156	0.913	0.733	pagbuto
escalade	0.480	0.724	0.442	escalade
escalate	0.653	0.714	0.728	mosaka
escalating	0.646	0.724	0.518	nagkadako
escalation	0.571	0.807	0.582	pagsaka
escalator	0.500	0.530	0.518	escalator
escape	0.367	0.765	0.448	pag-ikyas
escaped	0.365	0.755	0.518	nakaikyas
escarpment	0.406	0.553	0.470	bangis
eschew	0.184	0.438	0.370	paglikay
escort	0.729	0.480	0.608	escort
escrow	0.449	0.520	0.613	escrow
esophagus	0.429	0.454	0.464	esophagus
esoteric	0.500	0.676	0.545	esoteriko
especial	0.827	0.419	0.794	ilabina
espionage	0.312	0.750	0.620	espiya
espouse	0.802	0.529	0.598	kaslonon
espresso	0.677	0.620	0.508	espresso
esprit	0.552	0.431	0.407	esprit
esquire	0.604	0.542	0.518	esquire
essay	0.559	0.411	0.530	essay
essayist	0.656	0.460	0.462	essayist
essence	0.663	0.369	0.575	esensya
essential	0.812	0.405	0.759	importante
essentially	0.750	0.373	0.802	esensya
establish	0.708	0.500	0.688	pagtukod
established	0.796	0.394	0.694	gitukod
establishment	0.690	0.398	0.631	pagtukod
estate	0.653	0.385	0.647	kahimtang
esteem	0.745	0.380	0.679	pagtamod
esteemed	0.694	0.418	0.531	gitamod
esthetic	0.635	0.360	0.558	estetika
estimable	0.796	0.408	0.630	mabanabana
estimate	0.719	0.469	0.517	banabana
estimation	0.740	0.480	0.589	pagbanabana
estoppel	0.354	0.459	0.482	estoppel
estranged	0.156	0.382	0.377	nahimulag
estrogen	0.580	0.500	0.425	estrogen
estuary	0.469	0.278	0.482	estero
etch	0.510	0.367	0.598	etch
etching	0.567	0.491	0.575	pagkulit
eternal	0.854	0.409	0.843	walay katapusan
eternity	0.765	0.520	0.911	kahangturan
ethanol	0.333	0.410	0.534	ethanol
ether	0.490	0.306	0.412	ether
ethereal	0.520	0.419	0.518	ethereal
ethic	0.786	0.260	0.791	pamatasan
ethical	0.854	0.324	0.634	etikal
ethics	0.658	0.296	0.731	etika
ethnic	0.583	0.373	0.555	etniko
ethnography	0.571	0.373	0.549	etnograpiya
etiology	0.500	0.385	0.639	etiology
etiquette	0.604	0.350	0.421	pamatasan
etymology	0.531	0.370	0.529	etimolohiya
eucalyptus	0.602	0.308	0.418	eucalyptus
euchre	0.470	0.459	0.442	euchre
eugenics	0.448	0.530	0.518	eugenics
eulogistic	0.740	0.623	0.694	eulogistic
eulogium	0.542	0.482	0.655	eulogium
eulogize	0.850	0.518	0.679	pagdayeg
eulogy	0.625	0.443	0.667	eulogy
euphemism	0.418	0.453	0.491	euphemismo
euphoria	0.769	0.955	0.648	euphoria
euphoric	0.745	0.904	0.588	euphoric
euro	0.680	0.441	0.521	euro
euthanasia	0.229	0.716	0.325	euthanasia
evacuate	0.354	0.792	0.314	bakwit
evacuation	0.160	0.755	0.582	pagbakwit
evade	0.304	0.490	0.342	paglikay
evaluate	0.663	0.640	0.649	pagtimbangtimbang
evaluation	0.542	0.667	0.764	ebalwasyon
evanescence	0.527	0.519	0.458	pagkawalay salabutan
evangelical	0.602	0.389	0.602	evangelical
evangelist	0.582	0.464	0.702	ebanghelista
evangelistic	0.660	0.375	0.612	pag-ebanghelyo
evaporate	0.357	0.469	0.402	moalisngaw
evaporation	0.556	0.346	0.388	pag-alisngaw
evasion	0.229	0.510	0.418	paglikay
evasive	0.117	0.596	0.425	paglikay
eve	0.612	0.378	0.440	bisperas
evening	0.458	0.185	0.318	gabii
evens	0.592	0.430	0.457	mga evens
event	0.745	0.673	0.664	panghitabo
eventful	0.543	0.837	0.510	panghitabo
eventual	0.633	0.459	0.413	sa katapusan
eventuality	0.469	0.627	0.527	panghitabo
evergreen	0.729	0.471	0.546	evergreen
everlasting	0.740	0.413	0.809	walay katapusan
evermore	0.677	0.450	0.403	sa walay katapusan
everyday	0.740	0.392	0.472	kada adlaw
everyman	0.522	0.333	0.535	matag tawo
evict	0.042	0.632	0.377	papahawaon
eviction	0.185	0.731	0.455	pagpalayas
evidence	0.500	0.500	0.778	ebidensya
evident	0.633	0.444	0.664	dayag
evidentiary	0.448	0.541	0.717	ebidensiya
evil	0.040	0.827	0.545	daotan
evoke	0.438	0.341	0.500	makapukaw
evolution	0.781	0.657	0.854	ebolusyon
evolutionary	0.796	0.673	0.825	ebolusyonaryo
evolve	0.655	0.692	0.896	molambo
ewe	0.429	0.216	0.277	baye
ex	0.250	0.520	0.306	ex
exacerbate	0.323	0.776	0.580	makapasamot
exacerbation	0.344	0.810	0.480	pagpalala
exact	0.719	0.354	0.685	eksakto
exacting	0.448	0.673	0.767	tukma
exaggerate	0.193	0.760	0.529	pagpasobra
exaggerated	0.224	0.885	0.732	gipasobrahan
exaggeration	0.312	0.775	0.582	pagpasobra
exalt	0.656	0.750	0.745	pagbayaw
exaltation	0.594	0.892	0.673	kahimayaan
exalted	0.676	0.845	0.696	gibayaw
exam	0.479	0.663	0.577	eksaminasyon
examination	0.378	0.657	0.679	pagsusi
examine	0.615	0.623	0.786	pagsusi
examiner	0.406	0.575	0.812	tigsusi
example	0.542	0.337	0.510	pananglitan
exasperated	0.229	0.816	0.377	nasuko
exasperation	0.214	0.833	0.483	kasuko
excavate	0.583	0.613	0.635	pagkubkob
excavation	0.540	0.644	0.527	pagpangubkob
excavator	0.427	0.673	0.649	excavator
exceed	0.500	0.827	0.586	molapas
exceeding	0.500	0.802	0.668	sobra
excel	0.561	0.363	0.466	excel
excellence	0.958	0.620	0.907	pagkamaayo
excellent	0.970	0.587	0.870	maayo kaayo
excelsior	0.700	0.625	0.611	labaw sa tanan
excepting	0.408	0.413	0.526	gawas
exception	0.469	0.600	0.544	eksepsiyon
exceptional	0.806	0.740	0.933	talagsaon
excerpt	0.437	0.367	0.543	kinutlo
excess	0.385	0.889	0.712	sobra
excessive	0.417	0.731	0.601	sobra
excessively	0.449	0.882	0.716	sobra
exchange	0.740	0.569	0.491	pagbayloay
excise	0.448	0.561	0.577	excise
excision	0.260	0.480	0.519	excision
excitability	0.906	0.910	0.724	kadasig
excitable	0.803	0.939	0.629	makapahinam
excitation	0.792	0.958	0.750	kahinam
excite	0.823	0.950	0.668	excite
excited	0.908	0.931	0.709	naghinam-hinam
excitement	0.896	0.684	0.731	kahinam
exciting	0.950	0.792	0.789	kulbahinam
exclaim	0.635	0.711	0.639	singgit
exclamation	0.612	0.745	0.598	pagtuaw
exclude	0.292	0.500	0.530	dili iapil
excluded	0.061	0.540	0.134	wala iapil
excluding	0.271	0.550	0.324	walay labot
exclusion	0.240	0.530	0.389	pagpahigawas
exclusive	0.792	0.630	0.653	eksklusibo
excrement	0.041	0.558	0.221	hugaw
excretion	0.285	0.650	0.457	pagpagawas
excruciating	0.083	0.837	0.345	makapasakit
excursion	0.625	0.714	0.627	ekskursiyon
excuse	0.240	0.696	0.318	pasangil
exec	0.640	0.352	0.769	exec
execute	0.327	0.708	0.769	ipatuman
execution	0.160	0.811	0.713	pagpatay
executioner	0.235	0.816	0.676	berdugo
executive	0.704	0.449	0.894	ehekutibo
executor	0.365	0.755	0.759	tigpatuman
exegesis	0.458	0.472	0.491	exegesis
exemplar	0.844	0.537	0.625	ehemplo
exemplary	0.833	0.343	0.729	sulundon
exemplify	0.735	0.506	0.783	ehemplo
exempt	0.588	0.455	0.664	gawasnon
exemption	0.531	0.578	0.627	exemption
exercise	0.750	0.789	0.625	ehersisyo
exert	0.694	0.735	0.806	pagpaningkamot
exertion	0.663	0.755	0.717	pagpaningkamot
exhale	0.542	0.490	0.411	pagginhawa
exhaust	0.546	0.710	0.337	tambutso
exhausted	0.123	0.423	0.202	gikapoy
exhaustion	0.366	0.633	0.269	kakapoy
exhaustive	0.388	0.635	0.604	kompleto
exhibit	0.688	0.633	0.708	eksibit
exhibition	0.698	0.590	0.531	eksibit
exhilarated	0.890	0.963	0.759	nalipay
exhilarating	0.917	0.823	0.810	makapalipay
exhilaration	0.792	0.868	0.783	kahinam
exhort	0.378	0.660	0.745	pag-awhag
exhortation	0.531	0.624	0.580	pag-awhag
exhumation	0.177	0.586	0.473	paglubong
exhume	0.184	0.627	0.452	kuhaa
exigent	0.385	0.611	0.792	gikinahanglan
