English Word	Valence	Arousal	Dominance	Japanese Word
flavor	0.885	0.479	0.392	風味
flaw	0.319	0.491	0.175	欠陥
flawed	0.133	0.490	0.194	欠陥のある
flawless	0.729	0.420	0.741	完璧な
flea	0.286	0.353	0.218	ノミ
fleabag	0.271	0.557	0.348	フリーバッグ
fled	0.224	0.639	0.322	逃げた
flee	0.292	0.796	0.232	逃げる
fleece	0.561	0.250	0.381	フリース
fleet	0.547	0.430	0.623	海軍
fleeting	0.439	0.650	0.387	つかの間
flesh	0.604	0.390	0.475	肉
fleshy	0.500	0.518	0.406	肉付きの良い
flex	0.604	0.378	0.330	フレックス
flexibility	0.867	0.402	0.472	柔軟性
flexible	0.719	0.460	0.465	フレキシブル
flexin	0.552	0.559	0.366	フレクシン
flexion	0.449	0.551	0.418	屈曲
flick	0.688	0.541	0.515	フリック
flicker	0.635	0.321	0.333	ちらつく
flickering	0.490	0.444	0.289	ちらつき
flier	0.541	0.490	0.652	チラシ
flight	0.646	0.630	0.587	フライト
flighty	0.219	0.602	0.436	機嫌の悪い
flimsy	0.302	0.396	0.189	薄っぺらな
flinch	0.350	0.804	0.555	ひるむ
fling	0.439	0.696	0.534	飛ばす
flint	0.521	0.439	0.536	フリント
flip	0.281	0.529	0.435	フリップ
flip flop	0.417	0.519	0.321	フリップ·フロップ
flipper	0.677	0.420	0.415	フリッパー
flipping	0.553	0.551	0.345	フリッピング
flirt	0.792	0.790	0.538	浮気する
flirtation	0.653	0.719	0.482	浮気
flirting	0.590	0.773	0.491	いちゃつく
flirty	0.714	0.721	0.491	軽薄
float	0.688	0.394	0.344	浮く
floater	0.480	0.433	0.370	フローター
flock	0.500	0.546	0.543	群れ
flog	0.408	0.520	0.382	フロッグ
flood	0.208	0.778	0.608	洪水
floor	0.430	0.230	0.250	床
flooring	0.562	0.235	0.346	フローリング
floozy	0.410	0.477	0.430	ふしだらな
flop	0.081	0.642	0.196	フロップ
floppy	0.549	0.300	0.333	フロッピー
flora	0.833	0.324	0.567	フローラ
floral	0.833	0.235	0.264	フローラル
florist	0.771	0.410	0.388	花屋
floss	0.500	0.280	0.278	フロス
flotation	0.510	0.353	0.333	浮揚
flounder	0.711	0.333	0.345	ヒラメ
flour	0.530	0.235	0.239	小麦粉
flourish	0.939	0.573	0.601	繁栄する
flow	0.696	0.316	0.464	フロー
flower	0.802	0.189	0.254	花
flowering	0.906	0.627	0.500	開花
flowers	0.875	0.324	0.330	フラワーズ
flowery	0.792	0.332	0.446	花のような
flows	0.571	0.480	0.434	流れ
flu	0.230	0.547	0.250	インフルエンザ
fluctuate	0.285	0.617	0.480	変動する
fluctuating	0.292	0.591	0.395	変動する
fluctuation	0.347	0.750	0.519	変動
flue	0.354	0.688	0.451	煙道
fluency	0.776	0.504	0.718	流暢
fluent	0.760	0.500	0.614	流暢
fluff	0.520	0.264	0.172	綿毛
fluffy	0.781	0.431	0.356	ふわふわ
fluid	0.673	0.407	0.589	体液
fluidity	0.729	0.510	0.576	流動性
fluke	0.446	0.450	0.432	まぐれ
flunk	0.104	0.548	0.170	失敗した
flunky	0.205	0.452	0.216	ふわふわ
fluorescence	0.667	0.490	0.500	蛍光
fluorescent	0.602	0.595	0.500	蛍光
flurries	0.422	0.760	0.517	せせらぎ
flurry	0.302	0.760	0.559	慌ただしい
flush	0.408	0.755	0.589	流す
flustered	0.316	0.903	0.283	あわてた
flute	0.635	0.330	0.363	フルート
fluted	0.438	0.438	0.389	溝付き
flutter	0.479	0.548	0.330	フラッター
fluvial	0.571	0.363	0.588	河川的な
flux	0.473	0.472	0.451	フラックス
fly	0.760	0.775	0.676	飛ぶ
flyboy	0.541	0.647	0.573	フライボーイ
flyer	0.480	0.300	0.362	チラシ
flying	0.877	0.606	0.696	飛行
flywheel	0.667	0.480	0.442	フライホイール
foal	0.542	0.578	0.482	仔馬
foam	0.698	0.230	0.204	フォーム
foaming	0.643	0.240	0.198	発泡
foamy	0.663	0.306	0.291	泡立つ
fob	0.327	0.402	0.396	フォブ
focal	0.367	0.365	0.482	フォーカル
focus	0.690	0.382	0.648	集中
fodder	0.316	0.358	0.430	飼料
foe	0.071	0.827	0.459	敵
fog	0.510	0.213	0.260	霧
foggy	0.354	0.337	0.302	霧
foil	0.312	0.204	0.342	ホイル
foiled	0.235	0.470	0.144	失敗した
fold	0.385	0.412	0.330	折り畳み
folded	0.179	0.373	0.327	折り畳まれた
folder	0.490	0.279	0.375	フォルダ
foliage	0.620	0.373	0.237	葉
folio	0.513	0.265	0.435	フォリオ
folk	0.663	0.433	0.432	フォーク
folklore	0.755	0.585	0.449	民間伝承
follicle	0.406	0.331	0.436	卵胞
follicular	0.401	0.305	0.391	毛包
follow	0.667	0.509	0.600	従う
follower	0.646	0.488	0.461	フォロワー
folly	0.184	0.833	0.363	愚かな
fond	0.885	0.602	0.518	好き
fondle	0.823	0.485	0.355	愛撫
fondling	0.794	0.564	0.500	愛撫
fondness	0.885	0.391	0.503	愛情
fondue	0.656	0.363	0.350	フォンデュ
font	0.615	0.336	0.576	フォント
food	0.888	0.324	0.527	食物
foodie	0.781	0.465	0.484	食通
fool	0.160	0.560	0.148	バカ
fooled	0.051	0.692	0.241	だまされた
foolhardy	0.541	0.816	0.596	無謀な
fooling	0.167	0.755	0.384	だます
foolish	0.316	0.255	0.109	馬鹿げた
foolishness	0.235	0.472	0.173	愚かさ
foolproof	0.479	0.484	0.500	フールプルーフ
foot	0.490	0.290	0.254	足
foot stool	0.469	0.317	0.355	フットスツール
footage	0.625	0.235	0.364	映像
football	0.755	0.760	0.582	フットボール
footbridge	0.582	0.375	0.440	歩道橋
foothold	0.673	0.336	0.582	足場
footing	0.760	0.346	0.464	足場
footlocker	0.500	0.417	0.393	フットロッカー
footloose	0.549	0.595	0.447	フットルース
footpath	0.677	0.321	0.473	歩道
footprint	0.592	0.292	0.336	フットプリント
footwear	0.643	0.337	0.275	履物
footwork	0.448	0.540	0.352	フットワーク
fop	0.281	0.561	0.328	ホップ
forage	0.583	0.389	0.370	飼料
foray	0.418	0.618	0.676	進出
forbearance	0.520	0.471	0.549	寛容
forbid	0.115	0.686	0.598	禁じる
forbidding	0.198	0.781	0.500	禁じる
force	0.612	0.750	0.905	力
forced	0.180	0.721	0.458	強制
forceful	0.533	0.673	0.898	力強い
forceps	0.354	0.615	0.436	鉗子
forces	0.551	0.686	0.886	力
forcibly	0.365	0.704	0.647	強制的に
ford	0.521	0.340	0.382	フォード
fore	0.667	0.417	0.654	フォア
forearm	0.469	0.304	0.509	前腕部
foreboding	0.439	0.706	0.636	予感
forecast	0.783	0.419	0.698	天気
forecaster	0.635	0.611	0.846	予報士
foreclose	0.220	0.582	0.560	差し押さえ
foreclosure	0.167	0.651	0.500	差し押さえ
forefathers	0.690	0.412	0.627	先祖
forefinger	0.510	0.254	0.370	人差し指
forefront	0.573	0.559	0.811	最先端
forego	0.396	0.661	0.291	見送る
foregoing	0.420	0.346	0.324	前述の
foregone	0.271	0.567	0.235	忘れた
foreground	0.708	0.491	0.590	前景
forehead	0.470	0.308	0.556	額
foreign	0.573	0.681	0.385	外国
foreigner	0.500	0.519	0.480	外国人
foreman	0.458	0.612	0.750	フォアマン
foremost	0.735	0.593	0.907	何よりも
forensic	0.439	0.627	0.436	法医学
forensics	0.235	0.545	0.679	フォレンジック
foreplay	0.724	0.627	0.474	前戯
forerunner	0.694	0.540	0.843	先駆者
foresee	0.583	0.452	0.522	予見する
foreseen	0.566	0.361	0.562	予見
foresight	0.680	0.482	0.640	先見の明
forest	0.729	0.270	0.435	森林
forestall	0.540	0.550	0.606	未然に防ぐ
forethought	0.765	0.491	0.580	先見の明
foreveralone	0.296	0.375	0.343	いつまでも一人ぼっち
forevermore	0.843	0.425	0.614	永遠に
forewarned	0.480	0.618	0.606	予告した
foreword	0.590	0.314	0.551	序文
forfeit	0.083	0.635	0.245	没収
forfeited	0.156	0.650	0.352	没収された
forfeiture	0.184	0.588	0.368	没収
forge	0.520	0.424	0.686	フォージ
forger	0.156	0.673	0.518	偽造者
forgery	0.235	0.654	0.481	偽造
forget	0.312	0.382	0.209	忘れる
forgetful	0.240	0.343	0.264	物忘れ
forgetfulness	0.271	0.385	0.302	物忘れ
forgive	0.781	0.408	0.562	許す
forgiven	0.750	0.302	0.510	許した
forgiveness	0.667	0.430	0.471	許し
forgiving	0.885	0.317	0.556	許す
forgotten	0.235	0.280	0.184	忘れた
fork	0.406	0.300	0.529	フォーク
forked	0.333	0.585	0.365	分岐した
forking	0.327	0.596	0.490	フォーク
forklift	0.480	0.537	0.526	フォークリフト
forlorn	0.316	0.571	0.217	寂しい
form	0.510	0.302	0.436	形
formal	0.735	0.250	0.625	丁寧
formaldehyde	0.296	0.415	0.443	ホルムアルデヒド
formalism	0.838	0.289	0.689	形式主義
formality	0.594	0.353	0.750	形式
format	0.562	0.308	0.438	フォーマット
formation	0.615	0.453	0.731	形成
formative	0.688	0.442	0.800	造形的な
formed	0.656	0.272	0.696	形成された
formidable	0.708	0.709	0.857	恐るべき
forming	0.729	0.343	0.800	形にする
formless	0.398	0.201	0.163	形のない
formula	0.521	0.450	0.585	方式
formulary	0.531	0.470	0.500	処方箋
formulate	0.851	0.456	0.673	策定する
fornicate	0.396	0.933	0.565	姦淫する
fornication	0.365	0.951	0.457	姦淫
forsake	0.102	0.567	0.223	見捨てる
forsaken	0.050	0.490	0.192	見捨てられた
forsooth	0.490	0.450	0.406	すぐに
fort	0.780	0.673	0.860	砦
forte	0.829	0.737	0.800	フォルテ
forthcoming	0.660	0.509	0.600	近々
forthright	0.663	0.411	0.546	率直に
forthwith	0.688	0.606	0.650	すぐに
fortification	0.652	0.769	0.817	要塞化
fortify	0.745	0.824	0.911	強化する
fortitude	0.823	0.608	0.897	不屈の精神
fortnight	0.770	0.650	0.397	二週間
fortnightly	0.592	0.337	0.398	隔週
fortress	0.816	0.500	0.933	要塞
fortuitous	0.625	0.469	0.546	偶然
fortunate	0.927	0.639	0.836	幸運な
fortune	0.926	0.731	0.873	運
fortunes	0.824	0.706	0.789	運命
forty	0.458	0.367	0.482	40
forum	0.556	0.490	0.632	フォーラム
forward	0.873	0.412	0.750	前方
forwarding	0.583	0.537	0.510	転送
fossil	0.480	0.292	0.380	化石
fossils	0.520	0.314	0.422	化石
foul	0.224	0.460	0.355	ファウル
found	0.833	0.446	0.490	見つかった
foundation	0.771	0.385	0.730	財団
founder	0.760	0.465	0.891	創設者
founding	0.698	0.404	0.898	創業
foundry	0.531	0.491	0.594	鋳造所
fountain	0.704	0.292	0.559	噴水
four	0.552	0.280	0.383	四
fourfold	0.530	0.408	0.510	四重
foursome	0.615	0.497	0.518	フォーサム
fourteen	0.552	0.279	0.308	14
fourth	0.559	0.280	0.398	第4
fowl	0.510	0.388	0.364	家禽
fox	0.323	0.555	0.491	狐
foxhole	0.312	0.539	0.389	フォックスホール
foxtrot	0.562	0.520	0.505	フォックストロット
foxy	0.552	0.642	0.679	フォクシー
foyer	0.552	0.370	0.443	ロビー
fraction	0.417	0.330	0.400	分数
fractional	0.306	0.360	0.509	分数
fracture	0.135	0.740	0.375	骨折
fragile	0.302	0.163	0.126	壊れやすい
fragility	0.316	0.306	0.200	もろさ
fragment	0.211	0.316	0.429	断片
fragmentary	0.438	0.520	0.464	断片的な
fragrance	0.847	0.357	0.667	香り
fragrant	0.615	0.598	0.613	香ばしい
frail	0.255	0.333	0.069	虚弱
frailty	0.385	0.400	0.218	虚弱
frame	0.469	0.333	0.420	フレーム
framework	0.459	0.330	0.360	フレームワーク
franc	0.710	0.451	0.640	フラン
franchise	0.663	0.400	0.560	フランチャイズ
frank	0.625	0.358	0.604	フランク
frankenstorm	0.357	0.726	0.546	フランケンストーム
frankness	0.571	0.612	0.745	率直
frantic	0.210	0.890	0.627	必死の
frantically	0.375	0.898	0.735	必死に
frat	0.714	0.371	0.726	兄弟
fraternal	0.844	0.336	0.536	兄弟の
fraternity	0.892	0.536	0.679	友愛
fraud	0.111	0.688	0.407	詐欺
fraudulent	0.150	0.774	0.417	詐欺的な
fraught	0.266	0.662	0.596	困った
fray	0.337	0.542	0.482	ほつれ
frayed	0.312	0.363	0.307	擦り切れた
frazzled	0.344	0.415	0.339	くたびれた
freak	0.052	0.839	0.464	フリーク
freaked	0.135	0.917	0.340	おびえた
freakedout	0.323	0.688	0.365	びびる
freakingout	0.219	0.769	0.339	怖がら
freakish	0.135	0.915	0.566	気紛れな
freakout	0.250	0.696	0.397	フリークアウト
freaky	0.190	0.615	0.384	気紛れ
freckle	0.542	0.396	0.254	そばかす
free	0.896	0.500	0.544	自由
freebie	0.796	0.596	0.500	景品
freedom	0.969	0.544	0.905	フリーダム
freehold	0.635	0.630	0.882	自由保有権
freelance	0.833	0.577	0.736	フリーランス
freelancer	0.614	0.564	0.553	フリーランサー
freely	0.875	0.456	0.716	自由に
freeman	0.823	0.454	0.618	フリーマン
freestyle	0.765	0.652	0.520	フリースタイル
freeway	0.531	0.644	0.648	高速道路
freeze	0.191	0.406	0.481	氷結
freezer	0.396	0.406	0.407	冷凍庫
freezing	0.327	0.367	0.471	凍結
freight	0.411	0.528	0.490	貨物
freighter	0.406	0.445	0.580	貨物船
french horn	0.573	0.471	0.407	フレンチホルン
frenetic	0.429	0.930	0.616	熱狂的な
frenzied	0.365	0.951	0.655	熱狂的な
frenzy	0.610	0.965	0.682	狂乱
frequency	0.561	0.557	0.537	周波数
frequent	0.594	0.481	0.525	頻繁
frequently	0.596	0.423	0.634	頻繁に
fresco	0.827	0.280	0.320	フレスコ画
fresh	0.908	0.292	0.419	新鮮な
freshair	0.688	0.377	0.509	新鮮な空気
freshen	0.806	0.363	0.566	さわやかにする
freshener	0.704	0.380	0.473	芳香剤
freshman	0.677	0.570	0.441	新入生
freshness	0.917	0.333	0.585	鮮度
freshstart	0.765	0.580	0.500	フレッシュスタート
freshwater	0.854	0.284	0.393	淡水
fret	0.289	0.460	0.231	フレット
fretful	0.409	0.689	0.364	イライラする
friar	0.510	0.260	0.531	修道士
fricking	0.333	0.642	0.357	フリッキング
friction	0.271	0.778	0.534	摩擦
friday	0.624	0.411	0.341	金曜日
fridge	0.571	0.292	0.402	冷蔵庫
fried	0.479	0.482	0.336	揚げた
friend	0.906	0.413	0.573	友達
friendless	0.102	0.360	0.204	友達のない
friendliness	0.981	0.270	0.611	親しみやすさ
friendly	0.917	0.398	0.598	フレンドリー
friends	0.929	0.510	0.625	友達
friendship	0.958	0.343	0.694	友情
frigate	0.490	0.510	0.560	フリゲート
friggen	0.390	0.550	0.442	フリゲン
fright	0.177	0.816	0.191	怖じけ
frighten	0.255	0.843	0.500	怖がらせる
frightened	0.153	0.817	0.255	恐ろしかった
frightening	0.122	0.969	0.625	恐ろしい
frightful	0.125	0.755	0.455	恐ろしい
frigid	0.219	0.481	0.395	極寒の
fringe	0.520	0.387	0.323	フリンジ
fringed	0.458	0.370	0.348	フリンジ付き
frisbee	0.706	0.543	0.364	フリスビー
frisk	0.490	0.547	0.377	フリスク
frisky	0.700	0.632	0.525	陽気な
frivolous	0.271	0.565	0.377	軽薄
frock	0.632	0.327	0.381	フロック
frog	0.439	0.311	0.150	カエル
froggy	0.500	0.560	0.425	かえる
frolic	0.781	0.864	0.538	戯れる
front	0.677	0.350	0.623	フロント
frontage	0.510	0.356	0.277	間口
frontal	0.459	0.434	0.526	正面
frontier	0.438	0.550	0.650	フロンティア
fronting	0.500	0.480	0.509	正面
frontispiece	0.438	0.453	0.491	口絵
frost	0.449	0.455	0.385	霜
frostbite	0.203	0.380	0.566	凍傷
frosted	0.748	0.471	0.218	つや消し
frosting	0.823	0.480	0.424	つや消し
frosty	0.427	0.480	0.381	冷ややかな
froth	0.612	0.287	0.194	泡
frothy	0.774	0.398	0.356	泡立つ
frown	0.214	0.602	0.433	しかめっ面
frowning	0.194	0.582	0.500	しかめっ面
frozen	0.344	0.346	0.375	凍った
frugal	0.480	0.355	0.355	質素な
fruit	0.896	0.291	0.312	フルーツ
fruit punch	0.837	0.363	0.368	フルーツポンチ
fruitcake	0.865	0.440	0.357	フルーツケーキ
fruitful	0.730	0.618	0.637	実りある
fruition	0.776	0.567	0.664	結実
fruitless	0.260	0.580	0.311	無益な
fruits	0.865	0.357	0.259	果物
fruity	0.683	0.414	0.330	フルーティー
frustrate	0.100	0.809	0.243	欲求不満
frustrated	0.080	0.651	0.255	欲求不満
frustrates	0.146	0.653	0.340	欲求不満
frustrating	0.042	0.696	0.264	イライラする
frustration	0.060	0.730	0.280	欲求不満
fry	0.520	0.610	0.324	稚魚
fryer	0.573	0.459	0.431	フライヤー
fuchsia	0.633	0.275	0.264	フクシア
fuck	0.198	0.930	0.446	くそ
fuckedoff	0.122	0.696	0.316	犯された
fucker	0.094	0.788	0.357	バカ
fucking	0.229	0.812	0.390	クソ
fuckoff	0.190	0.700	0.457	ファックオフ
fucksake	0.240	0.702	0.466	ファックサケ
fucktard	0.214	0.643	0.364	くそったれ
fuckyeah	0.490	0.811	0.528	ふざけんな
fudge	0.853	0.418	0.407	ファッジ
fuel	0.445	0.528	0.644	燃料
fugitive	0.104	0.922	0.388	逃亡者
fulcrum	0.410	0.320	0.445	支点
fulfill	0.784	0.461	0.577	満たす
fulfilled	0.896	0.480	0.676	満たされた
fulfilling	0.823	0.417	0.755	充実した
fulfillment	0.833	0.528	0.683	フルフィルメント
full	0.602	0.255	0.704	満杯
fullback	0.500	0.594	0.519	フルバック
fullness	0.868	0.402	0.811	膨満感
fully	0.763	0.450	0.779	完全に
fulsome	0.510	0.509	0.560	フルサム
fumble	0.360	0.551	0.412	手探り
fume	0.300	0.454	0.372	ヒューム
fumigation	0.327	0.627	0.604	燻蒸
fumin	0.354	0.420	0.443	フミン
fuming	0.240	0.660	0.481	発煙
fun	0.918	0.843	0.667	楽しい
function	0.694	0.296	0.618	関数
functional	0.750	0.500	0.720	機能的
fund	0.521	0.360	0.426	基金
fundamental	0.708	0.422	0.903	基本的
fundamentalist	0.490	0.430	0.759	原理主義者
fundamentally	0.653	0.441	0.759	基本的に
funday	0.743	0.549	0.525	楽しい日
funding	0.729	0.480	0.827	資金調達
fundraiser	0.610	0.577	0.667	募金活動
fundraising	0.760	0.620	0.544	募金
funds	0.633	0.330	0.461	資金
funeral	0.073	0.380	0.393	葬儀
fungus	0.388	0.337	0.173	菌類
funk	0.466	0.589	0.390	ファンク
funky	0.531	0.755	0.389	ファンキー
funnel	0.354	0.274	0.336	漏斗
funny	0.918	0.610	0.566	面白い
fur	0.583	0.392	0.315	毛皮
furious	0.062	0.953	0.598	激怒
furiously	0.062	0.925	0.657	猛烈に
furlong	0.418	0.446	0.431	ハロン
furlough	0.531	0.432	0.772	一時帰休
furnace	0.429	0.529	0.500	炉
furnish	0.755	0.487	0.490	家具
furnishings	0.592	0.177	0.346	調度品
furniture	0.688	0.260	0.264	家具
furor	0.500	0.863	0.636	激怒
furrow	0.408	0.420	0.345	畝
furry	0.428	0.400	0.333	毛皮のような
furtherance	0.698	0.441	0.727	助成
fury	0.062	0.875	0.676	怒り
fuse	0.373	0.565	0.574	ヒューズ
fuselage	0.312	0.558	0.529	機体
fusion	0.635	0.561	0.741	融合
fuss	0.406	0.876	0.480	大騒ぎ
fussy	0.417	0.643	0.519	うるさい
fustrated	0.163	0.684	0.356	挫折した
futile	0.122	0.332	0.158	無駄
futility	0.125	0.320	0.176	無駄
futon	0.429	0.351	0.343	布団
future	0.888	0.644	0.786	将来
fuzz	0.521	0.482	0.363	ファズ
fuzzy	0.306	0.472	0.158	ファジー
gab	0.500	0.471	0.375	ギャブ
gaby	0.510	0.347	0.377	ギャビー
gad	0.510	0.470	0.408	ガッド
gadget	0.635	0.559	0.382	ガジェット
gaff	0.333	0.418	0.429	ガフ
gag	0.323	0.660	0.398	ギャグ
gaga	0.479	0.396	0.260	ガガ
gage	0.552	0.451	0.473	ゲージ
gaggle	0.542	0.529	0.664	ギャグル
gahhh	0.323	0.557	0.278	ふふふ
gaiety	0.854	0.759	0.720	陽気
gain	0.917	0.640	0.822	利得
gainful	0.730	0.589	0.673	有利な
gaining	0.837	0.618	0.883	得る
gait	0.510	0.398	0.505	歩行
gal	0.500	0.469	0.337	ギャル
gala	0.755	0.443	0.679	ガラ
galactic	0.656	0.670	0.776	銀河の
galaxy	0.750	0.571	0.750	銀河
gale	0.271	0.691	0.611	強風
gall	0.417	0.510	0.353	胆汁
gallant	0.908	0.539	0.679	勇敢
gallantry	0.906	0.663	0.871	勇敢
gallbladder	0.354	0.471	0.472	胆嚢
galled	0.270	0.731	0.356	かじった
gallery	0.659	0.433	0.569	ギャラリー
galley	0.520	0.445	0.412	ギャレー
gallon	0.531	0.327	0.345	ガロン
gallop	0.500	0.775	0.588	ギャロップ
galloping	0.643	0.735	0.645	疾走する
gallows	0.167	0.712	0.422	絞首台
galore	0.823	0.574	0.729	豊富
galvanic	0.396	0.490	0.557	ガルバニック
gamble	0.568	0.798	0.361	ギャンブル
gambler	0.458	0.694	0.618	ギャンブラー
gambling	0.365	0.806	0.347	ギャンブル
game	0.735	0.788	0.493	ゲーム
gameday	0.729	0.593	0.544	試合当日の
gametime	0.735	0.571	0.442	ゲームの時間
gaming	0.896	0.633	0.491	ゲーム
gamma	0.480	0.429	0.491	ガンマ
gammon	0.510	0.418	0.442	ギャモン
gamut	0.490	0.340	0.462	色域
gander	0.510	0.410	0.353	ガンダー
gang	0.217	0.850	0.629	ギャング
gangland	0.402	0.607	0.405	ギャングランド
gangrene	0.133	0.653	0.359	壊疽
gangster	0.292	0.833	0.655	やくざ
gangway	0.490	0.575	0.450	ギャングウェイ
gaol	0.240	0.750	0.435	監獄
gap	0.396	0.451	0.357	ギャップ
gape	0.493	0.651	0.287	ギャップ
gaping	0.408	0.668	0.242	ぽっかり
garage	0.531	0.283	0.455	ガレージ
garb	0.562	0.370	0.508	服装
garbage	0.188	0.510	0.192	ごみ
garbled	0.074	0.720	0.270	文字化けした
garden	0.770	0.230	0.456	公園
gardener	0.673	0.346	0.361	庭師
gardening	0.854	0.333	0.361	園芸
